gen, ranking_float_uniform_best, ranking_float_uniform_ave
3959,   0.7897, 0.696824
3960,   0.7897, 0.696082
3961,   0.7897, 0.697482
3962,   0.7897, 0.702349
3963,   0.7897,  0.70588
3964,   0.7897, 0.702461
3965,   0.7897, 0.698563
3966,   0.7897, 0.700616
3967,   0.7897, 0.698168
3968,   0.7897, 0.693676
3969,   0.7897, 0.698384
3970,   0.7897, 0.704418
3971,   0.7897, 0.702138
3972,   0.7897, 0.696922
3973,   0.7897, 0.697475
3974,   0.7897, 0.690826
3975,   0.7897, 0.697119
3976,   0.7897, 0.698638
3977,   0.7897, 0.698949
3978,   0.7897, 0.694471
3979,   0.7897, 0.701334
3980,   0.7897, 0.697138
3981,   0.7897, 0.698381
3982,   0.7897, 0.702232
3983,   0.7897, 0.704914
3984,   0.7897, 0.696538
3985,   0.7897, 0.697681
3986,   0.7897, 0.696878
3987,   0.7897, 0.700082
3988,   0.7897,  0.69985
3989,   0.7897, 0.697839
3990,   0.7897, 0.701339
3991,   0.7897, 0.703569
3992,   0.7897, 0.698855
3993,   0.7897, 0.695605
3994,   0.7897, 0.700312
3995,   0.7897,   0.7016
3996,   0.7897, 0.700383
3997,   0.7897, 0.700382
3998,   0.7897, 0.702032
3999,   0.7897, 0.700252
4000,   0.7897, 0.696454
