gen, ranking_float_uniform_best, ranking_float_uniform_ave
2086,   0.7793, 0.690691
2087,   0.7793, 0.689315
2088,   0.7793, 0.692738
2089,   0.7793, 0.693836
2090,   0.7793, 0.687122
2091,   0.7793, 0.684145
2092,   0.7793, 0.685252
2093,   0.7793, 0.690267
2094,   0.7793, 0.685521
2095,   0.7793, 0.684099
2096,   0.7793, 0.685596
2097,   0.7793,  0.68734
2098,   0.7793, 0.686203
2099,   0.7793, 0.687635
2100,   0.7793, 0.688733
2101,   0.7793, 0.694586
2102,   0.7793, 0.688589
2103,   0.7793,  0.69244
2104,   0.7793, 0.691416
2105,   0.7793, 0.685732
2106,   0.7793, 0.682091
2107,   0.7793, 0.688595
2108,   0.7793, 0.694875
2109,   0.7793, 0.683925
2110,   0.7793, 0.688023
2111,   0.7793, 0.684117
2112,   0.7793, 0.686521
2113,   0.7793, 0.688227
2114,   0.7793, 0.685523
2115,   0.7793, 0.690276
2116,   0.7793, 0.684506
2117,   0.7793, 0.683378
2118,   0.7793, 0.687084
2119,   0.7806, 0.691374
2120,   0.7806, 0.699494
2121,   0.7806, 0.691791
2122,   0.7806, 0.693971
2123,   0.7806, 0.689675
2124,   0.7806, 0.688028
2125,   0.7806, 0.686875
2126,   0.7806, 0.687374
2127,   0.7806, 0.692846
2128,   0.7806, 0.690301
2129,   0.7806,  0.69127
2130,   0.7806, 0.691907
2131,   0.7806, 0.683925
2132,   0.7806, 0.685474
2133,   0.7806, 0.690628
2134,   0.7806, 0.687138
2135,   0.7806,  0.68686
2136,   0.7806, 0.688883
2137,   0.7806,  0.68174
2138,   0.7806, 0.687603
2139,   0.7806, 0.692753
2140,   0.7806, 0.688596
2141,   0.7806, 0.687279
2142,   0.7806,  0.69028
2143,   0.7806, 0.692277
2144,   0.7806,   0.6871
2145,   0.7806, 0.686441
2146,   0.7806, 0.687623
2147,   0.7806, 0.693253
2148,   0.7806, 0.682539
2149,   0.7806,  0.68481
2150,   0.7806, 0.690742
2151,   0.7806,  0.69372
2152,   0.7806, 0.692502
2153,   0.7806, 0.687741
2154,   0.7806, 0.692151
2155,   0.7806, 0.692674
2156,   0.7806, 0.688985
2157,   0.7806, 0.688115
2158,   0.7806,  0.69253
2159,   0.7806, 0.689839
2160,   0.7806, 0.685168
2161,   0.7806,  0.68735
2162,   0.7806, 0.690575
2163,   0.7806, 0.686728
2164,   0.7806, 0.685744
2165,   0.7806, 0.689333
2166,   0.7806, 0.694652
2167,   0.7806, 0.690237
2168,   0.7806, 0.691127
2169,   0.7806, 0.695342
2170,   0.7806, 0.695359
2171,   0.7806, 0.691381
2172,   0.7806, 0.693626
2173,   0.7806, 0.686526
2174,   0.7806, 0.684175
2175,   0.7806, 0.692383
2176,   0.7806, 0.687136
2177,   0.7806, 0.685716
2178,   0.7806, 0.690948
2179,   0.7806,   0.6945
2180,   0.7806,  0.68829
2181,   0.7806, 0.684804
2182,   0.7806, 0.686374
2183,   0.7806, 0.688057
2184,   0.7806, 0.693953
2185,   0.7806, 0.696947
2186,   0.7806, 0.689997
2187,   0.7806, 0.689278
2188,   0.7806, 0.695655
2189,   0.7806, 0.691632
2190,   0.7806, 0.694152
2191,   0.7806, 0.696054
2192,   0.7806, 0.685746
2193,   0.7806, 0.689022
2194,   0.7806, 0.687168
2195,   0.7806, 0.688923
2196,   0.7806, 0.682766
2197,   0.7806, 0.690316
2198,   0.7806, 0.692329
2199,   0.7806, 0.687607
2200,   0.7806, 0.684014
2201,   0.7806, 0.682812
2202,   0.7806, 0.688409
2203,   0.7806, 0.690854
2204,   0.7806, 0.685497
2205,   0.7806, 0.691666
2206,   0.7806, 0.687918
2207,   0.7806, 0.687441
2208,   0.7806, 0.692065
2209,   0.7806, 0.691657
2210,   0.7806, 0.688659
2211,   0.7806, 0.688467
2212,   0.7806, 0.687481
2213,   0.7806, 0.686901
2214,   0.7806, 0.694398
2215,   0.7806,  0.69576
2216,   0.7806, 0.690027
2217,   0.7806, 0.690221
2218,   0.7806, 0.694539
2219,   0.7806, 0.685883
2220,   0.7806, 0.682621
2221,   0.7806, 0.685136
2222,   0.7806, 0.681483
2223,   0.7806, 0.684701
2224,   0.7806,  0.68951
2225,   0.7806, 0.686428
2226,   0.7806, 0.688224
2227,   0.7806, 0.692175
2228,   0.7806, 0.687486
2229,   0.7806, 0.685201
2230,   0.7806, 0.685057
2231,   0.7806,  0.68503
2232,   0.7806, 0.686793
2233,   0.7806, 0.689391
2234,   0.7806, 0.692628
2235,   0.7807, 0.691124
2236,   0.7807, 0.686233
2237,   0.7807, 0.687846
2238,   0.7807, 0.688745
2239,   0.7807, 0.691999
2240,   0.7807,  0.69584
2241,   0.7807, 0.691292
2242,   0.7807, 0.689402
2243,   0.7807, 0.687443
2244,   0.7807, 0.693311
2245,   0.7807, 0.687436
2246,   0.7807, 0.691674
2247,   0.7807,  0.69451
2248,   0.7807, 0.694641
2249,   0.7807,  0.69667
2250,   0.7807, 0.688115
2251,   0.7807, 0.690294
2252,   0.7807,  0.69227
2253,   0.7807, 0.692421
2254,   0.7807, 0.693579
2255,   0.7807, 0.691433
2256,   0.7807, 0.693216
2257,   0.7807,  0.69472
2258,   0.7807, 0.694074
2259,   0.7807, 0.697318
2260,   0.7807, 0.701313
2261,   0.7807, 0.693358
2262,   0.7807, 0.694248
2263,   0.7807, 0.691917
2264,   0.7807, 0.697022
2265,   0.7807, 0.691922
2266,   0.7807, 0.690955
2267,   0.7807, 0.697937
2268,   0.7807, 0.694246
2269,   0.7807, 0.696043
2270,   0.7807, 0.691711
2271,   0.7807, 0.689026
2272,   0.7807, 0.690553
2273,   0.7807, 0.694174
2274,   0.7807, 0.685688
2275,   0.7807, 0.692685
2276,   0.7807, 0.695517
2277,   0.7807, 0.690736
2278,   0.7807, 0.691524
2279,   0.7807,  0.68715
2280,   0.7807, 0.686965
2281,   0.7807, 0.682358
2282,   0.7807, 0.691724
2283,   0.7807, 0.694881
2284,   0.7807, 0.690589
2285,   0.7807,  0.69041
2286,   0.7807, 0.688962
2287,   0.7807, 0.688789
2288,   0.7807, 0.687778
2289,   0.7807, 0.689624
2290,   0.7807, 0.684271
2291,   0.7807, 0.687553
2292,   0.7807, 0.690804
2293,   0.7807, 0.688339
2294,   0.7807, 0.689018
2295,   0.7807, 0.690445
2296,   0.7807, 0.691454
2297,   0.7807, 0.692209
2298,   0.7807, 0.694085
2299,   0.7807, 0.688615
2300,   0.7807, 0.681699
2301,   0.7807, 0.690178
2302,   0.7807, 0.695009
2303,   0.7807,  0.68943
2304,   0.7807, 0.691818
2305,   0.7807, 0.690202
2306,   0.7807, 0.689695
2307,   0.7807, 0.697576
2308,   0.7807, 0.693234
2309,   0.7807, 0.690131
2310,   0.7807, 0.686282
2311,   0.7807,  0.69349
2312,   0.7807, 0.682974
2313,   0.7807, 0.685341
2314,   0.7807, 0.687523
2315,   0.7807, 0.685766
2316,   0.7807, 0.688246
2317,   0.7807, 0.689847
2318,   0.7807, 0.695548
2319,   0.7807, 0.692464
2320,   0.7807, 0.689466
2321,   0.7807, 0.693784
2322,   0.7807, 0.694381
2323,   0.7807,  0.69239
2324,   0.7807, 0.684102
2325,   0.7807, 0.687586
2326,   0.7807, 0.690288
2327,   0.7807, 0.697474
2328,   0.7807, 0.695338
2329,   0.7807, 0.691723
2330,   0.7807, 0.690507
2331,   0.7807, 0.693684
2332,   0.7807, 0.693208
2333,   0.7807, 0.690417
2334,   0.7807, 0.688605
2335,   0.7807, 0.683692
2336,   0.7807, 0.689519
2337,   0.7807, 0.685672
2338,   0.7807,  0.68212
2339,   0.7807, 0.684718
2340,   0.7807, 0.693515
2341,   0.7807, 0.698537
2342,   0.7807,  0.69075
2343,   0.7807, 0.692608
2344,   0.7807, 0.691956
2345,   0.7807, 0.694039
2346,   0.7807, 0.691325
2347,   0.7807, 0.693301
2348,   0.7807, 0.690418
2349,   0.7807, 0.696395
2350,   0.7807, 0.692687
2351,   0.7807, 0.692324
2352,   0.7809, 0.690589
2353,   0.7809, 0.692051
2354,   0.7809, 0.695599
2355,   0.7809,  0.68905
2356,   0.7809, 0.687734
2357,   0.7809, 0.684596
2358,   0.7809, 0.680654
2359,   0.7809,  0.68848
2360,   0.7809,  0.68907
2361,   0.7809, 0.694562
2362,   0.7809,  0.68931
2363,   0.7809, 0.689588
2364,   0.7809, 0.686525
2365,   0.7809, 0.688862
2366,   0.7809, 0.687651
2367,   0.7809,  0.69242
2368,   0.7809, 0.688923
2369,   0.7809, 0.688611
2370,   0.7809, 0.691972
2371,   0.7809, 0.687531
2372,   0.7809, 0.688417
2373,   0.7809,  0.69253
2374,   0.7809, 0.693094
2375,   0.7809, 0.696424
2376,   0.7809, 0.689913
2377,   0.7809, 0.684089
2378,   0.7809, 0.692653
2379,   0.7809, 0.691922
2380,   0.7809, 0.688302
2381,   0.7809, 0.691766
2382,   0.7809, 0.692964
2383,   0.7809, 0.691689
2384,   0.7809, 0.694575
2385,   0.7809, 0.689078
2386,   0.7809,  0.69096
2387,   0.7809, 0.688907
2388,   0.7809, 0.692374
2389,   0.7809, 0.691957
2390,   0.7809, 0.693734
2391,   0.7809, 0.689435
2392,   0.7809, 0.689266
2393,   0.7818, 0.690295
2394,   0.7818, 0.691709
2395,   0.7818, 0.692767
2396,   0.7818, 0.690533
2397,   0.7818, 0.691375
2398,   0.7827, 0.694572
2399,   0.7827, 0.690877
2400,   0.7827, 0.688851
2401,   0.7827, 0.685945
2402,   0.7827, 0.693604
2403,   0.7827, 0.694563
2404,   0.7827, 0.693832
2405,   0.7827, 0.696481
2406,   0.7827, 0.687882
2407,   0.7827, 0.690693
2408,   0.7827, 0.690395
2409,   0.7827,  0.69171
2410,   0.7827, 0.693853
2411,   0.7827, 0.694641
2412,   0.7827, 0.694362
2413,   0.7827, 0.690573
2414,   0.7827, 0.690798
2415,   0.7827, 0.688659
2416,   0.7827, 0.688889
2417,   0.7827, 0.694961
2418,   0.7827, 0.692529
2419,   0.7827, 0.687833
2420,   0.7827,   0.6886
2421,   0.7827,  0.68601
2422,    0.783, 0.688762
2423,    0.783, 0.688755
2424,    0.783, 0.693364
2425,    0.783, 0.690296
2426,    0.783, 0.687116
2427,    0.783, 0.687698
2428,    0.783, 0.687845
2429,    0.783, 0.690942
2430,    0.783, 0.688936
2431,    0.783, 0.688813
2432,    0.783, 0.685985
2433,    0.783, 0.682468
2434,    0.783,  0.68625
2435,    0.783,  0.69034
2436,    0.783, 0.699458
2437,    0.783,  0.69169
2438,    0.783, 0.691037
2439,    0.783, 0.694326
2440,   0.7831, 0.689236
2441,   0.7831, 0.693474
2442,   0.7831, 0.697084
2443,   0.7831, 0.694435
2444,   0.7831, 0.693376
2445,   0.7831, 0.693653
2446,   0.7831, 0.693343
2447,   0.7831, 0.683487
2448,   0.7831, 0.684353
2449,   0.7831, 0.690458
2450,   0.7831,  0.69607
2451,   0.7831, 0.690786
2452,   0.7831, 0.700445
2453,   0.7831, 0.694791
2454,   0.7831, 0.686405
2455,   0.7831, 0.687817
2456,   0.7831,  0.69066
2457,   0.7831, 0.693273
2458,   0.7831, 0.689002
2459,   0.7831, 0.686715
2460,   0.7831, 0.689951
2461,   0.7831, 0.684285
2462,   0.7831, 0.693311
2463,   0.7831, 0.694766
2464,   0.7831, 0.697428
2465,   0.7831, 0.692872
2466,   0.7831, 0.692204
2467,   0.7831, 0.687388
2468,   0.7831, 0.690849
2469,   0.7831, 0.689532
2470,   0.7831, 0.696701
2471,   0.7831, 0.696308
2472,   0.7831, 0.693573
2473,   0.7831,   0.6943
2474,   0.7831, 0.698319
2475,   0.7831, 0.702548
2476,   0.7831, 0.695292
2477,   0.7831, 0.690872
2478,   0.7831, 0.696902
2479,   0.7831, 0.691203
2480,   0.7831,  0.69689
2481,   0.7831, 0.696169
2482,   0.7831, 0.694067
2483,   0.7831,   0.6881
2484,   0.7831, 0.694944
2485,   0.7831, 0.695306
2486,   0.7831, 0.689798
2487,   0.7844, 0.688599
2488,   0.7844, 0.694306
2489,   0.7844, 0.685757
2490,   0.7844, 0.689598
2491,   0.7844, 0.692276
2492,   0.7844, 0.689909
2493,   0.7844, 0.688704
2494,   0.7844,  0.68881
2495,   0.7844, 0.692276
2496,   0.7844, 0.688524
2497,   0.7844, 0.695152
2498,   0.7844, 0.693413
2499,   0.7844, 0.695006
2500,   0.7844, 0.691826
2501,   0.7844, 0.685877
2502,   0.7844, 0.687092
2503,   0.7844, 0.692474
2504,   0.7844, 0.693145
2505,   0.7844, 0.690822
2506,   0.7844, 0.691385
2507,   0.7844, 0.695437
2508,   0.7844, 0.692405
2509,   0.7844, 0.700604
2510,   0.7844, 0.697757
2511,   0.7844, 0.694847
2512,   0.7844, 0.695481
2513,   0.7844, 0.694433
2514,   0.7844, 0.687857
2515,   0.7844, 0.689146
2516,   0.7844, 0.693663
2517,   0.7844, 0.694385
2518,   0.7844, 0.698219
2519,   0.7844, 0.694414
2520,   0.7844, 0.693255
2521,   0.7844, 0.689003
2522,   0.7844, 0.693841
2523,   0.7844, 0.693414
2524,   0.7844, 0.695778
2525,   0.7844, 0.691571
2526,   0.7844, 0.696906
2527,   0.7844, 0.694456
2528,    0.785, 0.690937
2529,    0.785, 0.691634
2530,    0.785, 0.688654
2531,    0.785,  0.68986
2532,    0.785, 0.686526
2533,    0.785, 0.683444
2534,    0.785, 0.684925
2535,    0.785, 0.688121
2536,    0.785, 0.693497
2537,    0.785, 0.698546
2538,    0.785, 0.695628
2539,    0.785, 0.699113
2540,    0.785, 0.699115
2541,    0.785, 0.693123
2542,    0.785, 0.692225
2543,    0.785, 0.696563
2544,    0.785, 0.693733
2545,    0.785, 0.696144
2546,    0.785, 0.694916
2547,    0.785, 0.698094
2548,    0.785,  0.69442
2549,    0.785,  0.69252
2550,    0.785, 0.695176
2551,    0.785, 0.694917
2552,    0.785, 0.691619
2553,    0.785, 0.694389
2554,    0.785, 0.696393
2555,    0.785, 0.690504
2556,    0.785, 0.691253
2557,    0.785, 0.694081
2558,    0.785, 0.690359
2559,    0.785, 0.691172
2560,    0.785, 0.694123
2561,    0.785, 0.694447
2562,    0.785, 0.696112
2563,    0.785, 0.700712
2564,    0.785, 0.692316
2565,    0.785, 0.697361
2566,    0.785, 0.693928
2567,    0.785, 0.691584
2568,    0.785, 0.695484
2569,    0.785, 0.689678
2570,    0.785,  0.68526
2571,    0.785, 0.696597
2572,    0.785, 0.694634
2573,    0.785, 0.691459
2574,    0.785,  0.69173
2575,    0.785, 0.690963
2576,    0.785, 0.692379
2577,    0.785, 0.696899
2578,    0.785, 0.699845
2579,    0.785, 0.696319
2580,    0.785, 0.692361
2581,    0.785, 0.688777
2582,    0.785, 0.691224
2583,    0.785,  0.69298
2584,    0.785,  0.69778
2585,    0.785, 0.694152
2586,    0.785, 0.689352
2587,    0.785, 0.686492
2588,    0.785, 0.691612
2589,    0.785, 0.689108
2590,    0.785,  0.69148
2591,    0.785, 0.691694
2592,    0.785,  0.69331
2593,    0.785, 0.697689
2594,    0.785,  0.69365
2595,    0.785, 0.697718
2596,    0.785, 0.700488
2597,    0.785, 0.692534
2598,    0.785, 0.700027
2599,    0.785,  0.69881
2600,    0.785,  0.69296
2601,    0.785, 0.697005
2602,    0.785, 0.693429
2603,    0.785, 0.691889
2604,    0.785, 0.692797
2605,    0.785, 0.692814
2606,    0.785, 0.690848
2607,    0.785, 0.692086
2608,    0.785, 0.696784
2609,    0.785,  0.69631
2610,    0.785, 0.697395
2611,    0.785, 0.697074
2612,    0.785, 0.700347
2613,    0.785, 0.690911
2614,    0.785, 0.699914
2615,    0.785, 0.695516
2616,    0.785, 0.696402
2617,    0.785, 0.693154
2618,    0.785, 0.695667
2619,    0.785, 0.696038
2620,    0.785, 0.698412
2621,    0.785, 0.699711
2622,    0.785, 0.699388
2623,    0.785, 0.693647
2624,    0.785, 0.692237
2625,    0.785, 0.696599
2626,    0.785, 0.694156
2627,    0.785, 0.696475
2628,    0.785, 0.694652
2629,    0.785, 0.689075
2630,    0.785, 0.692865
2631,    0.785, 0.689735
2632,    0.785, 0.698924
2633,    0.785, 0.700449
2634,    0.785, 0.691025
2635,    0.785, 0.689821
2636,    0.785, 0.694157
2637,    0.785, 0.691077
2638,    0.785, 0.701279
2639,    0.785, 0.694237
2640,    0.785, 0.697403
2641,    0.785, 0.699465
2642,    0.785, 0.692676
2643,    0.785, 0.686048
2644,    0.785, 0.688295
2645,    0.785, 0.684553
2646,    0.785, 0.694832
2647,    0.785,  0.69268
2648,    0.785,  0.69628
2649,    0.785, 0.694105
2650,    0.785, 0.694113
2651,    0.785, 0.698194
2652,    0.785,  0.69784
2653,    0.785, 0.696675
2654,    0.785, 0.692584
2655,    0.785, 0.696545
2656,    0.785, 0.695786
2657,    0.785, 0.699341
2658,    0.785, 0.695017
2659,    0.785,  0.69171
2660,    0.785, 0.696747
2661,    0.785, 0.702647
2662,    0.785, 0.692224
2663,    0.785, 0.699802
2664,    0.785, 0.705497
2665,    0.785, 0.695956
2666,    0.785, 0.692607
2667,    0.785, 0.694929
2668,    0.785, 0.690896
2669,   0.7858, 0.696834
2670,   0.7858, 0.688609
2671,   0.7858, 0.691912
2672,   0.7858,  0.69124
2673,   0.7858, 0.696887
2674,   0.7858, 0.689686
2675,   0.7858, 0.694101
2676,   0.7858, 0.700297
2677,   0.7858,  0.69537
2678,   0.7858, 0.691859
2679,   0.7858, 0.688573
2680,   0.7858, 0.693906
2681,   0.7858, 0.695391
2682,   0.7858, 0.698179
2683,   0.7858, 0.696322
2684,   0.7858, 0.695321
2685,   0.7858, 0.691472
2686,   0.7858, 0.693774
2687,   0.7858, 0.695163
2688,   0.7858, 0.693093
2689,   0.7858, 0.691443
2690,   0.7858, 0.691274
2691,   0.7858, 0.690781
2692,   0.7858, 0.690143
2693,   0.7858, 0.691359
2694,   0.7858, 0.691433
2695,   0.7858, 0.691231
2696,   0.7858, 0.690089
2697,   0.7858, 0.693922
2698,   0.7858, 0.698719
2699,   0.7858, 0.692349
2700,   0.7858, 0.695829
2701,   0.7858,  0.69731
2702,   0.7858, 0.696824
2703,   0.7858, 0.701396
2704,   0.7858, 0.706657
2705,   0.7858, 0.695798
2706,   0.7858, 0.698514
2707,   0.7858,  0.69517
2708,   0.7858, 0.697491
2709,   0.7858, 0.688787
2710,   0.7858, 0.692036
2711,   0.7858, 0.695107
2712,   0.7858,  0.69583
2713,   0.7858, 0.692578
2714,   0.7858, 0.696907
2715,   0.7858, 0.692691
2716,   0.7858, 0.699266
2717,   0.7858, 0.695315
2718,   0.7858, 0.695475
2719,   0.7858, 0.695192
2720,   0.7858, 0.695617
2721,   0.7858, 0.689987
2722,   0.7858, 0.690438
2723,   0.7858,  0.69215
2724,   0.7858, 0.690807
2725,   0.7858, 0.695026
2726,   0.7858, 0.696203
2727,   0.7858, 0.698441
2728,   0.7858, 0.695052
2729,   0.7858, 0.693829
2730,   0.7858, 0.695492
2731,   0.7858, 0.697819
2732,   0.7858, 0.694166
2733,   0.7858, 0.698981
2734,   0.7858, 0.699608
2735,   0.7858, 0.699137
2736,   0.7858, 0.699091
2737,   0.7858, 0.701973
2738,   0.7858, 0.702052
2739,   0.7858, 0.696768
2740,   0.7858, 0.698327
2741,   0.7858, 0.698059
2742,   0.7858, 0.694823
2743,   0.7858, 0.698971
2744,   0.7858,  0.69421
2745,   0.7858, 0.697057
2746,   0.7858, 0.700037
2747,   0.7858, 0.703101
2748,   0.7858,  0.70225
2749,   0.7858, 0.700298
2750,   0.7858,  0.69953
2751,   0.7858, 0.693916
2752,   0.7858, 0.697583
2753,   0.7859, 0.698099
2754,   0.7859, 0.693326
2755,   0.7859, 0.690936
2756,   0.7859,  0.68993
2757,   0.7859,  0.69796
2758,   0.7859, 0.698152
2759,   0.7859, 0.690337
2760,   0.7859, 0.696917
2761,   0.7859, 0.696768
2762,   0.7859, 0.700777
2763,   0.7859, 0.695349
2764,   0.7859, 0.699544
2765,   0.7859, 0.699901
2766,   0.7859, 0.699205
2767,   0.7859, 0.697458
2768,   0.7859, 0.699134
2769,   0.7859,  0.69994
2770,   0.7859, 0.698134
2771,   0.7869, 0.699245
2772,   0.7869, 0.695509
2773,   0.7869, 0.695272
2774,   0.7869, 0.687951
2775,   0.7869, 0.688505
2776,   0.7869, 0.696316
2777,   0.7869, 0.701143
2778,   0.7869, 0.687146
2779,   0.7869, 0.692842
2780,   0.7869, 0.689918
2781,   0.7869, 0.701073
2782,   0.7869, 0.696772
2783,   0.7869,   0.6955
2784,   0.7869, 0.695771
2785,   0.7869, 0.703706
2786,   0.7869, 0.704832
2787,   0.7869,  0.69563
2788,   0.7869, 0.702753
2789,   0.7869,  0.69912
2790,   0.7869, 0.698944
2791,   0.7869, 0.700552
2792,   0.7869, 0.698523
2793,   0.7869, 0.696145
2794,   0.7869, 0.697687
2795,   0.7869, 0.696141
2796,   0.7869, 0.691209
2797,   0.7869, 0.694303
2798,   0.7869, 0.696245
2799,   0.7869, 0.695585
2800,   0.7869, 0.694937
2801,   0.7869, 0.698496
2802,   0.7869, 0.697485
2803,   0.7869, 0.696193
2804,   0.7869, 0.695028
2805,   0.7869,  0.70314
2806,   0.7869, 0.697241
2807,   0.7869, 0.698899
2808,   0.7869, 0.695884
2809,   0.7869, 0.702318
2810,   0.7869, 0.702532
2811,   0.7869, 0.702284
2812,   0.7869, 0.698025
2813,   0.7869,  0.69637
2814,   0.7869, 0.694614
2815,   0.7869,  0.69579
2816,   0.7869, 0.691443
2817,   0.7869,   0.6918
2818,   0.7869, 0.695331
2819,   0.7869, 0.693576
2820,   0.7869, 0.691503
2821,   0.7869,  0.69533
2822,   0.7869, 0.689037
2823,   0.7869, 0.691909
2824,   0.7869, 0.695688
2825,   0.7869, 0.696086
2826,   0.7869,  0.69065
2827,   0.7869, 0.696897
2828,   0.7869,  0.68838
2829,   0.7869, 0.696875
2830,   0.7869,  0.69817
2831,   0.7869, 0.692959
2832,   0.7869, 0.703043
2833,   0.7869, 0.704176
2834,   0.7869, 0.692507
2835,   0.7869,  0.69861
2836,   0.7869, 0.698174
2837,   0.7869, 0.697018
2838,   0.7869, 0.697498
2839,   0.7869, 0.697764
2840,   0.7869, 0.695167
2841,   0.7869, 0.692358
2842,   0.7869, 0.696533
2843,   0.7869,  0.69981
2844,   0.7869, 0.704209
2845,   0.7869, 0.699179
2846,   0.7869, 0.696648
2847,   0.7869, 0.697558
2848,   0.7869,  0.69717
2849,   0.7869, 0.694248
2850,   0.7869, 0.695455
2851,   0.7869, 0.696397
2852,   0.7869, 0.698844
2853,   0.7869, 0.696173
2854,   0.7869, 0.692398
2855,   0.7869, 0.694865
2856,   0.7869, 0.695533
2857,   0.7869, 0.696531
2858,   0.7869, 0.695255
2859,   0.7869, 0.696179
2860,   0.7869, 0.699523
2861,   0.7869, 0.700046
2862,   0.7869, 0.696222
2863,   0.7869, 0.700053
2864,   0.7869, 0.694183
2865,   0.7869, 0.691602
2866,   0.7869, 0.694857
2867,   0.7869, 0.692212
2868,   0.7869, 0.693372
2869,   0.7869, 0.697365
2870,   0.7869, 0.691676
2871,   0.7869, 0.693546
2872,   0.7869, 0.695316
2873,   0.7869, 0.695843
2874,   0.7869, 0.697217
2875,   0.7869, 0.695974
2876,   0.7869, 0.697963
2877,   0.7869, 0.694664
2878,   0.7869, 0.698341
2879,   0.7869, 0.697762
2880,   0.7869, 0.698891
2881,   0.7869, 0.699874
2882,   0.7869, 0.692077
2883,   0.7869,  0.69385
2884,   0.7869, 0.694134
2885,   0.7869, 0.693058
2886,   0.7869, 0.699568
2887,   0.7869, 0.701001
2888,   0.7869, 0.694431
2889,   0.7869, 0.695832
2890,   0.7869, 0.702211
2891,   0.7869, 0.700093
2892,   0.7869, 0.699813
2893,   0.7869,  0.69461
2894,   0.7869, 0.691436
2895,   0.7869, 0.692479
2896,   0.7871, 0.698612
2897,   0.7871, 0.696806
2898,   0.7871, 0.696008
2899,   0.7871, 0.694686
2900,   0.7871,  0.69652
2901,   0.7871, 0.698695
2902,   0.7871, 0.700207
2903,   0.7871, 0.697853
2904,   0.7871, 0.696086
2905,   0.7871, 0.689962
2906,   0.7871, 0.694282
2907,   0.7871, 0.700378
2908,   0.7871, 0.698919
2909,   0.7871, 0.698605
2910,   0.7871, 0.693528
2911,   0.7871, 0.695182
2912,   0.7871, 0.697303
2913,   0.7871, 0.697892
2914,   0.7871, 0.698976
2915,   0.7871, 0.695728
2916,   0.7871, 0.693183
2917,   0.7871, 0.691553
2918,   0.7871,  0.69345
2919,   0.7871, 0.698319
2920,   0.7871,   0.6961
2921,   0.7871, 0.697614
2922,   0.7871, 0.696506
2923,   0.7871, 0.697171
2924,   0.7871, 0.694703
2925,   0.7871, 0.703506
2926,   0.7871, 0.701084
2927,   0.7871, 0.701678
2928,   0.7871, 0.696435
2929,   0.7871, 0.701183
2930,   0.7871, 0.699996
2931,   0.7871, 0.700009
2932,   0.7871, 0.696097
2933,   0.7871, 0.701277
2934,   0.7871, 0.701704
2935,   0.7871, 0.700547
2936,   0.7871, 0.695202
2937,   0.7871, 0.695871
2938,   0.7871, 0.702386
2939,   0.7871, 0.700406
2940,   0.7871, 0.700748
2941,   0.7871, 0.696033
2942,   0.7871,  0.69769
2943,   0.7871, 0.700391
2944,   0.7871,  0.69681
2945,   0.7871, 0.700336
2946,   0.7871, 0.695518
2947,   0.7871, 0.701711
2948,   0.7871,  0.69929
2949,   0.7871, 0.702147
2950,   0.7871, 0.696765
2951,   0.7871, 0.695767
2952,   0.7871, 0.703103
2953,   0.7871, 0.702753
2954,   0.7871, 0.698832
2955,   0.7871,  0.69661
2956,   0.7871, 0.693222
2957,   0.7871,   0.6904
2958,   0.7871, 0.700906
2959,   0.7871, 0.697845
2960,   0.7871, 0.701164
2961,   0.7871, 0.700344
2962,   0.7871, 0.690525
2963,   0.7871, 0.693594
2964,   0.7871, 0.693537
2965,   0.7871, 0.696982
2966,   0.7871, 0.701203
2967,   0.7871, 0.700374
2968,   0.7871, 0.703474
2969,   0.7871, 0.699984
2970,   0.7871, 0.696844
2971,   0.7871, 0.699448
2972,   0.7871, 0.701509
2973,   0.7871, 0.697188
2974,   0.7871, 0.695402
2975,   0.7871, 0.694957
2976,   0.7871, 0.698342
2977,   0.7871, 0.699673
2978,   0.7871, 0.701158
2979,   0.7871, 0.692184
2980,   0.7871, 0.693164
2981,   0.7871, 0.693612
2982,   0.7871, 0.696524
2983,   0.7871, 0.690332
2984,   0.7871, 0.696907
2985,   0.7871,  0.70204
2986,   0.7871,  0.69764
2987,   0.7871, 0.699071
2988,   0.7871, 0.688714
2989,   0.7871, 0.693636
2990,   0.7871,  0.69448
2991,   0.7871, 0.701593
2992,   0.7871,   0.6984
2993,   0.7871, 0.701613
2994,   0.7871, 0.697076
2995,   0.7871, 0.696715
2996,   0.7871,  0.69932
2997,   0.7871, 0.697817
2998,   0.7871,  0.69229
2999,   0.7871, 0.691464
3000,   0.7871, 0.695937
3001,   0.7871, 0.697767
3002,   0.7871, 0.698946
3003,   0.7871, 0.701923
3004,   0.7871, 0.694657
3005,   0.7871, 0.688125
3006,   0.7871, 0.694728
3007,   0.7871, 0.700406
3008,   0.7871, 0.698822
3009,   0.7871, 0.695849
3010,   0.7871,  0.69853
3011,   0.7871, 0.697375
3012,   0.7871, 0.697066
3013,   0.7871, 0.700867
3014,   0.7871, 0.701477
3015,   0.7871, 0.696902
3016,   0.7871,  0.69559
3017,   0.7871, 0.701132
3018,   0.7871, 0.693012
3019,   0.7871, 0.695166
3020,   0.7871, 0.693438
3021,   0.7871, 0.697851
3022,   0.7871, 0.696913
3023,   0.7871, 0.693457
3024,   0.7871, 0.695882
3025,   0.7871, 0.698363
3026,   0.7871, 0.695014
3027,   0.7871, 0.694673
