gen, ranking_scalar_uniform_best, ranking_scalar_uniform_ave
2827,   0.7874, 0.684743
2828,   0.7874, 0.683189
2829,   0.7874, 0.677741
2830,   0.7874, 0.675867
2831,   0.7874, 0.674595
2832,   0.7874, 0.672271
2833,   0.7874, 0.678788
2834,   0.7874, 0.678646
2835,   0.7874, 0.681756
2836,   0.7874,  0.67888
2837,   0.7874,  0.68024
2838,   0.7874, 0.677024
2839,   0.7874, 0.672913
2840,   0.7874, 0.678773
2841,   0.7874, 0.678783
2842,   0.7874, 0.674005
2843,   0.7874, 0.685501
2844,   0.7874, 0.682563
2845,   0.7874, 0.682566
2846,   0.7874, 0.681344
2847,   0.7874, 0.679952
2848,   0.7874, 0.676647
2849,   0.7874, 0.678159
2850,   0.7874, 0.671688
2851,   0.7874,  0.67303
2852,   0.7874, 0.668879
2853,   0.7874, 0.673871
2854,   0.7874, 0.672735
2855,   0.7878, 0.684176
2856,   0.7878, 0.677326
2857,   0.7878, 0.672728
2858,   0.7878,  0.66943
2859,   0.7878, 0.670418
2860,   0.7878, 0.675038
2861,   0.7878, 0.683764
2862,   0.7878, 0.672069
2863,   0.7878, 0.674023
2864,   0.7878, 0.674593
2865,   0.7878,  0.66824
2866,   0.7878, 0.665847
2867,   0.7878, 0.671751
2868,   0.7878, 0.673368
2869,   0.7878, 0.672839
2870,   0.7878, 0.680039
2871,   0.7878, 0.681914
2872,   0.7878, 0.684284
2873,   0.7878, 0.682537
2874,   0.7878, 0.682405
2875,   0.7878, 0.683013
2876,   0.7878, 0.683217
2877,   0.7878, 0.678486
2878,   0.7878, 0.676622
2879,   0.7878, 0.676321
2880,   0.7878, 0.676437
2881,   0.7878,  0.67132
2882,   0.7878, 0.678647
2883,   0.7878, 0.675506
2884,   0.7878, 0.671306
2885,   0.7878, 0.672521
2886,   0.7878, 0.674189
2887,   0.7878, 0.667365
2888,   0.7878, 0.676992
2889,   0.7878, 0.674521
2890,   0.7878, 0.677619
2891,   0.7878, 0.675056
2892,   0.7872, 0.671053
2893,   0.7872, 0.681291
2894,   0.7872, 0.676564
2895,   0.7872, 0.665843
2896,   0.7872,  0.66987
2897,   0.7872, 0.675694
2898,   0.7872, 0.671844
2899,   0.7872, 0.678974
2900,   0.7872, 0.672467
2901,   0.7872,  0.67079
2902,   0.7872, 0.677575
2903,   0.7872,  0.67673
2904,   0.7872, 0.682105
2905,   0.7872, 0.676016
2906,   0.7872,  0.67009
2907,   0.7872, 0.674967
2908,   0.7872, 0.670674
2909,   0.7872, 0.674353
2910,   0.7872, 0.673632
2911,   0.7872,  0.66802
2912,   0.7872, 0.673994
2913,   0.7872, 0.670868
2914,   0.7872, 0.675788
2915,   0.7872,  0.67373
2916,   0.7872, 0.672548
2917,   0.7872, 0.672773
2918,   0.7872, 0.673805
2919,   0.7872, 0.668653
2920,   0.7872, 0.669841
2921,   0.7872, 0.666644
2922,   0.7872, 0.675609
2923,   0.7872, 0.668477
2924,   0.7872, 0.668841
2925,   0.7872, 0.671508
2926,   0.7872, 0.672258
2927,   0.7872, 0.675536
2928,   0.7872, 0.676922
2929,   0.7872, 0.674813
2930,   0.7872, 0.673353
2931,   0.7872, 0.668188
2932,   0.7872, 0.671791
2933,   0.7872,  0.67656
2934,   0.7872, 0.670626
2935,   0.7872, 0.677074
2936,   0.7872, 0.671198
2937,   0.7872, 0.676045
2938,   0.7872, 0.675943
2939,   0.7872, 0.678406
2940,   0.7872, 0.672468
2941,   0.7872, 0.676141
2942,   0.7872, 0.674839
2943,   0.7872, 0.671356
2944,   0.7872, 0.674106
2945,   0.7872, 0.670432
2946,   0.7872, 0.677534
2947,   0.7872, 0.674926
2948,   0.7872, 0.666601
2949,   0.7872, 0.672188
2950,   0.7872, 0.673712
2951,   0.7872, 0.677154
2952,   0.7872, 0.672885
2953,   0.7872, 0.670722
2954,   0.7872,  0.67733
2955,   0.7876, 0.681561
2956,   0.7876, 0.675334
2957,   0.7876,  0.67372
2958,   0.7876, 0.665931
2959,   0.7876, 0.662101
2960,   0.7876, 0.677541
2961,   0.7876,  0.67752
2962,   0.7876, 0.675892
2963,   0.7876, 0.681257
2964,   0.7876, 0.670982
2965,   0.7876, 0.668702
2966,   0.7876, 0.668814
2967,   0.7876, 0.670717
2968,   0.7876, 0.676258
2969,   0.7876, 0.673627
2970,   0.7876, 0.679317
2971,   0.7876, 0.679949
2972,   0.7876, 0.679708
2973,   0.7876,    0.673
2974,   0.7876, 0.669874
2975,   0.7876, 0.677265
2976,   0.7876, 0.682563
2977,   0.7876, 0.681917
2978,   0.7876, 0.681486
2979,   0.7876, 0.676368
2980,   0.7876, 0.675542
2981,   0.7876, 0.672188
2982,   0.7876, 0.675425
2983,   0.7876, 0.678857
2984,   0.7876, 0.672761
2985,   0.7876, 0.669344
2986,   0.7876, 0.661804
2987,   0.7876, 0.668523
2988,   0.7876, 0.678031
2989,   0.7876, 0.670293
2990,   0.7876, 0.671348
2991,   0.7876, 0.673788
2992,   0.7876, 0.675669
2993,   0.7876, 0.674083
2994,   0.7876,  0.67429
2995,   0.7876, 0.673932
2996,   0.7876, 0.678604
2997,   0.7876, 0.676654
2998,   0.7876, 0.674641
2999,   0.7876, 0.673264
3000,   0.7876, 0.669545
3001,   0.7876, 0.673364
3002,   0.7876, 0.673493
3003,   0.7876, 0.678285
3004,   0.7876, 0.676772
3005,   0.7876, 0.675113
3006,   0.7876, 0.672631
3007,   0.7876, 0.683559
3008,   0.7876, 0.677974
3009,   0.7876, 0.680209
3010,   0.7876, 0.668708
3011,   0.7876, 0.668747
3012,   0.7876, 0.676805
3013,   0.7876, 0.675252
3014,   0.7876, 0.669064
3015,   0.7876, 0.677426
3016,   0.7876,  0.67531
3017,   0.7876, 0.676022
3018,   0.7876, 0.678002
3019,   0.7876, 0.675934
3020,   0.7876,  0.68276
3021,   0.7876, 0.688412
3022,   0.7876, 0.685319
3023,   0.7876,  0.67147
3024,   0.7876, 0.675963
3025,   0.7876, 0.671978
3026,   0.7876, 0.679827
3027,   0.7876, 0.674645
3028,   0.7876, 0.673299
3029,   0.7876, 0.667973
3030,   0.7876, 0.666591
3031,   0.7876, 0.678294
3032,   0.7876, 0.678327
3033,   0.7876, 0.670235
3034,   0.7876, 0.679371
3035,   0.7876, 0.669524
3036,   0.7876, 0.672544
3037,   0.7876,  0.67659
3038,   0.7876, 0.674589
3039,   0.7876, 0.675143
3040,   0.7876, 0.675494
3041,   0.7876, 0.681222
3042,   0.7876, 0.676446
3043,   0.7876, 0.674086
3044,   0.7876, 0.674905
3045,   0.7876, 0.675897
3046,   0.7876, 0.675628
3047,   0.7876, 0.679687
3048,   0.7876, 0.682102
3049,   0.7876, 0.676058
3050,   0.7876, 0.687915
3051,   0.7876, 0.682632
3052,   0.7876,  0.67442
3053,   0.7876, 0.680578
3054,   0.7876, 0.676399
3055,   0.7876, 0.670326
3056,   0.7876, 0.668512
3057,   0.7876, 0.670909
3058,   0.7876, 0.680607
3059,   0.7876, 0.672732
3060,   0.7876, 0.679738
3061,   0.7876, 0.673661
3062,   0.7876, 0.678241
3063,   0.7876, 0.673566
3064,   0.7876, 0.679689
3065,   0.7876, 0.676389
3066,   0.7876, 0.673063
3067,   0.7876, 0.676298
3068,   0.7876, 0.674217
3069,   0.7876, 0.672873
3070,   0.7876, 0.673327
3071,   0.7876, 0.673037
3072,   0.7876, 0.677268
3073,   0.7876, 0.676241
3074,   0.7876, 0.674782
3075,   0.7876, 0.679056
3076,   0.7876, 0.676437
3077,   0.7876, 0.673615
3078,   0.7876, 0.673877
3079,   0.7876, 0.675299
3080,   0.7876, 0.672841
3081,   0.7876,  0.67468
3082,   0.7876,  0.67802
3083,   0.7876, 0.678307
3084,   0.7876, 0.682443
3085,   0.7876, 0.678972
3086,   0.7876, 0.679701
3087,   0.7876, 0.680455
3088,   0.7876, 0.674595
3089,   0.7876, 0.668001
3090,   0.7876, 0.668609
3091,   0.7876, 0.666221
3092,   0.7876, 0.663816
3093,   0.7876, 0.671143
3094,   0.7876, 0.678269
3095,   0.7876, 0.669252
3096,   0.7876, 0.672466
3097,   0.7876, 0.677599
3098,   0.7876, 0.671698
3099,   0.7876, 0.677176
3100,   0.7876, 0.677158
3101,   0.7876, 0.673397
3102,   0.7876,   0.6756
3103,   0.7876, 0.677344
3104,   0.7876, 0.684832
3105,   0.7876, 0.675559
3106,   0.7876, 0.668823
3107,   0.7876,  0.67161
3108,   0.7876, 0.675792
3109,   0.7876, 0.672828
3110,   0.7876, 0.672123
3111,   0.7876, 0.673066
3112,   0.7876, 0.675005
3113,   0.7876, 0.677338
3114,   0.7876, 0.667811
3115,   0.7876, 0.668572
3116,   0.7876, 0.672901
3117,   0.7876, 0.673681
3118,   0.7876, 0.675206
3119,   0.7876, 0.681107
3120,   0.7876, 0.670837
3121,   0.7876, 0.669993
3122,   0.7876, 0.678203
3123,   0.7876, 0.678576
3124,   0.7878, 0.682022
3125,   0.7878, 0.677796
3126,   0.7878, 0.673401
3127,   0.7878, 0.682409
3128,   0.7878, 0.683109
3129,   0.7878, 0.687121
3130,   0.7878, 0.683007
3131,   0.7878, 0.677825
3132,   0.7878, 0.668845
3133,   0.7878, 0.673449
3134,   0.7878, 0.676974
3135,   0.7878, 0.678271
3136,   0.7878, 0.674662
3137,   0.7878, 0.677387
3138,   0.7878, 0.676776
3139,   0.7878, 0.671938
3140,   0.7878, 0.667852
3141,   0.7878, 0.675673
3142,   0.7878, 0.673572
3143,   0.7878, 0.667307
3144,   0.7878, 0.675621
3145,   0.7878, 0.677859
3146,   0.7878, 0.679841
3147,   0.7878, 0.679075
3148,   0.7878, 0.669473
3149,   0.7878, 0.667247
3150,   0.7878, 0.678537
3151,   0.7878, 0.687626
3152,   0.7878, 0.678555
3153,   0.7878, 0.678604
3154,   0.7878, 0.674673
3155,   0.7878, 0.673018
3156,   0.7878, 0.673785
3157,   0.7878, 0.678108
3158,   0.7878, 0.679726
3159,   0.7878, 0.670286
3160,   0.7878, 0.677208
3161,   0.7878, 0.673717
3162,   0.7878, 0.675658
3163,   0.7878, 0.674694
3164,   0.7878, 0.669205
3165,   0.7878, 0.669933
3166,   0.7878, 0.670053
3167,   0.7878, 0.679351
3168,   0.7878, 0.679662
3169,   0.7878, 0.673286
3170,   0.7878, 0.666124
3171,   0.7878,  0.67041
3172,   0.7878, 0.672985
3173,   0.7878, 0.670915
3174,   0.7878, 0.672698
3175,   0.7878, 0.676643
3176,   0.7878, 0.680753
3177,   0.7878, 0.674453
3178,   0.7878, 0.680409
3179,   0.7878, 0.676761
3180,   0.7878, 0.674015
3181,   0.7878, 0.678363
3182,   0.7878, 0.671081
3183,   0.7878, 0.679502
3184,   0.7878, 0.672668
3185,   0.7878,  0.67413
3186,   0.7878, 0.678657
3187,   0.7878, 0.676776
3188,   0.7878, 0.681119
3189,   0.7878, 0.677595
3190,   0.7878, 0.680984
3191,   0.7878, 0.681755
3192,   0.7878, 0.677807
3193,   0.7878, 0.682944
3194,   0.7878, 0.678602
3195,   0.7878, 0.682504
3196,   0.7878, 0.675578
3197,   0.7878, 0.677321
3198,   0.7876, 0.671344
3199,   0.7876, 0.669591
3200,   0.7876, 0.668953
3201,   0.7876, 0.675067
3202,   0.7876, 0.673436
3203,   0.7876, 0.678429
3204,   0.7876, 0.673643
3205,   0.7876, 0.672256
3206,   0.7876, 0.672085
3207,   0.7876, 0.678405
3208,   0.7876, 0.680153
3209,   0.7876,  0.67928
3210,   0.7876, 0.671916
3211,   0.7876,  0.67316
3212,   0.7876, 0.670005
3213,   0.7876, 0.670421
3214,   0.7876, 0.672661
3215,   0.7876, 0.675283
3216,   0.7876, 0.677773
3217,   0.7876, 0.680822
3218,   0.7876,  0.67807
3219,   0.7876, 0.672113
3220,   0.7876, 0.678919
3221,   0.7876, 0.679046
3222,   0.7876, 0.677248
3223,   0.7876, 0.673884
3224,   0.7876, 0.669572
3225,   0.7876, 0.673936
3226,   0.7876, 0.679581
3227,   0.7876, 0.676355
3228,   0.7876, 0.677141
3229,   0.7876, 0.674969
3230,   0.7876, 0.674262
3231,   0.7876, 0.669313
3232,   0.7876, 0.676491
3233,   0.7876, 0.675838
3234,   0.7876, 0.680972
3235,   0.7876, 0.675169
3236,   0.7876, 0.674564
3237,   0.7876, 0.672663
3238,   0.7876, 0.675259
3239,   0.7876, 0.665911
3240,   0.7876, 0.676902
3241,   0.7876, 0.683196
3242,   0.7876, 0.678377
3243,   0.7876, 0.669751
3244,   0.7876, 0.664137
3245,   0.7876, 0.667377
3246,   0.7876, 0.676931
3247,   0.7876, 0.677827
3248,   0.7876,  0.67655
3249,   0.7876, 0.671944
3250,   0.7876, 0.674962
3251,   0.7876, 0.678115
3252,   0.7876, 0.671169
3253,   0.7876, 0.674707
3254,   0.7876, 0.667448
3255,   0.7876, 0.681448
3256,   0.7876, 0.679329
3257,   0.7876, 0.679222
3258,   0.7876, 0.671275
3259,   0.7876, 0.673791
3260,   0.7876, 0.667051
3261,   0.7876, 0.667915
3262,   0.7876, 0.671985
3263,   0.7876, 0.679302
3264,   0.7876, 0.675354
3265,   0.7876, 0.670897
3266,   0.7876,  0.67204
3267,   0.7876, 0.671077
3268,   0.7876, 0.677423
3269,   0.7876, 0.671682
3270,   0.7876, 0.681284
3271,   0.7876, 0.678907
3272,   0.7876, 0.672146
3273,   0.7876,  0.67864
3274,   0.7876, 0.676302
3275,   0.7876, 0.677415
3276,   0.7876, 0.677383
3277,   0.7876, 0.679878
3278,   0.7876, 0.674846
3279,   0.7876, 0.673933
3280,   0.7876, 0.672791
3281,   0.7876,  0.67987
3282,   0.7876, 0.678289
3283,   0.7876, 0.676202
3284,   0.7876, 0.675342
3285,   0.7876, 0.681612
3286,   0.7876, 0.673811
3287,   0.7876, 0.680321
3288,   0.7876, 0.676293
3289,   0.7876, 0.676871
3290,   0.7876, 0.678432
3291,   0.7876, 0.671488
3292,   0.7876, 0.679162
3293,   0.7876,  0.67105
3294,   0.7876, 0.673649
3295,   0.7876,  0.67381
3296,   0.7876, 0.673843
3297,   0.7876, 0.676273
3298,   0.7876, 0.675227
3299,   0.7876, 0.672256
3300,   0.7876, 0.674612
3301,   0.7876, 0.675507
3302,   0.7876, 0.672935
3303,   0.7876, 0.670472
3304,   0.7876, 0.665267
3305,   0.7876, 0.672736
3306,   0.7876,  0.66714
3307,   0.7876, 0.673059
3308,   0.7876,  0.67519
3309,   0.7876, 0.675748
3310,   0.7876, 0.680581
3311,   0.7876, 0.674988
3312,   0.7876, 0.674334
3313,   0.7876, 0.671599
3314,   0.7876, 0.665518
3315,   0.7876, 0.676905
3316,   0.7876, 0.669593
3317,   0.7876, 0.676058
3318,   0.7876, 0.670151
3319,   0.7876, 0.678738
3320,   0.7876, 0.678554
3321,   0.7876,  0.67338
3322,   0.7876, 0.678313
3323,   0.7876, 0.675457
3324,   0.7876, 0.679546
3325,   0.7876, 0.670497
3326,   0.7876, 0.661277
3327,   0.7876, 0.670426
3328,   0.7876, 0.677847
3329,   0.7876, 0.678044
3330,   0.7876, 0.678503
3331,   0.7876, 0.681799
3332,   0.7876, 0.677033
3333,   0.7876, 0.682504
3334,   0.7876, 0.679891
3335,   0.7876, 0.679552
3336,   0.7876,  0.67245
3337,   0.7876,  0.67496
3338,   0.7876, 0.678347
3339,   0.7876,  0.67621
3340,   0.7876, 0.676097
3341,   0.7876, 0.676235
3342,   0.7876, 0.673091
3343,   0.7876,  0.67863
3344,   0.7876,  0.67015
3345,   0.7876, 0.683875
3346,   0.7876, 0.681244
3347,   0.7876, 0.679999
3348,   0.7876, 0.677278
3349,   0.7876, 0.681706
3350,   0.7876, 0.680984
3351,   0.7876, 0.685153
3352,   0.7876, 0.686707
3353,   0.7876, 0.675044
3354,   0.7876, 0.676108
3355,   0.7876, 0.679553
3356,   0.7876, 0.676248
3357,   0.7876, 0.671018
3358,   0.7876, 0.675083
3359,   0.7876, 0.679398
3360,   0.7876,  0.67775
3361,   0.7876, 0.680453
3362,   0.7876,  0.68478
3363,   0.7876, 0.683846
3364,   0.7876,   0.6784
3365,   0.7876, 0.673515
3366,   0.7876, 0.666903
3367,   0.7876, 0.666688
3368,   0.7876, 0.675103
3369,   0.7876, 0.676535
3370,   0.7876, 0.672369
3371,   0.7876, 0.682006
3372,   0.7876, 0.677229
3373,   0.7876, 0.674918
3374,   0.7876, 0.680266
3375,   0.7876, 0.672906
3376,   0.7876, 0.681359
3377,   0.7876, 0.678874
3378,   0.7876, 0.680709
3379,   0.7876, 0.674975
3380,   0.7876, 0.677861
3381,   0.7876, 0.675821
3382,   0.7876,  0.67026
3383,   0.7876, 0.678221
3384,   0.7876, 0.678188
3385,   0.7876, 0.674707
3386,   0.7876, 0.676725
3387,   0.7876, 0.677587
3388,   0.7876, 0.678932
3389,   0.7876, 0.676154
3390,   0.7876, 0.671443
3391,   0.7876, 0.675568
3392,   0.7876, 0.679114
3393,   0.7876, 0.669047
3394,   0.7876, 0.681572
3395,   0.7876, 0.671975
3396,   0.7876, 0.673421
3397,   0.7876, 0.672669
3398,   0.7876, 0.673538
3399,   0.7876, 0.678182
3400,   0.7876, 0.683192
3401,   0.7876, 0.680839
3402,   0.7876, 0.674059
3403,   0.7876, 0.680265
3404,   0.7876, 0.687288
3405,   0.7876, 0.678045
3406,   0.7876,   0.6779
3407,   0.7876, 0.679601
3408,   0.7876, 0.681807
3409,   0.7876,  0.67711
3410,   0.7876, 0.669886
3411,   0.7876, 0.682208
3412,   0.7876, 0.679496
3413,   0.7876, 0.686701
3414,   0.7876, 0.681606
3415,   0.7876, 0.673741
3416,   0.7876, 0.675898
3417,   0.7876, 0.673526
3418,   0.7876, 0.679158
3419,   0.7876, 0.678118
3420,   0.7876, 0.676617
3421,   0.7876, 0.670322
3422,   0.7876, 0.677046
3423,   0.7876, 0.674179
3424,   0.7876, 0.684802
3425,   0.7876, 0.681301
3426,   0.7876, 0.689077
3427,   0.7876, 0.680545
3428,   0.7876,  0.67803
3429,   0.7876,    0.673
3430,   0.7876,   0.6706
3431,   0.7876, 0.676253
3432,   0.7876, 0.679191
3433,   0.7876, 0.678846
3434,   0.7876,  0.68368
3435,   0.7876, 0.676184
3436,   0.7876,  0.67586
3437,   0.7876, 0.671196
3438,   0.7876, 0.679157
3439,   0.7876, 0.681245
3440,   0.7876, 0.668006
3441,   0.7876, 0.673298
3442,   0.7876,  0.66665
3443,   0.7876, 0.668913
3444,   0.7876, 0.667559
3445,   0.7876, 0.670516
3446,   0.7876, 0.676027
3447,   0.7876, 0.673943
3448,   0.7876, 0.674798
3449,   0.7876,  0.67633
3450,   0.7876, 0.677218
3451,   0.7876,  0.68066
3452,   0.7876,  0.67138
3453,   0.7876, 0.677529
3454,   0.7876, 0.678806
3455,   0.7876, 0.675816
3456,   0.7876, 0.679075
3457,   0.7876, 0.682038
3458,   0.7876, 0.677156
3459,   0.7876, 0.673314
3460,   0.7876, 0.674855
3461,   0.7876, 0.673177
3462,   0.7876, 0.676608
3463,   0.7876, 0.677925
3464,   0.7876, 0.675389
3465,   0.7876,  0.67401
3466,   0.7876, 0.669887
3467,   0.7876, 0.669593
3468,   0.7876, 0.665984
3469,   0.7876, 0.672354
3470,   0.7876, 0.674605
3471,   0.7876, 0.680552
3472,   0.7876, 0.663047
3473,   0.7876, 0.680261
3474,   0.7876, 0.679321
3475,   0.7876, 0.674021
3476,   0.7876, 0.672708
3477,   0.7876, 0.681088
3478,   0.7876, 0.675511
3479,   0.7876, 0.675138
3480,   0.7876, 0.682121
3481,   0.7876, 0.680178
3482,   0.7876, 0.674658
3483,   0.7876, 0.677006
3484,   0.7876, 0.674374
3485,   0.7876, 0.674182
3486,   0.7876, 0.675481
3487,   0.7876, 0.670741
3488,   0.7876, 0.685923
3489,   0.7876, 0.687521
3490,   0.7876, 0.682679
3491,   0.7876, 0.676587
3492,   0.7876, 0.673477
3493,   0.7876,  0.67788
3494,   0.7876, 0.680947
3495,   0.7876,  0.67344
3496,   0.7876, 0.673199
3497,   0.7876, 0.676669
3498,   0.7876, 0.683628
3499,   0.7876, 0.677369
3500,   0.7876, 0.681446
3501,   0.7876, 0.681437
3502,   0.7876, 0.679016
3503,   0.7876, 0.683354
3504,   0.7876, 0.678407
3505,   0.7876, 0.676082
3506,   0.7876, 0.680135
3507,   0.7876, 0.677783
3508,   0.7876, 0.665471
3509,   0.7876,  0.66718
3510,   0.7876, 0.677737
3511,   0.7876, 0.678318
3512,   0.7876,  0.67851
3513,   0.7876, 0.674784
3514,   0.7876, 0.671286
3515,   0.7876, 0.675607
3516,   0.7876, 0.673919
3517,   0.7876, 0.683868
3518,   0.7876, 0.677367
3519,   0.7876, 0.678556
3520,   0.7876, 0.677581
3521,   0.7876, 0.673611
3522,   0.7876, 0.676069
3523,   0.7876, 0.680891
3524,   0.7876, 0.686361
3525,   0.7876, 0.676064
3526,   0.7876, 0.680258
3527,   0.7876, 0.684754
3528,   0.7876, 0.677383
3529,   0.7876, 0.669982
3530,   0.7876, 0.675889
3531,   0.7876, 0.677342
3532,   0.7876, 0.675681
3533,   0.7876, 0.674591
3534,   0.7876, 0.674944
3535,   0.7876, 0.677835
3536,   0.7876, 0.682067
3537,   0.7876, 0.674702
3538,   0.7876, 0.663991
3539,   0.7876, 0.667046
3540,   0.7876, 0.673131
3541,   0.7876, 0.676303
3542,   0.7876, 0.671431
3543,   0.7876, 0.674761
3544,   0.7876, 0.677085
3545,   0.7876, 0.680045
3546,   0.7876, 0.684382
3547,   0.7876, 0.678656
3548,   0.7876, 0.677411
3549,   0.7876, 0.675638
3550,   0.7876, 0.678647
3551,   0.7876, 0.673141
3552,   0.7876, 0.671457
3553,   0.7876, 0.673105
3554,   0.7876, 0.667991
3555,   0.7876, 0.668098
3556,   0.7876, 0.677656
3557,   0.7876, 0.672592
3558,   0.7876, 0.671203
3559,   0.7876, 0.676703
3560,   0.7876, 0.678374
3561,   0.7876, 0.675331
3562,   0.7876, 0.677522
3563,   0.7876, 0.682293
3564,   0.7876, 0.679359
3565,   0.7876, 0.679406
3566,   0.7876, 0.674164
3567,   0.7876, 0.678168
3568,   0.7876, 0.667928
3569,   0.7876, 0.671938
3570,   0.7876, 0.678421
3571,   0.7876, 0.676185
3572,   0.7876, 0.673228
3573,   0.7876, 0.673473
3574,   0.7876, 0.682644
3575,   0.7876, 0.681482
3576,   0.7876, 0.680621
3577,   0.7876, 0.673719
3578,   0.7876, 0.667895
3579,   0.7876, 0.666511
3580,   0.7876, 0.675104
3581,   0.7876, 0.679579
3582,   0.7876, 0.676399
3583,   0.7876,  0.67522
3584,   0.7876, 0.669755
3585,   0.7876, 0.673295
3586,   0.7876, 0.674308
3587,   0.7876, 0.672435
3588,   0.7876, 0.676468
3589,   0.7876, 0.678265
3590,   0.7876, 0.675046
3591,   0.7876, 0.680403
3592,   0.7876, 0.671468
3593,   0.7876, 0.674647
3594,   0.7876, 0.671643
3595,   0.7876, 0.677971
3596,   0.7876, 0.672692
3597,   0.7876, 0.669187
3598,   0.7876, 0.670318
3599,   0.7876, 0.673395
3600,   0.7876, 0.677689
3601,   0.7876, 0.674985
3602,   0.7876, 0.683006
3603,   0.7876, 0.680739
3604,   0.7876, 0.671468
3605,   0.7876, 0.669053
3606,   0.7876, 0.677676
3607,   0.7876, 0.670807
3608,   0.7876, 0.669062
3609,   0.7876, 0.679603
3610,   0.7876, 0.680221
3611,   0.7876, 0.680282
3612,   0.7876,  0.67803
3613,   0.7876,  0.68206
3614,   0.7876, 0.673068
3615,   0.7876, 0.682108
3616,   0.7876, 0.676549
3617,   0.7876, 0.672113
3618,   0.7876, 0.669641
3619,   0.7876,  0.67744
3620,   0.7876, 0.681719
3621,   0.7876, 0.672334
3622,   0.7868, 0.675108
3623,   0.7868, 0.678084
3624,   0.7868,  0.67739
3625,   0.7868, 0.677762
3626,   0.7868, 0.670603
3627,   0.7868, 0.667992
3628,   0.7868, 0.666487
3629,   0.7868,  0.66423
3630,   0.7868, 0.666701
3631,   0.7868,   0.6707
3632,   0.7868, 0.680853
3633,   0.7868,  0.67451
3634,   0.7868, 0.675389
3635,   0.7868, 0.686839
3636,   0.7868, 0.678698
3637,   0.7868, 0.680057
3638,   0.7868, 0.674739
3639,   0.7868, 0.677445
3640,   0.7868, 0.681134
3641,   0.7868, 0.678045
3642,   0.7868, 0.676996
3643,   0.7868, 0.670757
3644,   0.7868, 0.667858
3645,   0.7868, 0.671706
3646,   0.7868, 0.677062
3647,   0.7868, 0.676449
3648,   0.7868, 0.673528
3649,   0.7894,  0.67624
3650,   0.7894, 0.680156
3651,   0.7894, 0.681131
3652,   0.7894, 0.676083
3653,   0.7894, 0.672331
3654,   0.7894, 0.669762
3655,   0.7894, 0.672362
3656,   0.7894,  0.67515
3657,   0.7894, 0.682305
3658,   0.7894, 0.674837
3659,   0.7894, 0.668613
3660,   0.7894, 0.673036
3661,   0.7894,   0.6667
3662,   0.7894, 0.665532
3663,   0.7894, 0.674445
3664,   0.7894, 0.677733
3665,   0.7894, 0.678946
3666,   0.7894, 0.676635
3667,   0.7894, 0.676943
3668,   0.7894, 0.671685
3669,   0.7894, 0.672482
3670,   0.7894, 0.681163
3671,   0.7894, 0.681089
3672,   0.7894, 0.680541
3673,   0.7894, 0.676599
3674,   0.7894, 0.680106
3675,   0.7894,  0.67574
3676,   0.7894, 0.678363
3677,   0.7894, 0.678444
3678,   0.7894,  0.68318
3679,   0.7894, 0.677956
3680,   0.7894, 0.676558
3681,   0.7894, 0.684099
3682,   0.7894, 0.676728
3683,   0.7894, 0.678964
3684,   0.7894, 0.676138
3685,   0.7894, 0.674241
3686,   0.7894, 0.678726
3687,   0.7894, 0.684187
3688,   0.7894,  0.68305
3689,   0.7894, 0.682194
3690,   0.7894, 0.679085
3691,   0.7894, 0.680984
3692,   0.7894, 0.681043
3693,   0.7894, 0.670625
3694,   0.7894, 0.674961
3695,   0.7894,  0.67864
3696,   0.7894, 0.678515
3697,   0.7894, 0.668034
3698,   0.7894, 0.674188
3699,   0.7894, 0.677359
3700,   0.7894, 0.676426
3701,   0.7894, 0.679682
3702,   0.7894, 0.675938
3703,   0.7894, 0.680255
3704,   0.7894, 0.674079
3705,   0.7894,   0.6767
3706,   0.7894, 0.673053
3707,   0.7894, 0.676112
3708,   0.7894, 0.673694
3709,   0.7894, 0.676019
3710,   0.7894, 0.671704
3711,   0.7894, 0.668354
3712,   0.7894, 0.674842
3713,   0.7894, 0.671704
3714,   0.7894, 0.675161
3715,   0.7894, 0.674713
3716,   0.7894, 0.676844
3717,   0.7894, 0.677509
3718,   0.7894, 0.679909
3719,   0.7894, 0.682942
3720,   0.7894, 0.683606
3721,   0.7894, 0.680155
3722,   0.7894, 0.675025
3723,   0.7894, 0.685611
3724,   0.7894, 0.685817
3725,   0.7894, 0.686319
3726,   0.7894, 0.678338
3727,   0.7894, 0.669503
3728,   0.7894, 0.680848
3729,   0.7894, 0.680224
3730,   0.7894, 0.675723
3731,   0.7894, 0.675843
3732,   0.7894, 0.678011
3733,   0.7894, 0.679241
3734,   0.7894, 0.680339
3735,   0.7894, 0.682817
3736,   0.7894, 0.678518
3737,   0.7894, 0.668678
3738,   0.7894, 0.678681
3739,   0.7894, 0.673623
3740,   0.7894, 0.679118
3741,   0.7894, 0.673525
3742,   0.7894, 0.670846
3743,   0.7894, 0.672393
3744,   0.7894, 0.672404
3745,   0.7894, 0.675303
3746,   0.7894, 0.673376
3747,   0.7894, 0.679308
3748,   0.7894, 0.674074
3749,   0.7894, 0.674986
3750,   0.7894, 0.675952
3751,   0.7894, 0.677735
3752,   0.7894, 0.675704
3753,   0.7894,  0.67633
3754,   0.7894, 0.669892
3755,   0.7894,  0.67973
3756,   0.7894, 0.680652
3757,   0.7894, 0.673259
