gen, ranking_scalar_uniform_best, ranking_scalar_uniform_ave
 937,   0.7605, 0.644677
 938,   0.7605, 0.647505
 939,   0.7605, 0.649073
 940,   0.7605, 0.646517
 941,   0.7605, 0.648184
 942,    0.762, 0.652777
 943,    0.762, 0.646897
 944,    0.762, 0.647786
 945,    0.762, 0.644869
 946,    0.762, 0.645684
 947,    0.762, 0.646064
 948,    0.762, 0.647022
 949,   0.7676,  0.64786
 950,   0.7676, 0.649164
 951,   0.7676, 0.650154
 952,   0.7676, 0.649651
 953,   0.7676,  0.65752
 954,    0.766, 0.664545
 955,    0.766, 0.653172
 956,    0.766,  0.64587
 957,   0.7747, 0.643338
 958,   0.7747, 0.653601
 959,   0.7747, 0.667094
 960,   0.7747,  0.66026
 961,   0.7747, 0.666614
 962,   0.7747, 0.668307
 963,   0.7747, 0.659047
 964,   0.7747, 0.655897
 965,   0.7747, 0.657258
 966,   0.7747, 0.667638
 967,   0.7747, 0.668034
 968,   0.7747, 0.660181
 969,   0.7747, 0.659865
 970,   0.7759, 0.666014
 971,   0.7759, 0.664666
 972,   0.7759, 0.668882
 973,   0.7759, 0.668531
 974,   0.7759, 0.660753
 975,   0.7759, 0.673741
 976,   0.7759, 0.665524
 977,   0.7759, 0.660539
 978,   0.7759, 0.664402
 979,   0.7759, 0.668513
 980,   0.7759, 0.663875
 981,   0.7759, 0.663221
 982,   0.7759, 0.670476
 983,   0.7796, 0.661676
 984,   0.7796, 0.662617
 985,   0.7796, 0.656814
 986,   0.7796,  0.66508
 987,   0.7796, 0.667023
 988,   0.7796, 0.661336
 989,   0.7796, 0.670603
 990,   0.7796, 0.668732
 991,   0.7796, 0.670404
 992,   0.7796, 0.670321
 993,   0.7796,   0.6625
 994,   0.7796, 0.668326
 995,   0.7778, 0.663298
 996,   0.7756, 0.671543
 997,   0.7756,  0.66511
 998,   0.7756, 0.666992
 999,   0.7756, 0.666839
1000,   0.7756, 0.667948
1001,   0.7756, 0.666844
1002,   0.7756, 0.662235
1003,   0.7756, 0.665475
1004,    0.774, 0.669382
1005,    0.779, 0.667676
1006,    0.779, 0.671676
1007,    0.779, 0.667934
1008,    0.779, 0.670788
1009,    0.779, 0.664786
1010,    0.779, 0.671779
1011,    0.779, 0.667521
1012,    0.779, 0.666246
1013,   0.7725, 0.661117
1014,   0.7725, 0.672287
1015,   0.7725, 0.667556
1016,   0.7725, 0.675267
1017,   0.7725, 0.671492
1018,   0.7725, 0.673041
1019,   0.7725, 0.669101
1020,   0.7725, 0.673218
1021,   0.7725,  0.66465
1022,   0.7725, 0.666564
1023,   0.7725, 0.663653
1024,   0.7725, 0.667607
1025,   0.7725, 0.670621
1026,   0.7725, 0.668031
1027,   0.7725, 0.671532
1028,   0.7725, 0.677784
1029,   0.7725, 0.678925
1030,   0.7725, 0.669463
1031,   0.7725, 0.667965
1032,   0.7725, 0.669236
1033,   0.7725, 0.668195
1034,   0.7725, 0.670641
1035,   0.7725, 0.670285
1036,   0.7749, 0.664671
1037,   0.7749, 0.671847
1038,   0.7749, 0.671111
1039,   0.7749, 0.667155
1040,   0.7749, 0.672848
1041,   0.7749, 0.678827
1042,   0.7781, 0.681179
1043,   0.7781, 0.675088
1044,   0.7781, 0.671606
1045,   0.7769, 0.665567
1046,   0.7769,  0.66499
1047,   0.7769, 0.664517
1048,   0.7769, 0.671815
1049,   0.7769, 0.668173
1050,   0.7769, 0.662389
1051,   0.7769, 0.665362
1052,   0.7769, 0.674079
1053,   0.7769, 0.667396
1054,   0.7769, 0.673649
1055,   0.7772, 0.675382
1056,   0.7772,  0.66938
1057,   0.7772, 0.671256
1058,   0.7772, 0.670413
1059,   0.7772, 0.669912
1060,   0.7772, 0.673755
1061,   0.7772, 0.669138
1062,   0.7772,  0.67475
1063,   0.7772, 0.682996
1064,   0.7772, 0.672774
1065,   0.7772, 0.669151
1066,   0.7772, 0.676548
1067,   0.7772, 0.677251
1068,   0.7772, 0.677332
1069,   0.7772, 0.670525
1070,   0.7772, 0.674549
1071,   0.7772, 0.678501
1072,   0.7772, 0.668329
1073,   0.7772, 0.671915
1074,   0.7772, 0.668944
1075,   0.7772, 0.678889
1076,   0.7772, 0.670267
1077,   0.7772, 0.673315
1078,   0.7772, 0.673661
1079,   0.7772, 0.678577
1080,   0.7772,  0.67591
1081,   0.7772, 0.677124
1082,   0.7772, 0.679909
1083,   0.7772, 0.672864
1084,   0.7772, 0.667672
1085,   0.7772, 0.673827
1086,   0.7772, 0.677403
1087,   0.7772, 0.679878
1088,   0.7772, 0.676491
1089,   0.7772,  0.66827
1090,   0.7772, 0.666789
1091,   0.7772, 0.677709
1092,   0.7772, 0.671934
1093,   0.7772, 0.673983
1094,   0.7772, 0.677752
1095,   0.7772,  0.67646
1096,   0.7772, 0.667139
1097,   0.7772, 0.664486
1098,   0.7772, 0.672547
1099,   0.7772, 0.670306
1100,   0.7772, 0.671148
1101,   0.7772,  0.66998
1102,   0.7772,  0.67696
1103,   0.7772, 0.670003
1104,   0.7772, 0.668644
1105,   0.7772, 0.669191
1106,   0.7772, 0.666109
1107,   0.7772, 0.671783
1108,   0.7772, 0.673517
1109,   0.7772, 0.676283
1110,   0.7772, 0.671911
1111,   0.7772, 0.669935
1112,   0.7772, 0.672923
1113,   0.7772, 0.667341
1114,   0.7772, 0.672668
1115,   0.7772, 0.676148
1116,   0.7784, 0.669369
1117,   0.7784, 0.671739
1118,   0.7784, 0.676415
1119,   0.7784, 0.675879
1120,   0.7784, 0.677966
1121,   0.7784, 0.668259
1122,   0.7784, 0.672579
1123,   0.7784, 0.668301
1124,   0.7784, 0.668529
1125,   0.7784, 0.673582
1126,   0.7784,  0.67878
1127,   0.7784, 0.679217
1128,   0.7784, 0.678699
1129,   0.7784, 0.673044
1130,   0.7784, 0.664496
1131,   0.7784, 0.675957
1132,   0.7784, 0.675071
1133,   0.7784,  0.67975
1134,   0.7784, 0.675786
1135,   0.7784, 0.673845
1136,   0.7784, 0.674892
1137,   0.7784, 0.678372
1138,   0.7784, 0.669895
1139,   0.7784, 0.673376
1140,   0.7784, 0.669025
1141,   0.7784, 0.670919
1142,    0.778, 0.678118
1143,    0.778, 0.673663
1144,    0.778, 0.673693
1145,    0.778,  0.67683
1146,    0.778, 0.673346
1147,    0.778, 0.671438
1148,    0.778,  0.68061
1149,    0.778, 0.668537
1150,    0.778,  0.67693
1151,   0.7782, 0.675166
1152,   0.7782, 0.683856
1153,   0.7782, 0.670723
1154,   0.7782, 0.670406
1155,   0.7782, 0.673448
1156,   0.7782, 0.674379
1157,   0.7782, 0.671957
1158,   0.7782, 0.674255
1159,   0.7782, 0.677284
1160,   0.7782, 0.670654
1161,   0.7782, 0.674746
1162,   0.7782, 0.671911
1163,   0.7782,  0.67397
1164,   0.7782, 0.662396
1165,   0.7782, 0.673068
1166,   0.7782, 0.669909
1167,   0.7782, 0.671031
1168,   0.7782,    0.669
1169,   0.7782, 0.673173
1170,   0.7782, 0.678293
1171,   0.7782, 0.677405
1172,   0.7782, 0.669397
1173,   0.7765, 0.671942
1174,   0.7765,  0.66735
1175,   0.7765, 0.671818
1176,   0.7765, 0.668822
1177,   0.7765, 0.672052
1178,   0.7765, 0.669175
1179,   0.7765, 0.672416
1180,   0.7765, 0.670098
1181,   0.7765, 0.672916
1182,   0.7765, 0.667959
1183,   0.7765, 0.665215
1184,   0.7765, 0.672598
1185,   0.7765, 0.672225
1186,   0.7765, 0.668815
1187,   0.7765, 0.665736
1188,   0.7765, 0.673452
1189,   0.7765,  0.66894
1190,   0.7765, 0.670052
1191,   0.7765,  0.66857
1192,   0.7765, 0.666475
1193,   0.7765, 0.663836
1194,   0.7791, 0.662722
1195,   0.7791, 0.672939
1196,   0.7791, 0.667689
1197,   0.7791, 0.664626
1198,   0.7791, 0.664046
1199,   0.7791, 0.668904
1200,   0.7791, 0.675149
1201,   0.7791, 0.674891
1202,   0.7791, 0.674181
1203,   0.7764, 0.677738
1204,   0.7764, 0.673531
1205,   0.7764, 0.674075
1206,   0.7764, 0.670078
1207,   0.7812, 0.668489
1208,   0.7812, 0.668254
1209,   0.7812, 0.671346
1210,   0.7812,  0.67311
1211,   0.7812, 0.667306
1212,   0.7812,  0.65925
1213,   0.7812, 0.667604
1214,   0.7812, 0.666782
1215,   0.7812, 0.672216
1216,   0.7812, 0.680926
1217,   0.7812, 0.678724
1218,   0.7812, 0.677462
1219,   0.7812, 0.670206
1220,   0.7812, 0.665793
1221,   0.7812, 0.672085
1222,   0.7812, 0.670349
1223,   0.7812, 0.662037
1224,   0.7812, 0.669849
1225,   0.7812, 0.668715
1226,   0.7812, 0.673559
1227,   0.7812, 0.668282
1228,   0.7812, 0.668003
1229,     0.78, 0.668177
1230,     0.78,  0.67694
1231,     0.78, 0.668401
1232,     0.78, 0.671321
1233,     0.78, 0.672288
1234,     0.78, 0.668396
1235,     0.78, 0.662551
1236,     0.78, 0.664915
1237,     0.78, 0.671974
1238,     0.78, 0.667903
1239,     0.78, 0.672739
1240,     0.78, 0.669553
1241,     0.78, 0.664885
1242,     0.78, 0.670469
1243,     0.78, 0.667152
1244,     0.78,  0.65635
1245,     0.78,  0.66508
1246,     0.78, 0.666864
1247,     0.78, 0.668208
1248,     0.78, 0.664283
1249,     0.78, 0.658433
1250,     0.78,  0.66298
1251,     0.78, 0.672177
1252,     0.78, 0.668299
1253,     0.78, 0.667861
1254,     0.78, 0.665161
1255,     0.78, 0.665938
1256,     0.78, 0.662797
1257,     0.78, 0.661973
1258,     0.78, 0.671534
1259,     0.78, 0.668562
1260,     0.78, 0.671162
1261,     0.78,  0.67265
1262,     0.78, 0.668964
1263,     0.78, 0.662594
1264,     0.78, 0.667255
1265,     0.78, 0.660072
1266,     0.78, 0.669909
1267,     0.78, 0.670245
1268,     0.78, 0.667634
1269,     0.78, 0.666635
1270,     0.78, 0.662402
1271,     0.78, 0.665061
1272,     0.78, 0.665982
1273,     0.78, 0.667427
1274,     0.78, 0.677092
1275,     0.78, 0.673851
1276,     0.78, 0.673675
1277,     0.78, 0.673174
1278,     0.78, 0.670756
1279,     0.78, 0.673864
1280,     0.78, 0.671925
1281,     0.78, 0.666138
1282,     0.78,  0.67457
1283,   0.7767,  0.67073
1284,   0.7767, 0.673553
1285,   0.7767,  0.66697
1286,   0.7767, 0.670474
1287,   0.7767, 0.670334
1288,   0.7767, 0.670259
1289,   0.7767, 0.670985
1290,   0.7767, 0.667938
1291,   0.7767, 0.668613
1292,   0.7767, 0.671148
1293,   0.7767, 0.668689
1294,   0.7767, 0.669259
1295,   0.7767, 0.676561
1296,   0.7767, 0.674526
1297,   0.7767, 0.671981
1298,   0.7767, 0.667607
1299,   0.7767, 0.667059
1300,   0.7767, 0.674246
1301,   0.7767, 0.672955
1302,   0.7772, 0.672856
1303,   0.7772, 0.671782
1304,   0.7772, 0.673275
1305,   0.7772, 0.674553
1306,   0.7772, 0.671942
1307,   0.7772,  0.66776
1308,   0.7772, 0.670459
1309,   0.7776, 0.671147
1310,   0.7776, 0.674712
1311,   0.7776, 0.668127
1312,   0.7776, 0.671715
1313,   0.7833, 0.666125
1314,   0.7814, 0.668565
1315,   0.7814, 0.670455
1316,   0.7814, 0.660458
1317,   0.7814, 0.663631
1318,   0.7814, 0.666067
1319,   0.7814, 0.673029
1320,   0.7814, 0.665141
1321,   0.7814, 0.669044
1322,   0.7814, 0.659291
1323,   0.7814, 0.664209
1324,   0.7814, 0.664514
1325,   0.7814, 0.665712
1326,   0.7814, 0.664321
1327,   0.7814, 0.669825
1328,   0.7814, 0.673373
1329,   0.7814, 0.675607
1330,   0.7814, 0.665214
1331,   0.7814, 0.667388
1332,   0.7814, 0.670668
1333,   0.7814, 0.671013
1334,   0.7814, 0.665859
1335,   0.7814, 0.674015
1336,   0.7814, 0.681575
1337,   0.7814, 0.675665
1338,   0.7814,    0.673
1339,   0.7814, 0.681176
1340,   0.7814, 0.672768
1341,   0.7814, 0.675583
1342,   0.7814, 0.669908
1343,   0.7814, 0.663797
1344,   0.7814, 0.661408
1345,   0.7814, 0.664479
1346,   0.7814, 0.671983
1347,   0.7814,  0.66743
1348,   0.7814, 0.673124
1349,   0.7814,   0.6689
1350,   0.7814, 0.669886
1351,   0.7814, 0.663299
1352,   0.7814, 0.676575
1353,   0.7814, 0.673748
1354,   0.7814, 0.674257
1355,   0.7814, 0.669273
1356,   0.7814, 0.667513
1357,   0.7814, 0.677634
1358,   0.7814, 0.673797
1359,   0.7814, 0.671833
1360,   0.7814, 0.664089
1361,   0.7814, 0.652893
1362,   0.7814, 0.657058
1363,   0.7814, 0.665294
1364,    0.781, 0.672539
1365,    0.781, 0.678645
1366,    0.781, 0.675222
1367,    0.781,  0.67168
1368,    0.781, 0.669953
1369,    0.781,  0.67346
1370,    0.781, 0.676967
1371,   0.7795, 0.678678
1372,   0.7795, 0.673544
1373,   0.7795, 0.675654
1374,   0.7795, 0.669363
1375,   0.7795, 0.673226
1376,   0.7795, 0.669544
1377,   0.7795, 0.678675
1378,   0.7795, 0.672419
1379,   0.7795, 0.665925
1380,   0.7795, 0.667332
1381,   0.7795, 0.668825
1382,   0.7795, 0.662202
1383,   0.7795, 0.669425
1384,   0.7795, 0.666879
1385,   0.7795, 0.677549
1386,   0.7795,  0.66371
1387,   0.7795, 0.675036
1388,   0.7795, 0.671779
1389,   0.7795, 0.675279
1390,   0.7795, 0.673731
1391,   0.7795, 0.665879
1392,   0.7795,  0.66785
1393,   0.7795, 0.665989
1394,   0.7795, 0.668607
1395,   0.7795, 0.670505
1396,   0.7837, 0.667432
1397,   0.7837, 0.660506
1398,   0.7837, 0.672428
1399,   0.7837, 0.668781
1400,   0.7837, 0.669389
1401,   0.7837, 0.666688
1402,   0.7837, 0.672253
1403,   0.7837, 0.664453
1404,    0.783, 0.667185
1405,    0.783, 0.682643
1406,    0.783, 0.666918
1407,    0.783, 0.668865
1408,    0.783,  0.66994
1409,    0.783, 0.673623
1410,    0.783, 0.676266
1411,    0.783, 0.677085
1412,    0.783, 0.675852
1413,    0.783, 0.676991
1414,    0.783, 0.681377
1415,    0.783, 0.683342
1416,    0.783, 0.674786
1417,    0.783, 0.675946
1418,    0.783, 0.674619
1419,    0.783, 0.671391
1420,    0.783, 0.680778
1421,    0.783, 0.674109
1422,    0.783, 0.667454
1423,   0.7806, 0.668211
1424,   0.7806, 0.678278
1425,   0.7806, 0.675842
1426,   0.7806, 0.682476
1427,   0.7806, 0.675161
1428,   0.7806, 0.669374
1429,   0.7798,  0.67313
1430,   0.7798, 0.674491
1431,   0.7798, 0.673313
1432,   0.7798, 0.668705
1433,   0.7798, 0.671485
1434,   0.7798, 0.668894
1435,   0.7798, 0.673965
1436,   0.7798, 0.674843
1437,   0.7798,  0.67055
1438,   0.7798,  0.67706
1439,   0.7798, 0.677319
1440,   0.7798, 0.667353
1441,   0.7798, 0.671929
1442,   0.7822,  0.66746
1443,   0.7822, 0.667804
1444,   0.7822, 0.669722
1445,   0.7822, 0.672427
1446,   0.7822, 0.677585
1447,   0.7822, 0.675385
1448,   0.7822, 0.672433
1449,   0.7822, 0.666525
1450,   0.7822, 0.668477
1451,   0.7822, 0.673915
1452,   0.7857, 0.678845
1453,   0.7857,  0.67223
1454,   0.7857, 0.672375
1455,   0.7857, 0.673778
1456,   0.7828,  0.67833
1457,   0.7828, 0.678191
1458,   0.7828, 0.677478
1459,   0.7817, 0.677196
1460,   0.7817, 0.670377
1461,   0.7817, 0.672927
1462,   0.7831, 0.679792
1463,   0.7831, 0.678747
1464,   0.7831, 0.680325
1465,   0.7831, 0.678703
1466,   0.7831, 0.674875
1467,   0.7831, 0.664512
1468,   0.7831,  0.67104
1469,   0.7831, 0.677764
1470,   0.7831, 0.670204
1471,   0.7831, 0.677221
1472,   0.7831, 0.676855
1473,   0.7831, 0.676166
1474,   0.7831, 0.674185
1475,   0.7831, 0.677708
1476,   0.7831, 0.678203
1477,   0.7831, 0.675401
1478,   0.7831, 0.675052
1479,   0.7831, 0.668593
1480,   0.7831, 0.675053
1481,   0.7831, 0.672037
1482,   0.7831, 0.676326
1483,   0.7831, 0.682684
1484,   0.7831, 0.676388
1485,   0.7831, 0.681343
1486,   0.7831, 0.681478
1487,   0.7813, 0.681767
1488,   0.7813, 0.682696
1489,   0.7813, 0.672658
1490,   0.7813, 0.678328
1491,   0.7813, 0.671976
1492,   0.7813, 0.670371
1493,   0.7813,   0.6765
1494,   0.7813, 0.682217
1495,   0.7813, 0.679671
1496,   0.7813, 0.672678
1497,   0.7813, 0.676939
1498,   0.7813, 0.673598
1499,   0.7813, 0.676377
1500,   0.7813, 0.685844
1501,   0.7813, 0.671521
1502,   0.7819, 0.670743
1503,   0.7819, 0.677331
1504,   0.7819, 0.674936
1505,   0.7819, 0.671648
1506,   0.7819, 0.669647
1507,   0.7819, 0.663658
1508,   0.7819,  0.66306
1509,   0.7819, 0.656164
1510,   0.7819, 0.665294
1511,   0.7819, 0.670932
1512,   0.7819, 0.672512
1513,   0.7819, 0.671547
1514,   0.7819, 0.676216
1515,   0.7819,  0.67002
1516,   0.7819, 0.674577
1517,    0.784, 0.675534
1518,    0.784, 0.674592
1519,    0.784, 0.677306
1520,    0.784, 0.675054
1521,    0.784, 0.663535
1522,    0.784, 0.668107
1523,    0.784, 0.678495
1524,    0.784, 0.675168
1525,    0.784, 0.680596
1526,    0.784, 0.677035
1527,    0.784, 0.680084
1528,    0.784, 0.670716
1529,    0.784, 0.679636
1530,    0.784, 0.678615
1531,   0.7797, 0.680105
1532,   0.7797, 0.677881
1533,   0.7797, 0.670931
1534,   0.7831, 0.678091
1535,   0.7825, 0.677737
1536,   0.7825, 0.671052
1537,   0.7825, 0.678093
1538,   0.7825, 0.679133
1539,   0.7825, 0.670588
1540,   0.7845, 0.679234
1541,   0.7845, 0.667443
1542,   0.7845, 0.676342
1543,   0.7845, 0.665085
1544,   0.7845, 0.668156
1545,   0.7845, 0.676718
1546,   0.7845, 0.671799
1547,   0.7845, 0.675961
1548,    0.779, 0.678339
1549,    0.779,  0.67433
1550,   0.7841,  0.67196
1551,   0.7841, 0.680757
1552,   0.7841, 0.678608
1553,   0.7841, 0.674173
1554,   0.7841, 0.673411
1555,   0.7841, 0.673104
1556,   0.7841, 0.672665
1557,   0.7841, 0.672037
1558,   0.7841, 0.666448
1559,   0.7841, 0.675293
1560,   0.7841, 0.669527
1561,   0.7841, 0.680359
1562,   0.7841, 0.679213
1563,   0.7841, 0.681122
1564,   0.7841, 0.679129
1565,   0.7841, 0.677755
1566,   0.7841, 0.677512
1567,   0.7841, 0.673172
1568,   0.7841, 0.684213
1569,   0.7841, 0.676432
1570,   0.7841, 0.674082
1571,   0.7841, 0.670402
1572,   0.7841, 0.671413
1573,   0.7841, 0.673362
1574,   0.7841, 0.674848
1575,   0.7841, 0.677039
1576,   0.7841, 0.669888
1577,   0.7841,  0.67765
1578,   0.7841, 0.674683
1579,   0.7841, 0.677927
1580,   0.7841, 0.672858
1581,   0.7817, 0.677106
1582,   0.7817, 0.673887
1583,   0.7817, 0.673804
1584,   0.7817, 0.677432
1585,   0.7817, 0.677612
1586,   0.7817, 0.670823
1587,   0.7817, 0.680764
1588,   0.7817, 0.686362
1589,   0.7817, 0.673368
1590,   0.7817, 0.668952
1591,   0.7817, 0.672764
1592,   0.7817, 0.671705
1593,   0.7817, 0.673789
1594,   0.7817,  0.67244
1595,   0.7817, 0.681729
1596,   0.7817, 0.680157
1597,   0.7817, 0.680538
1598,   0.7817, 0.674777
1599,   0.7817, 0.675125
1600,   0.7817,  0.67082
1601,   0.7817, 0.681629
1602,   0.7817, 0.679416
1603,   0.7817, 0.675764
1604,   0.7817, 0.675601
1605,   0.7817, 0.674098
1606,   0.7817, 0.666801
1607,   0.7817,  0.66643
1608,   0.7817, 0.677086
1609,   0.7817, 0.673451
1610,   0.7817, 0.676476
1611,   0.7817, 0.678923
1612,   0.7817, 0.679524
1613,   0.7817, 0.672754
1614,   0.7817, 0.676669
1615,   0.7817, 0.677732
1616,   0.7817, 0.668226
1617,   0.7817, 0.674826
1618,   0.7817, 0.677274
1619,   0.7817, 0.675535
1620,   0.7817, 0.673556
1621,   0.7817, 0.677634
1622,   0.7815, 0.674855
1623,   0.7815,   0.6716
1624,   0.7804, 0.681378
1625,   0.7804, 0.678267
1626,   0.7804, 0.677579
1627,   0.7804, 0.679433
1628,   0.7804, 0.669775
1629,   0.7804, 0.679468
1630,   0.7804, 0.679593
1631,   0.7804, 0.676606
1632,   0.7804, 0.684099
1633,   0.7804, 0.681291
1634,   0.7804, 0.676009
1635,   0.7804, 0.678165
1636,   0.7804, 0.681707
1637,   0.7804, 0.677318
1638,   0.7804,  0.67982
1639,   0.7804, 0.673966
1640,   0.7804, 0.676022
1641,   0.7804, 0.678596
1642,   0.7804, 0.679106
1643,   0.7804, 0.684587
1644,   0.7804, 0.668684
1645,   0.7804, 0.673829
1646,   0.7804, 0.668564
1647,   0.7804, 0.676452
1648,   0.7804, 0.680229
1649,   0.7804, 0.677213
1650,   0.7804, 0.672834
1651,   0.7804, 0.672211
1652,   0.7804, 0.683637
1653,   0.7804, 0.675652
1654,   0.7804, 0.671082
1655,   0.7804, 0.671329
1656,   0.7804,  0.65708
1657,   0.7804, 0.679152
1658,   0.7804, 0.674357
1659,   0.7804, 0.675418
1660,   0.7804, 0.681405
1661,   0.7804, 0.669423
1662,   0.7804, 0.667681
1663,   0.7804, 0.667272
1664,   0.7804, 0.668491
1665,   0.7804,  0.67211
1666,   0.7804, 0.665976
1667,   0.7804, 0.673884
1668,   0.7804, 0.674636
1669,   0.7804, 0.675332
1670,   0.7804, 0.678754
1671,   0.7804, 0.671504
1672,   0.7804, 0.676347
1673,   0.7804, 0.680123
1674,   0.7804,   0.6772
1675,   0.7804, 0.673121
1676,   0.7804, 0.675119
1677,   0.7838, 0.675847
1678,   0.7838, 0.675736
1679,   0.7838,  0.67569
1680,   0.7838, 0.678892
1681,   0.7838, 0.671745
1682,   0.7838, 0.673824
1683,   0.7838, 0.676443
1684,   0.7838, 0.670331
1685,   0.7838, 0.674397
1686,   0.7838, 0.676559
1687,   0.7838,  0.67955
1688,   0.7838, 0.670314
1689,   0.7838, 0.678242
1690,   0.7838, 0.676995
1691,   0.7838, 0.680652
1692,   0.7838,  0.67789
1693,   0.7838, 0.666056
1694,   0.7838, 0.676732
1695,   0.7838, 0.668438
1696,   0.7838, 0.669128
1697,   0.7838, 0.667165
1698,   0.7838, 0.676355
1699,   0.7838, 0.674562
1700,   0.7838, 0.674975
1701,   0.7838, 0.680624
1702,   0.7838, 0.675313
1703,   0.7841, 0.669653
1704,   0.7841, 0.672012
1705,   0.7841, 0.682233
1706,   0.7841, 0.680574
1707,   0.7841, 0.666484
1708,   0.7841, 0.670096
1709,   0.7841, 0.674125
1710,   0.7841, 0.672934
1711,   0.7841, 0.666208
1712,   0.7841, 0.674133
1713,   0.7841, 0.678735
1714,   0.7841, 0.677028
1715,   0.7841, 0.674389
1716,   0.7818,  0.67005
1717,   0.7818, 0.679136
1718,   0.7818, 0.677612
1719,   0.7818,   0.6661
1720,   0.7818, 0.668491
1721,   0.7818, 0.659759
1722,   0.7818, 0.664169
1723,   0.7818,  0.67252
1724,   0.7818, 0.680383
1725,   0.7818, 0.682069
1726,   0.7818, 0.667782
1727,   0.7818, 0.666395
1728,   0.7818, 0.674021
1729,   0.7818, 0.677485
1730,   0.7818, 0.675063
1731,   0.7818, 0.682094
1732,   0.7818,  0.67928
1733,   0.7818, 0.680049
1734,   0.7818, 0.682729
1735,   0.7818, 0.678512
1736,   0.7818,   0.6763
1737,   0.7818, 0.673654
1738,   0.7818, 0.673982
1739,   0.7818, 0.672001
1740,   0.7818,  0.67851
1741,   0.7818, 0.675691
1742,   0.7818, 0.677655
1743,   0.7818, 0.675865
1744,   0.7818, 0.665164
1745,   0.7818, 0.669994
1746,   0.7818,   0.6767
1747,   0.7818,  0.67811
1748,   0.7818, 0.683268
1749,   0.7818, 0.688965
1750,   0.7818, 0.680803
1751,   0.7818,  0.67026
1752,   0.7818, 0.676275
1753,   0.7818, 0.676313
1754,   0.7818, 0.683209
1755,   0.7818, 0.685769
1756,   0.7818,  0.67544
1757,   0.7818, 0.678238
1758,   0.7818, 0.673401
1759,   0.7818, 0.674842
1760,   0.7835,  0.67781
1761,   0.7835, 0.680264
1762,   0.7835, 0.676262
1763,   0.7835, 0.681249
1764,   0.7835, 0.680083
1765,   0.7835, 0.679153
1766,   0.7835, 0.676332
1767,   0.7835, 0.673168
1768,   0.7835, 0.675037
1769,   0.7835, 0.680859
1770,   0.7835, 0.673481
1771,   0.7835, 0.677613
1772,   0.7835, 0.686483
1773,   0.7835, 0.678443
1774,   0.7835, 0.675618
1775,    0.786, 0.676165
1776,    0.786, 0.688738
1777,    0.786, 0.673349
1778,    0.786, 0.672267
1779,   0.7845, 0.672295
1780,   0.7845, 0.677519
1781,   0.7845, 0.683632
1782,   0.7845, 0.682084
1783,   0.7845, 0.677808
1784,   0.7845, 0.680289
1785,   0.7845,  0.68217
1786,   0.7845, 0.681235
1787,   0.7845, 0.679329
1788,   0.7845, 0.674883
1789,   0.7845, 0.677671
1790,   0.7845, 0.682275
1791,   0.7845, 0.670341
1792,   0.7845, 0.674251
1793,   0.7845, 0.675339
1794,   0.7845, 0.674065
1795,   0.7845, 0.667061
1796,   0.7845,  0.66954
1797,   0.7845, 0.670339
1798,   0.7845, 0.676655
1799,   0.7845, 0.684838
1800,   0.7845, 0.680693
1801,   0.7845, 0.684563
1802,   0.7845,  0.68311
1803,   0.7845, 0.686123
1804,   0.7845, 0.688316
1805,   0.7845, 0.689445
1806,   0.7845, 0.680664
1807,   0.7845, 0.678367
1808,   0.7845, 0.674393
1809,   0.7845, 0.680249
1810,   0.7845,  0.68298
1811,   0.7845, 0.677113
1812,   0.7845, 0.675149
1813,   0.7845, 0.674963
1814,   0.7845,  0.67917
1815,   0.7845, 0.670706
1816,   0.7845, 0.675752
1817,   0.7845,    0.676
1818,   0.7845, 0.676552
1819,   0.7845, 0.683412
1820,   0.7845, 0.679911
1821,   0.7845, 0.683077
1822,   0.7845, 0.671323
1823,   0.7845,   0.6729
1824,   0.7845,  0.67288
1825,   0.7845, 0.675514
1826,   0.7845, 0.687117
1827,   0.7845, 0.681772
1828,   0.7845, 0.677796
1829,   0.7845, 0.684738
1830,   0.7845, 0.676959
1831,   0.7845, 0.682309
1832,   0.7845, 0.679896
1833,   0.7845, 0.668725
1834,   0.7845, 0.675638
1835,   0.7845, 0.676105
1836,   0.7845, 0.671845
1837,   0.7845, 0.673369
1838,   0.7845, 0.680294
1839,   0.7845, 0.684295
1840,   0.7845, 0.679534
1841,   0.7845, 0.677134
1842,   0.7845, 0.676471
1843,   0.7822, 0.679866
1844,   0.7822, 0.683006
1845,   0.7822, 0.676359
1846,   0.7822, 0.683472
1847,   0.7822, 0.684263
1848,   0.7822, 0.676551
1849,   0.7822, 0.668516
1850,   0.7822, 0.667528
1851,   0.7822, 0.672857
1852,   0.7822, 0.676476
1853,   0.7822, 0.682146
1854,   0.7822, 0.683767
1855,   0.7822, 0.677106
1856,   0.7822, 0.675855
1857,   0.7822, 0.682446
1858,   0.7822, 0.681047
1859,   0.7822, 0.682434
1860,   0.7822, 0.679933
1861,   0.7822, 0.680483
1862,   0.7822, 0.680583
1863,   0.7822, 0.684893
1864,   0.7822, 0.674376
1865,   0.7822, 0.671641
1866,   0.7822, 0.674116
1867,   0.7822, 0.673514
1868,   0.7822, 0.679276
1869,   0.7822, 0.680821
1870,   0.7822, 0.675776
1871,   0.7822,  0.67543
1872,   0.7822, 0.678406
1873,   0.7822, 0.683829
1874,   0.7822,  0.68162
1875,   0.7822, 0.684292
