gen, ranking_ternary_twopoint_best, ranking_ternary_twopoint_ave
   1,   0.2261, 0.100111
   2,   0.2261, 0.101178
   3,   0.2299, 0.126547
   4,   0.2901, 0.128932
   5,   0.2901, 0.149217
   6,   0.2992, 0.160825
   7,   0.3074,  0.17676
   8,   0.3348, 0.200872
   9,   0.3348,  0.21657
  10,   0.3536, 0.238109
  11,   0.3587, 0.255537
  12,   0.3787, 0.279221
  13,   0.3787, 0.291766
  14,    0.391, 0.301109
  15,   0.3955, 0.313022
  16,   0.3992, 0.318191
  17,   0.4242, 0.324209
  18,   0.4242, 0.329416
  19,   0.4264, 0.338007
  20,   0.4358, 0.346039
  21,   0.4358, 0.352453
  22,   0.4465, 0.359708
  23,   0.4465, 0.358198
  24,    0.451, 0.367712
  25,   0.4545, 0.368853
  26,   0.4568, 0.375475
  27,   0.4637, 0.374964
  28,   0.4647, 0.374018
  29,   0.4669, 0.384649
  30,   0.4678, 0.388783
  31,   0.4815,  0.38524
  32,   0.4815, 0.380688
  33,    0.484, 0.390765
  34,    0.484, 0.390745
  35,    0.485, 0.397666
  36,    0.492, 0.404517
  37,   0.4937,  0.40154
  38,   0.4958, 0.409947
  39,   0.4959, 0.403176
  40,   0.4977, 0.404468
  41,    0.504, 0.408332
  42,    0.504,  0.40973
  43,    0.507, 0.418261
  44,   0.5137, 0.417314
  45,   0.5138, 0.424812
  46,    0.519, 0.423933
  47,    0.519, 0.425425
  48,   0.5211, 0.433333
  49,   0.5211, 0.436011
  50,   0.5258, 0.442756
  51,   0.5258, 0.436095
  52,   0.5261, 0.447976
  53,   0.5301, 0.445745
  54,   0.5301, 0.438716
  55,   0.5301, 0.444929
  56,   0.5314, 0.445565
  57,   0.5314, 0.439516
  58,   0.5314, 0.447113
  59,    0.533, 0.444654
  60,    0.533, 0.440541
  61,    0.536,  0.44438
  62,    0.536, 0.434086
  63,    0.536, 0.442483
  64,   0.5374, 0.434918
  65,   0.5374, 0.444245
  66,   0.5374, 0.445127
  67,   0.5387,  0.44445
  68,   0.5387, 0.459575
  69,   0.5389, 0.450505
  70,   0.5389, 0.454266
  71,   0.5389, 0.449934
  72,    0.539, 0.460696
  73,   0.5397, 0.454857
  74,   0.5397, 0.448325
  75,   0.5406, 0.446312
  76,   0.5406, 0.447422
  77,   0.5418, 0.451889
  78,   0.5418, 0.455524
  79,   0.5433, 0.459058
  80,   0.5433, 0.455334
  81,   0.5464, 0.454883
  82,   0.5464,  0.45512
  83,   0.5522, 0.465717
  84,   0.5522, 0.465005
  85,   0.5522, 0.467764
  86,   0.5522, 0.467474
  87,   0.5533, 0.466332
  88,   0.5533, 0.466469
  89,   0.5552, 0.461354
  90,   0.5552, 0.470591
  91,   0.5564, 0.465284
  92,   0.5564, 0.472461
  93,   0.5587, 0.469945
  94,   0.5591,  0.47336
  95,   0.5591, 0.474247
  96,   0.5617, 0.479741
  97,   0.5617, 0.468985
  98,   0.5617, 0.469647
  99,   0.5622, 0.472567
 100,   0.5622, 0.474818
 101,   0.5625, 0.479131
 102,   0.5656, 0.474277
 103,   0.5656, 0.482778
 104,   0.5656, 0.485975
 105,   0.5656, 0.483917
 106,   0.5681,  0.48586
 107,   0.5681, 0.482558
 108,   0.5697, 0.481825
 109,   0.5697, 0.477007
 110,   0.5699,  0.48471
 111,   0.5741, 0.482935
 112,   0.5741, 0.481486
 113,   0.5743, 0.489856
 114,   0.5743, 0.481607
 115,   0.5786,  0.48672
 116,   0.5786,   0.4793
 117,   0.5798, 0.488744
 118,   0.5812, 0.490299
 119,   0.5834, 0.498705
 120,   0.5834, 0.494107
 121,   0.5864, 0.486912
 122,   0.5888, 0.483884
 123,   0.5888, 0.499614
 124,   0.5888,  0.50035
 125,   0.5898, 0.494574
 126,   0.5905,   0.4939
 127,   0.5905, 0.497496
 128,   0.5919, 0.488679
 129,   0.5919, 0.489811
 130,   0.5927, 0.487558
 131,   0.5927, 0.497746
 132,    0.593, 0.506899
 133,   0.5945, 0.508785
 134,   0.5945, 0.504755
 135,   0.5945, 0.500714
 136,   0.5945, 0.502944
 137,   0.5945, 0.507036
 138,   0.5945, 0.512241
 139,   0.5954, 0.511263
 140,   0.5954, 0.500865
 141,   0.5986, 0.507605
 142,   0.5986, 0.514439
 143,   0.5986, 0.511135
 144,   0.5986, 0.509733
 145,   0.5986,   0.5145
 146,   0.6023, 0.501818
 147,   0.6027, 0.505174
 148,   0.6027, 0.504966
 149,   0.6032, 0.504475
 150,   0.6032, 0.503476
 151,   0.6032, 0.503505
 152,   0.6037, 0.510542
 153,   0.6062, 0.506746
 154,   0.6062, 0.503049
 155,   0.6062, 0.518468
 156,   0.6062, 0.513847
 157,   0.6062, 0.522972
 158,   0.6062, 0.512741
 159,   0.6062, 0.514606
 160,   0.6062, 0.512888
 161,   0.6062, 0.517936
 162,   0.6062, 0.526339
 163,   0.6062, 0.514621
 164,   0.6062, 0.517109
 165,   0.6064, 0.516316
 166,   0.6064, 0.524298
 167,   0.6065, 0.515813
 168,   0.6075, 0.522928
 169,   0.6075, 0.512075
 170,   0.6089, 0.507108
 171,   0.6089, 0.511806
 172,   0.6089, 0.524431
 173,   0.6089, 0.526824
 174,   0.6098,  0.51779
 175,   0.6098, 0.520709
 176,   0.6098, 0.514523
 177,   0.6114, 0.521698
 178,   0.6114, 0.522288
 179,   0.6114, 0.525405
 180,   0.6114, 0.531337
 181,   0.6114, 0.525546
 182,   0.6125, 0.523471
 183,   0.6125, 0.521778
 184,   0.6127, 0.518461
 185,   0.6127,  0.51879
 186,   0.6127, 0.527431
 187,   0.6127, 0.527071
 188,   0.6127, 0.521715
 189,   0.6148, 0.523692
 190,   0.6148, 0.518771
 191,   0.6148, 0.526925
 192,    0.615, 0.534816
 193,    0.615, 0.533273
 194,    0.615, 0.529943
 195,   0.6161, 0.525604
 196,   0.6166, 0.518454
 197,   0.6166, 0.523843
 198,   0.6166, 0.525461
 199,   0.6169, 0.521983
 200,   0.6169, 0.523245
 201,   0.6181, 0.526259
 202,   0.6181, 0.525085
 203,   0.6181,  0.52415
 204,   0.6199, 0.521811
 205,   0.6199, 0.526025
 206,   0.6199, 0.518195
 207,   0.6204, 0.528351
 208,   0.6206, 0.531484
 209,   0.6206, 0.531936
 210,   0.6206, 0.519806
 211,   0.6215, 0.529658
 212,   0.6215, 0.536236
 213,   0.6215, 0.534937
 214,   0.6215, 0.540564
 215,   0.6215, 0.533439
 216,   0.6221, 0.536795
 217,   0.6224, 0.533212
 218,   0.6224, 0.532672
 219,   0.6224, 0.531789
 220,   0.6225,  0.53212
 221,   0.6226, 0.531306
 222,   0.6226, 0.532477
 223,   0.6227, 0.537009
 224,   0.6236, 0.534657
 225,   0.6236, 0.530361
 226,   0.6236, 0.531699
 227,   0.6245,   0.5325
 228,   0.6245, 0.539083
 229,   0.6255, 0.542353
 230,   0.6255, 0.538433
 231,   0.6255, 0.533682
 232,   0.6255,  0.53287
 233,   0.6255, 0.530417
 234,   0.6255, 0.541955
 235,   0.6255, 0.534643
 236,   0.6255, 0.530855
 237,   0.6268, 0.530264
 238,   0.6268, 0.526512
 239,   0.6268, 0.531386
 240,   0.6268, 0.524553
 241,   0.6268,  0.53511
 242,   0.6268, 0.536275
 243,   0.6269, 0.541435
 244,   0.6269, 0.528845
 245,   0.6269, 0.528323
 246,    0.627, 0.528987
 247,   0.6286, 0.529836
 248,   0.6286, 0.537246
 249,   0.6286, 0.534574
 250,   0.6286, 0.542133
 251,   0.6286, 0.540279
 252,   0.6286, 0.540613
 253,   0.6286,  0.53789
 254,   0.6286, 0.532171
 255,   0.6286, 0.539936
 256,   0.6286, 0.536449
 257,   0.6295, 0.538365
 258,   0.6295, 0.545885
 259,   0.6295, 0.551297
 260,   0.6295, 0.547644
 261,   0.6295, 0.541023
 262,   0.6295, 0.550415
 263,   0.6298, 0.547723
 264,   0.6298, 0.549795
 265,   0.6304, 0.539232
 266,   0.6311,  0.54257
 267,   0.6311, 0.543101
 268,   0.6311, 0.543256
 269,   0.6311, 0.535617
 270,   0.6311, 0.545733
 271,   0.6311, 0.547829
 272,   0.6311, 0.550492
 273,   0.6342, 0.547135
 274,   0.6342, 0.548481
 275,   0.6342, 0.556415
 276,   0.6342, 0.552727
 277,   0.6342, 0.547219
 278,   0.6342, 0.547158
 279,   0.6342, 0.550229
 280,   0.6342, 0.554073
 281,   0.6342, 0.550319
 282,   0.6342, 0.546993
 283,   0.6342, 0.555315
 284,   0.6342, 0.549147
 285,   0.6345, 0.551086
 286,   0.6354, 0.542937
 287,   0.6354, 0.548089
 288,   0.6354, 0.548138
 289,   0.6354, 0.551268
 290,   0.6354, 0.553082
 291,   0.6378, 0.555657
 292,   0.6378, 0.551109
 293,   0.6378,  0.54904
 294,   0.6378, 0.549759
 295,   0.6378, 0.545551
 296,   0.6378, 0.554184
 297,   0.6378, 0.552362
 298,   0.6378, 0.551022
 299,   0.6378, 0.557782
 300,   0.6378, 0.553219
 301,   0.6378, 0.559133
 302,   0.6378,  0.56036
 303,   0.6378, 0.548366
 304,   0.6378, 0.547388
 305,   0.6378, 0.544281
 306,   0.6381, 0.539252
 307,   0.6381, 0.546328
 308,   0.6381, 0.549938
 309,   0.6381, 0.558369
 310,   0.6381, 0.551901
 311,   0.6381, 0.553331
 312,   0.6381, 0.558809
 313,   0.6381, 0.560807
 314,   0.6381, 0.557991
 315,   0.6388, 0.558227
 316,   0.6388,  0.55508
 317,   0.6388, 0.551187
 318,   0.6388,  0.54679
 319,   0.6388, 0.551047
 320,   0.6395, 0.553705
 321,   0.6395, 0.550236
 322,   0.6395, 0.560606
 323,   0.6395, 0.556602
 324,   0.6395, 0.561945
 325,   0.6395, 0.559399
 326,   0.6399, 0.552558
 327,   0.6399, 0.553841
 328,   0.6399, 0.555811
 329,   0.6399, 0.557028
 330,   0.6399, 0.548602
 331,   0.6399, 0.554057
 332,   0.6399, 0.560472
 333,   0.6399, 0.562468
 334,   0.6399,  0.55829
 335,   0.6399, 0.563551
 336,   0.6399, 0.552781
 337,   0.6399, 0.547032
 338,   0.6399, 0.553582
 339,     0.64, 0.558152
 340,     0.64, 0.556737
 341,     0.64, 0.561844
 342,     0.64, 0.563242
 343,     0.64, 0.561144
 344,     0.64, 0.555219
 345,     0.64, 0.565005
 346,     0.64, 0.559815
 347,     0.64, 0.559573
 348,     0.64, 0.562832
 349,     0.64,  0.56546
 350,     0.64, 0.554819
 351,     0.64, 0.557882
 352,   0.6402, 0.564046
 353,   0.6403, 0.553123
 354,   0.6403, 0.563459
 355,   0.6403, 0.563254
 356,   0.6403, 0.554639
 357,   0.6403, 0.551186
 358,   0.6406, 0.552712
 359,   0.6406,  0.55519
 360,   0.6406, 0.549231
 361,   0.6406, 0.550404
 362,   0.6409, 0.556528
 363,   0.6409,   0.5564
 364,   0.6409,  0.55479
 365,    0.641, 0.553422
 366,    0.641, 0.560852
 367,    0.641, 0.555646
 368,   0.6418, 0.550326
 369,   0.6418, 0.562061
 370,   0.6418, 0.562694
 371,   0.6418,  0.55938
 372,   0.6418, 0.555869
 373,   0.6418, 0.547784
 374,   0.6418, 0.559747
 375,   0.6418,  0.55973
 376,   0.6418, 0.556687
 377,   0.6418, 0.552414
 378,   0.6418, 0.567498
 379,   0.6418, 0.552034
 380,   0.6418, 0.558281
 381,   0.6418, 0.557135
 382,   0.6418, 0.557485
 383,   0.6418, 0.552854
 384,   0.6418, 0.555423
 385,   0.6418, 0.558536
 386,   0.6418, 0.558139
 387,   0.6418, 0.551007
 388,   0.6418, 0.554582
 389,   0.6418, 0.549398
 390,   0.6418,  0.55608
 391,   0.6418, 0.558601
 392,   0.6418, 0.566087
 393,   0.6418, 0.558082
 394,   0.6423, 0.556209
 395,   0.6423, 0.560037
 396,   0.6423, 0.555805
 397,   0.6423,  0.55855
 398,   0.6423, 0.557151
 399,   0.6423, 0.554487
 400,   0.6423, 0.554331
 401,   0.6423, 0.557108
 402,   0.6423, 0.550094
 403,   0.6423, 0.546267
 404,   0.6424, 0.558367
 405,   0.6424, 0.566472
 406,   0.6424, 0.561484
 407,   0.6424, 0.552644
 408,   0.6424, 0.554119
 409,   0.6424, 0.558623
 410,   0.6426, 0.564208
 411,   0.6426, 0.559007
 412,   0.6426,  0.55557
 413,   0.6426, 0.559009
 414,   0.6426, 0.558986
 415,   0.6426, 0.555885
 416,   0.6426, 0.553137
 417,   0.6426,  0.56526
 418,   0.6426, 0.557862
 419,   0.6426, 0.565297
 420,   0.6426, 0.569308
 421,   0.6426, 0.553779
 422,   0.6426, 0.565155
 423,   0.6428, 0.563868
 424,   0.6428, 0.564094
 425,   0.6428, 0.559951
 426,   0.6428, 0.559385
 427,   0.6428, 0.565342
 428,   0.6428, 0.555167
 429,   0.6428, 0.558239
 430,   0.6428, 0.556815
 431,   0.6428, 0.558318
 432,   0.6428, 0.560365
 433,   0.6428, 0.561674
 434,   0.6428, 0.560217
 435,   0.6428, 0.559637
 436,   0.6428, 0.557916
 437,   0.6428, 0.557809
 438,   0.6428, 0.568136
 439,   0.6428, 0.558213
 440,   0.6428, 0.553824
 441,   0.6428, 0.559494
 442,   0.6428, 0.563304
 443,   0.6428, 0.561558
 444,   0.6428, 0.556558
 445,   0.6428, 0.550617
 446,   0.6428, 0.561901
 447,   0.6428, 0.558961
 448,   0.6428, 0.569234
 449,   0.6428, 0.564368
 450,   0.6428, 0.558797
 451,   0.6428, 0.562192
 452,   0.6428, 0.554869
 453,   0.6432, 0.549073
 454,   0.6432, 0.555453
 455,   0.6432, 0.565157
 456,   0.6432, 0.565596
 457,   0.6432, 0.569028
 458,   0.6432, 0.564287
 459,   0.6432, 0.561618
 460,   0.6432,  0.56878
 461,   0.6432, 0.567604
 462,   0.6432, 0.567789
 463,   0.6432, 0.564059
 464,   0.6432, 0.565955
 465,   0.6432, 0.569432
 466,   0.6432, 0.559999
 467,   0.6432, 0.554887
 468,   0.6432,  0.56369
 469,   0.6432, 0.563375
 470,   0.6432, 0.564684
 471,   0.6432, 0.565958
 472,   0.6432, 0.560462
 473,   0.6432, 0.564201
 474,   0.6432, 0.564624
 475,   0.6432, 0.565702
 476,   0.6432, 0.559045
 477,   0.6432, 0.563125
 478,   0.6432, 0.554373
 479,   0.6432, 0.570628
 480,   0.6432, 0.560858
 481,   0.6432, 0.572115
 482,   0.6432,  0.55772
 483,   0.6432, 0.564563
 484,   0.6432, 0.568946
 485,   0.6432, 0.567848
 486,   0.6432,  0.56129
 487,   0.6432, 0.572784
 488,   0.6432, 0.557439
 489,   0.6432, 0.569831
 490,   0.6433, 0.563711
 491,   0.6433, 0.558269
 492,   0.6433, 0.562403
 493,   0.6433, 0.573171
 494,   0.6433, 0.565568
 495,   0.6433, 0.562603
 496,   0.6433, 0.566225
 497,   0.6433, 0.558325
 498,   0.6433, 0.559126
 499,   0.6433, 0.559878
 500,   0.6433, 0.560638
 501,   0.6433, 0.561332
 502,   0.6433, 0.561923
 503,   0.6433, 0.562901
 504,   0.6433, 0.569919
 505,   0.6433, 0.560356
 506,   0.6433, 0.559605
 507,   0.6433, 0.569855
 508,   0.6433, 0.564893
 509,   0.6433, 0.563542
 510,   0.6433, 0.558672
 511,   0.6433, 0.563928
 512,   0.6433,  0.56648
 513,   0.6433, 0.558358
 514,   0.6433, 0.551286
 515,   0.6433, 0.561265
 516,   0.6433, 0.555668
 517,   0.6433, 0.571015
 518,   0.6433, 0.564543
 519,   0.6433, 0.558796
 520,   0.6433, 0.553083
 521,   0.6433,   0.5619
 522,   0.6433, 0.555952
 523,   0.6439, 0.561925
 524,   0.6439, 0.569743
 525,   0.6439, 0.563821
 526,   0.6439, 0.566752
 527,   0.6439, 0.560441
 528,   0.6439, 0.562021
 529,   0.6439, 0.563381
 530,   0.6439, 0.563969
 531,   0.6439, 0.564705
 532,   0.6439,  0.56731
 533,   0.6439, 0.572579
 534,   0.6439, 0.565185
 535,   0.6439, 0.572726
 536,   0.6439, 0.568574
 537,   0.6439, 0.565835
 538,   0.6439, 0.566654
 539,   0.6439, 0.565665
 540,   0.6439, 0.564252
 541,   0.6439,  0.55739
 542,   0.6439, 0.563595
 543,   0.6439, 0.556855
 544,   0.6439, 0.563864
 545,   0.6439, 0.565006
 546,   0.6439, 0.574019
 547,   0.6439, 0.559434
 548,   0.6439, 0.569184
 549,   0.6439, 0.562685
 550,   0.6439, 0.571684
 551,   0.6439, 0.567144
 552,   0.6439, 0.565009
 553,   0.6439, 0.563541
 554,   0.6439,  0.55592
 555,   0.6439,  0.56051
 556,   0.6439, 0.562331
 557,   0.6439, 0.559486
 558,   0.6484,  0.56239
 559,   0.6484, 0.559728
 560,   0.6503, 0.564494
 561,   0.6503,  0.56756
 562,   0.6511,  0.56329
 563,   0.6573, 0.569548
 564,   0.6681, 0.575426
 565,    0.672, 0.570854
 566,   0.6833, 0.576695
 567,   0.6833, 0.577826
 568,   0.6833, 0.577748
 569,   0.6871, 0.578504
 570,   0.6871, 0.587903
 571,   0.6908, 0.591312
 572,   0.6908, 0.591381
 573,   0.6908, 0.592864
 574,   0.6936, 0.588718
 575,   0.6936,  0.59129
 576,   0.6936, 0.592299
 577,   0.7005, 0.586336
 578,   0.7005, 0.589586
 579,   0.7005, 0.600747
 580,   0.7005, 0.600657
 581,   0.7005, 0.605038
 582,   0.7005, 0.601671
 583,   0.7005, 0.599536
 584,   0.7005, 0.600646
 585,   0.7005, 0.603287
 586,   0.7005, 0.601282
 587,   0.7026, 0.602775
 588,   0.7026, 0.604232
 589,   0.7038, 0.601604
 590,   0.7038,  0.60348
 591,   0.7038, 0.596771
 592,   0.7038, 0.609846
 593,   0.7042, 0.609574
 594,   0.7042, 0.604618
 595,   0.7057,  0.60309
 596,   0.7057, 0.605574
 597,   0.7057, 0.600725
 598,   0.7057, 0.598773
 599,   0.7057, 0.608659
 600,   0.7057, 0.597059
 601,   0.7057, 0.602729
 602,   0.7059, 0.598477
 603,   0.7076,  0.60793
 604,   0.7076, 0.616705
 605,   0.7076,  0.61524
 606,   0.7083, 0.618842
 607,   0.7083, 0.604505
 608,   0.7083, 0.604168
 609,   0.7083,  0.60562
 610,   0.7089, 0.600702
 611,   0.7089, 0.613711
 612,    0.709, 0.608105
 613,    0.709, 0.610873
 614,    0.709, 0.614058
 615,    0.709, 0.614629
 616,    0.709, 0.610575
 617,   0.7107,  0.61187
 618,   0.7107, 0.604755
 619,   0.7107, 0.620447
 620,   0.7107, 0.620759
 621,   0.7107, 0.612007
 622,   0.7107, 0.614771
 623,   0.7107, 0.619417
 624,   0.7107,  0.62333
 625,   0.7115, 0.619951
 626,   0.7115, 0.615351
 627,   0.7115, 0.617607
 628,   0.7115, 0.613128
 629,   0.7115, 0.614065
 630,   0.7115, 0.617966
 631,   0.7115, 0.621659
 632,   0.7115, 0.607382
 633,   0.7115, 0.616577
 634,   0.7115, 0.617081
 635,   0.7115, 0.612761
 636,   0.7115, 0.620251
 637,   0.7115, 0.609428
 638,   0.7115, 0.612126
 639,   0.7115, 0.607796
 640,   0.7115,  0.61897
 641,   0.7115, 0.616871
 642,   0.7115, 0.619045
 643,   0.7127, 0.619303
 644,   0.7127, 0.611834
 645,   0.7127, 0.608488
 646,   0.7127, 0.620094
 647,   0.7127,  0.61954
 648,   0.7127, 0.623493
 649,   0.7127, 0.617559
 650,   0.7139, 0.618185
 651,   0.7139, 0.613804
 652,   0.7139, 0.611243
 653,   0.7139, 0.619825
 654,   0.7139, 0.611424
 655,   0.7139, 0.613513
 656,   0.7139, 0.627406
 657,   0.7139, 0.626106
 658,   0.7139, 0.619819
 659,   0.7139, 0.619678
 660,   0.7139, 0.628151
 661,   0.7139, 0.632546
 662,   0.7139, 0.626467
 663,   0.7139, 0.629026
 664,   0.7139, 0.628475
 665,   0.7139, 0.622955
 666,   0.7139, 0.623383
 667,   0.7139, 0.628037
 668,   0.7139, 0.619609
 669,   0.7139, 0.625783
 670,   0.7139, 0.615868
 671,   0.7139, 0.625731
 672,   0.7144, 0.617621
 673,   0.7147, 0.620284
 674,   0.7152, 0.623324
 675,   0.7152, 0.630552
 676,   0.7161, 0.633705
 677,   0.7161, 0.629851
 678,   0.7161,  0.62728
 679,   0.7176, 0.628307
 680,   0.7176, 0.633528
 681,   0.7176, 0.623959
 682,   0.7176, 0.628926
 683,   0.7176, 0.625546
 684,   0.7176, 0.629751
 685,   0.7176, 0.624521
 686,   0.7176, 0.631411
 687,   0.7176,  0.63444
 688,   0.7176, 0.626071
 689,   0.7176,   0.6318
 690,   0.7176,  0.63375
 691,   0.7176, 0.627269
 692,   0.7176, 0.631908
 693,   0.7176, 0.629234
 694,   0.7176, 0.629417
 695,   0.7176, 0.626388
 696,   0.7176,  0.62053
 697,   0.7176, 0.627586
 698,   0.7176, 0.616255
 699,   0.7176, 0.621793
 700,   0.7176, 0.633315
 701,   0.7176,  0.62994
 702,   0.7176, 0.630485
 703,   0.7178, 0.620145
 704,   0.7178, 0.626064
 705,   0.7178, 0.626702
 706,   0.7178, 0.617639
 707,   0.7178, 0.626141
 708,   0.7178, 0.619122
 709,   0.7178, 0.628188
 710,   0.7178, 0.620709
 711,   0.7178, 0.626489
 712,   0.7186,  0.61832
 713,   0.7186, 0.622005
 714,   0.7186, 0.620863
 715,   0.7186, 0.621821
 716,   0.7186, 0.623333
 717,   0.7186, 0.625151
 718,   0.7186, 0.628069
 719,   0.7186, 0.618811
 720,   0.7186, 0.629187
 721,   0.7186, 0.630436
 722,   0.7186,  0.63262
 723,   0.7186, 0.630459
 724,   0.7186, 0.630445
 725,   0.7186, 0.627137
 726,   0.7186,  0.62485
 727,   0.7186,  0.63627
 728,   0.7186, 0.638043
 729,    0.719, 0.635189
 730,    0.719, 0.633583
 731,    0.719, 0.636698
 732,   0.7216, 0.638854
 733,   0.7216, 0.637585
 734,   0.7216, 0.634767
 735,   0.7216,  0.63142
 736,    0.722,  0.64281
 737,    0.722, 0.638698
 738,    0.722, 0.636286
 739,    0.722, 0.641738
 740,    0.722,  0.63194
 741,   0.7223, 0.637974
 742,   0.7223, 0.636334
 743,   0.7223, 0.636326
 744,   0.7223, 0.637286
 745,   0.7229,  0.64062
 746,   0.7229, 0.637736
 747,   0.7229, 0.636378
 748,   0.7229, 0.638064
 749,   0.7239, 0.635476
 750,   0.7239, 0.640455
 751,   0.7239, 0.638051
 752,   0.7239, 0.636137
 753,   0.7249, 0.644617
 754,   0.7249, 0.643139
 755,   0.7249, 0.639938
 756,   0.7253, 0.635967
 757,   0.7253, 0.647512
 758,   0.7253, 0.642579
 759,   0.7253, 0.647529
 760,   0.7253, 0.650545
 761,   0.7253, 0.638426
 762,   0.7253, 0.646429
 763,   0.7253, 0.644023
 764,   0.7253, 0.639717
 765,   0.7253, 0.637142
 766,   0.7253, 0.647726
 767,   0.7253,  0.63925
 768,   0.7253,  0.64723
 769,   0.7257, 0.645546
 770,   0.7257, 0.639846
 771,   0.7257, 0.640883
 772,   0.7257, 0.645566
 773,   0.7257, 0.640385
 774,   0.7257, 0.633933
 775,   0.7257, 0.641642
 776,   0.7263, 0.643601
 777,   0.7263, 0.643533
 778,   0.7263, 0.646098
 779,   0.7263, 0.655149
 780,   0.7275, 0.639025
 781,   0.7275, 0.639074
 782,   0.7275, 0.634682
 783,   0.7275, 0.636961
 784,   0.7275,  0.64006
 785,   0.7275,  0.63635
 786,   0.7275, 0.639003
 787,   0.7275, 0.646401
 788,   0.7275, 0.644508
 789,   0.7275, 0.640607
 790,   0.7279, 0.646841
 791,   0.7279, 0.650513
 792,   0.7279, 0.647706
 793,   0.7279, 0.644416
 794,   0.7282, 0.639605
 795,   0.7282, 0.644809
 796,   0.7282, 0.643139
 797,   0.7282, 0.643186
 798,   0.7282, 0.640179
 799,   0.7282,  0.64421
 800,   0.7282,  0.64384
 801,   0.7282, 0.642601
 802,   0.7282, 0.640695
 803,   0.7282,   0.6389
 804,   0.7282, 0.640633
 805,   0.7282, 0.645131
 806,   0.7282, 0.649339
 807,   0.7282, 0.643194
 808,   0.7282, 0.645119
 809,   0.7282,  0.64336
 810,   0.7282, 0.639455
 811,   0.7282,  0.64647
 812,   0.7282, 0.646046
 813,   0.7282, 0.650674
 814,   0.7284, 0.647421
 815,   0.7284, 0.646275
 816,   0.7284, 0.639827
 817,   0.7284,  0.64857
 818,   0.7284, 0.647026
 819,   0.7284, 0.643044
 820,   0.7284, 0.643199
 821,   0.7284, 0.650689
 822,   0.7284, 0.649337
 823,   0.7284, 0.635262
 824,   0.7284, 0.635463
 825,   0.7284, 0.640593
 826,   0.7284, 0.645185
 827,   0.7292, 0.647287
 828,   0.7292, 0.646099
 829,   0.7292, 0.650065
 830,   0.7292, 0.647779
 831,   0.7292, 0.656542
 832,   0.7292, 0.649991
 833,   0.7292, 0.643455
 834,   0.7292, 0.638534
 835,   0.7292, 0.643935
 836,   0.7294, 0.648573
 837,   0.7294, 0.638061
 838,   0.7294, 0.635771
 839,   0.7294, 0.647783
 840,   0.7294, 0.646818
 841,   0.7294, 0.639783
 842,   0.7294, 0.644435
 843,   0.7294,  0.64611
 844,   0.7294, 0.640949
 845,   0.7294, 0.643298
 846,   0.7294, 0.645115
 847,   0.7294, 0.651345
 848,   0.7294, 0.649527
 849,   0.7294, 0.646268
 850,   0.7294, 0.643009
 851,   0.7294, 0.649944
 852,   0.7294,  0.65156
 853,   0.7294, 0.647745
 854,   0.7294, 0.636846
 855,   0.7294, 0.648268
 856,   0.7294, 0.644169
 857,   0.7294, 0.647687
 858,   0.7294, 0.643103
 859,   0.7294, 0.648544
 860,   0.7294, 0.647346
 861,   0.7294, 0.645622
 862,   0.7294, 0.646667
 863,   0.7294, 0.643041
 864,   0.7294, 0.651031
 865,   0.7294,  0.64889
 866,   0.7294, 0.646838
 867,   0.7294, 0.640999
 868,   0.7294, 0.639454
 869,   0.7294, 0.641941
 870,   0.7294, 0.642003
 871,   0.7294, 0.640433
 872,   0.7294, 0.650563
 873,   0.7294, 0.643483
 874,   0.7294, 0.644443
 875,   0.7295, 0.647709
 876,   0.7295, 0.649689
 877,   0.7295, 0.644055
 878,   0.7295, 0.642791
 879,   0.7295, 0.648184
 880,   0.7295, 0.648835
 881,   0.7295, 0.647539
 882,   0.7295, 0.648398
 883,   0.7295, 0.648294
 884,   0.7295, 0.645662
 885,   0.7295,  0.64714
 886,   0.7295, 0.654274
 887,   0.7295,  0.64645
 888,   0.7295, 0.645044
 889,   0.7295, 0.637721
 890,   0.7295, 0.657413
 891,   0.7295, 0.650802
 892,   0.7295, 0.649383
 893,   0.7301, 0.647256
 894,   0.7301, 0.653587
 895,   0.7301, 0.655343
 896,   0.7301, 0.645573
 897,   0.7301, 0.656978
 898,   0.7301, 0.645877
 899,   0.7301, 0.648909
 900,   0.7301,  0.65174
 901,   0.7301, 0.649328
 902,   0.7301, 0.652237
 903,   0.7301, 0.647395
 904,   0.7301, 0.649626
 905,   0.7301, 0.652045
 906,   0.7301, 0.647223
 907,   0.7301, 0.645295
 908,   0.7301, 0.651021
 909,   0.7301, 0.648942
 910,   0.7301, 0.644956
 911,   0.7301, 0.648411
 912,   0.7301, 0.651775
 913,   0.7301, 0.648113
 914,   0.7301, 0.643632
 915,   0.7301, 0.645763
 916,   0.7301, 0.650167
 917,   0.7301, 0.650145
 918,   0.7301, 0.646472
 919,   0.7301, 0.655377
 920,   0.7301, 0.653431
 921,   0.7301, 0.648629
 922,   0.7301, 0.648431
 923,   0.7301, 0.652039
 924,   0.7301, 0.656525
 925,   0.7301, 0.651232
 926,   0.7301, 0.646922
 927,   0.7301, 0.648846
 928,   0.7301, 0.642556
 929,   0.7301, 0.643943
 930,   0.7301, 0.653373
 931,   0.7301, 0.648408
 932,   0.7301, 0.652883
 933,   0.7301, 0.648354
 934,   0.7301, 0.651502
