gen, ranking_ternary_twopoint_best, ranking_ternary_twopoint_ave
3726,   0.8146,  0.69851
3727,   0.8146, 0.708418
3728,   0.8146, 0.704988
3729,   0.8146, 0.703067
3730,   0.8146, 0.705091
3731,   0.8146, 0.697733
3732,   0.8146, 0.706821
3733,   0.8146, 0.707926
3734,   0.8146, 0.707475
3735,   0.8146, 0.707812
3736,   0.8146, 0.710015
3737,   0.8146, 0.712029
3738,   0.8146, 0.707569
3739,   0.8146, 0.703966
3740,   0.8146, 0.702342
3741,   0.8146, 0.696574
3742,   0.8146, 0.698134
3743,   0.8146, 0.704102
3744,   0.8146, 0.708467
3745,   0.8146,  0.70297
3746,   0.8146, 0.712665
3747,   0.8146, 0.713027
3748,   0.8146, 0.706121
3749,   0.8146, 0.707316
3750,   0.8146, 0.705832
3751,   0.8146, 0.710931
3752,   0.8146, 0.699364
3753,   0.8146, 0.703216
3754,   0.8146, 0.701966
3755,   0.8146, 0.702376
3756,   0.8146, 0.706262
3757,   0.8146,  0.70671
3758,   0.8146, 0.709966
3759,   0.8146, 0.704186
3760,   0.8146, 0.706784
3761,   0.8146, 0.704179
3762,   0.8146,  0.71051
3763,   0.8146, 0.711097
3764,   0.8146, 0.712252
3765,   0.8148, 0.704809
3766,   0.8148, 0.704648
3767,   0.8148, 0.707898
3768,   0.8148, 0.713609
3769,   0.8148, 0.716107
3770,   0.8148, 0.714669
3771,   0.8148, 0.703571
3772,   0.8148, 0.700783
3773,   0.8148, 0.698883
3774,   0.8148, 0.702401
3775,   0.8148, 0.706345
3776,   0.8148, 0.706311
3777,   0.8148, 0.706191
3778,   0.8148,  0.70914
3779,   0.8148, 0.705159
3780,   0.8148,  0.70122
3781,   0.8148,  0.70388
3782,   0.8148,  0.70593
3783,   0.8148, 0.702256
3784,   0.8148, 0.706641
3785,   0.8148, 0.707546
3786,   0.8148, 0.706096
3787,   0.8148, 0.707591
3788,   0.8148, 0.698795
3789,   0.8148, 0.706651
3790,   0.8148, 0.701784
3791,   0.8148, 0.704202
3792,   0.8148, 0.707407
3793,   0.8148, 0.708155
3794,   0.8148, 0.713073
3795,   0.8148, 0.698422
3796,   0.8148, 0.708435
3797,   0.8148, 0.713925
3798,   0.8148, 0.709096
3799,   0.8148,  0.70946
3800,   0.8148, 0.709938
3801,   0.8148, 0.709911
3802,   0.8148, 0.708066
3803,   0.8148, 0.703419
3804,   0.8148, 0.710727
3805,   0.8148, 0.709353
3806,   0.8148, 0.700835
3807,   0.8148, 0.704368
3808,   0.8148, 0.713414
3809,   0.8148, 0.706282
3810,   0.8148, 0.709812
3811,   0.8148, 0.709072
3812,   0.8148,  0.70252
3813,   0.8148,  0.71098
3814,   0.8148, 0.708081
3815,   0.8148, 0.703493
3816,   0.8148, 0.709031
3817,   0.8148, 0.700861
3818,   0.8148, 0.701278
3819,   0.8148, 0.701748
3820,   0.8148, 0.707162
3821,   0.8148,  0.70594
3822,   0.8148, 0.709028
3823,   0.8148, 0.718231
3824,   0.8148, 0.715323
3825,   0.8148, 0.709327
3826,   0.8148, 0.703537
3827,   0.8149, 0.705121
3828,   0.8149, 0.700607
3829,   0.8149, 0.703018
3830,   0.8149, 0.712574
3831,   0.8149, 0.717556
3832,   0.8149,   0.7148
3833,   0.8149, 0.706955
3834,   0.8149,  0.70349
3835,   0.8149, 0.709891
3836,   0.8149, 0.698545
3837,   0.8149, 0.708035
3838,   0.8149, 0.702366
3839,   0.8149, 0.704233
3840,   0.8149,   0.7049
3841,   0.8149, 0.703381
3842,   0.8149, 0.695327
3843,   0.8149,  0.70142
3844,   0.8149, 0.711017
3845,   0.8149, 0.708315
3846,   0.8149, 0.709457
3847,   0.8149, 0.706043
3848,   0.8149, 0.710995
3849,   0.8149, 0.716323
3850,   0.8149, 0.711888
3851,   0.8149, 0.715846
3852,   0.8149, 0.708529
3853,   0.8149, 0.716703
3854,   0.8149,  0.71049
3855,   0.8149, 0.706556
3856,   0.8149, 0.711146
3857,   0.8149,  0.70621
3858,   0.8149, 0.708922
3859,   0.8149, 0.708064
3860,   0.8149, 0.714035
3861,   0.8149, 0.712922
3862,   0.8149, 0.709182
3863,   0.8149, 0.705946
3864,   0.8149, 0.703596
3865,   0.8149, 0.705706
3866,   0.8149, 0.713789
3867,   0.8149, 0.713769
3868,   0.8149, 0.708323
3869,   0.8149, 0.716406
3870,   0.8149, 0.704325
3871,   0.8149, 0.705951
3872,   0.8149, 0.710103
3873,   0.8149, 0.710629
3874,   0.8149, 0.711316
3875,   0.8149, 0.708682
3876,   0.8149, 0.701573
3877,   0.8149, 0.708489
3878,   0.8149, 0.711012
3879,   0.8149, 0.710899
3880,   0.8149,  0.71441
3881,   0.8149, 0.707863
3882,   0.8149, 0.708978
3883,   0.8149, 0.710191
3884,   0.8149,  0.71164
3885,   0.8149, 0.700789
3886,   0.8149, 0.706437
3887,   0.8149, 0.702964
3888,   0.8149, 0.708493
3889,   0.8149,  0.70984
3890,   0.8149, 0.712528
3891,   0.8149, 0.714363
3892,   0.8149, 0.710287
3893,   0.8149, 0.717747
3894,   0.8149, 0.720364
3895,   0.8149, 0.713729
3896,   0.8149, 0.699297
3897,   0.8149, 0.707566
3898,   0.8149, 0.711999
3899,   0.8149, 0.713298
3900,   0.8149, 0.725266
3901,   0.8149, 0.712282
3902,   0.8149, 0.709448
3903,   0.8149, 0.715493
3904,   0.8149, 0.711003
3905,   0.8149, 0.704621
3906,   0.8149, 0.704963
3907,   0.8149, 0.708462
3908,   0.8149, 0.712544
3909,   0.8149, 0.699993
3910,   0.8149, 0.701706
3911,   0.8149,  0.71394
3912,   0.8149, 0.714971
3913,   0.8149, 0.716245
3914,   0.8149, 0.707645
3915,   0.8149, 0.707226
3916,   0.8149, 0.702429
3917,   0.8149, 0.708713
3918,   0.8149, 0.706677
3919,   0.8149, 0.709889
3920,   0.8149, 0.705122
3921,   0.8149, 0.707524
3922,   0.8149, 0.713766
3923,   0.8149, 0.706837
3924,   0.8149, 0.701706
3925,   0.8149, 0.705644
3926,   0.8149, 0.709805
3927,   0.8149, 0.699117
3928,   0.8149, 0.713482
3929,   0.8149, 0.714774
3930,   0.8149, 0.713942
3931,   0.8149, 0.712269
3932,   0.8149, 0.703274
3933,   0.8149, 0.694896
3934,   0.8149, 0.704144
3935,   0.8149, 0.699793
3936,   0.8149, 0.714211
3937,   0.8149, 0.708427
3938,   0.8149, 0.712302
3939,   0.8149, 0.705256
3940,   0.8149, 0.706116
3941,   0.8149, 0.706646
3942,   0.8149, 0.706299
3943,   0.8149, 0.708411
3944,   0.8149, 0.701914
3945,   0.8149, 0.713313
3946,   0.8149, 0.706983
3947,   0.8149, 0.706986
3948,   0.8149,  0.70376
3949,   0.8149, 0.707406
3950,   0.8149, 0.712396
3951,   0.8149, 0.708121
3952,   0.8149, 0.708766
3953,   0.8149,  0.71044
3954,   0.8149, 0.701378
3955,   0.8149, 0.713445
3956,   0.8149,  0.70321
3957,   0.8149, 0.704435
3958,   0.8149, 0.706973
3959,   0.8149, 0.709414
3960,   0.8149, 0.708789
3961,   0.8149, 0.701534
3962,   0.8149, 0.704577
3963,   0.8149, 0.698008
3964,   0.8149, 0.718504
3965,   0.8149, 0.703295
3966,   0.8149,  0.70616
3967,   0.8149, 0.717633
3968,   0.8149,  0.71689
3969,   0.8149, 0.705386
3970,   0.8149, 0.702881
3971,   0.8149, 0.713084
3972,   0.8149, 0.716881
3973,   0.8149, 0.717028
3974,   0.8149, 0.709871
3975,   0.8149, 0.706658
3976,   0.8149, 0.706036
3977,   0.8149, 0.699867
3978,   0.8149, 0.719194
3979,   0.8149, 0.711827
3980,   0.8149, 0.712918
3981,   0.8149, 0.712756
3982,   0.8149,  0.70359
3983,   0.8149, 0.705976
3984,   0.8149, 0.711264
3985,   0.8153, 0.712744
3986,   0.8153, 0.712423
3987,   0.8153, 0.707955
3988,   0.8153, 0.713089
3989,   0.8153, 0.700272
3990,   0.8153, 0.704915
3991,   0.8153, 0.708364
3992,   0.8153, 0.706949
3993,   0.8153, 0.705688
3994,   0.8153, 0.707824
3995,   0.8153, 0.704616
3996,   0.8153, 0.705085
3997,   0.8153, 0.707138
3998,   0.8153, 0.710937
3999,   0.8153, 0.715813
4000,   0.8153, 0.710592
