gen, ranking_float_twopoint_best, ranking_float_twopoint_ave
1860,   0.7699, 0.674151
1861,   0.7699, 0.666608
1862,   0.7699, 0.674033
1863,   0.7699, 0.671479
1864,   0.7699, 0.666534
1865,   0.7699, 0.660118
1866,   0.7699, 0.661196
1867,   0.7699, 0.663895
1868,   0.7699, 0.672196
1869,   0.7699, 0.678095
1870,   0.7699, 0.671956
1871,   0.7699,  0.67487
1872,   0.7699, 0.674755
1873,   0.7699, 0.667906
1874,   0.7699, 0.670628
1875,   0.7702, 0.668367
1876,   0.7702, 0.670007
1877,   0.7702, 0.669995
1878,   0.7702, 0.675037
1879,   0.7702, 0.673518
1880,   0.7702, 0.662081
1881,   0.7702, 0.672729
1882,   0.7702, 0.677047
1883,   0.7702, 0.676363
1884,   0.7702, 0.677944
1885,   0.7702,   0.6753
1886,   0.7702, 0.668465
1887,   0.7702, 0.669357
1888,   0.7702, 0.671295
1889,   0.7702, 0.668078
1890,   0.7702, 0.670209
1891,   0.7702,  0.67101
1892,   0.7702, 0.670039
1893,   0.7702, 0.674406
1894,   0.7702, 0.672327
1895,   0.7702, 0.672543
1896,   0.7702, 0.674554
1897,   0.7702, 0.669825
1898,   0.7702, 0.664171
1899,   0.7702, 0.662985
1900,   0.7702, 0.666932
1901,   0.7702, 0.665459
1902,   0.7702,  0.66017
1903,   0.7702, 0.668285
1904,   0.7702, 0.676925
1905,   0.7702, 0.672545
1906,   0.7702, 0.668153
1907,   0.7702, 0.672989
1908,   0.7702, 0.671802
1909,   0.7702, 0.670682
1910,   0.7702, 0.670155
1911,   0.7702, 0.672035
1912,   0.7702, 0.673479
1913,   0.7702, 0.661474
1914,   0.7702,  0.66837
1915,   0.7702, 0.666693
1916,   0.7702, 0.668445
1917,   0.7702,  0.67351
1918,   0.7704,  0.66737
1919,   0.7704, 0.674126
1920,   0.7704,   0.6795
1921,   0.7704, 0.678505
1922,   0.7704, 0.676328
1923,   0.7704, 0.672373
1924,   0.7704, 0.672985
1925,   0.7704, 0.676311
1926,   0.7704, 0.672436
1927,   0.7704, 0.664268
1928,   0.7704, 0.663744
1929,   0.7704, 0.668783
1930,   0.7704, 0.666296
1931,   0.7704, 0.674869
1932,   0.7704, 0.672112
1933,   0.7704, 0.673277
1934,   0.7704, 0.669617
1935,   0.7704, 0.674576
1936,   0.7704, 0.672822
1937,   0.7704, 0.668827
1938,   0.7704, 0.671189
1939,   0.7704, 0.673296
1940,   0.7704, 0.679392
1941,   0.7704,  0.67072
1942,   0.7704, 0.666087
1943,   0.7704, 0.667301
1944,   0.7704, 0.667541
1945,   0.7704, 0.677254
1946,   0.7704, 0.674749
1947,   0.7704,  0.67725
1948,   0.7704, 0.674873
1949,   0.7704, 0.670691
1950,   0.7704, 0.668749
1951,   0.7704, 0.667377
1952,   0.7704, 0.663361
1953,   0.7704, 0.665466
1954,   0.7704, 0.665349
1955,   0.7704, 0.668782
1956,   0.7704,  0.66865
1957,   0.7704, 0.667972
1958,   0.7704, 0.667638
1959,   0.7704, 0.674236
1960,   0.7704, 0.672842
1961,   0.7704, 0.675339
1962,   0.7704, 0.675584
1963,   0.7704, 0.677658
1964,   0.7704, 0.669273
1965,   0.7704, 0.656761
1966,   0.7704, 0.663383
1967,   0.7704, 0.669794
1968,   0.7704, 0.665134
1969,   0.7708, 0.664118
1970,   0.7708, 0.667791
1971,   0.7708, 0.672616
1972,   0.7708, 0.677048
1973,   0.7708, 0.673521
1974,   0.7708,  0.67728
1975,   0.7708, 0.675594
1976,   0.7708, 0.674095
1977,   0.7708, 0.661464
1978,   0.7708, 0.674045
1979,   0.7708, 0.673934
1980,   0.7708, 0.667982
1981,   0.7708, 0.665969
1982,   0.7708, 0.664693
1983,   0.7708, 0.672923
1984,   0.7708, 0.675922
1985,   0.7708, 0.671773
1986,   0.7708, 0.671482
1987,   0.7708, 0.670725
1988,   0.7708, 0.666762
1989,   0.7708, 0.661143
1990,   0.7708,  0.67218
1991,   0.7708, 0.664428
1992,   0.7708, 0.667366
1993,   0.7708, 0.666367
1994,   0.7708, 0.661981
1995,   0.7708, 0.668233
1996,   0.7708, 0.677187
1997,   0.7708,  0.66749
1998,   0.7708, 0.661058
1999,   0.7708, 0.666156
2000,   0.7708, 0.662299
2001,   0.7708, 0.666479
2002,   0.7708, 0.660638
2003,   0.7713, 0.667885
2004,   0.7713, 0.673684
2005,   0.7713, 0.673032
2006,   0.7713, 0.672175
2007,   0.7713, 0.666472
2008,   0.7713, 0.664066
2009,   0.7713, 0.669639
2010,   0.7713, 0.667597
2011,   0.7713, 0.673931
2012,   0.7713, 0.674349
2013,   0.7719, 0.664261
2014,   0.7719, 0.661898
2015,   0.7719, 0.666113
2016,   0.7719, 0.666245
2017,   0.7719, 0.661805
2018,   0.7719, 0.662485
2019,   0.7719, 0.674901
2020,   0.7719, 0.676636
2021,   0.7719,    0.679
2022,   0.7719, 0.680656
2023,   0.7719, 0.673784
2024,   0.7719, 0.670807
2025,   0.7719, 0.669254
2026,   0.7719, 0.667959
2027,   0.7719, 0.666075
2028,   0.7719, 0.664372
2029,   0.7719, 0.668553
2030,   0.7719, 0.670873
2031,   0.7719, 0.674121
2032,   0.7719,  0.66651
2033,   0.7719, 0.667137
2034,   0.7719, 0.675662
2035,   0.7719, 0.675129
2036,   0.7719, 0.663952
2037,   0.7719, 0.673705
2038,   0.7719, 0.667174
2039,   0.7719, 0.668556
2040,   0.7719, 0.667778
2041,   0.7719, 0.670102
2042,   0.7719, 0.671919
2043,   0.7719, 0.676787
2044,   0.7719, 0.672367
2045,   0.7719, 0.662494
2046,   0.7719, 0.666541
2047,   0.7719, 0.668351
2048,   0.7719, 0.673826
2049,   0.7719, 0.676189
2050,   0.7719,  0.67253
2051,   0.7719, 0.676573
2052,   0.7719, 0.678321
2053,   0.7719, 0.674522
2054,   0.7719,  0.67289
2055,   0.7719, 0.678221
2056,   0.7719, 0.677607
2057,   0.7719, 0.674142
2058,   0.7719, 0.672811
2059,   0.7719, 0.670689
2060,   0.7719, 0.666898
2061,   0.7719, 0.673772
2062,    0.772, 0.672727
2063,    0.772, 0.671806
2064,    0.772, 0.670262
2065,    0.772, 0.674407
2066,    0.772, 0.670702
2067,    0.772, 0.667823
2068,    0.772, 0.666897
2069,    0.772, 0.672544
2070,    0.772, 0.673678
2071,    0.772, 0.679618
2072,    0.772,  0.67522
2073,    0.772,  0.67297
2074,    0.772, 0.671695
2075,    0.772, 0.666964
2076,    0.772,  0.66947
2077,    0.772, 0.676569
2078,    0.772, 0.671327
2079,    0.772, 0.671658
2080,    0.772,   0.6767
2081,    0.772, 0.668685
2082,    0.772, 0.675261
2083,    0.772, 0.676869
2084,    0.772, 0.671866
2085,    0.772, 0.672665
2086,    0.772, 0.668896
2087,    0.772, 0.673346
2088,    0.772, 0.671327
2089,    0.772, 0.675631
2090,    0.772, 0.665664
2091,    0.772, 0.669394
2092,    0.772, 0.673655
2093,    0.772, 0.675856
2094,    0.772, 0.678077
2095,    0.772, 0.680029
2096,   0.7724, 0.670038
2097,   0.7724, 0.672034
2098,   0.7724, 0.676241
2099,   0.7724, 0.674006
2100,   0.7724, 0.677599
2101,   0.7724, 0.670211
2102,   0.7724, 0.677981
2103,   0.7724, 0.673095
2104,   0.7724, 0.673675
2105,   0.7724, 0.674284
2106,   0.7724, 0.675636
2107,   0.7724,   0.6652
2108,   0.7724, 0.673487
2109,   0.7724, 0.669347
2110,   0.7724, 0.669647
2111,   0.7724, 0.672277
2112,   0.7724, 0.669533
2113,   0.7724, 0.668607
2114,   0.7724,  0.67722
2115,   0.7724, 0.678482
2116,   0.7724, 0.673464
2117,   0.7724, 0.666864
2118,   0.7724, 0.659677
2119,   0.7726, 0.663308
2120,   0.7726, 0.661902
2121,   0.7726, 0.667017
2122,   0.7726, 0.675805
2123,   0.7726,  0.67867
2124,    0.773, 0.681868
2125,    0.773, 0.676561
2126,    0.773, 0.680066
2127,    0.773, 0.672105
2128,    0.773, 0.666145
2129,    0.773, 0.664541
2130,    0.773, 0.668824
2131,    0.773, 0.670583
2132,    0.773, 0.675616
2133,    0.773, 0.665938
2134,    0.773, 0.666378
2135,    0.773,  0.65921
2136,    0.773, 0.666345
2137,   0.7735, 0.672777
2138,   0.7735, 0.673755
2139,   0.7735, 0.674951
2140,   0.7735, 0.676483
2141,   0.7735,  0.66934
2142,   0.7735, 0.677139
2143,   0.7735, 0.669034
2144,   0.7735, 0.672406
2145,   0.7735, 0.678826
2146,   0.7735, 0.678111
2147,   0.7735, 0.660155
2148,   0.7735, 0.675188
2149,   0.7735, 0.670189
2150,   0.7735, 0.672307
2151,    0.774, 0.670334
2152,    0.774, 0.678694
2153,    0.774, 0.681826
2154,    0.774, 0.682422
2155,    0.774, 0.677801
2156,    0.774, 0.665866
2157,    0.774, 0.679825
2158,    0.774, 0.676908
2159,    0.774, 0.673663
2160,    0.774, 0.676283
2161,    0.774, 0.678486
2162,    0.774, 0.683849
2163,    0.774, 0.681589
2164,    0.774, 0.675668
2165,   0.7743, 0.675816
2166,   0.7743, 0.667581
2167,   0.7743, 0.667334
2168,   0.7743, 0.666146
2169,   0.7748, 0.669387
2170,   0.7748, 0.675282
2171,   0.7748, 0.670625
2172,   0.7748, 0.672385
2173,   0.7748, 0.672248
2174,   0.7748, 0.668669
2175,   0.7748, 0.667562
2176,   0.7748, 0.671744
2177,   0.7748, 0.681422
2178,   0.7748, 0.676094
2179,   0.7748, 0.676035
2180,   0.7748, 0.675035
2181,   0.7748,   0.6815
2182,   0.7748, 0.676391
2183,   0.7748, 0.668014
2184,   0.7748, 0.668728
2185,   0.7748, 0.677748
2186,   0.7748, 0.674986
2187,   0.7748, 0.679967
2188,   0.7748,  0.68032
2189,   0.7748, 0.674696
2190,   0.7748, 0.666786
2191,   0.7748, 0.673582
2192,   0.7748, 0.671617
2193,   0.7748, 0.677242
2194,   0.7748, 0.674365
2195,   0.7748, 0.675676
2196,   0.7748,  0.66996
2197,   0.7748,    0.676
2198,   0.7748, 0.676175
2199,   0.7748, 0.674608
2200,   0.7748, 0.673637
2201,   0.7748, 0.681599
2202,   0.7748, 0.677092
2203,   0.7749, 0.666794
2204,   0.7749, 0.670828
2205,   0.7749, 0.668612
2206,   0.7749, 0.675323
2207,   0.7749, 0.674101
2208,   0.7749, 0.680413
2209,   0.7749,  0.68181
2210,   0.7749, 0.679398
2211,   0.7749, 0.674152
2212,   0.7757, 0.674927
2213,   0.7757, 0.675084
2214,   0.7757, 0.681159
2215,   0.7757, 0.678177
2216,   0.7757, 0.667979
2217,   0.7757, 0.659296
2218,   0.7757, 0.666967
2219,   0.7757, 0.675133
2220,   0.7757, 0.674954
2221,   0.7757, 0.670401
2222,   0.7757, 0.674019
2223,   0.7757, 0.678199
2224,   0.7757, 0.677319
2225,   0.7757, 0.679972
2226,   0.7757, 0.671921
2227,   0.7757, 0.678118
2228,   0.7757, 0.681374
2229,   0.7757, 0.683794
2230,   0.7757, 0.682445
2231,   0.7757, 0.680982
2232,   0.7757, 0.683276
2233,   0.7757, 0.682971
2234,   0.7757, 0.675519
2235,   0.7757, 0.673851
2236,   0.7757, 0.672581
2237,   0.7757, 0.673919
2238,   0.7757, 0.669386
2239,   0.7757, 0.668063
2240,   0.7757, 0.665592
2241,   0.7757, 0.672575
2242,   0.7757, 0.681563
2243,   0.7757, 0.680767
2244,   0.7757, 0.667149
2245,   0.7757, 0.672233
2246,   0.7757, 0.681477
2247,   0.7757, 0.684246
2248,   0.7757, 0.678879
2249,   0.7757, 0.672188
2250,   0.7757, 0.680623
2251,   0.7757, 0.679693
2252,   0.7757, 0.681321
2253,   0.7757, 0.681114
2254,   0.7757, 0.671277
2255,   0.7757, 0.665012
2256,   0.7757, 0.662696
2257,   0.7757, 0.670798
2258,   0.7757, 0.670235
2259,   0.7757, 0.673572
2260,   0.7757, 0.679113
2261,   0.7757, 0.674075
2262,   0.7757, 0.672261
2263,   0.7757,  0.66706
2264,   0.7757,  0.67069
2265,   0.7757, 0.677464
2266,   0.7757, 0.678025
2267,   0.7757, 0.684289
2268,   0.7757, 0.676448
2269,   0.7757, 0.667814
2270,   0.7757, 0.671501
2271,   0.7757, 0.674278
2272,   0.7757, 0.678586
2273,   0.7757, 0.679223
2274,   0.7757, 0.672048
2275,   0.7757, 0.669251
2276,   0.7757, 0.676929
2277,   0.7757, 0.679293
2278,   0.7757,  0.68061
2279,   0.7757,  0.67994
2280,   0.7757, 0.677824
2281,   0.7759, 0.673764
2282,   0.7759, 0.685894
2283,   0.7759, 0.677956
2284,   0.7759, 0.675903
2285,   0.7759, 0.667823
2286,   0.7759, 0.682689
2287,   0.7759, 0.673713
2288,   0.7759, 0.679393
2289,   0.7759, 0.662672
2290,   0.7759, 0.677527
2291,   0.7759, 0.678279
2292,   0.7759, 0.676165
2293,   0.7759, 0.678797
2294,   0.7759,   0.6803
2295,   0.7759, 0.682144
2296,   0.7759, 0.669448
2297,   0.7759, 0.667157
2298,   0.7759, 0.675824
2299,   0.7759, 0.677734
2300,   0.7759, 0.667562
2301,   0.7759, 0.673868
2302,   0.7759, 0.672409
2303,   0.7759, 0.670363
2304,   0.7763, 0.678553
2305,   0.7763, 0.678786
2306,   0.7763, 0.674675
2307,   0.7763, 0.676447
2308,   0.7763, 0.675879
2309,   0.7763, 0.669893
2310,    0.777, 0.673089
2311,    0.777, 0.679717
2312,    0.777,  0.67429
2313,    0.777,  0.67143
2314,    0.777, 0.680277
2315,    0.777, 0.672137
2316,    0.777, 0.662213
2317,    0.777, 0.673429
2318,    0.777, 0.678401
2319,    0.777, 0.675692
2320,    0.777, 0.679578
2321,    0.777, 0.675797
2322,    0.777, 0.672501
2323,    0.777, 0.671953
2324,    0.777, 0.678056
2325,    0.777, 0.673694
2326,    0.777, 0.677103
2327,    0.777, 0.674187
2328,    0.777,  0.67011
2329,    0.777, 0.672635
2330,    0.777, 0.667064
2331,    0.777, 0.674344
2332,    0.777, 0.672231
2333,    0.777, 0.673769
2334,    0.777, 0.677695
2335,    0.777, 0.677454
2336,    0.777, 0.673933
2337,    0.777, 0.672336
2338,    0.777, 0.674381
2339,    0.777, 0.672476
2340,    0.777, 0.675072
2341,    0.777, 0.667715
2342,    0.777,  0.66441
2343,    0.777, 0.661655
2344,    0.777, 0.670464
2345,    0.777, 0.669584
2346,    0.778, 0.679174
2347,    0.778, 0.672435
2348,    0.778, 0.667072
2349,    0.778, 0.669666
2350,    0.778, 0.677868
2351,    0.778, 0.683864
2352,    0.778, 0.681572
2353,    0.778, 0.670852
2354,    0.778, 0.671593
2355,    0.778,  0.67506
2356,    0.778, 0.674186
2357,    0.778, 0.669918
2358,    0.778, 0.672935
2359,    0.778, 0.674636
2360,    0.778, 0.676469
2361,    0.778, 0.670599
2362,    0.778, 0.676438
2363,    0.778, 0.682504
2364,    0.778, 0.680045
2365,    0.778, 0.674621
2366,    0.778, 0.669635
2367,    0.778, 0.681206
2368,    0.778, 0.678381
2369,    0.778, 0.677983
2370,    0.778, 0.680705
2371,    0.778, 0.673279
2372,    0.778, 0.672561
2373,    0.778, 0.679295
2374,    0.778, 0.679937
2375,    0.778,  0.68043
2376,    0.778, 0.680993
2377,    0.778, 0.677006
2378,    0.778,  0.67693
2379,    0.778, 0.676875
2380,    0.778,  0.67158
2381,    0.778, 0.678079
2382,    0.778, 0.668784
2383,    0.778, 0.676847
2384,    0.778, 0.684214
2385,    0.778, 0.681095
2386,    0.778,  0.68071
2387,    0.778, 0.681509
2388,    0.778, 0.670302
2389,    0.778, 0.675865
2390,    0.778, 0.675675
2391,    0.778,  0.68041
2392,    0.778, 0.678271
2393,    0.778, 0.680419
2394,    0.778, 0.675014
2395,    0.778, 0.673028
2396,    0.778, 0.676778
2397,    0.778, 0.675649
2398,    0.778,  0.67215
2399,    0.778, 0.668299
2400,    0.778, 0.671381
2401,    0.778,   0.6729
2402,    0.778, 0.670279
2403,    0.778,  0.67812
2404,    0.778, 0.684271
2405,    0.778, 0.671049
2406,    0.778, 0.668564
2407,    0.778, 0.672181
2408,    0.778, 0.670884
2409,    0.778, 0.669497
2410,    0.778, 0.678329
2411,    0.778, 0.676995
2412,    0.778, 0.667967
2413,    0.778, 0.674627
2414,    0.778, 0.679211
2415,    0.778,  0.67946
2416,    0.778, 0.673819
2417,    0.778, 0.682465
2418,    0.778, 0.676502
2419,    0.778, 0.674084
2420,    0.778, 0.675508
2421,    0.778, 0.685829
2422,    0.778, 0.675922
2423,    0.778, 0.675017
2424,    0.778, 0.683457
2425,    0.778, 0.677859
2426,    0.778, 0.675776
2427,    0.778, 0.682485
2428,    0.778, 0.670824
2429,    0.778, 0.678034
2430,    0.778, 0.677064
2431,    0.778, 0.678927
2432,    0.778, 0.669673
2433,    0.778, 0.674615
2434,    0.778, 0.671869
2435,    0.778, 0.675994
2436,    0.778, 0.672422
2437,    0.778,  0.67807
2438,    0.778, 0.680089
2439,    0.778, 0.676744
2440,    0.778, 0.671234
2441,    0.778, 0.663658
2442,    0.778, 0.661243
2443,    0.778, 0.668262
2444,    0.778, 0.674601
2445,    0.778, 0.678929
2446,    0.778, 0.687512
2447,    0.778, 0.676958
2448,    0.778, 0.678384
2449,    0.778, 0.674574
2450,    0.778, 0.673002
2451,    0.778, 0.673303
2452,    0.778,  0.67735
2453,    0.778, 0.673472
2454,    0.778, 0.681224
2455,    0.778, 0.681622
2456,    0.778, 0.677285
2457,    0.778, 0.672612
2458,    0.778, 0.675583
2459,   0.7784, 0.677894
2460,   0.7784, 0.673846
2461,   0.7784, 0.672813
2462,   0.7784, 0.668159
2463,   0.7784, 0.663022
2464,   0.7784, 0.666631
2465,   0.7784, 0.671771
2466,   0.7784, 0.675835
2467,   0.7784, 0.667787
2468,   0.7784, 0.674574
2469,   0.7784, 0.674519
2470,   0.7784,  0.66581
2471,   0.7784, 0.664815
2472,   0.7784,  0.66291
2473,   0.7784, 0.676732
2474,   0.7784, 0.686139
2475,   0.7784, 0.676575
2476,   0.7784, 0.676111
2477,   0.7784, 0.678478
2478,   0.7784, 0.682973
2479,   0.7784, 0.673141
2480,   0.7784, 0.670373
2481,   0.7784, 0.677562
2482,   0.7784, 0.674171
2483,   0.7784, 0.668939
2484,   0.7784, 0.679407
2485,   0.7784, 0.682249
2486,   0.7784, 0.677179
2487,   0.7784, 0.667921
2488,   0.7784, 0.679072
2489,   0.7784, 0.678524
2490,   0.7784, 0.679853
2491,   0.7784, 0.672979
2492,   0.7784, 0.670309
2493,   0.7784, 0.674983
2494,   0.7784, 0.676575
2495,   0.7784, 0.674205
2496,   0.7784, 0.670401
2497,   0.7784, 0.668021
2498,   0.7784, 0.675778
2499,   0.7784, 0.668904
2500,   0.7784, 0.665839
2501,   0.7784, 0.675876
2502,   0.7784,  0.66758
2503,   0.7784, 0.670439
2504,   0.7784, 0.678325
2505,   0.7784, 0.683581
2506,   0.7784, 0.678783
2507,   0.7784, 0.676632
2508,   0.7784, 0.674166
2509,   0.7784, 0.674539
2510,   0.7784, 0.671689
2511,   0.7784, 0.678099
2512,   0.7784, 0.675344
2513,   0.7784, 0.677334
2514,   0.7784, 0.672304
2515,   0.7784, 0.679514
2516,   0.7784, 0.680535
2517,   0.7784, 0.669788
2518,   0.7784, 0.664217
2519,   0.7784, 0.673148
2520,   0.7784,   0.6766
2521,   0.7784,  0.67987
2522,   0.7784, 0.673164
2523,   0.7784, 0.676227
2524,   0.7784, 0.677655
2525,   0.7784, 0.675478
2526,   0.7784, 0.680583
2527,   0.7784, 0.674795
2528,   0.7784, 0.677341
2529,   0.7784, 0.672975
2530,   0.7784, 0.673469
2531,   0.7784, 0.681973
2532,   0.7784,  0.68091
2533,   0.7784, 0.676544
2534,   0.7784, 0.681649
2535,   0.7784, 0.682845
2536,   0.7784, 0.680938
2537,   0.7784, 0.664833
2538,   0.7784, 0.670634
2539,   0.7784, 0.677776
2540,   0.7784, 0.677292
2541,   0.7784, 0.673875
2542,   0.7784, 0.663709
2543,   0.7784, 0.662702
2544,   0.7784, 0.673896
2545,   0.7784, 0.677019
2546,   0.7784, 0.675925
2547,   0.7784, 0.676052
2548,   0.7784,  0.66832
2549,   0.7784, 0.676246
2550,   0.7784, 0.674419
2551,   0.7784, 0.672945
2552,   0.7784, 0.670421
2553,   0.7789, 0.676549
2554,   0.7789, 0.674267
2555,   0.7789, 0.674478
2556,   0.7789, 0.675706
2557,   0.7789, 0.672941
2558,   0.7789, 0.669258
2559,   0.7789, 0.682494
2560,   0.7789, 0.663143
2561,   0.7789,  0.66776
2562,   0.7789, 0.678221
2563,   0.7789, 0.672469
2564,   0.7789, 0.672811
2565,   0.7789, 0.674054
2566,   0.7789, 0.674015
2567,   0.7789, 0.671981
2568,   0.7789, 0.675823
2569,   0.7789,  0.68005
2570,   0.7789, 0.683263
2571,   0.7789, 0.673051
2572,   0.7789, 0.673384
2573,   0.7789, 0.679595
2574,   0.7789, 0.678008
2575,   0.7789,  0.67942
2576,   0.7789, 0.678228
2577,   0.7789, 0.679022
2578,   0.7789, 0.672541
2579,   0.7789,  0.67444
2580,   0.7789, 0.671573
2581,   0.7789, 0.667322
2582,   0.7789, 0.672675
2583,   0.7789, 0.680023
2584,   0.7789,  0.68031
2585,   0.7789, 0.683415
2586,   0.7789, 0.681491
2587,   0.7789, 0.675984
2588,   0.7789, 0.672458
2589,   0.7789, 0.668833
2590,   0.7789, 0.678114
2591,   0.7789, 0.672188
2592,   0.7789, 0.679012
2593,   0.7789, 0.675198
2594,   0.7789, 0.678946
2595,   0.7789, 0.671852
2596,   0.7789, 0.672174
2597,   0.7789, 0.669617
2598,   0.7789, 0.666818
2599,   0.7789, 0.668375
2600,   0.7789, 0.671827
2601,   0.7789, 0.669823
2602,   0.7789, 0.672866
2603,   0.7794, 0.674256
2604,   0.7794, 0.666629
2605,   0.7794, 0.674383
2606,   0.7794, 0.668902
2607,   0.7794, 0.668995
2608,   0.7794, 0.673374
2609,   0.7794, 0.660639
2610,   0.7794, 0.677948
2611,   0.7794, 0.669855
2612,   0.7794, 0.667903
2613,   0.7794, 0.668512
2614,   0.7794, 0.678027
2615,   0.7794, 0.681786
2616,   0.7794, 0.681159
2617,   0.7794, 0.684327
2618,   0.7794, 0.677261
2619,   0.7794, 0.682323
2620,   0.7794, 0.678765
2621,   0.7794, 0.670157
2622,   0.7794,  0.67134
2623,   0.7794, 0.668398
2624,   0.7794, 0.669356
2625,   0.7794, 0.666649
2626,   0.7794, 0.667837
2627,   0.7794, 0.667621
2628,   0.7794, 0.677865
2629,   0.7794, 0.679488
2630,   0.7794, 0.674295
2631,   0.7794, 0.669738
2632,   0.7794, 0.671732
2633,   0.7794, 0.676001
2634,   0.7794,  0.67552
2635,   0.7794, 0.681315
2636,   0.7794, 0.675005
2637,   0.7794, 0.673027
2638,   0.7794,  0.67661
2639,   0.7794,  0.67941
2640,   0.7794, 0.676234
2641,   0.7794, 0.672373
2642,   0.7794,  0.68337
2643,   0.7794, 0.685682
2644,   0.7794, 0.685085
2645,   0.7794, 0.680719
2646,   0.7794, 0.672338
2647,   0.7794, 0.673652
2648,   0.7794, 0.675383
2649,   0.7794, 0.680408
2650,   0.7794, 0.681455
2651,   0.7794, 0.673527
2652,   0.7794, 0.665519
2653,   0.7794, 0.671362
2654,   0.7794, 0.682504
2655,   0.7794, 0.674994
2656,   0.7794, 0.684238
2657,   0.7794, 0.673231
2658,   0.7794, 0.678407
2659,   0.7794, 0.669572
2660,   0.7794, 0.678397
2661,   0.7794, 0.677304
2662,   0.7794, 0.669437
2663,   0.7794, 0.672277
2664,   0.7794, 0.675613
2665,   0.7794,  0.68066
2666,   0.7794, 0.677606
2667,   0.7794, 0.674517
2668,   0.7794, 0.678775
2669,   0.7794, 0.674158
2670,   0.7794, 0.667088
2671,   0.7794,  0.67158
2672,   0.7794,  0.67762
2673,   0.7794, 0.671197
2674,   0.7794, 0.673942
2675,   0.7794, 0.675003
2676,   0.7794, 0.673331
2677,   0.7794, 0.672963
2678,   0.7794, 0.680608
2679,   0.7794, 0.676242
2680,   0.7794, 0.673012
2681,   0.7794, 0.674766
2682,   0.7794, 0.679128
2683,   0.7794, 0.677774
2684,   0.7794, 0.667342
2685,   0.7794, 0.679609
2686,   0.7794, 0.674628
2687,   0.7794, 0.675421
2688,   0.7794, 0.673551
2689,   0.7794, 0.672142
2690,   0.7794,  0.67179
2691,   0.7794, 0.671512
2692,   0.7794, 0.665943
2693,   0.7794, 0.665412
2694,   0.7794, 0.676035
2695,   0.7794,  0.66989
2696,   0.7794, 0.677661
2697,   0.7794, 0.678795
2698,   0.7794, 0.675528
2699,   0.7794, 0.683305
2700,   0.7794, 0.677082
2701,   0.7794, 0.663556
2702,   0.7794, 0.677262
2703,   0.7794, 0.680341
2704,   0.7794, 0.670041
2705,   0.7794, 0.666667
2706,   0.7794, 0.677565
2707,   0.7794, 0.674208
2708,   0.7794, 0.681094
2709,   0.7794, 0.673883
2710,   0.7794,  0.67591
2711,   0.7794, 0.680681
2712,   0.7794, 0.675645
2713,   0.7794,  0.67609
2714,   0.7794, 0.670587
2715,   0.7794,  0.67884
2716,   0.7794, 0.672981
2717,   0.7794, 0.671624
2718,   0.7794, 0.661604
2719,   0.7794, 0.665321
2720,   0.7794, 0.667068
2721,   0.7794, 0.670756
2722,   0.7794, 0.669306
2723,   0.7794,  0.67382
2724,   0.7794, 0.674182
2725,   0.7794, 0.673181
2726,   0.7794, 0.673333
2727,   0.7794, 0.662308
2728,   0.7794, 0.661877
2729,   0.7794, 0.669089
2730,   0.7794, 0.674501
2731,   0.7794, 0.682719
2732,   0.7794, 0.678796
2733,   0.7794, 0.677596
2734,   0.7794, 0.668226
2735,   0.7794, 0.670499
2736,   0.7794,  0.66898
2737,   0.7794, 0.677649
2738,   0.7794,  0.67634
2739,   0.7794, 0.674684
2740,   0.7803, 0.672728
2741,   0.7803, 0.674435
2742,   0.7803, 0.669492
2743,   0.7803, 0.676099
2744,   0.7803, 0.671186
2745,   0.7803, 0.675646
2746,   0.7803, 0.674845
2747,   0.7803, 0.677769
2748,   0.7803,   0.6807
2749,   0.7803, 0.672963
2750,   0.7803, 0.679004
2751,   0.7803, 0.679468
2752,   0.7803, 0.670674
2753,   0.7803, 0.681279
2754,   0.7809,  0.68244
2755,   0.7809, 0.678356
2756,   0.7809,  0.66996
2757,   0.7809, 0.677357
2758,   0.7809,  0.67849
2759,   0.7809, 0.673823
2760,   0.7809, 0.681265
2761,   0.7809, 0.672052
2762,   0.7809, 0.681071
2763,   0.7809, 0.685069
2764,   0.7809, 0.686274
2765,   0.7809, 0.672596
2766,   0.7809,  0.66712
2767,   0.7809, 0.666427
2768,   0.7809, 0.677259
2769,   0.7809, 0.673423
2770,   0.7809, 0.668243
2771,   0.7809, 0.670984
2772,   0.7809, 0.663414
2773,   0.7809, 0.666713
2774,   0.7809, 0.670476
2775,   0.7809, 0.673635
2776,   0.7809, 0.676799
2777,   0.7809, 0.670163
2778,   0.7809, 0.671891
2779,   0.7809, 0.674943
2780,   0.7809, 0.676528
2781,   0.7809, 0.669356
2782,   0.7809, 0.669726
2783,   0.7809, 0.681439
2784,   0.7809, 0.684624
2785,   0.7809, 0.678434
2786,   0.7809,  0.67317
2787,   0.7809, 0.667858
2788,   0.7809, 0.673763
2789,   0.7809, 0.671143
2790,   0.7809, 0.675823
2791,   0.7809, 0.672003
2792,   0.7809, 0.667244
2793,   0.7809, 0.673038
2794,   0.7809, 0.679118
2795,   0.7809, 0.667679
2796,   0.7809, 0.666515
2797,   0.7809,  0.67362
2798,   0.7809, 0.672741
2799,   0.7809, 0.668845
2800,   0.7809, 0.667774
2801,   0.7809, 0.668778
2802,   0.7809, 0.671747
2803,   0.7809, 0.671914
2804,   0.7809, 0.664731
