gen, ranking_float_twopoint_best, ranking_float_twopoint_ave
 928,   0.6532, 0.575059
 929,   0.6532, 0.575446
 930,   0.6532, 0.581157
 931,   0.6532, 0.584245
 932,   0.6532,  0.58238
 933,   0.6532, 0.580465
 934,   0.6532, 0.582443
 935,   0.6532, 0.580271
 936,   0.6546, 0.579279
 937,   0.6555, 0.576841
 938,   0.6555, 0.582471
 939,   0.6555, 0.589225
 940,   0.6555, 0.585457
 941,   0.6555, 0.586739
 942,   0.6555, 0.586032
 943,   0.6555, 0.582156
 944,   0.6555, 0.591441
 945,   0.6568, 0.592424
 946,   0.6568, 0.588085
 947,   0.6568, 0.585663
 948,   0.6568, 0.587111
 949,   0.6568, 0.582551
 950,   0.6568, 0.587543
 951,   0.6568, 0.588026
 952,   0.6574, 0.585903
 953,   0.6574, 0.590436
 954,   0.6574,  0.58729
 955,   0.6574, 0.583325
 956,   0.6596, 0.588702
 957,   0.6596, 0.582826
 958,   0.6598, 0.586771
 959,   0.6598, 0.586562
 960,   0.6598, 0.587794
 961,   0.6598, 0.584258
 962,   0.6616, 0.592682
 963,   0.6616, 0.590517
 964,   0.6616,  0.58371
 965,   0.6616, 0.590337
 966,   0.6616, 0.586231
 967,   0.6616, 0.588526
 968,   0.6625, 0.588004
 969,   0.6625, 0.590347
 970,   0.6639, 0.582002
 971,   0.6639, 0.575797
 972,   0.6639, 0.576996
 973,   0.6651,  0.58422
 974,   0.6651, 0.588742
 975,   0.6654, 0.582236
 976,   0.6654, 0.585745
 977,   0.6666, 0.589498
 978,   0.6666, 0.586475
 979,   0.6703, 0.580775
 980,   0.6703,  0.58363
 981,   0.6737, 0.587375
 982,   0.6757, 0.588845
 983,   0.6757, 0.594169
 984,   0.6777, 0.594459
 985,   0.6777, 0.594648
 986,   0.6777, 0.597661
 987,   0.6785, 0.596515
 988,   0.6785, 0.596422
 989,   0.6785, 0.595584
 990,   0.6785, 0.598532
 991,   0.6785, 0.599926
 992,   0.6785, 0.598814
 993,   0.6798, 0.593945
 994,   0.6798, 0.589058
 995,   0.6798, 0.595259
 996,   0.6798, 0.597279
 997,   0.6802, 0.588728
 998,   0.6811,  0.59037
 999,   0.6811, 0.595878
1000,   0.6825, 0.598957
1001,   0.6825, 0.601897
1002,   0.6825, 0.601121
1003,   0.6825, 0.598974
1004,   0.6825, 0.604711
1005,   0.6825, 0.604754
1006,   0.6825,   0.6032
1007,   0.6825, 0.598116
1008,   0.6828, 0.598002
1009,   0.6828, 0.594982
1010,   0.6828, 0.598042
1011,   0.6838,  0.60008
1012,   0.6838, 0.602039
1013,   0.6842, 0.608144
1014,   0.6842, 0.601085
1015,   0.6866, 0.597609
1016,   0.6866, 0.597031
1017,   0.6866, 0.602906
1018,   0.6866, 0.598737
1019,   0.6866, 0.604855
1020,   0.6866, 0.609602
1021,   0.6866, 0.603913
1022,   0.6866, 0.601113
1023,   0.6866, 0.600105
1024,   0.6871, 0.602971
1025,   0.6871, 0.604065
1026,   0.6871, 0.601452
1027,   0.6871,  0.60554
1028,   0.6871, 0.607748
1029,   0.6871,   0.6036
1030,   0.6871, 0.607715
1031,   0.6871, 0.603571
1032,   0.6872, 0.605072
1033,   0.6872, 0.608335
1034,   0.6872, 0.601843
1035,   0.6872, 0.599359
1036,   0.6872, 0.605027
1037,   0.6872, 0.603528
1038,   0.6872, 0.608952
1039,   0.6872, 0.605564
1040,   0.6872, 0.606486
1041,   0.6884, 0.610117
1042,   0.6884,  0.60977
1043,   0.6884, 0.609772
1044,   0.6884, 0.611745
1045,   0.6884, 0.609192
1046,   0.6884, 0.609621
1047,   0.6884, 0.607495
1048,   0.6884, 0.606937
1049,   0.6884, 0.597768
1050,   0.6884, 0.606961
1051,   0.6884, 0.605089
1052,   0.6884, 0.601638
1053,   0.6884, 0.602751
1054,   0.6884, 0.607897
1055,   0.6884, 0.599007
1056,   0.6884, 0.605903
1057,   0.6884, 0.608649
1058,   0.6884, 0.602109
1059,   0.6884, 0.600547
1060,   0.6884, 0.601005
1061,   0.6884, 0.600856
1062,   0.6884, 0.596071
1063,   0.6884, 0.604906
1064,   0.6884,  0.60074
1065,   0.6884, 0.609998
1066,   0.6884, 0.604743
1067,   0.6884, 0.607783
1068,   0.6887, 0.608075
1069,   0.6887, 0.605288
1070,   0.6887, 0.601993
1071,   0.6887, 0.603062
1072,   0.6887, 0.603165
1073,   0.6887, 0.608266
1074,   0.6887, 0.606034
1075,   0.6887, 0.606821
1076,   0.6887, 0.602037
1077,   0.6887, 0.602697
1078,   0.6887, 0.606557
1079,   0.6887, 0.611573
1080,   0.6887, 0.608765
1081,   0.6887, 0.600993
1082,   0.6887, 0.605021
1083,   0.6887, 0.604516
1084,   0.6887,  0.60607
1085,   0.6887, 0.610853
1086,   0.6887, 0.603969
1087,   0.6887,  0.60743
1088,   0.6887, 0.611423
1089,   0.6887, 0.609722
1090,    0.689, 0.614739
1091,    0.689, 0.614102
1092,    0.689, 0.604763
1093,    0.689, 0.593006
1094,   0.6892, 0.600799
1095,   0.6892, 0.609767
1096,   0.6892,  0.60465
1097,   0.6902, 0.608203
1098,   0.6902,  0.60111
1099,   0.6902, 0.600463
1100,   0.6902, 0.596322
1101,   0.6902, 0.605893
1102,   0.6902, 0.613353
1103,   0.6902,  0.60901
1104,   0.6902, 0.611187
1105,   0.6902, 0.614344
1106,   0.6902, 0.607905
1107,   0.6902, 0.611658
1108,   0.6902, 0.611333
1109,   0.6902, 0.605609
1110,   0.6902, 0.610079
1111,   0.6902, 0.612419
1112,   0.6902, 0.610188
1113,   0.6902, 0.609579
1114,   0.6902, 0.606415
1115,   0.6902, 0.606275
1116,   0.6902, 0.607766
1117,   0.6902, 0.598037
1118,   0.6902, 0.597084
1119,   0.6902, 0.603874
1120,   0.6902, 0.601561
1121,   0.6902, 0.606323
1122,   0.6902,  0.60548
1123,   0.6902, 0.604725
1124,   0.6902, 0.606005
1125,   0.6902, 0.611696
1126,   0.6902, 0.611626
1127,   0.6902,  0.60407
1128,   0.6902,  0.59822
1129,   0.6902,  0.60525
1130,   0.6902, 0.600508
1131,   0.6903, 0.607727
1132,   0.6903, 0.606841
1133,   0.6903, 0.601693
1134,   0.6903, 0.601545
1135,   0.6903, 0.605849
1136,   0.6903, 0.602855
1137,   0.6903, 0.602583
1138,   0.6903,  0.59829
1139,   0.6903, 0.602409
1140,   0.6903, 0.607299
1141,   0.6903, 0.600358
1142,   0.6907,  0.60599
1143,   0.6907, 0.600878
1144,   0.6907, 0.600954
1145,   0.6907, 0.604388
1146,   0.6907, 0.612919
1147,   0.6907, 0.606053
1148,   0.6907, 0.611211
1149,   0.6907, 0.610848
1150,   0.6907, 0.610526
1151,   0.6907, 0.601754
1152,   0.6907, 0.605665
1153,   0.6907,  0.59999
1154,   0.6907, 0.603805
1155,   0.6907, 0.603245
1156,   0.6907, 0.608109
1157,   0.6915, 0.609729
1158,   0.6915, 0.611144
1159,   0.6915, 0.613078
1160,   0.6915, 0.614587
1161,   0.6915, 0.599499
1162,   0.6915, 0.604607
1163,   0.6915, 0.600728
1164,   0.6915, 0.606488
1165,   0.6915,  0.61077
1166,   0.6915, 0.611532
1167,   0.6915, 0.611594
1168,   0.6915, 0.608751
1169,   0.6915,  0.60116
1170,   0.6915, 0.609532
1171,   0.6915, 0.614385
1172,   0.6915, 0.609432
1173,   0.6915, 0.607007
1174,   0.6915, 0.601159
1175,   0.6915, 0.599799
1176,   0.6915, 0.611873
1177,   0.6915, 0.603343
1178,   0.6915, 0.602252
1179,   0.6915, 0.602446
1180,   0.6915, 0.601839
1181,   0.6915, 0.606665
1182,   0.6917, 0.608915
1183,   0.6924, 0.605869
1184,   0.6924, 0.606772
1185,   0.6924,  0.60187
1186,   0.6958, 0.605447
1187,   0.6958, 0.601029
1188,   0.6958, 0.605024
1189,   0.6958, 0.617013
1190,   0.6958, 0.612535
1191,   0.6958, 0.602518
1192,   0.6958, 0.608526
1193,   0.6958, 0.609078
1194,   0.6969, 0.608324
1195,   0.6996, 0.608628
1196,   0.6996, 0.603591
1197,   0.6996, 0.598737
1198,   0.6996, 0.605012
1199,   0.6996, 0.608091
1200,   0.6996, 0.603731
1201,   0.7028, 0.609501
1202,   0.7028, 0.607696
1203,   0.7028, 0.606267
1204,    0.707, 0.610733
1205,    0.707, 0.604629
1206,   0.7096, 0.606802
1207,   0.7096, 0.618107
1208,   0.7101, 0.619537
1209,   0.7101,  0.61631
1210,   0.7113, 0.620367
1211,   0.7123, 0.618571
1212,   0.7132, 0.621731
1213,   0.7132, 0.614837
1214,   0.7132, 0.616467
1215,   0.7161, 0.620367
1216,   0.7161, 0.614959
1217,    0.718, 0.615109
1218,    0.718, 0.616908
1219,   0.7213, 0.611903
1220,   0.7213,  0.62432
1221,   0.7213, 0.627286
1222,   0.7216,  0.62214
1223,   0.7216, 0.623239
1224,   0.7216, 0.620153
1225,   0.7216, 0.624127
1226,   0.7217, 0.624614
1227,   0.7226, 0.625205
1228,   0.7266, 0.619458
1229,   0.7266,  0.62807
1230,   0.7266,  0.62506
1231,   0.7266, 0.627007
1232,   0.7266,  0.62928
1233,   0.7266, 0.629862
1234,   0.7266, 0.630057
1235,    0.728, 0.634826
1236,   0.7295, 0.629737
1237,   0.7295, 0.627596
1238,   0.7295, 0.638109
1239,   0.7305, 0.633396
1240,   0.7324, 0.633342
1241,   0.7324, 0.631622
1242,   0.7324, 0.626774
1243,   0.7324, 0.628484
1244,   0.7324, 0.630704
1245,   0.7324, 0.634562
1246,   0.7324, 0.631013
1247,   0.7358, 0.638533
1248,   0.7358, 0.639015
1249,   0.7358, 0.642327
1250,   0.7358, 0.641462
1251,   0.7375, 0.641942
1252,   0.7375, 0.648117
1253,   0.7398, 0.641446
1254,   0.7398, 0.642311
1255,   0.7398, 0.641865
1256,   0.7398, 0.638074
1257,   0.7398, 0.640068
1258,   0.7424, 0.638894
1259,    0.743, 0.633289
1260,    0.743, 0.648181
1261,   0.7439, 0.646098
1262,   0.7439, 0.652514
1263,   0.7439, 0.648764
1264,   0.7439, 0.647815
1265,   0.7439, 0.640876
1266,   0.7439, 0.650563
1267,   0.7439, 0.640835
1268,   0.7439, 0.646083
1269,   0.7439, 0.645779
1270,   0.7439, 0.647607
1271,   0.7439,  0.64111
1272,   0.7439, 0.636901
1273,   0.7448, 0.644117
1274,   0.7448, 0.641425
1275,   0.7448, 0.653449
1276,   0.7454,  0.64905
1277,   0.7454, 0.655808
1278,   0.7454, 0.646501
1279,   0.7454, 0.652844
1280,   0.7454, 0.649029
1281,   0.7454, 0.643563
1282,   0.7454, 0.641693
1283,   0.7454, 0.644354
1284,   0.7454, 0.648089
1285,   0.7454, 0.657558
1286,   0.7454, 0.654128
1287,   0.7454, 0.650123
1288,   0.7454, 0.648385
1289,   0.7462, 0.650231
1290,   0.7462, 0.653185
1291,   0.7462, 0.655923
1292,   0.7462, 0.659689
1293,   0.7466, 0.656134
1294,   0.7466, 0.649648
1295,   0.7466, 0.646262
1296,   0.7466,  0.64711
1297,   0.7466, 0.649132
1298,   0.7466, 0.642424
1299,   0.7466, 0.648907
1300,   0.7466,  0.64616
1301,   0.7466, 0.647735
1302,   0.7466, 0.641347
1303,   0.7466, 0.646281
1304,   0.7466, 0.649124
1305,   0.7466, 0.643944
1306,   0.7466, 0.649342
1307,   0.7466,   0.6486
1308,   0.7466, 0.653372
1309,   0.7466, 0.649197
1310,   0.7466, 0.649663
1311,   0.7466, 0.648333
1312,   0.7466, 0.651432
1313,   0.7469, 0.651939
1314,   0.7469, 0.644488
1315,   0.7469, 0.648048
1316,   0.7469, 0.647938
1317,   0.7469, 0.654442
1318,   0.7469, 0.647829
1319,   0.7469, 0.646536
1320,   0.7469, 0.646124
1321,   0.7471, 0.648202
1322,   0.7471, 0.650886
1323,   0.7471, 0.650608
1324,   0.7471, 0.648125
1325,   0.7482, 0.654922
1326,   0.7482, 0.648166
1327,   0.7482, 0.648317
1328,   0.7482, 0.655626
1329,   0.7482, 0.649383
1330,   0.7496, 0.645971
1331,   0.7496, 0.647273
1332,   0.7496, 0.655811
1333,   0.7496, 0.650841
1334,   0.7496, 0.654178
1335,   0.7496, 0.649729
1336,   0.7496, 0.649728
1337,   0.7496, 0.648778
1338,   0.7496, 0.649409
1339,   0.7496, 0.650036
1340,   0.7523, 0.647641
1341,   0.7523, 0.642081
1342,   0.7523, 0.647662
1343,   0.7523, 0.653665
1344,   0.7523, 0.652289
1345,   0.7537,  0.66191
1346,   0.7537, 0.653045
1347,   0.7537, 0.651592
1348,   0.7537, 0.653405
1349,   0.7545, 0.652086
1350,   0.7545, 0.658082
1351,   0.7545, 0.667585
1352,   0.7545, 0.653452
1353,   0.7545, 0.649963
1354,   0.7545, 0.668216
1355,   0.7545, 0.655891
1356,   0.7545, 0.654277
1357,   0.7545, 0.653821
1358,   0.7545, 0.652072
1359,   0.7545, 0.652213
1360,   0.7545, 0.650258
1361,   0.7545, 0.647777
1362,   0.7545, 0.654577
1363,   0.7545, 0.660724
1364,   0.7545, 0.663302
1365,   0.7545, 0.659037
1366,   0.7545, 0.659332
1367,   0.7545,  0.66015
1368,   0.7545, 0.657175
1369,   0.7545, 0.661262
1370,   0.7545, 0.653663
1371,   0.7545, 0.660817
1372,   0.7545,   0.6571
1373,   0.7545, 0.658456
1374,   0.7545,  0.65946
1375,   0.7545,  0.65934
1376,   0.7545, 0.656815
1377,   0.7545, 0.655475
1378,   0.7545, 0.658719
1379,   0.7545,  0.65312
1380,   0.7545, 0.663155
1381,   0.7545, 0.659483
1382,   0.7545, 0.654838
1383,   0.7545, 0.655634
1384,   0.7545,  0.65328
1385,   0.7545, 0.653682
1386,   0.7545, 0.654527
1387,   0.7545,   0.6555
1388,   0.7545, 0.651809
1389,   0.7545,  0.65101
1390,   0.7545, 0.653902
1391,   0.7545, 0.654703
1392,    0.755, 0.653531
1393,    0.755,  0.64968
1394,    0.755, 0.652028
1395,    0.755, 0.651135
1396,    0.755, 0.654334
1397,    0.755, 0.652515
1398,   0.7553, 0.641312
1399,   0.7553,   0.6488
1400,   0.7553, 0.660058
1401,   0.7553,  0.65134
1402,   0.7553, 0.651302
1403,   0.7553, 0.655438
1404,   0.7553, 0.653043
1405,   0.7553,  0.64996
1406,   0.7553, 0.655485
1407,   0.7553, 0.652491
1408,   0.7553,  0.66039
1409,   0.7553,  0.64977
1410,   0.7553, 0.648322
1411,   0.7553, 0.654559
1412,   0.7553, 0.663951
1413,   0.7553, 0.655754
1414,   0.7554, 0.657012
1415,   0.7554, 0.657263
1416,   0.7554, 0.661409
1417,   0.7554, 0.660236
1418,   0.7554,  0.65817
1419,   0.7554, 0.654903
1420,   0.7554,  0.65666
1421,   0.7554, 0.657578
1422,   0.7554, 0.654972
1423,   0.7554, 0.655901
1424,   0.7554, 0.658749
1425,   0.7554, 0.653589
1426,   0.7554, 0.653024
1427,   0.7554, 0.657637
1428,   0.7554, 0.655458
1429,   0.7554, 0.654606
1430,   0.7554, 0.654337
1431,   0.7554, 0.655336
1432,   0.7554, 0.659347
1433,   0.7554, 0.655005
1434,   0.7554, 0.663496
1435,   0.7554, 0.657488
1436,   0.7554, 0.660024
1437,   0.7554, 0.655058
1438,   0.7554, 0.653457
1439,   0.7554, 0.653629
1440,   0.7564, 0.659965
1441,   0.7564, 0.659227
1442,   0.7564, 0.658152
1443,   0.7564, 0.657691
1444,   0.7564, 0.658702
1445,   0.7564, 0.645632
1446,   0.7564, 0.647478
1447,   0.7564, 0.657672
1448,   0.7564, 0.652828
1449,   0.7564,  0.65477
1450,   0.7573, 0.654364
1451,   0.7573, 0.654036
1452,   0.7573, 0.650515
1453,   0.7573, 0.658926
1454,   0.7573, 0.660102
1455,   0.7573, 0.661709
1456,   0.7573, 0.660462
1457,   0.7573, 0.654581
1458,   0.7573, 0.656002
1459,   0.7573, 0.648513
1460,   0.7573, 0.651687
1461,   0.7573,  0.65388
1462,   0.7593, 0.656804
1463,   0.7593, 0.657764
1464,   0.7593, 0.659675
1465,   0.7611, 0.656202
1466,   0.7611, 0.656993
1467,   0.7611, 0.656542
1468,   0.7611, 0.661553
1469,   0.7611,  0.65768
1470,   0.7611, 0.657279
1471,   0.7611, 0.658029
1472,   0.7611, 0.655749
1473,   0.7611, 0.660168
1474,   0.7611, 0.665681
1475,   0.7611,  0.66177
1476,   0.7611, 0.659752
1477,   0.7611, 0.658975
1478,   0.7611, 0.658858
1479,   0.7611, 0.643891
1480,   0.7611, 0.655775
1481,   0.7611, 0.652101
1482,   0.7611, 0.661266
1483,   0.7611, 0.658323
1484,   0.7611, 0.662578
1485,   0.7611, 0.662585
1486,   0.7611, 0.664052
1487,   0.7611, 0.654894
1488,   0.7611, 0.659275
1489,   0.7611, 0.649763
1490,   0.7611, 0.657218
1491,   0.7611, 0.653723
1492,   0.7611, 0.661641
1493,   0.7611, 0.658081
1494,   0.7611, 0.655987
1495,   0.7611, 0.661363
1496,   0.7611, 0.654968
1497,   0.7611, 0.653867
1498,   0.7611, 0.670283
1499,   0.7611, 0.665242
1500,   0.7611, 0.663702
1501,   0.7611,  0.66492
1502,   0.7611, 0.664209
1503,   0.7611, 0.669189
1504,   0.7611,  0.66432
1505,   0.7611, 0.659483
1506,   0.7611, 0.661345
1507,   0.7611, 0.664481
1508,   0.7611, 0.656471
1509,   0.7611, 0.660052
1510,   0.7611,  0.65502
1511,   0.7611,  0.65949
1512,   0.7611, 0.663486
1513,   0.7621, 0.654599
1514,   0.7621, 0.661358
1515,   0.7621, 0.658287
1516,   0.7623,   0.6637
1517,   0.7623, 0.659163
1518,   0.7623, 0.657449
1519,   0.7623, 0.657351
1520,   0.7623, 0.654678
1521,   0.7623, 0.654763
1522,   0.7623, 0.656015
1523,   0.7632, 0.669649
1524,   0.7632, 0.666362
1525,   0.7632, 0.671784
1526,   0.7632, 0.661255
1527,   0.7632, 0.663319
1528,   0.7632, 0.665363
1529,   0.7632, 0.667632
1530,   0.7632, 0.660624
1531,   0.7632, 0.663709
1532,   0.7632, 0.663755
1533,   0.7632, 0.666817
1534,   0.7632, 0.668075
1535,   0.7632, 0.666318
1536,   0.7632, 0.661108
1537,   0.7632, 0.668148
1538,   0.7632, 0.666959
1539,   0.7632, 0.659902
1540,   0.7632, 0.665263
1541,   0.7632, 0.653845
1542,   0.7632, 0.654384
1543,   0.7632,  0.66324
1544,   0.7632, 0.658038
1545,   0.7632, 0.659752
1546,   0.7632, 0.662791
1547,   0.7632, 0.657727
1548,   0.7632, 0.655759
1549,   0.7632, 0.656258
1550,   0.7632, 0.663798
1551,   0.7632, 0.662212
1552,   0.7632, 0.661332
1553,   0.7632, 0.656964
1554,   0.7632, 0.658664
1555,   0.7632, 0.653677
1556,   0.7632, 0.658147
1557,   0.7632, 0.661371
1558,   0.7632,  0.66495
1559,   0.7632, 0.658606
1560,   0.7632, 0.666229
1561,   0.7632, 0.660173
1562,   0.7632, 0.663228
1563,   0.7632, 0.668006
1564,   0.7632,  0.65986
1565,   0.7632, 0.663658
1566,   0.7632, 0.657373
1567,   0.7632, 0.657681
1568,   0.7632,  0.66404
1569,   0.7632, 0.656391
1570,   0.7632, 0.662714
1571,   0.7632, 0.668067
1572,   0.7632, 0.661712
1573,   0.7632, 0.666257
1574,   0.7632, 0.663102
1575,   0.7632, 0.664284
1576,   0.7632, 0.662343
1577,   0.7632, 0.662086
1578,   0.7632, 0.659801
1579,   0.7633, 0.658132
1580,   0.7633, 0.668985
1581,   0.7633, 0.663255
1582,   0.7633, 0.661035
1583,   0.7633, 0.670623
1584,   0.7633, 0.651908
1585,   0.7633, 0.658196
1586,   0.7633, 0.664832
1587,   0.7633, 0.665326
1588,   0.7633,  0.66029
1589,   0.7633, 0.659252
1590,   0.7633, 0.659009
1591,   0.7644, 0.668793
1592,   0.7644, 0.661449
1593,   0.7644, 0.657024
1594,   0.7644, 0.658194
1595,   0.7644, 0.656911
1596,   0.7644, 0.653946
1597,   0.7646, 0.666432
1598,   0.7646, 0.669802
1599,    0.765, 0.669081
1600,    0.765, 0.673185
1601,    0.765, 0.663413
1602,    0.765, 0.660913
1603,    0.765, 0.652439
1604,   0.7653, 0.657724
1605,   0.7653, 0.667745
1606,   0.7653,  0.66519
1607,   0.7653, 0.663672
1608,   0.7653, 0.662633
1609,   0.7653, 0.667988
1610,   0.7653, 0.670487
1611,   0.7653, 0.663376
1612,   0.7653, 0.664351
1613,   0.7653, 0.663812
1614,   0.7653, 0.661795
1615,   0.7653, 0.672006
1616,   0.7653, 0.651999
1617,   0.7653, 0.655871
1618,   0.7653, 0.660958
1619,   0.7653, 0.663091
1620,   0.7653, 0.674453
1621,   0.7653, 0.664686
1622,   0.7653, 0.656845
1623,   0.7653, 0.670724
1624,   0.7653, 0.661964
1625,   0.7658, 0.655173
1626,   0.7658, 0.654479
1627,   0.7658, 0.658048
1628,   0.7658, 0.651975
1629,   0.7658, 0.654316
1630,   0.7658, 0.665447
1631,   0.7658, 0.659031
1632,   0.7658, 0.661408
1633,   0.7658, 0.666222
1634,   0.7658,  0.65178
1635,   0.7658, 0.655584
1636,   0.7658, 0.664058
1637,   0.7658, 0.669661
1638,   0.7658, 0.673469
1639,   0.7658, 0.661246
1640,   0.7658, 0.664312
1641,   0.7658, 0.666365
1642,   0.7658, 0.662508
1643,   0.7658,  0.66093
1644,   0.7658, 0.659228
1645,   0.7658, 0.658516
1646,   0.7658, 0.659782
1647,   0.7658,  0.66042
1648,   0.7658, 0.664508
1649,   0.7658, 0.671275
1650,   0.7658, 0.665696
1651,   0.7658, 0.664096
1652,   0.7658, 0.666313
1653,   0.7658, 0.667031
1654,   0.7658, 0.657072
1655,   0.7658,  0.66228
1656,   0.7658, 0.660471
1657,   0.7658, 0.660845
1658,   0.7669, 0.667825
1659,   0.7669, 0.668037
1660,   0.7669, 0.659482
1661,   0.7669,  0.66058
1662,   0.7686,  0.66871
1663,   0.7686, 0.665097
1664,   0.7686, 0.668349
1665,   0.7686, 0.665939
1666,   0.7686, 0.672871
1667,   0.7686, 0.661965
1668,   0.7686, 0.663241
1669,   0.7686, 0.661785
1670,   0.7686, 0.662038
1671,   0.7686, 0.660843
1672,   0.7686, 0.661804
1673,   0.7686, 0.663912
1674,   0.7686, 0.666235
1675,   0.7686, 0.674669
1676,   0.7686, 0.670173
1677,   0.7686, 0.670689
1678,   0.7686, 0.672946
1679,   0.7686, 0.665688
1680,   0.7686, 0.661621
1681,   0.7686, 0.668238
1682,   0.7686, 0.669097
1683,   0.7686, 0.669958
1684,   0.7686, 0.665619
1685,   0.7686, 0.666978
1686,   0.7686,  0.67274
1687,   0.7686, 0.675145
1688,   0.7686, 0.668044
1689,   0.7686, 0.662527
1690,   0.7686, 0.656703
1691,   0.7686, 0.664413
1692,   0.7686, 0.666514
1693,   0.7686, 0.670954
1694,   0.7686, 0.672379
1695,   0.7686, 0.665455
1696,   0.7686, 0.658738
1697,   0.7686, 0.664375
1698,   0.7686, 0.674365
1699,   0.7686, 0.667837
1700,   0.7686, 0.665066
1701,   0.7686, 0.668267
1702,   0.7686, 0.670433
1703,   0.7686, 0.667548
1704,   0.7686, 0.661566
1705,   0.7686, 0.666677
1706,   0.7686, 0.659247
1707,   0.7686, 0.662384
1708,   0.7686, 0.667543
1709,   0.7686, 0.668151
1710,   0.7686, 0.675581
1711,   0.7686, 0.672401
1712,   0.7686, 0.674369
1713,   0.7686,  0.66492
1714,   0.7686,  0.67401
1715,   0.7686, 0.670948
1716,   0.7686, 0.669934
1717,   0.7686, 0.670608
1718,   0.7686, 0.666695
1719,   0.7686, 0.674762
1720,   0.7686,  0.67235
1721,   0.7686, 0.671117
1722,   0.7686, 0.660637
1723,   0.7686, 0.669026
1724,   0.7686, 0.663701
1725,   0.7686, 0.667439
1726,   0.7686, 0.660599
1727,   0.7686, 0.665055
1728,   0.7686, 0.667476
1729,   0.7686, 0.662863
1730,   0.7686, 0.659985
1731,   0.7686, 0.665155
1732,   0.7686, 0.667085
1733,   0.7686, 0.673009
1734,   0.7686, 0.672062
1735,   0.7686, 0.672635
1736,   0.7686, 0.668959
1737,   0.7686, 0.665425
1738,   0.7686,   0.6674
1739,   0.7686, 0.667473
1740,   0.7686, 0.659377
1741,   0.7686, 0.654605
1742,   0.7686, 0.659396
1743,   0.7686, 0.660155
1744,   0.7686, 0.666282
1745,   0.7686, 0.664678
1746,   0.7686,  0.66283
1747,   0.7686,  0.65678
1748,   0.7686, 0.668104
1749,   0.7686, 0.673699
1750,   0.7686, 0.666602
1751,   0.7686,  0.66754
1752,   0.7686, 0.667961
1753,   0.7686, 0.665962
1754,   0.7686, 0.676982
1755,   0.7687, 0.666743
1756,   0.7687, 0.660893
1757,   0.7687, 0.669131
1758,   0.7687, 0.671103
1759,   0.7687, 0.672858
1760,   0.7687,  0.67524
1761,   0.7687, 0.675121
1762,   0.7687, 0.667967
1763,   0.7687, 0.670638
1764,   0.7687,  0.65662
1765,   0.7687, 0.664994
1766,   0.7687, 0.668576
1767,   0.7687, 0.666089
1768,   0.7688, 0.670923
1769,   0.7688, 0.672202
1770,   0.7688, 0.674749
1771,   0.7688, 0.665957
1772,   0.7691, 0.668312
1773,   0.7691, 0.664497
1774,   0.7691, 0.665508
1775,   0.7691, 0.673124
1776,   0.7691, 0.671166
1777,   0.7691, 0.668161
1778,   0.7691, 0.671587
1779,   0.7691, 0.665407
1780,   0.7691, 0.667927
1781,   0.7691, 0.663419
1782,   0.7691, 0.656961
1783,   0.7691, 0.671292
1784,   0.7691, 0.669405
1785,   0.7691, 0.669877
1786,   0.7691, 0.665563
1787,   0.7691, 0.672715
1788,   0.7691, 0.657714
1789,   0.7691, 0.669466
1790,   0.7691, 0.663278
1791,   0.7691, 0.666188
1792,   0.7691, 0.660467
1793,   0.7691, 0.667316
1794,   0.7691, 0.672501
1795,   0.7691, 0.674286
1796,   0.7691, 0.679982
1797,   0.7691,  0.67446
1798,   0.7691,  0.67218
1799,   0.7691, 0.669776
1800,   0.7691, 0.671822
1801,   0.7691, 0.667166
1802,   0.7699, 0.675326
1803,   0.7699, 0.670975
1804,   0.7699,  0.67016
1805,   0.7699, 0.663923
1806,   0.7699, 0.669711
1807,   0.7699, 0.671553
1808,   0.7699, 0.677008
1809,   0.7699, 0.672235
1810,   0.7699, 0.671734
1811,   0.7699, 0.669672
1812,   0.7699, 0.664934
1813,   0.7699, 0.668013
1814,   0.7699, 0.671008
1815,   0.7699, 0.671595
1816,   0.7699, 0.665731
1817,   0.7699, 0.672249
1818,   0.7699, 0.676103
1819,   0.7699, 0.671786
1820,   0.7699, 0.672635
1821,   0.7699, 0.669118
1822,   0.7699, 0.667637
1823,   0.7699, 0.663695
1824,   0.7699, 0.671547
1825,   0.7699, 0.670708
1826,   0.7699,  0.66292
1827,   0.7699,  0.67477
1828,   0.7699, 0.659168
1829,   0.7699, 0.671181
1830,   0.7699,  0.66276
1831,   0.7699, 0.672734
1832,   0.7699, 0.675051
1833,   0.7699, 0.673279
1834,   0.7699, 0.679021
1835,   0.7699, 0.676005
1836,   0.7699, 0.674972
1837,   0.7699, 0.673202
1838,   0.7699, 0.675293
1839,   0.7699, 0.664169
1840,   0.7699, 0.664098
1841,   0.7699, 0.669621
1842,   0.7699, 0.673641
1843,   0.7699, 0.674283
1844,   0.7699, 0.674139
1845,   0.7699,  0.66669
1846,   0.7699, 0.656595
1847,   0.7699, 0.667875
1848,   0.7699, 0.673893
1849,   0.7699, 0.670966
1850,   0.7699, 0.674723
1851,   0.7699, 0.674574
1852,   0.7699, 0.669747
1853,   0.7699, 0.669739
1854,   0.7699, 0.673028
1855,   0.7699, 0.673272
1856,   0.7699, 0.662867
1857,   0.7699, 0.664371
1858,   0.7699, 0.670351
1859,   0.7699, 0.676478
