gen, ranking_ternary_onepoint_best, ranking_ternary_onepoint_ave
 923,   0.7302, 0.666025
 924,   0.7302,  0.66398
 925,   0.7302, 0.663884
 926,   0.7302, 0.663277
 927,   0.7341, 0.664833
 928,   0.7341, 0.663059
 929,   0.7342, 0.666332
 930,   0.7342, 0.666662
 931,   0.7344, 0.665001
 932,   0.7347, 0.663946
 933,   0.7353,  0.66773
 934,   0.7358, 0.667104
 935,   0.7358, 0.666664
 936,   0.7358, 0.673202
 937,   0.7358, 0.669225
 938,   0.7455, 0.674236
 939,   0.7455,  0.66819
 940,   0.7455, 0.668489
 941,   0.7455,  0.67396
 942,   0.7455, 0.674936
 943,   0.7471, 0.675173
 944,   0.7499,  0.67154
 945,   0.7499, 0.676549
 946,   0.7541, 0.675387
 947,   0.7541, 0.680116
 948,   0.7545, 0.675698
 949,   0.7586, 0.676687
 950,   0.7586, 0.674623
 951,   0.7586, 0.670071
 952,   0.7586, 0.674021
 953,   0.7586,   0.6731
 954,   0.7586, 0.675488
 955,   0.7586, 0.677373
 956,   0.7614, 0.684245
 957,   0.7614, 0.686926
 958,   0.7614, 0.681322
 959,   0.7614, 0.679128
 960,   0.7614, 0.676262
 961,   0.7614, 0.677196
 962,   0.7614, 0.681865
 963,   0.7614, 0.675923
 964,   0.7614, 0.676705
 965,   0.7614, 0.679142
 966,   0.7626, 0.678901
 967,   0.7635, 0.680513
 968,   0.7635, 0.678895
 969,   0.7635, 0.677188
 970,    0.764, 0.681436
 971,    0.764, 0.682293
 972,    0.764, 0.682145
 973,    0.764, 0.689683
 974,   0.7654, 0.687851
 975,   0.7654, 0.685683
 976,   0.7654, 0.687489
 977,   0.7654, 0.687482
 978,   0.7654, 0.692214
 979,   0.7654, 0.690206
 980,   0.7667, 0.690915
 981,   0.7667, 0.686895
 982,   0.7692, 0.688192
 983,   0.7692, 0.689216
 984,   0.7717, 0.689418
 985,   0.7717, 0.690002
 986,   0.7717, 0.686713
 987,   0.7717, 0.685241
 988,   0.7717, 0.688473
 989,   0.7727, 0.691302
 990,   0.7727, 0.691818
 991,   0.7727, 0.692295
 992,   0.7727,  0.68498
 993,   0.7727,  0.68447
 994,   0.7727,  0.68944
 995,   0.7727, 0.692928
 996,   0.7727, 0.693962
 997,   0.7727, 0.694585
 998,   0.7727, 0.690771
 999,   0.7727, 0.692182
1000,   0.7727, 0.695273
1001,   0.7727, 0.693623
1002,   0.7734, 0.693378
1003,   0.7734, 0.697728
1004,   0.7736, 0.700184
1005,   0.7736, 0.690752
1006,   0.7736,   0.6973
1007,   0.7736, 0.690604
1008,   0.7736, 0.694151
1009,   0.7736,   0.6857
1010,   0.7736, 0.695452
1011,   0.7741, 0.694977
1012,   0.7741, 0.689278
1013,   0.7753, 0.692284
1014,   0.7753, 0.693987
1015,   0.7753,  0.69732
1016,   0.7753, 0.691502
1017,   0.7753, 0.689882
1018,   0.7753, 0.692747
1019,   0.7753, 0.689916
1020,   0.7753, 0.693436
1021,   0.7753, 0.697975
1022,   0.7753,  0.69283
1023,   0.7753, 0.693283
1024,   0.7753, 0.691814
1025,   0.7753, 0.690222
1026,   0.7753, 0.690584
1027,   0.7753, 0.688953
1028,   0.7753, 0.691459
1029,   0.7753, 0.683696
1030,   0.7753, 0.685889
1031,   0.7753, 0.694332
1032,   0.7775, 0.690895
1033,   0.7775, 0.692463
1034,   0.7775, 0.692888
1035,   0.7775, 0.693545
1036,   0.7775, 0.690132
1037,   0.7775, 0.692353
1038,   0.7783, 0.698155
1039,   0.7783, 0.687457
1040,   0.7783,  0.68929
1041,   0.7783, 0.689275
1042,   0.7783, 0.690392
1043,   0.7787, 0.696369
1044,   0.7787, 0.693124
1045,   0.7787, 0.691392
1046,   0.7787,  0.69469
1047,   0.7787, 0.692077
1048,   0.7787, 0.691255
1049,   0.7787, 0.693772
1050,   0.7787, 0.691976
1051,   0.7787, 0.693873
1052,   0.7787, 0.690379
1053,   0.7787, 0.694339
1054,   0.7787, 0.692976
1055,   0.7787, 0.687818
1056,   0.7787, 0.691425
1057,   0.7787,  0.69341
1058,   0.7787,  0.68995
1059,   0.7787, 0.692679
1060,   0.7787, 0.697797
1061,   0.7787, 0.699399
1062,   0.7787, 0.690459
1063,   0.7789,  0.69034
1064,   0.7789, 0.692147
1065,   0.7789, 0.690972
1066,   0.7789, 0.693153
1067,   0.7789, 0.692285
1068,   0.7789, 0.693545
1069,   0.7789, 0.688032
1070,   0.7789, 0.690239
1071,   0.7789, 0.690854
1072,   0.7789, 0.695208
1073,    0.781, 0.691058
1074,    0.781, 0.687358
1075,    0.781, 0.689726
1076,    0.781,  0.69347
1077,    0.781, 0.695435
1078,    0.781, 0.700336
1079,    0.781, 0.702356
1080,    0.781,  0.69716
1081,    0.781, 0.690981
1082,   0.7812, 0.690874
1083,   0.7812,  0.68554
1084,   0.7813, 0.683931
1085,   0.7813, 0.687578
1086,   0.7813, 0.690829
1087,   0.7813, 0.692425
1088,   0.7813,  0.68753
1089,   0.7813, 0.692974
1090,   0.7813, 0.692734
1091,   0.7813, 0.689765
1092,   0.7813, 0.693908
1093,   0.7813, 0.696446
1094,   0.7813, 0.696433
1095,   0.7813, 0.692437
1096,   0.7813, 0.691279
1097,   0.7813, 0.691333
1098,   0.7813, 0.693563
1099,   0.7813, 0.696046
1100,   0.7832, 0.701852
1101,   0.7832, 0.692591
1102,   0.7832, 0.695253
1103,   0.7832, 0.696842
1104,   0.7832, 0.705121
1105,   0.7832, 0.704525
1106,   0.7832, 0.699607
1107,   0.7832, 0.699414
1108,   0.7832, 0.692901
1109,   0.7832, 0.699948
1110,   0.7832, 0.697862
1111,   0.7832, 0.694062
1112,   0.7832, 0.691082
1113,   0.7832, 0.701964
1114,   0.7832,  0.69313
1115,   0.7832, 0.693503
1116,   0.7832, 0.692954
1117,   0.7832,  0.69967
1118,   0.7832, 0.696132
1119,   0.7832, 0.699998
1120,   0.7832, 0.694538
1121,   0.7832, 0.700336
1122,   0.7841, 0.699049
1123,   0.7841,  0.69354
1124,   0.7841, 0.693693
1125,   0.7841, 0.693226
1126,   0.7841, 0.695218
1127,   0.7841, 0.695705
1128,   0.7841, 0.698062
1129,   0.7841, 0.695867
1130,   0.7841, 0.701361
1131,   0.7841, 0.698718
1132,   0.7841, 0.691463
1133,   0.7841, 0.693514
1134,   0.7841, 0.702973
1135,   0.7841, 0.698748
1136,   0.7841, 0.698427
1137,   0.7841,  0.69738
1138,   0.7841, 0.701439
1139,   0.7841, 0.692577
1140,   0.7841, 0.695506
1141,   0.7841, 0.693188
1142,   0.7841, 0.699793
1143,   0.7841, 0.703761
1144,   0.7841, 0.700198
1145,   0.7841,  0.69767
1146,   0.7841, 0.697663
1147,   0.7841, 0.693215
1148,   0.7841, 0.693651
1149,   0.7841, 0.698742
1150,   0.7841, 0.699544
1151,   0.7841, 0.703063
1152,   0.7848, 0.698335
1153,   0.7848, 0.695389
1154,   0.7848, 0.698318
1155,   0.7848, 0.694309
1156,   0.7848, 0.698443
1157,   0.7848, 0.699478
1158,   0.7848, 0.695121
1159,   0.7848, 0.696832
1160,   0.7848, 0.702035
1161,   0.7848, 0.702222
1162,   0.7848, 0.702426
1163,   0.7848, 0.702122
1164,   0.7848, 0.701375
1165,   0.7848, 0.702728
1166,   0.7848, 0.704868
1167,   0.7848, 0.703684
1168,   0.7848, 0.697241
1169,   0.7848, 0.693607
1170,   0.7848, 0.699174
1171,   0.7848, 0.698361
1172,   0.7848, 0.701667
1173,   0.7848, 0.703831
1174,   0.7848,  0.69927
1175,   0.7848,  0.69747
1176,   0.7848, 0.704901
1177,   0.7848, 0.704681
1178,   0.7848, 0.695517
1179,   0.7848, 0.694224
1180,   0.7848, 0.695316
1181,   0.7848,  0.70136
1182,   0.7848, 0.704504
1183,   0.7848, 0.701134
1184,   0.7848, 0.699434
1185,   0.7848, 0.697308
1186,   0.7848, 0.699831
1187,   0.7848,  0.69577
1188,   0.7848, 0.701183
1189,   0.7852,  0.69515
1190,   0.7852, 0.699551
1191,   0.7852, 0.697539
1192,   0.7852, 0.698164
1193,   0.7852, 0.694361
1194,   0.7852, 0.700903
1195,   0.7861, 0.697845
1196,   0.7861, 0.700189
1197,   0.7861, 0.689864
1198,   0.7861, 0.696799
1199,   0.7862, 0.701138
1200,   0.7862, 0.700833
1201,   0.7862, 0.701659
1202,   0.7862, 0.694627
1203,   0.7862, 0.700059
1204,   0.7862, 0.695841
1205,   0.7862, 0.697458
1206,   0.7862, 0.694497
1207,   0.7862, 0.692406
1208,   0.7862, 0.698083
1209,   0.7862,  0.70111
1210,   0.7862, 0.702648
1211,   0.7862, 0.698804
1212,   0.7862, 0.698701
1213,   0.7872,   0.7027
1214,   0.7872, 0.704195
1215,   0.7872, 0.697712
1216,   0.7872, 0.696911
1217,   0.7872, 0.693843
1218,   0.7872, 0.696455
1219,   0.7872,  0.69825
1220,   0.7872, 0.701608
1221,   0.7872, 0.702033
1222,   0.7872, 0.702397
1223,   0.7872, 0.703698
1224,   0.7872, 0.703631
1225,   0.7872, 0.698068
1226,   0.7872, 0.695487
1227,   0.7872, 0.706599
1228,   0.7872, 0.703012
1229,   0.7872, 0.704309
1230,   0.7872, 0.698809
1231,   0.7872, 0.701832
1232,   0.7872, 0.705121
1233,   0.7872, 0.705065
1234,   0.7872, 0.704226
1235,   0.7872,  0.70139
1236,   0.7872, 0.699537
1237,   0.7872, 0.698892
1238,   0.7872, 0.698371
1239,   0.7872, 0.698579
1240,   0.7872,  0.70277
1241,   0.7872, 0.701656
1242,   0.7872, 0.708912
1243,   0.7872, 0.699367
1244,   0.7872, 0.698769
1245,   0.7872, 0.700176
1246,   0.7872, 0.696365
1247,   0.7872, 0.697604
1248,   0.7872, 0.698847
1249,   0.7872, 0.706713
1250,   0.7872, 0.705315
1251,   0.7872, 0.702428
1252,   0.7872, 0.699377
1253,   0.7872, 0.700557
1254,   0.7872, 0.707594
1255,   0.7872, 0.703403
1256,   0.7872, 0.702908
1257,   0.7872, 0.703803
1258,   0.7872, 0.698515
1259,   0.7872,  0.70429
1260,   0.7872, 0.706345
1261,   0.7876, 0.700392
1262,   0.7876, 0.693874
1263,   0.7876, 0.701204
1264,   0.7876, 0.694492
1265,   0.7876, 0.698023
1266,   0.7876, 0.698295
1267,   0.7876, 0.702864
1268,   0.7876, 0.702886
1269,   0.7876, 0.700711
1270,   0.7876, 0.699178
1271,   0.7876, 0.700768
1272,   0.7876, 0.696436
1273,   0.7876, 0.698211
1274,   0.7876, 0.706675
1275,   0.7876, 0.703184
1276,   0.7876, 0.705076
1277,   0.7876, 0.704616
1278,   0.7876, 0.698124
1279,   0.7876, 0.698499
1280,   0.7876,  0.70603
1281,   0.7876, 0.699573
1282,   0.7876, 0.700882
1283,   0.7876,  0.70463
1284,   0.7876, 0.702388
1285,   0.7876, 0.704094
1286,   0.7876, 0.703396
1287,   0.7879, 0.698923
1288,   0.7879, 0.699733
1289,   0.7879, 0.700469
1290,   0.7879, 0.696232
1291,   0.7879, 0.693564
1292,   0.7879, 0.701629
1293,   0.7879, 0.697325
1294,   0.7879, 0.700583
1295,   0.7879, 0.700985
1296,   0.7879, 0.702973
1297,   0.7879, 0.704067
1298,   0.7883, 0.704163
1299,   0.7883, 0.702683
1300,   0.7883, 0.700659
1301,   0.7883, 0.708421
1302,   0.7883, 0.705108
1303,   0.7883, 0.701158
1304,   0.7883, 0.706771
1305,   0.7883, 0.698881
1306,   0.7883, 0.699714
1307,   0.7883, 0.699614
1308,   0.7883, 0.699973
1309,   0.7883, 0.700168
1310,   0.7883, 0.699807
1311,   0.7883, 0.698142
1312,   0.7883, 0.698155
1313,   0.7883, 0.704041
1314,   0.7883, 0.701375
1315,   0.7883, 0.696765
1316,   0.7883, 0.702415
1317,   0.7883, 0.701488
1318,   0.7883, 0.700496
1319,   0.7883, 0.700545
1320,   0.7883, 0.695922
1321,   0.7883, 0.696114
1322,   0.7883,  0.70188
1323,   0.7883, 0.704009
1324,   0.7883, 0.703909
1325,   0.7883, 0.703084
1326,   0.7883, 0.706442
1327,   0.7883, 0.703276
1328,   0.7883, 0.696266
1329,   0.7883, 0.694499
1330,   0.7883, 0.700867
1331,   0.7883, 0.700419
1332,   0.7883, 0.698891
1333,   0.7883, 0.703629
1334,   0.7883, 0.700421
1335,   0.7883, 0.699573
1336,   0.7883,  0.70049
1337,   0.7883, 0.700078
1338,   0.7883,  0.70514
1339,   0.7883, 0.706096
1340,   0.7883, 0.705219
1341,   0.7888, 0.699028
1342,   0.7891, 0.702204
1343,   0.7891, 0.701332
1344,   0.7891, 0.699431
1345,   0.7891, 0.700725
1346,   0.7891, 0.702143
1347,   0.7891, 0.700118
1348,   0.7891, 0.697153
1349,   0.7891, 0.698398
1350,   0.7891, 0.702902
1351,   0.7891, 0.698086
1352,   0.7891,  0.70495
1353,   0.7891, 0.706369
1354,   0.7891, 0.704552
1355,   0.7891, 0.698654
1356,   0.7891, 0.698673
1357,   0.7891, 0.708254
1358,   0.7891, 0.702063
1359,   0.7891, 0.702047
1360,   0.7891, 0.700288
1361,   0.7891, 0.704441
1362,   0.7891, 0.706881
1363,   0.7891, 0.701452
1364,   0.7891, 0.706997
1365,   0.7891, 0.705236
1366,   0.7891, 0.704339
1367,   0.7891, 0.701263
1368,   0.7891, 0.708504
1369,   0.7891, 0.700908
1370,   0.7891, 0.701757
1371,   0.7891, 0.699282
1372,   0.7891, 0.705401
1373,   0.7891, 0.695068
1374,   0.7891, 0.693581
1375,   0.7891, 0.694602
1376,   0.7891,  0.70353
1377,   0.7891, 0.704728
1378,   0.7891, 0.709654
1379,   0.7891, 0.703841
1380,   0.7891, 0.703911
1381,   0.7891, 0.707467
1382,   0.7891, 0.708364
1383,   0.7891, 0.700936
1384,   0.7891, 0.703032
1385,   0.7891, 0.706001
1386,   0.7891, 0.704703
1387,   0.7891, 0.705151
1388,   0.7891, 0.702857
1389,   0.7891, 0.705546
1390,   0.7891, 0.711855
1391,   0.7891, 0.710232
1392,   0.7891, 0.701464
1393,   0.7891, 0.698965
1394,   0.7891, 0.703239
1395,   0.7891, 0.703471
1396,   0.7891, 0.700973
1397,   0.7891, 0.705181
1398,   0.7891, 0.700965
1399,   0.7891, 0.705185
1400,   0.7906, 0.706123
1401,   0.7906, 0.707556
1402,   0.7906, 0.705371
1403,   0.7906, 0.704588
1404,   0.7906, 0.700827
1405,   0.7906,    0.702
1406,   0.7906, 0.699873
1407,   0.7906, 0.703797
1408,   0.7906, 0.697613
1409,   0.7906, 0.701291
1410,   0.7906, 0.703147
1411,   0.7906, 0.701042
1412,   0.7906, 0.701688
1413,   0.7906, 0.706076
1414,   0.7906, 0.698429
1415,   0.7906, 0.690996
1416,   0.7906, 0.702175
1417,   0.7906, 0.700531
1418,   0.7906, 0.706559
1419,   0.7906, 0.706242
1420,   0.7906, 0.702861
1421,   0.7906, 0.701334
1422,   0.7906, 0.702133
1423,   0.7906, 0.702853
1424,   0.7907, 0.698928
1425,   0.7907, 0.703417
1426,   0.7907, 0.706666
1427,   0.7907,  0.70688
1428,   0.7907, 0.704612
1429,   0.7909, 0.700444
1430,   0.7909, 0.699569
1431,   0.7909, 0.701621
1432,   0.7909, 0.703719
1433,   0.7909, 0.701314
1434,   0.7909,  0.70728
1435,   0.7909, 0.703776
1436,   0.7909, 0.705204
1437,   0.7909, 0.703732
1438,   0.7909, 0.703867
1439,   0.7909, 0.703188
1440,   0.7909, 0.704249
1441,   0.7909, 0.704428
1442,   0.7909, 0.703442
1443,   0.7909, 0.708992
1444,   0.7909, 0.704121
1445,   0.7912, 0.700124
1446,   0.7912, 0.706566
1447,   0.7912, 0.702872
1448,   0.7912, 0.702873
1449,   0.7912, 0.705693
1450,   0.7912, 0.702855
1451,   0.7914, 0.704684
1452,   0.7914, 0.701553
1453,   0.7914, 0.708129
1454,   0.7914, 0.709312
1455,   0.7914, 0.697385
1456,   0.7914,  0.70001
1457,   0.7914, 0.701081
1458,   0.7914, 0.701939
1459,   0.7914, 0.701334
1460,   0.7914, 0.700745
1461,   0.7914, 0.703681
1462,   0.7914, 0.708866
1463,   0.7914, 0.706253
1464,   0.7914, 0.707005
1465,   0.7914, 0.710401
1466,   0.7914, 0.711284
1467,   0.7914,  0.70711
1468,   0.7914, 0.703712
1469,   0.7914, 0.703909
1470,   0.7914, 0.702649
1471,   0.7914,  0.70734
1472,   0.7915, 0.701881
1473,   0.7916, 0.699004
1474,   0.7916, 0.696174
1475,   0.7916, 0.704552
1476,   0.7916, 0.701904
1477,   0.7916, 0.705774
1478,   0.7916, 0.702344
1479,   0.7916, 0.704963
1480,   0.7916, 0.701501
1481,   0.7917, 0.707292
1482,   0.7917, 0.709575
1483,   0.7917, 0.711666
1484,   0.7918, 0.704394
1485,   0.7918,  0.70566
1486,   0.7918, 0.707479
1487,   0.7918, 0.707151
1488,   0.7918, 0.710618
1489,   0.7918, 0.709788
1490,   0.7918, 0.705612
1491,   0.7918,  0.70214
1492,   0.7919, 0.707381
1493,   0.7919, 0.703771
1494,   0.7919,  0.70277
1495,   0.7919, 0.702446
1496,   0.7919, 0.702367
1497,   0.7919, 0.705328
1498,   0.7919, 0.703461
1499,   0.7919, 0.710255
1500,   0.7919, 0.707719
1501,   0.7919, 0.704347
1502,   0.7919, 0.704968
1503,   0.7919, 0.712674
1504,   0.7919, 0.709741
1505,   0.7919, 0.708386
1506,   0.7919, 0.707424
1507,   0.7919, 0.709353
1508,   0.7922, 0.711767
1509,   0.7922, 0.713736
1510,   0.7922, 0.709125
1511,   0.7922, 0.704841
1512,   0.7922, 0.706478
1513,   0.7922,  0.70623
1514,   0.7922, 0.707466
1515,   0.7922, 0.706503
1516,   0.7922, 0.707073
1517,   0.7922, 0.703997
1518,   0.7922, 0.703748
1519,   0.7922, 0.705758
1520,   0.7922, 0.708913
1521,   0.7922, 0.709199
1522,   0.7922, 0.707871
1523,   0.7923, 0.706481
1524,   0.7923, 0.703265
1525,   0.7923, 0.704114
1526,   0.7928, 0.702164
1527,   0.7928, 0.707615
1528,   0.7928, 0.701932
1529,   0.7928, 0.706796
1530,   0.7928, 0.707865
1531,   0.7928, 0.706284
1532,   0.7928,  0.70173
1533,   0.7928, 0.709408
1534,   0.7928, 0.706723
1535,   0.7928, 0.706773
1536,   0.7928, 0.702549
1537,   0.7928,  0.70289
1538,   0.7928, 0.705973
1539,   0.7928,  0.69932
1540,   0.7928, 0.697326
1541,   0.7928, 0.708338
1542,   0.7928, 0.699538
1543,   0.7928,  0.70087
1544,   0.7928,   0.7026
1545,   0.7928, 0.707698
1546,   0.7928, 0.707289
1547,   0.7928, 0.709122
1548,   0.7928, 0.706689
1549,   0.7928, 0.701245
1550,   0.7936, 0.704674
1551,   0.7936, 0.705868
1552,   0.7936, 0.706611
1553,   0.7936, 0.710569
1554,   0.7936, 0.708011
1555,   0.7936,  0.70301
1556,   0.7936, 0.707783
1557,   0.7936, 0.707022
1558,   0.7936, 0.710111
1559,   0.7936, 0.706403
1560,   0.7936, 0.705311
1561,   0.7936,  0.70046
1562,   0.7936, 0.703022
1563,   0.7936, 0.708041
1564,   0.7936, 0.709502
1565,   0.7936, 0.706626
1566,   0.7936, 0.704728
1567,   0.7936, 0.710553
1568,   0.7936, 0.708444
1569,   0.7936, 0.708171
1570,   0.7936,  0.70544
1571,   0.7936, 0.706728
1572,   0.7936, 0.704348
1573,   0.7936,   0.7062
1574,   0.7936, 0.703572
1575,   0.7936,  0.70171
1576,   0.7936, 0.702835
1577,   0.7936, 0.705374
1578,   0.7936, 0.712081
1579,   0.7936,  0.70536
1580,   0.7936,  0.70161
1581,   0.7936,  0.70439
1582,   0.7936, 0.709324
1583,   0.7936, 0.708198
1584,   0.7936, 0.703258
1585,   0.7936, 0.703597
1586,   0.7936, 0.703362
1587,   0.7936, 0.704569
1588,   0.7936, 0.704729
1589,   0.7936, 0.696001
1590,   0.7936, 0.698886
1591,   0.7936, 0.702987
1592,   0.7936, 0.707601
1593,   0.7936, 0.710772
1594,   0.7936, 0.707104
1595,   0.7936, 0.711379
1596,   0.7936, 0.712246
1597,   0.7936, 0.707252
1598,   0.7936, 0.706258
1599,   0.7936, 0.704761
1600,   0.7936, 0.698794
1601,   0.7936, 0.703052
1602,   0.7936, 0.701006
1603,   0.7936, 0.707897
1604,   0.7936, 0.706764
1605,   0.7936, 0.708252
1606,   0.7936, 0.709889
1607,   0.7936,  0.71088
1608,   0.7936, 0.710571
1609,   0.7936, 0.710115
1610,   0.7936, 0.703517
1611,   0.7936, 0.704567
1612,   0.7936, 0.707172
1613,   0.7936,  0.71063
1614,   0.7936, 0.708505
1615,   0.7936, 0.703051
1616,   0.7936, 0.701003
1617,   0.7936, 0.700977
1618,   0.7936, 0.693547
1619,   0.7936, 0.695255
1620,   0.7936, 0.703096
1621,   0.7936, 0.706361
1622,   0.7936, 0.702516
1623,   0.7936, 0.709303
1624,   0.7936, 0.713748
1625,   0.7936, 0.702567
1626,   0.7936, 0.711191
1627,   0.7936, 0.704396
1628,   0.7936, 0.701021
1629,   0.7936,  0.70836
1630,   0.7936,   0.7033
1631,   0.7936, 0.705538
1632,   0.7936,  0.70633
1633,   0.7936,  0.70762
1634,   0.7936,  0.70768
1635,   0.7936, 0.708545
1636,   0.7936, 0.707255
1637,   0.7936, 0.707206
1638,   0.7936, 0.708433
1639,   0.7936,  0.70558
1640,   0.7936, 0.708672
1641,   0.7936, 0.702518
1642,   0.7936, 0.702739
1643,   0.7936, 0.696185
1644,   0.7936, 0.707805
1645,   0.7936, 0.702906
1646,   0.7936, 0.703296
1647,   0.7938, 0.703339
1648,   0.7938, 0.704992
1649,   0.7938, 0.703833
1650,   0.7938, 0.701234
1651,   0.7938, 0.696037
1652,   0.7938, 0.702371
1653,   0.7938, 0.701363
1654,   0.7938, 0.708462
1655,   0.7938, 0.708422
1656,   0.7938, 0.699118
1657,   0.7938, 0.706685
1658,   0.7938, 0.699917
1659,   0.7938, 0.700729
1660,   0.7938, 0.704924
1661,   0.7938, 0.706707
1662,   0.7938, 0.705042
1663,   0.7938, 0.704705
1664,   0.7938, 0.708683
1665,   0.7938, 0.703421
1666,   0.7938, 0.707777
1667,   0.7938, 0.705037
1668,   0.7938, 0.709784
1669,   0.7938, 0.705104
1670,   0.7938, 0.699808
1671,   0.7938, 0.708897
1672,   0.7938, 0.709818
1673,   0.7938,  0.70546
1674,   0.7938, 0.701574
1675,   0.7938, 0.714318
1676,   0.7938, 0.713367
1677,   0.7938, 0.707398
1678,   0.7938, 0.698696
1679,   0.7938, 0.703365
1680,   0.7938, 0.705977
1681,   0.7938, 0.711112
1682,   0.7938, 0.710533
1683,   0.7938, 0.710087
1684,   0.7938, 0.708565
1685,   0.7938, 0.704175
1686,   0.7938, 0.697311
1687,   0.7938, 0.703847
1688,   0.7938, 0.706327
1689,   0.7938, 0.710691
1690,   0.7938,  0.70646
1691,   0.7938, 0.709782
1692,   0.7938, 0.705266
1693,   0.7938, 0.710538
1694,   0.7938, 0.705578
1695,   0.7938, 0.706602
1696,   0.7938, 0.705359
1697,   0.7938, 0.705827
1698,    0.794, 0.707002
1699,    0.794, 0.710881
1700,    0.794, 0.711727
1701,    0.794, 0.709341
1702,    0.794, 0.702868
1703,    0.794, 0.697675
1704,    0.794, 0.704208
1705,    0.794, 0.710297
1706,    0.794, 0.702011
1707,    0.794, 0.701587
1708,    0.794, 0.703229
1709,    0.794, 0.704215
1710,    0.794, 0.711429
1711,    0.794, 0.705526
1712,    0.794, 0.702687
1713,    0.794, 0.703474
1714,    0.794, 0.706378
1715,    0.794, 0.709307
1716,    0.794, 0.709576
1717,   0.7944, 0.703616
1718,   0.7944, 0.706628
1719,   0.7944,  0.70467
1720,   0.7944, 0.708897
1721,   0.7944, 0.709363
1722,   0.7944, 0.715872
1723,   0.7953, 0.715926
1724,   0.7953, 0.707173
1725,   0.7953, 0.707888
1726,   0.7953,  0.70743
1727,   0.7953, 0.711855
1728,   0.7953, 0.712725
1729,   0.7953, 0.706971
1730,   0.7953, 0.715179
1731,   0.7953, 0.713313
1732,   0.7953, 0.704411
1733,   0.7953, 0.711531
1734,   0.7953, 0.712977
1735,   0.7953, 0.711121
1736,   0.7953, 0.710905
1737,   0.7953, 0.711522
1738,   0.7953, 0.715367
1739,   0.7953, 0.711031
1740,   0.7953,  0.71302
1741,   0.7953, 0.707676
1742,   0.7953, 0.706985
1743,   0.7953, 0.708703
1744,   0.7953, 0.711323
1745,   0.7953, 0.712272
1746,   0.7953, 0.708912
1747,   0.7953, 0.703748
1748,   0.7953, 0.710182
1749,   0.7953, 0.712191
1750,   0.7953, 0.714895
1751,   0.7953, 0.709179
1752,   0.7953, 0.710816
1753,   0.7953,    0.714
1754,   0.7953, 0.712399
1755,   0.7953, 0.706142
1756,   0.7953, 0.708036
1757,   0.7953, 0.709288
1758,   0.7953, 0.708956
1759,   0.7953, 0.710374
1760,   0.7953, 0.704837
1761,   0.7953, 0.708156
1762,   0.7953, 0.708251
1763,   0.7953, 0.711743
1764,   0.7953, 0.709732
1765,   0.7953, 0.713355
1766,   0.7953, 0.705315
1767,   0.7953, 0.707991
1768,   0.7953, 0.706678
1769,   0.7953, 0.715597
1770,   0.7953, 0.707615
1771,   0.7953, 0.708288
1772,   0.7953, 0.709849
1773,   0.7953, 0.706963
1774,   0.7953, 0.702488
1775,   0.7953, 0.702435
1776,   0.7953, 0.707605
1777,   0.7953, 0.710902
1778,   0.7953, 0.711523
1779,   0.7953, 0.706663
1780,   0.7953, 0.703374
1781,   0.7953, 0.709809
1782,   0.7953,  0.71312
1783,   0.7953,  0.71064
1784,   0.7953, 0.701652
1785,   0.7953, 0.707608
1786,   0.7953, 0.716318
1787,   0.7953, 0.714093
1788,   0.7953, 0.711254
1789,   0.7953, 0.714635
1790,   0.7953, 0.715479
1791,   0.7953, 0.713121
1792,   0.7953, 0.709422
1793,   0.7953, 0.711501
1794,   0.7953, 0.705898
1795,   0.7953, 0.705186
1796,   0.7953, 0.716324
1797,   0.7953, 0.711427
1798,   0.7953, 0.708366
1799,   0.7953, 0.707107
1800,   0.7953, 0.703674
1801,   0.7953, 0.711109
1802,   0.7953, 0.713501
1803,   0.7953, 0.719853
1804,   0.7953, 0.704195
1805,   0.7953, 0.712138
1806,   0.7953, 0.710256
1807,   0.7953, 0.713217
1808,   0.7953, 0.711231
1809,   0.7953, 0.709719
1810,   0.7953, 0.711158
1811,   0.7953, 0.718214
1812,   0.7953, 0.712496
1813,   0.7953, 0.712054
1814,   0.7953, 0.710252
1815,   0.7953, 0.710113
1816,   0.7953, 0.708273
1817,   0.7953, 0.710149
1818,   0.7953, 0.702121
1819,   0.7953, 0.705274
1820,   0.7953, 0.710336
1821,   0.7953, 0.708586
1822,   0.7953, 0.713761
1823,   0.7953, 0.713124
1824,   0.7953,  0.71696
1825,   0.7953, 0.709617
1826,   0.7953, 0.709343
1827,   0.7953, 0.714688
1828,   0.7953, 0.709732
1829,   0.7953, 0.716486
1830,   0.7953, 0.712073
1831,   0.7953, 0.714689
1832,   0.7953, 0.715401
1833,   0.7953, 0.707075
1834,   0.7953,   0.7119
1835,   0.7953, 0.708459
1836,   0.7953, 0.710735
1837,   0.7953, 0.712758
1838,   0.7953, 0.709608
1839,   0.7953, 0.707356
1840,   0.7953,  0.70112
1841,   0.7953, 0.707878
1842,   0.7953,  0.70733
1843,   0.7953, 0.709232
1844,   0.7953, 0.716431
1845,   0.7953, 0.715626
1846,   0.7953, 0.709929
1847,   0.7953, 0.709938
1848,   0.7953, 0.708999
1849,   0.7953, 0.700972
1850,   0.7953, 0.711077
1851,   0.7953, 0.710541
1852,   0.7953, 0.710311
1853,   0.7953,  0.71267
1854,   0.7953, 0.709064
1855,   0.7953, 0.708078
