gen, ranking_ternary_onepoint_best, ranking_ternary_onepoint_ave
1856,   0.7953, 0.717687
1857,   0.7953, 0.712616
1858,   0.7953, 0.717199
1859,   0.7953, 0.716775
1860,   0.7953, 0.712389
1861,   0.7953, 0.714491
1862,   0.7953, 0.708186
1863,   0.7953, 0.708313
1864,   0.7953, 0.710226
1865,   0.7953, 0.711406
1866,   0.7953, 0.715368
1867,   0.7953, 0.709388
1868,   0.7953, 0.710471
1869,   0.7953, 0.714918
1870,   0.7953, 0.713251
1871,   0.7953, 0.713585
1872,   0.7953, 0.710069
1873,   0.7953, 0.712437
1874,   0.7953, 0.707871
1875,   0.7953, 0.713448
1876,   0.7953, 0.718246
1877,   0.7953, 0.711019
1878,   0.7953, 0.709027
1879,   0.7953, 0.709942
1880,   0.7953, 0.707088
1881,   0.7953, 0.704971
1882,   0.7953, 0.706021
1883,   0.7953, 0.710691
1884,   0.7953, 0.708973
1885,   0.7953, 0.711631
1886,   0.7953, 0.710923
1887,   0.7953, 0.710226
1888,   0.7953, 0.715615
1889,   0.7953, 0.714811
1890,   0.7953, 0.715041
1891,   0.7953, 0.711744
1892,   0.7953, 0.700846
1893,   0.7953, 0.709925
1894,   0.7953, 0.708564
1895,   0.7953, 0.703767
1896,   0.7953, 0.706905
1897,   0.7953, 0.710272
1898,   0.7953, 0.708533
1899,   0.7953, 0.710428
1900,   0.7954, 0.712955
1901,   0.7954, 0.714714
1902,   0.7954, 0.707895
1903,   0.7954, 0.711163
1904,   0.7954, 0.712572
1905,   0.7954,  0.70894
1906,   0.7954, 0.709003
1907,   0.7954, 0.706753
1908,   0.7954, 0.709463
1909,   0.7954, 0.714437
1910,   0.7954, 0.711164
1911,   0.7954, 0.713667
1912,   0.7954, 0.711566
1913,   0.7954, 0.701406
1914,   0.7954, 0.712037
1915,   0.7954, 0.713252
1916,   0.7954,  0.70975
1917,   0.7954, 0.709052
1918,   0.7954,  0.71246
1919,   0.7954, 0.712287
1920,   0.7954, 0.709083
1921,   0.7954, 0.708302
1922,   0.7954, 0.714879
1923,   0.7954, 0.715545
1924,   0.7954, 0.709822
1925,   0.7954, 0.709939
1926,   0.7954,  0.70523
1927,   0.7954, 0.707664
1928,   0.7954, 0.709985
1929,   0.7954, 0.711227
1930,   0.7954, 0.704378
1931,   0.7954, 0.715357
1932,   0.7954, 0.715681
1933,   0.7954, 0.708172
1934,   0.7954, 0.709125
1935,   0.7954, 0.715042
1936,   0.7954, 0.716028
1937,   0.7954, 0.710054
1938,   0.7954, 0.713754
1939,   0.7954, 0.716607
1940,   0.7954, 0.715455
1941,   0.7954, 0.713219
1942,   0.7954, 0.714994
1943,   0.7954, 0.714503
1944,   0.7954, 0.712578
1945,   0.7954, 0.709257
1946,   0.7954, 0.711134
1947,   0.7954, 0.705927
1948,   0.7954, 0.713562
1949,   0.7954,  0.70633
1950,   0.7954, 0.707757
1951,   0.7954, 0.709339
1952,   0.7954, 0.709247
1953,   0.7954, 0.709207
1954,   0.7954, 0.705811
1955,   0.7954, 0.704805
1956,   0.7954, 0.715508
1957,   0.7954, 0.707857
1958,   0.7954, 0.704607
1959,   0.7954, 0.708542
1960,   0.7954, 0.708054
1961,   0.7954, 0.711101
1962,   0.7954, 0.716538
1963,   0.7954, 0.720774
1964,   0.7954, 0.711083
1965,   0.7955, 0.714833
1966,   0.7955, 0.710328
1967,   0.7955, 0.708645
1968,   0.7955,  0.70339
1969,   0.7955, 0.709278
1970,   0.7955, 0.709855
1971,   0.7955, 0.711907
1972,   0.7955, 0.711716
1973,   0.7955, 0.705583
1974,   0.7955, 0.706617
1975,   0.7955, 0.707681
1976,   0.7955, 0.711921
1977,   0.7955,  0.71155
1978,   0.7955,   0.7162
1979,   0.7955, 0.708537
1980,   0.7955, 0.712955
1981,   0.7955, 0.716302
1982,   0.7955, 0.713305
1983,   0.7955, 0.715991
1984,   0.7955, 0.709787
1985,   0.7955, 0.708576
1986,   0.7955, 0.713677
1987,   0.7955, 0.709612
1988,   0.7955, 0.713863
1989,   0.7955, 0.709199
1990,   0.7956, 0.710642
1991,   0.7956, 0.714589
1992,   0.7956, 0.715841
1993,   0.7956, 0.716413
1994,   0.7956, 0.715091
1995,   0.7956, 0.713652
1996,   0.7956, 0.715094
1997,   0.7956, 0.714607
1998,   0.7956, 0.711843
1999,   0.7956, 0.705591
2000,   0.7956, 0.707266
2001,   0.7956, 0.708898
2002,   0.7956, 0.704729
2003,   0.7956, 0.710244
2004,   0.7956, 0.706894
2005,   0.7956, 0.702947
2006,   0.7956, 0.705961
2007,   0.7956, 0.714683
2008,   0.7956, 0.712093
2009,   0.7956, 0.711209
2010,   0.7956, 0.708265
2011,   0.7956, 0.714791
2012,   0.7956, 0.716017
2013,   0.7956, 0.717673
2014,   0.7956, 0.711721
2015,   0.7956, 0.715059
2016,   0.7956, 0.711684
2017,   0.7956, 0.712296
2018,   0.7956, 0.708783
2019,   0.7956, 0.712118
2020,   0.7956, 0.716051
2021,   0.7956, 0.714654
2022,   0.7956,  0.71089
2023,   0.7956,  0.71271
2024,   0.7956, 0.708956
2025,   0.7956, 0.709208
2026,   0.7956, 0.714201
2027,   0.7958, 0.712862
2028,   0.7958, 0.714363
2029,   0.7958,  0.71036
2030,   0.7958,  0.71058
2031,   0.7958,  0.70983
2032,   0.7958, 0.715675
2033,   0.7958, 0.711657
2034,   0.7958, 0.711577
2035,   0.7958, 0.712142
2036,   0.7958, 0.709855
2037,   0.7958, 0.720123
2038,   0.7958, 0.710272
2039,   0.7958, 0.712714
2040,   0.7958, 0.710983
2041,   0.7958, 0.706415
2042,   0.7958, 0.715252
2043,   0.7958, 0.713626
2044,   0.7958, 0.714955
2045,   0.7958,  0.71085
2046,   0.7958, 0.709791
2047,   0.7958, 0.712367
2048,   0.7958,  0.71309
2049,   0.7958, 0.707791
2050,   0.7958, 0.712776
2051,   0.7958, 0.713338
2052,   0.7958, 0.712302
2053,   0.7958, 0.711211
2054,   0.7958, 0.707156
2055,   0.7958, 0.705221
2056,   0.7958, 0.709252
2057,   0.7958,   0.7162
2058,   0.7958, 0.711341
2059,   0.7958, 0.702618
2060,   0.7958, 0.710716
2061,   0.7958, 0.712294
2062,   0.7958, 0.711364
2063,   0.7958, 0.714964
2064,   0.7958, 0.715874
2065,   0.7958,  0.71337
2066,   0.7958, 0.710917
2067,   0.7958, 0.706373
2068,   0.7967, 0.707664
2069,   0.7967, 0.705055
2070,   0.7967, 0.707923
2071,   0.7967, 0.711177
2072,   0.7967, 0.711437
2073,   0.7967, 0.717459
2074,   0.7967, 0.718588
2075,   0.7967,  0.71673
2076,   0.7967, 0.716577
2077,   0.7967, 0.709392
2078,   0.7967, 0.705982
2079,   0.7967, 0.716016
2080,   0.7967, 0.716262
2081,   0.7967, 0.714523
2082,   0.7967, 0.708456
2083,   0.7967, 0.710112
2084,   0.7967,  0.70757
2085,   0.7967, 0.711778
2086,   0.7967,  0.70587
2087,   0.7967, 0.713673
2088,   0.7967, 0.712201
2089,   0.7967, 0.708611
2090,   0.7967, 0.711057
2091,   0.7967, 0.706527
2092,   0.7967, 0.709943
2093,   0.7967, 0.713686
2094,   0.7967, 0.707928
2095,   0.7967, 0.708827
2096,   0.7967, 0.706619
2097,   0.7967, 0.713033
2098,   0.7967, 0.710896
2099,   0.7967, 0.711434
2100,   0.7967, 0.709766
2101,   0.7967,  0.71315
2102,   0.7969, 0.713197
2103,   0.7969, 0.714531
2104,   0.7969, 0.717313
2105,   0.7969, 0.715805
2106,   0.7969,  0.71213
2107,   0.7969, 0.708757
2108,   0.7969, 0.712068
2109,   0.7969, 0.713032
2110,   0.7969, 0.712748
2111,   0.7969, 0.711624
2112,   0.7969, 0.713889
2113,   0.7969, 0.716122
2114,   0.7969,  0.70478
2115,   0.7969, 0.710582
2116,   0.7969, 0.711781
2117,   0.7969, 0.705064
2118,   0.7969, 0.717004
2119,   0.7969, 0.714986
2120,   0.7969, 0.712564
2121,   0.7969, 0.710578
2122,   0.7969, 0.714431
2123,   0.7969, 0.716577
2124,   0.7969,  0.71229
2125,   0.7969, 0.706932
2126,   0.7969, 0.707655
2127,   0.7969, 0.715016
2128,   0.7969, 0.710253
2129,   0.7969, 0.711836
2130,   0.7969, 0.711064
2131,   0.7969, 0.718906
2132,   0.7969, 0.712207
2133,   0.7969, 0.711734
2134,   0.7969, 0.712919
2135,   0.7969, 0.708519
2136,   0.7969, 0.710466
2137,   0.7969, 0.711258
2138,   0.7969, 0.712477
2139,   0.7969,  0.71125
2140,   0.7969, 0.708254
2141,   0.7969, 0.715443
2142,   0.7969, 0.707891
2143,   0.7969,  0.70522
2144,   0.7969, 0.715001
2145,   0.7969, 0.710488
2146,   0.7969,   0.7092
2147,   0.7971, 0.709595
2148,   0.7971, 0.714687
2149,   0.7971, 0.716803
2150,   0.7971, 0.710623
2151,   0.7971, 0.708117
2152,   0.7971, 0.711267
2153,   0.7971, 0.714807
2154,   0.7971,  0.71642
2155,   0.7971, 0.715136
2156,   0.7971, 0.714901
2157,   0.7971, 0.716628
2158,   0.7971, 0.716795
2159,   0.7971, 0.711003
2160,   0.7971, 0.707736
2161,   0.7971, 0.705644
2162,   0.7971, 0.716082
2163,   0.7971,  0.71764
2164,   0.7971, 0.718358
2165,   0.7971, 0.715385
2166,   0.7971, 0.714081
2167,   0.7971, 0.714552
2168,   0.7971,  0.71298
2169,   0.7971, 0.716333
2170,   0.7971, 0.713044
2171,   0.7971, 0.707069
2172,   0.7971, 0.706202
2173,   0.7971, 0.712763
2174,   0.7971, 0.714664
2175,   0.7971, 0.711025
2176,   0.7971,  0.71537
2177,   0.7971, 0.714951
2178,   0.7971, 0.714852
2179,   0.7971, 0.711473
2180,   0.7971, 0.712087
2181,   0.7971, 0.713279
2182,   0.7971, 0.715632
2183,   0.7971,  0.71328
2184,   0.7971, 0.708309
2185,   0.7971, 0.705563
2186,   0.7971, 0.702715
2187,   0.7971, 0.705933
2188,   0.7971,  0.70332
2189,   0.7971, 0.709769
2190,   0.7971, 0.710556
2191,   0.7972, 0.712415
2192,   0.7972, 0.715145
2193,   0.7972, 0.716838
2194,   0.7972, 0.709284
2195,   0.7972, 0.711714
2196,   0.7972, 0.708989
2197,   0.7972, 0.716889
2198,   0.7972, 0.719441
2199,   0.7972, 0.708315
2200,   0.7972, 0.714461
2201,   0.7972,  0.71326
2202,   0.7972, 0.711625
2203,   0.7972, 0.703652
2204,   0.7972, 0.708104
2205,   0.7972, 0.706326
2206,   0.7972, 0.704682
2207,   0.7972, 0.708889
2208,   0.7972, 0.712019
2209,   0.7972, 0.707692
2210,   0.7972, 0.711018
2211,   0.7972, 0.712995
2212,   0.7972, 0.714102
2213,   0.7972, 0.712959
2214,   0.7972, 0.711554
2215,   0.7972, 0.707992
2216,   0.7972, 0.715737
2217,   0.7972, 0.713452
2218,   0.7972, 0.714508
2219,   0.7972, 0.715445
2220,   0.7972, 0.712648
2221,   0.7972, 0.712268
2222,   0.7972, 0.716314
2223,   0.7972,  0.71083
2224,   0.7972, 0.714035
2225,   0.7972, 0.711267
2226,   0.7972, 0.711072
2227,   0.7972, 0.716396
2228,   0.7972, 0.703223
2229,   0.7972, 0.707317
2230,   0.7972, 0.723942
2231,   0.7972, 0.713059
2232,   0.7972, 0.709853
2233,   0.7972, 0.713064
2234,   0.7972, 0.716028
2235,   0.7972, 0.715222
2236,   0.7972, 0.717551
2237,   0.7972, 0.713457
2238,   0.7972, 0.713261
2239,   0.7972, 0.714029
2240,   0.7972, 0.706803
2241,   0.7972, 0.712848
2242,   0.7972, 0.716527
2243,   0.7972, 0.709099
2244,   0.7972, 0.711085
2245,   0.7972, 0.712122
2246,   0.7972, 0.715051
2247,   0.7972, 0.706461
2248,   0.7972, 0.715019
2249,   0.7973, 0.709686
2250,   0.7973, 0.710616
2251,   0.7973, 0.711653
2252,   0.7973, 0.706704
2253,   0.7973, 0.711305
2254,   0.7973, 0.712466
2255,   0.7973, 0.716608
2256,   0.7973, 0.711248
2257,   0.7973, 0.716884
2258,   0.7973, 0.711173
2259,   0.7973, 0.714347
2260,   0.7973, 0.709962
2261,   0.7973, 0.711305
2262,   0.7973, 0.709991
2263,   0.7973, 0.708472
2264,   0.7973, 0.716397
2265,   0.7973, 0.709768
2266,   0.7973, 0.707747
2267,   0.7973, 0.710391
2268,   0.7973, 0.713161
2269,   0.7973, 0.708749
2270,   0.7973, 0.710602
2271,   0.7973, 0.710684
2272,   0.7973, 0.712742
2273,   0.7973, 0.711114
2274,   0.7973, 0.712884
2275,   0.7973, 0.712847
2276,   0.7973,  0.71248
2277,   0.7973, 0.712084
2278,   0.7973, 0.716769
2279,   0.7973, 0.709795
2280,   0.7973, 0.705459
2281,   0.7973, 0.705561
2282,   0.7973,  0.70943
2283,   0.7973, 0.705737
2284,   0.7973, 0.709109
2285,   0.7973, 0.709752
2286,   0.7973, 0.716693
2287,   0.7973, 0.715223
2288,   0.7973, 0.714827
2289,   0.7973, 0.709505
2290,   0.7973, 0.707286
2291,   0.7973, 0.711716
2292,   0.7973, 0.716488
2293,   0.7973, 0.707798
2294,   0.7973, 0.714913
2295,   0.7973, 0.716449
2296,   0.7973, 0.716947
2297,   0.7973,  0.71329
2298,   0.7973,  0.71252
2299,   0.7973, 0.714566
2300,   0.7973, 0.711232
2301,   0.7973, 0.714167
2302,   0.7973, 0.711961
2303,   0.7973, 0.712319
2304,   0.7973, 0.708309
2305,   0.7973, 0.714257
2306,   0.7973, 0.712796
2307,   0.7974, 0.708704
2308,   0.7974, 0.713287
2309,   0.7974, 0.707276
2310,   0.7974, 0.710594
2311,   0.7974, 0.712767
2312,   0.7974, 0.719221
2313,   0.7974, 0.712948
2314,   0.7974, 0.707288
2315,   0.7976, 0.709696
2316,   0.7976, 0.715381
2317,   0.7976, 0.714044
2318,   0.7976, 0.715158
2319,   0.7976, 0.710771
2320,   0.7976, 0.715512
2321,   0.7976,  0.71581
2322,   0.7976, 0.717276
2323,   0.7976,  0.71713
2324,   0.7976, 0.705591
2325,   0.7976, 0.711539
2326,   0.7976, 0.710723
2327,   0.7976, 0.715836
2328,   0.7976, 0.706519
2329,   0.7976, 0.708402
2330,   0.7976, 0.707387
2331,   0.7976, 0.707315
2332,   0.7976, 0.702498
2333,   0.7976,  0.69864
2334,   0.7976, 0.703371
2335,   0.7976, 0.706677
2336,   0.7976, 0.709244
2337,   0.7976, 0.714285
2338,   0.7976, 0.712111
2339,   0.7976, 0.712372
2340,   0.7976, 0.716188
2341,   0.7976, 0.717138
2342,   0.7976, 0.708843
2343,   0.7976, 0.707682
2344,   0.7976, 0.711958
2345,   0.7976,  0.71156
2346,   0.7976, 0.711501
2347,   0.7976, 0.709506
2348,   0.7976, 0.709545
2349,   0.7976, 0.706667
2350,   0.7976, 0.713882
2351,   0.7978, 0.714625
2352,   0.7978, 0.713705
2353,   0.7978, 0.709477
2354,   0.7978, 0.716955
2355,   0.7978, 0.708647
2356,   0.7978, 0.716359
2357,   0.7978, 0.716234
2358,   0.7978, 0.714719
2359,   0.7978, 0.716166
2360,   0.7978, 0.714677
2361,   0.7978, 0.714361
2362,   0.7978, 0.711047
2363,   0.7978, 0.707325
2364,   0.7978, 0.711543
2365,   0.7978, 0.711248
2366,   0.7978, 0.717975
2367,   0.7996, 0.715279
2368,   0.7996, 0.715223
2369,   0.7996, 0.711351
2370,   0.7996, 0.713974
2371,   0.7996, 0.709926
2372,   0.7996, 0.709949
2373,   0.7996, 0.715122
2374,   0.7996, 0.710833
2375,   0.7996, 0.708071
2376,   0.7996, 0.713855
2377,   0.7996, 0.716347
2378,   0.7996, 0.711703
2379,   0.7996, 0.712231
2380,   0.7996, 0.708363
2381,   0.7996, 0.709624
2382,   0.7996, 0.709504
2383,   0.7996, 0.708067
2384,   0.7996,  0.70912
2385,   0.7996, 0.710165
2386,   0.7996, 0.709508
2387,   0.7996, 0.708677
2388,   0.7996, 0.709961
2389,   0.7996, 0.704217
2390,   0.7996, 0.708996
2391,   0.7996, 0.718872
2392,   0.7996, 0.715165
2393,   0.7996, 0.713534
2394,   0.7996, 0.715155
2395,   0.7996, 0.720289
2396,   0.7996,  0.71673
2397,   0.7996, 0.707934
2398,   0.7996, 0.705378
2399,   0.7996, 0.709478
2400,   0.7996, 0.710059
2401,   0.7996, 0.715979
2402,   0.8017, 0.718563
2403,   0.8017, 0.713942
2404,   0.8017,  0.71805
2405,    0.802, 0.713809
2406,    0.802, 0.712045
2407,    0.802, 0.711944
2408,    0.802,  0.70649
2409,    0.802, 0.710462
2410,    0.802, 0.712822
2411,    0.802, 0.709277
2412,    0.802, 0.713611
2413,    0.802, 0.712783
2414,    0.802, 0.714184
2415,    0.802, 0.710151
2416,    0.802, 0.708404
2417,    0.802, 0.714349
2418,    0.802, 0.716653
2419,    0.802, 0.713075
2420,    0.802, 0.713636
2421,    0.802, 0.713106
2422,   0.8074, 0.713171
2423,   0.8074, 0.720132
2424,   0.8074, 0.714234
2425,   0.8074, 0.714355
2426,   0.8074, 0.713664
2427,   0.8074, 0.704249
2428,   0.8076, 0.710188
2429,   0.8076, 0.711967
2430,   0.8076, 0.710405
2431,   0.8076, 0.710056
2432,   0.8076, 0.714474
2433,   0.8076, 0.711373
2434,   0.8076,  0.71228
2435,   0.8076, 0.712705
2436,   0.8076, 0.708237
2437,   0.8076, 0.716726
2438,   0.8076, 0.716173
2439,   0.8076, 0.718237
2440,   0.8089, 0.718213
2441,   0.8089, 0.711832
2442,   0.8089, 0.713594
2443,   0.8089, 0.710954
2444,   0.8089,  0.71266
2445,   0.8089, 0.712692
2446,   0.8089,  0.70996
2447,   0.8089, 0.714766
2448,   0.8089, 0.711794
2449,   0.8089, 0.710474
2450,   0.8089, 0.706586
2451,   0.8089, 0.708582
2452,   0.8089, 0.713502
2453,   0.8089, 0.709377
2454,   0.8089, 0.712523
2455,   0.8099, 0.706615
2456,   0.8099,  0.70419
2457,   0.8099, 0.715417
2458,   0.8099, 0.717876
2459,   0.8099, 0.714843
2460,   0.8099, 0.710085
2461,   0.8099, 0.707051
2462,   0.8099, 0.709235
2463,   0.8099, 0.709575
2464,   0.8099, 0.715034
2465,   0.8099, 0.715451
2466,   0.8099, 0.715599
2467,   0.8099, 0.707834
2468,   0.8099, 0.703542
2469,   0.8099, 0.705052
2470,   0.8099, 0.712172
2471,   0.8099, 0.703881
2472,   0.8099, 0.713413
2473,   0.8099, 0.720674
2474,   0.8099, 0.720457
2475,   0.8099, 0.718898
2476,   0.8099, 0.716056
2477,   0.8099, 0.706434
2478,   0.8099, 0.705614
2479,   0.8099, 0.710919
2480,   0.8099, 0.710256
2481,   0.8099, 0.708031
2482,   0.8099, 0.719716
2483,   0.8099, 0.716806
2484,   0.8099, 0.712426
2485,   0.8099, 0.714045
2486,   0.8099, 0.713759
2487,   0.8099, 0.709285
2488,   0.8099,  0.70962
2489,   0.8099, 0.710726
2490,   0.8099, 0.708014
2491,   0.8099, 0.714641
2492,   0.8099,  0.72107
2493,   0.8099, 0.716157
2494,   0.8099, 0.722879
2495,   0.8099, 0.714319
2496,   0.8099, 0.712597
2497,   0.8099, 0.714116
2498,   0.8099, 0.717562
2499,   0.8099, 0.716499
2500,   0.8099, 0.712003
2501,   0.8099, 0.712555
2502,   0.8148, 0.715169
2503,   0.8148, 0.721931
2504,   0.8148, 0.719514
2505,   0.8148, 0.726695
2506,   0.8148, 0.720024
2507,   0.8148, 0.715779
2508,   0.8148, 0.715229
2509,   0.8148, 0.714914
2510,   0.8148, 0.725819
2511,   0.8148, 0.718126
2512,   0.8148,  0.72454
2513,   0.8148, 0.718849
2514,   0.8188, 0.718245
2515,   0.8188, 0.715922
2516,   0.8188, 0.713235
2517,   0.8188, 0.715957
2518,   0.8188, 0.719658
2519,     0.82, 0.723902
2520,     0.82,  0.71897
2521,     0.82, 0.716592
2522,     0.82, 0.716302
2523,     0.82, 0.721657
2524,     0.82, 0.724477
2525,     0.82, 0.720946
2526,     0.82, 0.720599
2527,     0.82, 0.715975
2528,     0.82,  0.71551
2529,     0.82,  0.72305
2530,     0.82, 0.721793
2531,   0.8201, 0.722919
2532,   0.8201, 0.730704
2533,   0.8221, 0.720322
2534,   0.8221, 0.722646
2535,   0.8221, 0.717041
2536,   0.8221, 0.732694
2537,   0.8221, 0.726189
2538,   0.8221, 0.722593
2539,   0.8221, 0.717948
2540,   0.8221, 0.719176
2541,   0.8221, 0.724806
2542,   0.8221, 0.724556
2543,   0.8221, 0.726093
2544,   0.8232,  0.72246
2545,   0.8232, 0.721034
2546,   0.8232,  0.72293
2547,   0.8232, 0.725217
2548,   0.8232,    0.727
2549,   0.8232, 0.728956
2550,   0.8232,  0.72181
2551,   0.8232, 0.723361
2552,   0.8232, 0.728731
2553,   0.8232, 0.719958
2554,   0.8232, 0.724545
2555,   0.8232, 0.724548
2556,   0.8232,  0.72869
2557,   0.8232, 0.726309
2558,   0.8232, 0.722899
2559,   0.8232, 0.720992
2560,   0.8232, 0.729356
2561,   0.8232,  0.72597
2562,   0.8232, 0.729612
2563,   0.8232, 0.726002
2564,   0.8232, 0.721262
2565,   0.8232, 0.716808
2566,   0.8232, 0.723827
2567,   0.8232, 0.723527
2568,   0.8232, 0.719574
2569,   0.8232,  0.72051
2570,   0.8232, 0.721799
2571,   0.8232, 0.724205
2572,   0.8232, 0.728904
2573,   0.8232,  0.72752
2574,   0.8232, 0.724566
2575,   0.8232, 0.721497
2576,   0.8232,  0.72339
2577,   0.8232, 0.725946
2578,   0.8232, 0.723617
2579,   0.8232, 0.720667
2580,   0.8232, 0.720429
2581,   0.8232, 0.717855
2582,   0.8232, 0.723757
2583,   0.8232, 0.720022
2584,   0.8232, 0.733307
2585,   0.8232, 0.726835
2586,   0.8232, 0.725525
2587,   0.8232, 0.724931
2588,   0.8236, 0.726967
2589,   0.8236, 0.721528
2590,   0.8236, 0.723945
2591,   0.8236, 0.719988
2592,   0.8236, 0.718816
2593,   0.8236, 0.721062
2594,   0.8247, 0.720649
2595,   0.8247, 0.716483
2596,   0.8247, 0.722898
2597,   0.8247, 0.724356
2598,   0.8247,  0.72716
2599,   0.8247, 0.721208
2600,   0.8247, 0.720761
2601,   0.8247, 0.720293
2602,   0.8247, 0.723132
2603,   0.8247, 0.732092
2604,   0.8247, 0.726194
2605,    0.825, 0.727054
2606,    0.825, 0.724489
2607,    0.825,  0.72258
2608,    0.825, 0.724466
2609,   0.8265, 0.724424
2610,   0.8265, 0.725551
2611,   0.8265, 0.722457
2612,   0.8265, 0.726832
2613,   0.8265, 0.730989
2614,   0.8265, 0.729584
2615,   0.8265, 0.720775
2616,   0.8265, 0.724919
2617,   0.8265, 0.726306
2618,   0.8265,  0.72071
2619,   0.8265, 0.720009
2620,   0.8265, 0.727234
2621,   0.8265, 0.732961
2622,   0.8265, 0.728162
2623,   0.8265, 0.728423
2624,   0.8265, 0.725046
2625,   0.8265,  0.73083
2626,   0.8265, 0.727105
2627,   0.8265, 0.722001
2628,   0.8265, 0.726709
2629,   0.8265, 0.729845
2630,   0.8265, 0.726856
2631,   0.8265, 0.729451
2632,   0.8265, 0.720075
2633,   0.8265, 0.724369
2634,   0.8265, 0.734406
2635,   0.8265, 0.733104
2636,   0.8265, 0.723771
2637,   0.8272, 0.719956
2638,   0.8272, 0.727153
2639,   0.8272, 0.720747
2640,   0.8272, 0.726229
2641,   0.8272,  0.72636
2642,   0.8272,   0.7301
2643,   0.8272, 0.726536
2644,   0.8272, 0.725011
2645,   0.8272, 0.722447
2646,   0.8272, 0.722423
2647,   0.8272, 0.729169
2648,   0.8272, 0.733285
2649,   0.8272, 0.732946
2650,   0.8272,  0.72582
2651,   0.8272, 0.728244
2652,   0.8272, 0.727688
2653,   0.8272, 0.731096
2654,   0.8272, 0.723116
2655,   0.8272, 0.722206
2656,   0.8272, 0.725423
2657,   0.8285, 0.729844
2658,   0.8285, 0.732932
2659,   0.8285, 0.730198
2660,   0.8285, 0.730115
2661,   0.8285, 0.732637
2662,   0.8285, 0.737978
2663,   0.8285, 0.734317
2664,   0.8285, 0.728226
2665,   0.8285, 0.723863
2666,   0.8285, 0.722314
2667,   0.8285, 0.723147
2668,   0.8285, 0.724506
2669,   0.8285, 0.729159
2670,   0.8285, 0.731888
2671,   0.8285, 0.733414
2672,   0.8285, 0.728957
2673,   0.8285, 0.731526
2674,   0.8285, 0.732257
2675,   0.8285, 0.732243
2676,   0.8285, 0.728954
2677,   0.8285, 0.726072
2678,   0.8285,  0.73029
2679,   0.8285, 0.727265
2680,   0.8285, 0.729316
2681,   0.8285, 0.724733
2682,   0.8285, 0.730135
2683,   0.8285, 0.727261
2684,   0.8285, 0.727049
2685,   0.8285,  0.72718
2686,   0.8285, 0.728409
2687,   0.8285, 0.727882
2688,   0.8285, 0.724439
2689,   0.8285, 0.726035
2690,   0.8285, 0.730452
2691,   0.8285, 0.733442
2692,   0.8285, 0.726935
2693,   0.8285,  0.72779
2694,   0.8285, 0.730935
2695,   0.8285, 0.726458
2696,   0.8285,  0.72902
2697,   0.8285, 0.732235
2698,   0.8285, 0.725916
2699,   0.8285, 0.733598
2700,   0.8285, 0.729251
2701,   0.8285,  0.72928
2702,   0.8285, 0.727051
2703,   0.8285, 0.727118
2704,   0.8298, 0.728026
2705,   0.8298,  0.73243
2706,   0.8298, 0.725128
2707,   0.8298, 0.725757
2708,   0.8298, 0.732814
2709,   0.8298, 0.731937
2710,   0.8298, 0.728159
2711,   0.8298, 0.722784
2712,   0.8298, 0.730219
2713,   0.8298, 0.723189
2714,   0.8298, 0.726532
2715,   0.8298, 0.727372
2716,   0.8298, 0.726755
2717,   0.8298, 0.727914
2718,   0.8298, 0.732147
2719,   0.8298, 0.726435
2720,   0.8298, 0.717031
2721,   0.8298, 0.721923
2722,   0.8298, 0.725917
2723,   0.8298, 0.713805
2724,   0.8298, 0.721089
2725,   0.8298, 0.726129
2726,   0.8298, 0.730745
2727,   0.8298, 0.734105
2728,   0.8298, 0.733348
2729,   0.8298, 0.734846
2730,   0.8298, 0.732746
2731,   0.8298, 0.733123
2732,   0.8298, 0.728172
2733,   0.8298,  0.72858
2734,   0.8298, 0.733457
2735,   0.8298, 0.729604
2736,   0.8298, 0.731249
2737,   0.8298, 0.727659
2738,   0.8298, 0.733956
2739,   0.8298, 0.734528
2740,   0.8298, 0.731705
2741,   0.8298, 0.740435
2742,   0.8298, 0.733134
2743,   0.8298, 0.730426
2744,   0.8298, 0.734492
2745,   0.8298, 0.731803
2746,   0.8298, 0.736582
2747,   0.8298, 0.739592
2748,   0.8298,  0.73519
2749,   0.8298, 0.730844
2750,   0.8298, 0.736861
2751,   0.8298, 0.730073
2752,   0.8298, 0.727041
2753,   0.8298, 0.728954
2754,   0.8298, 0.726485
2755,   0.8298, 0.723346
2756,   0.8298, 0.725072
2757,   0.8298, 0.726471
2758,   0.8298, 0.731163
2759,   0.8298, 0.735866
2760,   0.8298, 0.726993
2761,   0.8298, 0.725257
2762,   0.8298, 0.723262
2763,   0.8298, 0.728857
2764,   0.8298, 0.726888
2765,     0.83, 0.733024
2766,   0.8318, 0.733406
2767,   0.8318,   0.7388
2768,   0.8318,  0.73148
2769,   0.8318, 0.729143
2770,   0.8318, 0.730769
2771,   0.8318, 0.728611
2772,   0.8335, 0.729921
2773,   0.8335, 0.736243
2774,   0.8335, 0.732343
2775,   0.8335, 0.734667
2776,   0.8335, 0.729626
2777,   0.8335, 0.728203
2778,   0.8335, 0.731721
2779,   0.8335, 0.727269
2780,   0.8335, 0.728124
2781,   0.8335, 0.724913
2782,   0.8335, 0.723456
2783,   0.8335,  0.72875
2784,   0.8335, 0.733636
2785,   0.8335,   0.7308
2786,   0.8335, 0.733935
2787,   0.8335, 0.732143
2788,   0.8335,  0.73158
