gen, ranking_scalar_twopoint_best, ranking_scalar_twopoint_ave
3690,   0.7821, 0.642385
3691,   0.7821, 0.637576
3692,   0.7821, 0.646102
3693,   0.7821, 0.640701
3694,   0.7821, 0.641121
3695,   0.7821, 0.656262
3696,   0.7821, 0.658589
3697,   0.7821, 0.649272
3698,   0.7821, 0.653518
3699,   0.7821, 0.653385
3700,   0.7821, 0.646968
3701,   0.7821, 0.645984
3702,   0.7821, 0.645239
3703,   0.7821, 0.649634
3704,   0.7821, 0.638484
3705,   0.7821, 0.647599
3706,   0.7821, 0.638009
3707,   0.7821, 0.639175
3708,   0.7821, 0.653376
3709,   0.7821, 0.649863
3710,   0.7821, 0.639456
3711,   0.7821, 0.646668
3712,   0.7821, 0.650296
3713,   0.7821, 0.651327
3714,   0.7821, 0.645267
3715,   0.7821, 0.636036
3716,   0.7821, 0.647604
3717,   0.7821, 0.633028
3718,   0.7821, 0.634455
3719,   0.7821, 0.644719
3720,   0.7821, 0.641922
3721,   0.7821, 0.643878
3722,   0.7821, 0.651787
3723,   0.7821, 0.648065
3724,   0.7821, 0.640421
3725,   0.7821, 0.642386
3726,   0.7821, 0.639489
3727,   0.7821,  0.65469
3728,   0.7821,   0.6407
3729,   0.7821, 0.634012
3730,   0.7821, 0.643941
3731,   0.7821, 0.637254
3732,   0.7821, 0.642681
3733,   0.7821, 0.647582
3734,   0.7821, 0.645349
3735,   0.7821, 0.642995
3736,   0.7821, 0.643294
3737,   0.7821, 0.649942
3738,   0.7821, 0.640788
3739,   0.7821, 0.636957
3740,   0.7821, 0.642317
3741,   0.7821,  0.63097
3742,   0.7821, 0.630655
3743,   0.7821, 0.637524
3744,   0.7821, 0.646688
3745,   0.7821, 0.644048
3746,   0.7821, 0.649271
3747,   0.7821, 0.648189
3748,   0.7821, 0.644517
3749,   0.7821, 0.651849
3750,   0.7821, 0.642344
3751,   0.7821, 0.642369
3752,   0.7821, 0.633641
3753,   0.7821, 0.634173
3754,   0.7821, 0.634644
3755,   0.7821, 0.642927
3756,   0.7821, 0.650324
3757,   0.7821, 0.649151
3758,   0.7821, 0.654035
3759,   0.7821, 0.645027
3760,   0.7821, 0.645942
3761,   0.7821, 0.640615
3762,   0.7821, 0.649326
3763,   0.7821, 0.650782
3764,   0.7821, 0.650611
3765,   0.7821, 0.641095
3766,   0.7821, 0.637093
3767,   0.7821, 0.644316
3768,   0.7821, 0.655013
3769,   0.7821, 0.654324
3770,   0.7821, 0.655627
3771,   0.7821,  0.64035
3772,   0.7821, 0.635348
3773,   0.7821, 0.628884
3774,   0.7821,  0.63963
3775,   0.7821, 0.639365
3776,   0.7821, 0.638192
3777,   0.7821,  0.64323
3778,   0.7821, 0.646851
3779,   0.7821, 0.645142
3780,   0.7821, 0.634017
3781,   0.7821, 0.632443
3782,   0.7821, 0.637448
3783,   0.7821, 0.635189
3784,   0.7821, 0.641699
3785,   0.7821,  0.64336
3786,   0.7821, 0.642258
3787,   0.7821, 0.645169
3788,   0.7821, 0.631805
3789,   0.7821, 0.639666
3790,   0.7821, 0.637097
3791,   0.7833, 0.638608
3792,   0.7833, 0.645155
3793,   0.7833, 0.642784
3794,   0.7833, 0.652932
3795,   0.7833, 0.642858
3796,   0.7833, 0.644913
3797,   0.7833, 0.653325
3798,   0.7833, 0.645277
3799,   0.7833, 0.648605
3800,   0.7833, 0.652181
3801,   0.7833, 0.648419
3802,   0.7833, 0.643228
3803,   0.7833, 0.640677
3804,   0.7833, 0.654453
3805,   0.7833, 0.647295
3806,   0.7833, 0.631376
3807,   0.7833,  0.64207
3808,   0.7833, 0.652371
3809,   0.7833, 0.643852
3810,   0.7833, 0.649589
3811,   0.7833, 0.652603
3812,   0.7833, 0.639964
3813,   0.7833, 0.649878
3814,   0.7833, 0.645487
3815,   0.7833,  0.64495
3816,   0.7833, 0.649312
3817,   0.7833, 0.636518
3818,   0.7833, 0.633763
3819,   0.7833, 0.631145
3820,   0.7833,  0.63979
3821,   0.7833, 0.639256
3822,   0.7833, 0.638738
3823,   0.7833, 0.654067
3824,   0.7833, 0.657178
3825,   0.7833, 0.648673
3826,   0.7833,   0.6448
3827,   0.7833, 0.644861
3828,   0.7833, 0.644122
3829,   0.7833, 0.642507
3830,   0.7833, 0.653926
3831,   0.7833, 0.653838
3832,   0.7833, 0.648213
3833,   0.7833, 0.636727
3834,   0.7833, 0.636743
3835,   0.7833, 0.641735
3836,   0.7833, 0.636926
3837,   0.7833,  0.63948
3838,   0.7833, 0.635323
3839,   0.7833, 0.639183
3840,   0.7833,   0.6386
3841,   0.7833, 0.633568
3842,   0.7833, 0.631977
3843,   0.7833, 0.632889
3844,   0.7833, 0.642827
3845,   0.7833, 0.641638
3846,   0.7833, 0.642473
3847,   0.7833, 0.642472
3848,   0.7833, 0.650474
3849,   0.7833, 0.656209
3850,   0.7833, 0.648426
3851,   0.7833, 0.647455
3852,   0.7833, 0.651506
3853,   0.7833, 0.656159
3854,   0.7833, 0.642305
3855,   0.7833, 0.639626
3856,   0.7833, 0.648813
3857,   0.7833, 0.644586
3858,   0.7833, 0.643944
3859,   0.7833, 0.640316
3860,   0.7833,  0.64532
3861,   0.7833, 0.654495
3862,   0.7833, 0.650415
3863,   0.7833,  0.64204
3864,   0.7833, 0.641637
3865,   0.7833, 0.646589
3866,   0.7833, 0.654408
3867,   0.7833, 0.646544
3868,   0.7833, 0.644699
3869,   0.7833, 0.649767
3870,   0.7833, 0.636481
3871,   0.7833, 0.638547
3872,   0.7833, 0.645928
3873,   0.7843, 0.648837
3874,   0.7843, 0.647641
3875,   0.7843, 0.645358
3876,   0.7843, 0.645993
3877,   0.7843, 0.649704
3878,   0.7843, 0.651092
3879,   0.7843, 0.653658
3880,   0.7835,  0.64712
3881,   0.7835, 0.639387
3882,   0.7835, 0.641419
3883,   0.7835, 0.644622
3884,   0.7835, 0.650129
3885,   0.7835, 0.639767
3886,   0.7835, 0.641427
3887,   0.7835, 0.636379
3888,   0.7835,  0.64238
3889,   0.7835, 0.646792
3890,   0.7835, 0.652559
3891,   0.7835, 0.656759
3892,    0.786, 0.652683
3893,    0.786,  0.65956
3894,    0.786, 0.659433
3895,    0.786, 0.654514
3896,    0.786, 0.641092
3897,    0.786, 0.646416
3898,    0.786, 0.652095
3899,    0.786, 0.649269
3900,   0.7853, 0.660882
3901,   0.7853,  0.65182
3902,   0.7853, 0.647326
3903,   0.7853, 0.654748
3904,   0.7853, 0.651715
3905,   0.7853,  0.64412
3906,   0.7853, 0.645236
3907,   0.7853, 0.644677
3908,   0.7853, 0.652004
3909,   0.7853, 0.630205
3910,   0.7853, 0.634242
3911,   0.7853,  0.64826
3912,   0.7853, 0.649752
3913,   0.7853, 0.655951
3914,   0.7853, 0.644677
3915,   0.7853, 0.640045
3916,   0.7853,   0.6406
3917,   0.7853,  0.64506
3918,   0.7853, 0.643371
3919,   0.7853, 0.649152
3920,   0.7853,  0.64226
3921,   0.7853, 0.645679
3922,   0.7853, 0.657764
3923,   0.7853, 0.645126
3924,   0.7853,  0.63841
3925,   0.7853, 0.644891
3926,   0.7853, 0.647909
3927,   0.7853, 0.645993
3928,   0.7853, 0.651768
3929,   0.7853, 0.655195
3930,   0.7853, 0.648977
3931,   0.7853, 0.647637
3932,   0.7853, 0.640774
3933,   0.7853,  0.63189
3934,   0.7853, 0.646313
3935,   0.7853, 0.640239
3936,   0.7853, 0.657381
3937,   0.7853, 0.647865
3938,   0.7853, 0.653293
3939,   0.7853, 0.647098
3940,   0.7853, 0.644541
3941,   0.7853, 0.648537
3942,   0.7853, 0.641301
3943,   0.7853,  0.64924
3944,   0.7853, 0.643128
3945,   0.7853, 0.651704
3946,   0.7853, 0.638418
3947,   0.7853, 0.641061
3948,   0.7853, 0.638641
3949,   0.7853, 0.641823
3950,   0.7853, 0.650009
3951,   0.7853, 0.645745
3952,   0.7853, 0.645227
3953,   0.7853, 0.646945
3954,   0.7853, 0.633338
3955,   0.7853, 0.647452
3956,   0.7853, 0.647353
3957,   0.7853, 0.650716
3958,   0.7853,  0.64247
3959,   0.7853, 0.641854
3960,   0.7853, 0.639476
3961,   0.7853, 0.628818
3962,   0.7853, 0.640935
3963,   0.7853, 0.627697
3964,   0.7853, 0.660609
3965,   0.7853,  0.64422
3966,   0.7853,  0.65319
3967,   0.7853,  0.65911
3968,   0.7853, 0.651185
3969,   0.7852, 0.644613
3970,   0.7852, 0.642333
3971,   0.7852, 0.651643
3972,   0.7852, 0.661961
3973,   0.7852,  0.66468
3974,   0.7852, 0.647869
3975,   0.7852, 0.640847
3976,   0.7852, 0.648282
3977,   0.7852, 0.633407
3978,   0.7852, 0.659594
3979,   0.7852, 0.650572
3980,   0.7852, 0.649935
3981,   0.7852, 0.652116
3982,   0.7852,  0.63957
3983,   0.7852, 0.634589
3984,   0.7852, 0.641575
3985,   0.7852, 0.645625
3986,   0.7852, 0.648422
3987,   0.7852,  0.64437
3988,   0.7852, 0.659779
3989,   0.7852, 0.637635
3990,   0.7852, 0.641029
3991,   0.7852, 0.650015
3992,   0.7852, 0.646478
3993,   0.7852, 0.645977
3994,   0.7852, 0.651992
3995,   0.7852, 0.648792
3996,   0.7852, 0.646836
3997,    0.788, 0.644548
3998,    0.788, 0.653501
3999,    0.788, 0.654106
4000,   0.7886, 0.657049
