gen, ranking_scalar_twopoint_best, ranking_scalar_twopoint_ave
   1,   0.2261, 0.100111
   2,   0.2222, 0.101073
   3,   0.2519, 0.124987
   4,   0.2519, 0.132158
   5,   0.2706, 0.154946
   6,   0.3014, 0.162251
   7,   0.3014, 0.182048
   8,   0.3167, 0.201802
   9,   0.3203,   0.2113
  10,   0.3324,  0.23687
  11,   0.3398, 0.253087
  12,   0.3398, 0.268058
  13,   0.3489, 0.276782
  14,   0.3731, 0.280921
  15,   0.3731, 0.290642
  16,    0.394, 0.293806
  17,    0.394, 0.290068
  18,   0.3976, 0.294006
  19,   0.4128, 0.301234
  20,   0.4128, 0.310976
  21,   0.4256, 0.316518
  22,   0.4314, 0.323373
  23,   0.4401, 0.319479
  24,   0.4401, 0.330705
  25,   0.4401,  0.33323
  26,   0.4389, 0.335036
  27,   0.4504, 0.338813
  28,   0.4504, 0.332033
  29,   0.4468, 0.349248
  30,   0.4468, 0.352923
  31,   0.4538, 0.346345
  32,   0.4538, 0.343183
  33,    0.463, 0.353709
  34,    0.463, 0.356528
  35,   0.4696, 0.364847
  36,   0.4696, 0.372627
  37,   0.4741, 0.375304
  38,   0.4747, 0.379645
  39,   0.4861, 0.376108
  40,   0.4861, 0.377129
  41,   0.4861, 0.380927
  42,   0.4861, 0.386939
  43,   0.4864, 0.395144
  44,   0.5006, 0.389677
  45,   0.5006, 0.399428
  46,   0.5081, 0.396934
  47,   0.5081, 0.395489
  48,    0.496, 0.399757
  49,    0.496, 0.404283
  50,   0.4992, 0.405965
  51,   0.4992, 0.401986
  52,   0.4992,  0.41274
  53,   0.5023, 0.410486
  54,   0.5016, 0.399732
  55,   0.5044, 0.405086
  56,   0.5078, 0.406289
  57,   0.5112, 0.401985
  58,    0.514, 0.406036
  59,    0.512, 0.402878
  60,    0.512, 0.398338
  61,    0.512, 0.401825
  62,   0.5064, 0.392742
  63,   0.5161,  0.40285
  64,   0.5151, 0.399244
  65,   0.5088, 0.411489
  66,    0.516, 0.409355
  67,    0.518, 0.407626
  68,    0.518, 0.421251
  69,   0.5163, 0.412881
  70,   0.5245, 0.421709
  71,   0.5245, 0.418907
  72,   0.5254, 0.432703
  73,   0.5289, 0.425227
  74,   0.5289, 0.418083
  75,   0.5231, 0.414688
  76,   0.5231, 0.414527
  77,    0.532, 0.421908
  78,   0.5308, 0.422447
  79,   0.5366, 0.425911
  80,   0.5366, 0.422242
  81,    0.538,  0.42146
  82,   0.5379, 0.422027
  83,   0.5379, 0.433196
  84,   0.5387, 0.428366
  85,   0.5348, 0.435412
  86,   0.5348, 0.427213
  87,    0.537, 0.428942
  88,    0.537, 0.427235
  89,   0.5358, 0.421423
  90,   0.5345, 0.431056
  91,   0.5345, 0.424566
  92,   0.5386, 0.430697
  93,   0.5386,  0.42775
  94,   0.5373, 0.429408
  95,   0.5373, 0.432688
  96,   0.5357, 0.437303
  97,   0.5357, 0.429265
  98,    0.539, 0.427364
  99,    0.539, 0.429851
 100,   0.5378, 0.427705
 101,   0.5378, 0.432429
 102,   0.5363, 0.426591
 103,   0.5363, 0.436341
 104,   0.5371, 0.436183
 105,   0.5597, 0.434726
 106,   0.5597, 0.430433
 107,   0.5597,  0.42937
 108,   0.5597, 0.427408
 109,   0.5597, 0.425192
 110,   0.5514, 0.435119
 111,   0.5617, 0.435661
 112,   0.5694, 0.433929
 113,   0.5694, 0.444549
 114,   0.5694, 0.441658
 115,    0.569, 0.447558
 116,   0.5718, 0.446751
 117,    0.574,  0.45689
 118,   0.5732,  0.47232
 119,   0.5732, 0.492725
 120,   0.5744, 0.492937
 121,    0.584, 0.484487
 122,   0.5771, 0.481402
 123,   0.5771, 0.494122
 124,   0.5852, 0.498461
 125,    0.588, 0.496655
 126,    0.588, 0.497624
 127,    0.588, 0.501249
 128,    0.588, 0.494108
 129,    0.588, 0.495131
 130,   0.5902, 0.493092
 131,    0.592, 0.500199
 132,    0.592, 0.505797
 133,    0.592, 0.504512
 134,   0.5875, 0.502164
 135,   0.5875, 0.500545
 136,   0.5918,  0.50458
 137,   0.5918, 0.506591
 138,   0.5955, 0.511145
 139,   0.5955, 0.511831
 140,   0.5995, 0.507659
 141,   0.5995, 0.511835
 142,   0.5995, 0.516565
 143,   0.6001, 0.519921
 144,   0.6001, 0.520361
 145,   0.6002, 0.520142
 146,    0.595, 0.508124
 147,    0.595, 0.510937
 148,    0.597, 0.516084
 149,    0.597,   0.5136
 150,   0.5993, 0.510564
 151,   0.5993, 0.510184
 152,   0.5993, 0.517111
 153,   0.5993, 0.506599
 154,   0.6038,  0.50621
 155,   0.6038, 0.519745
 156,   0.6038, 0.516669
 157,   0.6038, 0.521272
 158,   0.6038, 0.513151
 159,   0.5961, 0.515461
 160,   0.5961, 0.508915
 161,   0.5975, 0.516107
 162,   0.5975, 0.523291
 163,   0.5994, 0.516641
 164,   0.5994, 0.515288
 165,   0.5994, 0.516796
 166,   0.5994, 0.522716
 167,   0.5994, 0.520205
 168,   0.6061, 0.521825
 169,   0.6013, 0.520759
 170,   0.6043, 0.514469
 171,    0.603,  0.51839
 172,    0.603, 0.521917
 173,    0.603, 0.523884
 174,    0.603, 0.518448
 175,   0.5971, 0.522309
 176,   0.5971, 0.519536
 177,   0.6035, 0.521193
 178,   0.6035, 0.520729
 179,   0.6035, 0.524008
 180,   0.6028, 0.529557
 181,   0.6028, 0.526113
 182,   0.6028, 0.522777
 183,   0.6028, 0.527524
 184,    0.606, 0.516578
 185,    0.606, 0.520183
 186,    0.606, 0.524688
 187,    0.606, 0.521283
 188,    0.606, 0.519819
 189,    0.606, 0.518572
 190,   0.6038, 0.521698
 191,   0.6032, 0.524426
 192,   0.6056, 0.532901
 193,   0.6056, 0.530198
 194,   0.6065, 0.524513
 195,   0.6034, 0.524504
 196,   0.6034, 0.522234
 197,    0.614, 0.524816
 198,    0.614, 0.527681
 199,    0.614, 0.522457
 200,    0.614, 0.529945
 201,    0.614, 0.531379
 202,    0.614, 0.533161
 203,   0.6155, 0.531016
 204,   0.6124, 0.526126
 205,   0.6124, 0.530188
 206,   0.6139, 0.529554
 207,    0.614, 0.534228
 208,    0.617, 0.536153
 209,   0.6122, 0.536527
 210,   0.6122, 0.524586
 211,   0.6138, 0.537122
 212,   0.6118, 0.539761
 213,   0.6118, 0.536467
 214,   0.6122, 0.543521
 215,   0.6122, 0.535916
 216,   0.6122, 0.534222
 217,   0.6144, 0.531623
 218,   0.6144, 0.527562
 219,   0.6115, 0.533364
 220,   0.6115, 0.536561
 221,   0.6115, 0.538287
 222,   0.6115, 0.538313
 223,   0.6115,  0.53862
 224,   0.6115, 0.536464
 225,   0.6135,  0.53595
 226,   0.6119, 0.532615
 227,   0.6134, 0.529607
 228,    0.615, 0.536742
 229,   0.6131, 0.540075
 230,   0.6131, 0.533589
 231,   0.6131, 0.534725
 232,   0.6146, 0.538056
 233,   0.6146, 0.529207
 234,   0.6143, 0.537601
 235,    0.619, 0.536882
 236,    0.619, 0.534032
 237,    0.619, 0.527562
 238,    0.619, 0.528166
 239,   0.6138, 0.535754
 240,   0.6138, 0.527599
 241,   0.6186, 0.535291
 242,   0.6186,  0.53073
 243,   0.6186, 0.538322
 244,   0.6186, 0.534643
 245,   0.6186, 0.528603
 246,   0.6186, 0.531823
 247,   0.6186, 0.531267
 248,   0.6186, 0.532409
 249,   0.6186, 0.532868
 250,   0.6128, 0.541031
 251,   0.6128, 0.538076
 252,   0.6098, 0.541053
 253,   0.6098, 0.534032
 254,   0.6162, 0.526084
 255,   0.6131, 0.535698
 256,   0.6131, 0.533576
 257,   0.6121, 0.536071
 258,   0.6157, 0.535536
 259,   0.6157, 0.545987
 260,   0.6157, 0.540803
 261,   0.6157, 0.535129
 262,   0.6141, 0.537298
 263,   0.6126, 0.538823
 264,   0.6191, 0.537207
 265,   0.6191, 0.537125
 266,   0.6147, 0.534863
 267,   0.6158, 0.533097
 268,    0.616, 0.527048
 269,   0.6151, 0.524802
 270,   0.6151,  0.53608
 271,   0.6151, 0.532454
 272,   0.6151, 0.528258
 273,   0.6151, 0.523117
 274,   0.6151, 0.524668
 275,   0.6151,  0.53932
 276,   0.6189, 0.533008
 277,   0.6172, 0.528265
 278,   0.6172, 0.523473
 279,   0.6172, 0.525947
 280,   0.6172, 0.531307
 281,   0.6174, 0.528625
 282,   0.6174, 0.523884
 283,   0.6174, 0.529043
 284,   0.6194, 0.523543
 285,   0.6172, 0.532673
 286,   0.6172, 0.525014
 287,   0.6205, 0.524682
 288,   0.6205, 0.529733
 289,   0.6205, 0.527079
 290,   0.6205, 0.531843
 291,   0.6205, 0.530492
 292,   0.6205, 0.525112
 293,   0.6216, 0.525086
 294,   0.6216, 0.527228
 295,     0.62, 0.527638
 296,     0.62, 0.532357
 297,   0.6201,   0.5342
 298,   0.6201, 0.530949
 299,   0.6201, 0.531085
 300,   0.6201, 0.525748
 301,   0.6201, 0.537197
 302,   0.6201, 0.530656
 303,   0.6201,  0.51708
 304,   0.6201, 0.521009
 305,   0.6213, 0.515287
 306,   0.6213, 0.508452
 307,   0.6213, 0.521201
 308,   0.6213, 0.523664
 309,   0.6213, 0.526928
 310,   0.6213, 0.522705
 311,   0.6213, 0.526402
 312,   0.6213, 0.534627
 313,   0.6213, 0.536367
 314,   0.6213,  0.53445
 315,   0.6213, 0.526756
 316,   0.6213, 0.524189
 317,   0.6195, 0.523209
 318,   0.6195, 0.520425
 319,   0.6195, 0.519239
 320,   0.6195, 0.528904
 321,   0.6195, 0.522189
 322,   0.6195, 0.529314
 323,   0.6221, 0.536837
 324,   0.6221, 0.535508
 325,   0.6221, 0.534395
 326,   0.6217, 0.526349
 327,   0.6217, 0.525204
 328,   0.6217, 0.528884
 329,   0.6217, 0.528594
 330,   0.6241, 0.521586
 331,   0.6241, 0.527058
 332,   0.6241, 0.536524
 333,   0.6269, 0.531325
 334,   0.6269, 0.531974
 335,   0.6269, 0.535618
 336,   0.6269, 0.522012
 337,   0.6269, 0.517451
 338,   0.6258, 0.524405
 339,   0.6245, 0.531435
 340,   0.6245, 0.533773
 341,   0.6245, 0.536147
 342,   0.6233,  0.53415
 343,   0.6233, 0.539026
 344,   0.6233, 0.526227
 345,   0.6233, 0.537953
 346,   0.6233, 0.531019
 347,   0.6233, 0.532817
 348,   0.6287, 0.533166
 349,   0.6287, 0.535489
 350,   0.6287, 0.524801
 351,   0.6287, 0.531065
 352,   0.6287, 0.544259
 353,   0.6287, 0.525351
 354,   0.6287, 0.535737
 355,   0.6264, 0.538519
 356,   0.6264, 0.535167
 357,   0.6264,    0.531
 358,   0.6265, 0.532887
 359,   0.6287, 0.536787
 360,   0.6287, 0.529366
 361,   0.6287, 0.528468
 362,   0.6243, 0.531553
 363,   0.6243, 0.531832
 364,   0.6243, 0.530189
 365,   0.6243, 0.528899
 366,   0.6243, 0.534807
 367,   0.6243, 0.534764
 368,   0.6243, 0.524408
 369,   0.6243,  0.53386
 370,   0.6243, 0.535579
 371,   0.6298, 0.533064
 372,   0.6298, 0.533279
 373,   0.6298, 0.521741
 374,   0.6298, 0.533828
 375,   0.6298, 0.535709
 376,   0.6298, 0.521863
 377,   0.6298, 0.519659
 378,   0.6298, 0.536681
 379,   0.6298, 0.524156
 380,   0.6298, 0.538025
 381,   0.6298, 0.530886
 382,   0.6298, 0.534605
 383,   0.6298, 0.525419
 384,   0.6298, 0.525102
 385,   0.6298, 0.532942
 386,   0.6298, 0.534643
 387,   0.6298, 0.524934
 388,   0.6298, 0.525272
 389,   0.6298, 0.522482
 390,   0.6298, 0.529664
 391,   0.6298, 0.534956
 392,   0.6298, 0.541519
 393,   0.6298, 0.533099
 394,   0.6298, 0.528995
 395,     0.63, 0.532568
 396,     0.63, 0.525379
 397,     0.63, 0.529155
 398,     0.63, 0.528205
 399,   0.6302,  0.52572
 400,   0.6302, 0.530596
 401,   0.6302, 0.534549
 402,   0.6302, 0.523306
 403,   0.6302, 0.522272
 404,   0.6302, 0.536944
 405,   0.6302, 0.540331
 406,   0.6302, 0.539204
 407,   0.6302, 0.527956
 408,   0.6302, 0.527624
 409,    0.632, 0.528521
 410,    0.632, 0.538145
 411,    0.632, 0.531905
 412,    0.632, 0.528556
 413,    0.632,  0.53447
 414,   0.6328, 0.535961
 415,   0.6328, 0.532932
 416,   0.6328, 0.530342
 417,   0.6328, 0.544813
 418,   0.6328, 0.533011
 419,   0.6328, 0.541717
 420,   0.6328, 0.545561
 421,   0.6328,  0.52664
 422,   0.6328, 0.536607
 423,   0.6328,  0.53865
 424,   0.6322, 0.541744
 425,   0.6322, 0.536237
 426,   0.6322,  0.53127
 427,   0.6333,  0.54023
 428,   0.6333, 0.526345
 429,   0.6333, 0.533356
 430,   0.6333, 0.530707
 431,   0.6333,  0.53573
 432,   0.6353, 0.536983
 433,   0.6353, 0.536612
 434,   0.6353, 0.534221
 435,   0.6353, 0.530704
 436,   0.6353, 0.534739
 437,   0.6353, 0.535959
 438,   0.6353, 0.541323
 439,   0.6338, 0.533606
 440,   0.6338, 0.533769
 441,   0.6338, 0.543394
 442,   0.6333, 0.546131
 443,   0.6333, 0.543681
 444,   0.6333, 0.540323
 445,   0.6333, 0.535789
 446,   0.6333, 0.538678
 447,   0.6306, 0.540542
 448,   0.6306, 0.550375
 449,   0.6346, 0.545959
 450,   0.6346, 0.543346
 451,   0.6346, 0.545565
 452,   0.6346, 0.531363
 453,   0.6346, 0.527241
 454,   0.6346, 0.533303
 455,   0.6346, 0.541142
 456,   0.6346,  0.54379
 457,   0.6346, 0.547817
 458,   0.6346, 0.543172
 459,   0.6328, 0.544574
 460,   0.6328, 0.549309
 461,   0.6328, 0.546796
 462,   0.6306, 0.545859
 463,   0.6306, 0.544462
 464,   0.6323, 0.542274
 465,   0.6323, 0.541182
 466,   0.6323, 0.539262
 467,   0.6323, 0.528634
 468,   0.6323, 0.539367
 469,   0.6323, 0.536497
 470,   0.6323, 0.539147
 471,   0.6323, 0.539437
 472,   0.6326,  0.53599
 473,   0.6326, 0.538279
 474,   0.6326, 0.534826
 475,   0.6326, 0.539563
 476,   0.6326, 0.533234
 477,   0.6338,  0.53811
 478,   0.6338, 0.524692
 479,   0.6338, 0.540395
 480,   0.6338, 0.535706
 481,   0.6338, 0.548825
 482,   0.6325, 0.533998
 483,   0.6325, 0.541348
 484,   0.6325, 0.544777
 485,   0.6325, 0.545259
 486,   0.6325, 0.536402
 487,   0.6325, 0.549167
 488,   0.6325, 0.528732
 489,   0.6325, 0.544321
 490,   0.6362, 0.537904
 491,   0.6362, 0.526995
 492,   0.6362, 0.538803
 493,   0.6362, 0.549503
 494,   0.6362, 0.539114
 495,   0.6362, 0.538837
 496,   0.6338, 0.538926
 497,   0.6338, 0.533189
 498,   0.6338, 0.530056
 499,   0.6328, 0.531172
 500,   0.6328, 0.533176
 501,   0.6328, 0.538622
 502,   0.6328, 0.531483
 503,   0.6319, 0.540829
 504,   0.6319, 0.546237
 505,   0.6319,  0.52977
 506,   0.6319,  0.53016
 507,   0.6319, 0.537486
 508,   0.6319, 0.536107
 509,   0.6319, 0.535528
 510,   0.6319, 0.530381
 511,   0.6319,  0.53515
 512,   0.6319, 0.536708
 513,   0.6319, 0.528389
 514,   0.6319,  0.51962
 515,   0.6319, 0.528206
 516,   0.6319, 0.523049
 517,   0.6319, 0.533237
 518,   0.6319, 0.534819
 519,   0.6319, 0.525436
 520,   0.6306, 0.526219
 521,   0.6306, 0.532389
 522,   0.6306, 0.521106
 523,   0.6306, 0.527506
 524,   0.6306, 0.536723
 525,   0.6306, 0.529355
 526,   0.6306, 0.535574
 527,   0.6306, 0.529674
 528,   0.6306, 0.529477
 529,   0.6306, 0.526476
 530,   0.6306, 0.528934
 531,   0.6306, 0.532354
 532,   0.6306, 0.535736
 533,   0.6306, 0.538006
 534,   0.6306, 0.531064
 535,   0.6306, 0.540444
 536,   0.6306, 0.538973
 537,   0.6306, 0.532443
 538,   0.6306, 0.531987
 539,   0.6306, 0.538064
 540,   0.6306, 0.531217
 541,   0.6306, 0.519641
 542,   0.6306, 0.524908
 543,   0.6306, 0.522255
 544,   0.6306, 0.531455
 545,   0.6306, 0.525687
 546,   0.6306, 0.545111
 547,   0.6306, 0.528753
 548,   0.6306, 0.534688
 549,   0.6306,  0.52795
 550,   0.6306, 0.535393
 551,   0.6306, 0.527887
 552,   0.6306, 0.527368
 553,   0.6306, 0.531031
 554,   0.6306, 0.521976
 555,   0.6306, 0.524136
 556,   0.6306, 0.526427
 557,   0.6306, 0.528351
 558,   0.6306, 0.529659
 559,   0.6306, 0.523835
 560,   0.6306,  0.52713
 561,   0.6306, 0.534676
 562,   0.6306, 0.530361
 563,   0.6306, 0.538068
 564,   0.6306, 0.533995
 565,   0.6306, 0.528814
 566,   0.6306, 0.538481
 567,   0.6306, 0.532011
 568,   0.6306, 0.531056
 569,   0.6306, 0.526223
 570,   0.6307, 0.529603
 571,   0.6307,  0.52979
 572,   0.6307, 0.531949
 573,   0.6321, 0.532578
 574,   0.6321,  0.52634
 575,    0.631, 0.528108
 576,    0.631, 0.529823
 577,    0.631,  0.52506
 578,    0.631, 0.530278
 579,    0.631, 0.538694
 580,    0.631,  0.53177
 581,   0.6319, 0.537342
 582,   0.6319,  0.53033
 583,   0.6327, 0.527285
 584,   0.6327, 0.526037
 585,   0.6327, 0.526934
 586,   0.6327,  0.52756
 587,   0.6327, 0.528186
 588,   0.6311, 0.529888
 589,   0.6311, 0.527767
 590,   0.6311, 0.528074
 591,   0.6311, 0.527322
 592,   0.6311, 0.530757
 593,   0.6311, 0.529491
 594,   0.6311, 0.529123
 595,   0.6318, 0.525455
 596,   0.6328, 0.530562
 597,   0.6328, 0.526198
 598,   0.6328,   0.5191
 599,   0.6328, 0.533738
 600,   0.6328, 0.521026
 601,   0.6324, 0.529106
 602,   0.6324, 0.523133
 603,   0.6324, 0.533186
 604,   0.6324, 0.539096
 605,   0.6324, 0.540599
 606,   0.6324, 0.537269
 607,   0.6324, 0.525459
 608,   0.6333, 0.529375
 609,   0.6333, 0.524736
 610,   0.6333,  0.52155
 611,   0.6333, 0.537812
 612,   0.6301, 0.532577
 613,   0.6301, 0.537417
 614,   0.6301, 0.537665
 615,   0.6301, 0.538939
 616,   0.6301, 0.529372
 617,   0.6301, 0.533885
 618,   0.6301, 0.526196
 619,   0.6301, 0.534022
 620,   0.6301, 0.529641
 621,   0.6301, 0.524942
 622,    0.631, 0.530965
 623,    0.631, 0.535875
 624,   0.6302, 0.545505
 625,   0.6302, 0.535388
 626,   0.6318, 0.536901
 627,   0.6318, 0.543916
 628,   0.6318, 0.531238
 629,   0.6318, 0.528371
 630,   0.6318, 0.532974
 631,   0.6327, 0.538232
 632,   0.6327, 0.527824
 633,   0.6327, 0.535598
 634,   0.6327,  0.53445
 635,   0.6327, 0.531116
 636,   0.6327,  0.53644
 637,   0.6327, 0.527751
 638,   0.6327, 0.532798
 639,   0.6327, 0.524052
 640,   0.6327, 0.535943
 641,   0.6327, 0.534588
 642,   0.6327, 0.538641
 643,   0.6327, 0.538778
 644,   0.6327, 0.533078
 645,   0.6327, 0.529303
 646,   0.6314, 0.540205
 647,   0.6314, 0.535556
 648,   0.6315, 0.538867
 649,   0.6315, 0.532764
 650,   0.6315, 0.532744
 651,   0.6315, 0.527551
 652,   0.6315, 0.527175
 653,   0.6318, 0.534199
 654,   0.6318, 0.530681
 655,   0.6318, 0.525023
 656,   0.6318, 0.540172
 657,   0.6318, 0.540093
 658,   0.6338, 0.535623
 659,   0.6338, 0.529635
 660,   0.6338, 0.536596
 661,   0.6338, 0.545218
 662,   0.6338, 0.537983
 663,   0.6313, 0.539572
 664,   0.6321, 0.540583
 665,   0.6321, 0.534628
 666,   0.6321, 0.531934
 667,   0.6321, 0.543721
 668,   0.6321, 0.534152
 669,   0.6321, 0.536748
 670,   0.6321,  0.52868
 671,   0.6321, 0.534126
 672,   0.6321, 0.525118
 673,   0.6321, 0.528986
 674,   0.6321, 0.533728
 675,   0.6321, 0.539521
 676,   0.6321, 0.545725
 677,   0.6315, 0.536071
 678,   0.6315, 0.531305
 679,   0.6315, 0.534501
 680,   0.6315, 0.543132
 681,   0.6288, 0.532063
 682,   0.6288, 0.541667
 683,   0.6288, 0.533352
 684,   0.6288, 0.538076
 685,   0.6288, 0.532555
 686,   0.6306, 0.539777
 687,   0.6306, 0.543519
 688,   0.6306, 0.535046
 689,   0.6306, 0.540955
 690,   0.6306, 0.543628
 691,   0.6306,  0.53745
 692,   0.6296, 0.540729
 693,    0.629, 0.539679
 694,    0.629, 0.541107
 695,   0.6296, 0.537844
 696,   0.6296,  0.53013
 697,   0.6296, 0.531704
 698,   0.6296, 0.523806
 699,   0.6296,  0.53023
 700,   0.6296, 0.539544
 701,   0.6311, 0.537566
 702,   0.6311, 0.545206
 703,   0.6311, 0.529145
 704,   0.6311, 0.536174
 705,   0.6311, 0.538742
 706,   0.6311, 0.528543
 707,   0.6302, 0.541847
 708,   0.6302, 0.528965
 709,   0.6302, 0.537473
 710,   0.6302, 0.532169
 711,   0.6286, 0.537319
 712,   0.6275,  0.52851
 713,   0.6275, 0.530359
 714,   0.6275, 0.527907
 715,   0.6275, 0.528886
 716,   0.6288, 0.533482
 717,   0.6288,  0.53209
 718,   0.6288, 0.527719
 719,   0.6312, 0.528486
 720,   0.6292, 0.537389
 721,   0.6292, 0.530931
 722,   0.6292, 0.538671
 723,   0.6292, 0.534855
 724,   0.6292, 0.529148
 725,   0.6292,  0.52362
 726,   0.6292, 0.526634
 727,   0.6292, 0.539509
 728,   0.6292, 0.536766
 729,   0.6302, 0.533428
 730,   0.6302,    0.536
 731,   0.6302, 0.541274
 732,   0.6302, 0.543577
 733,   0.6302, 0.540953
 734,   0.6324, 0.535439
 735,   0.6324, 0.536435
 736,   0.6324, 0.546341
 737,   0.6324, 0.539221
 738,   0.6324, 0.536399
 739,    0.632, 0.539276
 740,    0.632, 0.532397
 741,    0.632,  0.53484
 742,    0.632, 0.533871
 743,    0.632, 0.531765
 744,    0.632, 0.534542
 745,    0.632, 0.539926
 746,    0.632, 0.535168
 747,    0.632, 0.529916
 748,    0.632, 0.534294
 749,    0.632, 0.530769
 750,    0.632, 0.537605
 751,    0.632, 0.535586
 752,    0.632, 0.533548
 753,   0.6303, 0.543081
 754,   0.6303,  0.53651
 755,   0.6303, 0.532539
 756,   0.6299, 0.527569
 757,   0.6299, 0.542397
 758,   0.6299, 0.532969
 759,   0.6299, 0.538307
 760,   0.6299, 0.545817
 761,   0.6299, 0.536167
 762,   0.6299, 0.542816
 763,   0.6299, 0.537414
 764,   0.6299, 0.530783
 765,   0.6299, 0.531048
 766,   0.6299, 0.541438
 767,   0.6299, 0.534071
 768,   0.6309, 0.539187
 769,   0.6309, 0.546586
 770,   0.6309, 0.533191
 771,   0.6309, 0.536349
 772,   0.6284, 0.542364
 773,   0.6284, 0.537022
 774,   0.6284, 0.528835
 775,   0.6284, 0.541686
 776,   0.6284, 0.540721
 777,   0.6284, 0.540233
 778,   0.6284, 0.534602
 779,   0.6284, 0.542652
 780,   0.6284, 0.523153
 781,   0.6284, 0.525393
 782,   0.6284, 0.522675
 783,   0.6284, 0.526349
 784,   0.6284, 0.524716
 785,   0.6284, 0.525056
 786,   0.6284, 0.531192
 787,   0.6284, 0.535376
 788,   0.6284, 0.530095
 789,   0.6268,  0.52403
 790,   0.6309, 0.532051
 791,   0.6309, 0.536996
 792,   0.6309, 0.530433
 793,   0.6309, 0.528287
 794,   0.6309, 0.522991
 795,   0.6309, 0.531474
 796,   0.6309, 0.531282
 797,   0.6309, 0.533365
 798,   0.6309, 0.528746
 799,   0.6309, 0.532582
 800,   0.6309, 0.536253
 801,   0.6271, 0.532059
 802,   0.6271,  0.52471
 803,   0.6271, 0.526977
 804,   0.6271, 0.527743
 805,   0.6271, 0.531396
 806,   0.6271, 0.532415
 807,   0.6271, 0.529076
 808,   0.6271, 0.532827
 809,   0.6271, 0.530508
 810,   0.6271, 0.527134
 811,   0.6271, 0.533062
 812,   0.6271, 0.527235
 813,   0.6271, 0.534238
 814,   0.6271, 0.532658
 815,   0.6271, 0.535914
 816,   0.6271, 0.530925
 817,   0.6271, 0.532552
 818,   0.6271, 0.531647
 819,   0.6271, 0.530115
 820,   0.6271,  0.53617
 821,   0.6271, 0.538549
 822,   0.6271, 0.538783
 823,   0.6271, 0.525711
 824,   0.6271,  0.52683
 825,   0.6271, 0.529636
 826,   0.6271, 0.528761
 827,   0.6271, 0.534741
 828,   0.6271, 0.536276
 829,   0.6474, 0.536356
 830,   0.6474, 0.530199
 831,   0.6585, 0.542647
 832,   0.6585, 0.541635
 833,    0.679, 0.537081
 834,    0.679,  0.53911
 835,   0.6865, 0.543702
 836,   0.6865, 0.554736
 837,   0.6881, 0.552301
 838,   0.6901,  0.55258
 839,   0.6901,  0.57221
 840,   0.6901, 0.577541
 841,   0.6901,  0.56313
 842,   0.6901, 0.576019
 843,   0.6901, 0.574316
 844,   0.6912, 0.573928
 845,   0.6912,   0.5751
 846,   0.6912, 0.572384
 847,   0.6912, 0.582699
 848,   0.6912, 0.577028
 849,   0.6912, 0.582615
 850,   0.6926, 0.573645
 851,   0.6926, 0.582326
 852,   0.6916, 0.585133
 853,   0.6916, 0.579989
 854,   0.6916, 0.575105
 855,   0.6916, 0.588956
 856,   0.6916, 0.589274
 857,   0.6916, 0.586442
 858,   0.6916,  0.57826
 859,   0.6916, 0.584158
 860,   0.6916, 0.590515
 861,   0.6916, 0.583327
 862,   0.6916, 0.580909
 863,   0.6986, 0.582451
 864,   0.6986, 0.587339
 865,   0.6986, 0.589726
 866,   0.6986, 0.580691
 867,   0.6986, 0.577534
 868,   0.6986, 0.579181
 869,   0.6986,  0.57915
 870,   0.6986, 0.576976
 871,   0.6986, 0.575604
 872,   0.6986, 0.583601
 873,   0.7041, 0.576144
 874,   0.7041, 0.578279
 875,   0.7041, 0.587792
 876,   0.7041, 0.589285
 877,   0.7041, 0.582128
 878,   0.7041, 0.583874
 879,   0.7041, 0.591704
 880,   0.7041, 0.591884
 881,   0.7041, 0.594544
 882,   0.7041, 0.590261
 883,   0.7041, 0.594498
 884,   0.7044, 0.591869
 885,   0.7044, 0.591579
 886,   0.7044, 0.601899
 887,   0.7044, 0.590086
 888,   0.7044, 0.586483
 889,   0.7044, 0.581752
 890,   0.7044, 0.605246
 891,    0.709, 0.599556
 892,   0.7068, 0.596484
 893,   0.7068, 0.594147
 894,   0.7068, 0.595202
 895,   0.7068, 0.600209
 896,   0.7079,  0.58966
 897,   0.7079, 0.604609
 898,   0.7062, 0.596232
 899,   0.7096, 0.602925
 900,   0.7096, 0.603329
 901,   0.7096,  0.59585
 902,   0.7096, 0.600127
 903,   0.7096, 0.594133
 904,   0.7096, 0.598168
 905,   0.7122, 0.598678
 906,   0.7122, 0.596969
 907,   0.7122,  0.59567
 908,   0.7101, 0.596521
 909,   0.7101, 0.598755
 910,   0.7147, 0.590242
 911,   0.7147, 0.596874
 912,   0.7173, 0.605514
 913,   0.7173, 0.599063
 914,   0.7173, 0.592511
 915,   0.7173, 0.599227
 916,   0.7173, 0.597156
 917,   0.7173, 0.601096
 918,   0.7173,  0.59643
 919,   0.7187, 0.610471
 920,   0.7187, 0.607016
 921,   0.7187, 0.597297
 922,   0.7187, 0.595773
 923,   0.7187, 0.604708
 924,   0.7187, 0.610423
 925,   0.7187, 0.602094
 926,   0.7187, 0.598749
 927,   0.7187, 0.606741
 928,   0.7187,  0.59305
 929,   0.7187,  0.58998
 930,   0.7187,  0.60658
 931,   0.7187, 0.605779
 932,   0.7187, 0.609165
 933,   0.7187, 0.606254
 934,   0.7175, 0.609375
 935,   0.7175, 0.596942
 936,   0.7175, 0.593226
 937,   0.7175, 0.596448
