gen, ranking_scalar_onepoint_best, ranking_scalar_onepoint_ave
3991,   0.8242, 0.709508
3992,   0.8242, 0.716597
3993,   0.8242, 0.719109
3994,   0.8242, 0.721043
3995,   0.8242,   0.7162
3996,   0.8242, 0.714297
3997,   0.8242, 0.716471
3998,   0.8242, 0.720062
3999,   0.8242, 0.717458
4000,   0.8242, 0.716775
