gen, ranking_ternary_uniform_best, ranking_ternary_uniform_ave
2268,   0.7885, 0.717294
2269,   0.7885, 0.718687
2270,   0.7885, 0.716988
2271,   0.7885, 0.721414
2272,   0.7885, 0.714894
2273,   0.7885, 0.716895
2274,   0.7885, 0.723836
2275,   0.7885,  0.71965
2276,   0.7885,  0.71772
2277,   0.7885, 0.719254
2278,   0.7885, 0.721303
2279,   0.7885, 0.726553
2280,   0.7885, 0.717992
2281,   0.7885, 0.723819
2282,   0.7885, 0.717508
2283,   0.7885, 0.716025
2284,   0.7885, 0.715404
2285,   0.7885, 0.715332
2286,   0.7885, 0.720004
2287,   0.7885, 0.718791
2288,   0.7885, 0.714656
2289,   0.7885, 0.713579
2290,   0.7885, 0.711807
2291,   0.7885,  0.71757
2292,   0.7885, 0.714849
2293,   0.7885, 0.719769
2294,   0.7885, 0.717887
2295,   0.7885, 0.716007
2296,   0.7885, 0.715977
2297,   0.7885, 0.721902
2298,   0.7885, 0.718617
2299,   0.7885, 0.721228
2300,   0.7885, 0.719875
2301,   0.7885, 0.721177
2302,   0.7885, 0.716309
2303,   0.7885, 0.721512
2304,   0.7886, 0.716385
2305,   0.7886, 0.719575
2306,   0.7886, 0.720088
2307,   0.7886, 0.717291
2308,   0.7886, 0.719445
2309,   0.7886, 0.716276
2310,   0.7886, 0.717073
2311,   0.7886, 0.718701
2312,   0.7886, 0.720066
2313,   0.7886, 0.720612
2314,   0.7886, 0.718669
2315,   0.7886, 0.719743
2316,   0.7886, 0.718509
2317,   0.7886, 0.721124
2318,   0.7886, 0.721476
2319,   0.7886, 0.719535
2320,   0.7886, 0.721413
2321,   0.7886, 0.717852
2322,   0.7886, 0.717214
2323,   0.7886, 0.713962
2324,   0.7886, 0.715526
2325,   0.7886, 0.721628
2326,   0.7886,  0.71719
2327,   0.7886, 0.716963
2328,   0.7886, 0.715998
2329,   0.7886, 0.720181
2330,   0.7886, 0.723813
2331,   0.7886, 0.718958
2332,   0.7886, 0.718305
2333,   0.7886, 0.721118
2334,   0.7886, 0.726027
2335,   0.7886, 0.720986
2336,   0.7886, 0.720535
2337,   0.7886, 0.721487
2338,   0.7886, 0.721882
2339,   0.7886, 0.720667
2340,   0.7886, 0.720369
2341,   0.7886, 0.723247
2342,   0.7886, 0.718997
2343,   0.7886, 0.718329
2344,   0.7886, 0.718139
2345,   0.7886, 0.718272
2346,   0.7886, 0.719348
2347,   0.7886, 0.715141
2348,   0.7886, 0.718909
2349,   0.7886, 0.720297
2350,   0.7886,  0.71914
2351,   0.7886, 0.715839
2352,   0.7886,  0.71963
2353,   0.7886, 0.720393
2354,   0.7886, 0.715271
2355,   0.7886, 0.714581
2356,   0.7886, 0.713812
2357,   0.7886, 0.717466
2358,   0.7886, 0.719036
2359,   0.7886, 0.721563
2360,   0.7886, 0.720764
2361,   0.7886, 0.721711
2362,   0.7886, 0.720248
2363,   0.7886,  0.71503
2364,   0.7886,  0.72058
2365,   0.7886, 0.723408
2366,   0.7886, 0.716903
2367,   0.7886, 0.717402
2368,   0.7886, 0.722494
2369,   0.7886, 0.722052
2370,   0.7886, 0.724268
2371,   0.7886, 0.726741
2372,   0.7886, 0.725174
2373,   0.7886, 0.722899
2374,   0.7886, 0.722694
2375,   0.7886, 0.720356
2376,   0.7886, 0.716022
2377,   0.7886, 0.711577
2378,   0.7888, 0.720859
2379,   0.7888, 0.714989
2380,   0.7888, 0.716597
2381,   0.7888, 0.716676
2382,   0.7888, 0.715331
2383,   0.7888, 0.715199
2384,   0.7888, 0.714856
2385,   0.7888, 0.719428
2386,   0.7888, 0.722129
2387,   0.7888, 0.721955
2388,   0.7888, 0.719349
2389,   0.7888, 0.717208
2390,   0.7888, 0.716962
2391,   0.7888, 0.716225
2392,   0.7888, 0.718634
2393,   0.7888, 0.719316
2394,   0.7888, 0.717786
2395,   0.7888,  0.71454
2396,   0.7888, 0.718624
2397,   0.7889, 0.720285
2398,   0.7889, 0.720468
2399,   0.7889, 0.719144
2400,   0.7889, 0.713683
2401,   0.7889, 0.712906
2402,   0.7889, 0.714664
2403,   0.7889, 0.724556
2404,   0.7889,  0.72446
2405,   0.7889, 0.720097
2406,   0.7889, 0.716978
2407,   0.7889,  0.72142
2408,   0.7889, 0.724016
2409,   0.7889, 0.718918
2410,   0.7889, 0.720852
2411,   0.7889, 0.719262
2412,   0.7889, 0.722359
2413,   0.7889, 0.717238
2414,   0.7889, 0.724727
2415,   0.7889, 0.722572
2416,   0.7889, 0.720569
2417,   0.7889, 0.723078
2418,   0.7889, 0.723075
2419,   0.7889, 0.719918
2420,   0.7889, 0.721253
2421,   0.7889, 0.718397
2422,   0.7889, 0.716824
2423,   0.7889, 0.717429
2424,   0.7889, 0.722675
2425,   0.7899, 0.721238
2426,   0.7899,  0.71625
2427,   0.7899, 0.718325
2428,   0.7899, 0.716309
2429,   0.7899,  0.71475
2430,   0.7899, 0.720122
2431,   0.7899, 0.718177
2432,   0.7899, 0.716515
2433,   0.7899, 0.721877
2434,   0.7899, 0.720193
2435,   0.7899, 0.718108
2436,   0.7899, 0.715685
2437,   0.7899, 0.723648
2438,   0.7899, 0.722001
2439,   0.7899, 0.725678
2440,   0.7899, 0.723761
2441,   0.7899, 0.724108
2442,   0.7899, 0.723588
2443,   0.7899, 0.723705
2444,   0.7899, 0.726281
2445,   0.7899, 0.722278
2446,   0.7899, 0.721272
2447,   0.7899, 0.716982
2448,   0.7899, 0.725083
2449,   0.7899, 0.723394
2450,   0.7899,  0.71876
2451,   0.7899, 0.723212
2452,   0.7899, 0.719582
2453,   0.7899, 0.719993
2454,   0.7899, 0.719705
2455,   0.7899, 0.721658
2456,   0.7899, 0.720828
2457,   0.7899,   0.7156
2458,   0.7899, 0.721101
2459,   0.7899, 0.719643
2460,   0.7906, 0.721222
2461,   0.7906, 0.720559
2462,   0.7906, 0.722568
2463,   0.7906, 0.720417
2464,   0.7906, 0.720144
2465,   0.7906, 0.720654
2466,   0.7906, 0.722184
2467,   0.7906, 0.718516
2468,   0.7906, 0.720227
2469,   0.7906, 0.718317
2470,   0.7906,  0.71649
2471,   0.7906, 0.720121
2472,   0.7906, 0.723369
2473,   0.7906, 0.723909
2474,   0.7906, 0.718492
2475,   0.7906, 0.721971
2476,   0.7906, 0.715571
2477,   0.7906, 0.720412
2478,   0.7906, 0.718251
2479,   0.7906, 0.721581
2480,   0.7906, 0.721425
2481,   0.7906, 0.717018
2482,   0.7906, 0.718914
2483,   0.7906, 0.712607
2484,   0.7906, 0.719066
2485,   0.7906, 0.722934
2486,   0.7906, 0.720347
2487,   0.7906, 0.717011
2488,   0.7906, 0.722083
2489,   0.7906, 0.724371
2490,   0.7906, 0.716005
2491,   0.7906, 0.717337
2492,   0.7906, 0.717093
2493,   0.7906, 0.713505
2494,   0.7906, 0.717892
2495,   0.7906, 0.717274
2496,   0.7906, 0.720521
2497,   0.7906, 0.724246
2498,   0.7906, 0.725102
2499,   0.7906, 0.721668
2500,   0.7906, 0.722475
2501,   0.7906, 0.719251
2502,   0.7906, 0.714917
2503,   0.7906, 0.721075
2504,   0.7906, 0.722951
2505,   0.7906, 0.724301
2506,   0.7906, 0.722766
2507,   0.7906, 0.721416
2508,   0.7906, 0.726525
2509,   0.7906, 0.722312
2510,   0.7906, 0.723186
2511,   0.7906, 0.721627
2512,   0.7906, 0.722545
2513,   0.7906, 0.724174
2514,   0.7906, 0.722875
2515,   0.7912,  0.72465
2516,   0.7912, 0.718704
2517,   0.7912, 0.717606
2518,   0.7915, 0.719703
2519,   0.7915, 0.721982
2520,   0.7915, 0.721033
2521,   0.7915, 0.722975
2522,   0.7915, 0.724771
2523,   0.7915, 0.723873
2524,   0.7915, 0.720908
2525,   0.7915, 0.721398
2526,   0.7915, 0.724511
2527,   0.7915, 0.717192
2528,   0.7915, 0.720956
2529,   0.7915, 0.711807
2530,   0.7915, 0.722218
2531,   0.7915, 0.719673
2532,   0.7915, 0.720269
2533,   0.7915, 0.718969
2534,   0.7915,  0.71715
2535,   0.7915, 0.717865
2536,   0.7915, 0.718636
2537,   0.7915, 0.721379
2538,   0.7915,  0.71974
2539,   0.7915, 0.721713
2540,   0.7915, 0.723687
2541,   0.7915, 0.721684
2542,   0.7915, 0.724894
2543,   0.7915,  0.72574
2544,   0.7915, 0.724221
2545,   0.7915, 0.721765
2546,   0.7915, 0.717645
2547,   0.7915, 0.719043
2548,   0.7915, 0.719957
2549,   0.7915, 0.721806
2550,   0.7915, 0.720866
2551,   0.7915, 0.716416
2552,   0.7915, 0.720917
2553,   0.7915, 0.723603
2554,   0.7915, 0.720946
2555,   0.7915, 0.716766
2556,   0.7915, 0.719553
2557,   0.7915, 0.718887
2558,   0.7915, 0.721775
2559,   0.7915, 0.721701
2560,   0.7915, 0.716693
2561,   0.7915, 0.715557
2562,   0.7915, 0.718772
2563,   0.7915, 0.716054
2564,   0.7915, 0.716355
2565,   0.7915,  0.72459
2566,   0.7915,  0.72242
2567,   0.7915, 0.717207
2568,   0.7915, 0.718807
2569,   0.7915, 0.719246
2570,   0.7915, 0.717871
2571,   0.7915, 0.720509
2572,   0.7915, 0.719916
2573,   0.7915, 0.716711
2574,   0.7915, 0.721487
2575,   0.7915, 0.724389
2576,   0.7915, 0.718427
2577,   0.7915, 0.713621
2578,   0.7915, 0.718091
2579,   0.7915, 0.722673
2580,   0.7915, 0.718596
2581,   0.7915, 0.718396
2582,   0.7915, 0.718372
2583,   0.7915, 0.720778
2584,   0.7915, 0.716681
2585,   0.7915, 0.719221
2586,   0.7915, 0.725941
2587,   0.7915, 0.724127
2588,   0.7915, 0.725564
2589,   0.7915, 0.721353
2590,   0.7915, 0.717089
2591,   0.7915, 0.717809
2592,   0.7915, 0.718659
2593,   0.7915, 0.719889
2594,   0.7915, 0.720666
2595,   0.7915, 0.720316
2596,   0.7915, 0.721489
2597,   0.7915,  0.72177
2598,   0.7915, 0.721761
2599,   0.7915, 0.716606
2600,   0.7915, 0.725906
2601,   0.7915, 0.722214
2602,   0.7915, 0.724245
2603,   0.7915, 0.720852
2604,   0.7915, 0.721548
2605,   0.7915, 0.729315
2606,   0.7915, 0.725206
2607,   0.7915, 0.723429
2608,   0.7915, 0.718948
2609,   0.7915, 0.718965
2610,   0.7915, 0.717684
2611,   0.7915, 0.719321
2612,   0.7915, 0.715432
2613,   0.7915, 0.716439
2614,   0.7915, 0.716135
2615,   0.7915, 0.718225
2616,   0.7915, 0.718606
2617,   0.7915, 0.717205
2618,   0.7915, 0.720788
2619,   0.7915,  0.72148
2620,   0.7915, 0.719525
2621,   0.7915,  0.72251
2622,   0.7915, 0.719652
2623,   0.7915,  0.72134
2624,   0.7915, 0.717562
2625,   0.7915, 0.719875
2626,   0.7915, 0.715505
2627,   0.7915, 0.715976
2628,   0.7915, 0.721176
2629,   0.7915, 0.717386
2630,   0.7915, 0.723077
2631,   0.7915, 0.719464
2632,   0.7915, 0.722393
2633,   0.7915, 0.725453
2634,   0.7915, 0.720833
2635,   0.7915, 0.718029
2636,   0.7915, 0.717407
2637,   0.7915, 0.717978
2638,   0.7915, 0.721529
2639,   0.7915, 0.721041
2640,   0.7915, 0.722771
2641,   0.7915, 0.721448
2642,   0.7915, 0.725018
2643,   0.7915, 0.726025
2644,   0.7915, 0.720309
2645,   0.7915,   0.7159
2646,   0.7915, 0.715304
2647,   0.7915, 0.719388
2648,   0.7915, 0.716738
2649,   0.7917, 0.716295
2650,   0.7917, 0.721157
2651,   0.7917, 0.723972
2652,   0.7917, 0.725364
2653,   0.7917,  0.71963
2654,   0.7917, 0.720081
2655,   0.7917, 0.719476
2656,   0.7918,  0.72029
2657,   0.7918, 0.721057
2658,   0.7918, 0.720989
2659,   0.7918, 0.718072
2660,   0.7918, 0.718779
2661,   0.7918, 0.716012
2662,   0.7918, 0.715325
2663,   0.7918,  0.71573
2664,   0.7918, 0.719601
2665,   0.7918, 0.719649
2666,   0.7918, 0.718364
2667,   0.7918, 0.721241
2668,   0.7918, 0.717903
2669,   0.7918, 0.719924
2670,   0.7918, 0.717846
2671,   0.7918, 0.720951
2672,   0.7918, 0.715758
2673,   0.7918, 0.721603
2674,   0.7918, 0.716133
2675,   0.7918, 0.721599
2676,   0.7918, 0.717449
2677,   0.7918,  0.71752
2678,   0.7918,  0.72269
2679,   0.7918, 0.720904
2680,   0.7918,   0.7193
2681,   0.7918, 0.720442
2682,   0.7918, 0.722196
2683,   0.7918, 0.721164
2684,   0.7918, 0.722759
2685,   0.7918, 0.720222
2686,   0.7918,  0.71889
2687,   0.7918, 0.722731
2688,   0.7918, 0.723486
2689,   0.7918, 0.719288
2690,   0.7918, 0.717645
2691,   0.7918, 0.716032
2692,   0.7918, 0.717703
2693,   0.7918, 0.720224
2694,   0.7918, 0.720151
2695,   0.7918, 0.716588
2696,   0.7918, 0.720774
2697,   0.7918, 0.717586
2698,   0.7918, 0.713437
2699,   0.7918, 0.714805
2700,   0.7918, 0.721613
2701,   0.7918, 0.720774
2702,   0.7918, 0.716368
2703,   0.7918, 0.719227
2704,   0.7918, 0.719332
2705,   0.7918, 0.717327
2706,   0.7918,  0.71879
2707,   0.7918, 0.724168
2708,   0.7918, 0.717022
2709,   0.7918, 0.717898
2710,   0.7919, 0.720167
2711,   0.7919, 0.718859
2712,   0.7919, 0.722813
2713,   0.7919, 0.720113
2714,   0.7919, 0.721421
2715,   0.7919, 0.715497
2716,   0.7919,  0.71794
2717,   0.7919, 0.719087
2718,   0.7919, 0.716415
2719,   0.7919, 0.721004
2720,   0.7919, 0.721253
2721,   0.7919, 0.723289
2722,   0.7919, 0.717017
2723,   0.7919,  0.71709
2724,   0.7919, 0.714876
2725,   0.7919,  0.71986
2726,   0.7919, 0.722442
2727,   0.7919, 0.723139
2728,   0.7919, 0.712498
2729,   0.7919, 0.713939
2730,   0.7919, 0.721738
2731,   0.7919, 0.715206
2732,   0.7919, 0.718152
2733,   0.7919, 0.717288
2734,   0.7919, 0.720937
2735,   0.7919, 0.719515
2736,   0.7919, 0.718488
2737,   0.7919, 0.718865
2738,   0.7919, 0.721258
2739,   0.7919, 0.723372
2740,   0.7919, 0.723024
2741,   0.7919, 0.721174
2742,   0.7919, 0.718345
2743,   0.7919, 0.718898
2744,   0.7919, 0.723485
2745,   0.7919,  0.71831
2746,   0.7919, 0.722228
2747,   0.7919, 0.720481
2748,   0.7919, 0.718298
2749,   0.7919, 0.717638
2750,   0.7919, 0.719709
2751,   0.7919, 0.719012
2752,   0.7919, 0.721191
2753,   0.7919, 0.725981
2754,   0.7919,  0.72189
2755,   0.7919, 0.723196
2756,   0.7919, 0.718755
2757,   0.7919, 0.717925
2758,   0.7919, 0.718205
2759,   0.7919, 0.721617
2760,   0.7919, 0.718063
2761,   0.7919, 0.721639
2762,   0.7919, 0.719481
2763,   0.7919, 0.722868
2764,   0.7919, 0.724059
2765,   0.7919, 0.721272
2766,   0.7919, 0.718965
2767,   0.7919, 0.725698
2768,   0.7919, 0.727164
2769,   0.7919, 0.721237
2770,   0.7919, 0.722915
2771,   0.7919, 0.722723
2772,   0.7919, 0.722219
2773,   0.7919, 0.719908
2774,   0.7919, 0.716525
2775,   0.7919,  0.71717
2776,   0.7919, 0.717233
2777,   0.7919, 0.717889
2778,   0.7919, 0.718289
2779,   0.7919, 0.722965
2780,   0.7919, 0.717813
2781,   0.7919, 0.719533
2782,   0.7919, 0.723548
2783,   0.7919,  0.72407
2784,   0.7919, 0.721972
2785,   0.7919, 0.718854
2786,   0.7919, 0.715865
2787,   0.7919, 0.717711
2788,   0.7919, 0.717858
2789,   0.7919, 0.718128
2790,   0.7919, 0.721574
2791,   0.7919, 0.716823
2792,   0.7919, 0.715926
2793,   0.7919, 0.721217
2794,   0.7919, 0.721139
2795,   0.7919, 0.715699
2796,   0.7919, 0.721253
2797,   0.7919, 0.718544
2798,   0.7919, 0.716671
2799,   0.7919, 0.721864
2800,   0.7919, 0.721088
2801,   0.7919, 0.720815
2802,   0.7919, 0.718297
2803,   0.7919, 0.714908
2804,   0.7919, 0.718958
2805,   0.7919,  0.71872
2806,   0.7919, 0.716433
2807,   0.7919, 0.711251
2808,   0.7919, 0.707135
2809,   0.7919, 0.715561
2810,   0.7919,  0.71232
2811,   0.7919, 0.714305
2812,   0.7919, 0.718931
2813,   0.7919, 0.719378
2814,   0.7919, 0.713993
2815,   0.7919, 0.713622
2816,   0.7919, 0.715008
2817,   0.7919, 0.716879
2818,   0.7919, 0.714057
2819,   0.7919, 0.717284
2820,   0.7919, 0.717383
2821,   0.7919, 0.716076
2822,   0.7919, 0.715271
2823,   0.7919, 0.714921
2824,   0.7919, 0.714494
2825,   0.7919, 0.717276
2826,   0.7919, 0.718562
2827,   0.7919, 0.715888
2828,   0.7919, 0.716859
2829,   0.7919, 0.717507
2830,   0.7919, 0.715673
2831,   0.7919, 0.713135
2832,   0.7919, 0.717432
2833,   0.7919, 0.713933
2834,   0.7919, 0.714839
2835,   0.7919,  0.71291
2836,   0.7919, 0.716742
2837,   0.7919, 0.719159
2838,   0.7919, 0.717771
2839,   0.7919, 0.714281
2840,   0.7919, 0.718721
2841,   0.7919, 0.719469
2842,   0.7919, 0.718252
2843,   0.7919, 0.722052
2844,   0.7919, 0.716897
2845,   0.7919, 0.718304
2846,   0.7919, 0.717004
2847,   0.7919, 0.721163
2848,   0.7919, 0.720326
2849,   0.7919, 0.715206
2850,   0.7919, 0.717005
2851,   0.7919, 0.713673
2852,   0.7919, 0.716456
2853,   0.7919, 0.720001
2854,   0.7919, 0.717297
2855,   0.7919, 0.721979
2856,   0.7919, 0.720533
2857,   0.7919, 0.721884
2858,   0.7919, 0.718525
2859,   0.7919, 0.716253
2860,   0.7919, 0.715308
2861,   0.7919, 0.720234
2862,   0.7919, 0.715598
2863,   0.7919, 0.716051
2864,   0.7919, 0.713441
2865,   0.7919, 0.718149
2866,   0.7919, 0.716155
2867,   0.7919, 0.711773
2868,   0.7919, 0.718889
2869,   0.7919, 0.716272
2870,   0.7919, 0.715805
2871,   0.7919, 0.724166
2872,   0.7919, 0.722699
2873,   0.7919, 0.715554
2874,   0.7919, 0.716685
2875,   0.7919, 0.716419
2876,   0.7919, 0.718803
2877,   0.7919, 0.715284
2878,   0.7919,  0.71647
2879,   0.7919, 0.719967
2880,   0.7919, 0.715703
2881,   0.7919, 0.712983
2882,   0.7919, 0.721202
2883,   0.7919,  0.71938
2884,   0.7919, 0.717205
2885,   0.7919, 0.716226
2886,   0.7919, 0.710777
2887,   0.7919, 0.712527
2888,   0.7919, 0.711248
2889,   0.7919,  0.70905
2890,   0.7919, 0.712614
2891,   0.7919, 0.710697
2892,   0.7919, 0.710362
2893,   0.7919, 0.717101
2894,   0.7919, 0.717301
2895,   0.7919, 0.714978
2896,   0.7919, 0.711226
2897,   0.7919, 0.714193
2898,   0.7919, 0.714952
2899,   0.7919, 0.712627
2900,   0.7919, 0.712252
2901,   0.7919, 0.711471
2902,   0.7919, 0.718359
2903,   0.7919, 0.716516
2904,   0.7919, 0.717915
2905,   0.7919, 0.713898
2906,   0.7919, 0.713426
2907,   0.7919, 0.717734
2908,   0.7919, 0.705463
2909,   0.7919, 0.711499
2910,   0.7919, 0.713946
2911,   0.7919, 0.711212
2912,   0.7919, 0.712393
2913,   0.7919, 0.714655
2914,   0.7919, 0.716097
2915,   0.7919,  0.71178
2916,   0.7919,  0.71552
2917,   0.7919, 0.713724
2918,   0.7919,  0.71774
2919,   0.7919,  0.71743
2920,   0.7919, 0.717645
2921,   0.7919, 0.714629
2922,   0.7919, 0.714343
2923,   0.7919, 0.709916
2924,   0.7919, 0.715756
2925,   0.7919, 0.710789
2926,   0.7919, 0.713729
2927,   0.7919, 0.711916
2928,   0.7919, 0.712448
2929,   0.7919, 0.713261
2930,   0.7919, 0.712307
2931,   0.7919, 0.713246
2932,   0.7919, 0.712569
2933,   0.7919, 0.714778
2934,   0.7922, 0.711666
2935,   0.7922, 0.710187
2936,   0.7922, 0.708073
2937,   0.7922, 0.716632
2938,   0.7922,  0.71765
2939,   0.7922, 0.714598
2940,   0.7922, 0.716215
2941,   0.7922, 0.717183
2942,   0.7922, 0.714955
2943,   0.7922, 0.709171
2944,   0.7922, 0.717503
2945,   0.7922, 0.710045
2946,   0.7922, 0.709363
2947,   0.7922, 0.714325
2948,   0.7922, 0.714507
2949,   0.7922, 0.712717
2950,   0.7922, 0.712075
2951,   0.7922, 0.708587
2952,   0.7922, 0.711483
2953,   0.7922, 0.709003
2954,   0.7922, 0.709055
2955,   0.7922, 0.714905
2956,   0.7922, 0.716331
2957,   0.7922, 0.711955
2958,   0.7922, 0.709631
2959,   0.7922,  0.70985
2960,   0.7922, 0.709027
2961,   0.7922,  0.71201
2962,   0.7922, 0.713435
2963,   0.7922, 0.715098
2964,   0.7922, 0.704618
2965,   0.7922, 0.708463
2966,   0.7922, 0.709853
2967,   0.7922, 0.707694
2968,   0.7922, 0.713054
2969,   0.7922, 0.708342
2970,   0.7922,  0.71271
2971,   0.7922, 0.712136
2972,   0.7922, 0.711927
2973,   0.7922, 0.710682
2974,   0.7922, 0.711644
2975,   0.7922, 0.714565
2976,   0.7922, 0.708779
2977,   0.7922, 0.713575
2978,   0.7922, 0.717298
2979,   0.7922, 0.716868
2980,   0.7922, 0.709919
2981,   0.7922, 0.713207
2982,   0.7922, 0.709278
2983,   0.7922, 0.706367
2984,   0.7922, 0.708873
2985,   0.7922, 0.709245
2986,   0.7922, 0.709799
2987,   0.7922, 0.711216
2988,   0.7922, 0.709644
2989,   0.7922, 0.711212
2990,   0.7922, 0.711856
2991,   0.7922, 0.715287
2992,   0.7922, 0.715392
2993,   0.7922, 0.706441
2994,   0.7922, 0.706105
2995,   0.7922,  0.70744
2996,   0.7922, 0.713609
2997,   0.7922, 0.711908
2998,   0.7922, 0.713735
2999,   0.7922, 0.717126
3000,   0.7922, 0.711595
3001,   0.7922, 0.708639
3002,   0.7922, 0.708579
3003,   0.7922, 0.707816
3004,   0.7922, 0.710517
3005,   0.7922,  0.71514
3006,   0.7922, 0.713809
3007,   0.7922, 0.712259
3008,   0.7922, 0.710456
3009,   0.7922, 0.713021
3010,   0.7922, 0.714872
3011,   0.7922, 0.713614
3012,   0.7922, 0.713256
3013,   0.7922, 0.715142
3014,   0.7922, 0.714136
3015,   0.7922, 0.712992
3016,   0.7922, 0.712032
3017,   0.7922, 0.713841
3018,   0.7922,  0.71522
3019,   0.7922, 0.712154
3020,   0.7922, 0.713619
3021,   0.7922, 0.713797
3022,   0.7922, 0.713653
3023,   0.7922, 0.708543
3024,   0.7922, 0.713808
3025,   0.7922, 0.711312
3026,   0.7922, 0.711519
3027,   0.7922, 0.714944
3028,   0.7922, 0.710727
3029,   0.7922, 0.709683
3030,   0.7922, 0.707158
3031,   0.7922, 0.710185
3032,   0.7922, 0.707979
3033,   0.7922, 0.711816
3034,   0.7922, 0.714822
3035,   0.7922, 0.711105
3036,   0.7922, 0.709868
3037,   0.7922, 0.710922
3038,   0.7922, 0.710535
3039,   0.7922, 0.710629
3040,   0.7922, 0.716213
3041,   0.7922, 0.714396
3042,   0.7922, 0.718522
3043,   0.7922,  0.71423
3044,   0.7922, 0.715232
3045,   0.7922,  0.71531
3046,   0.7922, 0.713157
3047,   0.7922, 0.717816
3048,   0.7922, 0.718655
3049,   0.7922, 0.713939
3050,   0.7922, 0.712819
3051,   0.7922, 0.717342
3052,   0.7922, 0.718794
3053,   0.7922, 0.714766
3054,   0.7922, 0.715075
3055,   0.7922, 0.713839
3056,   0.7922, 0.714395
3057,   0.7922, 0.711414
3058,   0.7922, 0.715248
3059,   0.7922, 0.712715
3060,   0.7922, 0.713916
3061,   0.7922, 0.708564
3062,   0.7922, 0.712958
3063,   0.7922, 0.711242
3064,   0.7922, 0.712805
3065,   0.7922, 0.712372
3066,   0.7922, 0.711701
3067,   0.7922, 0.715684
3068,   0.7922, 0.707772
3069,   0.7922, 0.710857
3070,   0.7922, 0.711695
3071,   0.7922, 0.710149
3072,   0.7922, 0.714197
3073,   0.7922, 0.712313
3074,   0.7922, 0.711811
3075,   0.7922, 0.712838
3076,   0.7922, 0.706918
3077,   0.7924,  0.71837
3078,   0.7924, 0.716848
3079,   0.7924, 0.715182
3080,   0.7924, 0.713913
3081,   0.7924, 0.717395
3082,   0.7924,  0.71476
3083,   0.7924, 0.716432
3084,   0.7924, 0.713902
3085,   0.7924, 0.714883
3086,   0.7924,  0.71059
3087,   0.7924, 0.706622
3088,   0.7927, 0.709718
3089,   0.7927, 0.710965
3090,   0.7927, 0.705952
3091,   0.7927, 0.710651
3092,   0.7927, 0.712011
3093,   0.7927, 0.709916
3094,   0.7927, 0.712961
3095,   0.7927, 0.712353
3096,   0.7927,  0.71285
3097,   0.7927, 0.712829
3098,   0.7927, 0.711575
3099,   0.7927, 0.718912
3100,   0.7927, 0.710975
3101,   0.7927, 0.710401
3102,   0.7927, 0.713187
3103,   0.7927, 0.708543
3104,   0.7927, 0.715465
3105,   0.7927, 0.712637
3106,   0.7927, 0.715655
3107,   0.7927, 0.716222
3108,   0.7927, 0.716459
3109,   0.7927, 0.715992
3110,   0.7927, 0.714061
3111,   0.7927, 0.716324
3112,   0.7927, 0.715199
3113,   0.7927, 0.713931
3114,   0.7927, 0.711856
3115,   0.7927, 0.716133
3116,   0.7927, 0.714758
3117,   0.7927, 0.714967
3118,   0.7927, 0.712448
3119,   0.7927,  0.71564
3120,   0.7927, 0.715004
3121,   0.7927, 0.710752
3122,   0.7927, 0.708645
3123,   0.7927,  0.71567
3124,   0.7931, 0.715964
3125,   0.7931, 0.718887
3126,   0.7931, 0.718355
3127,   0.7931, 0.714979
3128,   0.7931, 0.718976
3129,   0.7931, 0.719525
3130,   0.7931, 0.717014
3131,   0.7931, 0.720296
3132,   0.7931, 0.719204
3133,   0.7931, 0.718855
3134,   0.7931, 0.718725
3135,   0.7931, 0.720102
3136,   0.7931, 0.724099
3137,   0.7931, 0.715638
3138,   0.7931, 0.712759
3139,   0.7931, 0.715934
3140,   0.7931, 0.717588
3141,   0.7931, 0.719246
3142,   0.7931, 0.715274
3143,   0.7931, 0.711254
3144,   0.7931, 0.714646
3145,   0.7931, 0.720407
3146,   0.7931, 0.717318
3147,   0.7931,  0.71465
3148,   0.7931, 0.711829
3149,   0.7931, 0.717309
3150,   0.7931, 0.722191
3151,   0.7931, 0.722171
3152,   0.7931, 0.720108
3153,   0.7931, 0.719539
3154,   0.7931, 0.717376
3155,   0.7931, 0.718379
3156,   0.7931, 0.720707
3157,   0.7931, 0.719226
3158,   0.7931, 0.717479
3159,   0.7931, 0.721552
3160,   0.7931, 0.717703
3161,   0.7931, 0.721212
3162,   0.7931, 0.720987
3163,   0.7931, 0.722364
3164,   0.7931, 0.717906
3165,   0.7933, 0.717492
3166,   0.7933, 0.719398
3167,   0.7933, 0.721224
3168,   0.7933,  0.72178
3169,   0.7933, 0.718168
3170,   0.7933, 0.717476
3171,   0.7933, 0.717137
3172,   0.7933, 0.718654
3173,   0.7933, 0.718382
3174,   0.7933, 0.717417
3175,   0.7933, 0.718925
3176,   0.7933, 0.721037
3177,   0.7933, 0.717363
3178,   0.7933, 0.725214
3179,   0.7933,  0.72341
3180,   0.7933, 0.718858
3181,   0.7933, 0.720329
3182,   0.7933, 0.713359
3183,   0.7933, 0.717604
3184,   0.7933, 0.719837
3185,   0.7933,  0.71604
3186,   0.7933, 0.719338
3187,   0.7933, 0.718653
3188,   0.7933, 0.717555
3189,   0.7933, 0.717148
3190,   0.7933, 0.720016
3191,   0.7933, 0.719318
3192,   0.7933, 0.719488
3193,   0.7933, 0.720198
3194,   0.7933, 0.714836
3195,   0.7933, 0.721193
3196,   0.7933, 0.719365
3197,   0.7933, 0.719906
3198,   0.7933, 0.716893
