gen, ranking_ternary_uniform_best, ranking_ternary_uniform_ave
1333,    0.782, 0.713544
1334,    0.782, 0.715761
1335,    0.782, 0.714809
1336,    0.782, 0.713269
1337,    0.782, 0.710436
1338,    0.782,  0.71505
1339,    0.782, 0.712922
1340,    0.782, 0.710726
1341,    0.782, 0.716133
1342,    0.782, 0.714833
1343,    0.782, 0.717731
1344,    0.782, 0.716609
1345,    0.782, 0.715117
1346,    0.782, 0.711297
1347,    0.782, 0.713157
1348,    0.782, 0.716571
1349,    0.782, 0.713393
1350,    0.782, 0.713757
1351,    0.782, 0.713951
1352,    0.782, 0.711049
1353,    0.782,  0.71654
1354,    0.782, 0.720212
1355,    0.782, 0.711012
1356,    0.782, 0.706802
1357,   0.7823, 0.711853
1358,   0.7823,  0.71714
1359,   0.7823, 0.720339
1360,   0.7823, 0.717604
1361,   0.7823,  0.71221
1362,   0.7823, 0.714193
1363,   0.7823, 0.714229
1364,   0.7823, 0.713045
1365,   0.7823, 0.714091
1366,   0.7823, 0.714787
1367,   0.7823, 0.714992
1368,   0.7823, 0.714336
1369,   0.7823, 0.715966
1370,   0.7823, 0.714369
1371,   0.7823, 0.714115
1372,   0.7823, 0.712932
1373,   0.7823, 0.717186
1374,   0.7823, 0.714177
1375,   0.7823, 0.713307
1376,   0.7823, 0.713692
1377,   0.7823, 0.716667
1378,   0.7823, 0.710343
1379,   0.7823, 0.706347
1380,   0.7823, 0.710224
1381,   0.7823, 0.711012
1382,   0.7823, 0.711854
1383,   0.7823, 0.715964
1384,   0.7823, 0.716759
1385,   0.7823, 0.713177
1386,   0.7823, 0.711956
1387,   0.7825, 0.713914
1388,   0.7825, 0.717097
1389,   0.7825, 0.716554
1390,   0.7825, 0.715251
1391,   0.7825, 0.718385
1392,   0.7825, 0.717514
1393,   0.7825,  0.71277
1394,   0.7825, 0.709623
1395,   0.7825, 0.710647
1396,   0.7825, 0.715703
1397,   0.7825, 0.711901
1398,   0.7828, 0.713222
1399,   0.7828, 0.710119
1400,   0.7828, 0.707183
1401,   0.7828, 0.712807
1402,   0.7828, 0.712517
1403,    0.783, 0.712329
1404,    0.783, 0.715397
1405,    0.783, 0.712427
1406,    0.783, 0.719275
1407,    0.783, 0.718733
1408,    0.783, 0.717005
1409,    0.783, 0.714811
1410,    0.783, 0.715201
1411,    0.783, 0.715323
1412,    0.783, 0.713315
1413,    0.783, 0.716441
1414,    0.783, 0.720203
1415,   0.7833, 0.723197
1416,   0.7833, 0.719329
1417,   0.7833, 0.717029
1418,   0.7833, 0.715595
1419,   0.7841, 0.716783
1420,   0.7841, 0.718406
1421,   0.7841, 0.716578
1422,   0.7841, 0.716116
1423,   0.7841, 0.715841
1424,   0.7841, 0.718127
1425,   0.7841, 0.718076
1426,   0.7841, 0.717897
1427,   0.7841, 0.714251
1428,   0.7841, 0.714453
1429,   0.7841, 0.709545
1430,   0.7841, 0.712501
1431,   0.7841, 0.715106
1432,   0.7841, 0.718326
1433,   0.7841, 0.716133
1434,   0.7841, 0.717366
1435,   0.7841, 0.719296
1436,   0.7841, 0.720423
1437,   0.7841, 0.716035
1438,   0.7841, 0.717987
1439,   0.7841, 0.715833
1440,   0.7841, 0.711466
1441,   0.7842, 0.711059
1442,   0.7842, 0.712821
1443,   0.7842, 0.717407
1444,   0.7842, 0.715152
1445,   0.7842, 0.717598
1446,   0.7842, 0.711854
1447,   0.7842, 0.714298
1448,   0.7842, 0.713271
1449,   0.7849, 0.714082
1450,   0.7849, 0.715288
1451,   0.7849, 0.716058
1452,   0.7849, 0.718405
1453,   0.7849, 0.711702
1454,   0.7849,  0.71392
1455,   0.7849, 0.718405
1456,   0.7849, 0.721133
1457,   0.7849, 0.719979
1458,   0.7852, 0.716463
1459,   0.7852, 0.718161
1460,   0.7852, 0.717499
1461,   0.7852, 0.711915
1462,   0.7852, 0.711885
1463,   0.7852, 0.709728
1464,   0.7852, 0.711687
1465,   0.7852, 0.709699
1466,   0.7852, 0.710437
1467,   0.7852, 0.709715
1468,   0.7852, 0.710182
1469,   0.7852, 0.711217
1470,   0.7852, 0.711284
1471,   0.7852, 0.713121
1472,   0.7852, 0.716508
1473,   0.7852, 0.712131
1474,   0.7852, 0.712601
1475,   0.7852, 0.712712
1476,   0.7852, 0.710799
1477,   0.7852,  0.71411
1478,   0.7852, 0.715146
1479,   0.7852, 0.711364
1480,   0.7852, 0.713569
1481,   0.7852, 0.715273
1482,   0.7852, 0.712614
1483,   0.7852, 0.718663
1484,   0.7852, 0.715853
1485,   0.7852, 0.721838
1486,   0.7852, 0.714027
1487,   0.7852, 0.716307
1488,   0.7852, 0.717166
1489,   0.7852, 0.708774
1490,   0.7852,  0.71177
1491,   0.7852, 0.715254
1492,   0.7852, 0.715457
1493,   0.7852, 0.715236
1494,   0.7852, 0.717143
1495,   0.7852,  0.71272
1496,   0.7852, 0.711645
1497,   0.7852, 0.719907
1498,   0.7852,  0.71529
1499,   0.7852, 0.716029
1500,   0.7852, 0.715268
1501,   0.7852, 0.708159
1502,   0.7852, 0.709545
1503,   0.7852, 0.712315
1504,   0.7852, 0.711083
1505,   0.7852, 0.710486
1506,   0.7852, 0.713423
1507,   0.7852, 0.712573
1508,   0.7852, 0.710081
1509,   0.7852, 0.709001
1510,   0.7852, 0.710161
1511,   0.7852, 0.712736
1512,   0.7852, 0.711213
1513,   0.7852, 0.714155
1514,   0.7852, 0.714684
1515,   0.7852, 0.714394
1516,   0.7852, 0.716965
1517,   0.7852, 0.712576
1518,   0.7852, 0.720123
1519,   0.7852, 0.717292
1520,   0.7852, 0.716208
1521,   0.7852,   0.7156
1522,   0.7852, 0.714548
1523,   0.7852, 0.715912
1524,   0.7852, 0.716237
1525,   0.7852,  0.71647
1526,   0.7852, 0.715393
1527,   0.7852, 0.713136
1528,   0.7852, 0.713024
1529,   0.7852, 0.713693
1530,   0.7852, 0.713521
1531,   0.7852, 0.713598
1532,   0.7852, 0.714295
1533,   0.7852, 0.711465
1534,   0.7852, 0.714394
1535,   0.7852, 0.717023
1536,   0.7852, 0.711487
1537,   0.7852, 0.720281
1538,   0.7852,  0.71701
1539,   0.7852, 0.716914
1540,   0.7852, 0.718237
1541,   0.7852, 0.717612
1542,   0.7852, 0.717551
1543,   0.7852, 0.714011
1544,   0.7852, 0.712644
1545,   0.7852, 0.713463
1546,   0.7852, 0.714277
1547,   0.7852, 0.713401
1548,   0.7852, 0.716639
1549,   0.7852, 0.712606
1550,   0.7852, 0.716002
1551,   0.7852, 0.721031
1552,   0.7852, 0.711636
1553,   0.7852, 0.710209
1554,   0.7852, 0.706738
1555,   0.7852, 0.708991
1556,   0.7852, 0.710754
1557,   0.7852, 0.714045
1558,   0.7852,  0.71485
1559,   0.7852, 0.712273
1560,   0.7852,  0.71125
1561,   0.7852, 0.711808
1562,   0.7852,  0.71203
1563,   0.7852, 0.714975
1564,   0.7852, 0.715298
1565,   0.7852, 0.712676
1566,   0.7852, 0.718811
1567,   0.7852, 0.716145
1568,   0.7852, 0.715047
1569,   0.7852, 0.716318
1570,   0.7852, 0.713539
1571,   0.7852, 0.711227
1572,   0.7852, 0.718722
1573,   0.7852, 0.714835
1574,   0.7852, 0.712308
1575,   0.7852, 0.717464
1576,   0.7853,  0.71128
1577,   0.7853, 0.717536
1578,   0.7853, 0.718454
1579,   0.7853, 0.718486
1580,   0.7853, 0.720286
1581,   0.7853, 0.716326
1582,   0.7853, 0.719194
1583,   0.7853, 0.711342
1584,   0.7854, 0.714773
1585,   0.7854, 0.719318
1586,   0.7854, 0.714746
1587,   0.7854, 0.718661
1588,   0.7854, 0.719355
1589,   0.7854, 0.715711
1590,   0.7854, 0.711504
1591,   0.7854, 0.714524
1592,   0.7854, 0.709803
1593,   0.7854, 0.705619
1594,   0.7854, 0.708126
1595,   0.7854, 0.715053
1596,   0.7854, 0.713866
1597,   0.7854, 0.716581
1598,   0.7854, 0.717009
1599,   0.7854, 0.715201
1600,   0.7854, 0.713462
1601,   0.7854, 0.716631
1602,   0.7854, 0.711254
1603,   0.7854, 0.713369
1604,   0.7854, 0.713224
1605,   0.7854, 0.712312
1606,   0.7854,  0.71426
1607,   0.7854, 0.715928
1608,   0.7854, 0.715252
1609,   0.7854, 0.716697
1610,   0.7854,  0.71999
1611,   0.7854, 0.718009
1612,   0.7854, 0.716296
1613,   0.7854, 0.711673
1614,   0.7854, 0.715621
1615,   0.7854, 0.713107
1616,   0.7854, 0.714465
1617,   0.7854, 0.719319
1618,   0.7854, 0.718236
1619,   0.7854, 0.712198
1620,   0.7857, 0.714342
1621,   0.7857, 0.713302
1622,   0.7857, 0.713696
1623,   0.7857, 0.717369
1624,   0.7857, 0.718487
1625,   0.7857, 0.714755
1626,   0.7857, 0.716023
1627,   0.7857, 0.710634
1628,   0.7857, 0.716773
1629,   0.7857, 0.713706
1630,   0.7866, 0.718752
1631,   0.7866, 0.714469
1632,   0.7866, 0.719114
1633,   0.7866, 0.719434
1634,   0.7866, 0.715666
1635,   0.7866, 0.717812
1636,   0.7866, 0.719124
1637,   0.7866, 0.716245
1638,   0.7866, 0.722022
1639,   0.7866, 0.716363
1640,   0.7866, 0.714778
1641,   0.7866, 0.721114
1642,   0.7866, 0.719041
1643,   0.7866,  0.71896
1644,   0.7866, 0.719893
1645,   0.7866, 0.718614
1646,   0.7866, 0.716311
1647,   0.7866, 0.720108
1648,   0.7866, 0.721401
1649,   0.7866, 0.717036
1650,   0.7866, 0.713455
1651,   0.7866, 0.712067
1652,   0.7866, 0.717738
1653,   0.7866, 0.717605
1654,   0.7866,  0.71661
1655,   0.7866, 0.716708
1656,   0.7866, 0.711616
1657,   0.7866, 0.711983
1658,   0.7866, 0.713565
1659,   0.7866, 0.717519
1660,   0.7866, 0.715619
1661,   0.7866, 0.714275
1662,   0.7866, 0.715881
1663,   0.7866,  0.71512
1664,   0.7866, 0.709733
1665,   0.7866, 0.715212
1666,   0.7866, 0.714403
1667,   0.7866, 0.710756
1668,   0.7866,  0.71381
1669,   0.7866, 0.717779
1670,   0.7866, 0.719668
1671,   0.7866, 0.718282
1672,   0.7866, 0.721464
1673,   0.7866, 0.717566
1674,   0.7866, 0.718221
1675,   0.7867, 0.712291
1676,   0.7867, 0.716247
1677,   0.7867,  0.71692
1678,   0.7867, 0.717621
1679,   0.7867, 0.715077
1680,   0.7867, 0.717328
1681,   0.7867, 0.716909
1682,   0.7867, 0.717825
1683,   0.7867, 0.720662
1684,   0.7867, 0.718139
1685,   0.7867, 0.716325
1686,   0.7867, 0.719301
1687,   0.7867, 0.716501
1688,   0.7867, 0.718378
1689,   0.7867, 0.718331
1690,   0.7867, 0.714781
1691,   0.7867, 0.718459
1692,   0.7867, 0.716642
1693,   0.7867, 0.712994
1694,   0.7867, 0.718894
1695,   0.7867, 0.721615
1696,   0.7867, 0.717338
1697,   0.7867, 0.716821
1698,   0.7867, 0.716605
1699,   0.7867, 0.717257
1700,   0.7867, 0.713511
1701,   0.7867, 0.718496
1702,   0.7867,  0.72079
1703,   0.7867, 0.715101
1704,   0.7867, 0.720271
1705,   0.7867, 0.718237
1706,   0.7867, 0.716086
1707,   0.7867, 0.715065
1708,   0.7867, 0.713939
1709,   0.7867, 0.716203
1710,   0.7867, 0.718209
1711,   0.7867, 0.714486
1712,   0.7867, 0.719085
1713,   0.7867,  0.71811
1714,   0.7867, 0.715164
1715,   0.7867, 0.713778
1716,   0.7867, 0.716557
1717,   0.7867, 0.718916
1718,   0.7867, 0.714781
1719,   0.7867, 0.718406
1720,   0.7867, 0.718118
1721,   0.7867, 0.715168
1722,   0.7867, 0.716852
1723,    0.787, 0.718817
1724,    0.787, 0.718858
1725,    0.787,  0.71601
1726,    0.787,  0.71555
1727,    0.787, 0.719667
1728,    0.787, 0.716152
1729,    0.787, 0.719342
1730,    0.787, 0.715473
1731,    0.787, 0.721599
1732,    0.787, 0.719579
1733,    0.787, 0.717417
1734,    0.787, 0.717969
1735,    0.787, 0.716511
1736,    0.787, 0.716616
1737,    0.787, 0.718226
1738,    0.787, 0.719047
1739,    0.787,  0.71714
1740,    0.787, 0.716262
1741,    0.787, 0.718342
1742,    0.787, 0.719361
1743,    0.787, 0.723671
1744,    0.787, 0.717628
1745,    0.787, 0.721158
1746,    0.787, 0.719197
1747,    0.787, 0.714235
1748,    0.787, 0.721389
1749,    0.787, 0.719218
1750,    0.787, 0.718338
1751,    0.787, 0.718214
1752,    0.787, 0.718611
1753,   0.7871, 0.719895
1754,   0.7871, 0.723801
1755,   0.7871, 0.722677
1756,   0.7871, 0.718267
1757,   0.7871, 0.721141
1758,   0.7871, 0.715755
1759,   0.7871, 0.715639
1760,   0.7871, 0.715877
1761,   0.7871, 0.715468
1762,   0.7871, 0.718676
1763,   0.7871, 0.717122
1764,   0.7871, 0.721057
1765,   0.7871, 0.718274
1766,   0.7871,  0.71827
1767,   0.7871, 0.720122
1768,   0.7871, 0.717783
1769,   0.7871, 0.716783
1770,   0.7871, 0.720453
1771,   0.7871, 0.718594
1772,   0.7871, 0.722218
1773,   0.7871, 0.720358
1774,   0.7871, 0.718265
1775,   0.7871,  0.71608
1776,   0.7871, 0.719823
1777,   0.7871, 0.719589
1778,   0.7871, 0.717233
1779,   0.7871, 0.715019
1780,   0.7871, 0.713222
1781,   0.7871, 0.721912
1782,   0.7871, 0.724022
1783,   0.7871, 0.717096
1784,   0.7871, 0.719101
1785,   0.7871,  0.71914
1786,   0.7871, 0.716387
1787,   0.7871, 0.715913
1788,   0.7871, 0.716992
1789,   0.7871, 0.722131
1790,   0.7871, 0.721533
1791,   0.7871, 0.714538
1792,   0.7871, 0.717086
1793,   0.7871, 0.716118
1794,   0.7871,  0.71156
1795,   0.7871, 0.712269
1796,   0.7871,    0.718
1797,   0.7871, 0.718052
1798,   0.7871, 0.714591
1799,   0.7871, 0.716006
1800,   0.7871, 0.713311
1801,   0.7871, 0.716445
1802,   0.7871, 0.718564
1803,   0.7871,  0.71844
1804,   0.7871, 0.721355
1805,   0.7871, 0.720284
1806,   0.7871, 0.719781
1807,   0.7871, 0.716781
1808,   0.7871, 0.713861
1809,   0.7871, 0.714993
1810,   0.7871, 0.719533
1811,   0.7871, 0.719277
1812,   0.7875, 0.721571
1813,   0.7875, 0.717886
1814,   0.7876, 0.718195
1815,   0.7876,  0.71601
1816,   0.7876, 0.716434
1817,   0.7876, 0.718293
1818,   0.7876, 0.718961
1819,   0.7876, 0.723217
1820,   0.7876, 0.717065
1821,   0.7876, 0.718501
1822,   0.7876, 0.714778
1823,   0.7876, 0.716455
1824,   0.7876, 0.714105
1825,   0.7876, 0.713389
1826,   0.7876, 0.716739
1827,   0.7876, 0.713758
1828,   0.7876, 0.716282
1829,   0.7876, 0.717887
1830,   0.7876,  0.71612
1831,   0.7876, 0.718023
1832,   0.7876, 0.717456
1833,   0.7876, 0.716282
1834,   0.7876,  0.71944
1835,   0.7876, 0.714463
1836,   0.7876, 0.716781
1837,   0.7876,  0.71234
1838,   0.7876, 0.720217
1839,   0.7876, 0.720202
1840,   0.7876, 0.720956
1841,   0.7876, 0.716716
1842,   0.7876, 0.714642
1843,   0.7876,  0.71525
1844,   0.7876, 0.716877
1845,   0.7876, 0.713951
1846,   0.7876, 0.718248
1847,   0.7876, 0.722547
1848,   0.7876, 0.721214
1849,   0.7876, 0.720377
1850,   0.7876, 0.717494
1851,   0.7876, 0.716103
1852,   0.7876, 0.713959
1853,   0.7876, 0.713009
1854,   0.7876, 0.715134
1855,   0.7876, 0.715139
1856,   0.7876, 0.715948
1857,   0.7876, 0.720563
1858,   0.7876, 0.717589
1859,   0.7876, 0.716731
1860,   0.7876,  0.71886
1861,   0.7876, 0.717394
1862,   0.7876, 0.716102
1863,   0.7876, 0.714587
1864,   0.7876, 0.719197
1865,   0.7876, 0.717489
1866,   0.7876, 0.720115
1867,   0.7876, 0.721023
1868,   0.7876, 0.718915
1869,   0.7876, 0.719602
1870,   0.7876, 0.720108
1871,   0.7876, 0.723616
1872,   0.7876,  0.71858
1873,   0.7876, 0.721363
1874,   0.7876, 0.717454
1875,   0.7876, 0.722424
1876,   0.7876,   0.7182
1877,   0.7876, 0.713592
1878,   0.7876, 0.715343
1879,   0.7876, 0.717794
1880,   0.7876, 0.721722
1881,   0.7876, 0.720563
1882,   0.7876,  0.71822
1883,   0.7876, 0.716787
1884,   0.7876, 0.714595
1885,   0.7876, 0.715895
1886,   0.7876, 0.710863
1887,   0.7876, 0.713771
1888,   0.7876, 0.718225
1889,   0.7876, 0.719648
1890,   0.7877, 0.721048
1891,   0.7877, 0.720966
1892,   0.7877, 0.715986
1893,   0.7877, 0.711109
1894,   0.7877, 0.714743
1895,   0.7877,  0.71578
1896,   0.7877, 0.710589
1897,   0.7877, 0.715354
1898,   0.7877, 0.719612
1899,   0.7877,  0.71632
1900,   0.7877, 0.721362
1901,   0.7877, 0.717445
1902,   0.7877, 0.720597
1903,   0.7877, 0.722182
1904,   0.7877, 0.717963
1905,   0.7877, 0.714772
1906,   0.7877,  0.71717
1907,   0.7877, 0.715705
1908,   0.7877, 0.717727
1909,   0.7877, 0.718219
1910,   0.7877, 0.713111
1911,   0.7877, 0.715591
1912,   0.7877, 0.716328
1913,   0.7877, 0.720549
1914,   0.7877, 0.718293
1915,   0.7877, 0.718587
1916,   0.7877, 0.713066
1917,   0.7877, 0.715059
1918,   0.7877, 0.715652
1919,   0.7877, 0.712946
1920,   0.7877, 0.714096
1921,   0.7877, 0.717103
1922,   0.7877, 0.716569
1923,   0.7877, 0.716493
1924,   0.7877, 0.713156
1925,   0.7877, 0.712946
1926,   0.7877,  0.71501
1927,   0.7877, 0.717489
1928,   0.7877, 0.713419
1929,   0.7877, 0.713301
1930,   0.7877, 0.710828
1931,   0.7877, 0.713687
1932,   0.7877,  0.71791
1933,   0.7877, 0.718806
1934,   0.7877, 0.719704
1935,   0.7877, 0.717506
1936,   0.7877, 0.714621
1937,   0.7877, 0.716018
1938,   0.7877, 0.718783
1939,   0.7877, 0.713242
1940,   0.7877, 0.717416
1941,   0.7877, 0.717966
1942,   0.7877, 0.716862
1943,   0.7877, 0.716368
1944,   0.7877, 0.712312
1945,   0.7877, 0.715356
1946,   0.7877, 0.721693
1947,   0.7877, 0.723605
1948,   0.7877,  0.71933
1949,   0.7877, 0.716517
1950,   0.7877, 0.715851
1951,   0.7877,  0.71572
1952,   0.7877, 0.714417
1953,   0.7877, 0.710981
1954,   0.7877, 0.717947
1955,   0.7877, 0.716283
1956,   0.7877, 0.716453
1957,   0.7877, 0.720424
1958,   0.7877,  0.71813
1959,   0.7877, 0.718497
1960,   0.7877, 0.726798
1961,   0.7877, 0.720971
1962,   0.7877, 0.723243
1963,   0.7877, 0.717852
1964,   0.7877,  0.70985
1965,   0.7877, 0.715861
1966,   0.7877, 0.715589
1967,   0.7877, 0.718903
1968,   0.7877, 0.718027
1969,   0.7877, 0.719453
1970,   0.7877, 0.716801
1971,   0.7877, 0.717611
1972,   0.7877,   0.7138
1973,   0.7877, 0.714967
1974,   0.7877, 0.719333
1975,   0.7877, 0.719952
1976,   0.7885, 0.714801
1977,   0.7885, 0.715487
1978,   0.7885, 0.718273
1979,   0.7885,  0.71726
1980,   0.7885,  0.71711
1981,   0.7885, 0.718686
1982,   0.7885, 0.720617
1983,   0.7885, 0.717543
1984,   0.7885, 0.723521
1985,   0.7885,  0.72371
1986,   0.7885, 0.719035
1987,   0.7885, 0.716106
1988,   0.7885, 0.714752
1989,   0.7885, 0.716271
1990,   0.7885, 0.720599
1991,   0.7885, 0.718496
1992,   0.7885, 0.717485
1993,   0.7885,  0.71263
1994,   0.7885, 0.716875
1995,   0.7885, 0.718945
1996,   0.7885, 0.714637
1997,   0.7885, 0.716539
1998,   0.7885, 0.717562
1999,   0.7885, 0.715432
2000,   0.7885, 0.718625
2001,   0.7885,  0.71558
2002,   0.7885, 0.711726
2003,   0.7885,  0.71642
2004,   0.7885, 0.718779
2005,   0.7885, 0.718769
2006,   0.7885, 0.717754
2007,   0.7885, 0.723811
2008,   0.7885, 0.712767
2009,   0.7885, 0.712267
2010,   0.7885, 0.716259
2011,   0.7885, 0.717894
2012,   0.7885, 0.722432
2013,   0.7885, 0.719945
2014,   0.7885, 0.717273
2015,   0.7885, 0.714902
2016,   0.7885, 0.720048
2017,   0.7885, 0.720589
2018,   0.7885,  0.71843
2019,   0.7885, 0.715698
2020,   0.7885, 0.717572
2021,   0.7885, 0.720217
2022,   0.7885,  0.72204
2023,   0.7885, 0.718875
2024,   0.7885, 0.714659
2025,   0.7885, 0.721167
2026,   0.7885, 0.717609
2027,   0.7885, 0.714672
2028,   0.7885, 0.716064
2029,   0.7885, 0.712996
2030,   0.7885, 0.721986
2031,   0.7885, 0.722431
2032,   0.7885, 0.719884
2033,   0.7885, 0.719719
2034,   0.7885, 0.719237
2035,   0.7885, 0.720492
2036,   0.7885, 0.720439
2037,   0.7885, 0.720637
2038,   0.7885, 0.717332
2039,   0.7885, 0.720721
2040,   0.7885, 0.716646
2041,   0.7885, 0.718064
2042,   0.7885, 0.717228
2043,   0.7885, 0.717986
2044,   0.7885, 0.719522
2045,   0.7885, 0.715652
2046,   0.7885, 0.715532
2047,   0.7885, 0.720774
2048,   0.7885, 0.719887
2049,   0.7885, 0.721688
2050,   0.7885, 0.717051
2051,   0.7885, 0.719932
2052,   0.7885, 0.718808
2053,   0.7885, 0.720527
2054,   0.7885, 0.722545
2055,   0.7885, 0.719568
2056,   0.7885, 0.718827
2057,   0.7885, 0.717576
2058,   0.7885, 0.720368
2059,   0.7885, 0.718763
2060,   0.7885,  0.71992
2061,   0.7885, 0.718628
2062,   0.7885,  0.71764
2063,   0.7885, 0.715033
2064,   0.7885, 0.719268
2065,   0.7885, 0.720415
2066,   0.7885, 0.722776
2067,   0.7885, 0.717878
2068,   0.7885, 0.719707
2069,   0.7885, 0.720017
2070,   0.7885, 0.719414
2071,   0.7885, 0.719719
2072,   0.7885, 0.721596
2073,   0.7885, 0.719509
2074,   0.7885, 0.721527
2075,   0.7885, 0.718625
2076,   0.7885, 0.713655
2077,   0.7885, 0.715578
2078,   0.7885, 0.719161
2079,   0.7885, 0.717088
2080,   0.7885, 0.718722
2081,   0.7885, 0.717991
2082,   0.7885, 0.714231
2083,   0.7885, 0.720199
2084,   0.7885, 0.719458
2085,   0.7885, 0.720692
2086,   0.7885, 0.718514
2087,   0.7885, 0.719933
2088,   0.7885, 0.718739
2089,   0.7885, 0.714956
2090,   0.7885, 0.714822
2091,   0.7885, 0.717351
2092,   0.7885, 0.719124
2093,   0.7885, 0.715027
2094,   0.7885, 0.711817
2095,   0.7885, 0.715619
2096,   0.7885, 0.714298
2097,   0.7885,  0.71672
2098,   0.7885, 0.716198
2099,   0.7885, 0.716995
2100,   0.7885, 0.714336
2101,   0.7885, 0.720987
2102,   0.7885, 0.717385
2103,   0.7885, 0.717231
2104,   0.7885, 0.725987
2105,   0.7885, 0.724509
2106,   0.7885, 0.722108
2107,   0.7885, 0.718763
2108,   0.7885, 0.718587
2109,   0.7885, 0.718197
2110,   0.7885, 0.717876
2111,   0.7885, 0.718979
2112,   0.7885, 0.719439
2113,   0.7885, 0.716572
2114,   0.7885,   0.7172
2115,   0.7885, 0.717746
2116,   0.7885, 0.716585
2117,   0.7885, 0.716666
2118,   0.7885, 0.718969
2119,   0.7885, 0.716055
2120,   0.7885, 0.718759
2121,   0.7885, 0.716802
2122,   0.7885, 0.715687
2123,   0.7885, 0.718446
2124,   0.7885, 0.718672
2125,   0.7885, 0.721967
2126,   0.7885, 0.718657
2127,   0.7885, 0.720209
2128,   0.7885, 0.720745
2129,   0.7885, 0.718757
2130,   0.7885,  0.72045
2131,   0.7885, 0.717202
2132,   0.7885, 0.717987
2133,   0.7885, 0.718338
2134,   0.7885,  0.72433
2135,   0.7885, 0.719254
2136,   0.7885, 0.719575
2137,   0.7885, 0.717148
2138,   0.7885, 0.717579
2139,   0.7885, 0.719441
2140,   0.7885, 0.717539
2141,   0.7885, 0.724667
2142,   0.7885, 0.716951
2143,   0.7885, 0.717861
2144,   0.7885,  0.72377
2145,   0.7885, 0.720488
2146,   0.7885, 0.719575
2147,   0.7885, 0.720276
2148,   0.7885, 0.722283
2149,   0.7885, 0.720975
2150,   0.7885, 0.719577
2151,   0.7885, 0.720611
2152,   0.7885, 0.722166
2153,   0.7885, 0.721708
2154,   0.7885, 0.718297
2155,   0.7885, 0.716943
2156,   0.7885, 0.720048
2157,   0.7885, 0.714169
2158,   0.7885, 0.715282
2159,   0.7885, 0.716779
2160,   0.7885, 0.717403
2161,   0.7885, 0.718487
2162,   0.7885, 0.714378
2163,   0.7885, 0.716588
2164,   0.7885, 0.715805
2165,   0.7885, 0.714828
2166,   0.7885,  0.71773
2167,   0.7885, 0.713939
2168,   0.7885, 0.721423
2169,   0.7885, 0.720163
2170,   0.7885, 0.721717
2171,   0.7885,  0.72244
2172,   0.7885, 0.717038
2173,   0.7885, 0.716997
2174,   0.7885, 0.718831
2175,   0.7885,    0.723
2176,   0.7885, 0.719521
2177,   0.7885, 0.722072
2178,   0.7885, 0.718477
2179,   0.7885, 0.718559
2180,   0.7885, 0.716807
2181,   0.7885, 0.715721
2182,   0.7885, 0.715977
2183,   0.7885, 0.719315
2184,   0.7885, 0.717403
2185,   0.7885, 0.720369
2186,   0.7885, 0.722792
2187,   0.7885, 0.713475
2188,   0.7885, 0.716437
2189,   0.7885, 0.714939
2190,   0.7885, 0.718412
2191,   0.7885, 0.719786
2192,   0.7885, 0.716726
2193,   0.7885, 0.716577
2194,   0.7885, 0.715079
2195,   0.7885, 0.714309
2196,   0.7885, 0.716035
2197,   0.7885, 0.715417
2198,   0.7885, 0.714276
2199,   0.7885, 0.715479
2200,   0.7885,   0.7159
2201,   0.7885, 0.713634
2202,   0.7885, 0.717981
2203,   0.7885, 0.720111
2204,   0.7885, 0.721648
2205,   0.7885, 0.716707
2206,   0.7885, 0.718871
2207,   0.7885, 0.715875
2208,   0.7885, 0.720592
2209,   0.7885, 0.718517
2210,   0.7885, 0.720067
2211,   0.7885, 0.716564
2212,   0.7885, 0.717039
2213,   0.7885, 0.720535
2214,   0.7885, 0.724453
2215,   0.7885, 0.718627
2216,   0.7885, 0.718612
2217,   0.7885, 0.716841
2218,   0.7885,  0.71638
2219,   0.7885,  0.71787
2220,   0.7885, 0.721798
2221,   0.7885, 0.720638
2222,   0.7885, 0.717835
2223,   0.7885, 0.720287
2224,   0.7885, 0.716022
2225,   0.7885, 0.719561
2226,   0.7885, 0.718454
2227,   0.7885, 0.718483
2228,   0.7885,  0.71449
2229,   0.7885, 0.721494
2230,   0.7885, 0.718581
2231,   0.7885, 0.719664
2232,   0.7885, 0.717578
2233,   0.7885, 0.722022
2234,   0.7885, 0.719303
2235,   0.7885, 0.720973
2236,   0.7885, 0.717511
2237,   0.7885, 0.720524
2238,   0.7885, 0.716235
2239,   0.7885, 0.713412
2240,   0.7885, 0.713248
2241,   0.7885,  0.71374
2242,   0.7885, 0.715371
2243,   0.7885, 0.717339
2244,   0.7885, 0.720392
2245,   0.7885, 0.718827
2246,   0.7885, 0.723525
2247,   0.7885, 0.718105
2248,   0.7885, 0.721768
2249,   0.7885, 0.717988
2250,   0.7885, 0.718395
2251,   0.7885, 0.716143
2252,   0.7885, 0.719481
2253,   0.7885, 0.719606
2254,   0.7885, 0.716971
2255,   0.7885, 0.719905
2256,   0.7885, 0.714894
2257,   0.7885, 0.716081
2258,   0.7885, 0.715081
2259,   0.7885,  0.71857
2260,   0.7885, 0.712465
2261,   0.7885, 0.714422
2262,   0.7885, 0.714938
2263,   0.7885, 0.716131
2264,   0.7885, 0.717878
2265,   0.7885,  0.71907
2266,   0.7885, 0.717787
2267,   0.7885, 0.719608
