gen, roulette_ternary_onepoint_best, roulette_ternary_onepoint_ave
1861,   0.6592,   0.4925
1862,   0.6592, 0.493203
1863,   0.6592, 0.492678
1864,   0.6592, 0.485608
1865,   0.6592, 0.491854
1866,   0.6592,  0.48852
1867,   0.6592, 0.483186
1868,   0.6592, 0.481692
1869,   0.6592, 0.483367
1870,   0.6592, 0.477933
1871,   0.6592, 0.475872
1872,   0.6592, 0.482911
1873,   0.6592,  0.48112
1874,   0.6592, 0.478909
1875,   0.6592, 0.479674
1876,   0.6592, 0.483972
1877,   0.6592, 0.479773
1878,   0.6592, 0.481136
1879,   0.6592,  0.47886
1880,   0.6592, 0.478132
1881,   0.6592, 0.475391
1882,   0.6592, 0.474995
1883,   0.6592, 0.475724
1884,   0.6592, 0.481631
1885,   0.6592, 0.482029
1886,   0.6592, 0.476917
1887,   0.6592, 0.478877
1888,   0.6592, 0.473972
1889,   0.6592, 0.473637
1890,   0.6592, 0.464057
1891,   0.6592, 0.475293
1892,   0.6592, 0.471251
1893,   0.6592,  0.47519
1894,   0.6633, 0.484767
1895,   0.6633, 0.486169
1896,   0.6633, 0.483552
1897,   0.6633, 0.479944
1898,   0.6633, 0.480448
1899,   0.6633, 0.475026
1900,   0.6633, 0.479091
1901,   0.6633, 0.478941
1902,   0.6633, 0.472488
1903,   0.6633, 0.478173
1904,   0.6633,  0.47634
1905,   0.6633, 0.480858
1906,   0.6633, 0.480371
1907,   0.6633, 0.484786
1908,   0.6633, 0.486838
1909,   0.6633, 0.485248
1910,   0.6633, 0.477817
1911,   0.6633,  0.47258
1912,   0.6633, 0.474856
1913,   0.6633, 0.478374
1914,   0.6633, 0.471031
1915,   0.6633, 0.468152
1916,   0.6633, 0.468359
1917,   0.6633, 0.473362
1918,   0.6633, 0.478138
1919,   0.6633, 0.481892
1920,   0.6633, 0.488399
1921,   0.6633, 0.490703
1922,   0.6633, 0.480282
1923,   0.6633, 0.474678
1924,   0.6633, 0.478211
1925,   0.6633, 0.486714
1926,   0.6633,  0.49142
1927,   0.6633,   0.4805
1928,   0.6633, 0.482356
1929,   0.6633, 0.488692
1930,   0.6633, 0.490488
1931,   0.6633, 0.492038
1932,   0.6633, 0.490003
1933,   0.6633, 0.486247
1934,   0.6633, 0.492574
1935,   0.6633, 0.498699
1936,   0.6633, 0.503149
1937,   0.6633, 0.499154
1938,   0.6633, 0.498546
1939,   0.6633, 0.491792
1940,   0.6633, 0.492972
1941,   0.6633, 0.495587
1942,   0.6633,  0.49253
1943,   0.6633, 0.491426
1944,   0.6633, 0.489776
1945,   0.6633, 0.477291
1946,   0.6633, 0.479835
1947,   0.6633, 0.481087
1948,   0.6633, 0.480366
1949,   0.6633, 0.478361
1950,   0.6633,  0.48002
1951,   0.6633, 0.484027
1952,   0.6633, 0.486155
1953,   0.6633, 0.485682
1954,   0.6633, 0.486939
1955,   0.6633, 0.487971
1956,   0.6633, 0.490656
1957,   0.6633, 0.484194
1958,   0.6633, 0.484718
1959,   0.6633, 0.485715
1960,   0.6633, 0.481185
1961,    0.664, 0.480107
1962,    0.664, 0.482886
1963,    0.664, 0.477134
1964,    0.664,  0.47295
1965,    0.664, 0.477034
1966,    0.664, 0.468027
1967,    0.664, 0.472971
1968,    0.664, 0.477028
1969,    0.664, 0.486692
1970,    0.664, 0.486396
1971,    0.664, 0.484894
1972,    0.664, 0.480775
1973,    0.664, 0.475656
1974,    0.664, 0.474976
1975,    0.664, 0.469589
1976,    0.664, 0.470955
1977,    0.664, 0.468274
1978,    0.664, 0.474223
1979,    0.664, 0.473593
1980,   0.6661,  0.47987
1981,   0.6661, 0.485661
1982,   0.6661,  0.49238
1983,   0.6661, 0.484661
1984,   0.6661, 0.475993
1985,   0.6661, 0.473459
1986,   0.6661, 0.480448
1987,   0.6661,    0.479
1988,   0.6661, 0.486332
1989,   0.6661, 0.482322
1990,   0.6661, 0.486769
1991,   0.6661, 0.486313
1992,   0.6661, 0.484478
1993,   0.6661,  0.48453
1994,   0.6661, 0.483249
1995,   0.6661, 0.476821
1996,   0.6661, 0.473784
1997,   0.6661, 0.476868
1998,   0.6661, 0.475359
1999,   0.6661, 0.475967
2000,   0.6661, 0.473245
2001,   0.6661, 0.477158
2002,   0.6661, 0.481865
2003,   0.6661, 0.482449
2004,   0.6661, 0.485214
2005,   0.6663, 0.478913
2006,   0.6663, 0.483887
2007,   0.6663, 0.488741
2008,   0.6663, 0.495577
2009,   0.6663, 0.496592
2010,   0.6663, 0.495068
2011,   0.6663, 0.489838
2012,   0.6663, 0.487615
2013,   0.6663, 0.488857
2014,   0.6663, 0.483709
2015,   0.6663, 0.487806
2016,   0.6663, 0.485798
2017,   0.6663, 0.484826
2018,   0.6663, 0.485861
2019,   0.6663, 0.490533
2020,   0.6663, 0.485039
2021,   0.6663, 0.487878
2022,   0.6663, 0.489139
2023,   0.6685, 0.486148
2024,   0.6685, 0.486519
2025,   0.6685, 0.485088
2026,   0.6685, 0.486184
2027,   0.6685, 0.479828
2028,   0.6685, 0.488154
2029,   0.6685, 0.491495
2030,   0.6685, 0.485702
2031,   0.6685, 0.493657
2032,   0.6685, 0.493628
2033,   0.6685, 0.493463
2034,   0.6685, 0.490329
2035,   0.6685, 0.492792
2036,   0.6685, 0.496327
2037,   0.6685, 0.497595
2038,   0.6685, 0.490836
2039,   0.6685, 0.485772
2040,   0.6685, 0.483504
2041,   0.6685, 0.479427
2042,   0.6685, 0.478038
2043,   0.6685, 0.476235
2044,   0.6685, 0.475557
2045,   0.6685, 0.474429
2046,   0.6685, 0.472049
2047,   0.6716, 0.477802
2048,   0.6716, 0.485817
2049,   0.6716, 0.488079
2050,   0.6716, 0.485967
2051,   0.6716, 0.489197
2052,   0.6716, 0.491303
2053,   0.6716, 0.497549
2054,   0.6716, 0.497657
2055,   0.6716, 0.494151
2056,   0.6716, 0.489378
2057,   0.6716, 0.485749
2058,   0.6716, 0.483928
2059,   0.6716, 0.480608
2060,   0.6716, 0.482396
2061,   0.6716, 0.484738
2062,   0.6716, 0.482928
2063,   0.6716, 0.483952
2064,   0.6716, 0.484714
2065,   0.6716, 0.487547
2066,   0.6716, 0.485716
2067,   0.6716, 0.488377
2068,   0.6716, 0.491562
2069,   0.6716, 0.494295
2070,   0.6716, 0.491242
2071,   0.6716, 0.494568
2072,   0.6716, 0.489463
2073,   0.6716, 0.494453
2074,   0.6716, 0.496194
2075,   0.6716,  0.49699
2076,   0.6716, 0.498785
2077,   0.6716, 0.490868
2078,   0.6716, 0.499786
2079,   0.6716,  0.50226
2080,   0.6716,  0.50224
2081,   0.6716, 0.501239
2082,   0.6716, 0.496356
2083,   0.6716, 0.496667
2084,   0.6716, 0.493187
2085,   0.6716, 0.491402
2086,   0.6716, 0.490175
2087,   0.6716, 0.498282
2088,   0.6716, 0.493888
2089,   0.6716, 0.493841
2090,   0.6716, 0.488779
2091,   0.6716, 0.484517
2092,   0.6716, 0.490611
2093,   0.6716, 0.492217
2094,   0.6716, 0.483314
2095,   0.6716, 0.488187
2096,   0.6716, 0.486529
2097,   0.6716, 0.483193
2098,   0.6716, 0.482384
2099,   0.6716, 0.480445
2100,   0.6716, 0.485292
2101,   0.6716, 0.478687
2102,   0.6716, 0.484328
2103,   0.6716, 0.488392
2104,   0.6716, 0.485557
2105,   0.6716, 0.489853
2106,   0.6716, 0.495485
2107,   0.6716,  0.49334
2108,   0.6716, 0.495423
2109,   0.6716, 0.504925
2110,   0.6716, 0.506707
2111,   0.6716, 0.513209
2112,   0.6716, 0.511724
2113,   0.6716, 0.507805
2114,   0.6716, 0.501449
2115,   0.6716, 0.499069
2116,   0.6716, 0.495505
2117,   0.6716, 0.497521
2118,   0.6716, 0.500626
2119,   0.6716,  0.49644
2120,   0.6716, 0.495012
2121,   0.6716, 0.496107
2122,   0.6716, 0.497375
2123,   0.6716, 0.499992
2124,   0.6733, 0.499389
2125,   0.6745, 0.498419
2126,   0.6745, 0.499688
2127,   0.6745, 0.498039
2128,   0.6745, 0.491984
2129,   0.6745, 0.493344
2130,   0.6745, 0.494525
2131,   0.6745, 0.493787
2132,   0.6745, 0.486662
2133,   0.6745,  0.49324
2134,   0.6745, 0.494323
2135,   0.6745, 0.490216
2136,   0.6745, 0.491712
2137,   0.6745, 0.483614
2138,   0.6745, 0.488443
2139,   0.6745, 0.492413
2140,   0.6745,  0.49408
2141,   0.6745, 0.498266
2142,   0.6745, 0.486277
2143,   0.6745, 0.489417
2144,   0.6745, 0.493032
2145,   0.6745, 0.484987
2146,   0.6745, 0.482992
2147,   0.6745, 0.486874
2148,   0.6745, 0.488703
2149,   0.6745, 0.483487
2150,   0.6745, 0.492965
2151,   0.6745, 0.498356
2152,   0.6745, 0.488592
2153,   0.6745, 0.493363
2154,   0.6745, 0.496486
2155,   0.6745, 0.494222
2156,   0.6745, 0.493662
2157,   0.6745, 0.500576
2158,   0.6745, 0.497865
2159,   0.6745, 0.499258
2160,   0.6745, 0.503749
2161,   0.6745, 0.496242
2162,   0.6745, 0.488868
2163,   0.6745, 0.486198
2164,   0.6745, 0.481685
2165,   0.6745, 0.480388
2166,   0.6745, 0.484995
2167,   0.6745, 0.480045
2168,   0.6745, 0.478767
2169,   0.6745,  0.48156
2170,   0.6745, 0.476602
2171,   0.6745, 0.477226
2172,   0.6745, 0.479739
2173,   0.6745,  0.48349
2174,   0.6745, 0.489366
2175,   0.6745, 0.491838
2176,   0.6745, 0.484969
2177,   0.6748, 0.488928
2178,   0.6748, 0.483655
2179,   0.6748, 0.484951
2180,   0.6748, 0.488012
2181,   0.6748, 0.487434
2182,   0.6748, 0.485736
2183,   0.6748, 0.483781
2184,   0.6748, 0.487918
2185,   0.6748, 0.486031
2186,   0.6748, 0.492912
2187,   0.6748, 0.493906
2188,   0.6748, 0.490765
2189,   0.6748, 0.486706
2190,   0.6748, 0.480664
2191,   0.6748, 0.482737
2192,   0.6748, 0.483414
2193,   0.6748, 0.482041
2194,   0.6748, 0.484324
2195,   0.6748, 0.481818
2196,   0.6748, 0.480352
2197,   0.6748, 0.473947
2198,   0.6748, 0.472629
2199,   0.6748, 0.479147
2200,   0.6748, 0.477139
2201,   0.6748, 0.476095
2202,   0.6758, 0.488961
2203,   0.6758, 0.488886
2204,   0.6758, 0.489957
2205,   0.6758, 0.486242
2206,   0.6758, 0.482349
2207,   0.6758, 0.475271
2208,   0.6758, 0.476341
2209,   0.6758, 0.475985
2210,   0.6758,  0.48011
2211,   0.6758, 0.479288
2212,   0.6758, 0.480323
2213,   0.6758, 0.480675
2214,   0.6758, 0.482174
2215,   0.6758, 0.484614
2216,   0.6758, 0.484617
2217,   0.6758, 0.481603
2218,   0.6758, 0.490757
2219,   0.6758, 0.490087
2220,   0.6758, 0.491454
2221,   0.6758, 0.493071
2222,   0.6758, 0.491942
2223,   0.6758, 0.490728
2224,   0.6758, 0.497364
2225,   0.6758,  0.50253
2226,   0.6758, 0.510495
2227,   0.6758,  0.50509
2228,    0.688, 0.494652
2229,    0.688, 0.492976
2230,    0.688, 0.491792
2231,    0.688, 0.499561
2232,    0.688,  0.49547
2233,    0.688, 0.487696
2234,    0.688, 0.481427
2235,    0.688, 0.482991
2236,    0.688, 0.484724
2237,    0.688, 0.489924
2238,    0.688,  0.49122
2239,    0.688,  0.49408
2240,    0.688, 0.494513
2241,    0.688,  0.49786
2242,    0.688, 0.494143
2243,    0.688, 0.490124
2244,    0.688, 0.494949
2245,    0.688, 0.492441
2246,    0.688, 0.492215
2247,    0.688, 0.492306
2248,    0.688, 0.484221
2249,    0.688, 0.493271
2250,    0.688, 0.491833
2251,    0.688, 0.485039
2252,    0.688,  0.48891
2253,    0.688, 0.485054
2254,    0.688, 0.489343
2255,    0.688, 0.484616
2256,    0.688, 0.487571
2257,    0.688, 0.489914
2258,    0.688, 0.489917
2259,    0.688, 0.496468
2260,    0.688, 0.494233
2261,    0.688, 0.491249
2262,    0.688, 0.490397
2263,    0.688, 0.492743
2264,    0.688, 0.493386
2265,    0.688, 0.489417
2266,    0.688, 0.487457
2267,    0.688, 0.495969
2268,    0.688, 0.493943
2269,    0.688, 0.491335
2270,    0.688, 0.486928
2271,    0.688, 0.486634
2272,    0.688, 0.482663
2273,    0.688, 0.482204
2274,    0.688, 0.481981
2275,    0.688, 0.479678
2276,    0.688, 0.481564
2277,    0.688, 0.482085
2278,    0.688, 0.483845
2279,    0.688, 0.483299
2280,    0.688, 0.485227
2281,    0.688, 0.488108
2282,    0.688, 0.492209
2283,    0.688, 0.490274
2284,    0.688, 0.490193
2285,    0.688, 0.494431
2286,    0.688, 0.494316
2287,    0.688, 0.494947
2288,    0.688, 0.498097
2289,    0.688, 0.493891
2290,    0.688, 0.496011
2291,    0.688,  0.49075
2292,    0.688, 0.490761
2293,    0.688, 0.495896
2294,    0.688, 0.496435
2295,    0.688, 0.494017
2296,    0.688, 0.483801
2297,    0.688, 0.481375
2298,    0.688,  0.48627
2299,    0.688, 0.488822
2300,    0.688, 0.499243
2301,    0.688, 0.497416
2302,    0.688,  0.49788
2303,    0.688, 0.483124
2304,    0.688, 0.480719
2305,    0.688, 0.481555
2306,    0.688, 0.479521
2307,    0.688, 0.491178
2308,    0.688, 0.484301
2309,    0.688, 0.492832
2310,    0.688, 0.500577
2311,    0.688, 0.497948
2312,    0.688, 0.504767
2313,    0.688, 0.501806
2314,    0.688, 0.499905
2315,    0.688, 0.500058
2316,    0.688, 0.492974
2317,    0.688, 0.486932
2318,    0.688, 0.487886
2319,    0.688, 0.482785
2320,    0.688, 0.478523
2321,    0.688, 0.490338
2322,    0.688, 0.480458
2323,    0.688, 0.478322
2324,    0.688,   0.4912
2325,    0.688, 0.485961
2326,    0.688, 0.486248
2327,    0.688,  0.49085
2328,    0.688, 0.483383
2329,    0.688, 0.484352
2330,    0.688, 0.481146
2331,    0.688, 0.485278
2332,    0.688, 0.492695
2333,    0.688,  0.48717
2334,    0.688, 0.484576
2335,    0.688, 0.492629
2336,    0.688, 0.490822
2337,    0.688, 0.492003
2338,    0.688, 0.492919
2339,    0.688, 0.496427
2340,    0.688,  0.49142
2341,    0.688, 0.503041
2342,    0.688, 0.496794
2343,    0.688, 0.496468
2344,    0.688, 0.490185
2345,    0.688, 0.495925
2346,    0.688, 0.502105
2347,    0.688,  0.50367
2348,    0.688, 0.496342
2349,    0.688, 0.494195
2350,    0.688,  0.49225
2351,    0.688, 0.491572
2352,    0.688, 0.483144
2353,    0.688, 0.488529
2354,    0.688, 0.496507
2355,    0.688, 0.496054
2356,    0.688, 0.491958
2357,    0.688, 0.491706
2358,    0.688, 0.501054
2359,    0.688, 0.499011
2360,    0.688, 0.491226
2361,    0.688,  0.49838
2362,    0.688, 0.498087
2363,    0.688, 0.503581
2364,    0.688, 0.510067
2365,    0.688, 0.506137
2366,    0.688, 0.512181
2367,    0.688, 0.505693
2368,    0.688, 0.494696
2369,    0.688,  0.48989
2370,    0.688, 0.491363
2371,    0.688, 0.494111
2372,    0.688, 0.495211
2373,    0.688, 0.490075
2374,    0.688,  0.49065
2375,    0.688, 0.482953
2376,    0.688, 0.481434
2377,    0.688, 0.483748
2378,    0.688, 0.494763
2379,    0.688, 0.492226
2380,    0.688, 0.491733
2381,    0.688, 0.491047
2382,    0.688, 0.493189
2383,    0.688, 0.488433
2384,    0.688, 0.489868
2385,    0.688, 0.494108
2386,    0.688,    0.494
2387,    0.688, 0.490438
2388,    0.688, 0.492431
2389,    0.688, 0.482884
2390,    0.688, 0.488269
2391,    0.688,  0.49092
2392,    0.688, 0.500657
2393,    0.688, 0.490388
2394,    0.688, 0.491235
2395,    0.688, 0.495199
2396,    0.688, 0.498283
2397,    0.688, 0.497465
2398,    0.688, 0.496648
2399,    0.688, 0.495837
2400,    0.688,  0.48831
2401,    0.688, 0.482316
2402,    0.688,  0.48095
2403,    0.688, 0.482803
2404,    0.688, 0.486962
2405,    0.688, 0.483696
2406,    0.688, 0.486378
2407,    0.688, 0.490783
2408,    0.688, 0.484475
2409,    0.688, 0.489344
2410,    0.688, 0.486064
2411,    0.688, 0.479903
2412,    0.688, 0.487857
2413,    0.688, 0.493351
2414,    0.688, 0.500122
2415,    0.688, 0.503681
2416,    0.688, 0.499785
2417,    0.688,  0.49913
2418,    0.688, 0.507155
2419,    0.688, 0.503073
2420,    0.688, 0.498904
2421,    0.688, 0.498777
2422,    0.688, 0.497103
2423,    0.688, 0.495345
2424,    0.688, 0.497979
2425,    0.688, 0.491528
2426,    0.688, 0.486569
2427,    0.688, 0.490104
2428,    0.688, 0.491366
2429,    0.688, 0.484953
2430,    0.688, 0.488512
2431,    0.688, 0.496687
2432,    0.688,  0.49367
2433,    0.688, 0.492606
2434,    0.688, 0.493488
2435,    0.688, 0.494769
2436,    0.688, 0.492274
2437,    0.688,  0.49189
2438,    0.688, 0.495921
2439,    0.688, 0.488117
2440,    0.688, 0.490554
2441,    0.688, 0.489913
2442,    0.688,  0.48805
2443,    0.688, 0.492709
2444,    0.688, 0.489257
2445,    0.688, 0.487948
2446,    0.688, 0.493915
2447,    0.688,  0.49735
2448,    0.688, 0.498752
2449,    0.688, 0.499763
2450,    0.688, 0.506755
2451,   0.6945, 0.509362
2452,   0.6945, 0.505853
2453,   0.6945, 0.500841
2454,   0.6945, 0.497577
2455,   0.6945, 0.498721
2456,   0.6945, 0.495263
2457,   0.6945, 0.500439
2458,   0.6945, 0.505445
2459,   0.6945,  0.51156
2460,   0.6945, 0.503971
2461,   0.6945, 0.502619
2462,   0.6945, 0.506744
2463,   0.6945, 0.509301
2464,   0.6945, 0.503305
2465,   0.6945,   0.5052
2466,   0.6945, 0.497429
2467,   0.6945, 0.493764
2468,   0.6945, 0.500197
2469,   0.6945, 0.500661
2470,   0.6945, 0.505513
2471,   0.6945, 0.501965
2472,   0.6945, 0.501898
2473,   0.6945, 0.499849
2474,   0.6945, 0.494783
2475,   0.6945, 0.491715
2476,   0.6945, 0.492848
2477,   0.6945,  0.49529
2478,   0.6945, 0.491643
2479,   0.6945, 0.488162
2480,   0.6945, 0.491333
2481,   0.6945, 0.493344
2482,   0.6945,  0.50092
2483,   0.6945, 0.495543
2484,   0.6945, 0.494639
2485,   0.6945, 0.502689
2486,   0.6945,  0.49053
2487,   0.6945, 0.494676
2488,   0.6945, 0.488089
2489,   0.6945, 0.486228
2490,   0.6945, 0.481358
2491,   0.6945, 0.485299
2492,   0.6945, 0.484006
2493,   0.6945, 0.490479
2494,   0.6945,  0.49801
2495,   0.6945, 0.493527
2496,   0.6945, 0.501334
2497,   0.6945, 0.510962
2498,   0.6945, 0.501979
2499,   0.6945, 0.498077
2500,   0.6945, 0.505107
2501,   0.6945, 0.508783
2502,   0.6945, 0.506905
2503,   0.6945, 0.507011
2504,   0.6945,  0.50056
2505,   0.6945, 0.495238
2506,   0.6945, 0.494465
2507,   0.6945, 0.490927
2508,   0.6945, 0.483986
2509,   0.6945, 0.479189
2510,   0.6945, 0.475727
2511,   0.6945, 0.484993
2512,   0.6945, 0.486784
2513,   0.6945, 0.487842
2514,   0.6945, 0.485222
2515,   0.6945, 0.489138
2516,   0.6977, 0.494536
2517,   0.6977, 0.494698
2518,   0.6977,  0.50018
2519,   0.6977, 0.496051
2520,   0.6977,  0.50262
2521,   0.6977, 0.497889
2522,   0.6977, 0.499111
2523,   0.6977, 0.495753
2524,   0.6977, 0.503968
2525,   0.6977, 0.498221
2526,   0.6977, 0.492311
2527,   0.6977, 0.486825
2528,   0.6977,  0.49552
2529,   0.6977, 0.492162
2530,   0.6977, 0.491536
2531,   0.6977, 0.492364
2532,   0.6977, 0.493782
2533,   0.6977, 0.487977
2534,   0.6977, 0.493609
2535,   0.6977, 0.493254
2536,   0.6977,  0.49075
2537,   0.6977, 0.490525
2538,   0.6977, 0.493223
2539,   0.6977, 0.503043
2540,   0.6977, 0.495477
2541,   0.6977, 0.493515
2542,   0.6977, 0.496677
2543,   0.6977, 0.490198
2544,   0.6977, 0.493073
2545,   0.6977, 0.485182
2546,   0.6977, 0.492826
2547,   0.6977, 0.500246
2548,   0.6977, 0.506383
2549,   0.6977, 0.507451
2550,   0.6977, 0.507061
2551,   0.6977, 0.504545
2552,   0.6977, 0.503992
2553,   0.6977, 0.502707
2554,   0.6977, 0.498091
2555,   0.6977, 0.491597
2556,   0.6977, 0.494169
2557,   0.6977, 0.492126
2558,   0.6977, 0.491618
2559,   0.6977, 0.496071
2560,   0.6977, 0.491654
2561,   0.6977, 0.490714
2562,   0.6977,  0.49068
2563,   0.6977, 0.493796
2564,   0.6977, 0.494956
2565,   0.6977, 0.502682
2566,   0.6977, 0.502063
2567,   0.6977, 0.492538
2568,   0.6977, 0.497509
2569,   0.6977, 0.500234
2570,   0.6977, 0.497818
2571,   0.6977, 0.494508
2572,   0.6977, 0.499815
2573,   0.6977, 0.501688
2574,   0.6977, 0.493536
2575,   0.6977,  0.48978
2576,   0.6977, 0.494445
2577,   0.6977, 0.496885
2578,   0.6977, 0.500022
2579,   0.6977, 0.501924
2580,   0.6977, 0.502633
2581,   0.6977, 0.506327
2582,   0.6977, 0.502932
2583,   0.6977, 0.499673
2584,   0.6977, 0.503837
2585,   0.6977, 0.502268
2586,    0.698,  0.50947
2587,    0.698, 0.513024
2588,    0.698, 0.513006
2589,    0.698, 0.506968
2590,    0.698, 0.507908
2591,    0.698, 0.506299
2592,    0.698, 0.507823
2593,    0.703, 0.508595
2594,    0.703, 0.507594
2595,    0.703, 0.502057
2596,    0.703, 0.507054
2597,    0.703, 0.513277
2598,    0.703, 0.511831
2599,    0.703, 0.513058
2600,    0.703, 0.503383
2601,    0.703, 0.496074
2602,    0.703, 0.494864
2603,    0.703, 0.505675
2604,    0.703, 0.502504
2605,    0.703, 0.495389
2606,    0.703, 0.491841
2607,    0.703, 0.496386
2608,    0.703, 0.496516
2609,    0.703, 0.497039
2610,    0.703,  0.50654
2611,    0.703, 0.503002
2612,    0.703,  0.50803
2613,    0.703, 0.507024
2614,    0.703, 0.504215
2615,    0.703, 0.501893
2616,    0.703, 0.502757
2617,    0.703, 0.496753
2618,    0.703, 0.496934
2619,    0.703, 0.498646
2620,    0.703, 0.498332
2621,    0.703,  0.50337
2622,   0.7045, 0.506096
2623,   0.7045, 0.514299
2624,   0.7045, 0.514645
2625,   0.7045, 0.507695
2626,   0.7045, 0.507148
2627,   0.7045,   0.5145
2628,   0.7045, 0.515988
2629,   0.7045, 0.515279
2630,   0.7045, 0.515336
2631,   0.7045, 0.504447
2632,   0.7045, 0.499703
2633,   0.7045, 0.502437
2634,   0.7045, 0.504929
2635,   0.7045, 0.499153
2636,   0.7045, 0.498753
2637,   0.7045, 0.495913
2638,   0.7045, 0.493813
2639,   0.7045, 0.493878
2640,   0.7054, 0.497029
2641,   0.7054,  0.50144
2642,   0.7054, 0.496766
2643,   0.7054, 0.494178
2644,   0.7054, 0.491726
2645,   0.7054, 0.498515
2646,   0.7054, 0.499679
2647,   0.7054, 0.499684
2648,   0.7054, 0.499023
2649,   0.7054, 0.504387
2650,   0.7054, 0.512646
2651,   0.7054, 0.514485
2652,   0.7054,   0.5123
2653,   0.7054, 0.518255
2654,   0.7054, 0.513573
2655,   0.7054, 0.515797
2656,   0.7054,  0.50873
2657,   0.7054, 0.508412
2658,     0.72, 0.505882
2659,     0.72, 0.504675
2660,     0.72, 0.499695
2661,     0.72, 0.509794
2662,     0.72, 0.505484
2663,     0.72, 0.517597
2664,     0.72, 0.516706
2665,   0.7292, 0.510149
2666,   0.7292, 0.508887
2667,   0.7292, 0.511164
2668,   0.7292, 0.512199
2669,   0.7292, 0.508533
2670,   0.7292,  0.51167
2671,   0.7292, 0.521433
2672,   0.7292, 0.521912
2673,   0.7292, 0.529191
2674,   0.7292,  0.52186
2675,   0.7292, 0.519813
2676,   0.7292, 0.509442
2677,   0.7292, 0.503801
2678,   0.7292, 0.503824
2679,   0.7292, 0.502854
2680,   0.7292, 0.496532
2681,   0.7292, 0.492253
2682,   0.7292, 0.494206
2683,   0.7292, 0.502354
2684,   0.7292, 0.508492
2685,   0.7292, 0.505038
2686,   0.7292, 0.519923
2687,   0.7292, 0.517397
2688,   0.7292, 0.512067
2689,   0.7292, 0.509086
2690,   0.7292, 0.506584
2691,   0.7292, 0.499009
2692,   0.7292, 0.501657
2693,   0.7292, 0.493653
2694,   0.7292, 0.501626
2695,   0.7292, 0.502904
2696,   0.7292, 0.504258
2697,   0.7292, 0.506422
2698,   0.7292,  0.50334
2699,   0.7292,  0.51213
2700,   0.7292, 0.514807
2701,   0.7292, 0.518729
2702,   0.7292, 0.522951
2703,   0.7292, 0.519883
2704,   0.7292, 0.511008
2705,   0.7292, 0.517881
2706,   0.7292, 0.508722
2707,   0.7292, 0.505903
2708,   0.7292, 0.507392
2709,   0.7292, 0.511371
2710,   0.7292, 0.510297
2711,   0.7292,   0.5123
2712,   0.7292, 0.515585
2713,   0.7292, 0.513246
2714,   0.7292, 0.510726
2715,   0.7292, 0.510017
2716,   0.7292, 0.514661
2717,   0.7292, 0.506023
2718,   0.7292, 0.513586
2719,   0.7292, 0.519175
2720,   0.7292, 0.519072
2721,   0.7292, 0.511616
2722,   0.7292, 0.513471
2723,   0.7292, 0.507933
2724,   0.7292, 0.518585
2725,   0.7292, 0.518178
2726,   0.7292, 0.528165
2727,   0.7292,  0.51893
2728,   0.7292, 0.519069
2729,   0.7292, 0.519282
2730,   0.7292, 0.522434
2731,   0.7292, 0.509714
2732,   0.7292, 0.516345
2733,   0.7292, 0.517471
2734,   0.7292, 0.506182
2735,   0.7292, 0.508714
2736,   0.7292, 0.512388
2737,   0.7292, 0.516271
2738,   0.7292, 0.510274
2739,   0.7298, 0.515119
2740,   0.7298,  0.51605
2741,   0.7298, 0.521938
2742,   0.7298, 0.520195
2743,   0.7298,   0.5179
2744,   0.7298, 0.509733
2745,   0.7298, 0.504037
2746,   0.7298, 0.513288
2747,   0.7298,  0.51115
2748,   0.7298, 0.517043
2749,   0.7298, 0.509371
2750,   0.7298, 0.508524
2751,   0.7298, 0.507378
2752,   0.7298,  0.50929
2753,   0.7298, 0.506063
2754,   0.7298, 0.510199
2755,   0.7298, 0.506718
2756,   0.7298, 0.509161
2757,   0.7298, 0.507812
2758,   0.7298, 0.510792
2759,   0.7298,  0.51031
2760,   0.7298, 0.519687
2761,   0.7298, 0.530289
2762,   0.7298, 0.526438
2763,   0.7298, 0.520495
2764,   0.7298, 0.518567
2765,   0.7298, 0.520985
2766,   0.7298, 0.521633
2767,   0.7298,  0.52497
2768,   0.7298, 0.519203
2769,   0.7298, 0.508795
2770,   0.7298, 0.505216
2771,   0.7298, 0.504969
2772,   0.7298, 0.509197
2773,   0.7298,  0.50996
2774,   0.7298, 0.510229
2775,   0.7298, 0.516155
2776,   0.7298, 0.508444
2777,   0.7298, 0.512326
2778,   0.7298, 0.515357
2779,   0.7298, 0.517276
2780,   0.7298, 0.512786
2781,   0.7298, 0.508828
2782,   0.7298, 0.511883
2783,   0.7298, 0.515081
2784,   0.7298, 0.518729
2785,   0.7298, 0.514725
2786,   0.7298, 0.520536
2787,   0.7298, 0.514028
2788,   0.7298, 0.504667
2789,   0.7298, 0.501083
2790,   0.7298, 0.507336
2791,   0.7298, 0.508472
2792,   0.7298, 0.511027
2793,   0.7298, 0.519715
2794,   0.7298, 0.512791
2795,   0.7298, 0.513426
2796,   0.7298, 0.518314
2797,   0.7334, 0.509592
2798,   0.7334,  0.51331
2799,   0.7334, 0.522269
2800,   0.7334,  0.52051
2801,   0.7334, 0.518265
2802,   0.7334, 0.517532
2803,   0.7334, 0.512909
2804,   0.7334, 0.502033
2805,   0.7334, 0.505909
2806,   0.7334, 0.506516
2807,   0.7334, 0.505765
2808,   0.7334, 0.512111
2809,   0.7334,  0.50912
2810,   0.7334,  0.51669
