gen, roulette_ternary_onepoint_best, roulette_ternary_onepoint_ave
 928,   0.6372, 0.459556
 929,   0.6372, 0.456958
 930,   0.6372, 0.457755
 931,   0.6372, 0.461635
 932,   0.6372, 0.474984
 933,   0.6372, 0.468396
 934,   0.6372, 0.465036
 935,   0.6372, 0.456752
 936,   0.6372, 0.454735
 937,   0.6383, 0.454957
 938,   0.6383, 0.454809
 939,   0.6383, 0.451232
 940,   0.6383, 0.457052
 941,   0.6383, 0.459463
 942,   0.6383, 0.458783
 943,   0.6383, 0.459648
 944,   0.6383, 0.460912
 945,   0.6383, 0.466369
 946,   0.6383, 0.467972
 947,   0.6383, 0.469667
 948,   0.6383, 0.473649
 949,   0.6383,  0.47643
 950,   0.6383, 0.475657
 951,   0.6383, 0.469788
 952,   0.6383,  0.46828
 953,   0.6383, 0.473444
 954,   0.6383, 0.467577
 955,   0.6383, 0.470588
 956,   0.6383, 0.462333
 957,   0.6383, 0.467016
 958,   0.6383, 0.465977
 959,   0.6383, 0.467929
 960,   0.6383,  0.46686
 961,   0.6383, 0.465754
 962,   0.6383, 0.465416
 963,   0.6383, 0.464664
 964,   0.6383, 0.456029
 965,   0.6383, 0.467963
 966,   0.6383, 0.472286
 967,   0.6383, 0.469939
 968,   0.6383,   0.4639
 969,   0.6383, 0.470428
 970,   0.6383, 0.465825
 971,   0.6383,   0.4615
 972,   0.6383, 0.459894
 973,   0.6383, 0.457494
 974,   0.6383, 0.453708
 975,   0.6383, 0.458787
 976,   0.6383, 0.461981
 977,   0.6383, 0.469361
 978,   0.6383, 0.465666
 979,   0.6383, 0.467538
 980,   0.6383, 0.463842
 981,   0.6383, 0.460351
 982,   0.6383,  0.46077
 983,   0.6383, 0.466941
 984,   0.6383,  0.46263
 985,   0.6383, 0.467792
 986,   0.6383, 0.468482
 987,   0.6383, 0.470915
 988,   0.6383, 0.466763
 989,   0.6383, 0.468379
 990,   0.6383, 0.466339
 991,   0.6383,  0.46297
 992,   0.6383, 0.458139
 993,   0.6383, 0.463604
 994,   0.6383, 0.458791
 995,   0.6383, 0.456161
 996,   0.6383, 0.456966
 997,   0.6383, 0.458184
 998,   0.6383, 0.461996
 999,   0.6383, 0.453292
1000,   0.6383, 0.463897
1001,   0.6383, 0.459788
1002,   0.6383, 0.460275
1003,   0.6383, 0.454376
1004,   0.6383,  0.46209
1005,   0.6383, 0.453857
1006,   0.6383, 0.457085
1007,   0.6383, 0.454631
1008,   0.6383,  0.46076
1009,   0.6383, 0.467791
1010,   0.6383, 0.464843
1011,   0.6383, 0.465856
1012,   0.6383, 0.469364
1013,   0.6383, 0.472088
1014,   0.6383, 0.468323
1015,   0.6383, 0.473155
1016,   0.6383, 0.471605
1017,   0.6383,  0.47874
1018,   0.6383,  0.47637
1019,   0.6383, 0.474046
1020,   0.6383, 0.470462
1021,   0.6383, 0.467075
1022,   0.6383, 0.459009
1023,   0.6383, 0.463508
1024,   0.6383, 0.468284
1025,   0.6383, 0.463255
1026,   0.6383, 0.464331
1027,   0.6383, 0.458407
1028,   0.6383, 0.451411
1029,   0.6383, 0.455999
1030,   0.6383, 0.455357
1031,   0.6383, 0.455394
1032,   0.6383, 0.452332
1033,   0.6383, 0.450857
1034,   0.6383, 0.451556
1035,   0.6383, 0.454645
1036,   0.6383, 0.460383
1037,   0.6383, 0.460803
1038,   0.6383, 0.466958
1039,   0.6383, 0.458629
1040,   0.6383, 0.462316
1041,   0.6383, 0.472286
1042,   0.6383,  0.46994
1043,   0.6383, 0.468593
1044,   0.6383, 0.472742
1045,   0.6383, 0.464779
1046,   0.6383, 0.456936
1047,   0.6383, 0.464521
1048,   0.6391, 0.462512
1049,   0.6391, 0.475619
1050,   0.6391, 0.474727
1051,   0.6391, 0.477032
1052,   0.6391, 0.475514
1053,   0.6391, 0.471853
1054,   0.6391,  0.46727
1055,   0.6391, 0.474344
1056,   0.6391,  0.47357
1057,   0.6391, 0.458882
1058,   0.6391, 0.455103
1059,   0.6391, 0.462151
1060,   0.6391, 0.455238
1061,   0.6391, 0.457597
1062,   0.6391, 0.463158
1063,   0.6391, 0.463998
1064,   0.6391, 0.456106
1065,   0.6391, 0.459643
1066,   0.6391,  0.46303
1067,   0.6391, 0.466578
1068,   0.6391,  0.46196
1069,   0.6391, 0.463026
1070,   0.6391,  0.46599
1071,   0.6391, 0.462986
1072,   0.6391, 0.470293
1073,   0.6391, 0.468783
1074,   0.6391, 0.472237
1075,   0.6391, 0.466676
1076,   0.6391, 0.468645
1077,   0.6391, 0.469254
1078,   0.6391, 0.467983
1079,   0.6391,  0.46803
1080,   0.6391, 0.463639
1081,   0.6391, 0.461216
1082,   0.6391, 0.465195
1083,   0.6391, 0.471876
1084,   0.6391, 0.468919
1085,   0.6391, 0.468492
1086,   0.6391,  0.47101
1087,   0.6391, 0.477553
1088,   0.6391, 0.470549
1089,   0.6391, 0.470315
1090,   0.6391, 0.474436
1091,   0.6391, 0.478619
1092,   0.6391, 0.468904
1093,   0.6391, 0.467999
1094,   0.6391,  0.46698
1095,   0.6391, 0.467596
1096,   0.6391, 0.469831
1097,   0.6391, 0.472438
1098,   0.6391, 0.476389
1099,   0.6391, 0.472946
1100,   0.6391, 0.472689
1101,   0.6391, 0.467097
1102,   0.6391, 0.454862
1103,   0.6391, 0.464004
1104,   0.6391, 0.470026
1105,   0.6391, 0.469459
1106,   0.6423, 0.464839
1107,   0.6423, 0.466696
1108,   0.6423, 0.469929
1109,   0.6423, 0.470527
1110,   0.6423, 0.468731
1111,   0.6423, 0.465066
1112,   0.6423, 0.471817
1113,   0.6423, 0.469025
1114,   0.6423, 0.469301
1115,   0.6423, 0.470941
1116,   0.6423, 0.473942
1117,   0.6423, 0.475381
1118,   0.6423, 0.468668
1119,   0.6423, 0.468143
1120,   0.6423, 0.467534
1121,   0.6423, 0.472795
1122,   0.6423, 0.477817
1123,   0.6423, 0.466339
1124,   0.6423, 0.464218
1125,   0.6423, 0.460812
1126,   0.6423, 0.466969
1127,   0.6423,  0.46588
1128,   0.6423, 0.468556
1129,   0.6423, 0.466471
1130,   0.6423, 0.472039
1131,   0.6423, 0.465899
1132,   0.6423, 0.467492
1133,   0.6423, 0.464629
1134,   0.6423, 0.465868
1135,   0.6423, 0.468311
1136,   0.6423, 0.467444
1137,   0.6423, 0.466579
1138,   0.6423, 0.468107
1139,   0.6423, 0.466852
1140,   0.6423, 0.465118
1141,   0.6423, 0.469148
1142,   0.6423, 0.468024
1143,   0.6423,  0.47645
1144,   0.6423, 0.476864
1145,   0.6423, 0.471976
1146,   0.6423, 0.472641
1147,   0.6423, 0.470635
1148,   0.6423, 0.464981
1149,   0.6423, 0.463811
1150,   0.6423, 0.464516
1151,   0.6423, 0.466449
1152,   0.6423, 0.469912
1153,   0.6423, 0.470428
1154,   0.6423, 0.461043
1155,   0.6423, 0.470096
1156,   0.6423, 0.476696
1157,   0.6423, 0.470472
1158,   0.6423, 0.473121
1159,   0.6423, 0.465859
1160,   0.6423,  0.46558
1161,   0.6423, 0.468939
1162,   0.6423, 0.483055
1163,   0.6423, 0.472858
1164,   0.6423, 0.468343
1165,   0.6423, 0.472568
1166,   0.6423, 0.470191
1167,   0.6423, 0.466276
1168,   0.6423,  0.45899
1169,   0.6423, 0.465499
1170,   0.6423, 0.466278
1171,   0.6423, 0.466568
1172,   0.6423, 0.462084
1173,   0.6423,   0.4606
1174,   0.6423,  0.46991
1175,   0.6423, 0.472656
1176,   0.6423, 0.471459
1177,   0.6423, 0.473012
1178,   0.6423, 0.467054
1179,   0.6423, 0.467352
1180,   0.6423, 0.466683
1181,   0.6423, 0.472239
1182,   0.6423, 0.472912
1183,   0.6423, 0.466842
1184,   0.6423, 0.466075
1185,   0.6423, 0.466941
1186,   0.6423, 0.464437
1187,   0.6423, 0.465333
1188,   0.6423, 0.460473
1189,   0.6423, 0.460481
1190,   0.6423, 0.459494
1191,   0.6423, 0.470767
1192,   0.6423, 0.466257
1193,   0.6423, 0.469818
1194,   0.6423, 0.471799
1195,   0.6423, 0.460223
1196,   0.6423, 0.460679
1197,   0.6423, 0.457032
1198,   0.6423, 0.461375
1199,   0.6423, 0.462676
1200,   0.6423, 0.462569
1201,   0.6423, 0.460601
1202,   0.6423, 0.462499
1203,   0.6423,  0.45797
1204,   0.6423, 0.468117
1205,   0.6423,  0.47611
1206,   0.6423, 0.484425
1207,   0.6423,  0.48232
1208,   0.6423, 0.485526
1209,   0.6423, 0.486743
1210,   0.6423, 0.485792
1211,   0.6423, 0.479037
1212,   0.6423, 0.480545
1213,   0.6423, 0.478911
1214,   0.6423, 0.476222
1215,   0.6423, 0.472798
1216,   0.6423,  0.47092
1217,   0.6423, 0.474851
1218,   0.6423, 0.477132
1219,   0.6423, 0.479371
1220,   0.6423, 0.466693
1221,   0.6423, 0.462716
1222,   0.6423, 0.466451
1223,   0.6423, 0.473416
1224,   0.6423, 0.468069
1225,   0.6423, 0.469492
1226,   0.6423, 0.473628
1227,   0.6423, 0.475648
1228,   0.6423, 0.469692
1229,   0.6423, 0.475441
1230,   0.6423, 0.473822
1231,   0.6423, 0.471934
1232,   0.6423, 0.472857
1233,   0.6423, 0.475463
1234,   0.6423, 0.472963
1235,   0.6423, 0.479111
1236,   0.6423, 0.468628
1237,   0.6423, 0.460699
1238,   0.6423, 0.468083
1239,   0.6423, 0.461427
1240,   0.6423, 0.462041
1241,   0.6423, 0.462063
1242,   0.6423, 0.460676
1243,   0.6423, 0.470099
1244,   0.6423, 0.465227
1245,   0.6423, 0.465528
1246,   0.6423, 0.468133
1247,   0.6423, 0.474357
1248,   0.6423, 0.471833
1249,   0.6423, 0.472447
1250,   0.6423, 0.472291
1251,   0.6423, 0.470739
1252,   0.6423, 0.470392
1253,   0.6423, 0.465615
1254,   0.6423, 0.471063
1255,   0.6423, 0.468365
1256,   0.6423, 0.469856
1257,   0.6423,  0.47528
1258,   0.6423, 0.473528
1259,   0.6423, 0.471375
1260,   0.6423, 0.471173
1261,   0.6423, 0.471043
1262,   0.6423, 0.472506
1263,   0.6423, 0.467395
1264,   0.6423, 0.471883
1265,   0.6423, 0.466083
1266,   0.6423, 0.463209
1267,   0.6423,  0.46601
1268,   0.6423, 0.470149
1269,   0.6423, 0.463632
1270,   0.6423, 0.462283
1271,   0.6423, 0.469664
1272,   0.6423, 0.458447
1273,   0.6423, 0.458641
1274,   0.6423, 0.465871
1275,   0.6438, 0.471997
1276,   0.6438, 0.470648
1277,   0.6439, 0.473532
1278,   0.6439, 0.475925
1279,   0.6439, 0.481332
1280,   0.6439, 0.477989
1281,   0.6439,  0.47499
1282,   0.6439, 0.471002
1283,   0.6439, 0.474843
1284,   0.6439, 0.477564
1285,   0.6439, 0.474351
1286,   0.6439, 0.473816
1287,   0.6439, 0.475993
1288,   0.6439,   0.4724
1289,   0.6439, 0.466487
1290,   0.6439, 0.469361
1291,   0.6439, 0.470516
1292,   0.6439, 0.474534
1293,   0.6439, 0.473576
1294,   0.6439,  0.46678
1295,   0.6439,  0.46839
1296,   0.6439, 0.469582
1297,   0.6439, 0.477106
1298,   0.6439, 0.478145
1299,   0.6439, 0.460835
1300,   0.6439, 0.461646
1301,   0.6439, 0.461144
1302,   0.6439, 0.465774
1303,   0.6439, 0.471189
1304,   0.6439, 0.475349
1305,   0.6439, 0.478603
1306,   0.6439, 0.479835
1307,   0.6439, 0.478609
1308,   0.6439, 0.479882
1309,   0.6439, 0.475553
1310,   0.6439, 0.473579
1311,   0.6439,  0.46982
1312,   0.6439, 0.464197
1313,   0.6439,  0.46594
1314,   0.6439, 0.470256
1315,   0.6439, 0.468382
1316,   0.6439, 0.471146
1317,   0.6439,  0.47197
1318,   0.6439, 0.464758
1319,   0.6439, 0.473637
1320,   0.6439, 0.469463
1321,   0.6439, 0.473644
1322,   0.6439, 0.473384
1323,   0.6439,   0.4728
1324,   0.6439,  0.47449
1325,   0.6439, 0.472167
1326,   0.6439, 0.474946
1327,   0.6439, 0.483595
1328,   0.6439, 0.487216
1329,   0.6439, 0.479724
1330,   0.6439, 0.475852
1331,   0.6439, 0.468154
1332,   0.6439, 0.482435
1333,   0.6439, 0.474229
1334,   0.6439, 0.472533
1335,   0.6439, 0.474362
1336,   0.6439, 0.472944
1337,   0.6439, 0.469443
1338,   0.6439, 0.467494
1339,   0.6439, 0.474363
1340,   0.6439, 0.470587
1341,   0.6439, 0.472492
1342,   0.6439, 0.469341
1343,   0.6439, 0.463923
1344,   0.6439, 0.468065
1345,   0.6439,  0.46673
1346,   0.6439, 0.464648
1347,   0.6439, 0.472147
1348,   0.6439, 0.471483
1349,   0.6439, 0.472932
1350,   0.6439, 0.470832
1351,   0.6439, 0.477233
1352,   0.6439, 0.483232
1353,   0.6439, 0.480389
1354,   0.6439, 0.488062
1355,   0.6439, 0.479139
1356,   0.6439,  0.49075
1357,   0.6439, 0.482689
1358,   0.6439, 0.479061
1359,   0.6439, 0.474557
1360,   0.6439, 0.472205
1361,   0.6439, 0.471861
1362,   0.6439, 0.474319
1363,   0.6439, 0.470685
1364,   0.6439, 0.470039
1365,   0.6439,  0.46422
1366,   0.6439, 0.464427
1367,   0.6439,  0.46415
1368,   0.6439,  0.45461
1369,   0.6439, 0.464525
1370,   0.6439, 0.459618
1371,   0.6439, 0.464968
1372,   0.6439, 0.468702
1373,   0.6439, 0.475533
1374,   0.6439, 0.478841
1375,   0.6439, 0.481577
1376,   0.6439, 0.482732
1377,   0.6439, 0.481828
1378,   0.6439, 0.480479
1379,   0.6439, 0.474095
1380,   0.6439, 0.473714
1381,   0.6439, 0.472753
1382,   0.6439, 0.471522
1383,   0.6439, 0.467169
1384,   0.6439, 0.470284
1385,   0.6439, 0.469557
1386,   0.6439, 0.467893
1387,   0.6439, 0.463955
1388,   0.6439, 0.463603
1389,   0.6439, 0.467702
1390,   0.6439, 0.472786
1391,   0.6439, 0.467059
1392,   0.6439,  0.46488
1393,   0.6439,  0.46064
1394,   0.6439, 0.456887
1395,   0.6439, 0.460194
1396,   0.6439, 0.464441
1397,   0.6439, 0.472159
1398,   0.6439,  0.46945
1399,   0.6439, 0.469258
1400,   0.6439, 0.470283
1401,   0.6439, 0.471922
1402,   0.6443, 0.470209
1403,   0.6443, 0.464622
1404,   0.6443, 0.467174
1405,   0.6443, 0.476844
1406,   0.6443, 0.479535
1407,   0.6443, 0.473317
1408,   0.6443, 0.476335
1409,   0.6453,  0.47292
1410,   0.6453, 0.471873
1411,   0.6453, 0.469804
1412,   0.6453, 0.462143
1413,   0.6453, 0.463773
1414,   0.6453, 0.467295
1415,   0.6453,  0.46582
1416,   0.6453, 0.460806
1417,   0.6453, 0.461988
1418,   0.6453, 0.467923
1419,   0.6453, 0.474074
1420,   0.6453,  0.47193
1421,   0.6453, 0.469912
1422,   0.6453, 0.469721
1423,   0.6453, 0.468458
1424,   0.6453, 0.467477
1425,   0.6453, 0.460355
1426,   0.6453, 0.465543
1427,   0.6453, 0.463457
1428,   0.6453, 0.466887
1429,   0.6453, 0.465836
1430,   0.6453, 0.465954
1431,   0.6453, 0.466535
1432,   0.6453,  0.47059
1433,   0.6453, 0.466782
1434,   0.6453, 0.462427
1435,   0.6453,  0.46966
1436,   0.6453, 0.469999
1437,   0.6453,  0.47205
1438,   0.6453, 0.469094
1439,   0.6453, 0.468453
1440,   0.6453, 0.476314
1441,   0.6453, 0.477435
1442,   0.6453, 0.471806
1443,   0.6453, 0.480015
1444,   0.6453, 0.476251
1445,   0.6453, 0.479866
1446,   0.6453, 0.477479
1447,   0.6453, 0.470396
1448,   0.6453, 0.466832
1449,   0.6453, 0.475192
1450,   0.6453, 0.467852
1451,   0.6453, 0.474395
1452,   0.6453, 0.473188
1453,   0.6453, 0.474788
1454,   0.6453, 0.479666
1455,   0.6453, 0.479474
1456,   0.6453, 0.472209
1457,   0.6453, 0.470637
1458,   0.6453, 0.469332
1459,   0.6453, 0.470569
1460,   0.6453, 0.466085
1461,   0.6453, 0.472387
1462,   0.6453, 0.470498
1463,   0.6453, 0.466559
1464,   0.6453, 0.473148
1465,   0.6453,  0.47168
1466,   0.6453, 0.468295
1467,   0.6453, 0.467896
1468,   0.6453, 0.466515
1469,   0.6453, 0.475236
1470,   0.6453, 0.476956
1471,   0.6453, 0.479024
1472,   0.6453,  0.47502
1473,   0.6453, 0.468017
1474,   0.6453, 0.472062
1475,   0.6453, 0.479915
1476,   0.6453,  0.47869
1477,   0.6453, 0.473876
1478,   0.6453, 0.467306
1479,   0.6453, 0.466428
1480,   0.6453, 0.468735
1481,   0.6453, 0.469191
1482,   0.6453, 0.465813
1483,   0.6453,  0.46336
1484,   0.6453, 0.461884
1485,   0.6453, 0.463163
1486,   0.6453, 0.471117
1487,   0.6453, 0.476831
1488,   0.6453, 0.474644
1489,   0.6453, 0.470912
1490,   0.6453, 0.472735
1491,   0.6453, 0.478052
1492,   0.6453, 0.477181
1493,   0.6453, 0.480379
1494,   0.6453,  0.47789
1495,   0.6453, 0.475428
1496,   0.6453, 0.471894
1497,   0.6453, 0.469673
1498,   0.6453, 0.471911
1499,   0.6453, 0.466502
1500,   0.6453, 0.472477
1501,   0.6453, 0.480646
1502,   0.6453, 0.482166
1503,   0.6453, 0.484129
1504,   0.6453, 0.487531
1505,   0.6453, 0.483494
1506,   0.6453, 0.482795
1507,   0.6453, 0.474187
1508,   0.6453,  0.48252
1509,   0.6453, 0.481248
1510,   0.6453, 0.481584
1511,   0.6453, 0.480007
1512,   0.6453, 0.481429
1513,   0.6453, 0.479424
1514,   0.6453, 0.476468
1515,   0.6453, 0.475309
1516,   0.6453, 0.472958
1517,   0.6453, 0.468727
1518,   0.6453, 0.465364
1519,   0.6453, 0.465545
1520,   0.6453,  0.47014
1521,   0.6453, 0.467517
1522,   0.6453, 0.462389
1523,   0.6453,  0.46032
1524,   0.6453,  0.46038
1525,   0.6458, 0.456717
1526,   0.6458, 0.466879
1527,   0.6458,  0.46639
1528,   0.6458, 0.463324
1529,   0.6458, 0.470691
1530,   0.6458, 0.470833
1531,   0.6458, 0.473705
1532,   0.6458, 0.477773
1533,   0.6458,    0.478
1534,   0.6458, 0.465495
1535,   0.6458, 0.467638
1536,   0.6458, 0.471143
1537,   0.6458, 0.476453
1538,   0.6458, 0.473512
1539,   0.6458, 0.477975
1540,   0.6458, 0.477592
1541,   0.6458, 0.474445
1542,   0.6458, 0.473222
1543,   0.6458, 0.471135
1544,   0.6458, 0.469701
1545,   0.6458, 0.474331
1546,   0.6458, 0.467721
1547,   0.6458, 0.468336
1548,   0.6458, 0.473895
1549,   0.6458, 0.481433
1550,   0.6458, 0.481247
1551,   0.6458, 0.482569
1552,   0.6458,  0.47513
1553,   0.6458, 0.480015
1554,   0.6458, 0.477145
1555,   0.6458, 0.474505
1556,   0.6458, 0.473797
1557,   0.6458, 0.473496
1558,   0.6458, 0.469902
1559,   0.6458,  0.46826
1560,   0.6458, 0.470196
1561,   0.6458, 0.473372
1562,   0.6458, 0.466841
1563,   0.6458, 0.466484
1564,   0.6458, 0.470547
1565,   0.6458, 0.457814
1566,   0.6458, 0.459643
1567,   0.6458, 0.470204
1568,   0.6458, 0.471198
1569,   0.6458,  0.47071
1570,   0.6458, 0.473658
1571,   0.6458, 0.477879
1572,   0.6458, 0.479385
1573,   0.6458, 0.471829
1574,   0.6458, 0.459754
1575,   0.6458, 0.467152
1576,   0.6458,  0.47506
1577,   0.6458, 0.477271
1578,   0.6458, 0.473927
1579,   0.6458, 0.469231
1580,   0.6458,  0.46957
1581,   0.6458, 0.464714
1582,   0.6458,   0.4654
1583,   0.6458, 0.457746
1584,   0.6458, 0.466089
1585,   0.6458, 0.465586
1586,   0.6458, 0.470531
1587,   0.6467, 0.472848
1588,   0.6467, 0.470503
1589,   0.6467, 0.464636
1590,   0.6467, 0.474773
1591,   0.6467, 0.473549
1592,   0.6467, 0.471921
1593,   0.6467, 0.471266
1594,   0.6467, 0.467961
1595,   0.6467, 0.467604
1596,   0.6467, 0.470497
1597,   0.6467, 0.477174
1598,   0.6467, 0.471109
1599,   0.6467, 0.471377
1600,   0.6467,  0.47493
1601,   0.6467, 0.469954
1602,   0.6467, 0.469751
1603,   0.6467, 0.468058
1604,   0.6467, 0.474579
1605,   0.6467, 0.472246
1606,   0.6467, 0.469535
1607,   0.6467, 0.471222
1608,   0.6467, 0.473056
1609,   0.6467, 0.473866
1610,   0.6467, 0.476101
1611,   0.6467, 0.478499
1612,   0.6467, 0.479798
1613,   0.6467, 0.480041
1614,   0.6467, 0.471994
1615,   0.6467, 0.475572
1616,   0.6467, 0.478136
1617,   0.6467, 0.477854
1618,   0.6467, 0.473238
1619,   0.6467, 0.479535
1620,   0.6467, 0.482749
1621,   0.6467, 0.479808
1622,   0.6467, 0.474232
1623,   0.6467, 0.467178
1624,   0.6467, 0.466966
1625,   0.6467,  0.46507
1626,   0.6467, 0.467146
1627,   0.6467, 0.469648
1628,   0.6467, 0.476517
1629,   0.6484, 0.474244
1630,   0.6484, 0.474248
1631,   0.6484, 0.477122
1632,   0.6484, 0.475203
1633,   0.6484, 0.477033
1634,   0.6484, 0.475653
1635,   0.6484, 0.475662
1636,   0.6484, 0.469861
1637,   0.6484, 0.476229
1638,   0.6484, 0.475003
1639,   0.6484, 0.476967
1640,   0.6484, 0.478967
1641,   0.6484, 0.474713
1642,   0.6484, 0.471203
1643,   0.6484, 0.475374
1644,   0.6484, 0.482186
1645,   0.6484, 0.482216
1646,   0.6484, 0.486276
1647,   0.6484, 0.482269
1648,   0.6484, 0.478869
1649,   0.6484, 0.474937
1650,   0.6484, 0.474397
1651,   0.6484, 0.469643
1652,   0.6484, 0.469431
1653,   0.6484, 0.465261
1654,   0.6484, 0.469734
1655,   0.6484, 0.473955
1656,   0.6484,  0.47491
1657,   0.6484, 0.482766
1658,   0.6484, 0.479001
1659,   0.6484, 0.479858
1660,   0.6484,  0.47991
1661,   0.6484, 0.480105
1662,   0.6484, 0.477324
1663,   0.6484,   0.4746
1664,   0.6484, 0.467922
1665,   0.6484, 0.471147
1666,   0.6484, 0.472858
1667,   0.6484, 0.467166
1668,   0.6484, 0.470161
1669,   0.6484, 0.480682
1670,   0.6484, 0.479565
1671,   0.6484, 0.478782
1672,   0.6484, 0.476905
1673,   0.6484, 0.487349
1674,   0.6484, 0.484644
1675,   0.6484, 0.478963
1676,   0.6484, 0.475432
1677,   0.6484, 0.474383
1678,   0.6484, 0.468898
1679,   0.6484, 0.471535
1680,   0.6484, 0.466203
1681,   0.6484, 0.473326
1682,   0.6484, 0.472258
1683,   0.6484, 0.470093
1684,   0.6484,  0.46525
1685,   0.6484, 0.456865
1686,   0.6484, 0.458708
1687,   0.6484, 0.466609
1688,   0.6484, 0.467516
1689,   0.6484, 0.465652
1690,   0.6484, 0.474999
1691,   0.6484, 0.471231
1692,   0.6484,  0.47095
1693,   0.6484, 0.469354
1694,   0.6484, 0.475694
1695,   0.6484,  0.46211
1696,   0.6484, 0.466895
1697,   0.6484, 0.457729
1698,   0.6484,  0.45862
1699,   0.6484, 0.467714
1700,   0.6484, 0.474678
1701,   0.6484, 0.477641
1702,   0.6484, 0.478851
1703,   0.6484, 0.472554
1704,   0.6484, 0.469425
1705,   0.6484, 0.470899
1706,   0.6484, 0.473911
1707,   0.6484, 0.476365
1708,   0.6486, 0.477065
1709,   0.6486, 0.467617
1710,   0.6486,  0.47215
1711,   0.6486, 0.472211
1712,   0.6486, 0.468229
1713,   0.6486, 0.468655
1714,   0.6486, 0.467758
1715,   0.6486, 0.473063
1716,   0.6486, 0.470561
1717,   0.6486, 0.472091
1718,   0.6486, 0.481804
1719,   0.6486, 0.480143
1720,   0.6486, 0.479919
1721,   0.6486, 0.485792
1722,    0.649, 0.484372
1723,    0.649, 0.486093
1724,    0.649, 0.479552
1725,    0.649, 0.477457
1726,    0.649, 0.474038
1727,    0.649, 0.474281
1728,    0.649, 0.480508
1729,    0.649, 0.484747
1730,    0.649, 0.479527
1731,    0.649, 0.477013
1732,    0.649,  0.47465
1733,    0.649, 0.471851
1734,    0.649, 0.473242
1735,    0.649, 0.476144
1736,    0.649, 0.472208
1737,    0.649, 0.468234
1738,    0.649, 0.464717
1739,    0.649, 0.467166
1740,    0.649,  0.47308
1741,    0.649, 0.473166
1742,    0.649, 0.472492
1743,    0.649, 0.477955
1744,    0.649, 0.468313
1745,    0.649, 0.469437
1746,    0.649, 0.473776
1747,    0.649, 0.471484
1748,    0.649, 0.481886
1749,    0.649,  0.47808
1750,    0.649, 0.474409
1751,   0.6496, 0.477636
1752,   0.6496, 0.475712
1753,   0.6496, 0.467185
1754,   0.6496, 0.471622
1755,   0.6496, 0.472482
1756,   0.6507, 0.468608
1757,   0.6507, 0.473963
1758,   0.6507, 0.479917
1759,   0.6507, 0.474136
1760,   0.6507, 0.469631
1761,   0.6507, 0.472154
1762,   0.6507, 0.475264
1763,   0.6507, 0.483157
1764,   0.6507,  0.47771
1765,   0.6507, 0.472982
1766,   0.6507, 0.484609
1767,   0.6507, 0.480785
1768,   0.6507, 0.473459
1769,   0.6507, 0.475739
1770,   0.6507,  0.47682
1771,   0.6507, 0.477481
1772,   0.6507, 0.482424
1773,   0.6507, 0.480012
1774,   0.6507, 0.477589
1775,   0.6507, 0.473786
1776,   0.6507, 0.478301
1777,   0.6507, 0.476274
1778,   0.6507, 0.478107
1779,   0.6507, 0.472333
1780,   0.6507, 0.475226
1781,   0.6507, 0.477108
1782,   0.6507, 0.480004
1783,   0.6527, 0.478667
1784,   0.6527, 0.482409
1785,   0.6527, 0.477491
1786,   0.6527, 0.477157
1787,   0.6527, 0.479755
1788,   0.6527, 0.481411
1789,   0.6527, 0.473367
1790,   0.6527,  0.47529
1791,   0.6527, 0.472535
1792,   0.6531, 0.471811
1793,   0.6531, 0.473828
1794,   0.6531,  0.47573
1795,   0.6531, 0.479382
1796,   0.6531, 0.489041
1797,   0.6531, 0.493767
1798,   0.6531, 0.494803
1799,   0.6531, 0.493985
1800,   0.6531, 0.486677
1801,   0.6531, 0.485375
1802,   0.6531, 0.482468
1803,   0.6531, 0.490674
1804,   0.6531, 0.489322
1805,   0.6531, 0.488592
1806,   0.6531, 0.488394
1807,   0.6531,  0.48959
1808,   0.6531, 0.488874
1809,   0.6531, 0.484449
1810,   0.6531, 0.486977
1811,   0.6531, 0.483496
1812,   0.6531, 0.485191
1813,   0.6531, 0.480971
1814,   0.6531, 0.472227
1815,   0.6531, 0.473567
1816,   0.6531, 0.475021
1817,   0.6531, 0.468856
1818,   0.6569, 0.465555
1819,   0.6569, 0.472793
1820,   0.6569,  0.47735
1821,   0.6569, 0.478979
1822,   0.6569, 0.478811
1823,   0.6569, 0.479652
1824,   0.6569, 0.479866
1825,   0.6569, 0.482897
1826,   0.6569, 0.486032
1827,   0.6569, 0.476701
1828,   0.6569, 0.476432
1829,   0.6569, 0.484619
1830,   0.6569, 0.481909
1831,   0.6569, 0.475771
1832,   0.6569, 0.479853
1833,   0.6569, 0.477221
1834,   0.6569, 0.483757
1835,   0.6569, 0.478593
1836,   0.6569, 0.470885
1837,   0.6569, 0.477094
1838,   0.6569, 0.476218
1839,   0.6569, 0.476828
1840,   0.6569, 0.476231
1841,   0.6569, 0.476524
1842,   0.6569, 0.474061
1843,   0.6569, 0.471134
1844,   0.6569, 0.471644
1845,   0.6569, 0.475334
1846,   0.6569, 0.472651
1847,   0.6569, 0.480461
1848,   0.6569, 0.487433
1849,   0.6569, 0.486322
1850,   0.6569, 0.481536
1851,   0.6569, 0.478948
1852,   0.6569, 0.477554
1853,   0.6592, 0.471857
1854,   0.6592, 0.476074
1855,   0.6592, 0.477105
1856,   0.6592, 0.479824
1857,   0.6592, 0.488153
1858,   0.6592, 0.489615
1859,   0.6592,  0.48601
1860,   0.6592, 0.492667
