gen, roulette_ternary_twopoint_best, roulette_ternary_twopoint_ave
 933,   0.6864, 0.480058
 934,   0.6864, 0.485254
 935,   0.6864, 0.484103
 936,   0.6864, 0.487698
 937,   0.6864, 0.488145
 938,   0.6864, 0.483985
 939,   0.6864, 0.487269
 940,   0.6864, 0.481833
 941,   0.6864, 0.479893
 942,   0.6864, 0.481686
 943,   0.6864,  0.48128
 944,   0.6864, 0.475479
 945,   0.6864, 0.473245
 946,   0.6864, 0.476584
 947,   0.6864, 0.483104
 948,   0.6864, 0.485502
 949,   0.6864, 0.483887
 950,   0.6864,  0.46895
 951,   0.6864, 0.468802
 952,   0.6864, 0.466462
 953,   0.6864, 0.466409
 954,   0.6864, 0.466476
 955,   0.6864, 0.463873
 956,   0.6864,  0.46871
 957,   0.6864, 0.473042
 958,   0.6864,   0.4661
 959,   0.6864,  0.47495
 960,   0.6864, 0.479274
 961,   0.6864, 0.484942
 962,    0.688, 0.488986
 963,    0.688, 0.484612
 964,    0.688,  0.49089
 965,    0.688,  0.49117
 966,    0.688, 0.486363
 967,    0.688,  0.48364
 968,    0.688, 0.480854
 969,    0.688, 0.476668
 970,    0.688, 0.474711
 971,    0.688, 0.479134
 972,    0.688, 0.469901
 973,    0.688, 0.461883
 974,    0.688, 0.462456
 975,    0.688, 0.471868
 976,    0.688, 0.478002
 977,    0.688, 0.474143
 978,    0.688, 0.474986
 979,    0.688, 0.470974
 980,    0.688, 0.472128
 981,    0.688, 0.463864
 982,    0.688,  0.46278
 983,    0.688, 0.475394
 984,    0.688,  0.47589
 985,    0.688, 0.480964
 986,    0.688, 0.477867
 987,    0.688, 0.473929
 988,    0.688, 0.484975
 989,    0.688, 0.486095
 990,    0.688, 0.487856
 991,    0.688, 0.482121
 992,    0.688, 0.489345
 993,    0.688, 0.482238
 994,    0.688, 0.483669
 995,    0.688, 0.482367
 996,    0.688, 0.481726
 997,    0.688, 0.471661
 998,    0.688, 0.476644
 999,    0.688,  0.47304
1000,    0.688, 0.470201
1001,    0.688, 0.477508
1002,    0.688, 0.482332
1003,    0.688, 0.483928
1004,    0.688, 0.485555
1005,    0.688, 0.484127
1006,    0.688, 0.486464
1007,    0.688, 0.481543
1008,    0.688, 0.482054
1009,    0.688, 0.478452
1010,   0.6887, 0.486925
1011,   0.6887, 0.489015
1012,   0.6887, 0.490921
1013,   0.6887, 0.495081
1014,   0.6887,  0.49173
1015,   0.6887, 0.495379
1016,   0.6887, 0.495055
1017,   0.6887, 0.499264
1018,   0.6887, 0.485212
1019,   0.6887, 0.496794
1020,   0.6887, 0.495873
1021,   0.6887, 0.491606
1022,   0.6887,  0.49292
1023,   0.6887, 0.489024
1024,   0.6887, 0.479872
1025,   0.6887, 0.478124
1026,   0.6887,  0.48253
1027,   0.6887, 0.481825
1028,   0.6887, 0.478117
1029,   0.6887, 0.477877
1030,   0.6887, 0.478411
1031,   0.6887, 0.486772
1032,   0.6887, 0.486372
1033,   0.6887, 0.486358
1034,   0.6887, 0.485162
1035,   0.6887, 0.477878
1036,   0.6887,  0.48074
1037,   0.6887, 0.479594
1038,   0.6887, 0.485386
1039,   0.6887, 0.489401
1040,   0.6887, 0.480357
1041,   0.6887, 0.480013
1042,   0.6887, 0.478175
1043,   0.6887, 0.486079
1044,   0.6887, 0.476121
1045,   0.6887,  0.48358
1046,   0.6887, 0.470822
1047,   0.6887, 0.479053
1048,   0.6887, 0.473305
1049,   0.6887, 0.476594
1050,   0.6887, 0.477009
1051,   0.6887,  0.47617
1052,   0.6887, 0.477906
1053,   0.6887, 0.473766
1054,   0.6887,  0.47957
1055,   0.6887, 0.473886
1056,   0.6887, 0.479983
1057,   0.6887, 0.481078
1058,   0.6887, 0.485118
1059,   0.6887, 0.485168
1060,   0.6887,  0.47451
1061,   0.6936, 0.473395
1062,   0.6936, 0.482004
1063,   0.6936, 0.482392
1064,   0.6936, 0.478877
1065,   0.6936, 0.470772
1066,   0.6936, 0.474858
1067,   0.6936, 0.480558
1068,   0.6936, 0.479423
1069,   0.6936, 0.489584
1070,   0.6936, 0.489554
1071,   0.6936, 0.490435
1072,   0.6936, 0.491489
1073,   0.6936, 0.488541
1074,   0.6936,  0.48336
1075,   0.6936, 0.479987
1076,   0.6936, 0.480868
1077,   0.6936, 0.484057
1078,   0.6936, 0.477664
1079,   0.6936, 0.483086
1080,   0.6936, 0.478983
1081,   0.6936, 0.470351
1082,   0.6936, 0.467569
1083,   0.6936, 0.469635
1084,   0.6936, 0.471419
1085,   0.6936, 0.470055
1086,   0.6936, 0.473929
1087,   0.6936, 0.468895
1088,   0.6936, 0.463261
1089,   0.6936, 0.461252
1090,   0.6936, 0.464447
1091,   0.6936, 0.465891
1092,   0.6936, 0.489107
1093,   0.6936, 0.486791
1094,   0.6936, 0.482697
1095,   0.6936, 0.474292
1096,   0.6936, 0.472937
1097,   0.6936, 0.460982
1098,   0.6936, 0.462536
1099,   0.6936, 0.463529
1100,   0.6936, 0.470065
1101,   0.6936,  0.47712
1102,   0.6936, 0.485467
1103,   0.6936, 0.481679
1104,   0.6936, 0.480452
1105,   0.6936, 0.482666
1106,   0.6936, 0.485429
1107,   0.6936, 0.489487
1108,   0.6936, 0.488651
1109,   0.6936, 0.483681
1110,   0.6936, 0.477027
1111,   0.6936,  0.47504
1112,   0.6936, 0.473873
1113,   0.6936, 0.472623
1114,   0.6936,  0.47377
1115,   0.6936, 0.471214
1116,   0.6936, 0.475941
1117,   0.6936, 0.480473
1118,   0.6936, 0.472812
1119,   0.6936, 0.477549
1120,   0.6936, 0.478458
1121,   0.6936, 0.481102
1122,   0.6936, 0.486608
1123,   0.6936, 0.490754
1124,   0.6936, 0.486684
1125,   0.6936, 0.483813
1126,   0.6936, 0.481181
1127,   0.6936,  0.48158
1128,   0.6936, 0.489274
1129,   0.6936,  0.47839
1130,   0.6936, 0.482577
1131,   0.6988, 0.492377
1132,   0.6988, 0.482297
1133,   0.6988, 0.489303
1134,   0.6988, 0.479179
1135,   0.6988, 0.481937
1136,   0.6988,  0.48561
1137,   0.6988, 0.482553
1138,   0.6988, 0.483205
1139,   0.6988, 0.483462
1140,   0.6988,  0.48479
1141,   0.6988, 0.484575
1142,   0.6988, 0.477578
1143,   0.6988,  0.47499
1144,   0.6988, 0.474849
1145,   0.6988,  0.47392
1146,   0.6988, 0.481532
1147,   0.6988, 0.479757
1148,   0.6988, 0.483837
1149,   0.6988, 0.486411
1150,   0.6988, 0.473186
1151,   0.6988, 0.472902
1152,   0.6988, 0.482756
1153,   0.6988,  0.49046
1154,   0.6988, 0.494204
1155,   0.6988, 0.496863
1156,   0.6988, 0.492404
1157,   0.6988, 0.488047
1158,   0.6988, 0.480446
1159,   0.6988,  0.48477
1160,   0.6988, 0.478162
1161,   0.6988, 0.482126
1162,   0.6988, 0.493685
1163,   0.6988, 0.491743
1164,   0.6988, 0.492817
1165,   0.6988, 0.498812
1166,   0.6988, 0.486617
1167,   0.6988, 0.483558
1168,   0.7018, 0.490126
1169,   0.7018, 0.488835
1170,   0.7018, 0.496485
1171,   0.7018, 0.488261
1172,   0.7018,  0.49332
1173,   0.7018, 0.493026
1174,   0.7041, 0.488732
1175,   0.7041,  0.48922
1176,   0.7041, 0.486938
1177,   0.7041, 0.484989
1178,   0.7041,  0.48513
1179,   0.7041, 0.481241
1180,   0.7041,  0.47071
1181,   0.7041, 0.476786
1182,   0.7041, 0.482503
1183,   0.7041, 0.494028
1184,   0.7041, 0.492815
1185,   0.7041, 0.487265
1186,   0.7041, 0.490133
1187,   0.7041, 0.490912
1188,   0.7041,  0.49364
1189,   0.7041, 0.492621
1190,   0.7041, 0.491567
1191,   0.7041, 0.498877
1192,   0.7041, 0.503415
1193,   0.7041, 0.499956
1194,   0.7041, 0.495108
1195,   0.7146, 0.501347
1196,   0.7146, 0.494497
1197,   0.7146, 0.494194
1198,   0.7146, 0.488407
1199,   0.7146, 0.493166
1200,   0.7146, 0.491057
1201,   0.7146, 0.484819
1202,   0.7146, 0.487388
1203,   0.7146, 0.484434
1204,   0.7146, 0.486944
1205,   0.7146, 0.484586
1206,   0.7146, 0.488396
1207,   0.7146, 0.489018
1208,   0.7146, 0.490086
1209,   0.7146, 0.493302
1210,   0.7146, 0.491987
1211,   0.7146, 0.488936
1212,   0.7146, 0.488309
1213,   0.7146, 0.486136
1214,   0.7146, 0.482993
1215,   0.7146, 0.482633
1216,   0.7146, 0.481671
1217,   0.7146, 0.483773
1218,   0.7146, 0.489343
1219,   0.7146, 0.489768
1220,   0.7146, 0.486198
1221,   0.7146, 0.485783
1222,   0.7146, 0.487805
1223,   0.7146, 0.481246
1224,   0.7146, 0.484515
1225,   0.7146, 0.485895
1226,   0.7146, 0.487532
1227,   0.7146, 0.492082
1228,   0.7146, 0.488272
1229,   0.7146, 0.488416
1230,   0.7146, 0.483605
1231,   0.7146, 0.493506
1232,   0.7146, 0.495425
1233,   0.7146, 0.496402
1234,   0.7146, 0.493083
1235,   0.7146, 0.493389
1236,   0.7146, 0.493378
1237,   0.7146, 0.493502
1238,   0.7146, 0.490989
1239,   0.7146, 0.499357
1240,   0.7146, 0.503014
1241,   0.7146, 0.500909
1242,   0.7146, 0.489741
1243,   0.7146, 0.485308
1244,   0.7146, 0.488475
1245,   0.7146, 0.491098
1246,   0.7146, 0.491873
1247,   0.7146, 0.482513
1248,   0.7146, 0.486599
1249,   0.7146, 0.489655
1250,   0.7146, 0.484187
1251,   0.7146, 0.484794
1252,   0.7146,  0.48949
1253,   0.7146, 0.490216
1254,   0.7146, 0.495436
1255,   0.7146, 0.496345
1256,   0.7146, 0.500819
1257,   0.7146, 0.499474
1258,   0.7146, 0.497464
1259,   0.7146, 0.492002
1260,   0.7146, 0.493481
1261,   0.7146,  0.48422
1262,   0.7146, 0.491432
1263,   0.7146, 0.488095
1264,   0.7146, 0.488608
1265,   0.7146, 0.494876
1266,   0.7146, 0.490476
1267,   0.7146,  0.49275
1268,   0.7146, 0.483742
1269,   0.7146, 0.485969
1270,   0.7146, 0.487222
1271,   0.7146, 0.488121
1272,   0.7146, 0.494316
1273,   0.7146, 0.494733
1274,   0.7146,  0.49823
1275,   0.7146, 0.494802
1276,   0.7146, 0.495463
1277,   0.7146,  0.49614
1278,   0.7146, 0.492932
1279,   0.7146, 0.488712
1280,   0.7146,  0.49066
1281,   0.7146, 0.487028
1282,   0.7146, 0.488591
1283,   0.7146, 0.480186
1284,   0.7146, 0.486371
1285,   0.7146, 0.488598
1286,   0.7146, 0.491305
1287,   0.7146, 0.488465
1288,   0.7146, 0.493084
1289,   0.7146, 0.493234
1290,   0.7146, 0.494999
1291,   0.7146, 0.487027
1292,   0.7146, 0.493468
1293,   0.7146, 0.500906
1294,   0.7146, 0.495989
1295,   0.7146, 0.490785
1296,   0.7146, 0.491834
1297,   0.7146, 0.493105
1298,   0.7146, 0.490865
1299,   0.7146, 0.492858
1300,   0.7146, 0.493771
1301,   0.7146,  0.49522
1302,   0.7146, 0.492133
1303,   0.7146, 0.494021
1304,   0.7146, 0.491591
1305,   0.7146, 0.492638
1306,   0.7146, 0.492482
1307,   0.7174, 0.494371
1308,   0.7174,  0.49286
1309,   0.7174,  0.49081
1310,   0.7174, 0.490916
1311,   0.7174, 0.483236
1312,   0.7174,   0.4875
1313,   0.7174, 0.489522
1314,   0.7174, 0.495793
1315,   0.7174, 0.498035
1316,   0.7174, 0.493067
1317,   0.7174, 0.488614
1318,   0.7174, 0.492396
1319,   0.7174, 0.490432
1320,   0.7174, 0.487476
1321,   0.7174, 0.488991
1322,   0.7174, 0.497013
1323,   0.7174, 0.497277
1324,   0.7174, 0.487934
1325,   0.7174, 0.492481
1326,   0.7174, 0.491471
1327,   0.7174, 0.489323
1328,   0.7174, 0.483545
1329,   0.7174, 0.481854
1330,   0.7174, 0.482976
1331,   0.7174,  0.48543
1332,   0.7174, 0.491654
1333,   0.7174,  0.48861
1334,   0.7174, 0.492904
1335,   0.7174, 0.500364
1336,   0.7174, 0.496936
1337,   0.7174, 0.490934
1338,   0.7174, 0.490429
1339,   0.7174, 0.495317
1340,   0.7174, 0.500247
1341,   0.7174, 0.497804
1342,   0.7174, 0.497713
1343,   0.7174, 0.488025
1344,   0.7174, 0.491946
1345,   0.7174, 0.491632
1346,   0.7174, 0.481315
1347,   0.7174, 0.482785
1348,   0.7174, 0.489256
1349,   0.7174, 0.486591
1350,   0.7174, 0.491875
1351,   0.7174,  0.49869
1352,   0.7174, 0.506295
1353,   0.7174, 0.501261
1354,   0.7174, 0.510648
1355,   0.7174, 0.503923
1356,   0.7174, 0.507932
1357,   0.7174, 0.506484
1358,   0.7174, 0.504825
1359,   0.7174, 0.504791
1360,   0.7174, 0.502237
1361,   0.7174, 0.495098
1362,   0.7174, 0.499615
1363,   0.7174, 0.501081
1364,   0.7174, 0.497117
1365,   0.7174, 0.500366
1366,   0.7174, 0.495917
1367,   0.7174, 0.495735
1368,   0.7174, 0.497612
1369,   0.7174, 0.489627
1370,   0.7174, 0.484631
1371,   0.7174, 0.490924
1372,   0.7174, 0.487213
1373,   0.7174, 0.486683
1374,   0.7174, 0.487837
1375,   0.7174, 0.485143
1376,   0.7174, 0.490627
1377,   0.7174, 0.496291
1378,   0.7174, 0.498679
1379,   0.7174,  0.50422
1380,   0.7174, 0.497784
1381,   0.7174, 0.499908
1382,   0.7174, 0.498771
1383,   0.7174, 0.495661
1384,   0.7174, 0.495731
1385,   0.7174, 0.493757
1386,   0.7174, 0.499747
1387,   0.7174, 0.506747
1388,   0.7174, 0.507157
1389,   0.7174, 0.503604
1390,   0.7174, 0.504229
1391,   0.7174, 0.499431
1392,   0.7174, 0.493926
1393,   0.7174, 0.493003
1394,   0.7174, 0.490508
1395,   0.7174,  0.48332
1396,   0.7174, 0.484292
1397,   0.7174, 0.487757
1398,   0.7174, 0.492972
1399,   0.7174, 0.484238
1400,   0.7174, 0.489448
1401,   0.7174, 0.495062
1402,   0.7174, 0.499366
1403,   0.7174, 0.500703
1404,   0.7174, 0.504947
1405,   0.7174, 0.502964
1406,   0.7174, 0.501628
1407,   0.7174, 0.492159
1408,   0.7174, 0.490056
1409,   0.7174, 0.488941
1410,   0.7174, 0.495258
1411,   0.7174, 0.496652
1412,   0.7174, 0.507627
1413,   0.7174, 0.506134
1414,   0.7174, 0.505567
1415,   0.7177, 0.507358
1416,   0.7177, 0.502631
1417,   0.7177,  0.49317
1418,   0.7177, 0.502055
1419,   0.7177, 0.492887
1420,   0.7177, 0.495307
1421,   0.7177, 0.496749
1422,   0.7177, 0.495053
1423,   0.7177, 0.494635
1424,   0.7177, 0.493961
1425,   0.7177, 0.498038
1426,   0.7177, 0.498641
1427,   0.7177, 0.491591
1428,   0.7177,  0.49578
1429,   0.7177, 0.497381
1430,   0.7177, 0.494914
1431,   0.7177, 0.493239
1432,   0.7177, 0.491405
1433,   0.7177, 0.504996
1434,   0.7177, 0.505118
1435,   0.7177, 0.497717
1436,   0.7177, 0.494288
1437,   0.7177, 0.492598
1438,   0.7177, 0.491031
1439,   0.7177, 0.502383
1440,   0.7177, 0.501122
1441,   0.7177, 0.503681
1442,   0.7177, 0.499421
1443,   0.7177, 0.496178
1444,   0.7177, 0.487498
1445,   0.7177, 0.495765
1446,   0.7177,  0.49381
1447,   0.7177, 0.494797
1448,   0.7177,  0.49344
1449,   0.7177, 0.491589
1450,   0.7177, 0.499976
1451,   0.7177,  0.49736
1452,   0.7177, 0.502612
1453,   0.7177, 0.496976
1454,   0.7177, 0.488929
1455,   0.7177, 0.490179
1456,   0.7177, 0.489544
1457,   0.7177, 0.497017
1458,   0.7177,  0.50146
1459,   0.7177, 0.498786
1460,   0.7177, 0.497997
1461,   0.7177,  0.50716
1462,   0.7177, 0.504125
1463,   0.7177, 0.499737
1464,   0.7177, 0.498298
1465,   0.7177, 0.498791
1466,   0.7177, 0.500438
1467,   0.7177, 0.496666
1468,   0.7177, 0.499757
1469,   0.7177,  0.49898
1470,   0.7177, 0.498008
1471,   0.7177, 0.491863
1472,   0.7177, 0.496687
1473,   0.7177, 0.481098
1474,   0.7177, 0.480172
1475,   0.7177, 0.494274
1476,   0.7177, 0.491565
1477,   0.7177, 0.487945
1478,   0.7177, 0.490147
1479,   0.7177, 0.493176
1480,   0.7177, 0.496837
1481,   0.7177, 0.493616
1482,   0.7177, 0.487274
1483,   0.7177, 0.485221
1484,   0.7177, 0.492088
1485,   0.7177, 0.495868
1486,   0.7177, 0.505806
1487,   0.7177, 0.503492
1488,   0.7177, 0.501534
1489,   0.7177, 0.498888
1490,   0.7177, 0.499142
1491,   0.7177,  0.50399
1492,   0.7177, 0.491286
1493,   0.7177, 0.493494
1494,   0.7177,  0.49753
1495,   0.7177, 0.499294
1496,   0.7177, 0.507437
1497,   0.7177, 0.505641
1498,   0.7177, 0.511665
1499,   0.7177, 0.504721
1500,   0.7177, 0.503005
1501,   0.7177, 0.507941
1502,   0.7177,  0.50181
1503,   0.7177, 0.499821
1504,   0.7177,  0.50119
1505,   0.7177, 0.511489
1506,   0.7177, 0.498378
1507,   0.7177, 0.500635
1508,   0.7177, 0.497791
1509,   0.7177, 0.489206
1510,   0.7177, 0.492361
1511,   0.7177, 0.492786
1512,   0.7188, 0.490505
1513,   0.7188, 0.493473
1514,   0.7188,  0.49708
1515,   0.7188, 0.503382
1516,   0.7188, 0.500044
1517,   0.7188,  0.50522
1518,   0.7188, 0.497127
1519,   0.7188, 0.501632
1520,   0.7188,  0.49904
1521,   0.7188, 0.505986
1522,   0.7188, 0.505537
1523,   0.7188, 0.501312
1524,   0.7188, 0.502342
1525,   0.7188, 0.508624
1526,   0.7188, 0.509378
1527,   0.7188, 0.503429
1528,   0.7188, 0.506035
1529,   0.7188, 0.507468
1530,   0.7188, 0.507703
1531,   0.7188, 0.514455
1532,   0.7188, 0.505329
1533,   0.7188, 0.508317
1534,   0.7188, 0.503043
1535,   0.7188, 0.515124
1536,   0.7188, 0.509272
1537,   0.7188, 0.508539
1538,   0.7188, 0.501197
1539,   0.7188, 0.500989
1540,   0.7188, 0.504938
1541,   0.7188, 0.502196
1542,   0.7188, 0.505384
1543,   0.7188, 0.515165
1544,   0.7188, 0.509493
1545,   0.7188, 0.516333
1546,   0.7188, 0.513857
1547,   0.7188, 0.512321
1548,   0.7188, 0.520209
1549,   0.7188, 0.513788
1550,   0.7188, 0.505377
1551,   0.7188, 0.505728
1552,   0.7188, 0.508293
1553,   0.7188, 0.512313
1554,   0.7188, 0.511186
1555,   0.7188, 0.505658
1556,   0.7188, 0.500975
1557,   0.7188, 0.495954
1558,   0.7188, 0.491819
1559,   0.7188, 0.486104
1560,   0.7188, 0.483927
1561,   0.7188, 0.484791
1562,   0.7188, 0.483019
1563,   0.7188, 0.487689
1564,   0.7188, 0.494653
1565,   0.7188, 0.486603
1566,   0.7188, 0.485241
1567,   0.7193, 0.491621
1568,   0.7193,   0.4962
1569,   0.7193, 0.502604
1570,   0.7193, 0.504144
1571,   0.7193, 0.508789
1572,   0.7193, 0.506202
1573,   0.7193, 0.501136
1574,   0.7193, 0.498316
1575,   0.7193, 0.502026
1576,   0.7193, 0.501771
1577,   0.7193, 0.500926
1578,   0.7193, 0.506911
1579,   0.7193, 0.515319
1580,   0.7193, 0.511854
1581,   0.7193, 0.511497
1582,   0.7193, 0.502129
1583,   0.7193, 0.498469
1584,   0.7193, 0.493596
1585,   0.7193, 0.499468
1586,   0.7193, 0.499536
1587,   0.7193, 0.496381
1588,   0.7193, 0.502988
1589,   0.7193, 0.506374
1590,   0.7193, 0.510626
1591,   0.7193, 0.510499
1592,   0.7193, 0.512454
1593,   0.7193, 0.507313
1594,   0.7193, 0.509785
1595,   0.7193, 0.510002
1596,   0.7193, 0.504698
1597,   0.7193, 0.503982
1598,   0.7193, 0.514471
1599,   0.7193, 0.509791
1600,   0.7193, 0.510704
1601,   0.7193, 0.510589
1602,   0.7193, 0.509717
1603,   0.7193, 0.506102
1604,   0.7193, 0.505211
1605,   0.7198,  0.50729
1606,   0.7198, 0.505274
1607,   0.7206,  0.51157
1608,   0.7206, 0.514762
1609,   0.7206, 0.514988
1610,   0.7206, 0.511055
1611,   0.7206, 0.507849
1612,   0.7206, 0.499951
1613,   0.7206, 0.503335
1614,   0.7206, 0.499647
1615,   0.7206, 0.492459
1616,   0.7206, 0.497308
1617,   0.7206, 0.497591
1618,   0.7206, 0.498341
1619,   0.7206, 0.496634
1620,   0.7206,  0.49558
1621,   0.7206, 0.492309
1622,   0.7206, 0.498265
1623,   0.7206, 0.491884
1624,   0.7206, 0.495811
1625,   0.7206, 0.494654
1626,   0.7206,  0.50276
1627,   0.7206, 0.501172
1628,   0.7206, 0.507194
1629,   0.7206, 0.505765
1630,   0.7206, 0.505702
1631,   0.7224, 0.501939
1632,   0.7224, 0.510112
1633,   0.7224, 0.510291
1634,   0.7224, 0.518575
1635,   0.7224, 0.517737
1636,   0.7224, 0.516634
1637,   0.7224, 0.513934
1638,   0.7224, 0.514933
1639,   0.7224, 0.515138
1640,   0.7224, 0.510481
1641,   0.7224, 0.513118
1642,   0.7224, 0.516815
1643,   0.7224, 0.516801
1644,   0.7224, 0.502078
1645,   0.7224, 0.510034
1646,   0.7224, 0.513973
1647,   0.7224, 0.510669
1648,   0.7224, 0.510819
1649,   0.7224, 0.506622
1650,   0.7224,  0.50797
1651,   0.7224, 0.507887
1652,   0.7224, 0.502005
1653,   0.7224, 0.505017
1654,   0.7224, 0.503009
1655,   0.7224, 0.501669
1656,   0.7224, 0.506368
1657,   0.7224,  0.51052
1658,   0.7224, 0.508153
1659,   0.7224, 0.512706
1660,   0.7224, 0.512035
1661,   0.7224, 0.509976
1662,   0.7224, 0.511091
1663,   0.7224, 0.509609
1664,   0.7224, 0.504067
1665,   0.7224, 0.500381
1666,   0.7224, 0.494351
1667,   0.7224, 0.494779
1668,   0.7224, 0.506459
1669,   0.7224, 0.507998
1670,   0.7224, 0.505688
1671,   0.7224, 0.507103
1672,   0.7224, 0.502433
1673,   0.7224, 0.500098
1674,   0.7224, 0.501964
1675,   0.7224, 0.504161
1676,   0.7224, 0.497497
1677,   0.7224, 0.504592
1678,   0.7224, 0.507422
1679,   0.7224, 0.504571
1680,   0.7224, 0.506993
1681,   0.7224,  0.50877
1682,   0.7224,  0.50683
1683,   0.7224, 0.505091
1684,   0.7224, 0.507128
1685,   0.7224, 0.502981
1686,   0.7224, 0.506358
1687,   0.7224, 0.502094
1688,   0.7224, 0.505612
1689,   0.7224, 0.495622
1690,   0.7224, 0.500144
1691,   0.7224, 0.485185
1692,   0.7224, 0.484425
1693,   0.7224, 0.496244
1694,   0.7224, 0.495758
1695,   0.7224, 0.496871
1696,   0.7224, 0.502817
1697,   0.7224, 0.501381
1698,   0.7224, 0.495059
1699,   0.7224, 0.505055
1700,   0.7224, 0.509412
1701,   0.7224, 0.505739
1702,   0.7224, 0.509874
1703,   0.7224, 0.510303
1704,   0.7224, 0.510399
1705,   0.7224, 0.512958
1706,   0.7224, 0.510704
1707,   0.7224, 0.501903
1708,   0.7224, 0.495038
1709,   0.7234, 0.504762
1710,   0.7234,  0.50922
1711,   0.7234, 0.502375
1712,   0.7234, 0.506246
1713,   0.7234, 0.508831
1714,   0.7234, 0.508857
1715,   0.7234, 0.506822
1716,   0.7234, 0.507657
1717,   0.7234, 0.500859
1718,   0.7234, 0.499856
1719,   0.7234,  0.49084
1720,   0.7234, 0.498111
1721,   0.7234, 0.492193
1722,   0.7234,  0.49733
1723,   0.7234, 0.503005
1724,   0.7234, 0.501674
1725,   0.7234, 0.495855
1726,   0.7234, 0.502626
1727,   0.7234, 0.501853
1728,   0.7234, 0.501078
1729,   0.7234, 0.502596
1730,   0.7234, 0.507599
1731,   0.7234, 0.502792
1732,   0.7234, 0.500938
1733,   0.7234, 0.500638
1734,   0.7234, 0.494459
1735,   0.7234, 0.502679
1736,   0.7234, 0.505619
1737,   0.7234, 0.504051
1738,   0.7234, 0.508292
1739,   0.7234,  0.50815
1740,   0.7234, 0.514084
1741,   0.7234, 0.503741
1742,   0.7234, 0.495696
1743,   0.7234, 0.498418
1744,   0.7234, 0.498834
1745,   0.7234, 0.503542
1746,   0.7234, 0.500255
1747,   0.7234, 0.497909
1748,   0.7234, 0.502654
1749,   0.7234, 0.499308
1750,   0.7234, 0.504411
1751,   0.7234, 0.501577
1752,   0.7234, 0.497367
1753,   0.7234, 0.502732
1754,   0.7234,  0.49762
1755,   0.7234, 0.506863
1756,   0.7234, 0.504438
1757,   0.7234,  0.49287
1758,   0.7234, 0.510512
1759,   0.7234, 0.501962
1760,   0.7234, 0.509251
1761,   0.7234, 0.499146
1762,   0.7234, 0.499713
1763,   0.7234, 0.497112
1764,   0.7234, 0.492996
1765,   0.7234, 0.498886
1766,   0.7234, 0.498403
1767,   0.7234, 0.498711
1768,   0.7234, 0.492574
1769,   0.7234, 0.490404
1770,   0.7234, 0.499069
1771,   0.7234, 0.486221
1772,   0.7234, 0.488538
1773,   0.7234, 0.494162
1774,   0.7234, 0.493097
1775,   0.7234, 0.487432
1776,   0.7234, 0.486726
1777,   0.7234, 0.491189
1778,   0.7234, 0.494242
1779,   0.7234, 0.498706
1780,   0.7234, 0.497576
1781,   0.7234, 0.493172
1782,   0.7234, 0.494594
1783,   0.7234, 0.493302
1784,   0.7234, 0.503803
1785,   0.7234, 0.512817
1786,   0.7234, 0.514637
1787,   0.7234, 0.509878
1788,   0.7234, 0.494416
1789,   0.7234, 0.496018
1790,   0.7234,  0.50214
1791,   0.7234, 0.499858
1792,   0.7234, 0.495901
1793,   0.7234, 0.490539
1794,   0.7234,  0.49389
1795,   0.7234, 0.494878
1796,   0.7234, 0.501204
1797,   0.7234, 0.502736
1798,   0.7234, 0.507285
1799,   0.7234,  0.51123
1800,   0.7234,  0.51386
1801,   0.7234, 0.509907
1802,   0.7234, 0.506983
1803,   0.7234,  0.50771
1804,   0.7234, 0.500491
1805,   0.7234, 0.495988
1806,   0.7234, 0.504825
1807,   0.7234, 0.503896
1808,   0.7234, 0.505894
1809,   0.7234,  0.51059
1810,   0.7234, 0.505002
1811,   0.7234, 0.497444
1812,   0.7234, 0.501716
1813,   0.7234, 0.505827
1814,   0.7256, 0.501273
1815,   0.7256, 0.502993
1816,   0.7256, 0.499377
1817,   0.7256, 0.507759
1818,   0.7256, 0.505626
1819,   0.7256, 0.503043
1820,   0.7256, 0.508333
1821,   0.7256, 0.502401
1822,   0.7256,  0.50471
1823,   0.7256, 0.496484
1824,   0.7256, 0.494656
1825,   0.7256,  0.49667
1826,   0.7256, 0.491681
1827,   0.7256, 0.493679
1828,   0.7256, 0.496909
1829,   0.7256, 0.496751
1830,   0.7256, 0.502804
1831,   0.7256, 0.500486
1832,   0.7256, 0.497943
1833,   0.7256,  0.50672
1834,   0.7256, 0.503518
1835,   0.7256, 0.510223
1836,   0.7256, 0.503755
1837,   0.7256, 0.505374
1838,   0.7256, 0.502703
1839,   0.7256, 0.515026
1840,   0.7256, 0.512025
1841,   0.7256, 0.511147
1842,   0.7256,  0.50865
1843,   0.7256, 0.500605
1844,   0.7256, 0.494339
1845,   0.7256, 0.504237
1846,   0.7256, 0.503032
1847,   0.7256, 0.500552
1848,   0.7256, 0.498222
1849,   0.7256, 0.492487
1850,   0.7256, 0.494779
1851,   0.7256, 0.500629
1852,   0.7256,  0.50303
1853,   0.7256, 0.502567
1854,   0.7256, 0.498028
1855,   0.7256, 0.506186
1856,   0.7256, 0.504265
1857,   0.7256,  0.50387
1858,   0.7256,  0.49589
1859,   0.7256, 0.495268
1860,   0.7256, 0.497665
1861,   0.7256, 0.498935
1862,   0.7256, 0.496148
1863,   0.7256,  0.49797
1864,   0.7256, 0.503853
1865,   0.7256, 0.503537
1866,   0.7256, 0.500851
