gen, roulette_ternary_twopoint_best, roulette_ternary_twopoint_ave
1867,   0.7256, 0.500226
1868,   0.7256, 0.504973
1869,   0.7256, 0.494827
1870,   0.7256, 0.492941
1871,   0.7256, 0.491989
1872,   0.7256, 0.494218
1873,   0.7256, 0.506297
1874,   0.7256, 0.495621
1875,   0.7256,  0.50067
1876,   0.7256, 0.503652
1877,   0.7256, 0.508703
1878,   0.7256, 0.505434
1879,   0.7256, 0.500523
1880,   0.7256, 0.501115
1881,   0.7256, 0.494771
1882,   0.7256, 0.490977
1883,   0.7256, 0.498699
1884,   0.7256, 0.499264
1885,   0.7256, 0.501983
1886,   0.7256, 0.507774
1887,   0.7256, 0.506808
1888,   0.7256,  0.50998
1889,   0.7256, 0.507416
1890,   0.7256,  0.51212
1891,   0.7256, 0.511571
1892,   0.7256, 0.503554
1893,   0.7256, 0.498536
1894,   0.7256, 0.499492
1895,   0.7267,  0.50058
1896,   0.7267,  0.49962
1897,   0.7267, 0.493045
1898,   0.7267, 0.504337
1899,   0.7267, 0.499706
1900,   0.7267, 0.505445
1901,   0.7267, 0.496491
1902,   0.7267, 0.499524
1903,   0.7267, 0.501554
1904,   0.7267, 0.503769
1905,   0.7267, 0.497938
1906,   0.7267, 0.505824
1907,   0.7267, 0.503236
1908,   0.7267, 0.506691
1909,   0.7267, 0.503989
1910,   0.7267, 0.498573
1911,   0.7267, 0.496807
1912,   0.7267, 0.499248
1913,   0.7267, 0.502036
1914,   0.7267, 0.501297
1915,   0.7267, 0.504683
1916,   0.7267, 0.505858
1917,   0.7267,  0.49479
1918,   0.7267, 0.501373
1919,   0.7267, 0.500007
1920,   0.7267, 0.485021
1921,   0.7267, 0.483823
1922,   0.7267, 0.493559
1923,   0.7267, 0.501999
1924,   0.7267, 0.500644
1925,   0.7267, 0.505955
1926,   0.7267, 0.501084
1927,   0.7267, 0.501538
1928,   0.7267, 0.500766
1929,   0.7267, 0.488401
1930,   0.7267, 0.480857
1931,   0.7267, 0.485766
1932,   0.7267, 0.472739
1933,   0.7267, 0.475861
1934,   0.7267, 0.481079
1935,   0.7267, 0.480847
1936,   0.7267, 0.485062
1937,   0.7267, 0.479535
1938,   0.7267, 0.498691
1939,   0.7267, 0.498479
1940,   0.7267, 0.496478
1941,   0.7267, 0.501041
1942,   0.7267, 0.493495
1943,   0.7267, 0.486728
1944,   0.7267, 0.499084
1945,   0.7267,  0.48422
1946,   0.7267, 0.488285
1947,   0.7267, 0.483097
1948,   0.7267, 0.486185
1949,   0.7267, 0.486206
1950,   0.7267, 0.491407
1951,   0.7267, 0.498217
1952,   0.7267, 0.506986
1953,   0.7267, 0.502746
1954,   0.7267, 0.499808
1955,   0.7267, 0.502164
1956,   0.7267, 0.499497
1957,   0.7267, 0.500347
1958,   0.7267, 0.504111
1959,   0.7267, 0.501206
1960,   0.7267, 0.488586
1961,   0.7267, 0.490909
1962,   0.7267, 0.497975
1963,   0.7267, 0.499996
1964,   0.7267, 0.503866
1965,   0.7267, 0.503127
1966,   0.7267, 0.506525
1967,   0.7267, 0.509257
1968,   0.7267,  0.50662
1969,   0.7267, 0.499186
1970,   0.7267,  0.49747
1971,   0.7267, 0.490337
1972,   0.7267, 0.488188
1973,   0.7267,  0.49098
1974,   0.7267,  0.49026
1975,   0.7267, 0.493511
1976,   0.7267, 0.494897
1977,   0.7267, 0.486194
1978,   0.7267, 0.486659
1979,   0.7267, 0.489938
1980,   0.7267, 0.490207
1981,   0.7267,  0.49365
1982,   0.7267, 0.496522
1983,   0.7267, 0.501684
1984,   0.7267, 0.500689
1985,   0.7267, 0.507529
1986,   0.7267, 0.501443
1987,   0.7267, 0.503405
1988,   0.7267, 0.507039
1989,   0.7267, 0.507937
1990,   0.7267, 0.499315
1991,   0.7267, 0.504431
1992,   0.7267, 0.502839
1993,   0.7267, 0.499552
1994,   0.7267, 0.502149
1995,   0.7267, 0.493969
1996,   0.7267,  0.49829
1997,   0.7267, 0.508709
1998,   0.7267, 0.516483
1999,   0.7267, 0.505189
2000,   0.7267, 0.503639
2001,   0.7267, 0.505995
2002,   0.7267, 0.502501
2003,   0.7267, 0.505647
2004,   0.7267, 0.507822
2005,   0.7267, 0.517705
2006,   0.7267, 0.507079
2007,   0.7274, 0.504943
2008,   0.7274, 0.495947
2009,   0.7274, 0.491542
2010,   0.7274, 0.495463
2011,   0.7274, 0.495854
2012,   0.7279, 0.505147
2013,   0.7279, 0.503302
2014,   0.7279, 0.499697
2015,   0.7279, 0.500642
2016,   0.7279, 0.492556
2017,   0.7279, 0.502558
2018,   0.7279,  0.50105
2019,   0.7279, 0.496378
2020,   0.7279, 0.492994
2021,   0.7279, 0.507081
2022,   0.7279, 0.499036
2023,   0.7279, 0.492118
2024,   0.7279, 0.496168
2025,   0.7279, 0.488098
2026,   0.7279, 0.492104
2027,   0.7279, 0.489834
2028,   0.7279, 0.484543
2029,   0.7279, 0.482904
2030,   0.7279, 0.488325
2031,   0.7279, 0.489909
2032,   0.7279, 0.495385
2033,   0.7279, 0.494134
2034,   0.7279,  0.49134
2035,   0.7279, 0.483824
2036,   0.7279, 0.486138
2037,   0.7279, 0.490579
2038,   0.7279, 0.492058
2039,   0.7279, 0.495392
2040,   0.7279, 0.499199
2041,   0.7279, 0.497746
2042,   0.7279, 0.497623
2043,   0.7279,  0.50263
2044,   0.7279,  0.49689
2045,   0.7279, 0.500052
2046,   0.7279, 0.501352
2047,   0.7279, 0.500076
2048,   0.7279, 0.505454
2049,   0.7279, 0.504057
2050,   0.7279, 0.503331
2051,   0.7279, 0.506933
2052,   0.7279, 0.506814
2053,   0.7279,   0.5004
2054,   0.7279, 0.502907
2055,   0.7279, 0.509128
2056,   0.7279, 0.502936
2057,   0.7279, 0.512309
2058,   0.7279, 0.503344
2059,   0.7279, 0.499087
2060,   0.7279, 0.501269
2061,   0.7279, 0.498319
2062,   0.7279, 0.503176
2063,   0.7279, 0.503808
2064,   0.7279, 0.505418
2065,   0.7279, 0.508878
2066,   0.7279, 0.497643
2067,   0.7279,  0.49526
2068,   0.7279, 0.492592
2069,   0.7279, 0.499864
2070,   0.7279, 0.488707
2071,   0.7279, 0.496727
2072,   0.7279, 0.489123
2073,   0.7279, 0.495262
2074,   0.7279, 0.488611
2075,   0.7279, 0.489327
2076,   0.7279, 0.491351
2077,   0.7279, 0.499793
2078,   0.7279, 0.494602
2079,   0.7279, 0.496201
2080,   0.7279, 0.489958
2081,   0.7279, 0.494852
2082,   0.7279, 0.500945
2083,   0.7279, 0.499819
2084,   0.7279, 0.496888
2085,   0.7279, 0.500713
2086,   0.7279, 0.501926
2087,   0.7279, 0.502589
2088,   0.7279, 0.501502
2089,   0.7279,  0.50107
2090,   0.7279, 0.501002
2091,   0.7279, 0.503724
2092,   0.7279,  0.49907
2093,   0.7279,  0.49941
2094,   0.7279, 0.503932
2095,   0.7279, 0.498571
2096,   0.7279,  0.50555
2097,   0.7279, 0.495537
2098,   0.7279, 0.502865
2099,   0.7279, 0.503356
2100,   0.7279, 0.504328
2101,   0.7279, 0.503901
2102,   0.7279, 0.504253
2103,   0.7279, 0.501782
2104,   0.7279, 0.505705
2105,   0.7314, 0.506018
2106,   0.7314,  0.50033
2107,   0.7314, 0.504194
2108,   0.7314, 0.506327
2109,   0.7314, 0.500995
2110,   0.7314, 0.501383
2111,   0.7314, 0.496418
2112,   0.7314, 0.497769
2113,   0.7314, 0.504056
2114,   0.7314, 0.499665
2115,   0.7314, 0.502038
2116,   0.7314, 0.517398
2117,   0.7314, 0.516199
2118,   0.7314, 0.514992
2119,   0.7314, 0.517327
2120,   0.7314, 0.511423
2121,   0.7314, 0.508217
2122,   0.7314, 0.513874
2123,   0.7314, 0.513728
2124,   0.7314, 0.504092
2125,   0.7314, 0.500834
2126,   0.7314, 0.496376
2127,   0.7314, 0.491037
2128,   0.7314, 0.487775
2129,   0.7314, 0.483756
2130,   0.7314, 0.493953
2131,   0.7314, 0.503727
2132,   0.7314, 0.511554
2133,   0.7314, 0.514349
2134,   0.7314, 0.514951
2135,   0.7314, 0.510006
2136,   0.7314, 0.501862
2137,   0.7314, 0.500616
2138,   0.7314, 0.497333
2139,   0.7314, 0.487882
2140,   0.7314, 0.483314
2141,   0.7314, 0.484347
2142,   0.7314, 0.484695
2143,   0.7314, 0.495128
2144,   0.7314, 0.497185
2145,   0.7314, 0.502711
2146,   0.7314, 0.503552
2147,   0.7314, 0.503973
2148,   0.7314, 0.501613
2149,   0.7314, 0.497292
2150,   0.7314, 0.487577
2151,   0.7314, 0.496474
2152,   0.7314, 0.491643
2153,   0.7314, 0.501828
2154,   0.7314, 0.501092
2155,   0.7314,  0.50194
2156,   0.7314, 0.514372
2157,   0.7314, 0.515152
2158,   0.7314, 0.513444
2159,   0.7314, 0.508058
2160,   0.7314, 0.513768
2161,   0.7314, 0.512178
2162,   0.7314, 0.503184
2163,   0.7314,  0.49846
2164,   0.7314, 0.494821
2165,   0.7314, 0.492188
2166,   0.7314, 0.502934
2167,   0.7314, 0.498064
2168,   0.7314, 0.496314
2169,   0.7314, 0.506186
2170,   0.7314, 0.506918
2171,   0.7314, 0.496061
2172,   0.7314, 0.504781
2173,   0.7314, 0.504282
2174,   0.7314, 0.499167
2175,   0.7314, 0.491486
2176,   0.7314, 0.504347
2177,   0.7314, 0.497335
2178,   0.7314,   0.4974
2179,   0.7314, 0.504672
2180,   0.7314, 0.502016
2181,   0.7314, 0.503612
2182,   0.7314, 0.506599
2183,   0.7314, 0.496922
2184,   0.7314, 0.499831
2185,   0.7314, 0.493906
2186,   0.7314, 0.498841
2187,   0.7314, 0.502888
2188,   0.7314, 0.499895
2189,   0.7314, 0.506669
2190,   0.7314, 0.508516
2191,   0.7314, 0.502387
2192,   0.7314, 0.494647
2193,   0.7314, 0.494037
2194,   0.7314, 0.490194
2195,   0.7314, 0.497813
2196,   0.7314, 0.513686
2197,   0.7314, 0.506576
2198,   0.7314, 0.509639
2199,   0.7314, 0.506736
2200,   0.7314, 0.508802
2201,   0.7314, 0.501631
2202,   0.7314, 0.493758
2203,   0.7314, 0.485647
2204,   0.7314, 0.501033
2205,   0.7314, 0.495497
2206,   0.7314, 0.500575
2207,   0.7314, 0.500709
2208,   0.7314, 0.506069
2209,   0.7314, 0.509433
2210,   0.7314, 0.501049
2211,   0.7314, 0.503578
2212,   0.7314, 0.502504
2213,   0.7314, 0.495208
2214,   0.7314, 0.498454
2215,   0.7314, 0.502077
2216,   0.7314, 0.504395
2217,   0.7314, 0.506905
2218,   0.7314,  0.50732
2219,   0.7314,  0.50518
2220,   0.7314, 0.501446
2221,   0.7314, 0.505184
2222,   0.7314, 0.503465
2223,   0.7314, 0.500548
2224,   0.7314, 0.507358
2225,   0.7314, 0.509649
2226,   0.7314, 0.501954
2227,   0.7314,  0.50524
2228,   0.7314, 0.499223
2229,   0.7314, 0.508595
2230,   0.7314, 0.508564
2231,   0.7314,  0.51523
2232,   0.7314, 0.509505
2233,   0.7314, 0.508535
2234,   0.7314, 0.509594
2235,   0.7314, 0.500069
2236,   0.7314, 0.497607
2237,   0.7314, 0.499581
2238,   0.7314,  0.49989
2239,   0.7314, 0.504926
2240,   0.7314, 0.505235
2241,   0.7314, 0.516195
2242,   0.7314, 0.513917
2243,   0.7314, 0.508689
2244,   0.7314, 0.508467
2245,   0.7314, 0.515925
2246,   0.7314, 0.513897
2247,   0.7314, 0.508268
2248,   0.7314,  0.50882
2249,   0.7314, 0.508735
2250,   0.7314, 0.511047
2251,   0.7314, 0.512707
2252,   0.7314, 0.509141
2253,   0.7314, 0.511205
2254,   0.7314, 0.511381
2255,   0.7314, 0.505972
2256,   0.7314, 0.499514
2257,   0.7314, 0.506033
2258,   0.7314, 0.499038
2259,   0.7314, 0.499541
2260,   0.7314, 0.500498
2261,   0.7314,  0.50356
2262,   0.7314, 0.509509
2263,   0.7314, 0.504098
2264,   0.7314,  0.50898
2265,   0.7314,  0.50406
2266,   0.7314, 0.497696
2267,   0.7314, 0.497888
2268,   0.7314, 0.504206
2269,   0.7314, 0.506657
2270,   0.7314, 0.507903
2271,   0.7314, 0.499173
2272,   0.7314, 0.497049
2273,   0.7314, 0.502009
2274,   0.7314, 0.507244
2275,   0.7314, 0.507213
2276,   0.7314, 0.513805
2277,   0.7314, 0.510167
2278,   0.7314, 0.518826
2279,   0.7314, 0.510674
2280,   0.7314, 0.504746
2281,   0.7314, 0.500422
2282,   0.7314, 0.501005
2283,   0.7314,  0.50355
2284,   0.7314, 0.494606
2285,   0.7314, 0.498809
2286,   0.7314, 0.498299
2287,   0.7314, 0.501258
2288,   0.7314, 0.502901
2289,   0.7314, 0.504584
2290,   0.7314,  0.50766
2291,   0.7314, 0.514604
2292,   0.7314, 0.518004
2293,   0.7314, 0.513147
2294,   0.7323, 0.518305
2295,   0.7323, 0.520074
2296,   0.7323, 0.515194
2297,   0.7323, 0.516559
2298,   0.7323, 0.515142
2299,   0.7323, 0.511392
2300,   0.7323, 0.507721
2301,   0.7323, 0.516397
2302,   0.7323, 0.517283
2303,   0.7323, 0.509115
2304,   0.7323, 0.505578
2305,   0.7323, 0.505368
2306,   0.7323, 0.498927
2307,   0.7323, 0.506401
2308,   0.7323,  0.50659
2309,   0.7323, 0.505306
2310,   0.7323, 0.499677
2311,   0.7323, 0.498889
2312,   0.7323, 0.507867
2313,   0.7323, 0.499905
2314,   0.7323,  0.50186
2315,   0.7323, 0.511236
2316,   0.7323, 0.511994
2317,   0.7323, 0.514493
2318,   0.7323, 0.512587
2319,   0.7323, 0.510514
2320,   0.7323, 0.510098
2321,   0.7323, 0.513851
2322,   0.7323, 0.516271
2323,   0.7323, 0.517024
2324,   0.7323, 0.519754
2325,   0.7323, 0.514678
2326,   0.7323, 0.507481
2327,   0.7323, 0.500584
2328,   0.7323,  0.50817
2329,   0.7323, 0.505696
2330,   0.7323, 0.511701
2331,   0.7323, 0.501657
2332,   0.7323, 0.502048
2333,   0.7323, 0.500444
2334,   0.7323, 0.500952
2335,   0.7323, 0.503364
2336,   0.7323, 0.512739
2337,   0.7323, 0.502674
2338,   0.7323, 0.501274
2339,   0.7323, 0.503691
2340,   0.7323,  0.51028
2341,   0.7323, 0.501359
2342,   0.7323, 0.499837
2343,   0.7323, 0.504008
2344,   0.7323, 0.503013
2345,   0.7323, 0.500638
2346,   0.7323, 0.496565
2347,   0.7323, 0.503388
2348,   0.7323, 0.497037
2349,   0.7323, 0.491561
2350,   0.7331, 0.482497
2351,   0.7331, 0.480603
2352,   0.7331, 0.483216
2353,   0.7331, 0.501815
2354,   0.7331,  0.50025
2355,   0.7331, 0.500137
2356,   0.7331, 0.495447
2357,   0.7331, 0.502545
2358,   0.7331, 0.499127
2359,   0.7331, 0.500287
2360,   0.7331, 0.509409
2361,   0.7331, 0.508735
2362,   0.7331, 0.502834
2363,   0.7331, 0.505597
2364,   0.7331, 0.503115
2365,   0.7331, 0.497281
2366,   0.7331, 0.499575
2367,   0.7331, 0.501793
2368,   0.7331, 0.519259
2369,   0.7331, 0.516619
2370,   0.7331, 0.516456
2371,   0.7331, 0.517865
2372,   0.7331, 0.516015
2373,   0.7331, 0.512371
2374,   0.7331, 0.511298
2375,   0.7331, 0.506542
2376,   0.7331, 0.512338
2377,   0.7331, 0.504463
2378,   0.7332, 0.495588
2379,   0.7332, 0.502234
2380,   0.7332,  0.50254
2381,   0.7332, 0.500197
2382,   0.7332, 0.496281
2383,   0.7361, 0.504251
2384,   0.7361, 0.499357
2385,   0.7361, 0.502554
2386,   0.7361, 0.503673
2387,   0.7361, 0.500901
2388,   0.7361, 0.514602
2389,   0.7361, 0.508595
2390,   0.7361,  0.50423
2391,   0.7361, 0.495463
2392,   0.7361,  0.49687
2393,   0.7361, 0.498309
2394,   0.7361, 0.501535
2395,   0.7361, 0.506342
2396,   0.7361, 0.510387
2397,   0.7361, 0.504077
2398,   0.7361, 0.504574
2399,   0.7361, 0.491239
2400,   0.7361, 0.492792
2401,   0.7361, 0.503931
2402,   0.7361, 0.503804
2403,   0.7361, 0.514427
2404,   0.7361, 0.515261
2405,   0.7361, 0.517583
2406,   0.7361, 0.510379
2407,   0.7361, 0.512447
2408,   0.7361,   0.5076
2409,   0.7361, 0.513092
2410,   0.7361, 0.513774
2411,   0.7361, 0.502381
2412,   0.7361, 0.493617
2413,   0.7361, 0.500259
2414,   0.7361, 0.500209
2415,   0.7361, 0.509553
2416,   0.7361, 0.512412
2417,   0.7361, 0.505105
2418,   0.7361, 0.501742
2419,   0.7361, 0.510255
2420,   0.7361,  0.51206
2421,   0.7361, 0.520476
2422,   0.7361, 0.512362
2423,   0.7361, 0.515118
2424,   0.7361, 0.510741
2425,   0.7361,  0.51438
2426,   0.7361, 0.507926
2427,   0.7361, 0.512357
2428,   0.7361, 0.510148
2429,   0.7361, 0.504893
2430,   0.7361, 0.499646
2431,   0.7361, 0.496888
2432,   0.7361, 0.499605
2433,   0.7361, 0.513818
2434,   0.7361, 0.521541
2435,   0.7361, 0.521114
2436,   0.7361,  0.50782
2437,   0.7361, 0.500908
2438,   0.7361, 0.498982
2439,   0.7361, 0.503848
2440,   0.7361, 0.520121
2441,   0.7361, 0.523009
2442,   0.7361, 0.522134
2443,   0.7361, 0.519875
2444,   0.7361, 0.513523
2445,   0.7361, 0.510948
2446,   0.7361, 0.515201
2447,   0.7361, 0.512905
2448,   0.7361, 0.520459
2449,   0.7361, 0.510177
2450,   0.7361, 0.510284
2451,   0.7361, 0.509891
2452,   0.7361, 0.510594
2453,   0.7361, 0.515098
2454,   0.7361, 0.518685
2455,   0.7361, 0.515413
2456,   0.7361, 0.512257
2457,   0.7361, 0.506953
2458,   0.7361, 0.509672
2459,    0.737, 0.507005
2460,    0.737, 0.508969
2461,    0.737, 0.506282
2462,    0.737, 0.505329
2463,    0.737, 0.508376
2464,    0.737, 0.509877
2465,    0.737, 0.514035
2466,    0.737, 0.517781
2467,    0.737, 0.512291
2468,    0.737, 0.513941
2469,    0.737, 0.517231
2470,    0.737, 0.513524
2471,    0.737, 0.520879
2472,    0.737, 0.522913
2473,    0.737, 0.514508
2474,    0.737, 0.510994
2475,    0.737, 0.496042
2476,    0.737, 0.497411
2477,    0.737, 0.497532
2478,    0.737, 0.501424
2479,    0.737, 0.505553
2480,    0.737, 0.508462
2481,    0.737, 0.516994
2482,    0.737, 0.517922
2483,    0.737, 0.510129
2484,    0.737, 0.504976
2485,   0.7401,  0.50103
2486,   0.7401, 0.506665
2487,   0.7401,  0.50148
2488,   0.7401, 0.509066
2489,   0.7401, 0.505623
2490,   0.7401, 0.511742
2491,   0.7401, 0.504001
2492,   0.7401,  0.49596
2493,   0.7401, 0.508483
2494,   0.7401, 0.503991
2495,   0.7401, 0.516614
2496,   0.7401, 0.516284
2497,   0.7401, 0.514422
2498,   0.7401, 0.507405
2499,   0.7401, 0.516266
2500,   0.7401, 0.526669
2501,   0.7401, 0.528286
2502,   0.7401, 0.524374
2503,   0.7401, 0.528302
2504,   0.7401, 0.518079
2505,   0.7401, 0.515769
2506,   0.7401, 0.516605
2507,   0.7401, 0.518711
2508,   0.7401, 0.517796
2509,   0.7401, 0.518927
2510,   0.7401,  0.51652
2511,   0.7401, 0.507356
2512,   0.7401,  0.50512
2513,   0.7401, 0.511534
2514,   0.7401, 0.505579
2515,   0.7401,  0.51129
2516,   0.7401, 0.501368
2517,   0.7401, 0.508458
2518,   0.7401, 0.500371
2519,   0.7401, 0.504786
2520,   0.7401, 0.507052
2521,   0.7401, 0.513341
2522,   0.7401, 0.509546
2523,   0.7401, 0.514337
2524,   0.7401, 0.513267
2525,   0.7401, 0.522722
2526,   0.7401, 0.522699
2527,   0.7401, 0.525025
2528,   0.7401, 0.516293
2529,   0.7401, 0.513193
2530,   0.7401,  0.50818
2531,   0.7401, 0.511969
2532,   0.7401, 0.499575
2533,   0.7401, 0.500342
2534,   0.7401, 0.502565
2535,   0.7401,   0.5054
2536,   0.7401, 0.499328
2537,   0.7401,  0.49857
2538,   0.7401, 0.506681
2539,   0.7401, 0.508785
2540,   0.7401, 0.507008
2541,   0.7401, 0.509975
2542,   0.7401, 0.512116
2543,   0.7401, 0.506524
2544,   0.7401, 0.502259
2545,   0.7401, 0.500804
2546,   0.7401, 0.511985
2547,   0.7401,  0.51129
2548,   0.7401, 0.515941
2549,   0.7401, 0.516934
2550,   0.7401, 0.520814
2551,   0.7401, 0.512891
2552,   0.7401, 0.506976
2553,   0.7401, 0.513605
2554,   0.7401, 0.510593
2555,   0.7401, 0.510591
2556,   0.7401, 0.505947
2557,   0.7401, 0.496922
2558,   0.7401, 0.500271
2559,   0.7401, 0.500251
2560,   0.7401,  0.49488
2561,   0.7401, 0.500427
2562,   0.7401, 0.502403
2563,   0.7401, 0.503298
2564,   0.7401, 0.499226
2565,   0.7401, 0.500601
2566,   0.7401, 0.512071
2567,   0.7401, 0.512874
2568,   0.7401, 0.508231
2569,   0.7401, 0.511864
2570,   0.7401,  0.50703
2571,   0.7401, 0.517238
2572,   0.7401, 0.524791
2573,   0.7401, 0.518062
2574,   0.7401, 0.508106
2575,   0.7401, 0.500282
2576,   0.7401, 0.506883
2577,   0.7401, 0.510216
2578,   0.7401, 0.505331
2579,   0.7401,  0.51125
2580,   0.7401, 0.516088
2581,   0.7401, 0.516566
2582,   0.7401, 0.507547
2583,   0.7401, 0.503198
2584,   0.7401, 0.496595
2585,   0.7401, 0.499441
2586,   0.7401, 0.496163
2587,   0.7401, 0.505675
2588,   0.7401, 0.513561
2589,   0.7401, 0.507712
2590,   0.7401, 0.510798
2591,   0.7401, 0.503666
2592,   0.7401, 0.507483
2593,   0.7401,  0.50701
2594,   0.7401, 0.519477
2595,   0.7401, 0.519808
2596,   0.7401, 0.518271
2597,   0.7401, 0.508724
2598,   0.7401, 0.506754
2599,   0.7401, 0.505905
2600,   0.7401, 0.496891
2601,   0.7401, 0.494598
2602,   0.7401,  0.49147
2603,   0.7401, 0.488934
2604,   0.7401, 0.485314
2605,   0.7401, 0.502691
2606,   0.7401, 0.508265
2607,   0.7401, 0.514518
2608,   0.7401,  0.51116
2609,   0.7401, 0.513567
2610,   0.7401, 0.510769
2611,   0.7401, 0.504791
2612,   0.7401, 0.510377
2613,   0.7401, 0.505598
2614,   0.7401, 0.511897
2615,   0.7401, 0.518535
2616,   0.7401, 0.515162
2617,   0.7401, 0.510521
2618,   0.7401, 0.497718
2619,   0.7401, 0.500724
2620,   0.7401, 0.506236
2621,   0.7401, 0.508616
2622,   0.7401, 0.502038
2623,   0.7401, 0.506463
2624,   0.7401, 0.507404
2625,   0.7408, 0.515274
2626,   0.7408, 0.512083
2627,   0.7408, 0.503356
2628,   0.7408, 0.498778
2629,   0.7408, 0.499643
2630,   0.7408, 0.498336
2631,   0.7408, 0.500153
2632,   0.7408, 0.502492
2633,   0.7408, 0.505376
2634,   0.7408, 0.501511
2635,   0.7408, 0.508413
2636,   0.7408, 0.506314
2637,   0.7408, 0.501265
2638,   0.7408, 0.507412
2639,   0.7408, 0.520252
2640,   0.7408, 0.518631
2641,   0.7408, 0.513482
2642,   0.7408, 0.519177
2643,   0.7408, 0.519135
2644,   0.7408, 0.519108
2645,   0.7408, 0.515127
2646,   0.7408, 0.510738
2647,   0.7408, 0.503246
2648,   0.7408, 0.511394
2649,   0.7408, 0.508089
2650,   0.7408, 0.511471
2651,   0.7408, 0.506105
2652,   0.7408, 0.508811
2653,   0.7408, 0.509012
2654,   0.7408,  0.50254
2655,   0.7408, 0.497251
2656,   0.7408, 0.503204
2657,   0.7408, 0.501046
2658,   0.7411, 0.494572
2659,   0.7411, 0.498748
2660,   0.7411, 0.504613
2661,   0.7411, 0.498036
2662,   0.7411, 0.496906
2663,   0.7411, 0.511205
2664,   0.7411, 0.515449
2665,   0.7411, 0.510231
2666,   0.7411, 0.508008
2667,   0.7411, 0.514857
2668,   0.7411, 0.516903
2669,   0.7411, 0.512555
2670,   0.7411, 0.518394
2671,   0.7411, 0.519692
2672,   0.7411, 0.513869
2673,   0.7411, 0.505057
2674,   0.7411, 0.510732
2675,   0.7411, 0.513901
2676,   0.7411, 0.514194
2677,   0.7411, 0.517774
2678,   0.7411, 0.524153
2679,   0.7411, 0.519269
2680,   0.7411, 0.513788
2681,   0.7411, 0.524129
2682,   0.7411, 0.515906
2683,   0.7411, 0.516333
2684,   0.7411, 0.518861
2685,   0.7411, 0.506156
2686,   0.7411, 0.510956
2687,   0.7411, 0.507909
2688,   0.7411, 0.504009
2689,   0.7411,  0.50049
2690,   0.7411, 0.506396
2691,   0.7411, 0.504055
2692,   0.7411, 0.504506
2693,   0.7411, 0.511501
2694,   0.7411, 0.512176
2695,   0.7411, 0.525723
2696,   0.7411, 0.523363
2697,   0.7411, 0.522456
2698,   0.7411, 0.520667
2699,   0.7411, 0.522254
2700,   0.7411, 0.521588
2701,   0.7411, 0.517778
2702,   0.7411,  0.51996
2703,   0.7411, 0.518385
2704,   0.7411, 0.513911
2705,   0.7411,  0.51648
2706,   0.7411, 0.511173
2707,   0.7411, 0.515221
2708,   0.7411,  0.50489
2709,   0.7411,  0.51655
2710,   0.7411, 0.515745
2711,   0.7411, 0.522207
2712,   0.7411, 0.526125
2713,   0.7411, 0.524248
2714,   0.7411, 0.521573
2715,   0.7411, 0.513787
2716,   0.7411, 0.513452
2717,   0.7426,  0.50833
2718,   0.7426, 0.513632
2719,   0.7426, 0.516239
2720,   0.7426, 0.512998
2721,   0.7426, 0.508843
2722,   0.7426, 0.513001
2723,   0.7426, 0.517697
2724,   0.7426, 0.512896
2725,   0.7426, 0.519955
2726,   0.7426,  0.51853
2727,   0.7426, 0.508846
2728,   0.7426, 0.509582
2729,   0.7426, 0.517576
2730,   0.7426, 0.519116
2731,   0.7426, 0.520455
2732,   0.7426, 0.511606
2733,   0.7426, 0.513537
2734,   0.7426, 0.519188
2735,   0.7426, 0.514026
2736,   0.7426, 0.505924
2737,   0.7426, 0.511471
2738,   0.7426, 0.511424
2739,   0.7426, 0.511037
2740,   0.7426, 0.510334
2741,   0.7426,  0.50473
2742,   0.7426, 0.506118
2743,   0.7426, 0.504423
2744,   0.7426, 0.501537
2745,   0.7426, 0.508143
2746,   0.7426, 0.515289
2747,   0.7426, 0.517266
2748,   0.7426,  0.52245
2749,   0.7426,  0.51955
2750,   0.7426, 0.521833
2751,   0.7426, 0.513956
2752,   0.7426, 0.513073
2753,   0.7426, 0.514453
2754,   0.7426, 0.519149
2755,   0.7426, 0.515598
2756,   0.7426, 0.515511
2757,   0.7426, 0.516897
2758,   0.7426, 0.526885
2759,   0.7426, 0.519606
2760,   0.7426, 0.523534
2761,   0.7426, 0.522595
2762,   0.7426, 0.512174
2763,   0.7426, 0.513991
2764,   0.7426, 0.514942
2765,   0.7426, 0.506054
2766,   0.7426, 0.502581
2767,   0.7426, 0.510146
2768,   0.7426, 0.512164
2769,   0.7426, 0.511252
2770,   0.7426, 0.509898
2771,   0.7426, 0.508584
2772,   0.7426, 0.505227
2773,   0.7426,  0.50439
2774,   0.7426, 0.514068
2775,   0.7426, 0.514992
2776,   0.7426, 0.523371
2777,   0.7426, 0.527487
2778,   0.7426, 0.519652
2779,   0.7426, 0.519512
2780,   0.7426,  0.51133
2781,   0.7426,  0.51091
2782,   0.7426, 0.519432
2783,   0.7426,  0.51297
2784,   0.7426, 0.512661
2785,   0.7426, 0.521612
2786,   0.7426, 0.524451
2787,   0.7426, 0.516962
2788,   0.7426, 0.514166
2789,   0.7426, 0.513554
2790,   0.7426, 0.507259
2791,   0.7426,  0.50671
2792,   0.7426, 0.505946
2793,   0.7426, 0.505304
2794,   0.7426, 0.513255
2795,   0.7426, 0.512454
2796,   0.7426,  0.51329
2797,   0.7426, 0.516015
2798,   0.7426,  0.51233
