gen, roulette_ternary_uniform_best, roulette_ternary_uniform_ave
 931,   0.6899, 0.490974
 932,   0.6899, 0.487493
 933,   0.6899, 0.482224
 934,   0.6901, 0.486085
 935,   0.6901, 0.488388
 936,   0.6901, 0.488768
 937,   0.6901, 0.479226
 938,   0.6901, 0.485689
 939,   0.6901, 0.484088
 940,   0.6901, 0.486805
 941,   0.6901, 0.474551
 942,   0.6922, 0.479717
 943,   0.6922, 0.487826
 944,   0.6922, 0.483474
 945,   0.6922,  0.48722
 946,   0.6922, 0.482047
 947,   0.6922, 0.490856
 948,   0.6922, 0.483512
 949,   0.6922, 0.482365
 950,   0.6922, 0.474795
 951,   0.6922, 0.475402
 952,   0.6922, 0.477518
 953,   0.6922, 0.479873
 954,   0.6922, 0.480264
 955,   0.6922, 0.485052
 956,   0.6922, 0.482253
 957,   0.6922, 0.483931
 958,   0.6922, 0.480572
 959,   0.6922, 0.478979
 960,   0.6922, 0.478122
 961,   0.6922, 0.476002
 962,   0.6922, 0.477311
 963,   0.6922, 0.482291
 964,   0.6922,  0.48101
 965,   0.6922, 0.482256
 966,   0.6922,  0.48265
 967,   0.6922, 0.490146
 968,   0.6922, 0.484636
 969,   0.6922, 0.485638
 970,   0.6922, 0.486927
 971,   0.6922, 0.484748
 972,   0.6922, 0.485432
 973,   0.6922, 0.482265
 974,   0.6922, 0.483274
 975,   0.6922, 0.491096
 976,   0.6922, 0.487538
 977,   0.6922, 0.487781
 978,   0.6922, 0.492632
 979,   0.6922, 0.481201
 980,   0.6922, 0.481546
 981,   0.6922, 0.481892
 982,   0.7048, 0.482001
 983,   0.7048,  0.48905
 984,   0.7048, 0.485922
 985,   0.7048, 0.483601
 986,   0.7048, 0.486019
 987,   0.7048,  0.48248
 988,   0.7048, 0.489489
 989,   0.7048, 0.493363
 990,   0.7048, 0.494128
 991,   0.7048, 0.493306
 992,   0.7048, 0.497113
 993,   0.7048, 0.496445
 994,   0.7048, 0.487483
 995,   0.7048,  0.48549
 996,   0.7048, 0.485851
 997,   0.7048, 0.488417
 998,   0.7048, 0.483596
 999,   0.7048, 0.489783
1000,   0.7048, 0.487902
1001,   0.7048, 0.493647
1002,   0.7048,  0.49668
1003,   0.7048, 0.494084
1004,   0.7048,  0.48813
1005,   0.7048, 0.490964
1006,   0.7048,  0.49608
1007,   0.7048, 0.489615
1008,   0.7048, 0.490012
1009,   0.7048, 0.492521
1010,   0.7048, 0.484673
1011,   0.7048, 0.485005
1012,   0.7048, 0.483575
1013,   0.7048, 0.486655
1014,   0.7048, 0.489175
1015,   0.7048, 0.491351
1016,   0.7048, 0.491546
1017,   0.7048, 0.488409
1018,   0.7048, 0.492332
1019,   0.7048, 0.491247
1020,   0.7048, 0.486181
1021,   0.7048, 0.487226
1022,   0.7048, 0.495212
1023,   0.7048, 0.496252
1024,   0.7048, 0.501684
1025,   0.7048, 0.502016
1026,   0.7048, 0.499561
1027,   0.7048, 0.501557
1028,   0.7048,  0.49512
1029,   0.7048, 0.493599
1030,   0.7048, 0.498185
1031,   0.7048, 0.499507
1032,   0.7048, 0.502669
1033,   0.7048, 0.502131
1034,   0.7048, 0.501683
1035,   0.7048,  0.49824
1036,   0.7048, 0.495198
1037,   0.7048, 0.494883
1038,   0.7048, 0.489509
1039,   0.7048, 0.491472
1040,   0.7048, 0.498961
1041,   0.7048, 0.494666
1042,   0.7048, 0.496708
1043,   0.7048, 0.502076
1044,   0.7048, 0.500355
1045,   0.7048, 0.497419
1046,   0.7048, 0.488685
1047,   0.7048, 0.481768
1048,   0.7048, 0.484472
1049,   0.7048, 0.483102
1050,   0.7048, 0.485362
1051,   0.7048, 0.492432
1052,   0.7048, 0.490578
1053,   0.7048, 0.491406
1054,   0.7048, 0.498394
1055,   0.7048, 0.495577
1056,   0.7048, 0.500005
1057,   0.7048, 0.488428
1058,   0.7048, 0.489183
1059,   0.7048, 0.492982
1060,   0.7048,  0.49783
1061,   0.7048, 0.505577
1062,   0.7048, 0.499684
1063,   0.7048, 0.499691
1064,   0.7048,  0.49894
1065,   0.7048, 0.497915
1066,   0.7048, 0.495231
1067,   0.7048, 0.494152
1068,   0.7048, 0.495272
1069,   0.7048, 0.499963
1070,   0.7048, 0.499608
1071,   0.7048, 0.491718
1072,   0.7048, 0.499773
1073,   0.7072, 0.505876
1074,   0.7072, 0.500866
1075,   0.7072, 0.498079
1076,   0.7072, 0.498031
1077,   0.7072, 0.497649
1078,   0.7072, 0.497889
1079,   0.7072, 0.492579
1080,   0.7072, 0.488247
1081,   0.7072, 0.491099
1082,   0.7072,  0.48832
1083,   0.7072, 0.498078
1084,   0.7072, 0.494996
1085,   0.7072, 0.493761
1086,   0.7072,  0.49125
1087,   0.7072, 0.493035
1088,   0.7072, 0.495756
1089,   0.7072, 0.497384
1090,   0.7072,  0.49803
1091,   0.7072, 0.496908
1092,   0.7072, 0.490083
1093,   0.7072, 0.490629
1094,   0.7072, 0.490921
1095,   0.7072, 0.486151
1096,   0.7072,  0.49407
1097,   0.7072, 0.493468
1098,   0.7072, 0.495065
1099,   0.7072, 0.495327
1100,   0.7072, 0.499643
1101,   0.7072, 0.498629
1102,   0.7072, 0.499873
1103,   0.7072, 0.508361
1104,   0.7072, 0.512277
1105,   0.7072, 0.512343
1106,   0.7072, 0.503632
1107,   0.7072, 0.499544
1108,   0.7072, 0.508252
1109,   0.7072, 0.505751
1110,   0.7072, 0.495488
1111,   0.7072, 0.497209
1112,   0.7072, 0.495884
1113,   0.7072, 0.500935
1114,   0.7072, 0.505439
1115,   0.7072, 0.507068
1116,   0.7072, 0.505684
1117,   0.7072, 0.511037
1118,   0.7072, 0.502339
1119,   0.7072, 0.499408
1120,   0.7072,  0.50542
1121,   0.7072, 0.503268
1122,   0.7072,  0.50832
1123,   0.7072, 0.505339
1124,   0.7072, 0.507312
1125,   0.7072, 0.506201
1126,   0.7072, 0.501989
1127,   0.7072, 0.500835
1128,   0.7072, 0.496773
1129,   0.7072, 0.499549
1130,   0.7072, 0.496383
1131,   0.7072,  0.49552
1132,   0.7072, 0.501351
1133,   0.7072, 0.500791
1134,   0.7072, 0.502855
1135,   0.7077, 0.498944
1136,   0.7077, 0.502936
1137,   0.7077, 0.493708
1138,   0.7077, 0.496145
1139,   0.7077, 0.498328
1140,   0.7077, 0.499818
1141,   0.7077, 0.500149
1142,   0.7077, 0.501247
1143,   0.7077, 0.496397
1144,   0.7077, 0.490626
1145,   0.7077, 0.492974
1146,   0.7077, 0.499808
1147,   0.7077, 0.500711
1148,   0.7105, 0.495948
1149,   0.7105, 0.497827
1150,   0.7105, 0.494011
1151,   0.7105, 0.497144
1152,   0.7105, 0.501794
1153,   0.7105, 0.499305
1154,   0.7105, 0.498856
1155,   0.7105, 0.496274
1156,   0.7105, 0.493385
1157,   0.7105, 0.499871
1158,   0.7105,  0.50447
1159,   0.7105, 0.502091
1160,   0.7105, 0.507283
1161,   0.7105, 0.506659
1162,   0.7105, 0.504755
1163,   0.7105, 0.502797
1164,   0.7105, 0.504221
1165,   0.7105, 0.497405
1166,   0.7105, 0.492496
1167,   0.7105, 0.488034
1168,   0.7105, 0.496002
1169,   0.7105, 0.488765
1170,   0.7105,  0.49023
1171,   0.7105, 0.499554
1172,   0.7105, 0.502033
1173,   0.7105, 0.500597
1174,   0.7105, 0.503735
1175,   0.7105, 0.503791
1176,   0.7105, 0.508899
1177,   0.7105, 0.508497
1178,   0.7105, 0.499787
1179,   0.7226, 0.495851
1180,   0.7226,  0.49758
1181,   0.7226, 0.501195
1182,   0.7226, 0.502457
1183,   0.7226, 0.507335
1184,   0.7226, 0.495763
1185,   0.7226, 0.499468
1186,   0.7226,  0.50272
1187,   0.7226, 0.501876
1188,   0.7226, 0.503594
1189,   0.7226, 0.502551
1190,   0.7226, 0.504035
1191,   0.7226, 0.501442
1192,   0.7226, 0.498107
1193,   0.7226, 0.493317
1194,   0.7226, 0.502181
1195,   0.7226, 0.496103
1196,   0.7226, 0.492324
1197,   0.7226, 0.482749
1198,   0.7226, 0.496593
1199,   0.7226, 0.493832
1200,   0.7226, 0.492608
1201,   0.7226, 0.490143
1202,   0.7226, 0.488164
1203,   0.7226, 0.496475
1204,   0.7226, 0.506438
1205,   0.7226, 0.506504
1206,   0.7226, 0.503047
1207,   0.7226, 0.500669
1208,   0.7226, 0.505671
1209,   0.7226,  0.49992
1210,   0.7226, 0.502566
1211,   0.7226, 0.507816
1212,   0.7226, 0.498811
1213,   0.7226, 0.500364
1214,   0.7226,   0.5077
1215,   0.7226, 0.511381
1216,   0.7226,  0.50646
1217,   0.7226, 0.500856
1218,   0.7226, 0.502602
1219,   0.7226, 0.500646
1220,   0.7226,  0.50755
1221,   0.7226, 0.500157
1222,   0.7226, 0.489118
1223,   0.7226, 0.493425
1224,   0.7226,  0.49861
1225,   0.7226, 0.506743
1226,   0.7226, 0.505978
1227,   0.7226, 0.507617
1228,   0.7226, 0.503236
1229,   0.7226, 0.498743
1230,   0.7226, 0.496107
1231,   0.7226, 0.494849
1232,   0.7226, 0.494916
1233,   0.7226, 0.489446
1234,   0.7226, 0.501561
1235,   0.7226, 0.497412
1236,   0.7226, 0.495147
1237,   0.7226,  0.49689
1238,   0.7226, 0.490165
1239,   0.7226, 0.488205
1240,   0.7226, 0.491219
1241,   0.7226, 0.489715
1242,   0.7226, 0.491275
1243,   0.7226, 0.492499
1244,   0.7226, 0.498739
1245,   0.7226, 0.496654
1246,   0.7226, 0.491626
1247,   0.7226, 0.487552
1248,   0.7226, 0.487543
1249,   0.7226, 0.494294
1250,   0.7226, 0.497283
1251,   0.7226, 0.500715
1252,   0.7226, 0.493651
1253,   0.7226, 0.502044
1254,   0.7226, 0.499753
1255,   0.7226, 0.500188
1256,   0.7226, 0.494905
1257,   0.7226, 0.498396
1258,   0.7226, 0.502235
1259,   0.7226, 0.495891
1260,   0.7226, 0.498172
1261,   0.7226, 0.509547
1262,   0.7226, 0.506606
1263,   0.7226, 0.507939
1264,   0.7226,  0.49892
1265,   0.7226, 0.500966
1266,   0.7226, 0.498488
1267,   0.7226, 0.501575
1268,   0.7226, 0.497232
1269,   0.7226, 0.500663
1270,   0.7226, 0.506628
1271,   0.7226, 0.510364
1272,   0.7226, 0.506919
1273,   0.7226, 0.509211
1274,   0.7226, 0.508548
1275,   0.7226, 0.511697
1276,   0.7226, 0.511518
1277,   0.7226, 0.507507
1278,   0.7226, 0.513354
1279,   0.7226, 0.507209
1280,   0.7226, 0.507405
1281,   0.7226, 0.506918
1282,   0.7226, 0.508812
1283,   0.7226, 0.508285
1284,   0.7226, 0.509451
1285,   0.7226, 0.517946
1286,   0.7226, 0.509811
1287,   0.7226,  0.50766
1288,   0.7226, 0.502623
1289,   0.7226,  0.50494
1290,   0.7226, 0.506354
1291,   0.7226,  0.50477
1292,   0.7226,  0.50873
1293,   0.7226, 0.509246
1294,   0.7226, 0.503769
1295,   0.7226, 0.507455
1296,   0.7226, 0.505355
1297,   0.7226, 0.505559
1298,   0.7226, 0.502412
1299,   0.7226, 0.506567
1300,   0.7226, 0.505283
1301,   0.7226, 0.511834
1302,   0.7226, 0.518418
1303,   0.7226, 0.518141
1304,   0.7226, 0.513075
1305,   0.7226, 0.509653
1306,   0.7226, 0.508633
1307,   0.7226, 0.504156
1308,   0.7226, 0.507937
1309,   0.7226, 0.503091
1310,   0.7226, 0.508637
1311,   0.7226, 0.503646
1312,   0.7226, 0.511814
1313,   0.7226, 0.510611
1314,   0.7226, 0.506076
1315,   0.7226, 0.504802
1316,   0.7226, 0.504589
1317,   0.7226, 0.493769
1318,   0.7226, 0.500608
1319,   0.7226, 0.501203
1320,   0.7226, 0.505932
1321,   0.7226, 0.507912
1322,   0.7226, 0.516159
1323,   0.7226, 0.519129
1324,   0.7226, 0.519584
1325,   0.7226, 0.509344
1326,   0.7226, 0.515177
1327,   0.7226, 0.515316
1328,   0.7226, 0.516079
1329,   0.7226, 0.509247
1330,   0.7226,   0.5085
1331,   0.7226, 0.511937
1332,   0.7226, 0.508883
1333,   0.7226, 0.503724
1334,   0.7226, 0.500242
1335,   0.7226, 0.506863
1336,   0.7226,  0.49998
1337,   0.7226, 0.501897
1338,   0.7226, 0.505996
1339,   0.7226, 0.513883
1340,   0.7226, 0.504281
1341,   0.7226, 0.495668
1342,   0.7226, 0.495887
1343,   0.7226, 0.498971
1344,   0.7226, 0.503522
1345,   0.7226, 0.502324
1346,   0.7226, 0.497268
1347,   0.7226,  0.49916
1348,   0.7226, 0.501627
1349,   0.7226, 0.496746
1350,   0.7226, 0.495719
1351,   0.7226, 0.493986
1352,   0.7226, 0.496064
1353,   0.7226, 0.497824
1354,   0.7226, 0.504248
1355,   0.7226, 0.504998
1356,   0.7226, 0.510336
1357,   0.7226, 0.507949
1358,   0.7226,  0.50732
1359,   0.7226, 0.503973
1360,   0.7226, 0.499639
1361,   0.7226, 0.503896
1362,   0.7226, 0.503019
1363,   0.7226, 0.502572
1364,   0.7226, 0.505412
1365,   0.7226,  0.51191
1366,   0.7226, 0.509404
1367,   0.7226, 0.511695
1368,   0.7226, 0.514724
1369,   0.7226, 0.516047
1370,   0.7226, 0.514194
1371,   0.7226,  0.51185
1372,   0.7226, 0.519127
1373,   0.7226, 0.519289
1374,   0.7226, 0.512619
1375,   0.7226, 0.513762
1376,   0.7226, 0.509832
1377,   0.7226,  0.51371
1378,   0.7226, 0.511146
1379,   0.7226, 0.504192
1380,   0.7226, 0.498702
1381,   0.7226, 0.509634
1382,   0.7226, 0.507987
1383,   0.7226, 0.511583
1384,   0.7226, 0.504395
1385,   0.7226, 0.501979
1386,   0.7226, 0.493701
1387,   0.7226, 0.496815
1388,   0.7226, 0.499617
1389,   0.7226, 0.489606
1390,   0.7226, 0.494792
1391,   0.7226, 0.499891
1392,   0.7226, 0.508891
1393,   0.7226, 0.506849
1394,   0.7226, 0.503627
1395,   0.7226, 0.500577
1396,   0.7226,  0.49998
1397,   0.7226, 0.504344
1398,   0.7226, 0.502415
1399,   0.7226, 0.498893
1400,   0.7226, 0.510461
1401,   0.7226, 0.513399
1402,   0.7255, 0.509401
1403,   0.7255, 0.499518
1404,   0.7255, 0.505964
1405,   0.7255, 0.509511
1406,   0.7255, 0.509191
1407,   0.7255, 0.510221
1408,   0.7255, 0.516226
1409,   0.7255, 0.515137
1410,   0.7255, 0.513188
1411,   0.7255, 0.509465
1412,   0.7255, 0.510316
1413,   0.7255, 0.508812
1414,   0.7255,   0.5081
1415,   0.7255, 0.515189
1416,   0.7255, 0.519137
1417,   0.7255, 0.507741
1418,   0.7255, 0.515349
1419,   0.7255,  0.50928
1420,   0.7255, 0.512988
1421,   0.7255, 0.519905
1422,   0.7255, 0.519218
1423,   0.7255, 0.521829
1424,   0.7255, 0.520903
1425,   0.7255, 0.514822
1426,   0.7255, 0.518214
1427,   0.7255, 0.523512
1428,   0.7255, 0.520168
1429,   0.7255, 0.525368
1430,   0.7255,  0.52505
1431,   0.7255, 0.529232
1432,   0.7255, 0.518044
1433,   0.7255, 0.520215
1434,   0.7255,  0.51542
1435,   0.7255, 0.510839
1436,   0.7255, 0.511929
1437,   0.7255, 0.510448
1438,   0.7255, 0.507723
1439,   0.7255, 0.516599
1440,   0.7255, 0.519917
1441,   0.7255, 0.514345
1442,   0.7255, 0.513655
1443,   0.7255, 0.515113
1444,   0.7255, 0.514066
1445,   0.7255, 0.512483
1446,   0.7255, 0.513767
1447,   0.7255, 0.508065
1448,   0.7255,  0.51501
1449,   0.7255, 0.516784
1450,   0.7255, 0.516832
1451,   0.7255, 0.519668
1452,   0.7255, 0.509896
1453,   0.7255, 0.517587
1454,   0.7255, 0.514559
1455,   0.7255, 0.512978
1456,   0.7255, 0.514064
1457,   0.7255, 0.513775
1458,   0.7255, 0.506702
1459,   0.7255, 0.506063
1460,   0.7255, 0.504107
1461,   0.7255,  0.50824
1462,   0.7255, 0.505105
1463,   0.7255, 0.502051
1464,   0.7255, 0.507864
1465,   0.7255, 0.508972
1466,   0.7255, 0.509978
1467,   0.7255, 0.502752
1468,   0.7255, 0.511708
1469,   0.7255, 0.519816
1470,   0.7255, 0.519222
1471,   0.7255, 0.515316
1472,   0.7255, 0.519751
1473,   0.7255, 0.521459
1474,   0.7255, 0.516956
1475,   0.7255, 0.511733
1476,   0.7255, 0.503933
1477,   0.7255, 0.508291
1478,   0.7255, 0.510891
1479,   0.7255, 0.511499
1480,   0.7255, 0.526173
1481,   0.7255, 0.517462
1482,   0.7255, 0.517491
1483,   0.7255, 0.522147
1484,   0.7255, 0.519566
1485,   0.7255,  0.52221
1486,   0.7255, 0.520999
1487,   0.7255, 0.519752
1488,   0.7255, 0.525698
1489,   0.7255, 0.518812
1490,   0.7255, 0.516185
1491,   0.7255,  0.50749
1492,   0.7255, 0.513366
1493,   0.7255, 0.501994
1494,   0.7255, 0.502277
1495,   0.7255, 0.502133
1496,   0.7255, 0.507358
1497,   0.7255, 0.502287
1498,   0.7255, 0.508233
1499,   0.7255, 0.514597
1500,   0.7255, 0.520902
1501,   0.7255, 0.519795
1502,   0.7255, 0.516576
1503,   0.7255, 0.512012
1504,   0.7255, 0.511827
1505,   0.7255, 0.512531
1506,   0.7255, 0.514748
1507,   0.7255, 0.511609
1508,   0.7255, 0.511052
1509,   0.7255, 0.507495
1510,   0.7255, 0.507088
1511,   0.7255, 0.511811
1512,   0.7255, 0.514668
1513,   0.7311,  0.52208
1514,   0.7311, 0.521033
1515,   0.7311, 0.528322
1516,   0.7311, 0.520002
1517,   0.7311, 0.520308
1518,   0.7311, 0.520535
1519,   0.7311, 0.522308
1520,   0.7311,   0.5206
1521,   0.7311, 0.518542
1522,   0.7311,   0.5225
1523,   0.7311, 0.514576
1524,   0.7311, 0.514503
1525,   0.7311, 0.513982
1526,   0.7311, 0.515293
1527,   0.7311, 0.510167
1528,   0.7311, 0.509168
1529,   0.7311,  0.50923
1530,   0.7311, 0.513827
1531,   0.7311, 0.520969
1532,   0.7311, 0.523692
1533,   0.7311, 0.523999
1534,   0.7311, 0.523561
1535,   0.7311, 0.521827
1536,   0.7311, 0.523842
1537,   0.7311, 0.525883
1538,   0.7311, 0.522201
1539,   0.7311, 0.518001
1540,   0.7311, 0.526186
1541,   0.7311, 0.520676
1542,   0.7311, 0.518026
1543,   0.7311, 0.520123
1544,   0.7311, 0.513808
1545,   0.7311, 0.501096
1546,   0.7311, 0.501105
1547,   0.7311,  0.51149
1548,   0.7311, 0.514737
1549,   0.7311, 0.515824
1550,   0.7311, 0.516057
1551,   0.7311, 0.513119
1552,   0.7311, 0.513424
1553,   0.7311, 0.505693
1554,   0.7311, 0.507348
1555,   0.7311, 0.515849
1556,   0.7311, 0.505481
1557,   0.7311, 0.504015
1558,   0.7311, 0.508051
1559,   0.7311, 0.514486
1560,   0.7311, 0.509224
1561,   0.7311, 0.504176
1562,   0.7311, 0.510822
1563,   0.7311, 0.506265
1564,   0.7311, 0.505632
1565,   0.7311, 0.505845
1566,   0.7311, 0.504576
1567,   0.7311, 0.507911
1568,   0.7311, 0.503969
1569,   0.7311, 0.509654
1570,   0.7311, 0.506992
1571,   0.7311, 0.506586
1572,   0.7311, 0.510259
1573,   0.7311,  0.51861
1574,   0.7311, 0.515519
1575,   0.7311, 0.514346
1576,   0.7311, 0.517653
1577,   0.7311, 0.517595
1578,   0.7311, 0.512993
1579,   0.7311, 0.514828
1580,   0.7311, 0.506212
1581,   0.7311, 0.516484
1582,   0.7311, 0.521031
1583,   0.7311,  0.52142
1584,   0.7311, 0.525756
1585,   0.7311, 0.521372
1586,   0.7311, 0.515309
1587,   0.7311, 0.514558
1588,   0.7311, 0.519627
1589,   0.7311, 0.511467
1590,   0.7311, 0.506396
1591,   0.7311, 0.511226
1592,   0.7311, 0.511914
1593,   0.7311, 0.516475
1594,   0.7311, 0.515149
1595,   0.7311, 0.524095
1596,   0.7311, 0.514844
1597,   0.7311, 0.511984
1598,   0.7311, 0.513002
1599,   0.7311, 0.517643
1600,   0.7311, 0.525094
1601,   0.7311, 0.528708
1602,   0.7311,   0.5197
1603,   0.7311, 0.518904
1604,   0.7311, 0.518917
1605,   0.7311, 0.527141
1606,   0.7311, 0.525446
1607,   0.7311, 0.522715
1608,   0.7311, 0.521037
1609,   0.7311, 0.522523
1610,   0.7311,  0.52619
1611,   0.7311, 0.525716
1612,   0.7311, 0.525869
1613,   0.7311, 0.523481
1614,   0.7311, 0.520952
1615,   0.7311, 0.518849
1616,   0.7311,   0.5182
1617,   0.7311, 0.518793
1618,   0.7311, 0.515693
1619,   0.7311, 0.516997
1620,   0.7311, 0.516949
1621,   0.7311, 0.518944
1622,   0.7311, 0.518664
1623,   0.7311, 0.518202
1624,   0.7311, 0.513615
1625,   0.7311, 0.506184
1626,   0.7311, 0.506405
1627,   0.7311, 0.504031
1628,   0.7311, 0.511921
1629,   0.7311, 0.510646
1630,   0.7311, 0.518248
1631,   0.7311, 0.527044
1632,   0.7311, 0.522178
1633,   0.7311, 0.524261
1634,   0.7311, 0.519271
1635,   0.7311, 0.524346
1636,   0.7311, 0.531319
1637,   0.7311, 0.531789
1638,   0.7311, 0.531592
1639,   0.7311, 0.531095
1640,   0.7311, 0.531417
1641,   0.7311, 0.534322
1642,   0.7311, 0.540272
1643,   0.7311, 0.538049
1644,   0.7311, 0.536021
1645,   0.7311, 0.533769
1646,   0.7311, 0.528782
1647,   0.7311, 0.520869
1648,   0.7311,  0.52085
1649,   0.7311, 0.522569
1650,   0.7311, 0.524561
1651,   0.7311, 0.528592
1652,   0.7311, 0.524228
1653,   0.7311, 0.522092
1654,   0.7311, 0.514197
1655,   0.7311, 0.517616
1656,   0.7311, 0.520781
1657,   0.7311, 0.515089
1658,   0.7311, 0.511022
1659,   0.7311, 0.519275
1660,   0.7311, 0.520164
1661,   0.7311, 0.523717
1662,   0.7311, 0.527538
1663,   0.7311, 0.527392
1664,   0.7311, 0.524537
1665,   0.7311, 0.517486
1666,   0.7311,  0.52084
1667,   0.7311, 0.513417
1668,   0.7311, 0.520902
1669,   0.7311,   0.5241
1670,   0.7311, 0.527719
1671,   0.7311, 0.528153
1672,   0.7311, 0.519035
1673,   0.7311, 0.521798
1674,   0.7311, 0.525451
1675,   0.7311, 0.513276
1676,   0.7311, 0.515176
1677,   0.7311, 0.515612
1678,   0.7311, 0.517959
1679,   0.7311, 0.513084
1680,   0.7311, 0.516125
1681,   0.7311, 0.516373
1682,   0.7311, 0.516095
1683,   0.7311, 0.517002
1684,   0.7311, 0.520964
1685,   0.7311, 0.518678
1686,   0.7311, 0.518965
1687,   0.7311,  0.51649
1688,   0.7311, 0.515131
1689,   0.7311, 0.521223
1690,   0.7311, 0.510699
1691,   0.7311, 0.509412
1692,   0.7311, 0.513029
1693,   0.7311, 0.520224
1694,   0.7311, 0.518101
1695,   0.7311, 0.521496
1696,   0.7311, 0.525357
1697,   0.7311, 0.532622
1698,   0.7311, 0.538172
1699,   0.7311, 0.537146
1700,   0.7311,  0.52993
1701,   0.7311, 0.521906
1702,   0.7311, 0.524755
1703,   0.7311, 0.524746
1704,   0.7311, 0.521541
1705,   0.7311,  0.51934
1706,   0.7311, 0.523444
1707,   0.7311, 0.533147
1708,   0.7311, 0.526683
1709,   0.7311, 0.518214
1710,   0.7311, 0.524918
1711,   0.7311, 0.521317
1712,   0.7311, 0.521378
1713,   0.7311, 0.519607
1714,   0.7311,  0.52355
1715,   0.7311,  0.52077
1716,   0.7311, 0.523456
1717,   0.7311, 0.533513
1718,   0.7311, 0.535097
1719,   0.7311, 0.529355
1720,   0.7311, 0.523071
1721,   0.7319, 0.517979
1722,   0.7319, 0.514097
1723,   0.7319, 0.524946
1724,   0.7319,  0.52319
1725,   0.7319, 0.520711
1726,   0.7319, 0.514787
1727,   0.7319, 0.522032
1728,   0.7319, 0.526881
1729,   0.7319, 0.518976
1730,    0.735, 0.523539
1731,    0.735, 0.521905
1732,    0.735, 0.524815
1733,    0.735, 0.516933
1734,    0.735, 0.518382
1735,    0.735, 0.513888
1736,    0.735, 0.509601
1737,    0.735, 0.525203
1738,    0.735, 0.521491
1739,    0.735, 0.521521
1740,    0.735, 0.528261
1741,    0.735, 0.530645
1742,    0.735, 0.529292
1743,    0.735, 0.528876
1744,    0.735, 0.527369
1745,    0.735, 0.527505
1746,    0.735, 0.521164
1747,    0.735, 0.519436
1748,    0.735, 0.521244
1749,    0.735, 0.530017
1750,    0.735, 0.527273
1751,    0.735, 0.521536
1752,    0.735, 0.521131
1753,    0.735, 0.526414
1754,    0.735, 0.528651
1755,    0.735, 0.526574
1756,    0.735,  0.51817
1757,    0.735, 0.519046
1758,    0.735, 0.517053
1759,    0.735, 0.523674
1760,    0.735, 0.523686
1761,    0.735, 0.522856
1762,    0.735, 0.513586
1763,    0.735, 0.522042
1764,    0.735, 0.517061
1765,    0.735,  0.51169
1766,    0.735, 0.511599
1767,    0.735, 0.513812
1768,    0.735, 0.508281
1769,    0.735, 0.517936
1770,    0.735, 0.520001
1771,    0.735, 0.516533
1772,    0.735, 0.513379
1773,    0.735, 0.515961
1774,    0.735, 0.517328
1775,    0.735, 0.521038
1776,    0.735, 0.525764
1777,    0.735, 0.529937
1778,    0.735, 0.531558
1779,    0.735,  0.53551
1780,    0.735, 0.538449
1781,    0.735, 0.534482
1782,    0.735, 0.535308
1783,    0.735, 0.539263
1784,    0.735, 0.538042
1785,    0.735, 0.537377
1786,    0.735,  0.52774
1787,    0.735, 0.520088
1788,    0.735, 0.520849
1789,    0.735, 0.519663
1790,    0.735, 0.516869
1791,    0.735,  0.53044
1792,    0.735, 0.530544
1793,    0.735, 0.537495
1794,    0.735, 0.538441
1795,    0.735, 0.536489
1796,    0.735, 0.532031
1797,    0.735, 0.530191
1798,    0.735,  0.53879
1799,   0.7373, 0.535437
1800,   0.7373, 0.528187
1801,   0.7373, 0.528567
1802,   0.7373, 0.529064
1803,   0.7373, 0.533097
1804,   0.7373, 0.526981
1805,   0.7373, 0.523857
1806,   0.7373, 0.521607
1807,   0.7373, 0.526766
1808,   0.7373,  0.52305
1809,   0.7373, 0.523336
1810,   0.7373, 0.524581
1811,   0.7373,  0.52223
1812,   0.7373, 0.520217
1813,   0.7373, 0.517713
1814,   0.7373, 0.514059
1815,   0.7373,  0.51643
1816,   0.7373, 0.520953
1817,   0.7373, 0.521368
1818,   0.7373, 0.527657
1819,   0.7373, 0.529153
1820,   0.7373,  0.52325
1821,   0.7373, 0.526026
1822,   0.7373, 0.529281
1823,   0.7373, 0.517561
1824,   0.7373, 0.519058
1825,   0.7373, 0.518562
1826,   0.7373, 0.515193
1827,   0.7373, 0.518095
1828,   0.7373,  0.52159
1829,   0.7373, 0.522514
1830,   0.7373, 0.523371
1831,   0.7373, 0.520091
1832,   0.7373, 0.516882
1833,   0.7373, 0.522615
1834,   0.7373, 0.525382
1835,   0.7373, 0.528254
1836,   0.7373, 0.526593
1837,   0.7373,  0.52419
1838,   0.7373, 0.521493
1839,   0.7373, 0.521391
1840,   0.7373, 0.522555
1841,   0.7373, 0.515838
1842,   0.7373, 0.520004
1843,   0.7373, 0.521445
1844,   0.7373, 0.516958
1845,   0.7373, 0.519724
1846,   0.7373, 0.519413
1847,   0.7373, 0.516646
1848,   0.7373, 0.515708
1849,   0.7373, 0.511711
1850,   0.7373, 0.509389
1851,   0.7381, 0.514305
1852,   0.7381, 0.521379
1853,   0.7381, 0.514959
1854,   0.7381, 0.515996
1855,   0.7381,  0.52383
1856,   0.7381, 0.531084
1857,   0.7381,   0.5232
1858,   0.7381, 0.522875
1859,   0.7381, 0.530325
1860,   0.7381, 0.526087
1861,   0.7381, 0.524793
1862,   0.7381, 0.527328
1863,   0.7381, 0.525607
1864,   0.7381, 0.521246
1865,   0.7381, 0.533017
