gen, roulette_ternary_uniform_best, roulette_ternary_uniform_ave
1866,   0.7381, 0.533539
1867,   0.7381,  0.53022
1868,   0.7381, 0.529491
1869,   0.7381,   0.5221
1870,   0.7381, 0.527989
1871,   0.7381, 0.526608
1872,   0.7381, 0.524343
1873,   0.7381, 0.528004
1874,   0.7381, 0.532555
1875,   0.7381,  0.53196
1876,   0.7381, 0.535887
1877,   0.7381, 0.539271
1878,   0.7381, 0.533967
1879,   0.7381, 0.530243
1880,   0.7381, 0.532653
1881,   0.7381, 0.528922
1882,   0.7381, 0.525761
1883,   0.7381, 0.522117
1884,   0.7381, 0.521954
1885,   0.7381, 0.522827
1886,   0.7381, 0.532085
1887,   0.7381, 0.531251
1888,   0.7381, 0.525417
1889,   0.7381, 0.522817
1890,   0.7381, 0.522492
1891,   0.7381, 0.524824
1892,   0.7381, 0.527554
1893,   0.7381, 0.526932
1894,   0.7381, 0.520223
1895,   0.7381, 0.522923
1896,   0.7381,    0.522
1897,   0.7381, 0.529854
1898,   0.7381, 0.530718
1899,   0.7381, 0.524855
1900,   0.7381, 0.528844
1901,   0.7381, 0.523872
1902,   0.7381, 0.524597
1903,   0.7381, 0.522744
1904,   0.7381, 0.523515
1905,   0.7381, 0.528479
1906,   0.7381, 0.525906
1907,   0.7381, 0.520866
1908,   0.7381, 0.525692
1909,   0.7381,  0.53468
1910,   0.7398, 0.533625
1911,   0.7398, 0.527551
1912,   0.7398, 0.535958
1913,   0.7398, 0.530702
1914,   0.7398, 0.526717
1915,   0.7398, 0.529821
1916,   0.7398, 0.530517
1917,   0.7398, 0.529886
1918,   0.7398,    0.537
1919,   0.7398, 0.528035
1920,   0.7398, 0.530157
1921,   0.7398, 0.528738
1922,   0.7398, 0.522631
1923,   0.7398, 0.527538
1924,   0.7398, 0.530325
1925,   0.7398, 0.522213
1926,   0.7398, 0.524387
1927,   0.7398, 0.527937
1928,   0.7398, 0.526752
1929,   0.7398, 0.525618
1930,   0.7398, 0.522618
1931,   0.7398, 0.526076
1932,   0.7398, 0.527614
1933,   0.7398, 0.524405
1934,   0.7398, 0.531966
1935,   0.7398, 0.522048
1936,   0.7398, 0.530117
1937,   0.7398, 0.520176
1938,   0.7398, 0.518858
1939,   0.7398, 0.529072
1940,   0.7398, 0.531351
1941,   0.7398, 0.523651
1942,   0.7398, 0.531453
1943,   0.7398, 0.535383
1944,   0.7398, 0.534465
1945,   0.7398, 0.529742
1946,   0.7398, 0.526182
1947,   0.7398, 0.531552
1948,   0.7398, 0.534659
1949,   0.7398, 0.530524
1950,   0.7398, 0.526749
1951,   0.7398, 0.526023
1952,   0.7398, 0.518049
1953,   0.7398,  0.52159
1954,   0.7398, 0.524594
1955,   0.7398, 0.520645
1956,   0.7398, 0.529228
1957,   0.7398, 0.534297
1958,   0.7398,   0.5276
1959,   0.7398, 0.531124
1960,   0.7398, 0.527626
1961,   0.7398, 0.524539
1962,   0.7398, 0.523892
1963,   0.7398, 0.525636
1964,   0.7398, 0.531331
1965,   0.7398, 0.533076
1966,   0.7398, 0.534998
1967,   0.7398,  0.52914
1968,   0.7398, 0.531774
1969,   0.7398, 0.533221
1970,   0.7398, 0.534094
1971,   0.7398,  0.52527
1972,   0.7398, 0.522793
1973,   0.7398, 0.521429
1974,   0.7398, 0.518787
1975,   0.7398, 0.515066
1976,   0.7398, 0.524073
1977,   0.7398, 0.521336
1978,   0.7398, 0.520483
1979,   0.7398, 0.516963
1980,   0.7398, 0.522159
1981,   0.7398, 0.529027
1982,   0.7421, 0.526519
1983,   0.7421, 0.528424
1984,   0.7421, 0.528969
1985,   0.7421, 0.535687
1986,   0.7421, 0.538629
1987,   0.7421, 0.541961
1988,   0.7421, 0.538532
1989,   0.7421, 0.545256
1990,   0.7421, 0.542188
1991,   0.7421, 0.534801
1992,   0.7421, 0.535836
1993,   0.7421, 0.536139
1994,   0.7421, 0.540436
1995,   0.7421, 0.542795
1996,   0.7421, 0.545591
1997,   0.7421,  0.53296
1998,   0.7421, 0.530868
1999,   0.7421, 0.535843
2000,   0.7421, 0.534773
2001,   0.7421, 0.534747
2002,   0.7421, 0.539144
2003,   0.7421, 0.535155
2004,   0.7421, 0.533815
2005,   0.7421, 0.534925
2006,   0.7421, 0.532647
2007,   0.7421, 0.530367
2008,   0.7421, 0.534917
2009,   0.7433, 0.532472
2010,   0.7433, 0.530446
2011,   0.7433, 0.537767
2012,   0.7433, 0.536961
2013,   0.7433, 0.533718
2014,   0.7433, 0.537312
2015,   0.7433, 0.535721
2016,   0.7433, 0.534705
2017,   0.7433, 0.539463
2018,   0.7433, 0.538695
2019,   0.7433, 0.539469
2020,   0.7433, 0.540523
2021,   0.7433, 0.537773
2022,   0.7433, 0.534807
2023,   0.7433, 0.534479
2024,   0.7433, 0.534717
2025,   0.7433, 0.527489
2026,   0.7433, 0.530912
2027,   0.7433, 0.536938
2028,   0.7433, 0.531648
2029,   0.7433, 0.533567
2030,   0.7433, 0.527311
2031,   0.7433, 0.528117
2032,   0.7433, 0.528263
2033,   0.7433,  0.53306
2034,   0.7433, 0.537115
2035,   0.7433, 0.537396
2036,   0.7433, 0.543646
2037,   0.7433, 0.535387
2038,   0.7433,  0.53692
2039,   0.7433, 0.536759
2040,   0.7433, 0.536407
2041,   0.7433, 0.538103
2042,   0.7433, 0.536375
2043,   0.7433, 0.535701
2044,   0.7433, 0.537491
2045,   0.7433, 0.537085
2046,   0.7433, 0.527704
2047,   0.7433, 0.539576
2048,   0.7433, 0.536228
2049,   0.7433, 0.536581
2050,   0.7433, 0.532393
2051,   0.7433, 0.524463
2052,   0.7433, 0.534974
2053,   0.7433,  0.52717
2054,   0.7433, 0.528126
2055,   0.7433, 0.535208
2056,   0.7433, 0.533925
2057,   0.7433, 0.527849
2058,   0.7433, 0.532245
2059,   0.7433, 0.527231
2060,   0.7433, 0.533892
2061,    0.744, 0.532481
2062,    0.744, 0.525795
2063,    0.744, 0.538016
2064,    0.744, 0.540632
2065,    0.744, 0.538674
2066,    0.744, 0.543567
2067,    0.744, 0.535588
2068,    0.744, 0.529675
2069,    0.744, 0.533366
2070,    0.744, 0.535704
2071,    0.744, 0.535982
2072,    0.744,  0.54043
2073,    0.744, 0.542434
2074,    0.744, 0.541964
2075,    0.744, 0.531371
2076,    0.744, 0.532933
2077,    0.744, 0.523341
2078,    0.744, 0.527357
2079,    0.744, 0.527168
2080,    0.744, 0.532468
2081,    0.744, 0.528126
2082,    0.744, 0.526723
2083,    0.744, 0.528408
2084,    0.744, 0.530078
2085,    0.744, 0.525077
2086,    0.744, 0.527152
2087,    0.744,  0.52169
2088,    0.744, 0.524707
2089,    0.744, 0.524065
2090,    0.744, 0.534298
2091,    0.744,  0.52823
2092,    0.744, 0.521383
2093,    0.744, 0.523809
2094,    0.744, 0.537569
2095,    0.744, 0.535581
2096,    0.744, 0.535576
2097,    0.744,  0.53164
2098,    0.744,  0.53484
2099,    0.744, 0.530728
2100,    0.744, 0.536268
2101,    0.744, 0.541972
2102,    0.744,  0.53537
2103,    0.744, 0.538422
2104,    0.744, 0.537947
2105,    0.744,  0.53399
2106,    0.744, 0.524552
2107,   0.7496, 0.523633
2108,   0.7496, 0.524217
2109,   0.7496, 0.520816
2110,   0.7496, 0.524706
2111,   0.7496, 0.524711
2112,   0.7496,  0.51926
2113,   0.7496, 0.524435
2114,   0.7496, 0.528352
2115,   0.7496, 0.523393
2116,   0.7496, 0.529069
2117,   0.7496, 0.524545
2118,   0.7496, 0.529598
2119,   0.7496, 0.515442
2120,   0.7496,  0.51358
2121,   0.7496, 0.516544
2122,   0.7496, 0.520841
2123,   0.7496, 0.523459
2124,   0.7496, 0.525506
2125,   0.7496, 0.527503
2126,   0.7496, 0.530945
2127,   0.7496, 0.538329
2128,   0.7496, 0.546218
2129,   0.7496, 0.539887
2130,   0.7496, 0.535106
2131,   0.7496, 0.535635
2132,   0.7496, 0.533926
2133,   0.7496, 0.538118
2134,   0.7496, 0.535481
2135,   0.7496, 0.541347
2136,   0.7496, 0.533172
2137,   0.7496, 0.531121
2138,   0.7496, 0.528129
2139,   0.7496, 0.536223
2140,   0.7496, 0.535457
2141,   0.7496, 0.533876
2142,   0.7496, 0.534815
2143,   0.7496, 0.540717
2144,   0.7496, 0.536947
2145,   0.7496, 0.538063
2146,   0.7496, 0.536224
2147,   0.7496, 0.530227
2148,   0.7496, 0.539107
2149,   0.7496, 0.534864
2150,   0.7496, 0.539628
2151,   0.7496, 0.527887
2152,   0.7496,    0.532
2153,   0.7496, 0.532668
2154,   0.7496, 0.537897
2155,   0.7496, 0.531779
2156,   0.7496, 0.524737
2157,   0.7496, 0.527822
2158,   0.7496, 0.525181
2159,   0.7496, 0.518561
2160,   0.7496, 0.519688
2161,   0.7496, 0.529221
2162,   0.7496, 0.534457
2163,   0.7496, 0.536043
2164,   0.7496, 0.537206
2165,   0.7496, 0.530316
2166,   0.7496, 0.530069
2167,   0.7496, 0.534666
2168,   0.7496,  0.53808
2169,   0.7496, 0.532423
2170,   0.7496, 0.539741
2171,   0.7496, 0.546016
2172,   0.7496, 0.550966
2173,   0.7496, 0.544455
2174,   0.7496, 0.543698
2175,   0.7496, 0.543255
2176,   0.7496, 0.545425
2177,   0.7496, 0.536093
2178,   0.7496, 0.544282
2179,   0.7496, 0.541422
2180,   0.7496, 0.538885
2181,   0.7496, 0.532049
2182,   0.7496,  0.52815
2183,   0.7496, 0.531772
2184,   0.7496, 0.538835
2185,   0.7496, 0.534541
2186,   0.7496, 0.544636
2187,   0.7496, 0.536573
2188,   0.7496, 0.537081
2189,   0.7496, 0.539117
2190,   0.7496, 0.535075
2191,   0.7496, 0.527292
2192,   0.7496, 0.538372
2193,   0.7496, 0.536411
2194,   0.7496, 0.531822
2195,   0.7496, 0.537852
2196,   0.7496, 0.534027
2197,   0.7496, 0.537194
2198,   0.7496, 0.540767
2199,   0.7496, 0.535377
2200,   0.7496, 0.531744
2201,   0.7496,  0.53112
2202,   0.7496,  0.53015
2203,   0.7496, 0.536419
2204,   0.7496, 0.524575
2205,   0.7496, 0.520938
2206,   0.7496, 0.528718
2207,   0.7496, 0.525136
2208,   0.7496, 0.536414
2209,   0.7496, 0.538567
2210,   0.7496, 0.536137
2211,   0.7496, 0.531964
2212,   0.7496, 0.529947
2213,   0.7496, 0.528395
2214,   0.7496, 0.521333
2215,   0.7496, 0.522552
2216,   0.7496, 0.533029
2217,   0.7496, 0.525414
2218,   0.7496, 0.523918
2219,   0.7496, 0.523899
2220,   0.7496, 0.527277
2221,   0.7496, 0.523037
2222,   0.7496, 0.521843
2223,   0.7496, 0.523068
2224,   0.7496, 0.534081
2225,   0.7496, 0.523208
2226,   0.7496, 0.522303
2227,   0.7496, 0.533616
2228,   0.7496, 0.533821
2229,   0.7496, 0.533861
2230,   0.7496, 0.531086
2231,   0.7496, 0.531097
2232,   0.7496, 0.531135
2233,   0.7496, 0.529071
2234,   0.7496, 0.533873
2235,   0.7496, 0.535299
2236,   0.7496, 0.531694
2237,   0.7496, 0.545246
2238,   0.7496, 0.539257
2239,   0.7496, 0.534475
2240,   0.7496, 0.540017
2241,   0.7496, 0.531651
2242,   0.7496, 0.532309
2243,   0.7496,  0.53482
2244,   0.7496,  0.53231
2245,   0.7496, 0.532498
2246,   0.7496, 0.530375
2247,   0.7496, 0.528285
2248,   0.7496, 0.537357
2249,   0.7496, 0.534546
2250,   0.7496, 0.534127
2251,   0.7496, 0.536737
2252,   0.7496, 0.537355
2253,   0.7496,   0.5291
2254,   0.7496, 0.528131
2255,   0.7496, 0.524517
2256,   0.7496, 0.524829
2257,   0.7496, 0.528725
2258,   0.7496, 0.529066
2259,   0.7496, 0.528215
2260,   0.7496, 0.533989
2261,   0.7496, 0.533147
2262,   0.7496, 0.531784
2263,   0.7496,  0.53593
2264,   0.7496, 0.534684
2265,   0.7496, 0.546018
2266,   0.7496, 0.552837
2267,   0.7496, 0.550969
2268,   0.7496, 0.548657
2269,   0.7496, 0.542369
2270,   0.7496, 0.541036
2271,   0.7496, 0.537114
2272,   0.7496, 0.529921
2273,   0.7496, 0.527768
2274,   0.7496, 0.526917
2275,   0.7496, 0.531219
2276,   0.7496, 0.530141
2277,   0.7496, 0.526292
2278,   0.7496,  0.52719
2279,   0.7496,    0.531
2280,   0.7496, 0.531887
2281,   0.7496, 0.528964
2282,   0.7496, 0.533517
2283,   0.7496, 0.534226
2284,   0.7496, 0.533596
2285,   0.7496, 0.533875
2286,   0.7496, 0.533442
2287,   0.7496, 0.530548
2288,   0.7496, 0.530309
2289,   0.7496, 0.525132
2290,   0.7496, 0.528205
2291,   0.7496, 0.534856
2292,   0.7496, 0.532295
2293,   0.7496, 0.527663
2294,   0.7496, 0.536553
2295,   0.7496,  0.53855
2296,   0.7496, 0.542999
2297,   0.7496, 0.545634
2298,   0.7496, 0.543931
2299,   0.7496,  0.54034
2300,   0.7496,  0.53782
2301,   0.7496,  0.54244
2302,   0.7496, 0.545015
2303,   0.7496, 0.546888
2304,   0.7496, 0.539033
2305,   0.7496,  0.53278
2306,   0.7496, 0.538282
2307,   0.7496, 0.544859
2308,   0.7496, 0.534319
2309,   0.7496,  0.53803
2310,   0.7496, 0.535372
2311,   0.7496, 0.538889
2312,   0.7496,  0.54036
2313,   0.7514, 0.549274
2314,   0.7514, 0.543841
2315,   0.7514, 0.540216
2316,   0.7514, 0.537784
2317,   0.7514, 0.536874
2318,   0.7514, 0.538454
2319,   0.7514, 0.535896
2320,   0.7514, 0.540156
2321,   0.7514,  0.52906
2322,   0.7514, 0.534998
2323,   0.7514, 0.526993
2324,   0.7514, 0.523233
2325,   0.7514, 0.529866
2326,   0.7514, 0.525074
2327,   0.7514, 0.532348
2328,   0.7514, 0.528913
2329,   0.7514, 0.531471
2330,   0.7514, 0.538356
2331,   0.7514, 0.538549
2332,   0.7514, 0.529966
2333,   0.7514, 0.529263
2334,   0.7514, 0.530558
2335,   0.7514, 0.533296
2336,   0.7514, 0.533618
2337,   0.7514, 0.527754
2338,   0.7514, 0.532609
2339,   0.7514, 0.530514
2340,   0.7514, 0.533391
2341,   0.7514, 0.533545
2342,   0.7514,  0.53144
2343,   0.7514, 0.527313
2344,   0.7514, 0.526858
2345,   0.7514, 0.534037
2346,   0.7514, 0.531554
2347,   0.7514,  0.53516
2348,   0.7514,  0.51994
2349,   0.7514,  0.53254
2350,   0.7514, 0.538499
2351,   0.7514,  0.53842
2352,   0.7514, 0.532315
2353,   0.7514, 0.537743
2354,   0.7514, 0.522183
2355,   0.7514, 0.525343
2356,   0.7514, 0.541212
2357,   0.7514, 0.535615
2358,   0.7514, 0.531608
2359,   0.7514, 0.527212
2360,   0.7514, 0.528546
2361,   0.7514, 0.515748
2362,   0.7514, 0.521359
2363,   0.7514, 0.528692
2364,   0.7514, 0.535434
2365,   0.7514, 0.537265
2366,   0.7514, 0.534869
2367,   0.7514, 0.542356
2368,   0.7514, 0.539515
2369,   0.7514, 0.540813
2370,   0.7514, 0.537616
2371,   0.7514, 0.534823
2372,   0.7514, 0.538303
2373,   0.7514,  0.54043
2374,   0.7514, 0.542603
2375,   0.7514, 0.539026
2376,   0.7514, 0.540483
2377,   0.7514, 0.532279
2378,   0.7514, 0.537535
2379,   0.7514, 0.530311
2380,   0.7514, 0.525978
2381,   0.7514,  0.51633
2382,   0.7514, 0.520133
2383,   0.7514, 0.525169
2384,   0.7514, 0.524722
2385,   0.7514,  0.53484
2386,   0.7514, 0.535652
2387,   0.7514, 0.533299
2388,   0.7514, 0.533932
2389,   0.7514, 0.535366
2390,   0.7514,  0.52925
2391,   0.7514, 0.531624
2392,   0.7514, 0.525499
2393,   0.7514, 0.532061
2394,   0.7514, 0.532415
2395,   0.7514, 0.536209
2396,   0.7514, 0.532109
2397,   0.7514,  0.52615
2398,   0.7514, 0.525913
2399,   0.7514,  0.53001
2400,   0.7514, 0.532219
2401,   0.7514, 0.531298
2402,   0.7514,  0.53131
2403,   0.7514, 0.533608
2404,   0.7514, 0.532784
2405,   0.7514, 0.536978
2406,   0.7514, 0.537763
2407,   0.7514, 0.530708
2408,   0.7514, 0.531522
2409,   0.7514, 0.519158
2410,   0.7514, 0.527197
2411,   0.7514, 0.526873
2412,   0.7514, 0.529051
2413,   0.7514, 0.526026
2414,   0.7514, 0.520661
2415,   0.7514, 0.529809
2416,   0.7514,  0.53573
2417,   0.7514, 0.537314
2418,   0.7514, 0.540374
2419,   0.7514, 0.539675
2420,   0.7514, 0.538069
2421,   0.7514, 0.534368
2422,   0.7514, 0.533609
2423,   0.7514, 0.534651
2424,   0.7514, 0.538075
2425,   0.7514,  0.54178
2426,   0.7553, 0.539052
2427,   0.7553,  0.54022
2428,   0.7553, 0.540136
2429,   0.7566, 0.539677
2430,   0.7566,  0.53299
2431,   0.7566, 0.533117
2432,   0.7566, 0.534346
2433,   0.7566, 0.531794
2434,   0.7566, 0.535293
2435,   0.7566, 0.537682
2436,   0.7566,  0.53136
2437,   0.7566, 0.534902
2438,   0.7566, 0.537607
2439,   0.7566, 0.536493
2440,   0.7566, 0.543228
2441,   0.7566, 0.539221
2442,   0.7566, 0.536532
2443,   0.7566, 0.539396
2444,   0.7566,  0.53628
2445,   0.7566, 0.530552
2446,   0.7566, 0.530836
2447,   0.7566, 0.525387
2448,   0.7566, 0.535318
2449,   0.7566, 0.537457
2450,   0.7566, 0.536325
2451,   0.7566,  0.53368
2452,   0.7566, 0.535129
2453,   0.7566, 0.547243
2454,   0.7566, 0.545894
2455,   0.7566, 0.532876
2456,   0.7566, 0.533305
2457,   0.7566, 0.539532
2458,   0.7566, 0.543738
2459,   0.7566, 0.541988
2460,   0.7566, 0.543575
2461,   0.7566, 0.534208
2462,   0.7566,  0.54621
2463,   0.7566, 0.543472
2464,   0.7566, 0.536735
2465,   0.7566, 0.532235
2466,   0.7566, 0.533559
2467,   0.7566, 0.532063
2468,   0.7566, 0.533717
2469,   0.7566, 0.534833
2470,   0.7566, 0.533284
2471,   0.7566, 0.538087
2472,   0.7566,  0.53634
2473,   0.7566, 0.544165
2474,   0.7566,  0.54309
2475,   0.7566, 0.537251
2476,   0.7566,  0.52997
2477,   0.7566, 0.530822
2478,   0.7566, 0.530079
2479,   0.7566, 0.537537
2480,   0.7566, 0.537506
2481,   0.7566, 0.535804
2482,   0.7566, 0.538878
2483,   0.7566, 0.542118
2484,   0.7566, 0.539626
2485,   0.7566,  0.54712
2486,   0.7566, 0.542778
2487,   0.7566, 0.544159
2488,   0.7566, 0.540138
2489,   0.7566, 0.534161
2490,   0.7566, 0.543049
2491,   0.7566, 0.543087
2492,   0.7566, 0.540516
2493,   0.7566, 0.536424
2494,   0.7566, 0.543068
2495,   0.7566, 0.537668
2496,   0.7566, 0.538832
2497,   0.7566, 0.545911
2498,   0.7566, 0.549273
2499,   0.7566,  0.54828
2500,   0.7566, 0.553242
2501,   0.7566, 0.553223
2502,   0.7566, 0.548103
2503,   0.7566, 0.539272
2504,   0.7566, 0.552931
2505,   0.7566, 0.545964
2506,   0.7566, 0.545968
2507,   0.7566, 0.538724
2508,   0.7566, 0.538233
2509,   0.7566, 0.543595
2510,   0.7566, 0.541751
2511,   0.7566, 0.539298
2512,   0.7566, 0.536203
2513,   0.7566, 0.542736
2514,   0.7566, 0.537457
2515,   0.7566,   0.5436
2516,   0.7566, 0.542459
2517,   0.7566, 0.538331
2518,   0.7566, 0.535331
2519,   0.7566, 0.529217
2520,   0.7566, 0.536492
2521,   0.7566, 0.533928
2522,   0.7566, 0.536053
2523,   0.7566, 0.533091
2524,   0.7566, 0.527003
2525,   0.7566, 0.524049
2526,   0.7566, 0.522918
2527,   0.7566, 0.525695
2528,   0.7566, 0.523414
2529,   0.7566, 0.529517
2530,   0.7566, 0.531608
2531,   0.7566, 0.537898
2532,   0.7566, 0.534415
2533,   0.7566, 0.541008
2534,   0.7566, 0.546942
2535,   0.7566, 0.540582
2536,   0.7566,  0.53791
2537,   0.7566, 0.538365
2538,   0.7566, 0.535936
2539,   0.7566, 0.534834
2540,   0.7566, 0.542844
2541,   0.7566, 0.540069
2542,   0.7566, 0.536854
2543,   0.7566, 0.533046
2544,   0.7566, 0.529082
2545,   0.7566, 0.531349
2546,   0.7566, 0.537497
2547,   0.7566, 0.537956
2548,   0.7566, 0.538736
2549,   0.7566,  0.54385
2550,   0.7566, 0.541261
2551,   0.7566, 0.540723
2552,   0.7566, 0.540982
2553,   0.7566, 0.539378
2554,   0.7566, 0.548205
2555,   0.7566, 0.537423
2556,   0.7566, 0.532447
2557,   0.7566, 0.532408
2558,   0.7566, 0.533394
2559,   0.7566, 0.531834
2560,   0.7566, 0.533961
2561,   0.7566, 0.530271
2562,   0.7566, 0.537176
2563,   0.7566, 0.536312
2564,   0.7566, 0.541989
2565,   0.7566, 0.543228
2566,   0.7566, 0.542768
2567,   0.7566, 0.544749
2568,   0.7566, 0.544182
2569,   0.7566, 0.545357
2570,   0.7566, 0.541086
2571,   0.7566, 0.539738
2572,   0.7566, 0.537062
2573,   0.7566, 0.535872
2574,   0.7566, 0.537354
2575,   0.7566, 0.542063
2576,   0.7566, 0.550214
2577,   0.7566, 0.547961
2578,   0.7566, 0.547213
2579,   0.7566, 0.544378
2580,   0.7566, 0.541045
2581,   0.7566,  0.54526
2582,   0.7566, 0.534589
2583,   0.7566, 0.530636
2584,   0.7566, 0.530747
2585,   0.7566, 0.529404
2586,   0.7566, 0.530605
2587,   0.7566, 0.535688
2588,   0.7566, 0.530896
2589,   0.7566, 0.530827
2590,   0.7566, 0.529852
2591,   0.7566,  0.53015
2592,   0.7566, 0.539126
2593,   0.7566, 0.539073
2594,   0.7566, 0.541968
2595,   0.7566, 0.538636
2596,   0.7566, 0.538371
2597,   0.7566, 0.533726
2598,   0.7566,  0.53293
2599,   0.7566, 0.534099
2600,   0.7566, 0.540492
2601,   0.7566, 0.543289
2602,   0.7566, 0.536707
2603,   0.7566, 0.534525
2604,   0.7566, 0.539774
2605,   0.7566, 0.532141
2606,   0.7566, 0.534424
2607,   0.7566, 0.528102
2608,   0.7566, 0.533418
2609,   0.7566, 0.537929
2610,   0.7566, 0.535101
2611,   0.7566,  0.54151
2612,   0.7566, 0.541888
2613,   0.7566, 0.535396
2614,   0.7566, 0.530821
2615,   0.7566, 0.540685
2616,   0.7566, 0.539037
2617,   0.7566, 0.541639
2618,   0.7566, 0.548001
2619,   0.7589, 0.549571
2620,   0.7589, 0.550002
2621,   0.7589, 0.558202
2622,   0.7589, 0.548972
2623,   0.7589, 0.537639
2624,   0.7589, 0.534732
2625,   0.7589, 0.527112
2626,   0.7589, 0.534208
2627,   0.7589, 0.531625
2628,   0.7589, 0.540096
2629,   0.7589, 0.535602
2630,   0.7589, 0.530968
2631,   0.7589, 0.539038
2632,   0.7589, 0.541314
2633,   0.7589, 0.548029
2634,   0.7589, 0.550724
2635,   0.7589, 0.549554
2636,   0.7589, 0.538993
2637,   0.7589, 0.542775
2638,   0.7589, 0.537508
2639,   0.7589, 0.541254
2640,   0.7589, 0.537935
2641,   0.7589, 0.535711
2642,   0.7589, 0.531866
2643,   0.7589, 0.539113
2644,   0.7589, 0.543628
2645,   0.7589,  0.54049
2646,   0.7589, 0.543207
2647,   0.7589, 0.539436
2648,   0.7589, 0.538684
2649,   0.7589, 0.542031
2650,   0.7589, 0.546123
2651,   0.7589, 0.545192
2652,   0.7589, 0.541827
2653,   0.7589, 0.541848
2654,   0.7589, 0.541148
2655,   0.7589, 0.539911
2656,   0.7589,   0.5344
2657,   0.7589, 0.532406
2658,   0.7589, 0.532686
2659,   0.7589, 0.532507
2660,   0.7589, 0.533712
2661,   0.7589, 0.541659
2662,   0.7589, 0.541602
2663,   0.7589, 0.529821
2664,   0.7589, 0.524287
2665,   0.7589, 0.519339
2666,   0.7589, 0.522231
2667,   0.7589, 0.524241
2668,   0.7589, 0.527963
2669,   0.7589, 0.532166
2670,   0.7589, 0.527308
2671,   0.7589, 0.527929
2672,   0.7589, 0.536613
2673,   0.7589, 0.539591
2674,   0.7589,  0.53356
2675,   0.7589, 0.535396
2676,   0.7589, 0.537062
2677,   0.7589, 0.546098
2678,   0.7589, 0.536464
2679,   0.7589,  0.53764
2680,   0.7589, 0.533843
2681,   0.7589, 0.532036
2682,   0.7589, 0.533801
2683,   0.7589, 0.531496
2684,   0.7589, 0.531493
2685,   0.7589, 0.532814
2686,   0.7589, 0.526345
2687,   0.7589, 0.533564
2688,   0.7589, 0.539231
2689,   0.7589, 0.545394
2690,   0.7589, 0.546061
2691,   0.7589, 0.542134
2692,   0.7589, 0.538397
2693,   0.7589, 0.539328
2694,   0.7589, 0.533655
2695,   0.7589, 0.533356
2696,   0.7589, 0.529645
2697,   0.7589, 0.539949
2698,   0.7589, 0.535999
2699,   0.7589, 0.541909
2700,   0.7589, 0.539235
2701,   0.7589, 0.541957
2702,   0.7589, 0.539622
2703,   0.7589, 0.539683
2704,   0.7589, 0.541528
2705,   0.7589,   0.5402
2706,   0.7589, 0.543023
2707,   0.7589, 0.540657
2708,   0.7589, 0.537464
2709,   0.7589, 0.535182
2710,   0.7589, 0.540648
2711,   0.7589, 0.534354
2712,   0.7589, 0.538711
2713,   0.7589, 0.537709
2714,   0.7589, 0.544807
2715,   0.7589, 0.547453
2716,   0.7589, 0.541655
2717,   0.7589,  0.55142
2718,   0.7589, 0.539564
2719,   0.7589,  0.53903
2720,   0.7589, 0.532904
2721,   0.7589,  0.53164
2722,   0.7589, 0.521012
2723,   0.7589, 0.523363
2724,   0.7589, 0.530079
2725,   0.7589, 0.533146
2726,   0.7589, 0.533756
2727,   0.7589, 0.529724
2728,   0.7589, 0.533828
2729,   0.7589, 0.534769
2730,   0.7589, 0.527054
2731,   0.7589, 0.528617
2732,   0.7589,  0.52919
2733,   0.7589, 0.534759
2734,   0.7589, 0.536961
2735,   0.7589, 0.535116
2736,   0.7589,  0.53381
2737,   0.7589, 0.538098
2738,   0.7589, 0.534813
2739,   0.7625, 0.535819
2740,   0.7625, 0.535936
2741,   0.7625,  0.53296
2742,   0.7625, 0.534177
2743,   0.7625, 0.537353
2744,   0.7625,  0.54272
2745,   0.7625, 0.540003
2746,   0.7625, 0.543038
2747,   0.7625, 0.550647
2748,   0.7625, 0.554127
2749,   0.7625, 0.547675
2750,   0.7625, 0.551805
2751,   0.7625, 0.540523
2752,   0.7625, 0.538412
2753,   0.7625, 0.547233
2754,   0.7625, 0.544096
2755,   0.7625, 0.545313
2756,   0.7625, 0.546574
2757,   0.7625, 0.538412
2758,   0.7625, 0.531169
2759,   0.7625, 0.530064
2760,   0.7625, 0.527371
2761,   0.7625, 0.529966
2762,   0.7625, 0.529863
2763,   0.7625, 0.535764
2764,   0.7625,  0.53972
2765,   0.7625, 0.542288
2766,   0.7625, 0.541923
2767,   0.7625, 0.543096
2768,   0.7625, 0.541289
2769,   0.7625, 0.542508
2770,   0.7625, 0.538496
2771,   0.7625, 0.536345
2772,   0.7625, 0.543068
2773,   0.7625, 0.545065
2774,   0.7625, 0.548696
2775,   0.7625, 0.539509
2776,   0.7625, 0.533529
2777,   0.7625, 0.535018
2778,   0.7625, 0.541535
2779,   0.7625, 0.538493
2780,   0.7625, 0.543054
2781,   0.7625,  0.54086
2782,   0.7625, 0.543607
2783,   0.7625,  0.54024
2784,   0.7625, 0.541367
2785,   0.7625, 0.540087
2786,   0.7625, 0.537854
2787,   0.7625, 0.535001
2788,   0.7625, 0.541403
2789,   0.7625, 0.542221
2790,   0.7625, 0.539762
2791,   0.7625, 0.541794
2792,   0.7625, 0.531667
2793,   0.7625, 0.533731
2794,   0.7625, 0.527717
2795,   0.7625, 0.529851
2796,   0.7625, 0.524444
2797,   0.7625,  0.53021
2798,   0.7625, 0.524455
2799,   0.7625, 0.518001
