gen, roulette_float_twopoint_best, roulette_float_twopoint_ave
 931,     0.69,  0.46704
 932,     0.69, 0.469898
 933,     0.69, 0.479088
 934,     0.69, 0.483867
 935,     0.69, 0.479777
 936,     0.69, 0.467775
 937,     0.69, 0.463085
 938,     0.69, 0.467677
 939,     0.69, 0.472408
 940,     0.69, 0.472101
 941,     0.69, 0.484718
 942,     0.69, 0.479311
 943,     0.69, 0.480787
 944,     0.69, 0.486199
 945,     0.69, 0.472749
 946,     0.69, 0.470637
 947,     0.69,   0.4741
 948,     0.69, 0.471561
 949,     0.69, 0.475352
 950,     0.69, 0.466506
 951,     0.69, 0.467126
 952,     0.69, 0.462972
 953,     0.69,  0.46496
 954,     0.69, 0.467952
 955,     0.69, 0.467775
 956,     0.69, 0.468893
 957,     0.69, 0.481434
 958,     0.69, 0.476406
 959,     0.69, 0.477513
 960,     0.69, 0.484672
 961,     0.69, 0.487873
 962,     0.69,  0.48914
 963,    0.693,  0.48095
 964,    0.693, 0.474815
 965,    0.693, 0.473017
 966,    0.693, 0.467716
 967,   0.6935, 0.472206
 968,   0.6935, 0.475638
 969,   0.6935, 0.477826
 970,   0.6935, 0.481178
 971,   0.6935, 0.483161
 972,   0.6935, 0.485615
 973,   0.6935, 0.487437
 974,   0.6935, 0.491392
 975,   0.6935, 0.492507
 976,   0.6935, 0.495006
 977,   0.6935, 0.495628
 978,   0.6935, 0.487354
 979,   0.6935, 0.490678
 980,   0.6935, 0.491336
 981,   0.6935, 0.488807
 982,   0.6935, 0.490299
 983,   0.6935, 0.491011
 984,   0.6935, 0.485444
 985,   0.6935, 0.490955
 986,   0.6935, 0.483739
 987,   0.6935, 0.480819
 988,   0.6935, 0.477411
 989,   0.6935, 0.480449
 990,   0.6935, 0.478588
 991,   0.6935, 0.487226
 992,   0.6935, 0.490655
 993,   0.6935, 0.487985
 994,   0.6935, 0.485252
 995,   0.6935, 0.478973
 996,   0.6935, 0.478242
 997,   0.6935, 0.476146
 998,   0.6935, 0.476549
 999,   0.6935, 0.476912
1000,   0.6935, 0.480039
1001,   0.6935, 0.476015
1002,   0.6935, 0.475654
1003,   0.6935, 0.473994
1004,   0.6935, 0.481831
1005,   0.6935, 0.484774
1006,   0.6935, 0.476792
1007,   0.6935, 0.475401
1008,   0.6935, 0.478982
1009,   0.6935, 0.478783
1010,   0.6935, 0.477755
1011,   0.6935, 0.480863
1012,   0.6935, 0.474977
1013,   0.6935,   0.4753
1014,   0.6935,  0.47135
1015,   0.6935, 0.469222
1016,   0.6935, 0.475291
1017,   0.6935, 0.480468
1018,   0.6935, 0.473532
1019,   0.6938, 0.480314
1020,   0.6938, 0.487864
1021,   0.6938, 0.484713
1022,   0.6938,  0.48844
1023,   0.6938, 0.488984
1024,   0.6969, 0.481672
1025,   0.6969, 0.475135
1026,   0.6969, 0.474546
1027,   0.6969,  0.48327
1028,   0.6969, 0.477129
1029,   0.6969, 0.482808
1030,   0.6969, 0.487303
1031,   0.6969, 0.489433
1032,   0.6969, 0.488516
1033,   0.6969,  0.48179
1034,   0.6969, 0.475979
1035,   0.6969, 0.483223
1036,   0.6969, 0.485324
1037,   0.6969,  0.48867
1038,   0.6969, 0.478803
1039,   0.6969, 0.475052
1040,   0.6969, 0.484522
1041,   0.6969, 0.481306
1042,   0.6969, 0.476298
1043,   0.6969, 0.476686
1044,   0.6969, 0.479605
1045,   0.6969, 0.473356
1046,   0.6969, 0.474165
1047,   0.6969, 0.473008
1048,   0.6969, 0.472066
1049,   0.6969, 0.481949
1050,   0.6969, 0.486926
1051,   0.6969, 0.483534
1052,   0.6969, 0.479612
1053,   0.6969, 0.480836
1054,   0.6969, 0.476824
1055,   0.6969, 0.484929
1056,   0.6969, 0.483752
1057,   0.6969, 0.473956
1058,   0.6969, 0.477094
1059,   0.6969, 0.481004
1060,   0.6969, 0.487828
1061,   0.6969, 0.489416
1062,   0.6969, 0.478462
1063,   0.6969, 0.482872
1064,   0.6969, 0.491592
1065,   0.6969,  0.49016
1066,   0.6969, 0.483599
1067,   0.6969, 0.489191
1068,   0.6969, 0.495757
1069,   0.6969, 0.490028
1070,   0.6969, 0.484689
1071,   0.6969, 0.480598
1072,   0.6969, 0.484666
1073,   0.6969,  0.48211
1074,   0.6969, 0.484765
1075,   0.6969, 0.474754
1076,   0.6969, 0.479646
1077,   0.6969, 0.489456
1078,   0.6969, 0.483323
1079,   0.6969, 0.492211
1080,   0.6969, 0.482884
1081,   0.6969,  0.48324
1082,   0.6969, 0.486741
1083,   0.6969,  0.48682
1084,   0.6969, 0.491889
1085,   0.6969, 0.495601
1086,   0.6969, 0.490339
1087,   0.6969, 0.490845
1088,   0.6969, 0.498244
1089,   0.6969, 0.492009
1090,   0.6969, 0.490034
1091,   0.6969, 0.490577
1092,   0.6969, 0.492723
1093,   0.6969, 0.490941
1094,   0.6969, 0.492736
1095,   0.6993, 0.503539
1096,   0.6993, 0.492675
1097,   0.6993, 0.499043
1098,   0.6993, 0.498493
1099,   0.6993, 0.497961
1100,   0.6993, 0.501301
1101,   0.6993, 0.494649
1102,   0.6993, 0.497934
1103,   0.6993, 0.501301
1104,   0.6993, 0.501069
1105,   0.6993, 0.494626
1106,   0.6993, 0.499911
1107,   0.6993, 0.500524
1108,   0.6993, 0.494874
1109,   0.6993, 0.492395
1110,   0.6993, 0.497557
1111,   0.6993, 0.494776
1112,   0.6993, 0.485291
1113,   0.6993, 0.478007
1114,   0.6993,  0.48247
1115,   0.6993, 0.476095
1116,   0.6993, 0.477672
1117,   0.6993, 0.483238
1118,   0.6993, 0.492299
1119,   0.6993, 0.480258
1120,   0.7023, 0.475296
1121,   0.7023, 0.471259
1122,   0.7023, 0.473682
1123,   0.7023, 0.474685
1124,   0.7023, 0.476449
1125,   0.7023, 0.477447
1126,   0.7023, 0.475175
1127,   0.7023, 0.475771
1128,   0.7023, 0.476238
1129,   0.7023, 0.481843
1130,   0.7023, 0.488961
1131,   0.7023, 0.485761
1132,   0.7023, 0.489121
1133,   0.7023, 0.486168
1134,   0.7023, 0.480434
1135,   0.7023,  0.48584
1136,   0.7023,  0.48787
1137,   0.7023, 0.492366
1138,   0.7023, 0.495331
1139,   0.7023, 0.496906
1140,   0.7023, 0.495432
1141,   0.7023, 0.488723
1142,   0.7023, 0.488757
1143,   0.7023, 0.489976
1144,   0.7023, 0.486017
1145,   0.7023, 0.483514
1146,   0.7023, 0.488667
1147,   0.7023, 0.489978
1148,   0.7023, 0.486831
1149,   0.7023, 0.495035
1150,   0.7023, 0.484425
1151,   0.7023, 0.485825
1152,   0.7023, 0.491845
1153,   0.7023, 0.492718
1154,   0.7023, 0.488895
1155,   0.7023,  0.48776
1156,   0.7023,  0.49457
1157,   0.7023,  0.49093
1158,   0.7023,  0.48773
1159,   0.7023, 0.490152
1160,   0.7023, 0.492348
1161,   0.7124, 0.491709
1162,   0.7124, 0.483244
1163,   0.7124, 0.485267
1164,   0.7124, 0.495958
1165,   0.7124,  0.49708
1166,   0.7124, 0.490031
1167,   0.7124, 0.492805
1168,   0.7124, 0.493719
1169,   0.7124, 0.491732
1170,   0.7124,  0.49066
1171,   0.7124, 0.487741
1172,   0.7124, 0.496051
1173,   0.7124, 0.501556
1174,   0.7124, 0.501491
1175,   0.7124, 0.495671
1176,   0.7124, 0.493228
1177,   0.7124, 0.498739
1178,   0.7124, 0.494274
1179,   0.7124, 0.492517
1180,   0.7124, 0.490286
1181,   0.7124, 0.492148
1182,   0.7124, 0.490815
1183,   0.7124, 0.490897
1184,   0.7124, 0.485889
1185,   0.7124, 0.489428
1186,   0.7124, 0.492743
1187,   0.7124, 0.486224
1188,   0.7124, 0.486989
1189,   0.7124, 0.483461
1190,   0.7124, 0.476829
1191,   0.7124, 0.483512
1192,   0.7124, 0.487478
1193,   0.7141, 0.488896
1194,   0.7141, 0.496641
1195,   0.7141, 0.488002
1196,   0.7141, 0.490374
1197,   0.7141, 0.493939
1198,   0.7141, 0.493065
1199,   0.7141, 0.502042
1200,   0.7141, 0.496846
1201,   0.7141, 0.497385
1202,   0.7141, 0.496446
1203,   0.7141, 0.496318
1204,   0.7141, 0.490966
1205,   0.7141, 0.487523
1206,   0.7141, 0.490393
1207,   0.7141, 0.487397
1208,   0.7141, 0.491349
1209,   0.7141, 0.494567
1210,   0.7141, 0.493632
1211,   0.7141, 0.486715
1212,   0.7141,  0.48956
1213,   0.7141,  0.49668
1214,   0.7141, 0.497644
1215,   0.7141, 0.502229
1216,   0.7141, 0.498955
1217,   0.7141, 0.490128
1218,   0.7141, 0.483695
1219,   0.7141, 0.486174
1220,   0.7141, 0.491661
1221,   0.7141, 0.489209
1222,   0.7146,  0.48545
1223,   0.7146, 0.487293
1224,   0.7219,  0.49156
1225,   0.7219, 0.501853
1226,   0.7219,  0.49578
1227,   0.7219, 0.492222
1228,   0.7219, 0.499375
1229,   0.7219,  0.49092
1230,   0.7219, 0.494426
1231,   0.7219, 0.501137
1232,   0.7219, 0.500305
1233,   0.7219, 0.502944
1234,   0.7219, 0.504951
1235,   0.7219, 0.501281
1236,   0.7219, 0.500247
1237,   0.7219, 0.507293
1238,   0.7219,  0.49959
1239,   0.7219,  0.49866
1240,   0.7219,  0.50419
1241,   0.7219, 0.495502
1242,   0.7219, 0.495323
1243,   0.7219, 0.500527
1244,   0.7219, 0.504072
1245,   0.7219, 0.501442
1246,   0.7219, 0.491574
1247,   0.7219, 0.486399
1248,   0.7219, 0.483651
1249,   0.7219, 0.482556
1250,   0.7247, 0.485977
1251,   0.7247, 0.490575
1252,   0.7247, 0.502839
1253,   0.7247, 0.505777
1254,   0.7247, 0.510362
1255,   0.7247, 0.506462
1256,   0.7247, 0.509067
1257,   0.7247, 0.513384
1258,   0.7247, 0.506832
1259,   0.7247, 0.508452
1260,   0.7247, 0.503854
1261,   0.7247, 0.501221
1262,   0.7247, 0.496669
1263,   0.7247,  0.50079
1264,   0.7247, 0.500497
1265,   0.7247,  0.49825
1266,   0.7247, 0.504879
1267,   0.7247, 0.501577
1268,   0.7247, 0.497916
1269,   0.7247,  0.50406
1270,   0.7247, 0.508504
1271,   0.7247, 0.506933
1272,   0.7247, 0.506253
1273,   0.7247, 0.516653
1274,   0.7247, 0.511153
1275,   0.7247, 0.517451
1276,   0.7247, 0.507033
1277,   0.7247, 0.505355
1278,   0.7247, 0.504725
1279,   0.7247, 0.497077
1280,   0.7247,  0.49504
1281,   0.7247, 0.490435
1282,   0.7247, 0.488288
1283,   0.7247, 0.496518
1284,   0.7247, 0.494261
1285,   0.7247, 0.493865
1286,   0.7247, 0.501557
1287,   0.7247, 0.499846
1288,   0.7247, 0.498167
1289,   0.7247, 0.496202
1290,   0.7247, 0.496356
1291,   0.7247, 0.497112
1292,   0.7247, 0.496935
1293,   0.7247, 0.488829
1294,   0.7247, 0.489384
1295,   0.7247, 0.487556
1296,   0.7247, 0.492933
1297,   0.7247, 0.491007
1298,   0.7247, 0.487493
1299,   0.7247,  0.48536
1300,   0.7247,  0.49883
1301,   0.7247, 0.519331
1302,   0.7247, 0.509872
1303,   0.7247, 0.512839
1304,   0.7247, 0.507736
1305,   0.7247, 0.504897
1306,   0.7247, 0.512685
1307,   0.7247, 0.507052
1308,   0.7247, 0.502739
1309,   0.7247, 0.506872
1310,   0.7247, 0.498317
1311,   0.7247, 0.503564
1312,   0.7247, 0.505188
1313,   0.7247, 0.504613
1314,   0.7247, 0.501873
1315,   0.7247, 0.501228
1316,   0.7247, 0.509582
1317,   0.7247, 0.504879
1318,   0.7247, 0.510532
1319,   0.7247, 0.508746
1320,   0.7247, 0.510512
1321,   0.7247, 0.512455
1322,   0.7247, 0.510906
1323,   0.7247, 0.520638
1324,   0.7247, 0.513845
1325,   0.7247, 0.508672
1326,   0.7247, 0.505656
1327,   0.7247,  0.50517
1328,   0.7247, 0.504666
1329,   0.7247, 0.501273
1330,   0.7247, 0.500604
1331,   0.7247, 0.505157
1332,   0.7247, 0.501849
1333,   0.7247, 0.495255
1334,   0.7247, 0.495903
1335,   0.7247, 0.494886
1336,   0.7247, 0.490194
1337,   0.7247, 0.496742
1338,   0.7247, 0.504633
1339,   0.7247, 0.511621
1340,   0.7247, 0.513233
1341,   0.7247, 0.504793
1342,   0.7247, 0.508179
1343,   0.7256, 0.501349
1344,   0.7256, 0.508764
1345,   0.7256, 0.508667
1346,   0.7256, 0.512931
1347,   0.7256, 0.508195
1348,   0.7256, 0.509992
1349,   0.7256, 0.510034
1350,   0.7256, 0.508556
1351,   0.7256, 0.501557
1352,   0.7256, 0.504392
1353,   0.7256, 0.504765
1354,   0.7256, 0.507186
1355,   0.7256, 0.504304
1356,   0.7256, 0.503407
1357,   0.7256, 0.492397
1358,   0.7256, 0.498064
1359,   0.7256, 0.506739
1360,   0.7256,  0.51277
1361,   0.7273, 0.507204
1362,   0.7273, 0.511485
1363,   0.7273, 0.502876
1364,   0.7273, 0.499157
1365,   0.7273, 0.494003
1366,   0.7273,  0.49786
1367,   0.7273, 0.498188
1368,   0.7273, 0.503963
1369,   0.7273, 0.496601
1370,   0.7273, 0.495156
1371,   0.7273, 0.495392
1372,   0.7273, 0.492063
1373,   0.7273, 0.494166
1374,   0.7273, 0.491861
1375,   0.7273, 0.481815
1376,   0.7273, 0.486653
1377,   0.7273,   0.4989
1378,   0.7273, 0.498114
1379,   0.7273,  0.50798
1380,   0.7273, 0.495908
1381,   0.7273, 0.495773
1382,   0.7273, 0.492974
1383,   0.7273, 0.502486
1384,   0.7273, 0.502588
1385,   0.7273, 0.503569
1386,   0.7273, 0.502143
1387,   0.7273, 0.508046
1388,   0.7273, 0.503164
1389,   0.7273, 0.496915
1390,   0.7273, 0.497578
1391,   0.7273, 0.502671
1392,   0.7273, 0.501544
1393,   0.7273, 0.499587
1394,   0.7273, 0.497234
1395,   0.7273, 0.499046
1396,   0.7273, 0.493685
1397,   0.7273,  0.50653
1398,   0.7273, 0.510267
1399,   0.7273,  0.50431
1400,   0.7273, 0.495622
1401,   0.7273, 0.496014
1402,   0.7273, 0.502003
1403,   0.7273, 0.506089
1404,   0.7273, 0.509192
1405,   0.7273, 0.504133
1406,   0.7273, 0.507421
1407,   0.7273, 0.514071
1408,   0.7273, 0.513274
1409,   0.7273, 0.510781
1410,   0.7273, 0.497392
1411,   0.7273,  0.50379
1412,   0.7273, 0.508593
1413,   0.7273, 0.514185
1414,   0.7273, 0.511026
1415,   0.7273,  0.50515
1416,   0.7273, 0.494228
1417,   0.7273, 0.508772
1418,   0.7273, 0.509064
1419,   0.7273, 0.501107
1420,   0.7273, 0.499709
1421,   0.7273, 0.503704
1422,   0.7273, 0.509197
1423,   0.7273, 0.500079
1424,   0.7273, 0.496763
1425,   0.7273, 0.500773
1426,   0.7273, 0.504039
1427,   0.7273, 0.504736
1428,   0.7273, 0.506234
1429,   0.7273, 0.503628
1430,   0.7273, 0.502348
1431,   0.7273, 0.512166
1432,   0.7273, 0.513008
1433,   0.7273, 0.507122
1434,   0.7273, 0.502593
1435,   0.7273, 0.497761
1436,   0.7273, 0.498653
1437,   0.7273, 0.493519
1438,   0.7273, 0.494267
1439,   0.7294,  0.50263
1440,   0.7294, 0.503096
1441,   0.7294, 0.510979
1442,   0.7294, 0.507078
1443,   0.7315, 0.508963
1444,   0.7315, 0.505675
1445,   0.7315, 0.501126
1446,   0.7315, 0.505318
1447,   0.7315, 0.510411
1448,   0.7315, 0.509244
1449,   0.7315, 0.507931
1450,   0.7315, 0.508287
1451,   0.7315, 0.508959
1452,   0.7315, 0.507468
1453,   0.7315,  0.50358
1454,   0.7315, 0.508362
1455,   0.7315, 0.501404
1456,   0.7315, 0.504115
1457,   0.7315, 0.499753
1458,   0.7315, 0.501459
1459,   0.7315, 0.510626
1460,   0.7315, 0.513392
1461,   0.7315, 0.512172
1462,   0.7315, 0.510082
1463,   0.7315, 0.510019
1464,   0.7315, 0.510604
1465,   0.7315, 0.505876
1466,   0.7315, 0.505416
1467,   0.7315,  0.50288
1468,   0.7315, 0.499842
1469,   0.7315, 0.498851
1470,   0.7315,  0.50051
1471,   0.7315, 0.510103
1472,   0.7315, 0.508401
1473,   0.7315, 0.509532
1474,   0.7315, 0.505107
1475,   0.7315, 0.505811
1476,   0.7319, 0.505451
1477,   0.7319, 0.501162
1478,   0.7319, 0.506261
1479,   0.7319, 0.510424
1480,   0.7319, 0.501494
1481,   0.7319, 0.502161
1482,   0.7319, 0.503109
1483,   0.7319, 0.500641
1484,   0.7319, 0.496439
1485,   0.7319, 0.496714
1486,   0.7319, 0.497737
1487,   0.7319, 0.498976
1488,   0.7319, 0.500425
1489,   0.7319, 0.498661
1490,   0.7319, 0.499426
1491,   0.7319, 0.485169
1492,   0.7319, 0.493084
1493,   0.7319, 0.503266
1494,   0.7319, 0.504543
1495,   0.7319, 0.498203
1496,   0.7319, 0.495067
1497,   0.7319, 0.499256
1498,   0.7319, 0.495028
1499,   0.7319, 0.502007
1500,   0.7319, 0.504175
1501,   0.7319, 0.501714
1502,   0.7319, 0.497144
1503,   0.7319, 0.491548
1504,   0.7319, 0.495414
1505,   0.7319, 0.495603
1506,   0.7319, 0.499328
1507,   0.7319, 0.500543
1508,   0.7319, 0.496672
1509,   0.7319, 0.501651
1510,   0.7319, 0.506021
1511,   0.7319, 0.499415
1512,   0.7319,  0.49591
1513,   0.7319, 0.491644
1514,   0.7319, 0.504488
1515,   0.7319, 0.507176
1516,   0.7319, 0.513628
1517,   0.7319,  0.51591
1518,   0.7319, 0.510462
1519,   0.7319, 0.514595
1520,   0.7319, 0.501026
1521,   0.7319, 0.505917
1522,   0.7319, 0.501911
1523,   0.7319, 0.496951
1524,   0.7319, 0.501323
1525,   0.7319, 0.500235
1526,   0.7319,  0.49821
1527,   0.7319, 0.501195
1528,   0.7319, 0.503358
1529,   0.7319,  0.49988
1530,   0.7319,  0.50649
1531,   0.7319, 0.507523
1532,   0.7319, 0.500888
1533,   0.7319, 0.506744
1534,   0.7319, 0.507402
1535,   0.7319,  0.49767
1536,   0.7319,   0.5014
1537,   0.7319, 0.494711
1538,   0.7319, 0.491668
1539,   0.7319, 0.487268
1540,   0.7319, 0.483868
1541,   0.7319, 0.479937
1542,   0.7319, 0.496169
1543,   0.7319,   0.4996
1544,   0.7319, 0.490505
1545,   0.7319, 0.506489
1546,   0.7319,  0.51122
1547,   0.7319, 0.504852
1548,   0.7319, 0.508118
1549,   0.7319, 0.501075
1550,   0.7319, 0.501061
1551,   0.7319, 0.504053
1552,   0.7319,  0.49805
1553,   0.7319,  0.49808
1554,   0.7353, 0.506205
1555,   0.7353,  0.50315
1556,   0.7353, 0.497949
1557,   0.7353, 0.506156
1558,   0.7353,  0.51387
1559,   0.7353, 0.512151
1560,   0.7353, 0.511541
1561,   0.7353, 0.510473
1562,   0.7353, 0.505232
1563,   0.7353, 0.502742
1564,   0.7353, 0.506168
1565,   0.7353, 0.501575
1566,   0.7353, 0.503964
1567,   0.7353, 0.501694
1568,   0.7353, 0.496677
1569,   0.7353,  0.49479
1570,   0.7353, 0.494758
1571,   0.7353,  0.49173
1572,   0.7353, 0.494512
1573,   0.7353, 0.494334
1574,   0.7353, 0.497228
1575,   0.7353, 0.503863
1576,   0.7353, 0.511787
1577,   0.7353, 0.503797
1578,   0.7353, 0.506295
1579,   0.7353, 0.506714
1580,   0.7353,  0.49902
1581,   0.7353, 0.499088
1582,   0.7353,  0.49782
1583,   0.7353, 0.503458
1584,   0.7353, 0.506097
1585,   0.7353, 0.501859
1586,   0.7353, 0.501072
1587,   0.7353, 0.504529
1588,   0.7353, 0.506923
1589,   0.7353, 0.500796
1590,   0.7353, 0.500881
1591,   0.7353, 0.502145
1592,   0.7353, 0.506381
1593,   0.7353, 0.510903
1594,   0.7353, 0.508756
1595,   0.7353, 0.510315
1596,   0.7353, 0.516692
1597,   0.7353, 0.512793
1598,   0.7353, 0.521749
1599,   0.7353, 0.520251
1600,   0.7353, 0.507776
1601,   0.7353, 0.501851
1602,   0.7353, 0.505767
1603,   0.7353, 0.507168
1604,   0.7353, 0.508793
1605,   0.7353, 0.509896
1606,   0.7353, 0.512609
1607,   0.7353,  0.50682
1608,   0.7353, 0.502989
1609,   0.7353, 0.505069
1610,   0.7353, 0.512931
1611,   0.7353, 0.515972
1612,   0.7353, 0.521613
1613,   0.7353, 0.513351
1614,   0.7353, 0.500113
1615,   0.7353, 0.501592
1616,   0.7353, 0.498687
1617,   0.7353, 0.503938
1618,   0.7353, 0.506886
1619,   0.7353, 0.509372
1620,   0.7353, 0.510005
1621,   0.7353, 0.504383
1622,   0.7353, 0.507755
1623,   0.7353, 0.510401
1624,   0.7353, 0.511917
1625,   0.7353, 0.511346
1626,   0.7353, 0.510971
1627,   0.7353, 0.518904
1628,   0.7353, 0.512689
1629,   0.7353,   0.5067
1630,   0.7353, 0.503437
1631,   0.7353, 0.499276
1632,   0.7353, 0.499062
1633,   0.7353, 0.504672
1634,   0.7353, 0.503151
1635,   0.7353, 0.510191
1636,   0.7353, 0.506296
1637,   0.7353, 0.509112
1638,   0.7353, 0.514294
1639,   0.7353, 0.510139
1640,   0.7353, 0.502176
1641,   0.7353, 0.513201
1642,   0.7353, 0.501157
1643,   0.7353, 0.501036
1644,   0.7353, 0.504445
1645,    0.736,  0.49763
1646,    0.736, 0.499823
1647,    0.736, 0.509736
1648,    0.736, 0.506336
1649,    0.736, 0.504646
1650,    0.736, 0.510167
1651,    0.736, 0.516165
1652,    0.736, 0.521219
1653,    0.736, 0.522693
1654,    0.736, 0.521528
1655,    0.736, 0.519217
1656,    0.736, 0.520379
1657,    0.736, 0.512057
1658,    0.736, 0.508552
1659,    0.736, 0.511159
1660,    0.736, 0.509519
1661,    0.736, 0.507033
1662,    0.736, 0.508098
1663,    0.736, 0.507778
1664,    0.736, 0.506928
1665,    0.736, 0.504339
1666,    0.736, 0.512008
1667,    0.736, 0.511792
1668,    0.736, 0.502761
1669,    0.736, 0.506038
1670,    0.736, 0.507127
1671,    0.736, 0.513177
1672,    0.736, 0.517713
1673,    0.736, 0.516507
1674,    0.736, 0.523295
1675,    0.736, 0.516703
1676,    0.736, 0.511259
1677,    0.736, 0.511825
1678,    0.736,  0.50724
1679,    0.736, 0.505575
1680,    0.736, 0.510237
1681,    0.736, 0.510391
1682,    0.736,  0.50671
1683,    0.736, 0.509894
1684,    0.736, 0.499889
1685,   0.7363, 0.506999
1686,   0.7363, 0.502721
1687,   0.7363, 0.515862
1688,   0.7363, 0.513812
1689,   0.7363, 0.509176
1690,   0.7363,  0.50872
1691,   0.7363, 0.504568
1692,   0.7363,  0.50415
1693,   0.7363,  0.50688
1694,   0.7363, 0.514488
1695,   0.7363, 0.514237
1696,   0.7363, 0.515427
1697,   0.7363, 0.526644
1698,   0.7363, 0.514271
1699,   0.7363, 0.513469
1700,   0.7363, 0.520428
1701,   0.7363,  0.51552
1702,   0.7363, 0.521093
1703,   0.7363, 0.524403
1704,   0.7363, 0.523121
1705,   0.7363, 0.528408
1706,   0.7363,  0.52863
1707,   0.7363, 0.521074
1708,   0.7363, 0.520298
1709,   0.7363, 0.518622
1710,   0.7363, 0.512907
1711,   0.7379, 0.516899
1712,   0.7379, 0.520012
1713,   0.7379, 0.520995
1714,   0.7379, 0.517993
1715,   0.7379, 0.516524
1716,   0.7379, 0.512541
1717,   0.7379, 0.508455
1718,   0.7379, 0.509534
1719,   0.7379, 0.510732
1720,   0.7379, 0.511589
1721,   0.7379, 0.512896
1722,   0.7379, 0.506691
1723,   0.7379, 0.512585
1724,   0.7379, 0.507511
1725,   0.7379, 0.505549
1726,   0.7379, 0.510063
1727,   0.7379, 0.506256
1728,   0.7379, 0.505679
1729,   0.7379, 0.506944
1730,   0.7379, 0.508835
1731,   0.7379, 0.514458
1732,   0.7379, 0.522081
1733,   0.7379, 0.523794
1734,   0.7379, 0.523542
1735,   0.7379, 0.523272
1736,   0.7379, 0.517081
1737,   0.7379, 0.519359
1738,   0.7379, 0.521373
1739,   0.7379,  0.52127
1740,   0.7379, 0.524796
1741,   0.7379,  0.51704
1742,   0.7379, 0.518066
1743,   0.7379, 0.518961
1744,   0.7379, 0.518188
1745,   0.7387, 0.523852
1746,   0.7387, 0.516797
1747,   0.7387, 0.514187
1748,   0.7387,  0.51546
1749,   0.7387, 0.521689
1750,   0.7387, 0.526534
1751,   0.7387, 0.518584
1752,   0.7387, 0.519116
1753,   0.7387, 0.518776
1754,   0.7387, 0.525043
1755,   0.7387, 0.523461
1756,   0.7387, 0.520735
1757,   0.7387, 0.519802
1758,   0.7387, 0.519261
1759,   0.7387,   0.5155
1760,   0.7387, 0.514166
1761,   0.7387, 0.512934
1762,   0.7387, 0.507584
1763,   0.7387, 0.513176
1764,   0.7387, 0.509696
1765,   0.7387, 0.513807
1766,   0.7387, 0.510876
1767,   0.7387, 0.518987
1768,   0.7387, 0.514409
1769,   0.7387, 0.516302
1770,   0.7387, 0.519115
1771,   0.7387, 0.518623
1772,   0.7387, 0.519377
1773,   0.7387, 0.528643
1774,   0.7387, 0.528216
1775,   0.7387, 0.523694
1776,    0.741, 0.516374
1777,    0.741,  0.52428
1778,    0.741, 0.525805
1779,    0.741, 0.523909
1780,    0.741, 0.522219
1781,    0.741, 0.520872
1782,    0.741, 0.520284
1783,    0.741, 0.524858
1784,    0.741, 0.522581
1785,    0.741, 0.526673
1786,    0.741, 0.527079
1787,    0.741, 0.522503
1788,    0.741, 0.521725
1789,    0.741, 0.516399
1790,    0.741, 0.516097
1791,    0.741, 0.521077
1792,    0.741,  0.52187
1793,    0.741, 0.514661
1794,    0.741, 0.515441
1795,    0.741, 0.516504
1796,    0.741, 0.519156
1797,    0.741, 0.523081
1798,    0.741, 0.518929
1799,    0.741, 0.527737
1800,    0.741, 0.523485
1801,    0.741, 0.523733
1802,    0.741, 0.524814
1803,    0.741, 0.521105
1804,    0.741, 0.515944
1805,    0.741, 0.522125
1806,    0.741, 0.513931
1807,    0.741, 0.512196
1808,    0.741, 0.508027
1809,    0.741, 0.512148
1810,    0.741, 0.514755
1811,    0.741, 0.516082
1812,    0.741, 0.523021
1813,    0.741, 0.520158
1814,    0.741, 0.518067
1815,    0.741, 0.521535
1816,    0.741, 0.522044
1817,    0.741,  0.51326
1818,    0.741, 0.518654
1819,    0.741, 0.521007
1820,    0.741, 0.524153
1821,    0.741,  0.52063
1822,    0.741, 0.521249
1823,    0.741, 0.525316
1824,    0.741, 0.520583
1825,    0.741, 0.519355
1826,    0.741,  0.51776
1827,    0.741, 0.515103
1828,    0.741, 0.513131
1829,    0.741, 0.519696
1830,    0.741, 0.522799
1831,    0.741, 0.524047
1832,    0.741, 0.516131
1833,    0.741, 0.530598
1834,    0.741, 0.538467
1835,    0.741, 0.535076
1836,    0.741, 0.528366
1837,    0.741, 0.529197
1838,    0.741, 0.522511
1839,    0.741, 0.525201
1840,    0.741, 0.524165
1841,    0.741, 0.521009
1842,    0.741, 0.519539
1843,    0.741, 0.521718
1844,    0.741, 0.517345
1845,    0.741, 0.514207
1846,    0.741, 0.514357
1847,    0.741, 0.525282
1848,    0.741, 0.521304
1849,    0.741, 0.524456
1850,    0.741, 0.530052
1851,    0.741, 0.522715
1852,    0.741, 0.520243
1853,    0.741, 0.523321
1854,    0.741, 0.520296
1855,    0.741, 0.517563
1856,    0.741, 0.511581
1857,    0.741, 0.514335
1858,    0.741, 0.514184
1859,    0.741, 0.512837
1860,    0.741, 0.515432
1861,    0.741, 0.525957
1862,    0.741, 0.526386
1863,    0.741, 0.521195
1864,    0.741, 0.525018
1865,    0.741, 0.526274
1866,    0.741, 0.533896
1867,    0.741,  0.52937
1868,    0.741, 0.527953
1869,    0.741, 0.523669
1870,    0.741, 0.519392
1871,    0.741, 0.516245
1872,    0.741, 0.505506
