gen, roulette_float_twopoint_best, roulette_float_twopoint_ave
1873,    0.741,  0.51616
1874,    0.741,  0.52706
1875,    0.741,  0.52246
1876,    0.741, 0.527855
1877,    0.741, 0.531402
1878,    0.741, 0.525365
1879,    0.741, 0.521566
1880,    0.741, 0.509781
1881,    0.741, 0.506305
1882,    0.741, 0.516132
1883,    0.741, 0.519926
1884,    0.741, 0.529041
1885,    0.741, 0.520263
1886,    0.741, 0.523142
1887,    0.741, 0.524105
1888,    0.741, 0.521353
1889,    0.741, 0.515811
1890,    0.741, 0.513055
1891,    0.741, 0.512676
1892,    0.741, 0.508657
1893,    0.741, 0.512018
1894,    0.741, 0.506354
1895,    0.741, 0.523006
1896,    0.741, 0.520415
1897,    0.741, 0.513958
1898,    0.741, 0.508932
1899,    0.741, 0.512674
1900,   0.7453, 0.515132
1901,   0.7453, 0.514748
1902,   0.7453, 0.518464
1903,   0.7453, 0.522354
1904,   0.7453,  0.51189
1905,   0.7453, 0.512982
1906,   0.7453, 0.519385
1907,   0.7453, 0.522519
1908,   0.7453, 0.529054
1909,   0.7453, 0.522426
1910,   0.7453, 0.523956
1911,   0.7453, 0.521717
1912,   0.7453, 0.514124
1913,   0.7453, 0.522708
1914,   0.7453, 0.531416
1915,   0.7453, 0.529393
1916,   0.7453, 0.530695
1917,   0.7453, 0.523832
1918,   0.7453, 0.532219
1919,   0.7453, 0.530966
1920,   0.7453, 0.529854
1921,   0.7453, 0.519855
1922,   0.7453, 0.523942
1923,   0.7453, 0.528577
1924,   0.7453, 0.522274
1925,   0.7453, 0.518328
1926,   0.7453, 0.522574
1927,   0.7453, 0.521203
1928,   0.7453, 0.520579
1929,   0.7453, 0.520063
1930,   0.7453,  0.52317
1931,   0.7453, 0.523065
1932,   0.7453,  0.52381
1933,   0.7453, 0.524014
1934,   0.7453, 0.512625
1935,   0.7453, 0.514988
1936,   0.7453, 0.519257
1937,   0.7453, 0.524681
1938,   0.7453, 0.520785
1939,   0.7453, 0.519003
1940,   0.7453, 0.512486
1941,   0.7453, 0.519164
1942,   0.7453, 0.522578
1943,   0.7453, 0.520603
1944,   0.7453, 0.522698
1945,   0.7453, 0.531901
1946,   0.7453, 0.532354
1947,   0.7453, 0.524506
1948,   0.7453, 0.525518
1949,   0.7453, 0.521027
1950,   0.7453, 0.529313
1951,   0.7453, 0.526789
1952,   0.7453, 0.529161
1953,   0.7453, 0.525388
1954,   0.7453,  0.52345
1955,   0.7453, 0.516564
1956,   0.7453, 0.519989
1957,   0.7453, 0.523996
1958,   0.7453, 0.523223
1959,   0.7453, 0.525843
1960,   0.7453, 0.515805
1961,   0.7453, 0.525564
1962,   0.7453, 0.527807
1963,   0.7453, 0.517801
1964,   0.7453, 0.515124
1965,   0.7453, 0.516329
1966,   0.7453, 0.526254
1967,   0.7453, 0.528671
1968,   0.7453, 0.526882
1969,   0.7453, 0.534247
1970,   0.7453, 0.534543
1971,   0.7453, 0.532608
1972,   0.7453, 0.523762
1973,   0.7453, 0.521302
1974,   0.7453, 0.515785
1975,   0.7453, 0.515885
1976,   0.7453, 0.514361
1977,   0.7453, 0.520463
1978,   0.7453, 0.526256
1979,   0.7453, 0.529199
1980,   0.7453,  0.52332
1981,   0.7453, 0.528115
1982,   0.7453, 0.523672
1983,   0.7453, 0.512338
1984,   0.7467, 0.517954
1985,   0.7467, 0.514031
1986,   0.7467, 0.517495
1987,   0.7467, 0.522807
1988,   0.7467, 0.520367
1989,   0.7467, 0.522017
1990,   0.7467, 0.520853
1991,   0.7467,  0.52809
1992,   0.7467, 0.527732
1993,   0.7467, 0.523077
1994,   0.7467, 0.518181
1995,   0.7467, 0.523999
1996,   0.7467, 0.522369
1997,   0.7467, 0.524389
1998,   0.7467, 0.530061
1999,   0.7467,   0.5195
2000,   0.7467, 0.522913
2001,   0.7467, 0.525968
2002,   0.7467, 0.528088
2003,   0.7467, 0.517826
2004,   0.7467, 0.523365
2005,   0.7467, 0.520266
2006,   0.7467, 0.521161
2007,   0.7467, 0.524515
2008,   0.7467, 0.517364
2009,   0.7467, 0.525732
2010,   0.7467, 0.522639
2011,   0.7467, 0.519879
2012,   0.7467, 0.514286
2013,   0.7482, 0.525185
2014,   0.7482, 0.524463
2015,   0.7482, 0.523426
2016,   0.7482,  0.51273
2017,   0.7482,  0.51874
2018,   0.7482, 0.521847
2019,   0.7482, 0.520739
2020,   0.7482, 0.524781
2021,   0.7482, 0.523975
2022,   0.7482, 0.520881
2023,   0.7482, 0.519342
2024,   0.7482,  0.51365
2025,   0.7482, 0.503899
2026,   0.7482, 0.504475
2027,   0.7482, 0.514492
2028,   0.7482, 0.516074
2029,   0.7482,  0.51772
2030,   0.7482,  0.51661
2031,   0.7482, 0.525591
2032,   0.7482, 0.534303
2033,   0.7482, 0.533873
2034,   0.7482,  0.53238
2035,   0.7482,  0.52094
2036,   0.7482, 0.517025
2037,   0.7482, 0.518307
2038,   0.7482, 0.520275
2039,   0.7487, 0.519234
2040,   0.7487, 0.517761
2041,   0.7487, 0.518381
2042,   0.7487, 0.522821
2043,   0.7487, 0.524361
2044,   0.7487, 0.522968
2045,   0.7487, 0.527213
2046,   0.7487, 0.531328
2047,   0.7487,  0.52683
2048,   0.7487, 0.530258
2049,   0.7487, 0.532757
2050,   0.7487,  0.52983
2051,   0.7487, 0.532417
2052,   0.7487,  0.53556
2053,   0.7487,  0.53875
2054,   0.7487, 0.529714
2055,   0.7487, 0.533266
2056,   0.7487,  0.54257
2057,   0.7487, 0.545514
2058,   0.7487, 0.537255
2059,   0.7487,  0.52971
2060,   0.7487,  0.52148
2061,   0.7487, 0.519837
2062,   0.7487, 0.516862
2063,   0.7487, 0.514338
2064,   0.7487, 0.516177
2065,   0.7487, 0.519758
2066,   0.7487, 0.528279
2067,   0.7487, 0.522343
2068,   0.7487, 0.526402
2069,   0.7487, 0.524087
2070,   0.7487, 0.512152
2071,   0.7487, 0.507769
2072,   0.7487, 0.515805
2073,   0.7487, 0.516507
2074,   0.7487,  0.51765
2075,   0.7487, 0.515454
2076,   0.7487, 0.515215
2077,   0.7487, 0.513998
2078,   0.7487, 0.521047
2079,   0.7487,  0.52717
2080,   0.7487, 0.528226
2081,   0.7487, 0.534107
2082,   0.7487, 0.538851
2083,   0.7487, 0.533618
2084,   0.7487, 0.533013
2085,   0.7487, 0.530462
2086,   0.7487, 0.522564
2087,   0.7487, 0.528636
2088,   0.7487,  0.52524
2089,   0.7487, 0.520873
2090,   0.7487, 0.518601
2091,   0.7487, 0.516914
2092,   0.7487,  0.51708
2093,   0.7487, 0.524708
2094,   0.7487, 0.517863
2095,   0.7487, 0.521143
2096,   0.7487, 0.524832
2097,   0.7487, 0.523975
2098,   0.7487, 0.527973
2099,   0.7487, 0.527387
2100,   0.7487, 0.535556
2101,   0.7487, 0.530442
2102,   0.7487, 0.528513
2103,   0.7487, 0.526313
2104,   0.7487, 0.514661
2105,   0.7487, 0.520163
2106,   0.7487, 0.520909
2107,   0.7487, 0.515189
2108,   0.7487, 0.519931
2109,   0.7487, 0.528172
2110,   0.7487, 0.529777
2111,   0.7487, 0.525414
2112,   0.7487, 0.527022
2113,   0.7487, 0.533814
2114,   0.7487, 0.530262
2115,   0.7487, 0.531107
2116,   0.7487, 0.528632
2117,   0.7487, 0.529341
2118,   0.7487, 0.532358
2119,   0.7487, 0.534433
2120,   0.7487,  0.53158
2121,   0.7487, 0.522977
2122,   0.7487, 0.526845
2123,   0.7487, 0.514992
2124,   0.7487, 0.512021
2125,   0.7487, 0.508448
2126,   0.7487, 0.512063
2127,   0.7487, 0.514398
2128,   0.7487,  0.51497
2129,   0.7487, 0.526838
2130,   0.7487, 0.532385
2131,   0.7501, 0.534251
2132,   0.7501, 0.530568
2133,   0.7501, 0.527965
2134,   0.7501, 0.525648
2135,   0.7501, 0.525717
2136,   0.7501, 0.523781
2137,   0.7501,  0.52659
2138,   0.7501, 0.528652
2139,   0.7501, 0.524472
2140,   0.7501, 0.524322
2141,   0.7501, 0.526358
2142,   0.7501, 0.513413
2143,   0.7501, 0.511903
2144,   0.7501, 0.518527
2145,   0.7501, 0.522095
2146,   0.7501, 0.522251
2147,   0.7501, 0.517848
2148,   0.7501, 0.518656
2149,   0.7501,  0.52321
2150,   0.7501, 0.524199
2151,   0.7501, 0.527632
2152,   0.7501, 0.531837
2153,   0.7501, 0.526017
2154,   0.7514, 0.529996
2155,   0.7514, 0.521647
2156,   0.7514, 0.516688
2157,   0.7514, 0.521133
2158,   0.7514, 0.519929
2159,   0.7514, 0.514565
2160,   0.7514, 0.504951
2161,   0.7514, 0.515883
2162,   0.7514,  0.52157
2163,   0.7514, 0.529149
2164,   0.7514, 0.524168
2165,   0.7514, 0.519656
2166,   0.7514, 0.530618
2167,   0.7514, 0.525547
2168,   0.7514, 0.538216
2169,   0.7514, 0.529724
2170,   0.7514, 0.537578
2171,   0.7514, 0.532969
2172,   0.7514, 0.528442
2173,   0.7514, 0.528336
2174,   0.7514, 0.520776
2175,   0.7514, 0.528584
2176,   0.7514, 0.540102
2177,   0.7514, 0.537416
2178,   0.7514, 0.536662
2179,   0.7514, 0.535701
2180,   0.7514, 0.534644
2181,   0.7514, 0.533411
2182,   0.7514, 0.542035
2183,   0.7514, 0.534019
2184,   0.7514, 0.526617
2185,   0.7514, 0.525532
2186,   0.7514, 0.524264
2187,   0.7514, 0.531778
2188,   0.7514, 0.527644
2189,   0.7514, 0.517444
2190,   0.7514, 0.504612
2191,   0.7514, 0.511668
2192,   0.7514, 0.512463
2193,   0.7514, 0.512989
2194,   0.7514, 0.517081
2195,   0.7514, 0.520437
2196,   0.7514, 0.530067
2197,   0.7514, 0.534832
2198,   0.7514, 0.533108
2199,   0.7514, 0.533609
2200,   0.7514, 0.539113
2201,   0.7514, 0.533652
2202,   0.7514, 0.528129
2203,   0.7514,  0.52381
2204,   0.7514, 0.525286
2205,   0.7514, 0.519104
2206,   0.7514, 0.523494
2207,   0.7514, 0.531677
2208,   0.7514, 0.532234
2209,   0.7514,  0.52826
2210,   0.7514, 0.531095
2211,   0.7514, 0.525886
2212,   0.7514, 0.523358
2213,   0.7514, 0.521003
2214,   0.7514, 0.518151
2215,   0.7514, 0.522796
2216,   0.7514, 0.513938
2217,   0.7514, 0.508111
2218,   0.7514,  0.51248
2219,   0.7514, 0.515664
2220,   0.7514, 0.523808
2221,   0.7514, 0.529275
2222,   0.7514, 0.526259
2223,   0.7514, 0.536664
2224,   0.7514, 0.536437
2225,   0.7514, 0.532985
2226,   0.7514, 0.533843
2227,   0.7514, 0.535375
2228,   0.7514, 0.525455
2229,   0.7514, 0.523932
2230,   0.7514, 0.523176
2231,   0.7514, 0.518005
2232,   0.7514, 0.520469
2233,   0.7514,  0.51889
2234,   0.7514,  0.52507
2235,   0.7514, 0.532974
2236,   0.7514,  0.52937
2237,   0.7514, 0.531821
2238,   0.7514, 0.530665
2239,   0.7514, 0.528831
2240,   0.7514, 0.523191
2241,   0.7514, 0.527791
2242,   0.7514, 0.535038
2243,   0.7514, 0.531108
2244,   0.7514, 0.523111
2245,   0.7514, 0.522457
2246,   0.7514, 0.520669
2247,   0.7514, 0.518281
2248,   0.7514, 0.524487
2249,   0.7514, 0.518053
2250,   0.7514, 0.515665
2251,   0.7514, 0.515242
2252,   0.7514, 0.529324
2253,   0.7514, 0.532523
2254,   0.7514, 0.540294
2255,   0.7514, 0.532642
2256,   0.7514, 0.525606
2257,   0.7514, 0.533205
2258,   0.7514, 0.535016
2259,   0.7514, 0.526521
2260,   0.7514, 0.529191
2261,   0.7514, 0.531636
2262,   0.7514, 0.532202
2263,   0.7514, 0.525054
2264,   0.7514, 0.528656
2265,   0.7514,  0.53022
2266,   0.7514, 0.522803
2267,   0.7514, 0.521646
2268,   0.7514,  0.52343
2269,   0.7514, 0.519161
2270,   0.7514, 0.522333
2271,   0.7514, 0.517769
2272,   0.7514, 0.526536
2273,   0.7514, 0.530403
2274,   0.7514, 0.520804
2275,   0.7514, 0.525166
2276,   0.7514, 0.533785
2277,   0.7514, 0.532746
2278,   0.7514, 0.527814
2279,   0.7514, 0.530976
2280,   0.7514, 0.530912
2281,   0.7514, 0.530917
2282,   0.7514,  0.52667
2283,   0.7514, 0.530922
2284,   0.7514, 0.518068
2285,   0.7514, 0.515998
2286,   0.7514, 0.508457
2287,   0.7514, 0.510605
2288,   0.7514, 0.506332
2289,   0.7514, 0.508771
2290,   0.7514, 0.501307
2291,   0.7514, 0.502513
2292,   0.7514, 0.508014
2293,   0.7514, 0.512482
2294,   0.7514, 0.522737
2295,   0.7514, 0.517952
2296,   0.7514, 0.519476
2297,   0.7514, 0.524399
2298,   0.7514, 0.522146
2299,   0.7514, 0.528723
2300,   0.7514, 0.524605
2301,   0.7514, 0.522463
2302,   0.7514, 0.524041
2303,   0.7514, 0.539305
2304,   0.7514, 0.530079
2305,   0.7514, 0.531008
2306,   0.7514, 0.528819
2307,   0.7514,  0.52393
2308,   0.7514, 0.526143
2309,   0.7514, 0.529543
2310,   0.7514, 0.519739
2311,   0.7514, 0.521127
2312,   0.7514, 0.523172
2313,   0.7514, 0.526919
2314,   0.7514, 0.524151
2315,   0.7514,  0.52452
2316,   0.7514, 0.521367
2317,   0.7514, 0.531908
2318,   0.7514, 0.533571
2319,   0.7514, 0.533151
2320,   0.7514, 0.534402
2321,   0.7514, 0.534985
2322,   0.7514, 0.529998
2323,   0.7514, 0.522868
2324,   0.7514, 0.530667
2325,   0.7514, 0.532771
2326,   0.7514, 0.526586
2327,   0.7514, 0.516387
2328,   0.7514, 0.511809
2329,   0.7514, 0.519441
2330,   0.7514, 0.512308
2331,   0.7514, 0.518111
2332,   0.7514, 0.522734
2333,   0.7514, 0.530728
2334,   0.7514, 0.530541
2335,   0.7514, 0.521747
2336,   0.7514, 0.516728
2337,   0.7514, 0.521783
2338,   0.7514, 0.521821
2339,   0.7514, 0.520811
2340,   0.7514, 0.516898
2341,   0.7514,  0.52542
2342,   0.7514, 0.526126
2343,   0.7514,  0.53314
2344,   0.7514, 0.537745
2345,   0.7514, 0.537806
2346,   0.7514, 0.541466
2347,   0.7514,  0.53806
2348,   0.7514, 0.534962
2349,   0.7514, 0.530044
2350,   0.7514, 0.534623
2351,   0.7514, 0.529431
2352,   0.7514, 0.537354
2353,   0.7514, 0.534609
2354,   0.7514, 0.540043
2355,   0.7514, 0.531688
2356,   0.7514, 0.531389
2357,   0.7514, 0.531054
2358,   0.7514, 0.532357
2359,   0.7514, 0.526416
2360,   0.7514, 0.518725
2361,   0.7514, 0.517777
2362,   0.7514, 0.515993
2363,   0.7514, 0.521097
2364,   0.7514, 0.523632
2365,   0.7514,  0.52658
2366,   0.7526, 0.523447
2367,   0.7526, 0.532817
2368,   0.7526, 0.534586
2369,   0.7526, 0.529781
2370,   0.7526, 0.524448
2371,   0.7526,  0.51741
2372,   0.7526, 0.526823
2373,   0.7526, 0.532391
2374,   0.7526, 0.533004
2375,   0.7526, 0.537614
2376,   0.7526, 0.530957
2377,   0.7526, 0.527686
2378,   0.7526, 0.523849
2379,   0.7526, 0.529452
2380,   0.7526, 0.524904
2381,   0.7526, 0.524347
2382,   0.7526, 0.525226
2383,   0.7526, 0.524117
2384,   0.7526, 0.525341
2385,   0.7526, 0.527812
2386,   0.7526, 0.532233
2387,   0.7526, 0.541915
2388,   0.7526, 0.533985
2389,   0.7526, 0.533016
2390,   0.7526, 0.533526
2391,   0.7526, 0.531548
2392,   0.7526,  0.53926
2393,   0.7526, 0.538187
2394,   0.7526, 0.531166
2395,   0.7526, 0.525261
2396,   0.7526,  0.52446
2397,   0.7526, 0.512609
2398,   0.7526, 0.512442
2399,   0.7526, 0.518163
2400,   0.7526, 0.521905
2401,   0.7526, 0.530943
2402,   0.7526,  0.53532
2403,   0.7526, 0.529494
2404,   0.7526, 0.521703
2405,   0.7526, 0.520972
2406,   0.7526, 0.521305
2407,   0.7526, 0.520812
2408,   0.7526, 0.529994
2409,   0.7526, 0.529625
2410,   0.7526, 0.526398
2411,   0.7526, 0.528314
2412,   0.7526, 0.526301
2413,   0.7526, 0.526652
2414,   0.7526, 0.537009
2415,   0.7526, 0.530677
2416,   0.7526, 0.525515
2417,   0.7526, 0.525564
2418,   0.7526, 0.522355
2419,   0.7526, 0.517413
2420,   0.7526, 0.515508
2421,   0.7526, 0.515838
2422,   0.7526, 0.512593
2423,   0.7526, 0.522896
2424,   0.7526, 0.523174
2425,   0.7526, 0.531663
2426,   0.7526, 0.526068
2427,   0.7526, 0.529038
2428,   0.7526, 0.524569
2429,   0.7526, 0.517098
2430,   0.7526, 0.531659
2431,   0.7526,  0.53219
2432,   0.7526, 0.530962
2433,   0.7526, 0.530837
2434,   0.7526, 0.527369
2435,   0.7526, 0.531946
2436,   0.7526, 0.536168
2437,   0.7526, 0.539003
2438,   0.7526, 0.528119
2439,   0.7526,  0.53322
2440,   0.7526, 0.526336
2441,   0.7526, 0.532499
2442,   0.7526, 0.527762
2443,   0.7526, 0.526366
2444,   0.7526, 0.537191
2445,   0.7526, 0.531699
2446,   0.7526, 0.538168
2447,   0.7526, 0.529787
2448,   0.7526, 0.523654
2449,   0.7526, 0.520271
2450,   0.7526, 0.520686
2451,   0.7526, 0.521052
2452,   0.7526,  0.52401
2453,   0.7526, 0.518367
2454,   0.7526, 0.529836
2455,   0.7526, 0.533543
2456,   0.7526, 0.523391
2457,   0.7526,  0.51607
2458,   0.7526, 0.513381
2459,   0.7526, 0.516013
2460,   0.7526, 0.507378
2461,   0.7526, 0.511422
2462,   0.7526, 0.514339
2463,   0.7526, 0.515057
2464,   0.7526, 0.522848
2465,   0.7526, 0.526827
2466,   0.7526,  0.53574
2467,   0.7526, 0.531185
2468,   0.7533, 0.523919
2469,   0.7533,  0.52111
2470,   0.7533, 0.520257
2471,   0.7533, 0.521433
2472,   0.7533, 0.526904
2473,   0.7533, 0.511342
2474,   0.7533, 0.515266
2475,   0.7533, 0.522148
2476,   0.7533, 0.524603
2477,   0.7533, 0.527586
2478,   0.7533, 0.527085
2479,   0.7533, 0.538476
2480,   0.7533, 0.538077
2481,   0.7533, 0.542456
2482,   0.7533, 0.543898
2483,   0.7533, 0.533919
2484,   0.7533,  0.53113
2485,   0.7533, 0.538373
2486,   0.7533, 0.526653
2487,   0.7533, 0.523114
2488,   0.7533, 0.526725
2489,   0.7533, 0.530849
2490,   0.7533, 0.521384
2491,   0.7533, 0.522579
2492,   0.7533, 0.515381
2493,   0.7533, 0.519161
2494,   0.7533, 0.519347
2495,   0.7533,  0.52813
2496,   0.7533,  0.52563
2497,   0.7533, 0.517345
2498,   0.7533, 0.525321
2499,   0.7533, 0.528317
2500,   0.7533, 0.530976
2501,   0.7533, 0.530613
2502,   0.7533, 0.529249
2503,   0.7533, 0.531994
2504,   0.7533,  0.52857
2505,   0.7533, 0.522719
2506,   0.7533, 0.527598
2507,   0.7533, 0.538134
2508,   0.7533, 0.533549
2509,   0.7533, 0.538106
2510,   0.7533, 0.533865
2511,   0.7533, 0.533651
2512,   0.7533, 0.517587
2513,   0.7533, 0.518286
2514,   0.7533, 0.515472
2515,   0.7533,  0.51918
2516,   0.7533, 0.520604
2517,   0.7533, 0.523672
2518,   0.7533, 0.520165
2519,   0.7533,  0.51704
2520,   0.7533, 0.514788
2521,   0.7533,  0.52411
2522,   0.7533, 0.524871
2523,   0.7533, 0.530192
2524,   0.7533, 0.529466
2525,   0.7533, 0.530158
2526,   0.7533, 0.531206
2527,   0.7533, 0.530909
2528,   0.7533, 0.524798
2529,   0.7533, 0.529207
2530,   0.7533, 0.531327
2531,   0.7533, 0.528438
2532,   0.7533, 0.532196
2533,   0.7533, 0.531198
2534,   0.7533, 0.524339
2535,   0.7533, 0.519779
2536,   0.7533, 0.518798
2537,   0.7533, 0.525169
2538,   0.7533, 0.523608
2539,   0.7533, 0.524287
2540,   0.7533, 0.523128
2541,   0.7533, 0.531674
2542,   0.7533, 0.527247
2543,   0.7533,  0.52637
2544,   0.7533, 0.531623
2545,   0.7533, 0.534177
2546,   0.7533, 0.537644
2547,   0.7533, 0.543413
2548,   0.7533, 0.538202
2549,   0.7533, 0.542229
2550,   0.7533, 0.531274
2551,   0.7533, 0.530217
2552,   0.7533, 0.536558
2553,   0.7533, 0.533178
2554,   0.7533, 0.526075
2555,   0.7533, 0.530321
2556,   0.7533, 0.530214
2557,   0.7533, 0.521555
2558,   0.7533, 0.528394
2559,   0.7533, 0.526652
2560,   0.7533, 0.527276
2561,   0.7533, 0.528765
2562,   0.7533, 0.530449
2563,   0.7533,  0.53997
2564,   0.7533, 0.535057
2565,   0.7533, 0.536056
2566,   0.7533, 0.536454
2567,   0.7533, 0.537608
2568,   0.7533, 0.532482
2569,   0.7533, 0.535489
2570,   0.7533, 0.528228
2571,   0.7533, 0.522474
2572,   0.7533, 0.525632
2573,   0.7533, 0.529021
2574,   0.7533, 0.527412
2575,   0.7533, 0.533252
2576,   0.7533, 0.535312
2577,   0.7533, 0.535348
2578,   0.7533, 0.529857
2579,   0.7533, 0.528244
2580,   0.7533, 0.533577
2581,   0.7533, 0.531192
2582,   0.7533, 0.527027
2583,   0.7533, 0.526527
2584,   0.7533, 0.524127
2585,   0.7533, 0.520574
2586,   0.7533, 0.522272
2587,   0.7533, 0.523079
2588,   0.7533, 0.522723
2589,   0.7533,  0.52554
2590,   0.7533, 0.525408
2591,   0.7533, 0.526405
2592,   0.7533, 0.525234
2593,   0.7533, 0.518215
2594,   0.7533, 0.512831
2595,   0.7533, 0.512953
2596,   0.7533, 0.518959
2597,   0.7533, 0.524145
2598,   0.7533, 0.534307
2599,   0.7533, 0.526713
2600,   0.7533, 0.536628
2601,   0.7533, 0.531042
2602,   0.7533, 0.530254
2603,   0.7533,  0.53458
2604,   0.7533, 0.525712
2605,   0.7533, 0.529301
2606,   0.7533,   0.5237
2607,   0.7533, 0.530177
2608,   0.7533, 0.531925
2609,   0.7533, 0.529859
2610,   0.7533, 0.530911
2611,   0.7533, 0.531064
2612,   0.7533, 0.529616
2613,   0.7533, 0.525765
2614,   0.7533, 0.531231
2615,   0.7533, 0.526032
2616,   0.7533,  0.52896
2617,   0.7533, 0.519538
2618,   0.7533, 0.526823
2619,   0.7533, 0.529666
2620,   0.7533, 0.532157
2621,   0.7533, 0.531697
2622,   0.7533,  0.53126
2623,   0.7533, 0.528307
2624,   0.7533, 0.534888
2625,   0.7533, 0.529538
2626,   0.7533, 0.530501
2627,   0.7533, 0.521825
2628,   0.7533, 0.519893
2629,   0.7533, 0.524926
2630,   0.7533, 0.518096
2631,   0.7533, 0.522341
2632,   0.7533, 0.523382
2633,   0.7533, 0.521536
2634,   0.7533, 0.521581
2635,   0.7533, 0.524517
2636,   0.7533, 0.524808
2637,   0.7533, 0.532755
2638,   0.7533, 0.535773
2639,   0.7533, 0.533404
2640,   0.7533, 0.532966
2641,   0.7533, 0.520887
2642,   0.7533,  0.51537
2643,   0.7533, 0.513427
2644,   0.7533, 0.509378
2645,   0.7533, 0.512272
2646,   0.7533, 0.516723
2647,   0.7533,  0.52246
2648,   0.7533, 0.526439
2649,   0.7533, 0.530346
2650,   0.7533, 0.526106
2651,   0.7533, 0.519476
2652,   0.7533, 0.522568
2653,   0.7533, 0.524328
2654,   0.7533, 0.521954
2655,   0.7533, 0.525253
2656,   0.7533, 0.532724
2657,   0.7533, 0.525986
2658,   0.7533, 0.516433
2659,   0.7533, 0.524339
2660,   0.7533,  0.52243
2661,   0.7533, 0.525065
2662,   0.7533, 0.530892
2663,   0.7533, 0.530842
2664,   0.7533, 0.524276
2665,   0.7533, 0.520006
2666,   0.7533, 0.522025
2667,   0.7533, 0.521391
2668,   0.7533,  0.52227
2669,   0.7533, 0.521212
2670,   0.7533, 0.521827
2671,   0.7533, 0.518821
2672,   0.7533, 0.513275
2673,   0.7533, 0.512215
2674,   0.7533, 0.522156
2675,   0.7533, 0.529134
2676,   0.7533, 0.523996
2677,   0.7533, 0.532479
2678,   0.7533, 0.525111
2679,   0.7533, 0.528477
2680,   0.7533, 0.531465
2681,   0.7534,  0.52559
2682,   0.7534, 0.510858
2683,   0.7534, 0.524063
2684,   0.7534, 0.525703
2685,   0.7534, 0.530608
2686,   0.7534, 0.539128
2687,   0.7534, 0.544596
2688,   0.7534, 0.534464
2689,   0.7534, 0.528478
2690,   0.7534, 0.532946
2691,   0.7534, 0.537001
2692,   0.7534, 0.527035
2693,   0.7534, 0.522646
2694,   0.7534, 0.519236
2695,   0.7534, 0.525307
2696,   0.7534,  0.53168
2697,   0.7534, 0.533391
2698,   0.7534, 0.531358
2699,   0.7534, 0.533572
2700,   0.7534, 0.533846
2701,   0.7534, 0.532385
2702,   0.7534, 0.535917
2703,   0.7534, 0.534914
2704,   0.7534, 0.537773
2705,   0.7534,  0.53234
2706,   0.7534, 0.525966
2707,   0.7534, 0.533917
2708,   0.7534, 0.538133
2709,   0.7534, 0.545131
2710,   0.7545, 0.552224
2711,   0.7545, 0.544107
2712,   0.7545, 0.532535
2713,   0.7545, 0.538799
2714,   0.7545, 0.546146
2715,   0.7545, 0.539738
2716,   0.7545, 0.534067
2717,   0.7545, 0.533424
2718,   0.7545, 0.532614
2719,   0.7545, 0.530016
2720,   0.7545, 0.535692
2721,   0.7545, 0.529508
2722,   0.7545, 0.532226
2723,   0.7545, 0.536396
2724,   0.7545,  0.53036
2725,   0.7545, 0.528109
2726,   0.7545, 0.515279
2727,   0.7545, 0.514388
2728,   0.7545,  0.52025
2729,   0.7545, 0.518477
2730,   0.7545, 0.517887
2731,   0.7545, 0.523846
2732,   0.7545, 0.523204
2733,   0.7545,  0.52645
2734,   0.7545, 0.534346
2735,   0.7545, 0.533332
2736,   0.7545, 0.534926
2737,   0.7545, 0.531868
2738,   0.7545, 0.531717
2739,   0.7545, 0.533739
2740,   0.7545, 0.524799
2741,   0.7545, 0.529951
2742,   0.7545, 0.535051
2743,   0.7545, 0.533831
2744,   0.7545, 0.526545
2745,   0.7545, 0.520019
2746,   0.7545, 0.522666
2747,   0.7545, 0.525729
2748,   0.7545, 0.523479
2749,   0.7545, 0.534919
2750,   0.7545, 0.531913
2751,   0.7545, 0.526964
2752,   0.7545, 0.530432
2753,   0.7545, 0.531475
2754,   0.7545, 0.535639
2755,   0.7545, 0.543099
2756,   0.7545, 0.530176
2757,   0.7545, 0.526714
2758,   0.7545, 0.522385
2759,   0.7545, 0.523867
2760,   0.7545, 0.516718
2761,   0.7545,  0.50889
2762,   0.7545,  0.52016
2763,   0.7545, 0.524583
2764,   0.7545, 0.526585
2765,   0.7545, 0.529413
2766,   0.7545, 0.532017
2767,   0.7545, 0.537997
2768,   0.7545, 0.528021
2769,   0.7545, 0.530284
2770,   0.7545,  0.52358
2771,   0.7545, 0.520486
2772,   0.7545, 0.516493
2773,   0.7545, 0.528397
2774,   0.7545,  0.52868
2775,   0.7545, 0.537075
2776,   0.7545, 0.547652
2777,   0.7545, 0.544924
2778,   0.7545, 0.541861
2779,   0.7545, 0.532962
2780,   0.7545, 0.530662
2781,   0.7545, 0.532225
2782,   0.7545, 0.535638
2783,   0.7545, 0.527472
2784,   0.7545, 0.524529
2785,   0.7545, 0.520492
2786,   0.7545, 0.531919
2787,   0.7545, 0.529894
2788,   0.7545, 0.535337
2789,   0.7545, 0.545398
2790,   0.7545, 0.533639
2791,   0.7545, 0.537437
2792,   0.7545,  0.53107
2793,   0.7545, 0.536951
2794,   0.7545, 0.539423
2795,    0.756, 0.537221
2796,    0.756, 0.539717
2797,    0.756,   0.5329
2798,    0.756, 0.535157
2799,    0.756, 0.526551
2800,    0.756,  0.52792
2801,    0.756, 0.530991
2802,    0.756, 0.531276
2803,    0.756, 0.526884
2804,    0.756, 0.527139
2805,    0.756,  0.52936
