gen, roulette_scalar_uniform_best, roulette_scalar_uniform_ave
 920,   0.6313, 0.430826
 921,   0.6313, 0.427278
 922,   0.6313, 0.430549
 923,   0.6313, 0.428682
 924,   0.6313, 0.435631
 925,   0.6313, 0.434647
 926,   0.6313, 0.428104
 927,   0.6313, 0.427466
 928,   0.6313, 0.428255
 929,   0.6313, 0.423324
 930,   0.6313, 0.428747
 931,   0.6313, 0.425323
 932,   0.6313, 0.426727
 933,   0.6313, 0.426371
 934,   0.6313, 0.427082
 935,   0.6313,  0.42489
 936,   0.6313, 0.424743
 937,   0.6313,  0.42805
 938,   0.6313, 0.435536
 939,   0.6313, 0.430598
 940,   0.6313, 0.432456
 941,   0.6313,  0.43332
 942,   0.6313, 0.432922
 943,   0.6313, 0.434045
 944,   0.6313, 0.431883
 945,   0.6313,  0.42746
 946,   0.6313, 0.426942
 947,   0.6451, 0.429184
 948,   0.6451, 0.436156
 949,   0.6451, 0.432884
 950,   0.6451, 0.435953
 951,   0.6451, 0.436909
 952,   0.6451, 0.429493
 953,   0.6451, 0.429292
 954,   0.6451, 0.427853
 955,   0.6451, 0.426898
 956,   0.6451, 0.435983
 957,   0.6451, 0.436931
 958,   0.6451, 0.435679
 959,   0.6451, 0.447321
 960,   0.6451, 0.440088
 961,   0.6451, 0.436267
 962,   0.6451, 0.434016
 963,   0.6451, 0.438314
 964,   0.6451, 0.430643
 965,   0.6451, 0.429555
 966,   0.6451, 0.432944
 967,   0.6451, 0.435981
 968,   0.6451, 0.424064
 969,   0.6451, 0.432479
 970,   0.6451, 0.429427
 971,   0.6451, 0.432438
 972,   0.6451, 0.431533
 973,   0.6451,  0.43704
 974,   0.6451, 0.436191
 975,   0.6451, 0.436384
 976,   0.6451, 0.440141
 977,   0.6451, 0.442304
 978,   0.6451, 0.440302
 979,   0.6451, 0.438994
 980,   0.6451, 0.436332
 981,   0.6451, 0.437658
 982,   0.6451, 0.428878
 983,   0.6451, 0.424424
 984,   0.6451, 0.429241
 985,   0.6451, 0.422684
 986,   0.6451, 0.423253
 987,   0.6451, 0.431419
 988,   0.6451,  0.43646
 989,   0.6451, 0.441578
 990,   0.6451, 0.440055
 991,   0.6451, 0.439965
 992,   0.6451, 0.444387
 993,   0.6451, 0.438699
 994,   0.6451, 0.441431
 995,   0.6451, 0.443672
 996,   0.6451, 0.437802
 997,   0.6451, 0.435184
 998,   0.6451, 0.436414
 999,   0.6451, 0.430479
1000,   0.6451, 0.439544
1001,   0.6451, 0.433341
1002,   0.6451, 0.432377
1003,   0.6451, 0.437294
1004,   0.6451, 0.439159
1005,   0.6451, 0.442629
1006,   0.6451, 0.440971
1007,   0.6451, 0.435281
1008,   0.6413, 0.442623
1009,   0.6413, 0.441652
1010,   0.6413, 0.429192
1011,   0.6413, 0.439943
1012,   0.6413, 0.437022
1013,   0.6413, 0.441426
1014,   0.6413, 0.433436
1015,   0.6413,  0.43591
1016,   0.6413, 0.436701
1017,   0.6413, 0.431983
1018,   0.6413, 0.438775
1019,   0.6413, 0.440491
1020,   0.6413, 0.444386
1021,   0.6413,  0.43633
1022,   0.6413, 0.438612
1023,   0.6413, 0.437898
1024,   0.6413, 0.446148
1025,   0.6413, 0.447528
1026,   0.6413, 0.443894
1027,   0.6413, 0.449304
1028,   0.6413, 0.442254
1029,   0.6413, 0.446434
1030,   0.6413, 0.437949
1031,   0.6413,  0.43953
1032,   0.6413, 0.434642
1033,   0.6413, 0.445353
1034,   0.6413, 0.439745
1035,   0.6413, 0.439848
1036,   0.6413, 0.444773
1037,   0.6413, 0.439814
1038,   0.6413, 0.442165
1039,   0.6413, 0.443974
1040,   0.6413,   0.4496
1041,   0.6413, 0.447882
1042,   0.6413, 0.445373
1043,   0.6413, 0.443193
1044,   0.6413, 0.445363
1045,   0.6413, 0.448902
1046,   0.6413,  0.44767
1047,   0.6413, 0.440548
1048,   0.6413, 0.440115
1049,   0.6413, 0.446351
1050,   0.6413, 0.446102
1051,   0.6413,  0.43932
1052,   0.6413, 0.451514
1053,   0.6413, 0.442954
1054,   0.6413, 0.445678
1055,   0.6413, 0.449831
1056,   0.6413, 0.449444
1057,   0.6413, 0.451349
1058,   0.6413, 0.448973
1059,   0.6413, 0.440272
1060,   0.6413, 0.439364
1061,   0.6413, 0.439988
1062,   0.6413, 0.436657
1063,   0.6413, 0.435841
1064,   0.6413,   0.4321
1065,   0.6413, 0.433688
1066,   0.6413, 0.436959
1067,   0.6413, 0.435654
1068,   0.6413, 0.433803
1069,   0.6413, 0.438003
1070,   0.6413, 0.439522
1071,   0.6413, 0.437929
1072,   0.6413,  0.43821
1073,   0.6413, 0.438506
1074,   0.6413, 0.446924
1075,   0.6413, 0.441318
1076,   0.6413, 0.446402
1077,   0.6413, 0.447398
1078,   0.6413, 0.437402
1079,   0.6413, 0.437029
1080,   0.6413, 0.436691
1081,   0.6413, 0.437718
1082,   0.6413, 0.438869
1083,   0.6413, 0.434866
1084,   0.6413, 0.437544
1085,   0.6413, 0.444089
1086,   0.6413, 0.439728
1087,   0.6413, 0.438454
1088,   0.6413, 0.437482
1089,   0.6413, 0.446629
1090,   0.6413, 0.444903
1091,   0.6413, 0.441917
1092,   0.6413, 0.440139
1093,   0.6413, 0.442447
1094,   0.6392, 0.441701
1095,   0.6392, 0.442472
1096,   0.6392, 0.443776
1097,   0.6392, 0.443745
1098,   0.6392, 0.449432
1099,   0.6392,  0.44849
1100,   0.6392, 0.442451
1101,   0.6392, 0.440107
1102,   0.6392, 0.444649
1103,   0.6392, 0.452449
1104,   0.6392, 0.441337
1105,   0.6392, 0.443716
1106,   0.6392, 0.450855
1107,   0.6392, 0.438921
1108,   0.6392, 0.439815
1109,   0.6392, 0.445272
1110,   0.6392, 0.445341
1111,   0.6392, 0.443803
1112,   0.6392, 0.444712
1113,   0.6392, 0.442758
1114,   0.6392, 0.444784
1115,   0.6392, 0.443591
1116,   0.6392, 0.442605
1117,   0.6392, 0.443694
1118,   0.6392, 0.449793
1119,   0.6392, 0.446882
1120,   0.6392, 0.447311
1121,   0.6392, 0.442675
1122,   0.6392, 0.441344
1123,   0.6392, 0.439359
1124,   0.6392, 0.439656
1125,   0.6392, 0.443661
1126,   0.6392, 0.433297
1127,   0.6392, 0.438127
1128,   0.6392, 0.445573
1129,   0.6392,  0.45145
1130,   0.6392,  0.44725
1131,   0.6392,  0.44103
1132,   0.6392, 0.449807
1133,   0.6392, 0.445277
1134,   0.6392, 0.441955
1135,   0.6392, 0.440397
1136,   0.6392, 0.437874
1137,   0.6392, 0.440133
1138,   0.6392, 0.441415
1139,   0.6392, 0.438877
1140,   0.6392, 0.445464
1141,   0.6392, 0.446992
1142,   0.6392, 0.443722
1143,   0.6392, 0.445686
1144,   0.6392, 0.449585
1145,   0.6392, 0.443916
1146,   0.6392, 0.443229
1147,   0.6392, 0.438439
1148,   0.6392,   0.4378
1149,   0.6392, 0.444797
1150,   0.6392, 0.449463
1151,   0.6392, 0.450744
1152,   0.6392, 0.448649
1153,   0.6392, 0.449159
1154,   0.6392, 0.448386
1155,   0.6392, 0.444214
1156,   0.6392, 0.445368
1157,   0.6392, 0.446625
1158,   0.6392, 0.449774
1159,   0.6548, 0.441879
1160,   0.6548, 0.441193
1161,   0.6548, 0.446801
1162,   0.6548,  0.44896
1163,   0.6548, 0.443552
1164,   0.6548, 0.442865
1165,   0.6548, 0.447994
1166,   0.6548, 0.440924
1167,   0.6548, 0.442305
1168,   0.6548, 0.438707
1169,   0.6548, 0.440776
1170,   0.6548, 0.438258
1171,   0.6548, 0.440784
1172,   0.6548, 0.440223
1173,   0.6548, 0.445531
1174,   0.6548, 0.446878
1175,   0.6548, 0.450483
1176,   0.6548,  0.44293
1177,   0.6548, 0.437515
1178,   0.6548,  0.43716
1179,   0.6548, 0.439396
1180,   0.6548, 0.445078
1181,   0.6548, 0.450335
1182,   0.6548, 0.452558
1183,   0.6548,  0.44822
1184,   0.6548, 0.446068
1185,   0.6548, 0.448062
1186,   0.6548, 0.452109
1187,   0.6548, 0.451566
1188,   0.6548, 0.447821
1189,   0.6548, 0.445384
1190,   0.6548, 0.448548
1191,   0.6548, 0.447661
1192,   0.6548, 0.450186
1193,   0.6548, 0.448506
1194,   0.6548, 0.442069
1195,   0.6548, 0.444054
1196,   0.6548, 0.444159
1197,   0.6548, 0.446014
1198,   0.6548, 0.451874
1199,   0.6548, 0.448097
1200,   0.6548,  0.45264
1201,   0.6548, 0.456126
1202,   0.6548, 0.451616
1203,   0.6548, 0.450377
1204,   0.6548, 0.451015
1205,   0.6548, 0.450443
1206,   0.6548, 0.457306
1207,   0.6548, 0.459071
1208,   0.6548, 0.459823
1209,   0.6548, 0.451679
1210,   0.6548, 0.450284
1211,   0.6548, 0.458505
1212,   0.6548,  0.45094
1213,   0.6548,  0.44663
1214,   0.6548, 0.451946
1215,   0.6548, 0.449146
1216,   0.6548, 0.441684
1217,   0.6548, 0.446243
1218,   0.6548, 0.449255
1219,   0.6548, 0.446795
1220,   0.6548, 0.444479
1221,   0.6548, 0.444007
1222,   0.6548, 0.444083
1223,   0.6548, 0.442965
1224,   0.6548, 0.443693
1225,   0.6548, 0.446377
1226,   0.6548, 0.444103
1227,   0.6548, 0.449883
1228,   0.6548, 0.452733
1229,   0.6548, 0.456262
1230,   0.6548, 0.450321
1231,   0.6548, 0.448421
1232,   0.6548, 0.453968
1233,   0.6548, 0.454744
1234,   0.6548, 0.452475
1235,   0.6548, 0.455563
1236,   0.6548,  0.45427
1237,   0.6548, 0.451702
1238,   0.6548, 0.450901
1239,   0.6548, 0.450996
1240,   0.6548,  0.45018
1241,   0.6548, 0.450101
1242,   0.6548,  0.45094
1243,   0.6548, 0.446819
1244,   0.6548,   0.4521
1245,   0.6548, 0.449517
1246,   0.6548, 0.447495
1247,   0.6548, 0.449655
1248,   0.6548, 0.453249
1249,   0.6548, 0.449268
1250,   0.6548, 0.445055
1251,   0.6548, 0.443301
1252,   0.6548, 0.445452
1253,   0.6548, 0.451135
1254,   0.6548, 0.448377
1255,   0.6548, 0.453413
1256,   0.6548, 0.457468
1257,   0.6548, 0.449873
1258,   0.6548, 0.449713
1259,   0.6548, 0.449969
1260,   0.6548, 0.450251
1261,   0.6548,  0.44635
1262,   0.6548, 0.443632
1263,   0.6548, 0.442325
1264,   0.6548, 0.452707
1265,   0.6548, 0.458261
1266,   0.6548, 0.461047
1267,   0.6548, 0.457617
1268,   0.6548, 0.452286
1269,   0.6548, 0.448442
1270,   0.6598, 0.445763
1271,   0.6598, 0.449001
1272,   0.6598, 0.449286
1273,   0.6598, 0.453407
1274,   0.6598, 0.453268
1275,    0.668, 0.454863
1276,    0.668,  0.45235
1277,    0.668, 0.458157
1278,    0.668, 0.452839
1279,    0.668, 0.454707
1280,    0.668, 0.461353
1281,    0.668, 0.459701
1282,    0.668, 0.467575
1283,    0.668, 0.457898
1284,    0.668, 0.461292
1285,    0.668, 0.458551
1286,    0.668, 0.458254
1287,    0.668, 0.463495
1288,    0.668, 0.462403
1289,    0.668, 0.463182
1290,    0.668,  0.46361
1291,    0.668, 0.463105
1292,    0.668, 0.461899
1293,    0.668, 0.460746
1294,    0.668, 0.464819
1295,    0.668, 0.460419
1296,    0.668, 0.462508
1297,    0.668, 0.456654
1298,    0.668, 0.464222
1299,    0.668, 0.460179
1300,    0.668,  0.45489
1301,    0.668, 0.450363
1302,    0.668, 0.456289
1303,    0.668, 0.451188
1304,    0.668, 0.451688
1305,    0.668, 0.453449
1306,    0.668, 0.457824
1307,    0.668, 0.456748
1308,    0.668, 0.459971
1309,    0.668,  0.45679
1310,    0.668, 0.456818
1311,    0.668, 0.457289
1312,    0.668, 0.457693
1313,    0.668, 0.453298
1314,   0.6654,  0.45512
1315,   0.6654,  0.45392
1316,   0.6654,  0.45197
1317,   0.6654, 0.458912
1318,   0.6654, 0.461276
1319,   0.6654, 0.459175
1320,   0.6654, 0.453388
1321,   0.6654, 0.456782
1322,   0.6654, 0.459864
1323,   0.6654, 0.461662
1324,   0.6654, 0.456055
1325,   0.6654, 0.461224
1326,   0.6654, 0.462128
1327,   0.6654, 0.459183
1328,   0.6654, 0.457649
1329,   0.6654, 0.455734
1330,   0.6654, 0.454313
1331,   0.6648, 0.461706
1332,   0.6648, 0.459056
1333,   0.6648, 0.455197
1334,   0.6648, 0.453909
1335,   0.6648, 0.456695
1336,   0.6648, 0.461506
1337,   0.6648, 0.463166
1338,   0.6648, 0.457248
1339,   0.6648,  0.45948
1340,   0.6648, 0.460737
1341,   0.6648, 0.459979
1342,   0.6648, 0.456242
1343,   0.6648, 0.454609
1344,   0.6648, 0.459694
1345,   0.6648, 0.455411
1346,   0.6648, 0.462045
1347,   0.6648, 0.461157
1348,   0.6648, 0.464727
1349,   0.6648, 0.468345
1350,   0.6648,  0.46502
1351,   0.6648, 0.460809
1352,   0.6648, 0.461621
1353,   0.6648, 0.459058
1354,   0.6648, 0.462679
1355,   0.6648,  0.46371
1356,   0.6648, 0.463045
1357,   0.6648, 0.457314
1358,   0.6648, 0.466423
1359,   0.6648, 0.469661
1360,   0.6648, 0.465984
1361,   0.6648, 0.463482
1362,   0.6648, 0.460581
1363,   0.6648, 0.464548
1364,   0.6648, 0.464883
1365,   0.6648, 0.465398
1366,   0.6648, 0.466667
1367,   0.6648, 0.467231
1368,   0.6648, 0.468578
1369,   0.6648, 0.463136
1370,   0.6648, 0.460797
1371,   0.6648, 0.461711
1372,   0.6648, 0.464953
1373,   0.6648, 0.466855
1374,   0.6648, 0.471891
1375,   0.6648, 0.472686
1376,   0.6648, 0.469286
1377,   0.6648, 0.476701
1378,   0.6648, 0.472234
1379,   0.6648, 0.472952
1380,   0.6648, 0.475765
1381,   0.6648, 0.476469
1382,   0.6648, 0.474229
1383,   0.6648, 0.478892
1384,   0.6648, 0.475646
1385,   0.6648, 0.476882
1386,   0.6648, 0.476411
1387,   0.6648, 0.474506
1388,   0.6648, 0.472251
1389,   0.6648, 0.473494
1390,   0.6648, 0.469342
1391,   0.6648, 0.471587
1392,   0.6648, 0.472515
1393,   0.6648,  0.47155
1394,   0.6648, 0.469693
1395,   0.6648, 0.471092
1396,   0.6648, 0.468103
1397,   0.6648, 0.476703
1398,   0.6648,  0.47311
1399,   0.6648, 0.471413
1400,   0.6648, 0.464652
1401,   0.6648,  0.46534
1402,   0.6648,  0.47184
1403,   0.6648, 0.471476
1404,   0.6648, 0.469896
1405,   0.6648, 0.471821
1406,   0.6648, 0.470487
1407,   0.6648, 0.463216
1408,   0.6648, 0.463997
1409,   0.6648, 0.472877
1410,   0.6648, 0.476514
1411,   0.6648, 0.477053
1412,   0.6648, 0.469923
1413,   0.6648, 0.471835
1414,   0.6648, 0.475564
1415,   0.6648, 0.469467
1416,   0.6648, 0.475318
1417,   0.6648, 0.473929
1418,   0.6648, 0.475905
1419,   0.6648, 0.479322
1420,   0.6648, 0.474647
1421,   0.6648, 0.476207
1422,   0.6648, 0.477728
1423,   0.6648, 0.473741
1424,   0.6648, 0.479454
1425,   0.6648, 0.479715
1426,   0.6648, 0.484019
1427,   0.6648, 0.486338
1428,   0.6648,  0.48842
1429,   0.6648,  0.48832
1430,   0.6648, 0.484782
1431,   0.6648, 0.483469
1432,   0.6648, 0.484076
1433,   0.6648,  0.47971
1434,   0.6648, 0.484786
1435,   0.6648, 0.478725
1436,   0.6748, 0.480188
1437,   0.6748, 0.478957
1438,   0.6748, 0.485031
1439,   0.6748, 0.488196
1440,   0.6748, 0.476602
1441,   0.6748, 0.470446
1442,   0.6748, 0.474387
1443,   0.6748, 0.477722
1444,   0.6748,  0.47653
1445,   0.6748, 0.479653
1446,   0.6748, 0.480755
1447,   0.6748,  0.48147
1448,   0.6748, 0.479689
1449,   0.6748, 0.486382
1450,   0.6748, 0.485261
1451,   0.6748,  0.47828
1452,   0.6748, 0.483276
1453,   0.6748, 0.477195
1454,   0.6748, 0.478514
1455,   0.6748, 0.476094
1456,   0.6748, 0.481477
1457,   0.6748, 0.482197
1458,   0.6748, 0.482868
1459,   0.6748, 0.479218
1460,   0.6748, 0.480491
1461,   0.6748, 0.487307
1462,   0.6748, 0.487399
1463,   0.6748, 0.487132
1464,   0.6748, 0.486856
1465,   0.6748, 0.489715
1466,   0.6748, 0.488592
1467,   0.6748, 0.487663
1468,   0.6748, 0.492907
1469,   0.6748, 0.485817
1470,   0.6748, 0.481011
1471,   0.6748, 0.485851
1472,   0.6748, 0.484856
1473,   0.6748, 0.483479
1474,   0.6748, 0.483011
1475,   0.6748, 0.485532
1476,   0.6748, 0.487027
1477,   0.6748, 0.486826
1478,   0.6748, 0.480419
1479,   0.6748, 0.480176
1480,   0.6748, 0.483434
1481,   0.6748, 0.483182
1482,   0.6748, 0.482269
1483,   0.6748, 0.481887
1484,   0.6748, 0.484673
1485,   0.6748, 0.483631
1486,   0.6748, 0.482669
1487,   0.6748, 0.480967
1488,   0.6748,  0.48593
1489,   0.6748, 0.483305
1490,   0.6748, 0.483894
1491,   0.6748, 0.490285
1492,   0.6748,  0.49235
1493,   0.6748, 0.484285
1494,   0.6748, 0.485075
1495,   0.6748,  0.48401
1496,   0.6748, 0.485633
1497,   0.6748, 0.484748
1498,   0.6748, 0.486028
1499,   0.6748, 0.483273
1500,   0.6748, 0.478458
1501,   0.6748,  0.47785
1502,   0.6748, 0.484384
1503,   0.6748, 0.484785
1504,   0.6748,  0.47871
1505,   0.6748, 0.481753
1506,   0.6748, 0.480221
1507,   0.6748, 0.477112
1508,   0.6748,  0.47355
1509,   0.6748, 0.469837
1510,   0.6748, 0.465508
1511,   0.6748, 0.477349
1512,   0.6748, 0.472609
1513,   0.6748, 0.473956
1514,   0.6748,  0.46887
1515,   0.6748, 0.473798
1516,   0.6748, 0.475728
1517,   0.6748, 0.483751
1518,   0.6748, 0.480937
1519,   0.6748,  0.48439
1520,   0.6748, 0.477906
1521,   0.6748,  0.48326
1522,   0.6748, 0.480109
1523,   0.6748,  0.48264
1524,   0.6748, 0.480602
1525,   0.6748, 0.480643
1526,   0.6748, 0.481528
1527,   0.6748,  0.47913
1528,   0.6748,  0.47862
1529,   0.6748, 0.474191
1530,   0.6748, 0.480458
1531,   0.6748, 0.479859
1532,   0.6748, 0.477883
1533,   0.6748, 0.477884
1534,   0.6748, 0.479571
1535,   0.6748, 0.478817
1536,   0.6748, 0.479204
1537,   0.6748, 0.480234
1538,   0.6748, 0.475576
1539,   0.6748, 0.479978
1540,   0.6748, 0.484464
1541,   0.6748,  0.48084
1542,   0.6748, 0.479967
1543,   0.6748, 0.480185
1544,   0.6748, 0.483043
1545,   0.6748, 0.477009
1546,   0.6748, 0.474799
1547,   0.6748,  0.47294
1548,   0.6748,  0.47583
1549,   0.6748, 0.480672
1550,   0.6748, 0.478155
1551,   0.6748, 0.476225
1552,   0.6748, 0.480672
1553,   0.6748, 0.482288
1554,   0.6748, 0.480481
1555,   0.6748,   0.4715
1556,   0.6748, 0.477315
1557,   0.6748, 0.477526
1558,    0.671, 0.470801
1559,    0.671, 0.476978
1560,    0.671, 0.474836
1561,    0.671, 0.478711
1562,    0.671, 0.478242
1563,    0.671, 0.478609
1564,    0.671, 0.474104
1565,    0.671, 0.473119
1566,    0.671,  0.47369
1567,    0.671, 0.469062
1568,    0.671, 0.472439
1569,    0.671,  0.47586
1570,    0.671, 0.474579
1571,    0.671, 0.474344
1572,    0.671, 0.470538
1573,    0.671,  0.46404
1574,    0.671, 0.472104
1575,    0.671, 0.469351
1576,    0.671, 0.471406
1577,    0.671, 0.472419
1578,    0.671, 0.475057
1579,    0.671, 0.477518
1580,    0.671, 0.476633
1581,    0.671, 0.477551
1582,    0.671,  0.47922
1583,    0.671, 0.476431
1584,    0.671, 0.473049
1585,    0.671, 0.472888
1586,    0.671, 0.466524
1587,    0.671, 0.464407
1588,    0.671, 0.469397
1589,    0.671, 0.476809
1590,    0.671, 0.483555
1591,    0.671, 0.476598
1592,    0.671, 0.473812
1593,    0.671, 0.475865
1594,    0.671,    0.476
1595,    0.671, 0.476343
1596,    0.671, 0.481103
1597,    0.671, 0.482789
1598,    0.671, 0.475677
1599,    0.671, 0.474835
1600,    0.671, 0.478274
1601,    0.671, 0.475974
1602,    0.671, 0.477623
1603,    0.671, 0.479208
1604,    0.671, 0.482863
1605,    0.671, 0.484382
1606,    0.671, 0.489385
1607,    0.671, 0.487309
1608,    0.671, 0.487923
1609,    0.671, 0.488414
1610,    0.671, 0.482403
1611,    0.671, 0.484386
1612,    0.671, 0.485823
1613,    0.671, 0.489087
1614,    0.671, 0.490093
1615,    0.671, 0.484075
1616,    0.671, 0.476693
1617,    0.671, 0.477693
1618,    0.671, 0.474559
1619,    0.671, 0.473567
1620,    0.671, 0.475473
1621,    0.671, 0.477776
1622,    0.671, 0.472472
1623,    0.671, 0.474042
1624,    0.671, 0.471998
1625,    0.671, 0.472972
1626,    0.671, 0.473831
1627,    0.671, 0.474221
1628,    0.671, 0.478689
1629,    0.671, 0.480975
1630,    0.671, 0.476398
1631,    0.671, 0.470693
1632,    0.671, 0.472523
1633,    0.671, 0.464253
1634,    0.671, 0.473931
1635,    0.671, 0.470026
1636,    0.671, 0.467661
1637,    0.671, 0.467997
1638,    0.671, 0.468294
1639,    0.671, 0.476512
1640,    0.671, 0.473783
1641,    0.671, 0.478288
1642,    0.671, 0.481983
1643,    0.671, 0.487047
1644,    0.671, 0.487726
1645,    0.671, 0.483605
1646,    0.671, 0.480026
1647,    0.671, 0.477251
1648,    0.671, 0.484361
1649,    0.671, 0.479257
1650,    0.671, 0.482711
1651,    0.671, 0.482168
1652,    0.671,  0.47921
1653,    0.671, 0.482159
1654,    0.671, 0.483118
1655,    0.671, 0.481996
1656,    0.671, 0.485426
1657,    0.671, 0.481553
1658,    0.671, 0.482389
1659,    0.671, 0.474283
1660,    0.671, 0.475693
1661,    0.671, 0.477435
1662,    0.671, 0.478197
1663,    0.671, 0.481807
1664,    0.671, 0.472394
1665,    0.671, 0.474604
1666,    0.671, 0.479005
1667,    0.671, 0.477603
1668,    0.671, 0.473595
1669,    0.671, 0.477449
1670,    0.671, 0.475057
1671,    0.671, 0.472252
1672,    0.671,  0.47591
1673,    0.671, 0.483073
1674,    0.671, 0.490452
1675,    0.671, 0.483618
1676,    0.671, 0.484435
1677,    0.671, 0.481883
1678,    0.671, 0.483762
1679,    0.671, 0.481827
1680,    0.671, 0.479463
1681,    0.671, 0.477555
1682,    0.671, 0.485901
1683,    0.671, 0.494559
1684,    0.671, 0.489223
1685,    0.671, 0.484988
1686,    0.671, 0.482581
1687,    0.671, 0.484807
1688,    0.671, 0.478843
1689,    0.671,  0.47859
1690,    0.671, 0.478732
1691,    0.671, 0.474586
1692,    0.671, 0.482372
1693,    0.671, 0.482829
1694,    0.671, 0.483259
1695,    0.671, 0.483766
1696,    0.671, 0.484451
1697,    0.671, 0.490278
1698,    0.671, 0.488822
1699,    0.671, 0.481608
1700,    0.671, 0.481879
1701,    0.671, 0.485752
1702,   0.6704, 0.489724
1703,   0.6704, 0.486683
1704,   0.6704, 0.482908
1705,   0.6704, 0.482764
1706,   0.6704, 0.480078
1707,   0.6704, 0.478114
1708,   0.6704, 0.473145
1709,   0.6704, 0.466951
1710,   0.6704, 0.471509
1711,   0.6704, 0.468744
1712,   0.6704, 0.474771
1713,   0.6704, 0.482865
1714,   0.6704, 0.478536
1715,   0.6704, 0.479516
1716,   0.6704, 0.478453
1717,   0.6704, 0.476981
1718,   0.6704, 0.473938
1719,   0.6704,  0.47074
1720,   0.6704, 0.475475
1721,   0.6704,   0.4818
1722,   0.6704, 0.479974
1723,   0.6704, 0.478726
1724,   0.6704, 0.474977
1725,   0.6704, 0.480617
1726,   0.6704, 0.489331
1727,   0.6704, 0.490519
1728,   0.6704, 0.490959
1729,   0.6704, 0.487152
1730,   0.6704, 0.485439
1731,   0.6704,  0.48562
1732,   0.6704, 0.486169
1733,   0.6704, 0.482397
1734,   0.6704, 0.478133
1735,   0.6721, 0.479957
1736,   0.6721,  0.48232
1737,   0.6721, 0.487989
1738,   0.6721, 0.489565
1739,   0.6721, 0.483205
1740,   0.6721, 0.484848
1741,   0.6721, 0.482906
1742,   0.6721, 0.480354
1743,   0.6721, 0.480536
1744,   0.6721, 0.477679
1745,   0.6721, 0.484643
1746,   0.6721, 0.485536
1747,   0.6721, 0.484851
1748,   0.6721, 0.482384
1749,   0.6721, 0.475804
1750,   0.6721,  0.47892
1751,   0.6721, 0.478046
1752,   0.6721, 0.478144
1753,   0.6721, 0.477833
1754,   0.6903,  0.48197
1755,   0.6903, 0.482746
1756,   0.6903, 0.483773
1757,   0.6903, 0.483535
1758,   0.6903, 0.484554
1759,   0.6903, 0.483974
1760,   0.6903, 0.483449
1761,   0.6903, 0.488078
1762,   0.6903, 0.492813
1763,   0.6903, 0.488914
1764,   0.6903, 0.487057
1765,   0.6903, 0.485033
1766,   0.6903, 0.487487
1767,   0.6903, 0.489102
1768,   0.6903, 0.480343
1769,   0.6903,  0.48457
1770,   0.6903, 0.487198
1771,   0.6903, 0.485289
1772,   0.6903, 0.490004
1773,   0.6903, 0.487291
1774,   0.6903, 0.492518
1775,   0.6903,   0.4952
1776,   0.6903, 0.489184
1777,   0.6903, 0.490244
1778,   0.6903, 0.489286
1779,   0.6903, 0.488385
1780,   0.6903, 0.486236
1781,   0.6903, 0.480637
1782,   0.6903, 0.483406
1783,   0.6903,  0.48189
1784,   0.6903, 0.481931
1785,   0.6903,  0.48467
1786,   0.6903, 0.487624
1787,   0.6903, 0.485696
1788,   0.6903, 0.485985
1789,   0.6903, 0.496486
1790,   0.6903,  0.49657
1791,   0.6903, 0.493089
1792,   0.6903, 0.494503
1793,   0.6903, 0.491626
1794,   0.6903,  0.48935
1795,   0.6903, 0.489162
1796,   0.6903, 0.484974
1797,   0.6903, 0.482078
1798,   0.6903, 0.482895
1799,   0.6903,  0.48193
1800,   0.6903, 0.481895
1801,   0.6903, 0.480669
1802,   0.6903, 0.481375
1803,   0.6903,  0.48538
1804,   0.6903, 0.491655
1805,   0.6903, 0.490656
1806,   0.6903, 0.498006
1807,   0.6903, 0.486203
1808,   0.6903, 0.487035
1809,   0.6903, 0.485838
1810,   0.6903, 0.489727
1811,   0.6903, 0.491848
1812,   0.6903, 0.487749
1813,   0.6903, 0.492842
1814,   0.6903, 0.498558
1815,   0.6903, 0.495203
1816,   0.6903, 0.498593
1817,   0.6903, 0.498882
1818,   0.6903, 0.496705
1819,   0.6903, 0.496332
1820,   0.6903, 0.488097
1821,   0.6903, 0.484895
1822,   0.6903, 0.493437
1823,   0.6903, 0.493778
1824,   0.6903, 0.499857
1825,   0.6903,  0.49747
1826,   0.6903,  0.49617
1827,   0.6903, 0.491634
1828,   0.6903, 0.501007
1829,   0.6903, 0.500677
1830,   0.6903, 0.495506
1831,   0.6903, 0.494595
1832,   0.6903, 0.493861
1833,   0.6903, 0.495596
1834,   0.6903,  0.49705
1835,   0.6903,  0.48546
1836,   0.6903, 0.488139
1837,   0.6903, 0.486224
1838,   0.6903, 0.487956
1839,   0.6903, 0.488508
1840,   0.6903, 0.488592
1841,   0.6903, 0.491653
1842,   0.6903, 0.497209
1843,   0.6903, 0.493362
1844,   0.6903, 0.486854
1845,   0.6903, 0.486445
1846,   0.6903, 0.492728
1847,   0.6903,  0.48579
1848,   0.6903,  0.49261
1849,   0.6903, 0.492472
1850,   0.6903,   0.4897
1851,   0.6903, 0.482975
1852,   0.6903, 0.483218
1853,   0.6903, 0.483573
1854,   0.6903, 0.489968
1855,   0.6903, 0.493283
1856,   0.6903, 0.486938
1857,   0.6903, 0.484182
1858,   0.6903, 0.488863
1859,   0.6903, 0.487513
1860,   0.6903, 0.488444
1861,   0.6903, 0.487366
1862,   0.6903, 0.486406
