gen, roulette_scalar_uniform_best, roulette_scalar_uniform_ave
1863,   0.6903, 0.480368
1864,   0.6903, 0.481881
1865,   0.6903, 0.490096
1866,   0.6903, 0.493703
1867,   0.6903,   0.4911
1868,   0.6903, 0.488901
1869,   0.6903, 0.490198
1870,   0.6903, 0.492714
1871,   0.6903, 0.487963
1872,   0.6903, 0.487462
1873,   0.6903, 0.489466
1874,   0.6903, 0.489689
1875,   0.6903, 0.490349
1876,   0.6903, 0.490454
1877,   0.6903, 0.492031
1878,   0.6903, 0.491965
1879,   0.6903,  0.48963
1880,   0.6903, 0.483718
1881,   0.6903, 0.489819
1882,   0.6903,  0.48677
1883,   0.6903,  0.48516
1884,   0.6903, 0.476941
1885,   0.6903, 0.485069
1886,   0.6903, 0.486413
1887,   0.6903,  0.48436
1888,   0.6903, 0.487406
1889,   0.6903, 0.489576
1890,   0.6903, 0.486887
1891,   0.6903, 0.485895
1892,   0.6903, 0.485697
1893,   0.6903, 0.483644
1894,   0.6903, 0.481264
1895,   0.6903, 0.491269
1896,   0.6903, 0.496002
1897,   0.6749, 0.497353
1898,   0.6749, 0.497168
1899,   0.6749, 0.487197
1900,   0.6749, 0.483927
1901,   0.6749, 0.486919
1902,   0.6749, 0.481342
1903,   0.6749, 0.481979
1904,   0.6749, 0.488949
1905,   0.6749, 0.484001
1906,   0.6749, 0.483898
1907,   0.6749, 0.482041
1908,   0.6749, 0.487985
1909,   0.6749, 0.488693
1910,   0.6749, 0.484291
1911,   0.6749, 0.480901
1912,   0.6749, 0.481701
1913,   0.6749,  0.48513
1914,   0.6749, 0.489522
1915,   0.6749, 0.485995
1916,   0.6749, 0.486677
1917,   0.6749, 0.486189
1918,   0.6749, 0.490891
1919,   0.6749,  0.48758
1920,   0.6749,  0.48725
1921,   0.6749, 0.489134
1922,   0.6749,  0.48612
1923,   0.6749,  0.48138
1924,   0.6749, 0.492166
1925,   0.6749, 0.493645
1926,   0.6749, 0.494333
1927,   0.6749, 0.493286
1928,   0.6749, 0.494905
1929,   0.6749,  0.49007
1930,   0.6749,   0.4964
1931,   0.6749, 0.496249
1932,   0.6749, 0.496981
1933,   0.6749, 0.497407
1934,   0.6749, 0.493894
1935,   0.6749, 0.491118
1936,   0.6749, 0.493225
1937,   0.6749, 0.495485
1938,   0.6749, 0.493028
1939,   0.6749, 0.493771
1940,   0.6749, 0.486974
1941,   0.6749, 0.498173
1942,   0.6749, 0.494007
1943,   0.6749, 0.498264
1944,   0.6749, 0.493369
1945,   0.6749, 0.492835
1946,   0.6749, 0.494305
1947,   0.6749, 0.493261
1948,   0.6749, 0.492714
1949,   0.6749,  0.48834
1950,   0.6749, 0.485744
1951,   0.6749, 0.487626
1952,   0.6749, 0.485826
1953,   0.6796, 0.485994
1954,   0.6796, 0.486339
1955,   0.6796, 0.489703
1956,   0.6796, 0.494984
1957,   0.6796, 0.497517
1958,   0.6796, 0.488966
1959,   0.6796, 0.489352
1960,   0.6796, 0.489582
1961,   0.6796, 0.483315
1962,   0.6796, 0.483419
1963,    0.684,  0.48934
1964,    0.684, 0.482998
1965,    0.684, 0.485346
1966,    0.684, 0.481074
1967,    0.684, 0.485085
1968,    0.684, 0.488274
1969,    0.684, 0.487326
1970,    0.684, 0.484982
1971,    0.684, 0.489951
1972,    0.684, 0.489658
1973,    0.684, 0.483568
1974,    0.684, 0.482225
1975,    0.684, 0.475154
1976,    0.684, 0.475771
1977,    0.684, 0.474627
1978,    0.684, 0.477929
1979,    0.684, 0.478599
1980,    0.684, 0.484571
1981,    0.684,  0.48796
1982,    0.684, 0.488727
1983,    0.684, 0.486118
1984,    0.684, 0.482542
1985,    0.684, 0.484248
1986,    0.684, 0.488557
1987,    0.684, 0.481495
1988,    0.684, 0.480677
1989,    0.684, 0.482859
1990,    0.684, 0.480537
1991,    0.684, 0.484882
1992,    0.684, 0.483956
1993,    0.684, 0.483377
1994,    0.684,  0.47906
1995,    0.684, 0.487766
1996,    0.684,  0.49626
1997,    0.684,  0.49649
1998,    0.684, 0.491292
1999,    0.684, 0.489626
2000,    0.684, 0.489915
2001,    0.684, 0.484599
2002,    0.684, 0.490218
2003,    0.684, 0.492848
2004,    0.684, 0.488548
2005,    0.684, 0.492123
2006,    0.684,  0.49606
2007,    0.684,  0.49477
2008,    0.684, 0.492668
2009,    0.684, 0.491024
2010,    0.684, 0.495528
2011,    0.684, 0.490645
2012,    0.684, 0.487121
2013,    0.684, 0.492375
2014,    0.684, 0.487105
2015,    0.684, 0.488393
2016,    0.684,    0.487
2017,    0.684, 0.481302
2018,    0.684, 0.488936
2019,    0.684, 0.492531
2020,    0.684, 0.492608
2021,    0.684,  0.48848
2022,    0.684,  0.48774
2023,    0.684, 0.488555
2024,    0.684, 0.488708
2025,    0.684, 0.483229
2026,    0.684, 0.488261
2027,    0.684, 0.483922
2028,    0.684, 0.484349
2029,    0.684, 0.487815
2030,    0.684,  0.48834
2031,    0.684, 0.491527
2032,    0.684, 0.494621
2033,    0.684, 0.494414
2034,    0.684, 0.488136
2035,    0.684, 0.494144
2036,    0.684, 0.490319
2037,    0.684, 0.487554
2038,    0.684, 0.488052
2039,    0.684, 0.489697
2040,    0.684, 0.482466
2041,    0.684, 0.480588
2042,    0.684, 0.481954
2043,    0.684, 0.485264
2044,    0.684, 0.488002
2045,    0.684, 0.489821
2046,    0.684, 0.485788
2047,    0.684, 0.486379
2048,    0.684, 0.493487
2049,    0.684, 0.483217
2050,    0.684, 0.484807
2051,    0.684, 0.485352
2052,    0.684, 0.485135
2053,    0.684, 0.481683
2054,    0.684, 0.482738
2055,    0.684, 0.493737
2056,    0.684, 0.489911
2057,    0.684, 0.486955
2058,    0.684, 0.489462
2059,    0.684, 0.488838
2060,    0.684, 0.494153
2061,    0.684, 0.494196
2062,    0.684,  0.49394
2063,    0.684, 0.492591
2064,   0.6892, 0.492367
2065,   0.6892,  0.49213
2066,   0.6892, 0.491704
2067,   0.6892, 0.490822
2068,   0.6892, 0.494926
2069,   0.6892, 0.489729
2070,   0.6892, 0.489482
2071,   0.6892, 0.491905
2072,   0.6892, 0.489242
2073,   0.6892, 0.492731
2074,   0.6892, 0.483725
2075,   0.6892, 0.483956
2076,   0.6892, 0.480874
2077,   0.6892, 0.486589
2078,   0.6892, 0.492843
2079,   0.6892, 0.492334
2080,   0.6892, 0.485923
2081,   0.6892, 0.485366
2082,   0.6892, 0.486633
2083,   0.6892, 0.480482
2084,   0.6892, 0.484767
2085,   0.6892, 0.478924
2086,   0.6892, 0.483506
2087,   0.6892, 0.482491
2088,   0.6892, 0.476948
2089,   0.6892, 0.482332
2090,   0.6892, 0.491286
2091,   0.6892, 0.491902
2092,   0.6892, 0.489707
2093,   0.6892, 0.494687
2094,   0.6892, 0.500039
2095,   0.6892, 0.495612
2096,   0.6892, 0.494023
2097,   0.6892, 0.484561
2098,   0.6892, 0.481131
2099,   0.6892, 0.484426
2100,   0.6892, 0.486106
2101,   0.6892,  0.49231
2102,   0.6892, 0.488793
2103,   0.6892, 0.484787
2104,   0.6892, 0.482159
2105,   0.6892, 0.484966
2106,   0.6892, 0.488241
2107,   0.6892,   0.4823
2108,   0.6892, 0.479099
2109,   0.6892, 0.491984
2110,   0.6892, 0.491652
2111,   0.6892, 0.486021
2112,   0.6892, 0.488602
2113,   0.6892, 0.486941
2114,   0.6892, 0.486807
2115,   0.6892, 0.484869
2116,   0.6892,  0.48443
2117,   0.6892, 0.482041
2118,   0.6892, 0.477822
2119,   0.6892, 0.484068
2120,   0.6892, 0.476366
2121,   0.6892, 0.478267
2122,   0.6892, 0.482998
2123,   0.6892, 0.481594
2124,   0.6892, 0.480819
2125,   0.6892, 0.483148
2126,   0.6892, 0.483474
2127,   0.6892, 0.483247
2128,   0.6892, 0.480852
2129,   0.6892, 0.484556
2130,   0.6892, 0.480784
2131,   0.6892, 0.488141
2132,   0.6892, 0.492679
2133,   0.6892, 0.490753
2134,   0.6892, 0.492219
2135,   0.6892, 0.497816
2136,   0.6892, 0.493409
2137,   0.6892, 0.496266
2138,   0.6924, 0.490957
2139,   0.6924, 0.490531
2140,   0.6924, 0.497609
2141,   0.6924, 0.490418
2142,   0.6924, 0.494063
2143,   0.6924, 0.498511
2144,   0.6924, 0.493072
2145,   0.6924, 0.495029
2146,   0.6924, 0.497689
2147,   0.6924, 0.496581
2148,   0.6924, 0.497439
2149,   0.6924, 0.497537
2150,   0.6924, 0.497159
2151,   0.6924, 0.495637
2152,   0.6924, 0.489755
2153,   0.6924, 0.489975
2154,   0.6924, 0.482548
2155,   0.6924, 0.488322
2156,   0.6924, 0.492698
2157,   0.6924, 0.487838
2158,   0.6924, 0.494271
2159,   0.6924, 0.487633
2160,   0.6924, 0.492121
2161,   0.6924, 0.489636
2162,   0.6924, 0.489008
2163,   0.6924, 0.488144
2164,   0.6924, 0.490687
2165,   0.6924,  0.49408
2166,   0.6924, 0.490322
2167,   0.6924, 0.497209
2168,   0.6924, 0.490934
2169,   0.6924, 0.495701
2170,   0.6924, 0.495973
2171,   0.6924, 0.493036
2172,   0.6924, 0.491472
2173,   0.6924, 0.490033
2174,   0.6924, 0.492827
2175,   0.6924, 0.483184
2176,   0.6924, 0.476986
2177,   0.6924, 0.483393
2178,   0.6924, 0.478715
2179,   0.6924, 0.477094
2180,   0.6924, 0.474303
2181,   0.6924, 0.481174
2182,   0.6924, 0.479968
2183,   0.6924, 0.484751
2184,   0.6924, 0.484284
2185,   0.6924, 0.486474
2186,   0.6924, 0.486858
2187,   0.6924, 0.482664
2188,   0.6924, 0.486937
2189,   0.6924,  0.49075
2190,   0.6924, 0.493765
2191,   0.6924, 0.499463
2192,   0.6924,  0.50054
2193,   0.6924, 0.500414
2194,   0.6924,  0.49715
2195,   0.6924, 0.501385
2196,   0.6924, 0.492486
2197,   0.6924, 0.490333
2198,   0.6924, 0.494549
2199,   0.6924, 0.491726
2200,   0.6924, 0.493944
2201,   0.6924, 0.489599
2202,   0.6924, 0.493029
2203,   0.6924, 0.493273
2204,   0.6924, 0.493648
2205,   0.6924, 0.490887
2206,   0.6924, 0.500346
2207,   0.6924, 0.490565
2208,   0.6924, 0.492852
2209,   0.6924, 0.491121
2210,   0.6924, 0.501085
2211,   0.6924, 0.499104
2212,   0.6924, 0.510787
2213,   0.6924, 0.508368
2214,   0.6924,  0.50364
2215,   0.6924, 0.499955
2216,   0.6924, 0.506042
2217,   0.6924, 0.501856
2218,   0.6924, 0.495544
2219,   0.6924, 0.494992
2220,   0.6924, 0.496426
2221,   0.6924, 0.495708
2222,   0.6924, 0.491268
2223,   0.6924, 0.489684
2224,   0.6924, 0.488227
2225,   0.6924, 0.489721
2226,   0.6924, 0.485403
2227,   0.6924, 0.496822
2228,   0.6924, 0.497178
2229,   0.6924, 0.492352
2230,   0.6924, 0.486075
2231,   0.6924, 0.489664
2232,   0.6924, 0.487534
2233,   0.6924,  0.49019
2234,   0.6924, 0.486084
2235,   0.6924, 0.492193
2236,   0.6924, 0.495565
2237,   0.6924, 0.499248
2238,   0.6924,  0.50322
2239,   0.6924, 0.500503
2240,   0.6924, 0.499639
2241,   0.6924, 0.504295
2242,   0.6924,  0.50468
2243,   0.6924, 0.498342
2244,   0.6924, 0.495945
2245,   0.6924, 0.497402
2246,   0.6924, 0.502003
2247,   0.6924, 0.501988
2248,   0.6924, 0.503982
2249,   0.6924, 0.506089
2250,   0.6924,  0.49923
2251,   0.6924, 0.500766
2252,   0.6924, 0.501395
2253,   0.6924,  0.50236
2254,   0.6924, 0.496988
2255,   0.6924,  0.49204
2256,   0.6924, 0.491264
2257,   0.6924,  0.49367
2258,   0.6924, 0.492865
2259,   0.6924, 0.493834
2260,   0.6924, 0.496758
2261,   0.6924, 0.497815
2262,   0.6924, 0.500049
2263,   0.6924, 0.494348
2264,   0.6924, 0.494487
2265,   0.6924, 0.493181
2266,   0.6924, 0.493284
2267,   0.6916, 0.492801
2268,   0.6916, 0.486231
2269,   0.6916, 0.491661
2270,   0.6916, 0.486266
2271,   0.6916, 0.494859
2272,   0.6916, 0.499696
2273,   0.6916, 0.493015
2274,   0.6916, 0.494244
2275,   0.6916, 0.496813
2276,   0.6916,  0.49597
2277,   0.6916, 0.496015
2278,   0.6916, 0.498671
2279,   0.6916, 0.499238
2280,   0.6916, 0.497192
2281,   0.6916, 0.497552
2282,   0.6916, 0.495092
2283,   0.6916, 0.492889
2284,   0.6916, 0.492893
2285,   0.6916, 0.496025
2286,   0.6916, 0.499803
2287,   0.6916, 0.495647
2288,   0.6916,  0.49759
2289,   0.6916, 0.496893
2290,   0.6916, 0.496022
2291,   0.6916, 0.497178
2292,   0.6916, 0.491826
2293,   0.6916, 0.487352
2294,   0.6916, 0.491094
2295,   0.6916, 0.491983
2296,   0.6916, 0.495103
2297,   0.6916, 0.492967
2298,   0.6916, 0.495328
2299,   0.6916, 0.501264
2300,   0.6916, 0.496712
2301,   0.6916, 0.499119
2302,   0.6916, 0.498631
2303,   0.6916,  0.49937
2304,   0.6916, 0.495863
2305,   0.6916, 0.501238
2306,   0.6916, 0.502315
2307,   0.6916, 0.494862
2308,   0.6916, 0.497563
2309,   0.6916, 0.499023
2310,   0.6916, 0.498829
2311,   0.6916, 0.494444
2312,   0.6916, 0.490468
2313,   0.6916, 0.485854
2314,   0.6916, 0.488712
2315,   0.6916, 0.489862
2316,   0.6916, 0.491291
2317,   0.6916, 0.497613
2318,   0.6916, 0.487733
2319,   0.6916, 0.486214
2320,   0.6916,   0.4897
2321,   0.6916, 0.491719
2322,   0.6916, 0.492219
2323,   0.6916, 0.494891
2324,   0.6916, 0.494018
2325,   0.6916, 0.492105
2326,   0.6916, 0.493092
2327,   0.6916, 0.497042
2328,   0.6916, 0.493185
2329,   0.6916, 0.496558
2330,   0.6916, 0.494176
2331,   0.6916, 0.488205
2332,   0.6916,  0.48963
2333,   0.6916, 0.492768
2334,   0.6916, 0.491106
2335,   0.6916, 0.494673
2336,   0.6916, 0.494215
2337,   0.6916, 0.492683
2338,   0.6916, 0.499198
2339,   0.6916, 0.499577
2340,   0.6916, 0.496788
2341,   0.6916, 0.496275
2342,   0.6916, 0.495822
2343,   0.6916, 0.503008
2344,   0.6916, 0.497292
2345,   0.6916, 0.498055
2346,   0.6916, 0.498762
2347,   0.6916, 0.498506
2348,   0.6916, 0.492448
2349,   0.6916, 0.490503
2350,   0.6916, 0.490456
2351,   0.6916, 0.487484
2352,   0.6916, 0.492265
2353,   0.6916, 0.497251
2354,   0.6916, 0.497991
2355,   0.6916, 0.499206
2356,   0.6916, 0.496833
2357,   0.6916, 0.497302
2358,   0.6916, 0.502324
2359,   0.6982, 0.499607
2360,   0.6982, 0.498575
2361,   0.6982,  0.50054
2362,   0.6982, 0.503576
2363,   0.6982, 0.496267
2364,   0.6982, 0.496731
2365,   0.6982, 0.496119
2366,   0.6982,  0.50076
2367,   0.6982, 0.500667
2368,   0.6982,  0.49392
2369,   0.6982, 0.490454
2370,   0.6982, 0.486547
2371,   0.6982,  0.49174
2372,   0.6982, 0.486942
2373,   0.6982, 0.492388
2374,   0.6982, 0.496099
2375,   0.6982, 0.494191
2376,   0.6982, 0.491387
2377,   0.6982, 0.488618
2378,   0.6982, 0.488285
2379,   0.6982, 0.493265
2380,   0.6982, 0.495812
2381,   0.6982, 0.490566
2382,   0.6948, 0.495202
2383,   0.6948, 0.497918
2384,   0.6948, 0.496179
2385,   0.6948, 0.491587
2386,   0.6948, 0.492242
2387,   0.6948, 0.488791
2388,   0.6948, 0.489504
2389,   0.6948, 0.491398
2390,   0.6948,  0.49128
2391,   0.6948, 0.497592
2392,   0.6948, 0.495123
2393,   0.6948, 0.498316
2394,   0.6948, 0.501617
2395,   0.6948,  0.50048
2396,   0.6948, 0.505554
2397,   0.6948, 0.496504
2398,   0.6948, 0.497236
2399,   0.6948, 0.488688
2400,   0.6948, 0.494621
2401,   0.6948, 0.491893
2402,   0.6948, 0.496183
2403,   0.6948, 0.495629
2404,   0.6948, 0.503435
2405,   0.6948, 0.497952
2406,   0.6948,  0.50294
2407,   0.6948, 0.499735
2408,   0.6948, 0.498526
2409,   0.6948,  0.49562
2410,   0.6948, 0.497498
2411,   0.6948, 0.494788
2412,   0.6948, 0.490335
2413,   0.6948,  0.48254
2414,   0.6948, 0.477592
2415,   0.6948, 0.481306
2416,   0.6948, 0.491391
2417,   0.6948, 0.488963
2418,   0.6948, 0.497633
2419,   0.6948, 0.496052
2420,   0.6948, 0.501777
2421,   0.6948, 0.501624
2422,   0.6948,  0.50075
2423,   0.6948, 0.497279
2424,   0.6948, 0.495687
2425,   0.6948, 0.500048
2426,   0.6948, 0.501715
2427,   0.6948, 0.501399
2428,   0.6948, 0.500004
2429,   0.6948, 0.506126
2430,   0.6948, 0.504614
2431,   0.6948, 0.499876
2432,   0.6948, 0.504005
2433,   0.6948, 0.502696
2434,   0.6948, 0.503797
2435,   0.6948, 0.507521
2436,   0.6948, 0.504142
2437,   0.6948, 0.504505
2438,   0.6948, 0.505988
2439,   0.6948, 0.507172
2440,   0.6948, 0.507858
2441,   0.6948, 0.510621
2442,   0.6948, 0.508834
2443,   0.6948, 0.503849
2444,   0.6948, 0.502973
2445,   0.6948, 0.502402
2446,   0.6948, 0.499697
2447,   0.6948, 0.498112
2448,   0.6948, 0.501623
2449,   0.6948, 0.505471
2450,   0.6948, 0.506685
2451,   0.6948,  0.50687
2452,   0.6948, 0.501459
2453,   0.6948,  0.49963
2454,   0.6948, 0.499493
2455,   0.6948, 0.502128
2456,   0.6948, 0.500873
2457,   0.6948, 0.492713
2458,   0.6948, 0.490961
2459,   0.6948, 0.495012
2460,   0.6948, 0.495577
2461,   0.6948, 0.496834
2462,   0.6948, 0.491675
2463,   0.6948, 0.487813
2464,   0.6948, 0.489982
2465,   0.6948, 0.489193
2466,   0.6948, 0.494855
2467,   0.6948, 0.504917
2468,   0.6948, 0.499163
2469,   0.6948, 0.499392
2470,   0.6948, 0.508426
2471,   0.6948,   0.5067
2472,   0.6948, 0.505003
2473,   0.6948, 0.502976
2474,   0.6948, 0.500215
2475,   0.6948,  0.49674
2476,   0.6948, 0.496305
2477,   0.6948, 0.499106
2478,   0.6948, 0.498322
2479,   0.6948, 0.501875
2480,   0.6948, 0.502657
2481,   0.6948, 0.510858
2482,   0.6948, 0.504341
2483,   0.6948, 0.493141
2484,   0.6948, 0.493923
2485,   0.6948, 0.495733
2486,   0.6948, 0.491302
2487,   0.6948, 0.488882
2488,   0.6948, 0.498201
2489,   0.6948, 0.492551
2490,   0.6948,  0.49417
2491,   0.6948, 0.496261
2492,   0.6948, 0.506896
2493,   0.6948, 0.504319
2494,   0.6948, 0.503049
2495,   0.7017, 0.497936
2496,   0.7017, 0.492163
2497,   0.7017, 0.490653
2498,   0.7017, 0.493497
2499,   0.7017, 0.494788
2500,   0.7017, 0.495806
2501,   0.7017, 0.495122
2502,   0.7017, 0.487873
2503,   0.7017,  0.49638
2504,   0.7017, 0.496259
2505,   0.7017, 0.496828
2506,   0.7017, 0.496619
2507,   0.7017, 0.495636
2508,   0.7017,  0.49745
2509,   0.7017, 0.501504
2510,   0.7017, 0.500806
2511,   0.7017, 0.498031
2512,   0.7017, 0.494782
2513,   0.7017, 0.500812
2514,   0.7017, 0.503682
2515,   0.7017, 0.500841
2516,   0.7017,  0.49575
2517,   0.7017,  0.49498
2518,   0.7017, 0.489114
2519,   0.7017, 0.492005
2520,   0.7017, 0.491684
2521,   0.7017, 0.495474
2522,   0.7017, 0.495395
2523,   0.7017, 0.492629
2524,   0.7017, 0.489705
2525,   0.7017,  0.49583
2526,   0.7017, 0.492406
2527,   0.7017,  0.49275
2528,   0.7017, 0.496114
2529,   0.7017, 0.497002
2530,   0.7017, 0.490512
2531,   0.7017, 0.486311
2532,   0.7017, 0.491447
2533,   0.7017,  0.48906
2534,   0.7017, 0.492125
2535,   0.7017, 0.495978
2536,   0.7017, 0.499963
2537,   0.7017, 0.494568
2538,   0.7017, 0.491316
2539,   0.7017, 0.487375
2540,   0.7017, 0.486449
2541,   0.7017, 0.487973
2542,   0.7017, 0.493381
2543,   0.7017, 0.487673
2544,   0.7017, 0.492941
2545,   0.7017, 0.503788
2546,   0.7017, 0.498119
2547,   0.7017, 0.500677
2548,   0.7017,  0.50161
2549,   0.7017,  0.48974
2550,   0.7017, 0.485464
2551,   0.7017, 0.494732
2552,   0.7017,  0.50301
2553,   0.7017, 0.498527
2554,   0.7017, 0.501651
2555,   0.7017, 0.505903
2556,   0.7017, 0.501016
2557,   0.6951, 0.498871
2558,   0.6951, 0.505174
2559,   0.6951, 0.498313
2560,   0.6951, 0.495585
2561,   0.6951, 0.502279
2562,   0.6951, 0.498716
2563,   0.6951, 0.496175
2564,   0.6951, 0.499094
2565,   0.6951, 0.495787
2566,   0.6951, 0.500502
2567,   0.6951, 0.489259
2568,   0.6951, 0.488807
2569,   0.6951, 0.494126
2570,   0.6951, 0.487365
2571,   0.6951, 0.478243
2572,   0.6951, 0.486099
2573,   0.6951, 0.480689
2574,   0.6951, 0.483679
2575,   0.6951, 0.482744
2576,   0.6951, 0.482786
2577,   0.6951,  0.48583
2578,   0.6951, 0.486541
2579,   0.6951, 0.488375
2580,   0.6951,  0.49904
2581,   0.6951, 0.493886
2582,   0.6951, 0.490139
2583,   0.6951,  0.48983
2584,   0.6951, 0.490128
2585,   0.6951, 0.486381
2586,   0.6951, 0.493274
2587,   0.6951, 0.494528
2588,   0.6951, 0.492005
2589,   0.6951, 0.491394
2590,   0.6951, 0.490486
2591,   0.6951, 0.488444
2592,   0.6951, 0.487653
2593,   0.6951, 0.493113
2594,   0.6951, 0.496405
2595,   0.6951, 0.496251
2596,   0.6951, 0.496852
2597,   0.6951,  0.50063
2598,   0.6951, 0.495106
2599,   0.6951, 0.483979
2600,   0.6951, 0.490775
2601,   0.6951, 0.495771
2602,   0.6951, 0.497248
2603,   0.6951, 0.496943
2604,   0.6951, 0.494502
2605,   0.6951, 0.502828
2606,   0.6951, 0.499941
2607,   0.6951, 0.501288
2608,   0.6951, 0.499736
2609,   0.6951, 0.491882
2610,   0.6951, 0.493677
2611,   0.6951, 0.498109
2612,   0.6951, 0.509155
2613,   0.6951, 0.501769
2614,   0.6951, 0.506709
2615,   0.6951, 0.506828
2616,   0.6951, 0.503173
2617,   0.6951, 0.502908
2618,   0.6951, 0.501526
2619,   0.6951, 0.498659
2620,   0.6978,  0.50465
2621,   0.6978, 0.502715
2622,   0.6978, 0.500521
2623,   0.6978, 0.500529
2624,   0.6978, 0.505207
2625,   0.6978, 0.506057
2626,   0.6978, 0.502921
2627,   0.6978,   0.5021
2628,   0.6978, 0.500866
2629,   0.6978, 0.502022
2630,   0.6978, 0.509008
2631,   0.6978, 0.503207
2632,   0.6978, 0.503117
2633,   0.6978,   0.5058
2634,   0.6978, 0.504982
2635,   0.6978, 0.503417
2636,   0.6978,  0.49905
2637,   0.6978, 0.502259
2638,   0.6978,  0.49676
2639,   0.6978, 0.499449
2640,   0.6978, 0.497286
2641,   0.6978, 0.498598
2642,   0.6978, 0.486989
2643,   0.6978, 0.491071
2644,   0.6978,  0.48583
2645,   0.6978,   0.4935
2646,   0.6978, 0.500027
2647,   0.6978, 0.499014
2648,   0.6978, 0.495732
2649,   0.6978, 0.497841
2650,   0.6978, 0.500872
2651,   0.6978,  0.49302
2652,   0.6978, 0.495614
2653,   0.6978,  0.50658
2654,   0.6978, 0.505323
2655,   0.6978, 0.503378
2656,   0.6978, 0.504503
2657,   0.6978, 0.500941
2658,   0.6978, 0.503889
2659,   0.6978, 0.505045
2660,   0.6978, 0.499431
2661,   0.6978, 0.495105
2662,   0.6978, 0.491219
2663,   0.6978, 0.498928
2664,   0.6978, 0.509085
2665,   0.6978, 0.498017
2666,   0.6978, 0.508868
2667,   0.6978, 0.503677
2668,   0.6978, 0.507164
2669,   0.6978, 0.506852
2670,   0.6978, 0.504094
2671,   0.6978, 0.500811
2672,   0.6978, 0.496888
2673,   0.6978, 0.504104
2674,   0.6978,  0.50877
2675,   0.6978, 0.503169
2676,   0.6978, 0.502041
2677,   0.6978, 0.510305
2678,   0.6978, 0.505996
2679,   0.6978, 0.504196
2680,   0.6978, 0.507416
2681,   0.6978, 0.501947
2682,   0.6978, 0.505449
2683,   0.6978, 0.511789
2684,   0.6978, 0.513527
2685,   0.6978, 0.505319
2686,   0.6978, 0.503922
2687,   0.6978, 0.512638
2688,   0.6978, 0.513269
2689,   0.6978, 0.514394
2690,   0.6978, 0.514781
2691,   0.6978, 0.512769
2692,   0.6978, 0.508555
2693,   0.6978,  0.50324
2694,   0.6978, 0.506834
2695,   0.6978, 0.497079
2696,   0.6978, 0.497175
2697,   0.6978,  0.50058
2698,   0.6978, 0.500564
2699,   0.6978, 0.503057
2700,   0.6978, 0.500199
2701,   0.6978, 0.498136
2702,   0.6978, 0.503583
2703,   0.6978, 0.498482
2704,   0.6978, 0.498199
2705,   0.6978, 0.493111
2706,   0.6978, 0.487028
2707,   0.6978, 0.484764
2708,   0.6978, 0.489688
2709,   0.6978, 0.488052
2710,   0.6978, 0.495629
2711,   0.6978, 0.498739
2712,   0.6978, 0.498486
2713,   0.6978, 0.498321
2714,   0.6978, 0.502738
2715,   0.6978, 0.503668
2716,   0.6978, 0.503549
2717,   0.6978, 0.504322
2718,   0.6978, 0.504418
2719,   0.6978, 0.498715
2720,   0.6978, 0.498929
2721,   0.6978, 0.508341
2722,   0.6978, 0.500846
2723,   0.6978, 0.496841
2724,   0.6978, 0.495863
2725,   0.6978, 0.500184
2726,   0.6978, 0.499974
2727,   0.6978, 0.500592
2728,   0.6978, 0.489205
2729,   0.7023, 0.499351
2730,   0.7023, 0.495745
2731,   0.7023, 0.493594
2732,   0.7023, 0.492209
2733,   0.7023, 0.495801
2734,   0.7023, 0.497937
2735,   0.7023, 0.493789
2736,   0.7023, 0.490808
2737,   0.7023, 0.493365
2738,   0.7023, 0.493688
2739,   0.7023, 0.494133
2740,   0.7023, 0.493428
2741,   0.7023, 0.488474
2742,   0.7023, 0.502874
2743,   0.7023, 0.498706
2744,   0.7023, 0.498515
2745,   0.7023, 0.497115
2746,   0.7023,  0.50245
2747,   0.7023, 0.502348
2748,   0.7023, 0.500399
2749,   0.7023, 0.502096
2750,   0.7023, 0.503551
2751,   0.7023, 0.501722
2752,   0.7023, 0.499557
2753,   0.7023, 0.493269
2754,   0.7023, 0.495599
2755,   0.7023, 0.498357
2756,   0.7023, 0.502052
2757,   0.7023,  0.49549
2758,   0.7023, 0.491041
2759,   0.7023, 0.489961
2760,   0.7023, 0.490728
2761,   0.7023, 0.496205
2762,   0.7023,   0.4958
2763,   0.7023,  0.49698
2764,   0.7023, 0.496236
2765,   0.7023, 0.498093
2766,   0.7023, 0.503434
2767,   0.7023, 0.502247
2768,   0.7023, 0.506817
2769,   0.7023, 0.502981
2770,   0.7023, 0.505257
2771,   0.7023, 0.506694
2772,   0.7023,  0.50246
2773,   0.7023,  0.50605
2774,   0.7023, 0.501029
2775,   0.7023, 0.495934
2776,   0.7023, 0.493528
2777,   0.7023,  0.49934
2778,   0.7023, 0.498513
2779,   0.7023, 0.505003
2780,   0.7023, 0.498648
2781,   0.7023, 0.493737
2782,   0.7023,  0.49226
2783,   0.7023,  0.50216
2784,   0.7023, 0.491315
2785,   0.7023, 0.480707
2786,   0.7023,  0.48212
2787,   0.7023,  0.49281
2788,   0.7023, 0.494389
2789,   0.7023,  0.49315
2790,   0.7023, 0.499211
2791,   0.7023, 0.496546
2792,   0.7023,  0.49318
2793,   0.7023, 0.493054
2794,   0.7023, 0.489633
2795,   0.7023, 0.499356
2796,   0.7023, 0.495386
2797,   0.7023,  0.49147
2798,   0.7023, 0.494694
2799,   0.7023,   0.4973
2800,   0.7023, 0.496307
