gen, roulette_float_uniform_best, roulette_float_uniform_ave
1879,    0.673, 0.481287
1880,    0.673, 0.484389
1881,    0.673, 0.485383
1882,    0.673, 0.480575
1883,    0.673, 0.480754
1884,    0.673, 0.485691
1885,    0.673, 0.485048
1886,    0.673, 0.489432
1887,    0.673, 0.487139
1888,    0.673, 0.491966
1889,    0.673, 0.485564
1890,    0.673, 0.488726
1891,    0.673, 0.483234
1892,    0.673, 0.489688
1893,    0.673, 0.488564
1894,    0.673, 0.486971
1895,    0.673, 0.480305
1896,    0.673, 0.485837
1897,    0.673, 0.482421
1898,    0.673, 0.484827
1899,    0.673, 0.485932
1900,    0.673, 0.489367
1901,    0.673, 0.492892
1902,    0.673, 0.492978
1903,    0.673, 0.489975
1904,    0.673, 0.489393
1905,    0.673, 0.477509
1906,    0.673, 0.476431
1907,    0.673, 0.474044
1908,    0.673, 0.476148
1909,    0.673, 0.483406
1910,    0.673,  0.49163
1911,    0.673, 0.491811
1912,    0.673, 0.490849
1913,    0.673, 0.498753
1914,    0.673, 0.488155
1915,    0.673, 0.494083
1916,    0.673, 0.493203
1917,    0.673, 0.491211
1918,    0.673,  0.48859
1919,    0.673, 0.488761
1920,    0.673, 0.486218
1921,    0.673, 0.488937
1922,    0.673, 0.485081
1923,    0.673, 0.491049
1924,    0.673, 0.483831
1925,    0.673, 0.488681
1926,    0.673,  0.48533
1927,    0.673, 0.485262
1928,    0.673, 0.486785
1929,    0.673, 0.486454
1930,    0.673, 0.485998
1931,    0.673, 0.486694
1932,    0.673, 0.486327
1933,    0.673, 0.491758
1934,    0.673, 0.491704
1935,    0.673, 0.487386
1936,    0.673, 0.491008
1937,    0.673, 0.497797
1938,    0.673, 0.496722
1939,    0.673, 0.495497
1940,    0.673, 0.491704
1941,    0.673, 0.491913
1942,    0.673, 0.496284
1943,    0.673, 0.492819
1944,    0.673, 0.488007
1945,    0.673, 0.486161
1946,    0.673, 0.485541
1947,    0.673, 0.487621
1948,    0.673,  0.48384
1949,    0.673, 0.485835
1950,    0.673, 0.490154
1951,    0.673, 0.485082
1952,    0.673, 0.473166
1953,    0.673, 0.477721
1954,    0.673, 0.480367
1955,    0.673, 0.479513
1956,    0.673, 0.473316
1957,    0.673, 0.478137
1958,    0.673, 0.476242
1959,    0.673, 0.483728
1960,    0.673, 0.479944
1961,    0.673, 0.481773
1962,    0.673,  0.47998
1963,    0.673, 0.478901
1964,    0.673, 0.480578
1965,    0.673,  0.48037
1966,    0.673, 0.482837
1967,    0.673, 0.485047
1968,    0.673, 0.492592
1969,    0.673, 0.488733
1970,    0.673, 0.487626
1971,    0.673, 0.487536
1972,    0.673, 0.488874
1973,    0.673, 0.494306
1974,    0.673, 0.491852
1975,    0.673, 0.498397
1976,    0.673, 0.494527
1977,    0.673, 0.495893
1978,    0.673, 0.486543
1979,    0.673, 0.485825
1980,    0.673, 0.485116
1981,    0.673, 0.482314
1982,    0.673, 0.480346
1983,    0.673, 0.479088
1984,    0.673, 0.480904
1985,    0.673, 0.482558
1986,    0.673, 0.480203
1987,    0.673, 0.478021
1988,    0.673, 0.471557
1989,    0.673, 0.474251
1990,    0.673, 0.477692
1991,    0.673, 0.485058
1992,    0.673, 0.485546
1993,    0.673, 0.484856
1994,    0.673, 0.491477
1995,    0.673, 0.486411
1996,    0.673, 0.484378
1997,    0.673, 0.486095
1998,    0.673, 0.480534
1999,    0.673, 0.475662
2000,    0.673, 0.480579
2001,    0.673, 0.480655
2002,    0.673, 0.487147
2003,    0.673,  0.49362
2004,    0.673, 0.493093
2005,    0.673, 0.489703
2006,    0.673, 0.483195
2007,    0.673, 0.485166
2008,    0.673,  0.49045
2009,    0.673, 0.490326
2010,    0.673, 0.491726
2011,    0.673, 0.488268
2012,    0.673, 0.492588
2013,    0.673, 0.496329
2014,    0.673, 0.487283
2015,    0.673, 0.491163
2016,    0.673, 0.493995
2017,   0.6751, 0.484255
2018,   0.6751, 0.486511
2019,   0.6751, 0.482064
2020,   0.6751, 0.483638
2021,   0.6751, 0.485224
2022,   0.6751, 0.486202
2023,   0.6751, 0.484923
2024,   0.6751, 0.486645
2025,   0.6751, 0.494128
2026,   0.6751, 0.484547
2027,   0.6751, 0.489044
2028,   0.6751,  0.48862
2029,   0.6751, 0.492568
2030,   0.6751,  0.49472
2031,   0.6751, 0.490561
2032,   0.6751, 0.497572
2033,   0.6751, 0.493294
2034,   0.6751, 0.486262
2035,   0.6751, 0.493089
2036,   0.6751, 0.491136
2037,   0.6751, 0.490846
2038,   0.6751, 0.495417
2039,   0.6751,  0.49241
2040,   0.6751,  0.48494
2041,   0.6751, 0.486881
2042,   0.6751,  0.48722
2043,   0.6751, 0.487633
2044,   0.6751, 0.479714
2045,   0.6751, 0.482769
2046,   0.6751, 0.488393
2047,   0.6751, 0.481995
2048,   0.6751, 0.477306
2049,   0.6751, 0.479034
2050,   0.6751, 0.477629
2051,   0.6751, 0.486981
2052,   0.6751, 0.480003
2053,   0.6751, 0.484279
2054,   0.6751, 0.480768
2055,   0.6751, 0.483623
2056,   0.6751, 0.488232
2057,   0.6751, 0.484526
2058,   0.6751,   0.4832
2059,   0.6751, 0.482845
2060,   0.6751, 0.481472
2061,   0.6751, 0.488132
2062,   0.6751, 0.489393
2063,   0.6751, 0.480145
2064,   0.6751, 0.481607
2065,   0.6751, 0.482715
2066,   0.6751, 0.478891
2067,   0.6751, 0.483479
2068,   0.6751, 0.480803
2069,   0.6751,  0.47271
2070,   0.6751, 0.477215
2071,   0.6751, 0.479843
2072,   0.6751,   0.4824
2073,   0.6751, 0.477528
2074,   0.6751, 0.483521
2075,   0.6751,  0.49215
2076,   0.6751, 0.482083
2077,   0.6751, 0.490054
2078,   0.6751, 0.488656
2079,   0.6751, 0.486303
2080,   0.6751, 0.481765
2081,   0.6751, 0.481375
2082,   0.6751, 0.473455
2083,   0.6751, 0.490934
2084,   0.6751, 0.482883
2085,   0.6751, 0.485542
2086,   0.6751, 0.485878
2087,   0.6751, 0.488712
2088,   0.6751, 0.491861
2089,   0.6751, 0.487572
2090,   0.6751,  0.48021
2091,   0.6751, 0.480668
2092,   0.6751, 0.479254
2093,   0.6751, 0.471936
2094,   0.6751, 0.477864
2095,   0.6751, 0.479169
2096,   0.6751, 0.488047
2097,   0.6751, 0.487141
2098,   0.6751,  0.49003
2099,   0.6751,  0.48149
2100,   0.6751, 0.477947
2101,   0.6751, 0.477871
2102,   0.6751, 0.477217
2103,   0.6751, 0.482348
2104,   0.6751, 0.487599
2105,   0.6751, 0.486981
2106,   0.6751, 0.490597
2107,   0.6751, 0.493685
2108,   0.6751, 0.494216
2109,   0.6751, 0.495037
2110,   0.6751, 0.498949
2111,   0.6751, 0.488403
2112,   0.6751, 0.488815
2113,   0.6751, 0.496159
2114,   0.6751, 0.497718
2115,   0.6751, 0.490872
2116,   0.6751, 0.492127
2117,   0.6751, 0.499424
2118,   0.6751, 0.500278
2119,   0.6751, 0.491957
2120,   0.6751, 0.490556
2121,   0.6751, 0.496819
2122,   0.6751, 0.495976
2123,   0.6751, 0.497379
2124,   0.6751,  0.48819
2125,   0.6751, 0.489661
2126,   0.6751,  0.48252
2127,   0.6751, 0.480199
2128,   0.6751, 0.482677
2129,   0.6751, 0.483748
2130,   0.6751, 0.484955
2131,   0.6751, 0.477776
2132,   0.6751, 0.480289
2133,   0.6751, 0.483105
2134,   0.6751, 0.483328
2135,   0.6751, 0.487294
2136,   0.6751, 0.487218
2137,   0.6751, 0.489012
2138,   0.6751, 0.489211
2139,   0.6751, 0.486268
2140,   0.6751,  0.47908
2141,   0.6751, 0.489307
2142,   0.6751, 0.490456
2143,   0.6751, 0.485301
2144,   0.6751, 0.490996
2145,   0.6751, 0.494766
2146,   0.6751, 0.498367
2147,   0.6751, 0.499485
2148,   0.6751, 0.504559
2149,   0.6798, 0.497159
2150,   0.6798, 0.493016
2151,   0.6798, 0.494836
2152,   0.6798, 0.501996
2153,   0.6798, 0.498163
2154,   0.6798,  0.49859
2155,   0.6798, 0.490991
2156,   0.6798, 0.500835
2157,   0.6798, 0.498032
2158,   0.6798, 0.489386
2159,   0.6798, 0.488753
2160,   0.6798, 0.478803
2161,   0.6798, 0.491369
2162,   0.6798, 0.484164
2163,   0.6798, 0.488473
2164,   0.6798, 0.485111
2165,   0.6798, 0.478456
2166,   0.6798, 0.480155
2167,   0.6798, 0.485777
2168,   0.6798,  0.49087
2169,   0.6798, 0.479672
2170,   0.6798, 0.479008
2171,   0.6798, 0.488612
2172,   0.6798, 0.489846
2173,   0.6798, 0.493798
2174,   0.6798, 0.492265
2175,   0.6798, 0.489695
2176,   0.6798, 0.482448
2177,   0.6798, 0.481307
2178,   0.6798, 0.483927
2179,   0.6798, 0.485689
2180,   0.6798, 0.485856
2181,   0.6798,  0.48162
2182,   0.6798, 0.482657
2183,   0.6798, 0.484973
2184,   0.6798, 0.479718
2185,   0.6798, 0.486459
2186,   0.6798,  0.48114
2187,   0.6798, 0.475728
2188,   0.6798, 0.483848
2189,   0.6798, 0.482539
2190,   0.6798, 0.475163
2191,   0.6798, 0.482101
2192,   0.6798, 0.477691
2193,   0.6798, 0.480146
2194,   0.6798, 0.478714
2195,   0.6798, 0.483173
2196,   0.6798, 0.488937
2197,   0.6798, 0.490202
2198,   0.6798, 0.493464
2199,   0.6798, 0.484226
2200,   0.6798, 0.487874
2201,   0.6798, 0.488029
2202,   0.6798, 0.489224
2203,   0.6798, 0.488768
2204,   0.6798, 0.484686
2205,   0.6798, 0.488347
2206,   0.6798, 0.490907
2207,   0.6798, 0.495162
2208,   0.6798, 0.493699
2209,   0.6798,  0.49215
2210,   0.6798, 0.498719
2211,   0.6798, 0.497747
2212,   0.6798, 0.496675
2213,   0.6798, 0.496635
2214,   0.6798, 0.492743
2215,   0.6798, 0.494857
2216,   0.6798, 0.493133
2217,   0.6798, 0.489356
2218,   0.6798, 0.496076
2219,   0.6798, 0.499995
2220,   0.6798, 0.499457
2221,   0.6798, 0.502783
2222,   0.6798, 0.497063
2223,   0.6798, 0.492937
2224,   0.6798,  0.49349
2225,   0.6798, 0.487597
2226,   0.6798, 0.486846
2227,   0.6798, 0.484823
2228,   0.6798, 0.489696
2229,   0.6798, 0.483905
2230,   0.6798, 0.490833
2231,   0.6798, 0.487249
2232,   0.6798, 0.481905
2233,   0.6798, 0.484917
2234,   0.6798, 0.492541
2235,   0.6798, 0.487399
2236,   0.6798,  0.48942
2237,   0.6798, 0.493335
2238,   0.6798, 0.498174
2239,   0.6798, 0.495056
2240,   0.6798, 0.496157
2241,   0.6798, 0.495388
2242,   0.6798, 0.490752
2243,   0.6798, 0.488459
2244,   0.6798, 0.489634
2245,   0.6798, 0.486349
2246,   0.6798, 0.489896
2247,   0.6798, 0.487561
2248,   0.6798, 0.480202
2249,   0.6798, 0.480292
2250,   0.6798, 0.477885
2251,   0.6798, 0.474826
2252,   0.6798, 0.473426
2253,   0.6798, 0.471712
2254,   0.6798, 0.472796
2255,   0.6798, 0.475286
2256,   0.6798, 0.477815
2257,   0.6798, 0.474871
2258,   0.6798, 0.473062
2259,   0.6798, 0.474202
2260,   0.6798, 0.481885
2261,   0.6798, 0.483013
2262,   0.6798, 0.489882
2263,   0.6798, 0.492402
2264,   0.6798, 0.495528
2265,   0.6798, 0.492197
2266,   0.6798, 0.496505
2267,   0.6798, 0.492785
2268,   0.6798, 0.494347
2269,   0.6798, 0.490452
2270,   0.6798,  0.49382
2271,   0.6798,  0.49602
2272,   0.6798,  0.48707
2273,   0.6798, 0.486159
2274,   0.6798, 0.489711
2275,   0.6798, 0.493375
2276,   0.6798, 0.492013
2277,   0.6798, 0.486875
2278,   0.6798,  0.48844
2279,   0.6798, 0.491162
2280,   0.6798, 0.489803
2281,   0.6798,  0.48432
2282,   0.6798, 0.485686
2283,   0.6798,  0.48481
2284,   0.6798, 0.474999
2285,   0.6798, 0.477687
2286,   0.6798, 0.475794
2287,   0.6798, 0.476843
2288,   0.6798, 0.481451
2289,   0.6798, 0.484703
2290,   0.6798, 0.497065
2291,   0.6798, 0.492582
2292,   0.6798, 0.498881
2293,   0.6798, 0.490437
2294,   0.6798, 0.487976
2295,   0.6798, 0.496574
2296,   0.6798,  0.49567
2297,   0.6798, 0.494577
2298,   0.6798, 0.490175
2299,   0.6798, 0.486192
2300,   0.6798, 0.485784
2301,   0.6798, 0.494095
2302,   0.6798, 0.491249
2303,   0.6798, 0.488918
2304,   0.6798, 0.491162
2305,   0.6798, 0.483279
2306,   0.6798, 0.487216
2307,   0.6798, 0.484857
2308,   0.6798, 0.480803
2309,   0.6798, 0.481102
2310,   0.6798, 0.477394
2311,   0.6798, 0.477301
2312,   0.6798, 0.479451
2313,   0.6798, 0.484412
2314,   0.6798, 0.488052
2315,   0.6798, 0.484569
2316,   0.6798, 0.492209
2317,   0.6798, 0.488915
2318,   0.6798, 0.490124
2319,   0.6798, 0.493139
2320,   0.6798, 0.491535
2321,   0.6798, 0.495907
2322,   0.6798, 0.485716
2323,   0.6798, 0.487472
2324,   0.6798, 0.492501
2325,   0.6798, 0.495447
2326,   0.6798, 0.490858
2327,   0.6798,   0.4916
2328,   0.6798, 0.493787
2329,   0.6798,  0.49109
2330,   0.6798, 0.488794
2331,   0.6798, 0.489016
2332,   0.6798, 0.485051
2333,   0.6798, 0.487272
2334,   0.6798, 0.484286
2335,   0.6798, 0.483719
2336,   0.6798, 0.475994
2337,   0.6798, 0.476874
2338,   0.6798, 0.476177
2339,   0.6798, 0.479001
2340,   0.6798, 0.482222
2341,   0.6798, 0.482607
2342,   0.6798, 0.483384
2343,   0.6798, 0.484991
2344,   0.6798, 0.485339
2345,   0.6798,  0.49239
2346,   0.6798, 0.489676
2347,   0.6798,  0.48231
2348,   0.6798, 0.483227
2349,   0.6798, 0.491536
2350,   0.6798, 0.493638
2351,   0.6798, 0.488669
2352,   0.6798,  0.49387
2353,   0.6798, 0.487319
2354,   0.6798, 0.484006
2355,   0.6798, 0.487303
2356,   0.6798, 0.485964
2357,   0.6798, 0.480823
2358,   0.6798, 0.484428
2359,   0.6798, 0.489668
2360,   0.6798, 0.486408
2361,   0.6798, 0.483252
2362,   0.6798, 0.478923
2363,   0.6798, 0.480458
2364,   0.6798, 0.488147
2365,   0.6798, 0.488307
2366,   0.6798, 0.491793
2367,   0.6798, 0.488281
2368,   0.6798, 0.488871
2369,   0.6798, 0.490624
2370,   0.6798,  0.49282
2371,   0.6798, 0.496008
2372,   0.6798, 0.492858
2373,   0.6798, 0.496902
2374,   0.6798, 0.491865
2375,   0.6798, 0.490176
2376,   0.6798,  0.49707
2377,   0.6806, 0.491264
2378,   0.6806, 0.488983
2379,   0.6806, 0.486091
2380,   0.6806, 0.490624
2381,   0.6806, 0.489324
2382,   0.6806, 0.489745
2383,   0.6806, 0.491185
2384,   0.6806, 0.489217
2385,   0.6806, 0.489771
2386,   0.6806, 0.491284
2387,   0.6806, 0.491376
2388,   0.6806, 0.485663
2389,   0.6806, 0.483205
2390,   0.6806, 0.485382
2391,   0.6806, 0.482191
2392,   0.6806, 0.482381
2393,   0.6806, 0.494879
2394,   0.6806, 0.491981
2395,   0.6806, 0.490905
2396,   0.6806, 0.499633
2397,   0.6806, 0.493762
2398,   0.6806, 0.485172
2399,   0.6806, 0.484576
2400,   0.6806, 0.480656
2401,   0.6806, 0.484657
2402,   0.6806, 0.481831
2403,   0.6806, 0.485263
2404,   0.6806, 0.493157
2405,   0.6806, 0.488402
2406,   0.6806, 0.483903
2407,   0.6806, 0.490865
2408,   0.6806, 0.490184
2409,   0.6806, 0.492586
2410,   0.6806, 0.489646
2411,   0.6806,  0.49026
2412,   0.6806, 0.494053
2413,   0.6806, 0.487103
2414,   0.6806, 0.483143
2415,   0.6806, 0.488353
2416,   0.6806,  0.48678
2417,   0.6806, 0.487758
2418,   0.6806, 0.484244
2419,   0.6806, 0.480424
2420,   0.6806, 0.471617
2421,   0.6806, 0.475956
2422,   0.6806, 0.481346
2423,   0.6806, 0.487136
2424,   0.6806, 0.483391
2425,   0.6806,    0.488
2426,    0.683, 0.489463
2427,    0.683, 0.489877
2428,    0.683,  0.49038
2429,    0.683, 0.498354
2430,    0.683, 0.489121
2431,    0.683, 0.491446
2432,    0.683,  0.49055
2433,    0.683, 0.489946
2434,    0.683, 0.479607
2435,    0.683, 0.485443
2436,    0.683, 0.491353
2437,    0.683, 0.488201
2438,    0.683, 0.485076
2439,    0.683, 0.482303
2440,    0.683, 0.487024
2441,    0.683, 0.488822
2442,    0.683, 0.490896
2443,    0.683, 0.484267
2444,    0.683, 0.494565
2445,    0.683, 0.495083
2446,    0.683, 0.487612
2447,    0.683, 0.486635
2448,    0.683, 0.487679
2449,    0.683, 0.483497
2450,    0.683, 0.486665
2451,    0.683, 0.488899
2452,    0.683, 0.492654
2453,    0.683, 0.491785
2454,    0.683, 0.492271
2455,    0.683,  0.48628
2456,    0.683,  0.48309
2457,    0.683, 0.484306
2458,    0.683, 0.490427
2459,    0.683, 0.484824
2460,    0.683, 0.480467
2461,    0.683, 0.479874
2462,    0.683, 0.482966
2463,    0.683,  0.48914
2464,    0.683, 0.488074
2465,    0.683,  0.49658
2466,    0.683, 0.493934
2467,    0.683, 0.498758
2468,    0.683, 0.491084
2469,    0.683, 0.490396
2470,    0.683, 0.481762
2471,    0.683, 0.485053
2472,    0.683,  0.48576
2473,    0.683,  0.48487
2474,    0.683, 0.488055
2475,    0.683, 0.493874
2476,    0.683, 0.492453
2477,    0.683, 0.492399
2478,    0.683, 0.496814
2479,    0.683, 0.486503
2480,    0.683, 0.489306
2481,    0.683, 0.486232
2482,    0.683, 0.488647
2483,    0.683, 0.487821
2484,    0.683, 0.489589
2485,    0.683, 0.485949
2486,    0.683, 0.482491
2487,    0.683, 0.480929
2488,    0.683, 0.482821
2489,    0.683, 0.482776
2490,    0.683, 0.489033
2491,    0.683, 0.491475
2492,    0.683, 0.490254
2493,    0.683, 0.492825
2494,    0.683, 0.492636
2495,    0.683, 0.494225
2496,    0.683, 0.488912
2497,    0.683, 0.492869
2498,    0.683, 0.491744
2499,    0.683, 0.495531
2500,    0.683, 0.498301
2501,    0.683, 0.496243
2502,    0.683, 0.498437
2503,    0.683, 0.491329
2504,    0.683, 0.491736
2505,    0.683, 0.488546
2506,    0.683, 0.484968
2507,    0.683, 0.492384
2508,    0.683, 0.487743
2509,    0.683, 0.488619
2510,    0.683, 0.489513
2511,    0.683, 0.495326
2512,    0.683,  0.48867
2513,    0.683, 0.490993
2514,    0.683, 0.487096
2515,    0.683, 0.488382
2516,    0.683, 0.490944
2517,    0.683, 0.495419
2518,    0.683, 0.488977
2519,    0.683, 0.490442
2520,    0.683, 0.501908
2521,    0.683, 0.493763
2522,    0.683, 0.490678
2523,    0.683, 0.485877
2524,    0.683, 0.484533
2525,    0.683,   0.4844
2526,    0.683, 0.489326
2527,    0.683, 0.490053
2528,    0.683, 0.487621
2529,    0.683, 0.484818
2530,    0.683, 0.489581
2531,    0.683, 0.491237
2532,    0.683, 0.488375
2533,    0.683, 0.488051
2534,    0.683, 0.484241
2535,    0.683, 0.481633
2536,    0.683, 0.477407
2537,    0.683, 0.484939
2538,    0.683, 0.480383
2539,    0.683, 0.484973
2540,    0.683, 0.476861
2541,    0.683, 0.480467
2542,    0.683, 0.477225
2543,    0.683, 0.478037
2544,    0.683, 0.476676
2545,    0.683, 0.482141
2546,    0.683, 0.485576
2547,    0.683, 0.481568
2548,    0.683, 0.487872
2549,    0.683, 0.486627
2550,    0.683,  0.48577
2551,    0.683, 0.490177
2552,    0.683, 0.487621
2553,    0.683, 0.489373
2554,    0.683, 0.485013
2555,    0.683, 0.492535
2556,    0.683, 0.488818
2557,    0.683, 0.492782
2558,    0.683, 0.490001
2559,    0.683, 0.486957
2560,    0.683, 0.488536
2561,    0.683, 0.486944
2562,    0.683, 0.486499
2563,    0.683, 0.484555
2564,    0.683, 0.488389
2565,    0.683, 0.493219
2566,    0.683, 0.497675
2567,    0.683, 0.506514
2568,    0.683, 0.503881
2569,    0.683, 0.493463
2570,    0.683, 0.493098
2571,    0.683, 0.490763
2572,    0.683,  0.48357
2573,    0.683, 0.487007
2574,    0.683, 0.488975
2575,    0.683, 0.489476
2576,    0.683, 0.487841
2577,    0.683, 0.490519
2578,    0.683, 0.494976
2579,    0.683, 0.496498
2580,    0.683, 0.489949
2581,    0.683, 0.495541
2582,    0.683, 0.493787
2583,    0.683, 0.495982
2584,    0.683, 0.494205
2585,    0.683, 0.490887
2586,    0.683, 0.485447
2587,    0.683, 0.484326
2588,    0.683, 0.482875
2589,    0.683, 0.488805
2590,    0.683, 0.480316
2591,    0.683, 0.476181
2592,    0.683, 0.481904
2593,    0.683, 0.479845
2594,    0.683, 0.482119
2595,    0.683,  0.48919
2596,    0.683, 0.483543
2597,    0.683, 0.486531
2598,    0.683, 0.486556
2599,    0.683, 0.484868
2600,    0.683, 0.485274
2601,    0.683, 0.477623
2602,    0.683, 0.479966
2603,    0.683, 0.484319
2604,    0.683, 0.486311
2605,    0.683, 0.490821
2606,    0.683, 0.487445
2607,    0.683,  0.48643
2608,    0.683, 0.489868
2609,    0.683, 0.489715
2610,    0.683, 0.498956
2611,    0.683, 0.497907
2612,    0.683, 0.494958
2613,    0.683, 0.492683
2614,    0.683, 0.483055
2615,    0.683,  0.48248
2616,    0.683, 0.484559
2617,    0.683,  0.48279
2618,    0.683, 0.477333
2619,    0.683,   0.4773
2620,    0.683, 0.483186
2621,    0.683, 0.482229
2622,    0.683, 0.481457
2623,    0.683, 0.482151
2624,    0.683, 0.480728
2625,    0.683,  0.48411
2626,    0.683, 0.481704
2627,    0.683, 0.484198
2628,    0.683, 0.486681
2629,    0.683,  0.48704
2630,    0.683, 0.480274
2631,    0.683, 0.478987
2632,    0.683, 0.479685
2633,    0.683,  0.48077
2634,    0.683, 0.483687
2635,    0.683, 0.494275
2636,    0.683, 0.492774
2637,    0.683, 0.489057
2638,    0.683, 0.483347
2639,    0.683, 0.486642
2640,    0.683, 0.487853
2641,    0.683, 0.485531
2642,    0.683,  0.48582
2643,    0.683,  0.48558
2644,    0.683,  0.49373
2645,    0.683, 0.491019
2646,    0.683, 0.491529
2647,    0.683, 0.491075
2648,    0.683, 0.492555
2649,    0.683, 0.489529
2650,    0.683, 0.492477
2651,    0.683,  0.48968
2652,    0.683, 0.495068
2653,    0.683, 0.493575
2654,    0.683, 0.497597
2655,    0.683, 0.492808
2656,    0.683, 0.489947
2657,    0.683, 0.484483
2658,    0.683, 0.495831
2659,    0.683, 0.491248
2660,    0.683, 0.488541
2661,    0.683, 0.481063
2662,    0.683, 0.484332
2663,    0.683, 0.484082
2664,    0.683,  0.48917
2665,    0.683, 0.484188
2666,    0.683, 0.489491
2667,    0.683, 0.488886
2668,    0.683,  0.48104
2669,    0.683, 0.489114
2670,    0.683, 0.493494
2671,    0.683,  0.49991
2672,    0.683, 0.494639
2673,    0.683, 0.499311
2674,    0.683, 0.496828
2675,    0.683,  0.48713
2676,    0.683, 0.491174
2677,    0.683,  0.49003
2678,    0.683, 0.496733
2679,    0.683,  0.50609
2680,    0.683, 0.506368
2681,    0.683, 0.505957
2682,    0.683, 0.499981
2683,    0.683, 0.497219
2684,    0.683, 0.497566
2685,    0.683, 0.494797
2686,    0.683,   0.4919
2687,    0.683, 0.487031
2688,    0.683, 0.483974
2689,    0.683, 0.483728
2690,    0.683, 0.489418
2691,    0.683, 0.486157
2692,    0.683, 0.485169
2693,    0.683, 0.480152
2694,    0.683, 0.479718
2695,    0.683,  0.47666
2696,    0.683, 0.479008
2697,    0.683, 0.486621
2698,    0.683, 0.481126
2699,    0.683, 0.484789
2700,    0.683, 0.485039
2701,    0.683, 0.488479
2702,    0.683, 0.486388
2703,    0.683, 0.481857
2704,    0.683, 0.475549
2705,    0.683, 0.481429
2706,    0.683, 0.488873
2707,    0.683,  0.48674
2708,    0.683, 0.482717
2709,    0.683, 0.482674
2710,    0.683, 0.485901
2711,    0.683, 0.495665
2712,    0.683, 0.488703
2713,    0.683, 0.494506
2714,    0.683, 0.486486
2715,   0.6836, 0.490743
2716,   0.6836, 0.495379
2717,   0.6836, 0.488744
2718,   0.6836, 0.493259
2719,   0.6836, 0.494571
2720,   0.6836, 0.498713
2721,   0.6836,  0.49436
2722,   0.6836, 0.486306
2723,   0.6836, 0.487382
2724,   0.6836,  0.49452
2725,   0.6836, 0.484642
2726,   0.6836, 0.485623
2727,   0.6836, 0.494305
2728,   0.6836, 0.491193
2729,   0.6836,   0.4905
2730,   0.6836, 0.489869
2731,   0.6836, 0.489711
2732,   0.6836, 0.487738
2733,   0.6836, 0.490158
2734,   0.6836, 0.487525
2735,   0.6836, 0.485247
2736,   0.6836, 0.489576
2737,   0.6836, 0.484343
2738,   0.6836, 0.486649
2739,   0.6836, 0.479392
2740,   0.6836, 0.486618
2741,   0.6836, 0.488501
2742,   0.6836, 0.489306
2743,   0.6836, 0.494565
2744,   0.6836, 0.499353
2745,   0.6836, 0.488494
2746,   0.6836, 0.489974
2747,   0.6836, 0.485536
2748,   0.6836, 0.491893
2749,   0.6836, 0.486731
2750,   0.6836, 0.486993
2751,   0.6836, 0.487145
2752,   0.6836, 0.488503
2753,   0.6836, 0.491186
2754,   0.6836, 0.488766
2755,   0.6836, 0.490254
2756,   0.6836, 0.495794
2757,   0.6836, 0.495826
2758,   0.6836, 0.495313
2759,   0.6836, 0.500744
2760,   0.6836,  0.49111
2761,   0.6836, 0.495548
2762,   0.6836, 0.489565
2763,   0.6836, 0.487539
2764,   0.6836,   0.4931
2765,   0.6836, 0.496471
2766,   0.6836,  0.49679
2767,   0.6836, 0.492105
2768,   0.6836, 0.488663
2769,   0.6836, 0.492579
2770,   0.6836, 0.490569
2771,   0.6836, 0.495889
2772,   0.6836, 0.488583
2773,   0.6836, 0.488768
2774,   0.6836, 0.488506
2775,   0.6836, 0.496004
2776,   0.6836, 0.495342
2777,   0.6836, 0.490531
2778,   0.6836, 0.490211
2779,   0.6836, 0.492148
2780,   0.6836, 0.488732
2781,   0.6836, 0.486068
2782,   0.6836, 0.486324
2783,   0.6836, 0.484192
2784,   0.6836,  0.48267
2785,   0.6836, 0.486898
2786,   0.6836, 0.491252
2787,   0.6836, 0.493235
2788,   0.6836, 0.485094
2789,   0.6836, 0.485922
2790,   0.6836, 0.490007
2791,   0.6836, 0.486651
2792,   0.6836, 0.482262
2793,   0.6836, 0.480208
2794,   0.6836, 0.490095
2795,   0.6836, 0.483279
2796,   0.6836, 0.479176
2797,   0.6836, 0.484304
2798,   0.6836, 0.492098
2799,   0.6836, 0.501417
2800,   0.6836, 0.501228
2801,   0.6836, 0.496779
2802,   0.6836, 0.496627
2803,   0.6836, 0.492608
2804,   0.6836, 0.486874
2805,   0.6836, 0.490115
2806,   0.6836, 0.494494
2807,   0.6836, 0.492721
2808,   0.6836,  0.49259
2809,   0.6836, 0.496724
2810,   0.6836, 0.495579
2811,   0.6836, 0.495611
2812,   0.6836, 0.501368
2813,   0.6836, 0.498213
2814,   0.6836,  0.49818
2815,   0.6836, 0.498713
2816,   0.6836, 0.493973
2817,   0.6836, 0.492823
2818,   0.6836, 0.489917
2819,   0.6836, 0.486879
2820,   0.6836, 0.493267
2821,   0.6836, 0.491299
2822,   0.6836,  0.48816
2823,   0.6836, 0.488462
2824,   0.6836, 0.496246
2825,   0.6836,  0.49464
2826,   0.6836, 0.502331
2827,   0.6836, 0.498327
2828,   0.6836, 0.489689
2829,   0.6836, 0.491978
2830,   0.6836, 0.497553
2831,   0.6836, 0.489511
2832,   0.6836, 0.493306
2833,   0.6836, 0.496533
2834,   0.6836, 0.495666
2835,   0.6836, 0.496689
2836,   0.6836, 0.497037
2837,   0.6836, 0.498957
2838,   0.6836, 0.496672
