gen, roulette_float_uniform_best, roulette_float_uniform_ave
3770,   0.6919, 0.503255
3771,   0.6919, 0.507794
3772,   0.6919, 0.510044
3773,   0.6919, 0.506306
3774,   0.6919, 0.500151
3775,   0.6919, 0.507516
3776,   0.6919, 0.503985
3777,   0.6919,  0.50906
3778,   0.6919, 0.511333
3779,   0.6919, 0.521713
3780,   0.6919, 0.518228
3781,   0.6919,  0.51725
3782,   0.6919, 0.514693
3783,   0.6919, 0.515952
3784,   0.6919, 0.511237
3785,   0.6919, 0.512874
3786,   0.6919, 0.518395
3787,   0.6919, 0.524909
3788,   0.6919, 0.520901
3789,   0.6919, 0.519053
3790,   0.6919, 0.508948
3791,   0.6919, 0.512351
3792,   0.6919, 0.510399
3793,   0.6919, 0.514326
3794,   0.6919, 0.514449
3795,   0.6919, 0.514585
3796,   0.6919, 0.510426
3797,   0.6919, 0.505338
3798,   0.6919, 0.512594
3799,   0.6919,  0.50455
3800,   0.6919, 0.507409
3801,   0.6919, 0.506695
3802,   0.6919,  0.50293
3803,   0.6919, 0.491666
3804,   0.6919, 0.495992
3805,   0.6937, 0.503681
3806,   0.6937, 0.509999
3807,   0.6937, 0.508262
3808,   0.6937, 0.504923
3809,   0.6937, 0.500646
3810,   0.6937, 0.499781
3811,   0.6937, 0.493119
3812,   0.6937, 0.499367
3813,   0.6937, 0.500203
3814,   0.6937, 0.506149
3815,   0.6937, 0.494086
3816,   0.6937, 0.495121
3817,   0.6937, 0.491012
3818,   0.6937, 0.492671
3819,   0.6937, 0.497015
3820,   0.6937, 0.495047
3821,   0.6937, 0.494635
3822,   0.6937, 0.496404
3823,   0.6937, 0.493444
3824,   0.6937, 0.498897
3825,   0.6937, 0.499036
3826,   0.6937, 0.501552
3827,   0.6937,  0.49408
3828,   0.6937,  0.49894
3829,   0.6937, 0.497195
3830,   0.6937, 0.505789
3831,   0.6937, 0.508704
3832,   0.6937, 0.513619
3833,   0.6937, 0.514571
3834,   0.6937, 0.517707
3835,   0.6937, 0.509462
3836,   0.6937, 0.503772
3837,   0.6937, 0.509775
3838,   0.6937, 0.511871
3839,   0.6937, 0.512001
3840,   0.6937, 0.512227
3841,   0.6937, 0.512452
3842,   0.6937, 0.515742
3843,   0.6937, 0.516529
3844,   0.6937, 0.515135
3845,   0.6937, 0.517715
3846,   0.6937, 0.513893
3847,   0.6937, 0.513291
3848,   0.6937, 0.508476
3849,   0.6937, 0.508305
3850,   0.6937, 0.508083
3851,   0.6937, 0.506038
3852,   0.6937, 0.502581
3853,   0.6937, 0.505139
3854,   0.6937, 0.505218
3855,   0.6937, 0.509093
3856,   0.6937, 0.516014
3857,   0.6937, 0.512763
3858,   0.6937, 0.514326
3859,   0.6937, 0.511789
3860,   0.6937, 0.503573
3861,   0.6937, 0.504658
3862,   0.6937, 0.497095
3863,   0.6937, 0.506566
3864,   0.6937,  0.50343
3865,   0.6937, 0.505935
3866,   0.6937, 0.513127
3867,   0.6937, 0.514724
3868,   0.6937, 0.514316
3869,   0.6937, 0.509686
3870,   0.6937, 0.510933
3871,   0.6937, 0.509627
3872,   0.6937, 0.507695
3873,   0.6937,  0.51419
3874,   0.6937, 0.508709
3875,   0.6937, 0.506966
3876,   0.6937, 0.511993
3877,   0.6937, 0.510651
3878,   0.6937, 0.515665
3879,   0.6937, 0.518784
3880,   0.6937, 0.511767
3881,   0.6937,  0.50832
3882,   0.6937, 0.504162
3883,   0.6937, 0.504834
3884,   0.6937, 0.507784
3885,   0.6937,  0.50106
3886,   0.6937, 0.502372
3887,   0.6937, 0.504375
3888,   0.6937, 0.501701
3889,   0.6937, 0.499402
3890,   0.6937, 0.502913
3891,   0.6937, 0.498866
3892,   0.6937,  0.49939
3893,   0.6937, 0.505917
3894,   0.6937, 0.506988
3895,   0.6937, 0.511551
3896,   0.6937, 0.516913
3897,   0.6937, 0.513403
3898,   0.6937, 0.516038
3899,   0.6937, 0.505804
3900,   0.6937, 0.513974
3901,   0.6937, 0.510338
3902,   0.6937, 0.504568
3903,   0.6937, 0.506352
3904,   0.6937,  0.50291
3905,   0.6937, 0.507959
3906,   0.6937, 0.504875
3907,   0.6937, 0.506812
3908,   0.6937, 0.510073
3909,   0.6937, 0.502041
3910,   0.6937, 0.500875
3911,   0.6942, 0.496377
3912,   0.6942, 0.501931
3913,   0.6942, 0.506718
3914,   0.6942, 0.502838
3915,   0.6942, 0.510105
3916,   0.6945, 0.509741
3917,   0.6945, 0.510677
3918,   0.6945, 0.514643
3919,   0.6945, 0.516977
3920,   0.6945, 0.513925
3921,   0.6945, 0.508661
3922,   0.6945, 0.514018
3923,   0.6945, 0.511243
3924,   0.6945, 0.508265
3925,   0.6945, 0.512129
3926,   0.6945, 0.504213
3927,   0.6945, 0.504296
3928,   0.6945, 0.496464
3929,   0.6945, 0.504063
3930,   0.6945, 0.502273
3931,   0.6945, 0.504707
3932,   0.6945, 0.502805
3933,   0.6945, 0.505411
3934,   0.6945, 0.510136
3935,   0.6945, 0.507059
3936,   0.6945, 0.511024
3937,   0.6945, 0.509126
3938,   0.6945, 0.509965
3939,   0.6945, 0.513393
3940,   0.6945, 0.514498
3941,   0.6945, 0.516115
3942,   0.6945, 0.513908
3943,   0.6945, 0.508933
3944,   0.6945, 0.506621
3945,   0.6945, 0.510754
3946,   0.6945, 0.506706
3947,   0.6945, 0.510578
3948,   0.6945, 0.503456
3949,   0.6945, 0.504884
3950,   0.6945, 0.514576
3951,   0.6945, 0.518072
3952,   0.6945, 0.511956
3953,   0.6945, 0.516226
3954,   0.6945, 0.514116
3955,   0.6945, 0.507231
3956,   0.6945, 0.507795
3957,   0.6945, 0.510744
3958,   0.6945, 0.514624
3959,   0.6945, 0.519022
3960,   0.6945, 0.509152
3961,   0.6945, 0.506553
3962,   0.6945, 0.506637
3963,   0.6945, 0.514681
3964,   0.6945, 0.512659
3965,   0.6945,  0.51357
3966,   0.6945, 0.510651
3967,   0.6945, 0.509554
3968,   0.6945, 0.511791
3969,   0.6945, 0.505162
3970,   0.6945, 0.500392
3971,   0.6945, 0.500413
3972,   0.6945, 0.510991
3973,   0.6945, 0.507804
3974,   0.6945, 0.501352
3975,   0.6945, 0.508816
3976,   0.6945, 0.512177
3977,   0.6945, 0.505652
3978,   0.6945, 0.502107
3979,   0.6945, 0.505144
3980,   0.6945, 0.504244
3981,   0.6945, 0.497129
3982,   0.6945, 0.508146
3983,   0.6945, 0.504644
3984,   0.6945, 0.509853
3985,   0.6945, 0.509682
3986,   0.6945, 0.504134
3987,   0.6945, 0.506956
3988,   0.6945,  0.50896
3989,   0.6945, 0.500724
3990,   0.6945,  0.49757
3991,   0.6945, 0.500001
3992,   0.6945, 0.501595
3993,   0.6945, 0.505056
3994,   0.6945, 0.505737
3995,   0.6945, 0.506882
3996,   0.6945, 0.504306
3997,   0.6945,  0.49958
3998,   0.6945, 0.499357
3999,   0.6945, 0.495892
4000,   0.6945, 0.497349
