gen, roulette_scalar_onepoint_best, roulette_scalar_onepoint_ave
1872,   0.7351, 0.505832
1873,   0.7351, 0.500803
1874,   0.7351, 0.508178
1875,   0.7351, 0.510936
1876,   0.7351, 0.508992
1877,   0.7351, 0.513121
1878,   0.7351, 0.515364
1879,   0.7351, 0.508991
1880,   0.7351, 0.512868
1881,   0.7351, 0.513099
1882,   0.7351, 0.510626
1883,   0.7351,  0.51217
1884,   0.7351, 0.513942
1885,   0.7351, 0.509315
1886,   0.7351, 0.514886
1887,   0.7351, 0.507713
1888,   0.7351, 0.500754
1889,   0.7351, 0.506734
1890,   0.7351, 0.507703
1891,   0.7351, 0.511932
1892,   0.7351, 0.514077
1893,   0.7351, 0.511962
1894,   0.7333, 0.505158
1895,   0.7333, 0.511411
1896,   0.7333, 0.514449
1897,   0.7333, 0.522911
1898,   0.7333, 0.523477
1899,   0.7333,  0.51993
1900,   0.7333, 0.519521
1901,   0.7333, 0.512196
1902,   0.7379,  0.51561
1903,   0.7379, 0.512506
1904,   0.7379,  0.50692
1905,   0.7379, 0.505911
1906,   0.7379, 0.511695
1907,   0.7379, 0.514717
1908,   0.7379, 0.507106
1909,   0.7379, 0.494562
1910,   0.7379, 0.495729
1911,   0.7379,    0.506
1912,   0.7379, 0.508516
1913,   0.7379, 0.514315
1914,   0.7379, 0.510121
1915,   0.7379,  0.50711
1916,   0.7379, 0.509664
1917,   0.7379,  0.51567
1918,   0.7379, 0.514803
1919,   0.7379, 0.522709
1920,   0.7379, 0.508229
1921,   0.7379, 0.513208
1922,   0.7379, 0.509228
1923,   0.7379, 0.502642
1924,   0.7379, 0.521181
1925,   0.7379, 0.509866
1926,   0.7379, 0.514049
1927,   0.7379, 0.515585
1928,   0.7379, 0.517334
1929,   0.7379, 0.512973
1930,   0.7379, 0.513294
1931,   0.7379, 0.512043
1932,   0.7379, 0.515175
1933,   0.7379, 0.518936
1934,   0.7379, 0.513666
1935,   0.7379, 0.513179
1936,   0.7379, 0.513239
1937,   0.7379, 0.507568
1938,   0.7379, 0.513907
1939,   0.7379, 0.507206
1940,   0.7379,  0.51413
1941,   0.7379, 0.517801
1942,   0.7379, 0.515506
1943,   0.7379, 0.517941
1944,   0.7379, 0.509842
1945,   0.7379, 0.508341
1946,   0.7379, 0.509273
1947,   0.7379, 0.502495
1948,   0.7379,  0.50946
1949,   0.7379, 0.509371
1950,   0.7379, 0.507037
1951,   0.7379, 0.519254
1952,   0.7379, 0.522295
1953,   0.7379, 0.526139
1954,   0.7379, 0.523821
1955,   0.7379, 0.525209
1956,   0.7379, 0.519743
1957,   0.7368, 0.524159
1958,   0.7368, 0.533239
1959,   0.7368, 0.528236
1960,   0.7368, 0.523494
1961,   0.7368, 0.524864
1962,   0.7368, 0.519937
1963,   0.7368, 0.512271
1964,   0.7368, 0.504773
1965,   0.7368, 0.512417
1966,   0.7368, 0.510251
1967,   0.7368, 0.512282
1968,   0.7368, 0.518523
1969,   0.7368,  0.51156
1970,   0.7368, 0.514275
1971,   0.7368,   0.5095
1972,   0.7368, 0.500705
1973,   0.7368, 0.497676
1974,   0.7368, 0.501361
1975,   0.7368, 0.503293
1976,   0.7368, 0.507873
1977,   0.7368, 0.511114
1978,   0.7368, 0.525635
1979,   0.7368, 0.529167
1980,   0.7368,  0.53424
1981,   0.7368, 0.527675
1982,   0.7368, 0.524289
1983,   0.7368, 0.520773
1984,   0.7368, 0.510827
1985,   0.7368, 0.512537
1986,   0.7368, 0.512433
1987,   0.7368, 0.515884
1988,   0.7368, 0.506717
1989,   0.7368, 0.509094
1990,   0.7368, 0.512034
1991,   0.7368, 0.518157
1992,   0.7368, 0.513167
1993,   0.7368, 0.519942
1994,   0.7368, 0.520111
1995,   0.7368, 0.522105
1996,   0.7368, 0.521303
1997,   0.7424, 0.519093
1998,   0.7424, 0.516451
1999,   0.7424, 0.520365
2000,   0.7424, 0.518106
2001,   0.7424, 0.525587
2002,   0.7424,  0.52854
2003,   0.7424, 0.524023
2004,   0.7424, 0.527934
2005,   0.7424,  0.51919
2006,   0.7424, 0.516965
2007,   0.7424, 0.516197
2008,   0.7424, 0.518778
2009,   0.7424, 0.517278
2010,   0.7424, 0.521156
2011,   0.7424, 0.517492
2012,   0.7424,  0.51926
2013,   0.7424, 0.513279
2014,   0.7424, 0.510791
2015,   0.7424, 0.510911
2016,   0.7424, 0.509123
2017,   0.7424, 0.514663
2018,   0.7424, 0.510416
2019,   0.7424, 0.512679
2020,   0.7424,  0.51692
2021,   0.7424, 0.511654
2022,   0.7424, 0.514235
2023,   0.7424, 0.503933
2024,   0.7424, 0.492362
2025,   0.7424, 0.500917
2026,   0.7424, 0.501465
2027,   0.7424, 0.505254
2028,   0.7424, 0.505753
2029,   0.7424, 0.507465
2030,   0.7424,  0.49933
2031,   0.7424, 0.510282
2032,   0.7424, 0.515899
2033,   0.7424, 0.516254
2034,   0.7424, 0.516065
2035,   0.7424,  0.51204
2036,   0.7424,  0.52033
2037,   0.7424,  0.52439
2038,   0.7424, 0.523658
2039,   0.7424, 0.516152
2040,   0.7424, 0.523405
2041,   0.7424, 0.521574
2042,   0.7424, 0.516594
2043,   0.7424, 0.517275
2044,   0.7424,  0.51618
2045,   0.7424, 0.515795
2046,   0.7424, 0.513484
2047,   0.7424, 0.509088
2048,   0.7424, 0.512426
2049,   0.7424, 0.515976
2050,   0.7424, 0.519919
2051,   0.7424, 0.517519
2052,   0.7424, 0.512281
2053,   0.7424, 0.508069
2054,   0.7424,  0.50741
2055,   0.7424, 0.505634
2056,   0.7424, 0.504889
2057,   0.7424,  0.50057
2058,   0.7424, 0.504689
2059,   0.7424,  0.51327
2060,   0.7424, 0.516214
2061,   0.7424, 0.515064
2062,   0.7424, 0.519047
2063,   0.7424, 0.522039
2064,   0.7424, 0.530495
2065,   0.7424, 0.526809
2066,   0.7424,  0.52788
2067,   0.7424, 0.522622
2068,   0.7424, 0.513748
2069,   0.7424,  0.51197
2070,   0.7424, 0.526262
2071,   0.7424, 0.518561
2072,   0.7424, 0.518519
2073,   0.7424, 0.514647
2074,   0.7424, 0.520768
2075,   0.7424, 0.513348
2076,   0.7424, 0.518359
2077,   0.7424, 0.516226
2078,   0.7424, 0.517512
2079,   0.7424,  0.50723
2080,   0.7424, 0.519235
2081,   0.7424, 0.520662
2082,   0.7424, 0.519561
2083,   0.7424, 0.513958
2084,   0.7424, 0.511572
2085,   0.7396, 0.511153
2086,   0.7396, 0.504583
2087,   0.7396, 0.510951
2088,   0.7396, 0.512168
2089,   0.7396, 0.515963
2090,   0.7396, 0.510773
2091,   0.7396, 0.504533
2092,   0.7396,  0.51431
2093,   0.7396, 0.515158
2094,   0.7396, 0.521579
2095,   0.7396, 0.517338
2096,   0.7396, 0.518164
2097,   0.7396, 0.520005
2098,   0.7396, 0.518622
2099,   0.7396, 0.519292
2100,   0.7396, 0.512122
2101,   0.7396, 0.500336
2102,   0.7396, 0.505823
2103,   0.7396, 0.514923
2104,   0.7396, 0.521316
2105,   0.7396, 0.520424
2106,   0.7396, 0.523459
2107,   0.7396, 0.518525
2108,   0.7396,  0.51464
2109,   0.7396, 0.518597
2110,   0.7396, 0.518205
2111,   0.7396,  0.52561
2112,   0.7396, 0.525243
2113,   0.7396, 0.527558
2114,   0.7396, 0.530486
2115,   0.7396, 0.530808
2116,   0.7396, 0.527713
2117,   0.7396, 0.523732
2118,   0.7396,  0.51776
2119,   0.7396, 0.523258
2120,   0.7396, 0.527655
2121,   0.7396, 0.529013
2122,   0.7396, 0.532121
2123,   0.7396, 0.524953
2124,   0.7396, 0.519874
2125,   0.7396, 0.522549
2126,   0.7396, 0.517815
2127,   0.7396, 0.517509
2128,   0.7396, 0.512168
2129,   0.7396, 0.521506
2130,   0.7396, 0.521178
2131,   0.7396, 0.520906
2132,   0.7396, 0.517569
2133,   0.7396, 0.517649
2134,   0.7396, 0.522739
2135,   0.7396, 0.520048
2136,   0.7396, 0.519165
2137,   0.7396, 0.517494
2138,   0.7396, 0.516804
2139,   0.7396, 0.519274
2140,   0.7396, 0.522071
2141,   0.7396, 0.517385
2142,   0.7396, 0.510696
2143,   0.7396, 0.511622
2144,   0.7396, 0.516946
2145,   0.7396, 0.510882
2146,   0.7396, 0.514263
2147,   0.7396, 0.518335
2148,   0.7396, 0.511495
2149,   0.7396, 0.509713
2150,   0.7396,  0.51127
2151,   0.7396, 0.514705
2152,   0.7396, 0.516434
2153,   0.7396, 0.522893
2154,   0.7396, 0.520889
2155,   0.7396, 0.522735
2156,   0.7396, 0.527963
2157,   0.7396, 0.520386
2158,   0.7396, 0.509293
2159,   0.7396,  0.50894
2160,   0.7396, 0.508006
2161,   0.7396, 0.507428
2162,   0.7396, 0.512237
2163,   0.7396, 0.516979
2164,   0.7396, 0.516011
2165,   0.7396, 0.519372
2166,   0.7396, 0.526255
2167,   0.7396, 0.515264
2168,   0.7396, 0.523081
2169,   0.7396, 0.511912
2170,   0.7396, 0.512917
2171,   0.7396, 0.520342
2172,   0.7396, 0.513082
2173,   0.7396, 0.512079
2174,   0.7396,  0.51647
2175,   0.7396, 0.525088
2176,   0.7396, 0.519055
2177,   0.7396, 0.513146
2178,   0.7396, 0.513453
2179,   0.7396, 0.513978
2180,   0.7396, 0.511307
2181,   0.7396, 0.510282
2182,   0.7396,  0.50479
2183,   0.7396, 0.502073
2184,   0.7396, 0.514334
2185,   0.7396, 0.513017
2186,   0.7396, 0.511154
2187,   0.7396, 0.512447
2188,   0.7396,  0.51035
2189,   0.7396, 0.507026
2190,   0.7396, 0.507259
2191,   0.7396, 0.514616
2192,   0.7396, 0.514666
2193,   0.7396, 0.531351
2194,   0.7396, 0.522472
2195,   0.7396, 0.518575
2196,   0.7396, 0.520353
2197,   0.7396, 0.514964
2198,   0.7396, 0.509373
2199,   0.7396,  0.51409
2200,   0.7396, 0.515501
2201,   0.7396, 0.512725
2202,   0.7396, 0.514386
2203,   0.7396, 0.516368
2204,   0.7396, 0.522517
2205,   0.7396, 0.516573
2206,   0.7444, 0.507334
2207,   0.7444, 0.517268
2208,   0.7444, 0.518954
2209,   0.7444, 0.516487
2210,   0.7444, 0.509185
2211,   0.7444, 0.508528
2212,   0.7444, 0.504894
2213,   0.7444, 0.506093
2214,   0.7444, 0.510064
2215,   0.7444, 0.508647
2216,   0.7444, 0.501542
2217,   0.7444, 0.508911
2218,   0.7444, 0.499984
2219,   0.7444, 0.505469
2220,   0.7444, 0.501196
2221,   0.7444, 0.511684
2222,   0.7444, 0.512253
2223,   0.7444, 0.513129
2224,   0.7444, 0.517796
2225,   0.7444, 0.518789
2226,   0.7444, 0.519576
2227,   0.7444, 0.517573
2228,   0.7444, 0.520898
2229,   0.7444, 0.511762
2230,   0.7444, 0.513794
2231,   0.7444,  0.50847
2232,   0.7444, 0.521941
2233,   0.7444, 0.519325
2234,   0.7444, 0.512436
2235,   0.7444, 0.515935
2236,   0.7444, 0.510212
2237,   0.7444, 0.507574
2238,   0.7444, 0.507975
2239,   0.7444, 0.509406
2240,   0.7444,  0.50832
2241,   0.7444, 0.510876
2242,   0.7444, 0.510619
2243,   0.7444, 0.509504
2244,   0.7444, 0.508693
2245,   0.7444, 0.509216
2246,   0.7444, 0.501994
2247,   0.7444, 0.510516
2248,   0.7444, 0.502927
2249,   0.7444, 0.511519
2250,   0.7444, 0.517008
2251,   0.7444, 0.512643
2252,   0.7444, 0.515772
2253,   0.7444, 0.513453
2254,   0.7444, 0.513133
2255,   0.7444, 0.506521
2256,   0.7444, 0.500799
2257,   0.7444, 0.508793
2258,   0.7444, 0.511471
2259,   0.7444, 0.514077
2260,   0.7444, 0.500104
2261,   0.7444, 0.507128
2262,   0.7444, 0.507337
2263,   0.7444, 0.509534
2264,   0.7444, 0.507766
2265,   0.7444, 0.511029
2266,   0.7444, 0.516593
2267,   0.7444, 0.527356
2268,   0.7444, 0.519903
2269,   0.7444, 0.526453
2270,   0.7444, 0.522524
2271,   0.7444, 0.516022
2272,   0.7444, 0.517313
2273,   0.7444, 0.521462
2274,   0.7444, 0.525962
2275,   0.7444, 0.525112
2276,   0.7444,  0.52375
2277,   0.7444, 0.522976
2278,   0.7444,  0.52055
2279,   0.7444, 0.518061
2280,   0.7444, 0.515987
2281,   0.7444, 0.513634
2282,   0.7444, 0.514363
2283,   0.7444, 0.504423
2284,   0.7444, 0.518588
2285,   0.7444,  0.52488
2286,   0.7444, 0.519489
2287,   0.7444, 0.523736
2288,   0.7444, 0.524914
2289,   0.7444, 0.522881
2290,   0.7444,  0.51718
2291,   0.7444, 0.522012
2292,   0.7444, 0.513714
2293,   0.7444, 0.508707
2294,   0.7444, 0.505693
2295,   0.7444, 0.510032
2296,   0.7444, 0.502115
2297,   0.7444, 0.506652
2298,   0.7444, 0.506393
2299,   0.7444,  0.50747
2300,   0.7444, 0.514088
2301,   0.7444, 0.510968
2302,   0.7444, 0.507652
2303,   0.7444, 0.503764
2304,   0.7444, 0.498297
2305,   0.7444, 0.503603
2306,   0.7444, 0.510676
2307,   0.7444, 0.516877
2308,   0.7444, 0.518319
2309,   0.7444,  0.52231
2310,   0.7444, 0.523495
2311,   0.7444, 0.523459
2312,   0.7444, 0.517588
2313,   0.7444, 0.505923
2314,   0.7444, 0.503992
2315,   0.7444, 0.512363
2316,   0.7444, 0.516108
2317,   0.7409, 0.512514
2318,   0.7409,  0.51324
2319,   0.7409, 0.512086
2320,   0.7409, 0.523236
2321,   0.7409, 0.522994
2322,   0.7409, 0.517714
2323,   0.7409, 0.511935
2324,   0.7409, 0.515904
2325,   0.7409, 0.512965
2326,   0.7409, 0.499361
2327,   0.7409, 0.503058
2328,   0.7409, 0.501613
2329,   0.7409, 0.502494
2330,   0.7409, 0.507393
2331,   0.7409, 0.508473
2332,   0.7409, 0.512493
2333,   0.7409, 0.514895
2334,   0.7409, 0.513596
2335,   0.7409, 0.520984
2336,   0.7409, 0.512536
2337,   0.7409, 0.522083
2338,   0.7409, 0.516623
2339,   0.7409, 0.515974
2340,   0.7409, 0.518207
2341,   0.7409, 0.519062
2342,   0.7409, 0.516741
2343,   0.7409, 0.523573
2344,   0.7409, 0.513986
2345,   0.7409, 0.518789
2346,   0.7409, 0.527175
2347,   0.7409, 0.520938
2348,   0.7409, 0.531369
2349,   0.7409, 0.527644
2350,   0.7409, 0.526637
2351,   0.7409, 0.526391
2352,   0.7409, 0.522332
2353,   0.7409, 0.515396
2354,   0.7426, 0.519146
2355,   0.7426, 0.518423
2356,   0.7426,  0.52104
2357,   0.7426, 0.516998
2358,   0.7426, 0.512851
2359,   0.7426, 0.521195
2360,   0.7426, 0.527035
2361,   0.7426, 0.521628
2362,   0.7426, 0.518363
2363,   0.7426, 0.514577
2364,   0.7426, 0.517809
2365,   0.7426, 0.523933
2366,   0.7426, 0.518061
2367,   0.7426, 0.515217
2368,   0.7426, 0.508355
2369,   0.7426, 0.505951
2370,   0.7426, 0.500426
2371,   0.7426, 0.506639
2372,   0.7426, 0.515643
2373,   0.7426, 0.523834
2374,   0.7426, 0.515114
2375,   0.7426, 0.515116
2376,   0.7426, 0.513426
2377,   0.7426, 0.512911
2378,   0.7426, 0.524764
2379,   0.7388, 0.517645
2380,   0.7388, 0.518727
2381,   0.7388,   0.5139
2382,   0.7388, 0.510938
2383,   0.7388, 0.508045
2384,   0.7388, 0.510403
2385,   0.7388, 0.508109
2386,   0.7388, 0.507116
2387,   0.7388, 0.508767
2388,   0.7388, 0.510812
2389,   0.7388, 0.509197
2390,   0.7388, 0.503536
2391,   0.7388, 0.510191
2392,   0.7388, 0.507702
2393,   0.7388, 0.508142
2394,   0.7388, 0.494857
2395,   0.7388, 0.496632
2396,   0.7388, 0.496913
2397,   0.7388, 0.507625
2398,   0.7388, 0.511723
2399,   0.7388, 0.510406
2400,   0.7388, 0.522082
2401,   0.7388, 0.515193
2402,   0.7388, 0.518403
2403,   0.7388, 0.526097
2404,   0.7388, 0.524172
2405,   0.7388, 0.521602
2406,   0.7388, 0.519403
2407,   0.7388, 0.514781
2408,   0.7388, 0.522738
2409,   0.7388, 0.519486
2410,   0.7388, 0.511836
2411,   0.7388,   0.5094
2412,   0.7388, 0.511901
2413,   0.7388, 0.514604
2414,   0.7388, 0.521278
2415,   0.7388, 0.518151
2416,   0.7388, 0.508815
2417,   0.7388, 0.510675
2418,   0.7388, 0.517046
2419,   0.7388, 0.528558
2420,   0.7388, 0.515442
2421,   0.7388, 0.519613
2422,   0.7388, 0.517635
2423,   0.7388, 0.513487
2424,   0.7388, 0.513749
2425,   0.7388, 0.520114
2426,   0.7388, 0.514148
2427,   0.7388, 0.519049
2428,   0.7388, 0.517488
2429,   0.7388,   0.5147
2430,   0.7388, 0.520848
2431,   0.7388, 0.515523
2432,   0.7388, 0.519992
2433,   0.7388, 0.525031
2434,   0.7388, 0.514274
2435,   0.7388, 0.515329
2436,   0.7388, 0.516154
2437,   0.7388, 0.513896
2438,   0.7388, 0.508134
2439,   0.7388,  0.50557
2440,   0.7388, 0.501413
2441,   0.7388,  0.50579
2442,   0.7388,  0.50777
2443,   0.7388, 0.506411
2444,   0.7388, 0.506593
2445,   0.7388, 0.507999
2446,   0.7388, 0.502964
2447,   0.7388, 0.509022
2448,   0.7388, 0.514642
2449,   0.7388, 0.507885
2450,   0.7388, 0.509995
2451,   0.7388, 0.513114
2452,   0.7388, 0.504373
2453,   0.7388, 0.505676
2454,   0.7388, 0.503868
2455,   0.7388, 0.511464
2456,   0.7388, 0.511395
2457,   0.7388, 0.507877
2458,   0.7388, 0.505347
2459,   0.7388, 0.506144
2460,   0.7388, 0.503487
2461,   0.7388, 0.505094
2462,   0.7388, 0.506321
2463,   0.7388, 0.519177
2464,   0.7388, 0.520958
2465,   0.7388, 0.515288
2466,   0.7388, 0.520521
2467,   0.7388, 0.523036
2468,   0.7388, 0.518663
2469,   0.7388,  0.51786
2470,   0.7388, 0.514002
2471,   0.7388, 0.511477
2472,   0.7388, 0.520394
2473,   0.7388, 0.518439
2474,   0.7388, 0.515649
2475,   0.7388, 0.517685
2476,   0.7388,   0.5184
2477,   0.7388, 0.514911
2478,   0.7388, 0.509942
2479,   0.7388, 0.514456
2480,   0.7388, 0.507536
2481,   0.7388, 0.509447
2482,   0.7388, 0.506988
2483,   0.7388, 0.505605
2484,   0.7388, 0.503989
2485,   0.7388, 0.509064
2486,   0.7388,  0.50641
2487,   0.7424, 0.500218
2488,   0.7424, 0.501261
2489,   0.7424, 0.499039
2490,   0.7424, 0.505235
2491,   0.7424,  0.49696
2492,   0.7424, 0.509332
2493,   0.7424, 0.502568
2494,   0.7424, 0.512383
2495,   0.7424, 0.510991
2496,   0.7424, 0.512662
2497,   0.7424, 0.511041
2498,   0.7424, 0.513318
2499,   0.7424, 0.516183
2500,   0.7452, 0.523829
2501,   0.7452, 0.522567
2502,   0.7452, 0.522625
2503,   0.7452, 0.519435
2504,   0.7452, 0.513294
2505,   0.7452, 0.511728
2506,   0.7452,  0.51351
2507,   0.7452, 0.510746
2508,   0.7452, 0.498781
2509,   0.7452, 0.502177
2510,   0.7452, 0.509162
2511,   0.7452, 0.511512
2512,   0.7452, 0.515014
2513,   0.7452, 0.515341
2514,   0.7452, 0.508844
2515,   0.7452,  0.50689
2516,   0.7452, 0.512558
2517,   0.7452, 0.508158
2518,   0.7452, 0.507556
2519,   0.7452, 0.502611
2520,   0.7452,  0.49913
2521,   0.7452, 0.505552
2522,   0.7452, 0.511628
2523,   0.7452, 0.515086
2524,   0.7452, 0.516809
2525,   0.7452, 0.508486
2526,   0.7452, 0.505976
2527,   0.7452, 0.500132
2528,   0.7452,  0.49618
2529,   0.7452, 0.499974
2530,   0.7452, 0.498696
2531,   0.7452, 0.511396
2532,   0.7452,   0.5159
2533,   0.7452, 0.517901
2534,   0.7452, 0.515289
2535,   0.7452, 0.522051
2536,   0.7452, 0.522849
2537,   0.7452, 0.522046
2538,   0.7452, 0.518859
2539,   0.7452, 0.512689
2540,   0.7452, 0.515465
2541,   0.7452, 0.514627
2542,   0.7452, 0.512595
2543,   0.7452, 0.518698
2544,   0.7452, 0.515598
2545,   0.7452, 0.521133
2546,   0.7452, 0.517676
2547,   0.7452, 0.511503
2548,   0.7452, 0.518432
2549,   0.7452, 0.515953
2550,   0.7452, 0.515256
2551,   0.7452, 0.513363
2552,   0.7452, 0.512082
2553,   0.7452, 0.512964
2554,   0.7452,  0.51464
2555,   0.7452, 0.518461
2556,   0.7452, 0.513416
2557,   0.7452, 0.518716
2558,   0.7452, 0.515612
2559,   0.7452, 0.515621
2560,   0.7452, 0.518789
2561,   0.7452, 0.519425
2562,   0.7452, 0.516461
2563,   0.7452, 0.503224
2564,   0.7452, 0.512133
2565,   0.7452, 0.508412
2566,   0.7452, 0.511042
2567,   0.7452, 0.514838
2568,   0.7452, 0.515082
2569,   0.7452, 0.523066
2570,   0.7452, 0.520567
2571,   0.7452, 0.516271
2572,   0.7452, 0.520464
2573,   0.7452, 0.520485
2574,   0.7452, 0.511425
2575,   0.7452, 0.518329
2576,   0.7452, 0.517076
2577,   0.7452, 0.517821
2578,   0.7452,  0.51243
2579,   0.7452,  0.51398
2580,   0.7452, 0.509343
2581,   0.7452, 0.511581
2582,   0.7452, 0.517004
2583,   0.7452, 0.515063
2584,   0.7452, 0.509925
2585,   0.7452, 0.517153
2586,   0.7452, 0.527022
2587,   0.7452,  0.52779
2588,   0.7452, 0.524288
2589,   0.7452, 0.529437
2590,   0.7452, 0.536811
2591,   0.7452, 0.529487
2592,   0.7452, 0.521846
2593,   0.7452, 0.520016
2594,   0.7452, 0.507671
2595,   0.7452, 0.507934
2596,   0.7452, 0.506329
2597,   0.7452,  0.50669
2598,   0.7452, 0.505326
2599,   0.7446,  0.51143
2600,   0.7446,  0.50676
2601,   0.7446, 0.511383
2602,   0.7446, 0.520621
2603,   0.7446, 0.525657
2604,   0.7446, 0.524715
2605,   0.7446, 0.521447
2606,   0.7446, 0.521347
2607,   0.7446, 0.520877
2608,   0.7446,  0.51375
2609,   0.7446, 0.516413
2610,   0.7446, 0.512586
2611,   0.7446, 0.517845
2612,   0.7446, 0.514875
2613,   0.7446, 0.515751
2614,   0.7446, 0.511732
2615,   0.7446, 0.508607
2616,   0.7446,  0.50809
2617,   0.7446, 0.512378
2618,   0.7446, 0.514665
2619,   0.7446, 0.515732
2620,   0.7446, 0.514173
2621,   0.7446, 0.518511
2622,   0.7446, 0.519742
2623,   0.7446, 0.510152
2624,   0.7446, 0.512636
2625,   0.7446, 0.515747
2626,   0.7446, 0.519799
2627,   0.7446, 0.526808
2628,   0.7446, 0.527252
2629,   0.7446, 0.527482
2630,   0.7446, 0.516645
2631,   0.7446, 0.508938
2632,   0.7446, 0.517954
2633,   0.7446, 0.514441
2634,   0.7446, 0.511298
2635,   0.7446, 0.511604
2636,   0.7446, 0.513346
2637,   0.7446, 0.511783
2638,   0.7446, 0.511267
2639,   0.7446, 0.510559
2640,   0.7446,  0.51087
2641,   0.7446, 0.506361
2642,   0.7446, 0.504834
2643,   0.7446, 0.500268
2644,   0.7446, 0.506782
2645,   0.7446, 0.514259
2646,   0.7446, 0.512998
2647,   0.7446, 0.522614
2648,   0.7446, 0.527846
2649,   0.7446, 0.527802
2650,   0.7446,  0.52386
2651,   0.7446, 0.530746
2652,   0.7446, 0.529488
2653,   0.7446, 0.535407
2654,   0.7446,  0.52422
2655,   0.7446, 0.526098
2656,   0.7446,  0.52237
2657,   0.7446, 0.526421
2658,   0.7446, 0.519831
2659,   0.7446, 0.522791
2660,   0.7446, 0.521986
2661,   0.7446, 0.518866
2662,   0.7446, 0.523705
2663,   0.7446, 0.526828
2664,   0.7446,  0.53218
2665,   0.7446, 0.527694
2666,   0.7446, 0.526027
2667,   0.7446, 0.523835
2668,   0.7446, 0.518588
2669,   0.7446,  0.51613
2670,   0.7446, 0.522632
2671,   0.7446,  0.51513
2672,   0.7446, 0.519072
2673,   0.7446, 0.529112
2674,   0.7446, 0.525646
2675,   0.7446, 0.523711
2676,   0.7446, 0.518857
2677,   0.7446, 0.514556
2678,   0.7446, 0.515531
2679,   0.7446,  0.50763
2680,   0.7446, 0.520346
2681,   0.7446, 0.519675
2682,   0.7446, 0.516818
2683,   0.7446,  0.52703
2684,   0.7446, 0.523237
2685,   0.7446, 0.529208
2686,   0.7446, 0.525202
2687,    0.745, 0.518077
2688,    0.745, 0.523002
2689,    0.745, 0.524949
2690,    0.745, 0.520482
2691,    0.745, 0.523719
2692,    0.745,  0.51661
2693,    0.745, 0.512019
2694,    0.745, 0.512915
2695,    0.745, 0.513714
2696,    0.745, 0.513971
2697,    0.745,  0.51084
2698,    0.745, 0.521301
2699,    0.745, 0.521775
2700,    0.745, 0.526258
2701,    0.745, 0.521698
2702,    0.745, 0.515022
2703,    0.745, 0.517791
2704,    0.745, 0.512811
2705,    0.745, 0.516869
2706,    0.745, 0.517543
2707,    0.745, 0.515536
2708,    0.745, 0.511017
2709,    0.745, 0.515044
2710,    0.745, 0.513879
2711,    0.745, 0.516236
2712,    0.745, 0.524325
2713,    0.745, 0.514342
2714,    0.745, 0.509557
2715,    0.745, 0.507677
2716,    0.745,  0.50458
2717,    0.745, 0.511383
2718,    0.745, 0.512297
2719,    0.745, 0.513943
2720,    0.745, 0.514577
2721,    0.745, 0.512002
2722,    0.745, 0.511275
2723,    0.745, 0.510791
2724,    0.745, 0.514805
2725,    0.745, 0.517715
2726,    0.745,  0.51071
2727,    0.745, 0.518496
2728,    0.745, 0.519328
2729,    0.745, 0.521047
2730,    0.745, 0.516199
2731,    0.745, 0.510398
2732,    0.745, 0.510429
2733,    0.745, 0.523018
2734,    0.745, 0.514017
2735,    0.745, 0.527245
2736,    0.745, 0.528154
2737,    0.745, 0.522686
2738,    0.745, 0.521553
2739,    0.745, 0.522057
2740,    0.745, 0.519039
2741,    0.745, 0.521165
2742,    0.745, 0.521384
2743,   0.7457, 0.518897
2744,   0.7457, 0.515833
2745,   0.7457, 0.518237
2746,   0.7457, 0.529535
2747,   0.7457, 0.527444
2748,   0.7457,   0.5186
2749,   0.7457, 0.518895
2750,   0.7457, 0.515988
2751,   0.7457, 0.503007
2752,   0.7457, 0.509039
2753,   0.7457, 0.500815
2754,   0.7457, 0.504172
2755,   0.7457, 0.504976
2756,   0.7457, 0.504481
2757,   0.7457, 0.517524
2758,   0.7457, 0.513017
2759,   0.7457, 0.505309
2760,   0.7457,  0.51136
2761,   0.7457, 0.530189
2762,   0.7457, 0.522512
2763,   0.7457, 0.529364
2764,   0.7457, 0.535196
2765,   0.7457, 0.525328
2766,   0.7457, 0.514995
2767,   0.7457, 0.511628
2768,   0.7457, 0.511271
2769,   0.7457, 0.511931
2770,   0.7457, 0.512788
2771,   0.7457, 0.519962
2772,   0.7457, 0.522348
2773,   0.7457, 0.525822
2774,   0.7457, 0.530114
2775,   0.7457,  0.52507
2776,   0.7413, 0.515647
2777,   0.7413, 0.512715
2778,   0.7413, 0.520605
2779,   0.7413, 0.526069
2780,   0.7413, 0.530059
2781,   0.7413, 0.524684
2782,   0.7413, 0.519267
2783,   0.7413, 0.515189
2784,   0.7413, 0.516709
2785,   0.7413, 0.516094
2786,   0.7413, 0.517625
2787,   0.7413, 0.516518
2788,   0.7413,  0.51825
2789,   0.7413,  0.51518
2790,   0.7413, 0.508507
2791,   0.7413, 0.514862
2792,   0.7413, 0.514867
2793,   0.7413, 0.514613
2794,   0.7413, 0.518848
2795,   0.7413, 0.524297
2796,   0.7413, 0.519977
2797,   0.7413, 0.518643
2798,   0.7413, 0.520902
2799,   0.7413, 0.516163
2800,   0.7413,  0.51332
2801,   0.7413, 0.513692
2802,   0.7413, 0.518861
2803,   0.7413, 0.510747
2804,   0.7413, 0.510138
2805,   0.7413, 0.514021
