gen, roulette_scalar_onepoint_best, roulette_scalar_onepoint_ave
 940,   0.6582, 0.473335
 941,   0.6582, 0.479659
 942,   0.6582, 0.473537
 943,   0.6582, 0.471011
 944,   0.6582, 0.471684
 945,   0.6582, 0.477197
 946,   0.6582, 0.471941
 947,   0.6582, 0.470847
 948,   0.6582, 0.475721
 949,   0.6582, 0.469611
 950,   0.6582, 0.470957
 951,   0.6582, 0.463869
 952,   0.6582, 0.467076
 953,   0.6582, 0.473296
 954,   0.6582, 0.463499
 955,   0.6582, 0.463757
 956,   0.6582, 0.461413
 957,   0.6582, 0.461516
 958,   0.6582, 0.469534
 959,   0.6582, 0.475439
 960,   0.6582, 0.477468
 961,   0.6582, 0.474315
 962,   0.6582, 0.475174
 963,   0.6582, 0.474514
 964,   0.6582, 0.473745
 965,   0.6582, 0.476104
 966,   0.6582, 0.480431
 967,   0.6582, 0.479281
 968,   0.6582, 0.467671
 969,   0.6582, 0.465172
 970,   0.6582, 0.463177
 971,   0.6582, 0.463024
 972,   0.6582, 0.467368
 973,   0.6582, 0.472641
 974,   0.6582, 0.473636
 975,   0.6582, 0.470963
 976,   0.6582, 0.477842
 977,   0.6582,  0.48271
 978,   0.6582, 0.485648
 979,   0.6582, 0.477193
 980,   0.6677, 0.473819
 981,   0.6677, 0.475257
 982,   0.6677, 0.473229
 983,   0.6677, 0.475505
 984,   0.6677, 0.471624
 985,   0.6677, 0.474824
 986,   0.6677, 0.475266
 987,   0.6677, 0.475306
 988,   0.6677,  0.47667
 989,   0.6677, 0.476205
 990,   0.6677, 0.471509
 991,   0.6677,  0.47496
 992,   0.6677, 0.467749
 993,   0.6677, 0.468777
 994,   0.6677, 0.472133
 995,   0.6677,  0.47001
 996,   0.6677, 0.476165
 997,   0.6677, 0.470904
 998,   0.6677, 0.474976
 999,   0.6677, 0.472614
1000,   0.6677, 0.471069
1001,   0.6677, 0.477089
1002,   0.6677, 0.470684
1003,   0.6677, 0.470369
1004,   0.6677, 0.477866
1005,   0.6788, 0.477786
1006,   0.6788, 0.477078
1007,   0.6788, 0.476584
1008,   0.6788, 0.476314
1009,   0.6788, 0.467858
1010,   0.6788, 0.467934
1011,   0.6788, 0.464849
1012,   0.6788,  0.47392
1013,   0.6788, 0.475394
1014,   0.6788, 0.479986
1015,   0.6788, 0.481096
1016,   0.6788, 0.480559
1017,   0.6788, 0.485146
1018,   0.6788, 0.482649
1019,   0.6788, 0.480401
1020,   0.6788, 0.478492
1021,   0.6788, 0.477589
1022,   0.6788,  0.48978
1023,   0.6788, 0.489882
1024,   0.6788, 0.498636
1025,   0.6788, 0.493883
1026,   0.6788, 0.496034
1027,   0.6788, 0.484495
1028,   0.6788, 0.483754
1029,   0.6788, 0.480402
1030,   0.6788,  0.48229
1031,   0.6788, 0.483003
1032,   0.6788, 0.481494
1033,   0.6788, 0.488403
1034,   0.6788, 0.489226
1035,   0.6788, 0.479114
1036,   0.6788, 0.482473
1037,   0.6788, 0.487393
1038,   0.6788, 0.487675
1039,   0.6788, 0.486843
1040,   0.6788, 0.489403
1041,   0.6788, 0.482133
1042,   0.6788, 0.481234
1043,   0.6788, 0.482743
1044,   0.6788, 0.486371
1045,   0.6736, 0.483909
1046,   0.6736, 0.480682
1047,   0.6736, 0.485607
1048,   0.6736, 0.482182
1049,   0.6736, 0.483565
1050,   0.6736, 0.487626
1051,   0.6736, 0.487807
1052,   0.6736, 0.493897
1053,   0.6736, 0.491493
1054,   0.6736, 0.487904
1055,   0.6736, 0.488022
1056,   0.6736, 0.489922
1057,   0.6736,  0.49079
1058,   0.6736, 0.487018
1059,   0.6736, 0.492852
1060,   0.6736, 0.486881
1061,   0.6736, 0.483068
1062,   0.6736, 0.487098
1063,   0.6736, 0.482554
1064,   0.6736, 0.483947
1065,   0.6736, 0.487908
1066,   0.6736, 0.480556
1067,   0.6736, 0.489425
1068,   0.6736, 0.489861
1069,   0.6736, 0.490071
1070,   0.6736, 0.486868
1071,   0.6736, 0.485692
1072,   0.6736, 0.495852
1073,   0.6736,  0.49339
1074,   0.6736, 0.492523
1075,   0.6736, 0.483548
1076,   0.6736, 0.478916
1077,   0.6736, 0.477533
1078,   0.6736, 0.473915
1079,   0.6772, 0.482978
1080,   0.6772,   0.4796
1081,   0.6772, 0.480767
1082,   0.6772, 0.481832
1083,   0.6772, 0.488782
1084,   0.6772, 0.489683
1085,   0.6772, 0.486825
1086,   0.6772, 0.483155
1087,   0.6772, 0.483988
1088,   0.6772, 0.489549
1089,   0.6772, 0.490508
1090,   0.6772, 0.485391
1091,   0.6772, 0.488167
1092,   0.6772, 0.492484
1093,   0.6772, 0.480554
1094,   0.6772, 0.481529
1095,   0.6772, 0.480278
1096,   0.6772, 0.479399
1097,   0.6772, 0.484298
1098,   0.6772, 0.490759
1099,   0.6772, 0.491372
1100,   0.6772, 0.485491
1101,   0.6772, 0.485568
1102,   0.6772, 0.495551
1103,   0.6772, 0.495138
1104,   0.6772, 0.492576
1105,   0.6772, 0.490026
1106,   0.6795, 0.489465
1107,   0.6795, 0.480141
1108,   0.6795, 0.477549
1109,   0.6795,  0.48367
1110,   0.6795, 0.482309
1111,   0.6795, 0.480081
1112,   0.6795, 0.481151
1113,   0.6795, 0.490032
1114,   0.6795, 0.488149
1115,   0.6795, 0.483894
1116,   0.6795, 0.488847
1117,   0.6795, 0.490775
1118,   0.6795, 0.486943
1119,   0.6795, 0.488788
1120,   0.6795, 0.488771
1121,   0.6795, 0.484206
1122,   0.6795, 0.486432
1123,   0.6795,  0.48549
1124,   0.6795,  0.49158
1125,   0.6795, 0.490712
1126,   0.6795, 0.495426
1127,   0.6795,  0.49784
1128,   0.6795, 0.500045
1129,   0.6795,  0.49685
1130,   0.6795, 0.490397
1131,   0.6795, 0.489904
1132,   0.6795, 0.492353
1133,   0.6795, 0.486038
1134,   0.6795,  0.48479
1135,   0.6795, 0.487635
1136,   0.6795, 0.486021
1137,   0.6795, 0.483864
1138,   0.6795, 0.475426
1139,   0.6795, 0.476541
1140,   0.6795, 0.474755
1141,   0.6847, 0.479464
1142,   0.6847, 0.485301
1143,   0.6847, 0.487241
1144,   0.6847, 0.490629
1145,   0.6847, 0.487242
1146,   0.6847, 0.489819
1147,   0.6847, 0.486535
1148,   0.6847, 0.490875
1149,   0.6847, 0.489885
1150,   0.6847, 0.492404
1151,   0.6847, 0.500494
1152,   0.6847, 0.491157
1153,   0.6847, 0.487693
1154,   0.6847, 0.484388
1155,   0.6847, 0.479457
1156,   0.6847, 0.481853
1157,   0.6847, 0.482016
1158,   0.6847, 0.479174
1159,   0.6847, 0.479516
1160,   0.6847,  0.48013
1161,   0.6847, 0.481526
1162,   0.6847, 0.487305
1163,   0.6847,  0.49042
1164,   0.6847, 0.490658
1165,   0.6847, 0.491547
1166,   0.6847, 0.490503
1167,   0.6847, 0.485906
1168,   0.6847,  0.47397
1169,   0.6847, 0.473584
1170,   0.6847, 0.481378
1171,   0.6847, 0.489775
1172,   0.6847, 0.479789
1173,   0.6847, 0.481312
1174,   0.6847, 0.477902
1175,   0.6847, 0.484046
1176,   0.6847,  0.48279
1177,   0.6847, 0.484668
1178,   0.6847, 0.493867
1179,   0.6847, 0.493253
1180,   0.6847, 0.492524
1181,   0.6847, 0.488464
1182,   0.6847, 0.483609
1183,   0.6847, 0.485277
1184,   0.6863, 0.486107
1185,   0.6863, 0.485967
1186,   0.6863, 0.486452
1187,   0.6863, 0.491439
1188,   0.6863, 0.485656
1189,   0.6863, 0.485886
1190,   0.6847, 0.477962
1191,   0.6847,  0.47317
1192,   0.6847, 0.487375
1193,   0.6847, 0.487659
1194,   0.6847, 0.478887
1195,   0.6847, 0.474241
1196,   0.6847,  0.47559
1197,   0.6847, 0.477416
1198,   0.6847,  0.49303
1199,   0.6847, 0.493915
1200,   0.6847, 0.493771
1201,   0.6847, 0.494433
1202,   0.6847, 0.491776
1203,   0.6847,  0.48908
1204,   0.6847, 0.480962
1205,   0.6847, 0.482937
1206,   0.6847, 0.481942
1207,   0.6847, 0.480773
1208,   0.6847, 0.482727
1209,   0.6847,  0.47739
1210,   0.6847, 0.478945
1211,   0.6847, 0.482803
1212,   0.6847, 0.481157
1213,   0.6847, 0.488162
1214,   0.6847, 0.493722
1215,   0.6847, 0.493825
1216,   0.6847, 0.492525
1217,   0.6847, 0.491484
1218,   0.6847, 0.492467
1219,   0.6847, 0.490646
1220,   0.6847, 0.489741
1221,   0.6847, 0.490139
1222,   0.6847, 0.494184
1223,   0.6847, 0.493017
1224,   0.6847,  0.49366
1225,   0.6847, 0.485269
1226,   0.6847,  0.49252
1227,   0.6847,  0.48983
1228,   0.6847, 0.495726
1229,   0.6847, 0.488546
1230,   0.6847, 0.484931
1231,   0.6847, 0.490287
1232,   0.6847,  0.49436
1233,   0.6847, 0.492758
1234,   0.6847, 0.495773
1235,   0.6847, 0.489202
1236,   0.6847, 0.490847
1237,   0.6847,  0.49053
1238,   0.6847, 0.496254
1239,   0.6847, 0.489425
1240,   0.6847,  0.48672
1241,   0.6847,  0.48676
1242,   0.6847, 0.480003
1243,   0.6847, 0.477645
1244,   0.6847, 0.487783
1245,   0.6847, 0.484787
1246,   0.6847, 0.498748
1247,   0.6847, 0.494571
1248,   0.6847, 0.493175
1249,   0.6847,  0.49397
1250,   0.6847, 0.495342
1251,   0.6847, 0.491489
1252,    0.686, 0.493369
1253,    0.686, 0.492739
1254,    0.686, 0.491969
1255,    0.686, 0.493738
1256,    0.686, 0.495102
1257,    0.686, 0.494875
1258,    0.686,  0.48731
1259,    0.686, 0.481465
1260,    0.686, 0.482044
1261,    0.686,  0.48437
1262,    0.686, 0.486084
1263,    0.686, 0.482146
1264,    0.686, 0.483301
1265,    0.686, 0.485835
1266,    0.686,  0.48684
1267,    0.686, 0.490073
1268,    0.686, 0.490516
1269,    0.686, 0.487608
1270,   0.6937, 0.488017
1271,   0.6937, 0.488806
1272,   0.6937, 0.480069
1273,   0.6937, 0.478323
1274,   0.6937, 0.479088
1275,   0.6937, 0.474937
1276,   0.6937, 0.479729
1277,   0.6937, 0.480002
1278,   0.6937, 0.483368
1279,   0.6937, 0.483893
1280,   0.6937, 0.485355
1281,   0.6937, 0.485456
1282,   0.6937, 0.496283
1283,   0.6937, 0.487971
1284,   0.6937, 0.492965
1285,   0.6937, 0.494998
1286,   0.6937, 0.499825
1287,   0.6937, 0.500486
1288,   0.6937, 0.496978
1289,   0.6937, 0.492687
1290,   0.6937, 0.491308
1291,   0.6937, 0.490158
1292,   0.6937, 0.488885
1293,   0.6937,  0.49449
1294,   0.6937, 0.494913
1295,   0.6937, 0.493486
1296,   0.6937, 0.491187
1297,   0.6937, 0.491179
1298,   0.6937, 0.481919
1299,   0.6937, 0.491865
1300,   0.6937, 0.494557
1301,   0.6937, 0.486183
1302,   0.6937, 0.485638
1303,   0.6937, 0.486595
1304,   0.6937,  0.49383
1305,   0.6937, 0.500214
1306,   0.6937, 0.493358
1307,   0.6937, 0.493023
1308,   0.6937, 0.489923
1309,   0.6937, 0.494749
1310,   0.6937, 0.493992
1311,   0.6937, 0.498244
1312,   0.6937, 0.495192
1313,   0.6937, 0.497321
1314,   0.6937, 0.493178
1315,   0.6937, 0.502069
1316,   0.6937, 0.499218
1317,   0.6937, 0.490967
1318,   0.6937, 0.483826
1319,   0.6937,  0.49216
1320,   0.6983, 0.499131
1321,   0.6983, 0.499862
1322,   0.6983, 0.496956
1323,   0.6983, 0.503756
1324,   0.6983, 0.504369
1325,   0.6983, 0.500878
1326,   0.6983, 0.496738
1327,   0.6983, 0.495541
1328,   0.6983, 0.496524
1329,   0.7004, 0.495649
1330,   0.7004, 0.497157
1331,   0.7004, 0.488557
1332,   0.7004, 0.495593
1333,   0.7004, 0.494799
1334,   0.7004, 0.488407
1335,   0.7004, 0.498204
1336,   0.7004, 0.495152
1337,   0.7004, 0.496787
1338,   0.7004, 0.497724
1339,   0.7004, 0.498547
1340,   0.7004,  0.49764
1341,   0.7004, 0.503927
1342,   0.7004,  0.50268
1343,   0.7004,  0.49976
1344,   0.7004, 0.497734
1345,   0.7004, 0.496394
1346,   0.7004, 0.501776
1347,   0.7004, 0.499601
1348,   0.7004, 0.497079
1349,   0.7004, 0.499995
1350,   0.7004,  0.49355
1351,   0.7004, 0.488373
1352,   0.7004, 0.497009
1353,   0.7013, 0.499949
1354,   0.7013, 0.497729
1355,   0.7013, 0.502204
1356,   0.7013, 0.505444
1357,   0.7013, 0.505064
1358,   0.7013, 0.492427
1359,   0.7013, 0.491671
1360,   0.7013, 0.493197
1361,   0.7013, 0.499949
1362,   0.7013, 0.496902
1363,   0.7013, 0.494538
1364,   0.7013,  0.49435
1365,   0.7013, 0.493656
1366,   0.7013, 0.497067
1367,   0.7013,  0.49767
1368,   0.7013, 0.497431
1369,   0.7013, 0.492987
1370,   0.7013, 0.497069
1371,   0.7013, 0.494152
1372,   0.7013,   0.4939
1373,   0.7013, 0.499577
1374,   0.7013, 0.499321
1375,   0.7013, 0.502462
1376,   0.7013, 0.502582
1377,   0.7013, 0.499377
1378,   0.7013, 0.500124
1379,   0.7013, 0.504615
1380,   0.7013, 0.503483
1381,   0.7013, 0.504709
1382,   0.7013, 0.503079
1383,   0.7013, 0.498646
1384,   0.7013, 0.498475
1385,   0.7013, 0.496853
1386,   0.7013, 0.494025
1387,   0.7013, 0.492288
1388,   0.7013, 0.491605
1389,   0.7013, 0.495429
1390,   0.7013, 0.497032
1391,   0.7013, 0.491895
1392,   0.7013,  0.49575
1393,   0.7013, 0.497991
1394,   0.7013, 0.498305
1395,   0.7013, 0.495968
1396,   0.7013, 0.496089
1397,   0.7013, 0.496213
1398,   0.7013, 0.499642
1399,   0.7013, 0.497817
1400,   0.7013, 0.500268
1401,   0.7013, 0.499996
1402,   0.7013, 0.505928
1403,   0.7013, 0.504882
1404,   0.7013, 0.499702
1405,   0.7013, 0.506136
1406,   0.7015,  0.49595
1407,   0.7015, 0.493665
1408,   0.7015, 0.486075
1409,   0.7015, 0.493067
1410,   0.7015, 0.495359
1411,   0.7015, 0.496392
1412,   0.7015, 0.498354
1413,   0.7015, 0.498557
1414,   0.7015, 0.498666
1415,   0.7015, 0.503984
1416,   0.7015, 0.501726
1417,   0.7015, 0.496782
1418,   0.7015, 0.506695
1419,   0.7015, 0.507237
1420,   0.7015, 0.508097
1421,   0.7015, 0.511211
1422,   0.7015, 0.508368
1423,   0.7015, 0.505557
1424,   0.7015, 0.505967
1425,   0.7015, 0.498142
1426,   0.7015, 0.494043
1427,   0.7015, 0.503294
1428,   0.7015, 0.505793
1429,   0.7015, 0.493293
1430,   0.7015, 0.490053
1431,   0.7015, 0.486617
1432,   0.7015, 0.484457
1433,   0.7015,  0.48603
1434,   0.7015, 0.483796
1435,   0.7015, 0.495709
1436,   0.7015, 0.487157
1437,   0.7015, 0.489857
1438,   0.7015, 0.492729
1439,   0.7015, 0.489981
1440,   0.7015, 0.491706
1441,   0.7015, 0.494781
1442,   0.7032,  0.49692
1443,   0.7032, 0.495388
1444,   0.7032, 0.497869
1445,   0.7032, 0.493487
1446,   0.7032, 0.483524
1447,   0.7032, 0.491646
1448,   0.7032, 0.485903
1449,   0.7032, 0.496018
1450,   0.7011, 0.497261
1451,   0.7011, 0.495088
1452,   0.7011, 0.493354
1453,   0.7011,  0.49973
1454,   0.7018, 0.491082
1455,   0.7018, 0.493646
1456,   0.7018, 0.491836
1457,   0.7018, 0.490678
1458,   0.7018,  0.49333
1459,   0.7018, 0.491633
1460,   0.7018, 0.486546
1461,   0.7018, 0.490604
1462,   0.7018, 0.493956
1463,   0.7018, 0.499368
1464,   0.7018, 0.495535
1465,   0.7018, 0.504295
1466,   0.7018, 0.496242
1467,   0.7018, 0.501899
1468,   0.7018, 0.499848
1469,   0.7018, 0.498769
1470,   0.7018, 0.501485
1471,   0.7018, 0.500128
1472,   0.7018,   0.5012
1473,   0.7018, 0.499779
1474,   0.7018, 0.501839
1475,   0.7057, 0.504558
1476,   0.7057, 0.507218
1477,   0.7057, 0.508301
1478,   0.7057, 0.508657
1479,   0.7057, 0.515276
1480,   0.7057, 0.517215
1481,   0.7057,  0.50145
1482,   0.7057, 0.488225
1483,   0.7057, 0.485342
1484,   0.7057, 0.487005
1485,   0.7057, 0.487599
1486,   0.7057, 0.490794
1487,   0.7057, 0.493776
1488,   0.7057, 0.497265
1489,   0.7057,  0.50037
1490,   0.7057, 0.493837
1491,   0.7057, 0.495272
1492,   0.7057, 0.496191
1493,   0.7149, 0.494676
1494,   0.7149, 0.491428
1495,   0.7149, 0.493487
1496,   0.7149, 0.499232
1497,   0.7149, 0.498138
1498,   0.7149, 0.496395
1499,   0.7149, 0.495763
1500,   0.7149,  0.49674
1501,   0.7081, 0.501414
1502,   0.7081, 0.493497
1503,   0.7081, 0.490642
1504,   0.7081, 0.481368
1505,   0.7112, 0.475323
1506,   0.7112,  0.48496
1507,   0.7112, 0.484144
1508,   0.7112, 0.492922
1509,   0.7112, 0.493935
1510,   0.7112, 0.499282
1511,   0.7112, 0.494415
1512,   0.7112, 0.493982
1513,   0.7112, 0.495105
1514,   0.7112, 0.493087
1515,   0.7112, 0.496464
1516,   0.7112, 0.496758
1517,   0.7112, 0.498558
1518,   0.7112, 0.498666
1519,   0.7112, 0.495684
1520,   0.7112, 0.495051
1521,   0.7112, 0.491173
1522,   0.7112, 0.488032
1523,   0.7112, 0.491029
1524,   0.7112, 0.489412
1525,   0.7112, 0.499187
1526,   0.7094, 0.505817
1527,   0.7094, 0.509688
1528,   0.7094, 0.508146
1529,   0.7094,  0.51119
1530,   0.7094,  0.50718
1531,   0.7094, 0.505506
1532,   0.7094,  0.49645
1533,   0.7094, 0.495596
1534,   0.7094, 0.500206
1535,   0.7094, 0.495224
1536,   0.7094, 0.501376
1537,   0.7094, 0.506667
1538,   0.7094, 0.506475
1539,   0.7094, 0.499765
1540,   0.7094, 0.506018
1541,   0.7094, 0.509198
1542,   0.7094, 0.507625
1543,   0.7094, 0.505435
1544,   0.7094,  0.50875
1545,   0.7094,  0.50751
1546,   0.7094, 0.502783
1547,   0.7094, 0.499988
1548,   0.7094, 0.494779
1549,   0.7094, 0.491399
1550,   0.7094, 0.492977
1551,   0.7094, 0.488918
1552,   0.7094, 0.493069
1553,   0.7094, 0.494365
1554,   0.7094, 0.488861
1555,   0.7094,  0.49604
1556,   0.7094, 0.498971
1557,   0.7094, 0.504177
1558,   0.7094, 0.511195
1559,   0.7094, 0.509263
1560,   0.7094, 0.500518
1561,   0.7116, 0.497885
1562,   0.7116,  0.50228
1563,   0.7116, 0.502522
1564,   0.7116, 0.500263
1565,   0.7116, 0.501654
1566,   0.7116, 0.500348
1567,   0.7116,  0.50119
1568,   0.7153, 0.502579
1569,   0.7153, 0.494835
1570,   0.7153, 0.497125
1571,   0.7153, 0.486921
1572,   0.7153, 0.483504
1573,   0.7153, 0.485123
1574,   0.7153, 0.493699
1575,   0.7153, 0.493478
1576,   0.7153, 0.492891
1577,   0.7153, 0.495003
1578,   0.7153, 0.504429
1579,   0.7153,  0.49816
1580,   0.7153, 0.495945
1581,   0.7153, 0.497147
1582,   0.7153, 0.497513
1583,   0.7153, 0.490274
1584,   0.7153, 0.486806
1585,   0.7153, 0.485274
1586,   0.7153, 0.494274
1587,   0.7153,  0.49431
1588,   0.7153, 0.494238
1589,   0.7153, 0.496632
1590,   0.7153, 0.501973
1591,   0.7153, 0.493154
1592,   0.7153, 0.491504
1593,   0.7153, 0.488789
1594,   0.7153, 0.480995
1595,   0.7153, 0.494561
1596,   0.7153,  0.49165
1597,   0.7153, 0.495615
1598,   0.7153, 0.490056
1599,   0.7153, 0.492238
1600,   0.7153, 0.492218
1601,   0.7153, 0.495635
1602,   0.7153, 0.504708
1603,   0.7153, 0.499137
1604,   0.7153, 0.506364
1605,   0.7153, 0.508171
1606,   0.7153, 0.506314
1607,   0.7153, 0.514612
1608,   0.7153, 0.510649
1609,   0.7153, 0.507074
1610,   0.7153, 0.508768
1611,   0.7153, 0.507586
1612,   0.7153, 0.509404
1613,   0.7153, 0.510188
1614,   0.7153, 0.505636
1615,   0.7153, 0.513855
1616,   0.7205, 0.515643
1617,   0.7205, 0.509959
1618,   0.7205, 0.504209
1619,   0.7205, 0.508132
1620,   0.7205, 0.510093
1621,   0.7205, 0.508451
1622,   0.7205, 0.496431
1623,   0.7205, 0.499368
1624,   0.7205, 0.497175
1625,   0.7205, 0.500624
1626,   0.7205, 0.495209
1627,   0.7205, 0.506036
1628,   0.7205, 0.510356
1629,   0.7205, 0.504671
1630,   0.7205, 0.506831
1631,   0.7205, 0.498233
1632,   0.7205, 0.498487
1633,   0.7205, 0.505231
1634,   0.7205, 0.503313
1635,   0.7223, 0.505486
1636,   0.7178, 0.508465
1637,   0.7178, 0.513912
1638,   0.7178, 0.518541
1639,   0.7178, 0.507771
1640,   0.7178, 0.501963
1641,   0.7178, 0.498144
1642,   0.7178, 0.496634
1643,   0.7178, 0.495909
1644,   0.7178, 0.498244
1645,   0.7178, 0.492139
1646,   0.7178, 0.487341
1647,   0.7178, 0.479293
1648,   0.7178, 0.494025
1649,   0.7178, 0.501642
1650,   0.7178,  0.50778
1651,   0.7178,  0.51767
1652,   0.7178,  0.50775
1653,   0.7178, 0.509024
1654,   0.7178, 0.505073
1655,   0.7178, 0.499584
1656,   0.7178, 0.502307
1657,   0.7178,  0.50396
1658,   0.7178,  0.50194
1659,   0.7178, 0.499086
1660,   0.7178, 0.506692
1661,   0.7178, 0.499293
1662,   0.7178, 0.496152
1663,   0.7178, 0.501896
1664,   0.7178, 0.502302
1665,   0.7178, 0.502984
1666,   0.7178, 0.502745
1667,   0.7178, 0.496777
1668,   0.7178, 0.494452
1669,   0.7178, 0.503213
1670,   0.7178, 0.499276
1671,   0.7178, 0.496413
1672,   0.7178, 0.496982
1673,   0.7178, 0.493028
1674,   0.7178, 0.496022
1675,   0.7178, 0.499104
1676,   0.7178, 0.507517
1677,   0.7178, 0.501107
1678,   0.7178, 0.504384
1679,   0.7178, 0.507708
1680,   0.7178, 0.499103
1681,   0.7178,  0.49808
1682,   0.7178, 0.503023
1683,   0.7178, 0.501589
1684,   0.7178, 0.498581
1685,   0.7178, 0.494709
1686,   0.7178, 0.499407
1687,   0.7178,  0.49231
1688,   0.7178, 0.499835
1689,   0.7178, 0.493031
1690,   0.7178, 0.498456
1691,   0.7227, 0.499316
1692,   0.7227, 0.495039
1693,   0.7227, 0.497834
1694,   0.7227,  0.49575
1695,   0.7227, 0.494434
1696,   0.7227, 0.492966
1697,   0.7227, 0.495147
1698,   0.7227, 0.496991
1699,   0.7227, 0.497342
1700,   0.7227, 0.503206
1701,   0.7227, 0.500384
1702,   0.7227, 0.500911
1703,   0.7227,  0.50767
1704,   0.7227, 0.508021
1705,   0.7227, 0.507309
1706,   0.7227, 0.502614
1707,   0.7227, 0.493118
1708,   0.7227, 0.497436
1709,   0.7227, 0.498309
1710,   0.7227,  0.50732
1711,   0.7227, 0.504859
1712,   0.7227, 0.497965
1713,   0.7227, 0.504713
1714,   0.7227, 0.503568
1715,   0.7227, 0.502073
1716,   0.7227,  0.50032
1717,   0.7227, 0.497159
1718,   0.7227, 0.498349
1719,   0.7227, 0.510805
1720,   0.7227, 0.511059
1721,   0.7227, 0.506909
1722,   0.7227, 0.502525
1723,   0.7227, 0.508961
1724,   0.7227, 0.509738
1725,   0.7227, 0.507252
1726,   0.7227, 0.504536
1727,   0.7227,  0.51097
1728,   0.7227, 0.516141
1729,   0.7227, 0.516201
1730,   0.7227,  0.51788
1731,   0.7227, 0.510944
1732,   0.7227, 0.518164
1733,   0.7271, 0.516883
1734,   0.7271, 0.524645
1735,   0.7271, 0.520471
1736,   0.7271, 0.515264
1737,   0.7271, 0.509747
1738,   0.7271, 0.504274
1739,   0.7271, 0.498141
1740,   0.7271, 0.495338
1741,   0.7271, 0.500786
1742,   0.7271, 0.505554
1743,   0.7271, 0.493498
1744,   0.7271, 0.502079
1745,   0.7271, 0.495248
1746,   0.7271, 0.498684
1747,   0.7271, 0.504927
1748,   0.7271, 0.497429
1749,   0.7271, 0.510563
1750,   0.7271, 0.513009
1751,   0.7271, 0.508473
1752,   0.7271, 0.503699
1753,   0.7271, 0.497162
1754,   0.7271, 0.502667
1755,   0.7271, 0.499037
1756,   0.7271, 0.492203
1757,   0.7271, 0.494407
1758,   0.7271, 0.499035
1759,   0.7271, 0.489549
1760,   0.7271,  0.49586
1761,   0.7271, 0.490238
1762,   0.7271, 0.498076
1763,   0.7271,  0.50029
1764,   0.7271, 0.502984
1765,   0.7271, 0.496845
1766,   0.7271, 0.496132
1767,   0.7271, 0.505443
1768,   0.7271, 0.506086
1769,   0.7271, 0.508269
1770,   0.7271, 0.503788
1771,   0.7271, 0.506383
1772,   0.7271, 0.503576
1773,   0.7271, 0.511401
1774,   0.7271,  0.50889
1775,   0.7271, 0.513317
1776,   0.7271, 0.510141
1777,   0.7271, 0.513062
1778,   0.7271, 0.509449
1779,   0.7271, 0.502499
1780,   0.7271, 0.507575
1781,   0.7271, 0.508814
1782,   0.7271, 0.514601
1783,   0.7271,  0.51409
1784,   0.7271,  0.51673
1785,   0.7271, 0.512261
1786,   0.7271, 0.512533
1787,   0.7271, 0.507604
1788,   0.7271, 0.502217
1789,   0.7271, 0.496832
1790,   0.7271, 0.496702
1791,   0.7271,  0.50014
1792,   0.7266, 0.506212
1793,   0.7302, 0.505148
1794,   0.7302, 0.506598
1795,   0.7302, 0.509374
1796,   0.7302, 0.509145
1797,   0.7302, 0.512585
1798,   0.7302,  0.50808
1799,   0.7302, 0.514234
1800,   0.7302, 0.509408
1801,   0.7302, 0.512833
1802,   0.7302,  0.51211
1803,   0.7302, 0.505684
1804,   0.7302,  0.50298
1805,   0.7302, 0.512561
1806,   0.7302, 0.507392
1807,   0.7302, 0.503523
1808,   0.7302, 0.502602
1809,   0.7302, 0.499594
1810,   0.7302,  0.51009
1811,   0.7351, 0.512049
1812,   0.7351,  0.51469
1813,   0.7351,   0.5135
1814,   0.7351, 0.511599
1815,   0.7351, 0.516537
1816,   0.7351, 0.517253
1817,   0.7351, 0.517145
1818,   0.7351, 0.508189
1819,   0.7351, 0.512547
1820,   0.7351, 0.518597
1821,   0.7351, 0.516964
1822,   0.7351, 0.513943
1823,   0.7351, 0.505533
1824,   0.7351, 0.507479
1825,   0.7351, 0.515556
1826,   0.7351, 0.513832
1827,   0.7351, 0.513557
1828,   0.7351, 0.505125
1829,   0.7351, 0.509718
1830,   0.7351, 0.508226
1831,   0.7351, 0.502352
1832,   0.7351, 0.507277
1833,   0.7351, 0.504005
1834,   0.7351, 0.505101
1835,   0.7351, 0.502731
1836,   0.7351, 0.497194
1837,   0.7351, 0.499845
1838,   0.7351, 0.502955
1839,   0.7351, 0.512242
1840,   0.7351, 0.518743
1841,   0.7351, 0.510921
1842,   0.7351, 0.523116
1843,   0.7351, 0.518539
1844,   0.7351, 0.519806
1845,   0.7351,  0.52168
1846,   0.7351, 0.515628
1847,   0.7351, 0.521315
1848,   0.7351, 0.516167
1849,   0.7351, 0.512987
1850,   0.7351, 0.506526
1851,   0.7351, 0.511936
1852,   0.7351,  0.50662
1853,   0.7351, 0.503402
1854,   0.7351, 0.500383
1855,   0.7351, 0.504507
1856,   0.7351,  0.50941
1857,   0.7351, 0.518566
1858,   0.7351, 0.525734
1859,   0.7351, 0.523577
1860,   0.7351, 0.518739
1861,   0.7351, 0.516023
1862,   0.7351, 0.509106
1863,   0.7351, 0.510427
1864,   0.7351, 0.510401
1865,   0.7351, 0.505582
1866,   0.7351, 0.507367
1867,   0.7351,  0.50897
1868,   0.7351, 0.512756
1869,   0.7351, 0.515373
1870,   0.7351, 0.515074
1871,   0.7351, 0.500509
