gen, roulette_scalar_twopoint_best, roulette_scalar_twopoint_ave
1860,   0.7598, 0.510898
1861,   0.7598, 0.509143
1862,   0.7598, 0.515686
1863,   0.7598, 0.518275
1864,   0.7598, 0.519351
1865,   0.7598, 0.520086
1866,   0.7598, 0.520175
1867,   0.7598, 0.527083
1868,   0.7598, 0.520992
1869,   0.7598, 0.519983
1870,   0.7598, 0.516495
1871,   0.7598, 0.518696
1872,   0.7598, 0.522668
1873,   0.7598, 0.522099
1874,   0.7598, 0.512651
1875,   0.7598, 0.513313
1876,   0.7598, 0.507104
1877,   0.7598, 0.524176
1878,   0.7598, 0.528278
1879,   0.7598,  0.52821
1880,   0.7598, 0.517612
1881,   0.7598, 0.502792
1882,   0.7598, 0.503695
1883,   0.7598, 0.504808
1884,   0.7598, 0.509217
1885,   0.7598, 0.504924
1886,   0.7598, 0.512873
1887,   0.7598, 0.514993
1888,   0.7598, 0.515755
1889,   0.7598,  0.51776
1890,   0.7598,  0.52045
1891,   0.7598, 0.524899
1892,   0.7598, 0.521121
1893,   0.7598, 0.520465
1894,   0.7598, 0.508442
1895,   0.7598, 0.512072
1896,   0.7598, 0.514779
1897,   0.7598, 0.520063
1898,   0.7598, 0.508321
1899,   0.7598, 0.508887
1900,   0.7598, 0.524731
1901,   0.7598, 0.517348
1902,   0.7598, 0.523681
1903,   0.7598, 0.523091
1904,   0.7598, 0.514663
1905,   0.7598, 0.514301
1906,   0.7598, 0.509594
1907,   0.7604, 0.525004
1908,   0.7604, 0.526178
1909,   0.7604,  0.53196
1910,   0.7604, 0.522232
1911,   0.7604, 0.514772
1912,   0.7604, 0.515249
1913,   0.7604, 0.516761
1914,   0.7604, 0.511814
1915,   0.7604, 0.506302
1916,   0.7604, 0.508071
1917,   0.7604, 0.520123
1918,   0.7607, 0.521527
1919,   0.7607, 0.527035
1920,   0.7607,  0.52072
1921,   0.7607, 0.524342
1922,   0.7607, 0.524176
1923,   0.7607, 0.515383
1924,   0.7607, 0.514133
1925,   0.7607, 0.516357
1926,   0.7607, 0.517583
1927,   0.7607, 0.528123
1928,   0.7607, 0.536987
1929,   0.7607,  0.53408
1930,   0.7607, 0.533872
1931,   0.7607, 0.529163
1932,   0.7607,  0.52906
1933,   0.7607, 0.526951
1934,   0.7607, 0.528211
1935,   0.7607, 0.522883
1936,   0.7607, 0.513013
1937,   0.7607, 0.505005
1938,   0.7607, 0.510017
1939,   0.7607, 0.509157
1940,   0.7607, 0.518982
1941,   0.7648, 0.520959
1942,   0.7648, 0.514314
1943,   0.7648, 0.517131
1944,   0.7648, 0.522627
1945,   0.7648, 0.524852
1946,   0.7648, 0.523036
1947,   0.7648, 0.520149
1948,   0.7648, 0.516844
1949,   0.7648, 0.515939
1950,   0.7648, 0.523039
1951,   0.7648,  0.51694
1952,   0.7648, 0.514518
1953,   0.7648, 0.519246
1954,   0.7648, 0.512275
1955,   0.7648, 0.504424
1956,   0.7648,  0.51606
1957,   0.7648, 0.520581
1958,   0.7648, 0.520638
1959,   0.7648, 0.527815
1960,   0.7648, 0.525114
1961,   0.7648, 0.526997
1962,   0.7648, 0.526151
1963,   0.7648, 0.527008
1964,   0.7648, 0.526117
1965,   0.7648, 0.529652
1966,   0.7648, 0.524926
1967,   0.7648, 0.534708
1968,   0.7648, 0.537691
1969,   0.7648, 0.519743
1970,   0.7648,  0.52047
1971,   0.7648, 0.511562
1972,   0.7648, 0.518125
1973,   0.7648,  0.52115
1974,   0.7648, 0.523096
1975,   0.7648, 0.517663
1976,   0.7648, 0.522014
1977,   0.7677, 0.524162
1978,   0.7677, 0.520833
1979,   0.7677,  0.52505
1980,   0.7677, 0.520517
1981,   0.7677, 0.519899
1982,   0.7677, 0.520779
1983,   0.7677, 0.521163
1984,   0.7677, 0.524781
1985,   0.7677, 0.512553
1986,   0.7677,   0.5208
1987,   0.7677, 0.524297
1988,   0.7677, 0.521249
1989,   0.7677,  0.51591
1990,   0.7677, 0.518684
1991,   0.7677, 0.518464
1992,   0.7677, 0.527523
1993,   0.7677, 0.524719
1994,   0.7677, 0.530431
1995,   0.7677, 0.537428
1996,   0.7677, 0.534712
1997,   0.7677, 0.539879
1998,   0.7677, 0.532488
1999,   0.7677, 0.533393
2000,   0.7677,  0.52784
2001,   0.7677, 0.526606
2002,   0.7677, 0.534649
2003,   0.7677, 0.534468
2004,   0.7677, 0.532558
2005,   0.7677, 0.534321
2006,   0.7677, 0.531713
2007,   0.7677, 0.529324
2008,   0.7677, 0.536849
2009,   0.7677, 0.528195
2010,   0.7677, 0.528862
2011,   0.7677, 0.526218
2012,   0.7677,  0.53127
2013,   0.7677, 0.532408
2014,   0.7677, 0.516412
2015,   0.7677, 0.524781
2016,   0.7677, 0.528089
2017,   0.7677, 0.536758
2018,   0.7677,  0.53705
2019,   0.7677, 0.534456
2020,   0.7677, 0.527795
2021,   0.7677, 0.525838
2022,   0.7677, 0.513443
2023,   0.7677, 0.521091
2024,   0.7677, 0.523683
2025,   0.7677,  0.52245
2026,   0.7677, 0.507739
2027,   0.7677, 0.507848
2028,   0.7677, 0.504716
2029,   0.7677, 0.500558
2030,   0.7677,  0.51368
2031,   0.7677, 0.515403
2032,   0.7677, 0.519812
2033,   0.7677, 0.520135
2034,   0.7677,  0.53033
2035,   0.7677, 0.517752
2036,   0.7677, 0.531497
2037,   0.7677, 0.539991
2038,   0.7677, 0.543782
2039,   0.7677,  0.53998
2040,   0.7677, 0.532902
2041,   0.7677, 0.530468
2042,   0.7677, 0.536525
2043,   0.7677, 0.525139
2044,   0.7677, 0.534954
2045,   0.7677, 0.540463
2046,   0.7677, 0.533833
2047,   0.7677, 0.539339
2048,   0.7677, 0.529628
2049,   0.7677, 0.529186
2050,   0.7677, 0.536493
2051,   0.7677, 0.537859
2052,   0.7677, 0.530121
2053,   0.7677,  0.51653
2054,   0.7677, 0.529692
2055,   0.7677,  0.52238
2056,   0.7677, 0.523773
2057,   0.7677, 0.530063
2058,   0.7677, 0.524732
2059,   0.7677, 0.528538
2060,   0.7677, 0.544207
2061,   0.7637, 0.534578
2062,   0.7637, 0.535265
2063,   0.7637, 0.541128
2064,   0.7637, 0.528253
2065,   0.7637, 0.529014
2066,   0.7637,  0.53332
2067,   0.7637, 0.531121
2068,   0.7637, 0.518147
2069,   0.7637, 0.523196
2070,   0.7637, 0.531116
2071,   0.7637, 0.525865
2072,   0.7637, 0.534553
2073,   0.7637, 0.523455
2074,   0.7637,  0.52498
2075,   0.7637, 0.526446
2076,   0.7637,  0.53216
2077,   0.7637, 0.533503
2078,   0.7637, 0.530185
2079,   0.7637, 0.534392
2080,   0.7637, 0.526661
2081,   0.7637, 0.528207
2082,   0.7637,  0.51562
2083,   0.7637, 0.521574
2084,   0.7637, 0.526978
2085,   0.7637, 0.527842
2086,   0.7637, 0.524021
2087,   0.7637, 0.531329
2088,   0.7637, 0.520344
2089,   0.7637, 0.527683
2090,   0.7637, 0.524018
2091,   0.7637, 0.516831
2092,   0.7637,  0.52862
2093,   0.7637, 0.531268
2094,   0.7637, 0.533119
2095,   0.7637,  0.53433
2096,   0.7637, 0.523658
2097,   0.7637, 0.532231
2098,   0.7637, 0.523281
2099,   0.7637,  0.52353
2100,   0.7637, 0.523134
2101,   0.7637, 0.526299
2102,   0.7637, 0.526496
2103,   0.7637, 0.525733
2104,   0.7637, 0.528986
2105,   0.7637, 0.525492
2106,   0.7637, 0.524652
2107,   0.7637, 0.523997
2108,   0.7637, 0.524975
2109,   0.7669,  0.52624
2110,   0.7669, 0.522762
2111,   0.7669, 0.527855
2112,   0.7669, 0.525154
2113,   0.7669, 0.520404
2114,   0.7669, 0.529589
2115,   0.7669, 0.539901
2116,   0.7669,  0.53655
2117,   0.7669,  0.52672
2118,   0.7669, 0.529542
2119,   0.7669, 0.530719
2120,   0.7669, 0.530265
2121,   0.7669, 0.528893
2122,   0.7669, 0.531696
2123,   0.7669, 0.531126
2124,   0.7669, 0.518866
2125,   0.7669, 0.515672
2126,   0.7669, 0.510952
2127,   0.7669, 0.518571
2128,   0.7669, 0.524796
2129,   0.7669, 0.521874
2130,   0.7669, 0.523733
2131,   0.7669, 0.520604
2132,   0.7669, 0.526191
2133,   0.7669, 0.524682
2134,   0.7669, 0.521642
2135,   0.7669, 0.533252
2136,   0.7669, 0.528486
2137,   0.7669, 0.528715
2138,   0.7669, 0.524081
2139,   0.7669, 0.521573
2140,   0.7669, 0.512995
2141,   0.7669, 0.510124
2142,   0.7669,  0.51202
2143,   0.7669,  0.51449
2144,   0.7669, 0.512667
2145,   0.7669, 0.517809
2146,   0.7669, 0.519543
2147,   0.7669, 0.514935
2148,   0.7669, 0.528473
2149,   0.7669, 0.526324
2150,   0.7669, 0.521241
2151,   0.7675, 0.521041
2152,   0.7675, 0.523509
2153,   0.7675, 0.531133
2154,   0.7675, 0.524988
2155,   0.7675, 0.530946
2156,    0.768,  0.53484
2157,    0.768, 0.526935
2158,    0.768, 0.524962
2159,    0.768, 0.519854
2160,    0.768, 0.525164
2161,    0.768, 0.536805
2162,    0.768, 0.528848
2163,    0.768, 0.517785
2164,    0.768, 0.511913
2165,    0.768, 0.519006
2166,    0.768, 0.518369
2167,    0.768, 0.509709
2168,    0.768, 0.503287
2169,    0.768, 0.508021
2170,    0.768, 0.505575
2171,    0.768,  0.50311
2172,    0.768, 0.515419
2173,    0.768, 0.526135
2174,    0.768, 0.525414
2175,    0.768, 0.527896
2176,    0.768, 0.536878
2177,    0.768,  0.53707
2178,    0.768, 0.530955
2179,    0.768, 0.536732
2180,    0.768, 0.523158
2181,    0.768, 0.528991
2182,    0.768, 0.523597
2183,    0.768, 0.527141
2184,    0.768, 0.524067
2185,    0.768, 0.516038
2186,    0.768, 0.519999
2187,    0.768, 0.522362
2188,    0.768,  0.51707
2189,    0.768, 0.527061
2190,    0.768, 0.522376
2191,    0.768, 0.525497
2192,    0.768, 0.525964
2193,    0.768,  0.52935
2194,    0.768,  0.52926
2195,    0.768,  0.52579
2196,    0.768, 0.535837
2197,    0.768, 0.527155
2198,    0.768, 0.525788
2199,    0.768, 0.526169
2200,    0.768, 0.525909
2201,    0.768, 0.526215
2202,    0.768, 0.526932
2203,    0.768, 0.529842
2204,    0.768, 0.521912
2205,    0.768, 0.511979
2206,    0.768, 0.516563
2207,    0.768,  0.52188
2208,    0.768, 0.516184
2209,    0.768,  0.52591
2210,    0.768, 0.521577
2211,    0.768, 0.520914
2212,    0.768, 0.521033
2213,    0.768, 0.523057
2214,    0.768,  0.53307
2215,    0.768, 0.517816
2216,    0.768, 0.515206
2217,    0.768,  0.51453
2218,    0.768, 0.522964
2219,    0.768, 0.524678
2220,    0.768, 0.524432
2221,    0.768, 0.523598
2222,    0.768, 0.520713
2223,    0.768, 0.514013
2224,    0.768, 0.518415
2225,    0.768,  0.52518
2226,    0.768, 0.527868
2227,    0.768, 0.532366
2228,    0.768, 0.532638
2229,    0.768, 0.528988
2230,    0.768, 0.527984
2231,    0.768,  0.52748
2232,    0.768, 0.532678
2233,    0.768,  0.53256
2234,    0.768, 0.538841
2235,    0.768, 0.541209
2236,    0.768,  0.54327
2237,    0.768, 0.536774
2238,    0.768, 0.530046
2239,    0.768, 0.528471
2240,    0.768, 0.532881
2241,    0.768, 0.535006
2242,    0.768, 0.529836
2243,    0.768, 0.523266
2244,    0.768,  0.52829
2245,    0.768, 0.526162
2246,    0.768, 0.528049
2247,    0.768, 0.524491
2248,    0.768, 0.533514
2249,    0.768, 0.529752
2250,    0.768, 0.527221
2251,    0.768, 0.531888
2252,    0.768, 0.522961
2253,    0.768, 0.522196
2254,    0.768, 0.521318
2255,    0.768, 0.522566
2256,    0.768, 0.530842
2257,    0.768, 0.522638
2258,    0.768, 0.520753
2259,    0.768, 0.517322
2260,    0.768,  0.52955
2261,    0.768, 0.526851
2262,    0.768,  0.52695
2263,    0.768, 0.518606
2264,    0.768, 0.522004
2265,    0.768, 0.511887
2266,    0.768, 0.512288
2267,    0.768, 0.517295
2268,    0.768, 0.519508
2269,    0.768, 0.531271
2270,    0.768, 0.536268
2271,    0.768, 0.530807
2272,    0.768, 0.519742
2273,    0.768, 0.510629
2274,    0.768, 0.520556
2275,    0.768, 0.515384
2276,    0.768, 0.518533
2277,    0.768, 0.514327
2278,    0.768, 0.521522
2279,    0.768, 0.510901
2280,    0.768, 0.506423
2281,    0.768, 0.513592
2282,    0.768, 0.520391
2283,   0.7737, 0.519937
2284,   0.7737, 0.526304
2285,   0.7737, 0.523817
2286,   0.7737, 0.516939
2287,   0.7737, 0.527427
2288,   0.7737, 0.523632
2289,   0.7737, 0.526597
2290,   0.7737,  0.52543
2291,   0.7737, 0.530871
2292,   0.7737,  0.52553
2293,   0.7737, 0.522191
2294,   0.7737, 0.525482
2295,   0.7737, 0.527518
2296,   0.7737, 0.520999
2297,   0.7737, 0.518833
2298,   0.7737, 0.518094
2299,   0.7737, 0.518254
2300,   0.7737, 0.517979
2301,   0.7737, 0.519176
2302,   0.7737,  0.50715
2303,   0.7737, 0.508673
2304,   0.7737,  0.50871
2305,   0.7737, 0.521567
2306,   0.7737, 0.516507
2307,   0.7737, 0.521529
2308,   0.7737, 0.528962
2309,   0.7737, 0.527716
2310,   0.7737, 0.518923
2311,   0.7737, 0.526438
2312,   0.7737, 0.524386
2313,   0.7737, 0.526789
2314,   0.7737, 0.526665
2315,   0.7737, 0.530611
2316,   0.7737, 0.529906
2317,   0.7737, 0.532341
2318,   0.7737, 0.533325
2319,   0.7737, 0.533563
2320,   0.7737, 0.532004
2321,   0.7737, 0.530174
2322,   0.7758, 0.522793
2323,   0.7758, 0.527578
2324,   0.7758, 0.526741
2325,   0.7758, 0.517158
2326,   0.7758, 0.519186
2327,   0.7758, 0.523483
2328,   0.7758, 0.526441
2329,   0.7758, 0.517003
2330,   0.7758, 0.515341
2331,   0.7758,  0.52116
2332,   0.7758, 0.521829
2333,   0.7758, 0.519076
2334,   0.7758, 0.515335
2335,   0.7758,  0.51479
2336,   0.7758, 0.517082
2337,   0.7758, 0.514301
2338,   0.7758,  0.51173
2339,   0.7758, 0.522903
2340,   0.7758, 0.519861
2341,   0.7758, 0.519662
2342,   0.7758, 0.519843
2343,   0.7758, 0.523214
2344,   0.7758, 0.528141
2345,   0.7758, 0.527821
2346,   0.7758, 0.534363
2347,   0.7758, 0.535536
2348,   0.7758, 0.543343
2349,   0.7758, 0.539131
2350,   0.7758, 0.536104
2351,   0.7758, 0.523636
2352,   0.7758, 0.532587
2353,   0.7758, 0.543854
2354,   0.7758, 0.539035
2355,   0.7758, 0.545013
2356,   0.7758, 0.530952
2357,   0.7758, 0.535814
2358,   0.7758, 0.529927
2359,   0.7758, 0.520302
2360,   0.7758, 0.512569
2361,   0.7758, 0.514337
2362,   0.7758, 0.516116
2363,   0.7758, 0.509604
2364,   0.7758, 0.509094
2365,   0.7758, 0.508155
2366,   0.7758, 0.514841
2367,   0.7758, 0.515828
2368,   0.7758,  0.53524
2369,   0.7758, 0.529739
2370,   0.7758,  0.53594
2371,   0.7758, 0.540168
2372,   0.7758, 0.531044
2373,   0.7758,  0.52608
2374,   0.7758, 0.529983
2375,   0.7758,  0.52361
2376,   0.7758, 0.519666
2377,   0.7758, 0.522222
2378,   0.7758, 0.528715
2379,   0.7758, 0.524515
2380,   0.7758,   0.5169
2381,   0.7758, 0.518744
2382,   0.7758, 0.510971
2383,   0.7758, 0.526062
2384,   0.7758, 0.526895
2385,   0.7758,  0.53264
2386,   0.7758, 0.537455
2387,   0.7758, 0.535697
2388,   0.7758, 0.529482
2389,   0.7758, 0.519289
2390,   0.7758, 0.531476
2391,   0.7758, 0.523888
2392,   0.7758, 0.535141
2393,   0.7758, 0.534305
2394,   0.7758, 0.526382
2395,   0.7758, 0.523957
2396,   0.7758, 0.526224
2397,   0.7758, 0.521338
2398,   0.7758, 0.533326
2399,   0.7758, 0.524009
2400,   0.7758, 0.517802
2401,   0.7758, 0.522169
2402,   0.7758, 0.532815
2403,   0.7758, 0.530851
2404,   0.7758, 0.516847
2405,   0.7758, 0.518782
2406,   0.7758, 0.525566
2407,   0.7758, 0.522661
2408,   0.7758, 0.529375
2409,   0.7758, 0.528482
2410,   0.7758, 0.519073
2411,   0.7758, 0.527617
2412,   0.7758, 0.523026
2413,   0.7758,  0.52163
2414,   0.7758, 0.526706
2415,   0.7758, 0.530756
2416,   0.7758, 0.525803
2417,   0.7758, 0.515694
2418,   0.7758, 0.536958
2419,   0.7758, 0.530794
2420,   0.7758, 0.527142
2421,   0.7758, 0.519145
2422,   0.7758, 0.518535
2423,   0.7758, 0.525607
2424,   0.7758,  0.52392
2425,   0.7758, 0.526482
2426,   0.7758, 0.517277
2427,   0.7758, 0.525542
2428,   0.7758, 0.522925
2429,   0.7758,  0.51373
2430,   0.7758, 0.524819
2431,   0.7758,  0.51781
2432,   0.7758, 0.522195
2433,   0.7758, 0.524138
2434,   0.7758, 0.526344
2435,   0.7758, 0.534266
2436,   0.7758,  0.52679
2437,   0.7758,  0.52851
2438,   0.7758, 0.527308
2439,   0.7758,  0.52768
2440,   0.7758, 0.514957
2441,   0.7758, 0.511379
2442,   0.7758, 0.503697
2443,   0.7758, 0.509373
2444,   0.7758, 0.512569
2445,   0.7758, 0.508163
2446,   0.7758, 0.524758
2447,   0.7758, 0.533233
2448,   0.7758,  0.52853
2449,   0.7758, 0.533801
2450,   0.7758, 0.530411
2451,   0.7758, 0.519395
2452,   0.7758, 0.519887
2453,   0.7758,  0.52442
2454,   0.7758, 0.518327
2455,   0.7758, 0.523008
2456,   0.7758, 0.524729
2457,   0.7758, 0.524274
2458,   0.7758, 0.519574
2459,   0.7758, 0.523314
2460,   0.7758, 0.528611
2461,   0.7758, 0.521679
2462,   0.7758, 0.516514
2463,   0.7758, 0.524355
2464,   0.7758, 0.533806
2465,   0.7758, 0.535438
2466,   0.7758, 0.539033
2467,   0.7758, 0.531174
2468,   0.7758, 0.529634
2469,   0.7758, 0.538365
2470,   0.7758, 0.528934
2471,   0.7758, 0.531942
2472,   0.7758, 0.522257
2473,   0.7758, 0.533001
2474,   0.7758, 0.531358
2475,   0.7758, 0.535972
2476,   0.7758, 0.527282
2477,   0.7758, 0.523945
2478,   0.7758, 0.521063
2479,   0.7758,   0.5231
2480,   0.7758, 0.529527
2481,   0.7758, 0.536554
2482,   0.7758,  0.53879
2483,   0.7758, 0.528332
2484,   0.7758, 0.533238
2485,   0.7758, 0.535245
2486,   0.7758, 0.539652
2487,   0.7758,  0.54235
2488,   0.7758, 0.536187
2489,   0.7758, 0.532438
2490,   0.7758, 0.539706
2491,   0.7758, 0.532441
2492,   0.7758, 0.528727
2493,   0.7758, 0.531744
2494,   0.7758, 0.523657
2495,   0.7758, 0.534494
2496,   0.7758, 0.534473
2497,   0.7758, 0.529988
2498,   0.7758, 0.538251
2499,   0.7758, 0.531713
2500,   0.7758, 0.525586
2501,   0.7758, 0.523186
2502,   0.7758, 0.532342
2503,   0.7758, 0.539153
2504,   0.7758, 0.546964
2505,   0.7758, 0.541822
2506,   0.7758, 0.540672
2507,   0.7758, 0.533505
2508,   0.7758, 0.533544
2509,   0.7758, 0.542145
2510,   0.7758, 0.542112
2511,   0.7758, 0.543552
2512,   0.7758, 0.521475
2513,   0.7758, 0.524102
2514,   0.7758, 0.523292
2515,   0.7758,  0.52322
2516,   0.7758, 0.522377
2517,   0.7758, 0.536758
2518,   0.7758, 0.537887
2519,   0.7758, 0.530571
2520,   0.7758, 0.531151
2521,   0.7758, 0.533074
2522,   0.7758, 0.536309
2523,   0.7758, 0.529086
2524,   0.7758, 0.533486
2525,   0.7758,  0.54106
2526,   0.7758, 0.535068
2527,   0.7758,   0.5401
2528,   0.7758,  0.54003
2529,   0.7758,  0.53137
2530,   0.7758, 0.529745
2531,   0.7758, 0.524784
2532,   0.7758, 0.525441
2533,   0.7758,  0.53063
2534,   0.7758, 0.527443
2535,   0.7758, 0.524049
2536,   0.7758, 0.528325
2537,   0.7758, 0.530161
2538,   0.7758, 0.530959
2539,   0.7758, 0.523343
2540,   0.7758, 0.521521
2541,   0.7758, 0.525768
2542,   0.7758, 0.520272
2543,   0.7758, 0.523617
2544,   0.7758, 0.526298
2545,   0.7758, 0.525902
2546,   0.7758, 0.531405
2547,   0.7758, 0.540791
2548,   0.7758, 0.545415
2549,   0.7758, 0.539025
2550,   0.7758,  0.53621
2551,   0.7758, 0.531443
2552,   0.7758, 0.534889
2553,   0.7758, 0.537136
2554,   0.7758, 0.533195
2555,   0.7758, 0.536989
2556,   0.7758, 0.522641
2557,   0.7758, 0.523843
2558,   0.7758, 0.520601
2559,   0.7758, 0.527672
2560,   0.7758, 0.530518
2561,   0.7758, 0.537899
2562,   0.7758, 0.533461
2563,   0.7758, 0.541542
2564,   0.7758,  0.54201
2565,   0.7758,  0.53965
2566,   0.7758, 0.544309
2567,   0.7758, 0.540526
2568,   0.7758, 0.538593
2569,   0.7758, 0.538442
2570,   0.7758, 0.541618
2571,   0.7758, 0.539021
2572,   0.7758, 0.536899
2573,   0.7758, 0.538316
2574,   0.7758, 0.533239
2575,   0.7758, 0.528502
2576,   0.7758, 0.524046
2577,   0.7758, 0.525714
2578,   0.7758, 0.535166
2579,   0.7758, 0.533148
2580,   0.7758,  0.53541
2581,   0.7758, 0.521118
2582,   0.7758, 0.540455
2583,   0.7758, 0.533873
2584,   0.7758, 0.526689
2585,   0.7758, 0.530789
2586,   0.7758, 0.520988
2587,   0.7758, 0.525414
2588,   0.7758, 0.525846
2589,   0.7664, 0.529799
2590,   0.7664, 0.537712
2591,   0.7664,  0.53612
2592,   0.7664, 0.531194
2593,   0.7664, 0.531918
2594,   0.7664, 0.540974
2595,   0.7664, 0.532328
2596,    0.774, 0.525291
2597,    0.774, 0.526116
2598,    0.774, 0.526776
2599,    0.774, 0.527871
2600,    0.774, 0.538542
2601,    0.774, 0.545626
2602,    0.774, 0.533989
2603,    0.774, 0.531339
2604,    0.774, 0.527099
2605,    0.774, 0.531512
2606,    0.774, 0.531717
2607,    0.774, 0.534961
2608,    0.774, 0.529328
2609,    0.774, 0.530652
2610,    0.774, 0.526332
2611,    0.774, 0.525728
2612,    0.774, 0.524679
2613,    0.774,  0.52279
2614,    0.774, 0.526429
2615,    0.774, 0.527416
2616,    0.774, 0.529341
2617,    0.774, 0.527984
2618,    0.774, 0.526385
2619,    0.774, 0.525297
2620,    0.774, 0.527235
2621,    0.774, 0.537167
2622,    0.774, 0.524424
2623,    0.774, 0.518957
2624,    0.774, 0.533558
2625,    0.774, 0.522789
2626,    0.774, 0.522491
2627,    0.774, 0.517817
2628,    0.774, 0.522235
2629,    0.774, 0.515583
2630,    0.774, 0.517419
2631,    0.774, 0.514268
2632,    0.774,  0.51712
2633,    0.774, 0.527439
2634,    0.774, 0.531345
2635,    0.774, 0.543765
2636,    0.774, 0.542276
2637,    0.774, 0.536232
2638,    0.774,  0.52962
2639,    0.774, 0.527419
2640,    0.774, 0.534922
2641,    0.774, 0.535253
2642,    0.774, 0.534764
2643,    0.774, 0.538046
2644,    0.774, 0.536048
2645,    0.774, 0.530153
2646,    0.774, 0.529741
2647,    0.774,   0.5306
2648,    0.774, 0.538318
2649,    0.774, 0.549703
2650,    0.774, 0.546133
2651,    0.774, 0.540371
2652,    0.774, 0.529872
2653,    0.774, 0.533831
2654,    0.774, 0.535343
2655,    0.774, 0.527066
2656,    0.774, 0.526725
2657,    0.774, 0.515652
2658,    0.774, 0.523579
2659,    0.774,  0.51457
2660,    0.774, 0.517896
2661,    0.774,  0.51509
2662,    0.774, 0.523954
2663,    0.774, 0.532081
2664,    0.774, 0.541625
2665,    0.774, 0.548077
2666,    0.774, 0.546897
2667,    0.774,  0.53434
2668,    0.774, 0.532445
2669,    0.774,  0.52806
2670,    0.774,  0.52801
2671,    0.774, 0.530098
2672,    0.774,  0.53281
2673,    0.774, 0.530698
2674,    0.774, 0.527909
2675,    0.774, 0.529898
2676,    0.774, 0.541345
2677,    0.774, 0.544504
2678,    0.774,  0.53433
2679,    0.774, 0.530532
2680,    0.774, 0.539152
2681,    0.774, 0.546152
2682,    0.774, 0.529931
2683,    0.774, 0.533186
2684,    0.774, 0.536513
2685,    0.774, 0.535786
2686,    0.774, 0.541246
2687,    0.774, 0.545378
2688,    0.774,  0.54337
2689,    0.774, 0.546028
2690,    0.774, 0.539003
2691,    0.774, 0.536905
2692,    0.774, 0.524719
2693,    0.774, 0.522228
2694,    0.774, 0.531094
2695,    0.774, 0.527937
2696,    0.774, 0.529646
2697,    0.774, 0.527881
2698,    0.774, 0.530711
2699,    0.774, 0.527957
2700,    0.774, 0.529962
2701,    0.774,  0.52096
2702,    0.774, 0.514901
2703,    0.774, 0.514588
2704,    0.774, 0.519108
2705,    0.774, 0.516524
2706,    0.774, 0.515104
2707,    0.774, 0.515668
2708,    0.774, 0.525503
2709,    0.774, 0.532134
2710,    0.774, 0.533728
2711,    0.774, 0.524437
2712,    0.774, 0.531724
2713,    0.774, 0.536854
2714,    0.774, 0.537943
2715,    0.774, 0.535755
2716,    0.774, 0.542379
2717,    0.774, 0.541289
2718,    0.774, 0.539801
2719,    0.774, 0.533755
2720,    0.774, 0.543248
2721,    0.774,  0.53318
2722,    0.774, 0.528245
2723,    0.774, 0.538531
2724,    0.774, 0.543395
2725,    0.774, 0.545501
2726,    0.774, 0.537137
2727,    0.774, 0.532414
2728,    0.774, 0.532229
2729,    0.774, 0.531509
2730,    0.774, 0.526043
2731,    0.774, 0.529026
2732,    0.774, 0.531088
2733,    0.774, 0.530799
2734,    0.774, 0.525602
2735,    0.774, 0.527128
2736,    0.774, 0.525757
2737,    0.774, 0.532664
2738,    0.774, 0.543428
2739,    0.774, 0.535296
2740,    0.774, 0.541298
2741,    0.774, 0.541012
2742,    0.774,  0.54015
2743,    0.774, 0.528918
2744,    0.774, 0.528453
2745,    0.774, 0.534199
2746,    0.774, 0.534202
2747,    0.774, 0.542792
2748,    0.774, 0.546033
2749,    0.774, 0.545158
2750,    0.774, 0.546439
2751,    0.774, 0.551058
2752,    0.774, 0.543889
2753,    0.774, 0.542511
2754,    0.774, 0.534498
2755,    0.774, 0.535359
2756,   0.7679, 0.541782
2757,   0.7679, 0.538707
2758,   0.7679, 0.532824
2759,   0.7679, 0.533852
2760,   0.7679, 0.537144
2761,   0.7679, 0.539894
2762,   0.7679, 0.536832
2763,   0.7679, 0.531666
2764,   0.7679, 0.531776
2765,   0.7679, 0.535312
2766,   0.7679, 0.526716
2767,   0.7679, 0.535573
2768,   0.7679,  0.52371
2769,   0.7679, 0.521354
2770,   0.7679, 0.524266
2771,   0.7679, 0.527294
2772,   0.7679,  0.53175
2773,   0.7679, 0.528668
2774,   0.7679, 0.537283
2775,   0.7679, 0.536949
2776,   0.7679, 0.537215
2777,   0.7679, 0.534189
2778,   0.7679, 0.541616
2779,   0.7679, 0.533546
2780,   0.7679, 0.545449
2781,   0.7679, 0.549125
2782,   0.7679,  0.54612
2783,   0.7679, 0.540183
2784,   0.7679,  0.53471
2785,   0.7679, 0.544546
2786,   0.7679, 0.537854
2787,   0.7679, 0.528112
2788,   0.7679, 0.524866
2789,   0.7679, 0.521692
2790,   0.7679, 0.517445
2791,   0.7679, 0.521189
2792,   0.7679, 0.515921
2793,   0.7679, 0.522121
2794,   0.7679, 0.533179
2795,   0.7679,  0.52507
2796,   0.7679, 0.531939
2797,   0.7679, 0.523927
2798,   0.7679, 0.513487
2799,   0.7679, 0.509704
2800,   0.7679, 0.517457
2801,   0.7679, 0.524755
2802,   0.7679, 0.527818
2803,   0.7679, 0.530269
2804,   0.7679, 0.532732
2805,   0.7679, 0.531493
2806,   0.7679, 0.528985
2807,   0.7679, 0.537408
2808,   0.7679, 0.535049
2809,   0.7679, 0.529031
