gen, roulette_scalar_twopoint_best, roulette_scalar_twopoint_ave
 929,   0.7279, 0.505942
 930,   0.7279, 0.499533
 931,   0.7279, 0.506497
 932,   0.7279, 0.499752
 933,   0.7279, 0.497713
 934,   0.7279, 0.492092
 935,   0.7279, 0.495448
 936,   0.7279,  0.49942
 937,   0.7279, 0.503719
 938,   0.7279, 0.506029
 939,   0.7279, 0.507767
 940,   0.7279, 0.500772
 941,   0.7279, 0.506212
 942,   0.7279,  0.50881
 943,   0.7279, 0.496878
 944,   0.7279, 0.502441
 945,   0.7279, 0.504604
 946,   0.7279, 0.501119
 947,   0.7279, 0.496895
 948,   0.7177, 0.496888
 949,   0.7239, 0.499941
 950,   0.7239, 0.494506
 951,   0.7239, 0.489639
 952,   0.7239, 0.491714
 953,   0.7216, 0.500667
 954,   0.7216, 0.495389
 955,   0.7216, 0.494449
 956,   0.7216, 0.493583
 957,   0.7216, 0.491124
 958,   0.7216, 0.481044
 959,   0.7216, 0.489316
 960,   0.7216, 0.489024
 961,   0.7216, 0.491901
 962,   0.7216, 0.504391
 963,   0.7216, 0.507312
 964,   0.7216, 0.508888
 965,   0.7216, 0.505466
 966,   0.7216, 0.502563
 967,   0.7216, 0.510761
 968,   0.7216,  0.50427
 969,   0.7216, 0.507035
 970,   0.7216, 0.506333
 971,   0.7216,  0.49725
 972,   0.7216, 0.494189
 973,   0.7216, 0.495676
 974,   0.7216, 0.497951
 975,   0.7216, 0.493708
 976,   0.7216, 0.491394
 977,   0.7216, 0.488023
 978,   0.7216, 0.491551
 979,   0.7216, 0.498836
 980,   0.7216, 0.499367
 981,   0.7216, 0.498655
 982,   0.7216, 0.505413
 983,   0.7216, 0.502539
 984,   0.7216, 0.499956
 985,   0.7216,  0.50474
 986,   0.7216, 0.509567
 987,   0.7216, 0.499812
 988,   0.7216, 0.501638
 989,   0.7216, 0.501003
 990,   0.7216, 0.495798
 991,   0.7216, 0.491128
 992,   0.7216, 0.493202
 993,   0.7216, 0.491465
 994,   0.7216, 0.496992
 995,   0.7216, 0.491408
 996,   0.7216, 0.490117
 997,   0.7216, 0.498786
 998,   0.7216, 0.500094
 999,   0.7216, 0.494044
1000,   0.7216, 0.493595
1001,   0.7216, 0.500957
1002,   0.7216, 0.505413
1003,   0.7216, 0.497763
1004,   0.7216, 0.503996
1005,   0.7216, 0.504561
1006,   0.7216, 0.496075
1007,   0.7216, 0.508614
1008,   0.7216, 0.507691
1009,   0.7216, 0.498949
1010,   0.7216, 0.505786
1011,   0.7216, 0.508678
1012,   0.7216, 0.501369
1013,   0.7216, 0.503007
1014,   0.7216, 0.499703
1015,   0.7216, 0.499698
1016,   0.7216, 0.508129
1017,   0.7216, 0.506993
1018,   0.7216,  0.49933
1019,   0.7216, 0.511049
1020,   0.7216, 0.511976
1021,   0.7216, 0.507715
1022,   0.7216, 0.509518
1023,   0.7216, 0.513847
1024,   0.7216,  0.50714
1025,   0.7216, 0.509154
1026,   0.7216, 0.505999
1027,   0.7216, 0.509943
1028,   0.7216, 0.500184
1029,   0.7216, 0.497656
1030,   0.7216, 0.501908
1031,   0.7291, 0.507317
1032,   0.7291, 0.506368
1033,   0.7255,  0.50842
1034,   0.7255, 0.513653
1035,   0.7255, 0.508313
1036,   0.7255, 0.499856
1037,   0.7271, 0.499099
1038,   0.7271,  0.49086
1039,   0.7271, 0.491657
1040,   0.7271, 0.492679
1041,   0.7271, 0.494748
1042,   0.7271, 0.494217
1043,   0.7271, 0.494601
1044,   0.7271, 0.500138
1045,   0.7271, 0.501829
1046,   0.7271, 0.501183
1047,   0.7271, 0.505605
1048,   0.7271, 0.502715
1049,   0.7271, 0.501215
1050,   0.7271, 0.505081
1051,   0.7271,  0.49406
1052,   0.7271, 0.497047
1053,   0.7271, 0.494405
1054,   0.7271, 0.495834
1055,   0.7271, 0.499772
1056,   0.7271, 0.500041
1057,   0.7271, 0.502175
1058,   0.7271, 0.491304
1059,   0.7271, 0.490108
1060,   0.7271, 0.490486
1061,   0.7271, 0.502208
1062,   0.7271, 0.497905
1063,   0.7271,  0.50136
1064,   0.7271,  0.50215
1065,   0.7271, 0.505166
1066,   0.7271, 0.511928
1067,   0.7271,  0.51709
1068,   0.7271, 0.513927
1069,   0.7271, 0.518117
1070,   0.7271, 0.513131
1071,   0.7271, 0.506586
1072,   0.7271, 0.516243
1073,   0.7271, 0.511554
1074,   0.7271, 0.511747
1075,   0.7271, 0.516206
1076,   0.7271, 0.508744
1077,   0.7271, 0.512594
1078,   0.7271, 0.502813
1079,   0.7271, 0.500018
1080,   0.7271, 0.491793
1081,   0.7271, 0.488469
1082,   0.7271, 0.476073
1083,   0.7271, 0.485927
1084,   0.7271, 0.490448
1085,   0.7271, 0.497295
1086,   0.7271, 0.493975
1087,   0.7271, 0.495872
1088,   0.7271, 0.501213
1089,   0.7271, 0.501797
1090,   0.7271, 0.499724
1091,   0.7271, 0.508494
1092,   0.7271, 0.505256
1093,   0.7271, 0.502836
1094,   0.7271,    0.502
1095,   0.7271, 0.509425
1096,   0.7271, 0.499953
1097,   0.7271, 0.494583
1098,   0.7271, 0.490903
1099,   0.7271, 0.492744
1100,   0.7271, 0.499957
1101,   0.7271, 0.498514
1102,   0.7271, 0.502381
1103,   0.7271, 0.511763
1104,   0.7271, 0.510827
1105,   0.7271, 0.509489
1106,   0.7271, 0.513667
1107,   0.7277, 0.512201
1108,   0.7277,  0.51314
1109,   0.7277, 0.505934
1110,   0.7277, 0.499139
1111,   0.7277, 0.496221
1112,   0.7277, 0.500774
1113,   0.7277, 0.493895
1114,   0.7277, 0.497119
1115,   0.7277, 0.494399
1116,   0.7277, 0.483422
1117,   0.7277, 0.486086
1118,   0.7277, 0.484343
1119,   0.7277, 0.487658
1120,   0.7277, 0.482498
1121,   0.7277,  0.48463
1122,   0.7277, 0.498711
1123,   0.7277,  0.49489
1124,   0.7277, 0.499395
1125,   0.7277, 0.499528
1126,   0.7277,  0.51068
1127,   0.7277, 0.511557
1128,   0.7277, 0.516635
1129,   0.7277, 0.516703
1130,   0.7277, 0.507098
1131,   0.7277, 0.494482
1132,   0.7277,  0.49518
1133,   0.7277, 0.492494
1134,   0.7277, 0.498973
1135,   0.7277, 0.501934
1136,   0.7277, 0.496842
1137,   0.7277,  0.49421
1138,   0.7277, 0.497414
1139,   0.7277, 0.504834
1140,   0.7277, 0.503687
1141,   0.7277, 0.502325
1142,   0.7277, 0.492173
1143,   0.7277, 0.499606
1144,   0.7277, 0.502644
1145,   0.7277, 0.505599
1146,   0.7277, 0.502412
1147,   0.7277, 0.496729
1148,   0.7281, 0.502145
1149,   0.7281, 0.506921
1150,   0.7281, 0.503389
1151,   0.7281, 0.501935
1152,   0.7281, 0.493577
1153,   0.7281, 0.495338
1154,   0.7281, 0.509414
1155,   0.7281, 0.510647
1156,   0.7281, 0.508675
1157,   0.7281, 0.511276
1158,   0.7281, 0.504701
1159,   0.7281, 0.505607
1160,   0.7281,  0.50362
1161,   0.7281, 0.505787
1162,   0.7281, 0.506101
1163,   0.7281, 0.499946
1164,   0.7281, 0.502248
1165,   0.7281, 0.506993
1166,   0.7281, 0.502813
1167,   0.7281, 0.498327
1168,   0.7281, 0.513764
1169,   0.7281, 0.509639
1170,   0.7281, 0.502154
1171,   0.7281, 0.501036
1172,   0.7281, 0.506871
1173,   0.7316, 0.502117
1174,   0.7316, 0.495313
1175,   0.7316, 0.498481
1176,   0.7316,   0.5038
1177,   0.7316, 0.500701
1178,   0.7316, 0.504554
1179,   0.7316, 0.504265
1180,   0.7316, 0.500467
1181,   0.7316, 0.502315
1182,   0.7316, 0.504941
1183,   0.7316, 0.506502
1184,   0.7316, 0.505658
1185,   0.7316,  0.50175
1186,   0.7316,  0.50565
1187,   0.7316, 0.502384
1188,   0.7316, 0.501415
1189,   0.7316, 0.493344
1190,   0.7316, 0.493251
1191,   0.7316,  0.49203
1192,   0.7316, 0.492206
1193,   0.7316, 0.498178
1194,   0.7316, 0.498787
1195,   0.7316, 0.494854
1196,   0.7316, 0.503483
1197,   0.7316,  0.51467
1198,   0.7316, 0.509735
1199,   0.7316, 0.505219
1200,   0.7316, 0.507284
1201,   0.7316, 0.494705
1202,   0.7316, 0.503344
1203,   0.7316, 0.501827
1204,   0.7316, 0.509809
1205,   0.7316, 0.509482
1206,   0.7316, 0.505535
1207,   0.7316, 0.503989
1208,   0.7316, 0.500712
1209,   0.7378, 0.502662
1210,   0.7378, 0.503918
1211,   0.7378, 0.502557
1212,   0.7378, 0.499234
1213,   0.7378, 0.508393
1214,   0.7378, 0.485217
1215,   0.7378, 0.495846
1216,   0.7378, 0.494532
1217,   0.7405, 0.497683
1218,   0.7405, 0.498375
1219,   0.7405, 0.502026
1220,   0.7405, 0.499396
1221,   0.7405, 0.510302
1222,   0.7405, 0.513116
1223,   0.7405, 0.513881
1224,   0.7405, 0.511627
1225,   0.7405, 0.506124
1226,   0.7405, 0.502182
1227,   0.7405, 0.503709
1228,   0.7405, 0.502708
1229,   0.7405, 0.509451
1230,   0.7405, 0.501682
1231,   0.7405, 0.522296
1232,   0.7405, 0.523896
1233,   0.7405, 0.510248
1234,   0.7405, 0.508662
1235,   0.7405, 0.513718
1236,   0.7405, 0.521231
1237,   0.7405, 0.513988
1238,   0.7405, 0.515405
1239,   0.7405, 0.508596
1240,   0.7405, 0.501746
1241,   0.7405, 0.495696
1242,   0.7405,  0.48496
1243,   0.7405, 0.493762
1244,   0.7405, 0.498046
1245,   0.7405, 0.506482
1246,   0.7405, 0.509234
1247,   0.7405, 0.506395
1248,   0.7405, 0.507165
1249,   0.7405, 0.510115
1250,   0.7405, 0.517967
1251,   0.7487, 0.521836
1252,   0.7487, 0.527819
1253,   0.7487, 0.525872
1254,   0.7487, 0.521966
1255,   0.7487,  0.51531
1256,   0.7487, 0.510212
1257,   0.7487, 0.513989
1258,   0.7487, 0.502631
1259,   0.7487, 0.495303
1260,   0.7487, 0.494565
1261,   0.7487, 0.482923
1262,   0.7487, 0.489108
1263,   0.7487,  0.50935
1264,   0.7487,  0.49576
1265,   0.7487, 0.511659
1266,   0.7487,   0.5103
1267,   0.7487, 0.506494
1268,   0.7487, 0.506568
1269,   0.7487, 0.495773
1270,   0.7487, 0.494449
1271,   0.7487, 0.498114
1272,   0.7487, 0.501683
1273,   0.7487, 0.511772
1274,   0.7487, 0.503855
1275,   0.7434, 0.509968
1276,   0.7434, 0.506787
1277,   0.7434, 0.507576
1278,   0.7434, 0.507806
1279,   0.7434,  0.50306
1280,   0.7434, 0.507081
1281,   0.7434, 0.508663
1282,   0.7434,  0.51409
1283,   0.7434, 0.510382
1284,   0.7434, 0.513227
1285,   0.7434, 0.511634
1286,   0.7434, 0.508539
1287,   0.7434, 0.509238
1288,   0.7434, 0.505608
1289,   0.7434, 0.511753
1290,   0.7434,  0.51293
1291,   0.7434, 0.506928
1292,   0.7434, 0.507783
1293,   0.7434, 0.508491
1294,   0.7434, 0.507104
1295,   0.7434, 0.514488
1296,   0.7434, 0.529435
1297,   0.7434, 0.530815
1298,   0.7434, 0.520365
1299,   0.7434, 0.512733
1300,   0.7434, 0.510055
1301,   0.7434,  0.50772
1302,   0.7434, 0.511519
1303,   0.7434, 0.514255
1304,   0.7434, 0.512735
1305,   0.7434,  0.50442
1306,   0.7434, 0.504749
1307,   0.7434, 0.506433
1308,   0.7434, 0.512125
1309,   0.7434, 0.517162
1310,   0.7434,  0.52142
1311,   0.7434,  0.51387
1312,   0.7434, 0.518381
1313,   0.7434, 0.515046
1314,   0.7434, 0.517823
1315,   0.7434, 0.515739
1316,   0.7434, 0.518887
1317,   0.7434, 0.512146
1318,   0.7434,  0.51006
1319,   0.7434, 0.512065
1320,   0.7434, 0.506139
1321,   0.7434, 0.514732
1322,   0.7434, 0.518295
1323,   0.7434,  0.51744
1324,   0.7434, 0.520596
1325,   0.7434,    0.514
1326,   0.7434, 0.513883
1327,   0.7434, 0.513991
1328,   0.7434, 0.521262
1329,   0.7434, 0.515586
1330,   0.7434, 0.508039
1331,   0.7434, 0.515168
1332,   0.7434, 0.519701
1333,   0.7434, 0.515725
1334,   0.7434,  0.52655
1335,   0.7434, 0.521147
1336,   0.7434, 0.525499
1337,   0.7434, 0.519888
1338,   0.7434, 0.519117
1339,   0.7434, 0.521161
1340,   0.7434, 0.523777
1341,   0.7434, 0.526024
1342,   0.7434,   0.5197
1343,   0.7434, 0.505672
1344,   0.7434, 0.498709
1345,   0.7434, 0.502233
1346,   0.7434, 0.496846
1347,   0.7506, 0.503986
1348,   0.7506, 0.514756
1349,   0.7506, 0.517087
1350,   0.7506, 0.517441
1351,   0.7506, 0.519512
1352,   0.7506, 0.528888
1353,   0.7506, 0.520697
1354,   0.7506, 0.515282
1355,   0.7506, 0.520971
1356,   0.7506, 0.515128
1357,   0.7506, 0.519679
1358,   0.7506,  0.52037
1359,   0.7506, 0.519931
1360,   0.7506, 0.513448
1361,   0.7506, 0.514992
1362,   0.7506, 0.510472
1363,   0.7506,  0.51303
1364,   0.7506, 0.515543
1365,   0.7506, 0.512784
1366,   0.7506, 0.514651
1367,   0.7506, 0.512204
1368,   0.7506, 0.514619
1369,   0.7506, 0.511626
1370,   0.7506, 0.509882
1371,   0.7506, 0.519806
1372,   0.7506, 0.521517
1373,   0.7506, 0.522629
1374,   0.7506,  0.52657
1375,   0.7506, 0.532596
1376,   0.7526, 0.523649
1377,   0.7526, 0.515805
1378,   0.7526, 0.521456
1379,   0.7526, 0.515245
1380,   0.7526, 0.509349
1381,   0.7526, 0.518582
1382,   0.7526, 0.517949
1383,   0.7526,  0.52287
1384,   0.7526, 0.524065
1385,   0.7526, 0.524743
1386,   0.7526, 0.517251
1387,   0.7526, 0.518349
1388,   0.7526, 0.524847
1389,   0.7526, 0.524567
1390,   0.7526, 0.520291
1391,   0.7526, 0.520455
1392,   0.7526,  0.52751
1393,   0.7526, 0.520423
1394,   0.7526, 0.511496
1395,   0.7526, 0.503476
1396,   0.7526, 0.504224
1397,   0.7526, 0.495555
1398,   0.7526,  0.50795
1399,   0.7526,  0.52222
1400,   0.7526, 0.519912
1401,   0.7526, 0.521259
1402,   0.7526, 0.517811
1403,   0.7526, 0.516427
1404,   0.7526, 0.514725
1405,   0.7526, 0.513677
1406,   0.7526, 0.510485
1407,   0.7526,  0.51742
1408,   0.7526, 0.518487
1409,   0.7526, 0.511247
1410,   0.7526, 0.522297
1411,   0.7526, 0.518378
1412,   0.7526, 0.513713
1413,   0.7526, 0.514681
1414,   0.7526, 0.518754
1415,   0.7526,   0.5177
1416,   0.7526, 0.517503
1417,   0.7526, 0.534124
1418,   0.7526, 0.532302
1419,   0.7526, 0.531892
1420,   0.7526,  0.53669
1421,   0.7526, 0.529347
1422,   0.7526, 0.525128
1423,   0.7526, 0.520305
1424,   0.7526, 0.515009
1425,   0.7526, 0.521989
1426,   0.7526, 0.519732
1427,   0.7526, 0.518087
1428,   0.7526, 0.518285
1429,   0.7526, 0.527394
1430,   0.7526, 0.523579
1431,   0.7526,  0.51718
1432,   0.7526, 0.514204
1433,   0.7526, 0.513314
1434,   0.7526, 0.513067
1435,   0.7526, 0.519737
1436,   0.7526, 0.510208
1437,   0.7526,  0.50742
1438,   0.7526, 0.504609
1439,   0.7526, 0.514368
1440,   0.7526, 0.513681
1441,   0.7526, 0.503751
1442,   0.7526, 0.499108
1443,   0.7526, 0.505466
1444,   0.7526, 0.504801
1445,   0.7526, 0.508416
1446,   0.7526, 0.505533
1447,   0.7514, 0.502788
1448,   0.7514, 0.497846
1449,   0.7514, 0.498184
1450,   0.7514, 0.513616
1451,   0.7514, 0.510273
1452,   0.7514, 0.512873
1453,   0.7514, 0.519585
1454,   0.7514, 0.517187
1455,   0.7514, 0.511396
1456,   0.7514,  0.50989
1457,   0.7514, 0.510831
1458,   0.7469, 0.513161
1459,   0.7469, 0.514891
1460,   0.7469, 0.521536
1461,   0.7469, 0.519248
1462,   0.7469, 0.518169
1463,   0.7469, 0.531195
1464,   0.7469, 0.524265
1465,   0.7469, 0.520126
1466,   0.7469,  0.51592
1467,   0.7469,  0.52138
1468,   0.7469, 0.515082
1469,   0.7469, 0.510831
1470,   0.7469, 0.509981
1471,   0.7469,  0.50803
1472,   0.7469, 0.513152
1473,   0.7469, 0.517467
1474,   0.7469, 0.518912
1475,   0.7469, 0.522721
1476,   0.7469, 0.522739
1477,   0.7469, 0.514633
1478,   0.7469, 0.520749
1479,   0.7469,  0.51459
1480,   0.7469, 0.519607
1481,   0.7469, 0.519722
1482,   0.7469, 0.523431
1483,   0.7469, 0.521278
1484,   0.7469, 0.532819
1485,   0.7469, 0.531208
1486,   0.7469, 0.525802
1487,   0.7469, 0.514588
1488,   0.7469,  0.51373
1489,   0.7558, 0.516787
1490,   0.7558, 0.523709
1491,   0.7558, 0.524943
1492,   0.7558, 0.525648
1493,   0.7558, 0.527293
1494,   0.7558, 0.534625
1495,   0.7558, 0.522901
1496,   0.7558, 0.526792
1497,   0.7558, 0.530656
1498,   0.7558, 0.522316
1499,   0.7558, 0.526164
1500,   0.7558, 0.518639
1501,   0.7558, 0.502418
1502,   0.7558, 0.499669
1503,   0.7558, 0.497721
1504,   0.7558,  0.49047
1505,   0.7558, 0.492282
1506,   0.7558, 0.496377
1507,   0.7558, 0.493639
1508,   0.7558, 0.497615
1509,   0.7558, 0.493733
1510,   0.7558, 0.503069
1511,   0.7558, 0.499456
1512,   0.7558, 0.509368
1513,   0.7558,  0.50607
1514,   0.7558, 0.510075
1515,   0.7558,  0.51093
1516,   0.7558, 0.507837
1517,   0.7558, 0.513254
1518,   0.7558, 0.512147
1519,   0.7558, 0.518609
1520,   0.7558, 0.520072
1521,   0.7558, 0.524104
1522,   0.7558, 0.515221
1523,   0.7558, 0.512854
1524,   0.7558, 0.515275
1525,   0.7558, 0.510409
1526,   0.7558, 0.518842
1527,   0.7558, 0.517043
1528,   0.7558, 0.514626
1529,   0.7558, 0.513985
1530,   0.7558,  0.51946
1531,   0.7558, 0.519001
1532,   0.7558, 0.514449
1533,   0.7558, 0.510167
1534,   0.7558, 0.513709
1535,   0.7558, 0.522605
1536,   0.7558, 0.524552
1537,   0.7558, 0.527745
1538,   0.7558, 0.535091
1539,   0.7558, 0.538766
1540,   0.7558, 0.536975
1541,   0.7558, 0.523187
1542,   0.7558, 0.521497
1543,   0.7558, 0.522991
1544,   0.7558, 0.514335
1545,   0.7558, 0.509306
1546,   0.7558, 0.501399
1547,   0.7558,  0.49275
1548,   0.7558, 0.504432
1549,   0.7558, 0.504689
1550,   0.7558, 0.517157
1551,   0.7558, 0.514557
1552,   0.7558, 0.518349
1553,   0.7558, 0.500858
1554,   0.7558,  0.49593
1555,   0.7558, 0.502464
1556,   0.7558, 0.512225
1557,   0.7558, 0.512772
1558,   0.7558, 0.497755
1559,   0.7558, 0.500229
1560,   0.7558, 0.508838
1561,   0.7558, 0.504905
1562,   0.7558, 0.512238
1563,   0.7558, 0.510778
1564,   0.7558,  0.51413
1565,   0.7558, 0.501869
1566,   0.7558, 0.504725
1567,   0.7558, 0.510653
1568,   0.7558, 0.506205
1569,   0.7558, 0.508659
1570,   0.7558, 0.501746
1571,   0.7558, 0.505009
1572,   0.7558, 0.507149
1573,   0.7558,  0.51031
1574,   0.7558, 0.507995
1575,   0.7558, 0.504405
1576,   0.7558, 0.517855
1577,   0.7558,   0.5134
1578,   0.7558, 0.507828
1579,   0.7558, 0.507612
1580,   0.7558, 0.501093
1581,   0.7558, 0.506021
1582,   0.7558, 0.504228
1583,   0.7558, 0.504782
1584,   0.7558, 0.505521
1585,   0.7558, 0.513889
1586,   0.7558, 0.512536
1587,   0.7558, 0.520854
1588,   0.7558, 0.525206
1589,   0.7558, 0.518205
1590,   0.7558, 0.520115
1591,   0.7558, 0.512811
1592,   0.7558, 0.511691
1593,   0.7558, 0.508897
1594,   0.7558,  0.51116
1595,   0.7558, 0.508531
1596,   0.7558, 0.509049
1597,   0.7558, 0.513611
1598,   0.7558, 0.512055
1599,   0.7558,  0.52031
1600,   0.7558, 0.519171
1601,   0.7558,  0.51961
1602,   0.7558, 0.522302
1603,   0.7558, 0.516947
1604,   0.7558, 0.526672
1605,   0.7558,  0.51827
1606,   0.7558, 0.509848
1607,   0.7558, 0.515286
1608,   0.7558, 0.507635
1609,   0.7558, 0.506245
1610,   0.7558, 0.509713
1611,   0.7558,  0.51085
1612,   0.7558,  0.49158
1613,   0.7558, 0.500217
1614,   0.7558, 0.500532
1615,   0.7558, 0.524363
1616,   0.7558, 0.525908
1617,   0.7558, 0.520535
1618,   0.7558, 0.509828
1619,   0.7558, 0.506416
1620,   0.7558, 0.495697
1621,   0.7558, 0.500495
1622,   0.7558, 0.507428
1623,   0.7558, 0.508909
1624,   0.7558, 0.519273
1625,   0.7558, 0.521495
1626,   0.7558, 0.519667
1627,   0.7558, 0.523343
1628,   0.7558, 0.525935
1629,   0.7558, 0.524592
1630,   0.7558, 0.529276
1631,   0.7558, 0.523387
1632,   0.7558, 0.525574
1633,   0.7558, 0.514843
1634,   0.7558, 0.523573
1635,   0.7558, 0.522269
1636,   0.7558, 0.528728
1637,   0.7558, 0.527255
1638,   0.7558, 0.518853
1639,   0.7558, 0.521491
1640,   0.7558, 0.526725
1641,   0.7558, 0.522057
1642,   0.7558, 0.514648
1643,   0.7558, 0.522107
1644,   0.7558, 0.520617
1645,   0.7558, 0.513552
1646,   0.7558, 0.523642
1647,   0.7558, 0.518728
1648,   0.7558, 0.520006
1649,   0.7558, 0.527229
1650,   0.7558, 0.521925
1651,   0.7558, 0.523871
1652,   0.7558, 0.522345
1653,   0.7558, 0.525889
1654,   0.7558, 0.526757
1655,   0.7558, 0.527197
1656,   0.7558,  0.52341
1657,   0.7558, 0.515956
1658,   0.7558, 0.514884
1659,   0.7558, 0.517627
1660,   0.7558, 0.521636
1661,   0.7558, 0.518001
1662,   0.7558, 0.520284
1663,   0.7558, 0.511024
1664,   0.7558, 0.505192
1665,   0.7558, 0.512666
1666,   0.7558, 0.503473
1667,   0.7558, 0.513841
1668,   0.7558, 0.514975
1669,   0.7558,  0.50853
1670,   0.7558, 0.508033
1671,   0.7558,  0.51141
1672,   0.7558, 0.514886
1673,   0.7558, 0.519164
1674,   0.7558, 0.520575
1675,   0.7558,  0.51842
1676,   0.7558, 0.521643
1677,   0.7558, 0.529243
1678,   0.7558, 0.522533
1679,   0.7558, 0.530117
1680,   0.7558, 0.526217
1681,   0.7558, 0.512968
1682,   0.7558, 0.510629
1683,   0.7558, 0.516506
1684,   0.7558, 0.516511
1685,   0.7558, 0.522472
1686,   0.7558, 0.514708
1687,   0.7558, 0.511596
1688,   0.7558, 0.516562
1689,   0.7558, 0.517881
1690,   0.7558, 0.515474
1691,   0.7558, 0.519814
1692,   0.7558, 0.516726
1693,   0.7558, 0.529289
1694,   0.7558, 0.522787
1695,   0.7558, 0.515638
1696,   0.7558, 0.516095
1697,   0.7558,  0.50997
1698,   0.7558, 0.521613
1699,   0.7558, 0.512127
1700,   0.7558, 0.514149
1701,   0.7558, 0.508406
1702,   0.7558,  0.51488
1703,   0.7558,  0.50812
1704,   0.7558, 0.512257
1705,   0.7558, 0.512255
1706,   0.7558, 0.518561
1707,   0.7558, 0.522516
1708,   0.7558, 0.526794
1709,   0.7558, 0.522201
1710,   0.7558, 0.522327
1711,   0.7558, 0.513121
1712,   0.7558, 0.519413
1713,   0.7558, 0.523752
1714,   0.7558, 0.524639
1715,   0.7558, 0.532889
1716,   0.7558, 0.535977
1717,   0.7558, 0.530919
1718,   0.7558, 0.526438
1719,   0.7558, 0.528385
1720,   0.7558, 0.542462
1721,   0.7558,  0.53926
1722,   0.7558, 0.536673
1723,   0.7558, 0.531388
1724,   0.7558, 0.532735
1725,   0.7558, 0.531737
1726,   0.7558, 0.523181
1727,   0.7558, 0.526024
1728,   0.7558, 0.522486
1729,   0.7558, 0.523867
1730,   0.7558, 0.513038
1731,   0.7558, 0.510532
1732,   0.7558,  0.52085
1733,   0.7558, 0.523399
1734,   0.7493, 0.528184
1735,   0.7493, 0.527592
1736,   0.7493, 0.524473
1737,   0.7493, 0.519319
1738,   0.7493, 0.519172
1739,   0.7493, 0.514092
1740,   0.7493,  0.52162
1741,   0.7493, 0.522589
1742,   0.7493, 0.518995
1743,   0.7493, 0.514988
1744,   0.7493,  0.51356
1745,   0.7525, 0.517277
1746,   0.7525, 0.518073
1747,   0.7525, 0.523193
1748,   0.7525, 0.528835
1749,   0.7525,  0.51827
1750,   0.7525, 0.519194
1751,   0.7525, 0.516522
1752,   0.7531, 0.533508
1753,   0.7531, 0.538207
1754,   0.7498, 0.536453
1755,   0.7498, 0.529773
1756,   0.7498, 0.531788
1757,   0.7498, 0.535692
1758,   0.7498, 0.536404
1759,   0.7498,  0.53226
1760,   0.7498, 0.527973
1761,   0.7498, 0.532647
1762,   0.7498, 0.524276
1763,   0.7498, 0.527734
1764,   0.7498,  0.52576
1765,   0.7498, 0.522109
1766,   0.7498, 0.527608
1767,   0.7498, 0.523974
1768,   0.7498, 0.523516
1769,   0.7498, 0.508067
1770,   0.7498, 0.523809
1771,   0.7498, 0.523797
1772,   0.7498, 0.519055
1773,   0.7498, 0.515762
1774,   0.7498, 0.506529
1775,   0.7498, 0.510842
1776,   0.7498, 0.515241
1777,   0.7498,  0.50861
1778,   0.7562, 0.507582
1779,   0.7562, 0.517635
1780,   0.7562, 0.520045
1781,   0.7562,  0.51169
1782,   0.7562, 0.521411
1783,   0.7562, 0.520525
1784,   0.7562,  0.52259
1785,   0.7562, 0.525091
1786,   0.7562, 0.521967
1787,   0.7562, 0.517954
1788,   0.7562, 0.504003
1789,   0.7562, 0.505674
1790,   0.7562, 0.502304
1791,   0.7562, 0.505241
1792,   0.7562, 0.511801
1793,   0.7562, 0.506495
1794,   0.7562, 0.504479
1795,   0.7562, 0.511531
1796,   0.7562, 0.510692
1797,   0.7562, 0.506928
1798,   0.7562, 0.513361
1799,   0.7562,  0.51641
1800,   0.7562,  0.51195
1801,   0.7598, 0.511619
1802,   0.7598, 0.506812
1803,   0.7598, 0.509226
1804,   0.7598, 0.511139
1805,   0.7598, 0.510494
1806,   0.7598, 0.512077
1807,   0.7598, 0.522349
1808,   0.7598, 0.518544
1809,   0.7598, 0.519804
1810,   0.7598, 0.517558
1811,   0.7598, 0.518757
1812,   0.7598, 0.513558
1813,   0.7598, 0.523929
1814,   0.7598, 0.528165
1815,   0.7598, 0.530904
1816,   0.7598, 0.521164
1817,   0.7598, 0.527571
1818,   0.7598, 0.529401
1819,   0.7598,  0.52651
1820,   0.7598, 0.529048
1821,   0.7598, 0.525595
1822,   0.7598, 0.519705
1823,   0.7598, 0.505168
1824,   0.7598, 0.507625
1825,   0.7598, 0.515637
1826,   0.7598, 0.518298
1827,   0.7598, 0.519321
1828,   0.7598, 0.524029
1829,   0.7598, 0.531175
1830,   0.7598, 0.531488
1831,   0.7598,  0.52813
1832,   0.7598, 0.527755
1833,   0.7598, 0.534225
1834,   0.7598, 0.530468
1835,   0.7598, 0.528329
1836,   0.7598, 0.525451
1837,   0.7598, 0.526356
1838,   0.7598, 0.522556
1839,   0.7598, 0.533316
1840,   0.7598, 0.522104
1841,   0.7598,   0.5205
1842,   0.7598, 0.517866
1843,   0.7598, 0.516421
1844,   0.7598, 0.514525
1845,   0.7598, 0.507697
1846,   0.7598, 0.513816
1847,   0.7598, 0.519538
1848,   0.7598, 0.523188
1849,   0.7598, 0.522085
1850,   0.7598, 0.516787
1851,   0.7598, 0.518074
1852,   0.7598, 0.516237
1853,   0.7598, 0.520966
1854,   0.7598, 0.520302
1855,   0.7598, 0.533197
1856,   0.7598, 0.528163
1857,   0.7598, 0.523943
1858,   0.7598, 0.526543
1859,   0.7598, 0.525113
