gen, tournament_binary_twopoint_best, tournament_binary_twopoint_ave
 921,   0.7884, 0.719941
 922,   0.7884, 0.722626
 923,   0.7884, 0.723894
 924,   0.7884, 0.723421
 925,   0.7884, 0.724593
 926,   0.7884, 0.725533
 927,   0.7884, 0.721455
 928,   0.7884, 0.723387
 929,   0.7884, 0.724258
 930,   0.7884, 0.724738
 931,   0.7884, 0.721586
 932,   0.7884, 0.722536
 933,   0.7884, 0.717326
 934,   0.7884, 0.721322
 935,   0.7884, 0.724536
 936,   0.7884, 0.725488
 937,   0.7884, 0.725273
 938,   0.7884, 0.718189
 939,   0.7884, 0.725974
 940,   0.7884, 0.721564
 941,   0.7884, 0.723298
 942,   0.7884, 0.721305
 943,   0.7884,  0.71957
 944,   0.7884, 0.718193
 945,   0.7884,  0.71856
 946,   0.7884, 0.726137
 947,   0.7884, 0.724396
 948,   0.7884, 0.718886
 949,   0.7884, 0.719815
 950,   0.7884, 0.721671
 951,   0.7884, 0.725979
 952,   0.7884, 0.722173
 953,   0.7884, 0.723344
 954,   0.7884, 0.724243
 955,   0.7884, 0.722461
 956,   0.7884, 0.727033
 957,   0.7884, 0.720605
 958,   0.7884, 0.726074
 959,   0.7884, 0.723551
 960,   0.7884, 0.723623
 961,   0.7884, 0.718808
 962,   0.7884, 0.719818
 963,   0.7884, 0.722511
 964,   0.7884, 0.718566
 965,   0.7884,  0.72341
 966,   0.7884, 0.724763
 967,   0.7884, 0.722264
 968,   0.7884, 0.719857
 969,   0.7884, 0.719377
 970,   0.7884, 0.722963
 971,   0.7884, 0.721277
 972,   0.7884, 0.720811
 973,   0.7884, 0.721876
 974,   0.7884, 0.725565
 975,   0.7884, 0.724677
 976,   0.7884, 0.721855
 977,   0.7884, 0.723773
 978,   0.7884, 0.726997
 979,   0.7884, 0.724625
 980,   0.7884, 0.724125
 981,   0.7884, 0.721259
 982,   0.7887, 0.719264
 983,   0.7887, 0.718139
 984,   0.7887, 0.723648
 985,   0.7887, 0.724156
 986,   0.7887,  0.72459
 987,   0.7887, 0.715905
 988,   0.7887, 0.722512
 989,   0.7887, 0.724289
 990,   0.7887, 0.723206
 991,   0.7888, 0.727433
 992,   0.7894, 0.723759
 993,   0.7894, 0.717103
 994,   0.7894, 0.722486
 995,   0.7894, 0.721271
 996,   0.7894, 0.723542
 997,   0.7894,  0.72542
 998,   0.7894, 0.721029
 999,   0.7894,   0.7219
1000,   0.7894,   0.7166
1001,   0.7894, 0.721636
1002,   0.7894,  0.72344
1003,   0.7894, 0.723747
1004,   0.7894, 0.717667
1005,   0.7894, 0.720197
1006,   0.7894, 0.720985
1007,   0.7894, 0.725335
1008,   0.7894, 0.719206
1009,   0.7894, 0.720881
1010,   0.7894,  0.71879
1011,   0.7894, 0.722718
1012,   0.7894, 0.719953
1013,   0.7894, 0.720608
1014,   0.7894, 0.722394
1015,   0.7894, 0.722386
1016,   0.7894, 0.722833
1017,   0.7894, 0.724637
1018,   0.7894, 0.726484
1019,   0.7894, 0.727153
1020,   0.7894, 0.727467
1021,   0.7894, 0.722154
1022,   0.7894, 0.723165
1023,   0.7894, 0.721647
1024,   0.7894, 0.725851
1025,   0.7894, 0.717538
1026,   0.7894,  0.72292
1027,   0.7894, 0.720749
1028,   0.7894, 0.722668
1029,   0.7894, 0.720777
1030,   0.7894, 0.722523
1031,   0.7894, 0.720872
1032,   0.7894, 0.719572
1033,   0.7894, 0.722274
1034,   0.7894,  0.72254
1035,   0.7894, 0.718988
1036,   0.7894, 0.721194
1037,   0.7894, 0.718713
1038,   0.7894, 0.719936
1039,   0.7894, 0.723978
1040,   0.7894, 0.721018
1041,   0.7894,  0.71855
1042,   0.7894, 0.719615
1043,   0.7894, 0.724058
1044,   0.7894, 0.724124
1045,   0.7894, 0.720462
1046,   0.7894, 0.723701
1047,   0.7894, 0.721856
1048,   0.7894, 0.719367
1049,   0.7894, 0.720887
1050,   0.7894, 0.719945
1051,   0.7894,  0.72294
1052,   0.7894, 0.724128
1053,   0.7894, 0.721336
1054,   0.7894, 0.723595
1055,   0.7894, 0.720348
1056,   0.7894, 0.722226
1057,   0.7894, 0.722069
1058,   0.7897, 0.719197
1059,   0.7897, 0.717973
1060,   0.7897, 0.720493
1061,   0.7897, 0.722398
1062,   0.7897, 0.718969
1063,   0.7899, 0.719414
1064,   0.7899, 0.722166
1065,   0.7899, 0.725186
1066,   0.7899, 0.728032
1067,   0.7899, 0.723563
1068,   0.7899, 0.719659
1069,   0.7899, 0.720466
1070,   0.7899, 0.720623
1071,   0.7899, 0.721637
1072,   0.7899, 0.718059
1073,   0.7899, 0.720225
1074,   0.7899, 0.720074
1075,   0.7899, 0.721099
1076,   0.7899, 0.721457
1077,   0.7899, 0.720004
1078,   0.7899, 0.724732
1079,   0.7899, 0.720854
1080,   0.7899, 0.721235
1081,   0.7899,  0.72445
1082,   0.7899, 0.724934
1083,   0.7899,  0.72227
1084,   0.7899, 0.721023
1085,   0.7899, 0.718547
1086,   0.7899, 0.717673
1087,   0.7899, 0.717193
1088,   0.7899, 0.720622
1089,   0.7899, 0.720499
1090,   0.7899, 0.724055
1091,   0.7899, 0.721991
1092,   0.7899, 0.722085
1093,   0.7899, 0.723423
1094,   0.7899, 0.723656
1095,   0.7899,   0.7196
1096,   0.7899, 0.719374
1097,   0.7899, 0.721246
1098,   0.7899, 0.724796
1099,   0.7899,  0.72406
1100,   0.7899, 0.726786
1101,   0.7899, 0.721421
1102,   0.7899, 0.726378
1103,   0.7899, 0.720162
1104,   0.7899, 0.720921
1105,   0.7899, 0.720204
1106,   0.7899, 0.726104
1107,   0.7899, 0.721177
1108,   0.7899, 0.718414
1109,   0.7899, 0.725185
1110,   0.7899, 0.722043
1111,   0.7899, 0.724693
1112,   0.7899, 0.722646
1113,   0.7899, 0.722014
1114,   0.7899, 0.719814
1115,   0.7899, 0.720512
1116,   0.7899, 0.726049
1117,   0.7899, 0.719611
1118,   0.7899, 0.724383
1119,   0.7899,  0.72248
1120,   0.7899, 0.725406
1121,   0.7899, 0.724608
1122,   0.7899, 0.723751
1123,   0.7899, 0.722564
1124,   0.7899,  0.72748
1125,   0.7899, 0.726223
1126,     0.79, 0.724369
1127,     0.79, 0.724316
1128,     0.79, 0.726279
1129,     0.79, 0.722163
1130,     0.79, 0.728415
1131,     0.79, 0.725309
1132,     0.79, 0.725421
1133,     0.79,  0.72396
1134,     0.79, 0.727983
1135,     0.79, 0.727769
1136,     0.79, 0.723236
1137,     0.79,  0.72765
1138,     0.79, 0.727564
1139,     0.79, 0.723966
1140,     0.79, 0.725033
1141,     0.79, 0.724603
1142,     0.79, 0.729173
1143,     0.79, 0.725583
1144,     0.79, 0.725963
1145,     0.79, 0.720953
1146,   0.7908, 0.720555
1147,   0.7908, 0.720798
1148,   0.7908, 0.723397
1149,   0.7908, 0.724189
1150,   0.7908,  0.72672
1151,   0.7908,  0.72467
1152,   0.7908, 0.721704
1153,   0.7908, 0.726699
1154,   0.7908,  0.71858
1155,   0.7908, 0.722816
1156,   0.7908, 0.725302
1157,   0.7908, 0.726044
1158,   0.7908, 0.721609
1159,   0.7908, 0.723774
1160,   0.7908,  0.72297
1161,   0.7908, 0.722923
1162,   0.7908, 0.725289
1163,   0.7908, 0.721943
1164,   0.7908, 0.728553
1165,   0.7908, 0.723539
1166,   0.7908, 0.721006
1167,   0.7908,  0.71928
1168,   0.7908, 0.725104
1169,   0.7908, 0.722418
1170,   0.7908, 0.721916
1171,   0.7908, 0.730517
1172,   0.7908, 0.722918
1173,   0.7908, 0.722781
1174,   0.7908, 0.722594
1175,   0.7908, 0.725393
1176,   0.7908, 0.719163
1177,   0.7908, 0.721738
1178,   0.7908, 0.723202
1179,   0.7908, 0.724634
1180,   0.7908, 0.722216
1181,   0.7908, 0.720524
1182,   0.7908, 0.717945
1183,   0.7908, 0.720877
1184,   0.7908,  0.72382
1185,   0.7908, 0.725239
1186,   0.7908, 0.726692
1187,   0.7908, 0.726665
1188,   0.7908, 0.723587
1189,   0.7908, 0.725426
1190,   0.7908,  0.72203
1191,   0.7908, 0.726779
1192,   0.7908, 0.721341
1193,   0.7908, 0.724392
1194,   0.7908, 0.724765
1195,   0.7908, 0.725159
1196,   0.7908, 0.724965
1197,   0.7908, 0.720936
1198,   0.7908, 0.724818
1199,   0.7908, 0.721884
1200,   0.7908, 0.723592
1201,   0.7908, 0.725932
1202,   0.7908, 0.725339
1203,   0.7908, 0.721528
1204,   0.7908, 0.724199
1205,   0.7908,  0.72012
1206,   0.7908, 0.723511
1207,   0.7908, 0.724449
1208,   0.7908, 0.725699
1209,   0.7908, 0.729651
1210,   0.7908, 0.727352
1211,   0.7908, 0.722704
1212,   0.7908, 0.722977
1213,   0.7908, 0.721854
1214,   0.7908, 0.724531
1215,   0.7908, 0.723121
1216,   0.7908, 0.720966
1217,   0.7908, 0.719892
1218,   0.7908, 0.728154
1219,   0.7908, 0.719333
1220,   0.7908, 0.721036
1221,   0.7908, 0.720776
1222,   0.7908, 0.725418
1223,   0.7908, 0.724108
1224,   0.7908, 0.723452
1225,   0.7908, 0.727826
1226,   0.7908, 0.723394
1227,   0.7908, 0.722956
1228,   0.7908, 0.721667
1229,   0.7908, 0.722474
1230,   0.7908, 0.722246
1231,   0.7908, 0.720656
1232,   0.7908,   0.7229
1233,   0.7908, 0.721218
1234,   0.7908, 0.725254
1235,   0.7908,  0.72458
1236,   0.7908, 0.724882
1237,   0.7908, 0.719884
1238,   0.7909, 0.724094
1239,   0.7909,  0.72682
1240,   0.7909, 0.724757
1241,   0.7909, 0.723237
1242,   0.7909, 0.724735
1243,   0.7909, 0.721955
1244,   0.7909, 0.725465
1245,   0.7909,  0.72592
1246,   0.7909, 0.726848
1247,   0.7909, 0.724707
1248,   0.7909, 0.723627
1249,   0.7911, 0.723831
1250,   0.7911, 0.721671
1251,   0.7911,  0.72075
1252,   0.7911, 0.722512
1253,   0.7911, 0.726104
1254,   0.7911, 0.727382
1255,   0.7911, 0.725658
1256,   0.7911, 0.725759
1257,   0.7911, 0.725928
1258,   0.7911, 0.724189
1259,   0.7911,  0.72324
1260,   0.7911, 0.725947
1261,   0.7911, 0.726997
1262,   0.7911, 0.727632
1263,   0.7911, 0.728078
1264,   0.7911, 0.727863
1265,   0.7911, 0.720281
1266,   0.7911, 0.722781
1267,   0.7911, 0.724808
1268,   0.7911, 0.726923
1269,   0.7911, 0.724714
1270,   0.7911,  0.72865
1271,   0.7911, 0.723409
1272,   0.7911, 0.721198
1273,   0.7911, 0.726304
1274,   0.7911, 0.724827
1275,   0.7911, 0.728879
1276,   0.7911, 0.720804
1277,   0.7911, 0.725221
1278,   0.7911, 0.722671
1279,   0.7911, 0.722106
1280,   0.7911, 0.724402
1281,   0.7912,  0.72509
1282,   0.7912, 0.724817
1283,   0.7912, 0.722262
1284,   0.7912, 0.730465
1285,   0.7912, 0.730962
1286,   0.7912, 0.727745
1287,   0.7912, 0.726988
1288,   0.7912, 0.727866
1289,   0.7912,  0.72327
1290,   0.7912, 0.724272
1291,   0.7916, 0.724084
1292,   0.7916,  0.72309
1293,   0.7916, 0.724303
1294,   0.7916, 0.721122
1295,   0.7916, 0.720704
1296,   0.7916, 0.721271
1297,   0.7916, 0.723028
1298,   0.7916, 0.720469
1299,   0.7916, 0.722301
1300,   0.7916, 0.722335
1301,   0.7916, 0.724681
1302,   0.7916, 0.723835
1303,   0.7916, 0.724031
1304,   0.7916, 0.726371
1305,   0.7916, 0.727215
1306,   0.7916, 0.724305
1307,   0.7916, 0.723903
1308,   0.7916, 0.725654
1309,   0.7916, 0.724797
1310,   0.7916, 0.725317
1311,   0.7916,  0.72351
1312,   0.7916, 0.722239
1313,   0.7916, 0.723706
1314,   0.7916, 0.724313
1315,   0.7916, 0.727005
1316,   0.7916, 0.723012
1317,   0.7916, 0.720744
1318,   0.7916, 0.724848
1319,   0.7916, 0.724079
1320,   0.7916, 0.726533
1321,   0.7916, 0.727867
1322,   0.7916, 0.725108
1323,   0.7916, 0.721188
1324,   0.7916, 0.722712
1325,   0.7916, 0.725404
1326,   0.7916, 0.724168
1327,   0.7916, 0.723212
1328,   0.7916, 0.721139
1329,   0.7916,  0.72027
1330,   0.7916, 0.725275
1331,   0.7916, 0.722823
1332,   0.7916, 0.721522
1333,   0.7916, 0.721589
1334,   0.7916, 0.724052
1335,   0.7916,  0.72614
1336,   0.7916, 0.727214
1337,   0.7916, 0.722508
1338,   0.7916, 0.723938
1339,   0.7916, 0.724193
1340,   0.7916, 0.723633
1341,   0.7916, 0.724916
1342,   0.7916,  0.72644
1343,   0.7916, 0.725446
1344,   0.7916, 0.729845
1345,   0.7916, 0.723973
1346,   0.7916, 0.723477
1347,   0.7916, 0.723434
1348,   0.7916, 0.725177
1349,   0.7916, 0.725363
1350,   0.7916, 0.723331
1351,   0.7916, 0.721281
1352,   0.7916, 0.726752
1353,   0.7916, 0.725721
1354,   0.7921, 0.727526
1355,   0.7921, 0.727299
1356,   0.7921, 0.725116
1357,   0.7921, 0.727189
1358,   0.7921, 0.726323
1359,   0.7921, 0.721952
1360,   0.7921, 0.725026
1361,   0.7921, 0.726449
1362,   0.7921, 0.728128
1363,   0.7921, 0.723071
1364,   0.7921, 0.721628
1365,   0.7921, 0.723121
1366,   0.7921, 0.726804
1367,   0.7921, 0.726075
1368,   0.7921, 0.725337
1369,   0.7921, 0.724677
1370,   0.7921,  0.72579
1371,   0.7921, 0.724446
1372,   0.7921, 0.725311
1373,   0.7921, 0.725631
1374,   0.7921, 0.724764
1375,   0.7921, 0.722015
1376,   0.7921, 0.721492
1377,   0.7921, 0.721115
1378,   0.7921, 0.722703
1379,   0.7921, 0.725396
1380,   0.7921, 0.727419
1381,   0.7921, 0.726428
1382,   0.7921, 0.723844
1383,   0.7921,  0.72367
1384,   0.7921, 0.722475
1385,   0.7921, 0.722601
1386,   0.7921, 0.722555
1387,   0.7921, 0.724741
1388,   0.7921,  0.72632
1389,   0.7921, 0.722437
1390,   0.7921, 0.721622
1391,   0.7921, 0.728083
1392,   0.7921, 0.723855
1393,   0.7921, 0.725906
1394,   0.7921, 0.725731
1395,   0.7921, 0.725978
1396,   0.7921, 0.725796
1397,   0.7921, 0.723956
1398,   0.7921,  0.72614
1399,   0.7921, 0.724538
1400,   0.7921,  0.72599
1401,   0.7921, 0.729497
1402,   0.7921, 0.727069
1403,   0.7921,  0.72308
1404,   0.7921, 0.723586
1405,   0.7921, 0.724631
1406,   0.7921, 0.722085
1407,   0.7921,  0.72314
1408,   0.7921, 0.727195
1409,   0.7921,  0.72605
1410,   0.7921, 0.727552
1411,   0.7921, 0.726816
1412,   0.7921, 0.720394
1413,   0.7921, 0.722394
1414,   0.7921, 0.725274
1415,   0.7921, 0.725778
1416,   0.7921, 0.726678
1417,   0.7921,   0.7226
1418,   0.7921, 0.723641
1419,   0.7921, 0.724651
1420,   0.7921,  0.72332
1421,   0.7921, 0.722164
1422,   0.7921,  0.72236
1423,   0.7921, 0.725101
1424,   0.7921, 0.724308
1425,   0.7921, 0.725631
1426,   0.7921, 0.723225
1427,   0.7921, 0.723727
1428,   0.7921, 0.726007
1429,   0.7921, 0.727309
1430,   0.7921, 0.719641
1431,   0.7921, 0.724019
1432,   0.7921, 0.721092
1433,   0.7921, 0.722456
1434,   0.7921, 0.724719
1435,   0.7922, 0.728113
1436,   0.7922, 0.723674
1437,   0.7922, 0.721934
1438,   0.7922, 0.720263
1439,   0.7922, 0.723045
1440,   0.7922, 0.719613
1441,   0.7922, 0.725238
1442,   0.7922, 0.721133
1443,   0.7922, 0.721164
1444,   0.7922,  0.72299
1445,   0.7922, 0.726945
1446,   0.7922, 0.720454
1447,   0.7922, 0.723598
1448,   0.7922, 0.719349
1449,   0.7922, 0.724955
1450,   0.7922, 0.723814
1451,   0.7922, 0.728319
1452,   0.7922,  0.72295
1453,   0.7922, 0.724138
1454,   0.7922, 0.721936
1455,   0.7922, 0.723848
1456,   0.7922, 0.724477
1457,   0.7922, 0.726938
1458,   0.7922,  0.72603
1459,   0.7922, 0.723644
1460,   0.7922, 0.722966
1461,   0.7922, 0.720245
1462,   0.7922, 0.724657
1463,   0.7922, 0.725905
1464,   0.7922, 0.724569
1465,   0.7922, 0.719453
1466,   0.7922, 0.722476
1467,   0.7922,  0.72826
1468,   0.7922, 0.729651
1469,   0.7922,   0.7309
1470,   0.7922, 0.730609
1471,   0.7922, 0.725608
1472,   0.7922, 0.727705
1473,   0.7922, 0.730038
1474,   0.7924, 0.726396
1475,   0.7924, 0.723379
1476,   0.7924, 0.722026
1477,   0.7924, 0.728423
1478,   0.7924, 0.725334
1479,   0.7924, 0.723547
1480,   0.7924, 0.729948
1481,   0.7924, 0.729282
1482,   0.7924, 0.724703
1483,   0.7924, 0.727034
1484,   0.7924, 0.724636
1485,   0.7924, 0.728086
1486,   0.7924, 0.729129
1487,   0.7924, 0.724325
1488,   0.7927, 0.724448
1489,   0.7927,   0.7192
1490,   0.7927, 0.725643
1491,   0.7927,  0.72402
1492,   0.7927, 0.726943
1493,   0.7927, 0.727425
1494,   0.7927, 0.725421
1495,   0.7927, 0.726079
1496,   0.7927, 0.731986
1497,   0.7927, 0.728387
1498,   0.7927,  0.72718
1499,   0.7927, 0.728762
1500,   0.7927, 0.728535
1501,   0.7927,  0.72588
1502,   0.7927, 0.725656
1503,   0.7927, 0.725024
1504,   0.7928, 0.726844
1505,   0.7928,  0.72541
1506,   0.7928, 0.725591
1507,   0.7928, 0.728773
1508,   0.7928, 0.727278
1509,   0.7928, 0.726593
1510,   0.7928, 0.725514
1511,   0.7928, 0.728012
1512,   0.7928, 0.724567
1513,   0.7928,  0.72789
1514,   0.7928, 0.728146
1515,   0.7928, 0.726014
1516,   0.7928,  0.72358
1517,   0.7928, 0.726008
1518,   0.7928, 0.722398
1519,   0.7928, 0.727226
1520,   0.7928, 0.724032
1521,   0.7928, 0.721505
1522,   0.7928, 0.720422
1523,   0.7928, 0.726874
1524,   0.7928, 0.724685
1525,   0.7931, 0.726102
1526,   0.7931, 0.724748
1527,   0.7931, 0.727297
1528,   0.7931,  0.72603
1529,   0.7931, 0.726857
1530,   0.7931, 0.725266
1531,   0.7931, 0.720457
1532,   0.7931, 0.725784
1533,   0.7931, 0.725717
1534,   0.7931, 0.723755
1535,   0.7931, 0.722506
1536,   0.7931, 0.722951
1537,   0.7931, 0.719637
1538,   0.7931, 0.728293
1539,   0.7931, 0.723126
1540,   0.7931, 0.720896
1541,   0.7931, 0.723346
1542,   0.7931, 0.725438
1543,   0.7931, 0.724286
1544,   0.7931, 0.722004
1545,   0.7931, 0.726031
1546,   0.7931,   0.7282
1547,   0.7932, 0.726335
1548,   0.7932, 0.720896
1549,   0.7932, 0.723514
1550,   0.7932, 0.727372
1551,   0.7932,   0.7288
1552,   0.7932, 0.721815
1553,   0.7932, 0.720236
1554,   0.7932, 0.724899
1555,   0.7932, 0.725446
1556,   0.7932, 0.723539
1557,   0.7932, 0.729049
1558,   0.7932, 0.727602
1559,   0.7932, 0.726399
1560,   0.7932, 0.725462
1561,   0.7932, 0.728152
1562,   0.7932, 0.723816
1563,   0.7932, 0.727463
1564,   0.7932, 0.725955
1565,   0.7932, 0.724461
1566,   0.7932, 0.722689
1567,   0.7932, 0.724151
1568,   0.7932, 0.727956
1569,   0.7932, 0.723616
1570,   0.7932,  0.72709
1571,   0.7932, 0.727293
1572,   0.7937, 0.727252
1573,   0.7937,  0.72873
1574,   0.7937,   0.7242
1575,   0.7937, 0.725669
1576,   0.7937, 0.722247
1577,   0.7937, 0.726837
1578,   0.7937, 0.728314
1579,   0.7937, 0.725986
1580,   0.7937, 0.726678
1581,   0.7937, 0.724246
1582,   0.7937,  0.72246
1583,   0.7937, 0.726129
1584,   0.7937, 0.728123
1585,   0.7937, 0.726946
1586,   0.7937, 0.726297
1587,   0.7937, 0.724531
1588,   0.7937, 0.723887
1589,   0.7937, 0.722584
1590,   0.7937,  0.72158
1591,   0.7941, 0.729068
1592,   0.7941, 0.728741
1593,   0.7941, 0.730092
1594,   0.7941,   0.7294
1595,   0.7941, 0.724591
1596,   0.7941, 0.724311
1597,   0.7941, 0.725354
1598,   0.7941, 0.723581
1599,   0.7941, 0.722327
1600,   0.7941, 0.722614
1601,   0.7941, 0.724138
1602,   0.7941, 0.725223
1603,   0.7941, 0.728937
1604,   0.7941, 0.728814
1605,   0.7941, 0.723082
1606,   0.7941, 0.727348
1607,   0.7941, 0.720874
1608,   0.7941, 0.722375
1609,   0.7941, 0.724087
1610,   0.7941, 0.726142
1611,   0.7941, 0.729727
1612,   0.7941, 0.726799
1613,   0.7941, 0.726153
1614,   0.7941, 0.724643
1615,   0.7941, 0.723751
1616,   0.7941, 0.726115
1617,   0.7941, 0.728728
1618,   0.7941, 0.721029
1619,   0.7941,  0.72247
1620,   0.7941, 0.722353
1621,   0.7941,  0.72646
1622,   0.7941, 0.724735
1623,   0.7941, 0.724041
1624,   0.7941, 0.724482
1625,   0.7941, 0.726449
1626,   0.7941, 0.724438
1627,   0.7941, 0.723969
1628,   0.7941, 0.726399
1629,   0.7941, 0.726065
1630,   0.7941,  0.72718
1631,   0.7941, 0.724309
1632,   0.7941, 0.725165
1633,   0.7941, 0.725469
1634,   0.7941, 0.728652
1635,   0.7941, 0.727573
1636,   0.7941, 0.724212
1637,   0.7941, 0.723686
1638,   0.7941, 0.726438
1639,   0.7941, 0.726571
1640,   0.7941, 0.726978
1641,   0.7941,  0.72502
1642,   0.7941,  0.72588
1643,   0.7941, 0.724594
1644,   0.7941, 0.727647
1645,   0.7941, 0.724993
1646,   0.7941, 0.726309
1647,   0.7941, 0.727712
1648,   0.7941, 0.724607
1649,   0.7941, 0.723417
1650,   0.7941, 0.726157
1651,   0.7941, 0.723769
1652,   0.7941, 0.727635
1653,   0.7941, 0.723155
1654,   0.7941, 0.730276
1655,   0.7941, 0.729415
1656,   0.7941, 0.724591
1657,   0.7941, 0.721683
1658,   0.7941, 0.722722
1659,   0.7941, 0.726596
1660,   0.7941, 0.725981
1661,   0.7941, 0.724542
1662,   0.7941, 0.727133
1663,   0.7941,   0.7255
1664,   0.7941, 0.723029
1665,   0.7942, 0.721779
1666,   0.7942, 0.728772
1667,   0.7942, 0.728278
1668,   0.7942, 0.730835
1669,   0.7942, 0.724804
1670,   0.7942, 0.726616
1671,   0.7942, 0.724421
1672,   0.7942, 0.724759
1673,   0.7942, 0.728115
1674,   0.7942, 0.729451
1675,   0.7942, 0.728497
1676,   0.7942, 0.725514
1677,   0.7942, 0.728923
1678,   0.7942,  0.72712
1679,   0.7942, 0.722135
1680,   0.7942, 0.728337
1681,   0.7942, 0.729967
1682,   0.7942, 0.724409
1683,   0.7942, 0.725392
1684,   0.7942, 0.723467
1685,   0.7942, 0.723357
1686,   0.7942, 0.729106
1687,   0.7942, 0.728722
1688,   0.7942, 0.728611
1689,   0.7942, 0.727603
1690,   0.7942, 0.722824
1691,   0.7942, 0.724225
1692,   0.7942,  0.72469
1693,   0.7942,  0.72653
1694,   0.7942, 0.723235
1695,   0.7942, 0.726567
1696,   0.7942, 0.723049
1697,   0.7942, 0.725343
1698,   0.7948, 0.730494
1699,   0.7948, 0.728011
1700,   0.7948,  0.72617
1701,   0.7952, 0.729855
1702,   0.7952, 0.727903
1703,   0.7952, 0.728823
1704,   0.7952, 0.725892
1705,   0.7952, 0.729714
1706,   0.7952, 0.730398
1707,   0.7952, 0.729263
1708,   0.7952, 0.727227
1709,   0.7952, 0.727662
1710,   0.7952, 0.731701
1711,   0.7952, 0.727491
1712,   0.7952, 0.726262
1713,   0.7952, 0.722557
1714,   0.7952, 0.723407
1715,   0.7952,  0.72444
1716,   0.7952, 0.724039
1717,   0.7952, 0.722779
1718,   0.7952, 0.723755
1719,   0.7952,  0.72521
1720,   0.7952, 0.726923
1721,   0.7952, 0.728859
1722,   0.7952, 0.727286
1723,   0.7952, 0.728659
1724,   0.7952, 0.728987
1725,   0.7952, 0.728982
1726,   0.7952, 0.726877
1727,   0.7952, 0.728644
1728,   0.7952, 0.724865
1729,   0.7952, 0.729136
1730,   0.7952, 0.728959
1731,   0.7962, 0.731537
1732,   0.7962, 0.731759
1733,   0.7962,  0.72921
1734,   0.7962,  0.72582
1735,   0.7962, 0.727167
1736,   0.7962,  0.73015
1737,   0.7962, 0.727804
1738,   0.7962, 0.727638
1739,   0.7962, 0.731507
1740,   0.7962, 0.729955
1741,   0.7962, 0.725295
1742,   0.7962, 0.726234
1743,   0.7962, 0.727322
1744,   0.7962, 0.723262
1745,   0.7962, 0.725298
1746,   0.7962, 0.727835
1747,   0.7962, 0.726065
1748,   0.7962, 0.727686
1749,   0.7962, 0.725173
1750,   0.7962, 0.728113
1751,   0.7962, 0.729477
1752,   0.7962, 0.726919
1753,   0.7962, 0.724038
1754,   0.7962, 0.727061
1755,   0.7962, 0.729446
1756,   0.7962, 0.728247
1757,   0.7962, 0.723908
1758,   0.7962, 0.726762
1759,   0.7962, 0.727469
1760,   0.7962,  0.72916
1761,   0.7964, 0.731089
1762,   0.7964, 0.727672
1763,   0.7964, 0.728929
1764,   0.7964, 0.727663
1765,   0.7964, 0.731793
1766,   0.7964, 0.727992
1767,   0.7964, 0.727728
1768,   0.7964, 0.729336
1769,   0.7964, 0.725789
1770,   0.7964, 0.728315
1771,   0.7964, 0.731036
1772,   0.7964,  0.72999
1773,   0.7964, 0.724675
1774,   0.7964, 0.727056
1775,   0.7964, 0.728772
1776,   0.7964,  0.73224
1777,   0.7964, 0.728864
1778,   0.7964, 0.728599
1779,   0.7964, 0.726511
1780,   0.7964, 0.729975
1781,   0.7964, 0.725258
1782,   0.7964, 0.727919
1783,   0.7964,  0.72699
1784,   0.7964, 0.727613
1785,   0.7964, 0.726032
1786,   0.7964, 0.723569
1787,   0.7964, 0.732976
1788,   0.7964, 0.725494
1789,   0.7964, 0.729378
1790,   0.7964, 0.731164
1791,   0.7964, 0.726887
1792,   0.7964, 0.724576
1793,   0.7964, 0.727316
1794,   0.7964,  0.72366
1795,   0.7964, 0.723343
1796,   0.7964, 0.726963
1797,   0.7964, 0.732384
1798,   0.7964, 0.730182
1799,   0.7964, 0.730654
1800,   0.7964, 0.727741
1801,   0.7964, 0.727346
1802,   0.7964, 0.731363
1803,   0.7964, 0.727509
1804,   0.7964, 0.727804
1805,   0.7964, 0.730104
1806,   0.7964, 0.729111
1807,   0.7964, 0.731387
1808,   0.7964, 0.730167
1809,   0.7964, 0.724071
1810,   0.7964, 0.725458
1811,   0.7964,  0.72224
1812,   0.7964, 0.723799
1813,   0.7964, 0.727678
1814,   0.7964, 0.726295
1815,   0.7964, 0.725208
1816,   0.7964,  0.72581
1817,   0.7964,  0.72765
1818,   0.7964, 0.729132
1819,   0.7964, 0.729629
1820,   0.7964, 0.723958
1821,   0.7964, 0.729486
1822,   0.7964, 0.722965
1823,   0.7964, 0.728189
1824,   0.7964, 0.730342
1825,   0.7964, 0.730672
1826,   0.7964, 0.728817
1827,   0.7964, 0.729453
1828,   0.7964, 0.726629
1829,   0.7964, 0.728254
1830,   0.7964, 0.726878
1831,   0.7964, 0.727984
1832,   0.7964, 0.726129
1833,   0.7964, 0.729527
1834,   0.7964, 0.731008
1835,   0.7964, 0.730932
1836,   0.7964, 0.724057
1837,   0.7964, 0.731609
1838,   0.7964, 0.729839
1839,   0.7964, 0.727948
1840,   0.7964, 0.731243
1841,   0.7964, 0.729098
1842,   0.7964, 0.730544
1843,   0.7964,  0.73274
1844,   0.7964,  0.72796
1845,   0.7964, 0.727468
1846,   0.7964, 0.726141
1847,   0.7964, 0.726721
1848,   0.7964, 0.727381
1849,   0.7964, 0.727983
1850,   0.7964, 0.728819
1851,   0.7964, 0.727056
1852,   0.7964, 0.729568
