gen, tournament_binary_twopoint_best, tournament_binary_twopoint_ave
1853,   0.7964, 0.730424
1854,   0.7964, 0.730744
1855,   0.7964, 0.728777
1856,   0.7964,  0.72756
1857,   0.7964, 0.728711
1858,   0.7964, 0.724438
1859,   0.7964,  0.73009
1860,   0.7964, 0.730828
1861,   0.7964, 0.730298
1862,   0.7964, 0.725674
1863,   0.7964, 0.731807
1864,   0.7964, 0.731466
1865,   0.7964, 0.731702
1866,   0.7964, 0.728685
1867,   0.7964, 0.732613
1868,   0.7964, 0.731098
1869,   0.7964, 0.728943
1870,   0.7964, 0.726351
1871,   0.7964, 0.726962
1872,   0.7964, 0.725226
1873,   0.7964, 0.731139
1874,   0.7964, 0.730097
1875,   0.7964, 0.732181
1876,   0.7964, 0.728765
1877,   0.7964, 0.726348
1878,   0.7964, 0.733482
1879,   0.7964, 0.727476
1880,   0.7964,  0.72523
1881,   0.7964,  0.73257
1882,   0.7964, 0.730111
1883,   0.7964,  0.72501
1884,   0.7964, 0.728941
1885,   0.7964, 0.726852
1886,   0.7964, 0.728318
1887,   0.7964, 0.724782
1888,   0.7964,  0.72895
1889,   0.7964, 0.726358
1890,   0.7964, 0.726832
1891,   0.7964, 0.730174
1892,   0.7964, 0.729655
1893,   0.7964, 0.731062
1894,   0.7964, 0.732204
1895,   0.7964, 0.730077
1896,   0.7964, 0.726977
1897,   0.7964, 0.732417
1898,   0.7964, 0.727971
1899,   0.7964, 0.732563
1900,   0.7964, 0.727007
1901,   0.7964,  0.72841
1902,   0.7964, 0.727343
1903,   0.7964, 0.730169
1904,   0.7964, 0.726176
1905,   0.7964, 0.728745
1906,   0.7964, 0.724943
1907,   0.7964, 0.728331
1908,   0.7964, 0.725946
1909,   0.7964, 0.728365
1910,   0.7964, 0.730377
1911,   0.7964,  0.73056
1912,   0.7964, 0.729618
1913,   0.7964, 0.725965
1914,   0.7964, 0.729798
1915,   0.7964, 0.727154
1916,   0.7964, 0.725425
1917,   0.7964,   0.7312
1918,   0.7964, 0.728855
1919,   0.7964, 0.728765
1920,   0.7964, 0.726459
1921,   0.7964, 0.730995
1922,   0.7964,  0.72965
1923,   0.7964, 0.724482
1924,   0.7964, 0.730026
1925,   0.7964, 0.723046
1926,   0.7964, 0.727714
1927,   0.7964, 0.726671
1928,   0.7964, 0.725758
1929,   0.7964, 0.725461
1930,   0.7964, 0.729888
1931,   0.7964,  0.72746
1932,   0.7964, 0.724282
1933,   0.7964,  0.72121
1934,   0.7964, 0.728031
1935,   0.7964, 0.725087
1936,   0.7964, 0.727956
1937,   0.7964, 0.728095
1938,   0.7964, 0.723698
1939,   0.7964, 0.726313
1940,   0.7964, 0.732978
1941,   0.7964, 0.733871
1942,   0.7964, 0.727035
1943,   0.7964, 0.730524
1944,   0.7964, 0.731018
1945,   0.7964, 0.729511
1946,   0.7964, 0.727323
1947,   0.7964, 0.730066
1948,   0.7964, 0.726947
1949,   0.7964, 0.725828
1950,   0.7964, 0.728854
1951,   0.7964, 0.727436
1952,   0.7964, 0.732284
1953,   0.7964, 0.724003
1954,   0.7964, 0.724626
1955,   0.7964, 0.728442
1956,   0.7964, 0.723958
1957,   0.7964, 0.730781
1958,   0.7964, 0.728831
1959,   0.7964, 0.731457
1960,   0.7964, 0.728004
1961,   0.7964, 0.728275
1962,   0.7964, 0.726822
1963,   0.7964, 0.730412
1964,   0.7964, 0.727666
1965,   0.7964, 0.729568
1966,   0.7964, 0.721552
1967,   0.7964, 0.727807
1968,   0.7964,    0.726
1969,   0.7964,  0.72598
1970,   0.7964, 0.724886
1971,   0.7964, 0.729237
1972,   0.7964, 0.731269
1973,   0.7964, 0.731451
1974,   0.7964,  0.72683
1975,   0.7964, 0.728285
1976,   0.7964, 0.730268
1977,   0.7964, 0.731261
1978,   0.7964, 0.730181
1979,   0.7964, 0.729754
1980,   0.7964, 0.726096
1981,   0.7964, 0.728523
1982,   0.7964, 0.727924
1983,   0.7964, 0.725621
1984,   0.7964, 0.725275
1985,   0.7964, 0.727801
1986,   0.7964, 0.728677
1987,   0.7964, 0.724608
1988,   0.7969, 0.730542
1989,   0.7969, 0.724726
1990,   0.7969, 0.727835
1991,   0.7969, 0.723276
1992,   0.7969, 0.722026
1993,   0.7969, 0.721777
1994,   0.7969, 0.725673
1995,   0.7969, 0.730144
1996,   0.7969, 0.726628
1997,   0.7972, 0.723797
1998,   0.7972, 0.728896
1999,   0.7972, 0.731044
2000,   0.7972, 0.729495
2001,   0.7972, 0.726268
2002,   0.7972, 0.726676
2003,   0.7972, 0.726225
2004,   0.7972, 0.727547
2005,   0.7972, 0.729438
2006,   0.7972, 0.731284
2007,   0.7972, 0.730546
2008,   0.7972, 0.727251
2009,   0.7972, 0.726557
2010,   0.7973, 0.726803
2011,   0.7976, 0.729263
2012,   0.7976,  0.72317
2013,   0.7976, 0.728506
2014,   0.7976, 0.725702
2015,   0.7976,  0.72962
2016,   0.7976, 0.731548
2017,   0.7976, 0.730459
2018,   0.7976, 0.727572
2019,   0.7976, 0.727466
2020,   0.7976, 0.725522
2021,   0.7976, 0.727686
2022,   0.7976, 0.727418
2023,   0.7976, 0.728802
2024,   0.7976,   0.7265
2025,   0.7979, 0.727215
2026,   0.7979, 0.732168
2027,   0.7979, 0.730457
2028,   0.7979, 0.726183
2029,   0.7979, 0.731037
2030,   0.7979, 0.730025
2031,   0.7979, 0.731836
2032,   0.7979, 0.732181
2033,   0.7979, 0.730672
2034,   0.7979, 0.728452
2035,   0.7979, 0.728562
2036,   0.7979, 0.727504
2037,   0.7979, 0.726645
2038,   0.7979, 0.730722
2039,   0.7979, 0.728045
2040,   0.7979, 0.728505
2041,   0.7979, 0.728698
2042,   0.7979, 0.723657
2043,   0.7979, 0.732672
2044,   0.7979, 0.728688
2045,   0.7979, 0.727646
2046,   0.7979, 0.726615
2047,   0.7979,  0.72863
2048,   0.7979, 0.729077
2049,   0.7979, 0.726329
2050,   0.7979,  0.73003
2051,   0.7979, 0.728467
2052,   0.7979, 0.733967
2053,   0.7979, 0.728993
2054,   0.7979, 0.729702
2055,   0.7979, 0.732784
2056,   0.7979, 0.732923
2057,   0.7979, 0.728221
2058,   0.7979,   0.7294
2059,   0.7979, 0.730084
2060,   0.7979, 0.725164
2061,   0.7979, 0.729203
2062,   0.7979, 0.722323
2063,   0.7979, 0.727057
2064,   0.7979, 0.723997
2065,   0.7979, 0.727853
2066,   0.7979, 0.730366
2067,   0.7979, 0.732018
2068,   0.7979, 0.729295
2069,   0.7979, 0.724432
2070,   0.7979, 0.727826
2071,   0.7979, 0.732407
2072,   0.7979, 0.728479
2073,   0.7979, 0.727547
2074,   0.7979, 0.725967
2075,   0.7979,  0.72615
2076,    0.798, 0.731048
2077,    0.798, 0.725746
2078,    0.798, 0.725486
2079,    0.798, 0.736363
2080,    0.798,  0.72763
2081,    0.798, 0.726997
2082,    0.798, 0.723998
2083,    0.798, 0.727552
2084,    0.798, 0.727736
2085,    0.798, 0.730331
2086,    0.798, 0.727183
2087,    0.798, 0.726345
2088,    0.798, 0.731723
2089,    0.798, 0.728474
2090,    0.798, 0.732027
2091,    0.798,  0.73443
2092,    0.798, 0.732804
2093,    0.798, 0.732486
2094,    0.798, 0.731652
2095,    0.798, 0.732018
2096,    0.798, 0.731354
2097,    0.798, 0.731415
2098,    0.798, 0.727755
2099,    0.798,  0.73244
2100,    0.798,  0.73155
2101,    0.798, 0.728545
2102,    0.798,  0.72981
2103,    0.798, 0.725921
2104,    0.798, 0.727391
2105,    0.798, 0.728501
2106,    0.798, 0.729961
2107,    0.798, 0.730934
2108,    0.798, 0.726031
2109,    0.798, 0.731167
2110,    0.798, 0.730513
2111,    0.798, 0.730525
2112,    0.798, 0.726364
2113,    0.798, 0.727443
2114,    0.798, 0.729782
2115,    0.798, 0.728874
2116,    0.798, 0.729826
2117,    0.798, 0.731122
2118,    0.798,  0.72951
2119,    0.798, 0.730306
2120,    0.798, 0.730269
2121,   0.7985, 0.728975
2122,   0.7985, 0.731401
2123,   0.7985, 0.729459
2124,   0.7985, 0.731773
2125,   0.7985, 0.730882
2126,   0.7986, 0.728362
2127,   0.7986, 0.729366
2128,   0.7986, 0.726223
2129,   0.7986, 0.730893
2130,   0.7986,  0.72915
2131,   0.7986, 0.727206
2132,   0.7986,  0.72716
2133,   0.7986, 0.729364
2134,   0.7986, 0.732393
2135,   0.7986,  0.73496
2136,   0.7986, 0.725191
2137,   0.7986, 0.729189
2138,   0.7986, 0.725829
2139,   0.7986,  0.72898
2140,   0.7986, 0.729729
2141,   0.7986, 0.728352
2142,   0.7986, 0.727772
2143,   0.7986, 0.729045
2144,   0.7986, 0.725945
2145,   0.7986, 0.727357
2146,   0.7986, 0.725875
2147,   0.7986, 0.727786
2148,   0.7986, 0.731636
2149,   0.7988, 0.731786
2150,   0.7988,   0.7299
2151,   0.7992, 0.727449
2152,   0.7992, 0.733153
2153,   0.7992, 0.731839
2154,   0.7992, 0.729649
2155,   0.7992, 0.734553
2156,   0.7992, 0.735684
2157,   0.7992,  0.73121
2158,   0.7992, 0.732381
2159,   0.7992, 0.732949
2160,   0.7992, 0.730326
2161,   0.7992, 0.731204
2162,   0.7992, 0.726013
2163,   0.7992, 0.729976
2164,   0.7992, 0.728045
2165,   0.7992, 0.727045
2166,   0.7992,  0.72878
2167,   0.7992, 0.732615
2168,   0.7992, 0.727745
2169,   0.7992, 0.732192
2170,   0.7992, 0.727747
2171,   0.7992, 0.727182
2172,   0.7992, 0.732401
2173,   0.7992, 0.723457
2174,   0.7992,  0.72946
2175,   0.7992, 0.729967
2176,   0.7992, 0.732357
2177,   0.7992, 0.724352
2178,   0.7992, 0.734201
2179,   0.7992,   0.7256
2180,   0.7992,  0.72683
2181,   0.7992, 0.731543
2182,   0.7992, 0.727575
2183,   0.7992, 0.729751
2184,   0.7992, 0.728277
2185,   0.7992, 0.725875
2186,   0.7992, 0.726192
2187,   0.7992, 0.728815
2188,   0.7992, 0.730253
2189,   0.7992, 0.732657
2190,   0.7992, 0.728881
2191,   0.7992,   0.7291
2192,   0.7992, 0.728356
2193,   0.7992, 0.728452
2194,   0.7992, 0.728087
2195,   0.7992, 0.727217
2196,   0.7992, 0.731042
2197,   0.7992, 0.727822
2198,   0.7992, 0.727165
2199,   0.7992, 0.728962
2200,   0.7992, 0.725548
2201,   0.7992, 0.722189
2202,   0.7992, 0.731222
2203,   0.7992, 0.727946
2204,   0.7992, 0.726623
2205,   0.7992, 0.724459
2206,   0.7992, 0.725428
2207,   0.7992, 0.725471
2208,   0.7992, 0.726665
2209,   0.7992, 0.726348
2210,   0.7992, 0.732199
2211,   0.7992, 0.729544
2212,   0.7992, 0.730506
2213,   0.7992, 0.731169
2214,   0.7992, 0.733978
2215,   0.7992, 0.730663
2216,   0.7992, 0.729275
2217,   0.7992, 0.725533
2218,   0.7992, 0.729953
2219,   0.7992, 0.729621
2220,   0.7992, 0.729231
2221,   0.7992, 0.728668
2222,   0.7992, 0.726089
2223,   0.7998, 0.729642
2224,   0.7998, 0.729276
2225,   0.7998, 0.725779
2226,   0.7998, 0.726031
2227,   0.7999,  0.73323
2228,   0.7999, 0.732183
2229,   0.7999, 0.732364
2230,   0.7999, 0.731244
2231,   0.7999, 0.731958
2232,   0.7999, 0.734104
2233,   0.7999, 0.733405
2234,   0.7999, 0.727167
2235,   0.8005, 0.732305
2236,   0.8005, 0.728221
2237,   0.8005, 0.728688
2238,   0.8005,   0.7305
2239,   0.8005, 0.732765
2240,   0.8005, 0.725977
2241,   0.8005, 0.733382
2242,   0.8005, 0.730538
2243,   0.8005, 0.729314
2244,   0.8005, 0.726761
2245,   0.8005, 0.731808
2246,   0.8005, 0.732204
2247,   0.8005,  0.73308
2248,   0.8005,  0.72803
2249,   0.8005,  0.73052
2250,   0.8005, 0.727189
2251,   0.8005, 0.726465
2252,   0.8005,  0.72823
2253,   0.8005, 0.726895
2254,   0.8005,  0.73242
2255,   0.8005, 0.733537
2256,   0.8005, 0.728334
2257,   0.8005,  0.72968
2258,   0.8005, 0.726809
2259,   0.8005, 0.731112
2260,   0.8005,  0.73429
2261,   0.8005, 0.730131
2262,   0.8005, 0.733034
2263,   0.8005,  0.73169
2264,   0.8005, 0.727374
2265,   0.8005, 0.733874
2266,   0.8005,  0.73272
2267,   0.8005, 0.734453
2268,   0.8005, 0.730011
2269,   0.8005, 0.732602
2270,   0.8005, 0.730025
2271,   0.8005, 0.728173
2272,   0.8005, 0.724558
2273,   0.8005, 0.729334
2274,   0.8005, 0.727403
2275,   0.8005,  0.73092
2276,   0.8005, 0.731266
2277,   0.8005,  0.72753
2278,   0.8005, 0.734255
2279,   0.8005, 0.731504
2280,   0.8005, 0.731394
2281,   0.8005, 0.731686
2282,   0.8005, 0.731878
2283,   0.8005, 0.730541
2284,   0.8005, 0.734089
2285,   0.8005,  0.73423
2286,   0.8005, 0.727833
2287,   0.8005, 0.729696
2288,   0.8005, 0.733776
2289,   0.8005, 0.732783
2290,   0.8005, 0.735502
2291,   0.8005, 0.729846
2292,   0.8005, 0.729266
2293,   0.8005,  0.73124
2294,   0.8005, 0.727926
2295,   0.8005, 0.729322
2296,   0.8005, 0.729022
2297,   0.8005,  0.73427
2298,   0.8005,   0.7332
2299,   0.8005, 0.730681
2300,   0.8005, 0.727902
2301,   0.8005, 0.726415
2302,   0.8005, 0.729833
2303,   0.8005,  0.73079
2304,   0.8005, 0.733411
2305,   0.8005, 0.729747
2306,   0.8005, 0.730843
2307,   0.8005, 0.731212
2308,   0.8005, 0.732993
2309,   0.8005, 0.730783
2310,   0.8005, 0.733579
2311,   0.8005, 0.732352
2312,   0.8005, 0.732755
2313,   0.8005, 0.733517
2314,   0.8005, 0.729543
2315,   0.8005, 0.728155
2316,   0.8005, 0.735978
2317,   0.8005, 0.734023
2318,   0.8005, 0.735235
2319,   0.8005, 0.734038
2320,   0.8005, 0.731347
2321,   0.8005, 0.732411
2322,   0.8005, 0.733567
2323,   0.8005, 0.735979
2324,   0.8005, 0.734317
2325,   0.8005, 0.733666
2326,   0.8005, 0.728079
2327,   0.8005, 0.729063
2328,   0.8005, 0.726318
2329,   0.8005, 0.721645
2330,   0.8005,  0.72578
2331,   0.8005, 0.728899
2332,   0.8005, 0.731969
2333,   0.8005, 0.729623
2334,   0.8005, 0.728769
2335,   0.8005, 0.730445
2336,   0.8005, 0.729129
2337,   0.8005, 0.731059
2338,   0.8005, 0.729703
2339,   0.8005, 0.731121
2340,   0.8005,  0.73101
2341,   0.8005, 0.732225
2342,   0.8005, 0.731572
2343,   0.8005, 0.731068
2344,   0.8005, 0.728854
2345,   0.8005,  0.73418
2346,   0.8005, 0.732596
2347,   0.8005, 0.736533
2348,   0.8005, 0.732258
2349,   0.8005, 0.732005
2350,   0.8005, 0.730015
2351,   0.8005, 0.731347
2352,   0.8005, 0.729099
2353,   0.8005, 0.730015
2354,   0.8005, 0.727503
2355,   0.8005, 0.727462
2356,   0.8005, 0.732113
2357,   0.8005, 0.729056
2358,   0.8005, 0.729707
2359,   0.8005, 0.731468
2360,   0.8005, 0.731736
2361,   0.8007, 0.729075
2362,   0.8007, 0.730013
2363,   0.8007, 0.730869
2364,   0.8007, 0.732662
2365,   0.8007,  0.73438
2366,   0.8007, 0.729097
2367,   0.8007, 0.730527
2368,   0.8007, 0.733169
2369,   0.8007, 0.727485
2370,   0.8007, 0.732026
2371,   0.8007, 0.730105
2372,   0.8007, 0.732706
2373,   0.8007, 0.727605
2374,   0.8007, 0.727902
2375,   0.8007, 0.728092
2376,   0.8007, 0.724383
2377,   0.8007, 0.728557
2378,   0.8007,  0.73051
2379,   0.8013, 0.736335
2380,   0.8013, 0.733293
2381,   0.8013, 0.727602
2382,   0.8013, 0.733177
2383,   0.8013, 0.732722
2384,   0.8013,  0.73411
2385,   0.8013, 0.734359
2386,   0.8013, 0.733353
2387,   0.8013, 0.732165
2388,   0.8013, 0.729922
2389,   0.8013, 0.730934
2390,   0.8013, 0.733492
2391,   0.8013, 0.730048
2392,   0.8013, 0.732612
2393,   0.8013, 0.735036
2394,   0.8013,  0.73455
2395,   0.8013, 0.730569
2396,   0.8013, 0.723388
2397,   0.8013,  0.72977
2398,   0.8013, 0.729723
2399,   0.8013, 0.732967
2400,   0.8013, 0.728585
2401,   0.8013, 0.727848
2402,   0.8013,  0.73016
2403,   0.8013,  0.73163
2404,   0.8013, 0.732231
2405,   0.8013, 0.732848
2406,   0.8013, 0.732279
2407,   0.8013, 0.734267
2408,   0.8013, 0.734804
2409,   0.8013, 0.732426
2410,   0.8013,  0.72952
2411,   0.8013, 0.731158
2412,   0.8013, 0.730536
2413,   0.8013, 0.729155
2414,   0.8013,  0.72882
2415,   0.8013, 0.726809
2416,   0.8013, 0.728346
2417,   0.8013, 0.726382
2418,   0.8013,  0.73051
2419,   0.8013,   0.7296
2420,   0.8013, 0.732782
2421,   0.8013, 0.736539
2422,   0.8013, 0.732637
2423,   0.8013,  0.73456
2424,   0.8013, 0.733708
2425,   0.8013, 0.734462
2426,   0.8013, 0.730739
2427,   0.8013, 0.729126
2428,   0.8013, 0.732463
2429,   0.8013,  0.72918
2430,   0.8013, 0.729848
2431,   0.8013, 0.731252
2432,   0.8013, 0.729897
2433,   0.8013, 0.731973
2434,   0.8013, 0.728588
2435,   0.8013, 0.730662
2436,   0.8013, 0.724494
2437,   0.8013, 0.732215
2438,   0.8013,  0.73087
2439,   0.8013, 0.734169
2440,   0.8013, 0.736325
2441,   0.8013, 0.737891
2442,   0.8013, 0.734172
2443,   0.8013, 0.734271
2444,   0.8013, 0.735147
2445,   0.8013, 0.731237
2446,   0.8013,  0.72633
2447,   0.8013, 0.729869
2448,   0.8013, 0.725763
2449,   0.8013,  0.72691
2450,   0.8013,  0.73268
2451,   0.8013, 0.731834
2452,   0.8013, 0.732597
2453,   0.8013, 0.731825
2454,   0.8013, 0.729615
2455,   0.8013, 0.735345
2456,   0.8013, 0.735141
2457,   0.8013, 0.736071
2458,   0.8013, 0.729125
2459,   0.8013, 0.732376
2460,   0.8013, 0.729819
2461,   0.8013, 0.734499
2462,   0.8013, 0.732672
2463,   0.8013, 0.730766
2464,   0.8013,  0.73413
2465,   0.8013, 0.735788
2466,   0.8013,  0.73081
2467,   0.8013, 0.727626
2468,   0.8013,  0.73249
2469,   0.8013, 0.725101
2470,   0.8013, 0.729612
2471,   0.8013, 0.731171
2472,   0.8013, 0.734349
2473,   0.8013, 0.734199
2474,   0.8013,  0.73287
2475,   0.8013, 0.730618
2476,   0.8017, 0.731986
2477,   0.8017, 0.735733
2478,   0.8017, 0.735957
2479,   0.8017, 0.733061
2480,   0.8022, 0.732239
2481,   0.8022, 0.733477
2482,   0.8022, 0.730283
2483,   0.8022,   0.7292
2484,   0.8022, 0.731966
2485,   0.8022, 0.735644
2486,   0.8023, 0.731225
2487,   0.8023, 0.732762
2488,   0.8023, 0.732596
2489,   0.8023, 0.731409
2490,   0.8023, 0.730324
2491,   0.8023, 0.728179
2492,   0.8023, 0.733343
2493,   0.8023, 0.730393
2494,   0.8023, 0.732763
2495,   0.8023, 0.729688
2496,   0.8023, 0.732446
2497,   0.8023, 0.730961
2498,   0.8023, 0.732775
2499,   0.8023, 0.729847
2500,   0.8023, 0.730035
2501,   0.8023, 0.731936
2502,   0.8023, 0.728553
2503,   0.8023, 0.732879
2504,   0.8023, 0.728972
2505,   0.8023, 0.727355
2506,   0.8023, 0.732347
2507,   0.8023, 0.731874
2508,   0.8023, 0.729617
2509,   0.8023, 0.729064
2510,   0.8023, 0.728045
2511,   0.8023, 0.729496
2512,   0.8023, 0.730981
2513,   0.8023, 0.732532
2514,   0.8023, 0.737112
2515,   0.8023, 0.730512
2516,   0.8023, 0.731658
2517,   0.8023, 0.732448
2518,   0.8023, 0.732338
2519,   0.8023, 0.727382
2520,   0.8023, 0.732453
2521,   0.8023, 0.731198
2522,   0.8023, 0.731071
2523,   0.8023, 0.730488
2524,   0.8023, 0.728332
2525,   0.8023, 0.736438
2526,   0.8023, 0.729985
2527,   0.8023,  0.73356
2528,   0.8023, 0.735681
2529,   0.8023,  0.73099
2530,   0.8023,   0.7323
2531,   0.8023, 0.735332
2532,   0.8023, 0.731017
2533,   0.8023, 0.729986
2534,   0.8023, 0.734411
2535,   0.8023, 0.733195
2536,   0.8023, 0.734628
2537,   0.8023, 0.732408
2538,   0.8023, 0.732432
2539,   0.8023, 0.736274
2540,   0.8023, 0.737141
2541,   0.8023, 0.737836
2542,   0.8023, 0.734668
2543,   0.8023, 0.732581
2544,   0.8023, 0.731956
2545,   0.8023, 0.734897
2546,   0.8023, 0.731647
2547,   0.8023,  0.73265
2548,   0.8023, 0.737054
2549,   0.8023, 0.733191
2550,   0.8023, 0.733396
2551,   0.8023, 0.733407
2552,   0.8023, 0.735317
2553,   0.8023, 0.736328
2554,   0.8023, 0.734105
2555,   0.8023, 0.733256
2556,   0.8023, 0.730516
2557,   0.8023, 0.734286
2558,   0.8023, 0.729708
2559,   0.8023, 0.730958
2560,   0.8023, 0.731145
2561,   0.8023, 0.733565
2562,   0.8023, 0.731083
2563,   0.8023, 0.734558
2564,   0.8023,  0.73018
2565,   0.8023, 0.730735
2566,   0.8023,  0.73003
2567,   0.8023, 0.735972
2568,   0.8023, 0.734949
2569,   0.8023,  0.73293
2570,   0.8023, 0.736759
2571,   0.8023, 0.733133
2572,   0.8023, 0.731187
2573,   0.8023, 0.732151
2574,   0.8023, 0.731005
2575,   0.8023,  0.73578
2576,   0.8023, 0.729644
2577,   0.8023, 0.729041
2578,   0.8023, 0.731348
2579,   0.8023, 0.729691
2580,   0.8023, 0.729758
2581,   0.8023, 0.730604
2582,   0.8023, 0.730604
2583,   0.8023, 0.735518
2584,   0.8023, 0.731499
2585,   0.8023, 0.732235
2586,   0.8023, 0.733858
2587,   0.8023, 0.734162
2588,   0.8023, 0.733756
2589,   0.8023, 0.731105
2590,   0.8023, 0.734349
2591,   0.8023, 0.735192
2592,   0.8023, 0.738016
2593,   0.8023, 0.736938
2594,   0.8023,  0.73392
2595,   0.8023, 0.730757
2596,   0.8023, 0.732609
2597,   0.8023, 0.730335
2598,   0.8023, 0.729294
2599,   0.8023, 0.730964
2600,   0.8023, 0.734959
2601,   0.8023, 0.726781
2602,   0.8023, 0.732364
2603,   0.8023, 0.733899
2604,   0.8023, 0.732708
2605,   0.8023, 0.730245
2606,   0.8023, 0.727906
2607,   0.8023, 0.733458
2608,   0.8023, 0.730674
2609,   0.8023, 0.730155
2610,   0.8023,  0.73022
2611,   0.8023, 0.726772
2612,   0.8023, 0.728939
2613,   0.8023, 0.729458
2614,   0.8023, 0.730565
2615,   0.8023, 0.730992
2616,   0.8023, 0.732782
2617,   0.8023, 0.732835
2618,   0.8023,  0.73698
2619,   0.8023, 0.733915
2620,   0.8023, 0.734226
2621,   0.8023, 0.731609
2622,   0.8023, 0.730519
2623,   0.8023, 0.734498
2624,   0.8023, 0.736588
2625,   0.8023,  0.73308
2626,   0.8023, 0.727956
2627,   0.8023,  0.73013
2628,   0.8023, 0.731692
2629,   0.8023, 0.732975
2630,   0.8023, 0.732538
2631,   0.8023, 0.731317
2632,   0.8025,  0.73358
2633,   0.8025, 0.735054
2634,   0.8025, 0.733976
2635,   0.8025, 0.732612
2636,   0.8025, 0.734953
2637,   0.8025, 0.734241
2638,   0.8025, 0.731857
2639,   0.8025, 0.729911
2640,   0.8025, 0.731736
2641,   0.8025, 0.735436
2642,   0.8025, 0.727723
2643,   0.8025, 0.727698
2644,   0.8025, 0.730216
2645,   0.8025, 0.730137
2646,   0.8025, 0.731692
2647,   0.8025,  0.73091
2648,   0.8025, 0.733623
2649,   0.8025,  0.73046
2650,   0.8025, 0.730918
2651,   0.8025,  0.73281
2652,   0.8025, 0.736017
2653,   0.8025, 0.731282
2654,   0.8025, 0.735411
2655,   0.8025,  0.73244
2656,   0.8025, 0.733714
2657,   0.8025, 0.733357
2658,   0.8025, 0.733805
2659,   0.8025, 0.735521
2660,   0.8025,  0.73043
2661,   0.8025, 0.730322
2662,   0.8025, 0.732509
2663,   0.8025, 0.728619
2664,   0.8025, 0.729802
2665,   0.8025, 0.730819
2666,   0.8025, 0.730438
2667,   0.8025,  0.73629
2668,   0.8025, 0.727752
2669,   0.8025, 0.735124
2670,   0.8025, 0.731019
2671,   0.8025, 0.735539
2672,   0.8025,   0.7292
2673,   0.8025,    0.733
2674,   0.8025, 0.733668
2675,   0.8025, 0.737187
2676,   0.8025,  0.73319
2677,   0.8025, 0.732786
2678,   0.8025, 0.732097
2679,   0.8025, 0.732031
2680,   0.8025, 0.731473
2681,   0.8025, 0.732426
2682,   0.8025,  0.73298
2683,   0.8025, 0.731944
2684,   0.8025, 0.727841
2685,   0.8025, 0.734703
2686,   0.8025, 0.734204
2687,   0.8025, 0.732284
2688,   0.8025,  0.73077
2689,   0.8025, 0.735987
2690,   0.8025, 0.731757
2691,   0.8025, 0.727615
2692,   0.8025, 0.734123
2693,   0.8025, 0.730505
2694,   0.8025, 0.729926
2695,   0.8025, 0.731162
2696,   0.8025, 0.735188
2697,   0.8025, 0.729763
2698,   0.8025, 0.730621
2699,   0.8025, 0.732023
2700,   0.8025, 0.728631
2701,   0.8025, 0.732004
2702,   0.8025, 0.736301
2703,   0.8025,  0.73052
2704,   0.8025, 0.729059
2705,   0.8025, 0.732867
2706,   0.8025, 0.732175
2707,   0.8025, 0.727981
2708,   0.8025, 0.731488
2709,   0.8025, 0.731495
2710,   0.8025, 0.733485
2711,   0.8025, 0.731549
2712,   0.8025, 0.730627
2713,   0.8025, 0.731525
2714,   0.8025, 0.732027
2715,   0.8025,  0.73337
2716,   0.8025, 0.735961
2717,   0.8025, 0.736166
2718,   0.8025, 0.734148
2719,   0.8025,  0.72933
2720,   0.8025, 0.731573
2721,   0.8025, 0.735332
2722,   0.8025, 0.732336
2723,   0.8025, 0.731281
2724,   0.8025, 0.736162
2725,   0.8025, 0.736457
2726,   0.8025, 0.732487
2727,   0.8025, 0.734132
2728,   0.8025, 0.732285
2729,   0.8025, 0.734112
2730,   0.8025, 0.734118
2731,   0.8025, 0.730056
2732,   0.8025, 0.734514
2733,   0.8025, 0.736354
2734,   0.8025, 0.730526
2735,   0.8025, 0.726267
2736,   0.8025, 0.731822
2737,   0.8025,  0.73522
2738,   0.8025, 0.733776
2739,   0.8025,  0.73105
2740,   0.8025, 0.731595
2741,   0.8025, 0.731083
2742,   0.8025,   0.7345
2743,   0.8025, 0.731533
2744,   0.8025, 0.728983
2745,   0.8025, 0.732726
2746,   0.8025, 0.731479
2747,   0.8025, 0.734714
2748,   0.8025, 0.733701
2749,   0.8025, 0.730605
2750,   0.8025, 0.731642
2751,   0.8025,  0.72867
2752,   0.8025, 0.732638
2753,   0.8025, 0.735252
2754,   0.8025, 0.731122
2755,   0.8025, 0.731628
2756,   0.8025, 0.737598
2757,   0.8025, 0.733204
2758,   0.8025, 0.732263
2759,   0.8025, 0.735596
2760,   0.8025, 0.731354
2761,   0.8025, 0.729658
2762,   0.8025, 0.730601
2763,   0.8025, 0.732227
2764,   0.8025, 0.734415
2765,   0.8025, 0.735994
2766,   0.8025, 0.730992
2767,   0.8025, 0.732182
2768,   0.8025, 0.730144
2769,   0.8025, 0.735483
2770,   0.8025, 0.730825
2771,   0.8025,  0.73215
2772,   0.8025, 0.730228
2773,   0.8025, 0.730066
2774,   0.8025, 0.733296
2775,   0.8025,  0.73402
2776,   0.8025, 0.736042
2777,   0.8025, 0.734923
2778,   0.8025,  0.73217
2779,   0.8025, 0.735035
2780,   0.8025, 0.737001
2781,   0.8025, 0.736536
2782,   0.8025, 0.730375
2783,   0.8025,  0.73506
2784,   0.8025, 0.734028
2785,   0.8025, 0.737137
2786,   0.8025, 0.734458
