gen, tournament_ternary_onepoint_best, tournament_ternary_onepoint_ave
   1,   0.2261, 0.100111
   2,   0.2261, 0.105007
   3,   0.2565,  0.14967
   4,   0.2584, 0.196219
   5,    0.263, 0.217006
   6,   0.2688, 0.227648
   7,   0.2736, 0.234884
   8,   0.2793, 0.239037
   9,   0.2879, 0.248358
  10,   0.2879, 0.249353
  11,   0.3069, 0.262283
  12,   0.3069, 0.259717
  13,   0.3295, 0.262537
  14,   0.3319, 0.276615
  15,   0.3473, 0.285692
  16,   0.3473, 0.293187
  17,   0.3539,  0.30014
  18,   0.3558, 0.302532
  19,   0.3626, 0.315313
  20,   0.3633, 0.321254
  21,   0.3693, 0.322863
  22,   0.3781, 0.329942
  23,   0.3781, 0.332157
  24,   0.3813, 0.348117
  25,   0.3857, 0.349859
  26,   0.3857, 0.354561
  27,   0.3859, 0.355653
  28,   0.3982, 0.360673
  29,   0.3982, 0.362806
  30,   0.4123, 0.373351
  31,   0.4129, 0.376709
  32,    0.426, 0.387445
  33,    0.426, 0.385677
  34,   0.4312, 0.393895
  35,   0.4312, 0.397715
  36,   0.4386, 0.398586
  37,   0.4387, 0.402139
  38,   0.4395, 0.405194
  39,    0.444, 0.403476
  40,   0.4448, 0.411554
  41,    0.447, 0.416004
  42,   0.4492, 0.419386
  43,   0.4492, 0.416642
  44,   0.4516, 0.424018
  45,   0.4516, 0.420602
  46,   0.4558, 0.428223
  47,   0.4562, 0.429181
  48,   0.4568, 0.433225
  49,    0.459, 0.432105
  50,    0.459, 0.432436
  51,   0.4598, 0.436783
  52,     0.46, 0.436882
  53,   0.4638, 0.436164
  54,   0.4638, 0.435898
  55,   0.4652, 0.437625
  56,   0.4683, 0.442046
  57,   0.4683, 0.443755
  58,   0.4805, 0.438074
  59,   0.4883, 0.442358
  60,   0.4951, 0.445147
  61,   0.5088, 0.449982
  62,   0.5088, 0.463464
  63,   0.5137, 0.472751
  64,   0.5192, 0.481109
  65,   0.5205,  0.48413
  66,   0.5242, 0.485242
  67,   0.5242, 0.484309
  68,   0.5302, 0.492581
  69,   0.5339, 0.492254
  70,   0.5339, 0.495793
  71,    0.538,   0.4979
  72,    0.538,  0.50092
  73,   0.5434, 0.507041
  74,   0.5442, 0.508822
  75,   0.5505,  0.50632
  76,   0.5505, 0.508754
  77,    0.553, 0.513051
  78,   0.5534, 0.518889
  79,   0.5545, 0.524235
  80,   0.5545, 0.521388
  81,   0.5573, 0.524501
  82,   0.5576,  0.52379
  83,    0.582, 0.526791
  84,    0.582, 0.530285
  85,   0.5867, 0.536923
  86,   0.5993, 0.546754
  87,   0.5998, 0.552521
  88,   0.5998, 0.551713
  89,    0.601,   0.5522
  90,   0.6033, 0.557065
  91,   0.6033, 0.562223
  92,   0.6058, 0.563722
  93,   0.6058, 0.562963
  94,   0.6076, 0.567235
  95,   0.6106, 0.570709
  96,   0.6113, 0.575721
  97,   0.6139, 0.573186
  98,   0.6154, 0.571789
  99,   0.6184, 0.570283
 100,   0.6184, 0.577455
 101,   0.6215, 0.579794
 102,   0.6215, 0.577292
 103,   0.6224, 0.581002
 104,   0.6229, 0.584462
 105,   0.6262,    0.582
 106,   0.6262, 0.586531
 107,   0.6262, 0.581637
 108,   0.6262,  0.58144
 109,   0.6262, 0.581482
 110,   0.6262, 0.581459
 111,   0.6287, 0.579197
 112,   0.6287, 0.582245
 113,   0.6288, 0.586077
 114,   0.6313, 0.583868
 115,   0.6313, 0.586733
 116,   0.6317, 0.588131
 117,   0.6332,  0.58853
 118,    0.636, 0.590018
 119,    0.636, 0.585972
 120,    0.636, 0.590634
 121,    0.636,    0.592
 122,    0.636, 0.593126
 123,    0.636, 0.596143
 124,    0.636, 0.596497
 125,    0.636, 0.596503
 126,   0.6409, 0.595931
 127,   0.6409, 0.599526
 128,   0.6409, 0.594644
 129,   0.6409, 0.598682
 130,   0.6409, 0.601626
 131,    0.641, 0.603847
 132,    0.641, 0.601978
 133,   0.6416, 0.604766
 134,   0.6416, 0.599308
 135,   0.6429, 0.604007
 136,   0.6429, 0.604604
 137,   0.6429,  0.60369
 138,   0.6429,   0.6021
 139,    0.644, 0.597745
 140,    0.644, 0.605395
 141,   0.6461, 0.602636
 142,   0.6461, 0.600284
 143,   0.6461, 0.599749
 144,   0.6461, 0.601509
 145,   0.6461, 0.604941
 146,   0.6467, 0.602006
 147,   0.6467, 0.605683
 148,   0.6467, 0.601279
 149,   0.6467,   0.6024
 150,   0.6474, 0.602463
 151,   0.6474,    0.604
 152,   0.6486, 0.605024
 153,   0.6486, 0.606571
 154,   0.6492, 0.605011
 155,   0.6492, 0.605996
 156,   0.6492, 0.604904
 157,   0.6492, 0.600204
 158,   0.6492, 0.607135
 159,   0.6492, 0.603229
 160,   0.6499, 0.604667
 161,   0.6499, 0.607604
 162,   0.6499, 0.607113
 163,   0.6505, 0.610382
 164,   0.6505, 0.608634
 165,   0.6505, 0.606469
 166,   0.6505, 0.609187
 167,   0.6505, 0.605427
 168,   0.6505, 0.606217
 169,   0.6506, 0.606628
 170,   0.6506, 0.609332
 171,   0.6506, 0.609825
 172,   0.6506, 0.606943
 173,   0.6506,   0.6098
 174,   0.6506, 0.606144
 175,   0.6506, 0.606699
 176,   0.6506, 0.607261
 177,   0.6509, 0.605805
 178,   0.6509, 0.612221
 179,   0.6509, 0.612382
 180,   0.6509,   0.6096
 181,   0.6509, 0.608224
 182,   0.6509, 0.608036
 183,   0.6509, 0.608963
 184,   0.6509, 0.609711
 185,   0.6509, 0.610997
 186,   0.6509, 0.608371
 187,   0.6509, 0.606568
 188,   0.6509, 0.606917
 189,   0.6509, 0.608801
 190,   0.6509, 0.606836
 191,   0.6509, 0.608379
 192,   0.6509, 0.610305
 193,   0.6509, 0.606771
 194,   0.6509, 0.606232
 195,   0.6509, 0.604246
 196,   0.6509, 0.609234
 197,    0.651, 0.607189
 198,   0.6511, 0.605951
 199,   0.6511, 0.606605
 200,   0.6517, 0.607819
 201,   0.6517, 0.615082
 202,   0.6523, 0.615416
 203,   0.6523, 0.608709
 204,   0.6525, 0.606481
 205,   0.6538, 0.612426
 206,   0.6538,  0.61201
 207,   0.6538, 0.609555
 208,   0.6538, 0.611751
 209,   0.6545, 0.611607
 210,   0.6545,  0.61315
 211,   0.6558, 0.612828
 212,   0.6558, 0.614929
 213,   0.6558, 0.616315
 214,   0.6558, 0.614381
 215,   0.6558, 0.615121
 216,   0.6558, 0.614762
 217,   0.6558, 0.614387
 218,   0.6558, 0.614276
 219,   0.6562, 0.614771
 220,   0.6562, 0.609105
 221,   0.6563,  0.61368
 222,   0.6563, 0.613729
 223,   0.6563, 0.615518
 224,   0.6564, 0.615393
 225,   0.6568, 0.618009
 226,   0.6568, 0.619848
 227,    0.657, 0.618921
 228,    0.657, 0.616033
 229,    0.657, 0.616468
 230,    0.657, 0.613662
 231,    0.657, 0.618756
 232,    0.657, 0.614399
 233,    0.657, 0.615134
 234,    0.657, 0.613483
 235,    0.657, 0.612005
 236,    0.657, 0.613864
 237,    0.657, 0.614087
 238,    0.657, 0.614371
 239,   0.6574, 0.610399
 240,   0.6574, 0.613377
 241,   0.6574, 0.616148
 242,   0.6574, 0.614806
 243,   0.6574, 0.617797
 244,   0.6574, 0.616357
 245,   0.6574, 0.610833
 246,   0.6574, 0.612881
 247,   0.6574, 0.616696
 248,   0.6574, 0.614643
 249,   0.6574, 0.613903
 250,   0.6574,  0.61769
 251,   0.6574, 0.614112
 252,   0.6574, 0.610703
 253,   0.6574, 0.613277
 254,   0.6574, 0.615615
 255,   0.6574,  0.61743
 256,   0.6574, 0.616427
 257,   0.6578,  0.61541
 258,   0.6578, 0.612107
 259,   0.6578, 0.614093
 260,   0.6578,  0.61328
 261,   0.6585, 0.610579
 262,   0.6585, 0.615166
 263,   0.6585,  0.61402
 264,   0.6585, 0.615946
 265,   0.6585, 0.618487
 266,   0.6585, 0.615661
 267,   0.6585, 0.616425
 268,   0.6585, 0.615724
 269,   0.6585, 0.617502
 270,   0.6585, 0.615946
 271,   0.6588, 0.618249
 272,   0.6588, 0.618329
 273,   0.6588, 0.614437
 274,   0.6588, 0.612347
 275,   0.6596, 0.612432
 276,   0.6596, 0.614878
 277,   0.6596, 0.614756
 278,   0.6596, 0.619822
 279,   0.6596, 0.616848
 280,   0.6596, 0.615428
 281,   0.6596, 0.615864
 282,   0.6596, 0.618141
 283,   0.6596, 0.616496
 284,   0.6596, 0.618057
 285,   0.6596, 0.616984
 286,   0.6596, 0.617609
 287,   0.6596, 0.617534
 288,   0.6596, 0.619836
 289,   0.6596, 0.614506
 290,   0.6596, 0.616771
 291,   0.6596, 0.622074
 292,   0.6596, 0.618334
 293,   0.6596,  0.61817
 294,   0.6596, 0.616556
 295,   0.6596, 0.617608
 296,   0.6596, 0.618608
 297,   0.6596, 0.615594
 298,   0.6596, 0.618582
 299,   0.6598, 0.619146
 300,   0.6598, 0.619416
 301,   0.6598, 0.613589
 302,   0.6607, 0.614306
 303,   0.6607, 0.614243
 304,   0.6621, 0.617155
 305,   0.6621, 0.620922
 306,   0.6621, 0.616838
 307,   0.6621, 0.620652
 308,   0.6621, 0.615796
 309,   0.6621, 0.619723
 310,   0.6621,  0.61839
 311,   0.6621, 0.618887
 312,   0.6628, 0.617534
 313,   0.6628, 0.619869
 314,   0.6636, 0.617077
 315,   0.6636, 0.621988
 316,   0.6636, 0.620831
 317,   0.6636,  0.62024
 318,   0.6636, 0.620539
 319,   0.6636, 0.623657
 320,   0.6636, 0.621707
 321,   0.6636, 0.622498
 322,   0.6636, 0.620701
 323,   0.6636, 0.618709
 324,   0.6636, 0.621809
 325,   0.6645,  0.61798
 326,   0.6645, 0.619631
 327,    0.672, 0.620124
 328,    0.686,  0.62167
 329,   0.6868, 0.619931
 330,   0.6981,  0.62872
 331,   0.6981,  0.63378
 332,   0.6981, 0.634506
 333,   0.7005, 0.640244
 334,   0.7012, 0.640146
 335,   0.7012, 0.638054
 336,   0.7037, 0.645484
 337,   0.7037,  0.65143
 338,   0.7042, 0.646219
 339,   0.7053, 0.648484
 340,   0.7053, 0.643578
 341,   0.7053, 0.651996
 342,   0.7053, 0.647861
 343,   0.7053, 0.643367
 344,   0.7063, 0.648564
 345,   0.7063, 0.649142
 346,   0.7066, 0.652742
 347,   0.7081, 0.649671
 348,   0.7081, 0.649858
 349,   0.7081, 0.649409
 350,   0.7081, 0.648415
 351,   0.7097,  0.64412
 352,   0.7097, 0.643664
 353,   0.7097, 0.646851
 354,   0.7132, 0.647865
 355,   0.7132, 0.649507
 356,   0.7133, 0.640147
 357,   0.7133, 0.637187
 358,   0.7143,  0.64175
 359,   0.7143, 0.636985
 360,   0.7143, 0.645214
 361,   0.7143, 0.645816
 362,   0.7149, 0.646596
 363,   0.7149, 0.648219
 364,   0.7162, 0.649882
 365,   0.7162, 0.648186
 366,   0.7162, 0.647574
 367,   0.7162, 0.645825
 368,   0.7168, 0.647383
 369,   0.7168, 0.648809
 370,   0.7168, 0.648618
 371,   0.7177,  0.65301
 372,   0.7182, 0.650506
 373,   0.7182, 0.647274
 374,   0.7182, 0.654265
 375,   0.7182, 0.652344
 376,   0.7182, 0.652248
 377,   0.7182, 0.652443
 378,   0.7182,   0.6528
 379,   0.7192, 0.650783
 380,   0.7192, 0.653801
 381,   0.7215,  0.65147
 382,   0.7215, 0.657802
 383,   0.7215, 0.656525
 384,   0.7215, 0.654862
 385,   0.7215, 0.659286
 386,   0.7219, 0.655219
 387,   0.7219, 0.658791
 388,    0.722, 0.659906
 389,   0.7225, 0.662426
 390,   0.7225, 0.661591
 391,   0.7225, 0.659496
 392,   0.7225, 0.657709
 393,   0.7225,  0.65488
 394,   0.7236, 0.661058
 395,   0.7236, 0.655671
 396,   0.7236, 0.658485
 397,   0.7236,  0.65812
 398,   0.7236,  0.65002
 399,   0.7236, 0.653372
 400,   0.7236, 0.655525
 401,   0.7236,  0.65654
 402,   0.7236, 0.658733
 403,   0.7236, 0.657751
 404,   0.7236,  0.65266
 405,   0.7236, 0.654878
 406,   0.7236, 0.656313
 407,   0.7236,  0.65756
 408,   0.7236, 0.658837
 409,   0.7236, 0.657556
 410,   0.7236, 0.654245
 411,   0.7236, 0.657447
 412,   0.7236,  0.66168
 413,   0.7237, 0.660353
 414,   0.7237, 0.658791
 415,   0.7237, 0.663086
 416,   0.7237, 0.657782
 417,   0.7245,   0.6583
 418,   0.7249, 0.657278
 419,   0.7249, 0.658952
 420,   0.7249, 0.660513
 421,   0.7249, 0.657768
 422,   0.7249, 0.660904
 423,   0.7249, 0.660911
 424,   0.7258, 0.659106
 425,   0.7258, 0.657861
 426,   0.7258, 0.654262
 427,   0.7258, 0.653526
 428,   0.7258, 0.652604
 429,   0.7258, 0.655303
 430,   0.7258, 0.655276
 431,   0.7258, 0.654531
 432,   0.7258, 0.660463
 433,   0.7258, 0.659067
 434,   0.7258, 0.659059
 435,   0.7258, 0.662003
 436,   0.7258, 0.658327
 437,   0.7258, 0.662021
 438,   0.7258, 0.657322
 439,   0.7258, 0.657436
 440,   0.7258, 0.659782
 441,   0.7258, 0.658139
 442,   0.7258, 0.660138
 443,   0.7258, 0.658159
 444,   0.7258, 0.659337
 445,   0.7258, 0.657602
 446,   0.7258, 0.655465
 447,   0.7258, 0.657248
 448,   0.7258, 0.659603
 449,   0.7258, 0.655401
 450,   0.7258, 0.658309
 451,   0.7258, 0.659004
 452,    0.726, 0.655608
 453,    0.726, 0.654913
 454,    0.726, 0.657299
 455,    0.726, 0.656592
 456,    0.726, 0.658596
 457,    0.726,  0.65786
 458,    0.726, 0.656486
 459,    0.726,  0.64655
 460,    0.726,  0.65415
 461,    0.726, 0.655173
 462,    0.726, 0.653697
 463,    0.726, 0.655807
 464,    0.726, 0.653683
 465,    0.726, 0.655563
 466,    0.726, 0.652737
 467,    0.726, 0.661425
 468,   0.7261, 0.653009
 469,   0.7265, 0.661308
 470,   0.7265, 0.659529
 471,   0.7265, 0.658637
 472,   0.7265, 0.654641
 473,   0.7265,  0.64943
 474,   0.7265, 0.652963
 475,   0.7265, 0.655807
 476,   0.7265, 0.657955
 477,   0.7266, 0.655078
 478,   0.7266, 0.658232
 479,   0.7266, 0.660097
 480,   0.7274, 0.659878
 481,   0.7274, 0.662197
 482,   0.7274, 0.663504
 483,   0.7274, 0.659548
 484,   0.7274, 0.658718
 485,   0.7274, 0.658664
 486,   0.7274, 0.655273
 487,   0.7274, 0.654749
 488,   0.7274, 0.654185
 489,   0.7274, 0.660839
 490,   0.7274, 0.658488
 491,   0.7274, 0.652319
 492,   0.7274, 0.658697
 493,   0.7274, 0.653863
 494,   0.7282, 0.657962
 495,   0.7282, 0.658578
 496,   0.7282, 0.658091
 497,   0.7282, 0.654151
 498,   0.7282, 0.659588
 499,   0.7282, 0.653702
 500,   0.7282, 0.658456
 501,   0.7282, 0.659072
 502,   0.7282, 0.664069
 503,   0.7282, 0.661061
 504,   0.7282, 0.657285
 505,   0.7282, 0.660562
 506,   0.7282, 0.656913
 507,   0.7282, 0.655378
 508,   0.7282, 0.659133
 509,   0.7282, 0.659628
 510,   0.7282, 0.652439
 511,   0.7282, 0.666788
 512,   0.7282, 0.660879
 513,   0.7282, 0.664762
 514,   0.7282, 0.661825
 515,   0.7282, 0.656742
 516,   0.7282, 0.661485
 517,   0.7282, 0.659708
 518,   0.7282, 0.658068
 519,   0.7282, 0.659395
 520,   0.7282, 0.659947
 521,   0.7282, 0.658908
 522,   0.7282, 0.654279
 523,   0.7282, 0.662023
 524,   0.7282, 0.659295
 525,   0.7282, 0.658535
 526,   0.7286, 0.656519
 527,   0.7286, 0.658459
 528,   0.7286, 0.658162
 529,   0.7286, 0.654508
 530,   0.7286, 0.658706
 531,   0.7286, 0.660194
 532,   0.7286, 0.656349
 533,   0.7286, 0.666073
 534,   0.7286, 0.659534
 535,   0.7291, 0.661564
 536,   0.7291, 0.661361
 537,   0.7291, 0.656415
 538,   0.7291, 0.663222
 539,   0.7291,  0.66163
 540,   0.7291, 0.663478
 541,   0.7291, 0.660183
 542,   0.7295,   0.6607
 543,   0.7295, 0.661558
 544,   0.7295, 0.665291
 545,   0.7295,  0.66211
 546,   0.7295, 0.659494
 547,   0.7295, 0.661644
 548,   0.7295, 0.664172
 549,   0.7295, 0.657533
 550,   0.7295, 0.655884
 551,   0.7295, 0.661175
 552,   0.7295, 0.661009
 553,   0.7295, 0.663271
 554,   0.7295, 0.660503
 555,   0.7295, 0.657564
 556,   0.7295, 0.663974
 557,   0.7295, 0.667642
 558,   0.7295, 0.664006
 559,   0.7295, 0.659341
 560,   0.7295, 0.658931
 561,   0.7295, 0.660806
 562,   0.7295, 0.657004
 563,   0.7295,  0.65836
 564,     0.73, 0.660561
 565,     0.73, 0.659684
 566,     0.73, 0.665246
 567,     0.73, 0.665382
 568,     0.73, 0.669006
 569,     0.73, 0.668308
 570,     0.73, 0.662328
 571,     0.73, 0.665316
 572,     0.73, 0.664152
 573,     0.73, 0.663178
 574,     0.73, 0.671043
 575,     0.73, 0.667861
 576,     0.73, 0.664714
 577,     0.73, 0.664291
 578,     0.73, 0.665942
 579,     0.73, 0.664718
 580,     0.73, 0.667255
 581,     0.73, 0.664455
 582,     0.73, 0.666302
 583,     0.73, 0.662936
 584,     0.73, 0.662556
 585,     0.73, 0.660218
 586,     0.73, 0.664494
 587,     0.73, 0.664377
 588,     0.73, 0.666407
 589,     0.73, 0.665091
 590,     0.73,  0.66772
 591,     0.73,  0.66275
 592,     0.73, 0.671659
 593,     0.73, 0.665407
 594,     0.73, 0.666166
 595,     0.73, 0.668139
 596,     0.73, 0.669168
 597,     0.73, 0.669441
 598,     0.73, 0.666466
 599,     0.73, 0.666813
 600,   0.7303, 0.667238
 601,   0.7303, 0.665825
 602,   0.7303, 0.667754
 603,   0.7303, 0.670408
 604,   0.7303, 0.669742
 605,   0.7303, 0.669553
 606,   0.7303, 0.668567
 607,   0.7306, 0.671369
 608,   0.7306, 0.664478
 609,   0.7306, 0.673257
 610,   0.7306, 0.668734
 611,   0.7307, 0.669279
 612,   0.7307, 0.669835
 613,   0.7307, 0.669021
 614,   0.7307, 0.667719
 615,   0.7307, 0.664764
 616,   0.7307, 0.668961
 617,   0.7327, 0.665992
 618,   0.7327, 0.669391
 619,   0.7327, 0.668589
 620,   0.7327, 0.666394
 621,   0.7327, 0.667215
 622,   0.7327, 0.669938
 623,   0.7327, 0.670434
 624,   0.7327,  0.67031
 625,   0.7327, 0.670115
 626,   0.7327, 0.667567
 627,   0.7327, 0.666213
 628,   0.7327, 0.668849
 629,   0.7327, 0.667521
 630,   0.7327,  0.66692
 631,   0.7327, 0.666026
 632,   0.7327, 0.671199
 633,   0.7327, 0.667403
 634,   0.7327, 0.675094
 635,   0.7327,  0.67056
 636,   0.7327, 0.674007
 637,   0.7327, 0.673342
 638,   0.7327,  0.66472
 639,   0.7327, 0.667544
 640,   0.7327, 0.669505
 641,   0.7327, 0.668517
 642,   0.7327, 0.671022
 643,   0.7327, 0.666749
 644,   0.7327, 0.670758
 645,   0.7327, 0.670148
 646,   0.7327, 0.665514
 647,   0.7327, 0.668472
 648,   0.7327, 0.668111
 649,   0.7327, 0.670399
 650,   0.7327, 0.672111
 651,   0.7327, 0.673074
 652,   0.7327, 0.668588
 653,   0.7329, 0.672213
 654,   0.7329,  0.66788
 655,   0.7329, 0.666708
 656,   0.7338, 0.668954
 657,   0.7338, 0.673757
 658,   0.7338, 0.670123
 659,   0.7338, 0.671417
 660,   0.7338, 0.669397
 661,   0.7338,   0.6712
 662,   0.7338, 0.675778
 663,   0.7339, 0.673831
 664,   0.7339, 0.673487
 665,   0.7339, 0.665893
 666,   0.7339, 0.671489
 667,   0.7339, 0.663783
 668,   0.7339, 0.666744
 669,   0.7354, 0.667714
 670,   0.7354, 0.674427
 671,   0.7354, 0.664114
 672,   0.7354, 0.672027
 673,   0.7356, 0.672769
 674,   0.7356, 0.666247
 675,   0.7356, 0.664223
 676,   0.7356, 0.671689
 677,   0.7356, 0.664982
 678,   0.7356, 0.667754
 679,   0.7356, 0.667766
 680,   0.7356, 0.668365
 681,   0.7356, 0.670257
 682,   0.7356, 0.669076
 683,   0.7356, 0.671813
 684,   0.7356, 0.665181
 685,   0.7356, 0.671294
 686,   0.7356, 0.674026
 687,   0.7356, 0.667544
 688,   0.7356, 0.670141
 689,   0.7356, 0.672167
 690,   0.7356, 0.669374
 691,   0.7356, 0.666816
 692,   0.7356,  0.66994
 693,   0.7356, 0.664246
 694,   0.7356,    0.667
 695,   0.7356, 0.673638
 696,   0.7356,  0.66761
 697,   0.7356, 0.668647
 698,   0.7356, 0.668463
 699,   0.7356, 0.672391
 700,   0.7356, 0.667589
 701,   0.7356, 0.669372
 702,   0.7358,  0.66858
 703,   0.7358,  0.67568
 704,   0.7358, 0.674387
 705,   0.7358, 0.673897
 706,   0.7358, 0.671454
 707,   0.7358, 0.667223
 708,   0.7358, 0.670963
 709,   0.7358, 0.670737
 710,   0.7358, 0.668808
 711,   0.7358, 0.674354
 712,   0.7358, 0.669401
 713,   0.7358, 0.672521
 714,   0.7358, 0.674353
 715,   0.7358, 0.671971
 716,   0.7358, 0.674827
 717,   0.7358, 0.670181
 718,   0.7358, 0.670619
 719,   0.7358, 0.669384
 720,   0.7358, 0.668813
 721,   0.7358, 0.668375
 722,   0.7358, 0.671828
 723,   0.7358, 0.667283
 724,   0.7358, 0.668462
 725,   0.7358, 0.666107
 726,   0.7358, 0.668465
 727,   0.7358,  0.67141
 728,   0.7358, 0.669832
 729,   0.7358, 0.669761
 730,   0.7358, 0.673849
 731,   0.7358,  0.66982
 732,   0.7358, 0.672773
 733,   0.7358, 0.664937
 734,   0.7358, 0.668501
 735,   0.7358, 0.672764
 736,   0.7358, 0.665835
 737,   0.7358, 0.668109
 738,   0.7358, 0.670877
 739,   0.7358, 0.672442
 740,   0.7365, 0.675323
 741,   0.7365, 0.675183
 742,   0.7365, 0.672488
 743,   0.7365, 0.681271
 744,   0.7365, 0.668519
 745,   0.7365, 0.672395
 746,   0.7365, 0.672858
 747,    0.737, 0.672861
 748,    0.737, 0.672328
 749,    0.737, 0.673568
 750,    0.737, 0.677649
 751,    0.737,  0.66867
 752,    0.737, 0.670344
 753,    0.737, 0.670569
 754,    0.737, 0.673576
 755,    0.737, 0.673627
 756,   0.7379, 0.674585
 757,   0.7379,  0.67631
 758,   0.7379, 0.676258
 759,   0.7381, 0.674802
 760,   0.7381, 0.674047
 761,   0.7381, 0.676711
 762,   0.7381, 0.677721
 763,   0.7381, 0.676242
 764,   0.7381, 0.672687
 765,   0.7386, 0.672978
 766,   0.7386, 0.674331
 767,   0.7386, 0.673926
 768,   0.7386, 0.665788
 769,   0.7386, 0.670184
 770,   0.7386, 0.670939
 771,   0.7386, 0.671727
 772,   0.7386, 0.669082
 773,   0.7386, 0.666636
 774,   0.7386,  0.67332
 775,   0.7386, 0.671236
 776,   0.7386, 0.667306
 777,   0.7386, 0.667976
 778,   0.7386, 0.671389
 779,   0.7386, 0.673081
 780,   0.7386, 0.676261
 781,   0.7386, 0.670649
 782,   0.7386, 0.677475
 783,   0.7386,  0.67033
 784,   0.7387, 0.679657
 785,   0.7387, 0.675636
 786,   0.7387, 0.678445
 787,   0.7387, 0.676733
 788,   0.7387, 0.675539
 789,   0.7387, 0.675302
 790,   0.7387, 0.677157
 791,   0.7387, 0.675329
 792,   0.7387, 0.674558
 793,   0.7387, 0.670544
 794,   0.7387,  0.67645
 795,   0.7387, 0.672579
 796,   0.7387, 0.677097
 797,   0.7387, 0.668403
 798,   0.7387, 0.679199
 799,   0.7387, 0.672059
 800,   0.7387, 0.670654
 801,   0.7387, 0.670314
 802,   0.7387, 0.672745
 803,   0.7387, 0.671454
 804,   0.7387, 0.668425
 805,   0.7387,  0.67243
 806,   0.7387, 0.673064
 807,   0.7387,  0.67266
 808,   0.7387, 0.677433
 809,   0.7387, 0.673401
 810,   0.7387, 0.671839
 811,   0.7387, 0.676393
 812,   0.7387, 0.668669
 813,   0.7387, 0.672151
 814,   0.7387, 0.672843
 815,   0.7387, 0.670829
 816,   0.7387,   0.6672
 817,   0.7387, 0.669325
 818,   0.7387, 0.675606
 819,   0.7387, 0.673437
 820,   0.7387, 0.672167
 821,   0.7387, 0.676081
 822,   0.7387, 0.672673
 823,   0.7387, 0.676886
 824,   0.7387, 0.673663
 825,   0.7387, 0.676594
 826,   0.7387, 0.671103
 827,   0.7387, 0.667305
 828,   0.7387, 0.672682
 829,   0.7387, 0.667274
 830,   0.7387, 0.669896
 831,   0.7387, 0.672015
 832,   0.7387, 0.672364
 833,   0.7387, 0.674661
 834,   0.7387, 0.669719
 835,   0.7387, 0.674447
 836,   0.7387, 0.675239
 837,   0.7387, 0.673718
 838,   0.7387, 0.673489
 839,   0.7387, 0.675269
 840,   0.7387, 0.672754
 841,   0.7389, 0.673327
 842,   0.7389, 0.670833
 843,   0.7389, 0.672537
 844,   0.7389, 0.668936
 845,   0.7389, 0.672874
 846,   0.7389,  0.67324
 847,   0.7389, 0.675105
 848,   0.7389, 0.671765
 849,   0.7389, 0.676714
 850,   0.7389, 0.674461
 851,   0.7389, 0.673681
 852,   0.7389, 0.675518
 853,   0.7389, 0.671661
 854,   0.7389, 0.671294
 855,   0.7389, 0.671921
 856,   0.7389, 0.673379
 857,   0.7389, 0.669778
 858,   0.7389,   0.6748
 859,   0.7389, 0.669309
 860,   0.7389, 0.667209
 861,   0.7389, 0.674832
 862,   0.7389, 0.674839
 863,   0.7389, 0.676534
 864,   0.7389, 0.676932
 865,   0.7389, 0.671097
 866,   0.7389, 0.669639
 867,   0.7389, 0.672178
 868,   0.7389, 0.673598
 869,   0.7389, 0.670842
 870,   0.7389, 0.675772
 871,   0.7389, 0.674981
 872,   0.7389, 0.667784
 873,   0.7389, 0.674519
 874,   0.7389, 0.677086
 875,   0.7389, 0.676488
 876,   0.7389, 0.674077
 877,   0.7389, 0.674438
 878,   0.7389, 0.675541
 879,   0.7389, 0.671291
 880,   0.7389, 0.673265
 881,   0.7389, 0.675939
 882,   0.7389, 0.675786
 883,   0.7389, 0.670912
 884,   0.7389, 0.671732
 885,   0.7389,   0.6727
 886,   0.7389, 0.669127
 887,   0.7389, 0.674147
 888,   0.7389, 0.671158
 889,   0.7389, 0.669214
 890,   0.7389, 0.675685
 891,   0.7389, 0.677974
 892,   0.7389, 0.673586
 893,   0.7389, 0.677607
 894,   0.7389, 0.669869
 895,   0.7389, 0.672615
 896,   0.7389, 0.674172
 897,   0.7389, 0.670381
 898,   0.7389, 0.676087
 899,   0.7389,  0.67056
 900,   0.7389, 0.674287
 901,   0.7389, 0.675066
 902,   0.7389, 0.676268
 903,   0.7389, 0.674116
 904,   0.7389, 0.673428
 905,   0.7389, 0.674419
 906,   0.7389, 0.669149
 907,   0.7389,  0.66956
 908,   0.7389, 0.672444
 909,   0.7389, 0.671893
 910,   0.7389, 0.674761
 911,   0.7389, 0.675251
 912,   0.7389,  0.67492
 913,   0.7389, 0.674026
 914,   0.7389, 0.672924
 915,   0.7389,  0.67103
 916,   0.7389,  0.67402
 917,    0.739, 0.670403
 918,    0.739, 0.672643
 919,    0.739, 0.674912
 920,    0.739, 0.675109
 921,    0.739, 0.674391
 922,    0.739, 0.677822
 923,    0.739, 0.670847
 924,    0.739, 0.673487
 925,    0.739, 0.670509
 926,    0.739, 0.675133
 927,    0.739, 0.674404
 928,    0.739, 0.678668
 929,    0.739, 0.668445
 930,    0.739, 0.677265
 931,    0.739, 0.676275
 932,    0.739, 0.676159
 933,    0.739, 0.675038
 934,    0.739, 0.673577
 935,    0.739,  0.67897
 936,    0.739, 0.670876
 937,    0.739, 0.674014
 938,    0.739, 0.673425
 939,    0.739, 0.674323
