gen, tournament_ternary_onepoint_best, tournament_ternary_onepoint_ave
2491,   0.7452, 0.679729
2492,   0.7452, 0.676696
2493,   0.7452,  0.67233
2494,   0.7452, 0.677541
2495,   0.7452, 0.677142
2496,   0.7452, 0.676732
2497,   0.7452, 0.681935
2498,   0.7452,  0.67986
2499,   0.7452, 0.679051
2500,   0.7452, 0.676154
2501,   0.7452, 0.682121
2502,   0.7452, 0.678537
2503,   0.7452, 0.681214
2504,   0.7452, 0.679349
2505,   0.7452, 0.677905
2506,   0.7452, 0.677919
2507,   0.7452, 0.678209
2508,   0.7452, 0.678896
2509,   0.7452, 0.672356
2510,   0.7452, 0.679519
2511,   0.7452, 0.676942
2512,   0.7452, 0.677016
2513,   0.7452, 0.675411
2514,   0.7452, 0.680713
2515,   0.7452, 0.676914
2516,   0.7452, 0.677217
2517,   0.7452, 0.674107
2518,   0.7452, 0.677345
2519,   0.7452, 0.680116
2520,   0.7452, 0.681941
2521,   0.7452, 0.681157
2522,   0.7452, 0.683635
2523,   0.7452, 0.682412
2524,   0.7452, 0.678431
2525,   0.7452, 0.683194
2526,   0.7452, 0.679295
2527,   0.7452, 0.679177
2528,   0.7452, 0.681138
2529,   0.7452, 0.682892
2530,   0.7452, 0.678199
2531,   0.7452,  0.67794
2532,   0.7452, 0.681642
2533,   0.7452, 0.685761
2534,   0.7452, 0.679966
2535,   0.7452, 0.677428
2536,   0.7452, 0.679747
2537,   0.7452, 0.681542
2538,   0.7453, 0.678028
2539,   0.7453, 0.677346
2540,   0.7453, 0.680282
2541,   0.7453, 0.677763
2542,   0.7453, 0.675046
2543,   0.7453, 0.677307
2544,   0.7453, 0.678727
2545,   0.7453,  0.68078
2546,   0.7453, 0.674918
2547,   0.7453, 0.681221
2548,   0.7453, 0.677359
2549,   0.7453, 0.675196
2550,   0.7453, 0.677512
2551,   0.7453, 0.680482
2552,   0.7453, 0.677022
2553,   0.7453, 0.679994
2554,   0.7453, 0.677163
2555,   0.7453, 0.683435
2556,   0.7453,  0.67548
2557,   0.7453, 0.677006
2558,   0.7453, 0.675791
2559,   0.7453, 0.679897
2560,   0.7453, 0.674344
2561,   0.7453, 0.679074
2562,   0.7453, 0.679565
2563,   0.7453, 0.680421
2564,   0.7453, 0.677023
2565,   0.7453, 0.682242
2566,   0.7453, 0.683651
2567,   0.7453, 0.679213
2568,   0.7453, 0.679226
2569,   0.7453, 0.680007
2570,   0.7453, 0.682746
2571,   0.7453,  0.67583
2572,   0.7453, 0.683535
2573,   0.7453, 0.675759
2574,   0.7453, 0.677526
2575,   0.7453,   0.6766
2576,   0.7453, 0.674027
2577,   0.7453, 0.673711
2578,   0.7453, 0.676619
2579,   0.7453, 0.678683
2580,   0.7453,   0.6774
2581,   0.7453, 0.678435
2582,   0.7453, 0.677407
2583,   0.7453, 0.676177
2584,   0.7453, 0.679955
2585,   0.7453, 0.685103
2586,   0.7453,  0.67522
2587,   0.7453,  0.67617
2588,   0.7453, 0.678097
2589,   0.7453, 0.678753
2590,   0.7453, 0.681584
2591,   0.7453, 0.674905
2592,   0.7453, 0.681022
2593,   0.7453, 0.676969
2594,   0.7453, 0.680291
2595,   0.7453, 0.678915
2596,   0.7453, 0.679983
2597,   0.7453, 0.675944
2598,   0.7453, 0.677737
2599,   0.7453, 0.674798
2600,   0.7459, 0.677999
2601,   0.7459, 0.682451
2602,   0.7459,  0.67941
2603,   0.7459,  0.67977
2604,   0.7459, 0.678183
2605,   0.7459, 0.679207
2606,   0.7459, 0.679066
2607,   0.7459, 0.679573
2608,   0.7459, 0.676874
2609,   0.7459, 0.685447
2610,   0.7459, 0.680044
2611,   0.7459, 0.669379
2612,   0.7459, 0.681819
2613,   0.7459, 0.677681
2614,   0.7459, 0.672839
2615,   0.7459, 0.677308
2616,   0.7459, 0.674996
2617,   0.7459, 0.674854
2618,   0.7459,  0.67382
2619,   0.7459, 0.681627
2620,   0.7459, 0.676448
2621,   0.7459,  0.68056
2622,   0.7459, 0.680182
2623,   0.7459, 0.682551
2624,   0.7459, 0.678925
2625,   0.7459, 0.679851
2626,   0.7459, 0.678534
2627,   0.7459, 0.675487
2628,   0.7459, 0.679154
2629,   0.7459,  0.67333
2630,   0.7459, 0.676466
2631,   0.7459, 0.675955
2632,   0.7459, 0.674668
2633,   0.7459, 0.677477
2634,   0.7459,  0.67712
2635,   0.7459,   0.6756
2636,   0.7459, 0.682504
2637,   0.7459, 0.680496
2638,   0.7459, 0.675186
2639,   0.7459, 0.676875
2640,   0.7459, 0.674815
2641,   0.7459, 0.679538
2642,   0.7459, 0.677576
2643,   0.7459, 0.686792
2644,   0.7459, 0.673605
2645,   0.7459, 0.681596
2646,   0.7459,  0.67798
2647,   0.7459, 0.678454
2648,   0.7459, 0.672174
2649,   0.7459, 0.676371
2650,   0.7459, 0.677315
2651,   0.7459, 0.675812
2652,   0.7459, 0.679964
2653,   0.7459, 0.681117
2654,   0.7459, 0.674514
2655,   0.7459, 0.677904
2656,   0.7459, 0.680449
2657,   0.7459, 0.679201
2658,   0.7459, 0.678616
2659,   0.7459, 0.678579
2660,   0.7459, 0.675475
2661,   0.7459, 0.677845
2662,   0.7459, 0.678092
2663,   0.7459, 0.676298
2664,   0.7459,  0.68005
2665,   0.7459, 0.677486
2666,   0.7459,  0.67494
2667,   0.7459, 0.672221
2668,   0.7459, 0.676799
2669,   0.7459, 0.679967
2670,   0.7459, 0.675683
2671,   0.7459, 0.677984
2672,   0.7459, 0.682564
2673,   0.7459, 0.680926
2674,   0.7459, 0.681019
2675,   0.7459, 0.684202
2676,   0.7459, 0.683059
2677,   0.7459, 0.681773
2678,   0.7459, 0.683492
2679,   0.7459, 0.679565
2680,   0.7459, 0.676428
2681,   0.7459, 0.682129
2682,   0.7459, 0.680232
2683,   0.7459, 0.684631
2684,   0.7459, 0.680002
2685,   0.7459, 0.676643
2686,   0.7459, 0.680209
2687,   0.7459, 0.675549
2688,   0.7459, 0.679404
2689,   0.7459, 0.671677
2690,   0.7459, 0.680225
2691,   0.7459, 0.682851
2692,   0.7459, 0.679664
2693,   0.7459, 0.681488
2694,   0.7459, 0.682268
2695,   0.7459, 0.680237
2696,   0.7459, 0.677881
2697,   0.7459, 0.678041
2698,   0.7459, 0.673417
2699,   0.7459, 0.676211
2700,   0.7459, 0.677298
2701,   0.7459, 0.676944
2702,   0.7459, 0.679458
2703,   0.7459, 0.677986
2704,   0.7459, 0.679862
2705,   0.7459, 0.679531
2706,   0.7459,  0.68233
2707,   0.7459,  0.68171
2708,   0.7459, 0.679149
2709,   0.7459, 0.680977
2710,   0.7459, 0.679646
2711,   0.7459, 0.679148
2712,   0.7459, 0.679259
2713,   0.7459, 0.678443
2714,   0.7459, 0.675519
2715,   0.7459, 0.680419
2716,   0.7459, 0.684988
2717,   0.7459, 0.681794
2718,   0.7459, 0.683037
2719,   0.7459, 0.681594
2720,   0.7459, 0.678698
2721,   0.7459, 0.681602
2722,   0.7459, 0.682308
2723,   0.7459, 0.674686
2724,   0.7459, 0.679098
2725,   0.7464, 0.677822
2726,   0.7464,    0.684
2727,   0.7464, 0.678495
2728,   0.7464, 0.677693
2729,   0.7464, 0.680248
2730,   0.7464, 0.681383
2731,   0.7464, 0.675788
2732,   0.7464, 0.680916
2733,   0.7464, 0.681067
2734,   0.7464, 0.676647
2735,   0.7464, 0.679524
2736,   0.7464,  0.67951
2737,   0.7464,  0.67987
2738,   0.7464, 0.682024
2739,   0.7464, 0.676161
2740,   0.7464, 0.677722
2741,   0.7464, 0.680494
2742,   0.7464, 0.686015
2743,   0.7464, 0.676221
2744,   0.7464, 0.679415
2745,   0.7464,  0.68147
2746,   0.7464,  0.67897
2747,   0.7464, 0.679519
2748,   0.7464, 0.676613
2749,   0.7464,  0.67958
2750,   0.7464,  0.67359
2751,   0.7464, 0.678635
2752,   0.7464, 0.674466
2753,   0.7464,  0.67999
2754,   0.7464, 0.681179
2755,   0.7464, 0.682439
2756,   0.7464, 0.679134
2757,   0.7464, 0.678596
2758,   0.7464, 0.678434
2759,   0.7464, 0.674285
2760,   0.7464, 0.675529
2761,   0.7464, 0.684895
2762,   0.7464,  0.68062
2763,   0.7464, 0.684369
2764,   0.7464, 0.682289
2765,   0.7464, 0.687967
2766,   0.7464, 0.680341
2767,   0.7464, 0.679507
2768,   0.7464, 0.679719
2769,   0.7464, 0.678447
2770,   0.7464, 0.680358
2771,   0.7464, 0.680198
2772,   0.7464,  0.67728
2773,   0.7464, 0.679495
2774,   0.7464, 0.681504
2775,   0.7464,  0.67395
2776,   0.7464, 0.679746
2777,   0.7464, 0.678868
2778,   0.7464, 0.675775
2779,   0.7464, 0.684876
2780,   0.7464,  0.67929
2781,   0.7464, 0.682078
2782,   0.7464, 0.680915
2783,   0.7464, 0.680281
2784,   0.7464, 0.677901
2785,   0.7464, 0.681249
2786,   0.7464, 0.682093
2787,   0.7464,  0.68128
2788,   0.7464, 0.673987
2789,   0.7464, 0.676653
2790,   0.7464, 0.678248
2791,   0.7464, 0.681984
2792,   0.7464, 0.677838
2793,   0.7464,  0.67786
2794,   0.7464, 0.681181
2795,   0.7464, 0.679396
2796,   0.7464, 0.679937
2797,   0.7464, 0.676974
2798,   0.7464, 0.679299
2799,   0.7464, 0.681391
2800,   0.7464, 0.681894
2801,   0.7464, 0.684128
2802,   0.7464, 0.682988
2803,   0.7464, 0.678624
2804,   0.7464,   0.6768
2805,   0.7464, 0.675101
2806,   0.7464, 0.679608
2807,   0.7464, 0.681937
2808,   0.7464, 0.678743
2809,   0.7464, 0.679153
2810,   0.7464, 0.676758
2811,   0.7464, 0.679338
2812,   0.7464, 0.676622
2813,   0.7464, 0.676374
2814,   0.7464, 0.679573
2815,   0.7464, 0.676176
2816,   0.7464, 0.677512
2817,   0.7464, 0.678859
2818,   0.7464,  0.67856
2819,   0.7464, 0.681898
2820,   0.7464,  0.67641
2821,   0.7464, 0.681746
2822,   0.7464, 0.676227
2823,   0.7464, 0.674861
2824,   0.7464, 0.679406
2825,   0.7464, 0.681749
2826,   0.7464, 0.680616
2827,   0.7464, 0.682464
2828,   0.7464, 0.676248
2829,   0.7468, 0.681035
2830,   0.7468, 0.679793
2831,   0.7468, 0.680424
2832,   0.7468, 0.678627
2833,   0.7468, 0.674714
2834,   0.7468, 0.677935
2835,   0.7468, 0.673073
2836,   0.7468, 0.681616
2837,   0.7468, 0.677651
2838,   0.7468, 0.677007
2839,   0.7468, 0.678227
2840,   0.7468, 0.674981
2841,   0.7468, 0.677145
2842,   0.7468, 0.682387
2843,   0.7468, 0.674951
2844,   0.7468, 0.682149
2845,   0.7468, 0.681636
2846,   0.7468, 0.677627
2847,   0.7468, 0.678312
2848,   0.7468, 0.678307
2849,   0.7468, 0.679115
2850,   0.7468, 0.681775
2851,   0.7468, 0.676655
2852,   0.7468, 0.676922
2853,   0.7468, 0.677232
2854,   0.7468, 0.680439
2855,   0.7468, 0.684977
2856,   0.7468, 0.685352
2857,   0.7468, 0.681503
2858,   0.7468, 0.685254
2859,   0.7468, 0.681397
2860,   0.7468, 0.679999
2861,   0.7468, 0.678378
2862,   0.7468, 0.678124
2863,   0.7468, 0.679559
2864,   0.7468, 0.683905
2865,   0.7468, 0.679515
2866,   0.7468, 0.679341
2867,   0.7468, 0.678194
2868,   0.7468, 0.679528
2869,   0.7468, 0.678904
2870,   0.7468, 0.678856
2871,   0.7468, 0.679122
2872,   0.7468, 0.679836
2873,   0.7468, 0.680407
2874,   0.7468, 0.679566
2875,   0.7468, 0.680088
2876,   0.7468, 0.680904
2877,   0.7468, 0.686837
2878,   0.7468, 0.680062
2879,   0.7468,  0.67475
2880,   0.7468, 0.675348
2881,   0.7468, 0.680551
2882,   0.7468, 0.674587
2883,   0.7468, 0.673137
2884,   0.7468, 0.677011
2885,   0.7468, 0.681798
2886,   0.7468, 0.678355
2887,   0.7468, 0.680195
2888,   0.7468, 0.680867
2889,   0.7468, 0.680413
2890,   0.7468, 0.675868
2891,   0.7468, 0.678903
2892,   0.7468, 0.679199
2893,   0.7468, 0.681415
2894,   0.7468,  0.67501
2895,   0.7468, 0.679454
2896,   0.7468, 0.681757
2897,   0.7468, 0.679676
2898,   0.7468, 0.679822
2899,   0.7468, 0.680943
2900,   0.7468, 0.679376
2901,   0.7468, 0.677281
2902,   0.7468, 0.679536
2903,   0.7468, 0.685245
2904,   0.7468, 0.682393
2905,   0.7468, 0.679537
2906,   0.7468, 0.677511
2907,   0.7468, 0.677517
2908,   0.7468, 0.673027
2909,   0.7468,  0.67511
2910,   0.7468, 0.677085
2911,   0.7468, 0.678916
2912,   0.7468,  0.68028
2913,   0.7468, 0.683365
2914,   0.7468, 0.679907
2915,   0.7468, 0.681592
2916,   0.7468, 0.681095
2917,   0.7468, 0.681442
2918,   0.7468, 0.680183
2919,   0.7468, 0.679043
2920,   0.7468, 0.678112
2921,   0.7468, 0.681723
2922,   0.7468, 0.684244
2923,   0.7468, 0.677046
2924,   0.7468, 0.680214
2925,   0.7468, 0.683602
2926,   0.7468, 0.679943
2927,   0.7468, 0.676722
2928,   0.7468, 0.678494
2929,   0.7468,  0.67915
2930,   0.7468, 0.680171
2931,   0.7468, 0.681153
2932,   0.7468, 0.679937
2933,   0.7468, 0.682742
2934,   0.7468,  0.67929
2935,   0.7468, 0.679074
2936,   0.7468, 0.683477
2937,   0.7468, 0.677459
2938,   0.7468, 0.679605
2939,   0.7468, 0.681383
2940,   0.7468, 0.675635
2941,   0.7468, 0.680973
2942,   0.7468, 0.675427
2943,   0.7468, 0.676231
2944,   0.7468, 0.679657
2945,   0.7468,  0.67893
2946,   0.7468, 0.676044
2947,   0.7468, 0.680605
2948,   0.7468, 0.677813
2949,   0.7468, 0.676911
2950,   0.7468, 0.678354
2951,   0.7468, 0.682123
2952,   0.7468, 0.671073
2953,   0.7468, 0.679381
2954,   0.7468, 0.681034
2955,   0.7468, 0.680169
2956,   0.7468, 0.680825
2957,   0.7468, 0.681109
2958,   0.7468, 0.679893
2959,   0.7468, 0.679826
2960,   0.7468, 0.677032
2961,   0.7468, 0.682885
2962,   0.7468, 0.686139
2963,   0.7468, 0.685356
2964,   0.7468, 0.680203
2965,   0.7468, 0.682723
2966,   0.7468, 0.682747
2967,   0.7468, 0.680705
2968,   0.7468, 0.682533
2969,   0.7468, 0.677187
2970,   0.7468, 0.681679
2971,   0.7468, 0.678222
2972,   0.7468, 0.675025
2973,   0.7468, 0.678545
2974,   0.7468,  0.68156
2975,   0.7468, 0.675856
2976,   0.7468, 0.678904
2977,   0.7468, 0.679385
2978,   0.7468,  0.67956
2979,   0.7468, 0.681005
2980,   0.7468, 0.676485
2981,   0.7468, 0.679908
2982,   0.7468,  0.67313
2983,   0.7468, 0.674338
2984,   0.7468, 0.671414
2985,   0.7468, 0.669556
2986,   0.7468, 0.677974
2987,   0.7468, 0.681178
2988,   0.7468, 0.680493
2989,   0.7468, 0.679672
2990,   0.7468,  0.67566
2991,   0.7468, 0.677459
2992,   0.7468, 0.679139
2993,   0.7468, 0.680801
2994,   0.7468, 0.677433
2995,   0.7468, 0.681982
2996,   0.7468, 0.678234
2997,   0.7468, 0.678499
2998,   0.7468, 0.682633
2999,   0.7468, 0.682882
3000,   0.7468, 0.676705
3001,   0.7468, 0.676001
3002,   0.7468, 0.678599
3003,   0.7468, 0.674603
3004,   0.7468, 0.674026
3005,   0.7468, 0.682164
3006,   0.7468, 0.680429
3007,   0.7468, 0.674207
3008,   0.7468, 0.679429
3009,   0.7468, 0.676714
3010,   0.7468, 0.676765
3011,   0.7468,  0.68267
3012,   0.7468, 0.678174
3013,   0.7468, 0.678294
3014,   0.7468, 0.678896
3015,   0.7468, 0.682036
3016,   0.7468, 0.681468
3017,   0.7468, 0.674146
3018,   0.7468, 0.678229
3019,   0.7468, 0.680573
3020,   0.7468, 0.681689
3021,   0.7468,  0.68269
3022,   0.7468, 0.678391
3023,   0.7468,  0.68653
3024,   0.7468, 0.679144
3025,   0.7468, 0.679026
3026,   0.7468, 0.677827
3027,   0.7468, 0.678905
3028,   0.7468, 0.678704
3029,   0.7468, 0.680061
3030,   0.7468, 0.676608
3031,   0.7468, 0.680067
3032,   0.7468, 0.680618
3033,   0.7468, 0.674306
3034,   0.7468, 0.680969
3035,   0.7468, 0.675533
3036,   0.7468, 0.682776
3037,   0.7468, 0.678332
3038,   0.7468, 0.678328
3039,   0.7468, 0.682918
3040,   0.7468, 0.677832
3041,   0.7468, 0.677564
3042,   0.7468, 0.679691
3043,   0.7468, 0.678676
3044,   0.7468, 0.682529
3045,   0.7468, 0.679738
3046,   0.7468,  0.68342
3047,   0.7468, 0.684507
3048,   0.7468, 0.683139
3049,   0.7468, 0.675724
3050,   0.7468, 0.681668
3051,   0.7468, 0.678319
3052,   0.7468, 0.679423
3053,   0.7468, 0.681309
3054,   0.7468, 0.676233
3055,   0.7468, 0.674596
3056,   0.7468, 0.676127
3057,   0.7468, 0.682406
3058,   0.7468, 0.679021
3059,   0.7468, 0.677684
3060,   0.7468,     0.68
3061,   0.7468, 0.682091
3062,   0.7468, 0.679927
3063,   0.7468, 0.680721
3064,   0.7468, 0.680999
3065,   0.7468, 0.682642
3066,   0.7468, 0.676122
3067,   0.7468,  0.68125
3068,   0.7468, 0.679484
3069,   0.7468, 0.679363
3070,   0.7468, 0.680141
3071,   0.7468, 0.683291
3072,   0.7468, 0.679238
3073,   0.7468, 0.681309
3074,   0.7468, 0.681899
3075,   0.7468, 0.679249
3076,   0.7468, 0.681928
3077,   0.7468, 0.684685
3078,   0.7468, 0.678496
3079,   0.7468, 0.678809
3080,   0.7468, 0.681614
3081,   0.7468, 0.674815
3082,   0.7468, 0.678567
3083,   0.7468, 0.678448
3084,   0.7468, 0.681972
3085,   0.7468, 0.678407
3086,   0.7468, 0.681418
3087,   0.7468, 0.681464
3088,   0.7468, 0.674235
3089,   0.7468, 0.676729
3090,   0.7468, 0.677934
3091,   0.7468, 0.679667
3092,   0.7468, 0.679871
3093,   0.7468, 0.682387
3094,   0.7468, 0.681943
3095,   0.7468, 0.681159
3096,   0.7468, 0.686516
3097,   0.7468, 0.674172
3098,   0.7468, 0.678208
3099,   0.7468, 0.679136
3100,   0.7468, 0.676582
3101,   0.7468, 0.682754
3102,   0.7468, 0.680853
3103,   0.7468, 0.683554
3104,   0.7468, 0.681863
3105,   0.7468, 0.680227
3106,   0.7468,  0.67907
3107,   0.7468, 0.679023
3108,   0.7468, 0.681868
3109,   0.7468, 0.685119
3110,   0.7468, 0.676721
3111,   0.7468, 0.679577
3112,   0.7468, 0.683183
3113,   0.7468, 0.677663
3114,   0.7468, 0.676064
3115,   0.7468, 0.682211
3116,   0.7468, 0.677827
3117,   0.7468,  0.68226
3118,   0.7468, 0.679332
3119,   0.7468, 0.675851
3120,   0.7468, 0.678132
3121,   0.7468, 0.675538
3122,   0.7468, 0.679393
3123,   0.7468,   0.6845
3124,   0.7468, 0.680725
3125,   0.7468, 0.681425
3126,   0.7468, 0.678659
3127,   0.7468, 0.682237
3128,   0.7468,  0.67923
3129,   0.7468, 0.676435
3130,   0.7468, 0.680615
3131,   0.7468,  0.68173
3132,   0.7468, 0.678307
3133,   0.7468, 0.679223
3134,   0.7468, 0.681347
3135,   0.7468, 0.673205
3136,   0.7468, 0.678027
3137,   0.7468, 0.683048
3138,   0.7468, 0.677487
3139,   0.7468, 0.678858
3140,   0.7468, 0.677942
3141,   0.7468, 0.683064
3142,   0.7468,  0.68295
3143,   0.7468, 0.678364
3144,   0.7468, 0.680961
3145,   0.7468, 0.681117
3146,   0.7468, 0.677564
3147,   0.7468, 0.684823
3148,   0.7468, 0.681153
3149,   0.7468,  0.68195
3150,   0.7468, 0.679951
3151,   0.7468, 0.684218
3152,   0.7468, 0.674834
3153,   0.7468,  0.68408
3154,   0.7468, 0.680401
3155,   0.7468, 0.683209
3156,   0.7468, 0.678176
3157,   0.7468, 0.674723
3158,   0.7468, 0.684876
3159,   0.7468, 0.676864
3160,   0.7468, 0.683138
3161,   0.7468, 0.681962
3162,   0.7468, 0.677612
3163,   0.7468,  0.68172
3164,   0.7468, 0.681795
3165,   0.7468, 0.672531
3166,   0.7468, 0.678985
3167,   0.7468, 0.678285
3168,   0.7468, 0.680207
3169,   0.7468, 0.680958
3170,   0.7468, 0.676803
3171,   0.7468, 0.676278
3172,   0.7468, 0.680147
3173,   0.7468, 0.674876
3174,   0.7468, 0.679931
3175,   0.7468, 0.678503
3176,   0.7468, 0.678839
3177,   0.7468, 0.681315
3178,   0.7468, 0.679551
3179,   0.7468, 0.676172
3180,   0.7468, 0.679871
3181,   0.7468, 0.679044
3182,   0.7468, 0.678398
3183,   0.7468, 0.683045
3184,   0.7468, 0.680314
3185,   0.7468, 0.675587
3186,   0.7468,  0.68232
3187,   0.7468, 0.685355
3188,   0.7468, 0.681527
3189,   0.7468, 0.681532
3190,   0.7468, 0.680181
3191,   0.7468,  0.68368
3192,   0.7468, 0.677377
3193,   0.7468, 0.673369
3194,   0.7468, 0.679681
3195,   0.7468, 0.684742
3196,   0.7468, 0.681785
3197,   0.7468, 0.683702
3198,   0.7468, 0.678536
3199,   0.7468, 0.682171
3200,   0.7468, 0.680834
3201,   0.7468, 0.677541
3202,   0.7468, 0.682558
3203,   0.7468, 0.678646
3204,   0.7468, 0.674805
3205,   0.7468,  0.68377
3206,   0.7468, 0.679602
3207,   0.7468, 0.682672
3208,   0.7468, 0.676909
3209,   0.7468, 0.680332
3210,   0.7468,  0.67831
3211,   0.7468,  0.68223
3212,   0.7468, 0.680977
3213,   0.7468, 0.681475
3214,   0.7468, 0.675375
3215,   0.7468, 0.678074
3216,   0.7468, 0.681687
3217,   0.7468, 0.680739
3218,   0.7468, 0.680461
3219,   0.7468, 0.684676
3220,   0.7468, 0.681208
3221,   0.7468, 0.678803
3222,   0.7468, 0.684054
3223,   0.7468, 0.680663
3224,   0.7468, 0.679579
3225,   0.7468, 0.680868
3226,   0.7468, 0.674609
3227,   0.7468, 0.675316
3228,   0.7468, 0.682883
3229,   0.7468, 0.678773
3230,   0.7468, 0.683762
3231,   0.7468, 0.675433
3232,   0.7468, 0.672634
3233,   0.7468, 0.681009
3234,   0.7468, 0.684711
3235,   0.7468, 0.678999
3236,   0.7468, 0.682626
3237,   0.7468,   0.6763
3238,   0.7468, 0.675379
3239,   0.7468, 0.681267
3240,   0.7468, 0.677445
3241,   0.7468, 0.677846
3242,   0.7468, 0.678106
3243,   0.7468,  0.67618
3244,   0.7468, 0.679063
3245,   0.7468, 0.682792
3246,   0.7468, 0.677033
3247,   0.7468, 0.679499
3248,   0.7468, 0.683262
3249,   0.7468, 0.677073
3250,   0.7468, 0.678617
3251,   0.7468, 0.679889
3252,   0.7468, 0.677491
3253,   0.7468, 0.678661
3254,   0.7468, 0.677131
3255,   0.7469, 0.674025
3256,   0.7469, 0.679318
3257,   0.7469, 0.684085
3258,   0.7469, 0.679247
3259,   0.7469, 0.679276
3260,   0.7469, 0.681666
3261,   0.7469, 0.679412
3262,   0.7469,  0.68124
3263,   0.7469, 0.678879
3264,   0.7469, 0.681705
3265,   0.7469, 0.678991
3266,    0.747, 0.677313
3267,    0.747,  0.68062
3268,    0.747, 0.680432
3269,    0.747, 0.684565
3270,    0.747, 0.680956
3271,    0.747, 0.675668
3272,    0.747, 0.682395
3273,    0.747, 0.682302
3274,    0.747, 0.680285
3275,    0.747, 0.673172
3276,    0.747, 0.680071
3277,    0.747, 0.682028
3278,    0.747, 0.683795
3279,    0.747, 0.680953
3280,    0.747, 0.676007
3281,    0.747, 0.672417
3282,    0.747, 0.684398
3283,    0.747, 0.681921
3284,    0.747, 0.679074
3285,    0.747, 0.681229
3286,    0.747, 0.679098
3287,    0.747,  0.67366
3288,    0.747, 0.682478
3289,    0.747,  0.68178
3290,    0.747, 0.682845
3291,    0.747, 0.679394
3292,    0.747, 0.682369
3293,    0.747, 0.681656
3294,    0.747, 0.680205
3295,    0.747, 0.681217
3296,    0.747, 0.679562
3297,    0.747, 0.681302
3298,    0.747, 0.682572
3299,    0.747, 0.681494
3300,    0.747, 0.676943
3301,    0.747, 0.680702
3302,    0.747, 0.678949
3303,    0.747, 0.685197
3304,    0.747, 0.681897
3305,    0.747, 0.681934
3306,    0.747, 0.680826
3307,    0.747, 0.679165
3308,    0.747, 0.680602
3309,    0.747, 0.678268
3310,    0.747, 0.678238
3311,    0.747, 0.677682
3312,    0.747, 0.679913
3313,    0.747, 0.682228
3314,    0.747, 0.678609
3315,    0.747, 0.678683
3316,    0.747, 0.679294
3317,    0.747,   0.6819
3318,    0.747, 0.682527
3319,    0.747, 0.679421
3320,    0.747, 0.679879
3321,    0.747, 0.681614
3322,    0.747, 0.677754
3323,    0.747, 0.675704
3324,    0.747, 0.685666
3325,    0.747, 0.686179
3326,    0.747, 0.681169
3327,    0.747, 0.676446
3328,    0.747, 0.674875
3329,    0.747, 0.678573
3330,    0.747, 0.678765
3331,    0.747, 0.678705
3332,    0.747, 0.682699
3333,    0.747, 0.679976
3334,    0.747, 0.686233
3335,    0.747, 0.680643
3336,    0.747, 0.684367
3337,    0.747, 0.682592
3338,    0.747, 0.679251
3339,    0.747, 0.678541
3340,    0.747,  0.68223
3341,    0.747, 0.678324
3342,    0.747, 0.681885
3343,    0.747, 0.674022
3344,    0.747, 0.675695
3345,    0.747, 0.679103
3346,    0.747, 0.681701
3347,    0.747, 0.680596
3348,    0.747, 0.680905
3349,    0.747, 0.683092
3350,    0.747, 0.687583
3351,    0.747, 0.679959
3352,    0.747, 0.682149
3353,    0.747, 0.678962
3354,    0.747, 0.684624
3355,    0.747, 0.677557
3356,    0.747, 0.683928
3357,    0.747, 0.680227
3358,    0.747, 0.677872
3359,    0.747, 0.682369
3360,    0.747, 0.679725
3361,    0.747, 0.681029
3362,    0.747, 0.680836
3363,    0.747, 0.681556
3364,    0.747, 0.675728
3365,    0.747, 0.684597
3366,    0.747, 0.677584
3367,    0.747, 0.679368
3368,    0.747, 0.679019
3369,    0.747, 0.674696
3370,    0.747, 0.679365
3371,    0.747, 0.683303
3372,    0.747, 0.676161
3373,    0.747, 0.683031
3374,    0.747, 0.685192
3375,    0.747, 0.680013
3376,    0.747, 0.683939
3377,    0.747,  0.67682
3378,    0.747,  0.67866
3379,    0.747, 0.681988
3380,    0.747, 0.685479
3381,    0.747, 0.679065
3382,    0.747, 0.679532
3383,    0.747, 0.682233
3384,    0.747, 0.677881
3385,    0.747, 0.684989
3386,    0.747,  0.67879
3387,    0.747, 0.678759
3388,    0.747, 0.675255
3389,    0.747, 0.682495
3390,    0.747, 0.684218
3391,    0.747, 0.683801
3392,    0.747, 0.685306
3393,    0.747, 0.677942
3394,    0.747, 0.679665
3395,    0.747, 0.680328
3396,    0.747, 0.682205
3397,    0.747,  0.68116
3398,    0.747, 0.678412
3399,    0.747, 0.682979
3400,    0.747, 0.677262
3401,    0.747,  0.67803
3402,    0.747, 0.683723
3403,    0.747, 0.680289
3404,    0.747, 0.677242
3405,    0.747, 0.681464
3406,    0.747,  0.68258
3407,    0.747, 0.677777
3408,    0.747, 0.679035
3409,    0.747, 0.677336
3410,    0.747, 0.681455
3411,    0.747, 0.682281
3412,    0.747, 0.680477
3413,    0.747, 0.678918
3414,    0.747, 0.685916
3415,    0.747, 0.680608
3416,    0.747, 0.676834
3417,    0.747, 0.679221
3418,    0.747, 0.680648
3419,    0.747, 0.682092
3420,    0.747, 0.684009
3421,    0.747, 0.678928
3422,    0.747,  0.67895
3423,    0.747, 0.677408
3424,    0.747, 0.677754
3425,    0.747, 0.685459
3426,    0.747, 0.681533
3427,    0.747,  0.67832
3428,    0.747, 0.681504
3429,    0.747, 0.680597
3430,    0.747, 0.680516
3431,    0.747, 0.680355
3432,    0.747, 0.677858
