gen, tournament_scalar_twopoint_best, tournament_scalar_twopoint_ave
2794,   0.7615, 0.697137
2795,   0.7615, 0.695948
2796,   0.7615, 0.692394
2797,   0.7615, 0.696246
2798,   0.7615, 0.696006
2799,   0.7615, 0.692481
2800,   0.7615, 0.695823
2801,   0.7615, 0.697904
2802,   0.7615, 0.699529
2803,   0.7615, 0.695316
2804,   0.7615, 0.695991
2805,   0.7615, 0.696875
2806,   0.7615,  0.69554
2807,   0.7615, 0.698076
2808,   0.7615, 0.696479
2809,   0.7615, 0.697923
2810,   0.7615, 0.697275
2811,   0.7615,  0.69341
2812,   0.7615, 0.694543
2813,   0.7615, 0.698891
2814,   0.7615, 0.697329
2815,   0.7615, 0.700082
2816,   0.7615, 0.696268
2817,   0.7615, 0.693292
2818,   0.7615,   0.6954
2819,   0.7615, 0.693682
2820,   0.7615, 0.700835
2821,   0.7615, 0.696661
2822,   0.7615, 0.693742
2823,   0.7615, 0.692246
2824,   0.7615,  0.69702
2825,   0.7615, 0.696949
2826,   0.7615, 0.700098
2827,   0.7615, 0.694264
2828,   0.7615,  0.69609
2829,   0.7615, 0.700635
2830,   0.7615, 0.698388
2831,   0.7615, 0.696054
2832,   0.7615, 0.694817
2833,   0.7615, 0.694624
2834,   0.7615, 0.692844
2835,   0.7615, 0.697037
2836,   0.7615, 0.696923
2837,   0.7615,  0.69556
2838,   0.7615, 0.696785
2839,   0.7615, 0.691364
2840,   0.7615, 0.694258
2841,   0.7615, 0.692706
2842,   0.7615, 0.693769
2843,   0.7615, 0.691454
2844,   0.7615, 0.696632
2845,   0.7615, 0.700075
2846,   0.7615, 0.696095
2847,   0.7615, 0.697715
2848,   0.7615, 0.696744
2849,   0.7615, 0.695772
2850,   0.7615, 0.695532
2851,   0.7615, 0.698321
2852,   0.7615,  0.69523
2853,   0.7615, 0.694654
2854,   0.7615, 0.695033
2855,   0.7615, 0.694284
2856,   0.7615,  0.69142
2857,   0.7615, 0.696529
2858,   0.7615, 0.692177
2859,   0.7615, 0.694165
2860,   0.7615, 0.693079
2861,   0.7615, 0.697141
2862,   0.7615, 0.695267
2863,   0.7615, 0.697434
2864,   0.7615, 0.695025
2865,   0.7615, 0.697275
2866,   0.7615, 0.698426
2867,   0.7615, 0.693553
2868,   0.7615, 0.694454
2869,   0.7615, 0.693153
2870,   0.7615, 0.693922
2871,   0.7615, 0.694967
2872,   0.7615, 0.700259
2873,   0.7615, 0.698898
2874,   0.7615, 0.700495
2875,   0.7615, 0.693901
2876,   0.7615, 0.696052
2877,   0.7615, 0.690966
2878,   0.7615, 0.692296
2879,   0.7615,  0.69111
2880,   0.7615, 0.692179
2881,   0.7615, 0.698593
2882,   0.7615,  0.69468
2883,   0.7615, 0.695502
2884,   0.7615, 0.688215
2885,   0.7615, 0.690711
2886,   0.7615, 0.692061
2887,   0.7615, 0.693711
2888,   0.7615, 0.694289
2889,   0.7615, 0.695111
2890,   0.7615, 0.698382
2891,   0.7615, 0.699287
2892,   0.7615, 0.699839
2893,   0.7615,  0.69474
2894,   0.7615, 0.695577
2895,   0.7615, 0.691595
2896,   0.7615, 0.694547
2897,   0.7615, 0.698736
2898,   0.7615, 0.693476
2899,   0.7615,  0.69699
2900,   0.7615, 0.694236
2901,   0.7615, 0.690706
2902,   0.7615, 0.696798
2903,   0.7615,  0.69416
2904,   0.7615, 0.697143
2905,   0.7615, 0.692934
2906,   0.7615, 0.692912
2907,   0.7615, 0.693072
2908,   0.7615,  0.69581
2909,   0.7615, 0.696737
2910,   0.7615, 0.692998
2911,   0.7615, 0.690777
2912,   0.7615, 0.696019
2913,   0.7615, 0.695388
2914,   0.7615, 0.696163
2915,   0.7615, 0.692879
2916,   0.7615, 0.695458
2917,   0.7615, 0.692637
2918,   0.7615, 0.695954
2919,   0.7615, 0.696377
2920,   0.7615, 0.694485
2921,   0.7615, 0.695874
2922,   0.7615, 0.692593
2923,   0.7615, 0.693097
2924,   0.7615, 0.689099
2925,   0.7615, 0.696875
2926,   0.7615, 0.697689
2927,   0.7615, 0.698067
2928,   0.7615,  0.69778
2929,   0.7615, 0.698235
2930,   0.7615, 0.696181
2931,   0.7615,  0.69376
2932,   0.7615, 0.695491
2933,   0.7615, 0.694094
2934,   0.7615, 0.693267
2935,   0.7615, 0.695451
2936,   0.7615, 0.695389
2937,   0.7615, 0.689818
2938,   0.7615, 0.695517
2939,   0.7615,  0.69433
2940,   0.7619, 0.699818
2941,   0.7619, 0.694773
2942,   0.7619, 0.694719
2943,   0.7619, 0.697021
2944,   0.7619, 0.695843
2945,   0.7619, 0.694187
2946,   0.7619, 0.693844
2947,   0.7619, 0.690567
2948,   0.7619, 0.691322
2949,   0.7619, 0.692518
2950,   0.7619, 0.692734
2951,   0.7619, 0.696921
2952,   0.7619, 0.692927
2953,   0.7619,  0.69421
2954,   0.7619, 0.693371
2955,   0.7619, 0.694655
2956,   0.7619,  0.69812
2957,   0.7619, 0.699246
2958,   0.7619, 0.696809
2959,   0.7619, 0.696778
2960,   0.7619, 0.691052
2961,   0.7619, 0.691563
2962,   0.7619, 0.688115
2963,   0.7619,  0.68953
2964,   0.7619, 0.691507
2965,   0.7619, 0.690718
2966,   0.7619, 0.692368
2967,   0.7619, 0.692462
2968,   0.7619, 0.693348
2969,   0.7619, 0.694159
2970,   0.7619, 0.694525
2971,   0.7619, 0.696386
2972,   0.7619,  0.69379
2973,   0.7619, 0.693407
2974,   0.7619, 0.692176
2975,   0.7619, 0.692129
2976,   0.7619, 0.690982
2977,   0.7619, 0.690822
2978,   0.7619,  0.69573
2979,   0.7619, 0.695435
2980,   0.7619, 0.694576
2981,   0.7619, 0.688477
2982,   0.7619, 0.691277
2983,   0.7619, 0.692207
2984,   0.7619, 0.689927
2985,   0.7619, 0.693012
2986,   0.7619, 0.692921
2987,   0.7619, 0.692957
2988,   0.7619, 0.695675
2989,   0.7619,  0.69228
2990,   0.7619, 0.693846
2991,   0.7619, 0.692229
2992,   0.7619,   0.6944
2993,   0.7619, 0.691054
2994,   0.7619, 0.690054
2995,   0.7619, 0.691299
2996,   0.7619, 0.695321
2997,   0.7619, 0.696428
2998,   0.7619, 0.696911
2999,   0.7619, 0.695462
3000,   0.7619, 0.698309
3001,   0.7619,  0.69903
3002,   0.7619,  0.69678
3003,   0.7619, 0.693898
3004,   0.7619,  0.69293
3005,   0.7619, 0.690293
3006,   0.7619, 0.693047
3007,   0.7619, 0.694795
3008,   0.7619, 0.686614
3009,   0.7619, 0.693622
3010,   0.7619, 0.690606
3011,   0.7619, 0.691611
3012,   0.7619, 0.693499
3013,   0.7619, 0.698334
3014,   0.7619, 0.691234
3015,   0.7619, 0.691828
3016,   0.7619, 0.690243
3017,   0.7619, 0.689613
3018,   0.7619, 0.694055
3019,   0.7619, 0.691611
3020,   0.7619, 0.693782
3021,   0.7619, 0.697384
3022,   0.7619, 0.696276
3023,   0.7619,  0.69633
3024,   0.7619, 0.693689
3025,   0.7619, 0.694652
3026,   0.7619, 0.692141
3027,   0.7619, 0.691565
3028,   0.7619,  0.69266
3029,   0.7619, 0.694152
3030,   0.7619, 0.695286
3031,   0.7619, 0.696187
3032,   0.7619, 0.695215
3033,   0.7619, 0.698424
3034,   0.7619, 0.696518
3035,   0.7619, 0.697514
3036,   0.7619, 0.696892
3037,   0.7619, 0.694516
3038,   0.7619, 0.690108
3039,   0.7619,   0.6962
3040,   0.7619, 0.694674
3041,   0.7619, 0.696751
3042,   0.7619, 0.697631
3043,   0.7619, 0.692479
3044,   0.7619, 0.693222
3045,   0.7619, 0.698338
3046,   0.7619, 0.692981
3047,   0.7619, 0.694642
3048,   0.7619, 0.695326
3049,   0.7619, 0.691472
3050,   0.7619, 0.690988
3051,   0.7619, 0.689527
3052,   0.7619, 0.691436
3053,   0.7619, 0.695347
3054,   0.7619, 0.696916
3055,   0.7619, 0.690763
3056,   0.7619,  0.69258
3057,   0.7619, 0.691275
3058,   0.7619, 0.699137
3059,   0.7619, 0.694992
3060,   0.7619, 0.693599
3061,   0.7619, 0.696473
3062,   0.7619, 0.691682
3063,   0.7619, 0.696267
3064,   0.7619,  0.69147
3065,   0.7619, 0.694126
3066,   0.7619, 0.688956
3067,   0.7619, 0.690257
3068,   0.7619, 0.692158
3069,   0.7619, 0.692368
3070,   0.7619, 0.692276
3071,   0.7619, 0.696894
3072,   0.7619, 0.699417
3073,   0.7619, 0.695648
3074,   0.7619, 0.696773
3075,   0.7619,  0.69643
3076,   0.7619, 0.692493
3077,   0.7619, 0.691923
3078,   0.7619,  0.69335
3079,   0.7619, 0.695423
3080,   0.7619, 0.690901
3081,   0.7619, 0.698777
3082,   0.7619, 0.695359
3083,   0.7619, 0.694503
3084,   0.7619, 0.695509
3085,   0.7619, 0.691482
3086,   0.7619, 0.694409
3087,   0.7619, 0.697796
3088,   0.7619, 0.693368
3089,   0.7619, 0.691081
3090,   0.7619, 0.689895
3091,   0.7619, 0.694328
3092,   0.7619, 0.691494
3093,   0.7619, 0.693421
3094,   0.7619, 0.694147
3095,   0.7619, 0.692512
3096,   0.7619, 0.690027
3097,   0.7619,  0.69454
3098,   0.7619, 0.695776
3099,   0.7619, 0.690687
3100,   0.7619, 0.689574
3101,   0.7619, 0.695735
3102,   0.7619, 0.695682
3103,   0.7619, 0.697939
3104,   0.7619, 0.695001
3105,   0.7619, 0.697741
3106,   0.7619, 0.694329
3107,   0.7619, 0.693964
3108,   0.7619, 0.696037
3109,   0.7619, 0.690753
3110,   0.7619, 0.691951
3111,   0.7619, 0.691305
3112,   0.7619,  0.69276
3113,   0.7619, 0.692649
3114,   0.7619,  0.69139
3115,   0.7619, 0.690667
3116,   0.7619, 0.690688
3117,   0.7619, 0.694456
3118,   0.7619, 0.692765
3119,   0.7598,  0.69328
3120,   0.7598, 0.690768
3121,   0.7598, 0.692243
3122,   0.7598, 0.696169
3123,   0.7598, 0.695035
3124,   0.7598, 0.688586
3125,   0.7598, 0.696739
3126,   0.7598, 0.696868
3127,   0.7598, 0.697002
3128,   0.7598, 0.694094
3129,   0.7598, 0.693144
3130,   0.7598, 0.688669
3131,   0.7598, 0.691621
3132,   0.7598, 0.694596
3133,   0.7598, 0.690134
3134,   0.7598, 0.695759
3135,   0.7598, 0.691615
3136,   0.7598, 0.687516
3137,   0.7598, 0.691113
3138,   0.7598, 0.695575
3139,   0.7598, 0.693715
3140,   0.7598,  0.69062
3141,   0.7598, 0.693457
3142,   0.7598, 0.693557
3143,   0.7598, 0.691861
3144,   0.7598, 0.697451
3145,   0.7598, 0.685643
3146,   0.7598, 0.690992
3147,   0.7598, 0.691323
3148,   0.7598, 0.692214
3149,   0.7598, 0.695459
3150,   0.7598, 0.692376
3151,   0.7598, 0.693485
3152,   0.7598, 0.691158
3153,   0.7598, 0.697421
3154,   0.7598, 0.695711
3155,   0.7598, 0.693587
3156,   0.7598, 0.691757
3157,   0.7598, 0.686698
3158,   0.7598, 0.685574
3159,   0.7598, 0.691723
3160,   0.7598, 0.692085
3161,   0.7598,  0.69251
3162,   0.7598, 0.697853
3163,   0.7598, 0.687449
3164,   0.7598, 0.692487
3165,   0.7598, 0.694554
3166,   0.7607, 0.695239
3167,   0.7607, 0.692538
3168,   0.7607, 0.692276
3169,   0.7607, 0.692931
3170,   0.7607, 0.695138
3171,   0.7607, 0.690044
3172,   0.7607, 0.697618
3173,   0.7607, 0.694993
3174,   0.7607, 0.697345
3175,   0.7607,  0.69568
3176,   0.7607, 0.695775
3177,   0.7607, 0.691465
3178,   0.7607, 0.690906
3179,   0.7607,  0.69369
3180,   0.7607, 0.691745
3181,   0.7607, 0.689523
3182,   0.7607, 0.689589
3183,   0.7607, 0.686206
3184,   0.7607, 0.696358
3185,   0.7607, 0.696822
3186,   0.7607, 0.694824
3187,   0.7607, 0.689777
3188,   0.7607, 0.691722
3189,   0.7607, 0.693462
3190,   0.7607, 0.689497
3191,   0.7607, 0.693725
3192,   0.7607, 0.693103
3193,   0.7607, 0.692252
3194,   0.7607, 0.696167
3195,   0.7607, 0.692644
3196,   0.7607, 0.688208
3197,   0.7607, 0.700276
3198,   0.7607, 0.695104
3199,   0.7607, 0.696942
3200,   0.7607,  0.69413
3201,   0.7607, 0.688536
3202,   0.7607, 0.691473
3203,   0.7607, 0.689914
3204,   0.7607, 0.690948
3205,   0.7607, 0.699118
3206,   0.7607, 0.697192
3207,   0.7607, 0.695073
3208,   0.7607,  0.69582
3209,   0.7607, 0.694526
3210,   0.7607,  0.69365
3211,   0.7607, 0.696169
3212,   0.7607, 0.698372
3213,   0.7607, 0.695089
3214,   0.7607, 0.693241
3215,   0.7607, 0.695231
3216,   0.7607, 0.693527
3217,   0.7607, 0.696062
3218,   0.7607,  0.69673
3219,   0.7607, 0.693108
3220,   0.7607, 0.692744
3221,   0.7607, 0.696297
3222,   0.7607, 0.697915
3223,   0.7607, 0.696518
3224,   0.7607, 0.699627
3225,   0.7607, 0.692563
3226,   0.7607, 0.695474
3227,   0.7607, 0.693946
3228,   0.7607, 0.693928
3229,   0.7607, 0.695203
3230,   0.7607, 0.695714
3231,   0.7607, 0.694248
3232,   0.7607, 0.693331
3233,   0.7607, 0.689647
3234,   0.7607, 0.690942
3235,   0.7607, 0.696776
3236,   0.7607, 0.694534
3237,   0.7607, 0.694094
3238,   0.7607,  0.69299
3239,   0.7607, 0.688252
3240,   0.7607, 0.691457
3241,   0.7607, 0.694397
3242,   0.7607, 0.694849
3243,   0.7607, 0.694819
3244,   0.7607, 0.694505
3245,   0.7607, 0.689819
3246,   0.7607, 0.692314
3247,   0.7607, 0.696033
3248,   0.7607,  0.69275
3249,   0.7607, 0.693993
3250,   0.7607, 0.692555
3251,   0.7607, 0.692581
3252,   0.7607, 0.691293
3253,   0.7607, 0.690539
3254,   0.7607, 0.693597
3255,   0.7607, 0.693653
3256,   0.7607, 0.691458
3257,   0.7607, 0.695098
3258,   0.7607, 0.695153
3259,   0.7607, 0.695188
3260,   0.7607, 0.690895
3261,   0.7607, 0.687113
3262,   0.7607, 0.691959
3263,   0.7607, 0.690451
3264,   0.7607,  0.69194
3265,   0.7607,  0.69049
3266,   0.7607, 0.693193
3267,   0.7607, 0.698159
3268,   0.7607, 0.692464
3269,   0.7607, 0.692737
3270,   0.7607, 0.695052
3271,   0.7607, 0.698852
3272,   0.7607, 0.691789
3273,   0.7607, 0.693239
3274,   0.7607, 0.694687
3275,   0.7607, 0.694839
3276,   0.7607, 0.695683
3277,   0.7607,  0.69345
3278,   0.7607, 0.693265
3279,   0.7607, 0.694978
3280,   0.7607,  0.69228
3281,   0.7607, 0.694639
3282,   0.7607, 0.692872
3283,   0.7607, 0.697308
3284,   0.7607, 0.693192
3285,   0.7607, 0.696011
3286,   0.7607, 0.697464
3287,   0.7607,  0.69623
3288,   0.7607,  0.69199
3289,   0.7607, 0.692357
3290,   0.7607, 0.691083
3291,   0.7607, 0.687627
3292,   0.7607, 0.690912
3293,   0.7607, 0.700668
3294,   0.7607, 0.692795
3295,   0.7607, 0.695628
3296,   0.7607, 0.693811
3297,   0.7607, 0.693576
3298,   0.7607,  0.69686
3299,   0.7607,  0.69357
3300,   0.7607, 0.698826
3301,   0.7607, 0.692921
3302,   0.7607, 0.695148
3303,   0.7607, 0.693263
3304,   0.7607, 0.696765
3305,   0.7607, 0.702352
3306,   0.7607, 0.696517
3307,   0.7607,  0.69411
3308,   0.7607,  0.69522
3309,   0.7607, 0.694884
3310,   0.7607, 0.698592
3311,   0.7607, 0.692716
3312,   0.7607, 0.695723
3313,   0.7607, 0.693889
3314,   0.7607, 0.699142
3315,   0.7607, 0.693402
3316,   0.7607, 0.696714
3317,   0.7607, 0.690206
3318,   0.7607, 0.689104
3319,   0.7607, 0.690999
3320,   0.7607,  0.69355
3321,   0.7607, 0.692537
3322,   0.7607,  0.69089
3323,   0.7607, 0.690268
3324,   0.7607, 0.690996
3325,   0.7606, 0.694274
3326,   0.7606, 0.692849
3327,   0.7606, 0.695561
3328,   0.7606,  0.68886
3329,   0.7606, 0.688402
3330,   0.7606, 0.687931
3331,   0.7606, 0.688071
3332,   0.7606, 0.691918
3333,   0.7606, 0.695221
3334,   0.7606, 0.692262
3335,   0.7606, 0.694595
3336,   0.7606, 0.695011
3337,   0.7606, 0.690971
3338,   0.7606,   0.6929
3339,   0.7606, 0.698056
3340,   0.7606, 0.694183
3341,   0.7606, 0.694525
3342,   0.7606, 0.697211
3343,   0.7606, 0.695226
3344,   0.7606, 0.689136
3345,   0.7606, 0.692177
3346,   0.7606, 0.693025
3347,   0.7606, 0.698118
3348,   0.7606, 0.695331
3349,   0.7606, 0.688655
3350,   0.7606, 0.692986
3351,   0.7606, 0.688081
3352,   0.7606, 0.691031
3353,   0.7606, 0.690367
3354,   0.7606, 0.693506
3355,   0.7606, 0.689571
3356,   0.7606, 0.690033
3357,   0.7606, 0.689113
3358,   0.7606, 0.690342
3359,   0.7606, 0.694288
3360,   0.7606, 0.690798
3361,   0.7606, 0.695497
3362,   0.7606, 0.692648
3363,   0.7606, 0.689509
3364,   0.7606, 0.695584
3365,   0.7606, 0.695589
3366,   0.7606, 0.690264
3367,   0.7606, 0.692021
3368,   0.7606, 0.690811
3369,   0.7606, 0.690505
3370,   0.7606,  0.69322
3371,   0.7606, 0.694568
3372,   0.7606, 0.694892
3373,   0.7606, 0.693614
3374,   0.7606, 0.693287
3375,   0.7606, 0.687882
3376,   0.7606, 0.694159
3377,   0.7606, 0.694089
3378,   0.7606, 0.695108
3379,   0.7606, 0.693129
3380,   0.7606, 0.697851
3381,   0.7606, 0.694275
3382,   0.7606, 0.694917
3383,   0.7606, 0.692602
3384,   0.7624, 0.696086
3385,   0.7624, 0.696302
3386,   0.7624,  0.69617
3387,   0.7624, 0.693006
3388,   0.7624, 0.694915
3389,   0.7624, 0.695816
3390,   0.7624, 0.695883
3391,   0.7624, 0.694627
3392,   0.7624, 0.696504
3393,   0.7624, 0.694345
3394,   0.7624, 0.695675
3395,   0.7624, 0.694016
3396,   0.7624, 0.695473
3397,   0.7624,  0.69159
3398,   0.7624,  0.69426
3399,   0.7624, 0.691441
3400,   0.7624, 0.697071
3401,   0.7624, 0.691285
3402,   0.7624, 0.693823
3403,   0.7624, 0.693994
3404,   0.7624, 0.696563
3405,   0.7624, 0.695175
3406,   0.7624, 0.690327
3407,   0.7624, 0.689631
3408,   0.7624, 0.693834
3409,   0.7624, 0.693659
3410,   0.7624, 0.693013
3411,   0.7624, 0.688986
3412,   0.7624, 0.690629
3413,   0.7624, 0.686748
3414,   0.7624, 0.687963
3415,   0.7624,  0.69377
3416,   0.7624, 0.694432
3417,   0.7624, 0.692933
3418,   0.7624, 0.698437
3419,   0.7624, 0.691004
3420,   0.7624, 0.690243
3421,   0.7624, 0.690294
3422,   0.7624, 0.694959
3423,   0.7616, 0.691682
3424,   0.7616, 0.693323
3425,   0.7616, 0.690466
3426,   0.7616, 0.695726
3427,   0.7616, 0.693137
3428,   0.7616, 0.693717
3429,   0.7616, 0.698527
3430,   0.7616, 0.694269
3431,   0.7616, 0.694273
3432,   0.7616, 0.696058
3433,   0.7616, 0.696053
3434,   0.7616, 0.697651
3435,   0.7616, 0.694319
3436,   0.7616, 0.695054
3437,   0.7616, 0.694491
3438,   0.7616, 0.691522
3439,   0.7616,  0.69359
3440,   0.7616, 0.696469
3441,   0.7616, 0.693989
3442,   0.7616, 0.694259
3443,   0.7616, 0.692895
3444,   0.7616,  0.69623
3445,   0.7616, 0.692294
3446,   0.7616, 0.693489
3447,   0.7616, 0.690018
3448,   0.7616, 0.687192
3449,   0.7616, 0.688723
3450,   0.7616, 0.691896
3451,   0.7616, 0.691738
3452,   0.7616, 0.689389
3453,   0.7616, 0.693379
3454,   0.7616, 0.694806
3455,   0.7616, 0.696207
3456,   0.7616, 0.692687
3457,   0.7616, 0.692164
3458,   0.7616, 0.694046
3459,   0.7616, 0.689049
3460,   0.7616, 0.693108
3461,   0.7616, 0.691746
3462,   0.7616, 0.693776
3463,   0.7616, 0.693857
3464,   0.7616, 0.691674
3465,   0.7616, 0.687743
3466,   0.7616, 0.692218
3467,   0.7616, 0.693221
3468,   0.7616, 0.695234
3469,   0.7616, 0.694253
3470,   0.7616, 0.693446
3471,   0.7616, 0.691592
3472,   0.7616, 0.694264
3473,   0.7618, 0.695236
3474,   0.7618, 0.691051
3475,   0.7618, 0.687162
3476,   0.7618, 0.689209
3477,   0.7618, 0.697105
3478,   0.7618, 0.696474
3479,   0.7618, 0.691303
3480,   0.7618, 0.695942
3481,   0.7618, 0.694861
3482,   0.7618,  0.69512
3483,   0.7618, 0.694929
3484,   0.7618, 0.692648
3485,   0.7618, 0.693983
3486,   0.7618, 0.696545
3487,   0.7618, 0.695065
3488,   0.7618, 0.697616
3489,   0.7618, 0.693279
3490,   0.7618, 0.694173
3491,   0.7618, 0.695599
3492,   0.7618, 0.695687
3493,   0.7618, 0.690069
3494,   0.7618, 0.693164
3495,   0.7618, 0.694557
3496,   0.7618, 0.698018
3497,   0.7618, 0.694457
3498,   0.7618, 0.690817
3499,   0.7618, 0.687632
3500,   0.7618,  0.69332
3501,   0.7618, 0.696539
3502,   0.7618,  0.69343
3503,   0.7618, 0.695442
3504,   0.7618, 0.697084
3505,   0.7618, 0.691159
3506,   0.7618, 0.693956
3507,   0.7618, 0.693081
3508,   0.7618, 0.695477
3509,   0.7618, 0.695417
3510,   0.7618, 0.698869
3511,   0.7618, 0.691542
3512,   0.7618, 0.690759
3513,   0.7618,  0.69379
3514,   0.7618, 0.689569
3515,   0.7618, 0.693671
3516,   0.7618, 0.692677
3517,   0.7618, 0.688634
3518,   0.7618, 0.691746
3519,   0.7618, 0.686378
3520,   0.7618, 0.686277
3521,   0.7618, 0.692562
3522,   0.7618, 0.693286
3523,   0.7618, 0.695338
3524,   0.7618, 0.692635
3525,   0.7618, 0.695032
3526,   0.7618, 0.691248
3527,   0.7618, 0.688166
3528,   0.7618, 0.695358
3529,   0.7618, 0.687768
3530,   0.7618,  0.68865
3531,   0.7618, 0.691932
3532,   0.7618, 0.693166
3533,   0.7618, 0.694374
3534,   0.7618, 0.691871
3535,   0.7618, 0.692286
3536,   0.7618, 0.693462
3537,   0.7618, 0.694571
3538,   0.7618, 0.690042
3539,   0.7618, 0.690671
3540,   0.7618,  0.69146
3541,   0.7618, 0.689373
3542,   0.7618, 0.689279
3543,   0.7618, 0.690484
3544,   0.7618, 0.694114
3545,   0.7618, 0.693199
3546,   0.7618, 0.690539
3547,   0.7618, 0.693809
3548,   0.7618, 0.693679
3549,   0.7618, 0.692837
3550,   0.7618, 0.692717
3551,   0.7618, 0.691458
3552,   0.7618, 0.694687
3553,   0.7618,  0.69345
3554,   0.7618, 0.695165
3555,   0.7618, 0.694155
3556,   0.7618, 0.692735
3557,   0.7618, 0.687996
3558,   0.7618, 0.687968
3559,   0.7618, 0.693326
3560,   0.7618,  0.69342
3561,   0.7618, 0.691379
3562,   0.7618, 0.693316
3563,   0.7618, 0.692082
3564,   0.7618, 0.695676
3565,   0.7618, 0.694156
3566,   0.7618, 0.696526
3567,   0.7618, 0.694267
3568,   0.7618, 0.694755
3569,   0.7618, 0.699978
3570,   0.7618, 0.694077
3571,   0.7618,  0.69308
3572,   0.7618, 0.692306
3573,   0.7618, 0.690521
3574,   0.7618, 0.692289
3575,   0.7618, 0.697978
3576,   0.7618, 0.694803
3577,   0.7618, 0.694551
3578,   0.7618,   0.6938
3579,   0.7618, 0.692986
3580,   0.7618,   0.6914
3581,   0.7618, 0.693263
3582,   0.7618, 0.691022
3583,   0.7618, 0.691972
3584,   0.7618, 0.691926
3585,   0.7618, 0.693476
3586,   0.7618, 0.696052
3587,   0.7618, 0.692348
3588,   0.7618, 0.690123
3589,   0.7618, 0.691734
3590,   0.7618, 0.692247
3591,   0.7618, 0.694708
3592,   0.7618, 0.689469
3593,   0.7618, 0.690558
3594,   0.7618,  0.69001
3595,   0.7618, 0.690562
3596,   0.7618,  0.69354
3597,   0.7618, 0.690849
3598,   0.7618, 0.690693
3599,   0.7618, 0.696329
3600,   0.7618, 0.691216
3601,   0.7618,  0.69089
3602,   0.7618, 0.691734
3603,   0.7618, 0.690114
3604,   0.7618, 0.693735
3605,   0.7618, 0.692955
3606,   0.7618, 0.693289
3607,   0.7618, 0.690489
3608,   0.7618, 0.692545
3609,   0.7618,  0.68766
3610,   0.7618, 0.689421
3611,   0.7618, 0.696135
3612,   0.7618, 0.695316
3613,   0.7618, 0.691478
3614,   0.7618,  0.69586
3615,   0.7618, 0.691898
3616,   0.7618, 0.692811
3617,   0.7618, 0.689789
3618,   0.7618, 0.692362
3619,   0.7618, 0.688617
3620,   0.7618, 0.692698
3621,   0.7618, 0.691317
3622,   0.7618, 0.698752
3623,   0.7618, 0.692337
3624,   0.7618, 0.690916
3625,   0.7618, 0.693731
3626,   0.7618, 0.693111
3627,   0.7618, 0.689073
3628,   0.7618, 0.690574
3629,   0.7618, 0.689705
3630,   0.7618, 0.694359
3631,   0.7618, 0.690145
3632,   0.7618, 0.694291
3633,   0.7618, 0.699085
3634,   0.7618, 0.691128
3635,   0.7618, 0.692588
3636,   0.7618, 0.691495
3637,   0.7618,  0.69277
3638,   0.7618, 0.688832
3639,   0.7628, 0.689586
3640,   0.7628, 0.688353
3641,   0.7628, 0.690243
3642,   0.7628, 0.690817
3643,   0.7628,   0.6887
3644,   0.7628, 0.692429
3645,   0.7628, 0.692932
3646,   0.7628,  0.69366
3647,   0.7628, 0.692743
3648,   0.7628, 0.697569
3649,   0.7628, 0.696913
3650,   0.7628, 0.693884
3651,   0.7628,  0.69377
3652,   0.7628,  0.69229
3653,   0.7628, 0.697365
3654,   0.7628, 0.695513
3655,   0.7628, 0.696665
3656,   0.7628, 0.690398
3657,   0.7628, 0.690079
3658,   0.7628, 0.687211
3659,   0.7628, 0.690361
3660,   0.7628, 0.694526
3661,   0.7628, 0.696654
3662,   0.7628, 0.693732
3663,   0.7628, 0.688789
3664,   0.7628, 0.694746
3665,   0.7628, 0.693424
3666,   0.7628,  0.69734
3667,   0.7628, 0.693586
3668,   0.7628, 0.696735
3669,   0.7628, 0.691799
3670,   0.7628, 0.691948
3671,   0.7628, 0.689677
3672,   0.7628, 0.690785
3673,   0.7628, 0.691431
3674,   0.7628,  0.69592
3675,   0.7628, 0.690863
3676,   0.7628, 0.694912
3677,   0.7628, 0.692074
3678,   0.7628, 0.692613
3679,   0.7628, 0.690585
3680,   0.7628, 0.691266
3681,   0.7628, 0.693138
3682,    0.761, 0.689936
3683,    0.761,  0.69572
3684,    0.761, 0.692373
3685,    0.761, 0.686734
3686,   0.7648,  0.69083
3687,   0.7648, 0.688661
3688,   0.7648, 0.692474
3689,   0.7648, 0.692979
3690,   0.7648, 0.694872
3691,   0.7648, 0.696469
3692,   0.7648, 0.688637
3693,   0.7648, 0.691878
3694,   0.7648, 0.694633
3695,   0.7648, 0.693563
3696,   0.7648, 0.696162
3697,   0.7648, 0.692511
3698,   0.7648,  0.69216
3699,   0.7648, 0.689731
3700,   0.7648, 0.693049
3701,   0.7648, 0.692963
3702,   0.7648, 0.693502
3703,   0.7629, 0.693264
3704,   0.7629, 0.696267
3705,   0.7629, 0.692578
3706,   0.7629, 0.688655
3707,   0.7629, 0.695617
3708,   0.7629, 0.694283
3709,   0.7629, 0.692308
3710,   0.7629, 0.688962
3711,   0.7629, 0.689953
3712,   0.7629, 0.688828
3713,   0.7629, 0.689931
3714,   0.7629, 0.696926
3715,   0.7629, 0.690139
3716,   0.7629, 0.693597
3717,   0.7629, 0.692243
3718,   0.7629, 0.691221
3719,   0.7629, 0.694572
3720,   0.7629, 0.692056
3721,   0.7629, 0.695044
3722,   0.7629, 0.690195
3723,   0.7629, 0.693956
3724,   0.7629, 0.691241
