gen, tournament_scalar_twopoint_best, tournament_scalar_twopoint_ave
3725,   0.7629, 0.690449
3726,   0.7629,  0.69036
3727,   0.7629, 0.698933
3728,   0.7629, 0.695151
3729,   0.7629,   0.6956
3730,   0.7629, 0.696583
3731,   0.7629, 0.695948
3732,   0.7629, 0.695496
3733,   0.7629, 0.693363
3734,   0.7629,  0.69612
3735,   0.7629, 0.695804
3736,   0.7629, 0.696017
3737,   0.7629, 0.694278
3738,   0.7629, 0.695392
3739,   0.7629, 0.693042
3740,   0.7629, 0.690357
3741,   0.7629, 0.693667
3742,   0.7629, 0.692468
3743,   0.7629,  0.69487
3744,   0.7629, 0.696207
3745,   0.7629, 0.697379
3746,   0.7629, 0.696831
3747,   0.7629, 0.694401
3748,   0.7629, 0.693097
3749,   0.7629, 0.696013
3750,   0.7629, 0.694195
3751,   0.7629, 0.690354
3752,   0.7629, 0.694334
3753,   0.7629, 0.690283
3754,   0.7629, 0.692116
3755,   0.7629, 0.692487
3756,   0.7629, 0.693047
3757,   0.7629, 0.690777
3758,   0.7629, 0.689337
3759,   0.7629, 0.693621
3760,   0.7629, 0.696896
3761,   0.7629, 0.696986
3762,   0.7629, 0.695731
3763,   0.7629, 0.694106
3764,   0.7629, 0.691071
3765,   0.7629, 0.693942
3766,   0.7629, 0.695932
3767,   0.7629, 0.696027
3768,   0.7629, 0.692907
3769,   0.7629,  0.69395
3770,   0.7629, 0.689898
3771,   0.7629, 0.691655
3772,   0.7629, 0.688834
3773,   0.7629, 0.691981
3774,   0.7629, 0.693402
3775,   0.7629, 0.688062
3776,   0.7629, 0.698427
3777,   0.7629, 0.695244
3778,   0.7629,  0.69437
3779,   0.7629, 0.690223
3780,   0.7629, 0.691516
3781,   0.7629, 0.693036
3782,   0.7629, 0.692952
3783,   0.7629, 0.696566
3784,   0.7629, 0.694716
3785,   0.7629, 0.695176
3786,   0.7629, 0.698043
3787,   0.7629, 0.695835
3788,   0.7629, 0.686977
3789,   0.7629, 0.693632
3790,   0.7629,  0.68965
3791,   0.7629, 0.693395
3792,   0.7629, 0.694366
3793,   0.7629, 0.689879
3794,   0.7629,  0.69292
3795,   0.7629, 0.693421
3796,   0.7629,  0.69402
3797,   0.7629, 0.695679
3798,   0.7629, 0.689899
3799,   0.7629, 0.695823
3800,   0.7629, 0.700161
3801,   0.7629, 0.697475
3802,   0.7629, 0.694252
3803,   0.7629, 0.690574
3804,   0.7629,  0.68935
3805,   0.7629, 0.695027
3806,   0.7629, 0.693927
3807,   0.7629,  0.69781
3808,   0.7629, 0.695319
3809,   0.7629,  0.69415
3810,   0.7629, 0.699138
3811,   0.7629, 0.696346
3812,   0.7629, 0.697775
3813,   0.7629, 0.693286
3814,   0.7629, 0.692603
3815,   0.7629, 0.693468
3816,   0.7629, 0.686929
3817,   0.7608, 0.694096
3818,   0.7608, 0.696073
3819,   0.7608, 0.691649
3820,   0.7608, 0.692759
3821,   0.7608, 0.693106
3822,   0.7608, 0.693545
3823,   0.7608, 0.695811
3824,   0.7608, 0.690528
3825,   0.7608, 0.696345
3826,   0.7608, 0.693377
3827,   0.7608, 0.690697
3828,   0.7608, 0.693018
3829,   0.7608, 0.692674
3830,   0.7608, 0.698023
3831,   0.7608,  0.69157
3832,   0.7608,  0.68906
3833,   0.7608, 0.693627
3834,   0.7608, 0.689179
3835,   0.7608, 0.697461
3836,   0.7608, 0.692887
3837,   0.7608, 0.697948
3838,   0.7608, 0.692544
3839,   0.7608, 0.693316
3840,   0.7608, 0.701251
3841,   0.7608, 0.694879
3842,   0.7608,  0.68943
3843,   0.7608, 0.694466
3844,   0.7608, 0.691638
3845,   0.7608, 0.693595
3846,   0.7608, 0.697046
3847,   0.7608, 0.689946
3848,   0.7608, 0.690784
3849,   0.7608, 0.689413
3850,   0.7608, 0.693122
3851,   0.7608, 0.692939
3852,   0.7608, 0.696942
3853,   0.7608, 0.695784
3854,   0.7608, 0.697425
3855,   0.7608, 0.694295
3856,   0.7608, 0.697501
3857,   0.7608, 0.697634
3858,   0.7608,  0.69834
3859,   0.7608, 0.696186
3860,   0.7608, 0.694698
3861,   0.7608, 0.692777
3862,   0.7608, 0.695484
3863,   0.7608, 0.695642
3864,   0.7608, 0.689316
3865,   0.7608, 0.689816
3866,   0.7608, 0.696346
3867,   0.7608, 0.697627
3868,   0.7608, 0.696154
3869,   0.7608, 0.693637
3870,   0.7608, 0.690764
3871,   0.7608, 0.690518
3872,   0.7608, 0.690472
3873,   0.7608, 0.689651
3874,   0.7608, 0.690775
3875,   0.7608, 0.696015
3876,   0.7608, 0.691412
3877,   0.7608, 0.690593
3878,   0.7608, 0.693503
3879,   0.7608, 0.693599
3880,   0.7608, 0.692865
3881,   0.7608, 0.698379
3882,   0.7608,  0.69115
3883,   0.7608,  0.69321
3884,   0.7608, 0.695147
3885,   0.7608, 0.694213
3886,   0.7608, 0.690614
3887,   0.7608, 0.694203
3888,   0.7608, 0.695729
3889,   0.7608, 0.696551
3890,   0.7608, 0.691895
3891,   0.7608, 0.693919
3892,   0.7608, 0.689034
3893,   0.7608, 0.689113
3894,   0.7608, 0.688269
3895,   0.7608, 0.691227
3896,   0.7608, 0.698685
3897,   0.7608, 0.699386
3898,   0.7608, 0.694105
3899,   0.7608, 0.696648
3900,   0.7608, 0.694772
3901,   0.7608, 0.695764
3902,   0.7608, 0.690198
3903,   0.7647, 0.687652
3904,   0.7647, 0.692119
3905,   0.7647, 0.692831
3906,   0.7647, 0.689251
3907,   0.7647, 0.690256
3908,   0.7647, 0.691208
3909,   0.7647, 0.694504
3910,   0.7647, 0.697065
3911,   0.7647, 0.694643
3912,   0.7647, 0.699045
3913,   0.7647, 0.695051
3914,   0.7647, 0.697682
3915,   0.7647, 0.687076
3916,   0.7647, 0.689782
3917,   0.7647, 0.690427
3918,   0.7647, 0.686132
3919,   0.7647, 0.692291
3920,   0.7647, 0.691995
3921,   0.7647, 0.695054
3922,   0.7647, 0.692196
3923,   0.7647, 0.689818
3924,   0.7647, 0.689988
3925,   0.7647, 0.692106
3926,   0.7647, 0.694361
3927,   0.7647, 0.692365
3928,   0.7647, 0.691138
3929,   0.7647, 0.690195
3930,   0.7647, 0.688879
3931,   0.7647, 0.690975
3932,   0.7647, 0.691379
3933,   0.7647, 0.693829
3934,   0.7647, 0.688212
3935,   0.7647, 0.694379
3936,   0.7647, 0.694259
3937,   0.7647, 0.696072
3938,   0.7647, 0.697846
3939,   0.7647, 0.697851
3940,   0.7647, 0.695813
3941,   0.7647, 0.693467
3942,   0.7647, 0.697661
3943,   0.7647, 0.693976
3944,   0.7647, 0.695751
3945,   0.7647, 0.695351
3946,   0.7647, 0.693218
3947,   0.7647,  0.69334
3948,   0.7647, 0.693262
3949,   0.7647, 0.691582
3950,   0.7647, 0.694155
3951,   0.7647, 0.695958
3952,   0.7647,  0.69394
3953,   0.7647, 0.695446
3954,   0.7647,  0.69492
3955,    0.762,  0.69466
3956,    0.762, 0.696988
3957,    0.762, 0.697257
3958,    0.762, 0.695399
3959,    0.762, 0.696873
3960,    0.762, 0.694773
3961,    0.762, 0.691553
3962,    0.762, 0.688478
3963,    0.762, 0.692535
3964,    0.762, 0.690987
3965,    0.762, 0.692197
3966,    0.762, 0.688774
3967,    0.762, 0.688791
3968,    0.762, 0.688176
3969,    0.762, 0.691944
3970,    0.762, 0.693757
3971,    0.762, 0.688288
3972,    0.762, 0.693173
3973,    0.762, 0.693788
3974,    0.762, 0.692538
3975,    0.762, 0.687929
3976,    0.762, 0.696572
3977,    0.762, 0.693422
3978,    0.762, 0.697191
3979,    0.762, 0.694192
3980,    0.762, 0.691101
3981,    0.762, 0.690683
3982,    0.762, 0.694951
3983,    0.762, 0.693864
3984,    0.762, 0.693222
3985,    0.762, 0.693276
3986,    0.762, 0.689682
3987,    0.762, 0.691317
3988,    0.762, 0.695965
3989,    0.762, 0.697182
3990,    0.762, 0.693431
3991,    0.762, 0.695552
3992,    0.762, 0.691252
3993,    0.762, 0.690828
3994,    0.762, 0.693476
3995,    0.762, 0.694225
3996,    0.762, 0.690988
3997,    0.762, 0.689557
3998,    0.762, 0.689434
3999,    0.762, 0.690429
4000,    0.762, 0.691635
