gen, tournament_scalar_uniform_best, tournament_scalar_uniform_ave
1868,    0.834, 0.752139
1869,    0.834, 0.748203
1870,    0.834, 0.755907
1871,    0.834, 0.753177
1872,    0.834, 0.755642
1873,    0.834, 0.749711
1874,    0.834, 0.756153
1875,    0.834, 0.756935
1876,    0.834, 0.747534
1877,    0.834, 0.750335
1878,    0.834, 0.756044
1879,    0.834, 0.747352
1880,    0.834, 0.750018
1881,    0.834, 0.758079
1882,    0.834, 0.754063
1883,    0.834, 0.747329
1884,    0.834, 0.752956
1885,    0.834, 0.743693
1886,    0.834, 0.752758
1887,    0.834, 0.752124
1888,    0.834, 0.755242
1889,    0.834, 0.751474
1890,    0.834, 0.752878
1891,    0.834, 0.749964
1892,    0.834,  0.74975
1893,    0.834, 0.754214
1894,    0.834, 0.749143
1895,    0.834, 0.749409
1896,    0.834, 0.750322
1897,    0.834, 0.752855
1898,    0.834, 0.750045
1899,    0.834, 0.753599
1900,    0.834, 0.747913
1901,    0.834, 0.753989
1902,    0.834, 0.752966
1903,    0.834, 0.753012
1904,    0.834,  0.74777
1905,    0.834, 0.749858
1906,    0.834, 0.752114
1907,    0.834, 0.753799
1908,    0.834, 0.751975
1909,    0.834, 0.751395
1910,    0.834,  0.74729
1911,    0.834, 0.750533
1912,    0.834, 0.748999
1913,    0.834, 0.751897
1914,    0.834, 0.759488
1915,    0.834, 0.751745
1916,    0.834, 0.753992
1917,   0.8382, 0.744298
1918,   0.8382, 0.755119
1919,   0.8382, 0.748287
1920,   0.8382, 0.751787
1921,   0.8382, 0.751237
1922,   0.8382, 0.752613
1923,   0.8382, 0.744614
1924,   0.8382, 0.746467
1925,   0.8382, 0.750117
1926,   0.8382, 0.748793
1927,   0.8382, 0.754185
1928,   0.8382, 0.758155
1929,   0.8382, 0.751487
1930,   0.8382, 0.749205
1931,   0.8382, 0.749399
1932,   0.8382, 0.753225
1933,   0.8382, 0.748625
1934,   0.8382, 0.756944
1935,   0.8382, 0.756525
1936,   0.8382, 0.746881
1937,   0.8382, 0.749979
1938,   0.8382, 0.756355
1939,   0.8382, 0.756417
1940,   0.8382, 0.755491
1941,   0.8382, 0.751801
1942,   0.8382,  0.74854
1943,   0.8382, 0.751311
1944,   0.8382, 0.753226
1945,   0.8382, 0.755311
1946,   0.8382, 0.755975
1947,   0.8382, 0.749336
1948,   0.8382, 0.752974
1949,   0.8382,  0.75732
1950,   0.8382, 0.753081
1951,   0.8382, 0.754783
1952,   0.8382, 0.751858
1953,   0.8382, 0.758163
1954,   0.8382, 0.746934
1955,   0.8382, 0.745106
1956,   0.8382, 0.745595
1957,   0.8382,  0.75312
1958,   0.8382, 0.755924
1959,   0.8382, 0.746778
1960,   0.8382, 0.755175
1961,   0.8382,  0.75731
1962,   0.8382, 0.752632
1963,   0.8382, 0.750743
1964,   0.8382, 0.751742
1965,   0.8382, 0.753061
1966,   0.8382, 0.755717
1967,   0.8382, 0.756109
1968,   0.8382,  0.75536
1969,   0.8382, 0.752699
1970,   0.8382, 0.748177
1971,   0.8366,  0.75541
1972,   0.8366, 0.753977
1973,   0.8366, 0.745954
1974,   0.8366, 0.751604
1975,   0.8366, 0.750866
1976,   0.8366, 0.750478
1977,   0.8366, 0.759777
1978,   0.8366, 0.756515
1979,   0.8366, 0.757041
1980,   0.8366, 0.752952
1981,   0.8366, 0.752982
1982,   0.8347, 0.751155
1983,   0.8347, 0.746321
1984,   0.8347, 0.751939
1985,   0.8347, 0.753911
1986,   0.8347, 0.749373
1987,   0.8347, 0.754125
1988,   0.8347, 0.753144
1989,   0.8347, 0.748057
1990,   0.8347, 0.749036
1991,   0.8347, 0.754393
1992,   0.8347, 0.750451
1993,   0.8347, 0.755777
1994,   0.8347, 0.752791
1995,   0.8347, 0.754472
1996,   0.8347, 0.756698
1997,   0.8347, 0.747645
1998,   0.8347, 0.754654
1999,   0.8347, 0.746519
2000,   0.8385, 0.752348
2001,   0.8385, 0.754229
2002,   0.8385, 0.756976
2003,   0.8385, 0.750768
2004,   0.8385, 0.752853
2005,   0.8385, 0.754475
2006,   0.8385, 0.745568
2007,   0.8385, 0.755781
2008,   0.8385, 0.755265
2009,   0.8385,  0.75314
2010,   0.8385, 0.756992
2011,   0.8385,  0.75473
2012,   0.8385, 0.757408
2013,   0.8385,  0.74619
2014,   0.8385, 0.749664
2015,   0.8385, 0.747722
2016,   0.8385, 0.748878
2017,   0.8385, 0.760766
2018,   0.8385, 0.754506
2019,   0.8385, 0.755268
2020,   0.8385, 0.751078
2021,   0.8385, 0.752733
2022,   0.8385, 0.755957
2023,   0.8385, 0.754267
2024,   0.8385, 0.752543
2025,   0.8385, 0.749659
2026,   0.8385, 0.750979
2027,   0.8385, 0.757667
2028,   0.8385, 0.748783
2029,   0.8385, 0.750136
2030,   0.8385, 0.751013
2031,   0.8385, 0.749466
2032,   0.8385, 0.757717
2033,   0.8385, 0.760735
2034,   0.8385, 0.754092
2035,   0.8385,  0.75395
2036,   0.8385, 0.757941
2037,   0.8385, 0.753672
2038,   0.8385, 0.748163
2039,   0.8385, 0.759773
2040,   0.8385, 0.754777
2041,   0.8385, 0.755269
2042,   0.8385,  0.75482
2043,   0.8385, 0.753179
2044,   0.8385, 0.751871
2045,   0.8385, 0.755608
2046,   0.8385, 0.749155
2047,   0.8385, 0.756931
2048,   0.8385,  0.75316
2049,   0.8385, 0.752864
2050,   0.8385, 0.758477
2051,   0.8385, 0.756768
2052,   0.8385, 0.758369
2053,   0.8395, 0.754589
2054,   0.8395, 0.753719
2055,   0.8395, 0.749661
2056,   0.8395, 0.750984
2057,   0.8395, 0.748064
2058,   0.8395,  0.75154
2059,     0.84, 0.751773
2060,     0.84, 0.750244
2061,     0.84, 0.758716
2062,     0.84, 0.756628
2063,     0.84, 0.758992
2064,     0.84, 0.751329
2065,   0.8359, 0.757034
2066,   0.8359, 0.754798
2067,   0.8359, 0.751296
2068,   0.8359, 0.750901
2069,   0.8359, 0.749997
2070,   0.8359, 0.751879
2071,   0.8359, 0.754016
2072,   0.8359, 0.751806
2073,   0.8359, 0.754163
2074,   0.8359, 0.753623
2075,   0.8359, 0.754034
2076,   0.8359, 0.761891
2077,   0.8359, 0.761185
2078,   0.8359,  0.76139
2079,   0.8359, 0.754208
2080,   0.8359, 0.752384
2081,   0.8359, 0.756043
2082,   0.8359, 0.754346
2083,   0.8359, 0.759679
2084,   0.8359, 0.756069
2085,   0.8359,  0.75403
2086,   0.8359, 0.754245
2087,   0.8359, 0.755975
2088,   0.8359, 0.752574
2089,   0.8359,  0.75353
2090,   0.8359, 0.754276
2091,   0.8359, 0.751197
2092,   0.8359, 0.755961
2093,   0.8359, 0.754443
2094,   0.8359, 0.751718
2095,   0.8359, 0.755259
2096,   0.8359,  0.75943
2097,   0.8359, 0.760964
2098,   0.8359, 0.759159
2099,   0.8359, 0.759215
2100,   0.8359, 0.753735
2101,   0.8359, 0.758815
2102,   0.8359,  0.75343
2103,   0.8359,  0.75658
2104,   0.8359,  0.75366
2105,   0.8359, 0.752048
2106,   0.8359, 0.756519
2107,   0.8359, 0.752204
2108,   0.8359, 0.756162
2109,   0.8359,  0.75342
2110,   0.8359, 0.758387
2111,   0.8359, 0.752074
2112,   0.8359, 0.750752
2113,   0.8359,  0.75506
2114,   0.8359, 0.756643
2115,   0.8359, 0.753975
2116,   0.8359, 0.756344
2117,   0.8359, 0.761752
2118,   0.8359, 0.757176
2119,   0.8359, 0.754629
2120,   0.8359, 0.755264
2121,   0.8359, 0.752794
2122,   0.8359, 0.756653
2123,   0.8359, 0.753529
2124,   0.8359, 0.753409
2125,   0.8359, 0.755972
2126,   0.8359, 0.752786
2127,   0.8359, 0.751886
2128,   0.8359,  0.75128
2129,   0.8359, 0.756387
2130,   0.8361, 0.752841
2131,   0.8361, 0.756368
2132,   0.8361, 0.751001
2133,   0.8361,  0.75532
2134,   0.8361, 0.757149
2135,   0.8361, 0.759532
2136,   0.8361, 0.752792
2137,   0.8361, 0.751351
2138,   0.8361, 0.751665
2139,   0.8361, 0.758219
2140,   0.8361, 0.757297
2141,   0.8361, 0.753483
2142,   0.8361, 0.753235
2143,   0.8361, 0.755561
2144,   0.8361, 0.758788
2145,   0.8361, 0.759131
2146,   0.8361, 0.757423
2147,   0.8361,  0.75337
2148,   0.8361, 0.753592
2149,   0.8361, 0.750874
2150,   0.8361, 0.752364
2151,   0.8361, 0.755683
2152,   0.8361, 0.754507
2153,   0.8361,  0.75547
2154,   0.8361, 0.752214
2155,   0.8361, 0.751719
2156,   0.8361, 0.754266
2157,   0.8361, 0.761228
2158,   0.8361, 0.755184
2159,   0.8361, 0.752886
2160,   0.8361, 0.755406
2161,   0.8361, 0.753578
2162,   0.8361, 0.756091
2163,   0.8361, 0.756328
2164,   0.8361, 0.756224
2165,   0.8361, 0.752808
2166,   0.8361, 0.752559
2167,   0.8361, 0.753404
2168,   0.8361, 0.756091
2169,   0.8361,  0.75366
2170,   0.8361, 0.750531
2171,   0.8361, 0.753766
2172,   0.8361, 0.763339
2173,   0.8361, 0.755745
2174,   0.8361, 0.750628
2175,   0.8361, 0.752992
2176,   0.8361, 0.756616
2177,   0.8361, 0.755289
2178,   0.8361, 0.749703
2179,   0.8361, 0.749421
2180,   0.8361,  0.75005
2181,   0.8363, 0.754879
2182,   0.8363, 0.749685
2183,   0.8363, 0.752931
2184,   0.8363, 0.756639
2185,   0.8363,  0.75204
2186,   0.8363, 0.753605
2187,   0.8363, 0.754125
2188,   0.8363, 0.747313
2189,   0.8363, 0.747772
2190,   0.8363,  0.74904
2191,   0.8363, 0.748589
2192,   0.8363, 0.751117
2193,   0.8363, 0.760891
2194,   0.8363, 0.749654
2195,   0.8363, 0.748398
2196,   0.8363, 0.756637
2197,   0.8363,  0.75322
2198,   0.8363, 0.750018
2199,   0.8363, 0.750041
2200,   0.8363, 0.748856
2201,   0.8363, 0.758036
2202,   0.8363, 0.751463
2203,   0.8363, 0.753399
2204,   0.8363, 0.755179
2205,   0.8363,  0.75412
2206,   0.8363,  0.75074
2207,   0.8363, 0.755089
2208,   0.8363, 0.746256
2209,   0.8363, 0.751674
2210,   0.8363,  0.74605
2211,   0.8363, 0.751289
2212,   0.8363, 0.757199
2213,   0.8363, 0.750735
2214,   0.8363, 0.754079
2215,   0.8363, 0.755343
2216,   0.8363, 0.747573
2217,   0.8363, 0.750017
2218,   0.8363, 0.746377
2219,   0.8363, 0.753242
2220,   0.8382, 0.754248
2221,   0.8382, 0.749537
2222,   0.8369, 0.750287
2223,   0.8369, 0.755103
2224,   0.8382, 0.756822
2225,   0.8408, 0.747844
2226,   0.8408,  0.75473
2227,   0.8408, 0.751459
2228,   0.8408, 0.755639
2229,   0.8408, 0.752088
2230,   0.8408, 0.754828
2231,   0.8408, 0.749251
2232,   0.8408, 0.757644
2233,   0.8408, 0.755005
2234,   0.8408, 0.749439
2235,   0.8408, 0.751755
2236,   0.8408, 0.756725
2237,   0.8408, 0.748594
2238,   0.8408, 0.750704
2239,   0.8408, 0.756145
2240,   0.8408, 0.750449
2241,   0.8408, 0.757402
2242,   0.8408, 0.753728
2243,   0.8408, 0.754457
2244,   0.8408, 0.751139
2245,   0.8408, 0.756167
2246,   0.8408, 0.755194
2247,   0.8408, 0.750113
2248,   0.8408, 0.754757
2249,   0.8408,  0.75253
2250,   0.8408, 0.755252
2251,   0.8408, 0.752992
2252,   0.8408,  0.75685
2253,   0.8408, 0.753659
2254,   0.8408, 0.753471
2255,   0.8408, 0.750742
2256,   0.8408, 0.758613
2257,   0.8408, 0.757042
2258,   0.8408, 0.752671
2259,   0.8408, 0.757147
2260,   0.8408, 0.748169
2261,   0.8408, 0.752776
2262,   0.8408, 0.746319
2263,   0.8387, 0.751871
2264,   0.8387, 0.757609
2265,   0.8387, 0.750227
2266,   0.8387,  0.74887
2267,   0.8387, 0.754444
2268,   0.8387, 0.744852
2269,   0.8387, 0.746741
2270,   0.8387, 0.749669
2271,   0.8387, 0.751096
2272,   0.8387, 0.754661
2273,   0.8387, 0.747383
2274,   0.8387, 0.742716
2275,   0.8428, 0.749148
2276,   0.8428, 0.745378
2277,   0.8428, 0.748028
2278,   0.8402, 0.752011
2279,   0.8402, 0.751227
2280,   0.8402, 0.750253
2281,   0.8402, 0.749493
2282,   0.8402, 0.757076
2283,   0.8402, 0.751767
2284,   0.8402, 0.752394
2285,   0.8402, 0.752486
2286,   0.8402, 0.754511
2287,   0.8402,  0.75641
2288,   0.8402, 0.754284
2289,   0.8402, 0.750615
2290,   0.8402, 0.754815
2291,   0.8402, 0.752086
2292,   0.8402, 0.753909
2293,   0.8402, 0.748142
2294,   0.8402, 0.750423
2295,   0.8402, 0.750021
2296,   0.8402, 0.752386
2297,   0.8402, 0.748387
2298,   0.8402, 0.746952
2299,   0.8402, 0.744695
2300,   0.8402, 0.748519
2301,   0.8402, 0.756674
2302,   0.8402, 0.752941
2303,   0.8402, 0.749093
2304,   0.8402, 0.750944
2305,   0.8402, 0.750228
2306,   0.8402,  0.75149
2307,   0.8402, 0.754582
2308,   0.8402, 0.749329
2309,   0.8402, 0.749418
2310,   0.8402, 0.754146
2311,   0.8402, 0.748814
2312,   0.8402, 0.746252
2313,   0.8402, 0.750553
2314,   0.8402, 0.745815
2315,   0.8402,  0.74763
2316,   0.8402, 0.752583
2317,   0.8402, 0.751876
2318,   0.8402, 0.750344
2319,   0.8402,  0.75085
2320,   0.8397, 0.757171
2321,   0.8397, 0.753799
2322,   0.8397, 0.750096
2323,   0.8397, 0.753375
2324,   0.8397,  0.75216
2325,   0.8397, 0.753097
2326,   0.8397, 0.748865
2327,   0.8397, 0.751993
2328,   0.8397, 0.756099
2329,   0.8397,  0.75758
2330,   0.8397, 0.749752
2331,   0.8397,  0.75003
2332,   0.8397, 0.754769
2333,   0.8397, 0.752915
2334,   0.8397, 0.751825
2335,   0.8397, 0.755621
2336,   0.8397, 0.758092
2337,   0.8397,  0.75465
2338,   0.8397, 0.755787
2339,   0.8397, 0.749561
2340,   0.8397, 0.751654
2341,   0.8397, 0.752137
2342,   0.8397, 0.749576
2343,   0.8397, 0.749893
2344,   0.8397, 0.750262
2345,   0.8397,  0.75966
2346,   0.8397, 0.755005
2347,   0.8397, 0.753737
2348,   0.8397, 0.756072
2349,   0.8397, 0.750237
2350,   0.8397, 0.753169
2351,   0.8397, 0.752027
2352,   0.8397, 0.754896
2353,   0.8397, 0.755047
2354,   0.8391, 0.747742
2355,   0.8391, 0.749816
2356,   0.8391, 0.743985
2357,   0.8391, 0.750431
2358,   0.8391,  0.74944
2359,   0.8391, 0.755881
2360,   0.8391, 0.751981
2361,   0.8391, 0.747465
2362,   0.8391, 0.751038
2363,   0.8391, 0.748105
2364,   0.8391, 0.745483
2365,   0.8391, 0.744207
2366,   0.8391, 0.753358
2367,   0.8391, 0.749782
2368,   0.8391, 0.751702
2369,   0.8391, 0.751019
2370,   0.8391, 0.748716
2371,   0.8391, 0.751713
2372,   0.8391, 0.752738
2373,   0.8429, 0.751376
2374,   0.8429, 0.750866
2375,   0.8429, 0.746546
2376,   0.8429, 0.746441
2377,   0.8429, 0.752616
2378,   0.8429, 0.752519
2379,   0.8429, 0.749865
2380,   0.8429, 0.755661
2381,   0.8429, 0.760398
2382,   0.8429, 0.749516
2383,   0.8429, 0.758964
2384,   0.8429, 0.748615
2385,   0.8429, 0.756752
2386,   0.8429, 0.757433
2387,   0.8429, 0.755125
2388,   0.8429, 0.747767
2389,   0.8429, 0.754603
2390,   0.8429, 0.752546
2391,   0.8429, 0.749185
2392,   0.8429, 0.750427
2393,   0.8429, 0.755026
2394,   0.8429,  0.75274
2395,   0.8429, 0.747531
2396,   0.8429, 0.754195
2397,   0.8429, 0.757486
2398,   0.8429,   0.7567
2399,   0.8429, 0.753193
2400,   0.8429, 0.752307
2401,   0.8429, 0.755789
2402,   0.8429, 0.755776
2403,   0.8429, 0.756214
2404,   0.8429, 0.751681
2405,   0.8429, 0.756697
2406,   0.8429, 0.757978
2407,   0.8429, 0.755934
2408,   0.8429, 0.758402
2409,   0.8429, 0.752421
2410,   0.8429, 0.752037
2411,   0.8429, 0.754894
2412,   0.8429, 0.753523
2413,   0.8429, 0.758127
2414,   0.8429, 0.754166
2415,   0.8429, 0.762363
2416,   0.8429, 0.754411
2417,   0.8429, 0.751961
2418,   0.8429, 0.749373
2419,   0.8429, 0.751693
2420,   0.8429, 0.752921
2421,   0.8429, 0.756679
2422,   0.8429, 0.753533
2423,   0.8429, 0.751445
2424,   0.8429, 0.756959
2425,   0.8429, 0.752286
2426,   0.8429, 0.752752
2427,   0.8429, 0.756772
2428,   0.8429, 0.757898
2429,   0.8429, 0.753963
2430,   0.8429, 0.757743
2431,   0.8429, 0.752092
2432,   0.8429, 0.754973
2433,   0.8429, 0.755385
2434,   0.8429, 0.758502
2435,   0.8429, 0.756186
2436,   0.8429, 0.758519
2437,   0.8429, 0.751414
2438,   0.8429, 0.752748
2439,   0.8429, 0.758495
2440,   0.8429, 0.750887
2441,   0.8429, 0.753736
2442,   0.8429, 0.753146
2443,   0.8429, 0.755744
2444,   0.8429, 0.758512
2445,   0.8429, 0.753543
2446,   0.8429, 0.757653
2447,   0.8429, 0.758597
2448,   0.8429, 0.759316
2449,   0.8429, 0.752964
2450,   0.8429,  0.75537
2451,   0.8429, 0.752872
2452,   0.8429, 0.754277
2453,   0.8429, 0.753972
2454,   0.8429, 0.753153
2455,   0.8429, 0.750917
2456,   0.8429, 0.749507
2457,   0.8429, 0.752455
2458,   0.8429, 0.751697
2459,   0.8429, 0.751983
2460,   0.8429,  0.75825
2461,   0.8429, 0.751966
2462,   0.8429, 0.756605
2463,   0.8429, 0.751773
2464,   0.8429,  0.75242
2465,   0.8429, 0.758777
2466,   0.8429, 0.753407
2467,   0.8429, 0.756311
2468,   0.8429, 0.759142
2469,   0.8429, 0.755016
2470,   0.8429, 0.755982
2471,   0.8429, 0.753735
2472,   0.8429, 0.755555
2473,   0.8429,  0.75511
2474,   0.8429, 0.752568
2475,   0.8429, 0.759728
2476,   0.8429, 0.757045
2477,   0.8429, 0.755039
2478,   0.8429, 0.753448
2479,   0.8429, 0.755935
2480,   0.8429, 0.754525
2481,   0.8429, 0.756818
2482,   0.8429, 0.752676
2483,   0.8429, 0.749375
2484,   0.8429,  0.75665
2485,   0.8429, 0.762452
2486,   0.8429, 0.754986
2487,   0.8429, 0.754825
2488,   0.8429,  0.75021
2489,   0.8429, 0.753381
2490,   0.8429, 0.758608
2491,   0.8429, 0.755022
2492,   0.8429, 0.746077
2493,   0.8429, 0.752564
2494,   0.8429, 0.754866
2495,   0.8429, 0.758773
2496,   0.8429, 0.751789
2497,   0.8429, 0.752052
2498,   0.8429, 0.753537
2499,   0.8429, 0.753026
2500,   0.8429, 0.755745
2501,   0.8429, 0.754806
2502,   0.8429, 0.756311
2503,   0.8429, 0.748878
2504,   0.8429, 0.756615
2505,   0.8429, 0.750071
2506,   0.8429, 0.755539
2507,   0.8429, 0.755129
2508,   0.8429, 0.756576
2509,   0.8429, 0.751271
2510,   0.8429, 0.757838
2511,   0.8429, 0.754683
2512,   0.8422, 0.755927
2513,   0.8422, 0.760323
2514,   0.8422, 0.752679
2515,   0.8422, 0.753155
2516,   0.8422, 0.749254
2517,   0.8422, 0.759924
2518,   0.8422, 0.757385
2519,   0.8422, 0.754467
2520,   0.8422, 0.759015
2521,   0.8422, 0.757092
2522,   0.8422, 0.757384
2523,   0.8422, 0.756811
2524,   0.8422, 0.752508
2525,   0.8422, 0.754185
2526,   0.8422, 0.756669
2527,   0.8422, 0.757692
2528,   0.8422, 0.755247
2529,   0.8422, 0.754577
2530,   0.8422, 0.754854
2531,   0.8422, 0.751886
2532,   0.8422,  0.75774
2533,   0.8422, 0.759284
2534,   0.8428, 0.748004
2535,   0.8428, 0.754529
2536,   0.8428, 0.752267
2537,   0.8428, 0.747261
2538,   0.8428, 0.757393
2539,   0.8428, 0.760502
2540,   0.8428, 0.761197
2541,   0.8428, 0.749439
2542,   0.8428, 0.746575
2543,   0.8428, 0.753538
2544,   0.8428, 0.750561
2545,   0.8428, 0.746604
2546,   0.8428, 0.756942
2547,   0.8428, 0.754097
2548,   0.8428, 0.755616
2549,   0.8428, 0.754409
2550,   0.8428, 0.752067
2551,   0.8428, 0.752978
2552,   0.8428, 0.758931
2553,   0.8428, 0.752625
2554,   0.8428, 0.752896
2555,   0.8428, 0.754812
2556,   0.8428, 0.749268
2557,   0.8428, 0.752762
2558,   0.8428, 0.755947
2559,   0.8428, 0.754672
2560,   0.8428, 0.749049
2561,   0.8428, 0.753738
2562,   0.8428, 0.754773
2563,   0.8428, 0.751764
2564,   0.8428, 0.750857
2565,   0.8428, 0.748102
2566,   0.8428, 0.752216
2567,   0.8428, 0.757394
2568,   0.8428, 0.749024
2569,   0.8428, 0.756274
2570,   0.8428, 0.755784
2571,   0.8428, 0.746371
2572,   0.8428, 0.750145
2573,   0.8428, 0.749421
2574,   0.8428, 0.748815
2575,   0.8428,  0.75233
2576,   0.8428, 0.755687
2577,   0.8428, 0.757885
2578,   0.8428, 0.750067
2579,   0.8428, 0.754489
2580,   0.8428, 0.746642
2581,   0.8428, 0.757518
2582,   0.8428, 0.758507
2583,   0.8428, 0.751863
2584,   0.8428, 0.754105
2585,   0.8428, 0.755103
2586,   0.8428, 0.756558
2587,   0.8428, 0.757268
2588,   0.8428,  0.75553
2589,   0.8428, 0.749298
2590,   0.8428, 0.756983
2591,   0.8428, 0.754873
2592,   0.8428, 0.756061
2593,   0.8428, 0.753657
2594,   0.8428, 0.754191
2595,   0.8428, 0.752238
2596,   0.8419, 0.751225
2597,   0.8419, 0.752663
2598,   0.8419, 0.754963
2599,   0.8419, 0.754695
2600,   0.8419, 0.756024
2601,   0.8419, 0.758643
2602,   0.8419, 0.753002
2603,   0.8419, 0.754947
2604,   0.8419, 0.751537
2605,   0.8419,  0.75393
2606,   0.8419, 0.747748
2607,   0.8419, 0.747729
2608,   0.8419, 0.745799
2609,   0.8419, 0.756001
2610,   0.8419, 0.748502
2611,   0.8419, 0.753033
2612,   0.8419, 0.762309
2613,   0.8419, 0.751295
2614,   0.8419, 0.746373
2615,   0.8419, 0.754648
2616,   0.8419, 0.753457
2617,   0.8419, 0.751797
2618,   0.8419, 0.752661
2619,   0.8433, 0.754318
2620,   0.8433, 0.752737
2621,   0.8433, 0.751392
2622,   0.8433, 0.750565
2623,   0.8433, 0.750269
2624,   0.8433, 0.748911
2625,   0.8433, 0.755108
2626,   0.8433,  0.75428
2627,   0.8433, 0.754047
2628,   0.8433, 0.756299
2629,   0.8433, 0.756388
2630,   0.8433, 0.752283
2631,   0.8433, 0.752365
2632,   0.8433, 0.750317
2633,   0.8433, 0.754933
2634,   0.8433, 0.752098
2635,   0.8433, 0.754701
2636,   0.8433, 0.758073
2637,   0.8433, 0.754374
2638,   0.8433, 0.751727
2639,   0.8433,  0.75421
2640,   0.8433, 0.755704
2641,   0.8433, 0.749526
2642,   0.8433,  0.75283
2643,   0.8433, 0.751608
2644,   0.8433, 0.751243
2645,   0.8433, 0.752704
2646,   0.8433, 0.752661
2647,   0.8433,  0.74325
2648,   0.8433, 0.750442
2649,   0.8433, 0.755232
2650,   0.8433, 0.748428
2651,   0.8433, 0.749654
2652,   0.8433, 0.748803
2653,   0.8433, 0.758614
2654,   0.8433, 0.744826
2655,   0.8433, 0.749934
2656,   0.8433, 0.750692
2657,   0.8433,  0.74999
2658,   0.8433, 0.751804
2659,   0.8433, 0.752783
2660,   0.8433, 0.751709
2661,   0.8433, 0.748858
2662,   0.8433, 0.751858
2663,   0.8433, 0.752513
2664,   0.8433, 0.752495
2665,   0.8433, 0.752244
2666,   0.8433, 0.760705
2667,   0.8433, 0.758286
2668,   0.8433, 0.753408
2669,   0.8433, 0.749979
2670,   0.8433, 0.757599
2671,   0.8433, 0.751297
2672,   0.8433, 0.752797
2673,   0.8433,  0.75158
2674,   0.8433, 0.754492
2675,   0.8433, 0.750659
2676,   0.8433, 0.753279
2677,   0.8433, 0.751796
2678,   0.8433,  0.75507
2679,   0.8433, 0.752977
2680,   0.8433,  0.75846
2681,   0.8433, 0.751999
2682,   0.8433, 0.754841
2683,   0.8433, 0.748597
2684,   0.8433, 0.757769
2685,   0.8433, 0.758643
2686,   0.8433, 0.747191
2687,   0.8433, 0.760212
2688,   0.8433, 0.747206
2689,   0.8433, 0.751313
2690,   0.8442, 0.756407
2691,   0.8442, 0.754483
2692,   0.8442, 0.751016
2693,   0.8442, 0.756081
2694,   0.8442, 0.753667
2695,   0.8442,  0.75591
2696,   0.8442, 0.756605
2697,   0.8442,  0.75525
2698,   0.8442, 0.757479
2699,   0.8442, 0.758497
2700,   0.8442, 0.754765
2701,   0.8442,   0.7548
2702,   0.8442, 0.755929
2703,   0.8442, 0.751142
2704,   0.8442, 0.752054
2705,   0.8442, 0.757622
2706,   0.8442, 0.751418
2707,   0.8442, 0.754475
2708,   0.8442, 0.749332
2709,   0.8442, 0.755199
2710,   0.8442, 0.757307
2711,   0.8442, 0.760084
2712,   0.8442, 0.754682
2713,   0.8442, 0.750038
2714,   0.8442, 0.756089
2715,   0.8442, 0.753264
2716,   0.8442, 0.757095
2717,   0.8442,  0.74872
2718,   0.8442, 0.748977
2719,   0.8442, 0.753304
2720,   0.8442,  0.75632
2721,   0.8442,  0.74581
2722,   0.8442, 0.761151
2723,   0.8442,  0.75589
2724,   0.8442, 0.760282
2725,   0.8442, 0.754184
2726,   0.8442, 0.752997
2727,   0.8442, 0.753264
2728,   0.8442, 0.748725
2729,   0.8442, 0.757125
2730,   0.8442, 0.755115
2731,   0.8442, 0.747002
2732,   0.8442, 0.748779
2733,   0.8442, 0.752641
2734,   0.8442, 0.754249
2735,   0.8442, 0.746862
2736,   0.8442, 0.748966
2737,   0.8453, 0.757281
2738,   0.8453, 0.755863
2739,   0.8453, 0.755158
2740,   0.8453, 0.753887
2741,   0.8453, 0.749238
2742,   0.8453, 0.752867
2743,   0.8453, 0.757717
2744,   0.8453, 0.752695
2745,   0.8453, 0.759064
2746,   0.8453, 0.759082
2747,   0.8453, 0.754646
2748,   0.8453, 0.758969
2749,   0.8453, 0.753731
2750,   0.8453, 0.756544
2751,   0.8453,  0.75429
2752,   0.8407,  0.75313
2753,   0.8407, 0.761193
2754,   0.8407, 0.759051
2755,   0.8407, 0.757012
2756,   0.8407, 0.757098
2757,   0.8407, 0.747028
2758,   0.8407,  0.75787
2759,   0.8407, 0.756818
2760,   0.8407, 0.751294
2761,   0.8447, 0.755488
2762,   0.8447, 0.753672
2763,   0.8447, 0.753834
2764,   0.8447, 0.753025
2765,   0.8447, 0.761318
2766,   0.8447, 0.757734
2767,   0.8447, 0.752513
2768,   0.8447, 0.753312
2769,   0.8447, 0.753918
2770,   0.8447, 0.749209
2771,   0.8447, 0.751746
2772,   0.8447, 0.752463
2773,   0.8447, 0.756378
2774,   0.8447,    0.744
2775,   0.8447, 0.752358
2776,   0.8447, 0.744673
2777,   0.8447, 0.754305
2778,   0.8447, 0.745043
2779,   0.8447, 0.755066
2780,   0.8447, 0.753502
2781,   0.8447, 0.754995
2782,   0.8447, 0.755317
2783,   0.8447, 0.761151
2784,   0.8447, 0.760687
2785,   0.8447, 0.758846
2786,   0.8447, 0.758674
2787,   0.8447, 0.758054
2788,   0.8447, 0.757005
2789,   0.8447, 0.756315
2790,   0.8447, 0.756213
2791,   0.8447, 0.746178
2792,   0.8447, 0.759169
2793,   0.8447, 0.752698
2794,   0.8447, 0.759934
2795,   0.8447, 0.750512
2796,   0.8447, 0.759817
2797,   0.8447, 0.758973
2798,   0.8447, 0.756676
2799,   0.8447,  0.75015
2800,   0.8447, 0.758515
2801,   0.8447, 0.749337
