gen, tournament_scalar_uniform_best, tournament_scalar_uniform_ave
 931,   0.8243, 0.740853
 932,   0.8243, 0.744516
 933,   0.8243, 0.741609
 934,   0.8243, 0.737916
 935,   0.8243, 0.741767
 936,   0.8243, 0.741189
 937,   0.8243, 0.741616
 938,   0.8243, 0.741414
 939,   0.8243, 0.741437
 940,   0.8243, 0.738119
 941,   0.8243, 0.737828
 942,   0.8243, 0.742121
 943,   0.8243, 0.740992
 944,   0.8243, 0.744421
 945,   0.8243, 0.740101
 946,   0.8243, 0.742311
 947,   0.8243, 0.744479
 948,   0.8243, 0.743275
 949,   0.8243, 0.740849
 950,   0.8243, 0.740859
 951,   0.8243, 0.743252
 952,   0.8243, 0.740583
 953,   0.8243, 0.736866
 954,   0.8243, 0.744918
 955,   0.8243, 0.741695
 956,   0.8243, 0.744738
 957,   0.8243,  0.74111
 958,   0.8243, 0.739001
 959,   0.8243, 0.745146
 960,   0.8243, 0.738662
 961,   0.8243, 0.737685
 962,   0.8243, 0.742827
 963,   0.8219, 0.742675
 964,   0.8219, 0.742747
 965,   0.8261, 0.736461
 966,   0.8261, 0.736639
 967,   0.8261, 0.743139
 968,   0.8261, 0.743686
 969,   0.8261,  0.74016
 970,   0.8261, 0.741651
 971,   0.8261, 0.745831
 972,   0.8261,  0.74147
 973,   0.8261, 0.740701
 974,   0.8261,  0.74815
 975,   0.8261,  0.73998
 976,   0.8261, 0.734723
 977,   0.8261, 0.750255
 978,   0.8261, 0.739277
 979,   0.8261, 0.745055
 980,   0.8261, 0.745304
 981,   0.8261, 0.740237
 982,   0.8261,  0.74129
 983,   0.8261, 0.741714
 984,   0.8261, 0.736782
 985,   0.8261,  0.74028
 986,   0.8261, 0.742871
 987,   0.8261, 0.750609
 988,   0.8261, 0.742187
 989,   0.8261, 0.746165
 990,   0.8261, 0.742785
 991,   0.8261, 0.746846
 992,   0.8261, 0.743954
 993,   0.8261, 0.744648
 994,   0.8261, 0.744799
 995,   0.8261,  0.73988
 996,   0.8261, 0.745683
 997,   0.8261, 0.741078
 998,   0.8261, 0.745336
 999,   0.8261, 0.738914
1000,   0.8261, 0.744553
1001,   0.8261, 0.747474
1002,   0.8261, 0.736564
1003,   0.8261, 0.746111
1004,   0.8261, 0.745783
1005,   0.8261, 0.744898
1006,   0.8261, 0.745986
1007,   0.8261, 0.738913
1008,   0.8261,  0.74778
1009,   0.8261, 0.744933
1010,   0.8261, 0.742539
1011,   0.8261, 0.743753
1012,   0.8261,  0.74529
1013,   0.8261, 0.741309
1014,   0.8261, 0.740542
1015,   0.8261, 0.746736
1016,   0.8261, 0.749439
1017,   0.8261, 0.744736
1018,   0.8261, 0.740316
1019,   0.8261, 0.742399
1020,   0.8261, 0.742569
1021,   0.8261, 0.741901
1022,   0.8261, 0.737589
1023,   0.8261, 0.743219
1024,   0.8275, 0.740178
1025,   0.8275, 0.745684
1026,   0.8275, 0.745805
1027,   0.8275, 0.746357
1028,   0.8275, 0.746838
1029,   0.8275, 0.752599
1030,   0.8275, 0.746431
1031,   0.8275, 0.745035
1032,   0.8275, 0.746395
1033,   0.8275, 0.748487
1034,   0.8275, 0.741605
1035,   0.8275, 0.743209
1036,   0.8269, 0.745773
1037,   0.8269, 0.748075
1038,   0.8269, 0.744352
1039,    0.826, 0.745563
1040,    0.826, 0.747477
1041,    0.824, 0.747833
1042,    0.824, 0.744151
1043,    0.824, 0.747663
1044,    0.824, 0.739637
1045,    0.824, 0.738454
1046,    0.824,  0.73191
1047,   0.8264, 0.737161
1048,   0.8264, 0.744733
1049,   0.8264, 0.740781
1050,   0.8264,  0.74159
1051,   0.8264, 0.744586
1052,   0.8264, 0.739381
1053,   0.8264, 0.744531
1054,   0.8264, 0.741942
1055,   0.8264, 0.741313
1056,   0.8264, 0.748663
1057,   0.8264, 0.738725
1058,   0.8264, 0.741075
1059,   0.8264, 0.742249
1060,   0.8264, 0.741867
1061,   0.8264, 0.735969
1062,   0.8264, 0.743021
1063,   0.8309, 0.746154
1064,   0.8309, 0.738348
1065,   0.8309, 0.748025
1066,   0.8309,  0.74426
1067,   0.8309, 0.742567
1068,   0.8309, 0.745243
1069,   0.8309, 0.748022
1070,   0.8309, 0.746397
1071,   0.8309, 0.744021
1072,   0.8309, 0.748753
1073,   0.8309, 0.742465
1074,   0.8309, 0.749848
1075,   0.8309, 0.747797
1076,   0.8265, 0.751581
1077,   0.8265, 0.744745
1078,   0.8265, 0.745487
1079,   0.8265, 0.739835
1080,   0.8265, 0.745036
1081,   0.8275, 0.747378
1082,   0.8275, 0.745771
1083,   0.8275, 0.742132
1084,   0.8275, 0.741734
1085,   0.8275, 0.745241
1086,   0.8275, 0.742423
1087,   0.8275, 0.749011
1088,   0.8275, 0.740962
1089,   0.8275,  0.73791
1090,   0.8275, 0.727278
1091,   0.8275, 0.740613
1092,   0.8275, 0.743886
1093,   0.8275, 0.741348
1094,   0.8275, 0.741193
1095,   0.8275, 0.746756
1096,   0.8275, 0.745909
1097,   0.8275, 0.751256
1098,   0.8275, 0.746333
1099,   0.8275,  0.74172
1100,   0.8275, 0.748859
1101,   0.8275,  0.74299
1102,   0.8275, 0.737787
1103,   0.8275, 0.742242
1104,   0.8275, 0.739904
1105,   0.8275, 0.743311
1106,   0.8275, 0.746124
1107,   0.8275,  0.74865
1108,   0.8275, 0.745363
1109,   0.8275, 0.744784
1110,   0.8275,  0.74964
1111,   0.8275, 0.738422
1112,   0.8275, 0.744347
1113,   0.8275, 0.741085
1114,   0.8275, 0.738955
1115,   0.8275,  0.74187
1116,   0.8275,  0.74357
1117,   0.8275, 0.732003
1118,   0.8275, 0.740939
1119,   0.8275,  0.74106
1120,   0.8275, 0.736921
1121,   0.8275, 0.740533
1122,   0.8275,  0.74566
1123,   0.8275, 0.743563
1124,   0.8275, 0.742193
1125,   0.8275, 0.739177
1126,   0.8275, 0.745798
1127,   0.8275, 0.747191
1128,   0.8275, 0.746615
1129,   0.8275, 0.742981
1130,   0.8275, 0.738523
1131,   0.8234, 0.736428
1132,   0.8234, 0.743739
1133,   0.8234, 0.738086
1134,   0.8234, 0.742459
1135,   0.8269, 0.744938
1136,   0.8269, 0.741224
1137,   0.8292, 0.737942
1138,   0.8292, 0.742229
1139,   0.8292, 0.743555
1140,   0.8292, 0.739954
1141,   0.8292, 0.743406
1142,   0.8292, 0.745664
1143,   0.8292, 0.743117
1144,   0.8336, 0.745785
1145,   0.8336, 0.745712
1146,   0.8336, 0.746858
1147,   0.8336, 0.745229
1148,   0.8336, 0.744021
1149,   0.8336, 0.749323
1150,   0.8336, 0.744945
1151,   0.8336, 0.744247
1152,   0.8336,  0.74911
1153,   0.8336, 0.745936
1154,   0.8336, 0.742347
1155,   0.8336, 0.748019
1156,   0.8336, 0.747101
1157,   0.8336, 0.741386
1158,   0.8336,  0.75304
1159,   0.8336, 0.745789
1160,   0.8336, 0.747688
1161,   0.8336, 0.752354
1162,   0.8331, 0.750149
1163,   0.8331, 0.743616
1164,   0.8331, 0.746748
1165,   0.8331,  0.74531
1166,   0.8331, 0.751097
1167,   0.8331, 0.750105
1168,   0.8331, 0.744449
1169,   0.8331, 0.748334
1170,   0.8331, 0.745356
1171,   0.8331, 0.748478
1172,   0.8331, 0.748881
1173,   0.8331, 0.750487
1174,   0.8331,  0.74933
1175,   0.8331, 0.742235
1176,   0.8331, 0.744377
1177,   0.8331, 0.744882
1178,   0.8331, 0.744982
1179,   0.8331, 0.741001
1180,   0.8331, 0.745101
1181,   0.8331, 0.748816
1182,   0.8331, 0.740308
1183,   0.8331, 0.745834
1184,   0.8331, 0.747692
1185,   0.8331, 0.749646
1186,   0.8331, 0.748431
1187,   0.8331, 0.746283
1188,   0.8331, 0.747144
1189,   0.8331, 0.747861
1190,   0.8331, 0.750587
1191,   0.8331,  0.74484
1192,   0.8331, 0.744212
1193,   0.8331, 0.746728
1194,   0.8331, 0.747634
1195,   0.8331, 0.743799
1196,   0.8331, 0.744995
1197,   0.8331, 0.748369
1198,   0.8331, 0.745072
1199,   0.8331, 0.744192
1200,   0.8331, 0.748383
1201,   0.8331, 0.746989
1202,   0.8331, 0.746244
1203,   0.8331, 0.742474
1204,   0.8331, 0.743058
1205,   0.8331, 0.743066
1206,   0.8331, 0.744227
1207,   0.8331, 0.752236
1208,   0.8331, 0.736388
1209,   0.8331, 0.741127
1210,   0.8331, 0.747225
1211,   0.8331, 0.748511
1212,   0.8331, 0.745277
1213,   0.8331, 0.742393
1214,   0.8331, 0.749011
1215,   0.8331, 0.749816
1216,   0.8331, 0.753023
1217,   0.8331, 0.748264
1218,   0.8331, 0.742657
1219,   0.8331, 0.750852
1220,   0.8331, 0.751231
1221,   0.8362, 0.743969
1222,   0.8362, 0.753482
1223,   0.8362, 0.749632
1224,   0.8362, 0.744455
1225,   0.8362, 0.745995
1226,   0.8362, 0.746148
1227,   0.8362, 0.752876
1228,   0.8362, 0.743526
1229,   0.8362, 0.746463
1230,   0.8362, 0.744421
1231,   0.8362, 0.745461
1232,   0.8362, 0.747872
1233,   0.8362, 0.749381
1234,   0.8362, 0.749612
1235,   0.8362, 0.742276
1236,   0.8362, 0.749391
1237,   0.8362, 0.753976
1238,   0.8362, 0.750354
1239,   0.8362,  0.74658
1240,   0.8362, 0.747846
1241,   0.8362, 0.747836
1242,   0.8362, 0.745556
1243,   0.8362, 0.748671
1244,   0.8362, 0.750124
1245,   0.8362, 0.750218
1246,   0.8362, 0.742141
1247,   0.8362, 0.746742
1248,   0.8362, 0.749997
1249,   0.8362, 0.749849
1250,   0.8362,  0.75075
1251,   0.8362, 0.750913
1252,   0.8362, 0.739438
1253,   0.8362, 0.745439
1254,   0.8362,  0.75459
1255,   0.8362, 0.749602
1256,   0.8362, 0.753616
1257,   0.8362,  0.75035
1258,   0.8362, 0.751153
1259,   0.8362, 0.748208
1260,   0.8362, 0.749942
1261,   0.8362, 0.747947
1262,   0.8362, 0.747302
1263,   0.8362, 0.748483
1264,   0.8362, 0.751499
1265,   0.8362, 0.756193
1266,   0.8362, 0.747676
1267,   0.8362, 0.751296
1268,   0.8362, 0.744965
1269,   0.8362, 0.746971
1270,   0.8362, 0.744645
1271,   0.8362, 0.745287
1272,   0.8362, 0.749605
1273,   0.8362, 0.744468
1274,   0.8362, 0.750102
1275,   0.8362, 0.743974
1276,   0.8362, 0.752847
1277,   0.8362, 0.754095
1278,   0.8302, 0.747804
1279,   0.8302, 0.755607
1280,   0.8302, 0.749288
1281,   0.8302, 0.737246
1282,   0.8302, 0.742298
1283,   0.8302, 0.741035
1284,   0.8302, 0.748742
1285,   0.8302, 0.750902
1286,   0.8302, 0.747012
1287,   0.8302, 0.748616
1288,   0.8302, 0.748214
1289,   0.8302, 0.748052
1290,   0.8302, 0.743033
1291,   0.8302, 0.751394
1292,   0.8302, 0.748685
1293,   0.8302, 0.746415
1294,   0.8325, 0.742038
1295,    0.835, 0.747992
1296,    0.835, 0.743958
1297,    0.835, 0.755557
1298,    0.835,  0.75226
1299,    0.835, 0.750965
1300,    0.835, 0.748447
1301,    0.835, 0.748438
1302,    0.835,  0.74842
1303,    0.835, 0.743891
1304,    0.835, 0.747235
1305,    0.835, 0.747534
1306,    0.835, 0.748495
1307,    0.835, 0.750014
1308,    0.835, 0.738682
1309,    0.835, 0.740788
1310,    0.835, 0.749383
1311,    0.835,  0.75012
1312,    0.835, 0.745231
1313,    0.835, 0.747801
1314,    0.835, 0.750104
1315,    0.835, 0.745498
1316,    0.835, 0.745973
1317,    0.835, 0.748065
1318,    0.835, 0.748764
1319,    0.835, 0.748782
1320,    0.835, 0.749708
1321,    0.835, 0.753702
1322,    0.835, 0.751136
1323,    0.835, 0.745018
1324,    0.835, 0.746321
1325,    0.835, 0.750758
1326,    0.835, 0.744529
1327,    0.835, 0.746293
1328,    0.835, 0.749614
1329,    0.835, 0.754554
1330,    0.835, 0.749139
1331,    0.835, 0.752802
1332,    0.835, 0.744935
1333,    0.835, 0.750532
1334,    0.835, 0.751539
1335,   0.8362, 0.752494
1336,   0.8362, 0.747304
1337,   0.8362, 0.749508
1338,   0.8362, 0.743757
1339,   0.8362,  0.75303
1340,   0.8362, 0.750964
1341,   0.8362, 0.757448
1342,   0.8362, 0.753543
1343,   0.8362, 0.749391
1344,   0.8362, 0.750347
1345,   0.8362, 0.754741
1346,   0.8362, 0.756577
1347,   0.8362, 0.751426
1348,   0.8362, 0.751983
1349,   0.8362, 0.747609
1350,   0.8362, 0.747777
1351,   0.8362,   0.7411
1352,   0.8362, 0.751413
1353,   0.8362, 0.748968
1354,   0.8362, 0.753437
1355,   0.8362, 0.750176
1356,   0.8362,  0.74965
1357,   0.8362, 0.747942
1358,   0.8362, 0.758049
1359,   0.8362, 0.752599
1360,   0.8362, 0.752328
1361,   0.8362, 0.751964
1362,   0.8362, 0.745493
1363,   0.8362, 0.751584
1364,   0.8362, 0.751471
1365,   0.8362,  0.75108
1366,   0.8362,  0.75186
1367,   0.8362, 0.749048
1368,   0.8362, 0.744273
1369,   0.8362, 0.748987
1370,   0.8362, 0.745259
1371,   0.8362, 0.742336
1372,   0.8362, 0.753204
1373,    0.835, 0.751849
1374,    0.835, 0.749473
1375,    0.835, 0.744729
1376,    0.835, 0.748299
1377,    0.835, 0.745596
1378,    0.835, 0.749685
1379,    0.835, 0.743911
1380,    0.835, 0.749215
1381,    0.835, 0.750729
1382,    0.835, 0.745152
1383,    0.835, 0.753207
1384,    0.835, 0.753982
1385,    0.835, 0.749132
1386,    0.835, 0.740716
1387,    0.835, 0.752728
1388,    0.835, 0.749173
1389,    0.835, 0.752904
1390,    0.835, 0.745915
1391,    0.835, 0.752459
1392,    0.835, 0.750704
1393,    0.835, 0.747937
1394,    0.835, 0.745108
1395,    0.835, 0.745652
1396,    0.835, 0.740061
1397,    0.835,  0.74792
1398,    0.835, 0.746883
1399,    0.835, 0.747293
1400,    0.835, 0.753153
1401,    0.835, 0.744732
1402,    0.835, 0.744846
1403,    0.835, 0.748983
1404,    0.835, 0.746262
1405,   0.8305, 0.753592
1406,   0.8305, 0.747222
1407,   0.8305, 0.742277
1408,   0.8305, 0.729981
1409,   0.8305, 0.739945
1410,   0.8305, 0.738314
1411,   0.8305, 0.738914
1412,   0.8305, 0.738596
1413,   0.8305, 0.732185
1414,   0.8305, 0.737434
1415,   0.8305, 0.741724
1416,   0.8305, 0.740529
1417,   0.8305, 0.737208
1418,   0.8305, 0.735734
1419,   0.8305, 0.736469
1420,   0.8305, 0.735446
1421,   0.8305, 0.731909
1422,   0.8305, 0.733594
1423,   0.8305, 0.743289
1424,   0.8305, 0.736957
1425,   0.8305, 0.738054
1426,   0.8305, 0.738639
1427,   0.8305, 0.740658
1428,   0.8305, 0.731077
1429,   0.8305, 0.739112
1430,   0.8305, 0.742557
1431,   0.8305, 0.738683
1432,   0.8305, 0.736451
1433,   0.8305, 0.737306
1434,   0.8305, 0.733656
1435,   0.8305,  0.74333
1436,   0.8305, 0.743146
1437,   0.8305,  0.74191
1438,   0.8305, 0.738083
1439,   0.8305, 0.744574
1440,   0.8305,  0.73544
1441,   0.8305, 0.738115
1442,   0.8305,  0.73666
1443,   0.8305, 0.731785
1444,   0.8305, 0.739671
1445,   0.8305, 0.737562
1446,   0.8305, 0.737028
1447,   0.8305, 0.739165
1448,   0.8305,   0.7401
1449,   0.8305, 0.740685
1450,   0.8305, 0.740664
1451,   0.8305, 0.742355
1452,   0.8305, 0.739604
1453,   0.8305, 0.741236
1454,   0.8305, 0.736386
1455,   0.8321, 0.738488
1456,   0.8321, 0.738751
1457,   0.8293, 0.737368
1458,   0.8293, 0.739969
1459,   0.8293, 0.738903
1460,   0.8293, 0.749109
1461,   0.8293, 0.744998
1462,   0.8293, 0.738483
1463,   0.8285, 0.748958
1464,   0.8328, 0.743932
1465,   0.8328, 0.744481
1466,   0.8328, 0.743664
1467,   0.8328, 0.743173
1468,   0.8328, 0.747045
1469,   0.8328, 0.747404
1470,   0.8328, 0.744832
1471,   0.8328, 0.746501
1472,   0.8328, 0.750175
1473,   0.8328, 0.745514
1474,   0.8328, 0.744887
1475,   0.8328, 0.739642
1476,   0.8328, 0.738919
1477,   0.8328, 0.747012
1478,   0.8328, 0.743172
1479,   0.8328, 0.740716
1480,   0.8328, 0.739296
1481,   0.8328, 0.740049
1482,   0.8328, 0.743422
1483,   0.8328, 0.743097
1484,   0.8328, 0.744722
1485,   0.8328, 0.745561
1486,   0.8328, 0.740683
1487,   0.8328, 0.732207
1488,   0.8323, 0.742538
1489,   0.8323, 0.739091
1490,   0.8323, 0.746623
1491,   0.8323, 0.745529
1492,   0.8323, 0.743693
1493,   0.8323, 0.747127
1494,   0.8323, 0.746942
1495,   0.8323, 0.748938
1496,   0.8323, 0.747173
1497,   0.8323, 0.750684
1498,   0.8323, 0.744426
1499,   0.8323, 0.745806
1500,   0.8323,  0.74386
1501,   0.8323, 0.743265
1502,   0.8323, 0.744098
1503,   0.8323, 0.755026
1504,   0.8323, 0.751085
1505,   0.8323, 0.752852
1506,   0.8323, 0.750707
1507,   0.8323, 0.747572
1508,   0.8323, 0.745636
1509,   0.8323, 0.751404
1510,   0.8323,  0.74316
1511,   0.8323, 0.740873
1512,   0.8323, 0.746567
1513,   0.8323, 0.751237
1514,   0.8323, 0.737309
1515,   0.8323, 0.750436
1516,   0.8323, 0.744907
1517,   0.8323, 0.746897
1518,   0.8323, 0.747522
1519,   0.8323, 0.752595
1520,   0.8323, 0.752974
1521,   0.8323, 0.751768
1522,   0.8323, 0.747788
1523,   0.8323, 0.737026
1524,   0.8323, 0.747716
1525,   0.8323, 0.740556
1526,   0.8323, 0.743911
1527,   0.8323, 0.737342
1528,   0.8323, 0.746404
1529,   0.8323, 0.743172
1530,   0.8323, 0.741974
1531,   0.8323, 0.750751
1532,   0.8323, 0.747415
1533,   0.8323, 0.744389
1534,   0.8338, 0.745034
1535,   0.8338, 0.739223
1536,   0.8338, 0.748124
1537,   0.8338, 0.749612
1538,   0.8338, 0.744963
1539,   0.8338, 0.744068
1540,   0.8338, 0.747489
1541,   0.8338, 0.749155
1542,   0.8338, 0.743792
1543,   0.8338, 0.740501
1544,   0.8338, 0.752789
1545,   0.8338,  0.75153
1546,   0.8338, 0.747698
1547,   0.8338, 0.748907
1548,   0.8338, 0.746955
1549,   0.8338, 0.747163
1550,   0.8338, 0.740915
1551,   0.8338, 0.749978
1552,   0.8338, 0.750579
1553,   0.8338, 0.745069
1554,   0.8338,   0.7524
1555,   0.8332, 0.750952
1556,   0.8332, 0.745818
1557,   0.8332, 0.743108
1558,   0.8332, 0.748678
1559,   0.8332, 0.749124
1560,   0.8332, 0.742769
1561,   0.8332, 0.749586
1562,   0.8332,  0.75375
1563,   0.8332, 0.747688
1564,   0.8332, 0.751643
1565,   0.8332, 0.749609
1566,   0.8332, 0.748096
1567,   0.8332, 0.748076
1568,   0.8332,  0.74819
1569,   0.8332, 0.742503
1570,   0.8332, 0.746198
1571,   0.8332,  0.74907
1572,   0.8332, 0.748084
1573,   0.8332, 0.746311
1574,   0.8332, 0.747707
1575,   0.8332, 0.750018
1576,   0.8332, 0.751199
1577,   0.8332, 0.749691
1578,   0.8332, 0.746024
1579,   0.8332, 0.746571
1580,   0.8332, 0.746076
1581,   0.8332, 0.745247
1582,   0.8332, 0.749476
1583,   0.8332,  0.74271
1584,   0.8332, 0.758824
1585,   0.8332, 0.749219
1586,   0.8332, 0.747584
1587,   0.8332, 0.749059
1588,   0.8332, 0.739192
1589,   0.8332, 0.749844
1590,   0.8332, 0.741947
1591,   0.8332, 0.751259
1592,   0.8332, 0.745099
1593,   0.8332, 0.749071
1594,   0.8332, 0.741843
1595,   0.8346, 0.751607
1596,   0.8346, 0.748166
1597,   0.8346, 0.745772
1598,   0.8346, 0.753149
1599,   0.8346, 0.749634
1600,   0.8346, 0.746241
1601,   0.8346, 0.747724
1602,   0.8346, 0.756247
1603,   0.8346, 0.752192
1604,   0.8346, 0.758223
1605,   0.8346, 0.752863
1606,   0.8346,  0.76034
1607,   0.8346, 0.745174
1608,   0.8346,  0.75414
1609,   0.8346,  0.75597
1610,   0.8346, 0.756062
1611,   0.8346, 0.754002
1612,   0.8346, 0.757456
1613,   0.8346, 0.752941
1614,   0.8346, 0.752922
1615,   0.8346, 0.752132
1616,   0.8346, 0.760931
1617,   0.8346, 0.747274
1618,   0.8346, 0.750026
1619,   0.8346, 0.750524
1620,   0.8346, 0.753249
1621,   0.8346, 0.761897
1622,   0.8346,  0.75462
1623,   0.8346, 0.754303
1624,   0.8346, 0.752676
1625,   0.8346, 0.753077
1626,   0.8346,  0.75708
1627,   0.8346,  0.76392
1628,   0.8346, 0.749876
1629,   0.8346, 0.759069
1630,   0.8346, 0.757185
1631,   0.8346, 0.757979
1632,   0.8346, 0.749548
1633,   0.8346, 0.752504
1634,   0.8346, 0.754634
1635,   0.8346, 0.757263
1636,   0.8346, 0.752246
1637,   0.8346, 0.752357
1638,   0.8346, 0.758833
1639,   0.8346, 0.762702
1640,   0.8346, 0.757259
1641,   0.8346, 0.756921
1642,   0.8346, 0.754776
1643,   0.8346, 0.753642
1644,   0.8346, 0.749786
1645,   0.8346, 0.751669
1646,   0.8346, 0.750563
1647,   0.8346, 0.744827
1648,   0.8346, 0.754281
1649,   0.8346, 0.753758
1650,   0.8346, 0.749797
1651,   0.8346, 0.752743
1652,   0.8346,  0.75802
1653,   0.8346, 0.755799
1654,   0.8374, 0.756928
1655,   0.8374, 0.758195
1656,   0.8374, 0.756934
1657,   0.8374, 0.759976
1658,   0.8374, 0.763961
1659,   0.8374, 0.756019
1660,   0.8374, 0.764337
1661,   0.8374, 0.755089
1662,   0.8374, 0.760015
1663,   0.8374,  0.75642
1664,   0.8374, 0.754475
1665,   0.8374, 0.761842
1666,   0.8374,  0.76703
1667,   0.8374, 0.756662
1668,   0.8374, 0.761515
1669,   0.8374, 0.759922
1670,   0.8374, 0.762419
1671,   0.8374, 0.760932
1672,   0.8374, 0.763815
1673,   0.8374,  0.75538
1674,   0.8374, 0.756133
1675,   0.8374, 0.757118
1676,   0.8374, 0.757034
1677,   0.8374, 0.753558
1678,   0.8374, 0.759225
1679,   0.8374, 0.757494
1680,   0.8374, 0.756916
1681,   0.8374, 0.749368
1682,   0.8374, 0.761335
1683,   0.8374, 0.758112
1684,   0.8374, 0.758163
1685,   0.8374, 0.756661
1686,   0.8374, 0.756007
1687,   0.8374, 0.755286
1688,   0.8374, 0.761177
1689,   0.8374, 0.759179
1690,   0.8374, 0.762762
1691,   0.8374, 0.758574
1692,   0.8374, 0.753616
1693,   0.8374, 0.749513
1694,   0.8374, 0.756259
1695,   0.8374, 0.759327
1696,   0.8374, 0.759333
1697,   0.8374, 0.752544
1698,   0.8374, 0.755961
1699,   0.8374, 0.755638
1700,   0.8374, 0.756791
1701,   0.8374, 0.757325
1702,   0.8374, 0.752752
1703,   0.8374, 0.752155
1704,   0.8374, 0.760832
1705,   0.8374, 0.758298
1706,   0.8374, 0.755572
1707,   0.8374, 0.758057
1708,   0.8374, 0.761262
1709,   0.8374, 0.756527
1710,   0.8374, 0.757755
1711,   0.8374, 0.759686
1712,   0.8374, 0.758281
1713,   0.8374,  0.76213
1714,   0.8374, 0.753696
1715,   0.8374, 0.758093
1716,   0.8374, 0.759756
1717,   0.8374, 0.757655
1718,   0.8374, 0.752429
1719,   0.8374, 0.752617
1720,   0.8374, 0.759556
1721,   0.8374,   0.7486
1722,   0.8345, 0.764363
1723,   0.8345, 0.756296
1724,   0.8345, 0.751206
1725,   0.8345, 0.751795
1726,   0.8345, 0.754146
1727,   0.8345, 0.751131
1728,   0.8345,  0.75399
1729,   0.8345, 0.742519
1730,   0.8345, 0.753265
1731,   0.8345, 0.760123
1732,   0.8345, 0.748629
1733,   0.8345,  0.75281
1734,   0.8345, 0.752491
1735,   0.8345, 0.745547
1736,   0.8345,  0.74916
1737,   0.8345, 0.752443
1738,   0.8345, 0.745417
1739,   0.8345, 0.747768
1740,   0.8345, 0.746156
1741,   0.8345, 0.755919
1742,   0.8345, 0.753259
1743,   0.8345, 0.744847
1744,   0.8341, 0.750824
1745,   0.8341, 0.745722
1746,   0.8341, 0.753185
1747,   0.8341, 0.753882
1748,   0.8341, 0.758901
1749,   0.8341, 0.748706
1750,   0.8341, 0.750558
1751,   0.8341, 0.754333
1752,   0.8341, 0.758118
1753,   0.8341, 0.748977
1754,   0.8341, 0.751786
1755,   0.8341, 0.757901
1756,   0.8341, 0.749608
1757,   0.8341, 0.757566
1758,   0.8341, 0.756257
1759,   0.8341, 0.755465
1760,   0.8341, 0.752931
1761,   0.8341, 0.755738
1762,   0.8341, 0.752468
1763,   0.8341, 0.754088
1764,   0.8341, 0.750655
1765,   0.8341, 0.752767
1766,   0.8341, 0.755917
1767,   0.8341, 0.749592
1768,   0.8341, 0.754223
1769,   0.8341,  0.74743
1770,   0.8341, 0.750097
1771,   0.8341, 0.755536
1772,   0.8341, 0.752641
1773,   0.8341, 0.754884
1774,   0.8341, 0.748805
1775,   0.8341, 0.755231
1776,   0.8341, 0.752697
1777,   0.8341, 0.751412
1778,   0.8341, 0.756208
1779,   0.8341, 0.748211
1780,   0.8341,  0.75341
1781,   0.8341, 0.745613
1782,   0.8341, 0.745206
1783,   0.8341,  0.75355
1784,   0.8341, 0.756739
1785,   0.8341, 0.753746
1786,   0.8341, 0.754945
1787,   0.8341, 0.750593
1788,   0.8341, 0.747594
1789,   0.8341,  0.75972
1790,   0.8341, 0.753743
1791,   0.8341, 0.753833
1792,   0.8341, 0.750929
1793,   0.8341, 0.751764
1794,   0.8341, 0.753729
1795,   0.8341, 0.754987
1796,   0.8341, 0.753767
1797,   0.8337, 0.758093
1798,   0.8337, 0.757484
1799,   0.8337, 0.753663
1800,   0.8337, 0.751126
1801,   0.8337, 0.751545
1802,   0.8337, 0.751499
1803,   0.8337, 0.751786
1804,   0.8337, 0.749745
1805,   0.8346, 0.750104
1806,   0.8346,  0.75617
1807,   0.8346,  0.74853
1808,   0.8346, 0.750511
1809,   0.8346, 0.750682
1810,   0.8346, 0.755406
1811,   0.8346, 0.754344
1812,   0.8346, 0.749287
1813,   0.8346, 0.753035
1814,   0.8346, 0.758428
1815,   0.8346, 0.748095
1816,   0.8346, 0.751439
1817,   0.8346, 0.745884
1818,   0.8346, 0.745404
1819,   0.8346, 0.752038
1820,   0.8346, 0.751876
1821,   0.8346, 0.752666
1822,   0.8346,   0.7518
1823,   0.8346, 0.747888
1824,   0.8346, 0.748247
1825,   0.8346, 0.753658
1826,   0.8346, 0.752122
1827,   0.8346, 0.741175
1828,   0.8377,  0.75079
1829,   0.8377,  0.75265
1830,   0.8377, 0.757937
1831,   0.8377, 0.758263
1832,   0.8377, 0.751742
1833,   0.8377, 0.755455
1834,   0.8377, 0.754098
1835,   0.8377, 0.753416
1836,   0.8377, 0.752978
1837,   0.8377, 0.750914
1838,   0.8377, 0.754303
1839,   0.8377, 0.745844
1840,   0.8377, 0.755413
1841,   0.8377, 0.756317
1842,   0.8377, 0.752104
1843,   0.8377, 0.755587
1844,   0.8377, 0.751809
1845,   0.8377, 0.748834
1846,   0.8377, 0.750701
1847,   0.8377, 0.753224
1848,   0.8377,  0.75158
1849,   0.8377, 0.750467
1850,   0.8377, 0.751664
1851,   0.8377, 0.750894
1852,   0.8377,  0.75739
1853,   0.8377, 0.755971
1854,    0.834, 0.751774
1855,    0.834, 0.749291
1856,    0.834, 0.751822
1857,    0.834, 0.750524
1858,    0.834,  0.74916
1859,    0.834, 0.750601
1860,    0.834, 0.752303
1861,    0.834, 0.753616
1862,    0.834, 0.748178
1863,    0.834,  0.74838
1864,    0.834, 0.757945
1865,    0.834, 0.752909
1866,    0.834, 0.751543
1867,    0.834, 0.753375
