gen, tournament_float_twopoint_best, tournament_float_twopoint_ave
2447,   0.7354, 0.655669
2448,   0.7354, 0.657869
2449,   0.7354, 0.658018
2450,   0.7354,  0.66024
2451,   0.7354, 0.658926
2452,   0.7354,  0.66045
2453,   0.7354, 0.658771
2454,   0.7354, 0.662115
2455,   0.7354, 0.662857
2456,   0.7354, 0.660909
2457,   0.7354, 0.662229
2458,   0.7354, 0.663145
2459,   0.7354, 0.663719
2460,   0.7354, 0.661409
2461,   0.7354, 0.666153
2462,   0.7354, 0.661015
2463,   0.7354, 0.661343
2464,   0.7354, 0.658356
2465,   0.7354, 0.660473
2466,   0.7354, 0.667088
2467,   0.7354, 0.659686
2468,   0.7354, 0.662116
2469,   0.7354, 0.663588
2470,   0.7354, 0.658456
2471,   0.7354, 0.666172
2472,   0.7354,  0.65853
2473,   0.7354, 0.655267
2474,   0.7354, 0.656725
2475,   0.7354, 0.661102
2476,   0.7354,  0.66219
2477,   0.7354, 0.665043
2478,   0.7354, 0.653461
2479,   0.7354, 0.662191
2480,   0.7354, 0.653712
2481,   0.7354,    0.659
2482,   0.7354, 0.657409
2483,   0.7354,  0.66156
2484,   0.7354, 0.663049
2485,   0.7354, 0.656587
2486,   0.7354, 0.667636
2487,   0.7354,  0.66714
2488,   0.7354, 0.663463
2489,   0.7354, 0.660132
2490,   0.7354, 0.663969
2491,   0.7354, 0.662461
2492,   0.7354, 0.663078
2493,   0.7354, 0.659495
2494,   0.7354, 0.660117
2495,   0.7354, 0.658472
2496,   0.7354, 0.667103
2497,   0.7354, 0.660962
2498,   0.7354, 0.659347
2499,   0.7354, 0.656599
2500,   0.7354, 0.661168
2501,   0.7354, 0.656941
2502,   0.7354, 0.662668
2503,   0.7354, 0.655792
2504,   0.7354, 0.662197
2505,   0.7354, 0.662535
2506,   0.7354, 0.657032
2507,   0.7354, 0.660608
2508,   0.7354, 0.659552
2509,   0.7354, 0.661855
2510,   0.7354, 0.658273
2511,   0.7354,  0.66322
2512,   0.7354,   0.6647
2513,   0.7354, 0.665954
2514,   0.7354, 0.664297
2515,   0.7354, 0.665752
2516,   0.7354, 0.664477
2517,   0.7354, 0.664277
2518,   0.7354, 0.660122
2519,   0.7354, 0.656281
2520,   0.7354, 0.661247
2521,   0.7354, 0.664662
2522,   0.7354, 0.662061
2523,   0.7354, 0.659322
2524,   0.7354,  0.66532
2525,   0.7354, 0.664466
2526,   0.7354, 0.660638
2527,   0.7354, 0.662667
2528,   0.7354, 0.663661
2529,   0.7354, 0.659425
2530,   0.7354, 0.660523
2531,   0.7354, 0.664464
2532,   0.7354, 0.665539
2533,   0.7354, 0.658517
2534,   0.7354, 0.658167
2535,   0.7354, 0.660178
2536,   0.7354, 0.657807
2537,   0.7354, 0.659473
2538,   0.7354, 0.662138
2539,   0.7354, 0.662813
2540,   0.7354, 0.660218
2541,   0.7354, 0.660697
2542,   0.7354, 0.662055
2543,   0.7354, 0.664263
2544,   0.7354, 0.660204
2545,   0.7354, 0.665864
2546,   0.7354, 0.663641
2547,   0.7354, 0.663965
2548,   0.7354, 0.663665
2549,   0.7354, 0.664379
2550,   0.7354, 0.661133
2551,   0.7354, 0.657687
2552,   0.7354, 0.656131
2553,   0.7354, 0.662387
2554,   0.7354, 0.666321
2555,   0.7354, 0.664999
2556,   0.7354, 0.658841
2557,   0.7354, 0.659177
2558,   0.7354, 0.654358
2559,   0.7354, 0.665704
2560,   0.7354, 0.664064
2561,   0.7354, 0.663368
2562,   0.7354, 0.664335
2563,   0.7354, 0.661975
2564,   0.7354, 0.659988
2565,   0.7354, 0.661855
2566,   0.7354,   0.6556
2567,   0.7354, 0.662275
2568,   0.7354, 0.659639
2569,   0.7354, 0.660024
2570,   0.7354, 0.665199
2571,   0.7354, 0.662346
2572,   0.7354, 0.663074
2573,   0.7354, 0.660028
2574,   0.7354, 0.660321
2575,   0.7354, 0.658355
2576,   0.7354, 0.660485
2577,   0.7354, 0.663056
2578,   0.7354, 0.661883
2579,   0.7354, 0.664104
2580,   0.7354,  0.66144
2581,   0.7354, 0.661025
2582,   0.7354, 0.661595
2583,   0.7354, 0.655653
2584,   0.7354, 0.660869
2585,   0.7354, 0.660351
2586,   0.7354, 0.661525
2587,   0.7354, 0.663093
2588,   0.7354, 0.665065
2589,   0.7354, 0.659644
2590,   0.7354, 0.666332
2591,   0.7354, 0.667466
2592,   0.7354, 0.665809
2593,   0.7354, 0.665424
2594,   0.7354, 0.658596
2595,   0.7354, 0.656904
2596,   0.7354, 0.654367
2597,   0.7354, 0.656133
2598,   0.7354, 0.659374
2599,   0.7354, 0.662266
2600,   0.7354, 0.664434
2601,   0.7354, 0.667536
2602,   0.7354, 0.663271
2603,   0.7354, 0.661285
2604,   0.7354, 0.657173
2605,   0.7354, 0.657659
2606,   0.7354, 0.662062
2607,   0.7354,  0.65308
2608,   0.7354, 0.662969
2609,   0.7354, 0.659429
2610,   0.7354, 0.659134
2611,   0.7354, 0.660995
2612,   0.7354, 0.657893
2613,   0.7354, 0.667528
2614,   0.7354, 0.662556
2615,   0.7354, 0.664716
2616,   0.7354,  0.66698
2617,   0.7354, 0.665479
2618,   0.7354, 0.660049
2619,   0.7354, 0.656883
2620,   0.7354, 0.661908
2621,   0.7354, 0.664721
2622,   0.7354, 0.662052
2623,   0.7354, 0.663918
2624,   0.7354, 0.663538
2625,   0.7354, 0.663812
2626,   0.7354, 0.661196
2627,   0.7354,   0.6552
2628,   0.7354, 0.663419
2629,   0.7354, 0.660247
2630,   0.7354,   0.6608
2631,   0.7354, 0.663866
2632,   0.7354,  0.65779
2633,   0.7354, 0.660062
2634,   0.7354, 0.660128
2635,   0.7354, 0.662793
2636,   0.7354, 0.658035
2637,   0.7354, 0.657322
2638,   0.7354,  0.66001
2639,   0.7354, 0.654943
2640,   0.7354, 0.660986
2641,   0.7354, 0.660589
2642,   0.7354, 0.653598
2643,   0.7354, 0.665358
2644,   0.7354, 0.658687
2645,   0.7354, 0.659527
2646,   0.7354, 0.660572
2647,   0.7354, 0.660606
2648,   0.7354, 0.661383
2649,   0.7354, 0.663356
2650,   0.7354, 0.655922
2651,   0.7354, 0.661137
2652,   0.7354, 0.660505
2653,   0.7354, 0.663562
2654,   0.7354, 0.662584
2655,   0.7354,  0.66446
2656,   0.7354, 0.665073
2657,   0.7354, 0.659841
2658,   0.7354, 0.655491
2659,   0.7361, 0.658656
2660,   0.7361, 0.668897
2661,   0.7361, 0.664411
2662,   0.7361,  0.66671
2663,   0.7361, 0.660046
2664,   0.7361,  0.66411
2665,   0.7361, 0.666791
2666,   0.7361, 0.661203
2667,   0.7361, 0.661746
2668,   0.7361, 0.664557
2669,   0.7361, 0.658431
2670,   0.7361, 0.662707
2671,   0.7361, 0.662849
2672,   0.7361, 0.665311
2673,   0.7361, 0.657302
2674,   0.7361, 0.660712
2675,   0.7361, 0.662448
2676,   0.7361, 0.664959
2677,   0.7361, 0.661499
2678,   0.7361, 0.668312
2679,   0.7361, 0.659694
2680,   0.7361, 0.658891
2681,   0.7361, 0.662107
2682,   0.7361, 0.662588
2683,   0.7361, 0.663009
2684,   0.7361, 0.660568
2685,   0.7361,  0.66297
2686,   0.7361,  0.66401
2687,   0.7361, 0.662412
2688,   0.7361, 0.661289
2689,   0.7361, 0.662623
2690,   0.7361, 0.663099
2691,   0.7361, 0.660034
2692,   0.7361, 0.662495
2693,   0.7361, 0.661213
2694,   0.7361, 0.663325
2695,   0.7361, 0.664243
2696,   0.7361, 0.661346
2697,   0.7361, 0.659603
2698,   0.7361, 0.661259
2699,   0.7361, 0.654676
2700,   0.7361, 0.660519
2701,   0.7361, 0.660451
2702,   0.7361, 0.657766
2703,   0.7361, 0.657465
2704,   0.7361, 0.660314
2705,   0.7361, 0.657795
2706,   0.7361, 0.665494
2707,   0.7361,  0.66573
2708,   0.7361, 0.664655
2709,   0.7361, 0.661637
2710,   0.7361, 0.665611
2711,   0.7361, 0.657397
2712,   0.7361,  0.66194
2713,   0.7361, 0.664278
2714,   0.7361, 0.664075
2715,   0.7361, 0.662507
2716,   0.7361, 0.658303
2717,   0.7361,  0.65779
2718,   0.7361, 0.654594
2719,   0.7361, 0.664739
2720,   0.7361, 0.662389
2721,   0.7361, 0.664807
2722,   0.7361, 0.661749
2723,   0.7361, 0.660221
2724,   0.7361, 0.662766
2725,   0.7361, 0.663342
2726,   0.7361, 0.663035
2727,   0.7361, 0.659384
2728,   0.7361,  0.66101
2729,   0.7361, 0.658984
2730,   0.7361, 0.661372
2731,   0.7361, 0.668377
2732,   0.7361, 0.659739
2733,   0.7361, 0.665551
2734,   0.7361, 0.665474
2735,   0.7361, 0.659084
2736,   0.7361, 0.661422
2737,   0.7361, 0.661756
2738,   0.7361, 0.662723
2739,   0.7361, 0.667305
2740,   0.7361, 0.663108
2741,   0.7361, 0.659421
2742,   0.7361, 0.661183
2743,   0.7365, 0.661791
2744,   0.7365, 0.659383
2745,   0.7365, 0.661713
2746,   0.7365, 0.660606
2747,   0.7365, 0.658933
2748,   0.7365,   0.6673
2749,   0.7365, 0.663684
2750,   0.7365, 0.661044
2751,   0.7365, 0.663407
2752,   0.7365, 0.669645
2753,   0.7365, 0.662475
2754,   0.7365, 0.663289
2755,   0.7365, 0.665026
2756,   0.7365,    0.662
2757,   0.7365,  0.66141
2758,   0.7365, 0.659629
2759,   0.7365, 0.660978
2760,   0.7365, 0.661404
2761,   0.7365, 0.662081
2762,   0.7365, 0.656987
2763,   0.7365, 0.661693
2764,   0.7365, 0.667665
2765,   0.7365, 0.663704
2766,   0.7365, 0.662149
2767,   0.7365, 0.665651
2768,   0.7365, 0.664451
2769,   0.7365, 0.664904
2770,   0.7365, 0.664862
2771,   0.7365, 0.670121
2772,   0.7365, 0.667696
2773,   0.7365, 0.661811
2774,   0.7365, 0.663976
2775,   0.7365, 0.660411
2776,   0.7365, 0.659797
2777,   0.7365, 0.665317
2778,   0.7365, 0.664917
2779,   0.7365,  0.66962
2780,   0.7365, 0.663746
2781,   0.7365, 0.665575
2782,   0.7365, 0.661279
2783,   0.7365, 0.661143
2784,   0.7365, 0.661447
2785,   0.7365, 0.662784
2786,   0.7365, 0.665239
2787,   0.7365,  0.66295
2788,   0.7365, 0.664527
2789,   0.7365, 0.663276
2790,   0.7365, 0.668662
2791,   0.7365, 0.661877
2792,   0.7365, 0.659468
2793,   0.7365, 0.662899
2794,   0.7365, 0.668761
2795,   0.7365, 0.659424
2796,   0.7365, 0.663475
2797,   0.7365, 0.662574
2798,   0.7365, 0.665175
2799,   0.7365, 0.658327
2800,   0.7365, 0.669703
2801,   0.7365, 0.662392
2802,   0.7365, 0.664388
2803,   0.7365, 0.665018
2804,   0.7365, 0.663915
2805,   0.7365, 0.661303
2806,   0.7365, 0.661714
2807,   0.7365, 0.661536
2808,   0.7365, 0.658633
2809,   0.7365, 0.660846
2810,   0.7365, 0.660025
2811,   0.7365, 0.662294
2812,   0.7365, 0.662216
2813,   0.7365, 0.660375
2814,   0.7365, 0.661212
2815,   0.7365, 0.665343
2816,   0.7365, 0.665024
2817,   0.7365, 0.662614
2818,   0.7365, 0.661375
2819,   0.7365, 0.659313
2820,   0.7365, 0.663022
2821,   0.7365, 0.658075
2822,   0.7365, 0.667379
2823,   0.7365, 0.664978
2824,   0.7365, 0.663403
2825,   0.7365, 0.666515
2826,   0.7365, 0.668427
2827,   0.7365, 0.664046
2828,   0.7365,  0.66455
2829,   0.7365, 0.660302
2830,   0.7365, 0.661551
2831,   0.7365, 0.661142
2832,   0.7365, 0.663789
2833,   0.7365, 0.661942
2834,   0.7365, 0.662725
2835,   0.7365, 0.661028
2836,   0.7365, 0.652803
2837,   0.7365, 0.664467
2838,   0.7365, 0.663186
2839,   0.7365, 0.663751
2840,   0.7365, 0.663571
2841,   0.7365, 0.667383
2842,   0.7365, 0.666594
2843,   0.7365, 0.664444
2844,   0.7365,    0.662
2845,   0.7365, 0.662499
2846,   0.7365, 0.661806
2847,   0.7365, 0.662886
2848,   0.7365, 0.659931
2849,   0.7365,  0.66662
2850,   0.7365, 0.660278
2851,   0.7365, 0.666898
2852,   0.7365, 0.663989
2853,   0.7365,  0.66571
2854,   0.7365, 0.661845
2855,   0.7365, 0.662635
2856,   0.7365, 0.659889
2857,   0.7365, 0.658746
2858,   0.7365, 0.653754
2859,   0.7365, 0.660417
2860,   0.7365, 0.654071
2861,   0.7365, 0.663325
2862,   0.7365, 0.668495
2863,   0.7365, 0.666891
2864,   0.7365, 0.665841
2865,   0.7365, 0.666385
2866,   0.7365, 0.660691
2867,   0.7365,  0.66359
2868,   0.7365, 0.664533
2869,   0.7365, 0.664644
2870,   0.7365, 0.667944
2871,   0.7365, 0.665122
2872,   0.7365, 0.665446
2873,   0.7365, 0.665192
2874,   0.7365, 0.663097
2875,   0.7365, 0.661582
2876,   0.7365,  0.66394
2877,   0.7365, 0.665488
2878,   0.7365, 0.662197
2879,   0.7365, 0.659468
2880,   0.7365, 0.666329
2881,   0.7365, 0.662992
2882,   0.7365,  0.66262
2883,   0.7365, 0.665252
2884,   0.7365,  0.66188
2885,   0.7365, 0.662406
2886,   0.7365, 0.667518
2887,   0.7365, 0.664667
2888,   0.7365, 0.661934
2889,   0.7365, 0.658517
2890,   0.7365, 0.664083
2891,   0.7365, 0.661605
2892,   0.7365, 0.661679
2893,   0.7365, 0.663664
2894,   0.7365, 0.667181
2895,   0.7365, 0.666206
2896,   0.7365, 0.660396
2897,   0.7365, 0.663327
2898,   0.7365, 0.665011
2899,   0.7365, 0.660736
2900,   0.7365,   0.6619
2901,   0.7365, 0.661298
2902,   0.7365, 0.656372
2903,   0.7365, 0.662507
2904,   0.7365, 0.659539
2905,   0.7365, 0.665245
2906,   0.7365,  0.66481
2907,   0.7365, 0.666932
2908,   0.7365, 0.661964
2909,   0.7365, 0.664622
2910,   0.7365, 0.662917
2911,   0.7365, 0.666284
2912,   0.7365, 0.664373
2913,   0.7365, 0.661064
2914,   0.7365, 0.665425
2915,   0.7365, 0.668128
2916,   0.7365, 0.663403
2917,   0.7365, 0.661503
2918,   0.7365, 0.656982
2919,   0.7365, 0.665862
2920,   0.7365, 0.661821
2921,   0.7365, 0.665021
2922,   0.7365, 0.666305
2923,   0.7365,  0.66486
2924,   0.7365, 0.662678
2925,   0.7365,  0.66757
2926,   0.7365, 0.665579
2927,   0.7365, 0.670757
2928,   0.7365, 0.660663
2929,   0.7365, 0.663979
2930,   0.7365, 0.665015
2931,   0.7365, 0.667558
2932,   0.7365, 0.667135
2933,   0.7366, 0.662475
2934,   0.7366, 0.659725
2935,   0.7366, 0.663885
2936,   0.7366, 0.664901
2937,   0.7366, 0.664785
2938,   0.7366, 0.660697
2939,   0.7366, 0.667012
2940,   0.7366, 0.662845
2941,   0.7366, 0.665846
2942,   0.7366, 0.658223
2943,   0.7366, 0.655541
2944,   0.7366, 0.660601
2945,   0.7366, 0.666085
2946,   0.7366, 0.658822
2947,   0.7366, 0.668526
2948,   0.7366, 0.663197
2949,   0.7366, 0.668028
2950,   0.7366, 0.668414
2951,   0.7366, 0.666525
2952,   0.7366, 0.664594
2953,   0.7366, 0.661034
2954,   0.7366,  0.65923
2955,   0.7366, 0.662175
2956,   0.7366, 0.658386
2957,   0.7366, 0.662907
2958,   0.7366, 0.661592
2959,   0.7366, 0.661879
2960,   0.7366, 0.663432
2961,   0.7366,  0.66585
2962,   0.7366, 0.664613
2963,   0.7366, 0.663839
2964,   0.7366, 0.664003
2965,   0.7366, 0.664194
2966,   0.7366, 0.659981
2967,   0.7366, 0.661811
2968,   0.7366, 0.663987
2969,   0.7366, 0.662236
2970,   0.7366, 0.663091
2971,   0.7366,  0.66355
2972,   0.7366, 0.660322
2973,   0.7366, 0.657946
2974,   0.7366, 0.660347
2975,   0.7366,  0.65878
2976,   0.7366, 0.663031
2977,   0.7366, 0.662271
2978,   0.7366,  0.66321
2979,   0.7366,  0.66336
2980,   0.7366, 0.665192
2981,   0.7366, 0.666007
2982,   0.7366, 0.661018
2983,   0.7366, 0.667303
2984,   0.7366, 0.664676
2985,   0.7366, 0.665285
2986,   0.7366,   0.6668
2987,   0.7366,  0.66112
2988,   0.7366, 0.658812
2989,   0.7366, 0.659567
2990,   0.7366, 0.655496
2991,   0.7366, 0.663233
2992,   0.7366, 0.655563
2993,   0.7366, 0.655533
2994,   0.7366, 0.664167
2995,   0.7366,  0.66455
2996,   0.7366, 0.664196
2997,   0.7366, 0.661609
2998,   0.7366, 0.662226
2999,   0.7366, 0.658542
3000,   0.7366, 0.664339
3001,   0.7366, 0.663616
3002,   0.7366, 0.658692
3003,   0.7366, 0.663366
3004,   0.7366, 0.660548
3005,   0.7366, 0.667602
3006,   0.7366, 0.663614
3007,   0.7366, 0.666535
3008,   0.7366, 0.662861
3009,   0.7366, 0.664137
3010,   0.7366,  0.66228
3011,   0.7366, 0.665146
3012,   0.7366, 0.663908
3013,   0.7366, 0.666254
3014,   0.7366, 0.660604
3015,   0.7366, 0.660167
3016,   0.7366, 0.654879
3017,   0.7366,  0.66051
3018,   0.7366, 0.665317
3019,   0.7366, 0.657828
3020,   0.7366, 0.663643
3021,   0.7366, 0.663673
3022,   0.7366, 0.659886
3023,   0.7366, 0.661062
3024,   0.7366, 0.667755
3025,   0.7366, 0.661527
3026,   0.7366, 0.661147
3027,   0.7366, 0.664059
3028,   0.7366,  0.66674
3029,   0.7366, 0.665534
3030,   0.7366, 0.666877
3031,   0.7366, 0.668831
3032,   0.7366, 0.666238
3033,   0.7366,  0.66011
3034,   0.7366, 0.659965
3035,   0.7366, 0.662025
3036,   0.7367, 0.655771
3037,   0.7367,  0.65726
3038,   0.7367, 0.660312
3039,   0.7367, 0.659014
3040,   0.7367, 0.659012
3041,   0.7367, 0.667463
3042,   0.7367, 0.663489
3043,   0.7367, 0.666574
3044,   0.7367, 0.663031
3045,   0.7367, 0.667072
3046,   0.7367, 0.660346
3047,   0.7367, 0.655949
3048,   0.7367, 0.662678
3049,   0.7367,  0.66399
3050,   0.7367, 0.665011
3051,   0.7367,  0.66403
3052,   0.7367, 0.667274
3053,   0.7367, 0.662231
3054,   0.7373, 0.668079
3055,   0.7373, 0.662727
3056,   0.7373,  0.66456
3057,   0.7373,  0.66354
3058,   0.7373, 0.664093
3059,   0.7373, 0.660653
3060,   0.7373, 0.658912
3061,   0.7373, 0.661077
3062,   0.7373, 0.660019
3063,   0.7373, 0.660978
3064,   0.7373, 0.662809
3065,   0.7373, 0.664053
3066,   0.7373, 0.662805
3067,   0.7373, 0.669757
3068,   0.7373, 0.664953
3069,   0.7373, 0.657869
3070,   0.7373, 0.660782
3071,   0.7373, 0.666014
3072,   0.7373, 0.658031
3073,   0.7373, 0.660306
3074,   0.7373, 0.658095
3075,   0.7373, 0.665921
3076,   0.7373,  0.66099
3077,   0.7373, 0.663131
3078,   0.7373,  0.66125
3079,   0.7373, 0.660556
3080,   0.7373, 0.661138
3081,   0.7373, 0.658076
3082,   0.7373, 0.659478
3083,   0.7373, 0.668359
3084,   0.7373, 0.666754
3085,   0.7373, 0.671506
3086,   0.7373, 0.663853
3087,   0.7373, 0.670063
3088,   0.7373, 0.669139
3089,   0.7373, 0.665927
3090,   0.7373, 0.669724
3091,   0.7373, 0.666273
3092,   0.7373, 0.664505
3093,   0.7373,  0.66607
3094,   0.7373, 0.664558
3095,   0.7373, 0.662139
3096,   0.7373, 0.658469
3097,   0.7373, 0.663148
3098,   0.7373, 0.667745
3099,   0.7373, 0.665402
3100,   0.7373, 0.665476
3101,   0.7373, 0.666111
3102,   0.7373,  0.66507
3103,   0.7373, 0.664522
3104,   0.7373, 0.663927
3105,   0.7373, 0.661792
3106,   0.7373, 0.665897
3107,   0.7373, 0.666072
3108,   0.7373, 0.664477
3109,   0.7373, 0.665402
3110,   0.7373, 0.663632
3111,   0.7373,  0.66121
3112,   0.7373, 0.663944
3113,   0.7373, 0.663565
3114,   0.7373, 0.657155
3115,   0.7373, 0.662451
3116,   0.7373, 0.662816
3117,   0.7373, 0.660121
3118,   0.7373, 0.655475
3119,   0.7373, 0.662355
3120,   0.7373, 0.667067
3121,   0.7373, 0.666263
3122,   0.7373, 0.664577
3123,   0.7373, 0.666052
3124,   0.7373, 0.666245
3125,   0.7373, 0.661856
3126,   0.7373, 0.661429
3127,   0.7373, 0.664576
3128,   0.7373, 0.666435
3129,   0.7373, 0.667957
3130,   0.7373, 0.665013
3131,   0.7373,  0.66694
3132,   0.7373,  0.66127
3133,   0.7373, 0.664447
3134,   0.7373, 0.667479
3135,   0.7373,  0.65906
3136,   0.7373, 0.657198
3137,   0.7373, 0.660086
3138,   0.7373, 0.667098
3139,   0.7373, 0.659702
3140,   0.7373, 0.663636
3141,   0.7373, 0.662972
3142,   0.7373, 0.662924
3143,   0.7373, 0.659828
3144,   0.7373, 0.664674
3145,   0.7373, 0.661101
3146,   0.7373, 0.666313
3147,   0.7373, 0.667439
3148,   0.7373, 0.662976
3149,   0.7373, 0.658757
3150,   0.7373, 0.665892
3151,   0.7373, 0.661601
3152,   0.7373, 0.662668
3153,   0.7373, 0.664262
3154,   0.7373, 0.668241
3155,   0.7373, 0.665038
3156,   0.7375, 0.658346
3157,   0.7375, 0.665222
3158,   0.7375, 0.662057
3159,   0.7375, 0.659387
3160,   0.7375, 0.665243
3161,   0.7375, 0.665832
3162,   0.7375,   0.6682
3163,   0.7375, 0.660605
3164,   0.7375,   0.6698
3165,   0.7375, 0.670582
3166,   0.7375, 0.669617
3167,   0.7375, 0.666059
3168,   0.7375, 0.666005
3169,   0.7375, 0.663364
3170,   0.7375, 0.665818
3171,   0.7375, 0.661816
3172,   0.7375, 0.665709
3173,   0.7375, 0.665596
3174,   0.7375, 0.666596
3175,   0.7375,  0.66249
3176,   0.7375, 0.662569
3177,   0.7375, 0.670161
3178,   0.7375, 0.666299
3179,   0.7375, 0.665965
3180,   0.7375, 0.663972
3181,   0.7375, 0.666242
3182,   0.7375, 0.667758
3183,   0.7375, 0.660735
3184,   0.7375, 0.666803
3185,   0.7375, 0.662462
3186,   0.7375, 0.664818
3187,   0.7375, 0.665815
3188,   0.7375,  0.66057
3189,   0.7375, 0.659297
3190,   0.7375, 0.668954
3191,   0.7375, 0.662564
3192,   0.7375, 0.669454
3193,   0.7375,   0.6667
3194,   0.7375, 0.659813
3195,   0.7375, 0.668011
3196,   0.7375, 0.663533
3197,   0.7375, 0.663222
3198,   0.7375, 0.658716
3199,   0.7375, 0.658268
3200,   0.7375, 0.662605
3201,   0.7376, 0.668769
3202,   0.7376, 0.665156
3203,   0.7376, 0.664341
3204,   0.7376, 0.659889
3205,   0.7376,  0.66462
3206,   0.7376, 0.661331
3207,   0.7376,  0.66668
3208,   0.7377, 0.661202
3209,   0.7377, 0.669603
3210,   0.7377, 0.669175
3211,   0.7377, 0.662655
3212,   0.7377, 0.660442
3213,   0.7377, 0.659796
3214,   0.7377, 0.661979
3215,   0.7377, 0.659976
3216,   0.7377, 0.660004
3217,   0.7379,  0.66784
3218,   0.7379, 0.658623
3219,   0.7379,  0.66045
3220,   0.7379, 0.664179
3221,   0.7379,  0.66104
3222,   0.7379, 0.663571
3223,   0.7379, 0.658225
3224,   0.7379, 0.661838
3225,   0.7379, 0.664637
3226,   0.7379, 0.662781
3227,   0.7379, 0.669122
3228,   0.7379, 0.669383
3229,   0.7379, 0.665024
3230,   0.7379, 0.665354
3231,   0.7379, 0.667718
3232,   0.7379, 0.661286
3233,   0.7379, 0.666646
3234,   0.7379, 0.662399
3235,   0.7379, 0.669616
3236,   0.7379,  0.66552
3237,   0.7379, 0.665283
3238,   0.7379, 0.672638
3239,   0.7379, 0.667315
3240,   0.7379,  0.66516
3241,   0.7379, 0.666229
3242,   0.7379, 0.668139
3243,   0.7379, 0.666203
3244,   0.7379, 0.664637
3245,   0.7379, 0.669002
3246,   0.7379, 0.667092
3247,   0.7379, 0.665063
3248,   0.7379, 0.662886
3249,   0.7379, 0.667978
3250,   0.7379,  0.66602
3251,   0.7379, 0.667393
3252,   0.7379, 0.663333
3253,   0.7379, 0.661502
3254,   0.7379, 0.666306
3255,   0.7379, 0.664654
3256,   0.7379, 0.664349
3257,   0.7379, 0.664166
3258,   0.7379, 0.669276
3259,   0.7379, 0.666215
3260,   0.7379, 0.667759
3261,   0.7379, 0.670112
3262,   0.7379, 0.667543
3263,   0.7379, 0.670587
3264,   0.7379, 0.666256
3265,   0.7379, 0.668225
3266,   0.7379, 0.660637
3267,   0.7379, 0.667629
3268,   0.7379, 0.666714
3269,   0.7379, 0.663073
3270,   0.7379, 0.667378
3271,   0.7379, 0.663626
3272,   0.7379, 0.668261
3273,   0.7379, 0.666211
3274,   0.7379, 0.663515
3275,   0.7379, 0.660274
3276,   0.7379, 0.664035
3277,   0.7379, 0.661841
3278,   0.7379, 0.664265
3279,   0.7379,  0.66327
3280,   0.7379, 0.665196
3281,   0.7379, 0.663602
3282,   0.7379, 0.661911
3283,   0.7379, 0.663575
3284,   0.7379, 0.665463
3285,   0.7379, 0.664688
3286,   0.7379, 0.661875
3287,   0.7379, 0.664548
3288,   0.7379, 0.669269
3289,   0.7379, 0.666609
3290,   0.7379, 0.662995
3291,   0.7379, 0.660575
3292,   0.7379, 0.659234
3293,   0.7379, 0.661707
3294,   0.7379, 0.663597
3295,   0.7379, 0.659887
3296,   0.7379, 0.662992
3297,   0.7379, 0.663124
3298,   0.7379, 0.665043
3299,   0.7379, 0.665441
3300,   0.7379, 0.661157
3301,   0.7379,  0.66565
3302,   0.7379, 0.668296
3303,   0.7379, 0.664917
3304,   0.7379, 0.665972
3305,   0.7379, 0.665473
3306,   0.7379, 0.663006
3307,   0.7379, 0.662925
3308,   0.7379, 0.666105
3309,   0.7379,  0.66239
3310,   0.7379, 0.664614
3311,   0.7379, 0.662097
3312,   0.7379, 0.658745
3313,   0.7379, 0.661487
3314,   0.7379,  0.66105
3315,   0.7379, 0.665065
3316,   0.7379, 0.666464
3317,   0.7379, 0.666588
3318,   0.7379, 0.665856
3319,   0.7379, 0.665735
3320,   0.7379, 0.665927
3321,   0.7379, 0.664844
3322,   0.7379,  0.66785
3323,   0.7379, 0.665484
3324,   0.7379, 0.664645
3325,   0.7379, 0.662393
3326,   0.7379, 0.661159
3327,   0.7379, 0.665545
3328,   0.7379, 0.659943
3329,   0.7379, 0.659269
3330,   0.7379, 0.664079
3331,   0.7379, 0.660369
3332,   0.7379,  0.66284
3333,   0.7379, 0.666124
3334,   0.7379, 0.660277
3335,   0.7379, 0.657797
3336,   0.7379,  0.66769
3337,   0.7379, 0.664527
3338,   0.7379, 0.665525
3339,   0.7379,  0.66794
3340,   0.7379, 0.666502
3341,   0.7379, 0.660661
3342,   0.7379, 0.660822
3343,   0.7379, 0.667952
3344,   0.7379, 0.667917
3345,   0.7379, 0.665607
3346,   0.7379, 0.662644
3347,   0.7379, 0.664805
3348,   0.7379, 0.663967
3349,   0.7379, 0.669949
3350,   0.7379, 0.670486
3351,   0.7379, 0.668034
3352,   0.7379,  0.66636
3353,   0.7379, 0.664969
3354,   0.7379, 0.669606
3355,   0.7379, 0.668952
3356,   0.7379, 0.663905
3357,   0.7379, 0.659354
3358,   0.7379, 0.663634
3359,   0.7379, 0.664509
3360,   0.7379, 0.669029
3361,   0.7379, 0.667075
3362,   0.7379, 0.665383
3363,   0.7379, 0.664282
3364,   0.7379, 0.667803
3365,   0.7379, 0.662484
3366,   0.7379, 0.666348
3367,   0.7379, 0.664127
3368,   0.7379, 0.664587
3369,   0.7379, 0.663735
3370,   0.7379, 0.667017
3371,   0.7379, 0.667012
3372,   0.7379, 0.666755
3373,   0.7379, 0.663888
3374,   0.7379, 0.668146
3375,   0.7379,  0.66378
3376,   0.7379, 0.664415
3377,   0.7379, 0.667683
