gen, tournament_float_twopoint_best, tournament_float_twopoint_ave
3378,   0.7379, 0.665686
3379,   0.7379, 0.663708
3380,   0.7379, 0.660465
3381,   0.7379, 0.663634
3382,   0.7379, 0.663621
3383,   0.7379, 0.665657
3384,   0.7379, 0.667134
3385,   0.7379, 0.663585
3386,   0.7379, 0.667098
3387,   0.7379, 0.666374
3388,   0.7379, 0.662135
3389,   0.7379, 0.658073
3390,   0.7379, 0.662193
3391,   0.7379,  0.66587
3392,   0.7379, 0.663979
3393,   0.7379, 0.665651
3394,   0.7379, 0.658756
3395,   0.7379,  0.66224
3396,   0.7379, 0.660855
3397,   0.7379, 0.663558
3398,   0.7379, 0.663733
3399,   0.7379, 0.666814
3400,   0.7379, 0.664121
3401,   0.7379, 0.668091
3402,   0.7379, 0.664228
3403,   0.7379, 0.659488
3404,   0.7379, 0.661306
3405,   0.7379, 0.661046
3406,   0.7379, 0.661031
3407,   0.7379,  0.66278
3408,   0.7379, 0.661906
3409,   0.7379, 0.663759
3410,   0.7379,  0.66615
3411,   0.7379, 0.668567
3412,   0.7379, 0.664003
3413,   0.7379, 0.666956
3414,   0.7379, 0.664209
3415,   0.7379, 0.664964
3416,   0.7379, 0.665532
3417,   0.7379, 0.662986
3418,   0.7379, 0.662144
3419,   0.7379, 0.666974
3420,   0.7379, 0.662442
3421,   0.7383,  0.66225
3422,   0.7383, 0.661762
3423,   0.7383, 0.664254
3424,   0.7383, 0.668412
3425,   0.7383, 0.661228
3426,   0.7383,  0.66722
3427,   0.7383,  0.66006
3428,   0.7383, 0.663276
3429,   0.7383, 0.665218
3430,   0.7383, 0.668294
3431,   0.7383, 0.667649
3432,   0.7383, 0.669359
3433,   0.7383, 0.663131
3434,   0.7383, 0.664363
3435,   0.7383, 0.667818
3436,   0.7383,  0.66666
3437,   0.7383, 0.666519
3438,   0.7383, 0.664961
3439,   0.7383, 0.667161
3440,   0.7383, 0.667205
3441,   0.7383, 0.666467
3442,   0.7383, 0.663096
3443,   0.7383, 0.662071
3444,   0.7383, 0.661668
3445,   0.7383, 0.665115
3446,   0.7383, 0.662669
3447,   0.7383, 0.664555
3448,   0.7383, 0.666797
3449,   0.7383, 0.666254
3450,   0.7383, 0.665107
3451,   0.7383, 0.664172
3452,   0.7383, 0.661928
3453,   0.7383, 0.665454
3454,   0.7383, 0.666568
3455,   0.7383, 0.666966
3456,   0.7383, 0.660042
3457,   0.7383, 0.665897
3458,   0.7383, 0.665738
3459,   0.7383, 0.668336
3460,   0.7383, 0.669756
3461,   0.7383, 0.668312
3462,   0.7383, 0.664829
3463,   0.7383, 0.664569
3464,   0.7383, 0.664709
3465,   0.7383, 0.668011
3466,   0.7383, 0.663041
3467,   0.7383, 0.663734
3468,   0.7383, 0.665156
3469,   0.7383,  0.66189
3470,   0.7383, 0.669406
3471,   0.7383, 0.668749
3472,   0.7383, 0.667849
3473,   0.7383, 0.663531
3474,   0.7383, 0.665866
3475,   0.7383, 0.668975
3476,   0.7384, 0.666071
3477,   0.7384, 0.665804
3478,   0.7384, 0.666584
3479,   0.7384, 0.664705
3480,   0.7384, 0.664636
3481,   0.7384, 0.656298
3482,   0.7384, 0.660268
3483,   0.7384, 0.665511
3484,   0.7384, 0.662713
3485,   0.7384, 0.668684
3486,   0.7384, 0.663752
3487,   0.7384, 0.661816
3488,   0.7384, 0.664063
3489,   0.7384, 0.665711
3490,   0.7384, 0.664589
3491,   0.7384,   0.6621
3492,   0.7385, 0.658941
3493,   0.7385, 0.665898
3494,   0.7385, 0.665035
3495,   0.7385, 0.666319
3496,   0.7385,  0.66722
3497,   0.7385,  0.66184
3498,   0.7385, 0.663955
3499,   0.7385, 0.666356
3500,   0.7385, 0.664317
3501,   0.7385, 0.664716
3502,   0.7385, 0.662714
3503,   0.7385, 0.658755
3504,   0.7385, 0.661339
3505,   0.7385, 0.663813
3506,   0.7385, 0.662728
3507,   0.7385, 0.655689
3508,   0.7385,  0.66325
3509,   0.7385, 0.662709
3510,   0.7385, 0.665051
3511,   0.7385,  0.66286
3512,   0.7385, 0.663966
3513,   0.7385, 0.664172
3514,   0.7385, 0.667882
3515,   0.7385, 0.667965
3516,   0.7385, 0.666499
3517,   0.7385, 0.664694
3518,   0.7385, 0.662691
3519,   0.7385, 0.667338
3520,   0.7385, 0.668592
3521,   0.7385,  0.66652
3522,   0.7385, 0.667974
3523,   0.7385, 0.663915
3524,   0.7385,  0.66386
3525,   0.7385, 0.666354
3526,   0.7385,  0.66007
3527,   0.7385, 0.659162
3528,   0.7385, 0.662995
3529,   0.7385,   0.6669
3530,   0.7385, 0.662835
3531,   0.7385, 0.662718
3532,   0.7385, 0.666985
3533,   0.7385, 0.669801
3534,   0.7385, 0.664387
3535,   0.7385, 0.661085
3536,   0.7385, 0.664559
3537,   0.7385, 0.673365
3538,   0.7385, 0.667829
3539,   0.7385, 0.666444
3540,   0.7385, 0.667105
3541,   0.7385, 0.662877
3542,   0.7385, 0.663903
3543,   0.7385, 0.669272
3544,   0.7385, 0.665668
3545,   0.7385, 0.661928
3546,   0.7385, 0.664982
3547,   0.7385, 0.661246
3548,   0.7385, 0.666402
3549,   0.7385, 0.661698
3550,   0.7385,  0.66817
3551,   0.7385, 0.663234
3552,   0.7385, 0.666613
3553,   0.7385,   0.6627
3554,   0.7385, 0.666815
3555,   0.7385, 0.671448
3556,   0.7385,  0.66511
3557,   0.7385, 0.667328
3558,   0.7385, 0.656976
3559,   0.7385, 0.657748
3560,   0.7385, 0.661721
3561,   0.7385, 0.667373
3562,   0.7385, 0.667806
3563,   0.7385, 0.665767
3564,   0.7385, 0.667331
3565,   0.7385,  0.66754
3566,   0.7385, 0.664636
3567,   0.7385, 0.665182
3568,   0.7385, 0.666933
3569,   0.7385, 0.672835
3570,   0.7385, 0.671818
3571,   0.7385,  0.66382
3572,   0.7385, 0.664694
3573,   0.7385, 0.667338
3574,   0.7385, 0.662233
3575,   0.7385, 0.664369
3576,   0.7385, 0.665828
3577,   0.7385, 0.661696
3578,   0.7385, 0.666516
3579,   0.7385, 0.664277
3580,   0.7385, 0.666383
3581,   0.7385, 0.657481
3582,   0.7385, 0.667498
3583,   0.7385, 0.666175
3584,   0.7385,  0.66367
3585,   0.7385, 0.666157
3586,   0.7385, 0.666845
3587,   0.7385, 0.662208
3588,   0.7385, 0.662889
3589,   0.7385, 0.671672
3590,   0.7385, 0.670535
3591,   0.7385, 0.662232
3592,   0.7385, 0.660883
3593,   0.7385, 0.666865
3594,   0.7385, 0.667381
3595,   0.7385, 0.668086
3596,   0.7385, 0.664461
3597,   0.7385,  0.66406
3598,   0.7385, 0.662315
3599,   0.7385, 0.668347
3600,   0.7385, 0.666299
3601,   0.7385, 0.661587
3602,   0.7385, 0.666228
3603,   0.7385, 0.665156
3604,   0.7385, 0.663218
3605,   0.7385,  0.66219
3606,   0.7385, 0.667427
3607,   0.7385, 0.669595
3608,   0.7385, 0.668805
3609,   0.7385, 0.664119
3610,   0.7385, 0.661968
3611,   0.7385, 0.660972
3612,   0.7385, 0.667501
3613,   0.7385, 0.665218
3614,   0.7385, 0.662426
3615,   0.7385, 0.666143
3616,   0.7385, 0.656445
3617,   0.7385, 0.666015
3618,   0.7385, 0.662075
3619,   0.7385, 0.669807
3620,   0.7385, 0.671323
3621,   0.7385, 0.667208
3622,   0.7385, 0.660284
3623,   0.7385,  0.66542
3624,   0.7385, 0.670629
3625,   0.7385, 0.663008
3626,   0.7385, 0.663654
3627,   0.7385, 0.665752
3628,   0.7385, 0.668123
3629,   0.7385, 0.667365
3630,   0.7385, 0.665855
3631,   0.7385,  0.66469
3632,   0.7385, 0.670196
3633,   0.7385, 0.662867
3634,   0.7385,  0.66889
3635,   0.7385, 0.663567
3636,   0.7385, 0.665972
3637,   0.7385, 0.661571
3638,   0.7385, 0.669695
3639,   0.7385, 0.669508
3640,   0.7385, 0.666868
3641,   0.7385, 0.665202
3642,   0.7385, 0.664158
3643,   0.7385,  0.67087
3644,   0.7385, 0.668136
3645,   0.7385, 0.663063
3646,   0.7385, 0.664603
3647,   0.7385, 0.667274
3648,   0.7385, 0.664915
3649,   0.7385, 0.661971
3650,   0.7385, 0.667261
3651,   0.7385, 0.671771
3652,   0.7385, 0.667479
3653,   0.7385, 0.665808
3654,   0.7385, 0.669739
3655,   0.7385, 0.666718
3656,   0.7385, 0.671088
3657,   0.7385,  0.66438
3658,   0.7385, 0.669522
3659,   0.7385, 0.664872
3660,   0.7385, 0.664512
3661,   0.7385, 0.667481
3662,   0.7385, 0.664295
3663,   0.7385, 0.663928
3664,   0.7385, 0.662602
3665,   0.7385, 0.661489
3666,   0.7385, 0.663169
3667,   0.7385, 0.665627
3668,   0.7385, 0.669075
3669,   0.7385, 0.660599
3670,   0.7385, 0.663969
3671,   0.7385, 0.663215
3672,   0.7385, 0.666344
3673,   0.7385, 0.663867
3674,   0.7385, 0.662469
3675,   0.7385, 0.660823
3676,   0.7385, 0.664588
3677,   0.7385, 0.665565
3678,   0.7385, 0.664855
3679,   0.7385, 0.666149
3680,   0.7385, 0.670667
3681,   0.7385, 0.668905
3682,   0.7385, 0.665455
3683,   0.7385, 0.666912
3684,   0.7385, 0.661924
3685,   0.7385, 0.666291
3686,   0.7385,  0.66512
3687,   0.7385, 0.663855
3688,   0.7385, 0.668526
3689,   0.7385, 0.668945
3690,   0.7385, 0.665763
3691,   0.7385, 0.670025
3692,   0.7385, 0.666703
3693,   0.7385, 0.664923
3694,   0.7385, 0.668747
3695,   0.7385, 0.664585
3696,   0.7385, 0.666144
3697,   0.7385, 0.661662
3698,   0.7385, 0.665219
3699,   0.7385,  0.66369
3700,   0.7385, 0.666339
3701,   0.7385, 0.661831
3702,   0.7385, 0.669862
3703,   0.7385, 0.664301
3704,   0.7385, 0.665955
3705,   0.7385,  0.66493
3706,   0.7385,  0.66399
3707,   0.7385, 0.670135
3708,   0.7385,  0.66285
3709,   0.7385, 0.665177
3710,   0.7385, 0.660261
3711,   0.7385, 0.663475
3712,   0.7385, 0.659229
3713,   0.7385, 0.662139
3714,   0.7385, 0.659765
3715,   0.7385,  0.66026
3716,   0.7385, 0.668699
3717,   0.7385, 0.667419
3718,   0.7385, 0.662359
3719,   0.7385, 0.661643
3720,   0.7385, 0.663003
3721,   0.7385,   0.6613
3722,   0.7385, 0.667201
3723,   0.7385, 0.666426
3724,   0.7385, 0.666659
3725,   0.7385, 0.659701
3726,   0.7385, 0.664205
3727,   0.7385, 0.661942
3728,   0.7385, 0.663768
3729,   0.7385, 0.666144
3730,   0.7385, 0.669038
3731,   0.7385, 0.665948
3732,   0.7385, 0.667615
3733,   0.7385, 0.665586
3734,   0.7385, 0.666574
3735,   0.7385, 0.665286
3736,   0.7385,  0.66389
3737,   0.7385, 0.669212
3738,   0.7385, 0.669268
3739,   0.7385, 0.667198
3740,   0.7385, 0.669714
3741,   0.7385, 0.666001
3742,   0.7385, 0.663141
3743,   0.7385, 0.666598
3744,   0.7385, 0.672348
3745,   0.7385, 0.668028
3746,   0.7385, 0.666876
3747,   0.7385, 0.665632
3748,   0.7385, 0.665695
3749,   0.7385, 0.665711
3750,   0.7385, 0.662262
3751,   0.7385, 0.655043
3752,   0.7385, 0.669265
3753,   0.7385, 0.664885
3754,   0.7385, 0.666424
3755,   0.7385, 0.662028
3756,   0.7385, 0.659634
3757,   0.7385, 0.664056
3758,   0.7385,  0.66368
3759,   0.7385, 0.661187
3760,   0.7385,  0.67078
3761,   0.7385, 0.662013
3762,   0.7385, 0.664659
3763,   0.7385, 0.666076
3764,   0.7385, 0.663213
3765,   0.7385, 0.666083
3766,   0.7385, 0.666614
3767,   0.7385, 0.664241
3768,   0.7385, 0.670635
3769,   0.7385, 0.670436
3770,   0.7385, 0.669786
3771,   0.7385, 0.669894
3772,   0.7385,  0.67162
3773,   0.7385, 0.663009
3774,   0.7385, 0.668674
3775,   0.7385,  0.66646
3776,   0.7385, 0.665392
3777,   0.7385,  0.66455
3778,   0.7385, 0.663757
3779,   0.7385, 0.663427
3780,   0.7385, 0.664841
3781,   0.7385, 0.662203
3782,   0.7385, 0.664805
3783,   0.7385, 0.668758
3784,   0.7385, 0.670279
3785,   0.7385, 0.662639
3786,   0.7385, 0.662777
3787,   0.7385, 0.668207
3788,   0.7385, 0.669039
3789,   0.7385, 0.659759
3790,   0.7385,   0.6633
3791,   0.7385, 0.665717
3792,   0.7385, 0.661288
3793,   0.7385, 0.662851
3794,   0.7385, 0.664719
3795,   0.7385, 0.667693
3796,   0.7385, 0.672215
3797,   0.7385, 0.665468
3798,   0.7385, 0.667005
3799,   0.7385, 0.670395
3800,   0.7385,  0.66736
3801,   0.7385, 0.670007
3802,   0.7385,  0.66817
3803,   0.7385,  0.67041
3804,   0.7385, 0.667471
3805,   0.7385, 0.670242
3806,   0.7385, 0.661572
3807,   0.7385, 0.662395
3808,   0.7385, 0.663226
3809,   0.7385, 0.663359
3810,   0.7385, 0.669836
3811,   0.7385, 0.669805
3812,   0.7385, 0.673059
3813,   0.7385, 0.670112
3814,   0.7385, 0.663795
3815,   0.7385, 0.662656
3816,   0.7385, 0.662592
3817,   0.7385, 0.670043
3818,   0.7385, 0.665915
3819,   0.7385, 0.666717
3820,   0.7385, 0.668533
3821,   0.7385, 0.668486
3822,   0.7385, 0.669791
3823,   0.7385, 0.666683
3824,   0.7385, 0.665058
3825,   0.7385, 0.665641
3826,   0.7385, 0.657118
3827,   0.7385, 0.665506
3828,   0.7385,  0.66124
3829,   0.7385, 0.663944
3830,   0.7385, 0.667579
3831,   0.7385, 0.665052
3832,   0.7385, 0.670778
3833,   0.7385, 0.660345
3834,   0.7385, 0.660691
3835,   0.7385,  0.66247
3836,   0.7385, 0.669352
3837,   0.7385, 0.665204
3838,   0.7385, 0.664688
3839,   0.7385, 0.663738
3840,   0.7385, 0.664003
3841,   0.7385, 0.664971
3842,   0.7385, 0.659318
3843,   0.7385, 0.663563
3844,   0.7385, 0.665273
3845,   0.7385, 0.663288
3846,   0.7385, 0.661713
3847,   0.7385, 0.668902
3848,   0.7385, 0.664253
3849,   0.7385, 0.674447
3850,   0.7385,  0.66926
3851,   0.7385, 0.666344
3852,   0.7385,  0.66401
3853,   0.7385, 0.665936
3854,   0.7385, 0.664599
3855,   0.7385,  0.66601
3856,   0.7385, 0.666017
3857,   0.7385, 0.664869
3858,   0.7385, 0.668309
3859,   0.7385, 0.667825
3860,   0.7385, 0.665921
3861,   0.7385, 0.664442
3862,   0.7385, 0.663675
3863,   0.7385, 0.660623
3864,   0.7385, 0.665906
3865,   0.7385,  0.66656
3866,   0.7385, 0.671031
3867,   0.7385, 0.667123
3868,   0.7385, 0.670123
3869,   0.7385, 0.665072
3870,   0.7385, 0.663872
3871,   0.7385, 0.664045
3872,   0.7385, 0.664042
3873,   0.7385,  0.66524
3874,   0.7385, 0.665668
3875,   0.7385, 0.663796
3876,   0.7385, 0.667437
3877,   0.7385, 0.661731
3878,   0.7385, 0.667522
3879,   0.7385, 0.667485
3880,   0.7385, 0.666488
3881,   0.7385, 0.664329
3882,   0.7385, 0.661537
3883,   0.7385, 0.664482
3884,   0.7385, 0.662624
3885,   0.7385, 0.665474
3886,   0.7385, 0.662272
3887,   0.7385, 0.665134
3888,   0.7385, 0.665501
3889,   0.7385, 0.666807
3890,   0.7385,  0.67267
3891,   0.7385, 0.672425
3892,   0.7385, 0.669086
3893,   0.7385, 0.671643
3894,   0.7385, 0.669496
3895,   0.7385, 0.666281
3896,   0.7385,  0.66279
3897,   0.7391, 0.665652
3898,   0.7391, 0.659342
3899,   0.7391, 0.666049
3900,   0.7391, 0.670909
3901,   0.7391, 0.665039
3902,   0.7391, 0.664166
3903,   0.7391, 0.668207
3904,   0.7391, 0.661558
3905,   0.7391,  0.66577
3906,   0.7391, 0.664587
3907,   0.7391, 0.660978
3908,   0.7391,  0.66611
3909,   0.7391, 0.667747
3910,   0.7391, 0.671114
3911,   0.7391, 0.667943
3912,   0.7391, 0.664728
3913,   0.7391, 0.667891
3914,   0.7391, 0.670775
3915,   0.7391, 0.669777
3916,   0.7391, 0.667683
3917,   0.7391,  0.66958
3918,   0.7391,  0.67287
3919,   0.7391, 0.667121
3920,   0.7391, 0.665717
3921,   0.7391, 0.670339
3922,   0.7391, 0.667511
3923,   0.7391, 0.665469
3924,   0.7391, 0.662768
3925,   0.7391,   0.6667
3926,   0.7391, 0.669622
3927,   0.7391, 0.667325
3928,   0.7391, 0.665389
3929,   0.7391, 0.663716
3930,   0.7391, 0.665383
3931,   0.7391, 0.658453
3932,   0.7391, 0.668676
3933,   0.7391, 0.667798
3934,   0.7391, 0.659943
3935,   0.7391, 0.660847
3936,   0.7391, 0.662648
3937,   0.7391,  0.66416
3938,   0.7391, 0.662664
3939,   0.7391, 0.664158
3940,   0.7391, 0.667254
3941,   0.7391, 0.662371
3942,   0.7391,   0.6682
3943,   0.7391, 0.662916
3944,   0.7391, 0.663734
3945,   0.7391,  0.66398
3946,   0.7391, 0.668248
3947,   0.7391, 0.667863
3948,   0.7391, 0.666147
3949,   0.7391, 0.664204
3950,   0.7391, 0.664915
3951,   0.7391,  0.66558
3952,   0.7391, 0.662958
3953,   0.7391, 0.663754
3954,   0.7391, 0.664756
3955,   0.7391, 0.668083
3956,   0.7391, 0.668834
3957,   0.7391, 0.666945
3958,   0.7391, 0.665104
3959,   0.7391, 0.664243
3960,   0.7391, 0.665838
3961,   0.7391, 0.665029
3962,   0.7391, 0.665775
3963,   0.7391, 0.667863
3964,   0.7391, 0.668231
3965,   0.7391, 0.668042
3966,   0.7391, 0.665936
3967,   0.7391, 0.670761
3968,   0.7391, 0.666467
3969,   0.7391, 0.664662
3970,   0.7391, 0.667006
3971,   0.7391, 0.663087
3972,   0.7391, 0.664144
3973,   0.7391, 0.661864
3974,   0.7391, 0.666458
3975,   0.7391, 0.665219
3976,   0.7391, 0.659469
3977,   0.7391, 0.665724
3978,   0.7391, 0.665749
3979,   0.7391, 0.666586
3980,   0.7391,  0.66764
3981,   0.7391, 0.665796
3982,   0.7391, 0.664901
3983,   0.7391, 0.667827
3984,   0.7391, 0.668766
3985,   0.7391, 0.663777
3986,   0.7391, 0.668912
3987,   0.7391, 0.661961
3988,   0.7391, 0.663097
3989,   0.7391,  0.67097
3990,   0.7391, 0.665467
3991,   0.7391, 0.665979
3992,   0.7391, 0.668622
3993,   0.7391, 0.669293
3994,   0.7391, 0.668534
3995,   0.7391, 0.665847
3996,   0.7391, 0.661417
3997,   0.7391, 0.668019
3998,   0.7391, 0.662667
3999,   0.7391, 0.664426
4000,   0.7391, 0.660628
