gen, tournament_scalar_onepoint_best, tournament_scalar_onepoint_ave
1870,   0.7644, 0.681774
1871,   0.7644, 0.687344
1872,   0.7644, 0.677727
1873,   0.7644, 0.681314
1874,   0.7644, 0.671981
1875,   0.7644, 0.683262
1876,   0.7644, 0.682681
1877,   0.7644, 0.680113
1878,   0.7644, 0.678586
1879,   0.7644, 0.676407
1880,   0.7644, 0.674038
1881,   0.7644, 0.679043
1882,   0.7644, 0.677924
1883,   0.7644, 0.681299
1884,   0.7644, 0.673881
1885,   0.7644, 0.681449
1886,   0.7644, 0.683745
1887,   0.7644, 0.682685
1888,   0.7644,  0.68398
1889,   0.7644, 0.678231
1890,   0.7644, 0.680484
1891,   0.7644,  0.68252
1892,   0.7644, 0.681244
1893,   0.7644, 0.683301
1894,   0.7644, 0.678121
1895,   0.7644, 0.679522
1896,   0.7644, 0.676059
1897,    0.769, 0.683116
1898,    0.769, 0.686947
1899,    0.769, 0.676413
1900,    0.769, 0.686432
1901,    0.769, 0.686741
1902,    0.769, 0.684079
1903,    0.769, 0.685417
1904,    0.769,  0.68426
1905,    0.769, 0.690647
1906,    0.769, 0.691067
1907,    0.769, 0.698839
1908,    0.769, 0.694041
1909,   0.7725, 0.688746
1910,   0.7725, 0.682221
1911,   0.7725, 0.685962
1912,   0.7725, 0.687792
1913,   0.7725, 0.686859
1914,   0.7725, 0.686584
1915,   0.7725, 0.687621
1916,   0.7725, 0.685964
1917,   0.7725, 0.692207
1918,   0.7725, 0.688383
1919,   0.7725, 0.686642
1920,   0.7725, 0.688559
1921,   0.7725, 0.684529
1922,   0.7725, 0.682861
1923,   0.7725, 0.681677
1924,   0.7725, 0.686865
1925,   0.7725, 0.686282
1926,   0.7725,  0.68192
1927,   0.7725, 0.685909
1928,   0.7725,  0.68198
1929,   0.7751, 0.694255
1930,   0.7751, 0.689534
1931,   0.7751,  0.68961
1932,   0.7751, 0.690902
1933,   0.7751, 0.700851
1934,   0.7751, 0.690579
1935,   0.7751, 0.694959
1936,   0.7751, 0.694263
1937,   0.7751, 0.696377
1938,   0.7751, 0.688462
1939,   0.7751, 0.688617
1940,   0.7751, 0.691803
1941,   0.7751, 0.694157
1942,   0.7751, 0.693109
1943,   0.7751, 0.694253
1944,   0.7751, 0.692387
1945,   0.7751, 0.690742
1946,   0.7751, 0.696768
1947,   0.7751,  0.69338
1948,   0.7751, 0.694272
1949,   0.7751, 0.692805
1950,   0.7751,  0.69087
1951,   0.7751,  0.69708
1952,   0.7751, 0.687113
1953,   0.7751, 0.690464
1954,   0.7751, 0.683611
1955,   0.7764, 0.696015
1956,   0.7764, 0.689955
1957,   0.7775,  0.69528
1958,   0.7775, 0.689834
1959,   0.7775, 0.685483
1960,   0.7775, 0.695791
1961,     0.78, 0.684072
1962,     0.78, 0.683303
1963,     0.78, 0.695889
1964,     0.78, 0.689341
1965,     0.78, 0.699058
1966,     0.78, 0.686648
1967,     0.78, 0.690463
1968,     0.78, 0.695005
1969,     0.78, 0.697353
1970,     0.78, 0.694417
1971,     0.78, 0.692874
1972,     0.78, 0.694231
1973,     0.78, 0.695817
1974,     0.78, 0.698259
1975,     0.78, 0.694961
1976,     0.78, 0.695131
1977,     0.78, 0.693631
1978,   0.7809, 0.691205
1979,   0.7809, 0.692626
1980,   0.7809, 0.690011
1981,   0.7846, 0.692192
1982,   0.7846, 0.688227
1983,   0.7846, 0.693097
1984,   0.7846, 0.693448
1985,   0.7846, 0.697931
1986,   0.7846, 0.695439
1987,   0.7846, 0.687745
1988,   0.7846, 0.688484
1989,   0.7846, 0.695177
1990,   0.7846,   0.6982
1991,   0.7846, 0.688734
1992,   0.7846, 0.686624
1993,   0.7846, 0.692724
1994,   0.7846, 0.694918
1995,   0.7846, 0.685803
1996,   0.7846, 0.690984
1997,   0.7846, 0.687669
1998,   0.7846, 0.694239
1999,   0.7846, 0.691774
2000,   0.7846, 0.694199
2001,   0.7846, 0.694052
2002,   0.7846,  0.68611
2003,   0.7846, 0.690744
2004,   0.7846, 0.687912
2005,   0.7846, 0.689595
2006,   0.7846,  0.69168
2007,   0.7846, 0.699317
2008,   0.7846, 0.699642
2009,   0.7846, 0.690015
2010,   0.7846, 0.695638
2011,   0.7846, 0.698368
2012,   0.7846, 0.695235
2013,   0.7846, 0.689147
2014,   0.7846, 0.694018
2015,   0.7846, 0.699062
2016,   0.7846, 0.692802
2017,   0.7846, 0.691722
2018,   0.7846, 0.690513
2019,   0.7846, 0.690246
2020,   0.7863, 0.690512
2021,   0.7863, 0.694445
2022,   0.7863,  0.69327
2023,   0.7863, 0.691058
2024,   0.7863, 0.686358
2025,   0.7863, 0.689986
2026,   0.7863, 0.690814
2027,   0.7863, 0.693565
2028,   0.7863, 0.692498
2029,   0.7863,   0.6921
2030,   0.7863, 0.693636
2031,   0.7863,  0.68876
2032,   0.7863, 0.696075
2033,   0.7863, 0.695614
2034,   0.7863, 0.696735
2035,   0.7863, 0.696926
2036,   0.7863, 0.698396
2037,   0.7863, 0.690366
2038,   0.7863, 0.696535
2039,   0.7863, 0.694606
2040,   0.7863, 0.690364
2041,   0.7863, 0.692898
2042,   0.7863, 0.703942
2043,   0.7863, 0.701047
2044,   0.7863, 0.699791
2045,   0.7863, 0.697114
2046,   0.7863, 0.693691
2047,   0.7892, 0.695863
2048,   0.7892, 0.694596
2049,   0.7892, 0.695599
2050,   0.7892, 0.702639
2051,   0.7892,  0.69528
2052,   0.7892, 0.691242
2053,   0.7892, 0.697056
2054,   0.7892, 0.689646
2055,   0.7892, 0.696066
2056,   0.7892, 0.694806
2057,   0.7892,  0.70311
2058,   0.7892, 0.702875
2059,   0.7892, 0.690333
2060,   0.7892,  0.69355
2061,   0.7892, 0.688707
2062,   0.7892, 0.694484
2063,   0.7892,  0.69993
2064,   0.7892, 0.699774
2065,   0.7892, 0.693223
2066,   0.7892, 0.693909
2067,   0.7892, 0.686396
2068,   0.7892, 0.692876
2069,   0.7892, 0.692749
2070,   0.7892, 0.702469
2071,   0.7892, 0.693933
2072,   0.7892, 0.692437
2073,   0.7892, 0.698556
2074,   0.7892, 0.698063
2075,   0.7892, 0.700221
2076,   0.7892, 0.691495
2077,   0.7892, 0.697303
2078,   0.7892, 0.695845
2079,   0.7892, 0.695095
2080,   0.7892, 0.693149
2081,   0.7892, 0.698132
2082,   0.7892, 0.686702
2083,   0.7892, 0.696256
2084,   0.7892, 0.691223
2085,   0.7892, 0.693877
2086,   0.7892, 0.691699
2087,   0.7892, 0.698509
2088,   0.7892, 0.691011
2089,   0.7892, 0.691607
2090,   0.7892, 0.696023
2091,   0.7892, 0.690814
2092,   0.7892,  0.69488
2093,   0.7892, 0.694844
2094,   0.7892, 0.695011
2095,   0.7892, 0.696482
2096,   0.7892, 0.697809
2097,   0.7892, 0.688084
2098,   0.7892,  0.69488
2099,   0.7892,  0.69848
2100,   0.7892, 0.693847
2101,   0.7892, 0.695423
2102,   0.7892, 0.696898
2103,   0.7892, 0.698146
2104,   0.7892, 0.698316
2105,   0.7892,  0.68978
2106,   0.7892, 0.697369
2107,   0.7892, 0.695534
2108,   0.7892,  0.69249
2109,   0.7892, 0.693784
2110,   0.7892, 0.693598
2111,   0.7892, 0.695033
2112,   0.7892, 0.692427
2113,   0.7892, 0.685287
2114,   0.7892, 0.688489
2115,   0.7892, 0.693431
2116,   0.7892, 0.702292
2117,   0.7892, 0.696395
2118,   0.7892, 0.691526
2119,   0.7892, 0.696672
2120,   0.7892, 0.691413
2121,   0.7892, 0.681041
2122,   0.7892, 0.700572
2123,   0.7892, 0.692689
2124,   0.7892, 0.691608
2125,   0.7881, 0.695365
2126,   0.7881, 0.691234
2127,   0.7881, 0.697023
2128,   0.7881, 0.702645
2129,   0.7881, 0.694589
2130,   0.7881, 0.693068
2131,   0.7881, 0.696207
2132,   0.7881, 0.701702
2133,   0.7881, 0.705997
2134,   0.7881, 0.701845
2135,   0.7881, 0.701436
2136,   0.7881, 0.700791
2137,   0.7881, 0.698658
2138,   0.7881, 0.691624
2139,   0.7881, 0.702495
2140,   0.7881, 0.693887
2141,   0.7881, 0.695191
2142,   0.7881, 0.696952
2143,   0.7881, 0.697804
2144,   0.7881, 0.701886
2145,   0.7881, 0.695746
2146,    0.788, 0.703077
2147,    0.788, 0.698419
2148,    0.788, 0.697033
2149,    0.788, 0.699515
2150,    0.788, 0.701614
2151,    0.788, 0.702969
2152,    0.788, 0.696947
2153,    0.788, 0.696253
2154,    0.788, 0.696513
2155,    0.788, 0.692969
2156,    0.788, 0.694466
2157,    0.788, 0.695119
2158,    0.788, 0.695522
2159,    0.788, 0.696407
2160,    0.788, 0.696572
2161,    0.788, 0.695229
2162,    0.788, 0.695142
2163,    0.788, 0.704366
2164,    0.788, 0.701281
2165,    0.788, 0.700643
2166,    0.788, 0.691643
2167,    0.788, 0.700516
2168,    0.788, 0.701805
2169,    0.788, 0.698879
2170,    0.788,  0.70139
2171,    0.788, 0.688409
2172,    0.788,  0.70249
2173,    0.788, 0.704121
2174,    0.788, 0.698087
2175,    0.788, 0.702539
2176,    0.788,   0.7016
2177,    0.788, 0.704856
2178,    0.788, 0.698784
2179,    0.788, 0.704754
2180,    0.788, 0.698734
2181,    0.788, 0.690932
2182,    0.788, 0.695835
2183,    0.788, 0.694599
2184,    0.788, 0.697387
2185,    0.788, 0.693115
2186,    0.788, 0.691575
2187,    0.788, 0.697583
2188,    0.788, 0.696764
2189,    0.788, 0.696461
2190,    0.788, 0.704876
2191,    0.788, 0.695895
2192,    0.788, 0.693775
2193,    0.788, 0.705675
2194,   0.7889, 0.702367
2195,   0.7889, 0.693524
2196,   0.7889, 0.696617
2197,   0.7889, 0.703468
2198,   0.7889, 0.697646
2199,   0.7889, 0.696269
2200,   0.7889, 0.694728
2201,   0.7889, 0.702299
2202,   0.7889, 0.703514
2203,   0.7889, 0.697843
2204,   0.7889, 0.689122
2205,   0.7889, 0.701138
2206,   0.7889, 0.692811
2207,   0.7889, 0.695391
2208,   0.7889, 0.701141
2209,   0.7889, 0.697766
2210,   0.7889, 0.697879
2211,   0.7889, 0.700949
2212,   0.7889, 0.698115
2213,   0.7889, 0.700844
2214,   0.7889,  0.69915
2215,   0.7889, 0.694115
2216,   0.7889, 0.700688
2217,   0.7889, 0.694557
2218,   0.7889, 0.696015
2219,   0.7889, 0.703673
2220,   0.7889, 0.695465
2221,   0.7889, 0.696468
2222,   0.7889, 0.701956
2223,   0.7889, 0.701225
2224,   0.7889, 0.701599
2225,   0.7889, 0.700745
2226,   0.7889, 0.703223
2227,   0.7889, 0.697767
2228,   0.7889, 0.690784
2229,   0.7889, 0.701388
2230,   0.7889, 0.688784
2231,   0.7889, 0.700062
2232,   0.7889, 0.698102
2233,   0.7889, 0.706623
2234,   0.7889, 0.705733
2235,   0.7889, 0.702126
2236,   0.7889, 0.700119
2237,   0.7889, 0.696967
2238,   0.7889, 0.700489
2239,   0.7889,  0.70094
2240,   0.7889,  0.70026
2241,   0.7889, 0.696985
2242,   0.7889, 0.690278
2243,   0.7889, 0.701395
2244,   0.7889, 0.695431
2245,   0.7889, 0.705759
2246,   0.7889, 0.702266
2247,   0.7889, 0.699099
2248,   0.7889, 0.703779
2249,   0.7889, 0.700933
2250,   0.7889, 0.698021
2251,   0.7889, 0.703683
2252,   0.7889, 0.704377
2253,   0.7889, 0.699606
2254,   0.7889, 0.705417
2255,   0.7889, 0.704877
2256,   0.7889, 0.700458
2257,   0.7889, 0.697549
2258,   0.7889, 0.700684
2259,   0.7889,  0.69472
2260,   0.7889, 0.701264
2261,   0.7918, 0.698309
2262,   0.7914, 0.698541
2263,   0.7914, 0.699556
2264,   0.7914, 0.696682
2265,   0.7914, 0.703261
2266,   0.7914, 0.700567
2267,   0.7914, 0.701022
2268,   0.7914, 0.703232
2269,   0.7914, 0.699199
2270,   0.7914, 0.706572
2271,   0.7914, 0.701726
2272,   0.7914, 0.702168
2273,   0.7914, 0.702506
2274,   0.7914, 0.702808
2275,   0.7914, 0.698168
2276,   0.7914, 0.700503
2277,   0.7914, 0.696469
2278,   0.7914, 0.704746
2279,   0.7914, 0.696522
2280,   0.7914, 0.704291
2281,   0.7914, 0.701815
2282,   0.7914, 0.704632
2283,   0.7914,  0.69912
2284,   0.7914, 0.692682
2285,   0.7914, 0.698371
2286,   0.7923, 0.696175
2287,   0.7923, 0.700597
2288,   0.7923, 0.706945
2289,   0.7923, 0.699418
2290,   0.7923, 0.699143
2291,   0.7923,  0.69911
2292,   0.7923, 0.706954
2293,   0.7923, 0.698054
2294,    0.792, 0.702125
2295,    0.792, 0.695703
2296,    0.792, 0.704983
2297,    0.792, 0.705292
2298,    0.792, 0.699434
2299,    0.792, 0.705625
2300,    0.792, 0.702456
2301,    0.792,  0.70152
2302,    0.792, 0.698718
2303,    0.792, 0.706708
2304,    0.792, 0.697721
2305,    0.792, 0.702294
2306,    0.792, 0.705206
2307,    0.792, 0.706805
2308,    0.792,  0.70531
2309,    0.792, 0.701189
2310,    0.792, 0.702473
2311,    0.792, 0.708386
2312,    0.792, 0.698563
2313,    0.792, 0.696253
2314,    0.792, 0.704103
2315,    0.792, 0.698313
2316,    0.792, 0.699792
2317,    0.792, 0.706212
2318,    0.792, 0.711217
2319,    0.792, 0.711218
2320,    0.792,  0.71029
2321,    0.792, 0.695825
2322,    0.792,   0.7012
2323,    0.792, 0.703562
2324,    0.792, 0.699333
2325,    0.792, 0.698986
2326,    0.792, 0.696488
2327,    0.792, 0.697839
2328,    0.792, 0.698923
2329,    0.792, 0.699117
2330,    0.792, 0.702051
2331,    0.792, 0.698631
2332,    0.792, 0.702465
2333,    0.792, 0.707123
2334,    0.792, 0.701575
2335,    0.792, 0.702348
2336,    0.792, 0.704193
2337,    0.792, 0.699935
2338,    0.792, 0.703123
2339,    0.792, 0.699902
2340,    0.792, 0.701721
2341,    0.792, 0.697346
2342,    0.792, 0.699104
2343,    0.792, 0.703203
2344,    0.792, 0.706842
2345,    0.792, 0.703565
2346,    0.792, 0.701933
2347,    0.792, 0.703567
2348,    0.792, 0.698839
2349,    0.792, 0.698386
2350,    0.792, 0.705155
2351,   0.7902, 0.708044
2352,   0.7902, 0.704678
2353,   0.7902, 0.700867
2354,   0.7902, 0.707823
2355,   0.7902, 0.699571
2356,   0.7902, 0.704894
2357,   0.7902, 0.708578
2358,   0.7902, 0.703274
2359,   0.7902, 0.706666
2360,   0.7902, 0.701565
2361,   0.7902, 0.707208
2362,   0.7902, 0.700526
2363,   0.7902, 0.704863
2364,   0.7902, 0.701753
2365,   0.7902, 0.702353
2366,   0.7902, 0.701478
2367,   0.7902, 0.704203
2368,   0.7902, 0.707659
2369,   0.7902, 0.713183
2370,   0.7902,  0.69448
2371,   0.7902, 0.700067
2372,   0.7902, 0.704256
2373,   0.7902, 0.699905
2374,   0.7902, 0.704273
2375,   0.7902, 0.704786
2376,   0.7902, 0.699654
2377,   0.7902, 0.706618
2378,   0.7902, 0.706024
2379,   0.7902, 0.705226
2380,   0.7928, 0.700265
2381,   0.7928, 0.701468
2382,   0.7928, 0.703564
2383,   0.7928, 0.703644
2384,   0.7928, 0.706734
2385,   0.7928, 0.701966
2386,   0.7928, 0.707944
2387,   0.7928, 0.699987
2388,   0.7928, 0.704413
2389,   0.7928, 0.699962
2390,   0.7928,  0.70081
2391,   0.7928, 0.692623
2392,   0.7928, 0.703549
2393,   0.7928, 0.701625
2394,   0.7928, 0.703724
2395,   0.7928, 0.699803
2396,   0.7928, 0.704784
2397,   0.7928, 0.694771
2398,   0.7928, 0.705235
2399,   0.7928, 0.702038
2400,   0.7928, 0.705361
2401,   0.7928, 0.703607
2402,   0.7928, 0.699679
2403,   0.7928, 0.699692
2404,   0.7928, 0.700668
2405,   0.7928, 0.702331
2406,   0.7928,  0.69997
2407,   0.7928, 0.697895
2408,   0.7928, 0.702285
2409,   0.7928,  0.70813
2410,   0.7928, 0.700209
2411,   0.7928, 0.699185
2412,   0.7928, 0.696123
2413,   0.7928, 0.697801
2414,   0.7928, 0.699938
2415,   0.7928, 0.705484
2416,   0.7928, 0.703204
2417,   0.7928, 0.699669
2418,   0.7928, 0.704475
2419,   0.7917, 0.699924
2420,   0.7917, 0.706915
2421,   0.7917, 0.698025
2422,   0.7917, 0.696669
2423,   0.7917, 0.705593
2424,   0.7917, 0.705189
2425,   0.7917, 0.704092
2426,   0.7917, 0.700377
2427,   0.7917, 0.706535
2428,   0.7917, 0.698626
2429,   0.7917, 0.705041
2430,   0.7917, 0.693793
2431,   0.7917, 0.703191
2432,   0.7917, 0.702136
2433,   0.7917,  0.69964
2434,   0.7917, 0.697779
2435,   0.7917, 0.697095
2436,   0.7917, 0.704943
2437,   0.7917, 0.703043
2438,   0.7917, 0.701043
2439,   0.7917,  0.70481
2440,   0.7917, 0.698263
2441,   0.7917, 0.696652
2442,   0.7917,  0.69897
2443,   0.7917, 0.688198
2444,   0.7917, 0.705549
2445,   0.7917, 0.708691
2446,   0.7917, 0.705611
2447,   0.7917, 0.701138
2448,   0.7917, 0.702844
2449,   0.7917, 0.712821
2450,   0.7917, 0.706479
2451,   0.7917,  0.69868
2452,   0.7917, 0.697331
2453,   0.7917, 0.698951
2454,   0.7917, 0.697735
2455,   0.7917, 0.702807
2456,   0.7917, 0.702117
2457,   0.7917, 0.698402
2458,   0.7917,  0.69604
2459,   0.7917, 0.709463
2460,   0.7917, 0.697438
2461,   0.7917, 0.700436
2462,   0.7917, 0.698172
2463,   0.7917, 0.691391
2464,   0.7917, 0.704422
2465,   0.7917, 0.696868
2466,   0.7917, 0.699696
2467,   0.7917, 0.704543
2468,   0.7917, 0.696548
2469,   0.7917, 0.704639
2470,   0.7917, 0.699554
2471,   0.7917, 0.699996
2472,   0.7913, 0.702304
2473,   0.7913, 0.700833
2474,   0.7913, 0.693317
2475,   0.7913,  0.69728
2476,   0.7913, 0.707152
2477,   0.7913, 0.701282
2478,   0.7913, 0.701486
2479,   0.7913,  0.70033
2480,   0.7913,   0.6992
2481,   0.7913, 0.708258
2482,   0.7913,  0.69839
2483,   0.7913, 0.697334
2484,   0.7913, 0.701138
2485,   0.7913, 0.695616
2486,   0.7913, 0.693558
2487,   0.7913, 0.695351
2488,   0.7913, 0.705137
2489,   0.7913, 0.701909
2490,   0.7913,  0.70065
2491,   0.7913, 0.701421
2492,   0.7913, 0.699173
2493,   0.7913, 0.704782
2494,   0.7938, 0.698805
2495,   0.7938, 0.698032
2496,   0.7938, 0.692906
2497,   0.7938, 0.697726
2498,   0.7938,  0.69881
2499,   0.7938, 0.708117
2500,   0.7938, 0.696256
2501,   0.7938, 0.705823
2502,   0.7938, 0.704559
2503,   0.7938, 0.704129
2504,   0.7938, 0.704786
2505,   0.7938,    0.706
2506,   0.7938, 0.700199
2507,   0.7938,  0.70099
2508,   0.7938, 0.702115
2509,   0.7938, 0.702479
2510,   0.7938, 0.697616
2511,   0.7938, 0.699111
2512,   0.7938, 0.699322
2513,   0.7938, 0.700975
2514,   0.7938, 0.699417
2515,   0.7938, 0.695701
2516,   0.7938,  0.70267
2517,   0.7938, 0.703332
2518,   0.7938, 0.702223
2519,   0.7938, 0.695104
2520,   0.7938, 0.703444
2521,   0.7938, 0.694521
2522,   0.7938, 0.696343
2523,   0.7938, 0.700203
2524,   0.7938, 0.704307
2525,   0.7938, 0.700807
2526,   0.7938, 0.693959
2527,   0.7938, 0.694455
2528,   0.7938,  0.70923
2529,   0.7938, 0.703432
2530,   0.7938, 0.697929
2531,   0.7938, 0.697923
2532,   0.7938, 0.695773
2533,   0.7938, 0.706198
2534,   0.7938, 0.700096
2535,   0.7938, 0.699435
2536,   0.7938, 0.692773
2537,   0.7938, 0.703252
2538,   0.7938,  0.69767
2539,   0.7938, 0.702898
2540,   0.7938, 0.699541
2541,   0.7938, 0.700915
2542,   0.7938, 0.696009
2543,   0.7938, 0.694363
2544,   0.7938, 0.694802
2545,   0.7938, 0.698254
2546,   0.7938, 0.704298
2547,   0.7938,  0.70208
2548,   0.7938, 0.692569
2549,   0.7938, 0.698801
2550,   0.7938, 0.693355
2551,   0.7938, 0.698628
2552,   0.7938, 0.698622
2553,   0.7938, 0.693361
2554,   0.7938, 0.706309
2555,   0.7938, 0.696702
2556,   0.7938, 0.704805
2557,   0.7938, 0.699956
2558,   0.7938, 0.702193
2559,   0.7938, 0.697397
2560,   0.7938, 0.701045
2561,   0.7938, 0.701803
2562,   0.7938, 0.694797
2563,   0.7938, 0.702835
2564,   0.7938, 0.698111
2565,   0.7938, 0.693651
2566,   0.7938, 0.707808
2567,   0.7938, 0.702558
2568,   0.7938, 0.698914
2569,   0.7938, 0.695431
2570,   0.7938,  0.70085
2571,   0.7938, 0.701747
2572,   0.7938, 0.701805
2573,   0.7938,  0.69694
2574,   0.7938, 0.698898
2575,   0.7938,  0.69461
2576,   0.7938, 0.696691
2577,   0.7938, 0.694372
2578,   0.7938, 0.698283
2579,   0.7938, 0.704958
2580,   0.7938, 0.697033
2581,   0.7938, 0.699792
2582,   0.7938,  0.70044
2583,   0.7938, 0.696016
2584,   0.7938, 0.702005
2585,   0.7938, 0.702372
2586,   0.7938, 0.699591
2587,   0.7938, 0.699284
2588,   0.7938,  0.69772
2589,   0.7938, 0.703703
2590,   0.7938, 0.705333
2591,   0.7938, 0.694804
2592,   0.7938, 0.698404
2593,   0.7938, 0.701779
2594,   0.7938, 0.703892
2595,   0.7938, 0.703763
2596,   0.7938, 0.701765
2597,   0.7938, 0.697401
2598,   0.7938, 0.693608
2599,   0.7938, 0.697386
2600,   0.7938, 0.685424
2601,   0.7938, 0.697021
2602,   0.7938, 0.696409
2603,   0.7938, 0.700116
2604,   0.7938, 0.696031
2605,   0.7938, 0.701847
2606,   0.7938, 0.701189
2607,   0.7938, 0.694538
2608,   0.7938, 0.699978
2609,   0.7938, 0.706251
2610,   0.7938,  0.70325
2611,   0.7938, 0.693718
2612,   0.7938, 0.700262
2613,   0.7938, 0.698618
2614,   0.7938, 0.694524
2615,   0.7938, 0.699548
2616,   0.7938, 0.699122
2617,   0.7938, 0.705386
2618,   0.7938, 0.701733
2619,   0.7938, 0.693109
2620,   0.7938, 0.700007
2621,   0.7938,  0.69473
2622,   0.7938,  0.70259
2623,   0.7938, 0.696365
2624,   0.7938,  0.70765
2625,   0.7938, 0.696768
2626,   0.7938, 0.695487
2627,   0.7938, 0.709163
2628,   0.7938,  0.69953
2629,   0.7938, 0.692328
2630,   0.7938, 0.699226
2631,   0.7938, 0.698759
2632,   0.7938, 0.696882
2633,   0.7938, 0.704048
2634,   0.7938, 0.700969
2635,   0.7938, 0.695485
2636,   0.7938, 0.699926
2637,   0.7938, 0.696064
2638,   0.7938, 0.697587
2639,   0.7938, 0.710668
2640,   0.7938, 0.689613
2641,   0.7938, 0.697909
2642,   0.7938, 0.701317
2643,   0.7938, 0.697113
2644,   0.7938, 0.700988
2645,   0.7938, 0.701946
2646,   0.7938, 0.699148
2647,   0.7938, 0.707274
2648,   0.7938, 0.698073
2649,   0.7938, 0.697712
2650,   0.7938, 0.689549
2651,   0.7938, 0.697136
2652,   0.7938,  0.69843
2653,   0.7938, 0.704182
2654,   0.7938, 0.704563
2655,   0.7938, 0.700526
2656,   0.7938, 0.692205
2657,   0.7938, 0.696437
2658,   0.7938, 0.711522
2659,   0.7938, 0.708836
2660,   0.7938, 0.699052
2661,   0.7938, 0.690121
2662,   0.7938, 0.699382
2663,   0.7938, 0.699498
2664,   0.7938, 0.701389
2665,   0.7938,  0.69647
2666,   0.7938, 0.698983
2667,   0.7938, 0.701988
2668,   0.7938, 0.702831
2669,   0.7938, 0.695303
2670,   0.7938, 0.699416
2671,   0.7938, 0.703282
2672,   0.7938, 0.695469
2673,   0.7938, 0.696705
2674,   0.7938, 0.697485
2675,   0.7938, 0.702712
2676,   0.7938,  0.69437
2677,   0.7938, 0.688077
2678,   0.7938, 0.701901
2679,   0.7938, 0.696544
2680,   0.7938, 0.700206
2681,   0.7938, 0.694862
2682,   0.7938, 0.702657
2683,   0.7938, 0.695594
2684,   0.7938, 0.700039
2685,   0.7938, 0.709559
2686,   0.7938, 0.707612
2687,   0.7938, 0.705893
2688,   0.7938, 0.704733
2689,   0.7938, 0.704896
2690,   0.7938, 0.701761
2691,   0.7938, 0.706444
2692,   0.7938, 0.698234
2693,   0.7938, 0.707799
2694,   0.7938, 0.705137
2695,   0.7938,  0.70107
2696,   0.7938, 0.698582
2697,   0.7938, 0.707003
2698,   0.7938, 0.698571
2699,   0.7938, 0.705639
2700,   0.7938,  0.70372
2701,   0.7938, 0.699386
2702,   0.7938, 0.693717
2703,   0.7938, 0.699575
2704,   0.7938, 0.698753
2705,   0.7938, 0.700405
2706,   0.7938, 0.698781
2707,   0.7938,  0.71148
2708,   0.7938, 0.694511
2709,   0.7938, 0.699455
2710,   0.7938, 0.699815
2711,   0.7938, 0.700882
2712,   0.7938, 0.698405
2713,   0.7938, 0.698873
2714,   0.7938, 0.702598
2715,   0.7938, 0.694018
2716,   0.7938, 0.702708
2717,   0.7938, 0.704419
2718,   0.7938, 0.706086
2719,   0.7938, 0.697544
2720,   0.7938, 0.692936
2721,   0.7938, 0.705006
2722,   0.7938,  0.69693
2723,   0.7938, 0.703214
2724,   0.7938, 0.701985
2725,   0.7938,  0.70314
2726,   0.7938,  0.69495
2727,   0.7938, 0.704428
2728,   0.7938, 0.703581
2729,   0.7938, 0.696216
2730,   0.7938, 0.694403
2731,   0.7938,  0.70472
2732,   0.7938, 0.695369
2733,   0.7938,  0.70696
2734,   0.7938, 0.695978
2735,   0.7938, 0.697675
2736,   0.7938, 0.700886
2737,   0.7938,  0.70154
2738,   0.7938, 0.692953
2739,   0.7938, 0.702045
2740,   0.7938, 0.702928
2741,   0.7938, 0.700244
2742,   0.7938,  0.70765
2743,   0.7938, 0.692457
2744,   0.7938, 0.699947
2745,   0.7938,  0.69964
2746,   0.7938, 0.696647
2747,   0.7938,  0.69955
2748,   0.7938, 0.698771
2749,   0.7938, 0.700354
2750,   0.7938, 0.697319
2751,   0.7938, 0.701815
2752,   0.7938, 0.700873
2753,   0.7938, 0.701059
2754,   0.7938, 0.706652
2755,   0.7938, 0.705056
2756,   0.7938, 0.700392
2757,   0.7938, 0.699049
2758,   0.7938, 0.701185
2759,   0.7938, 0.697208
2760,   0.7938, 0.697888
2761,   0.7938, 0.695545
2762,   0.7938,   0.6995
2763,   0.7938, 0.702532
2764,   0.7938, 0.701651
2765,   0.7938, 0.702728
2766,   0.7938, 0.711308
2767,   0.7938,  0.69754
2768,   0.7938, 0.695139
2769,   0.7938, 0.696089
2770,   0.7938, 0.703097
2771,   0.7938, 0.704184
2772,   0.7938, 0.699605
2773,   0.7938, 0.696891
2774,   0.7938, 0.697712
2775,   0.7938, 0.698488
2776,   0.7938, 0.698959
2777,   0.7938, 0.701108
2778,   0.7938, 0.701503
2779,   0.7938, 0.702847
2780,   0.7938, 0.698814
2781,   0.7938, 0.698033
2782,   0.7938, 0.702433
2783,   0.7938, 0.699714
2784,   0.7938, 0.698895
2785,   0.7938, 0.699482
2786,   0.7938, 0.702599
2787,   0.7938, 0.703562
2788,   0.7938, 0.699467
2789,   0.7938,   0.7038
2790,   0.7938, 0.701341
2791,   0.7938,  0.69974
2792,   0.7938,  0.69603
2793,   0.7938, 0.694612
2794,   0.7938, 0.697351
2795,   0.7938, 0.697886
2796,   0.7938,  0.69934
2797,   0.7938, 0.702938
2798,   0.7938, 0.695997
2799,   0.7938, 0.695113
2800,   0.7938, 0.694368
2801,   0.7938, 0.703791
2802,   0.7938, 0.695251
2803,   0.7938, 0.699865
2804,   0.7938,  0.69853
2805,   0.7938,  0.69534
2806,   0.7938, 0.695673
2807,   0.7938, 0.698934
2808,   0.7938, 0.699379
2809,   0.7938, 0.701906
