gen, tournament_scalar_onepoint_best, tournament_scalar_onepoint_ave
 927,   0.6541, 0.613851
 928,   0.6541, 0.612538
 929,   0.6541, 0.611227
 930,   0.6541, 0.609981
 931,   0.6541, 0.610964
 932,   0.6556, 0.611261
 933,   0.6556, 0.611761
 934,   0.6556, 0.610113
 935,   0.6556, 0.606092
 936,   0.6556, 0.608736
 937,   0.6556, 0.605429
 938,   0.6556,   0.6041
 939,   0.6556, 0.616497
 940,   0.6556, 0.611082
 941,   0.6556, 0.614396
 942,   0.6556, 0.611129
 943,   0.6556, 0.614326
 944,   0.6556, 0.610992
 945,   0.6556, 0.609445
 946,   0.6556, 0.608796
 947,   0.6556, 0.612009
 948,   0.6556, 0.613159
 949,   0.6556, 0.607778
 950,   0.6556, 0.607964
 951,   0.6556, 0.608422
 952,   0.6556, 0.609964
 953,   0.6556, 0.613374
 954,   0.6556, 0.606062
 955,   0.6556, 0.609289
 956,   0.6556, 0.610202
 957,   0.6556, 0.607874
 958,   0.6556, 0.616291
 959,   0.6556, 0.616698
 960,   0.6556, 0.612527
 961,   0.6556, 0.602879
 962,   0.6556, 0.607234
 963,   0.6556, 0.609752
 964,   0.6537, 0.611343
 965,   0.6537, 0.612912
 966,   0.6549, 0.608071
 967,   0.6549, 0.611887
 968,   0.6549, 0.607784
 969,   0.6549, 0.608573
 970,   0.6549, 0.609356
 971,   0.6549, 0.608271
 972,   0.6549, 0.602807
 973,   0.6549, 0.609626
 974,   0.6549, 0.614732
 975,   0.6549, 0.610152
 976,   0.6549, 0.606533
 977,   0.6549, 0.608692
 978,   0.6549,  0.60769
 979,   0.6549,  0.60845
 980,   0.6549, 0.603315
 981,   0.6549, 0.611485
 982,   0.6549, 0.609787
 983,   0.6549, 0.615236
 984,   0.6549,  0.60868
 985,   0.6549, 0.608169
 986,   0.6549,  0.60863
 987,   0.6549, 0.605055
 988,   0.6549, 0.608204
 989,   0.6549, 0.611552
 990,   0.6549, 0.613639
 991,   0.6549, 0.607341
 992,   0.6549, 0.608375
 993,   0.6549, 0.606725
 994,   0.6549, 0.605723
 995,   0.6549, 0.609421
 996,   0.6549, 0.605812
 997,   0.6549, 0.605894
 998,   0.6549, 0.600177
 999,   0.6549, 0.607393
1000,   0.6549, 0.604791
1001,   0.6549, 0.611195
1002,   0.6549, 0.611766
1003,   0.6549, 0.607349
1004,   0.6549, 0.608977
1005,   0.6539, 0.608324
1006,   0.6539, 0.608024
1007,   0.6539, 0.605483
1008,   0.6543,  0.60706
1009,   0.6543, 0.606255
1010,   0.6534,  0.60972
1011,   0.6534, 0.607834
1012,   0.6534, 0.605694
1013,   0.6534, 0.604639
1014,   0.6534, 0.606264
1015,   0.6534, 0.609548
1016,   0.6534, 0.609887
1017,   0.6534, 0.607849
1018,   0.6534, 0.608433
1019,   0.6534, 0.612417
1020,   0.6534, 0.610026
1021,   0.6534, 0.607017
1022,   0.6534, 0.605463
1023,   0.6554, 0.610324
1024,   0.6554, 0.605116
1025,   0.6554, 0.609877
1026,   0.6554, 0.611889
1027,   0.6554, 0.607839
1028,   0.6558, 0.607301
1029,   0.6558, 0.608366
1030,   0.6557, 0.606754
1031,   0.6557, 0.606829
1032,   0.6557, 0.609716
1033,   0.6557, 0.610035
1034,   0.6557, 0.607605
1035,   0.6557, 0.610241
1036,   0.6557, 0.608434
1037,   0.6557, 0.608528
1038,   0.6557, 0.612565
1039,   0.6557, 0.607142
1040,   0.6557, 0.606708
1041,   0.6557, 0.612379
1042,   0.6557, 0.610671
1043,   0.6557, 0.608581
1044,   0.6557, 0.608142
1045,   0.6557, 0.610116
1046,   0.6557, 0.605497
1047,   0.6557, 0.600867
1048,   0.6557, 0.613302
1049,   0.6557, 0.611741
1050,   0.6557, 0.606623
1051,   0.6557,  0.60853
1052,   0.6557, 0.613926
1053,   0.6557, 0.612652
1054,   0.6557, 0.609554
1055,   0.6565, 0.610797
1056,   0.6565, 0.605645
1057,   0.6565, 0.606649
1058,   0.6565, 0.609711
1059,   0.6565, 0.611692
1060,   0.6565, 0.611577
1061,   0.6565,  0.61075
1062,   0.6565, 0.611929
1063,   0.6565, 0.609408
1064,   0.6565, 0.608192
1065,   0.6565,  0.60774
1066,   0.6565, 0.608823
1067,   0.6578, 0.615189
1068,   0.6578, 0.612124
1069,   0.6578,  0.61474
1070,   0.6578, 0.616591
1071,   0.6578, 0.610486
1072,   0.6578, 0.607719
1073,   0.6578, 0.613274
1074,   0.6578, 0.609572
1075,   0.6578,  0.61158
1076,   0.6578, 0.612436
1077,   0.6578, 0.619881
1078,   0.6578, 0.615888
1079,   0.6578, 0.615579
1080,   0.6578, 0.617242
1081,   0.6533, 0.617044
1082,   0.6533, 0.615449
1083,   0.6533, 0.615043
1084,   0.6533, 0.614011
1085,   0.6533, 0.613361
1086,   0.6548, 0.613752
1087,   0.6548, 0.608599
1088,   0.6525, 0.611777
1089,   0.6533, 0.613368
1090,   0.6533, 0.604008
1091,   0.6533, 0.610837
1092,   0.6533, 0.610692
1093,   0.6533, 0.605614
1094,   0.6533,  0.60407
1095,   0.6533, 0.604625
1096,    0.652, 0.609372
1097,    0.652, 0.607779
1098,    0.652, 0.605939
1099,    0.652, 0.600601
1100,    0.653, 0.605184
1101,    0.653, 0.604498
1102,    0.653, 0.599296
1103,    0.653, 0.598349
1104,    0.653, 0.604447
1105,    0.653, 0.601885
1106,    0.653, 0.599281
1107,    0.653, 0.603867
1108,    0.653, 0.603276
1109,    0.653, 0.606192
1110,    0.653, 0.607587
1111,    0.653, 0.606067
1112,    0.653, 0.608463
1113,    0.653, 0.603307
1114,    0.653, 0.601582
1115,    0.653, 0.609102
1116,    0.653, 0.605888
1117,    0.653, 0.601044
1118,    0.653, 0.604272
1119,   0.6528, 0.608527
1120,   0.6528,   0.6023
1121,   0.6528, 0.602615
1122,   0.6528, 0.599228
1123,   0.6528, 0.603519
1124,   0.6528, 0.609425
1125,   0.6528, 0.605917
1126,   0.6528, 0.603391
1127,   0.6528, 0.605718
1128,   0.6528,  0.60739
1129,   0.6528, 0.608267
1130,   0.6528, 0.607143
1131,   0.6528,  0.60561
1132,   0.6528, 0.607784
1133,   0.6528, 0.609006
1134,   0.6528, 0.601791
1135,   0.6528, 0.604083
1136,   0.6528, 0.605238
1137,   0.6528, 0.609041
1138,   0.6528,  0.60615
1139,   0.6528, 0.601585
1140,   0.6528, 0.606057
1141,   0.6528, 0.606557
1142,   0.6528, 0.603906
1143,   0.6528, 0.601611
1144,   0.6528, 0.605215
1145,   0.6528, 0.603879
1146,   0.6528, 0.601363
1147,   0.6528, 0.605259
1148,   0.6528, 0.602175
1149,   0.6528, 0.598586
1150,   0.6528, 0.604148
1151,   0.6528, 0.606064
1152,   0.6528, 0.604264
1153,   0.6528, 0.606788
1154,   0.6528,  0.60327
1155,   0.6528,  0.60455
1156,   0.6528, 0.603506
1157,   0.6521,  0.60438
1158,   0.6521, 0.604524
1159,   0.6521, 0.608073
1160,   0.6521, 0.601813
1161,   0.6524, 0.607538
1162,   0.6524, 0.602969
1163,   0.6524, 0.604866
1164,   0.6524, 0.599848
1165,   0.6524, 0.605333
1166,   0.6524, 0.611845
1167,   0.6524, 0.602087
1168,   0.6524, 0.600241
1169,   0.6524, 0.607772
1170,   0.6524, 0.606292
1171,   0.6524, 0.602445
1172,   0.6524, 0.604877
1173,   0.6524, 0.599104
1174,   0.6524, 0.604607
1175,   0.6524,  0.60421
1176,   0.6524, 0.606145
1177,   0.6524, 0.603719
1178,   0.6524,  0.60748
1179,   0.6524, 0.604901
1180,   0.6524, 0.603492
1181,   0.6524, 0.603881
1182,   0.6524,  0.60521
1183,   0.6524,   0.6027
1184,   0.6524, 0.602603
1185,   0.6524,  0.60692
1186,   0.6524,  0.60417
1187,   0.6524, 0.610744
1188,   0.6524, 0.604289
1189,   0.6524, 0.602909
1190,   0.6524, 0.604365
1191,   0.6524, 0.603113
1192,   0.6524, 0.604261
1193,   0.6524, 0.600995
1194,   0.6524, 0.603282
1195,   0.6524, 0.606282
1196,    0.652, 0.604807
1197,    0.652, 0.608314
1198,    0.652, 0.606423
1199,    0.652, 0.605095
1200,    0.652, 0.602613
1201,    0.652, 0.605488
1202,    0.652, 0.605303
1203,    0.652, 0.606141
1204,    0.652, 0.606147
1205,    0.652, 0.604046
1206,    0.652,  0.61059
1207,    0.652, 0.598336
1208,    0.652, 0.602467
1209,    0.652, 0.599941
1210,    0.652, 0.606804
1211,    0.652,  0.60547
1212,    0.652, 0.604327
1213,    0.652, 0.604028
1214,    0.652,  0.60556
1215,    0.652, 0.600792
1216,    0.652, 0.601226
1217,    0.652, 0.604245
1218,   0.6524, 0.598583
1219,   0.6524,   0.6046
1220,   0.6524, 0.608696
1221,   0.6524,  0.60084
1222,   0.6524,  0.60104
1223,   0.6524, 0.601165
1224,   0.6524, 0.602171
1225,   0.6524, 0.595867
1226,   0.6524, 0.600513
1227,   0.6524, 0.601308
1228,   0.6524, 0.603344
1229,   0.6524,  0.60228
1230,   0.6524,  0.60407
1231,   0.6524, 0.599621
1232,   0.6524, 0.597087
1233,   0.6524, 0.607643
1234,   0.6524, 0.599023
1235,   0.6524, 0.606161
1236,   0.6524, 0.599326
1237,   0.6524, 0.598686
1238,   0.6524,  0.60227
1239,   0.6524,   0.6002
1240,   0.6524, 0.599893
1241,   0.6524, 0.602274
1242,   0.6524, 0.602461
1243,   0.6524, 0.603686
1244,   0.6524, 0.597767
1245,   0.6524, 0.605465
1246,   0.6524, 0.601903
1247,   0.6524,    0.601
1248,   0.6524,  0.60655
1249,   0.6524, 0.606843
1250,   0.6524, 0.602372
1251,   0.6524,  0.60154
1252,   0.6524, 0.602201
1253,   0.6524,  0.60395
1254,   0.6524,  0.60459
1255,   0.6524, 0.601342
1256,   0.6524, 0.601058
1257,   0.6524, 0.604301
1258,   0.6524, 0.603607
1259,   0.6524, 0.604867
1260,   0.6524, 0.602831
1261,   0.6524,  0.60633
1262,   0.6524, 0.610274
1263,   0.6524, 0.602649
1264,   0.6524, 0.605194
1265,   0.6524, 0.603163
1266,   0.6524, 0.607166
1267,   0.6524, 0.602646
1268,   0.6524, 0.600875
1269,   0.6524,  0.59795
1270,   0.6524, 0.603887
1271,   0.6538, 0.601419
1272,   0.6538, 0.601728
1273,   0.6538, 0.606369
1274,   0.6538, 0.605712
1275,   0.6538, 0.602042
1276,   0.6538, 0.606091
1277,   0.6538, 0.607164
1278,   0.6538, 0.603249
1279,   0.6538, 0.603505
1280,   0.6538, 0.596848
1281,   0.6538, 0.606066
1282,   0.6538, 0.602304
1283,   0.6538, 0.606317
1284,   0.6538, 0.600854
1285,   0.6538, 0.606384
1286,   0.6538, 0.605893
1287,   0.6538, 0.606517
1288,   0.6538, 0.610649
1289,   0.6538, 0.606806
1290,   0.6538, 0.602067
1291,   0.6538, 0.599629
1292,   0.6538, 0.605253
1293,   0.6538, 0.599569
1294,   0.6538,   0.6066
1295,   0.6538, 0.606929
1296,   0.6538, 0.602729
1297,   0.6538, 0.610714
1298,   0.6538, 0.605638
1299,   0.6538, 0.605689
1300,   0.6538, 0.603834
1301,   0.6538, 0.604363
1302,   0.6538, 0.603799
1303,   0.6538, 0.609553
1304,   0.6538, 0.610125
1305,   0.6538, 0.601772
1306,   0.6538, 0.608478
1307,   0.6538,  0.60717
1308,   0.6538, 0.606571
1309,   0.6538,   0.6035
1310,   0.6538, 0.609288
1311,   0.6538, 0.605377
1312,   0.6538, 0.600512
1313,   0.6538, 0.603207
1314,   0.6538, 0.606427
1315,   0.6538, 0.601638
1316,   0.6538, 0.604572
1317,   0.6538, 0.598275
1318,   0.6538, 0.606114
1319,   0.6538,   0.6081
1320,   0.6538, 0.604343
1321,   0.6538, 0.603388
1322,   0.6538, 0.608181
1323,   0.6538, 0.607115
1324,   0.6538, 0.599905
1325,   0.6538, 0.600907
1326,   0.6538, 0.606646
1327,   0.6538, 0.601814
1328,   0.6538, 0.604351
1329,   0.6538, 0.605128
1330,   0.6538, 0.603733
1331,   0.6538, 0.606101
1332,   0.6538, 0.601213
1333,   0.6538, 0.604366
1334,   0.6538,  0.59973
1335,   0.6538, 0.608201
1336,   0.6538, 0.608811
1337,   0.6538, 0.604065
1338,   0.6538, 0.604083
1339,   0.6538, 0.607755
1340,   0.6538, 0.607709
1341,   0.6552, 0.601056
1342,   0.6552, 0.609053
1343,   0.6552, 0.601986
1344,   0.6552, 0.615855
1345,   0.6552, 0.611523
1346,   0.6552, 0.607703
1347,   0.6552, 0.605941
1348,   0.6552, 0.606593
1349,   0.6552, 0.602171
1350,   0.6552, 0.605727
1351,   0.6552, 0.611106
1352,   0.6519, 0.606397
1353,   0.6519, 0.600119
1354,   0.6519, 0.599348
1355,   0.6519,  0.60502
1356,   0.6519, 0.606797
1357,   0.6519, 0.606135
1358,   0.6519, 0.604685
1359,   0.6519, 0.606289
1360,   0.6519, 0.605424
1361,    0.653, 0.611872
1362,    0.653, 0.603587
1363,    0.653, 0.603257
1364,    0.653, 0.598151
1365,    0.653, 0.605214
1366,    0.653, 0.606478
1367,    0.653, 0.605105
1368,    0.653, 0.604105
1369,    0.653,  0.60681
1370,    0.653, 0.606959
1371,    0.653, 0.603566
1372,    0.653,  0.60257
1373,    0.653, 0.605658
1374,    0.653, 0.606745
1375,    0.653, 0.605037
1376,    0.653, 0.607325
1377,    0.653, 0.605591
1378,    0.653, 0.605649
1379,    0.653, 0.601963
1380,    0.653, 0.608517
1381,    0.653, 0.606032
1382,    0.653, 0.603945
1383,    0.653, 0.603284
1384,    0.653, 0.607972
1385,    0.653, 0.608497
1386,    0.653, 0.607176
1387,    0.653, 0.606298
1388,    0.653, 0.607551
1389,    0.653, 0.602612
1390,    0.653, 0.606988
1391,    0.653, 0.602259
1392,    0.653, 0.603851
1393,    0.653, 0.602683
1394,    0.653, 0.605596
1395,    0.653, 0.610948
1396,    0.653, 0.606508
1397,    0.653, 0.608478
1398,    0.653, 0.602565
1399,    0.653, 0.608118
1400,    0.653, 0.603289
1401,    0.653,    0.604
1402,    0.653, 0.604733
1403,    0.653, 0.599042
1404,    0.653, 0.605313
1405,    0.653, 0.604235
1406,    0.653, 0.604343
1407,    0.653, 0.607761
1408,    0.653, 0.601564
1409,    0.653, 0.608663
1410,    0.653, 0.603366
1411,    0.653, 0.610434
1412,    0.653, 0.611486
1413,    0.653, 0.608374
1414,    0.653, 0.610162
1415,    0.653, 0.605155
1416,    0.653, 0.604995
1417,    0.653, 0.608203
1418,    0.653, 0.604473
1419,    0.657, 0.602419
1420,    0.657, 0.607963
1421,    0.657, 0.608198
1422,    0.657, 0.613261
1423,    0.657, 0.604586
1424,    0.657, 0.608868
1425,    0.657, 0.609474
1426,    0.657, 0.610612
1427,    0.657, 0.599843
1428,    0.657, 0.608702
1429,    0.657, 0.604205
1430,    0.657, 0.607363
1431,     0.66,    0.611
1432,     0.66, 0.607015
1433,     0.66, 0.607716
1434,     0.66, 0.610173
1435,     0.66, 0.607189
1436,     0.66, 0.605361
1437,     0.66, 0.608567
1438,     0.66, 0.611467
1439,     0.66, 0.608417
1440,     0.66, 0.608876
1441,     0.66,  0.60939
1442,     0.66, 0.606805
1443,     0.66, 0.611518
1444,     0.66, 0.606927
1445,     0.66,  0.60635
1446,     0.66, 0.609715
1447,     0.66, 0.608938
1448,     0.66, 0.610303
1449,    0.661,  0.60857
1450,    0.661, 0.614905
1451,    0.661, 0.600943
1452,    0.661, 0.605999
1453,    0.661, 0.608289
1454,    0.661, 0.611053
1455,    0.661, 0.605718
1456,    0.661, 0.608988
1457,   0.6627, 0.611086
1458,   0.6627, 0.612936
1459,   0.6627, 0.604119
1460,   0.6627, 0.604217
1461,   0.6627, 0.608778
1462,   0.6627, 0.603965
1463,   0.6627,  0.60845
1464,   0.6622, 0.609639
1465,   0.6622, 0.612774
1466,   0.6622, 0.614922
1467,   0.6622, 0.609615
1468,   0.6641, 0.606049
1469,   0.6641, 0.606188
1470,   0.6641, 0.600738
1471,   0.6641, 0.604839
1472,   0.6641, 0.606264
1473,   0.6641,  0.60744
1474,   0.6666, 0.611938
1475,   0.6666, 0.609284
1476,   0.6666, 0.611723
1477,   0.6666, 0.613424
1478,   0.6666, 0.612517
1479,   0.6666, 0.611015
1480,   0.6683, 0.609953
1481,   0.6683, 0.607379
1482,   0.6694, 0.619589
1483,   0.6694, 0.613162
1484,   0.6694, 0.611664
1485,   0.6694, 0.609837
1486,   0.6694, 0.615319
1487,   0.6694, 0.611585
1488,   0.6694, 0.615195
1489,   0.6694, 0.611583
1490,   0.6694,  0.61273
1491,   0.6694, 0.613395
1492,   0.6694, 0.611848
1493,   0.6694, 0.613682
1494,   0.6694, 0.613709
1495,   0.6694, 0.612793
1496,   0.6694, 0.613552
1497,   0.6694, 0.613517
1498,   0.6694, 0.611993
1499,   0.6694, 0.611028
1500,   0.6694, 0.613691
1501,   0.6694, 0.614006
1502,   0.6694, 0.605995
1503,   0.6694, 0.614349
1504,   0.6694, 0.614168
1505,   0.6694, 0.612959
1506,   0.6694, 0.612582
1507,   0.6694, 0.618252
1508,   0.6694, 0.611251
1509,   0.6694, 0.616781
1510,   0.6694, 0.617954
1511,   0.6694, 0.612119
1512,   0.6694, 0.614591
1513,   0.6694, 0.612185
1514,   0.6694, 0.614731
1515,   0.6694, 0.610839
1516,   0.6731, 0.612149
1517,   0.6731, 0.610021
1518,   0.6731, 0.612542
1519,   0.6731, 0.616228
1520,   0.6731, 0.614498
1521,   0.6731,  0.61087
1522,   0.6731, 0.612651
1523,   0.6738, 0.614019
1524,   0.6738, 0.616773
1525,   0.6738, 0.609068
1526,   0.6738, 0.617699
1527,   0.6738, 0.611937
1528,   0.6738, 0.614914
1529,   0.6738, 0.613903
1530,   0.6738, 0.613675
1531,   0.6738, 0.612807
1532,   0.6738, 0.618863
1533,   0.6738,  0.62354
1534,   0.6738, 0.608516
1535,   0.6739, 0.607128
1536,   0.6739, 0.616409
1537,   0.6739, 0.619242
1538,   0.6755, 0.617513
1539,   0.6755, 0.616471
1540,   0.6723, 0.618679
1541,   0.6723, 0.616986
1542,   0.6723, 0.616784
1543,   0.6736, 0.617622
1544,   0.6736, 0.620128
1545,   0.6736,  0.61496
1546,   0.6736, 0.617361
1547,   0.6736,  0.61864
1548,   0.6736, 0.618069
1549,   0.6736, 0.615988
1550,   0.6736, 0.621222
1551,   0.6736, 0.619994
1552,   0.6736, 0.616343
1553,   0.6736, 0.614708
1554,   0.6768, 0.617782
1555,   0.6768, 0.613841
1556,   0.6768, 0.616981
1557,   0.6768, 0.617954
1558,   0.6787, 0.619856
1559,   0.6787, 0.621759
1560,   0.6787, 0.617443
1561,   0.6787, 0.619705
1562,   0.6787, 0.620013
1563,   0.6787,  0.62177
1564,   0.6787, 0.615018
1565,   0.6787, 0.609784
1566,   0.6787, 0.624544
1567,   0.6787, 0.620371
1568,   0.6787, 0.621441
1569,   0.6787, 0.619299
1570,   0.6787, 0.620818
1571,   0.6787, 0.621579
1572,   0.6787, 0.620421
1573,   0.6787, 0.622358
1574,    0.681, 0.623018
1575,    0.681,  0.61669
1576,    0.681, 0.620457
1577,    0.681, 0.620869
1578,    0.681, 0.618392
1579,    0.681, 0.621268
1580,    0.681, 0.618541
1581,    0.681, 0.621695
1582,    0.681, 0.619808
1583,    0.681, 0.624912
1584,   0.6804, 0.626296
1585,   0.6804, 0.621967
1586,   0.6789, 0.619532
1587,   0.6916, 0.624673
1588,   0.6916, 0.626122
1589,   0.6916, 0.624445
1590,   0.6955, 0.618201
1591,   0.6952, 0.625795
1592,   0.7027, 0.620323
1593,   0.7027, 0.629545
1594,   0.7027, 0.634084
1595,   0.7027, 0.634486
1596,   0.7027, 0.626537
1597,   0.7027,  0.63299
1598,   0.7027, 0.630156
1599,   0.7027, 0.634684
1600,   0.7027,  0.63818
1601,   0.7027, 0.637711
1602,   0.7027, 0.636384
1603,   0.7027, 0.636123
1604,   0.7027, 0.635044
1605,   0.7027, 0.633615
1606,   0.7027, 0.636168
1607,   0.7027, 0.633267
1608,   0.7027, 0.634006
1609,   0.7027, 0.634364
1610,    0.708, 0.638437
1611,    0.708, 0.633562
1612,    0.708, 0.635594
1613,    0.708, 0.638152
1614,    0.708, 0.635882
1615,   0.7039,  0.63971
1616,   0.7039, 0.631935
1617,   0.7039, 0.637833
1618,   0.7039, 0.635173
1619,   0.7039, 0.634395
1620,   0.7039,  0.63797
1621,   0.7039, 0.632747
1622,   0.7039,  0.63927
1623,   0.7039, 0.639442
1624,   0.7039, 0.632307
1625,   0.7039, 0.627185
1626,   0.7039, 0.634715
1627,   0.7039, 0.638641
1628,   0.7039, 0.635978
1629,   0.7039, 0.633723
1630,   0.7039, 0.634045
1631,   0.7039, 0.630388
1632,   0.7039, 0.638075
1633,   0.7039, 0.632793
1634,   0.7039, 0.630641
1635,   0.7039, 0.627538
1636,   0.7039, 0.635351
1637,   0.7039, 0.636419
1638,   0.7039, 0.638228
1639,   0.7039, 0.636095
1640,   0.7039, 0.632334
1641,   0.7039, 0.639657
1642,   0.7039,  0.63668
1643,   0.7039, 0.634259
1644,   0.7039, 0.633081
1645,   0.7039, 0.634488
1646,   0.7039, 0.631747
1647,   0.7039, 0.632634
1648,   0.7039, 0.638111
1649,   0.7039,  0.63017
1650,   0.7039,  0.63425
1651,   0.7039, 0.639134
1652,   0.7039, 0.632131
1653,   0.7039, 0.638717
1654,   0.7039, 0.635378
1655,   0.7068, 0.637625
1656,   0.7068, 0.632576
1657,   0.7102, 0.626149
1658,   0.7102, 0.639702
1659,   0.7102, 0.631139
1660,   0.7102, 0.637201
1661,   0.7102, 0.637601
1662,   0.7102, 0.639042
1663,   0.7102, 0.637866
1664,   0.7102,  0.63557
1665,   0.7102, 0.633881
1666,   0.7102, 0.639959
1667,   0.7102, 0.643722
1668,   0.7102, 0.637137
1669,   0.7102, 0.637932
1670,   0.7102, 0.638209
1671,   0.7102, 0.639567
1672,   0.7102, 0.635645
1673,   0.7102, 0.636147
1674,   0.7102, 0.636595
1675,   0.7102, 0.634975
1676,   0.7102, 0.642587
1677,   0.7102, 0.643659
1678,   0.7102, 0.647678
1679,   0.7102, 0.637041
1680,   0.7102, 0.640189
1681,   0.7102, 0.640562
1682,   0.7102, 0.640536
1683,   0.7102, 0.642743
1684,   0.7102, 0.635017
1685,   0.7102, 0.638004
1686,   0.7102, 0.639035
1687,   0.7102, 0.639863
1688,   0.7102, 0.640701
1689,   0.7102, 0.642874
1690,   0.7102, 0.633509
1691,   0.7102,  0.64072
1692,   0.7102, 0.642322
1693,   0.7102, 0.637309
1694,   0.7102, 0.641925
1695,   0.7102, 0.640051
1696,   0.7102, 0.638562
1697,   0.7102, 0.636112
1698,   0.7102, 0.635105
1699,   0.7102, 0.639058
1700,   0.7129, 0.636201
1701,   0.7129, 0.639895
1702,   0.7129, 0.639076
1703,   0.7139, 0.633433
1704,   0.7139, 0.642675
1705,   0.7139, 0.641971
1706,   0.7139, 0.641744
1707,   0.7139, 0.642313
1708,   0.7139, 0.639759
1709,   0.7139, 0.643575
1710,   0.7139,  0.63744
1711,   0.7139, 0.640562
1712,   0.7139, 0.639229
1713,   0.7139, 0.637416
1714,   0.7139, 0.635161
1715,   0.7139, 0.643091
1716,   0.7139, 0.634769
1717,   0.7139, 0.635664
1718,   0.7139, 0.637083
1719,   0.7139, 0.643735
1720,   0.7139, 0.638762
1721,   0.7139, 0.645868
1722,   0.7139, 0.638653
1723,   0.7139, 0.634134
1724,   0.7139, 0.643562
1725,   0.7139, 0.633141
1726,   0.7139, 0.637312
1727,   0.7139, 0.637062
1728,   0.7139, 0.629344
1729,   0.7167, 0.645065
1730,   0.7167, 0.630306
1731,   0.7167,  0.63755
1732,   0.7167, 0.644196
1733,   0.7167, 0.644873
1734,   0.7167, 0.634548
1735,   0.7167, 0.641143
1736,   0.7167, 0.634529
1737,   0.7167, 0.634869
1738,   0.7167, 0.645223
1739,   0.7167, 0.642631
1740,   0.7167,   0.6366
1741,   0.7167,  0.64046
1742,   0.7167, 0.644099
1743,   0.7167,  0.64216
1744,   0.7167, 0.639458
1745,   0.7167, 0.643768
1746,   0.7167, 0.639611
1747,   0.7167, 0.642678
1748,   0.7167, 0.641415
1749,   0.7167,  0.63559
1750,   0.7167, 0.640887
1751,   0.7167, 0.645874
1752,   0.7167, 0.648902
1753,   0.7167, 0.642491
1754,    0.718, 0.646014
1755,    0.718,  0.64384
1756,    0.718, 0.642843
1757,    0.718, 0.642586
1758,    0.718, 0.641364
1759,    0.718, 0.641546
1760,    0.718,  0.63589
1761,    0.718, 0.642367
1762,    0.718, 0.638013
1763,    0.718, 0.646091
1764,    0.718,  0.64724
1765,    0.718, 0.639914
1766,    0.718, 0.638898
1767,    0.718, 0.643664
1768,    0.718, 0.648451
1769,    0.718, 0.642159
1770,    0.718, 0.640182
1771,   0.7161, 0.650609
1772,   0.7161, 0.643867
1773,   0.7179, 0.645256
1774,   0.7179, 0.645109
1775,   0.7179, 0.647477
1776,   0.7179, 0.638454
1777,   0.7179, 0.648913
1778,   0.7179, 0.647509
1779,   0.7179,  0.64458
1780,   0.7179, 0.647614
1781,   0.7179, 0.641294
1782,   0.7179, 0.644591
1783,   0.7179,  0.64952
1784,   0.7179, 0.652005
1785,   0.7179, 0.644907
1786,   0.7179, 0.645482
1787,   0.7179, 0.647258
1788,   0.7209,   0.6476
1789,   0.7209, 0.645934
1790,   0.7228, 0.653314
1791,   0.7228, 0.650261
1792,   0.7228, 0.647678
1793,   0.7228, 0.651874
1794,   0.7228, 0.653548
1795,   0.7228, 0.659212
1796,   0.7217, 0.661238
1797,   0.7217, 0.650738
1798,   0.7217, 0.649484
1799,   0.7217, 0.654225
1800,   0.7209, 0.653264
1801,   0.7209, 0.651366
1802,   0.7218, 0.657513
1803,    0.721, 0.653476
1804,    0.721,  0.65596
1805,   0.7309, 0.655311
1806,   0.7309, 0.651556
1807,   0.7373, 0.661214
1808,   0.7355, 0.661032
1809,   0.7355, 0.658496
1810,   0.7355, 0.658642
1811,   0.7355, 0.655949
1812,   0.7355, 0.663771
1813,   0.7381,  0.66176
1814,   0.7381,  0.66068
1815,   0.7381, 0.656944
1816,   0.7452, 0.659827
1817,   0.7452, 0.658747
1818,   0.7452, 0.664028
1819,   0.7452, 0.670017
1820,   0.7452, 0.666794
1821,   0.7452, 0.661956
1822,   0.7452, 0.669503
1823,   0.7452, 0.666463
1824,   0.7452, 0.669567
1825,   0.7452, 0.658378
1826,   0.7452, 0.667025
1827,    0.743, 0.668832
1828,    0.743, 0.664359
1829,   0.7518, 0.667278
1830,   0.7518, 0.669047
1831,   0.7518, 0.663063
1832,   0.7518, 0.667175
1833,   0.7518, 0.670141
1834,   0.7518, 0.669946
1835,   0.7518, 0.669518
1836,   0.7518, 0.672913
1837,   0.7518, 0.677089
1838,   0.7518, 0.671193
1839,   0.7549, 0.671296
1840,   0.7549, 0.665599
1841,   0.7549, 0.674792
1842,    0.754,  0.67267
1843,   0.7577, 0.679347
1844,   0.7573, 0.683843
1845,   0.7573, 0.676386
1846,   0.7573, 0.682047
1847,   0.7573,  0.67903
1848,   0.7573, 0.678068
1849,   0.7573, 0.672982
1850,   0.7573, 0.672161
1851,   0.7573, 0.677958
1852,   0.7573, 0.675758
1853,   0.7573, 0.677711
1854,   0.7573, 0.671553
1855,   0.7573, 0.679926
1856,   0.7573, 0.674756
1857,   0.7573, 0.667902
1858,   0.7573, 0.679184
1859,   0.7573,  0.68397
1860,   0.7644, 0.681931
1861,   0.7644,  0.68648
1862,   0.7644, 0.677257
1863,   0.7644, 0.673567
1864,   0.7644, 0.677153
1865,   0.7644, 0.677535
1866,   0.7644,  0.68472
1867,   0.7644, 0.685211
1868,   0.7644,  0.68166
1869,   0.7644, 0.677462
