gen, tournament_float_uniform_best, tournament_float_uniform_ave
   1,   0.2046, 0.102435
   2,   0.2185, 0.104163
   3,   0.2303, 0.117371
   4,   0.2866, 0.123294
   5,    0.289,  0.13531
   6,    0.289, 0.154731
   7,   0.3032, 0.169179
   8,   0.3497,  0.19773
   9,   0.3497, 0.226902
  10,   0.3767, 0.267466
  11,   0.4049, 0.300599
  12,   0.4115, 0.327441
  13,   0.4266, 0.334888
  14,   0.4275, 0.343812
  15,   0.4395, 0.370188
  16,   0.4395, 0.361946
  17,   0.4488, 0.376621
  18,   0.4494, 0.396463
  19,    0.475, 0.400266
  20,   0.4981, 0.409911
  21,   0.4981, 0.421683
  22,   0.4981, 0.434931
  23,   0.5054,  0.45459
  24,    0.513, 0.461082
  25,    0.513, 0.457658
  26,   0.5179, 0.471539
  27,   0.5245, 0.480403
  28,   0.5248, 0.480075
  29,   0.5278, 0.484825
  30,   0.5356, 0.486553
  31,   0.5399, 0.485919
  32,   0.5418, 0.496688
  33,   0.5455, 0.493699
  34,   0.5455, 0.501152
  35,    0.555, 0.507808
  36,   0.5561, 0.508943
  37,   0.5561, 0.513924
  38,   0.5623, 0.519124
  39,   0.5623, 0.517022
  40,   0.5644, 0.521697
  41,   0.5652, 0.526022
  42,   0.5701, 0.525047
  43,   0.5706, 0.526558
  44,   0.5706, 0.525051
  45,   0.5774, 0.527046
  46,   0.5774, 0.525958
  47,   0.5774, 0.531647
  48,   0.5791, 0.532644
  49,   0.5791, 0.535821
  50,   0.5801, 0.534275
  51,   0.5817, 0.538908
  52,   0.5817,  0.54052
  53,   0.5822, 0.540241
  54,   0.5842,  0.54237
  55,   0.5847, 0.543995
  56,   0.5869, 0.545184
  57,   0.5872, 0.547386
  58,   0.5879, 0.543375
  59,   0.5934,  0.55026
  60,   0.5934, 0.545344
  61,   0.5934,  0.54431
  62,   0.5934, 0.550638
  63,   0.5934, 0.548442
  64,   0.5946, 0.554112
  65,    0.595, 0.555623
  66,   0.5979, 0.555002
  67,   0.5979,  0.55896
  68,   0.5983, 0.553199
  69,   0.5983, 0.554905
  70,   0.6005, 0.556362
  71,   0.6005, 0.557273
  72,   0.6005, 0.559013
  73,   0.6005,  0.56286
  74,   0.6015, 0.559506
  75,   0.6022, 0.561909
  76,   0.6022, 0.560904
  77,   0.6022, 0.562971
  78,   0.6045, 0.562461
  79,   0.6055, 0.559311
  80,   0.6064, 0.562575
  81,   0.6082, 0.567267
  82,   0.6082, 0.569199
  83,   0.6082, 0.568479
  84,     0.61, 0.571351
  85,     0.61, 0.572196
  86,     0.61, 0.572397
  87,   0.6102,  0.57426
  88,   0.6107, 0.572016
  89,   0.6142, 0.571709
  90,   0.6142, 0.577078
  91,   0.6142, 0.578383
  92,   0.6142, 0.575031
  93,   0.6142, 0.576097
  94,   0.6142, 0.575254
  95,   0.6142, 0.576166
  96,   0.6152, 0.578196
  97,   0.6152, 0.578349
  98,   0.6155,  0.57804
  99,   0.6162, 0.577135
 100,   0.6162, 0.576761
 101,   0.6162, 0.580292
 102,   0.6166, 0.574859
 103,   0.6166, 0.578709
 104,   0.6173, 0.573889
 105,   0.6177, 0.575818
 106,   0.6192, 0.569899
 107,   0.6201, 0.578372
 108,   0.6286, 0.576516
 109,   0.6286, 0.579888
 110,   0.6391, 0.576792
 111,   0.6391, 0.579013
 112,   0.6434, 0.585182
 113,    0.656, 0.593244
 114,   0.6586,  0.58441
 115,   0.6612, 0.595466
 116,   0.6639, 0.596076
 117,   0.6639, 0.602195
 118,   0.6731,  0.60814
 119,   0.6731, 0.613985
 120,   0.6731, 0.614893
 121,   0.6743, 0.620167
 122,   0.6795, 0.622355
 123,   0.6795, 0.620963
 124,   0.6795, 0.628124
 125,   0.6806,  0.63358
 126,   0.6811,  0.63045
 127,   0.6811, 0.630282
 128,   0.6811, 0.630675
 129,   0.6811,  0.62972
 130,   0.6872, 0.632997
 131,   0.6872, 0.634907
 132,   0.6872, 0.641601
 133,   0.6876, 0.641607
 134,   0.6889, 0.641834
 135,   0.6909, 0.638458
 136,   0.6909, 0.637524
 137,   0.6909, 0.641367
 138,   0.6909, 0.642992
 139,   0.6909, 0.644626
 140,   0.6929, 0.643632
 141,   0.6929,  0.64409
 142,   0.6929, 0.654231
 143,   0.6929, 0.648802
 144,   0.6933, 0.649449
 145,   0.6956, 0.652934
 146,   0.6956, 0.651131
 147,   0.6956, 0.648782
 148,   0.6956, 0.646245
 149,   0.6956, 0.649107
 150,   0.6956, 0.644966
 151,   0.6964,  0.65022
 152,   0.6964, 0.649828
 153,   0.6964, 0.648938
 154,   0.6967, 0.651751
 155,   0.6967, 0.653858
 156,   0.6988, 0.650865
 157,   0.6988, 0.656776
 158,   0.6988,  0.65284
 159,   0.6988, 0.654184
 160,   0.6998, 0.657621
 161,   0.6998, 0.657659
 162,   0.6998, 0.656732
 163,   0.7001, 0.653341
 164,   0.7001, 0.653647
 165,   0.7023, 0.652305
 166,   0.7023, 0.653904
 167,   0.7023,  0.65775
 168,   0.7023, 0.660015
 169,   0.7023, 0.664018
 170,   0.7023,  0.66203
 171,   0.7023, 0.657391
 172,   0.7023, 0.660653
 173,   0.7025, 0.660637
 174,   0.7025,  0.66333
 175,   0.7025, 0.661754
 176,   0.7025, 0.660336
 177,   0.7037, 0.663509
 178,   0.7037, 0.662524
 179,   0.7037, 0.662353
 180,   0.7037, 0.662407
 181,    0.705, 0.664758
 182,    0.705, 0.663837
 183,    0.705, 0.664675
 184,    0.705, 0.663241
 185,    0.705, 0.665456
 186,    0.705, 0.665318
 187,    0.705, 0.659725
 188,    0.705, 0.658902
 189,   0.7053, 0.657531
 190,   0.7053, 0.660982
 191,   0.7053, 0.662165
 192,   0.7053, 0.662085
 193,   0.7053, 0.658372
 194,   0.7053,  0.66134
 195,   0.7053, 0.666331
 196,   0.7053, 0.666058
 197,   0.7053, 0.661892
 198,   0.7056, 0.664999
 199,   0.7059, 0.666065
 200,   0.7059, 0.658648
 201,   0.7059, 0.658946
 202,   0.7063, 0.659809
 203,   0.7063,  0.66134
 204,   0.7063, 0.657808
 205,   0.7063, 0.662412
 206,   0.7063, 0.662578
 207,   0.7063, 0.660635
 208,   0.7063, 0.664417
 209,   0.7063, 0.661027
 210,   0.7072, 0.664483
 211,   0.7072, 0.663286
 212,   0.7073, 0.659908
 213,   0.7076, 0.661597
 214,   0.7076, 0.665075
 215,   0.7076, 0.661571
 216,   0.7081, 0.664755
 217,   0.7081, 0.666721
 218,   0.7086, 0.666717
 219,   0.7086, 0.664204
 220,   0.7086, 0.662364
 221,   0.7086, 0.664353
 222,   0.7086, 0.659971
 223,   0.7086,  0.66394
 224,   0.7097, 0.664949
 225,   0.7097, 0.663366
 226,   0.7097, 0.665498
 227,   0.7097, 0.666645
 228,   0.7097, 0.664867
 229,   0.7097, 0.663871
 230,   0.7097,  0.66644
 231,   0.7097, 0.666641
 232,   0.7097, 0.666567
 233,   0.7097, 0.660694
 234,   0.7097, 0.664988
 235,   0.7097, 0.666171
 236,   0.7097, 0.667139
 237,   0.7098, 0.665637
 238,   0.7104, 0.663879
 239,   0.7104, 0.667394
 240,   0.7104, 0.663789
 241,   0.7104, 0.662814
 242,   0.7104, 0.665663
 243,   0.7104, 0.662556
 244,   0.7104, 0.663382
 245,   0.7104, 0.665475
 246,   0.7104, 0.664944
 247,   0.7104, 0.669126
 248,   0.7104, 0.665723
 249,   0.7104, 0.667443
 250,   0.7104, 0.665003
 251,   0.7104, 0.669399
 252,   0.7104, 0.667279
 253,   0.7104, 0.661923
 254,   0.7104, 0.664849
 255,   0.7104, 0.665789
 256,   0.7104, 0.665033
 257,   0.7109, 0.665693
 258,   0.7109, 0.667286
 259,   0.7109, 0.666742
 260,   0.7109, 0.665179
 261,   0.7109, 0.667537
 262,   0.7109, 0.665648
 263,   0.7109, 0.663048
 264,   0.7109, 0.665789
 265,   0.7109, 0.660411
 266,    0.711, 0.663473
 267,    0.711, 0.666858
 268,    0.711, 0.666078
 269,    0.711, 0.667661
 270,    0.711, 0.664185
 271,    0.711, 0.662658
 272,    0.711,  0.66474
 273,    0.711, 0.664887
 274,    0.711, 0.666557
 275,   0.7112, 0.669545
 276,   0.7112, 0.664314
 277,   0.7112, 0.666277
 278,   0.7122, 0.668667
 279,   0.7122, 0.668874
 280,   0.7123, 0.667952
 281,   0.7123, 0.670387
 282,   0.7123, 0.669837
 283,   0.7123, 0.668807
 284,   0.7123, 0.669157
 285,   0.7139, 0.667633
 286,   0.7139, 0.668897
 287,   0.7139, 0.667217
 288,   0.7139, 0.666704
 289,   0.7139, 0.666665
 290,   0.7139, 0.669656
 291,   0.7139, 0.666503
 292,   0.7139, 0.670224
 293,   0.7139,  0.66678
 294,   0.7139, 0.667853
 295,   0.7139, 0.670137
 296,   0.7139, 0.670479
 297,   0.7139, 0.668004
 298,   0.7139, 0.668951
 299,   0.7139, 0.668253
 300,   0.7139, 0.672553
 301,   0.7141, 0.668801
 302,   0.7141, 0.670586
 303,   0.7141, 0.671184
 304,   0.7141, 0.671809
 305,   0.7141, 0.671946
 306,   0.7141, 0.669614
 307,   0.7161, 0.670443
 308,   0.7161, 0.672104
 309,   0.7161,  0.66983
 310,   0.7161, 0.669612
 311,   0.7161, 0.673846
 312,   0.7161, 0.671177
 313,   0.7161,  0.67218
 314,   0.7161, 0.674127
 315,   0.7161, 0.670784
 316,   0.7161, 0.671181
 317,   0.7161, 0.669001
 318,   0.7161, 0.669209
 319,   0.7161, 0.672946
 320,   0.7161, 0.673072
 321,   0.7161, 0.668978
 322,   0.7161, 0.674142
 323,   0.7161, 0.669749
 324,   0.7161, 0.669484
 325,   0.7161, 0.670803
 326,   0.7161, 0.670947
 327,   0.7161, 0.672669
 328,   0.7161, 0.674258
 329,   0.7167, 0.673679
 330,   0.7167, 0.668772
 331,   0.7167, 0.672583
 332,   0.7167, 0.671751
 333,   0.7167, 0.673751
 334,   0.7167, 0.673839
 335,   0.7167, 0.674535
 336,   0.7167, 0.676952
 337,   0.7167, 0.670714
 338,   0.7167, 0.671217
 339,   0.7167, 0.675443
 340,   0.7182, 0.673098
 341,   0.7182, 0.673871
 342,   0.7182, 0.673199
 343,   0.7182, 0.673764
 344,   0.7182,  0.67291
 345,   0.7182, 0.674237
 346,   0.7182, 0.672113
 347,   0.7182, 0.672187
 348,   0.7182, 0.673497
 349,   0.7182, 0.671656
 350,   0.7182, 0.674187
 351,   0.7182, 0.668911
 352,   0.7182, 0.674747
 353,   0.7182, 0.677403
 354,   0.7182, 0.672903
 355,   0.7182, 0.672137
 356,   0.7182, 0.673626
 357,   0.7182, 0.672975
 358,   0.7182, 0.672732
 359,   0.7182, 0.675487
 360,   0.7182, 0.673782
 361,   0.7182, 0.674811
 362,   0.7182, 0.676211
 363,   0.7182, 0.676398
 364,   0.7182, 0.669694
 365,   0.7182,  0.67564
 366,   0.7182, 0.672562
 367,   0.7182, 0.674617
 368,   0.7182, 0.672922
 369,   0.7182, 0.673998
 370,   0.7182, 0.673977
 371,   0.7182, 0.672621
 372,   0.7182, 0.676329
 373,   0.7182,  0.67334
 374,   0.7182, 0.670962
 375,   0.7182, 0.674103
 376,   0.7182, 0.673255
 377,   0.7187, 0.676603
 378,   0.7187, 0.672249
 379,   0.7188, 0.675092
 380,   0.7188, 0.674529
 381,   0.7188, 0.672387
 382,   0.7188, 0.677155
 383,   0.7188, 0.674824
 384,   0.7188, 0.673451
 385,   0.7188,  0.67914
 386,   0.7188, 0.675735
 387,   0.7188, 0.675096
 388,   0.7188, 0.677142
 389,   0.7188, 0.677252
 390,   0.7188, 0.677725
 391,   0.7188,  0.67727
 392,   0.7188, 0.677899
 393,   0.7188,  0.67664
 394,   0.7188, 0.677617
 395,   0.7188, 0.673083
 396,   0.7188, 0.675506
 397,   0.7188,  0.67559
 398,   0.7188, 0.675122
 399,   0.7188, 0.678389
 400,   0.7188, 0.676054
 401,   0.7188, 0.674953
 402,   0.7188, 0.675056
 403,   0.7188, 0.677477
 404,   0.7188, 0.671243
 405,   0.7188, 0.676132
 406,   0.7188, 0.677781
 407,   0.7188, 0.677837
 408,   0.7188, 0.675758
 409,   0.7188,  0.67448
 410,   0.7188, 0.669504
 411,   0.7194, 0.673156
 412,   0.7194, 0.678102
 413,   0.7194,  0.67594
 414,   0.7201, 0.675964
 415,   0.7201, 0.674586
 416,   0.7201, 0.676795
 417,   0.7201, 0.676242
 418,   0.7201, 0.674653
 419,   0.7201,  0.67714
 420,   0.7201, 0.679143
 421,   0.7201, 0.673365
 422,   0.7201, 0.673698
 423,   0.7201, 0.671938
 424,   0.7201, 0.672359
 425,   0.7201, 0.679483
 426,   0.7201,  0.68017
 427,   0.7201, 0.681095
 428,   0.7201, 0.670048
 429,   0.7201, 0.676702
 430,   0.7201, 0.677714
 431,   0.7201,  0.67739
 432,   0.7201,  0.67384
 433,   0.7201,  0.67667
 434,   0.7201, 0.676331
 435,   0.7201, 0.672689
 436,   0.7201, 0.674531
 437,   0.7201, 0.676672
 438,   0.7201, 0.677015
 439,   0.7201, 0.673828
 440,   0.7201, 0.676536
 441,   0.7201, 0.677573
 442,   0.7201, 0.672996
 443,   0.7201, 0.671958
 444,   0.7201, 0.670522
 445,   0.7201, 0.675783
 446,   0.7201, 0.676033
 447,   0.7201, 0.677571
 448,   0.7201, 0.669993
 449,   0.7201,  0.67185
 450,   0.7201, 0.675391
 451,   0.7201, 0.674501
 452,   0.7201, 0.675592
 453,   0.7201, 0.674199
 454,   0.7201, 0.673864
 455,   0.7201, 0.674185
 456,   0.7201, 0.677978
 457,   0.7201,  0.67741
 458,   0.7201, 0.673724
 459,   0.7201, 0.676136
 460,   0.7201, 0.673673
 461,   0.7201, 0.676363
 462,   0.7201, 0.674352
 463,   0.7201, 0.671439
 464,   0.7201, 0.678427
 465,   0.7201, 0.678257
 466,   0.7201, 0.670766
 467,   0.7201, 0.673864
 468,   0.7201, 0.675042
 469,   0.7201, 0.674675
 470,   0.7201, 0.674691
 471,   0.7201, 0.678756
 472,   0.7201, 0.677161
 473,   0.7201, 0.677568
 474,   0.7201, 0.676079
 475,   0.7201, 0.676924
 476,   0.7201, 0.671944
 477,   0.7201, 0.675709
 478,   0.7201, 0.675033
 479,   0.7201, 0.679429
 480,   0.7201, 0.674655
 481,   0.7201,  0.67518
 482,   0.7201, 0.676534
 483,   0.7201, 0.678916
 484,   0.7201, 0.677327
 485,   0.7201, 0.674326
 486,   0.7201, 0.676106
 487,   0.7201, 0.673894
 488,   0.7201, 0.675277
 489,   0.7201, 0.673205
 490,   0.7201, 0.673023
 491,   0.7201, 0.670955
 492,   0.7201, 0.673872
 493,   0.7206, 0.674903
 494,   0.7206, 0.676959
 495,   0.7206, 0.675566
 496,   0.7206, 0.677221
 497,   0.7206, 0.674567
 498,   0.7206, 0.674028
 499,   0.7206,  0.67371
 500,   0.7206, 0.676298
 501,   0.7206, 0.676198
 502,   0.7206,  0.67377
 503,   0.7206, 0.676538
 504,   0.7206, 0.675014
 505,   0.7206, 0.673977
 506,   0.7206, 0.676199
 507,   0.7206, 0.674237
 508,   0.7206, 0.674505
 509,   0.7206, 0.671535
 510,   0.7206, 0.676485
 511,   0.7206, 0.675987
 512,   0.7206, 0.672559
 513,   0.7206,  0.67359
 514,   0.7206, 0.676591
 515,   0.7206, 0.674736
 516,   0.7206, 0.671472
 517,   0.7206, 0.673865
 518,   0.7206, 0.678962
 519,   0.7206, 0.675976
 520,   0.7206, 0.674825
 521,   0.7206, 0.674588
 522,   0.7206, 0.677163
 523,   0.7206,  0.67227
 524,   0.7206, 0.670009
 525,   0.7206, 0.676976
 526,   0.7206, 0.676642
 527,   0.7206, 0.672659
 528,   0.7206, 0.672067
 529,   0.7206, 0.673564
 530,   0.7206, 0.677875
 531,   0.7206, 0.675709
 532,   0.7206, 0.670049
 533,   0.7206, 0.675973
 534,   0.7206, 0.675295
 535,   0.7206, 0.675644
 536,   0.7206, 0.676085
 537,   0.7206, 0.677819
 538,   0.7206, 0.675761
 539,   0.7206, 0.672723
 540,   0.7206, 0.674679
 541,   0.7206, 0.675554
 542,   0.7206, 0.672826
 543,   0.7206, 0.672766
 544,   0.7206, 0.676276
 545,   0.7206,  0.67394
 546,   0.7206, 0.677478
 547,   0.7206, 0.677591
 548,   0.7206, 0.672139
 549,   0.7206, 0.675817
 550,   0.7206, 0.675302
 551,   0.7206, 0.672971
 552,   0.7206, 0.676266
 553,   0.7206, 0.673038
 554,   0.7206, 0.676234
 555,   0.7206, 0.676014
 556,   0.7206, 0.675695
 557,   0.7206, 0.675592
 558,   0.7206, 0.675705
 559,   0.7206, 0.672199
 560,   0.7206,  0.67656
 561,   0.7206, 0.676197
 562,   0.7206, 0.670663
 563,   0.7206, 0.678277
 564,   0.7206, 0.674253
 565,   0.7206, 0.671958
 566,   0.7206,   0.6768
 567,   0.7206, 0.674852
 568,   0.7208,  0.67721
 569,   0.7208, 0.674522
 570,   0.7208, 0.672359
 571,   0.7208, 0.673742
 572,   0.7208, 0.675946
 573,   0.7208, 0.679311
 574,   0.7208, 0.674077
 575,   0.7208, 0.677195
 576,   0.7208, 0.678998
 577,   0.7208, 0.679349
 578,   0.7208, 0.679199
 579,   0.7208, 0.677768
 580,   0.7208, 0.681935
 581,   0.7208, 0.678862
 582,   0.7208, 0.678484
 583,   0.7208, 0.679477
 584,   0.7208, 0.681453
 585,   0.7208, 0.675491
 586,   0.7208, 0.677678
 587,   0.7208, 0.675906
 588,   0.7208, 0.677919
 589,   0.7208, 0.672693
 590,   0.7208, 0.680668
 591,   0.7208, 0.675999
 592,   0.7208, 0.680796
 593,   0.7208, 0.677274
 594,   0.7209, 0.679749
 595,   0.7209, 0.676933
 596,   0.7209, 0.675852
 597,   0.7209, 0.678595
 598,   0.7209, 0.679294
 599,   0.7209, 0.680396
 600,   0.7209, 0.675705
 601,   0.7209, 0.677816
 602,   0.7209, 0.677787
 603,   0.7209, 0.679166
 604,   0.7209, 0.678643
 605,   0.7209, 0.680908
 606,   0.7209, 0.678167
 607,   0.7209, 0.680579
 608,   0.7209, 0.678748
 609,   0.7209, 0.675992
 610,   0.7209, 0.678623
 611,   0.7209, 0.677994
 612,   0.7209, 0.679011
 613,   0.7209, 0.679019
 614,   0.7209, 0.675477
 615,   0.7209, 0.677362
 616,   0.7209, 0.677886
 617,   0.7209, 0.677693
 618,   0.7209, 0.679295
 619,   0.7214, 0.677478
 620,    0.722, 0.680075
 621,    0.722, 0.672507
 622,    0.722, 0.678352
 623,    0.722, 0.679801
 624,    0.722, 0.678982
 625,    0.722, 0.680198
 626,    0.722,  0.67256
 627,   0.7226, 0.680381
 628,   0.7226, 0.678756
 629,   0.7226,  0.67969
 630,   0.7226, 0.678372
 631,   0.7226, 0.678903
 632,   0.7226, 0.680138
 633,   0.7226, 0.680734
 634,   0.7226, 0.679042
 635,   0.7226, 0.675997
 636,   0.7226, 0.679211
 637,    0.723,  0.67784
 638,    0.723,  0.67734
 639,    0.723, 0.681028
 640,    0.723, 0.676318
 641,    0.723, 0.677471
 642,    0.723, 0.675567
 643,    0.723, 0.676775
 644,    0.723, 0.677598
 645,    0.723, 0.677541
 646,    0.723, 0.676591
 647,    0.723, 0.678665
 648,    0.723, 0.681002
 649,    0.723, 0.676993
 650,    0.723, 0.679897
 651,    0.723, 0.679651
 652,    0.723, 0.679316
 653,    0.723, 0.677951
 654,    0.723, 0.682061
 655,    0.723, 0.679578
 656,    0.723, 0.678268
 657,    0.723, 0.681362
 658,    0.723, 0.674448
 659,    0.723, 0.674625
 660,    0.723, 0.677109
 661,    0.723, 0.679879
 662,    0.723, 0.673599
 663,    0.723, 0.676353
 664,    0.723, 0.678382
 665,    0.723, 0.676516
 666,    0.723, 0.678005
 667,    0.723,  0.68245
 668,    0.723, 0.680731
 669,    0.723, 0.680485
 670,    0.723, 0.679299
 671,    0.723, 0.678341
 672,    0.723, 0.680487
 673,    0.723, 0.679542
 674,    0.723, 0.675238
 675,    0.723,  0.67511
 676,    0.723, 0.675973
 677,    0.723, 0.679711
 678,    0.723, 0.679331
 679,    0.723, 0.677051
 680,    0.723, 0.676787
 681,    0.723, 0.677162
 682,    0.723, 0.679131
 683,    0.723, 0.678952
 684,   0.7238, 0.676893
 685,   0.7238, 0.681616
 686,   0.7238, 0.679328
 687,   0.7238, 0.679532
 688,   0.7238, 0.679089
 689,   0.7238, 0.678711
 690,   0.7238, 0.678722
 691,   0.7238,  0.67933
 692,   0.7238, 0.680014
 693,   0.7238, 0.674637
 694,   0.7238, 0.678622
 695,   0.7238, 0.679384
 696,   0.7238, 0.678647
 697,   0.7238, 0.678089
 698,   0.7238, 0.681249
 699,   0.7238,  0.68032
 700,   0.7238, 0.680578
 701,   0.7238, 0.679298
 702,   0.7238, 0.683093
 703,   0.7238, 0.682601
 704,   0.7238, 0.678024
 705,   0.7241, 0.675237
 706,   0.7241, 0.682361
 707,   0.7241, 0.676073
 708,   0.7241, 0.679159
 709,   0.7241, 0.678243
 710,   0.7241, 0.677881
 711,   0.7241, 0.677764
 712,   0.7241, 0.678861
 713,   0.7241, 0.674156
 714,   0.7241, 0.677153
 715,   0.7241, 0.678523
 716,   0.7241, 0.681136
 717,   0.7241, 0.679049
 718,   0.7241, 0.680228
 719,   0.7241, 0.679393
 720,   0.7241, 0.674908
 721,   0.7241, 0.679271
 722,   0.7241, 0.676254
 723,   0.7241, 0.678606
 724,   0.7241,  0.67174
 725,   0.7241, 0.676889
 726,   0.7241, 0.679717
 727,   0.7241, 0.678342
 728,   0.7241, 0.678384
 729,   0.7241, 0.679052
 730,   0.7241, 0.675266
 731,   0.7241, 0.678189
 732,   0.7241, 0.678132
 733,   0.7241, 0.680409
 734,   0.7241, 0.675502
 735,   0.7241, 0.679283
 736,   0.7241, 0.675428
 737,   0.7241, 0.675557
 738,   0.7241, 0.680751
 739,   0.7241, 0.681477
 740,   0.7241, 0.677229
 741,   0.7241, 0.675844
 742,   0.7241, 0.676727
 743,   0.7241, 0.678901
 744,   0.7241, 0.680809
 745,   0.7241, 0.675224
 746,   0.7241, 0.679253
 747,   0.7241, 0.677029
 748,   0.7241,  0.67565
 749,   0.7241, 0.678685
 750,   0.7241, 0.677705
 751,   0.7241,  0.68285
 752,   0.7241,  0.67667
 753,   0.7245, 0.678343
 754,   0.7245, 0.679964
 755,   0.7245, 0.679171
 756,   0.7245, 0.682794
 757,   0.7245, 0.680166
 758,   0.7245,  0.68092
 759,   0.7245, 0.680117
 760,   0.7245, 0.679703
 761,   0.7245, 0.680649
 762,   0.7245, 0.678775
 763,   0.7245, 0.677828
 764,   0.7245, 0.678001
 765,   0.7245, 0.677741
 766,   0.7245,  0.67735
 767,   0.7245, 0.678644
 768,   0.7245, 0.680297
 769,   0.7245, 0.681643
 770,   0.7245, 0.676269
 771,   0.7245, 0.679982
 772,   0.7245, 0.677694
 773,   0.7245, 0.680932
 774,   0.7245, 0.682233
 775,   0.7245,  0.68241
 776,   0.7245,   0.6813
 777,   0.7245, 0.677556
 778,   0.7245, 0.679849
 779,   0.7245, 0.679798
 780,   0.7245, 0.679666
 781,   0.7245, 0.675925
 782,   0.7245, 0.679188
 783,   0.7245, 0.680671
 784,   0.7245, 0.681902
 785,   0.7245, 0.679685
 786,   0.7245, 0.678066
 787,   0.7258, 0.678575
 788,   0.7258, 0.679946
 789,   0.7258, 0.679925
 790,   0.7258, 0.682658
 791,   0.7258,  0.68186
 792,   0.7258, 0.681974
 793,   0.7258, 0.682805
 794,   0.7258, 0.682296
 795,   0.7258, 0.679438
 796,   0.7258, 0.679459
 797,   0.7258, 0.680025
 798,   0.7258, 0.681858
 799,   0.7258, 0.676243
 800,   0.7258, 0.677126
 801,   0.7258, 0.678684
 802,   0.7258, 0.681056
 803,   0.7258, 0.683115
 804,   0.7258, 0.680097
 805,   0.7258, 0.681221
 806,   0.7258, 0.681521
 807,   0.7258, 0.683871
 808,   0.7258,   0.6852
 809,   0.7258, 0.677022
 810,   0.7258, 0.680977
 811,   0.7258, 0.680333
 812,   0.7258, 0.682912
 813,   0.7258, 0.683919
 814,   0.7258, 0.681479
 815,   0.7258, 0.680682
 816,   0.7258,  0.68191
 817,   0.7258,  0.68013
 818,   0.7258,  0.68178
 819,   0.7258, 0.679134
 820,   0.7258, 0.679857
 821,   0.7258, 0.679993
 822,   0.7258, 0.682833
 823,   0.7258, 0.680431
 824,   0.7258, 0.680176
 825,   0.7258, 0.679543
 826,   0.7258, 0.682979
 827,   0.7258, 0.680405
 828,   0.7258, 0.678841
 829,   0.7258, 0.682439
 830,   0.7258, 0.681965
 831,   0.7258, 0.684844
 832,   0.7258, 0.680684
 833,   0.7258, 0.678557
 834,   0.7258, 0.680545
 835,   0.7258, 0.682789
 836,   0.7258,  0.68206
 837,   0.7258, 0.686309
 838,   0.7258, 0.684127
 839,   0.7258, 0.682149
 840,   0.7258, 0.681039
 841,   0.7258, 0.683433
 842,   0.7258, 0.680902
 843,   0.7258, 0.681649
 844,   0.7258, 0.682702
 845,   0.7258, 0.681758
 846,   0.7258, 0.680144
 847,   0.7258, 0.684796
 848,   0.7258, 0.683913
 849,   0.7258, 0.682943
 850,   0.7258, 0.684061
 851,   0.7258, 0.680618
 852,   0.7258, 0.680049
 853,   0.7258,  0.68441
 854,   0.7258, 0.684345
 855,   0.7258, 0.681923
 856,   0.7258, 0.682761
 857,   0.7258, 0.686961
 858,   0.7258, 0.681085
 859,   0.7258, 0.679371
 860,   0.7258,  0.67916
 861,   0.7258, 0.681193
 862,   0.7258, 0.681807
 863,   0.7258, 0.686323
 864,   0.7258, 0.681406
 865,   0.7258, 0.683864
 866,   0.7258, 0.683523
 867,   0.7258, 0.683723
 868,   0.7258, 0.682639
 869,   0.7258, 0.682473
 870,   0.7258, 0.684756
 871,   0.7258, 0.683025
 872,   0.7258, 0.681943
 873,   0.7258, 0.684847
 874,   0.7258, 0.682214
 875,   0.7258, 0.680926
 876,   0.7258, 0.685202
 877,   0.7258, 0.681439
 878,   0.7258, 0.680902
 879,   0.7258, 0.680197
 880,   0.7258, 0.681714
 881,   0.7258, 0.682387
 882,   0.7258,  0.67973
 883,   0.7258, 0.679043
 884,   0.7258, 0.682151
 885,   0.7258,  0.68138
 886,   0.7258, 0.682801
 887,   0.7258, 0.683735
 888,   0.7258, 0.681973
 889,   0.7258, 0.680734
 890,   0.7258, 0.681457
 891,   0.7258, 0.679404
 892,   0.7258, 0.681528
 893,   0.7258, 0.684275
 894,   0.7258, 0.683353
 895,   0.7258, 0.682929
 896,   0.7258, 0.678946
 897,   0.7258, 0.682439
 898,   0.7258, 0.682141
 899,   0.7258, 0.682606
 900,   0.7258,  0.68245
 901,   0.7258, 0.684111
 902,   0.7258, 0.681969
 903,   0.7258,  0.68086
 904,   0.7258, 0.686534
 905,   0.7258, 0.684321
 906,   0.7258, 0.681098
 907,   0.7258, 0.681956
 908,   0.7258, 0.678739
 909,   0.7258, 0.681442
 910,   0.7258, 0.681063
 911,   0.7258, 0.678863
 912,   0.7258, 0.680416
 913,   0.7258, 0.681952
 914,   0.7258, 0.681855
 915,   0.7258, 0.680897
 916,   0.7258, 0.682132
 917,   0.7258, 0.681853
 918,   0.7258,  0.68502
 919,   0.7258, 0.684004
 920,   0.7258, 0.682559
 921,   0.7258,  0.68398
 922,   0.7258,  0.68322
 923,   0.7258,  0.68182
 924,   0.7258, 0.683562
 925,   0.7258, 0.680096
 926,   0.7258, 0.682919
 927,   0.7258, 0.681902
 928,   0.7258, 0.681764
 929,   0.7258, 0.682971
 930,   0.7258, 0.680819
 931,   0.7258, 0.683036
 932,   0.7258,  0.68328
 933,   0.7258, 0.682662
 934,   0.7258, 0.683236
 935,   0.7258, 0.686524
 936,   0.7258, 0.680222
