gen, tournament_float_uniform_best, tournament_float_uniform_ave
3540,   0.8652, 0.795478
3541,   0.8652, 0.796416
3542,   0.8652, 0.801761
3543,   0.8652, 0.796399
3544,   0.8652, 0.798159
3545,   0.8652, 0.796492
3546,   0.8652, 0.798495
3547,   0.8652, 0.804718
3548,   0.8652, 0.800026
3549,   0.8652, 0.797228
3550,   0.8652, 0.802207
3551,   0.8652, 0.797408
3552,   0.8652, 0.797185
3553,   0.8652, 0.802035
3554,   0.8652,  0.79628
3555,   0.8652, 0.796169
3556,   0.8652, 0.799784
3557,   0.8652, 0.795357
3558,   0.8652, 0.798799
3559,   0.8652, 0.803248
3560,   0.8652, 0.797407
3561,   0.8652, 0.800731
3562,   0.8652, 0.794102
3563,   0.8652, 0.796636
3564,   0.8658, 0.799131
3565,   0.8658, 0.798468
3566,   0.8658, 0.800377
3567,   0.8658, 0.801312
3568,   0.8658, 0.797207
3569,   0.8658, 0.797199
3570,   0.8658, 0.798051
3571,   0.8658, 0.794115
3572,   0.8658, 0.797206
3573,   0.8658, 0.798811
3574,   0.8658, 0.794292
3575,   0.8658, 0.799525
3576,   0.8658, 0.798317
3577,   0.8658, 0.799684
3578,   0.8658, 0.797224
3579,   0.8658, 0.795928
3580,   0.8658, 0.799048
3581,   0.8658, 0.799566
3582,   0.8658, 0.800519
3583,   0.8658, 0.794618
3584,   0.8658, 0.800506
3585,   0.8658, 0.803385
3586,    0.867, 0.797391
3587,    0.867, 0.802395
3588,    0.867, 0.799479
3589,    0.867, 0.797307
3590,    0.867, 0.794721
3591,    0.867, 0.801719
3592,    0.867, 0.798267
3593,    0.867, 0.806422
3594,    0.867,  0.80156
3595,    0.867, 0.801396
3596,    0.867, 0.805204
3597,    0.867, 0.804101
3598,    0.867, 0.798141
3599,    0.867,  0.79925
3600,    0.867, 0.799341
3601,    0.867, 0.800311
3602,    0.867, 0.794977
3603,    0.867, 0.799308
3604,    0.867, 0.800492
3605,    0.867, 0.797709
3606,    0.867, 0.796098
3607,    0.867, 0.799918
3608,    0.867, 0.800956
3609,    0.867, 0.800579
3610,    0.867, 0.797579
3611,    0.867, 0.800926
3612,    0.867, 0.795745
3613,    0.867, 0.796679
3614,    0.867, 0.791742
3615,    0.867, 0.798845
3616,    0.867, 0.800285
3617,    0.867, 0.801419
3618,    0.867, 0.796409
3619,    0.867,  0.80034
3620,    0.867, 0.799855
3621,    0.867, 0.795669
3622,    0.867, 0.797744
3623,    0.867,  0.79904
3624,    0.867, 0.798467
3625,    0.867, 0.796748
3626,    0.867, 0.797132
3627,    0.867, 0.796012
3628,    0.867, 0.799182
3629,    0.867, 0.799018
3630,    0.867, 0.798552
3631,    0.867, 0.801412
3632,    0.867, 0.806979
3633,    0.867, 0.795474
3634,    0.867, 0.797363
3635,    0.867, 0.798581
3636,    0.867, 0.801833
3637,    0.867, 0.801495
3638,    0.867, 0.798284
3639,    0.867, 0.798918
3640,    0.867, 0.804144
3641,    0.867, 0.796898
3642,    0.867, 0.798946
3643,    0.867, 0.797173
3644,    0.867, 0.799142
3645,    0.867, 0.798902
3646,    0.867, 0.796107
3647,    0.867, 0.800274
3648,    0.867,  0.79837
3649,    0.867, 0.802764
3650,    0.867, 0.802812
3651,    0.867, 0.800996
3652,    0.867, 0.801855
3653,    0.867, 0.801121
3654,    0.867, 0.798258
3655,    0.867, 0.798266
3656,    0.867, 0.796164
3657,    0.867,  0.79327
3658,    0.867,  0.79884
3659,    0.867, 0.794264
3660,    0.867, 0.799694
3661,    0.867, 0.796808
3662,    0.867, 0.799385
3663,    0.867, 0.801274
3664,    0.867, 0.800045
3665,    0.867, 0.798171
3666,    0.867, 0.799014
3667,    0.867, 0.796121
3668,    0.867, 0.801225
3669,    0.867, 0.798704
3670,    0.867, 0.799173
3671,    0.867, 0.798509
3672,    0.867, 0.799074
3673,    0.867, 0.797123
3674,    0.867, 0.801297
3675,    0.867,  0.80069
3676,    0.867, 0.798608
3677,    0.867, 0.801093
3678,    0.867, 0.797909
3679,    0.867, 0.801577
3680,    0.867, 0.801902
3681,    0.867, 0.798996
3682,    0.867, 0.796011
3683,    0.867, 0.797903
3684,    0.867, 0.799479
3685,    0.867, 0.798316
3686,    0.867, 0.797615
3687,    0.867,  0.80168
3688,    0.867,   0.7942
3689,    0.867, 0.801717
3690,    0.867, 0.802068
3691,    0.867, 0.802351
3692,    0.867, 0.802957
3693,    0.867, 0.803187
3694,    0.867, 0.803696
3695,    0.867, 0.799978
3696,    0.867, 0.796699
3697,    0.867,  0.79746
3698,    0.867, 0.798026
3699,    0.867, 0.801085
3700,    0.867, 0.802974
3701,    0.867, 0.799928
3702,    0.867, 0.802837
3703,    0.867, 0.800797
3704,    0.867,  0.79623
3705,    0.867,  0.79767
3706,    0.867, 0.793581
3707,    0.867,   0.7997
3708,    0.867, 0.804871
3709,    0.867, 0.797839
3710,    0.867, 0.803232
3711,    0.867, 0.800746
3712,    0.867, 0.800569
3713,    0.867, 0.799265
3714,    0.867, 0.795256
3715,    0.867, 0.803105
3716,    0.867, 0.799479
3717,    0.867, 0.794836
3718,    0.867, 0.795709
3719,    0.867, 0.794089
3720,    0.867, 0.794101
3721,    0.867, 0.798877
3722,    0.867, 0.802186
3723,    0.867, 0.800294
3724,    0.867, 0.794311
3725,    0.867, 0.799561
3726,    0.867, 0.799386
3727,    0.867, 0.800926
3728,    0.867, 0.803173
3729,    0.867, 0.795926
3730,    0.867, 0.802785
3731,    0.867, 0.797055
3732,    0.867, 0.799164
3733,    0.867, 0.802777
3734,    0.867,  0.79912
3735,    0.867, 0.796823
3736,    0.867,  0.79804
3737,    0.867, 0.799873
3738,    0.867, 0.801837
3739,    0.867, 0.798169
3740,    0.867,  0.80068
3741,    0.867, 0.796908
3742,    0.867, 0.796657
3743,    0.867,  0.80241
3744,    0.867, 0.798424
3745,    0.867, 0.798218
3746,    0.867, 0.798982
3747,    0.867, 0.796714
3748,    0.867, 0.800121
3749,    0.867, 0.792446
3750,    0.867,  0.79982
3751,    0.867, 0.797548
3752,    0.867, 0.799415
3753,    0.867, 0.800596
3754,    0.867, 0.798869
3755,    0.867, 0.800379
3756,    0.867, 0.798178
3757,    0.867, 0.799202
3758,    0.867, 0.798064
3759,    0.867, 0.796637
3760,   0.8677,  0.80249
3761,   0.8677,  0.80419
3762,   0.8677, 0.804748
3763,   0.8677, 0.802283
3764,   0.8677, 0.799375
3765,   0.8677, 0.801121
3766,   0.8677, 0.797181
3767,   0.8677, 0.796612
3768,   0.8679, 0.802911
3769,   0.8679, 0.798936
3770,   0.8679, 0.803677
3771,   0.8679, 0.802253
3772,   0.8679,   0.7968
3773,   0.8679, 0.799358
3774,   0.8679, 0.798814
3775,   0.8679, 0.800089
3776,   0.8679, 0.802729
3777,   0.8679, 0.797762
3778,   0.8679,  0.79801
3779,   0.8679, 0.796936
3780,   0.8679, 0.797122
3781,   0.8679, 0.796548
3782,   0.8679, 0.797644
3783,   0.8679, 0.801732
3784,   0.8679, 0.799796
3785,   0.8679,  0.79998
3786,   0.8679, 0.803337
3787,   0.8679, 0.798922
3788,   0.8679, 0.795968
3789,   0.8679, 0.797954
3790,   0.8679, 0.801287
3791,   0.8679, 0.800831
3792,   0.8679, 0.798159
3793,   0.8679, 0.799755
3794,   0.8679, 0.800435
3795,   0.8679, 0.798972
3796,   0.8679, 0.802703
3797,   0.8679, 0.802623
3798,   0.8679, 0.797284
3799,   0.8679, 0.804313
3800,   0.8679, 0.796193
3801,   0.8683,  0.80175
3802,   0.8683, 0.798944
3803,   0.8683, 0.797141
3804,   0.8683, 0.797844
3805,   0.8683, 0.799188
3806,   0.8683,  0.80294
3807,   0.8683, 0.796375
3808,   0.8683, 0.799981
3809,   0.8683, 0.797722
3810,   0.8683, 0.799589
3811,   0.8683, 0.798159
3812,   0.8683, 0.800203
3813,   0.8683, 0.800704
3814,   0.8683, 0.799204
3815,   0.8683, 0.804549
3816,   0.8683, 0.796714
3817,   0.8683, 0.802924
3818,   0.8683, 0.801684
3819,   0.8683, 0.801759
3820,   0.8683, 0.796122
3821,   0.8683, 0.807481
3822,   0.8683,  0.80292
3823,   0.8683, 0.803167
3824,   0.8683, 0.801075
3825,   0.8683, 0.796202
3826,   0.8683, 0.801998
3827,   0.8683, 0.801166
3828,   0.8683, 0.795389
3829,   0.8683, 0.797761
3830,   0.8683, 0.801087
3831,   0.8683, 0.795623
3832,   0.8683, 0.799872
3833,   0.8683, 0.797648
3834,   0.8683, 0.795446
3835,   0.8683, 0.796295
3836,   0.8683, 0.792952
3837,   0.8683, 0.795498
3838,   0.8683, 0.797706
3839,   0.8683, 0.797369
3840,   0.8683, 0.802373
3841,   0.8683, 0.798633
3842,   0.8683, 0.796451
3843,   0.8683,  0.80033
3844,   0.8683, 0.802415
3845,   0.8683, 0.798817
3846,   0.8683, 0.800441
3847,   0.8683, 0.799321
3848,   0.8683, 0.801425
3849,   0.8683,   0.8018
3850,   0.8683, 0.795794
3851,   0.8683,  0.79973
3852,   0.8683, 0.802772
3853,   0.8683, 0.799287
3854,   0.8687, 0.795788
3855,   0.8687, 0.797153
3856,   0.8687, 0.800874
3857,   0.8687, 0.801802
3858,   0.8687, 0.798116
3859,   0.8687, 0.794892
3860,   0.8687, 0.801939
3861,   0.8687, 0.802045
3862,   0.8687,  0.79843
3863,   0.8687, 0.799425
3864,   0.8687, 0.801742
3865,   0.8687, 0.799348
3866,   0.8687, 0.797524
3867,   0.8687, 0.800415
3868,   0.8687, 0.801787
3869,   0.8687, 0.801035
3870,   0.8687, 0.799182
3871,   0.8687, 0.801696
3872,   0.8687, 0.793921
3873,   0.8687, 0.798979
3874,   0.8687, 0.802625
3875,   0.8687,  0.80557
3876,   0.8687, 0.804322
3877,   0.8687, 0.802762
3878,   0.8687,  0.79862
3879,   0.8687, 0.799378
3880,   0.8687, 0.799634
3881,   0.8687, 0.801132
3882,   0.8687, 0.801224
3883,   0.8687,  0.80068
3884,   0.8687, 0.799272
3885,   0.8687, 0.797191
3886,   0.8687, 0.800995
3887,   0.8687,  0.80098
3888,   0.8687, 0.798745
3889,   0.8687, 0.803008
3890,   0.8687, 0.795436
3891,   0.8687,  0.80297
3892,   0.8687, 0.796449
3893,   0.8687, 0.803653
3894,   0.8687, 0.798844
3895,   0.8687, 0.801663
3896,   0.8687, 0.801401
3897,   0.8687,  0.79931
3898,   0.8687, 0.798347
3899,   0.8687, 0.802414
3900,   0.8687, 0.800415
3901,   0.8687, 0.796073
3902,   0.8687, 0.798377
3903,   0.8687, 0.804545
3904,   0.8687, 0.801585
3905,   0.8687, 0.800985
3906,   0.8687, 0.804749
3907,   0.8687, 0.799668
3908,   0.8687, 0.801564
3909,   0.8687,  0.79871
3910,   0.8687, 0.801387
3911,   0.8687,  0.79807
3912,   0.8687, 0.794882
3913,   0.8687, 0.800913
3914,   0.8687, 0.800965
3915,   0.8687,  0.80289
3916,   0.8687, 0.798001
3917,   0.8687, 0.801301
3918,   0.8687, 0.793723
3919,   0.8687, 0.802565
3920,   0.8687, 0.800205
3921,   0.8687, 0.799748
3922,   0.8687, 0.800352
3923,   0.8687,  0.80087
3924,   0.8687,  0.80175
3925,   0.8687, 0.798515
3926,   0.8687,  0.80239
3927,   0.8687, 0.799084
3928,   0.8687, 0.801533
3929,   0.8687,   0.7985
3930,   0.8687, 0.800347
3931,   0.8687, 0.802889
3932,   0.8687, 0.801742
3933,   0.8687, 0.799065
3934,   0.8687, 0.802051
3935,   0.8687, 0.803348
3936,   0.8687,  0.79787
3937,   0.8687, 0.798774
3938,   0.8687, 0.798038
3939,   0.8687, 0.801255
3940,   0.8687, 0.796714
3941,   0.8687, 0.798019
3942,   0.8687, 0.797673
3943,   0.8687, 0.800935
3944,   0.8687, 0.795574
3945,   0.8687, 0.798113
3946,   0.8687, 0.802123
3947,   0.8687, 0.800628
3948,   0.8687, 0.797716
3949,   0.8687, 0.796503
3950,   0.8687, 0.801088
3951,   0.8689, 0.796741
3952,   0.8689, 0.804305
3953,   0.8689, 0.797431
3954,   0.8689, 0.796184
3955,   0.8689, 0.796099
3956,   0.8689, 0.798823
3957,     0.87, 0.800438
3958,     0.87, 0.802077
3959,     0.87, 0.799245
3960,     0.87, 0.802581
3961,     0.87, 0.797932
3962,     0.87, 0.796738
3963,     0.87, 0.800278
3964,     0.87, 0.803765
3965,     0.87, 0.801899
3966,     0.87, 0.803553
3967,     0.87, 0.801174
3968,     0.87, 0.801373
3969,     0.87,  0.80093
3970,     0.87, 0.801751
3971,     0.87, 0.804127
3972,     0.87, 0.800254
3973,     0.87, 0.799233
3974,     0.87, 0.796778
3975,     0.87, 0.795431
3976,   0.8703, 0.803598
3977,   0.8703, 0.795235
3978,   0.8703, 0.800482
3979,   0.8703, 0.804558
3980,   0.8703, 0.797317
3981,   0.8703, 0.800508
3982,   0.8703, 0.797592
3983,   0.8703, 0.801705
3984,   0.8703, 0.800456
3985,   0.8703, 0.800165
3986,   0.8703, 0.800762
3987,   0.8703, 0.801845
3988,   0.8703, 0.806083
3989,   0.8703, 0.801289
3990,   0.8703, 0.799326
3991,   0.8703,  0.80338
3992,   0.8703,  0.80304
3993,   0.8703, 0.797164
3994,   0.8703, 0.798927
3995,   0.8703, 0.797569
3996,   0.8703,  0.79419
3997,   0.8703, 0.793086
3998,   0.8703, 0.803383
3999,   0.8703, 0.799657
4000,   0.8703, 0.791796
