gen, tournament_ternary_twopoint_best, tournament_ternary_twopoint_ave
1875,   0.8478, 0.756984
1876,   0.8478, 0.755025
1877,   0.8478, 0.757112
1878,   0.8478, 0.759621
1879,   0.8478, 0.757221
1880,   0.8478,  0.74731
1881,   0.8478, 0.751876
1882,   0.8478, 0.752177
1883,   0.8478, 0.754157
1884,   0.8478, 0.756871
1885,   0.8478, 0.752732
1886,   0.8478, 0.761041
1887,   0.8478, 0.751199
1888,   0.8478, 0.761099
1889,   0.8478, 0.755135
1890,   0.8478,  0.76551
1891,   0.8478, 0.754973
1892,   0.8478,  0.75746
1893,   0.8478, 0.753813
1894,   0.8478, 0.750246
1895,   0.8478, 0.757863
1896,   0.8478, 0.759397
1897,   0.8478,  0.75726
1898,   0.8478, 0.753946
1899,   0.8478, 0.766029
1900,   0.8478, 0.756601
1901,   0.8478, 0.758354
1902,   0.8478, 0.759133
1903,   0.8478, 0.755901
1904,   0.8478, 0.764839
1905,   0.8478, 0.756455
1906,   0.8478, 0.754669
1907,   0.8478, 0.757111
1908,   0.8478, 0.754785
1909,   0.8478, 0.750045
1910,   0.8478, 0.751068
1911,   0.8478, 0.752634
1912,   0.8478,  0.76002
1913,   0.8478, 0.764928
1914,   0.8478, 0.758192
1915,   0.8478, 0.759843
1916,   0.8478, 0.753558
1917,   0.8478, 0.759104
1918,   0.8478, 0.756944
1919,   0.8478, 0.755427
1920,   0.8478,  0.76077
1921,   0.8482, 0.759648
1922,   0.8482, 0.758457
1923,   0.8482, 0.753714
1924,   0.8482, 0.753291
1925,   0.8482, 0.751461
1926,   0.8482, 0.758496
1927,   0.8482, 0.761872
1928,   0.8482, 0.758386
1929,   0.8482, 0.754166
1930,   0.8482, 0.760378
1931,   0.8482, 0.760709
1932,   0.8482, 0.757868
1933,   0.8482, 0.750328
1934,   0.8482, 0.758427
1935,   0.8482, 0.756755
1936,   0.8482, 0.755647
1937,   0.8482, 0.748655
1938,   0.8482, 0.757263
1939,   0.8482, 0.746898
1940,   0.8482, 0.758499
1941,   0.8482,   0.7616
1942,   0.8482, 0.762655
1943,   0.8482, 0.760247
1944,   0.8482, 0.756566
1945,   0.8482, 0.760188
1946,   0.8482, 0.758106
1947,   0.8482, 0.760068
1948,   0.8482, 0.764682
1949,   0.8482, 0.760925
1950,   0.8482, 0.759738
1951,   0.8482, 0.758895
1952,   0.8482, 0.761007
1953,   0.8482, 0.759415
1954,   0.8482, 0.755588
1955,   0.8482, 0.754662
1956,   0.8482,  0.75745
1957,   0.8482, 0.761474
1958,   0.8482,  0.75343
1959,   0.8482, 0.756332
1960,   0.8482, 0.757371
1961,   0.8482, 0.759808
1962,   0.8482, 0.753307
1963,   0.8482, 0.756382
1964,   0.8482, 0.761044
1965,   0.8482, 0.755139
1966,   0.8482, 0.758852
1967,   0.8482, 0.758856
1968,   0.8482, 0.758296
1969,   0.8482, 0.753832
1970,   0.8482, 0.762396
1971,   0.8482, 0.755197
1972,   0.8482, 0.758125
1973,   0.8482, 0.755508
1974,   0.8482, 0.755951
1975,   0.8482, 0.755255
1976,   0.8482, 0.761993
1977,   0.8482, 0.747171
1978,   0.8482, 0.750998
1979,   0.8482, 0.754149
1980,   0.8482, 0.755529
1981,   0.8482, 0.756247
1982,   0.8482, 0.757331
1983,   0.8482, 0.759524
1984,   0.8482,  0.75053
1985,   0.8482, 0.748347
1986,   0.8482, 0.750974
1987,   0.8482, 0.758624
1988,   0.8482, 0.755883
1989,   0.8482, 0.751933
1990,   0.8482, 0.754874
1991,   0.8482, 0.760896
1992,   0.8482, 0.766107
1993,   0.8482, 0.758904
1994,   0.8482, 0.761934
1995,   0.8482, 0.761622
1996,   0.8482, 0.755558
1997,   0.8482, 0.762685
1998,   0.8483, 0.758204
1999,   0.8483, 0.766291
2000,   0.8483,  0.76694
2001,   0.8483, 0.763503
2002,   0.8483, 0.759732
2003,   0.8483, 0.758886
2004,   0.8483, 0.761454
2005,   0.8488, 0.754653
2006,   0.8488, 0.757206
2007,   0.8488, 0.759691
2008,     0.85, 0.754048
2009,     0.85, 0.755824
2010,     0.85, 0.749343
2011,     0.85, 0.764051
2012,     0.85, 0.752304
2013,     0.85, 0.759984
2014,     0.85,  0.75144
2015,     0.85, 0.754381
2016,     0.85, 0.757293
2017,     0.85, 0.758967
2018,     0.85, 0.760047
2019,     0.85, 0.757849
2020,     0.85, 0.750756
2021,     0.85, 0.757387
2022,     0.85, 0.750978
2023,     0.85, 0.756908
2024,     0.85, 0.750886
2025,     0.85, 0.756724
2026,     0.85, 0.756053
2027,     0.85, 0.759089
2028,     0.85, 0.750606
2029,     0.85, 0.755352
2030,     0.85, 0.760546
2031,     0.85, 0.769078
2032,     0.85, 0.765246
2033,     0.85, 0.757002
2034,     0.85, 0.753672
2035,     0.85, 0.756051
2036,     0.85,  0.75977
2037,     0.85, 0.759383
2038,     0.85, 0.754223
2039,     0.85, 0.761385
2040,     0.85, 0.760701
2041,     0.85, 0.761529
2042,     0.85, 0.753226
2043,     0.85, 0.758081
2044,     0.85, 0.759405
2045,     0.85, 0.760406
2046,     0.85, 0.755544
2047,     0.85, 0.757801
2048,     0.85, 0.763475
2049,     0.85, 0.759418
2050,     0.85, 0.757856
2051,     0.85, 0.755327
2052,     0.85, 0.761384
2053,     0.85, 0.761977
2054,     0.85, 0.760347
2055,     0.85, 0.760046
2056,     0.85, 0.760736
2057,     0.85, 0.756689
2058,     0.85, 0.759285
2059,     0.85, 0.761191
2060,     0.85, 0.756778
2061,     0.85,  0.75987
2062,     0.85, 0.750772
2063,     0.85, 0.759805
2064,     0.85, 0.753297
2065,     0.85, 0.756032
2066,     0.85, 0.758955
2067,     0.85, 0.756038
2068,     0.85, 0.762623
2069,     0.85, 0.761135
2070,     0.85, 0.756715
2071,     0.85, 0.756182
2072,     0.85, 0.755798
2073,     0.85,  0.75546
2074,     0.85, 0.757296
2075,     0.85, 0.762794
2076,     0.85, 0.761518
2077,     0.85,  0.76378
2078,     0.85, 0.758536
2079,     0.85, 0.759034
2080,     0.85, 0.748182
2081,     0.85, 0.756846
2082,     0.85, 0.760699
2083,     0.85, 0.759477
2084,     0.85, 0.763151
2085,     0.85, 0.758466
2086,     0.85,  0.75841
2087,     0.85,   0.7587
2088,     0.85, 0.765414
2089,     0.85, 0.753603
2090,     0.85, 0.765399
2091,     0.85, 0.763214
2092,     0.85, 0.759612
2093,     0.85, 0.754056
2094,     0.85, 0.755638
2095,     0.85, 0.754315
2096,     0.85, 0.754577
2097,     0.85, 0.756071
2098,   0.8501,   0.7663
2099,   0.8501, 0.751227
2100,   0.8501, 0.755087
2101,   0.8507, 0.759152
2102,   0.8507, 0.764809
2103,   0.8507, 0.757525
2104,   0.8507, 0.766355
2105,   0.8507, 0.769033
2106,   0.8507, 0.767753
2107,   0.8507, 0.763569
2108,   0.8507, 0.761704
2109,   0.8507, 0.760969
2110,   0.8507, 0.761952
2111,   0.8507, 0.763932
2112,   0.8507, 0.762575
2113,   0.8507, 0.759861
2114,   0.8507, 0.769129
2115,   0.8507, 0.762001
2116,   0.8507, 0.764041
2117,   0.8507, 0.758049
2118,   0.8507,  0.76423
2119,   0.8507, 0.761691
2120,   0.8507, 0.759257
2121,   0.8507, 0.762864
2122,   0.8507, 0.757047
2123,   0.8507, 0.764913
2124,   0.8507, 0.771126
2125,   0.8507, 0.768045
2126,   0.8507, 0.764452
2127,   0.8507, 0.762083
2128,   0.8507, 0.762288
2129,   0.8507, 0.761828
2130,   0.8507,   0.7579
2131,   0.8507, 0.758826
2132,   0.8507, 0.754259
2133,   0.8507, 0.750919
2134,   0.8507, 0.759284
2135,   0.8507, 0.752764
2136,   0.8507, 0.761599
2137,   0.8507, 0.762061
2138,   0.8507, 0.761976
2139,   0.8507, 0.769588
2140,   0.8507, 0.763497
2141,   0.8507, 0.763852
2142,   0.8507, 0.756608
2143,   0.8507, 0.766542
2144,   0.8507, 0.756824
2145,   0.8507, 0.768708
2146,   0.8507, 0.768318
2147,   0.8507, 0.759599
2148,   0.8507, 0.765602
2149,   0.8507, 0.759723
2150,   0.8507, 0.758927
2151,   0.8507, 0.756856
2152,   0.8507, 0.761932
2153,   0.8507, 0.761137
2154,   0.8507, 0.761304
2155,   0.8507,  0.76333
2156,   0.8507, 0.768128
2157,   0.8507, 0.766151
2158,   0.8507, 0.766064
2159,   0.8507, 0.763164
2160,   0.8507, 0.764209
2161,   0.8507, 0.762536
2162,   0.8507, 0.769955
2163,   0.8511, 0.759448
2164,   0.8511, 0.758691
2165,   0.8511, 0.765826
2166,   0.8511, 0.759544
2167,   0.8511, 0.766549
2168,   0.8511, 0.763135
2169,   0.8511, 0.767362
2170,   0.8511, 0.771185
2171,   0.8511, 0.760475
2172,   0.8511, 0.762225
2173,   0.8511,  0.76257
2174,   0.8511, 0.760621
2175,   0.8511, 0.759377
2176,   0.8511,  0.76486
2177,   0.8511, 0.761946
2178,   0.8511, 0.765161
2179,   0.8511,  0.76269
2180,   0.8511, 0.768146
2181,   0.8511,  0.76465
2182,   0.8511, 0.757955
2183,   0.8511, 0.763912
2184,   0.8511, 0.768174
2185,   0.8511, 0.764499
2186,   0.8511,  0.75904
2187,   0.8511,  0.75272
2188,   0.8511, 0.762861
2189,   0.8511, 0.760933
2190,   0.8516, 0.757613
2191,   0.8516, 0.766468
2192,   0.8516, 0.763848
2193,   0.8516, 0.763726
2194,   0.8516, 0.763081
2195,   0.8516, 0.765762
2196,   0.8516,  0.76447
2197,   0.8516,  0.76383
2198,   0.8516, 0.767669
2199,   0.8516, 0.767238
2200,   0.8516, 0.767159
2201,   0.8516, 0.755565
2202,   0.8516, 0.757958
2203,   0.8516, 0.758809
2204,   0.8516, 0.763294
2205,   0.8516, 0.754646
2206,   0.8516, 0.766892
2207,   0.8516, 0.760944
2208,   0.8516, 0.762346
2209,   0.8516, 0.767238
2210,   0.8516, 0.769654
2211,   0.8516, 0.758133
2212,   0.8516, 0.759717
2213,   0.8516, 0.768402
2214,   0.8516, 0.759246
2215,   0.8516, 0.762622
2216,   0.8516, 0.767856
2217,   0.8516, 0.765061
2218,   0.8516, 0.747053
2219,   0.8516, 0.756501
2220,   0.8516, 0.767951
2221,   0.8516, 0.762568
2222,   0.8516, 0.761226
2223,   0.8516, 0.762489
2224,   0.8516, 0.760029
2225,   0.8516, 0.765975
2226,   0.8516, 0.770573
2227,   0.8516, 0.770591
2228,   0.8516, 0.754281
2229,   0.8516, 0.766589
2230,   0.8516, 0.765207
2231,   0.8516, 0.753989
2232,   0.8516, 0.757382
2233,   0.8516, 0.761216
2234,   0.8516, 0.767643
2235,   0.8516, 0.757882
2236,   0.8516, 0.764413
2237,   0.8516, 0.762978
2238,   0.8516, 0.756632
2239,   0.8516, 0.759549
2240,   0.8516, 0.760215
2241,   0.8516,  0.75613
2242,   0.8516, 0.755489
2243,   0.8516, 0.760335
2244,   0.8516, 0.766313
2245,   0.8516, 0.764217
2246,   0.8516, 0.756829
2247,    0.852, 0.768315
2248,    0.852, 0.765893
2249,    0.852, 0.762152
2250,    0.852, 0.759198
2251,    0.852,  0.76008
2252,    0.852, 0.760994
2253,    0.852, 0.768161
2254,    0.852, 0.765628
2255,    0.852, 0.765152
2256,    0.852, 0.754226
2257,    0.852, 0.765342
2258,    0.852, 0.756077
2259,    0.852, 0.763494
2260,    0.852,  0.77246
2261,    0.852, 0.765184
2262,    0.852, 0.764466
2263,    0.852, 0.763192
2264,    0.852, 0.758173
2265,    0.852, 0.762254
2266,    0.852, 0.759362
2267,    0.852, 0.762848
2268,    0.852, 0.771397
2269,    0.852, 0.767085
2270,    0.852,  0.76303
2271,    0.852, 0.765855
2272,    0.852, 0.760144
2273,    0.852, 0.762759
2274,    0.852, 0.763784
2275,    0.852,  0.76211
2276,    0.852, 0.766456
2277,    0.852, 0.757716
2278,    0.852, 0.763319
2279,    0.852, 0.760613
2280,    0.852, 0.762838
2281,    0.852, 0.760664
2282,    0.852, 0.768615
2283,    0.852, 0.767638
2284,    0.852, 0.765782
2285,    0.852,  0.75833
2286,    0.852, 0.767387
2287,    0.852,  0.76609
2288,    0.852, 0.756913
2289,    0.852, 0.759517
2290,    0.852, 0.763037
2291,    0.852,  0.75864
2292,    0.852, 0.765532
2293,    0.852, 0.759728
2294,    0.852, 0.763542
2295,    0.852, 0.758946
2296,    0.852, 0.768573
2297,    0.852, 0.769341
2298,    0.852, 0.769272
2299,    0.852, 0.758246
2300,    0.852, 0.763537
2301,    0.852, 0.759451
2302,    0.852,   0.7606
2303,    0.852, 0.768519
2304,    0.852, 0.762816
2305,    0.852, 0.761789
2306,    0.852, 0.757938
2307,    0.852, 0.761213
2308,    0.852, 0.767211
2309,    0.852, 0.749596
2310,    0.852, 0.763903
2311,   0.8522, 0.753484
2312,   0.8522, 0.762974
2313,   0.8522, 0.764518
2314,   0.8522, 0.765759
2315,   0.8522, 0.757898
2316,   0.8522, 0.765527
2317,   0.8522, 0.765109
2318,   0.8526, 0.767568
2319,   0.8526, 0.766822
2320,   0.8526, 0.767868
2321,   0.8526, 0.772229
2322,   0.8526, 0.767416
2323,   0.8526, 0.767542
2324,   0.8526, 0.767965
2325,   0.8526, 0.760303
2326,   0.8526, 0.752648
2327,   0.8526, 0.758565
2328,   0.8526, 0.758551
2329,   0.8526, 0.760687
2330,   0.8526, 0.765155
2331,   0.8526, 0.765611
2332,   0.8526, 0.767782
2333,   0.8526, 0.770155
2334,   0.8526, 0.753837
2335,   0.8526,  0.75827
2336,   0.8526, 0.758151
2337,   0.8526, 0.764503
2338,   0.8526, 0.770172
2339,   0.8526, 0.767457
2340,   0.8526, 0.761063
2341,   0.8526, 0.760293
2342,   0.8526, 0.767011
2343,   0.8526, 0.765106
2344,   0.8526, 0.768825
2345,   0.8526, 0.764629
2346,   0.8526, 0.766153
2347,   0.8526, 0.764774
2348,   0.8526, 0.761038
2349,   0.8526, 0.759378
2350,   0.8526, 0.764855
2351,   0.8526, 0.763683
2352,   0.8526, 0.764449
2353,   0.8526, 0.768733
2354,   0.8526, 0.763911
2355,   0.8526, 0.766356
2356,   0.8526, 0.764876
2357,   0.8526, 0.758946
2358,   0.8526, 0.762619
2359,   0.8526, 0.769805
2360,   0.8526, 0.763784
2361,   0.8526, 0.760468
2362,   0.8526, 0.767982
2363,   0.8526,  0.76542
2364,   0.8526, 0.767643
2365,   0.8526, 0.766797
2366,   0.8526, 0.761801
2367,   0.8526, 0.762923
2368,   0.8526,  0.76881
2369,   0.8526, 0.765249
2370,   0.8526, 0.770571
2371,   0.8526, 0.762866
2372,   0.8526, 0.763808
2373,   0.8526, 0.763242
2374,   0.8526, 0.757994
2375,   0.8526, 0.762231
2376,   0.8526, 0.755612
2377,   0.8526,  0.75164
2378,   0.8526, 0.754901
2379,   0.8526, 0.767491
2380,   0.8526, 0.759327
2381,   0.8526, 0.763999
2382,   0.8526, 0.765511
2383,   0.8526, 0.764637
2384,   0.8526, 0.766844
2385,   0.8526, 0.762912
2386,   0.8526, 0.756607
2387,   0.8526, 0.767249
2388,   0.8526, 0.764032
2389,   0.8526, 0.763699
2390,   0.8526, 0.763427
2391,   0.8526, 0.765452
2392,   0.8526, 0.768149
2393,   0.8526,  0.76477
2394,   0.8526, 0.764254
2395,   0.8526, 0.769873
2396,   0.8526, 0.764049
2397,   0.8529, 0.761265
2398,   0.8529, 0.762671
2399,   0.8529, 0.760599
2400,   0.8529,  0.74974
2401,   0.8529,  0.75536
2402,   0.8529, 0.764759
2403,   0.8529, 0.766516
2404,   0.8529, 0.768977
2405,   0.8529, 0.766047
2406,   0.8529, 0.764304
2407,   0.8529, 0.760362
2408,   0.8529, 0.765281
2409,   0.8529, 0.760377
2410,   0.8529,   0.7564
2411,   0.8529,  0.76532
2412,   0.8529, 0.766365
2413,   0.8529, 0.763586
2414,   0.8529, 0.760073
2415,   0.8529, 0.771209
2416,   0.8529, 0.758238
2417,   0.8529, 0.757389
2418,   0.8529, 0.755237
2419,   0.8529, 0.766492
2420,   0.8529, 0.764851
2421,   0.8529, 0.761931
2422,   0.8529, 0.764164
2423,   0.8529, 0.766328
2424,   0.8529, 0.767056
2425,   0.8529, 0.761103
2426,   0.8529, 0.760974
2427,   0.8529, 0.755606
2428,   0.8529, 0.768318
2429,   0.8529,  0.76448
2430,   0.8529,  0.77004
2431,   0.8529, 0.768985
2432,   0.8529,  0.76279
2433,   0.8529,  0.76298
2434,   0.8529, 0.761926
2435,   0.8529,  0.76388
2436,   0.8529, 0.759269
2437,   0.8529, 0.763244
2438,   0.8529, 0.760189
2439,   0.8529, 0.762113
2440,   0.8529, 0.760749
2441,   0.8529, 0.763475
2442,   0.8529, 0.761641
2443,   0.8529, 0.761307
2444,   0.8529, 0.767228
2445,   0.8529,  0.76742
2446,   0.8529, 0.760898
2447,   0.8529, 0.756837
2448,   0.8529, 0.752401
2449,   0.8529, 0.765778
2450,   0.8529, 0.759055
2451,   0.8529, 0.763013
2452,   0.8529, 0.762218
2453,   0.8529, 0.762617
2454,   0.8529, 0.761021
2455,   0.8529, 0.761613
2456,   0.8529, 0.769095
2457,   0.8529, 0.763672
2458,   0.8529, 0.759202
2459,   0.8529,  0.76194
2460,   0.8529, 0.768661
2461,   0.8529, 0.763607
2462,   0.8529, 0.760115
2463,   0.8529, 0.758583
2464,   0.8529, 0.762273
2465,   0.8529, 0.762087
2466,   0.8529, 0.758521
2467,   0.8529, 0.766881
2468,   0.8529, 0.763514
2469,   0.8529, 0.768004
2470,   0.8529, 0.756121
2471,   0.8529, 0.761981
2472,   0.8529, 0.763133
2473,   0.8529, 0.765348
2474,   0.8529, 0.763644
2475,   0.8529, 0.767555
2476,   0.8529, 0.768745
2477,   0.8529,  0.76116
2478,   0.8529, 0.768578
2479,   0.8529, 0.762901
2480,   0.8529, 0.760282
2481,   0.8529, 0.765822
2482,   0.8529, 0.761723
2483,   0.8529, 0.762854
2484,   0.8529,  0.76771
2485,   0.8529, 0.759957
2486,   0.8529, 0.763592
2487,   0.8529, 0.763564
2488,   0.8529, 0.765169
2489,   0.8529, 0.758091
2490,   0.8529, 0.756687
2491,   0.8529, 0.763632
2492,   0.8529, 0.757544
2493,   0.8529, 0.766144
2494,   0.8529, 0.755968
2495,   0.8529, 0.757949
2496,   0.8529, 0.767109
2497,   0.8529, 0.763804
2498,   0.8529, 0.764077
2499,   0.8529, 0.760951
2500,   0.8529, 0.763392
2501,   0.8529,  0.75062
2502,   0.8529, 0.758982
2503,   0.8529, 0.763676
2504,   0.8529, 0.760304
2505,   0.8529, 0.760781
2506,   0.8529, 0.761005
2507,   0.8529, 0.764361
2508,   0.8529, 0.767275
2509,   0.8529, 0.764495
2510,   0.8529, 0.764364
2511,   0.8529, 0.757411
2512,   0.8529, 0.762996
2513,   0.8529,  0.76564
2514,   0.8529, 0.765468
2515,   0.8529,  0.77155
2516,   0.8529, 0.763709
2517,   0.8529, 0.766011
2518,   0.8529, 0.764964
2519,   0.8529, 0.761896
2520,   0.8529, 0.762079
2521,   0.8529, 0.767134
2522,   0.8529, 0.766223
2523,   0.8529, 0.764513
2524,   0.8529,  0.76038
2525,   0.8529, 0.760966
2526,   0.8529, 0.760272
2527,   0.8529, 0.765131
2528,   0.8529, 0.767518
2529,   0.8529, 0.760091
2530,   0.8529, 0.757427
2531,   0.8529, 0.758554
2532,   0.8529, 0.766406
2533,   0.8529, 0.763886
2534,   0.8529,  0.76645
2535,   0.8529, 0.760894
2536,   0.8529, 0.762169
2537,   0.8529,  0.76603
2538,   0.8529, 0.756492
2539,   0.8529, 0.762915
2540,   0.8529, 0.767881
2541,   0.8529, 0.764406
2542,   0.8529, 0.768134
2543,   0.8529, 0.763407
2544,   0.8529, 0.766021
2545,   0.8529, 0.769386
2546,   0.8529, 0.767384
2547,   0.8529, 0.764908
2548,   0.8529, 0.756646
2549,   0.8529, 0.759542
2550,   0.8529, 0.752973
2551,   0.8529, 0.759456
2552,   0.8529, 0.763198
2553,   0.8529, 0.764979
2554,   0.8529,  0.76116
2555,   0.8529, 0.762139
2556,   0.8529, 0.757909
2557,   0.8537, 0.760542
2558,   0.8537, 0.765349
2559,   0.8537,  0.75832
2560,   0.8537, 0.757921
2561,   0.8537, 0.762487
2562,   0.8537, 0.761042
2563,   0.8537, 0.761316
2564,   0.8537, 0.756775
2565,   0.8537, 0.771263
2566,   0.8537, 0.759714
2567,   0.8537, 0.764525
2568,   0.8537, 0.767094
2569,   0.8537, 0.756922
2570,   0.8537, 0.764422
2571,   0.8537, 0.753236
2572,   0.8537, 0.767317
2573,   0.8537, 0.763483
2574,   0.8537, 0.769903
2575,   0.8537, 0.763806
2576,   0.8537, 0.764525
2577,   0.8537, 0.761056
2578,   0.8537, 0.759981
2579,   0.8537, 0.761784
2580,   0.8537, 0.758587
2581,   0.8537,  0.76135
2582,   0.8537, 0.759856
2583,   0.8537, 0.766417
2584,   0.8537, 0.765902
2585,   0.8537, 0.766608
2586,   0.8537, 0.765059
2587,   0.8537, 0.766091
2588,   0.8537, 0.765688
2589,   0.8537, 0.759022
2590,   0.8537, 0.767992
2591,   0.8537, 0.768935
2592,   0.8537, 0.758898
2593,   0.8537, 0.764179
2594,   0.8537, 0.763521
2595,   0.8537, 0.761017
2596,   0.8537, 0.767831
2597,   0.8537, 0.765976
2598,   0.8537, 0.763497
2599,   0.8537, 0.759633
2600,   0.8543,  0.75817
2601,   0.8543, 0.763013
2602,   0.8543,  0.77163
2603,   0.8543,  0.76758
2604,   0.8543, 0.756543
2605,   0.8543,  0.75887
2606,   0.8543,   0.7622
2607,   0.8543, 0.764043
2608,   0.8543, 0.768695
2609,   0.8543, 0.755074
2610,   0.8543, 0.759563
2611,   0.8543, 0.761482
2612,   0.8543, 0.762906
2613,   0.8543, 0.757625
2614,   0.8543, 0.765472
2615,   0.8543, 0.766269
2616,   0.8543, 0.765311
2617,   0.8543, 0.763029
2618,   0.8543, 0.762699
2619,   0.8543, 0.764843
2620,   0.8543,  0.76478
2621,   0.8543, 0.758513
2622,   0.8543, 0.756869
2623,   0.8543, 0.768463
2624,   0.8543, 0.765051
2625,   0.8543, 0.764838
2626,   0.8543, 0.761678
2627,   0.8543, 0.759987
2628,   0.8543,  0.75645
2629,   0.8543, 0.756873
2630,   0.8543, 0.766519
2631,   0.8543, 0.765236
2632,   0.8543, 0.770403
2633,   0.8543, 0.768206
2634,   0.8543, 0.760485
2635,   0.8543,  0.76207
2636,   0.8543,  0.76705
2637,   0.8543,  0.76607
2638,   0.8543, 0.765891
2639,   0.8543, 0.760662
2640,   0.8543, 0.765815
2641,   0.8543, 0.771344
2642,   0.8543, 0.757107
2643,   0.8543, 0.761463
2644,   0.8543, 0.763126
2645,   0.8543, 0.765917
2646,   0.8543, 0.765863
2647,   0.8543, 0.762782
2648,   0.8543, 0.761461
2649,   0.8543,   0.7654
2650,   0.8543, 0.769738
2651,   0.8543, 0.762214
2652,   0.8543,  0.77457
2653,   0.8543, 0.763302
2654,   0.8543, 0.763921
2655,   0.8543, 0.773079
2656,   0.8543, 0.770486
2657,   0.8543,  0.77004
2658,   0.8543,  0.76913
2659,   0.8543, 0.762517
2660,   0.8543, 0.766855
2661,   0.8543, 0.757007
2662,   0.8543, 0.755156
2663,   0.8543, 0.761568
2664,   0.8543, 0.764906
2665,   0.8543, 0.762683
2666,   0.8543, 0.765674
2667,   0.8543, 0.765441
2668,   0.8543, 0.762325
2669,   0.8543, 0.772855
2670,   0.8543, 0.762742
2671,   0.8543, 0.762971
2672,   0.8543, 0.761743
2673,   0.8543, 0.761367
2674,   0.8543,  0.75716
2675,   0.8543,  0.76672
2676,   0.8543, 0.762166
2677,   0.8543, 0.766736
2678,   0.8543, 0.763042
2679,   0.8543, 0.765329
2680,   0.8543,  0.75462
2681,   0.8543,  0.76188
2682,   0.8543, 0.756023
2683,   0.8543, 0.760151
2684,   0.8543, 0.765715
2685,   0.8543, 0.767796
2686,   0.8543, 0.754605
2687,   0.8543, 0.767267
2688,   0.8543, 0.758988
2689,   0.8543, 0.773932
2690,   0.8543, 0.769141
2691,   0.8543, 0.755785
2692,   0.8543, 0.761018
2693,   0.8543, 0.760544
2694,   0.8543, 0.764668
2695,   0.8543, 0.758313
2696,   0.8543, 0.765573
2697,   0.8543, 0.764154
2698,   0.8543, 0.764321
2699,   0.8543, 0.762234
2700,   0.8543, 0.768054
2701,   0.8543, 0.765536
2702,   0.8543, 0.764642
2703,   0.8543, 0.771558
2704,   0.8543, 0.758405
2705,   0.8543, 0.761877
2706,   0.8543, 0.761791
2707,   0.8543, 0.760489
2708,   0.8543, 0.752811
2709,   0.8543, 0.759091
2710,   0.8543, 0.767653
2711,   0.8543, 0.764612
2712,   0.8543, 0.762918
2713,   0.8543, 0.761202
2714,   0.8543, 0.763037
2715,   0.8543, 0.760696
2716,   0.8543, 0.764532
2717,   0.8543, 0.758911
2718,   0.8543, 0.767671
2719,   0.8543, 0.760943
2720,   0.8543, 0.762189
2721,   0.8543, 0.767512
2722,   0.8543, 0.772002
2723,   0.8554, 0.760249
2724,   0.8554, 0.760825
2725,   0.8554, 0.762729
2726,   0.8554, 0.757612
2727,   0.8554, 0.765113
2728,   0.8554, 0.761364
2729,   0.8554, 0.762297
2730,   0.8554, 0.763013
2731,   0.8554, 0.760301
2732,   0.8554, 0.755703
2733,   0.8554, 0.759493
2734,   0.8554, 0.761152
2735,   0.8554, 0.754221
2736,   0.8554, 0.762777
2737,   0.8554, 0.767254
2738,   0.8554, 0.767008
2739,   0.8554, 0.762241
2740,   0.8554, 0.765415
2741,   0.8554, 0.768843
2742,   0.8554, 0.769933
2743,   0.8554, 0.762316
2744,   0.8554, 0.765601
2745,   0.8554, 0.762834
2746,   0.8554, 0.764088
2747,   0.8554, 0.770062
2748,   0.8554, 0.768001
2749,   0.8554, 0.768717
2750,   0.8554, 0.768677
2751,   0.8554, 0.758956
2752,   0.8554, 0.766554
2753,   0.8554, 0.768978
2754,   0.8554, 0.765539
2755,   0.8554,  0.76427
2756,   0.8554, 0.768364
2757,   0.8554, 0.764012
2758,   0.8554, 0.761659
2759,   0.8554, 0.762868
2760,   0.8554, 0.765666
2761,   0.8554, 0.762788
2762,   0.8554, 0.766494
2763,   0.8554, 0.767092
2764,   0.8554, 0.763404
2765,   0.8554, 0.765073
2766,   0.8554, 0.764261
2767,   0.8554, 0.768036
2768,   0.8554, 0.767579
2769,   0.8554, 0.767058
2770,   0.8554, 0.769161
2771,   0.8554, 0.777921
2772,   0.8554, 0.769035
2773,   0.8554, 0.766049
2774,   0.8554, 0.768805
2775,   0.8554, 0.764528
2776,   0.8554, 0.770307
2777,   0.8554,  0.77072
2778,   0.8554, 0.759308
2779,   0.8554,  0.75893
2780,   0.8554, 0.768336
2781,   0.8554, 0.769195
2782,   0.8554, 0.761794
2783,   0.8554, 0.763646
2784,   0.8554, 0.760856
2785,   0.8554, 0.768486
2786,   0.8554, 0.768055
2787,   0.8554,  0.75233
2788,   0.8554, 0.760067
2789,   0.8554, 0.768909
2790,   0.8554, 0.765476
2791,   0.8554, 0.754619
2792,   0.8554, 0.765048
2793,   0.8554,  0.76745
2794,   0.8554, 0.770528
2795,   0.8554, 0.764972
2796,   0.8554, 0.757074
2797,   0.8554, 0.760859
2798,   0.8554, 0.756998
2799,   0.8554, 0.760723
2800,   0.8554, 0.767844
2801,   0.8554, 0.767142
2802,   0.8554, 0.762442
2803,   0.8554, 0.761478
2804,   0.8554, 0.766729
2805,   0.8554, 0.767389
2806,   0.8554, 0.767763
2807,   0.8554, 0.772943
2808,   0.8554, 0.764846
2809,   0.8554, 0.763654
2810,   0.8554, 0.775447
2811,   0.8554, 0.768282
2812,   0.8554, 0.764917
2813,   0.8554, 0.767322
2814,   0.8554, 0.764503
2815,   0.8554, 0.762732
