gen, tournament_ternary_twopoint_best, tournament_ternary_twopoint_ave
 934,     0.83, 0.737776
 935,     0.83, 0.744868
 936,     0.83, 0.742218
 937,     0.83, 0.742974
 938,     0.83, 0.741267
 939,     0.83, 0.742355
 940,     0.83, 0.744947
 941,     0.83, 0.745141
 942,     0.83, 0.748833
 943,     0.83, 0.747204
 944,     0.83, 0.737858
 945,     0.83, 0.738728
 946,     0.83, 0.743122
 947,     0.83, 0.742971
 948,     0.83, 0.742174
 949,     0.83, 0.743321
 950,     0.83, 0.743413
 951,     0.83,  0.74698
 952,     0.83, 0.743582
 953,     0.83, 0.742888
 954,     0.83,  0.74314
 955,     0.83, 0.743947
 956,     0.83, 0.743877
 957,     0.83, 0.740898
 958,     0.83, 0.747204
 959,     0.83, 0.738423
 960,     0.83, 0.737348
 961,     0.83, 0.740701
 962,     0.83,  0.74359
 963,     0.83, 0.743183
 964,   0.8303, 0.746831
 965,   0.8303, 0.741518
 966,   0.8303, 0.747594
 967,   0.8303, 0.739356
 968,   0.8303, 0.743552
 969,   0.8303, 0.744543
 970,   0.8303, 0.749785
 971,   0.8303, 0.743066
 972,   0.8303, 0.746415
 973,   0.8303, 0.739582
 974,   0.8303,  0.74482
 975,   0.8303, 0.740873
 976,   0.8303, 0.738583
 977,   0.8303,  0.73959
 978,   0.8303, 0.748823
 979,   0.8303, 0.741039
 980,   0.8303, 0.746455
 981,   0.8303, 0.742675
 982,   0.8303,  0.74135
 983,   0.8303, 0.741634
 984,   0.8303, 0.744377
 985,   0.8303, 0.748076
 986,   0.8303, 0.740667
 987,   0.8303, 0.735974
 988,   0.8303, 0.741966
 989,   0.8303,  0.74119
 990,   0.8303, 0.741652
 991,   0.8303, 0.747543
 992,   0.8303, 0.745844
 993,   0.8303, 0.747976
 994,   0.8312, 0.748389
 995,   0.8312, 0.746717
 996,   0.8312, 0.746776
 997,   0.8312, 0.742041
 998,   0.8312, 0.738906
 999,   0.8312, 0.740235
1000,   0.8315, 0.740315
1001,   0.8315, 0.748904
1002,   0.8315, 0.744303
1003,   0.8315, 0.742535
1004,   0.8315, 0.745317
1005,   0.8315,  0.74612
1006,   0.8319, 0.746178
1007,   0.8319, 0.748612
1008,   0.8319, 0.745156
1009,   0.8319, 0.744048
1010,   0.8319, 0.741081
1011,   0.8319, 0.744757
1012,   0.8319, 0.745375
1013,   0.8319, 0.744509
1014,   0.8319, 0.744022
1015,   0.8319, 0.739238
1016,   0.8319,   0.7433
1017,   0.8319, 0.748325
1018,   0.8319, 0.742262
1019,   0.8319, 0.738836
1020,   0.8319, 0.741563
1021,   0.8321, 0.742771
1022,   0.8321, 0.747935
1023,   0.8321, 0.746611
1024,   0.8321, 0.738398
1025,   0.8321, 0.738497
1026,   0.8321, 0.745041
1027,   0.8321, 0.745072
1028,   0.8321, 0.741231
1029,   0.8321, 0.743895
1030,   0.8321, 0.743518
1031,   0.8321, 0.741074
1032,   0.8321, 0.745528
1033,   0.8321, 0.747925
1034,   0.8321, 0.747919
1035,   0.8321, 0.748811
1036,   0.8321, 0.746158
1037,   0.8321, 0.744544
1038,   0.8321,  0.74288
1039,   0.8321, 0.745894
1040,   0.8321, 0.742014
1041,   0.8321, 0.742244
1042,   0.8321,  0.74119
1043,   0.8321, 0.746663
1044,   0.8321, 0.749525
1045,   0.8321, 0.741049
1046,   0.8321, 0.744793
1047,   0.8321,  0.74295
1048,   0.8321, 0.743325
1049,   0.8321,  0.74803
1050,   0.8321, 0.742602
1051,   0.8321, 0.747105
1052,   0.8321, 0.745888
1053,   0.8321, 0.743722
1054,   0.8321, 0.739419
1055,   0.8326, 0.743957
1056,   0.8326, 0.744869
1057,   0.8326, 0.745975
1058,   0.8326, 0.741832
1059,   0.8326,  0.74748
1060,   0.8326, 0.743911
1061,   0.8326, 0.736251
1062,   0.8326, 0.747405
1063,   0.8326, 0.748163
1064,   0.8326, 0.742671
1065,   0.8326, 0.748549
1066,   0.8326,  0.75172
1067,   0.8326, 0.742025
1068,   0.8326, 0.739085
1069,   0.8326, 0.740713
1070,   0.8326, 0.746282
1071,   0.8326, 0.753278
1072,   0.8326, 0.748857
1073,   0.8326, 0.753124
1074,   0.8326, 0.747521
1075,   0.8326, 0.747715
1076,   0.8326, 0.746853
1077,   0.8326, 0.745984
1078,   0.8326, 0.747596
1079,   0.8326, 0.746982
1080,   0.8326, 0.740398
1081,   0.8326, 0.735408
1082,   0.8326, 0.749828
1083,   0.8326, 0.747685
1084,   0.8326,  0.74674
1085,   0.8326, 0.748472
1086,   0.8326, 0.743674
1087,   0.8326, 0.739926
1088,   0.8326, 0.747863
1089,   0.8326, 0.749085
1090,   0.8326, 0.744228
1091,   0.8326, 0.745725
1092,   0.8331, 0.750601
1093,   0.8331, 0.746908
1094,   0.8331, 0.741123
1095,   0.8331,  0.74987
1096,   0.8331,   0.7439
1097,   0.8331, 0.748323
1098,   0.8331, 0.749759
1099,   0.8331, 0.743724
1100,   0.8331,  0.74364
1101,   0.8331,  0.74946
1102,   0.8331, 0.744771
1103,   0.8331, 0.747031
1104,   0.8331, 0.743207
1105,   0.8331, 0.743354
1106,   0.8331,  0.74544
1107,   0.8331, 0.750711
1108,   0.8331, 0.745291
1109,   0.8331, 0.744359
1110,   0.8331, 0.752814
1111,   0.8331, 0.742833
1112,   0.8331, 0.749567
1113,   0.8331, 0.747095
1114,   0.8331, 0.736843
1115,   0.8331, 0.744287
1116,   0.8331, 0.743967
1117,   0.8331, 0.745919
1118,   0.8331, 0.744902
1119,   0.8331, 0.747492
1120,   0.8331, 0.746541
1121,   0.8331, 0.742948
1122,   0.8331,  0.74576
1123,   0.8331, 0.739447
1124,   0.8331, 0.742817
1125,   0.8331, 0.746297
1126,   0.8331, 0.743223
1127,   0.8331, 0.741017
1128,   0.8331, 0.740812
1129,   0.8331, 0.747145
1130,   0.8331, 0.743807
1131,   0.8331, 0.750247
1132,   0.8331, 0.744446
1133,   0.8331, 0.745315
1134,   0.8331, 0.744806
1135,   0.8331, 0.745386
1136,   0.8331, 0.743401
1137,   0.8331, 0.740143
1138,   0.8331, 0.743554
1139,   0.8331, 0.736873
1140,   0.8331, 0.754984
1141,   0.8338,  0.74458
1142,   0.8338, 0.748243
1143,   0.8338, 0.747788
1144,   0.8338, 0.748734
1145,   0.8338, 0.739327
1146,   0.8338, 0.746253
1147,   0.8338, 0.742716
1148,   0.8338, 0.745617
1149,   0.8338, 0.742273
1150,   0.8338, 0.740772
1151,   0.8338, 0.748212
1152,   0.8338, 0.744053
1153,   0.8338, 0.747709
1154,   0.8338, 0.747754
1155,   0.8338, 0.749183
1156,   0.8338, 0.747612
1157,   0.8338, 0.749755
1158,   0.8338, 0.752181
1159,   0.8338, 0.746428
1160,   0.8338,  0.74516
1161,   0.8338, 0.747789
1162,   0.8341, 0.744784
1163,   0.8341, 0.745902
1164,   0.8341,  0.75275
1165,   0.8341, 0.752755
1166,   0.8341, 0.743256
1167,   0.8341, 0.738125
1168,   0.8342, 0.740633
1169,   0.8358,  0.74816
1170,   0.8358, 0.744407
1171,   0.8358, 0.753912
1172,   0.8358, 0.749294
1173,   0.8358, 0.748533
1174,   0.8358, 0.750375
1175,   0.8358, 0.752986
1176,   0.8358, 0.748055
1177,   0.8358, 0.750431
1178,   0.8358, 0.738967
1179,   0.8358, 0.744998
1180,   0.8358, 0.744286
1181,   0.8358, 0.752782
1182,   0.8358, 0.751431
1183,   0.8358, 0.748138
1184,   0.8358, 0.744233
1185,   0.8358, 0.748806
1186,   0.8358,  0.74945
1187,   0.8358, 0.751453
1188,   0.8358,  0.75221
1189,   0.8358, 0.741382
1190,   0.8358, 0.747984
1191,   0.8358, 0.748944
1192,   0.8358, 0.751351
1193,   0.8358, 0.746248
1194,   0.8358, 0.754411
1195,   0.8358, 0.746355
1196,   0.8358, 0.750741
1197,   0.8358, 0.748058
1198,   0.8358,  0.74637
1199,   0.8358, 0.747384
1200,   0.8358, 0.749119
1201,   0.8358, 0.751994
1202,   0.8358, 0.738923
1203,   0.8358, 0.748087
1204,   0.8358, 0.746109
1205,   0.8358, 0.748639
1206,   0.8358,  0.74287
1207,   0.8358, 0.751151
1208,   0.8358, 0.753411
1209,   0.8358, 0.750373
1210,   0.8358, 0.752088
1211,   0.8358, 0.744359
1212,   0.8358, 0.749044
1213,   0.8358, 0.749092
1214,   0.8358, 0.747984
1215,   0.8358, 0.745898
1216,   0.8358, 0.749563
1217,   0.8358, 0.748878
1218,   0.8358, 0.751693
1219,   0.8358, 0.746452
1220,   0.8358,  0.74199
1221,   0.8358, 0.742195
1222,   0.8358, 0.743923
1223,   0.8358, 0.739145
1224,   0.8358,  0.74479
1225,   0.8359, 0.746047
1226,   0.8359, 0.751312
1227,   0.8359, 0.745981
1228,   0.8359, 0.744467
1229,   0.8359, 0.748093
1230,   0.8359, 0.749633
1231,   0.8359, 0.744446
1232,   0.8359, 0.746036
1233,   0.8359,  0.74741
1234,   0.8359, 0.750597
1235,   0.8359, 0.747327
1236,   0.8362, 0.746401
1237,   0.8362, 0.744519
1238,   0.8362, 0.742555
1239,   0.8362, 0.744513
1240,   0.8362,   0.7412
1241,   0.8362, 0.741894
1242,   0.8362, 0.748309
1243,   0.8362, 0.748091
1244,   0.8362, 0.751181
1245,   0.8362, 0.750058
1246,   0.8362, 0.744789
1247,   0.8362, 0.750735
1248,   0.8362, 0.749415
1249,   0.8362, 0.748239
1250,   0.8362, 0.747985
1251,   0.8362, 0.742666
1252,   0.8368, 0.742122
1253,   0.8368, 0.746053
1254,   0.8368, 0.751688
1255,   0.8368, 0.754915
1256,   0.8368, 0.743696
1257,   0.8368, 0.745089
1258,   0.8368, 0.751258
1259,   0.8368, 0.748444
1260,   0.8368, 0.744237
1261,   0.8368, 0.743307
1262,   0.8368, 0.756301
1263,   0.8368, 0.751569
1264,   0.8368, 0.744808
1265,   0.8368, 0.747441
1266,   0.8368, 0.746889
1267,   0.8368,  0.74854
1268,   0.8372, 0.750412
1269,   0.8372, 0.743527
1270,   0.8372, 0.739952
1271,   0.8372, 0.747773
1272,   0.8372, 0.745861
1273,   0.8372, 0.743113
1274,   0.8372, 0.750964
1275,   0.8372, 0.753048
1276,   0.8372,  0.74187
1277,   0.8372, 0.744834
1278,   0.8372, 0.746079
1279,   0.8372,  0.75279
1280,   0.8372, 0.752595
1281,   0.8372, 0.745625
1282,   0.8372, 0.748702
1283,   0.8372, 0.743744
1284,   0.8372, 0.750745
1285,   0.8372, 0.755248
1286,   0.8372,  0.75066
1287,   0.8372, 0.747527
1288,   0.8372, 0.746916
1289,   0.8372, 0.748535
1290,   0.8372, 0.744801
1291,   0.8372, 0.743553
1292,   0.8372, 0.749722
1293,   0.8372, 0.744365
1294,   0.8372, 0.740549
1295,   0.8372, 0.746338
1296,   0.8372, 0.738992
1297,   0.8372, 0.742163
1298,   0.8372, 0.737417
1299,   0.8372,  0.74275
1300,   0.8372, 0.745415
1301,   0.8383,  0.74665
1302,   0.8383, 0.748348
1303,   0.8383, 0.742189
1304,   0.8383, 0.752087
1305,   0.8383, 0.753844
1306,   0.8383, 0.749406
1307,   0.8383, 0.748797
1308,   0.8383, 0.750628
1309,   0.8383, 0.745191
1310,   0.8384, 0.752086
1311,   0.8384, 0.749927
1312,   0.8384, 0.746611
1313,   0.8384, 0.745455
1314,   0.8384, 0.751125
1315,   0.8384, 0.743354
1316,   0.8384, 0.751226
1317,   0.8384, 0.748716
1318,   0.8384, 0.747226
1319,   0.8384,  0.74592
1320,   0.8384, 0.744344
1321,   0.8384, 0.744684
1322,   0.8384, 0.746771
1323,   0.8384, 0.746328
1324,   0.8384, 0.738023
1325,   0.8384, 0.749517
1326,   0.8384, 0.753647
1327,   0.8384, 0.739901
1328,   0.8384, 0.748427
1329,   0.8384, 0.750255
1330,   0.8384,  0.74346
1331,   0.8384,  0.74852
1332,   0.8384, 0.748319
1333,   0.8384, 0.750739
1334,   0.8384, 0.750756
1335,   0.8384, 0.749119
1336,   0.8384,  0.74614
1337,   0.8384, 0.738788
1338,   0.8384, 0.745819
1339,   0.8384,   0.7405
1340,   0.8384, 0.745006
1341,   0.8384, 0.743449
1342,   0.8384, 0.747035
1343,   0.8384, 0.748583
1344,   0.8384, 0.744112
1345,   0.8384, 0.745635
1346,   0.8384, 0.738585
1347,   0.8384, 0.746899
1348,   0.8384, 0.750762
1349,   0.8384, 0.742658
1350,   0.8384, 0.737886
1351,   0.8384,   0.7478
1352,   0.8384, 0.748714
1353,   0.8384, 0.749924
1354,   0.8384, 0.755656
1355,   0.8384, 0.744411
1356,   0.8384, 0.739836
1357,   0.8384, 0.744269
1358,   0.8384, 0.743679
1359,   0.8384, 0.744867
1360,   0.8384, 0.745411
1361,   0.8384, 0.746114
1362,   0.8384, 0.745918
1363,   0.8388, 0.736179
1364,   0.8388, 0.742029
1365,   0.8388, 0.745519
1366,   0.8388, 0.753367
1367,   0.8388, 0.743902
1368,   0.8388, 0.740035
1369,   0.8388,  0.74797
1370,   0.8388, 0.747015
1371,   0.8388, 0.741293
1372,   0.8388, 0.741658
1373,   0.8388, 0.742581
1374,   0.8388, 0.749286
1375,   0.8392, 0.753577
1376,   0.8398,  0.74167
1377,   0.8398, 0.742407
1378,   0.8398, 0.751313
1379,   0.8398, 0.749455
1380,   0.8398, 0.749994
1381,   0.8398, 0.751122
1382,   0.8398, 0.749157
1383,   0.8398, 0.751819
1384,   0.8398, 0.758026
1385,   0.8398, 0.750868
1386,   0.8398, 0.752992
1387,   0.8398, 0.749809
1388,   0.8401, 0.749172
1389,   0.8401, 0.746597
1390,   0.8401, 0.745937
1391,   0.8401,  0.74266
1392,   0.8401, 0.749718
1393,   0.8401, 0.746117
1394,   0.8401, 0.750315
1395,   0.8401,  0.74383
1396,   0.8401,  0.74657
1397,   0.8401, 0.753626
1398,   0.8418, 0.749594
1399,   0.8418, 0.750916
1400,   0.8418, 0.753807
1401,   0.8418, 0.759407
1402,   0.8418, 0.752025
1403,   0.8418, 0.755123
1404,   0.8418, 0.755969
1405,   0.8418, 0.752769
1406,   0.8418, 0.755521
1407,   0.8418, 0.748367
1408,   0.8418, 0.748858
1409,   0.8418, 0.745808
1410,   0.8418, 0.754504
1411,   0.8418,  0.75675
1412,   0.8418,  0.74822
1413,   0.8418,  0.74853
1414,   0.8418, 0.746125
1415,   0.8418, 0.746131
1416,   0.8418, 0.757267
1417,   0.8418, 0.747155
1418,   0.8418, 0.751281
1419,   0.8418, 0.750238
1420,   0.8418, 0.753928
1421,   0.8418, 0.745668
1422,   0.8418, 0.751554
1423,   0.8418, 0.749837
1424,   0.8418, 0.748258
1425,   0.8449, 0.744985
1426,   0.8449, 0.746224
1427,   0.8449, 0.752051
1428,   0.8449, 0.751888
1429,   0.8449, 0.744304
1430,   0.8449, 0.751105
1431,   0.8449, 0.746715
1432,   0.8449, 0.748905
1433,   0.8449, 0.758175
1434,   0.8449, 0.751144
1435,   0.8449, 0.761795
1436,   0.8449, 0.751761
1437,   0.8449, 0.747068
1438,   0.8449,  0.75158
1439,   0.8449, 0.753765
1440,   0.8449, 0.753598
1441,   0.8449, 0.752666
1442,   0.8449, 0.749487
1443,   0.8449,  0.75686
1444,   0.8449, 0.747248
1445,   0.8449, 0.753828
1446,   0.8449, 0.743656
1447,   0.8449, 0.752448
1448,   0.8449, 0.753767
1449,   0.8449,  0.75022
1450,   0.8449, 0.749007
1451,   0.8449, 0.746247
1452,   0.8449, 0.749973
1453,   0.8449, 0.746272
1454,   0.8449, 0.755391
1455,   0.8449, 0.755906
1456,   0.8449, 0.752508
1457,   0.8449, 0.752495
1458,   0.8449, 0.748803
1459,   0.8449, 0.747036
1460,   0.8449, 0.749365
1461,   0.8449, 0.747546
1462,   0.8449, 0.750889
1463,   0.8449, 0.750632
1464,   0.8449, 0.748026
1465,   0.8449, 0.752319
1466,   0.8449, 0.751656
1467,   0.8449, 0.756468
1468,   0.8449, 0.747415
1469,   0.8449, 0.750404
1470,   0.8449, 0.754312
1471,   0.8449, 0.753757
1472,   0.8449, 0.755014
1473,   0.8449, 0.753994
1474,   0.8449, 0.754288
1475,   0.8449, 0.752724
1476,   0.8449, 0.747844
1477,   0.8449, 0.751204
1478,   0.8449, 0.754502
1479,   0.8449,  0.75471
1480,   0.8449,  0.75332
1481,   0.8449, 0.752165
1482,   0.8449, 0.747267
1483,   0.8449, 0.749094
1484,   0.8449, 0.750853
1485,   0.8452, 0.754745
1486,   0.8452, 0.751768
1487,   0.8452, 0.754357
1488,   0.8452, 0.755953
1489,   0.8452, 0.757686
1490,   0.8452, 0.759332
1491,   0.8452, 0.757107
1492,   0.8452, 0.757429
1493,   0.8452, 0.756804
1494,   0.8452, 0.748931
1495,   0.8456, 0.754976
1496,   0.8456, 0.758211
1497,   0.8456, 0.760396
1498,   0.8456,  0.75542
1499,   0.8456, 0.752548
1500,    0.846, 0.756321
1501,    0.846, 0.751357
1502,    0.846,  0.76026
1503,    0.846, 0.753062
1504,    0.846, 0.746932
1505,    0.846, 0.744438
1506,    0.846, 0.752524
1507,    0.846, 0.749294
1508,    0.846, 0.756459
1509,    0.846,  0.75111
1510,    0.846, 0.756345
1511,    0.846, 0.749616
1512,    0.846, 0.751979
1513,    0.846, 0.753817
1514,    0.846,  0.75789
1515,    0.846, 0.752258
1516,    0.846, 0.750202
1517,    0.846, 0.755001
1518,    0.846,   0.7559
1519,    0.846, 0.747746
1520,    0.846, 0.748486
1521,    0.846,  0.75133
1522,    0.846, 0.753707
1523,    0.846, 0.755247
1524,    0.846, 0.758632
1525,    0.846, 0.753689
1526,    0.846, 0.750677
1527,    0.846, 0.753081
1528,    0.846, 0.756512
1529,    0.846, 0.754338
1530,    0.846, 0.753356
1531,    0.846, 0.752244
1532,    0.846, 0.755092
1533,    0.846, 0.755535
1534,    0.846, 0.762769
1535,    0.846, 0.756904
1536,    0.846, 0.761328
1537,    0.846, 0.755916
1538,    0.846, 0.754611
1539,    0.846, 0.761641
1540,    0.846, 0.754944
1541,    0.846, 0.749746
1542,    0.846, 0.761227
1543,    0.846, 0.755581
1544,    0.846, 0.754813
1545,    0.846, 0.748667
1546,    0.846, 0.753672
1547,    0.846, 0.754287
1548,    0.846, 0.758009
1549,    0.846, 0.754791
1550,    0.846, 0.754691
1551,    0.846, 0.756729
1552,    0.846, 0.764299
1553,    0.846, 0.756622
1554,    0.846, 0.760395
1555,    0.846, 0.753623
1556,    0.846, 0.746487
1557,    0.846, 0.752102
1558,    0.846, 0.751958
1559,    0.846, 0.759065
1560,    0.846, 0.759595
1561,    0.846, 0.754882
1562,    0.846, 0.758005
1563,    0.846, 0.761305
1564,    0.846, 0.762376
1565,    0.846, 0.756145
1566,    0.846,  0.75292
1567,    0.846, 0.754896
1568,    0.846, 0.754565
1569,    0.846, 0.748013
1570,    0.846,   0.7602
1571,    0.846,  0.75614
1572,    0.846, 0.751449
1573,    0.846, 0.757888
1574,    0.846, 0.764188
1575,    0.846, 0.764051
1576,    0.846, 0.751514
1577,    0.846, 0.751626
1578,    0.846, 0.752015
1579,    0.846, 0.753079
1580,    0.846, 0.753025
1581,    0.846, 0.755509
1582,    0.846, 0.753483
1583,    0.846, 0.746692
1584,    0.846, 0.756454
1585,    0.846, 0.755479
1586,    0.846, 0.751631
1587,    0.846, 0.755741
1588,    0.846, 0.755899
1589,    0.846, 0.754518
1590,    0.846, 0.754773
1591,    0.846, 0.752794
1592,    0.846, 0.750748
1593,    0.846, 0.755994
1594,    0.846, 0.757178
1595,    0.846, 0.747685
1596,    0.846, 0.755535
1597,    0.846, 0.749739
1598,    0.846, 0.755054
1599,    0.846, 0.753239
1600,    0.846, 0.755381
1601,    0.846, 0.754068
1602,    0.846,  0.75272
1603,    0.846, 0.756418
1604,    0.846, 0.758235
1605,    0.846, 0.757042
1606,    0.846, 0.753842
1607,    0.846, 0.755338
1608,    0.846, 0.749197
1609,    0.846,  0.75412
1610,    0.846, 0.752228
1611,    0.846, 0.754313
1612,    0.846, 0.756471
1613,    0.846, 0.757832
1614,    0.846,  0.75497
1615,    0.846, 0.753741
1616,    0.846, 0.762132
1617,    0.846,  0.75354
1618,    0.846, 0.755468
1619,    0.846, 0.754865
1620,    0.846, 0.756178
1621,    0.846, 0.759574
1622,   0.8464, 0.756793
1623,   0.8464, 0.747788
1624,   0.8464, 0.759763
1625,   0.8464, 0.757368
1626,   0.8464,  0.75937
1627,   0.8464, 0.757517
1628,   0.8464, 0.755164
1629,   0.8464, 0.752325
1630,   0.8464, 0.752013
1631,   0.8464, 0.750874
1632,   0.8464, 0.748988
1633,   0.8464, 0.753276
1634,   0.8464, 0.751814
1635,   0.8464, 0.753673
1636,   0.8464, 0.756994
1637,   0.8464, 0.752962
1638,   0.8464, 0.752041
1639,   0.8464, 0.759012
1640,   0.8464, 0.759726
1641,   0.8464, 0.752618
1642,   0.8464, 0.753232
1643,   0.8464, 0.747808
1644,   0.8464, 0.752733
1645,   0.8464, 0.753536
1646,   0.8464, 0.758756
1647,   0.8464, 0.756814
1648,   0.8464, 0.752199
1649,   0.8464, 0.754628
1650,   0.8464, 0.751032
1651,   0.8464, 0.753621
1652,   0.8464, 0.757581
1653,   0.8464,    0.751
1654,   0.8464, 0.751968
1655,   0.8464,  0.75766
1656,   0.8464, 0.753775
1657,   0.8464, 0.753052
1658,   0.8464,  0.75411
1659,   0.8464, 0.757531
1660,   0.8464,   0.7551
1661,   0.8464, 0.751769
1662,   0.8464, 0.753155
1663,   0.8464, 0.746293
1664,   0.8464, 0.757653
1665,   0.8464, 0.768515
1666,   0.8464, 0.758798
1667,   0.8464, 0.761015
1668,   0.8464, 0.764827
1669,   0.8464, 0.759853
1670,   0.8464, 0.751039
1671,   0.8464, 0.746158
1672,   0.8464, 0.752579
1673,   0.8464, 0.749961
1674,   0.8464, 0.759443
1675,   0.8464, 0.755647
1676,   0.8464, 0.760635
1677,   0.8464, 0.759448
1678,   0.8464, 0.761842
1679,   0.8464, 0.764733
1680,   0.8464, 0.752681
1681,   0.8464, 0.759458
1682,   0.8464, 0.758561
1683,   0.8464, 0.756011
1684,   0.8464, 0.753819
1685,   0.8464, 0.752581
1686,   0.8464, 0.757204
1687,   0.8464, 0.759107
1688,   0.8464, 0.753308
1689,   0.8464, 0.760264
1690,   0.8464, 0.754452
1691,   0.8464, 0.760075
1692,   0.8464,  0.75899
1693,   0.8464, 0.752363
1694,   0.8464, 0.749951
1695,   0.8464, 0.752929
1696,   0.8464, 0.761268
1697,   0.8464, 0.761569
1698,   0.8464, 0.759214
1699,   0.8464, 0.751104
1700,   0.8464, 0.757179
1701,   0.8464,   0.7536
1702,   0.8464, 0.754445
1703,   0.8464, 0.752669
1704,   0.8464, 0.759953
1705,   0.8464,  0.75164
1706,   0.8469, 0.763412
1707,   0.8469, 0.756557
1708,   0.8469, 0.755529
1709,   0.8469, 0.755829
1710,   0.8469, 0.753055
1711,   0.8469, 0.753863
1712,   0.8469, 0.757136
1713,   0.8469, 0.747105
1714,   0.8469, 0.752382
1715,   0.8469,  0.75219
1716,   0.8469, 0.749569
1717,   0.8469, 0.751938
1718,   0.8469, 0.757606
1719,   0.8469,  0.75549
1720,   0.8469,   0.7488
1721,   0.8469, 0.744641
1722,   0.8469, 0.752129
1723,   0.8469, 0.761859
1724,   0.8469, 0.757841
1725,   0.8469, 0.758136
1726,   0.8469, 0.755368
1727,   0.8469, 0.757712
1728,   0.8469, 0.752368
1729,   0.8469, 0.752859
1730,   0.8469, 0.758636
1731,   0.8469, 0.751628
1732,   0.8469,  0.75281
1733,   0.8469, 0.757357
1734,   0.8469, 0.755129
1735,   0.8469, 0.760501
1736,   0.8469, 0.761095
1737,   0.8469, 0.756375
1738,   0.8469, 0.755923
1739,   0.8469, 0.751498
1740,   0.8469, 0.757828
1741,   0.8469, 0.763398
1742,   0.8469, 0.760706
1743,   0.8469, 0.759202
1744,   0.8469, 0.760466
1745,   0.8469, 0.760141
1746,   0.8469, 0.754744
1747,   0.8469, 0.756598
1748,   0.8469,  0.76337
1749,   0.8469, 0.756871
1750,   0.8469, 0.761008
1751,   0.8469, 0.759317
1752,   0.8469,  0.76254
1753,   0.8469, 0.761263
1754,   0.8469, 0.755208
1755,   0.8469, 0.757558
1756,   0.8469, 0.751325
1757,   0.8469, 0.759182
1758,   0.8469, 0.760481
1759,   0.8469, 0.760792
1760,   0.8469, 0.759367
1761,   0.8469, 0.761856
1762,   0.8469, 0.764272
1763,   0.8469, 0.764171
1764,   0.8469, 0.759639
1765,   0.8469, 0.757652
1766,   0.8469, 0.758556
1767,   0.8469, 0.751215
1768,   0.8469, 0.754512
1769,   0.8469, 0.753252
1770,   0.8469, 0.750167
1771,   0.8469, 0.744338
1772,   0.8469, 0.745713
1773,   0.8469, 0.753575
1774,   0.8469, 0.751284
1775,   0.8469,  0.75119
1776,   0.8469, 0.754518
1777,   0.8469, 0.754835
1778,   0.8469,   0.7528
1779,   0.8469, 0.752497
1780,   0.8469, 0.750103
1781,   0.8469, 0.757334
1782,   0.8469, 0.755207
1783,   0.8472, 0.749014
1784,   0.8472, 0.750747
1785,   0.8472, 0.755561
1786,   0.8472, 0.752992
1787,   0.8472,  0.75308
1788,   0.8472, 0.749258
1789,   0.8472, 0.754656
1790,   0.8472, 0.759411
1791,   0.8472, 0.753206
1792,   0.8472,    0.758
1793,   0.8472, 0.758058
1794,   0.8472, 0.758053
1795,   0.8472, 0.759622
1796,   0.8472, 0.753915
1797,   0.8472, 0.756548
1798,   0.8472, 0.756456
1799,   0.8472, 0.749233
1800,   0.8472, 0.755461
1801,   0.8472, 0.758616
1802,   0.8472, 0.757177
1803,   0.8472, 0.753658
1804,   0.8472, 0.753968
1805,   0.8472, 0.760253
1806,   0.8472, 0.763312
1807,   0.8472, 0.759724
1808,   0.8472, 0.752994
1809,   0.8472,  0.75584
1810,   0.8472, 0.757282
1811,   0.8472, 0.757492
1812,   0.8472, 0.758584
1813,   0.8472, 0.756172
1814,   0.8472, 0.762982
1815,   0.8472, 0.760544
1816,   0.8472, 0.752617
1817,   0.8472, 0.752671
1818,   0.8472, 0.758364
1819,   0.8472, 0.757179
1820,   0.8472, 0.755762
1821,   0.8472, 0.749493
1822,   0.8472,  0.75766
1823,   0.8472, 0.751987
1824,   0.8472, 0.756598
1825,   0.8472, 0.758238
1826,   0.8472, 0.758474
1827,   0.8472, 0.764521
1828,   0.8472, 0.757896
1829,   0.8472, 0.757819
1830,   0.8472, 0.756447
1831,   0.8472, 0.755917
1832,   0.8472, 0.760018
1833,   0.8472,   0.7618
1834,   0.8472, 0.754276
1835,   0.8472,  0.75454
1836,   0.8472, 0.759811
1837,   0.8472, 0.756031
1838,   0.8478, 0.755252
1839,   0.8478, 0.754695
1840,   0.8478, 0.755583
1841,   0.8478, 0.759451
1842,   0.8478, 0.755951
1843,   0.8478, 0.760664
1844,   0.8478, 0.759982
1845,   0.8478, 0.762772
1846,   0.8478, 0.755704
1847,   0.8478, 0.762906
1848,   0.8478, 0.753617
1849,   0.8478, 0.759446
1850,   0.8478, 0.756743
1851,   0.8478, 0.760545
1852,   0.8478, 0.758127
1853,   0.8478, 0.754669
1854,   0.8478, 0.754754
1855,   0.8478, 0.757135
1856,   0.8478, 0.752393
1857,   0.8478, 0.759019
1858,   0.8478, 0.756064
1859,   0.8478, 0.756085
1860,   0.8478, 0.748322
1861,   0.8478, 0.758392
1862,   0.8478, 0.760464
1863,   0.8478, 0.751262
1864,   0.8478, 0.752321
1865,   0.8478,  0.75598
1866,   0.8478, 0.754683
1867,   0.8478, 0.758818
1868,   0.8478, 0.756612
1869,   0.8478, 0.759397
1870,   0.8478, 0.757055
1871,   0.8478, 0.752581
1872,   0.8478, 0.751866
1873,   0.8478, 0.754161
1874,   0.8478, 0.755563
