gen, tournament_float_onepoint_best, tournament_float_onepoint_ave
   1,   0.2046, 0.102435
   2,   0.2046, 0.093458
   3,    0.231, 0.119109
   4,   0.2594, 0.146514
   5,   0.2761, 0.185102
   6,   0.2786, 0.224989
   7,   0.3079, 0.250479
   8,   0.3079, 0.254798
   9,   0.3313, 0.284839
  10,   0.3313, 0.291088
  11,   0.3449, 0.301271
  12,    0.349, 0.309993
  13,   0.3613, 0.317245
  14,   0.3667, 0.324095
  15,   0.3699, 0.328203
  16,    0.386,  0.34151
  17,   0.3861, 0.337671
  18,   0.3958, 0.352378
  19,   0.3958, 0.343952
  20,   0.3988, 0.359793
  21,   0.4032, 0.366648
  22,   0.4111, 0.364373
  23,   0.4111, 0.381148
  24,   0.4136, 0.378916
  25,   0.4167, 0.381438
  26,   0.4194, 0.384658
  27,   0.4228, 0.389778
  28,   0.4244,  0.38881
  29,   0.4272, 0.394728
  30,   0.4296, 0.397906
  31,   0.4296, 0.397696
  32,   0.4299,  0.39833
  33,   0.4305,  0.40265
  34,   0.4305, 0.401209
  35,   0.4348, 0.405726
  36,   0.4348, 0.405546
  37,   0.4378, 0.408315
  38,   0.4378, 0.411509
  39,   0.4402, 0.416052
  40,   0.4432, 0.416957
  41,   0.4432, 0.415934
  42,   0.4461, 0.419083
  43,   0.4461, 0.421917
  44,   0.4463, 0.424433
  45,   0.4475, 0.423259
  46,   0.4475, 0.424348
  47,   0.4496, 0.426508
  48,   0.4496, 0.426759
  49,   0.4508, 0.428833
  50,   0.4512, 0.428206
  51,   0.4531, 0.430876
  52,   0.4531, 0.428315
  53,   0.4542,  0.43095
  54,   0.4558, 0.430346
  55,   0.4572,  0.43473
  56,   0.4572, 0.436912
  57,   0.4575, 0.434633
  58,   0.4603, 0.434354
  59,   0.4603, 0.437428
  60,   0.4613, 0.439747
  61,   0.4613, 0.440439
  62,   0.4624, 0.438925
  63,   0.4624, 0.439459
  64,   0.4636, 0.444741
  65,   0.4636, 0.445048
  66,   0.4646, 0.442459
  67,   0.4646, 0.442933
  68,   0.4657, 0.443883
  69,   0.4657,  0.44423
  70,   0.4664, 0.446292
  71,   0.4664,  0.44548
  72,   0.4664, 0.444997
  73,   0.4664, 0.443146
  74,   0.4667, 0.443512
  75,   0.4676, 0.443752
  76,   0.4687,  0.44966
  77,   0.4687, 0.444541
  78,    0.469, 0.447688
  79,   0.4693, 0.449488
  80,     0.47, 0.449424
  81,     0.47, 0.449362
  82,   0.4701, 0.451926
  83,   0.4712, 0.451389
  84,   0.4713, 0.450052
  85,   0.4713, 0.452202
  86,   0.4713, 0.449641
  87,    0.472, 0.451795
  88,    0.472, 0.453119
  89,    0.472, 0.453159
  90,   0.4724, 0.449406
  91,   0.4724,  0.45193
  92,   0.4726, 0.452994
  93,   0.4734, 0.453651
  94,   0.4734, 0.454851
  95,   0.4734,  0.45406
  96,   0.4738, 0.455806
  97,    0.474, 0.455601
  98,   0.4742, 0.454513
  99,   0.4744, 0.456654
 100,   0.4744, 0.455483
 101,   0.4744, 0.458548
 102,   0.4746, 0.457121
 103,   0.4748, 0.457954
 104,   0.4748, 0.456434
 105,   0.4754, 0.457022
 106,   0.4754, 0.455698
 107,   0.4754, 0.456944
 108,   0.4754, 0.457985
 109,   0.4755, 0.454798
 110,   0.4755, 0.457532
 111,   0.4756, 0.457157
 112,   0.4756, 0.456678
 113,   0.4756, 0.458346
 114,   0.4757, 0.458564
 115,   0.4757, 0.458869
 116,   0.4761, 0.458024
 117,   0.4761, 0.456741
 118,   0.4761, 0.455544
 119,   0.4761, 0.455842
 120,   0.4761, 0.456782
 121,   0.4768, 0.458241
 122,   0.4768, 0.456602
 123,   0.4768, 0.456008
 124,   0.4768, 0.455023
 125,   0.4771, 0.456731
 126,   0.4797, 0.456624
 127,   0.4797, 0.457729
 128,   0.4957, 0.452967
 129,   0.4957, 0.452975
 130,   0.4988, 0.461347
 131,   0.5079, 0.461017
 132,   0.5079, 0.469833
 133,   0.5159, 0.475007
 134,   0.5182, 0.480362
 135,   0.5182, 0.481466
 136,   0.5182, 0.483089
 137,   0.5213, 0.484461
 138,   0.5213, 0.481317
 139,   0.5213,  0.48295
 140,   0.5226, 0.489725
 141,   0.5226, 0.490257
 142,    0.523,  0.48989
 143,   0.5248, 0.490759
 144,   0.5248, 0.482997
 145,   0.5248, 0.486759
 146,   0.5248, 0.488956
 147,   0.5277,  0.49097
 148,   0.5277, 0.492742
 149,   0.5294, 0.496649
 150,   0.5313, 0.493434
 151,   0.5329, 0.493948
 152,   0.5329, 0.493398
 153,   0.5329, 0.494282
 154,   0.5333, 0.495473
 155,   0.5333, 0.498988
 156,   0.5333, 0.494274
 157,   0.5333, 0.497249
 158,   0.5345, 0.500487
 159,   0.5345, 0.494296
 160,   0.5361, 0.496695
 161,   0.5361,  0.49936
 162,   0.5362, 0.495255
 163,   0.5376, 0.498587
 164,   0.5376, 0.498933
 165,   0.5376, 0.498223
 166,   0.5376,  0.49943
 167,   0.5376, 0.500814
 168,   0.5376, 0.502888
 169,   0.5376, 0.500649
 170,    0.538, 0.502836
 171,    0.538, 0.500152
 172,    0.538, 0.500313
 173,   0.5388, 0.498555
 174,   0.5388, 0.499973
 175,     0.54,  0.50269
 176,     0.54, 0.504835
 177,     0.54,  0.50268
 178,     0.54, 0.504709
 179,     0.54, 0.503074
 180,   0.5412, 0.505937
 181,   0.5413, 0.502837
 182,   0.5413, 0.503688
 183,   0.5413, 0.503156
 184,   0.5413, 0.505246
 185,   0.5413, 0.507281
 186,   0.5436, 0.506594
 187,   0.5436,  0.50257
 188,   0.5437, 0.508498
 189,    0.544, 0.511336
 190,   0.5447, 0.508576
 191,   0.5447, 0.507474
 192,   0.5447, 0.506774
 193,   0.5453, 0.507351
 194,   0.5453, 0.506573
 195,   0.5456, 0.509217
 196,   0.5456,  0.51025
 197,    0.546, 0.510858
 198,    0.546, 0.513425
 199,   0.5462, 0.506057
 200,   0.5462, 0.508979
 201,   0.5497, 0.512913
 202,   0.5588,  0.50682
 203,   0.5588, 0.512042
 204,   0.5668, 0.519576
 205,   0.5668, 0.523391
 206,   0.5696, 0.527565
 207,   0.5709, 0.528986
 208,   0.5709, 0.532719
 209,   0.5739, 0.531395
 210,   0.5755, 0.528142
 211,   0.5755, 0.529157
 212,   0.5773, 0.532076
 213,   0.5783,  0.53456
 214,    0.582, 0.538041
 215,    0.582, 0.535305
 216,   0.5826, 0.538515
 217,   0.5844, 0.540665
 218,   0.5844,  0.53943
 219,    0.585, 0.539237
 220,    0.585, 0.538913
 221,   0.5856, 0.539486
 222,   0.5878, 0.541607
 223,   0.5878, 0.543139
 224,   0.5879, 0.543565
 225,   0.5882, 0.545678
 226,   0.5882, 0.545316
 227,   0.5905, 0.541479
 228,   0.5905,  0.54104
 229,   0.5925, 0.546076
 230,   0.5925, 0.543121
 231,   0.5925,  0.54525
 232,   0.5925, 0.541678
 233,   0.5925, 0.543641
 234,   0.5925, 0.546936
 235,   0.5943, 0.544077
 236,   0.5943, 0.544232
 237,   0.5943, 0.540322
 238,   0.5943,  0.54523
 239,   0.5943, 0.547345
 240,   0.5943,  0.54843
 241,   0.5943, 0.543843
 242,   0.5943, 0.544155
 243,   0.5943,  0.54923
 244,   0.5943, 0.548226
 245,   0.5943, 0.548593
 246,    0.596, 0.551165
 247,    0.596, 0.549025
 248,    0.596, 0.546786
 249,   0.5966, 0.548398
 250,   0.5966, 0.547853
 251,   0.5966, 0.548281
 252,   0.5966, 0.548785
 253,   0.5968, 0.552211
 254,    0.597,  0.54788
 255,   0.5973, 0.557531
 256,   0.5973, 0.552916
 257,   0.5975, 0.555948
 258,   0.5975,  0.55655
 259,   0.5977, 0.555736
 260,   0.6006, 0.555094
 261,   0.6006, 0.557398
 262,   0.6006, 0.556664
 263,   0.6006, 0.558577
 264,   0.6006, 0.558794
 265,   0.6006, 0.558129
 266,   0.6006, 0.559837
 267,   0.6006,  0.55875
 268,   0.6006, 0.561066
 269,   0.6006, 0.559052
 270,   0.6014, 0.557383
 271,   0.6014,   0.5607
 272,   0.6014, 0.557451
 273,   0.6014, 0.557731
 274,   0.6017, 0.556524
 275,   0.6021, 0.559593
 276,   0.6021, 0.562704
 277,   0.6021, 0.559447
 278,   0.6021, 0.558635
 279,   0.6028, 0.560953
 280,   0.6028,  0.55859
 281,   0.6028, 0.557783
 282,   0.6028, 0.558105
 283,   0.6028, 0.558344
 284,   0.6028, 0.558357
 285,   0.6028, 0.557732
 286,   0.6028, 0.564091
 287,   0.6028, 0.561922
 288,   0.6033,  0.56092
 289,   0.6033, 0.562238
 290,   0.6033,  0.56095
 291,   0.6036, 0.563722
 292,   0.6036,  0.55995
 293,   0.6036,  0.56133
 294,   0.6036, 0.560173
 295,   0.6036, 0.559376
 296,   0.6038, 0.562505
 297,   0.6038, 0.559555
 298,   0.6038,  0.56154
 299,   0.6038, 0.561541
 300,   0.6051, 0.562302
 301,   0.6051, 0.562959
 302,   0.6051, 0.563716
 303,   0.6051, 0.563393
 304,   0.6051,  0.56566
 305,   0.6052, 0.565361
 306,   0.6052, 0.564381
 307,   0.6053, 0.566502
 308,   0.6053, 0.568424
 309,   0.6062, 0.566414
 310,   0.6062, 0.567223
 311,   0.6067,  0.56698
 312,   0.6069, 0.565022
 313,   0.6069, 0.567869
 314,   0.6069, 0.563263
 315,   0.6069, 0.563553
 316,   0.6069, 0.563213
 317,   0.6069,  0.56601
 318,   0.6069, 0.566523
 319,   0.6069, 0.566636
 320,   0.6069, 0.564732
 321,   0.6069, 0.566047
 322,   0.6069, 0.566499
 323,   0.6085, 0.567037
 324,   0.6085, 0.563392
 325,   0.6105,  0.56738
 326,   0.6105, 0.566592
 327,   0.6109, 0.568773
 328,   0.6109, 0.568954
 329,   0.6109, 0.569772
 330,   0.6114, 0.569289
 331,   0.6114, 0.569583
 332,   0.6116, 0.570319
 333,   0.6116, 0.573266
 334,   0.6116, 0.572213
 335,   0.6116, 0.571467
 336,   0.6116, 0.568357
 337,   0.6121, 0.570764
 338,   0.6121, 0.569642
 339,   0.6122, 0.572128
 340,   0.6135, 0.575166
 341,   0.6135, 0.576059
 342,   0.6137, 0.571657
 343,   0.6137, 0.572312
 344,   0.6137, 0.573448
 345,   0.6137, 0.572503
 346,   0.6137, 0.572941
 347,   0.6137, 0.573522
 348,   0.6137, 0.575106
 349,   0.6137, 0.573693
 350,   0.6137, 0.575389
 351,   0.6137, 0.572522
 352,   0.6137, 0.573603
 353,   0.6137, 0.571521
 354,   0.6137, 0.574476
 355,   0.6137, 0.571686
 356,   0.6137, 0.571059
 357,   0.6137, 0.573434
 358,   0.6137, 0.572576
 359,   0.6137, 0.573576
 360,   0.6137, 0.572848
 361,   0.6137, 0.568215
 362,   0.6137, 0.570608
 363,   0.6137, 0.572461
 364,   0.6137, 0.573695
 365,   0.6137,  0.57074
 366,   0.6137,  0.57198
 367,   0.6137, 0.571877
 368,   0.6137, 0.568419
 369,   0.6137, 0.570988
 370,    0.614, 0.574099
 371,    0.614, 0.574953
 372,   0.6141, 0.574412
 373,   0.6141,  0.57083
 374,   0.6141, 0.572645
 375,   0.6141, 0.576257
 376,   0.6156,  0.57438
 377,   0.6156,  0.57595
 378,   0.6156, 0.572235
 379,   0.6156, 0.575882
 380,   0.6156, 0.578558
 381,   0.6156,  0.57816
 382,   0.6156,   0.5745
 383,   0.6156,  0.57073
 384,   0.6156, 0.575139
 385,   0.6156, 0.576569
 386,   0.6158, 0.574817
 387,   0.6158, 0.576738
 388,   0.6158, 0.573219
 389,   0.6158, 0.571686
 390,   0.6158, 0.575997
 391,   0.6158, 0.574054
 392,   0.6158, 0.576158
 393,   0.6158, 0.574203
 394,   0.6158, 0.575143
 395,   0.6158, 0.575047
 396,   0.6158, 0.575111
 397,   0.6158, 0.578684
 398,   0.6158, 0.576795
 399,   0.6163, 0.572634
 400,   0.6166, 0.572879
 401,   0.6166, 0.574124
 402,   0.6175, 0.579774
 403,   0.6175, 0.583012
 404,   0.6184, 0.581209
 405,   0.6188, 0.578966
 406,   0.6188,  0.58046
 407,   0.6188,  0.58094
 408,   0.6188, 0.580571
 409,   0.6195,  0.58064
 410,   0.6195, 0.579907
 411,   0.6195,  0.57953
 412,   0.6195, 0.581056
 413,   0.6195, 0.581107
 414,   0.6195, 0.581654
 415,   0.6195, 0.582648
 416,   0.6201, 0.581594
 417,   0.6203, 0.581926
 418,   0.6209, 0.579287
 419,   0.6209,  0.58237
 420,   0.6209,  0.57917
 421,   0.6221, 0.582722
 422,   0.6221,   0.5798
 423,   0.6221, 0.578083
 424,   0.6221, 0.585343
 425,   0.6221, 0.580441
 426,   0.6221, 0.581068
 427,   0.6221, 0.579175
 428,   0.6221,  0.58154
 429,   0.6222, 0.584627
 430,   0.6228, 0.582988
 431,   0.6233, 0.579759
 432,   0.6233, 0.580313
 433,   0.6233, 0.583467
 434,   0.6233, 0.584974
 435,   0.6233, 0.583369
 436,   0.6233, 0.583811
 437,   0.6233, 0.581476
 438,   0.6233, 0.583115
 439,   0.6237, 0.579594
 440,   0.6237, 0.584334
 441,   0.6237,  0.58211
 442,   0.6237,  0.58129
 443,   0.6237, 0.582277
 444,   0.6237, 0.586953
 445,   0.6237, 0.581613
 446,   0.6237, 0.578035
 447,   0.6237, 0.581245
 448,   0.6237, 0.583926
 449,   0.6237, 0.581958
 450,   0.6237,  0.58304
 451,   0.6237, 0.583309
 452,   0.6238, 0.582428
 453,   0.6249, 0.582051
 454,   0.6249, 0.584077
 455,   0.6249, 0.581098
 456,   0.6249, 0.582905
 457,   0.6249, 0.585576
 458,   0.6249, 0.583192
 459,   0.6249, 0.584722
 460,   0.6251,   0.5845
 461,   0.6251, 0.584693
 462,   0.6251,  0.58418
 463,   0.6251, 0.583408
 464,   0.6251, 0.582986
 465,   0.6251, 0.584234
 466,   0.6251, 0.583683
 467,   0.6251,  0.57767
 468,   0.6251, 0.579684
 469,   0.6252, 0.585152
 470,   0.6255, 0.584803
 471,   0.6255, 0.584499
 472,   0.6266, 0.584089
 473,   0.6266, 0.586674
 474,   0.6266, 0.583958
 475,   0.6266, 0.586756
 476,   0.6266, 0.586663
 477,   0.6266, 0.583119
 478,   0.6266, 0.584005
 479,   0.6266,  0.58437
 480,   0.6266, 0.588102
 481,   0.6266,  0.58561
 482,   0.6266, 0.581689
 483,   0.6266, 0.584896
 484,   0.6266, 0.584149
 485,   0.6266, 0.588817
 486,   0.6266, 0.585822
 487,   0.6266, 0.585513
 488,   0.6266, 0.582974
 489,   0.6266, 0.589025
 490,   0.6266, 0.583582
 491,   0.6266, 0.583721
 492,   0.6266, 0.584778
 493,   0.6266, 0.585571
 494,   0.6266, 0.587956
 495,   0.6266, 0.586704
 496,   0.6266, 0.584224
 497,   0.6266, 0.587218
 498,   0.6266,   0.5862
 499,   0.6266, 0.584545
 500,   0.6266, 0.583985
 501,   0.6266, 0.587944
 502,   0.6266, 0.584397
 503,   0.6266, 0.584344
 504,   0.6266, 0.582272
 505,   0.6266, 0.583404
 506,   0.6266, 0.587683
 507,   0.6266, 0.580344
 508,   0.6266, 0.582538
 509,   0.6266, 0.583294
 510,   0.6266, 0.583513
 511,   0.6266, 0.582434
 512,   0.6266, 0.585982
 513,   0.6266, 0.583914
 514,   0.6266, 0.583426
 515,   0.6266, 0.585051
 516,   0.6266, 0.584664
 517,   0.6266, 0.584189
 518,   0.6266, 0.585476
 519,   0.6266, 0.586607
 520,   0.6266, 0.586945
 521,   0.6266, 0.581704
 522,   0.6266, 0.586113
 523,   0.6266, 0.585367
 524,   0.6266, 0.583866
 525,   0.6266,  0.58652
 526,   0.6266, 0.582591
 527,   0.6267, 0.584759
 528,   0.6267, 0.583358
 529,   0.6267, 0.587442
 530,   0.6267, 0.581597
 531,   0.6267,  0.58628
 532,   0.6267, 0.583006
 533,   0.6267, 0.584633
 534,   0.6267, 0.583749
 535,   0.6273, 0.586248
 536,   0.6273, 0.587063
 537,   0.6273, 0.588815
 538,   0.6273, 0.586501
 539,   0.6274, 0.585922
 540,   0.6274, 0.583826
 541,   0.6274, 0.586616
 542,   0.6274, 0.586451
 543,   0.6274, 0.586419
 544,   0.6279, 0.585351
 545,   0.6282, 0.586841
 546,   0.6282, 0.584266
 547,   0.6282, 0.584959
 548,   0.6282, 0.581987
 549,   0.6282, 0.583345
 550,   0.6282,  0.58795
 551,   0.6282,  0.58613
 552,   0.6282, 0.585729
 553,   0.6282, 0.582806
 554,   0.6282, 0.586801
 555,   0.6282, 0.590598
 556,   0.6282, 0.581903
 557,   0.6282, 0.584741
 558,   0.6282, 0.587014
 559,   0.6282, 0.583844
 560,   0.6282, 0.584471
 561,   0.6282, 0.582158
 562,   0.6282, 0.585451
 563,   0.6282, 0.585292
 564,   0.6282, 0.586778
 565,   0.6282, 0.584087
 566,   0.6282, 0.588655
 567,   0.6282, 0.583889
 568,   0.6282, 0.585973
 569,   0.6282, 0.588889
 570,   0.6282, 0.587563
 571,   0.6282, 0.585032
 572,   0.6282, 0.588492
 573,   0.6282, 0.584668
 574,   0.6282, 0.584271
 575,   0.6282, 0.581085
 576,   0.6282, 0.583498
 577,   0.6282, 0.586555
 578,   0.6282, 0.583656
 579,   0.6282, 0.587261
 580,   0.6282,   0.5831
 581,   0.6283, 0.584261
 582,   0.6283, 0.590004
 583,   0.6283,  0.58649
 584,   0.6283, 0.587714
 585,   0.6283,  0.58658
 586,   0.6283, 0.586359
 587,   0.6283, 0.590511
 588,   0.6283, 0.585096
 589,   0.6283, 0.584064
 590,   0.6283, 0.588817
 591,   0.6286, 0.587627
 592,   0.6286, 0.586527
 593,   0.6286, 0.584348
 594,   0.6286, 0.587193
 595,   0.6286, 0.588122
 596,   0.6286, 0.586436
 597,   0.6286,  0.58427
 598,   0.6286, 0.584321
 599,   0.6286, 0.587823
 600,   0.6286, 0.583749
 601,   0.6286, 0.582798
 602,   0.6286,  0.58746
 603,   0.6286, 0.586142
 604,   0.6286, 0.585862
 605,   0.6286, 0.586149
 606,   0.6286, 0.589483
 607,   0.6286, 0.583699
 608,   0.6286, 0.583466
 609,   0.6286, 0.587675
 610,   0.6286, 0.585649
 611,   0.6286, 0.585998
 612,   0.6287,  0.58874
 613,   0.6287, 0.586911
 614,   0.6287, 0.581792
 615,   0.6287, 0.583727
 616,   0.6287, 0.586627
 617,   0.6287, 0.586221
 618,   0.6287, 0.587109
 619,   0.6287, 0.589082
 620,   0.6287, 0.581348
 621,   0.6287, 0.584619
 622,   0.6287, 0.586289
 623,   0.6289, 0.582289
 624,   0.6289, 0.588861
 625,   0.6289, 0.586957
 626,   0.6292, 0.587274
 627,   0.6292,    0.587
 628,   0.6292, 0.585253
 629,   0.6292, 0.586308
 630,   0.6294, 0.586336
 631,   0.6294, 0.584679
 632,   0.6294, 0.587275
 633,   0.6294, 0.588108
 634,   0.6294, 0.581841
 635,   0.6294, 0.583886
 636,   0.6294, 0.585187
 637,   0.6294, 0.583399
 638,   0.6294, 0.584541
 639,   0.6294, 0.588449
 640,   0.6294, 0.584097
 641,   0.6294, 0.586667
 642,   0.6294, 0.584507
 643,   0.6294, 0.585886
 644,   0.6294, 0.586496
 645,   0.6294,  0.58608
 646,   0.6294, 0.589993
 647,   0.6294, 0.588635
 648,   0.6294, 0.585824
 649,   0.6294, 0.585167
 650,   0.6294,  0.58163
 651,   0.6294, 0.582917
 652,   0.6294, 0.588701
 653,   0.6294, 0.585584
 654,   0.6294,  0.58959
 655,   0.6294, 0.586028
 656,   0.6294, 0.587949
 657,   0.6294, 0.587865
 658,   0.6294, 0.584765
 659,   0.6294, 0.584161
 660,   0.6294, 0.589566
 661,   0.6294, 0.584483
 662,   0.6294, 0.586963
 663,   0.6294,  0.58819
 664,   0.6294, 0.587179
 665,   0.6294, 0.589899
 666,   0.6294, 0.584495
 667,   0.6294, 0.585975
 668,   0.6294, 0.584997
 669,   0.6294, 0.588167
 670,   0.6294, 0.585989
 671,   0.6294, 0.589227
 672,   0.6294, 0.588816
 673,   0.6294, 0.589463
 674,   0.6294, 0.587715
 675,   0.6294, 0.582071
 676,   0.6294, 0.583985
 677,   0.6294, 0.587478
 678,   0.6294, 0.587913
 679,   0.6294, 0.587804
 680,   0.6294, 0.588367
 681,   0.6294, 0.583558
 682,   0.6294, 0.586845
 683,   0.6294, 0.586162
 684,   0.6294, 0.587429
 685,   0.6294, 0.586857
 686,   0.6294,  0.58389
 687,   0.6294, 0.587572
 688,   0.6294, 0.582032
 689,   0.6294, 0.585103
 690,   0.6294, 0.586467
 691,   0.6294, 0.585214
 692,   0.6294, 0.586327
 693,   0.6294, 0.584216
 694,   0.6294, 0.588668
 695,   0.6294, 0.583011
 696,   0.6294, 0.586462
 697,   0.6294, 0.585567
 698,   0.6294, 0.587362
 699,   0.6294, 0.584704
 700,   0.6294, 0.590399
 701,   0.6294, 0.583285
 702,   0.6294, 0.583541
 703,   0.6294, 0.583758
 704,   0.6294, 0.586523
 705,   0.6296,  0.58338
 706,   0.6296, 0.584119
 707,   0.6296, 0.589618
 708,   0.6296, 0.586342
 709,   0.6296, 0.588216
 710,   0.6296, 0.586326
 711,   0.6296, 0.586566
 712,   0.6296, 0.586109
 713,     0.63, 0.585152
 714,     0.63, 0.587587
 715,     0.63,  0.58569
 716,     0.63, 0.587095
 717,     0.63, 0.587375
 718,     0.63, 0.587574
 719,     0.63, 0.584409
 720,     0.63, 0.586106
 721,     0.63, 0.589929
 722,     0.63,  0.58929
 723,     0.63, 0.591677
 724,     0.63, 0.586766
 725,     0.63, 0.590137
 726,     0.63, 0.588924
 727,     0.63, 0.589712
 728,     0.63, 0.587461
 729,     0.63, 0.586887
 730,   0.6311, 0.582832
 731,   0.6311,  0.58633
 732,   0.6311, 0.586698
 733,   0.6311,  0.58928
 734,   0.6311, 0.589064
 735,   0.6311, 0.590668
 736,   0.6311, 0.587705
 737,   0.6311, 0.587558
 738,   0.6311, 0.587439
 739,   0.6311, 0.589684
 740,   0.6311, 0.587397
 741,   0.6311, 0.589029
 742,   0.6311,   0.5872
 743,   0.6311, 0.588847
 744,   0.6311, 0.587062
 745,   0.6311, 0.587992
 746,   0.6311, 0.588769
 747,   0.6311, 0.587934
 748,   0.6311, 0.589549
 749,   0.6311, 0.589597
 750,   0.6311,    0.589
 751,   0.6311, 0.590491
 752,   0.6311, 0.589771
 753,   0.6311, 0.590224
 754,   0.6311, 0.590311
 755,   0.6311, 0.588733
 756,   0.6311, 0.590046
 757,   0.6311, 0.590132
 758,   0.6311, 0.592855
 759,   0.6311, 0.589296
 760,   0.6313, 0.590025
 761,   0.6313,   0.5891
 762,   0.6313, 0.589823
 763,   0.6313, 0.590616
 764,   0.6313, 0.588335
 765,   0.6313, 0.585787
 766,   0.6313, 0.590451
 767,   0.6313,  0.58905
 768,   0.6313, 0.588214
 769,   0.6313, 0.584894
 770,   0.6313, 0.591919
 771,   0.6313, 0.589606
 772,   0.6313, 0.589483
 773,   0.6313, 0.587647
 774,   0.6313, 0.587917
 775,   0.6313, 0.591592
 776,   0.6313, 0.589938
 777,   0.6313, 0.588857
 778,   0.6313, 0.592791
 779,   0.6313, 0.591483
 780,   0.6313, 0.588308
 781,   0.6313, 0.591105
 782,   0.6313, 0.592615
 783,   0.6313, 0.590964
 784,   0.6313, 0.585269
 785,   0.6313, 0.585087
 786,   0.6313, 0.581813
 787,   0.6313,  0.58597
 788,   0.6313, 0.590862
 789,   0.6313,  0.58979
 790,   0.6313,  0.58779
 791,   0.6313, 0.591153
 792,   0.6313,  0.59021
 793,   0.6313, 0.588411
 794,   0.6313, 0.587895
 795,   0.6316, 0.588817
 796,   0.6316, 0.589769
 797,   0.6316, 0.588668
 798,   0.6316, 0.589157
 799,   0.6316, 0.590308
 800,   0.6316, 0.587484
 801,   0.6316,  0.58811
 802,   0.6316,  0.58696
 803,   0.6316, 0.590048
 804,   0.6316, 0.591933
 805,   0.6316, 0.588419
 806,   0.6316, 0.586342
 807,   0.6316, 0.593321
 808,   0.6316, 0.586622
 809,   0.6316, 0.588655
 810,   0.6316, 0.589382
 811,   0.6316, 0.590256
 812,   0.6316, 0.587095
 813,   0.6316, 0.589936
 814,   0.6316, 0.591091
 815,   0.6319, 0.587417
 816,   0.6319, 0.588565
 817,   0.6319, 0.590746
 818,   0.6319,  0.59029
 819,   0.6319, 0.591982
 820,   0.6319, 0.587334
 821,   0.6319, 0.587687
 822,   0.6319, 0.588796
 823,   0.6319, 0.590886
 824,   0.6319, 0.588699
 825,   0.6319, 0.588617
 826,   0.6319, 0.590868
 827,   0.6319, 0.590739
 828,   0.6319, 0.589994
 829,   0.6319, 0.584662
 830,   0.6319, 0.590659
 831,   0.6319, 0.589921
 832,   0.6319, 0.586026
 833,   0.6319, 0.588618
 834,   0.6321, 0.590629
 835,   0.6321, 0.589697
 836,   0.6321, 0.588473
 837,   0.6321,  0.58822
 838,   0.6321, 0.591753
 839,   0.6321,  0.59105
 840,   0.6321, 0.586461
 841,   0.6321, 0.586948
 842,   0.6321, 0.590564
 843,   0.6321, 0.588978
 844,   0.6321,   0.5917
 845,   0.6321, 0.592188
 846,   0.6321,  0.58787
 847,   0.6321, 0.590334
 848,   0.6321, 0.593656
 849,   0.6321, 0.588975
 850,   0.6321, 0.586223
 851,   0.6321, 0.592011
 852,   0.6321, 0.592292
 853,   0.6321,  0.58922
 854,   0.6321, 0.589864
 855,   0.6321, 0.589813
 856,   0.6321, 0.587001
 857,   0.6321, 0.590801
 858,   0.6321, 0.590249
 859,   0.6321,   0.5886
 860,   0.6321, 0.588842
 861,   0.6321, 0.589005
 862,   0.6321,  0.58798
 863,   0.6325, 0.586402
 864,   0.6325,  0.58796
 865,   0.6325, 0.588901
 866,   0.6325, 0.589098
 867,   0.6325, 0.590011
 868,   0.6325, 0.586353
 869,   0.6325, 0.588929
 870,   0.6325, 0.589566
 871,   0.6327, 0.591202
 872,   0.6327, 0.592997
 873,   0.6327, 0.589671
 874,   0.6327, 0.589932
 875,   0.6327, 0.590105
 876,   0.6327, 0.591249
 877,   0.6327, 0.588278
 878,   0.6327, 0.589261
 879,   0.6327, 0.591511
 880,   0.6327, 0.589614
 881,   0.6327, 0.590991
 882,   0.6327, 0.586143
 883,   0.6327, 0.591479
 884,   0.6327, 0.588871
 885,   0.6327, 0.587973
 886,   0.6327, 0.591958
 887,   0.6327, 0.591082
 888,   0.6327, 0.595748
 889,   0.6327, 0.588609
 890,   0.6327, 0.588229
 891,   0.6329, 0.587045
 892,   0.6329, 0.591217
 893,   0.6329, 0.591083
 894,   0.6329, 0.590703
 895,   0.6329, 0.588674
 896,   0.6329, 0.593209
 897,   0.6329, 0.589779
 898,   0.6329, 0.588891
 899,   0.6329, 0.589507
 900,   0.6329, 0.592571
 901,   0.6329, 0.591493
 902,   0.6329, 0.589085
 903,   0.6329, 0.589609
 904,   0.6329,  0.59108
 905,   0.6329,  0.59257
 906,   0.6329, 0.591271
 907,   0.6329, 0.592425
 908,   0.6329, 0.589809
 909,   0.6329,  0.59094
 910,   0.6329,  0.59197
 911,   0.6329,  0.58874
 912,   0.6329, 0.591663
 913,   0.6329, 0.588777
 914,   0.6329, 0.587281
 915,   0.6329, 0.591917
 916,   0.6329,  0.59064
 917,   0.6329, 0.591952
 918,   0.6329, 0.592127
 919,   0.6329, 0.588477
 920,   0.6329, 0.591814
 921,   0.6329, 0.591647
 922,   0.6329, 0.595643
 923,   0.6329, 0.593088
 924,   0.6329, 0.587531
 925,   0.6329, 0.590478
 926,   0.6329, 0.595358
 927,   0.6329,  0.59142
 928,   0.6329, 0.592166
 929,   0.6329, 0.592491
 930,   0.6329, 0.591273
 931,   0.6329,  0.59301
 932,   0.6329, 0.594317
 933,   0.6329, 0.585571
 934,   0.6329, 0.591929
