gen, tournament_float_onepoint_best, tournament_float_onepoint_ave
2179,   0.6361,   0.5939
2180,   0.6361, 0.597188
2181,   0.6361, 0.593066
2182,   0.6361, 0.591195
2183,   0.6361, 0.591816
2184,   0.6361,  0.59217
2185,   0.6361,  0.59476
2186,   0.6361, 0.593109
2187,   0.6361, 0.594897
2188,   0.6361, 0.591884
2189,   0.6361, 0.591743
2190,   0.6361, 0.589456
2191,   0.6361, 0.592016
2192,   0.6361, 0.588355
2193,   0.6361, 0.592874
2194,   0.6361, 0.592607
2195,   0.6361, 0.589727
2196,   0.6361, 0.593828
2197,   0.6361, 0.593329
2198,   0.6361, 0.593309
2199,   0.6361,  0.59237
2200,   0.6361, 0.595311
2201,   0.6361, 0.594351
2202,   0.6361, 0.590426
2203,   0.6361, 0.590208
2204,   0.6361, 0.592862
2205,   0.6361, 0.589984
2206,   0.6361, 0.589123
2207,   0.6361, 0.590248
2208,   0.6361, 0.586604
2209,   0.6361, 0.590407
2210,   0.6361, 0.594196
2211,   0.6361, 0.590364
2212,   0.6361, 0.595308
2213,   0.6361,   0.5963
2214,   0.6361, 0.595389
2215,   0.6361, 0.594132
2216,   0.6361,  0.59202
2217,   0.6361, 0.593917
2218,   0.6361, 0.592228
2219,   0.6361, 0.593164
2220,   0.6361, 0.593254
2221,   0.6361, 0.591272
2222,   0.6361, 0.590209
2223,   0.6361, 0.594684
2224,   0.6361, 0.593035
2225,   0.6361, 0.591126
2226,   0.6361, 0.595754
2227,   0.6361, 0.591334
2228,   0.6361, 0.591383
2229,   0.6361, 0.593023
2230,   0.6361, 0.592691
2231,   0.6361, 0.594854
2232,   0.6361, 0.592044
2233,   0.6361,  0.59333
2234,   0.6361,  0.59599
2235,   0.6361, 0.595775
2236,   0.6361,  0.59238
2237,   0.6361, 0.593151
2238,   0.6361, 0.591348
2239,   0.6361,  0.59066
2240,   0.6361, 0.591637
2241,   0.6361, 0.591021
2242,   0.6361, 0.591043
2243,   0.6361, 0.594548
2244,   0.6361, 0.593927
2245,   0.6361,   0.5923
2246,   0.6361, 0.594015
2247,   0.6361, 0.596338
2248,   0.6361, 0.588899
2249,   0.6361, 0.594657
2250,   0.6361, 0.589913
2251,   0.6361, 0.592852
2252,   0.6361, 0.590128
2253,   0.6361, 0.591974
2254,   0.6361,  0.59387
2255,   0.6361,  0.59324
2256,   0.6361, 0.594204
2257,   0.6361, 0.593072
2258,   0.6361, 0.590118
2259,   0.6361, 0.591202
2260,   0.6361, 0.597856
2261,   0.6361, 0.589747
2262,   0.6361, 0.593593
2263,   0.6361, 0.591781
2264,   0.6361, 0.593078
2265,   0.6361,  0.59335
2266,   0.6361, 0.595445
2267,   0.6361,   0.5965
2268,   0.6361, 0.592734
2269,   0.6361, 0.592923
2270,   0.6361, 0.593597
2271,   0.6361, 0.591024
2272,   0.6361, 0.594942
2273,   0.6361, 0.592023
2274,   0.6361, 0.592935
2275,   0.6361, 0.593478
2276,   0.6361,  0.59224
2277,   0.6361, 0.594078
2278,   0.6361,  0.59431
2279,   0.6361, 0.591677
2280,   0.6361, 0.588997
2281,   0.6361, 0.591153
2282,   0.6361,  0.59377
2283,   0.6361, 0.593313
2284,   0.6361, 0.593738
2285,   0.6361, 0.596831
2286,   0.6361, 0.591576
2287,   0.6361, 0.589409
2288,   0.6361, 0.593978
2289,   0.6361, 0.594841
2290,   0.6361, 0.589875
2291,   0.6361,  0.59386
2292,   0.6361, 0.592774
2293,   0.6361, 0.593392
2294,   0.6361, 0.587342
2295,   0.6361, 0.593903
2296,   0.6361, 0.595046
2297,   0.6361, 0.594454
2298,   0.6361, 0.594794
2299,   0.6361, 0.596232
2300,   0.6361, 0.592309
2301,   0.6361, 0.594232
2302,   0.6361,  0.59297
2303,   0.6361, 0.593742
2304,   0.6361, 0.591891
2305,   0.6361, 0.592964
2306,   0.6361, 0.592352
2307,   0.6361, 0.590699
2308,   0.6361, 0.594704
2309,   0.6361, 0.590804
2310,   0.6361, 0.591511
2311,   0.6361, 0.594398
2312,   0.6361, 0.593812
2313,   0.6361, 0.588621
2314,   0.6361, 0.591757
2315,   0.6361, 0.591225
2316,   0.6361, 0.592403
2317,   0.6361, 0.594324
2318,   0.6361, 0.593436
2319,   0.6361, 0.595344
2320,   0.6361, 0.595064
2321,   0.6361, 0.591193
2322,   0.6361, 0.592986
2323,   0.6361, 0.595232
2324,   0.6361, 0.592602
2325,   0.6361, 0.592177
2326,   0.6361, 0.593176
2327,   0.6361, 0.594044
2328,   0.6361, 0.589688
2329,   0.6361, 0.589478
2330,   0.6361, 0.592799
2331,   0.6361, 0.591906
2332,   0.6361, 0.594742
2333,   0.6361, 0.597532
2334,   0.6361, 0.594411
2335,   0.6361, 0.595297
2336,   0.6361, 0.592115
2337,   0.6361, 0.596177
2338,   0.6361, 0.593768
2339,   0.6361, 0.591155
2340,   0.6361, 0.594621
2341,   0.6361, 0.593619
2342,   0.6361, 0.591028
2343,   0.6361, 0.593474
2344,   0.6361, 0.591816
2345,   0.6361, 0.592647
2346,   0.6361, 0.593825
2347,   0.6361, 0.596813
2348,   0.6361, 0.593711
2349,   0.6361, 0.594953
2350,   0.6361, 0.593982
2351,   0.6361, 0.596626
2352,   0.6361, 0.595542
2353,   0.6361, 0.595465
2354,   0.6361, 0.591645
2355,   0.6361,  0.59108
2356,   0.6361, 0.592008
2357,   0.6361, 0.589884
2358,   0.6361, 0.593691
2359,   0.6361, 0.595743
2360,   0.6361, 0.592026
2361,   0.6361, 0.592587
2362,   0.6361, 0.591727
2363,   0.6361,  0.59735
2364,   0.6361, 0.595768
2365,   0.6361, 0.593273
2366,   0.6361, 0.595271
2367,   0.6361, 0.592996
2368,   0.6361, 0.595065
2369,   0.6361, 0.590415
2370,   0.6361, 0.591041
2371,   0.6361, 0.594442
2372,   0.6361, 0.590818
2373,   0.6361, 0.594881
2374,   0.6361, 0.591551
2375,   0.6361, 0.594438
2376,   0.6361, 0.593311
2377,   0.6361, 0.596215
2378,   0.6361, 0.591221
2379,   0.6361, 0.593599
2380,   0.6361, 0.594827
2381,   0.6361, 0.597704
2382,   0.6361, 0.591987
2383,   0.6361,  0.59359
2384,   0.6361, 0.594221
2385,   0.6361, 0.593037
2386,   0.6361, 0.591017
2387,   0.6361, 0.591099
2388,   0.6361, 0.592842
2389,   0.6361, 0.590236
2390,   0.6361, 0.592055
2391,   0.6361, 0.593197
2392,   0.6361, 0.592592
2393,   0.6361, 0.595403
2394,   0.6361, 0.593519
2395,   0.6361, 0.593764
2396,   0.6361, 0.593254
2397,   0.6361, 0.594275
2398,   0.6361, 0.591485
2399,   0.6361, 0.590482
2400,   0.6361, 0.594729
2401,   0.6361,  0.59365
2402,   0.6361, 0.593584
2403,   0.6361, 0.591439
2404,   0.6361, 0.594944
2405,   0.6361,  0.59663
2406,   0.6361, 0.595222
2407,   0.6361, 0.595338
2408,   0.6361, 0.593052
2409,   0.6361, 0.591924
2410,   0.6361, 0.592412
2411,   0.6361, 0.592057
2412,   0.6361, 0.593328
2413,   0.6361, 0.594124
2414,   0.6361,  0.59222
2415,   0.6361, 0.594015
2416,   0.6361, 0.594137
2417,   0.6361, 0.596469
2418,   0.6361, 0.592573
2419,   0.6361, 0.589217
2420,   0.6361, 0.595666
2421,   0.6361, 0.590576
2422,   0.6361,  0.59127
2423,   0.6361,  0.59373
2424,   0.6361, 0.593521
2425,   0.6361, 0.592634
2426,   0.6361, 0.595122
2427,   0.6361, 0.593477
2428,   0.6361, 0.596006
2429,   0.6361, 0.592122
2430,   0.6361, 0.597597
2431,   0.6361, 0.592516
2432,   0.6361,  0.59443
2433,   0.6361, 0.593767
2434,   0.6361, 0.593651
2435,   0.6361, 0.592224
2436,   0.6361, 0.596448
2437,   0.6361, 0.592058
2438,   0.6361, 0.592318
2439,   0.6361, 0.594227
2440,   0.6361,  0.59213
2441,   0.6361, 0.591263
2442,   0.6361, 0.594211
2443,   0.6361, 0.593474
2444,   0.6361, 0.595197
2445,   0.6361, 0.592143
2446,   0.6361, 0.591844
2447,   0.6361, 0.592546
2448,   0.6361, 0.592537
2449,   0.6361, 0.591113
2450,   0.6361, 0.594335
2451,   0.6361, 0.591867
2452,   0.6361,  0.59058
2453,   0.6361, 0.596943
2454,   0.6361, 0.594632
2455,   0.6361, 0.595673
2456,   0.6361, 0.594992
2457,   0.6361, 0.591156
2458,   0.6361, 0.589413
2459,   0.6361, 0.593813
2460,   0.6361, 0.592428
2461,   0.6361, 0.591814
2462,   0.6361, 0.593948
2463,   0.6361, 0.592316
2464,   0.6361, 0.593108
2465,   0.6361, 0.595282
2466,   0.6361,  0.59323
2467,   0.6361, 0.594566
2468,   0.6361, 0.591544
2469,   0.6361, 0.594053
2470,   0.6361, 0.592287
2471,   0.6361, 0.593485
2472,   0.6361, 0.592711
2473,   0.6361, 0.592526
2474,   0.6361, 0.589559
2475,   0.6361, 0.591463
2476,   0.6361, 0.593465
2477,   0.6361, 0.592884
2478,   0.6361, 0.592993
2479,   0.6361, 0.591786
2480,   0.6361, 0.592065
2481,   0.6361, 0.590771
2482,   0.6361, 0.589046
2483,   0.6361, 0.592075
2484,   0.6361, 0.595607
2485,   0.6361, 0.595114
2486,   0.6361, 0.596093
2487,   0.6361, 0.592525
2488,   0.6361, 0.593358
2489,   0.6361,  0.59337
2490,   0.6361, 0.592508
2491,   0.6361, 0.596243
2492,   0.6361, 0.592959
2493,   0.6361, 0.593787
2494,   0.6361, 0.590354
2495,   0.6361, 0.594043
2496,   0.6361, 0.594988
2497,   0.6361, 0.593099
2498,   0.6361, 0.594449
2499,   0.6361, 0.595844
2500,   0.6361, 0.592233
2501,   0.6361, 0.592775
2502,   0.6361, 0.594374
2503,   0.6361, 0.597188
2504,   0.6361, 0.591469
2505,   0.6361, 0.592527
2506,   0.6361, 0.594063
2507,   0.6361, 0.593108
2508,   0.6361,  0.59643
2509,   0.6361,  0.59575
2510,   0.6361, 0.593468
2511,   0.6361, 0.593185
2512,   0.6361, 0.592545
2513,   0.6361, 0.592174
2514,   0.6361, 0.594482
2515,   0.6361, 0.592254
2516,   0.6361,   0.5916
2517,   0.6361, 0.594557
2518,   0.6361, 0.595069
2519,   0.6361, 0.595962
2520,   0.6361, 0.596183
2521,   0.6361, 0.593458
2522,   0.6361, 0.591931
2523,   0.6361, 0.594339
2524,   0.6361, 0.592662
2525,   0.6361, 0.591419
2526,   0.6361, 0.591093
2527,   0.6361, 0.588821
2528,   0.6361,  0.59296
2529,   0.6361, 0.593752
2530,   0.6361, 0.592133
2531,   0.6361, 0.591847
2532,   0.6361, 0.593522
2533,   0.6361,  0.59283
2534,   0.6361, 0.593253
2535,   0.6361, 0.595626
2536,   0.6361, 0.594705
2537,   0.6361, 0.592407
2538,   0.6361, 0.595124
2539,   0.6361, 0.596633
2540,   0.6361, 0.592402
2541,   0.6361,  0.58959
2542,   0.6361, 0.592553
2543,   0.6361, 0.592898
2544,   0.6361, 0.589655
2545,   0.6361, 0.594408
2546,   0.6361, 0.592068
2547,   0.6361, 0.593994
2548,   0.6361, 0.591092
2549,   0.6361, 0.594027
2550,   0.6361, 0.592381
2551,   0.6361, 0.593155
2552,   0.6361, 0.594661
2553,   0.6361, 0.590626
2554,   0.6361,  0.59139
2555,   0.6361, 0.594521
2556,   0.6361, 0.593663
2557,   0.6361, 0.595065
2558,   0.6361, 0.592856
2559,   0.6361, 0.592721
2560,   0.6361, 0.593481
2561,   0.6361, 0.592919
2562,   0.6361, 0.592645
2563,   0.6361, 0.588893
2564,   0.6361, 0.592655
2565,   0.6361, 0.593644
2566,   0.6361, 0.592248
2567,   0.6361, 0.595973
2568,   0.6361, 0.594549
2569,   0.6361, 0.594653
2570,   0.6361, 0.594734
2571,   0.6361, 0.593888
2572,   0.6361, 0.594715
2573,   0.6361, 0.593348
2574,   0.6361, 0.593332
2575,   0.6361, 0.591905
2576,   0.6361, 0.596964
2577,   0.6361, 0.596286
2578,   0.6361, 0.592646
2579,   0.6361, 0.593363
2580,   0.6361, 0.593688
2581,   0.6361, 0.595756
2582,   0.6361, 0.593275
2583,   0.6361, 0.592039
2584,   0.6361, 0.595506
2585,   0.6361, 0.593245
2586,   0.6361, 0.592673
2587,   0.6361,  0.59229
2588,   0.6361, 0.592988
2589,   0.6361, 0.595047
2590,   0.6361, 0.593986
2591,   0.6361, 0.594438
2592,   0.6361, 0.590627
2593,   0.6361, 0.591428
2594,   0.6361, 0.592567
2595,   0.6361, 0.595417
2596,   0.6361,  0.59185
2597,   0.6361, 0.596422
2598,   0.6361, 0.592627
2599,   0.6361,  0.59293
2600,   0.6361, 0.595486
2601,   0.6361, 0.594034
2602,   0.6361, 0.593656
2603,   0.6361, 0.593515
2604,   0.6361, 0.592938
2605,   0.6361, 0.592289
2606,   0.6361, 0.594308
2607,   0.6361, 0.594067
2608,   0.6361, 0.593493
2609,   0.6361, 0.597143
2610,   0.6361, 0.590032
2611,   0.6361, 0.594257
2612,   0.6361, 0.594364
2613,   0.6361, 0.593121
2614,   0.6361, 0.592097
2615,   0.6361, 0.596227
2616,   0.6361, 0.595801
2617,   0.6361, 0.592393
2618,   0.6361, 0.591947
2619,   0.6361, 0.592523
2620,   0.6361, 0.590716
2621,   0.6361, 0.589969
2622,   0.6361, 0.593042
2623,   0.6361, 0.591258
2624,   0.6361, 0.592426
2625,   0.6361, 0.592167
2626,   0.6361, 0.594241
2627,   0.6361, 0.594404
2628,   0.6363, 0.596235
2629,   0.6363, 0.594396
2630,   0.6363, 0.593598
2631,   0.6363, 0.594589
2632,   0.6363, 0.595182
2633,   0.6363, 0.593077
2634,   0.6363, 0.595883
2635,   0.6363, 0.595537
2636,   0.6363,  0.59563
2637,   0.6363, 0.595788
2638,   0.6363, 0.593046
2639,   0.6363, 0.593487
2640,   0.6364, 0.588365
2641,   0.6364, 0.594683
2642,   0.6364, 0.593592
2643,   0.6364, 0.590605
2644,   0.6364,  0.59224
2645,   0.6364, 0.594916
2646,   0.6364, 0.590289
2647,   0.6364, 0.590784
2648,   0.6364, 0.591394
2649,   0.6364, 0.594219
2650,   0.6364, 0.595232
2651,   0.6364, 0.594998
2652,   0.6364, 0.596036
2653,   0.6364, 0.592918
2654,   0.6364, 0.596078
2655,   0.6364, 0.592166
2656,   0.6364,  0.59411
2657,   0.6364, 0.591577
2658,   0.6364, 0.589106
2659,   0.6366, 0.591484
2660,   0.6366, 0.593989
2661,   0.6366, 0.593401
2662,   0.6366, 0.595176
2663,   0.6366, 0.595192
2664,   0.6366, 0.594247
2665,   0.6366, 0.590906
2666,   0.6366, 0.593983
2667,   0.6366, 0.596713
2668,   0.6366, 0.593372
2669,   0.6366, 0.594557
2670,   0.6366, 0.590863
2671,   0.6366,  0.59538
2672,   0.6366, 0.589427
2673,   0.6366, 0.593868
2674,   0.6366, 0.594953
2675,   0.6366, 0.594658
2676,   0.6366, 0.589517
2677,   0.6366, 0.590536
2678,   0.6366, 0.597159
2679,   0.6366, 0.596581
2680,   0.6366, 0.597929
2681,   0.6366, 0.594652
2682,   0.6366, 0.592683
2683,   0.6366, 0.594609
2684,   0.6366, 0.592766
2685,   0.6366,  0.59366
2686,   0.6366, 0.595604
2687,   0.6366, 0.592373
2688,   0.6366, 0.591349
2689,   0.6366, 0.592189
2690,   0.6366, 0.595411
2691,   0.6366, 0.597399
2692,   0.6366, 0.591824
2693,   0.6366, 0.593625
2694,   0.6366, 0.591852
2695,   0.6366, 0.595581
2696,   0.6366,  0.59265
2697,   0.6366, 0.594034
2698,   0.6366, 0.587982
2699,   0.6366, 0.590786
2700,   0.6366, 0.594598
2701,   0.6366, 0.597912
2702,   0.6366, 0.593023
2703,   0.6366, 0.596168
2704,   0.6366, 0.596816
2705,   0.6366, 0.591673
2706,   0.6366, 0.593199
2707,   0.6366, 0.591967
2708,   0.6366, 0.595524
2709,   0.6366, 0.592704
2710,   0.6366,  0.59423
2711,   0.6366, 0.594425
2712,   0.6366,  0.59065
2713,   0.6366,  0.59432
2714,   0.6366, 0.588474
2715,   0.6366, 0.594814
2716,   0.6366, 0.593212
2717,   0.6366, 0.595108
2718,   0.6366, 0.591342
2719,   0.6366, 0.591921
2720,   0.6366, 0.594699
2721,   0.6366, 0.590527
2722,   0.6366, 0.591757
2723,   0.6366, 0.593255
2724,   0.6366, 0.593652
2725,   0.6366, 0.589647
2726,   0.6366, 0.593666
2727,   0.6366, 0.596183
2728,   0.6366, 0.589769
2729,   0.6366, 0.590681
2730,   0.6366, 0.593788
2731,   0.6366, 0.591295
2732,   0.6366, 0.594377
2733,   0.6366, 0.593204
2734,   0.6366, 0.594253
2735,   0.6366,  0.59379
2736,   0.6366, 0.592597
2737,   0.6366, 0.593597
2738,   0.6366, 0.593109
2739,   0.6366, 0.594434
2740,   0.6366, 0.594527
2741,   0.6366, 0.592369
2742,   0.6366,  0.59506
2743,   0.6366, 0.588043
2744,   0.6366, 0.591265
2745,   0.6366, 0.593069
2746,   0.6366, 0.592335
2747,   0.6366, 0.596749
2748,   0.6366, 0.592717
2749,   0.6366, 0.594305
2750,   0.6366, 0.591295
2751,   0.6366, 0.593429
2752,   0.6366, 0.595632
2753,   0.6366, 0.594019
2754,   0.6366, 0.595815
2755,   0.6366, 0.597124
2756,   0.6366, 0.591247
2757,   0.6366, 0.594599
2758,   0.6366, 0.595124
2759,   0.6366, 0.593232
2760,   0.6366, 0.596555
2761,   0.6366, 0.593802
2762,   0.6366, 0.594826
2763,   0.6366, 0.594312
2764,   0.6366, 0.594803
2765,   0.6366, 0.595438
2766,   0.6366, 0.594955
2767,   0.6366, 0.589757
2768,   0.6366, 0.593902
2769,   0.6366, 0.593576
2770,   0.6366, 0.593477
2771,   0.6366, 0.594951
2772,   0.6366, 0.596402
2773,   0.6366, 0.590479
2774,   0.6366, 0.590563
2775,   0.6366, 0.591044
2776,   0.6366, 0.595743
2777,   0.6366, 0.593416
2778,   0.6366, 0.591303
2779,   0.6366, 0.589871
2780,   0.6366, 0.593097
2781,   0.6366, 0.595425
2782,   0.6366, 0.594141
2783,   0.6366, 0.596559
2784,   0.6366, 0.593485
2785,   0.6366, 0.592399
2786,   0.6366, 0.591082
2787,   0.6366, 0.592736
2788,   0.6366, 0.593269
2789,   0.6366, 0.591876
2790,   0.6366, 0.593051
2791,   0.6366, 0.593534
2792,   0.6366, 0.591354
2793,   0.6366, 0.597181
2794,   0.6366, 0.590802
2795,   0.6366,   0.5926
2796,   0.6366,  0.59148
2797,   0.6366,  0.59268
2798,   0.6366, 0.595076
2799,   0.6366, 0.591817
2800,   0.6366, 0.593952
2801,   0.6366, 0.595106
2802,   0.6366,  0.59507
2803,   0.6366, 0.596631
2804,   0.6366, 0.595308
2805,   0.6366, 0.595052
2806,   0.6366,    0.595
2807,   0.6366, 0.593239
2808,   0.6366,  0.59582
2809,   0.6366, 0.593943
2810,   0.6366, 0.594692
2811,   0.6366, 0.592099
2812,   0.6366, 0.594961
2813,   0.6366, 0.593324
2814,   0.6366, 0.591119
2815,   0.6366, 0.594377
2816,   0.6366, 0.591756
2817,   0.6366, 0.593037
2818,   0.6366, 0.589802
2819,   0.6366, 0.595824
2820,   0.6366, 0.594055
2821,   0.6366, 0.595903
2822,   0.6366, 0.593781
2823,   0.6366, 0.594729
2824,   0.6366, 0.595885
2825,   0.6366, 0.591081
2826,   0.6366, 0.593712
2827,   0.6366, 0.593271
2828,   0.6366, 0.595187
2829,   0.6366, 0.590551
2830,   0.6366, 0.593697
2831,   0.6366, 0.593705
2832,   0.6366, 0.588758
2833,   0.6366, 0.594679
2834,   0.6366, 0.593621
2835,   0.6366,  0.59328
2836,   0.6366, 0.593539
2837,   0.6366, 0.591801
2838,   0.6366, 0.590245
2839,   0.6366, 0.589652
2840,   0.6366,  0.59292
2841,   0.6366, 0.591734
2842,   0.6366, 0.596555
2843,   0.6366, 0.593144
2844,   0.6366, 0.595543
2845,   0.6366, 0.592878
2846,   0.6366, 0.594355
2847,   0.6366, 0.592176
2848,   0.6366, 0.592764
2849,   0.6366, 0.595514
2850,   0.6366, 0.595289
2851,   0.6366, 0.596401
2852,   0.6366, 0.595982
2853,   0.6366, 0.597043
2854,   0.6366, 0.592948
2855,   0.6366, 0.593326
2856,   0.6366, 0.592403
2857,   0.6366, 0.591973
2858,   0.6366,  0.59179
2859,   0.6366, 0.593894
2860,   0.6366, 0.595414
2861,   0.6366, 0.591757
2862,   0.6366, 0.592744
2863,   0.6366, 0.596146
2864,   0.6366, 0.594037
2865,   0.6366, 0.593251
2866,   0.6366, 0.595134
2867,   0.6366, 0.592999
2868,   0.6366, 0.590985
2869,   0.6366, 0.592153
2870,   0.6366, 0.592171
2871,   0.6366, 0.592303
2872,   0.6366, 0.592647
2873,   0.6366, 0.592346
2874,   0.6366, 0.594504
2875,   0.6366, 0.591338
2876,   0.6366, 0.590575
2877,   0.6366, 0.597031
2878,   0.6366, 0.593253
2879,   0.6366, 0.591351
2880,   0.6366, 0.593996
2881,   0.6366, 0.594197
2882,   0.6366, 0.593311
2883,   0.6366, 0.593808
2884,   0.6366, 0.594595
2885,   0.6366, 0.598252
2886,   0.6366, 0.593603
2887,   0.6366, 0.591548
2888,   0.6366, 0.596438
2889,   0.6366, 0.594595
2890,   0.6366, 0.587507
2891,   0.6366, 0.592216
2892,   0.6366, 0.593108
2893,   0.6366, 0.593153
2894,   0.6366, 0.595028
2895,   0.6366, 0.595682
2896,   0.6366, 0.596584
2897,   0.6366, 0.596673
2898,   0.6366, 0.595245
2899,   0.6366, 0.596198
2900,   0.6366, 0.592211
2901,   0.6366, 0.593575
2902,    0.637, 0.593443
2903,    0.637, 0.591347
2904,    0.637, 0.593503
2905,    0.637, 0.592251
2906,    0.637,  0.59293
2907,    0.637, 0.594485
2908,    0.637, 0.594294
2909,    0.637, 0.592438
2910,    0.637, 0.594429
2911,    0.637, 0.596488
2912,    0.637, 0.595964
2913,    0.637, 0.595109
2914,    0.637, 0.592849
2915,    0.637, 0.593025
2916,    0.637, 0.596152
2917,    0.637, 0.593238
2918,    0.637, 0.595578
2919,    0.637, 0.592806
2920,    0.637, 0.596364
2921,    0.637, 0.594866
2922,    0.637, 0.592534
2923,    0.637, 0.591262
2924,    0.637, 0.595408
2925,    0.637, 0.596422
2926,    0.637, 0.595004
2927,    0.637, 0.593866
2928,    0.637, 0.593827
2929,    0.637, 0.592839
2930,    0.637, 0.592882
2931,    0.637, 0.594955
2932,    0.637, 0.593836
2933,    0.637, 0.594327
2934,    0.637, 0.595957
2935,    0.637, 0.594654
2936,    0.637, 0.592842
2937,    0.637,  0.59147
2938,    0.637, 0.592536
2939,    0.637, 0.594342
2940,    0.637, 0.593739
2941,    0.637, 0.598364
2942,    0.637, 0.594527
2943,    0.637, 0.594454
2944,    0.637, 0.593906
2945,    0.637, 0.591996
2946,    0.637, 0.591254
2947,    0.637, 0.594392
2948,    0.637, 0.594299
2949,    0.637, 0.593999
2950,    0.637, 0.595523
2951,    0.637, 0.595724
2952,    0.637, 0.592499
2953,    0.637, 0.593741
2954,    0.637, 0.595867
2955,    0.637,  0.59432
2956,    0.637, 0.595438
2957,    0.637, 0.591658
2958,    0.637, 0.593128
2959,    0.637, 0.592207
2960,    0.637, 0.591701
2961,    0.637, 0.593903
2962,    0.637, 0.594381
2963,    0.637, 0.596621
2964,    0.637, 0.594014
2965,    0.637, 0.595766
2966,    0.637, 0.593976
2967,    0.637, 0.592248
2968,    0.637, 0.594186
2969,    0.637,  0.59433
2970,    0.637, 0.594978
2971,    0.637, 0.595015
2972,    0.637, 0.590264
2973,    0.637, 0.594892
2974,    0.637, 0.592912
2975,    0.637,  0.59384
2976,    0.637, 0.593351
2977,    0.637, 0.595521
2978,    0.637, 0.594517
2979,    0.637, 0.594917
2980,    0.637, 0.594478
2981,    0.637, 0.594884
2982,    0.637, 0.592733
2983,    0.637, 0.591175
2984,    0.637, 0.596131
2985,    0.637, 0.592597
2986,    0.637, 0.594046
2987,    0.637, 0.594868
2988,    0.637,  0.59442
2989,    0.637, 0.590748
2990,    0.637,  0.59399
2991,    0.637, 0.594528
2992,    0.637, 0.594188
2993,    0.637, 0.595379
2994,    0.637, 0.592013
2995,    0.637, 0.595289
2996,    0.637, 0.594718
2997,    0.637, 0.595249
2998,    0.637, 0.593106
2999,    0.637, 0.594155
3000,    0.637, 0.595947
3001,    0.637, 0.595021
3002,    0.637, 0.594283
3003,    0.637, 0.594288
3004,    0.637, 0.594076
3005,    0.637, 0.596207
3006,    0.637, 0.594484
3007,    0.637, 0.595171
3008,    0.637, 0.596985
3009,    0.637, 0.593209
3010,   0.6372, 0.594557
3011,   0.6372, 0.597115
3012,   0.6372, 0.593874
3013,   0.6372, 0.597973
3014,   0.6372, 0.592143
3015,   0.6372, 0.594235
3016,   0.6372, 0.592899
3017,   0.6372, 0.592937
3018,   0.6372, 0.595276
3019,   0.6372, 0.591521
3020,   0.6372,  0.59462
3021,   0.6372, 0.594623
3022,   0.6372, 0.593877
3023,   0.6372, 0.595493
3024,   0.6372, 0.591603
3025,   0.6372, 0.592324
3026,   0.6372, 0.595471
3027,   0.6372, 0.595206
3028,   0.6372, 0.594774
3029,   0.6372, 0.591904
3030,   0.6372, 0.595116
3031,   0.6372, 0.593942
3032,   0.6372, 0.593369
3033,   0.6372, 0.595617
3034,   0.6372, 0.594536
3035,   0.6372, 0.592711
3036,   0.6372, 0.594032
3037,   0.6372, 0.593751
3038,   0.6372, 0.597001
3039,   0.6372,   0.5898
3040,   0.6372, 0.592053
3041,   0.6372, 0.595754
3042,   0.6372, 0.595146
3043,   0.6372, 0.593837
3044,   0.6372, 0.593912
3045,   0.6372, 0.593271
3046,   0.6372, 0.593262
3047,   0.6372, 0.590297
3048,   0.6372,  0.59253
3049,   0.6372, 0.595599
3050,   0.6372, 0.595895
3051,   0.6372, 0.595324
3052,   0.6372,  0.59283
3053,   0.6372, 0.591942
3054,   0.6372, 0.590193
3055,   0.6372,  0.59545
3056,   0.6372, 0.593865
3057,   0.6372, 0.593935
3058,   0.6372, 0.593814
3059,   0.6372,  0.59176
3060,   0.6372,  0.59538
3061,   0.6372, 0.595043
3062,   0.6372, 0.592923
3063,   0.6372, 0.592219
3064,   0.6372, 0.594013
3065,   0.6372, 0.592062
3066,   0.6372,  0.59323
3067,   0.6372, 0.594355
3068,   0.6372, 0.591958
3069,   0.6372, 0.593641
3070,   0.6372, 0.592908
3071,   0.6372, 0.593794
3072,   0.6372, 0.592196
3073,   0.6372, 0.594301
3074,   0.6372, 0.594015
3075,   0.6372, 0.589649
3076,   0.6372, 0.589986
3077,   0.6372, 0.592449
3078,   0.6372, 0.589652
3079,   0.6372, 0.592638
3080,   0.6372, 0.593965
3081,   0.6372, 0.595483
3082,   0.6372, 0.592399
3083,   0.6372, 0.593568
3084,   0.6372, 0.597992
3085,   0.6372, 0.594673
3086,   0.6372, 0.589083
3087,   0.6372, 0.595533
3088,   0.6372, 0.594089
3089,   0.6372, 0.594499
3090,   0.6372, 0.594912
3091,   0.6372,  0.59311
3092,   0.6372, 0.595255
3093,   0.6372, 0.592526
3094,   0.6372, 0.596973
3095,   0.6372, 0.596024
3096,   0.6372,  0.59324
3097,   0.6372, 0.593271
3098,   0.6372,  0.59414
3099,   0.6372, 0.591236
3100,   0.6372, 0.593021
3101,   0.6372, 0.591397
3102,   0.6372, 0.593713
3103,   0.6372, 0.597107
3104,   0.6372, 0.595185
3105,   0.6372, 0.595757
3106,   0.6372, 0.594048
3107,   0.6372, 0.594036
3108,   0.6372, 0.597556
3109,   0.6372,  0.59149
3110,   0.6372, 0.597637
3111,   0.6372,   0.5919
3112,   0.6372, 0.594789
3113,   0.6372, 0.596932
3114,   0.6372, 0.594158
3115,   0.6372, 0.592364
3116,   0.6372, 0.592807
