gen, tournament_binary_onepoint_best, tournament_binary_onepoint_ave
1109,   0.6976, 0.647643
1110,   0.6976, 0.647766
1111,   0.6976,    0.646
1112,   0.6976, 0.647647
1113,   0.6976, 0.645659
1114,   0.6976, 0.646897
1115,   0.6976, 0.645439
1116,   0.6976, 0.647957
1117,   0.6976, 0.647246
1118,   0.6976, 0.649856
1119,   0.6976, 0.647169
1120,   0.6976, 0.645503
1121,   0.6976, 0.642501
1122,   0.6976, 0.642503
1123,   0.6976, 0.647402
1124,   0.6978, 0.644339
1125,   0.6978, 0.644502
1126,   0.6978, 0.646288
1127,   0.6978, 0.646061
1128,   0.6978, 0.647088
1129,   0.6978, 0.641616
1130,   0.6978, 0.648044
1131,   0.6978, 0.644795
1132,   0.6978, 0.648667
1133,   0.6978, 0.645424
1134,   0.6978, 0.643282
1135,   0.6978,  0.64327
1136,   0.6978, 0.648508
1137,   0.6978, 0.646042
1138,   0.6978, 0.644423
1139,   0.6978, 0.646123
1140,   0.6978, 0.648337
1141,   0.6978, 0.646993
1142,   0.6978, 0.641445
1143,   0.6978, 0.645707
1144,   0.6978, 0.644482
1145,   0.6978, 0.640687
1146,   0.6978, 0.644028
1147,   0.6978, 0.647752
1148,   0.6978, 0.643251
1149,   0.6978, 0.646085
1150,   0.6978, 0.645198
1151,   0.6978, 0.646088
1152,   0.6978,  0.64417
1153,   0.6978, 0.647792
1154,   0.6978, 0.646903
1155,   0.6978, 0.648172
1156,   0.6978, 0.649406
1157,   0.6978, 0.648157
1158,   0.6978, 0.647325
1159,   0.6978, 0.645926
1160,   0.6978, 0.644866
1161,   0.6978, 0.649103
1162,   0.6978, 0.646762
1163,   0.6978, 0.645145
1164,   0.6978,  0.64507
1165,   0.6978, 0.645636
1166,   0.6982, 0.640132
1167,   0.6982, 0.650137
1168,   0.6982, 0.646037
1169,   0.6982, 0.645387
1170,   0.6982, 0.646313
1171,   0.6982, 0.646762
1172,   0.6982, 0.644578
1173,   0.6982, 0.646917
1174,   0.6982, 0.645079
1175,   0.6982, 0.649591
1176,   0.6982, 0.648919
1177,   0.6982, 0.647805
1178,   0.6984, 0.648705
1179,   0.6984,  0.64977
1180,   0.6984, 0.646897
1181,   0.6984, 0.645856
1182,   0.6984,  0.64549
1183,   0.6984, 0.650173
1184,   0.6984, 0.641192
1185,   0.6984, 0.645385
1186,   0.6984, 0.647359
1187,   0.6984, 0.649906
1188,   0.6984, 0.643461
1189,   0.6984, 0.644055
1190,   0.6984, 0.647487
1191,   0.6984, 0.643689
1192,   0.6984, 0.641204
1193,   0.6984, 0.647273
1194,   0.6984, 0.646379
1195,   0.6984, 0.646827
1196,   0.6984, 0.646987
1197,   0.6984, 0.643748
1198,   0.6984, 0.646035
1199,   0.6984, 0.647422
1200,    0.704, 0.647721
1201,    0.704, 0.640862
1202,    0.704, 0.644952
1203,   0.7124, 0.643609
1204,   0.7124, 0.644067
1205,   0.7128, 0.650347
1206,   0.7128, 0.655145
1207,   0.7276, 0.657346
1208,   0.7276, 0.657667
1209,   0.7276, 0.664076
1210,   0.7276, 0.664324
1211,   0.7306, 0.667468
1212,   0.7306, 0.664196
1213,   0.7306, 0.663611
1214,    0.734, 0.667423
1215,    0.734, 0.670272
1216,    0.734, 0.674087
1217,    0.734, 0.672777
1218,   0.7389, 0.671665
1219,   0.7389, 0.676805
1220,   0.7389, 0.679045
1221,   0.7403, 0.681395
1222,   0.7408, 0.678715
1223,   0.7408, 0.682131
1224,   0.7408, 0.686533
1225,   0.7408, 0.688762
1226,   0.7423, 0.686963
1227,   0.7423, 0.686675
1228,   0.7423,  0.68252
1229,   0.7423, 0.681109
1230,   0.7423, 0.685759
1231,   0.7423, 0.685417
1232,   0.7423, 0.680561
1233,   0.7423, 0.682251
1234,   0.7423, 0.681728
1235,   0.7423, 0.686078
1236,   0.7423, 0.682495
1237,   0.7423, 0.687108
1238,   0.7423, 0.691365
1239,   0.7423, 0.686153
1240,   0.7423, 0.681983
1241,   0.7423, 0.686334
1242,   0.7426, 0.682977
1243,   0.7426, 0.681907
1244,   0.7439, 0.686775
1245,   0.7439, 0.687751
1246,   0.7439, 0.686821
1247,    0.744, 0.684155
1248,   0.7447,  0.68751
1249,   0.7447, 0.683707
1250,   0.7454, 0.693358
1251,   0.7454, 0.685634
1252,   0.7454, 0.689975
1253,   0.7458, 0.690944
1254,   0.7458, 0.688811
1255,   0.7458,  0.68658
1256,   0.7458, 0.692271
1257,    0.746, 0.686133
1258,    0.746, 0.687437
1259,    0.746, 0.689526
1260,   0.7481, 0.689672
1261,   0.7481, 0.691708
1262,   0.7481, 0.686652
1263,   0.7481, 0.690242
1264,   0.7492, 0.690592
1265,   0.7492, 0.691852
1266,   0.7492, 0.689385
1267,   0.7492, 0.687329
1268,   0.7492, 0.690113
1269,   0.7492, 0.688204
1270,   0.7492, 0.689026
1271,   0.7492, 0.692075
1272,   0.7497,  0.69223
1273,   0.7497, 0.688207
1274,   0.7497, 0.692091
1275,   0.7517,  0.69461
1276,   0.7517, 0.694658
1277,   0.7517, 0.693739
1278,    0.754, 0.698635
1279,    0.754, 0.696329
1280,    0.754, 0.698278
1281,    0.754,   0.6975
1282,    0.754, 0.696896
1283,    0.754, 0.698468
1284,    0.754, 0.700686
1285,    0.754, 0.696044
1286,    0.754, 0.694906
1287,    0.754, 0.695228
1288,    0.756, 0.699517
1289,    0.756, 0.699121
1290,    0.756,   0.6973
1291,    0.757, 0.699183
1292,    0.757, 0.700203
1293,   0.7615, 0.699772
1294,   0.7615, 0.700891
1295,   0.7615, 0.699655
1296,   0.7615, 0.701031
1297,   0.7615, 0.703694
1298,   0.7615, 0.703701
1299,   0.7615, 0.703564
1300,   0.7615, 0.702541
1301,   0.7615, 0.702679
1302,   0.7615, 0.700612
1303,   0.7615, 0.700986
1304,   0.7615, 0.705298
1305,   0.7615, 0.701741
1306,   0.7615, 0.708765
1307,   0.7615, 0.699481
1308,   0.7615, 0.702641
1309,   0.7615, 0.706051
1310,   0.7615, 0.698286
1311,   0.7615, 0.701778
1312,   0.7616, 0.703922
1313,   0.7616,  0.70774
1314,   0.7616, 0.704391
1315,   0.7616, 0.702935
1316,   0.7616, 0.706002
1317,   0.7616, 0.703362
1318,   0.7616, 0.703774
1319,   0.7629, 0.704772
1320,   0.7629, 0.697643
1321,   0.7629, 0.703339
1322,   0.7629, 0.704325
1323,   0.7629, 0.703819
1324,   0.7629, 0.702369
1325,   0.7629, 0.702446
1326,   0.7629, 0.704267
1327,   0.7629, 0.703668
1328,   0.7629, 0.703805
1329,   0.7629, 0.701995
1330,   0.7629, 0.705622
1331,   0.7629, 0.702582
1332,   0.7629, 0.703189
1333,   0.7629, 0.699783
1334,   0.7629, 0.711527
1335,   0.7633, 0.705472
1336,   0.7633, 0.702187
1337,   0.7633, 0.704901
1338,   0.7633, 0.705555
1339,   0.7633, 0.705521
1340,   0.7633, 0.709435
1341,   0.7633, 0.702625
1342,   0.7633, 0.701844
1343,   0.7633, 0.705917
1344,   0.7633, 0.707128
1345,   0.7633, 0.706901
1346,   0.7636, 0.704557
1347,   0.7636, 0.706518
1348,   0.7637, 0.707356
1349,   0.7637, 0.705139
1350,   0.7637, 0.703746
1351,   0.7637,  0.70365
1352,   0.7637, 0.701537
1353,   0.7637, 0.703892
1354,   0.7637, 0.704107
1355,   0.7637, 0.703385
1356,   0.7637, 0.705683
1357,   0.7637, 0.697608
1358,   0.7637, 0.708185
1359,   0.7637, 0.700664
1360,   0.7637, 0.705585
1361,   0.7638, 0.702157
1362,   0.7638, 0.710407
1363,   0.7642, 0.701627
1364,   0.7642, 0.701472
1365,   0.7642, 0.700211
1366,   0.7642, 0.703832
1367,   0.7642, 0.703815
1368,   0.7642, 0.704645
1369,   0.7642, 0.701955
1370,   0.7642, 0.699977
1371,   0.7642, 0.711412
1372,   0.7642,  0.70075
1373,   0.7642, 0.697102
1374,   0.7642, 0.704952
1375,   0.7642, 0.701907
1376,   0.7642, 0.702312
1377,   0.7642, 0.702179
1378,   0.7642, 0.701067
1379,   0.7642, 0.700619
1380,   0.7642, 0.702723
1381,   0.7642, 0.701682
1382,   0.7644,  0.70288
1383,   0.7644, 0.701023
1384,   0.7644, 0.701832
1385,   0.7644, 0.707757
1386,   0.7644, 0.706189
1387,   0.7644, 0.701747
1388,   0.7644, 0.706657
1389,   0.7644, 0.703325
1390,   0.7644,  0.70459
1391,   0.7644, 0.704542
1392,   0.7644, 0.703349
1393,   0.7644, 0.704242
1394,   0.7644, 0.703239
1395,   0.7644, 0.703859
1396,   0.7644, 0.707705
1397,   0.7644, 0.707742
1398,   0.7647, 0.704325
1399,   0.7647, 0.703016
1400,   0.7647, 0.705487
1401,   0.7648, 0.708815
1402,   0.7654, 0.703852
1403,   0.7654, 0.703127
1404,   0.7654, 0.707633
1405,   0.7654, 0.704346
1406,   0.7658, 0.703773
1407,   0.7658, 0.703827
1408,   0.7658, 0.705057
1409,   0.7667, 0.707788
1410,   0.7667, 0.703434
1411,   0.7667, 0.706669
1412,    0.767, 0.711414
1413,   0.7678, 0.710599
1414,   0.7678, 0.708322
1415,   0.7678, 0.711015
1416,   0.7678, 0.708198
1417,   0.7678, 0.708896
1418,   0.7678, 0.709995
1419,   0.7678, 0.707776
1420,   0.7678, 0.713435
1421,   0.7678, 0.707289
1422,   0.7678, 0.707248
1423,   0.7678, 0.701738
1424,   0.7678, 0.705977
1425,   0.7678,  0.70931
1426,   0.7678, 0.712202
1427,   0.7678, 0.705984
1428,    0.769,  0.70689
1429,    0.769, 0.707103
1430,    0.769, 0.710782
1431,   0.7696, 0.713349
1432,   0.7696, 0.705018
1433,   0.7696, 0.715001
1434,   0.7696, 0.705176
1435,   0.7696, 0.704502
1436,   0.7696, 0.708652
1437,   0.7696, 0.708169
1438,   0.7696, 0.708103
1439,   0.7696, 0.715331
1440,   0.7696, 0.711073
1441,   0.7696, 0.714424
1442,   0.7696, 0.713566
1443,   0.7696, 0.712125
1444,   0.7696, 0.714107
1445,   0.7696,  0.70372
1446,   0.7696, 0.710505
1447,   0.7696, 0.707887
1448,   0.7698, 0.709923
1449,   0.7698, 0.710829
1450,   0.7698, 0.711262
1451,   0.7698,   0.7099
1452,   0.7698, 0.710392
1453,   0.7698, 0.706034
1454,   0.7698, 0.710534
1455,   0.7698, 0.711891
1456,   0.7698, 0.708032
1457,   0.7698, 0.712034
1458,   0.7698, 0.712301
1459,   0.7698, 0.714891
1460,   0.7698, 0.712533
1461,   0.7698, 0.706997
1462,   0.7698, 0.709123
1463,   0.7698, 0.708787
1464,   0.7698, 0.710255
1465,   0.7698, 0.712372
1466,   0.7698, 0.713486
1467,   0.7698, 0.713739
1468,   0.7698, 0.711888
1469,   0.7698, 0.710877
1470,   0.7698, 0.710105
1471,   0.7698,  0.71377
1472,   0.7698,  0.70911
1473,   0.7698, 0.710045
1474,   0.7698, 0.705923
1475,   0.7698, 0.712471
1476,   0.7698,  0.71533
1477,   0.7706, 0.714934
1478,   0.7706, 0.711265
1479,   0.7706, 0.713079
1480,   0.7706, 0.708276
1481,   0.7706, 0.711131
1482,   0.7706, 0.711483
1483,   0.7706, 0.708987
1484,   0.7706, 0.711039
1485,   0.7706, 0.713512
1486,   0.7706, 0.713021
1487,   0.7706, 0.706241
1488,   0.7706, 0.707231
1489,   0.7706, 0.710768
1490,   0.7706, 0.710803
1491,   0.7706, 0.713702
1492,   0.7706, 0.715993
1493,   0.7706,  0.71417
1494,   0.7706, 0.714733
1495,   0.7706, 0.712012
1496,   0.7706, 0.710829
1497,   0.7706, 0.710902
1498,   0.7707, 0.714926
1499,   0.7707, 0.715041
1500,   0.7707, 0.712475
1501,   0.7707, 0.709275
1502,    0.771, 0.709436
1503,    0.771, 0.710966
1504,    0.771, 0.705954
1505,    0.771, 0.709617
1506,    0.771, 0.710034
1507,    0.771, 0.712383
1508,   0.7719, 0.712399
1509,   0.7719, 0.712493
1510,   0.7721, 0.712098
1511,   0.7721, 0.709182
1512,   0.7721, 0.710313
1513,   0.7721, 0.711569
1514,   0.7721, 0.715909
1515,   0.7721,  0.71562
1516,   0.7721, 0.712353
1517,   0.7721, 0.714546
1518,   0.7721, 0.714416
1519,   0.7721, 0.711977
1520,   0.7721, 0.712799
1521,   0.7721, 0.712129
1522,   0.7721,  0.71468
1523,   0.7722, 0.711362
1524,   0.7722, 0.712248
1525,   0.7722, 0.709171
1526,   0.7724, 0.712916
1527,   0.7724, 0.718116
1528,   0.7729, 0.715625
1529,   0.7731, 0.714145
1530,   0.7731, 0.708142
1531,   0.7731,  0.71261
1532,   0.7731, 0.705651
1533,   0.7731, 0.711906
1534,   0.7731,  0.71341
1535,   0.7731, 0.711196
1536,   0.7731, 0.715442
1537,   0.7734, 0.711835
1538,   0.7734,  0.71248
1539,   0.7734, 0.714016
1540,   0.7734, 0.716023
1541,   0.7734, 0.713808
1542,   0.7734, 0.714858
1543,   0.7734, 0.715834
1544,   0.7734, 0.718264
1545,   0.7734, 0.714899
1546,   0.7734, 0.717565
1547,   0.7734, 0.711273
1548,   0.7734, 0.713323
1549,   0.7734, 0.715649
1550,   0.7734, 0.716956
1551,   0.7734, 0.714382
1552,   0.7743, 0.713234
1553,   0.7743, 0.714086
1554,   0.7743, 0.712806
1555,   0.7743, 0.718863
1556,   0.7743, 0.707946
1557,   0.7743, 0.715925
1558,   0.7743, 0.716988
1559,   0.7743, 0.710119
1560,   0.7743, 0.714907
1561,   0.7743, 0.711923
1562,   0.7743, 0.715757
1563,   0.7743, 0.713218
1564,   0.7743, 0.714195
1565,   0.7743, 0.712534
1566,   0.7743,  0.71227
1567,   0.7743, 0.712611
1568,   0.7743,  0.71442
1569,   0.7743, 0.710901
1570,   0.7743, 0.712589
1571,   0.7743, 0.716364
1572,   0.7743, 0.711102
1573,   0.7743, 0.714784
1574,   0.7743, 0.714317
1575,   0.7743, 0.712294
1576,   0.7743, 0.717014
1577,   0.7743,   0.7149
1578,   0.7743, 0.711506
1579,   0.7744, 0.714632
1580,   0.7744, 0.710443
1581,   0.7744, 0.711313
1582,   0.7744, 0.712439
1583,   0.7744, 0.712983
1584,   0.7744, 0.712928
1585,   0.7744, 0.713692
1586,   0.7744, 0.710369
1587,   0.7744, 0.715493
1588,   0.7744, 0.717929
1589,   0.7744,  0.71572
1590,   0.7744, 0.711184
1591,   0.7744, 0.713229
1592,   0.7744, 0.718028
1593,   0.7748, 0.712692
1594,   0.7748,  0.71493
1595,   0.7748, 0.715305
1596,   0.7748, 0.710529
1597,   0.7748, 0.717774
1598,   0.7748, 0.715238
1599,   0.7748, 0.712357
1600,   0.7748, 0.711062
1601,   0.7748, 0.711718
1602,   0.7748, 0.714106
1603,   0.7748, 0.714304
1604,   0.7748, 0.715403
1605,   0.7748, 0.716446
1606,   0.7748, 0.710209
1607,   0.7748, 0.718042
1608,   0.7748, 0.710518
1609,   0.7748, 0.716123
1610,   0.7748, 0.712224
1611,   0.7748,  0.71363
1612,   0.7748, 0.716099
1613,   0.7748,   0.7115
1614,   0.7748, 0.715478
1615,   0.7748, 0.717127
1616,   0.7748, 0.709109
1617,   0.7748,   0.7111
1618,   0.7748, 0.713868
1619,   0.7748, 0.712675
1620,   0.7748, 0.714689
1621,   0.7748, 0.708888
1622,   0.7748, 0.708818
1623,   0.7748, 0.713467
1624,   0.7748, 0.712355
1625,   0.7748, 0.715834
1626,   0.7748, 0.715867
1627,   0.7748, 0.712363
1628,   0.7748,  0.71362
1629,   0.7748, 0.715798
1630,   0.7748, 0.713189
1631,   0.7748, 0.712678
1632,   0.7748, 0.712265
1633,   0.7748, 0.712092
1634,   0.7748,  0.71196
1635,   0.7748, 0.714784
1636,   0.7748, 0.715553
1637,   0.7748,  0.71341
1638,   0.7748, 0.717805
1639,   0.7748, 0.721364
1640,   0.7748, 0.713097
1641,   0.7748,  0.71665
1642,   0.7748, 0.713822
1643,   0.7748, 0.712283
1644,   0.7748, 0.712554
1645,   0.7748, 0.713602
1646,   0.7757, 0.716488
1647,   0.7757, 0.715754
1648,   0.7757, 0.714387
1649,   0.7758, 0.713453
1650,   0.7764, 0.715225
1651,   0.7764, 0.710918
1652,   0.7764, 0.716443
1653,   0.7766, 0.711997
1654,   0.7766, 0.714614
1655,   0.7766, 0.709389
1656,   0.7766, 0.711106
1657,   0.7766, 0.715572
1658,   0.7766, 0.715167
1659,   0.7766, 0.716794
1660,   0.7766, 0.715238
1661,   0.7766, 0.716622
1662,   0.7766,  0.71077
1663,   0.7766, 0.713455
1664,   0.7766,  0.71386
1665,   0.7766, 0.715643
1666,   0.7766, 0.710434
1667,   0.7766, 0.711408
1668,   0.7785, 0.716405
1669,   0.7785, 0.718648
1670,   0.7806, 0.720489
1671,   0.7834, 0.717415
1672,   0.7834, 0.719847
1673,   0.7834, 0.723755
1674,   0.7834, 0.724711
1675,   0.7834, 0.722041
1676,   0.7834, 0.723221
1677,   0.7834, 0.719589
1678,   0.7834, 0.724299
1679,   0.7834, 0.720946
1680,   0.7836, 0.727378
1681,   0.7836, 0.724536
1682,   0.7836, 0.723734
1683,   0.7836, 0.726493
1684,   0.7836, 0.724048
1685,   0.7836, 0.724608
1686,   0.7836, 0.721501
1687,   0.7848, 0.723014
1688,   0.7848, 0.724479
1689,   0.7859, 0.730477
1690,   0.7875, 0.723013
1691,   0.7875, 0.725614
1692,   0.7877, 0.721873
1693,   0.7877, 0.729626
1694,   0.7877, 0.732512
1695,   0.7892, 0.727296
1696,   0.7892, 0.726989
1697,   0.7899, 0.727035
1698,   0.7907, 0.729421
1699,   0.7907, 0.725768
1700,   0.7907, 0.728141
1701,   0.7913, 0.735102
1702,   0.7913, 0.728866
1703,   0.7919, 0.734382
1704,   0.7919, 0.730493
1705,   0.7919, 0.735004
1706,   0.7919, 0.730389
1707,   0.7919, 0.735438
1708,   0.7923, 0.734374
1709,   0.7923, 0.728449
1710,   0.7936, 0.727687
1711,   0.7936, 0.727482
1712,   0.7936, 0.732352
1713,   0.7938, 0.730052
1714,   0.7945, 0.733451
1715,   0.7956,  0.73094
1716,   0.7956, 0.728218
1717,   0.7956, 0.732019
1718,   0.7961, 0.736243
1719,   0.7961, 0.735524
1720,   0.7961, 0.736531
1721,   0.7961, 0.736893
1722,   0.7961, 0.737437
1723,   0.7961, 0.731956
1724,   0.7961, 0.732091
1725,   0.7961, 0.736611
1726,   0.7965, 0.733207
1727,   0.7965, 0.730133
1728,   0.7971, 0.736673
1729,   0.7971, 0.735037
1730,   0.7971, 0.735654
1731,   0.7971, 0.738469
1732,   0.7971, 0.737735
1733,   0.7976, 0.733589
1734,   0.7976, 0.732871
1735,   0.7976, 0.734205
1736,   0.7976, 0.734708
1737,   0.7976, 0.734139
1738,   0.7983, 0.734254
1739,   0.7983, 0.736413
1740,   0.7983,  0.73448
1741,   0.7983, 0.733392
1742,   0.7983, 0.734583
1743,   0.7992, 0.739198
1744,   0.7992, 0.737699
1745,   0.8004, 0.738716
1746,   0.8004, 0.739239
1747,   0.8026, 0.735078
1748,   0.8026, 0.733484
1749,   0.8026, 0.737835
1750,   0.8026, 0.742181
1751,   0.8026, 0.737087
1752,   0.8026, 0.738177
1753,   0.8026,  0.73771
1754,   0.8026, 0.735735
1755,   0.8026, 0.737988
1756,   0.8026, 0.731039
1757,   0.8026, 0.738847
1758,   0.8026, 0.737031
1759,   0.8026, 0.737257
1760,   0.8026, 0.737231
1761,   0.8026, 0.739491
1762,   0.8057, 0.736832
1763,   0.8057,  0.73794
1764,   0.8057, 0.741454
1765,   0.8067,  0.74155
1766,   0.8067, 0.740699
1767,   0.8067, 0.739972
1768,   0.8067, 0.741711
1769,   0.8067, 0.738535
1770,   0.8067, 0.739238
1771,   0.8067, 0.738619
1772,   0.8067, 0.734782
1773,   0.8067, 0.741193
1774,   0.8067, 0.737744
1775,   0.8067, 0.743503
1776,   0.8067, 0.739119
1777,    0.807, 0.740544
1778,    0.807, 0.737836
1779,   0.8087, 0.741269
1780,   0.8087, 0.744105
1781,    0.809, 0.745469
1782,   0.8095, 0.746927
1783,   0.8095, 0.749496
1784,   0.8095, 0.744305
1785,   0.8095, 0.747374
1786,   0.8095, 0.740733
1787,   0.8095, 0.746309
1788,   0.8095, 0.740737
1789,   0.8097,  0.74184
1790,   0.8097, 0.744656
1791,     0.81, 0.739108
1792,     0.81, 0.746421
1793,     0.81,  0.75051
1794,     0.81, 0.745652
1795,     0.81, 0.743097
1796,     0.81, 0.745687
1797,     0.81, 0.744306
1798,     0.81, 0.745179
1799,   0.8112,  0.74196
1800,   0.8112, 0.740583
1801,   0.8112, 0.749754
1802,   0.8112, 0.748684
1803,   0.8112, 0.750331
1804,   0.8112, 0.751526
1805,   0.8112, 0.750413
1806,   0.8115, 0.743361
1807,   0.8115, 0.746934
1808,   0.8115, 0.751023
1809,   0.8119, 0.750627
1810,   0.8119, 0.748338
1811,   0.8119,  0.74705
1812,   0.8119, 0.751482
1813,   0.8123, 0.750721
1814,   0.8123, 0.745675
1815,   0.8126, 0.741731
1816,   0.8126, 0.747295
1817,   0.8127, 0.747321
1818,   0.8127, 0.750074
1819,   0.8127, 0.748162
1820,   0.8127, 0.746571
1821,   0.8127, 0.741602
1822,   0.8127, 0.749276
1823,   0.8127, 0.741597
1824,   0.8127, 0.748094
1825,   0.8127, 0.746537
1826,   0.8127, 0.750757
1827,   0.8127, 0.746531
1828,   0.8127, 0.747542
1829,   0.8127, 0.746855
1830,   0.8133, 0.746939
1831,   0.8133,  0.74711
1832,   0.8133, 0.748642
1833,   0.8133, 0.745069
1834,   0.8133, 0.746624
1835,   0.8133, 0.750711
1836,   0.8133, 0.749489
1837,   0.8133, 0.750384
1838,   0.8133, 0.748638
1839,   0.8133, 0.748829
1840,   0.8133, 0.745046
1841,   0.8133, 0.747336
1842,   0.8138, 0.750235
1843,   0.8138, 0.750008
1844,   0.8138, 0.745449
1845,   0.8138,  0.75074
1846,   0.8138, 0.749703
1847,   0.8138, 0.749089
1848,   0.8138, 0.749584
1849,   0.8143, 0.751473
1850,   0.8143, 0.753109
1851,   0.8143, 0.745854
1852,   0.8143, 0.750605
1853,   0.8143, 0.744655
1854,   0.8148, 0.746559
1855,   0.8148, 0.746422
1856,   0.8148, 0.744884
1857,   0.8148, 0.748267
1858,   0.8148, 0.746702
1859,   0.8148, 0.749756
1860,   0.8148, 0.753278
1861,   0.8148, 0.752025
1862,   0.8148, 0.749061
1863,   0.8148, 0.751607
1864,   0.8148, 0.747521
1865,   0.8148, 0.747431
1866,   0.8148,  0.74934
1867,   0.8148, 0.748731
1868,   0.8148, 0.747988
1869,   0.8148, 0.747297
1870,   0.8157,  0.75259
1871,   0.8157, 0.755761
1872,   0.8165, 0.753351
1873,   0.8165, 0.753062
1874,   0.8167, 0.753764
1875,   0.8167, 0.754273
1876,   0.8167, 0.749526
1877,   0.8167, 0.752416
1878,   0.8167, 0.747905
1879,   0.8167,  0.74631
1880,   0.8167, 0.745712
1881,   0.8167, 0.754292
1882,   0.8167, 0.751807
1883,   0.8178,  0.75632
1884,   0.8178, 0.751415
1885,   0.8178, 0.752556
1886,   0.8178, 0.752985
1887,   0.8178,  0.75725
1888,   0.8178, 0.752739
1889,   0.8178, 0.747762
1890,   0.8178, 0.756625
1891,   0.8178, 0.748499
1892,   0.8178, 0.749901
1893,   0.8178,  0.75202
1894,   0.8178, 0.749368
1895,   0.8178, 0.755973
1896,   0.8178, 0.750155
1897,   0.8178, 0.754308
1898,   0.8178, 0.754377
1899,   0.8178, 0.754049
1900,   0.8178, 0.754538
1901,   0.8178, 0.753448
1902,   0.8178, 0.749874
1903,   0.8178, 0.749092
1904,   0.8178,  0.75544
1905,   0.8178, 0.752907
1906,   0.8178, 0.752611
1907,   0.8178, 0.747712
1908,   0.8178, 0.755216
1909,   0.8178, 0.750843
1910,   0.8178, 0.750781
1911,   0.8178,  0.74981
1912,   0.8178, 0.755349
1913,   0.8178, 0.753093
1914,   0.8178, 0.748527
1915,   0.8178, 0.752373
1916,   0.8178, 0.752542
1917,   0.8178, 0.749223
1918,   0.8178, 0.753585
1919,   0.8178, 0.752761
1920,   0.8178, 0.751984
1921,   0.8178, 0.749379
1922,   0.8178, 0.747712
1923,   0.8178, 0.750812
1924,   0.8178, 0.754866
1925,   0.8178, 0.755155
1926,   0.8178,  0.75433
1927,   0.8178, 0.754229
1928,   0.8178, 0.749038
1929,   0.8178, 0.752661
1930,   0.8178, 0.753365
1931,   0.8178, 0.751291
1932,   0.8178, 0.744802
1933,   0.8178, 0.757834
1934,   0.8178, 0.752994
1935,   0.8178, 0.748603
1936,   0.8178,  0.75201
1937,   0.8178, 0.750609
1938,   0.8178, 0.750823
1939,   0.8178, 0.755985
1940,   0.8178, 0.748402
1941,   0.8178, 0.748753
1942,    0.818, 0.755598
1943,    0.818,  0.75173
1944,    0.818, 0.749933
1945,    0.818, 0.750844
1946,    0.818, 0.754959
1947,    0.818, 0.752874
1948,    0.818, 0.756013
1949,   0.8189, 0.758619
1950,   0.8189, 0.753196
1951,   0.8189, 0.753386
1952,   0.8189, 0.756461
1953,   0.8189, 0.749545
1954,   0.8189, 0.750869
1955,   0.8189, 0.751547
1956,   0.8189,  0.75256
1957,   0.8189, 0.751333
1958,   0.8189, 0.754211
1959,   0.8189, 0.755641
1960,   0.8189, 0.754956
1961,   0.8189, 0.750607
1962,   0.8189, 0.757357
1963,   0.8189, 0.749609
1964,   0.8199, 0.755555
1965,   0.8199, 0.754062
1966,   0.8199, 0.755215
1967,   0.8199, 0.753986
1968,   0.8199, 0.751508
1969,   0.8199, 0.753662
1970,   0.8199, 0.751299
1971,   0.8199, 0.752914
1972,   0.8199, 0.755755
1973,   0.8199, 0.747435
1974,   0.8199, 0.750777
1975,   0.8199, 0.749003
1976,   0.8199, 0.753463
1977,   0.8199, 0.753919
1978,   0.8199, 0.754549
1979,   0.8199, 0.748675
1980,   0.8199, 0.750979
1981,   0.8199,  0.75111
1982,   0.8199, 0.753086
1983,   0.8199, 0.752739
1984,   0.8206, 0.753082
1985,   0.8206, 0.754766
1986,   0.8206, 0.755542
1987,   0.8206, 0.755586
1988,   0.8206, 0.756997
1989,   0.8206, 0.751571
1990,   0.8206, 0.754163
1991,   0.8206,  0.75712
1992,   0.8206,  0.75617
1993,   0.8206, 0.753926
1994,   0.8206, 0.753071
1995,   0.8206, 0.752284
1996,   0.8206, 0.759387
1997,   0.8206, 0.755163
1998,   0.8206, 0.753659
1999,   0.8206, 0.749972
2000,   0.8208, 0.750984
2001,   0.8208, 0.750208
2002,   0.8208, 0.745822
2003,   0.8208, 0.751754
2004,   0.8208, 0.751827
2005,   0.8208, 0.751617
2006,   0.8208, 0.755808
2007,   0.8208, 0.753144
2008,   0.8208, 0.750491
2009,   0.8208, 0.753662
2010,   0.8208, 0.755418
2011,   0.8208, 0.756595
2012,   0.8208, 0.754647
2013,   0.8208,  0.74862
2014,   0.8208, 0.753404
2015,   0.8208, 0.751033
2016,   0.8208, 0.755444
2017,   0.8208, 0.753963
2018,   0.8208, 0.754606
2019,   0.8208, 0.753565
2020,   0.8208, 0.755907
2021,   0.8208, 0.753542
2022,   0.8208, 0.759046
2023,   0.8208,  0.75487
2024,   0.8208, 0.751247
2025,   0.8208, 0.755283
2026,   0.8208, 0.750771
2027,   0.8208, 0.751241
2028,   0.8221, 0.748425
2029,   0.8221, 0.754346
2030,   0.8222, 0.749772
2031,   0.8222, 0.758033
2032,   0.8222, 0.761408
2033,   0.8222, 0.759817
2034,   0.8222, 0.757451
2035,   0.8225, 0.753914
2036,   0.8225, 0.745487
2037,   0.8233, 0.750251
2038,   0.8233, 0.748716
2039,   0.8233, 0.750438
2040,   0.8233, 0.755425
2041,   0.8233, 0.749816
2042,   0.8233, 0.754603
