gen, tournament_binary_onepoint_best, tournament_binary_onepoint_ave
2043,   0.8234, 0.749784
2044,   0.8234, 0.750087
2045,   0.8234, 0.746352
2046,   0.8234, 0.751273
2047,   0.8234, 0.755146
2048,   0.8234, 0.754074
2049,   0.8234, 0.756434
2050,   0.8234, 0.757437
2051,   0.8234, 0.755524
2052,   0.8234, 0.753987
2053,   0.8234, 0.756324
2054,   0.8234, 0.756084
2055,   0.8234, 0.758758
2056,   0.8234, 0.751588
2057,   0.8234,  0.75425
2058,   0.8234, 0.753544
2059,   0.8234, 0.758657
2060,   0.8234, 0.752668
2061,   0.8234, 0.756272
2062,   0.8234, 0.756019
2063,   0.8234, 0.754793
2064,   0.8234, 0.755541
2065,   0.8234, 0.752706
2066,   0.8234, 0.751314
2067,   0.8234, 0.750623
2068,   0.8234, 0.755799
2069,   0.8242, 0.757216
2070,   0.8242, 0.754689
2071,   0.8242, 0.753699
2072,   0.8245, 0.754287
2073,   0.8245, 0.752698
2074,   0.8245, 0.751457
2075,   0.8245, 0.754272
2076,   0.8245, 0.754754
2077,   0.8245, 0.752837
2078,   0.8245, 0.754139
2079,   0.8245, 0.756324
2080,   0.8245,  0.75561
2081,   0.8245, 0.753325
2082,   0.8245, 0.754239
2083,   0.8245,  0.75345
2084,   0.8245, 0.756361
2085,   0.8245, 0.753565
2086,   0.8245, 0.757896
2087,   0.8245, 0.759534
2088,   0.8245, 0.755892
2089,   0.8245, 0.755916
2090,   0.8248, 0.754776
2091,   0.8248,  0.75304
2092,   0.8248, 0.751499
2093,   0.8248, 0.753223
2094,   0.8248, 0.753047
2095,   0.8248, 0.756958
2096,   0.8256, 0.758403
2097,   0.8256, 0.753865
2098,   0.8256, 0.754313
2099,   0.8256, 0.758626
2100,   0.8256, 0.756997
2101,   0.8256, 0.759531
2102,   0.8256, 0.757037
2103,   0.8256, 0.754049
2104,   0.8256, 0.753035
2105,   0.8264, 0.755461
2106,   0.8264, 0.754904
2107,   0.8264, 0.757666
2108,   0.8264, 0.752123
2109,   0.8264, 0.752285
2110,   0.8264, 0.752471
2111,   0.8264, 0.748648
2112,   0.8264, 0.751383
2113,   0.8264, 0.751355
2114,   0.8264, 0.755403
2115,   0.8264, 0.756715
2116,   0.8264, 0.758566
2117,   0.8264, 0.753861
2118,   0.8264,  0.75336
2119,   0.8264, 0.756486
2120,   0.8264, 0.754795
2121,   0.8264, 0.760313
2122,   0.8264, 0.749539
2123,   0.8264, 0.757061
2124,   0.8264, 0.752017
2125,   0.8264, 0.757766
2126,   0.8267, 0.754755
2127,   0.8267, 0.758888
2128,   0.8267, 0.756178
2129,   0.8267, 0.757089
2130,   0.8267, 0.755988
2131,   0.8267, 0.760266
2132,   0.8267, 0.755759
2133,   0.8267, 0.755617
2134,   0.8267, 0.754978
2135,   0.8267, 0.759473
2136,   0.8267, 0.759367
2137,   0.8267, 0.752151
2138,   0.8267, 0.756455
2139,   0.8267, 0.752527
2140,   0.8267, 0.758211
2141,   0.8267, 0.758698
2142,   0.8267, 0.759233
2143,   0.8267, 0.754423
2144,   0.8267,  0.76201
2145,   0.8267,  0.76228
2146,   0.8267, 0.756535
2147,   0.8267, 0.760751
2148,   0.8267, 0.756614
2149,   0.8267, 0.757253
2150,   0.8267, 0.754712
2151,   0.8267, 0.753321
2152,   0.8267, 0.758583
2153,   0.8267, 0.753022
2154,   0.8267,  0.76234
2155,   0.8267, 0.757397
2156,   0.8267, 0.757216
2157,   0.8267, 0.755996
2158,   0.8267, 0.751364
2159,   0.8267, 0.752381
2160,   0.8267, 0.755535
2161,   0.8267, 0.758335
2162,   0.8267, 0.757164
2163,   0.8267, 0.751161
2164,   0.8267, 0.754677
2165,   0.8272,  0.75786
2166,   0.8272,  0.75958
2167,   0.8272, 0.758043
2168,   0.8272, 0.758863
2169,   0.8272, 0.759148
2170,   0.8272, 0.762291
2171,   0.8272, 0.754302
2172,   0.8272, 0.749508
2173,   0.8272, 0.754437
2174,   0.8272, 0.762162
2175,   0.8272, 0.762119
2176,   0.8272, 0.753184
2177,   0.8272, 0.755231
2178,   0.8272, 0.759045
2179,   0.8272, 0.761243
2180,   0.8272, 0.754595
2181,   0.8272, 0.758548
2182,   0.8272, 0.755691
2183,   0.8272, 0.754363
2184,   0.8272, 0.761716
2185,   0.8272, 0.757058
2186,   0.8272, 0.758044
2187,   0.8272, 0.751764
2188,   0.8272, 0.756885
2189,   0.8272,  0.75728
2190,   0.8272, 0.754417
2191,   0.8272, 0.755855
2192,   0.8272, 0.749953
2193,   0.8272, 0.756525
2194,   0.8272, 0.756536
2195,   0.8272, 0.758301
2196,   0.8272, 0.753218
2197,   0.8272, 0.756962
2198,   0.8272, 0.755187
2199,   0.8272, 0.756929
2200,   0.8272, 0.756676
2201,   0.8272, 0.756993
2202,   0.8272,  0.75773
2203,   0.8272, 0.755118
2204,   0.8272, 0.760971
2205,   0.8272, 0.756511
2206,   0.8272, 0.752608
2207,   0.8272, 0.755504
2208,   0.8272, 0.758039
2209,   0.8272, 0.760423
2210,   0.8272, 0.752852
2211,   0.8272, 0.759308
2212,   0.8272, 0.756452
2213,   0.8272, 0.753802
2214,   0.8272, 0.754228
2215,   0.8272,  0.75663
2216,   0.8272, 0.757702
2217,   0.8272, 0.755166
2218,   0.8272, 0.759726
2219,   0.8272,   0.7583
2220,   0.8272, 0.759987
2221,   0.8272, 0.756111
2222,   0.8272,  0.75381
2223,   0.8273, 0.758224
2224,   0.8273, 0.757211
2225,   0.8273, 0.753416
2226,   0.8273, 0.754164
2227,   0.8273, 0.755907
2228,   0.8273, 0.757022
2229,   0.8275,    0.762
2230,   0.8275, 0.761888
2231,   0.8275,  0.75461
2232,   0.8275, 0.757765
2233,   0.8275, 0.758881
2234,   0.8275,  0.75814
2235,   0.8275, 0.754787
2236,   0.8275, 0.755058
2237,   0.8275, 0.754339
2238,   0.8275, 0.755589
2239,   0.8275, 0.750855
2240,   0.8275, 0.755983
2241,   0.8275, 0.760617
2242,   0.8275, 0.761621
2243,   0.8275, 0.761877
2244,   0.8275, 0.753398
2245,   0.8275, 0.756289
2246,   0.8275, 0.758554
2247,   0.8275, 0.758981
2248,   0.8275, 0.758581
2249,   0.8275, 0.759825
2250,   0.8275, 0.757145
2251,   0.8275, 0.760165
2252,   0.8275, 0.759266
2253,   0.8275, 0.756681
2254,   0.8275, 0.756186
2255,   0.8275, 0.757555
2256,   0.8275, 0.756851
2257,   0.8275, 0.757492
2258,   0.8275,  0.75879
2259,   0.8275,  0.75766
2260,   0.8275,  0.75852
2261,   0.8275, 0.760734
2262,   0.8275, 0.761858
2263,   0.8275, 0.760839
2264,   0.8275, 0.757208
2265,   0.8275, 0.756233
2266,   0.8275,  0.75662
2267,   0.8275, 0.751021
2268,   0.8275, 0.755681
2269,   0.8275, 0.758187
2270,   0.8275, 0.755247
2271,   0.8275, 0.757108
2272,   0.8275,  0.75653
2273,   0.8275, 0.753715
2274,   0.8275,  0.75335
2275,   0.8275, 0.758196
2276,   0.8275, 0.759184
2277,   0.8275, 0.763648
2278,   0.8275, 0.757494
2279,   0.8275, 0.757921
2280,   0.8275, 0.756918
2281,   0.8275,  0.75818
2282,   0.8275, 0.756489
2283,   0.8275, 0.754098
2284,   0.8275, 0.758691
2285,   0.8275, 0.754017
2286,   0.8275, 0.753326
2287,   0.8275, 0.754938
2288,   0.8275, 0.755692
2289,   0.8275, 0.760522
2290,   0.8275, 0.755063
2291,   0.8275, 0.755912
2292,   0.8275, 0.750807
2293,   0.8275, 0.754201
2294,   0.8275, 0.753262
2295,   0.8275, 0.755091
2296,   0.8275, 0.754887
2297,   0.8278,   0.7476
2298,   0.8278, 0.757852
2299,   0.8278, 0.755303
2300,   0.8278, 0.754133
2301,   0.8278, 0.758343
2302,   0.8278, 0.751925
2303,   0.8278, 0.755786
2304,   0.8278, 0.753338
2305,   0.8278, 0.753583
2306,   0.8278, 0.755378
2307,   0.8278, 0.750903
2308,   0.8278, 0.755501
2309,   0.8278, 0.756114
2310,   0.8278, 0.759338
2311,   0.8278, 0.753756
2312,   0.8278, 0.756685
2313,   0.8278, 0.754598
2314,   0.8278, 0.754884
2315,   0.8278, 0.756016
2316,   0.8278, 0.756519
2317,   0.8278, 0.757785
2318,   0.8278, 0.758042
2319,   0.8278, 0.757143
2320,   0.8278, 0.755177
2321,   0.8278,  0.75034
2322,   0.8278, 0.751928
2323,   0.8278, 0.753957
2324,   0.8278, 0.758012
2325,   0.8278,  0.75552
2326,   0.8278, 0.759163
2327,   0.8278, 0.757447
2328,   0.8278, 0.754846
2329,   0.8278,  0.75593
2330,   0.8278, 0.754618
2331,   0.8278, 0.757047
2332,   0.8278, 0.755964
2333,   0.8278, 0.751323
2334,   0.8278, 0.752605
2335,   0.8278, 0.758277
2336,   0.8278, 0.758934
2337,   0.8278, 0.758875
2338,   0.8278, 0.762828
2339,   0.8278, 0.757742
2340,   0.8278, 0.762892
2341,   0.8278, 0.758217
2342,   0.8278, 0.758875
2343,   0.8278, 0.753403
2344,   0.8278, 0.757963
2345,   0.8278, 0.758557
2346,   0.8278, 0.758475
2347,   0.8278,  0.75898
2348,   0.8278, 0.757813
2349,   0.8278, 0.755688
2350,   0.8278, 0.752491
2351,   0.8278, 0.751873
2352,   0.8278, 0.751941
2353,   0.8278, 0.755151
2354,   0.8278, 0.763748
2355,   0.8278, 0.760549
2356,   0.8278, 0.763275
2357,   0.8278, 0.762501
2358,   0.8278,   0.7591
2359,   0.8278,  0.75751
2360,   0.8278, 0.752945
2361,   0.8278,  0.75451
2362,   0.8278, 0.753919
2363,   0.8278, 0.756289
2364,   0.8278, 0.758078
2365,   0.8278, 0.759757
2366,   0.8278, 0.756151
2367,   0.8278, 0.755358
2368,   0.8278, 0.757529
2369,   0.8278, 0.754453
2370,   0.8278, 0.760239
2371,   0.8278,  0.75382
2372,   0.8278, 0.753547
2373,   0.8278,  0.75395
2374,   0.8278, 0.759761
2375,   0.8278, 0.755359
2376,   0.8278, 0.755111
2377,   0.8278, 0.753024
2378,   0.8278, 0.753919
2379,   0.8278, 0.753141
2380,   0.8278, 0.759176
2381,   0.8278, 0.755491
2382,   0.8278, 0.758915
2383,   0.8278, 0.756341
2384,   0.8278, 0.753712
2385,   0.8278, 0.755775
2386,   0.8278, 0.757064
2387,   0.8278, 0.754375
2388,   0.8278, 0.756045
2389,   0.8286, 0.753824
2390,   0.8286, 0.756225
2391,   0.8286, 0.755355
2392,   0.8286, 0.755097
2393,   0.8286,   0.7615
2394,   0.8286, 0.760026
2395,   0.8286, 0.753714
2396,   0.8286, 0.757487
2397,   0.8286, 0.752648
2398,   0.8286, 0.752003
2399,   0.8286, 0.756322
2400,   0.8286, 0.755107
2401,   0.8286, 0.751658
2402,   0.8286, 0.763574
2403,   0.8286, 0.757039
2404,   0.8286, 0.760624
2405,   0.8286, 0.757213
2406,   0.8286, 0.753437
2407,   0.8286, 0.759129
2408,   0.8286, 0.751303
2409,   0.8286, 0.752545
2410,   0.8286, 0.756614
2411,   0.8286, 0.757527
2412,   0.8286, 0.756325
2413,   0.8286, 0.760108
2414,   0.8286, 0.761978
2415,   0.8286, 0.760928
2416,   0.8286, 0.759697
2417,   0.8286, 0.756042
2418,   0.8286,   0.7612
2419,   0.8286, 0.758342
2420,   0.8286, 0.756448
2421,   0.8286, 0.752147
2422,   0.8286, 0.757583
2423,   0.8286, 0.756586
2424,   0.8286, 0.761198
2425,   0.8286, 0.755257
2426,   0.8286, 0.755513
2427,   0.8286, 0.753779
2428,   0.8286, 0.757332
2429,   0.8286, 0.751709
2430,   0.8286, 0.754264
2431,   0.8286, 0.756006
2432,   0.8286,  0.75562
2433,   0.8286, 0.759654
2434,   0.8286, 0.760295
2435,   0.8286, 0.755774
2436,   0.8286, 0.752786
2437,   0.8286, 0.763952
2438,   0.8286, 0.764384
2439,   0.8286,  0.76261
2440,   0.8286,  0.75369
2441,   0.8286, 0.748955
2442,   0.8286, 0.757294
2443,   0.8286, 0.758901
2444,   0.8286, 0.748254
2445,   0.8286, 0.759905
2446,   0.8286, 0.757526
2447,   0.8286, 0.753195
2448,   0.8286, 0.758894
2449,   0.8286,  0.75646
2450,   0.8286, 0.756001
2451,   0.8286, 0.755845
2452,   0.8286,  0.74926
2453,   0.8286, 0.756606
2454,   0.8286, 0.755329
2455,   0.8286, 0.758929
2456,   0.8286, 0.756686
2457,   0.8286, 0.754777
2458,   0.8286, 0.749368
2459,   0.8286, 0.747252
2460,   0.8286, 0.755147
2461,   0.8286, 0.748196
2462,   0.8286, 0.755947
2463,   0.8286, 0.752576
2464,   0.8286, 0.754602
2465,   0.8286, 0.755978
2466,   0.8286,  0.75476
2467,   0.8286, 0.757406
2468,   0.8286, 0.756552
2469,   0.8286, 0.749191
2470,   0.8286, 0.749941
2471,   0.8286, 0.754077
2472,   0.8286, 0.760185
2473,   0.8286, 0.751929
2474,   0.8286, 0.754359
2475,   0.8286, 0.754949
2476,   0.8286, 0.756185
2477,   0.8286, 0.758324
2478,   0.8286, 0.754754
2479,   0.8286, 0.757124
2480,   0.8286,  0.75442
2481,   0.8286, 0.752134
2482,   0.8286,  0.75234
2483,   0.8286, 0.757746
2484,   0.8287, 0.757352
2485,   0.8287,  0.75308
2486,   0.8287, 0.757317
2487,   0.8287, 0.759978
2488,   0.8287,  0.75666
2489,   0.8287, 0.761598
2490,   0.8287, 0.758285
2491,    0.829,  0.75814
2492,    0.829, 0.759695
2493,    0.829, 0.749322
2494,    0.829, 0.755171
2495,    0.829, 0.757115
2496,    0.829, 0.754272
2497,    0.829, 0.761214
2498,    0.829, 0.761782
2499,    0.829, 0.760226
2500,    0.829, 0.758689
2501,    0.829, 0.762269
2502,    0.829, 0.758818
2503,    0.829, 0.757857
2504,    0.829, 0.750535
2505,    0.829, 0.761282
2506,    0.829, 0.751512
2507,    0.829,  0.75303
2508,   0.8298, 0.760182
2509,   0.8298, 0.753781
2510,   0.8298, 0.759463
2511,   0.8298, 0.753367
2512,   0.8298,   0.7559
2513,   0.8298, 0.755607
2514,   0.8298, 0.757063
2515,   0.8298, 0.753143
2516,   0.8298, 0.758771
2517,   0.8298, 0.757994
2518,   0.8298, 0.756462
2519,   0.8298, 0.746639
2520,   0.8298, 0.758295
2521,   0.8298, 0.761857
2522,   0.8298, 0.754755
2523,   0.8298, 0.755867
2524,   0.8298, 0.757086
2525,   0.8298, 0.751703
2526,   0.8298,  0.75901
2527,   0.8298, 0.749153
2528,   0.8298, 0.760395
2529,   0.8298, 0.758046
2530,   0.8298, 0.754407
2531,   0.8298, 0.759206
2532,   0.8298, 0.759138
2533,   0.8298,  0.75537
2534,   0.8298, 0.754992
2535,   0.8298, 0.755262
2536,   0.8298, 0.760268
2537,   0.8298, 0.753372
2538,   0.8298, 0.754217
2539,   0.8298, 0.749813
2540,   0.8298, 0.755026
2541,   0.8298, 0.757736
2542,   0.8298, 0.754808
2543,   0.8298, 0.761213
2544,   0.8298, 0.757798
2545,   0.8302, 0.753092
2546,   0.8302, 0.757896
2547,   0.8302, 0.754077
2548,   0.8302, 0.752515
2549,   0.8302,  0.75523
2550,   0.8302, 0.753628
2551,   0.8302, 0.763727
2552,   0.8302, 0.757538
2553,   0.8302,  0.75699
2554,   0.8302, 0.752705
2555,   0.8302, 0.757556
2556,   0.8302, 0.752252
2557,   0.8302, 0.758638
2558,   0.8304, 0.759599
2559,   0.8304, 0.756131
2560,   0.8304, 0.755278
2561,   0.8304, 0.755579
2562,   0.8304, 0.756484
2563,   0.8304, 0.756228
2564,   0.8304, 0.755788
2565,   0.8306, 0.762189
2566,   0.8306, 0.761969
2567,   0.8306, 0.759478
2568,   0.8306, 0.756021
2569,   0.8306, 0.762079
2570,   0.8306, 0.758305
2571,   0.8306, 0.757302
2572,   0.8306, 0.758285
2573,   0.8306, 0.755023
2574,   0.8306, 0.756128
2575,   0.8306, 0.750297
2576,   0.8306, 0.754952
2577,   0.8306, 0.752021
2578,   0.8306, 0.757783
2579,   0.8308, 0.753368
2580,   0.8308, 0.753417
2581,   0.8308, 0.756561
2582,   0.8309, 0.752109
2583,   0.8309,  0.76016
2584,   0.8309, 0.758471
2585,   0.8309, 0.756607
2586,   0.8309, 0.755547
2587,    0.831, 0.757823
2588,    0.831, 0.760754
2589,    0.831, 0.756957
2590,    0.831, 0.760314
2591,    0.831, 0.758364
2592,    0.831, 0.759579
2593,    0.831, 0.758044
2594,    0.831, 0.755245
2595,    0.831, 0.758296
2596,    0.831, 0.757191
2597,    0.831, 0.753754
2598,    0.831, 0.757489
2599,    0.831, 0.753058
2600,    0.831, 0.756025
2601,    0.831,  0.76366
2602,    0.831, 0.761379
2603,    0.831, 0.763928
2604,    0.831, 0.756993
2605,    0.831, 0.761988
2606,    0.831, 0.757697
2607,    0.831, 0.755274
2608,    0.831, 0.755999
2609,    0.831, 0.764094
2610,    0.831, 0.755588
2611,    0.831, 0.752057
2612,    0.831, 0.754979
2613,    0.831, 0.754676
2614,    0.831, 0.754159
2615,    0.831,  0.75318
2616,    0.831, 0.754495
2617,    0.831, 0.764239
2618,    0.831, 0.753561
2619,    0.831, 0.761179
2620,    0.831, 0.757945
2621,    0.831, 0.752941
2622,    0.831, 0.762291
2623,    0.831,  0.75776
2624,    0.831,  0.75584
2625,    0.831,  0.75942
2626,    0.831, 0.758216
2627,    0.831, 0.756335
2628,    0.831,  0.76119
2629,    0.831, 0.757469
2630,    0.831, 0.756982
2631,    0.831, 0.759624
2632,    0.831, 0.757554
2633,    0.831, 0.754857
2634,    0.831, 0.759852
2635,    0.831, 0.757096
2636,    0.831, 0.754229
2637,    0.831, 0.757677
2638,    0.831, 0.753037
2639,    0.831, 0.755109
2640,    0.831, 0.759737
2641,    0.831, 0.761683
2642,    0.831, 0.760378
2643,    0.831, 0.756239
2644,    0.831, 0.754716
2645,    0.831, 0.760622
2646,    0.831, 0.753958
2647,    0.831, 0.756548
2648,    0.831, 0.751663
2649,    0.831, 0.760357
2650,    0.831,  0.76072
2651,    0.831, 0.756669
2652,   0.8313, 0.754946
2653,   0.8313, 0.767438
2654,   0.8313, 0.756918
2655,   0.8313, 0.756266
2656,   0.8313, 0.757008
2657,   0.8313, 0.757805
2658,   0.8313,  0.76217
2659,   0.8313,  0.75862
2660,   0.8313, 0.748672
2661,   0.8313, 0.754314
2662,   0.8313, 0.761486
2663,   0.8315, 0.752237
2664,   0.8315, 0.758347
2665,   0.8315, 0.758295
2666,   0.8315, 0.758753
2667,   0.8318, 0.753851
2668,    0.832, 0.755776
2669,    0.832, 0.757725
2670,    0.832, 0.757765
2671,   0.8331, 0.756697
2672,   0.8331, 0.760886
2673,   0.8331, 0.760133
2674,   0.8331, 0.759974
2675,   0.8331, 0.760302
2676,   0.8331, 0.756097
2677,   0.8331, 0.762434
2678,   0.8331, 0.758389
2679,   0.8335, 0.759363
2680,   0.8335, 0.761624
2681,   0.8335, 0.761856
2682,   0.8335, 0.761936
2683,   0.8335, 0.759714
2684,   0.8335, 0.758277
2685,   0.8335, 0.757852
2686,   0.8335, 0.761213
2687,   0.8335, 0.756074
2688,   0.8335,  0.76115
2689,   0.8335, 0.754571
2690,   0.8335, 0.758353
2691,   0.8335, 0.765543
2692,   0.8335, 0.760623
2693,   0.8335, 0.761425
2694,   0.8335, 0.762725
2695,   0.8335, 0.761181
2696,   0.8335, 0.759933
2697,   0.8335,  0.75383
2698,   0.8335, 0.751648
2699,   0.8335, 0.753461
2700,   0.8335, 0.755287
2701,   0.8335,  0.76035
2702,   0.8343, 0.757328
2703,   0.8343, 0.756951
2704,   0.8343, 0.760723
2705,   0.8343, 0.760423
2706,   0.8343, 0.757719
2707,   0.8343, 0.755962
2708,   0.8343, 0.759356
2709,   0.8343, 0.766217
2710,   0.8343, 0.760352
2711,   0.8343, 0.755008
2712,   0.8343, 0.755884
2713,   0.8343, 0.758033
2714,   0.8343, 0.755337
2715,   0.8343, 0.761155
2716,   0.8343, 0.761003
2717,   0.8343, 0.755527
2718,   0.8343, 0.759758
2719,   0.8343, 0.756103
2720,   0.8343, 0.758321
2721,   0.8343, 0.761542
2722,   0.8343, 0.761587
2723,   0.8343, 0.753115
2724,   0.8343, 0.763798
2725,   0.8343, 0.756977
2726,   0.8343, 0.765859
2727,   0.8343, 0.759695
2728,   0.8343, 0.762625
2729,   0.8343, 0.759434
2730,   0.8343, 0.760693
2731,   0.8343, 0.753248
2732,   0.8343, 0.758321
2733,   0.8343, 0.761161
2734,   0.8343, 0.757751
2735,   0.8343, 0.762268
2736,   0.8343, 0.763162
2737,   0.8343, 0.763443
2738,   0.8343, 0.765697
2739,   0.8343, 0.762248
2740,   0.8343, 0.760354
2741,   0.8343, 0.761486
2742,   0.8343, 0.765233
2743,   0.8343, 0.758107
2744,   0.8343, 0.765024
2745,   0.8343, 0.763007
2746,   0.8343, 0.763843
2747,   0.8343, 0.759919
2748,   0.8343, 0.758353
2749,   0.8343, 0.759523
2750,   0.8343, 0.758149
2751,   0.8343, 0.760822
2752,   0.8343, 0.757897
2753,   0.8343, 0.759601
2754,   0.8343, 0.758509
2755,   0.8343, 0.758379
2756,   0.8343, 0.764819
2757,   0.8343, 0.757346
2758,   0.8343, 0.759719
2759,   0.8343, 0.757459
2760,   0.8343, 0.756824
2761,   0.8343, 0.761741
2762,   0.8343, 0.758704
2763,   0.8343, 0.759638
2764,   0.8343,  0.75808
2765,   0.8343, 0.767963
2766,   0.8343, 0.763623
2767,   0.8343, 0.764604
2768,   0.8343, 0.762471
2769,   0.8343, 0.755368
2770,   0.8343, 0.765433
2771,   0.8343,  0.76553
2772,   0.8343, 0.763739
2773,   0.8343, 0.762615
2774,   0.8343, 0.758856
2775,   0.8343,  0.75746
2776,   0.8343, 0.758749
2777,   0.8343, 0.756371
2778,   0.8343, 0.760593
2779,   0.8343, 0.765853
2780,   0.8343,  0.75588
2781,   0.8343, 0.760976
2782,   0.8343, 0.761977
2783,   0.8343, 0.760103
2784,   0.8343, 0.759423
2785,   0.8343, 0.756002
2786,   0.8343, 0.765029
2787,   0.8343, 0.763838
2788,   0.8343, 0.763718
2789,   0.8343,  0.75783
2790,   0.8343, 0.757604
2791,   0.8343,  0.76418
2792,   0.8343, 0.762885
2793,   0.8343,  0.75812
2794,   0.8343, 0.761172
2795,   0.8343, 0.759233
2796,   0.8343, 0.760516
2797,   0.8343,  0.75956
2798,   0.8343, 0.761871
2799,   0.8343,  0.75906
2800,   0.8343, 0.759933
2801,   0.8343, 0.755333
2802,   0.8343, 0.760944
2803,   0.8343, 0.761084
2804,   0.8343, 0.761217
2805,   0.8343, 0.761284
2806,   0.8343, 0.758525
2807,   0.8343, 0.761069
2808,   0.8343, 0.764994
2809,   0.8343, 0.758694
2810,   0.8343, 0.760347
2811,   0.8343, 0.761182
2812,   0.8343, 0.759485
2813,   0.8343, 0.752913
2814,   0.8343, 0.756211
2815,   0.8343, 0.765432
2816,   0.8343, 0.763476
2817,   0.8343,  0.76337
2818,   0.8343, 0.759153
2819,   0.8343, 0.764758
2820,   0.8343,  0.76159
2821,   0.8343, 0.761692
2822,   0.8343, 0.757963
2823,   0.8343,  0.75524
2824,   0.8343, 0.757393
2825,   0.8343, 0.761119
2826,   0.8343, 0.759336
2827,   0.8343, 0.766557
2828,   0.8343, 0.762873
2829,   0.8343, 0.760281
2830,   0.8343, 0.760638
2831,   0.8343, 0.759573
2832,   0.8343, 0.757237
2833,   0.8343, 0.760708
2834,   0.8343, 0.757702
2835,   0.8343, 0.758247
2836,   0.8343, 0.758138
2837,   0.8343, 0.758502
2838,   0.8343,  0.75809
2839,   0.8343, 0.764265
2840,   0.8343, 0.764049
2841,   0.8343, 0.760927
2842,   0.8343, 0.764788
2843,   0.8343, 0.759338
2844,   0.8343,  0.76125
2845,   0.8344, 0.763364
2846,   0.8344, 0.760316
2847,   0.8344, 0.758731
2848,   0.8344, 0.759365
2849,   0.8344, 0.764101
2850,   0.8344, 0.755504
2851,   0.8344, 0.759159
2852,   0.8344, 0.759137
2853,   0.8344, 0.757215
2854,   0.8344, 0.755437
2855,   0.8344, 0.757688
2856,   0.8344, 0.757779
2857,   0.8344, 0.760817
2858,   0.8344, 0.757119
2859,   0.8344,  0.76146
2860,   0.8344, 0.756979
2861,   0.8344, 0.763415
2862,   0.8344, 0.764275
2863,   0.8344,  0.76465
2864,   0.8346, 0.758293
2865,   0.8346, 0.765264
2866,   0.8349, 0.763487
2867,   0.8349, 0.763491
2868,   0.8349, 0.758822
2869,   0.8349, 0.759947
2870,   0.8349, 0.764513
2871,   0.8349, 0.762369
2872,   0.8349, 0.767501
2873,   0.8349, 0.762312
2874,   0.8349, 0.755961
2875,   0.8349, 0.764018
2876,   0.8349, 0.763178
2877,   0.8349, 0.762712
2878,    0.835, 0.760406
2879,    0.835, 0.759469
2880,    0.835, 0.761692
2881,    0.835,  0.75939
2882,    0.835,  0.75642
2883,    0.835, 0.756666
2884,    0.835, 0.757892
2885,    0.835,  0.75868
2886,   0.8351, 0.762399
2887,   0.8351, 0.763894
2888,   0.8351, 0.762077
2889,   0.8351, 0.763413
2890,   0.8351, 0.756474
2891,   0.8351,  0.75623
2892,   0.8351,  0.75853
2893,   0.8351, 0.762658
2894,   0.8351, 0.759105
2895,   0.8351, 0.756756
2896,   0.8351, 0.760972
2897,   0.8351, 0.760246
2898,   0.8351, 0.766106
2899,   0.8351, 0.766872
2900,   0.8351, 0.760563
2901,   0.8351, 0.756821
2902,   0.8351, 0.760861
2903,   0.8351, 0.759041
2904,   0.8351, 0.758284
2905,   0.8351,   0.7586
2906,   0.8351, 0.758439
2907,   0.8351, 0.757868
2908,   0.8351, 0.758396
2909,   0.8351, 0.761277
2910,   0.8351,  0.76296
2911,   0.8351, 0.766047
2912,   0.8351,  0.76554
2913,   0.8351, 0.763489
2914,   0.8351, 0.759717
2915,   0.8351, 0.760513
2916,   0.8351, 0.765396
2917,   0.8351,  0.76289
2918,   0.8351, 0.762807
2919,   0.8351, 0.751903
2920,   0.8351, 0.743846
2921,   0.8351, 0.759429
2922,   0.8351, 0.763281
2923,   0.8351, 0.753515
2924,   0.8351,  0.75815
2925,   0.8351, 0.760906
2926,   0.8351, 0.762343
2927,   0.8351, 0.765323
2928,   0.8351, 0.759678
2929,   0.8351, 0.757551
2930,   0.8351, 0.760063
2931,   0.8351, 0.757945
2932,   0.8351, 0.758905
2933,   0.8351, 0.761015
2934,   0.8351, 0.756749
2935,   0.8351, 0.759017
2936,   0.8351, 0.764388
2937,   0.8351, 0.761845
2938,   0.8351, 0.762552
2939,   0.8351,  0.76181
2940,   0.8351,  0.76183
2941,   0.8351, 0.761238
2942,   0.8351, 0.753812
2943,   0.8351, 0.759923
2944,   0.8351, 0.765178
2945,   0.8351, 0.763316
2946,   0.8351, 0.758843
2947,   0.8351, 0.755865
2948,   0.8351, 0.753082
2949,   0.8351, 0.754521
2950,   0.8351, 0.759136
2951,   0.8351, 0.761959
2952,   0.8351, 0.760147
2953,   0.8351, 0.764659
2954,   0.8351,  0.75774
2955,   0.8351, 0.759126
2956,   0.8351, 0.759866
2957,   0.8351, 0.764541
2958,   0.8351, 0.762689
2959,   0.8351, 0.760474
2960,   0.8351, 0.756482
2961,   0.8352, 0.759654
2962,   0.8352, 0.762556
2963,   0.8352, 0.761821
2964,   0.8352, 0.757973
2965,   0.8352, 0.760576
2966,   0.8352, 0.760696
2967,   0.8352,  0.76212
2968,   0.8352, 0.763044
2969,   0.8352, 0.763089
2970,   0.8352, 0.759074
2971,   0.8352,  0.75834
2972,   0.8352, 0.756156
2973,   0.8352, 0.758274
2974,   0.8352, 0.758889
2975,   0.8352,  0.76489
2976,   0.8352, 0.760754
2977,   0.8352, 0.757671
2978,   0.8352,  0.75948
2979,   0.8352,  0.76159
