gen, tournament_binary_uniform_best, tournament_binary_uniform_ave
1859,   0.7809, 0.730291
1860,   0.7809, 0.727969
1861,   0.7809, 0.731251
1862,   0.7809, 0.730389
1863,   0.7809, 0.731941
1864,   0.7809, 0.728644
1865,   0.7809, 0.726649
1866,   0.7809, 0.731799
1867,   0.7809, 0.730954
1868,   0.7809, 0.724366
1869,   0.7809, 0.731646
1870,   0.7809, 0.729154
1871,   0.7809, 0.730356
1872,   0.7809, 0.729327
1873,   0.7809, 0.729027
1874,   0.7809, 0.727989
1875,   0.7809, 0.724891
1876,   0.7809, 0.728825
1877,   0.7809, 0.729448
1878,   0.7809, 0.726381
1879,   0.7809, 0.730396
1880,   0.7809, 0.730536
1881,   0.7809, 0.728769
1882,   0.7809, 0.730428
1883,   0.7809, 0.731113
1884,   0.7809, 0.727361
1885,   0.7809,  0.72679
1886,   0.7809, 0.727871
1887,   0.7809, 0.726405
1888,   0.7809,  0.72763
1889,   0.7809, 0.728269
1890,   0.7809, 0.729455
1891,   0.7809, 0.728948
1892,   0.7809, 0.728701
1893,   0.7809, 0.732186
1894,   0.7809, 0.732454
1895,   0.7809, 0.729264
1896,   0.7809, 0.727136
1897,   0.7809, 0.728124
1898,   0.7809, 0.729321
1899,   0.7809, 0.729872
1900,   0.7809, 0.727847
1901,   0.7809, 0.730221
1902,   0.7809, 0.730885
1903,   0.7809, 0.729512
1904,   0.7809, 0.730288
1905,   0.7809, 0.727979
1906,   0.7809, 0.728492
1907,   0.7809, 0.732732
1908,   0.7809, 0.732941
1909,   0.7809, 0.727899
1910,   0.7809, 0.725939
1911,   0.7809, 0.729712
1912,   0.7809, 0.728868
1913,   0.7809,  0.73019
1914,   0.7809, 0.727594
1915,   0.7809, 0.729602
1916,   0.7809, 0.729371
1917,   0.7809, 0.727712
1918,   0.7809, 0.729442
1919,   0.7809, 0.730397
1920,   0.7809, 0.730847
1921,   0.7809, 0.732418
1922,   0.7809, 0.730494
1923,   0.7809, 0.730279
1924,   0.7809, 0.727729
1925,   0.7809, 0.727704
1926,   0.7809,  0.72951
1927,   0.7809, 0.730317
1928,   0.7809, 0.730335
1929,   0.7809, 0.729623
1930,   0.7809, 0.727959
1931,   0.7809, 0.730997
1932,   0.7809, 0.726769
1933,   0.7809, 0.727075
1934,   0.7809, 0.729757
1935,   0.7809,   0.7328
1936,   0.7809, 0.729104
1937,   0.7809, 0.730066
1938,   0.7809, 0.731291
1939,   0.7809, 0.730348
1940,   0.7809, 0.731143
1941,   0.7809, 0.729334
1942,   0.7809, 0.730533
1943,   0.7809, 0.729187
1944,   0.7809, 0.731163
1945,   0.7809, 0.730286
1946,   0.7809,  0.72889
1947,   0.7809, 0.731264
1948,   0.7809, 0.729163
1949,   0.7809, 0.726391
1950,   0.7809,   0.7292
1951,   0.7809,  0.73184
1952,   0.7809, 0.730261
1953,   0.7809, 0.727701
1954,   0.7809, 0.727678
1955,   0.7809, 0.731191
1956,   0.7809, 0.726924
1957,   0.7809, 0.730039
1958,   0.7809, 0.729603
1959,   0.7809, 0.730353
1960,   0.7809, 0.728531
1961,   0.7809,  0.72784
1962,   0.7809, 0.729513
1963,   0.7809, 0.731421
1964,   0.7809, 0.729656
1965,   0.7809,  0.73091
1966,   0.7809, 0.728526
1967,   0.7809, 0.723962
1968,   0.7809, 0.726747
1969,   0.7809, 0.729401
1970,   0.7809, 0.732005
1971,   0.7809, 0.729535
1972,   0.7809, 0.729014
1973,   0.7809, 0.728898
1974,   0.7809, 0.729648
1975,   0.7809,  0.72792
1976,   0.7809, 0.731429
1977,   0.7809, 0.734842
1978,   0.7809, 0.732521
1979,   0.7809, 0.726327
1980,   0.7809, 0.728329
1981,   0.7809, 0.728824
1982,   0.7809,  0.73228
1983,   0.7809, 0.730437
1984,   0.7809, 0.727023
1985,   0.7809, 0.728333
1986,   0.7809, 0.730549
1987,   0.7809, 0.729407
1988,   0.7809, 0.725664
1989,   0.7809, 0.730294
1990,   0.7809, 0.731222
1991,   0.7809, 0.731238
1992,   0.7809, 0.727144
1993,   0.7809, 0.726683
1994,   0.7809, 0.730518
1995,   0.7809, 0.727102
1996,   0.7809, 0.725067
1997,   0.7809, 0.729242
1998,   0.7809, 0.724655
1999,   0.7809, 0.729939
2000,   0.7809, 0.732939
2001,   0.7809, 0.732775
2002,   0.7809, 0.731708
2003,   0.7809, 0.729857
2004,   0.7809, 0.728141
2005,   0.7809, 0.729591
2006,   0.7809, 0.730063
2007,   0.7809, 0.729799
2008,   0.7809, 0.728784
2009,   0.7809, 0.731323
2010,   0.7809, 0.729891
2011,   0.7809,  0.72889
2012,   0.7809, 0.731064
2013,   0.7809, 0.730098
2014,   0.7809, 0.730047
2015,   0.7809, 0.732487
2016,   0.7809, 0.732654
2017,   0.7809,  0.72573
2018,   0.7809, 0.734663
2019,   0.7809, 0.729827
2020,   0.7809, 0.725693
2021,   0.7809, 0.729903
2022,   0.7809, 0.731356
2023,   0.7809, 0.730979
2024,   0.7809, 0.728981
2025,   0.7809, 0.730923
2026,   0.7809, 0.728488
2027,   0.7809, 0.728555
2028,   0.7809, 0.729714
2029,   0.7809, 0.728526
2030,   0.7809, 0.729213
2031,   0.7809, 0.728405
2032,   0.7809, 0.726706
2033,   0.7809, 0.729936
2034,   0.7809, 0.732615
2035,   0.7809, 0.729244
2036,   0.7809, 0.732833
2037,   0.7809, 0.731722
2038,   0.7809, 0.730045
2039,   0.7809, 0.731543
2040,   0.7809, 0.729239
2041,   0.7809, 0.728575
2042,   0.7809, 0.730855
2043,   0.7809, 0.730532
2044,   0.7809, 0.726439
2045,   0.7809, 0.726785
2046,   0.7809, 0.728952
2047,   0.7809, 0.728033
2048,   0.7809, 0.728853
2049,   0.7809, 0.729601
2050,   0.7809, 0.730269
2051,   0.7809, 0.730323
2052,   0.7809, 0.730406
2053,   0.7809, 0.729571
2054,   0.7809,  0.72706
2055,   0.7809, 0.728831
2056,   0.7809, 0.730445
2057,   0.7809, 0.729713
2058,   0.7809, 0.728001
2059,   0.7809, 0.726959
2060,   0.7809, 0.730332
2061,   0.7809, 0.731861
2062,   0.7809,  0.73086
2063,   0.7809, 0.731039
2064,   0.7809, 0.732504
2065,   0.7809, 0.730693
2066,   0.7809, 0.729844
2067,   0.7809, 0.728682
2068,   0.7809, 0.729447
2069,   0.7809, 0.726701
2070,   0.7809, 0.726086
2071,   0.7809, 0.731064
2072,   0.7809, 0.732168
2073,   0.7809, 0.731253
2074,   0.7809, 0.729656
2075,   0.7809, 0.730428
2076,   0.7809, 0.730374
2077,   0.7809, 0.730669
2078,   0.7809,  0.72797
2079,   0.7809, 0.727578
2080,   0.7809, 0.729283
2081,   0.7809, 0.729714
2082,   0.7809, 0.729827
2083,   0.7809, 0.733868
2084,   0.7809, 0.728165
2085,   0.7809, 0.729331
2086,   0.7809, 0.728322
2087,   0.7809,  0.73115
2088,   0.7809, 0.731905
2089,   0.7809, 0.730252
2090,   0.7809, 0.730096
2091,   0.7809, 0.727306
2092,   0.7809, 0.732417
2093,   0.7809, 0.732878
2094,   0.7809, 0.730013
2095,   0.7809, 0.729343
2096,   0.7809, 0.730582
2097,   0.7809, 0.733847
2098,   0.7809, 0.731857
2099,   0.7809, 0.735702
2100,   0.7809, 0.730433
2101,   0.7809, 0.727289
2102,   0.7809, 0.728064
2103,   0.7809, 0.732148
2104,   0.7809, 0.729845
2105,   0.7809, 0.726879
2106,   0.7809, 0.732136
2107,   0.7809, 0.731236
2108,   0.7809, 0.729337
2109,   0.7809, 0.729385
2110,   0.7809, 0.727729
2111,   0.7809, 0.731312
2112,   0.7809, 0.733619
2113,   0.7809, 0.733481
2114,   0.7809, 0.731585
2115,   0.7809,  0.72744
2116,   0.7809, 0.730139
2117,   0.7809, 0.729576
2118,   0.7809, 0.730216
2119,   0.7809, 0.728753
2120,   0.7809, 0.731314
2121,   0.7809, 0.727757
2122,   0.7809,   0.7289
2123,   0.7809, 0.730443
2124,   0.7809, 0.732694
2125,   0.7809, 0.729767
2126,   0.7809, 0.725396
2127,   0.7809, 0.727922
2128,   0.7809, 0.729127
2129,   0.7809, 0.727094
2130,   0.7809, 0.732683
2131,   0.7809, 0.731891
2132,   0.7809, 0.732038
2133,   0.7809, 0.731938
2134,   0.7809, 0.728975
2135,   0.7809, 0.729189
2136,   0.7809, 0.729369
2137,   0.7809, 0.729443
2138,   0.7809, 0.729671
2139,   0.7809, 0.731857
2140,   0.7809,  0.72876
2141,   0.7809, 0.732562
2142,   0.7809, 0.730796
2143,   0.7809, 0.733139
2144,   0.7809, 0.728226
2145,   0.7809, 0.730101
2146,   0.7809, 0.728734
2147,   0.7809, 0.730839
2148,   0.7809, 0.729086
2149,   0.7809, 0.731134
2150,   0.7809, 0.728448
2151,   0.7809, 0.728599
2152,   0.7809, 0.729256
2153,   0.7809, 0.728392
2154,   0.7809, 0.725685
2155,   0.7809, 0.729086
2156,   0.7809, 0.730453
2157,   0.7809, 0.730856
2158,   0.7809, 0.732068
2159,   0.7809, 0.730623
2160,   0.7809,  0.72884
2161,   0.7809, 0.732177
2162,   0.7809, 0.729045
2163,   0.7809, 0.728117
2164,   0.7809, 0.727197
2165,   0.7809, 0.726779
2166,   0.7809, 0.727651
2167,   0.7809, 0.728815
2168,   0.7809, 0.729957
2169,   0.7809, 0.727511
2170,   0.7809, 0.728812
2171,   0.7809, 0.728333
2172,   0.7809, 0.728001
2173,   0.7809, 0.730109
2174,   0.7809, 0.730362
2175,   0.7809, 0.729958
2176,   0.7809, 0.733808
2177,   0.7809,  0.73236
2178,   0.7809, 0.728039
2179,   0.7809, 0.728658
2180,   0.7809, 0.729644
2181,   0.7809, 0.728266
2182,   0.7809, 0.728829
2183,   0.7809, 0.728779
2184,   0.7809, 0.729667
2185,   0.7809, 0.729727
2186,   0.7809, 0.731901
2187,   0.7809, 0.728419
2188,   0.7809,  0.72766
2189,   0.7809, 0.731076
2190,   0.7809, 0.730316
2191,   0.7809, 0.730508
2192,   0.7809, 0.730278
2193,   0.7809, 0.728123
2194,   0.7809, 0.726052
2195,   0.7809, 0.726973
2196,   0.7809, 0.729665
2197,   0.7809, 0.730057
2198,   0.7809, 0.727342
2199,   0.7809, 0.733707
2200,   0.7809, 0.733479
2201,   0.7809, 0.728688
2202,   0.7809, 0.731343
2203,   0.7809, 0.731379
2204,   0.7809, 0.728115
2205,   0.7809, 0.728001
2206,   0.7809, 0.727827
2207,   0.7809, 0.730307
2208,   0.7809, 0.731677
2209,   0.7809, 0.730286
2210,   0.7809, 0.732208
2211,   0.7809, 0.727972
2212,   0.7809,  0.73023
2213,   0.7809, 0.727573
2214,   0.7809, 0.728703
2215,   0.7809, 0.726072
2216,   0.7809,  0.72663
2217,   0.7809, 0.729948
2218,   0.7809, 0.730051
2219,   0.7809, 0.728917
2220,   0.7809, 0.731908
2221,   0.7809,  0.72848
2222,   0.7809, 0.728129
2223,   0.7809, 0.727542
2224,   0.7809,  0.72979
2225,   0.7809, 0.728215
2226,   0.7809,  0.72821
2227,   0.7809, 0.726098
2228,   0.7809, 0.729341
2229,   0.7809, 0.729174
2230,   0.7809, 0.730372
2231,   0.7809, 0.728292
2232,   0.7809, 0.727323
2233,   0.7809, 0.729436
2234,   0.7809, 0.731047
2235,   0.7809, 0.730871
2236,   0.7809,  0.72805
2237,   0.7809, 0.729185
2238,   0.7809, 0.728363
2239,   0.7809, 0.729503
2240,   0.7809, 0.728906
2241,   0.7809, 0.727325
2242,   0.7809, 0.728644
2243,   0.7809, 0.728539
2244,   0.7809, 0.729427
2245,   0.7809, 0.730956
2246,   0.7809, 0.731032
2247,   0.7809, 0.732068
2248,   0.7809, 0.729158
2249,   0.7809, 0.732311
2250,   0.7809, 0.730701
2251,   0.7809, 0.727487
2252,   0.7809, 0.728313
2253,   0.7809, 0.732461
2254,   0.7809, 0.730231
2255,   0.7809, 0.729882
2256,   0.7809, 0.727738
2257,   0.7809, 0.731355
2258,   0.7809,  0.72921
2259,   0.7809,  0.73071
2260,   0.7809, 0.728493
2261,   0.7809, 0.729233
2262,   0.7809, 0.730568
2263,   0.7809, 0.732583
2264,   0.7809,  0.73215
2265,   0.7809, 0.729626
2266,   0.7809,    0.725
2267,   0.7809, 0.727837
2268,   0.7809, 0.728195
2269,   0.7809, 0.729111
2270,   0.7809, 0.728158
2271,   0.7809, 0.728285
2272,   0.7809, 0.727473
2273,   0.7809, 0.726056
2274,   0.7809, 0.727721
2275,   0.7809, 0.728486
2276,   0.7809, 0.729748
2277,   0.7809, 0.729545
2278,   0.7809, 0.727301
2279,   0.7809, 0.727703
2280,   0.7809, 0.727583
2281,   0.7809, 0.729987
2282,   0.7809, 0.729894
2283,   0.7809,  0.73152
2284,   0.7809, 0.729044
2285,   0.7809, 0.725424
2286,   0.7809,  0.72589
2287,   0.7809, 0.731437
2288,   0.7809, 0.730806
2289,   0.7809,  0.72859
2290,   0.7809, 0.732009
2291,   0.7809, 0.727635
2292,   0.7809, 0.725092
2293,   0.7809, 0.730436
2294,   0.7809, 0.729964
2295,   0.7809, 0.728279
2296,   0.7809, 0.725126
2297,   0.7809, 0.727717
2298,   0.7809, 0.729928
2299,   0.7809, 0.731915
2300,   0.7809,  0.73206
2301,   0.7809, 0.730139
2302,   0.7809, 0.733424
2303,   0.7809, 0.727902
2304,   0.7809, 0.729523
2305,   0.7809, 0.727104
2306,   0.7809, 0.729255
2307,   0.7809, 0.731489
2308,   0.7809, 0.726423
2309,   0.7809, 0.730219
2310,   0.7809, 0.728568
2311,   0.7809,  0.72623
2312,   0.7809, 0.728889
2313,   0.7809, 0.728786
2314,   0.7809, 0.729318
2315,   0.7809, 0.731665
2316,   0.7809, 0.727977
2317,   0.7809, 0.728215
2318,   0.7809, 0.730132
2319,   0.7809, 0.729103
2320,   0.7809, 0.728463
2321,   0.7809, 0.729074
2322,   0.7809, 0.728604
2323,   0.7809, 0.731321
2324,   0.7809, 0.730579
2325,   0.7809, 0.726794
2326,   0.7809, 0.726977
2327,   0.7809, 0.726962
2328,   0.7809,  0.72903
2329,   0.7809, 0.728983
2330,   0.7809, 0.730943
2331,   0.7809,  0.72735
2332,   0.7809,  0.72583
2333,   0.7809, 0.728496
2334,   0.7809,  0.72866
2335,   0.7809, 0.728652
2336,   0.7809, 0.727282
2337,   0.7809, 0.731384
2338,   0.7809, 0.731268
2339,   0.7809,  0.72912
2340,   0.7809, 0.729208
2341,   0.7809, 0.728608
2342,   0.7809, 0.732656
2343,   0.7809, 0.730978
2344,   0.7809, 0.729007
2345,   0.7809, 0.729702
2346,   0.7809, 0.730266
2347,   0.7809, 0.731159
2348,   0.7809, 0.731769
2349,   0.7809, 0.729413
2350,   0.7809,  0.72877
2351,   0.7809, 0.729411
2352,   0.7809, 0.726707
2353,   0.7809, 0.730052
2354,   0.7809, 0.728704
2355,   0.7809, 0.730067
2356,   0.7809,  0.72998
2357,   0.7809, 0.729074
2358,   0.7809, 0.729707
2359,   0.7809, 0.731162
2360,   0.7809, 0.728344
2361,   0.7809, 0.726972
2362,   0.7809, 0.728274
2363,   0.7809, 0.730439
2364,   0.7809, 0.731486
2365,   0.7809, 0.726672
2366,   0.7809, 0.731411
2367,   0.7809, 0.729853
2368,   0.7809, 0.728998
2369,   0.7809, 0.727172
2370,   0.7809, 0.729901
2371,   0.7809, 0.729959
2372,   0.7809, 0.729361
2373,   0.7809, 0.729775
2374,   0.7809, 0.728959
2375,   0.7809,  0.73224
2376,   0.7809, 0.729675
2377,   0.7809, 0.727491
2378,   0.7809,  0.72719
2379,   0.7809,  0.72929
2380,   0.7809, 0.730621
2381,   0.7809, 0.728346
2382,   0.7809, 0.727302
2383,   0.7809, 0.728576
2384,   0.7809, 0.728243
2385,   0.7809, 0.730819
2386,   0.7809, 0.729048
2387,   0.7809, 0.728977
2388,   0.7809, 0.727574
2389,   0.7809, 0.726378
2390,   0.7809, 0.728373
2391,   0.7809,  0.72827
2392,   0.7809, 0.725704
2393,   0.7809,  0.72754
2394,   0.7809,  0.72604
2395,   0.7809, 0.728841
2396,   0.7809, 0.731441
2397,   0.7809, 0.732503
2398,   0.7809,  0.73234
2399,   0.7809,  0.72798
2400,   0.7809, 0.727859
2401,   0.7809, 0.729825
2402,   0.7809, 0.728555
2403,   0.7809, 0.727194
2404,   0.7809, 0.725072
2405,   0.7809, 0.729313
2406,   0.7809, 0.728984
2407,   0.7809, 0.728427
2408,   0.7809, 0.732889
2409,   0.7809, 0.729375
2410,   0.7809,  0.72919
2411,   0.7809, 0.730921
2412,   0.7809, 0.731206
2413,   0.7809, 0.728579
2414,   0.7809, 0.729404
2415,   0.7809, 0.726731
2416,   0.7809, 0.727143
2417,   0.7809,  0.72954
2418,   0.7809, 0.730768
2419,   0.7809, 0.728595
2420,   0.7809, 0.728424
2421,   0.7809, 0.728185
2422,   0.7809, 0.729687
2423,   0.7809, 0.732414
2424,   0.7809, 0.727279
2425,   0.7809,  0.72706
2426,   0.7809, 0.730398
2427,   0.7809, 0.728303
2428,   0.7809, 0.727241
2429,   0.7809, 0.729251
2430,   0.7809, 0.730143
2431,   0.7809, 0.730523
2432,   0.7809,  0.72637
2433,   0.7809,  0.73007
2434,   0.7809, 0.727644
2435,   0.7809,  0.72818
2436,   0.7809,  0.72913
2437,   0.7809, 0.727126
2438,   0.7809, 0.730558
2439,   0.7809, 0.731325
2440,   0.7809, 0.732403
2441,   0.7809, 0.729554
2442,   0.7809, 0.729148
2443,   0.7809, 0.730519
2444,   0.7809, 0.729927
2445,   0.7809, 0.726491
2446,   0.7809, 0.728005
2447,   0.7809, 0.728449
2448,   0.7809, 0.729052
2449,   0.7809,  0.72984
2450,   0.7809, 0.729043
2451,    0.781, 0.731013
2452,    0.781, 0.732599
2453,    0.781, 0.730301
2454,    0.781, 0.728666
2455,    0.781, 0.728993
2456,    0.781, 0.728148
2457,    0.781, 0.730419
2458,    0.781, 0.727838
2459,    0.781, 0.729873
2460,    0.781, 0.728627
2461,    0.781, 0.726924
2462,    0.781, 0.729282
2463,    0.781, 0.728728
2464,    0.781, 0.727674
2465,    0.781, 0.730043
2466,    0.781, 0.727809
2467,    0.781, 0.729034
2468,    0.781, 0.730847
2469,    0.781, 0.730116
2470,    0.781, 0.727894
2471,    0.781, 0.728275
2472,    0.781, 0.728487
2473,    0.781, 0.728457
2474,    0.781, 0.728424
2475,    0.781,  0.72893
2476,    0.781, 0.728413
2477,    0.781, 0.730643
2478,    0.781, 0.730522
2479,    0.781, 0.730554
2480,    0.781, 0.729349
2481,    0.781, 0.726932
2482,    0.781, 0.727351
2483,    0.781, 0.728065
2484,    0.781, 0.727308
2485,    0.781, 0.726686
2486,    0.781, 0.729353
2487,    0.781, 0.730029
2488,    0.781, 0.731812
2489,    0.781, 0.729164
2490,    0.781, 0.732053
2491,    0.781,  0.72919
2492,    0.781, 0.729093
2493,    0.781, 0.729679
2494,    0.781, 0.728059
2495,    0.781, 0.732242
2496,    0.781, 0.730399
2497,    0.781, 0.731673
2498,    0.781, 0.730354
2499,    0.781, 0.730651
2500,    0.781, 0.728869
2501,    0.781, 0.725871
2502,    0.781, 0.729641
2503,    0.781, 0.726247
2504,    0.781, 0.730913
2505,    0.781, 0.730386
2506,    0.781, 0.731544
2507,    0.781,  0.72991
2508,    0.781,  0.72813
2509,    0.781, 0.729244
2510,    0.781, 0.729539
2511,    0.781,  0.72964
2512,    0.781, 0.731893
2513,    0.781, 0.728454
2514,    0.781, 0.729619
2515,   0.7811, 0.728612
2516,   0.7811, 0.731098
2517,   0.7811, 0.729789
2518,   0.7811, 0.731635
2519,   0.7811, 0.731504
2520,   0.7811, 0.727963
2521,   0.7811, 0.730031
2522,   0.7811, 0.730036
2523,   0.7811, 0.730663
2524,   0.7811, 0.729739
2525,   0.7811, 0.728028
2526,   0.7812, 0.730544
2527,   0.7812, 0.727564
2528,   0.7812,  0.73135
2529,   0.7812, 0.729699
2530,   0.7812, 0.729312
2531,   0.7812, 0.728394
2532,   0.7812, 0.728564
2533,   0.7812, 0.727307
2534,   0.7812, 0.729588
2535,   0.7812, 0.730924
2536,   0.7812,  0.72774
2537,   0.7812, 0.730262
2538,   0.7812, 0.731256
2539,   0.7812, 0.730419
2540,   0.7812,  0.73195
2541,   0.7812, 0.728495
2542,   0.7812, 0.729167
2543,   0.7812, 0.727574
2544,   0.7812, 0.728079
2545,   0.7812, 0.731219
2546,   0.7812, 0.730719
2547,   0.7812, 0.731213
2548,   0.7812, 0.727661
2549,   0.7812, 0.725667
2550,   0.7812, 0.730023
2551,   0.7812, 0.730181
2552,   0.7812, 0.727409
2553,   0.7812, 0.729111
2554,   0.7812, 0.729242
2555,   0.7812, 0.727808
2556,   0.7812, 0.725413
2557,   0.7812, 0.728303
2558,   0.7812, 0.727461
2559,   0.7812, 0.729972
2560,   0.7812, 0.731534
2561,   0.7812, 0.730235
2562,   0.7812, 0.729418
2563,   0.7812, 0.728101
2564,   0.7812, 0.727598
2565,   0.7812, 0.726189
2566,   0.7812, 0.728317
2567,   0.7812, 0.726713
2568,   0.7812, 0.728657
2569,   0.7812,   0.7314
2570,   0.7812, 0.731473
2571,   0.7812, 0.729755
2572,   0.7812, 0.731597
2573,   0.7812, 0.726848
2574,   0.7812, 0.729981
2575,   0.7812, 0.729677
2576,   0.7812, 0.729219
2577,   0.7812, 0.730626
2578,   0.7812,  0.72894
2579,   0.7812, 0.728873
2580,   0.7812,  0.73033
2581,   0.7812, 0.733796
2582,   0.7812, 0.733371
2583,   0.7812, 0.728534
2584,   0.7812, 0.729077
2585,   0.7812, 0.729027
2586,   0.7812, 0.730592
2587,   0.7812,  0.72993
2588,   0.7812, 0.726767
2589,   0.7812, 0.727831
2590,   0.7812,  0.73227
2591,   0.7812, 0.728193
2592,   0.7812, 0.732378
2593,   0.7812, 0.730002
2594,   0.7812, 0.731696
2595,   0.7812, 0.729568
2596,   0.7812, 0.729334
2597,   0.7812, 0.729445
2598,   0.7812, 0.730643
2599,   0.7812, 0.729891
2600,   0.7812, 0.729342
2601,   0.7812, 0.730874
2602,   0.7812,  0.73095
2603,   0.7812, 0.730767
2604,   0.7812, 0.730721
2605,   0.7812,  0.72971
2606,   0.7812, 0.730547
2607,   0.7812,  0.73098
2608,   0.7812, 0.731592
2609,   0.7812, 0.729739
2610,   0.7812, 0.728508
2611,   0.7812, 0.727698
2612,   0.7812, 0.730903
2613,   0.7812, 0.728926
2614,   0.7812, 0.731555
2615,   0.7812, 0.731282
2616,   0.7812, 0.728098
2617,   0.7812, 0.728306
2618,   0.7812, 0.726803
2619,   0.7812, 0.729331
2620,   0.7812, 0.728535
2621,   0.7812, 0.726735
2622,   0.7812, 0.726917
2623,   0.7812, 0.731902
2624,   0.7812, 0.729705
2625,   0.7812, 0.728796
2626,   0.7812, 0.731191
2627,   0.7812, 0.726972
2628,   0.7812, 0.732429
2629,   0.7812, 0.729619
2630,   0.7812, 0.729352
2631,   0.7812, 0.724706
2632,   0.7812, 0.726979
2633,   0.7812,  0.72794
2634,   0.7812, 0.729832
2635,   0.7812, 0.728657
2636,   0.7812, 0.728604
2637,   0.7812, 0.729915
2638,   0.7812, 0.727717
2639,   0.7812, 0.728405
2640,   0.7812, 0.729327
2641,   0.7812, 0.731067
2642,   0.7812, 0.726553
2643,   0.7812, 0.728382
2644,   0.7812, 0.729905
2645,   0.7812, 0.731991
2646,   0.7812, 0.726628
2647,   0.7812,   0.7323
2648,   0.7812, 0.729058
2649,   0.7812, 0.730136
2650,   0.7812, 0.730855
2651,   0.7812, 0.729396
2652,   0.7812, 0.730492
2653,   0.7812, 0.730039
2654,   0.7812, 0.730941
2655,   0.7812,  0.72972
2656,   0.7812, 0.727781
2657,   0.7812, 0.728824
2658,   0.7812, 0.729272
2659,   0.7812, 0.730146
2660,   0.7812, 0.726065
2661,   0.7812, 0.728118
2662,   0.7812, 0.728471
2663,   0.7812, 0.724018
2664,   0.7812, 0.729619
2665,   0.7812, 0.725679
2666,   0.7812,  0.72878
2667,   0.7812,  0.72941
2668,   0.7812, 0.729801
2669,   0.7812, 0.728796
2670,   0.7812, 0.729504
2671,   0.7812, 0.727759
2672,   0.7812, 0.727487
2673,   0.7812, 0.727641
2674,   0.7812, 0.726008
2675,   0.7812, 0.727267
2676,   0.7812, 0.729946
2677,   0.7812, 0.731035
2678,   0.7812, 0.728537
2679,   0.7812, 0.729965
2680,   0.7812, 0.731278
2681,   0.7812, 0.729011
2682,   0.7812, 0.731566
2683,   0.7812, 0.729864
2684,   0.7812, 0.730168
2685,   0.7812, 0.726477
2686,   0.7812, 0.728125
2687,   0.7812, 0.728844
2688,   0.7812, 0.728325
2689,   0.7812, 0.728415
2690,   0.7812, 0.731479
2691,   0.7812, 0.727854
2692,   0.7812, 0.729993
2693,   0.7812, 0.730542
2694,   0.7812, 0.730389
2695,   0.7812, 0.729654
2696,   0.7812, 0.730157
2697,   0.7812, 0.730031
2698,   0.7812, 0.732786
2699,   0.7812, 0.728935
2700,   0.7812, 0.728743
2701,   0.7812, 0.730181
2702,   0.7812, 0.729073
2703,   0.7812, 0.732889
2704,   0.7812,  0.73241
2705,   0.7812, 0.730761
2706,   0.7812, 0.730691
2707,   0.7812, 0.729055
2708,   0.7812, 0.725836
2709,   0.7812, 0.726147
2710,   0.7812,  0.72773
2711,   0.7812, 0.729477
2712,   0.7812,  0.72972
2713,   0.7812, 0.728494
2714,   0.7812,  0.72817
2715,   0.7812,  0.73112
2716,   0.7812, 0.728767
2717,   0.7812, 0.730754
2718,   0.7812, 0.727122
2719,   0.7812, 0.732837
2720,   0.7812, 0.729363
2721,   0.7812, 0.729886
2722,   0.7812, 0.727549
2723,   0.7812, 0.729464
2724,   0.7812, 0.727947
2725,   0.7812, 0.732162
2726,   0.7812, 0.730466
2727,   0.7812, 0.730516
2728,   0.7812, 0.726005
2729,   0.7812, 0.731485
2730,   0.7812,  0.72898
2731,   0.7812, 0.731465
2732,   0.7812, 0.733556
2733,   0.7812, 0.729277
2734,   0.7812, 0.729016
2735,   0.7812, 0.731664
2736,   0.7812, 0.730054
2737,   0.7812, 0.730905
2738,   0.7812, 0.725685
2739,   0.7812, 0.729217
2740,   0.7812, 0.730421
2741,   0.7812, 0.728115
2742,   0.7812,  0.72568
2743,   0.7812,  0.72619
2744,   0.7812, 0.726546
2745,   0.7812,  0.72931
2746,   0.7812, 0.726534
2747,   0.7812, 0.730844
2748,   0.7812, 0.728937
2749,   0.7812, 0.732444
2750,   0.7812, 0.728821
2751,   0.7812, 0.729807
2752,   0.7812, 0.730336
2753,   0.7812, 0.728686
2754,   0.7812, 0.730375
2755,   0.7812, 0.727398
2756,   0.7812, 0.728545
2757,   0.7812, 0.731207
2758,   0.7812, 0.732445
2759,   0.7812, 0.732045
2760,   0.7812, 0.729539
2761,   0.7812, 0.728902
2762,   0.7812, 0.731256
2763,   0.7812, 0.733029
2764,   0.7812, 0.732029
2765,   0.7812, 0.728342
2766,   0.7812, 0.730255
2767,   0.7812, 0.729394
2768,   0.7812, 0.730779
2769,   0.7812, 0.728245
2770,   0.7812, 0.728065
2771,   0.7812,  0.73088
2772,   0.7812, 0.733742
2773,   0.7812, 0.727971
2774,   0.7812, 0.727502
2775,   0.7812, 0.729207
2776,   0.7812, 0.732032
2777,   0.7812, 0.727979
2778,   0.7812, 0.728947
2779,   0.7812, 0.729081
2780,   0.7812, 0.727627
2781,   0.7812, 0.727937
2782,   0.7812, 0.731269
2783,   0.7812, 0.728618
2784,   0.7812, 0.729173
2785,   0.7812, 0.730007
2786,   0.7812, 0.727732
2787,   0.7812, 0.730149
2788,   0.7812, 0.730497
2789,   0.7812, 0.730304
2790,   0.7812, 0.729361
2791,   0.7812, 0.729906
2792,   0.7812, 0.730303
2793,   0.7812, 0.724307
