gen, tournament_binary_uniform_best, tournament_binary_uniform_ave
 928,   0.7772,  0.72468
 929,   0.7772, 0.725719
 930,   0.7772, 0.723645
 931,   0.7772, 0.723812
 932,   0.7772, 0.726131
 933,   0.7772, 0.726086
 934,   0.7772, 0.724745
 935,   0.7772, 0.724317
 936,   0.7772, 0.724979
 937,   0.7772,   0.7251
 938,   0.7772, 0.725272
 939,   0.7772, 0.727464
 940,   0.7772, 0.726795
 941,   0.7772, 0.721821
 942,   0.7772, 0.723431
 943,   0.7772, 0.725167
 944,   0.7772, 0.727466
 945,   0.7772, 0.726685
 946,   0.7772, 0.722263
 947,   0.7772, 0.724695
 948,   0.7772, 0.722494
 949,   0.7772, 0.724797
 950,   0.7772, 0.723136
 951,   0.7772, 0.727711
 952,   0.7772, 0.726315
 953,   0.7772, 0.725715
 954,   0.7772, 0.722501
 955,   0.7772, 0.723295
 956,   0.7772, 0.723398
 957,   0.7772, 0.725014
 958,   0.7772, 0.724661
 959,   0.7772, 0.724745
 960,   0.7772, 0.727785
 961,   0.7772, 0.726353
 962,   0.7772, 0.723837
 963,   0.7772, 0.723676
 964,   0.7772,  0.72529
 965,   0.7772, 0.724663
 966,   0.7772, 0.722821
 967,   0.7772, 0.724015
 968,   0.7772, 0.726558
 969,   0.7772, 0.724428
 970,   0.7772,  0.72551
 971,   0.7772,  0.72648
 972,   0.7772, 0.721419
 973,   0.7772,  0.72596
 974,   0.7772, 0.724414
 975,   0.7772, 0.724524
 976,   0.7772, 0.727859
 977,   0.7772, 0.725623
 978,   0.7772, 0.725855
 979,   0.7772, 0.725283
 980,   0.7772, 0.725309
 981,   0.7772, 0.724148
 982,   0.7772, 0.725838
 983,   0.7772, 0.727624
 984,   0.7772, 0.725961
 985,   0.7772, 0.726434
 986,   0.7772, 0.728828
 987,   0.7773, 0.723487
 988,   0.7773, 0.722365
 989,   0.7773, 0.724535
 990,   0.7773, 0.727647
 991,   0.7773, 0.728828
 992,   0.7773, 0.725742
 993,   0.7773, 0.725078
 994,   0.7776, 0.722867
 995,   0.7776, 0.722432
 996,   0.7776, 0.727718
 997,   0.7776, 0.727357
 998,   0.7777, 0.726657
 999,   0.7777, 0.728206
1000,   0.7777, 0.726548
1001,   0.7777, 0.727441
1002,   0.7777, 0.727062
1003,   0.7777, 0.728213
1004,   0.7777, 0.727926
1005,   0.7777, 0.723293
1006,   0.7777,  0.72714
1007,   0.7777,   0.7253
1008,   0.7777, 0.727034
1009,   0.7777, 0.729522
1010,    0.778, 0.728219
1011,    0.778, 0.725508
1012,    0.778, 0.725306
1013,    0.778, 0.727418
1014,    0.778, 0.727814
1015,   0.7781, 0.727709
1016,   0.7781, 0.728729
1017,   0.7781,  0.72287
1018,   0.7781, 0.727719
1019,   0.7781, 0.725886
1020,   0.7781, 0.721828
1021,   0.7781, 0.725781
1022,   0.7781, 0.726797
1023,   0.7781,  0.72951
1024,   0.7781, 0.727305
1025,   0.7781, 0.726923
1026,   0.7781, 0.726115
1027,   0.7781, 0.728123
1028,   0.7781, 0.729833
1029,   0.7781, 0.732218
1030,   0.7781,  0.72558
1031,   0.7781, 0.730591
1032,   0.7781, 0.727723
1033,   0.7781, 0.729865
1034,   0.7781, 0.726823
1035,   0.7781, 0.726503
1036,   0.7781, 0.726667
1037,   0.7781, 0.725039
1038,   0.7781, 0.726899
1039,   0.7781, 0.727947
1040,   0.7781, 0.725514
1041,   0.7781, 0.725811
1042,   0.7782, 0.725069
1043,   0.7782, 0.728762
1044,   0.7782, 0.727183
1045,   0.7782, 0.726445
1046,   0.7782,   0.7275
1047,   0.7782, 0.726091
1048,   0.7782, 0.727794
1049,   0.7782, 0.727704
1050,   0.7785, 0.726037
1051,   0.7785, 0.726486
1052,   0.7785, 0.725597
1053,   0.7785, 0.728051
1054,   0.7785, 0.729249
1055,   0.7785, 0.727988
1056,   0.7785, 0.730704
1057,   0.7785, 0.727683
1058,   0.7785, 0.726874
1059,   0.7785, 0.726986
1060,   0.7785, 0.726653
1061,   0.7785, 0.724658
1062,   0.7785, 0.724775
1063,   0.7785, 0.725316
1064,   0.7785, 0.726686
1065,   0.7785, 0.725834
1066,   0.7785, 0.728143
1067,   0.7785, 0.729481
1068,   0.7786, 0.726378
1069,   0.7786, 0.724799
1070,   0.7786,  0.72625
1071,   0.7786, 0.726482
1072,   0.7786,  0.72962
1073,   0.7786, 0.730587
1074,   0.7786, 0.725132
1075,   0.7786, 0.725715
1076,   0.7786, 0.726036
1077,   0.7786, 0.724943
1078,   0.7786, 0.726936
1079,   0.7786, 0.726362
1080,   0.7786, 0.727368
1081,   0.7786, 0.729062
1082,   0.7786, 0.723545
1083,   0.7792, 0.728907
1084,   0.7792, 0.728483
1085,   0.7792,  0.72469
1086,   0.7792, 0.727327
1087,   0.7792, 0.728954
1088,   0.7792, 0.727507
1089,   0.7792, 0.728751
1090,   0.7792, 0.728777
1091,   0.7792, 0.727969
1092,   0.7792, 0.726608
1093,   0.7792,    0.728
1094,   0.7792, 0.728482
1095,   0.7792, 0.725589
1096,   0.7792, 0.727758
1097,   0.7792, 0.730426
1098,   0.7792, 0.727117
1099,   0.7792, 0.728048
1100,   0.7792, 0.726682
1101,   0.7792, 0.727584
1102,   0.7792, 0.725619
1103,   0.7792, 0.724091
1104,   0.7792, 0.726156
1105,   0.7792, 0.725394
1106,   0.7792, 0.724299
1107,   0.7792, 0.726982
1108,   0.7792, 0.731323
1109,   0.7792, 0.730026
1110,   0.7792, 0.727359
1111,   0.7792, 0.727561
1112,   0.7792, 0.727578
1113,   0.7792,  0.72639
1114,   0.7792, 0.725287
1115,   0.7792, 0.729252
1116,   0.7792, 0.726478
1117,   0.7792,  0.72719
1118,   0.7792, 0.730351
1119,   0.7792, 0.727207
1120,   0.7792, 0.726567
1121,   0.7792, 0.728936
1122,   0.7792, 0.730866
1123,   0.7792, 0.728388
1124,   0.7792, 0.728716
1125,   0.7792,  0.72765
1126,   0.7792,  0.73045
1127,   0.7792, 0.728399
1128,   0.7792, 0.727322
1129,   0.7792, 0.727906
1130,   0.7792, 0.727305
1131,   0.7792, 0.725962
1132,   0.7792, 0.729647
1133,   0.7792, 0.730367
1134,   0.7792, 0.728587
1135,   0.7792, 0.726011
1136,   0.7792,   0.7284
1137,   0.7792, 0.729313
1138,   0.7792, 0.730141
1139,   0.7792, 0.725998
1140,   0.7792, 0.726838
1141,   0.7792, 0.727602
1142,   0.7792, 0.728217
1143,   0.7792, 0.724845
1144,   0.7792,  0.72402
1145,   0.7792, 0.726999
1146,   0.7792, 0.728317
1147,   0.7792, 0.728621
1148,   0.7792, 0.726111
1149,   0.7792, 0.729156
1150,   0.7792, 0.727537
1151,   0.7792, 0.727151
1152,   0.7792,  0.73038
1153,   0.7792, 0.727416
1154,   0.7792, 0.726506
1155,   0.7792, 0.725018
1156,   0.7792, 0.722327
1157,   0.7792, 0.729013
1158,   0.7792, 0.731534
1159,   0.7792, 0.726032
1160,   0.7792, 0.726143
1161,   0.7792, 0.727823
1162,   0.7792,  0.72689
1163,   0.7792, 0.728822
1164,   0.7792, 0.725643
1165,   0.7792, 0.727059
1166,   0.7792, 0.728618
1167,   0.7792, 0.728386
1168,   0.7792, 0.727048
1169,   0.7792, 0.727929
1170,   0.7792, 0.727879
1171,   0.7792, 0.726521
1172,   0.7792, 0.728608
1173,   0.7792, 0.730099
1174,   0.7792, 0.729249
1175,   0.7795,  0.73142
1176,   0.7795, 0.727837
1177,   0.7795, 0.726466
1178,   0.7795, 0.725926
1179,   0.7795, 0.729943
1180,   0.7795, 0.726785
1181,   0.7795, 0.729034
1182,   0.7795, 0.731026
1183,   0.7795, 0.726146
1184,   0.7795, 0.726688
1185,   0.7795, 0.729451
1186,   0.7795,   0.7322
1187,   0.7795, 0.728461
1188,   0.7795, 0.729025
1189,   0.7795, 0.730797
1190,   0.7795, 0.726979
1191,   0.7795,  0.72844
1192,   0.7795,  0.72839
1193,   0.7795, 0.728567
1194,   0.7795, 0.729571
1195,   0.7795, 0.730999
1196,   0.7795, 0.729069
1197,   0.7795, 0.727527
1198,   0.7795, 0.726113
1199,   0.7795, 0.728833
1200,   0.7795, 0.729312
1201,   0.7795, 0.729827
1202,   0.7795, 0.729312
1203,   0.7795, 0.728192
1204,   0.7795, 0.728164
1205,   0.7795, 0.729429
1206,   0.7795, 0.724832
1207,   0.7795, 0.724009
1208,   0.7795, 0.725184
1209,   0.7795, 0.729244
1210,   0.7795, 0.728993
1211,   0.7798,  0.72449
1212,   0.7798, 0.728458
1213,   0.7798, 0.726019
1214,   0.7798, 0.728176
1215,   0.7798, 0.731807
1216,   0.7798, 0.730426
1217,   0.7798, 0.730628
1218,   0.7798, 0.730897
1219,   0.7798, 0.730922
1220,   0.7798, 0.728907
1221,   0.7798, 0.728553
1222,   0.7798, 0.727456
1223,   0.7798, 0.730973
1224,   0.7798, 0.730838
1225,   0.7798, 0.731417
1226,   0.7798,  0.73063
1227,   0.7798, 0.730345
1228,   0.7798, 0.726782
1229,   0.7798, 0.728313
1230,   0.7798, 0.725956
1231,   0.7798, 0.728641
1232,   0.7798, 0.726902
1233,   0.7798, 0.728026
1234,   0.7798, 0.728315
1235,   0.7798, 0.728521
1236,   0.7798, 0.727723
1237,   0.7798, 0.729038
1238,   0.7798, 0.729527
1239,   0.7798, 0.732195
1240,   0.7798, 0.727516
1241,   0.7798,  0.72724
1242,   0.7798, 0.728558
1243,   0.7798, 0.729161
1244,   0.7798, 0.728323
1245,   0.7798, 0.728678
1246,   0.7798, 0.730991
1247,   0.7798, 0.727109
1248,   0.7798, 0.730299
1249,   0.7798, 0.730164
1250,   0.7798, 0.727954
1251,   0.7798, 0.729605
1252,   0.7798, 0.729879
1253,   0.7798, 0.730299
1254,   0.7798,  0.72921
1255,   0.7798, 0.729167
1256,   0.7798, 0.728738
1257,   0.7798, 0.728212
1258,   0.7798, 0.729589
1259,   0.7798, 0.729246
1260,   0.7798, 0.730855
1261,   0.7798, 0.731045
1262,   0.7798, 0.731195
1263,   0.7798, 0.726958
1264,   0.7798, 0.726938
1265,   0.7798, 0.727466
1266,   0.7798, 0.727618
1267,   0.7798, 0.729314
1268,   0.7798, 0.728223
1269,   0.7798, 0.728639
1270,   0.7798, 0.728949
1271,   0.7798, 0.728415
1272,   0.7798, 0.729209
1273,   0.7798, 0.728274
1274,   0.7798, 0.732009
1275,   0.7798, 0.728666
1276,   0.7798,  0.72804
1277,   0.7798, 0.730968
1278,   0.7798, 0.730528
1279,   0.7798, 0.730495
1280,   0.7799,  0.72884
1281,   0.7799, 0.729915
1282,   0.7799, 0.726476
1283,   0.7799, 0.729904
1284,   0.7799, 0.730205
1285,   0.7799,  0.73017
1286,   0.7799, 0.727064
1287,   0.7799,  0.72525
1288,   0.7799, 0.729351
1289,   0.7799, 0.732593
1290,   0.7799, 0.727564
1291,   0.7799, 0.727712
1292,   0.7799, 0.725392
1293,   0.7799, 0.729423
1294,   0.7799, 0.728537
1295,   0.7799, 0.729984
1296,   0.7799, 0.730089
1297,   0.7799, 0.726818
1298,   0.7799, 0.726592
1299,   0.7799, 0.728401
1300,   0.7799, 0.729605
1301,   0.7799, 0.729916
1302,   0.7799, 0.728866
1303,   0.7799,  0.72941
1304,   0.7799, 0.731336
1305,   0.7799, 0.729252
1306,   0.7799, 0.728758
1307,   0.7799, 0.728365
1308,   0.7799, 0.731624
1309,   0.7799,  0.73324
1310,   0.7799, 0.731771
1311,   0.7799, 0.727066
1312,   0.7799, 0.729981
1313,   0.7799, 0.731062
1314,   0.7799, 0.730295
1315,   0.7799, 0.729022
1316,   0.7799, 0.729129
1317,   0.7799, 0.728083
1318,   0.7799,  0.72871
1319,   0.7799, 0.733256
1320,   0.7799, 0.725755
1321,   0.7799, 0.731946
1322,   0.7799, 0.731412
1323,   0.7799, 0.731886
1324,   0.7799, 0.730743
1325,   0.7799, 0.730947
1326,   0.7799, 0.728374
1327,   0.7799, 0.728161
1328,   0.7804, 0.730954
1329,   0.7804, 0.730269
1330,   0.7804, 0.731581
1331,   0.7804,  0.72864
1332,   0.7804, 0.726795
1333,   0.7804, 0.728374
1334,   0.7804, 0.727652
1335,   0.7804, 0.730403
1336,   0.7804, 0.729114
1337,   0.7804, 0.729844
1338,   0.7804, 0.729627
1339,   0.7804, 0.731718
1340,   0.7804, 0.730262
1341,   0.7804,  0.72717
1342,   0.7804, 0.732184
1343,   0.7804, 0.728476
1344,   0.7804, 0.731815
1345,   0.7804, 0.728261
1346,   0.7804, 0.729188
1347,   0.7804, 0.726602
1348,   0.7804, 0.729886
1349,   0.7804, 0.727686
1350,   0.7804, 0.730583
1351,   0.7804, 0.728029
1352,   0.7804, 0.732593
1353,   0.7804,   0.7313
1354,   0.7804, 0.733047
1355,   0.7804, 0.732007
1356,   0.7804, 0.730178
1357,   0.7804, 0.730157
1358,   0.7804, 0.728734
1359,   0.7804, 0.727439
1360,   0.7804, 0.730717
1361,   0.7804, 0.730222
1362,   0.7804, 0.725707
1363,   0.7804,  0.73154
1364,   0.7804, 0.727143
1365,   0.7804, 0.727624
1366,   0.7804, 0.729697
1367,   0.7804, 0.731861
1368,   0.7804, 0.728729
1369,   0.7804, 0.728486
1370,   0.7804, 0.730338
1371,   0.7804, 0.730435
1372,   0.7804,  0.72991
1373,   0.7804, 0.726421
1374,   0.7804, 0.731702
1375,   0.7804, 0.728745
1376,   0.7804, 0.728484
1377,   0.7804, 0.726962
1378,   0.7804,  0.72963
1379,   0.7804, 0.729212
1380,   0.7804, 0.725225
1381,   0.7804, 0.730547
1382,   0.7804, 0.733792
1383,   0.7804, 0.732264
1384,   0.7804,  0.72757
1385,   0.7804, 0.730355
1386,   0.7804, 0.730215
1387,   0.7804, 0.729321
1388,   0.7804, 0.731424
1389,   0.7804, 0.729814
1390,   0.7804, 0.731013
1391,   0.7804, 0.730805
1392,   0.7804, 0.730557
1393,   0.7804, 0.731209
1394,   0.7804, 0.730024
1395,   0.7804, 0.728167
1396,   0.7804, 0.729108
1397,   0.7804, 0.731445
1398,   0.7804, 0.728616
1399,   0.7804, 0.728189
1400,   0.7804, 0.728044
1401,   0.7804, 0.727964
1402,   0.7804, 0.727192
1403,   0.7804, 0.730838
1404,   0.7804, 0.727527
1405,   0.7804, 0.728287
1406,   0.7804, 0.726661
1407,   0.7804, 0.731441
1408,   0.7804, 0.730395
1409,   0.7804, 0.728416
1410,   0.7804, 0.730046
1411,   0.7804,  0.72895
1412,   0.7804, 0.728194
1413,   0.7804, 0.729986
1414,   0.7804, 0.728001
1415,   0.7804, 0.726626
1416,   0.7804, 0.728158
1417,   0.7804, 0.726698
1418,   0.7804, 0.731924
1419,   0.7804, 0.730016
1420,   0.7804, 0.727434
1421,   0.7804, 0.728132
1422,   0.7804, 0.729157
1423,   0.7804, 0.732463
1424,   0.7804, 0.729957
1425,   0.7804, 0.730661
1426,   0.7804, 0.728297
1427,   0.7804, 0.729158
1428,   0.7804,  0.72806
1429,   0.7804, 0.728242
1430,   0.7804, 0.731922
1431,   0.7804, 0.734142
1432,   0.7804, 0.731709
1433,   0.7804, 0.729829
1434,   0.7804, 0.730879
1435,   0.7804, 0.727776
1436,   0.7804, 0.730599
1437,   0.7804, 0.728169
1438,   0.7804, 0.728679
1439,   0.7804, 0.731008
1440,   0.7804, 0.727063
1441,   0.7804, 0.733199
1442,   0.7804, 0.730422
1443,   0.7804, 0.734174
1444,   0.7804, 0.729607
1445,   0.7804, 0.734933
1446,   0.7804, 0.729934
1447,   0.7804, 0.728516
1448,   0.7804, 0.731613
1449,   0.7804, 0.730554
1450,   0.7804, 0.734238
1451,   0.7804, 0.733362
1452,   0.7804, 0.728637
1453,   0.7804, 0.727384
1454,   0.7804, 0.725269
1455,   0.7804, 0.725516
1456,   0.7804, 0.728428
1457,   0.7804,  0.72724
1458,   0.7804, 0.729467
1459,   0.7804, 0.728101
1460,   0.7804, 0.730753
1461,   0.7804, 0.732273
1462,   0.7804,  0.72813
1463,   0.7804, 0.729259
1464,   0.7804, 0.729965
1465,   0.7804, 0.729909
1466,   0.7804, 0.729408
1467,   0.7804, 0.728407
1468,   0.7804, 0.729577
1469,   0.7804,  0.72955
1470,   0.7804, 0.729156
1471,   0.7804, 0.732016
1472,   0.7804, 0.727886
1473,   0.7804, 0.728506
1474,   0.7804, 0.727558
1475,   0.7804, 0.727477
1476,   0.7804,  0.72982
1477,   0.7804, 0.728646
1478,   0.7804, 0.728431
1479,   0.7804, 0.729127
1480,   0.7804, 0.730031
1481,   0.7804, 0.728376
1482,   0.7804, 0.728368
1483,   0.7804, 0.730486
1484,   0.7804, 0.730984
1485,   0.7804, 0.730819
1486,   0.7804,  0.72766
1487,   0.7804, 0.729717
1488,   0.7804,  0.72906
1489,   0.7804, 0.729562
1490,   0.7804, 0.729825
1491,   0.7804, 0.729433
1492,   0.7804, 0.721676
1493,   0.7804, 0.728692
1494,   0.7804,  0.72757
1495,   0.7804, 0.729778
1496,   0.7804, 0.727076
1497,   0.7804,  0.73043
1498,   0.7804, 0.730095
1499,   0.7804, 0.731965
1500,   0.7804, 0.729637
1501,   0.7804, 0.727667
1502,   0.7804, 0.728055
1503,   0.7804, 0.729447
1504,   0.7804, 0.726578
1505,   0.7804, 0.728573
1506,   0.7804, 0.728656
1507,   0.7804, 0.726427
1508,   0.7804, 0.729057
1509,   0.7804,  0.72824
1510,   0.7804, 0.729478
1511,   0.7804, 0.726344
1512,   0.7804, 0.729518
1513,   0.7804, 0.731247
1514,   0.7804, 0.728083
1515,   0.7804, 0.731586
1516,   0.7804, 0.731103
1517,   0.7804, 0.730586
1518,   0.7804, 0.732907
1519,   0.7804, 0.732226
1520,   0.7804, 0.730457
1521,   0.7804, 0.730304
1522,   0.7804, 0.727309
1523,   0.7804,  0.72723
1524,   0.7804, 0.732365
1525,   0.7804, 0.728523
1526,   0.7804, 0.725972
1527,   0.7804, 0.730586
1528,   0.7804, 0.725752
1529,   0.7804, 0.728302
1530,   0.7804, 0.726488
1531,   0.7804, 0.726863
1532,   0.7804, 0.730841
1533,   0.7804, 0.728894
1534,   0.7804, 0.729707
1535,   0.7804, 0.727728
1536,   0.7804, 0.729104
1537,   0.7804, 0.731037
1538,   0.7804, 0.730192
1539,   0.7804, 0.727899
1540,   0.7804, 0.728623
1541,   0.7805, 0.727925
1542,   0.7805,  0.72785
1543,   0.7805, 0.726383
1544,   0.7805, 0.731111
1545,   0.7805, 0.726188
1546,   0.7805, 0.731025
1547,   0.7805, 0.733683
1548,   0.7805, 0.729855
1549,   0.7805, 0.732333
1550,   0.7805, 0.730824
1551,   0.7805, 0.727163
1552,   0.7805, 0.732727
1553,   0.7805, 0.730263
1554,   0.7805, 0.728517
1555,   0.7805, 0.729312
1556,   0.7805, 0.731433
1557,   0.7805, 0.732081
1558,   0.7805, 0.730745
1559,   0.7805, 0.728825
1560,   0.7805, 0.728433
1561,   0.7805, 0.727826
1562,   0.7805, 0.730316
1563,   0.7805, 0.730265
1564,   0.7805, 0.730383
1565,   0.7805, 0.728724
1566,   0.7805, 0.727795
1567,   0.7805, 0.730433
1568,   0.7805, 0.728366
1569,   0.7805, 0.727232
1570,   0.7805, 0.728698
1571,   0.7805, 0.728354
1572,   0.7805, 0.731398
1573,   0.7805, 0.726816
1574,   0.7805,  0.72926
1575,   0.7805,  0.72807
1576,   0.7805, 0.727799
1577,   0.7805, 0.729194
1578,   0.7805, 0.729643
1579,   0.7805, 0.730367
1580,   0.7805, 0.729332
1581,   0.7805, 0.731544
1582,   0.7805, 0.727053
1583,   0.7805, 0.729096
1584,   0.7805, 0.732311
1585,   0.7805, 0.727228
1586,   0.7805, 0.730978
1587,   0.7805,  0.73314
1588,   0.7805, 0.727877
1589,   0.7805, 0.729368
1590,   0.7805, 0.730784
1591,   0.7805, 0.730515
1592,   0.7805,  0.72857
1593,   0.7805, 0.727086
1594,   0.7805, 0.727176
1595,   0.7805, 0.728977
1596,   0.7805, 0.730219
1597,   0.7805, 0.730126
1598,   0.7805, 0.725464
1599,   0.7805,  0.72935
1600,   0.7805, 0.728534
1601,   0.7805, 0.730752
1602,   0.7805, 0.731742
1603,   0.7805, 0.728557
1604,   0.7805, 0.727034
1605,   0.7805, 0.726215
1606,   0.7805,  0.73091
1607,   0.7805, 0.731032
1608,   0.7805, 0.729779
1609,   0.7805, 0.727386
1610,   0.7805, 0.727942
1611,   0.7805, 0.730623
1612,   0.7805, 0.725747
1613,   0.7805, 0.731463
1614,   0.7805, 0.731177
1615,   0.7805, 0.731269
1616,   0.7805, 0.731826
1617,   0.7805, 0.729564
1618,   0.7805, 0.729113
1619,   0.7805,  0.73042
1620,   0.7805, 0.730052
1621,   0.7805, 0.726794
1622,   0.7805, 0.730053
1623,   0.7805, 0.728371
1624,   0.7805, 0.727697
1625,   0.7805, 0.729961
1626,   0.7805, 0.728884
1627,   0.7805, 0.725493
1628,   0.7805, 0.729734
1629,   0.7805, 0.726634
1630,   0.7805, 0.726938
1631,   0.7805, 0.726717
1632,   0.7806, 0.731807
1633,   0.7806, 0.729334
1634,   0.7806, 0.728575
1635,   0.7806, 0.731453
1636,   0.7806, 0.729302
1637,   0.7806, 0.726818
1638,   0.7806,  0.72961
1639,   0.7806, 0.728799
1640,   0.7806, 0.729038
1641,   0.7806, 0.728728
1642,   0.7806, 0.731036
1643,   0.7806, 0.729211
1644,   0.7806, 0.729487
1645,   0.7806, 0.731272
1646,   0.7806, 0.728038
1647,   0.7806, 0.730998
1648,   0.7806,  0.72959
1649,   0.7806,  0.72651
1650,   0.7806, 0.728986
1651,   0.7806, 0.727214
1652,   0.7806,  0.72879
1653,   0.7806, 0.729659
1654,   0.7806, 0.727553
1655,   0.7806, 0.728284
1656,   0.7806, 0.727522
1657,   0.7806, 0.728831
1658,   0.7806, 0.726636
1659,   0.7806, 0.731375
1660,   0.7806, 0.731269
1661,   0.7806, 0.727489
1662,   0.7806, 0.729604
1663,   0.7806,  0.73039
1664,   0.7806,   0.7312
1665,   0.7806, 0.728211
1666,   0.7806, 0.726994
1667,   0.7806, 0.728229
1668,   0.7806, 0.729609
1669,   0.7806, 0.731462
1670,   0.7806, 0.733342
1671,   0.7806, 0.727481
1672,   0.7806, 0.728432
1673,   0.7806, 0.728925
1674,   0.7806, 0.729981
1675,   0.7806, 0.727661
1676,   0.7806, 0.729785
1677,   0.7806,  0.73141
1678,   0.7806, 0.727974
1679,   0.7806,  0.72595
1680,   0.7806, 0.727559
1681,   0.7806, 0.730686
1682,   0.7806,   0.7284
1683,   0.7806, 0.731788
1684,   0.7806, 0.727053
1685,   0.7806, 0.728177
1686,   0.7806, 0.729553
1687,   0.7806, 0.728543
1688,   0.7806, 0.728309
1689,   0.7806, 0.729253
1690,   0.7806,  0.72924
1691,   0.7806, 0.729867
1692,   0.7806, 0.732951
1693,   0.7806,  0.73122
1694,   0.7806, 0.727902
1695,   0.7806, 0.727796
1696,   0.7806, 0.730896
1697,   0.7806, 0.729863
1698,   0.7806, 0.730986
1699,   0.7806, 0.730078
1700,   0.7806, 0.729909
1701,   0.7806, 0.728757
1702,   0.7806, 0.729695
1703,   0.7806, 0.731219
1704,   0.7806, 0.728128
1705,   0.7806, 0.731448
1706,   0.7806, 0.728614
1707,   0.7806, 0.727593
1708,   0.7806, 0.727901
1709,   0.7806, 0.727991
1710,   0.7806, 0.730573
1711,   0.7806, 0.732029
1712,   0.7806,  0.73024
1713,   0.7806, 0.730709
1714,   0.7806, 0.729739
1715,   0.7806, 0.728541
1716,   0.7806, 0.728855
1717,   0.7806, 0.728152
1718,   0.7806, 0.729821
1719,   0.7806, 0.729699
1720,   0.7806, 0.728413
1721,   0.7806,  0.72884
1722,   0.7806,  0.72859
1723,   0.7806, 0.731237
1724,   0.7806,  0.72744
1725,   0.7806, 0.726357
1726,   0.7806, 0.727359
1727,   0.7806, 0.729753
1728,   0.7806, 0.728877
1729,   0.7806, 0.725671
1730,   0.7806,   0.7318
1731,   0.7806, 0.728506
1732,   0.7806, 0.733596
1733,   0.7806, 0.731076
1734,   0.7806,  0.72948
1735,   0.7806, 0.729728
1736,   0.7806, 0.729882
1737,   0.7806, 0.727542
1738,   0.7806, 0.727476
1739,   0.7806, 0.728216
1740,   0.7806, 0.727955
1741,   0.7806, 0.730922
1742,   0.7806, 0.727783
1743,   0.7806, 0.728639
1744,   0.7806,  0.72733
1745,   0.7806, 0.729453
1746,   0.7806, 0.730709
1747,   0.7806, 0.731013
1748,   0.7806, 0.728375
1749,   0.7806,  0.72752
1750,   0.7806,  0.72929
1751,   0.7806, 0.731205
1752,   0.7806, 0.727332
1753,   0.7806, 0.732609
1754,   0.7806, 0.730301
1755,   0.7806, 0.730264
1756,   0.7806,  0.73106
1757,   0.7806, 0.731411
1758,   0.7806, 0.732047
1759,   0.7806, 0.733462
1760,   0.7806, 0.725722
1761,   0.7806, 0.728948
1762,   0.7806, 0.729196
1763,   0.7806, 0.728895
1764,   0.7806, 0.728728
1765,   0.7806, 0.726735
1766,   0.7806, 0.729531
1767,   0.7806, 0.729353
1768,   0.7806, 0.726836
1769,   0.7806,  0.72625
1770,   0.7806,  0.73021
1771,   0.7806, 0.726478
1772,   0.7806, 0.728968
1773,   0.7806, 0.731474
1774,   0.7806,  0.72981
1775,   0.7806, 0.730126
1776,   0.7806, 0.731068
1777,   0.7806, 0.728942
1778,   0.7806, 0.729945
1779,   0.7806, 0.726646
1780,   0.7806, 0.731684
1781,   0.7806, 0.729433
1782,   0.7808, 0.733086
1783,   0.7808,  0.72831
1784,   0.7808,  0.72481
1785,   0.7808, 0.726316
1786,   0.7808, 0.726991
1787,   0.7808, 0.730368
1788,   0.7808, 0.727184
1789,   0.7808, 0.730228
1790,   0.7808, 0.729737
1791,   0.7808, 0.731688
1792,   0.7808, 0.730542
1793,   0.7808, 0.729773
1794,   0.7808, 0.729893
1795,   0.7808,  0.72949
1796,   0.7808, 0.730693
1797,   0.7808, 0.728697
1798,   0.7808, 0.729712
1799,   0.7808, 0.731673
1800,   0.7808, 0.730619
1801,   0.7808, 0.732405
1802,   0.7808, 0.726863
1803,   0.7808, 0.728192
1804,   0.7808, 0.725407
1805,   0.7808, 0.729722
1806,   0.7808, 0.730602
1807,   0.7808, 0.730007
1808,   0.7808, 0.726218
1809,   0.7808, 0.728797
1810,   0.7808, 0.728826
1811,   0.7808, 0.728307
1812,   0.7808, 0.727656
1813,   0.7808, 0.730647
1814,   0.7808, 0.729768
1815,   0.7808, 0.731049
1816,   0.7808, 0.729745
1817,   0.7808, 0.727605
1818,   0.7808, 0.726444
1819,   0.7808, 0.731013
1820,   0.7808, 0.732443
1821,   0.7808, 0.730096
1822,   0.7808, 0.731993
1823,   0.7808, 0.726727
1824,   0.7808, 0.729564
1825,   0.7808, 0.729139
1826,   0.7808, 0.726093
1827,   0.7808,  0.73178
1828,   0.7808, 0.730212
1829,   0.7808, 0.733926
1830,   0.7808,   0.7282
1831,   0.7808, 0.732238
1832,   0.7809, 0.729498
1833,   0.7809, 0.727409
1834,   0.7809, 0.728699
1835,   0.7809, 0.729519
1836,   0.7809, 0.730745
1837,   0.7809, 0.731658
1838,   0.7809, 0.728358
1839,   0.7809, 0.728907
1840,   0.7809,   0.7319
1841,   0.7809, 0.726894
1842,   0.7809, 0.730305
1843,   0.7809, 0.727482
1844,   0.7809,  0.72839
1845,   0.7809, 0.729745
1846,   0.7809, 0.731493
1847,   0.7809, 0.729648
1848,   0.7809, 0.728612
1849,   0.7809, 0.731827
1850,   0.7809, 0.731063
1851,   0.7809,  0.72976
1852,   0.7809, 0.728137
1853,   0.7809,  0.72886
1854,   0.7809, 0.730449
1855,   0.7809, 0.730333
1856,   0.7809, 0.730534
1857,   0.7809, 0.731202
1858,   0.7809, 0.730335
