gen, tournament_ternary_uniform_best, tournament_ternary_uniform_ave
1875,   0.8267, 0.768755
1876,   0.8267, 0.769048
1877,   0.8267,  0.76837
1878,   0.8267, 0.771713
1879,   0.8267, 0.764952
1880,   0.8267, 0.767551
1881,   0.8267, 0.767964
1882,   0.8267, 0.771041
1883,   0.8267, 0.766419
1884,   0.8267, 0.764768
1885,   0.8267, 0.765354
1886,   0.8267, 0.765935
1887,   0.8267,  0.77113
1888,   0.8267, 0.767739
1889,   0.8267, 0.769798
1890,   0.8267, 0.769422
1891,   0.8267, 0.767308
1892,   0.8267, 0.769351
1893,   0.8267,  0.77135
1894,   0.8267, 0.769604
1895,   0.8267, 0.769497
1896,   0.8267, 0.761448
1897,   0.8267, 0.765347
1898,   0.8267, 0.769209
1899,   0.8267, 0.768731
1900,   0.8267, 0.769904
1901,   0.8267,  0.76952
1902,   0.8267, 0.768128
1903,   0.8267, 0.770872
1904,   0.8267, 0.768132
1905,   0.8267, 0.768557
1906,   0.8267, 0.767136
1907,   0.8267, 0.766493
1908,   0.8267, 0.766249
1909,   0.8267, 0.771481
1910,   0.8267, 0.768304
1911,   0.8267, 0.770043
1912,   0.8267, 0.769443
1913,   0.8267, 0.765468
1914,   0.8267, 0.768933
1915,   0.8267, 0.766809
1916,   0.8267, 0.768676
1917,   0.8267, 0.769754
1918,   0.8267, 0.767306
1919,   0.8267, 0.768629
1920,   0.8267, 0.765745
1921,   0.8267, 0.768332
1922,   0.8267,  0.76668
1923,   0.8267, 0.763739
1924,   0.8268, 0.766361
1925,   0.8268, 0.766129
1926,   0.8268, 0.769076
1927,   0.8268, 0.764112
1928,   0.8268, 0.765903
1929,   0.8268, 0.767883
1930,   0.8268,  0.76792
1931,   0.8268, 0.768462
1932,   0.8268, 0.765491
1933,   0.8268,  0.76426
1934,   0.8268,  0.76438
1935,   0.8268, 0.766366
1936,   0.8271, 0.768275
1937,   0.8271, 0.768814
1938,   0.8271, 0.766726
1939,   0.8271,  0.76917
1940,   0.8271, 0.765413
1941,   0.8271, 0.770437
1942,   0.8271, 0.767047
1943,   0.8271, 0.768992
1944,   0.8271, 0.765942
1945,   0.8271, 0.766587
1946,   0.8271, 0.767331
1947,   0.8271, 0.769969
1948,   0.8271, 0.770545
1949,   0.8271, 0.767943
1950,   0.8271,   0.7683
1951,   0.8271, 0.770106
1952,   0.8271, 0.765602
1953,   0.8271, 0.767946
1954,   0.8271, 0.767621
1955,   0.8271,  0.76941
1956,   0.8271, 0.768504
1957,   0.8271, 0.770459
1958,   0.8271, 0.770385
1959,   0.8271, 0.764397
1960,   0.8271, 0.770102
1961,   0.8271, 0.767032
1962,   0.8271, 0.766411
1963,   0.8271, 0.768825
1964,   0.8271, 0.768439
1965,   0.8271, 0.766635
1966,   0.8271, 0.769621
1967,   0.8271, 0.766761
1968,   0.8271, 0.767806
1969,   0.8271, 0.768736
1970,   0.8271, 0.766305
1971,   0.8271, 0.764117
1972,   0.8271, 0.771959
1973,   0.8271, 0.769086
1974,   0.8271, 0.769192
1975,   0.8271, 0.771088
1976,   0.8271, 0.771297
1977,   0.8271, 0.771042
1978,   0.8271, 0.771561
1979,   0.8271, 0.766793
1980,   0.8271, 0.766135
1981,   0.8271, 0.769317
1982,   0.8271,  0.76854
1983,   0.8271,  0.76801
1984,   0.8271, 0.770042
1985,   0.8271, 0.772203
1986,   0.8271, 0.767504
1987,   0.8271,  0.76867
1988,   0.8271, 0.766718
1989,   0.8271, 0.771115
1990,   0.8271, 0.768737
1991,   0.8271, 0.770701
1992,   0.8271, 0.767066
1993,   0.8271, 0.765719
1994,   0.8271, 0.769484
1995,   0.8271, 0.770165
1996,   0.8271, 0.767999
1997,   0.8271, 0.764343
1998,   0.8271, 0.765568
1999,   0.8271, 0.769248
2000,   0.8271, 0.767774
2001,   0.8271, 0.770715
2002,   0.8271, 0.768518
2003,   0.8271, 0.770831
2004,   0.8271,  0.76914
2005,   0.8271, 0.768235
2006,   0.8271, 0.764503
2007,   0.8271, 0.768929
2008,   0.8271, 0.767063
2009,   0.8271, 0.763968
2010,   0.8271, 0.766337
2011,   0.8271, 0.769808
2012,   0.8271, 0.771617
2013,   0.8271, 0.765768
2014,   0.8274, 0.766309
2015,   0.8274, 0.767927
2016,   0.8274, 0.765744
2017,   0.8274, 0.765004
2018,   0.8274, 0.768149
2019,   0.8274, 0.770649
2020,   0.8274, 0.767188
2021,   0.8274, 0.770637
2022,   0.8274, 0.771241
2023,   0.8274, 0.770081
2024,   0.8274, 0.771201
2025,   0.8274, 0.770923
2026,   0.8274, 0.768041
2027,   0.8274, 0.766609
2028,   0.8274, 0.768773
2029,   0.8274, 0.768421
2030,   0.8274, 0.772852
2031,   0.8274,  0.76478
2032,   0.8274, 0.766997
2033,   0.8274, 0.766891
2034,   0.8274,  0.77135
2035,   0.8274, 0.767336
2036,   0.8274, 0.767491
2037,   0.8274, 0.770363
2038,   0.8274, 0.767057
2039,   0.8274, 0.771167
2040,   0.8274, 0.768224
2041,   0.8274, 0.765985
2042,   0.8274, 0.767241
2043,   0.8274, 0.769088
2044,   0.8274, 0.766744
2045,   0.8274, 0.766287
2046,   0.8274,  0.76852
2047,   0.8274, 0.764637
2048,   0.8274, 0.764523
2049,   0.8274, 0.766149
2050,   0.8274, 0.770341
2051,   0.8274, 0.765801
2052,   0.8274,  0.76898
2053,   0.8274, 0.769393
2054,   0.8274, 0.771396
2055,   0.8274, 0.768385
2056,   0.8274, 0.769703
2057,   0.8274, 0.767347
2058,   0.8274,  0.76549
2059,   0.8274, 0.768192
2060,   0.8274, 0.766263
2061,   0.8274, 0.766065
2062,   0.8274, 0.767285
2063,    0.828, 0.766887
2064,    0.828, 0.769902
2065,    0.828,  0.76856
2066,    0.828,  0.76774
2067,    0.828, 0.766231
2068,    0.828, 0.767147
2069,    0.828, 0.768448
2070,    0.828, 0.765352
2071,    0.828, 0.766897
2072,    0.828, 0.765767
2073,    0.828, 0.771371
2074,    0.828, 0.765588
2075,    0.828, 0.767385
2076,    0.828, 0.768214
2077,    0.828, 0.769086
2078,    0.828, 0.769145
2079,    0.828, 0.765421
2080,    0.828, 0.771946
2081,    0.828, 0.773289
2082,    0.828, 0.769002
2083,    0.828, 0.770447
2084,    0.828, 0.769013
2085,    0.828, 0.771301
2086,    0.828, 0.769688
2087,    0.828, 0.766227
2088,    0.828,  0.76479
2089,    0.828, 0.768066
2090,    0.828, 0.768802
2091,    0.828, 0.767175
2092,    0.828, 0.768541
2093,    0.828, 0.770227
2094,    0.828, 0.769298
2095,    0.828, 0.768396
2096,    0.828, 0.765673
2097,    0.828, 0.769088
2098,    0.828,  0.76779
2099,    0.828, 0.770292
2100,    0.828, 0.767548
2101,    0.828, 0.767387
2102,    0.828, 0.766358
2103,    0.828,  0.76953
2104,    0.828, 0.768809
2105,    0.828, 0.770068
2106,    0.828,  0.76996
2107,    0.828,  0.76899
2108,    0.828,  0.77051
2109,    0.828, 0.769292
2110,    0.828,   0.7699
2111,    0.828, 0.768303
2112,    0.828, 0.767519
2113,    0.828, 0.771161
2114,    0.828, 0.773107
2115,    0.828,  0.77206
2116,    0.828, 0.768267
2117,    0.828, 0.769085
2118,    0.828, 0.768665
2119,    0.828, 0.769593
2120,   0.8281,  0.76997
2121,   0.8281, 0.766008
2122,   0.8281, 0.765306
2123,   0.8281, 0.765136
2124,   0.8281, 0.767478
2125,   0.8281, 0.766116
2126,   0.8281, 0.768693
2127,   0.8281, 0.768174
2128,   0.8281, 0.769186
2129,   0.8289, 0.770387
2130,   0.8289, 0.769425
2131,   0.8289, 0.770413
2132,   0.8289, 0.766628
2133,   0.8289, 0.769307
2134,   0.8289, 0.768219
2135,   0.8289, 0.767321
2136,   0.8289, 0.769738
2137,   0.8289, 0.767614
2138,   0.8289, 0.769068
2139,   0.8289, 0.767045
2140,   0.8289, 0.766862
2141,   0.8289, 0.769687
2142,   0.8289, 0.769482
2143,   0.8289, 0.769512
2144,   0.8289, 0.770685
2145,   0.8289, 0.771655
2146,   0.8289, 0.768215
2147,   0.8289, 0.765682
2148,   0.8289, 0.768169
2149,   0.8289, 0.767404
2150,   0.8289, 0.766867
2151,   0.8289,   0.7697
2152,   0.8289,  0.77092
2153,   0.8289, 0.766647
2154,   0.8289, 0.765765
2155,   0.8289,  0.76636
2156,   0.8289, 0.768342
2157,   0.8289, 0.767411
2158,   0.8289, 0.768144
2159,   0.8289, 0.768313
2160,   0.8289, 0.769578
2161,   0.8289,  0.76721
2162,   0.8289, 0.772259
2163,   0.8289, 0.776038
2164,   0.8289, 0.772721
2165,   0.8289, 0.770789
2166,   0.8289, 0.767265
2167,   0.8289, 0.769069
2168,   0.8289, 0.770386
2169,   0.8289, 0.770855
2170,   0.8289, 0.768844
2171,   0.8289, 0.766146
2172,   0.8289, 0.770702
2173,   0.8289,  0.76621
2174,   0.8289, 0.769322
2175,   0.8289, 0.770129
2176,   0.8289, 0.765481
2177,   0.8289, 0.771124
2178,   0.8289, 0.769218
2179,   0.8289, 0.767806
2180,   0.8289, 0.765424
2181,   0.8289, 0.767399
2182,   0.8289, 0.768713
2183,   0.8289, 0.769651
2184,   0.8289,  0.76997
2185,   0.8289,  0.77196
2186,   0.8289, 0.768058
2187,   0.8289,  0.76949
2188,   0.8289, 0.768142
2189,   0.8289, 0.765863
2190,   0.8289, 0.766006
2191,   0.8289, 0.768851
2192,   0.8289, 0.768414
2193,   0.8289, 0.766737
2194,   0.8289, 0.768207
2195,   0.8289, 0.770996
2196,   0.8289, 0.768038
2197,   0.8289, 0.770038
2198,   0.8289, 0.770776
2199,   0.8289, 0.768363
2200,   0.8289, 0.772603
2201,   0.8289, 0.766662
2202,   0.8289, 0.768332
2203,   0.8289, 0.769213
2204,   0.8289, 0.766387
2205,   0.8289, 0.770208
2206,   0.8289,  0.76793
2207,   0.8289,  0.76663
2208,   0.8289, 0.770875
2209,   0.8289, 0.771059
2210,   0.8289, 0.764448
2211,   0.8289, 0.767402
2212,   0.8289, 0.769269
2213,   0.8289, 0.766257
2214,   0.8289, 0.769143
2215,   0.8289, 0.768408
2216,   0.8289, 0.767589
2217,   0.8289, 0.771689
2218,   0.8289, 0.768719
2219,   0.8289, 0.772044
2220,   0.8289, 0.771524
2221,   0.8289, 0.769972
2222,   0.8289, 0.769165
2223,   0.8289, 0.771854
2224,   0.8289, 0.769404
2225,   0.8289, 0.769863
2226,   0.8289, 0.769466
2227,   0.8289,  0.76992
2228,   0.8289, 0.763206
2229,   0.8289, 0.767032
2230,   0.8289, 0.769446
2231,   0.8289, 0.769363
2232,   0.8289, 0.768173
2233,   0.8289, 0.766153
2234,   0.8289, 0.768313
2235,   0.8289, 0.770054
2236,   0.8289, 0.767816
2237,   0.8289,  0.76826
2238,   0.8289,  0.76792
2239,   0.8289, 0.768281
2240,   0.8289, 0.770803
2241,   0.8289, 0.767677
2242,   0.8289, 0.772164
2243,   0.8289, 0.768363
2244,   0.8289, 0.767931
2245,   0.8289, 0.766724
2246,   0.8289, 0.768623
2247,   0.8289, 0.766248
2248,   0.8289, 0.767232
2249,   0.8289, 0.766735
2250,   0.8289, 0.766407
2251,   0.8289, 0.766242
2252,   0.8289, 0.768047
2253,   0.8289, 0.769486
2254,   0.8289, 0.770631
2255,   0.8289, 0.770965
2256,   0.8289, 0.767599
2257,   0.8289, 0.769441
2258,   0.8289, 0.766528
2259,   0.8289, 0.766308
2260,   0.8289, 0.767058
2261,   0.8289, 0.766924
2262,   0.8289, 0.767086
2263,   0.8289, 0.770958
2264,   0.8289, 0.769933
2265,   0.8289, 0.769866
2266,   0.8289, 0.771679
2267,   0.8289, 0.767869
2268,   0.8289, 0.768792
2269,   0.8289, 0.768132
2270,   0.8289, 0.766175
2271,   0.8294, 0.766429
2272,   0.8294, 0.767572
2273,   0.8294, 0.770055
2274,   0.8294, 0.768579
2275,   0.8294, 0.770243
2276,   0.8294, 0.766365
2277,   0.8294, 0.765202
2278,   0.8294, 0.771125
2279,   0.8294,  0.77112
2280,   0.8294, 0.769954
2281,   0.8294, 0.769583
2282,   0.8294, 0.769905
2283,   0.8294, 0.768964
2284,   0.8294, 0.768038
2285,   0.8294, 0.770095
2286,   0.8294, 0.767273
2287,   0.8294, 0.764827
2288,   0.8294, 0.767316
2289,   0.8294, 0.769519
2290,   0.8294, 0.768884
2291,   0.8294, 0.772448
2292,   0.8294, 0.765818
2293,   0.8294,  0.77281
2294,   0.8294, 0.769317
2295,   0.8294, 0.767702
2296,   0.8294, 0.768568
2297,   0.8294, 0.765398
2298,   0.8294,   0.7669
2299,   0.8294, 0.765135
2300,   0.8294, 0.770515
2301,   0.8294, 0.771327
2302,   0.8294, 0.770547
2303,   0.8294, 0.767911
2304,   0.8294, 0.765894
2305,   0.8294, 0.770552
2306,   0.8294, 0.769943
2307,   0.8294, 0.768745
2308,   0.8294, 0.767205
2309,   0.8294, 0.766349
2310,   0.8294, 0.767013
2311,   0.8294, 0.764946
2312,   0.8294, 0.769108
2313,   0.8294, 0.770564
2314,   0.8294, 0.767473
2315,   0.8294, 0.763522
2316,   0.8294, 0.766222
2317,   0.8294, 0.768175
2318,   0.8294, 0.770167
2319,   0.8294, 0.771775
2320,   0.8297, 0.771325
2321,   0.8297, 0.766849
2322,   0.8297, 0.768391
2323,   0.8297, 0.768679
2324,   0.8297, 0.771419
2325,   0.8297, 0.771972
2326,   0.8297,   0.7705
2327,   0.8297, 0.770507
2328,   0.8297, 0.770316
2329,   0.8297, 0.771061
2330,   0.8297, 0.772664
2331,   0.8297, 0.770183
2332,   0.8297,  0.77221
2333,   0.8297, 0.770562
2334,   0.8297, 0.769285
2335,   0.8297, 0.767416
2336,   0.8297, 0.769638
2337,   0.8297, 0.769656
2338,   0.8297, 0.772703
2339,   0.8297, 0.768166
2340,   0.8297,  0.76631
2341,   0.8297,  0.77207
2342,   0.8297, 0.770301
2343,   0.8297, 0.768641
2344,   0.8297, 0.768641
2345,   0.8297, 0.770729
2346,   0.8297, 0.767915
2347,   0.8297, 0.772797
2348,   0.8297, 0.771741
2349,   0.8297, 0.770871
2350,   0.8297, 0.771552
2351,   0.8297, 0.768262
2352,   0.8297, 0.770607
2353,   0.8297, 0.771406
2354,   0.8297, 0.769841
2355,   0.8297, 0.767733
2356,   0.8297, 0.769153
2357,   0.8297, 0.772679
2358,   0.8297, 0.768948
2359,   0.8297, 0.769604
2360,   0.8297, 0.770902
2361,   0.8297, 0.771995
2362,   0.8297, 0.771906
2363,   0.8297, 0.770017
2364,   0.8297, 0.769247
2365,   0.8297, 0.768212
2366,   0.8297, 0.769814
2367,   0.8297, 0.768409
2368,   0.8297, 0.770685
2369,   0.8297, 0.769904
2370,   0.8297, 0.771136
2371,   0.8297, 0.771969
2372,   0.8297, 0.772924
2373,   0.8297, 0.769122
2374,   0.8297, 0.765693
2375,   0.8297, 0.769669
2376,   0.8297, 0.768435
2377,   0.8297, 0.767404
2378,   0.8297, 0.768381
2379,   0.8297, 0.772028
2380,   0.8297, 0.768267
2381,   0.8297, 0.766163
2382,   0.8297, 0.765698
2383,   0.8297, 0.769522
2384,   0.8297, 0.768058
2385,   0.8297, 0.773629
2386,   0.8297, 0.769977
2387,   0.8297, 0.771572
2388,   0.8297, 0.767662
2389,   0.8297, 0.767043
2390,   0.8297, 0.769475
2391,   0.8297, 0.767757
2392,   0.8297, 0.773065
2393,   0.8297, 0.769752
2394,   0.8297, 0.770827
2395,   0.8297, 0.768239
2396,   0.8297, 0.767716
2397,   0.8297, 0.770287
2398,   0.8297, 0.768418
2399,   0.8297, 0.767786
2400,   0.8297, 0.768366
2401,   0.8297,  0.77116
2402,   0.8297, 0.769711
2403,   0.8297, 0.764777
2404,   0.8297, 0.766206
2405,   0.8297, 0.767556
2406,   0.8297, 0.770277
2407,   0.8297, 0.766615
2408,   0.8297,  0.77057
2409,   0.8297, 0.768843
2410,   0.8297, 0.767408
2411,   0.8297, 0.769733
2412,   0.8297, 0.772659
2413,   0.8297, 0.769997
2414,   0.8297, 0.770997
2415,   0.8297, 0.770332
2416,   0.8297, 0.768604
2417,   0.8297, 0.772416
2418,   0.8297, 0.770004
2419,   0.8297, 0.767485
2420,   0.8297, 0.769086
2421,   0.8297, 0.767834
2422,   0.8297, 0.770736
2423,   0.8297, 0.769611
2424,   0.8297, 0.768874
2425,   0.8297, 0.771024
2426,   0.8297, 0.769942
2427,   0.8297, 0.768151
2428,   0.8297, 0.769025
2429,   0.8297, 0.769443
2430,   0.8297, 0.767728
2431,   0.8297, 0.769668
2432,   0.8297, 0.766937
2433,   0.8297, 0.771161
2434,   0.8297, 0.768433
2435,   0.8297, 0.765723
2436,   0.8297, 0.768045
2437,   0.8297, 0.767422
2438,   0.8297, 0.770907
2439,   0.8297, 0.768235
2440,   0.8297, 0.769536
2441,   0.8297, 0.770229
2442,   0.8297, 0.770527
2443,   0.8297, 0.769098
2444,   0.8297, 0.774457
2445,   0.8297, 0.766896
2446,   0.8297, 0.771541
2447,   0.8297, 0.770382
2448,   0.8297, 0.773951
2449,   0.8297, 0.773497
2450,   0.8297, 0.766961
2451,   0.8297, 0.770643
2452,   0.8297,  0.76767
2453,   0.8297, 0.769457
2454,   0.8297, 0.772534
2455,   0.8297, 0.767905
2456,   0.8297,  0.77174
2457,   0.8297, 0.769859
2458,   0.8297,  0.77001
2459,   0.8302, 0.772656
2460,   0.8302, 0.771093
2461,   0.8302, 0.770729
2462,   0.8302, 0.770771
2463,   0.8302, 0.766405
2464,   0.8302, 0.770427
2465,   0.8302, 0.769203
2466,   0.8302, 0.770145
2467,   0.8302,  0.77051
2468,   0.8302, 0.771614
2469,   0.8302,  0.76672
2470,   0.8302, 0.769615
2471,   0.8302, 0.768375
2472,   0.8302, 0.768809
2473,   0.8302,  0.77015
2474,   0.8302,  0.76867
2475,   0.8302, 0.770775
2476,   0.8302, 0.769131
2477,   0.8302, 0.769182
2478,   0.8302, 0.770096
2479,   0.8302, 0.770636
2480,   0.8302, 0.767941
2481,   0.8302, 0.765548
2482,   0.8302, 0.768645
2483,   0.8302, 0.764464
2484,   0.8302,  0.77002
2485,   0.8302, 0.771671
2486,   0.8302,  0.77375
2487,   0.8302,  0.77042
2488,   0.8302, 0.773013
2489,   0.8302,  0.77168
2490,   0.8302, 0.772038
2491,   0.8302, 0.768271
2492,   0.8302, 0.769865
2493,   0.8302, 0.769665
2494,   0.8302, 0.769238
2495,   0.8302, 0.772598
2496,   0.8302, 0.771476
2497,   0.8302, 0.770606
2498,   0.8302, 0.769406
2499,   0.8302, 0.768282
2500,   0.8302, 0.769345
2501,   0.8302, 0.770582
2502,   0.8302, 0.769018
2503,   0.8302, 0.769602
2504,   0.8302, 0.768566
2505,   0.8302, 0.772151
2506,   0.8302, 0.772103
2507,   0.8302, 0.767884
2508,   0.8302, 0.765455
2509,   0.8302, 0.768785
2510,   0.8302,  0.76839
2511,   0.8302, 0.767089
2512,   0.8302, 0.774189
2513,   0.8302, 0.770512
2514,   0.8302, 0.767669
2515,   0.8302, 0.771777
2516,   0.8302, 0.770767
2517,   0.8302, 0.770104
2518,   0.8302, 0.772709
2519,   0.8302, 0.769027
2520,   0.8302, 0.768547
2521,   0.8302, 0.768103
2522,   0.8302, 0.767739
2523,   0.8302, 0.770572
2524,   0.8302, 0.768684
2525,   0.8302, 0.770208
2526,   0.8302, 0.769246
2527,   0.8302, 0.770922
2528,   0.8302, 0.769794
2529,   0.8302, 0.767429
2530,   0.8302, 0.772741
2531,   0.8302, 0.772684
2532,   0.8302, 0.774661
2533,   0.8302, 0.771021
2534,   0.8302, 0.769211
2535,   0.8302, 0.770346
2536,   0.8302, 0.772286
2537,   0.8302, 0.771605
2538,   0.8302, 0.772393
2539,   0.8302, 0.772443
2540,   0.8302, 0.770778
2541,   0.8302, 0.767497
2542,   0.8302, 0.769794
2543,   0.8302, 0.767163
2544,   0.8302, 0.765341
2545,   0.8302, 0.770398
2546,   0.8302, 0.767339
2547,   0.8302, 0.773562
2548,   0.8302, 0.770561
2549,   0.8302, 0.767361
2550,   0.8302, 0.769551
2551,   0.8302, 0.764455
2552,   0.8302, 0.769337
2553,   0.8302, 0.767602
2554,   0.8302, 0.772362
2555,   0.8302, 0.769327
2556,   0.8302, 0.770735
2557,   0.8302, 0.769264
2558,   0.8302, 0.767836
2559,   0.8302, 0.765191
2560,   0.8302, 0.767989
2561,   0.8302, 0.773932
2562,   0.8302, 0.766946
2563,   0.8302, 0.767892
2564,   0.8302,  0.76555
2565,   0.8302, 0.768771
2566,   0.8302, 0.772708
2567,   0.8302, 0.771158
2568,   0.8302, 0.767101
2569,   0.8302, 0.772698
2570,   0.8302, 0.770337
2571,   0.8302, 0.773629
2572,   0.8302, 0.771228
2573,   0.8302, 0.767305
2574,   0.8302, 0.770482
2575,   0.8302, 0.768677
2576,   0.8302,  0.76928
2577,   0.8302,   0.7699
2578,   0.8302, 0.769751
2579,   0.8302, 0.768806
2580,   0.8302, 0.768609
2581,   0.8302,  0.76736
2582,   0.8302, 0.772045
2583,   0.8302,  0.77171
2584,   0.8302, 0.771681
2585,   0.8302, 0.769982
2586,   0.8302, 0.770911
2587,   0.8302,  0.77197
2588,   0.8302, 0.767684
2589,   0.8302, 0.769506
2590,   0.8302, 0.770108
2591,   0.8302,  0.77132
2592,   0.8302, 0.772157
2593,   0.8302, 0.766591
2594,   0.8302, 0.768258
2595,   0.8302, 0.770657
2596,   0.8302, 0.769557
2597,   0.8302, 0.769629
2598,   0.8302, 0.767932
2599,   0.8302,  0.76882
2600,   0.8302, 0.771717
2601,   0.8302, 0.769195
2602,   0.8302, 0.764735
2603,   0.8302, 0.775411
2604,   0.8302, 0.772829
2605,   0.8302, 0.771383
2606,   0.8302, 0.769401
2607,   0.8302, 0.770128
2608,   0.8302, 0.768714
2609,   0.8302, 0.770264
2610,   0.8302, 0.772797
2611,   0.8302, 0.771353
2612,   0.8302, 0.769939
2613,   0.8302, 0.771783
2614,   0.8302, 0.773339
2615,   0.8302, 0.768417
2616,   0.8302, 0.769305
2617,   0.8302, 0.768586
2618,   0.8302, 0.768871
2619,   0.8302, 0.772317
2620,   0.8302, 0.771188
2621,   0.8302, 0.768019
2622,   0.8302, 0.768211
2623,   0.8302, 0.767966
2624,   0.8302, 0.768763
2625,   0.8302, 0.768857
2626,   0.8302, 0.772598
2627,   0.8302, 0.770602
2628,   0.8302, 0.770477
2629,   0.8302, 0.767416
2630,   0.8302, 0.768549
2631,   0.8302, 0.766136
2632,   0.8302,   0.7665
2633,   0.8302, 0.766301
2634,   0.8302, 0.771904
2635,   0.8302, 0.768821
2636,   0.8302, 0.770214
2637,   0.8302,  0.76966
2638,   0.8302, 0.772822
2639,   0.8302, 0.771673
2640,   0.8302, 0.768528
2641,   0.8302, 0.765652
2642,   0.8302, 0.766063
2643,   0.8302, 0.767638
2644,   0.8302, 0.768412
2645,   0.8302, 0.768539
2646,   0.8302, 0.770572
2647,   0.8302, 0.767592
2648,   0.8302, 0.770896
2649,   0.8302,  0.76864
2650,   0.8302,  0.76846
2651,   0.8302, 0.768257
2652,   0.8302, 0.769181
2653,   0.8302, 0.771134
2654,   0.8302, 0.767038
2655,   0.8302, 0.768534
2656,   0.8302, 0.769298
2657,   0.8302, 0.769916
2658,   0.8302, 0.768886
2659,   0.8302, 0.766982
2660,   0.8302, 0.769354
2661,   0.8302, 0.773558
2662,   0.8302, 0.769581
2663,   0.8302, 0.768836
2664,   0.8302, 0.770357
2665,   0.8302, 0.768891
2666,   0.8302, 0.767864
2667,   0.8302, 0.770266
2668,   0.8302, 0.772423
2669,   0.8302, 0.769786
2670,   0.8302,  0.76967
2671,   0.8302, 0.769196
2672,   0.8302, 0.769928
2673,   0.8302, 0.769604
2674,   0.8302, 0.772522
2675,   0.8302, 0.765997
2676,   0.8302, 0.772516
2677,   0.8302, 0.772407
2678,   0.8302, 0.769758
2679,   0.8302, 0.772237
2680,   0.8302, 0.767144
2681,   0.8302, 0.765367
2682,   0.8302, 0.769036
2683,   0.8302, 0.767306
2684,   0.8302, 0.766936
2685,   0.8302, 0.768998
2686,   0.8302,  0.77257
2687,   0.8302, 0.772684
2688,   0.8302, 0.768699
2689,   0.8302, 0.769216
2690,   0.8302, 0.773272
2691,   0.8302, 0.772799
2692,   0.8302, 0.773272
2693,   0.8302, 0.772092
2694,   0.8302, 0.770487
2695,   0.8302, 0.770724
2696,   0.8302, 0.772276
2697,   0.8302, 0.768983
2698,   0.8302, 0.770721
2699,   0.8302,  0.76771
2700,   0.8302, 0.769729
2701,   0.8302, 0.772247
2702,   0.8302, 0.772951
2703,   0.8302, 0.771256
2704,   0.8302, 0.771706
2705,   0.8302, 0.767764
2706,   0.8302, 0.770807
2707,   0.8302, 0.768785
2708,   0.8302, 0.768073
2709,   0.8302, 0.768401
2710,   0.8302, 0.771897
2711,   0.8302, 0.769874
2712,   0.8302, 0.765693
2713,   0.8302, 0.769232
2714,   0.8302, 0.768767
2715,   0.8302, 0.768008
2716,   0.8302, 0.770787
2717,   0.8302, 0.770792
2718,   0.8302, 0.769848
2719,   0.8302, 0.771048
2720,   0.8302,  0.76747
2721,   0.8302, 0.770891
2722,   0.8302, 0.770201
2723,   0.8302, 0.769201
2724,   0.8302, 0.764746
2725,   0.8302,  0.77195
2726,   0.8302, 0.769822
2727,   0.8302, 0.770707
2728,   0.8302, 0.769244
2729,   0.8302, 0.769783
2730,   0.8302, 0.770016
2731,   0.8302, 0.768652
2732,   0.8302, 0.768625
2733,   0.8302, 0.768785
2734,   0.8302, 0.770332
2735,   0.8302, 0.770536
2736,   0.8302, 0.769832
2737,   0.8302, 0.771312
2738,   0.8302, 0.768336
2739,   0.8302, 0.773139
2740,   0.8302, 0.769356
2741,   0.8302, 0.769189
2742,   0.8302, 0.768721
2743,   0.8302, 0.771741
2744,   0.8304, 0.765546
2745,   0.8304,  0.77116
2746,   0.8304, 0.769812
2747,   0.8304, 0.770259
2748,   0.8304, 0.769677
2749,   0.8304, 0.769874
2750,   0.8304, 0.766842
2751,   0.8304, 0.768335
2752,   0.8304, 0.768174
2753,   0.8304,  0.77152
2754,   0.8304, 0.770338
2755,   0.8304, 0.770038
2756,   0.8304, 0.769967
2757,   0.8304, 0.771207
2758,   0.8304, 0.769021
2759,   0.8304, 0.771005
2760,   0.8304, 0.768824
2761,   0.8304,  0.76904
2762,   0.8304, 0.770033
2763,   0.8304,   0.7693
2764,   0.8304, 0.770458
2765,   0.8304, 0.768967
2766,   0.8304, 0.767076
2767,   0.8304, 0.770073
2768,   0.8304, 0.769395
2769,   0.8304, 0.767797
2770,   0.8304,   0.7699
2771,   0.8304, 0.770794
2772,   0.8304, 0.772793
2773,   0.8304,  0.76722
2774,   0.8304, 0.767555
2775,   0.8304, 0.772593
2776,   0.8304, 0.768157
2777,   0.8304, 0.770065
2778,   0.8304, 0.767764
2779,   0.8304, 0.769162
2780,   0.8304,  0.76705
2781,   0.8304, 0.771785
2782,   0.8304, 0.772293
2783,   0.8304, 0.769727
2784,   0.8304, 0.771258
2785,   0.8304, 0.769015
2786,   0.8304,   0.7726
2787,   0.8304, 0.765056
2788,   0.8304, 0.771055
2789,   0.8304, 0.769909
2790,   0.8304, 0.766672
2791,   0.8304, 0.766399
2792,   0.8304, 0.768985
2793,   0.8304, 0.769773
2794,   0.8304,  0.76763
2795,   0.8304, 0.771668
2796,   0.8304,   0.7701
2797,   0.8304, 0.766624
2798,   0.8304, 0.768867
2799,   0.8304, 0.770343
2800,   0.8304, 0.769261
2801,   0.8304, 0.769299
2802,   0.8304, 0.772109
2803,   0.8304, 0.769875
2804,   0.8304, 0.769879
2805,   0.8304, 0.770948
2806,   0.8304, 0.770844
2807,   0.8304, 0.771784
2808,   0.8304, 0.769267
2809,   0.8304, 0.768816
