gen, tournament_ternary_uniform_best, tournament_ternary_uniform_ave
 933,    0.812,  0.75312
 934,    0.812,  0.75187
 935,    0.812,  0.75209
 936,    0.812, 0.755634
 937,    0.812, 0.754582
 938,    0.812, 0.752172
 939,    0.812, 0.751386
 940,    0.812, 0.752345
 941,    0.812, 0.754607
 942,    0.812, 0.751339
 943,    0.812, 0.753774
 944,    0.812, 0.753976
 945,    0.812, 0.752905
 946,    0.812, 0.754036
 947,    0.812, 0.753056
 948,    0.812, 0.756423
 949,    0.812, 0.755628
 950,    0.812, 0.750413
 951,    0.812, 0.756202
 952,    0.812, 0.751737
 953,    0.812, 0.755187
 954,    0.812, 0.753517
 955,    0.812,   0.7532
 956,    0.812, 0.751258
 957,    0.812, 0.751366
 958,    0.812, 0.749254
 959,    0.812, 0.750608
 960,    0.812, 0.751725
 961,    0.812, 0.751814
 962,    0.812, 0.755858
 963,    0.812,  0.75034
 964,    0.812, 0.753613
 965,    0.812,  0.75554
 966,    0.812, 0.750497
 967,    0.812, 0.750931
 968,    0.812, 0.750042
 969,    0.812, 0.754357
 970,    0.812, 0.751291
 971,    0.812,   0.7572
 972,    0.812, 0.755076
 973,    0.812, 0.753279
 974,    0.812, 0.751714
 975,    0.812, 0.754597
 976,    0.812,  0.75256
 977,    0.812, 0.754596
 978,    0.812, 0.755402
 979,    0.812, 0.754548
 980,    0.812, 0.752693
 981,    0.812, 0.752321
 982,    0.812, 0.755509
 983,    0.812,  0.75644
 984,    0.812,  0.75727
 985,    0.812, 0.755884
 986,    0.812, 0.757424
 987,    0.812, 0.753488
 988,    0.812, 0.755107
 989,    0.812, 0.754179
 990,    0.812, 0.754903
 991,    0.812, 0.753878
 992,    0.812, 0.754682
 993,    0.812, 0.758317
 994,    0.812, 0.754328
 995,    0.812, 0.754127
 996,    0.812, 0.752202
 997,   0.8127, 0.752212
 998,   0.8127, 0.753579
 999,   0.8127, 0.752552
1000,   0.8127, 0.753146
1001,   0.8127, 0.752092
1002,   0.8127, 0.749449
1003,   0.8127, 0.749969
1004,   0.8127, 0.751967
1005,   0.8127, 0.748344
1006,   0.8127,  0.75122
1007,   0.8127, 0.751444
1008,   0.8127, 0.753075
1009,   0.8127, 0.749542
1010,   0.8127, 0.752989
1011,   0.8127, 0.751344
1012,   0.8127, 0.749704
1013,   0.8127, 0.750214
1014,   0.8136, 0.748792
1015,   0.8136, 0.749593
1016,   0.8136, 0.756532
1017,   0.8136, 0.753499
1018,   0.8136, 0.749594
1019,   0.8136, 0.754416
1020,   0.8136, 0.749881
1021,   0.8136, 0.753481
1022,   0.8136, 0.750526
1023,   0.8136, 0.756723
1024,   0.8136, 0.755511
1025,   0.8136, 0.757512
1026,   0.8146, 0.753655
1027,   0.8146, 0.754058
1028,   0.8146,  0.75349
1029,   0.8146, 0.756561
1030,   0.8146,  0.75038
1031,   0.8146, 0.755487
1032,   0.8146,  0.75455
1033,   0.8146, 0.751487
1034,   0.8146, 0.755928
1035,   0.8146, 0.754743
1036,   0.8146, 0.755324
1037,   0.8146, 0.750587
1038,   0.8146, 0.759549
1039,   0.8146, 0.755239
1040,   0.8146, 0.754265
1041,   0.8146, 0.754735
1042,   0.8146,  0.75391
1043,   0.8146, 0.758751
1044,   0.8146, 0.757071
1045,   0.8146, 0.750538
1046,   0.8146, 0.757813
1047,   0.8146,  0.75478
1048,   0.8146, 0.754933
1049,   0.8146, 0.757474
1050,   0.8146, 0.755315
1051,   0.8146, 0.754535
1052,   0.8146, 0.756755
1053,   0.8146,  0.75268
1054,   0.8146, 0.753551
1055,   0.8146, 0.753775
1056,   0.8146, 0.754688
1057,   0.8146, 0.750577
1058,   0.8146, 0.754025
1059,   0.8146, 0.754705
1060,   0.8146,  0.75575
1061,   0.8146, 0.753725
1062,   0.8146, 0.757338
1063,   0.8147, 0.755832
1064,   0.8147, 0.751678
1065,   0.8147, 0.750915
1066,   0.8147, 0.754951
1067,   0.8147, 0.758315
1068,   0.8147, 0.753226
1069,   0.8147,  0.75421
1070,   0.8147, 0.756716
1071,   0.8147, 0.754185
1072,   0.8147, 0.755395
1073,   0.8147, 0.755029
1074,   0.8147, 0.756869
1075,   0.8147, 0.754301
1076,   0.8147, 0.752675
1077,   0.8147, 0.752979
1078,   0.8157, 0.752247
1079,   0.8157, 0.752567
1080,   0.8157, 0.757325
1081,   0.8157, 0.756945
1082,   0.8157,  0.75516
1083,   0.8171, 0.758039
1084,   0.8171,  0.75598
1085,   0.8171, 0.755778
1086,   0.8171, 0.753387
1087,   0.8171, 0.754836
1088,   0.8171, 0.756254
1089,   0.8171,  0.75683
1090,   0.8171, 0.753855
1091,   0.8171, 0.757842
1092,   0.8171, 0.757187
1093,   0.8171, 0.756284
1094,   0.8171,   0.7558
1095,   0.8171, 0.757858
1096,   0.8171, 0.751682
1097,   0.8171,  0.75616
1098,   0.8171, 0.755496
1099,   0.8171, 0.753665
1100,   0.8171, 0.756029
1101,   0.8171, 0.755335
1102,   0.8171,  0.75552
1103,   0.8171, 0.755006
1104,   0.8171, 0.754857
1105,   0.8171, 0.753868
1106,   0.8171, 0.756941
1107,   0.8171, 0.753713
1108,   0.8171, 0.760228
1109,   0.8171, 0.756568
1110,   0.8171, 0.757543
1111,   0.8171, 0.754256
1112,   0.8171, 0.757278
1113,   0.8174, 0.758202
1114,   0.8174, 0.757743
1115,   0.8174,  0.75894
1116,   0.8174, 0.757121
1117,   0.8174,   0.7575
1118,   0.8174, 0.756977
1119,   0.8174, 0.761021
1120,   0.8174, 0.757621
1121,   0.8174, 0.755276
1122,   0.8176, 0.755312
1123,   0.8176, 0.756966
1124,   0.8176, 0.754483
1125,   0.8176, 0.759866
1126,   0.8176, 0.758065
1127,   0.8176, 0.760511
1128,   0.8176, 0.756718
1129,   0.8176, 0.756547
1130,   0.8176, 0.755723
1131,   0.8176, 0.755769
1132,   0.8176, 0.758072
1133,   0.8176, 0.754701
1134,   0.8176, 0.756259
1135,   0.8176, 0.758287
1136,   0.8176, 0.757939
1137,   0.8176, 0.757265
1138,   0.8176,  0.75759
1139,   0.8176, 0.756353
1140,   0.8176, 0.755803
1141,   0.8176, 0.753524
1142,   0.8176, 0.755086
1143,   0.8176, 0.753024
1144,   0.8176, 0.759171
1145,   0.8176, 0.757818
1146,   0.8176, 0.757733
1147,   0.8176, 0.760064
1148,   0.8176, 0.755628
1149,   0.8176, 0.759565
1150,   0.8176, 0.757185
1151,   0.8176, 0.759593
1152,   0.8176, 0.760013
1153,   0.8176, 0.755315
1154,   0.8176,  0.75528
1155,   0.8176, 0.756598
1156,   0.8176, 0.753883
1157,   0.8176, 0.760647
1158,   0.8177,  0.75755
1159,   0.8177, 0.755045
1160,   0.8177, 0.757635
1161,   0.8177, 0.757992
1162,   0.8177, 0.757527
1163,   0.8177, 0.756321
1164,   0.8177, 0.755864
1165,   0.8177, 0.756261
1166,   0.8177, 0.756212
1167,   0.8177, 0.760092
1168,   0.8177, 0.754709
1169,   0.8177, 0.758334
1170,   0.8177, 0.758632
1171,   0.8177, 0.758658
1172,   0.8177, 0.757811
1173,   0.8177, 0.757504
1174,   0.8189, 0.759512
1175,   0.8189, 0.754843
1176,   0.8189, 0.757078
1177,   0.8189, 0.758137
1178,   0.8189, 0.755973
1179,   0.8189, 0.759641
1180,   0.8189, 0.761186
1181,   0.8189, 0.756544
1182,   0.8189, 0.758419
1183,   0.8191,  0.75796
1184,   0.8191, 0.757831
1185,   0.8191, 0.758724
1186,   0.8191, 0.763341
1187,   0.8191,  0.76318
1188,   0.8191, 0.760499
1189,   0.8191, 0.758186
1190,   0.8191, 0.755684
1191,   0.8191, 0.757568
1192,   0.8191, 0.758094
1193,   0.8191, 0.760047
1194,   0.8191, 0.759166
1195,   0.8191, 0.758339
1196,   0.8191, 0.756673
1197,   0.8191, 0.760465
1198,   0.8208, 0.761493
1199,   0.8208, 0.761486
1200,   0.8211, 0.761051
1201,   0.8211, 0.761865
1202,   0.8211, 0.763124
1203,   0.8211, 0.764694
1204,   0.8211, 0.767005
1205,   0.8211, 0.762455
1206,   0.8211, 0.761997
1207,   0.8211, 0.762033
1208,   0.8211, 0.761445
1209,   0.8211, 0.761006
1210,   0.8211, 0.762584
1211,   0.8211, 0.765611
1212,   0.8211, 0.764103
1213,   0.8211, 0.764551
1214,   0.8211, 0.763878
1215,   0.8211,  0.76437
1216,   0.8211,  0.75954
1217,   0.8211, 0.761963
1218,   0.8211,  0.76483
1219,   0.8211, 0.763447
1220,   0.8211, 0.766371
1221,   0.8211, 0.765251
1222,   0.8211, 0.766913
1223,   0.8211, 0.762774
1224,   0.8211, 0.763533
1225,   0.8211, 0.761497
1226,   0.8211, 0.759811
1227,   0.8211, 0.760581
1228,   0.8211, 0.761571
1229,   0.8211, 0.759848
1230,   0.8211, 0.759552
1231,   0.8211, 0.759108
1232,   0.8211, 0.759619
1233,   0.8211, 0.761514
1234,   0.8211, 0.764468
1235,   0.8211,  0.76059
1236,   0.8211, 0.761555
1237,   0.8211, 0.763916
1238,   0.8211, 0.760626
1239,   0.8211, 0.762934
1240,   0.8211, 0.760046
1241,   0.8211, 0.763158
1242,   0.8211, 0.761295
1243,   0.8211, 0.764305
1244,   0.8211, 0.759786
1245,   0.8211, 0.762429
1246,   0.8211, 0.765238
1247,   0.8211, 0.761132
1248,   0.8211,  0.76176
1249,   0.8211, 0.760166
1250,   0.8211, 0.763584
1251,   0.8211, 0.763293
1252,   0.8211, 0.757458
1253,   0.8211, 0.764866
1254,   0.8211, 0.761204
1255,   0.8211, 0.761693
1256,   0.8211, 0.764081
1257,   0.8211, 0.764651
1258,   0.8211, 0.764054
1259,   0.8211, 0.765502
1260,   0.8211, 0.762217
1261,   0.8211, 0.763787
1262,   0.8211, 0.762585
1263,   0.8211,  0.76343
1264,   0.8211, 0.764704
1265,   0.8211, 0.763272
1266,   0.8211, 0.766105
1267,   0.8211, 0.764416
1268,   0.8211, 0.761384
1269,   0.8211, 0.761111
1270,   0.8211, 0.759288
1271,   0.8211, 0.759449
1272,   0.8211, 0.764588
1273,   0.8211, 0.763329
1274,   0.8211, 0.762751
1275,   0.8211, 0.762198
1276,   0.8211, 0.765225
1277,   0.8211, 0.762089
1278,   0.8211, 0.764589
1279,   0.8211, 0.761856
1280,   0.8211,  0.76119
1281,   0.8211, 0.759206
1282,   0.8211, 0.760427
1283,   0.8211,  0.76299
1284,   0.8211, 0.764308
1285,   0.8211,  0.76256
1286,   0.8211,  0.76422
1287,   0.8211, 0.763646
1288,   0.8211, 0.761432
1289,   0.8211, 0.760964
1290,   0.8211, 0.761808
1291,   0.8211, 0.760436
1292,   0.8211,  0.76175
1293,   0.8211,  0.76305
1294,   0.8211, 0.758638
1295,   0.8213, 0.764019
1296,   0.8213, 0.765487
1297,   0.8213,  0.76589
1298,   0.8213, 0.763628
1299,   0.8213, 0.763152
1300,   0.8213, 0.766515
1301,   0.8213, 0.763621
1302,   0.8213,  0.76425
1303,   0.8213,  0.76584
1304,   0.8213, 0.760242
1305,   0.8213, 0.758243
1306,   0.8213, 0.762954
1307,   0.8213, 0.760695
1308,   0.8213, 0.762485
1309,   0.8213, 0.760181
1310,   0.8213, 0.762112
1311,   0.8213, 0.762291
1312,   0.8213, 0.760318
1313,   0.8213, 0.761568
1314,   0.8213, 0.763093
1315,   0.8213, 0.763825
1316,   0.8213, 0.762287
1317,   0.8213, 0.758995
1318,   0.8213,  0.76074
1319,   0.8213, 0.761484
1320,   0.8213, 0.761271
1321,   0.8213, 0.763789
1322,   0.8213, 0.761905
1323,   0.8213,  0.75929
1324,   0.8213, 0.760304
1325,   0.8213, 0.762052
1326,   0.8213, 0.760898
1327,   0.8213, 0.762003
1328,   0.8213, 0.763439
1329,   0.8213, 0.764622
1330,   0.8213, 0.762814
1331,   0.8213, 0.760433
1332,   0.8213, 0.762289
1333,   0.8213, 0.762978
1334,   0.8213, 0.760147
1335,   0.8213, 0.765925
1336,   0.8213,  0.76344
1337,   0.8213, 0.766806
1338,   0.8213, 0.762443
1339,   0.8213, 0.763411
1340,   0.8222,  0.76334
1341,   0.8222, 0.762841
1342,   0.8222, 0.761208
1343,   0.8222, 0.764188
1344,   0.8222, 0.762918
1345,   0.8222, 0.764687
1346,   0.8222, 0.765679
1347,   0.8222, 0.765728
1348,   0.8222, 0.763574
1349,   0.8222, 0.763211
1350,   0.8222, 0.762034
1351,   0.8222,  0.76173
1352,   0.8222, 0.763291
1353,   0.8222,  0.76116
1354,   0.8222, 0.764417
1355,   0.8222, 0.765325
1356,   0.8222, 0.766395
1357,   0.8222, 0.764953
1358,   0.8222, 0.766212
1359,   0.8222, 0.762405
1360,   0.8222, 0.763183
1361,   0.8222, 0.763848
1362,   0.8222, 0.763113
1363,   0.8222, 0.764849
1364,   0.8222, 0.764749
1365,   0.8222,  0.76418
1366,   0.8222, 0.762529
1367,   0.8222,  0.76391
1368,   0.8222, 0.761431
1369,   0.8222, 0.764453
1370,   0.8222, 0.763974
1371,   0.8222, 0.760666
1372,   0.8222, 0.763357
1373,   0.8222, 0.763763
1374,   0.8222,  0.76382
1375,   0.8222, 0.763199
1376,   0.8222, 0.764803
1377,   0.8222, 0.760208
1378,   0.8222, 0.765278
1379,   0.8222, 0.764694
1380,   0.8222, 0.765117
1381,   0.8222, 0.765015
1382,   0.8225, 0.765057
1383,   0.8225, 0.763602
1384,   0.8225, 0.763249
1385,   0.8225,  0.76539
1386,   0.8225, 0.762014
1387,   0.8225, 0.765625
1388,   0.8225, 0.763359
1389,   0.8225, 0.761763
1390,   0.8225, 0.767375
1391,   0.8225, 0.762575
1392,   0.8225, 0.765065
1393,   0.8239, 0.763663
1394,   0.8239,   0.7633
1395,   0.8239, 0.763384
1396,   0.8239, 0.764054
1397,   0.8239, 0.765849
1398,   0.8239, 0.762817
1399,   0.8239, 0.763325
1400,   0.8239, 0.763181
1401,   0.8239, 0.767514
1402,   0.8239, 0.765268
1403,   0.8239, 0.765672
1404,   0.8239, 0.763035
1405,   0.8239, 0.764603
1406,   0.8239, 0.769023
1407,   0.8239, 0.766903
1408,   0.8239, 0.769439
1409,   0.8239, 0.764081
1410,   0.8239, 0.766566
1411,   0.8239, 0.767089
1412,   0.8239, 0.767215
1413,   0.8239, 0.760778
1414,   0.8239, 0.764823
1415,   0.8239, 0.764913
1416,   0.8239,  0.76211
1417,   0.8239, 0.760874
1418,   0.8239, 0.765603
1419,   0.8239, 0.764484
1420,   0.8239, 0.764939
1421,   0.8239, 0.761822
1422,   0.8239, 0.767303
1423,   0.8239, 0.762608
1424,   0.8239, 0.760727
1425,   0.8239, 0.763144
1426,   0.8239, 0.767285
1427,   0.8239, 0.762556
1428,   0.8239, 0.761556
1429,   0.8239, 0.766452
1430,   0.8239,  0.76758
1431,   0.8239, 0.766573
1432,   0.8239, 0.764899
1433,   0.8239,  0.76335
1434,   0.8239, 0.763721
1435,   0.8239, 0.763867
1436,   0.8239, 0.763478
1437,   0.8239, 0.769382
1438,   0.8239, 0.765327
1439,   0.8239,  0.76686
1440,   0.8239, 0.762488
1441,   0.8239, 0.768842
1442,   0.8239,  0.76484
1443,   0.8239,  0.76549
1444,   0.8239, 0.764279
1445,   0.8239, 0.763883
1446,   0.8239, 0.763274
1447,   0.8239,  0.76546
1448,   0.8239, 0.767765
1449,   0.8239, 0.766179
1450,   0.8239, 0.761816
1451,   0.8239, 0.763632
1452,   0.8239, 0.763733
1453,   0.8239, 0.760686
1454,   0.8239, 0.763345
1455,   0.8239, 0.764512
1456,   0.8239, 0.764403
1457,   0.8239, 0.766685
1458,   0.8239, 0.764703
1459,   0.8242, 0.763386
1460,   0.8242, 0.760608
1461,   0.8242, 0.765953
1462,   0.8242, 0.767688
1463,   0.8242, 0.762897
1464,   0.8242, 0.764461
1465,   0.8242, 0.764728
1466,   0.8242, 0.767866
1467,   0.8242, 0.764206
1468,   0.8242, 0.768847
1469,   0.8242, 0.766074
1470,   0.8242, 0.763374
1471,   0.8242, 0.766556
1472,   0.8242, 0.765796
1473,   0.8242, 0.764921
1474,   0.8242,   0.7634
1475,   0.8242, 0.761349
1476,   0.8242, 0.764256
1477,   0.8242,  0.76304
1478,   0.8242,  0.76055
1479,   0.8242, 0.763288
1480,   0.8242,  0.76519
1481,   0.8242, 0.764953
1482,   0.8242, 0.758591
1483,   0.8242, 0.765712
1484,   0.8242, 0.762798
1485,   0.8242, 0.764553
1486,   0.8242, 0.763944
1487,   0.8242, 0.762432
1488,   0.8242, 0.766405
1489,   0.8242, 0.766754
1490,   0.8242, 0.766579
1491,   0.8242, 0.766193
1492,   0.8242, 0.766066
1493,   0.8242, 0.766844
1494,   0.8242, 0.762581
1495,   0.8242, 0.763583
1496,   0.8242, 0.764094
1497,   0.8242, 0.768302
1498,   0.8242, 0.765728
1499,   0.8242, 0.766768
1500,   0.8242, 0.766418
1501,   0.8242, 0.765654
1502,   0.8242, 0.764024
1503,   0.8242, 0.767906
1504,   0.8242, 0.765715
1505,   0.8242, 0.764691
1506,   0.8242,  0.76588
1507,   0.8249, 0.763041
1508,   0.8249, 0.764298
1509,   0.8249, 0.764235
1510,   0.8249, 0.767302
1511,   0.8249, 0.765585
1512,   0.8249, 0.766058
1513,   0.8249, 0.765535
1514,   0.8249,  0.76655
1515,   0.8249, 0.768468
1516,   0.8249, 0.770818
1517,   0.8249, 0.768303
1518,   0.8249, 0.766317
1519,   0.8249,  0.76561
1520,   0.8249,  0.76611
1521,   0.8249, 0.766603
1522,   0.8249, 0.766843
1523,   0.8249, 0.765644
1524,   0.8249, 0.767891
1525,   0.8249, 0.767063
1526,   0.8249, 0.766603
1527,   0.8249, 0.764717
1528,   0.8249, 0.763924
1529,   0.8249, 0.761322
1530,   0.8249,  0.75754
1531,   0.8249, 0.766636
1532,   0.8249, 0.767796
1533,   0.8249, 0.765123
1534,   0.8249, 0.766035
1535,   0.8249, 0.763665
1536,   0.8249,  0.76559
1537,   0.8249, 0.768325
1538,   0.8249, 0.765954
1539,   0.8249, 0.765311
1540,    0.825, 0.767982
1541,    0.825, 0.764858
1542,    0.825, 0.764145
1543,    0.825, 0.765134
1544,    0.825, 0.764976
1545,    0.825,  0.76607
1546,    0.825, 0.762903
1547,    0.825, 0.765124
1548,    0.825, 0.764298
1549,    0.825,  0.76669
1550,    0.825, 0.766181
1551,    0.825, 0.768188
1552,    0.825, 0.767564
1553,    0.825, 0.763206
1554,    0.825, 0.763199
1555,    0.825, 0.764922
1556,    0.825, 0.764849
1557,    0.825, 0.766509
1558,    0.825, 0.766792
1559,    0.825, 0.764941
1560,    0.825, 0.767535
1561,    0.825, 0.767033
1562,    0.825, 0.764286
1563,    0.825,  0.76528
1564,    0.825, 0.764177
1565,    0.825, 0.762366
1566,    0.825, 0.762537
1567,    0.825, 0.765383
1568,    0.825, 0.765101
1569,    0.825, 0.764766
1570,    0.825, 0.766293
1571,    0.825, 0.764095
1572,    0.825, 0.765149
1573,    0.825, 0.763869
1574,    0.825, 0.763997
1575,    0.825, 0.768312
1576,    0.825, 0.768084
1577,    0.825,  0.76736
1578,    0.825, 0.768357
1579,    0.825, 0.768379
1580,    0.825, 0.767244
1581,    0.825, 0.769043
1582,    0.825,  0.76865
1583,    0.825, 0.764256
1584,    0.825, 0.766461
1585,    0.825, 0.767666
1586,    0.825, 0.764683
1587,    0.825, 0.768184
1588,    0.825, 0.766163
1589,    0.825,  0.76617
1590,    0.825, 0.768029
1591,    0.825, 0.765256
1592,    0.825, 0.766595
1593,    0.825, 0.767034
1594,    0.825,  0.76516
1595,    0.825, 0.765572
1596,    0.825, 0.768364
1597,    0.825, 0.767286
1598,    0.825, 0.764098
1599,    0.825, 0.764301
1600,    0.825, 0.765242
1601,    0.825, 0.762967
1602,    0.825, 0.766519
1603,    0.825, 0.767608
1604,    0.825, 0.767597
1605,    0.825, 0.764679
1606,    0.825, 0.767464
1607,    0.825, 0.767437
1608,    0.825, 0.764598
1609,    0.825, 0.768639
1610,    0.825, 0.765604
1611,    0.825, 0.766693
1612,    0.825, 0.763099
1613,    0.825, 0.765459
1614,    0.825, 0.764341
1615,    0.825, 0.767232
1616,    0.825, 0.770725
1617,    0.825, 0.767124
1618,    0.825, 0.767375
1619,    0.825, 0.768138
1620,    0.825, 0.767529
1621,    0.825, 0.764696
1622,    0.825, 0.768079
1623,    0.825, 0.767917
1624,    0.825, 0.764235
1625,    0.825, 0.768933
1626,    0.825,  0.76408
1627,    0.825, 0.766941
1628,    0.825, 0.770581
1629,    0.825, 0.770938
1630,    0.825, 0.767092
1631,    0.825, 0.765782
1632,    0.825, 0.767583
1633,    0.825, 0.766169
1634,    0.825, 0.765407
1635,    0.825, 0.767615
1636,    0.825, 0.765532
1637,    0.825, 0.765891
1638,   0.8251, 0.764247
1639,   0.8251, 0.765253
1640,   0.8251, 0.764224
1641,   0.8251, 0.762453
1642,   0.8251, 0.767873
1643,   0.8251, 0.767481
1644,   0.8251, 0.764777
1645,   0.8251,  0.76308
1646,   0.8251, 0.764779
1647,   0.8251, 0.771413
1648,   0.8251, 0.768574
1649,   0.8251, 0.768556
1650,   0.8251, 0.768938
1651,   0.8251, 0.765562
1652,   0.8252, 0.766932
1653,   0.8252, 0.764618
1654,   0.8252, 0.764289
1655,   0.8252, 0.770069
1656,   0.8252, 0.768726
1657,   0.8252, 0.766437
1658,   0.8252, 0.766408
1659,   0.8252, 0.766667
1660,   0.8252,  0.76982
1661,   0.8252, 0.767513
1662,   0.8252, 0.765745
1663,   0.8252, 0.766123
1664,   0.8252, 0.769271
1665,   0.8252, 0.770856
1666,   0.8252, 0.769323
1667,   0.8252, 0.767543
1668,   0.8252,  0.77001
1669,   0.8252, 0.766638
1670,   0.8252, 0.763693
1671,   0.8252, 0.764868
1672,   0.8252, 0.767542
1673,   0.8252, 0.762394
1674,   0.8252,  0.76866
1675,   0.8252, 0.769129
1676,   0.8252, 0.765213
1677,   0.8252, 0.765762
1678,   0.8252, 0.766386
1679,   0.8252, 0.765063
1680,   0.8252, 0.768973
1681,   0.8252, 0.767256
1682,   0.8252, 0.766569
1683,   0.8252, 0.768364
1684,   0.8252, 0.768673
1685,   0.8252,  0.77038
1686,   0.8252, 0.768793
1687,   0.8252, 0.766989
1688,   0.8252, 0.769413
1689,   0.8252, 0.765621
1690,   0.8252, 0.770748
1691,   0.8252, 0.765876
1692,   0.8252, 0.770471
1693,   0.8252, 0.768094
1694,   0.8252,  0.76814
1695,   0.8252, 0.767063
1696,   0.8252, 0.768546
1697,   0.8252, 0.769779
1698,   0.8252, 0.765912
1699,   0.8252, 0.766525
1700,   0.8252, 0.766144
1701,   0.8252, 0.768471
1702,   0.8252, 0.770122
1703,   0.8252, 0.768921
1704,   0.8252,  0.77182
1705,   0.8252, 0.764521
1706,   0.8252, 0.765212
1707,   0.8252, 0.767448
1708,   0.8252, 0.765562
1709,   0.8252, 0.768375
1710,   0.8252, 0.764168
1711,   0.8252, 0.766049
1712,   0.8252,   0.7673
1713,   0.8252, 0.769167
1714,   0.8252, 0.767562
1715,   0.8252, 0.765316
1716,   0.8252, 0.764775
1717,   0.8252, 0.767767
1718,   0.8252, 0.768944
1719,   0.8252, 0.770586
1720,   0.8252, 0.766873
1721,   0.8252, 0.769336
1722,   0.8252, 0.770101
1723,   0.8252, 0.767438
1724,   0.8252, 0.768923
1725,   0.8252, 0.768706
1726,   0.8252, 0.766096
1727,   0.8252, 0.768733
1728,   0.8252,  0.76755
1729,   0.8252, 0.766038
1730,   0.8252, 0.768784
1731,   0.8252,  0.76478
1732,   0.8254, 0.767588
1733,   0.8254, 0.765335
1734,   0.8254, 0.766492
1735,   0.8254, 0.769832
1736,   0.8254, 0.765544
1737,   0.8254, 0.769143
1738,   0.8254, 0.766896
1739,   0.8254,  0.76665
1740,   0.8254, 0.767854
1741,   0.8254, 0.763224
1742,   0.8254, 0.764799
1743,   0.8254, 0.766288
1744,   0.8254, 0.766309
1745,   0.8254, 0.766861
1746,   0.8254, 0.766653
1747,   0.8254, 0.768111
1748,   0.8254, 0.763391
1749,   0.8254, 0.766906
1750,   0.8254, 0.766503
1751,   0.8254, 0.769008
1752,   0.8254, 0.766064
1753,   0.8254, 0.766009
1754,   0.8254, 0.764646
1755,   0.8254, 0.765408
1756,   0.8254, 0.767047
1757,   0.8254,  0.76334
1758,   0.8254, 0.766135
1759,   0.8254, 0.769103
1760,   0.8254, 0.767504
1761,   0.8254, 0.763903
1762,   0.8254, 0.765463
1763,   0.8254, 0.769053
1764,   0.8254, 0.767541
1765,   0.8254, 0.768408
1766,   0.8254, 0.768816
1767,   0.8254, 0.767637
1768,   0.8254, 0.766955
1769,   0.8254, 0.769076
1770,   0.8254, 0.770557
1771,   0.8254, 0.765338
1772,   0.8254, 0.766738
1773,   0.8254, 0.769287
1774,   0.8254, 0.769081
1775,   0.8254, 0.764462
1776,   0.8254, 0.767184
1777,   0.8254, 0.766523
1778,   0.8254, 0.766558
1779,   0.8254, 0.769219
1780,   0.8254, 0.769488
1781,   0.8254, 0.767451
1782,   0.8254, 0.765516
1783,   0.8254, 0.763841
1784,   0.8254,  0.76707
1785,   0.8254, 0.769324
1786,   0.8254, 0.767564
1787,   0.8255, 0.764057
1788,   0.8255, 0.763473
1789,   0.8255, 0.771173
1790,   0.8255, 0.768756
1791,   0.8255,  0.76677
1792,   0.8255, 0.768458
1793,   0.8255,  0.76518
1794,   0.8255, 0.766381
1795,   0.8255, 0.770878
1796,   0.8255, 0.768565
1797,   0.8255, 0.764424
1798,   0.8255, 0.764727
1799,   0.8255, 0.766156
1800,   0.8255, 0.767012
1801,   0.8255, 0.768254
1802,   0.8255, 0.766982
1803,   0.8255, 0.767604
1804,   0.8255, 0.767261
1805,   0.8255, 0.769874
1806,   0.8255, 0.769553
1807,   0.8255, 0.767246
1808,   0.8255, 0.768601
1809,   0.8266, 0.765378
1810,   0.8266, 0.772197
1811,   0.8266, 0.769738
1812,   0.8266, 0.769028
1813,   0.8266, 0.769562
1814,   0.8266, 0.769962
1815,   0.8266, 0.765635
1816,   0.8266, 0.766844
1817,   0.8266,  0.76858
1818,   0.8266, 0.766921
1819,   0.8266, 0.766742
1820,   0.8266, 0.767013
1821,   0.8266, 0.769914
1822,   0.8266, 0.768117
1823,   0.8266, 0.768406
1824,   0.8266, 0.766467
1825,   0.8266, 0.765867
1826,   0.8266, 0.765974
1827,   0.8266, 0.768139
1828,   0.8266,  0.76467
1829,   0.8266, 0.765818
1830,   0.8266,  0.76762
1831,   0.8266, 0.767551
1832,   0.8266, 0.767995
1833,   0.8266, 0.768309
1834,   0.8266,  0.76653
1835,   0.8266,  0.76787
1836,   0.8266, 0.766716
1837,   0.8266, 0.770096
1838,   0.8266, 0.767983
1839,   0.8266, 0.770517
1840,   0.8266, 0.770343
1841,   0.8266, 0.767977
1842,   0.8266, 0.765175
1843,   0.8266, 0.767052
1844,   0.8266, 0.765472
1845,   0.8266, 0.767731
1846,   0.8266, 0.766831
1847,   0.8266, 0.770045
1848,   0.8266, 0.767816
1849,   0.8266, 0.767142
1850,   0.8266, 0.765921
1851,   0.8266, 0.765314
1852,   0.8266, 0.769117
1853,   0.8266, 0.766475
1854,   0.8266, 0.768167
1855,   0.8266, 0.766731
1856,   0.8266, 0.769494
1857,   0.8266, 0.768725
1858,   0.8266, 0.766601
1859,   0.8266, 0.770288
1860,   0.8266, 0.768329
1861,   0.8267, 0.770118
1862,   0.8267, 0.768713
1863,   0.8267, 0.771292
1864,   0.8267, 0.772795
1865,   0.8267, 0.772412
1866,   0.8267, 0.770877
1867,   0.8267, 0.768764
1868,   0.8267, 0.769079
1869,   0.8267, 0.767019
1870,   0.8267, 0.769428
1871,   0.8267, 0.768549
1872,   0.8267, 0.766552
1873,   0.8267, 0.766351
1874,   0.8267, 0.770722
